-0.0014345-0.00045127i,-0.0014167-0.00072197i,-0.0016015-0.00077822i,-0.0029272-0.00065543i,-0.0037833-0.00013139i,-0.0035744+0.0005657i,-0.0020679+0.00062798i,-0.00023187+0.0015395i,0.00088224+0.0022879i,0.0011553+0.0019092i,0.001078+0.0015024i,0.0008732+0.00094369i,0.000578+7.9544e-05i,0.00048641-0.0001375i,0.000558+0.00012403i,0.00088534+0.00024056i,0.0005068+0.00078491i,8.13e-05+0.00041988i,0.00057099-0.00060777i,0.00030811-0.00044275i,-0.00024681+0.00053825i,-0.00045747+0.0010411i,-0.00064676+0.0011198i
-0.0025861-2.8237e-05i,-0.002553-0.00060507i,-0.0018234-0.00017286i,-0.0013353+0.0012762i,-0.0011686+0.0015911i,-0.00082847+0.00062285i,-0.0002322+0.00043503i,-0.00010039+0.00074719i,1.1776e-05+0.0013289i,-0.00014057+0.0017905i,-0.00041772+0.0014788i,-0.00039319+0.00077423i,-2.6696e-05+0.0010785i,0.00042576+0.0011538i,0.00027558+0.00058964i,0.00019871+0.00059937i,0.00076079+0.0011679i,0.00048661+0.0012236i,4.847e-06+0.00020558i,-0.00021244-8.2445e-05i,0.00016526+0.00050017i,0.00025986+0.00037119i,0.00020539+7.1525e-05i
-0.00046185-0.0014826i,-0.0013737-0.00048978i,-0.00091779+0.001146i,0.00078383+0.0013426i,0.0014211+0.00062638i,0.00084922+6.1221e-05i,0.00085981-0.00025212i,0.0015312+1.0504e-05i,0.0015233+0.00082524i,3.4271e-05+0.0016425i,-0.00063398+0.0016383i,-0.00023105+0.0016233i,-0.00054859+0.00095627i,-0.00023967+9.8279e-06i,-0.00017202-0.00047369i,6.2818e-05-0.00035175i,0.0010747+0.0001116i,0.0015336+0.00067679i,0.0016814+0.00074516i,0.001189+0.0002447i,0.00020953-0.00029914i,8.278e-05-0.00013483i,-2.8957e-06+8.5884e-05i
-0.0012065+0.0018205i,-0.0003108+0.0011563i,-0.0005326+0.0016599i,-0.0013797+0.0013872i,-0.00023454+0.00028127i,0.00027258-0.00011116i,0.00016488+0.00050082i,3.5413e-05+0.0011351i,-0.00083721+0.0011809i,-0.00041739+0.0011715i,-0.00021477+0.00071652i,0.00042605+1.6122e-05i,0.0015112+0.00037327i,0.00070373+0.00058322i,0.0002899+0.00017159i,0.00038385-0.00047793i,2.3007e-05-0.0012064i,1.9609e-06-0.0010016i,0.0006403-0.000637i,0.0011137-2.4819e-06i,0.00079859+0.00025312i,0.00040673+0.00026628i,0.00011873+0.00034288i
0.00022217-0.001128i,-0.00055488-0.0010765i,-0.0005708-0.0017589i,-0.0017171-0.00082415i,-0.0028898+1.4038e-05i,-0.0025166+0.00025495i,-0.0012312-0.00077466i,-0.00014269-0.001191i,0.00063922-0.00046129i,0.00033907+0.00072796i,-0.00029381+0.0012387i,-0.00062968+0.0012012i,-0.00068791+0.0017447i,1.9931e-05+0.0017576i,0.00038486+0.0011329i,0.00036117+0.00046336i,0.001004+0.00015205i,0.0011977-0.00017709i,0.00032783-0.00041637i,-0.00035225-9.7788e-05i,-0.00074464+0.00021886i,-0.00063754+0.00016164i,-4.0262e-05-0.0001144i
0.00076708-0.0011585i,0.00064113-0.0011427i,0.0009958-0.0013333i,0.00047881-0.0014263i,-5.1115e-05-0.00069904i,1.6205e-05+5.4357e-05i,0.00012246-0.00011729i,0.00031984+0.0003506i,-8.6416e-05+0.00080494i,-0.00039131+0.00036771i,0.00037087+0.00031593i,0.0011261+0.00079596i,0.0010343+0.00062152i,0.00055001+0.0002317i,0.00035391+0.00041226i,-0.00052998+0.00083675i,-0.0010887+0.00057275i,0.0003413+0.00039172i,0.00088976-0.00011291i,0.00031989-0.00027208i,-0.00016814-8.1288e-05i,-0.00027501-8.6157e-05i,-4.0792e-05-0.00011823i
-0.00080477-0.0026451i,-0.0008724-0.0016246i,-0.00096456-0.00081714i,-0.0015562-0.00038268i,-0.0016577-0.00070335i,-0.000216-0.00038401i,0.0015671+0.00033199i,0.001653+0.00055155i,0.00023082+0.00074784i,-0.00085053+0.00088791i,-0.00025893+0.00062843i,0.00033144+0.0012029i,8.5122e-05+0.0016319i,0.00052024+0.00034281i,0.00064026-0.00015454i,0.00037344-0.00028728i,-6.9772e-05-0.0010092i,0.00029912-0.00066421i,0.00057519-0.00023356i,0.00011964-0.00043704i,0.00025822-0.00031662i,0.00042883+4.21e-05i,8.6761e-05-0.00010773i
0.0020077+0.0010643i,0.0016236+0.00021535i,0.0012431-0.0004695i,0.0012421-0.0018628i,0.0011449-0.0021401i,0.00087312-0.0011355i,0.00089739-0.00070828i,0.00044147+0.00018053i,-0.00032421+0.0013589i,-1.9596e-05+0.0017046i,0.00050865+0.00062722i,3.3375e-05+7.7088e-05i,-0.0005528+0.00071097i,-0.00020113+0.0014675i,-0.00034756+0.0016605i,-0.00050415+0.00066759i,-6.0296e-05+0.00024753i,9.1357e-05+0.00016039i,0.00068228-0.00082563i,0.00090369-0.00086179i,0.00026446+9.3432e-05i,-0.00028761+0.00014534i,-0.00055061-0.00051803i
0.00084422+0.00066408i,0.00032828+0.0005211i,0.000782+0.00055116i,0.00082078+0.00051918i,0.00085494+6.2075e-05i,0.0014337-0.00046587i,0.0014311-0.00045414i,0.0010972-0.00031899i,0.0007839+0.0005122i,0.00027485+0.0014476i,-0.00023316+0.0010189i,-0.00025676+0.00049163i,-0.00072097+0.00026126i,-0.00092986+0.0003433i,-0.00072155+0.00052913i,-0.00079172+0.00072297i,-0.00031689+0.00013034i,0.00023358-0.00062522i,0.00049885-0.00071672i,0.0003232-0.00041653i,-0.00025331-2.6236e-05i,-0.00039648+0.00032892i,-0.00010168+0.00047089i
-0.0011279+0.0019048i,-0.0013552+0.0018868i,-0.0011077+0.0021081i,-0.00018475+0.0018112i,-0.00066827+3.8128e-05i,-0.00083754-0.0011858i,0.00034211-0.0010172i,0.0005127-0.0006679i,0.00018939-9.11e-05i,4.1694e-05+0.00039073i,-0.00053218-0.00010965i,-0.00086287-0.00098749i,-0.00050773-0.00077804i,0.00026551-0.0002577i,0.00044852+0.00067039i,0.00059724+0.00063559i,0.00078854-0.00021085i,0.00078784-0.00048811i,0.00054999-0.00071467i,0.00015261-0.00097131i,0.00027428-0.00040779i,-0.00018128+0.00029652i,-0.00062845+0.00020278i
-0.00063886+0.00069042i,-0.001666+0.00097485i,-0.0026603+0.0011899i,-0.0017429+0.0014895i,0.00016502+0.00087327i,0.00019496+0.00022995i,-0.00071084+0.0004546i,-6.43e-05+0.00081964i,0.00041489+0.0010206i,-0.00064252+0.0010458i,-0.00098291+0.00043004i,-0.00039849+0.0001899i,0.00020037+0.00041308i,0.00012811+0.00050812i,-0.00044768-0.00015435i,-0.00014474-0.00063092i,0.0010793-0.00079561i,0.00081625-0.0013784i,4.1045e-05-0.00080316i,-0.00026104+0.00014715i,-0.00038542-0.00022008i,-0.00049284-0.00059115i,-0.00028902-0.00067598i
-0.00063049+0.00076842i,-0.00030559+0.00020944i,-0.00045316+0.00024853i,6.965e-05+0.00039652i,0.0006587-0.000404i,0.00088765-0.0016261i,0.00043863-0.0015601i,0.00061952-0.00099163i,0.00049975-0.00019192i,2.8091e-06+0.00056005i,-0.00023559+0.00052929i,-0.00032605+0.00031218i,-0.00050082-9.7772e-05i,-0.00044592-0.00060376i,-9.3739e-05-0.00075804i,-3.3582e-05-0.00066162i,0.000446-0.00016108i,0.00095123-0.00042222i,0.00083248-0.0004854i,0.00024443-5.9437e-05i,-0.00077994+0.00070124i,-0.0017906+0.00062845i,-0.00073063-0.00048813i
-0.0017585-0.0010874i,-0.001651-9.4371e-06i,-0.002368+0.0011566i,-0.00096162+0.0011944i,0.00073534+0.0012706i,0.00029525+0.00045514i,2.5671e-05-0.00037532i,0.00052345+0.0004252i,0.00077712+0.0010784i,0.00059133+0.0017164i,0.00037701+0.0019516i,0.00025907+0.0014639i,-0.00010947+0.001583i,0.00010106+0.001367i,0.00056529+0.0011964i,0.00064062+0.00073936i,0.0012966-0.00011966i,0.001826-0.00030014i,0.00099891+0.00012313i,0.00036016-3.3845e-05i,0.00071531-0.00090608i,0.00041892-0.00038058i,-0.00017618-2.3771e-05i
0.0021685+0.00045419i,0.00093311-0.00032995i,0.00045109-0.0013797i,1.9493e-05-0.0021862i,-0.00068071-0.0022929i,-0.0001226-0.0010434i,0.00041245+0.00010137i,7.412e-05+0.00022811i,-0.00058629+0.00050975i,-0.0010586+0.00093037i,-0.00092886+0.0010781i,-0.00096646+0.00073984i,-0.00096932+0.00068104i,-0.00081491+0.0011208i,-0.00041253+0.0016585i,-0.0001457+0.0021234i,8.2244e-05+0.0015184i,0.00067168+0.00033906i,0.00095666-0.00019315i,-9.815e-05-5.6895e-05i,-0.0011456-0.00048542i,-0.001456-0.00052574i,-0.0014338+0.00027651i
0.00135-5.2401e-05i,0.0020917-0.00073499i,0.0025659-0.0005605i,0.00152-0.0010527i,-5.5633e-06-0.001823i,-0.00024537-0.0012061i,0.00033951-0.00023036i,0.00093773+0.00051803i,0.00086981+0.0011525i,-0.00013282+0.00070374i,-0.00086642+0.00024662i,-0.00080446+0.00031357i,-0.00020819+0.00083706i,-0.00030616+0.00072617i,-0.00011942+3.0719e-05i,0.00047046+0.00072121i,0.00076445+0.0013235i,0.00057908+0.00053765i,0.0006107-0.0012422i,0.00090577-0.0013283i,0.00045428-0.00017747i,0.00044703+0.00061108i,0.00047087-6.9348e-05i
-0.0018206-0.0015965i,-0.0020168-0.0002791i,-0.0027564-3.3077e-05i,-0.0025813+0.00035384i,-0.0016848+0.00091033i,-0.00052521-2.7642e-05i,0.00018713-0.00084234i,0.00026821-0.00023953i,-0.00036008-4.0633e-05i,-0.00092053+0.00060283i,-0.0003207+0.0013505i,0.00052962+0.0014289i,0.00059542+0.0015613i,1.6744e-05+0.00115i,0.00029545+0.00035739i,0.0012732-5.0703e-05i,0.0012771+0.00013781i,0.0012745+0.00067726i,0.0014565+0.00054929i,0.0012245+0.00068454i,0.00065675+0.00018685i,5.4832e-05-0.00026061i,0.00018308+0.00045816i
0.00025885-0.0028676i,6.9987e-05-0.0015141i,-0.00085782-0.000975i,-0.0019442-0.0002492i,-0.0024503+0.00042562i,-0.0012643+0.00099128i,0.00043848+0.00059822i,0.00084892+0.00011686i,0.00082674+0.00027468i,0.00065558+0.00090407i,5.7112e-05+0.0013509i,-0.00042785+0.00096273i,-4.3739e-05+0.00044928i,-1.4053e-05+0.0005713i,-0.00030619+0.00041777i,0.00025117+0.00049299i,0.00027205+0.00080454i,4.8306e-05+0.00060581i,0.00042032+0.00069259i,0.00030578+0.00066536i,-0.00018078+0.00073648i,-0.00029604+0.00044935i,-0.00010019+0.00012206i
-0.00081983+0.00057438i,-0.0010359+0.00053947i,-0.0013177+0.00028547i,-0.0012894+0.0006607i,-0.00035263+0.00057733i,0.00086503-3.9713e-05i,0.0010059+0.00032656i,0.00064295+0.00074196i,0.00038354+0.00052964i,-2.5803e-05+0.00092956i,-5.6004e-05+0.0013004i,0.00023386+0.00088246i,0.00061431+0.00063849i,0.00061974+0.00064589i,0.00041379-0.00060126i,-2.9041e-05-0.0015581i,-0.00023666-0.0010553i,0.00053131-0.00058506i,0.00098658-0.00039458i,0.00033901-0.00047773i,-0.00035187-0.00096896i,-0.00036383-0.0011579i,-0.00019633-0.00045313i
-0.0006906-0.00024927i,0.00017891-0.00017551i,0.00060416+0.00070381i,0.00020973+0.00057848i,0.00049713+5.3102e-05i,0.00095338-0.00011642i,0.00058477-0.00015543i,0.00022299+3.9187e-05i,-0.00028672+0.00047039i,-0.00027026+0.00077297i,-0.00032895+0.00064431i,-0.00037954+0.00051676i,0.00041653+0.00090609i,0.00086839+0.0016169i,0.00037844+0.00122i,3.3395e-05+5.361e-05i,0.00034044-0.00081852i,0.0011169-0.00014899i,0.00090309+0.00088364i,-0.00028833+0.00065227i,-0.00017685+7.5857e-05i,0.00059706-0.00024139i,0.00078257-0.00027146i
-0.001748-0.0013628i,-0.0019728-0.00076141i,-0.0029104-6.602e-05i,-0.0022963+6.4856e-06i,-0.0017158-0.00024629i,-0.0012356+0.00046738i,-0.00053096+0.00060844i,-0.00027674+0.00040033i,-0.00047762+0.0012809i,-0.00057041+0.002376i,-0.00051394+0.0016658i,-0.00055788+0.00045555i,0.00046281-0.000209i,0.0009894+0.00031732i,0.00022852+0.00080081i,-0.00020743+0.0008927i,-9.6965e-05+0.00076817i,0.00055171+0.00034014i,0.00078212-0.00021155i,0.00029557-0.00041417i,-1.5802e-05+0.00014064i,0.00031785-0.00031598i,0.00031906-0.00022199i
-8.3451e-05-0.00012561i,0.0010744-0.0013226i,0.0017134-0.00016448i,0.00082598-0.00024848i,-0.00019251-0.00051477i,8.2066e-05-0.00023506i,0.00034419+6.0243e-05i,0.00082858+7.3354e-05i,0.00034599+0.00048577i,-0.00054934+0.0010408i,-0.00035274+0.0010441i,-0.00031117+0.00027749i,0.00039444+0.00033509i,0.00057836+0.00073231i,0.00015157+0.00054794i,0.00034324-7.2363e-05i,0.00041152-0.0004511i,0.0016182-5.3525e-05i,0.0020433+1.6167e-05i,0.00041777-0.00061923i,-0.00086526-0.0008351i,-0.0011646-0.00049603i,-0.0013427-0.00052848i
-0.0039788-0.00034243i,-0.0026601-0.00088261i,-0.0021066+0.00029258i,-0.0027052+0.001321i,-0.0022902+0.0010545i,-0.001478-0.00041714i,-0.00027924-0.0010742i,0.00033483-0.00031985i,-0.00024929+0.00034917i,-0.00075554+0.00089577i,-0.00031788+0.0011527i,0.00013692+0.0010425i,0.001363+0.00087861i,0.0021662+0.00052713i,0.0016666+0.00054078i,0.00093038+0.00089701i,0.0003874+0.00057069i,0.00010869-0.00035184i,0.00048297-0.00038914i,0.00059627+0.00049223i,-0.00011946+0.00073687i,-0.00017292+0.00071669i,0.00045074+0.0004204i
-0.0024727-0.0020997i,-0.0027832-0.0027988i,-0.00010198-0.0019058i,0.00015736-0.00038475i,-0.0003004+0.00059834i,0.00048235-0.00019712i,0.0011938-0.00068028i,0.0013721+0.00024321i,0.0009281+0.0010202i,0.0001068+0.0014302i,0.00043206+0.0010051i,0.00083491+0.00083757i,0.0016181+0.0014529i,0.0013223+0.00083729i,-0.00017971-0.0001436i,-0.00058353-0.00058047i,7.3446e-05-0.00018848i,0.00096831-7.7492e-05i,0.0013494-0.00029348i,0.0010511-0.00025506i,0.0011159+0.00016963i,0.00089825+0.00039512i,0.00018577+0.0002019i
0.0011037-0.00053387i,0.0014035+0.00028675i,0.00020748-4.2842e-05i,-0.00038395-0.00089182i,-0.00068583-0.00060647i,-0.00093264-0.00059693i,-0.00046517-0.00085552i,-0.00011604+0.0003716i,0.00071287+0.00088434i,0.001085+0.0009485i,3.3651e-05+0.00037101i,-5.8239e-05+0.00033992i,-0.00043479+0.0013611i,-0.0015482+0.0014073i,-0.00088273+0.00074438i,0.00041847+0.00041993i,3.2986e-05+0.0003463i,0.00030404+0.00054158i,0.0008944+0.00034231i,0.00086185+0.0001158i,0.00015268+0.00035874i,-0.00074463+0.00062211i,-0.00054759+0.00020981i
0.00072424-0.0011572i,0.001842-0.00091488i,0.00058879-0.00058855i,-0.00040712-0.00096352i,1.7452e-05-0.00078954i,-9.7182e-05-0.00059122i,-0.00040526+0.00013238i,-0.00028263+0.00087754i,-0.00058425+0.00056931i,-0.0012324+0.000568i,-0.00032337+0.00075554i,0.00055921+0.0010784i,8.3939e-05+0.00097891i,-4.333e-05+0.0009012i,-5.159e-05+0.0010327i,-0.0001391+0.0011132i,0.00020714+0.00091318i,0.00076859+0.0010416i,0.00031737+0.00080761i,-8.3312e-05-5.4701e-05i,3.4189e-05-0.00058946i,0.00062837-0.00026654i,0.00063437+0.00012675i
0.0011699+0.00010531i,0.00099933+0.00033134i,0.0017125-0.00040204i,0.0011927-0.0015603i,0.00050213-0.0008062i,-3.2132e-05+0.0011544i,-0.00013115+0.0011902i,1.4502e-05+0.00038782i,0.00022919-0.00021016i,0.00067374-0.0001765i,-1.8476e-05+0.00031441i,-0.000309+0.00059662i,-0.00011749+0.00034143i,-7.258e-05+5.3246e-05i,4.1508e-05+0.00039266i,0.00010993+0.00071286i,0.00076319+0.00010731i,0.0010792-0.00034152i,0.00049516-0.00043449i,-7.7096e-05-3.2253e-05i,-0.00074552+0.00027311i,-0.00072685-0.0003575i,0.00030789+5.7791e-05i
0.0034778-0.00028591i,0.0023562+0.00019368i,0.0011243+0.00017971i,0.0010129-0.0010563i,0.00066726-0.002732i,-0.00055996-0.0021053i,-0.00063072-0.00063516i,0.00012713-0.00028379i,0.00046303-0.0012335i,0.00071472-0.0015866i,0.00036319-0.00094629i,-0.0007154-0.00016451i,-0.0005121+0.00073653i,-4.5189e-05+0.00087152i,-0.00038821+0.00028868i,-0.00022141-4.6422e-05i,-0.00034341+0.00014392i,-0.0003641+4.6772e-05i,1.2568e-05-0.0003237i,-0.00023494+0.00013237i,-0.00046884+0.00065326i,0.00018085+0.00090157i,-8.2601e-05+0.00022049i
0.0015122-0.00022025i,0.0010835-0.00023133i,0.00084664-0.001246i,0.00046732-0.0017805i,-0.0001841-0.0012905i,-0.00019569-0.0011571i,0.00063815+0.00012846i,0.00083744+0.0016818i,0.00078148+0.001248i,0.00070312+0.00062642i,-0.00048189+0.00080835i,-0.0015587+0.00060574i,-0.0012428+0.0010406i,-0.00046946+0.0013877i,-0.00024258+0.00048125i,-0.00015588-0.00055484i,0.00040478-0.00033209i,0.00084611+0.00018879i,0.0010546-0.00017907i,0.00085759-0.0005188i,0.00045111-0.00049839i,0.00012968-9.1923e-05i,0.00058216-0.00012122i
-0.00085119-0.00097914i,-0.0015907-0.0011734i,-0.00013834+0.00013846i,0.00099248+0.0010232i,0.00061068+0.00070188i,-0.00050311-0.00033554i,-0.00036686-0.00018893i,0.00029723+0.0010676i,0.00054429+0.00090004i,0.00022143+0.00035707i,-8.2994e-05+2.1318e-05i,0.00017231-0.00012085i,-0.00021053+0.00055471i,3.6946e-05+0.0011226i,0.0005672+0.0011657i,0.00070943+0.0012436i,0.00085003+0.00055469i,0.0015612-9.285e-05i,0.0019876-4.5165e-05i,0.001248+0.00040123i,5.1163e-05+0.00020459i,-0.00035845-0.00039531i,-0.00022479-0.00062814i
-0.00087372+0.0032586i,-0.001554+0.0030968i,-0.00082055+0.0036768i,0.00059672+0.0027662i,0.0010149+0.00064492i,-0.00015732-0.0010984i,-0.0004177-0.00095815i,3.2902e-05+0.00014808i,0.00037757+0.00096849i,2.8471e-05+0.0011807i,-0.00028015+0.00039719i,-0.00032787-0.00073199i,-0.00080374-0.0010488i,-0.0008321-0.00032431i,-0.00038122+0.00060861i,-0.00030408+0.00083832i,0.0002079+0.00091609i,0.00057214+0.00060361i,0.0011809-3.2544e-05i,0.0012775+0.00044992i,0.00031017+0.0012769i,-0.00024088+0.00047707i,-0.00024576-0.0001918i
-0.00058774-0.00030693i,-0.0012239-0.00021393i,-0.0020774+0.00064616i,-0.002478+0.00082087i,-0.0018595-0.00024002i,-0.00079933-0.00061328i,0.00015165-5.5863e-05i,0.0010035+0.00041554i,0.00063766+0.00011792i,4.0497e-05-3.4484e-05i,0.00014285+0.00043319i,0.0001389+0.00060542i,-0.00059618+0.0003631i,-0.00065966-8.0273e-05i,0.00025496-2.1095e-06i,0.00032741+0.00028762i,-0.00013033+0.00030403i,0.00026702-0.00067077i,0.0010336-0.00096037i,0.00088246-0.0003661i,0.00032216-0.00032422i,0.00014175+0.00017863i,0.00019395+0.00050019i
0.00013058-0.0011961i,-0.00040923-0.00078391i,-0.0010029-0.00074439i,-0.00080321-0.00062653i,0.00042805-0.00045604i,0.00090703-3.9733e-06i,0.00045451+1.1709e-05i,0.00097035+0.00081326i,0.00080791+0.0020613i,0.00046153+0.0019249i,0.00034164+0.0010033i,0.00010753+0.00070397i,8.9019e-05+0.0001166i,7.1899e-05-0.00049026i,-0.00041688-0.0002858i,-0.00057914-0.00050079i,-0.00054664-0.00083061i,-0.00028208-0.00081486i,0.0002571-0.00052859i,0.00037534-0.00057239i,0.00076219-0.00027676i,0.0012766+0.00088273i,0.00017476+0.00054788i
0.00052432-0.00093786i,0.0011201-0.001614i,0.001234-0.0023128i,0.00071511-0.0020803i,-0.00041123-0.0017158i,-0.0013442-0.0016603i,-0.001261-0.00049695i,-1.1653e-05+0.00042816i,0.00019821+0.0005113i,-0.00091803-3.7977e-05i,-0.00090383+0.00015208i,-0.00061622+0.0012908i,-0.00025551+0.0014077i,0.0002627+0.0014018i,0.00056947+0.0017552i,0.0006341+0.0012139i,0.00064924+0.00041056i,0.001577-0.00033256i,0.0015613-0.0011026i,0.00048845-0.0011069i,-9.2615e-05-0.00067613i,-0.00032312-0.00028153i,9.9382e-05-0.00030594i
-0.00091193+0.00033519i,4.8481e-06+0.00075572i,7.6388e-05+0.0014745i,-0.00012119+0.0014143i,0.00072495+0.00067996i,0.0014882-0.00032234i,0.0010863-0.0006685i,0.00012229+0.00030059i,-0.00093762+0.00068173i,-0.0016041+0.00091475i,-0.0017269+0.0010531i,-0.0012181+0.0003534i,-0.0001876-0.00026185i,-0.00023424+0.00044085i,-0.00074838+0.00064264i,-0.00054148+0.00044853i,0.00025082+0.00025511i,0.00039509-0.0001996i,0.00035631-0.00011011i,0.00047913-0.0004538i,0.00085373-0.0006772i,0.00076732+3.8313e-05i,0.00026516+0.00028085i
-0.00058171+0.0026827i,0.00023638+0.0021899i,0.0017505+0.001559i,0.0011836+0.00028887i,-0.0002792-0.0011024i,-9.8921e-05-0.0014211i,0.00028187-0.00060741i,-0.00028987+0.0010786i,-0.00038568+0.0018785i,8.7919e-05+0.0013627i,-0.00024267+0.0012659i,-0.00079171+0.00053558i,-0.00056107-0.00061249i,-6.5888e-05-0.00091516i,2.8048e-05+0.00020835i,-0.00024181+0.00086453i,-0.00086807-0.00075066i,-0.00032993-0.0012825i,-0.00019472-5.4571e-05i,-0.00083763+0.00039964i,-0.00014679+0.00038106i,0.0003997+0.00082317i,-0.00016337+0.0012864i
0.0016894+0.0021218i,0.0017741+0.0020029i,0.0011665+0.00098226i,0.00045984+1.4709e-05i,-0.00014711+8.7602e-05i,-0.0013531+9.4898e-05i,-0.00052927-0.00012126i,0.00044154-0.00018338i,0.00045259+0.00026582i,3.4029e-05+0.00074467i,-0.00091054+0.00083489i,-0.0011265+0.00076937i,-0.00096696-3.3678e-05i,-0.00059443-0.00068606i,-6.0537e-05-0.00057328i,7.6182e-05-0.00019164i,-0.00012357-7.7934e-05i,0.00010303-0.00020629i,0.00098262-7.1709e-05i,0.0012582-5.6323e-05i,0.00053363-0.00010377i,0.00052393-0.00046608i,0.00051595-0.00042093i
-0.0010219+0.00094208i,-0.00068301+9.3241e-05i,-0.0014764+0.00032877i,-0.0017444+0.00068001i,-0.00057692-0.00027564i,0.00079091-0.0011396i,0.0011314-0.00043934i,0.00051398+0.00060112i,-0.00030668+0.00094057i,-0.00039491+0.0009668i,-0.00035399+0.0012932i,-0.00040212+0.0015595i,-0.00021464+0.0014515i,4.8763e-05+0.00054447i,0.00033294+0.00011519i,0.00031666+0.000362i,0.00050342+0.00040347i,0.00082429+0.00064994i,0.00089176+0.00070978i,0.00076597+0.00062105i,0.00063209+0.00041257i,-0.00020921+0.00034871i,-0.0011563-0.00017637i
0.00098874-0.0015476i,0.00031571-0.0016534i,-0.00091802-0.00071318i,-0.0019853-0.00025942i,-0.0021021-0.00062477i,-0.0015923-0.00073239i,-0.00072331+0.00028433i,-0.00069845+0.00046192i,-0.0018353-0.00018385i,-0.0018285+0.00034699i,-0.0010954+0.0010901i,-0.001097+0.0009823i,-0.0010955+0.00065763i,-0.00025321+0.00060473i,0.00070534+0.00018727i,0.00091185+0.00027681i,0.0011979-0.00011218i,0.0017035-0.00093436i,0.0014299-0.00058334i,0.0010145+0.00011258i,0.00029687+0.000481i,-0.00022136-8.9587e-05i,-0.00033459-0.00015502i
0.001061+0.0026958i,0.0018576+0.0028513i,0.0023671+0.0019362i,0.0024843+0.00022366i,0.0023939-0.0010178i,0.0014745-0.0013391i,0.0011071-0.00066307i,0.0011513-0.00022648i,0.00068627-0.00016664i,0.00016914+0.00026968i,-0.00051657+0.00035329i,-0.00040876-0.00059856i,-0.00023907-0.0017429i,-0.00039085-0.0020476i,-0.00092823-0.00067115i,-0.00099408-0.00028638i,-0.0002043-0.00052499i,0.00034439-9.9757e-05i,0.00048129-4.0842e-05i,4.5481e-05+0.00041509i,0.00011528+0.00060658i,-0.00021565+0.00010256i,-0.0011005-0.00048045i
0.0010518-0.00081294i,2.2496e-05-0.001502i,-0.00069481-0.0018917i,-0.0012097-0.0008064i,-0.0014164-0.00047975i,-0.0014599-7.0346e-05i,-0.0012978-0.00033694i,-0.0002135+7.0556e-05i,-0.00016781+0.0004038i,-0.00049426+1.6807e-05i,-0.00023988-0.00044676i,-0.00031253-0.00032628i,-4.1668e-05+0.00026629i,0.00016756+0.00064833i,-0.00011322+0.00096808i,0.00012568+0.00094713i,0.00030697-0.00015291i,0.00031221-0.00080108i,0.00039794-0.00079411i,1.2431e-06-0.0003607i,-0.00025756+0.00015556i,-0.00061871+0.00027974i,-0.00044977-5.0151e-05i
9.9524e-05-0.00030664i,0.00028552-0.00011082i,0.0006694-0.00072464i,0.0010056-0.00070201i,0.00049261-0.00044317i,-0.00042683-0.00039749i,-0.00038053-0.00029634i,-0.00015063-0.00014804i,7.2747e-05+4.5866e-05i,-0.00041303+0.00047963i,-0.0013678+0.00052773i,-0.0014177+0.00091958i,-0.00081166+0.0011809i,-0.00065041+0.00046892i,-0.00063077-6.4999e-05i,0.00017599+0.00030787i,0.00064975-0.00017836i,0.00088619-0.00053024i,0.00033602-9.6475e-05i,0.00040859+0.00061148i,0.0010503+0.0011796i,0.0007106+0.00036936i,-0.00016212-8.7799e-05i
-0.0021502+0.0023334i,-0.0016433+0.0035799i,0.00021829+0.0045408i,0.0012605+0.00296i,0.0017382+0.00051706i,0.0010381-0.0005553i,0.00037739-0.0001815i,3.3924e-05+0.00011683i,0.00016142+0.00053197i,0.00010285+0.00097615i,-5.336e-05+0.0010182i,0.00082805+0.00059302i,0.0011831+0.00029182i,0.00061783+0.00068199i,-7.7044e-05-0.00027148i,0.00023928-0.0013826i,0.00045162-0.00040211i,0.00029799+0.00065071i,0.00023614+0.00022745i,0.0001049-0.00059759i,0.00019115-0.00053444i,0.00010402-0.00018751i,0.00063145-0.00030764i
2.9145e-05-7.336e-05i,0.0010175+0.00059089i,0.00087242+0.0013801i,0.00068036+0.00097278i,0.00042539+0.00010479i,0.00058672-0.00024087i,0.00061051-0.00039599i,0.00029903-0.00094897i,-0.00030123-0.0011015i,-0.00064115+0.00014649i,-0.00029352+0.00072593i,0.00011304+0.0001914i,0.0003846-1.1757e-05i,0.00021808+0.00023017i,0.0002063+6.6353e-06i,0.00015821-0.0002578i,0.00012313-0.00013321i,0.00039861-0.00063218i,0.00033623-0.00065685i,0.00025707-0.00085274i,-0.00028623-0.00070528i,-1.9271e-05-0.0001955i,0.00055175+0.00075205i
0.0018029+0.00092707i,0.0016564+0.00096915i,0.0019407+0.00073967i,0.00047402+0.00065659i,-0.0010099-0.00025286i,-0.00016978-0.0010336i,0.00071945-0.00041443i,0.00090864+0.00048513i,0.0011961+0.00095078i,0.00020077+0.0009642i,-0.0010721+0.0008879i,-0.00111+0.00085346i,-0.00081334+0.00023815i,-0.00038103-4.1728e-05i,-0.00033861+0.00050205i,-0.00057588+0.00044884i,-0.00012491+0.00025368i,0.00060995+0.00064475i,0.00096496+0.00085179i,0.00040125+0.00076186i,-0.00037413+0.0005666i,0.00014692+0.00018206i,0.00097343-0.00021293i
