-0.0024069+0.0010283i,-0.0011584+0.00018665i,-0.00076104-0.0012255i,-0.00012903-0.0024824i,-0.00031742-0.0033074i,-0.00060369-0.0025158i,-0.00083497-0.00068468i,0.00046231-0.00045807i,0.002368-0.0020159i,0.002527-0.002356i,0.0019325-0.0017001i,0.0012866-0.0013665i,0.0002598-0.00040042i,-0.00022168+0.00034858i,-0.00021991+0.00023328i,-0.0011864+4.813e-06i,-0.0011585-0.00013641i,0.0001767+0.00018877i,0.00074196+0.00092751i,0.00029891+0.0010251i,0.00048371+0.00055745i,0.00087843+0.00022082i,0.00085271-0.00010192i
-0.00056823+0.00013385i,-2.8251e-06-0.00062621i,0.001739-0.0017871i,0.001869-0.0044398i,0.0013583-0.0059311i,0.00032991-0.0043085i,-0.00022099-0.0021405i,0.00020651-0.0020672i,0.0012269-0.0029158i,0.001508-0.002473i,0.00063541-0.0010534i,0.00016574-0.00020909i,0.0002565-0.00066843i,1.0688e-05-0.00037222i,-0.00090225-0.00029725i,-0.00042574+0.00019804i,0.0007395+0.001822i,0.0012006+0.0020609i,0.0014874+0.0016171i,1.2091e-05+0.0012677i,-0.00080184-2.9798e-07i,-0.00038899-0.0011719i,-0.0005602-0.0010527i
0.0016646+0.0012704i,0.0019195+0.0010631i,0.0019275-0.00058219i,0.0011174-0.0037579i,-0.00046032-0.0062038i,-0.0019959-0.0064962i,-0.0014506-0.0052654i,0.00078013-0.0042139i,0.0010654-0.0038307i,0.00031489-0.0024778i,1.3654e-05-0.0009663i,-8.1764e-05-0.00057109i,-0.0005278-0.00040948i,-0.0013208-2.3721e-05i,-0.0010266-0.00035344i,-0.00027533-0.0012205i,0.00019458-0.0012883i,0.00018528-0.0011454i,0.00015242-0.0014145i,0.00049696-0.0013018i,0.0004361-0.00088852i,0.00042449-0.0011895i,0.00056045-0.00095028i
0.0010662+0.00033161i,0.0012578-0.00071153i,0.0021732-0.0024069i,0.0029838-0.0058612i,0.0017259-0.007893i,-0.00033762-0.0058569i,-0.00035428-0.0027487i,4.4618e-05-0.002599i,-0.00040484-0.0029927i,-0.00030271-0.0021856i,0.00044826-0.00070341i,0.00091892-0.00030573i,0.00055225-0.00083767i,-0.00051958-0.00012699i,-0.00076977-5.1135e-05i,-0.00094373-0.0006932i,-0.0014939-0.00029624i,-0.0013301+0.00063438i,-0.0011083+0.0016056i,-0.000942+0.0017337i,-0.00065369+0.0012645i,7.8676e-05+0.00062593i,0.00035194+0.00022079i
9.9727e-05+0.0011525i,0.00037712+0.00055154i,0.00042863-0.00099489i,-0.00081348-0.0046556i,-0.0022927-0.0075263i,-0.0022047-0.0057235i,-0.00065782-0.002967i,0.00015374-0.002261i,-0.00016111-0.0023219i,-0.00037162-0.0017712i,-0.00036081-0.001007i,-1.6814e-05+9.0537e-05i,-0.00013688+0.00044223i,-0.00036488-2.9148e-05i,-0.00016469-0.00069236i,5.5825e-05-0.00064871i,0.00043307+0.00036414i,0.0011573+0.00051616i,0.001434+0.0005551i,0.00093899+0.00072038i,0.00081681+0.00043922i,0.00026146+0.00030514i,-0.00021275+0.00015908i
0.00084311+0.0021343i,0.002002+0.00083348i,0.0045009-0.0011514i,0.0060764-0.0051815i,0.003826-0.0081129i,-9.9566e-06-0.0074753i,-0.00060903-0.004806i,0.0014818-0.003589i,0.0022491-0.0035173i,0.0013676-0.0021524i,0.00090018-0.0003642i,0.00021297-0.00095694i,-0.00118-0.0021264i,-0.0022474-0.0017686i,-0.001639-0.0014905i,-0.00069653-0.00067776i,-0.00096468+0.00017553i,-0.0014671-0.00017667i,-0.00063333-0.00019384i,-0.00014202+0.00024516i,-0.00025543-0.00028771i,0.00039658-7.9849e-05i,0.001058+0.00021249i
0.0033903+2.6878e-05i,0.0023472-0.0027491i,0.001418-0.0061149i,-0.00090345-0.0092626i,-0.0030236-0.010134i,-0.0034873-0.0070453i,-0.0016406-0.0039309i,1.9269e-05-0.0038677i,0.00011745-0.0045679i,3.3185e-05-0.0037143i,0.00012842-0.0019142i,0.00085019-0.00096487i,0.00023113-0.00013513i,-0.00065682+0.0017059i,-0.00048167+0.0020017i,8.2559e-05+0.00039198i,0.00037893+5.4865e-06i,0.00020862+0.00058389i,0.00024687+0.00082933i,0.00063242+0.00018237i,0.00080618-0.00053231i,0.00018038-0.00081811i,-0.00012653-0.0011071i
-0.0034801-0.00095407i,-0.0030041-0.00032761i,-0.0021505-0.00025328i,-7.5616e-05-0.0012396i,0.00015567-0.0017746i,-0.00081596-0.0013074i,-0.00056659-0.0017584i,8.9345e-05-0.0034682i,-3.7625e-05-0.0038047i,-9.0109e-06-0.0026165i,2.3162e-05-0.0018413i,3.9327e-06-0.0014771i,-0.00071538-0.00087347i,-0.00063829-0.00033272i,-6.1776e-05-9.4761e-05i,-0.00037123-0.00057615i,-9.6379e-05-0.0010393i,0.00076734-0.00034245i,0.00036136-0.00010422i,-0.00016923-0.00095851i,3.8202e-05-0.0010987i,-3.8272e-05-0.00047923i,-0.0001825+8.1827e-05i
-0.0017224-0.0007261i,-0.0010312-0.00089286i,0.00023769-0.0020745i,0.00039635-0.0057161i,-0.0014339-0.0074117i,-0.0029194-0.0047497i,-0.001955-0.0019482i,-3.0606e-07-0.0025626i,0.00051014-0.0036033i,0.00051127-0.0027934i,0.00098016-0.00088312i,0.00037048+0.00020729i,-0.00023344-0.00057548i,-0.00011702-0.00090668i,0.00053056-0.00060849i,0.00051564-0.00076941i,-0.00035262-0.0007031i,-0.00033593-0.00014935i,-5.0753e-05+0.0012804i,0.00014077+0.0013107i,0.00032744-0.00021528i,-8.244e-05-0.00034143i,-0.00075816+0.00011647i
-0.0027161+0.00065689i,-0.0014739+0.00023768i,-0.00011018-0.00013505i,0.00076093-0.0022699i,0.00087752-0.0050482i,0.00022284-0.0049063i,0.00039693-0.0035937i,0.0012764-0.0041727i,0.00063688-0.0047553i,8.2393e-05-0.0035047i,0.00072404-0.0017309i,0.0010929-0.00088675i,0.00024364-0.00093572i,0.00020971-0.0014389i,0.00084885-0.0014616i,0.00029489-0.00031874i,-0.00084478+0.00059162i,-0.00051191+0.00055419i,0.00098396-0.00018103i,0.001534-0.0007171i,0.0016061-0.00082025i,0.0010613-0.00044578i,0.00021045+0.00014473i
0.0024442-0.0008588i,0.0021154-0.0015466i,0.0029001-0.003513i,0.0027551-0.0065861i,0.0002169-0.0080745i,-0.0019689-0.0059657i,-0.0012849-0.0019054i,0.00042023-0.0012708i,0.00082973-0.0026439i,0.00028273-0.0023809i,-0.00019041-0.0012968i,-0.00026689+0.0001986i,0.00031962+0.00098099i,0.00038694+0.00040254i,-5.6692e-06+0.00056267i,0.00010767+0.00080541i,0.00042259+0.00043626i,4.1283e-05+0.00078141i,-0.00070375+0.000411i,-0.00091562+9.0782e-05i,-0.00019896+0.00033497i,0.00041047+0.00060536i,0.0010066+0.00024828i
0.0022164+0.0022372i,0.0015233-0.00030864i,0.0027568-0.0034308i,0.0029057-0.0055588i,0.00060527-0.0066333i,-0.0013669-0.0057313i,-0.00039449-0.0029222i,0.0010897-0.0021397i,0.0012755-0.0036019i,0.00111-0.0032944i,0.00088845-0.0014805i,0.00032231-0.0008663i,-6.5912e-05-0.0010078i,0.00026237-0.00022467i,0.00045042+0.00043909i,-0.00055278+0.00031167i,-0.0013195+0.0010736i,-0.0010034+0.00096595i,0.00036818+0.00028896i,0.0017737-0.00018674i,0.0016883-0.00011547i,0.00074097-0.00037437i,0.00025678-0.0010681i
0.0015867-0.0024522i,0.0017021-0.0022407i,0.0016096-0.003721i,0.0011162-0.0056194i,-0.0006563-0.005979i,-0.0025381-0.0045248i,-0.0011898-0.0027526i,0.00072209-0.002919i,0.00094951-0.0033651i,0.00021144-0.0023706i,-0.0001789-0.00095893i,-5.848e-05-0.00049872i,-0.00052345-0.00020588i,-0.00072963-3.3083e-05i,-0.00018903-8.4556e-05i,4.4352e-06-7.1699e-05i,0.00071455+0.00023602i,0.00074092+0.00086009i,-0.00022223+0.00049578i,-0.00064265-5.7876e-05i,-0.00035211-9.8156e-05i,-7.5488e-05-8.8189e-05i,0.00042888+0.00014572i
-0.0012299-0.0017339i,-0.001447-0.0017489i,-0.00091044-0.0030548i,-0.0010401-0.0058329i,-0.0018114-0.0073105i,-0.0018807-0.0059582i,-0.0012577-0.0029989i,-0.00073154-0.0015231i,-0.0007415-0.0015607i,-0.00037871-0.00098382i,-0.00016457-0.00069562i,-7.6242e-05-0.0015673i,0.00039049-0.0016158i,0.00054779-0.00098949i,-0.00027612-0.00068516i,-0.00097096-0.00089537i,-0.00070873-0.00089708i,8.7467e-05-0.00037983i,0.00090869+0.00068553i,0.00063685+0.0007896i,-0.0001227+0.00055632i,0.00054683+0.00053671i,0.00068257+0.00028231i
8.292e-05+0.0028419i,0.0011995+0.0021978i,0.0036514+0.00095732i,0.0043406-0.0013296i,0.0028579-0.0034128i,0.0013335-0.0034513i,0.0017337-0.0026849i,0.0021103-0.0019735i,0.0011226-0.0027134i,0.0010747-0.0030055i,0.0019934-0.0013911i,0.0019684-0.00045663i,0.00026954-0.00035976i,-0.00091172+0.00013053i,-0.00048711-0.00017419i,-0.00070232-0.00018431i,-0.00062932+0.00091912i,-0.0001739+0.00063061i,0.00039542-0.00137i,0.001335-0.0016965i,0.00095076-0.0014558i,0.00027596-0.001593i,0.00051507-0.0010804i
0.00029329+0.0015505i,0.0016977-0.00046274i,0.0026505-0.003305i,0.0028864-0.0064632i,0.002547-0.0084087i,0.0017345-0.0071999i,0.0016602-0.0049519i,0.0014811-0.005166i,0.00019351-0.0053523i,-9.0044e-05-0.003488i,0.00072152-0.0012719i,0.0014048-0.00030934i,0.0010311-0.00010462i,-0.00039835-0.00025215i,-0.00089767+0.00037611i,-0.00029217+0.00040175i,-0.00027506-0.00051326i,-0.00029985-0.0001837i,-0.00037229+0.00027354i,-0.00086432+9.2441e-05i,-0.00010645+9.5558e-05i,0.00051371-0.00022377i,0.0002099-0.00026014i
-0.002542-0.00068647i,-0.0014848+0.00048586i,-0.0012776+0.00024617i,-0.00045859-0.0020498i,-0.00039683-0.0036513i,-0.0012151-0.0039262i,-0.0011691-0.0032818i,-0.0010791-0.0027194i,-0.0014351-0.0032979i,-0.00084516-0.0025586i,0.00017552-0.0010057i,0.001298-0.00045793i,0.0015575+0.00035303i,0.00044188+0.00066912i,-0.00037131+0.00073051i,-0.00079728-1.4929e-06i,-0.00098904-0.00014682i,-0.0011428+0.00018289i,-0.00051366-2.6399e-05i,0.0009449+0.00033642i,0.0011822+0.00072444i,0.00045231-5.492e-05i,0.00051345-0.00053293i
-0.0012807+0.0012722i,0.00072702+0.00063996i,0.0026571-0.0014301i,0.0030345-0.0040347i,0.0017394-0.0049894i,-0.00028285-0.0040316i,4.6441e-05-0.0031219i,0.0014602-0.0028525i,0.00085667-0.0028295i,-2.2823e-06-0.0025054i,-4.2453e-05-0.001263i,0.00033488-0.00057628i,-0.00029992-0.00095291i,-0.0014279-0.00022834i,-0.0009956+0.00027198i,0.0009287-5.6046e-05i,0.0012894+5.0948e-05i,2.2881e-05+0.000125i,-0.0014913+0.00041607i,-0.0016231+0.00031182i,-0.00054061+8.0197e-05i,-4.3245e-05-0.00025764i,-0.00024045-0.00031327i
-0.0015708-0.00047077i,-0.00086751-0.0010103i,-0.00090016-0.0026856i,-0.00049667-0.0054264i,-0.00056226-0.0065421i,-0.0013267-0.0048439i,-0.00033422-0.00355i,0.0014234-0.0040475i,0.0010472-0.0043907i,0.00020356-0.0039418i,0.00077995-0.0025805i,0.0012034-0.0011563i,0.00081179-0.0012294i,0.000426-0.001441i,-0.00019248-0.0015606i,-0.00050822-0.001915i,-0.00021461-0.0017803i,0.00019017-0.00105i,0.00042282+6.3622e-05i,0.00032216+0.00051041i,0.00054321+0.00037045i,0.00024365+0.00064448i,-0.00049365+0.00015953i
0.0026263+0.00049256i,0.0029517-0.00083271i,0.0035849-0.0031184i,0.0037522-0.0054614i,0.0019956-0.0073527i,-9.5877e-05-0.0054793i,9.8455e-05-0.0026333i,0.00086119-0.0030816i,3.3376e-05-0.0041707i,-0.00077591-0.002307i,-0.00018353-0.00041115i,0.00068778-0.00052225i,0.00040973-0.00086089i,0.0004728-0.00063311i,0.00012897-0.00033346i,0.00013743+0.00030439i,0.0003452+0.00060388i,0.00010092+2.3657e-05i,0.00016022-0.00047346i,4.5765e-05-0.0012683i,0.00023209-0.00072382i,0.00031358-0.00010497i,9.5163e-06-0.00016625i
0.0012114-0.00039687i,0.00098212-0.0015494i,0.0006057-0.0048244i,-0.0001033-0.0076836i,-0.00081185-0.0084302i,-0.0010337-0.0066852i,0.00018781-0.003896i,0.0015901-0.0027912i,0.0019141-0.0029774i,0.0014648-0.0020888i,0.00058203-0.00016539i,0.00033197+0.0007071i,0.00056434-0.00061948i,0.00076764-0.0012812i,0.00029177-0.00036905i,-0.00020856+0.00051423i,-0.00019532-6.7529e-05i,-0.00045768-0.00024975i,-0.00065441+0.0014184i,-0.00062693+0.0017061i,-0.00071971+0.00012835i,-0.0012859-0.00080194i,-0.0012537-0.0013719i
0.00041664-0.0012748i,-0.00059263-0.00066301i,-0.00039381-0.0022155i,-0.00032728-0.0045944i,-0.0029199-0.0060375i,-0.0047504-0.0046922i,-0.0025308-0.0023682i,0.00032912-0.0019593i,0.0014577-0.0027921i,0.0006105-0.0021267i,-0.00025054-0.00098919i,0.00030613-0.00049953i,0.00098683+0.00019627i,0.0005075+0.00022966i,-0.0010242-0.00038104i,-0.00084068-0.00024602i,-0.00033923-0.0003739i,0.00023539-0.000504i,0.00093785-0.00036567i,0.0006743-0.00033211i,0.0011038+0.00024687i,0.0012081+0.00083201i,0.0010741+0.00043227i
0.0014894+0.00016876i,0.0030073-0.0020248i,0.0035329-0.0057985i,0.0032299-0.007818i,0.0013674-0.0074302i,-0.00067098-0.0051935i,0.00010232-0.0027482i,0.0015634-0.003241i,0.0012007-0.0040347i,0.00036892-0.0028819i,-0.00013262-0.0016454i,-0.0010466-0.0008853i,-0.0011011-0.00027993i,-0.00086203+0.00046779i,-0.0012397+0.000577i,-0.00078265+0.00045704i,0.00053432-2.834e-05i,0.0003562-0.000655i,-0.00038694-0.0010736i,0.00013635-0.0011491i,0.00059173-0.00094844i,0.00047894-0.00076229i,-0.00056014-0.00095107i
0.0019386+0.0010023i,0.0017002-0.00091817i,0.0018396-0.0031489i,0.0013253-0.0071424i,-0.00043729-0.0099313i,-0.0022324-0.0077084i,-0.0018172-0.0046216i,-0.00035406-0.0030685i,0.00034325-0.0022994i,0.0003543-0.0019513i,0.00036995-0.0017715i,0.00011096-0.0015458i,-0.00062448-0.0006603i,-0.00040529+0.00027089i,0.00050376+0.0011571i,0.00050419+0.0011899i,0.00043443+0.0005374i,0.00064076-4.8465e-05i,0.00044623-0.00030114i,0.00050431+0.00028137i,0.00034464-0.00024421i,-0.00054544-0.00046452i,-0.00073212+0.00061559i
0.0017667+0.00053769i,0.002874-0.00030503i,0.0044192-0.0018099i,0.0039347-0.0038719i,0.0016131-0.00619i,-0.00056327-0.0059495i,-0.00015495-0.0034303i,0.00059127-0.0022358i,0.0004766-0.0024157i,-0.0001359-0.0019144i,-0.00022299-0.0010376i,-0.00041582-0.00066791i,-0.0004447-0.0006413i,-9.4841e-05-0.00032641i,-0.00049164-0.00024273i,-0.00026824+0.00016735i,-0.00036477+0.00021726i,-0.00095113-0.00019716i,-0.00054488-0.0011641i,-0.00037176-0.0011365i,-0.0005147-0.00060776i,0.00047385-0.00094547i,0.0016957-0.0012404i
-0.00091884+0.0025571i,-7.7387e-05+0.0013983i,0.0012521-0.00092055i,0.0019797-0.0044557i,0.0005572-0.0063631i,-7.4358e-05-0.0049394i,0.0013988-0.0034652i,0.0022496-0.0029736i,0.0017998-0.0021147i,0.0010022-0.0017115i,0.00055892-0.0018575i,0.00024115-0.0017402i,-8.6212e-05-0.00054954i,0.00039848+0.0010841i,0.00074883+0.0015367i,0.0003194+0.00099556i,-9.4892e-05+0.00061928i,-0.00033305+0.00012199i,-0.00017553+0.00035463i,0.00025203+0.00068498i,-0.00029155+0.00082937i,-0.0005151+0.0001364i,-0.00034782-0.00035602i
-0.0031352-0.0012162i,-0.0035568-0.00016824i,-0.0030046+0.00046523i,-0.0013933-0.00087335i,-0.0016852-0.0023117i,-0.0018079-0.0028033i,-0.00065015-0.0024293i,0.00049766-0.0034218i,0.00075764-0.0040991i,0.0006902-0.0023192i,0.00071232-0.00071813i,8.401e-05-0.00056649i,-0.00025142-0.0010342i,8.3941e-05-0.0009886i,-0.00021032-0.00038i,-0.0010266-0.00094424i,-0.00070282-0.0010811i,-9.0161e-05-0.00051264i,6.2208e-05-0.00086823i,0.00014121+0.00023274i,0.00018382+0.00057968i,0.00019311-0.00018407i,-0.00019394-0.00030228i
-0.0030928+0.0012075i,-0.0019202+0.00099013i,-0.00043892-3.5887e-05i,0.0020821-0.0026689i,0.0025913-0.0047053i,0.00071306-0.0043493i,0.00037289-0.0028782i,0.0011286-0.0026037i,0.00047165-0.00261i,-0.00037879-0.00094841i,3.1545e-05-0.00043525i,3.9531e-05-0.0012591i,-0.00055346-0.0012439i,-0.00037148-0.00072095i,-0.00072533-0.00021817i,-0.0015609-5.7515e-05i,-0.0016774+7.5177e-05i,-0.00083037+5.5564e-05i,-0.00043433-9.1377e-05i,-0.00066684-5.8556e-05i,-0.00039522-0.00012808i,0.00032706-0.00023661i,0.00078899-0.00050761i
0.0014648+0.0031294i,0.0020861+0.0015421i,0.0029818+0.00013559i,0.0037674-0.0024162i,0.0026446-0.0041979i,0.00058415-0.0042139i,0.00027512-0.0033571i,0.00093738-0.0027639i,0.0010111-0.0022374i,0.0005359-0.0022707i,0.0011063-0.0020139i,0.0010684-0.00084128i,-0.00040531-0.00021184i,-0.0013665-0.00042263i,-0.0010956-0.00030401i,-0.00027547-0.00046217i,-0.00018373-0.00036042i,0.00014772-0.00049537i,0.0004707+2.5408e-05i,0.00020845+0.00010992i,0.0005206+6.9326e-05i,0.0011886-8.9795e-05i,0.00088812-0.00053523i
0.00087913-0.0017408i,-0.00011133-0.001503i,0.0014148-0.002665i,0.0027747-0.0057361i,0.00087809-0.0077575i,-0.0011522-0.0056892i,-0.00036743-0.0028144i,0.0010921-0.0022076i,0.0006435-0.0030225i,5.7857e-05-0.0026133i,0.00020644-0.0010963i,0.00027967-0.00076247i,4.7204e-05-0.00058526i,5.2195e-06+0.00017833i,0.00013701+0.00020567i,0.00046962+0.00060867i,0.000221+0.00031282i,-0.00050497-0.00054649i,-0.00066952-0.00061187i,-0.00073655-0.0003333i,-0.00034479-0.00025069i,0.00018335-0.00046296i,-0.00056606-3.2696e-05i
-0.0020869+0.00054036i,-0.0026662+0.00087005i,-0.0014478-0.00053341i,0.00071195-0.0034657i,0.00066175-0.0048053i,-0.00062915-0.0032117i,-3.7695e-05-0.00212i,0.0011968-0.0034265i,0.0012043-0.0041709i,0.00050061-0.0025854i,0.00047255-0.00087619i,0.0009703-0.00016144i,0.00084888+0.00014445i,3.4508e-05+0.00013603i,-0.00061635-0.00054597i,-0.00048586-0.00078028i,-0.00013235-0.00038013i,0.00027784-0.00061961i,0.00076207-0.00072383i,0.00046093+0.00010411i,-0.00024784-0.0001146i,-0.00020662-0.0010024i,0.0006793-0.00063785i
0.00073924-0.00058362i,0.00067197-0.0004043i,0.0007656-0.0021735i,0.0010389-0.006121i,0.00043915-0.0071202i,3.7493e-05-0.0049783i,0.00124-0.0030753i,0.0027938-0.0031273i,0.0026585-0.0037516i,0.0015358-0.0024394i,0.00064499-0.00045394i,0.00020915+0.00037232i,-0.00011055+0.00072886i,-0.0009008-0.00021387i,-0.0010506-0.00095849i,-0.00046222-0.0010156i,1.4622e-05-0.00052219i,-5.3834e-05+0.00065261i,-0.0004497+0.0010897i,-0.00024635+0.00077788i,0.0001639+0.00067071i,0.00010356+0.00047593i,0.00055885-2.8046e-05i
0.0018974-0.0013772i,0.0011626-0.0016226i,0.00068944-0.0029271i,0.00076846-0.0044984i,-0.00098076-0.0051866i,-0.0025639-0.0042895i,-0.00086947-0.0032514i,0.00089263-0.0037267i,0.00052051-0.0045746i,3.7261e-05-0.0033405i,0.00061554-0.0013526i,0.0012623-0.00039605i,0.00087921-5.5835e-05i,-3.7838e-05-0.00017216i,-0.00043768+0.00041348i,0.00010384+0.0006074i,0.00067355+0.00035913i,0.00033826-2.6611e-05i,5.7908e-06-0.00037801i,-2.1963e-06-0.00048355i,-0.00022201-0.0006715i,5.8853e-05-0.00052552i,0.00013865-3.4614e-05i
-0.0010054+0.0034468i,0.00076852+0.0019448i,0.0026501+0.00066309i,0.0039141-0.0024947i,0.0030581-0.0052498i,0.00067135-0.0047362i,-0.00022068-0.0032721i,0.00060265-0.0031497i,0.0011308-0.0032447i,0.00063866-0.0024083i,0.00084779-0.0015225i,0.0012041-0.0012275i,0.0003039-0.0011534i,-0.0010475-0.0005658i,-0.0010885-3.693e-05i,-0.00053805-0.00024282i,-0.00053527-0.0011395i,5.4002e-05-0.0012185i,0.00074212-0.00063363i,0.00092574+0.0002628i,0.00087591+0.00053203i,0.00062413+0.000129i,0.0007196+0.00020288i
0.00056396-0.0010668i,0.0011976-0.001637i,0.0017179-0.0038281i,0.0026839-0.0064749i,0.0016154-0.0076406i,-0.0003787-0.0056585i,-0.00095412-0.002586i,-0.00069421-0.002666i,0.0003718-0.0027269i,0.00027413-0.0013803i,6.6102e-05-0.00031566i,0.00051782+0.00020267i,-1.9615e-05-0.00060473i,-0.00054012-0.00097158i,-0.00035526-0.00010979i,-0.00023439-0.00014658i,-0.00018349+6.9043e-05i,-0.00022425+6.628e-05i,-0.00035775-5.1386e-06i,-0.00038163+0.00029792i,0.00024113-0.00029488i,0.0012111-0.00087677i,0.00063459-0.001018i
0.001484-0.0024012i,0.0013262-0.0025175i,0.0020046-0.0040801i,0.0019094-0.0072072i,0.00082699-0.008141i,-0.0010942-0.005405i,-0.0014519-0.0033703i,0.00040664-0.0032617i,0.00165-0.0038901i,0.00074828-0.0035211i,0.00030367-0.0024802i,0.0013728-0.0015447i,0.0010158-0.00062108i,0.00032233-9.1404e-05i,-0.00026207+0.00054185i,-0.00086268+0.00049303i,-0.00037479-0.00028173i,0.0002531-0.00034556i,0.00036052+0.00017031i,0.00040015+0.0001927i,0.00062685-0.00046068i,0.0003878-0.00064082i,-0.00015137-0.00063087i
-0.00082979-0.00038544i,-0.00069759-9.4818e-05i,-6.3281e-05-0.0017791i,0.00065456-0.0046363i,0.00022899-0.00527i,0.00059901-0.0037892i,0.00094688-0.0035068i,0.0010603-0.0048598i,0.00044964-0.00504i,0.00040258-0.0030966i,0.00062082-0.0013038i,-0.00049826-0.0007175i,-0.0011472-0.00043145i,-0.0006476+0.00048828i,-0.00041245+0.00070128i,-8.7993e-05-6.8304e-05i,0.00010458+0.00016088i,-0.00062322+0.00024962i,-0.00080669-0.00076516i,-0.00049987-0.0012159i,-0.00056764-0.0009354i,-0.00061548-0.00051687i,-0.00058589+2.0274e-05i
0.00092666-0.00072275i,0.00074061+9.1995e-05i,0.00075615-0.0012709i,0.00046572-0.0053658i,0.00041565-0.007366i,-0.0007969-0.0048544i,-0.0014283-0.00216i,-0.00067938-0.0021447i,-0.00077523-0.0024166i,-0.00056109-0.0016621i,0.00037922-0.0015589i,0.00076504-0.001798i,0.001069-0.00099158i,0.00076487-0.00015723i,0.00085408+6.5267e-06i,0.00094023+0.00026193i,-5.4797e-06+0.00047568i,-0.00011967+0.00047235i,0.00087601+0.00084575i,0.00060965+0.0005541i,0.00027911+0.00010402i,0.00068988+0.00027988i,1.5528e-05+0.00051251i
0.00065876-0.001167i,0.00041773-0.00068384i,0.0016771-0.0011547i,0.0028063-0.0029864i,0.0020263-0.0039274i,5.8984e-05-0.0019027i,0.00020608-0.00098935i,0.0016335-0.0030806i,0.00088607-0.0039522i,-0.00011779-0.0019303i,0.0002854-0.00044377i,0.00080354+0.00052316i,0.00050586+0.00039035i,0.00031694-0.00064733i,0.00020892-0.00066022i,-0.00037339-0.00036684i,-0.0010421+3.9281e-06i,-0.00058815+0.0011277i,1.9745e-05+0.0018017i,7.2035e-05+0.00055128i,-0.00011852-0.00020905i,-0.00017583-7.1046e-05i,0.00073356-0.0001256i
-0.0023977+0.0013571i,-0.0017556+0.0011054i,-0.00085558-0.00015977i,4.9862e-05-0.0027973i,0.00047424-0.0051066i,-0.0002243-0.0044453i,-0.00014735-0.0032612i,0.00088605-0.0028863i,0.00032481-0.0026105i,0.00010784-0.0017361i,0.00081293-0.0011998i,0.00083747-0.0010122i,0.0010643-0.0013378i,0.0010242-0.00096491i,0.00037148-0.00054045i,0.0001902-0.00063933i,9.9615e-05-0.00037631i,-0.00038506-0.00027217i,-0.00067478-2.345e-05i,-0.00087+0.00011i,-0.00076026+0.00029816i,-0.00031595+0.000203i,-2.4586e-05-4.8902e-05i
-0.0005287-0.0024189i,0.00032817-0.0013272i,0.0007979-0.0010619i,0.0013667-0.0037008i,0.0011096-0.0056552i,-0.00017973-0.0042367i,-0.00081148-0.0024411i,0.00015736-0.0027177i,0.0011926-0.0037462i,0.0010237-0.0025141i,0.00091571-0.00051801i,0.0010636-9.5801e-06i,0.00070392-0.00036046i,0.00070456-0.00062233i,0.00083662-0.0002101i,0.00039799-0.00010126i,0.000566-0.0001303i,0.0010012-0.00017162i,0.00076287-0.00040352i,-0.00032235-3.5696e-05i,-9.3877e-05-5.2282e-05i,0.00092588+0.00053266i,0.00019729+0.0010152i
0.0016593+0.0011246i,0.0015329-0.00063468i,0.0027355-0.0035259i,0.0029243-0.005738i,0.00078547-0.0057099i,-0.00086551-0.0033416i,-0.00032991-0.0012603i,0.0015849-0.0024491i,0.0018698-0.0045884i,0.0010765-0.0039048i,0.00075827-0.001742i,4.1453e-05-0.0011038i,-0.00045042-0.0014382i,0.00015936-0.00088048i,0.00051537+0.00054278i,-0.00016289+0.00084794i,-0.00045172-0.00032859i,-0.00019751-0.00030065i,3.891e-05+3.7937e-05i,0.00081976-0.00046236i,0.00062517-0.00017817i,0.00016618+0.00013581i,0.00018531-9.0802e-05i
0.0010639-0.00027559i,0.00084086-0.00089487i,0.0018477-0.0026602i,0.0028332-0.0055727i,0.0018052-0.0074866i,-0.0002303-0.0060424i,0.0003084-0.0036442i,0.0017631-0.0036317i,0.0014235-0.0041933i,0.00041868-0.0030998i,-0.00021348-0.00096525i,0.00021829-0.00031477i,0.00025609-0.00011339i,-0.00031595-7.9068e-05i,-0.00035133-9.0547e-05i,-0.00057506+3.793e-05i,-0.00055714-0.0005951i,-0.00056562-0.00052051i,-0.00048219-0.00010389i,-0.00022619-0.00021091i,-0.00057839-9.214e-05i,-0.00052657-0.00023216i,-2.9299e-05+0.00011922i
-0.00073469-0.0016018i,-0.00044239-0.0016687i,-0.00087523-0.0028241i,-0.00082583-0.0050285i,-0.001005-0.0054266i,-0.00094058-0.0031612i,-0.00012904-0.0014817i,0.00052979-0.0018106i,0.00017502-0.002777i,1.5666e-05-0.0024151i,0.00068235-0.0014219i,0.0012851-0.0010138i,0.00095421-0.00073853i,0.00028758-0.00034559i,-0.00043174+0.0004021i,-0.00054931+0.00059203i,-0.00021753+5.7484e-05i,-0.00036204-0.00059005i,-0.00017638-0.00089061i,0.00022712-0.00076132i,-8.9894e-05-0.00067751i,-0.00021317-0.00061812i,0.00023328-0.00015122i
