0.00042381+0.0012098i,0.00099605-0.0014465i,0.00076509-0.0032189i,0.00025874-0.0021005i,-0.00093516+0.0002801i,-0.0022252+0.0016339i,-0.0011814+0.0021954i,0.00067315+0.0018792i,0.00026785+0.00051695i,2.2354e-05-0.0008005i,-0.00014081-0.00037372i,-0.00052906-0.00024325i,-0.00016704+9.4158e-05i,-0.0003414+0.00094824i,-0.00018155+0.0012691i,-0.00025191+0.0011243i,-0.00028539+0.00022534i,0.00028585-8.6034e-05i,-4.0424e-05+0.00012055i,-0.0011418-0.00024506i,-0.00085649-0.00056983i,3.5424e-05-0.00013069i,-0.0004209-7.8534e-05i
0.00098198-0.003951i,0.00013039-0.0037718i,-0.00031158-0.0019403i,0.00060756-0.00091803i,0.00076511-0.00066786i,0.0004187-0.00045559i,-0.00050854+8.7477e-05i,-0.00025803+0.00091877i,0.00020945+0.00089457i,-0.00044601+0.00036259i,-9.0081e-05+1.314e-05i,0.00014946-0.00065206i,-2.507e-05-0.00040093i,-0.00031401+0.0003021i,-0.00026629+0.00053612i,0.00061781-0.00018479i,0.0013657-0.0012313i,0.0012671-0.0008442i,0.00072914+0.00013492i,0.00062527+0.00014796i,0.00045942+4.6662e-05i,-0.00011053+0.00013829i,0.00017297+3.4161e-05i
-0.00028733-0.00034469i,-0.0010922+0.00046084i,-0.0010296+0.0014158i,-7.3806e-05+0.00099684i,0.00015482+0.00089636i,-0.00056166+0.00054728i,-0.00134-0.00031893i,-0.00094681-0.00019316i,-0.00030711+0.00095526i,0.00034253+0.0015678i,0.00040678+0.0010699i,0.00016961+0.00057662i,0.00036509+0.00027794i,0.00067065-0.00033824i,0.00058241-0.00041775i,0.00069394+0.00010933i,0.0003758-6.5924e-05i,-0.0005378-0.00057656i,-0.00021522-6.3515e-05i,-0.00047957+0.00020797i,-0.00069544-0.00048523i,-0.00018295-0.00020673i,9.6468e-05+0.00050474i
-0.00036962-0.0036824i,0.00066046-0.0035554i,-3.5903e-05-0.0014312i,-0.00060756-0.00014397i,-0.00033954-0.00031548i,-0.00070507-0.00068849i,-0.0010129-9.4261e-05i,-0.00072013+0.00080412i,-0.0005458+0.0009387i,-0.00027651+0.00073164i,0.00058263+0.00081939i,0.0013079+0.00064936i,0.00098529+0.00085744i,4.4649e-06+0.0007618i,-0.00030617+2.1924e-05i,-0.00040567+0.00056482i,-7.6979e-05+0.0013325i,0.00017834+0.0010858i,-0.00022624+0.00065218i,-0.00042977+0.00055611i,-0.00072892+0.00049901i,-0.00088957+0.00024243i,-0.00055204+0.00020123i
0.0020041-0.00098762i,0.00076991-0.00098193i,-6.5968e-05-0.0011637i,0.00043502-0.00092173i,0.00065551+0.00051781i,-9.6639e-05+0.00052129i,-0.00048707-0.00068689i,-0.00055389-0.0015272i,-0.001386-0.00081282i,-0.0015937-0.00078416i,-0.0011097-0.00046556i,-0.00051176+8.6069e-05i,-0.00019299-0.0001478i,-0.00044894+0.00015562i,-5.5517e-05+0.00029157i,4.197e-06+0.00050479i,-0.00023442-0.00038063i,-5.3764e-05-0.0012363i,3.8465e-05-0.00073391i,0.00039133-0.00041509i,0.00071516-0.00020145i,0.00026225-0.00038885i,1.6412e-05-0.00055612i
0.00017058-0.0021115i,0.00027108-0.0035852i,9.7318e-05-0.0029802i,5.0491e-05-0.00096452i,0.00022267-0.00012886i,0.00018175-0.00013347i,-0.00025589+5.606e-05i,-2.371e-05-0.00019028i,0.00059676+0.00023649i,0.00024412+0.00022175i,-0.00017378+0.00032089i,-5.1676e-05+0.0009356i,-0.00034951+0.001148i,-0.00043355+0.0010653i,-0.00084683+0.0008224i,-0.0003844+0.00027025i,0.00045926+0.00035586i,0.0001348+8.2641e-05i,8.1541e-06-0.00075064i,0.00010633-0.0011166i,-0.00017098-0.00072152i,-0.00041979-0.00014549i,-4.2691e-05-0.00045556i
0.0018939+9.2211e-05i,0.0018853+0.00084277i,0.0015557+0.0013958i,0.00098322+0.00062223i,0.00060408+0.00028744i,-0.00017419+0.00028077i,-0.00039027+0.00048102i,-8.1742e-05+0.00043862i,-0.00034432+0.00031417i,-0.00069342+0.00023924i,-0.00011081+0.00038006i,-1.4674e-05+0.00030618i,-0.00077484-0.00026993i,-0.00061667-0.00080131i,-0.00035332-0.00062978i,-0.00021749-0.00035836i,-0.00021854-5.3168e-05i,-0.00043746-0.0005481i,-0.00072698-0.00078315i,-0.0008699-0.00068264i,-0.00065952-0.00083631i,-0.00033349-0.000361i,0.00017376+0.00043324i
0.00051069+0.0012772i,-0.001359+0.00064633i,-0.0016388-9.4914e-06i,-0.00094685-0.00024497i,-0.0010886-0.00076356i,-0.0014202-0.0011723i,-0.0013264-0.00081334i,-0.0015117-0.00049445i,-0.00056151-0.00036048i,0.00044163-0.00027897i,-0.00079676-0.00010353i,-0.001193+0.00028003i,-0.00042459+8.5757e-05i,0.00030259+0.00014827i,0.00068255+0.00039186i,0.00045116+0.00010295i,6.3407e-05-0.00042019i,-6.6456e-05-0.00049793i,-0.00036043-0.00029055i,-0.00078266-0.00054694i,-0.0010318+0.00010695i,-0.00060897+0.00042883i,-0.00016714+9.3682e-05i
-0.00044857-0.00080619i,9.1632e-05-5.4991e-05i,-0.00013593+0.00033373i,-0.00040001+0.00029414i,-0.00024685-6.5846e-06i,-0.0007321+0.0010956i,-0.00087379+0.0021832i,-0.0001279+0.0013374i,0.00075052+2.5626e-05i,2.3494e-05-0.00027762i,-0.00079645+1.4916e-05i,-0.00031424+0.00039896i,0.00026955+0.00038921i,0.0006252+0.00017927i,0.00092932+0.00092194i,0.00047743+0.00088654i,0.00029025+7.9064e-05i,0.00018078-9.7204e-05i,-5.7257e-05+3.2622e-05i,0.0001029+0.00019888i,-0.00052159-0.00091567i,-0.00039898-0.0017932i,-0.00024297-0.001003i
-9.4083e-05-0.00085213i,0.00018771-0.001315i,-0.00072558-0.00077323i,-0.0003646-0.00022978i,0.00050661+0.00044863i,5.7051e-05+0.00053213i,7.3974e-05-0.00035854i,-0.00010114-0.00016978i,-0.0002088+2.4964e-05i,-0.0001344-0.00012012i,-0.00055892+4.9279e-05i,-0.00046842-0.00028609i,-0.0006542-0.00063151i,-0.00029674-0.00029595i,-0.00048739+0.00027859i,-0.00094233+0.00032397i,-7.1556e-05+6.9837e-05i,-8.8718e-06-0.00042963i,-0.00041236-0.00090446i,-0.00070854-0.00042541i,-0.0001318+0.00043273i,0.00017371+0.00029882i,0.00046014+0.0001866i
-0.00053189-0.0021597i,0.00054107-0.0019041i,0.0021638-0.00010085i,0.0014884+0.00071592i,0.00028219+7.7033e-06i,-0.00078122-0.00035085i,-0.00085848+0.00067577i,-0.00097524+0.0010035i,-0.0014224+0.00056594i,-0.0012735+0.0002359i,-0.00033323-0.00020332i,0.0005584-0.00011025i,5.6141e-05+0.00021271i,-0.0003206-2.8775e-05i,-0.00010529-0.00049112i,0.00010188-0.000557i,0.00039448+0.00019799i,0.00025586+0.00019746i,0.00012062-9.2185e-05i,0.00024781+0.00018607i,-0.00025154+0.00014384i,-0.00035275+8.8271e-05i,0.00011969+5.8377e-05i
0.00028577-0.001533i,-7.8933e-05-0.0018805i,-0.00047364-0.0016629i,-0.00016388-0.0010936i,0.00044347-0.0004738i,-0.00047216+0.00019885i,-0.0010735+0.00052273i,-0.00098244+0.00078634i,-0.00056334+7.6089e-05i,-0.0005224-0.00012121i,-0.00042257+0.00012061i,-0.00012996+0.00028481i,-0.00033239+0.0002724i,-0.00012998-0.0006363i,0.00031691-0.00074974i,0.00012415+3.7812e-05i,-0.00035556-0.00024261i,-0.00083262+0.00014991i,-0.0013108+0.00080272i,-0.0011867+0.00051154i,-0.00070739+0.00031518i,-9.915e-06+0.00035763i,0.00018367-0.00031633i
0.0019941-0.0022422i,0.00032008-0.002363i,0.00037547-0.0019379i,-1.3807e-05-0.00045273i,-0.00082434+0.00033558i,-0.00091232-0.00010886i,-0.0002043-0.00021307i,0.00066166-0.00015096i,0.00057309-0.0001753i,-4.5301e-05-0.00016246i,-3.591e-05-7.8506e-05i,-2.2895e-05-8.2122e-06i,-0.00019496+0.0004369i,6.0989e-05+0.0010731i,0.0002274+0.00084926i,0.0002471+0.00022571i,7.1323e-05+0.00018396i,1.9628e-05+0.00018212i,4.8141e-05-0.00021584i,0.00067399-0.00033918i,0.00053389+0.00030264i,-0.00012818-7.3109e-05i,0.00028143-0.0011718i
0.0015626-3.7469e-05i,0.0016208-0.00077135i,0.0011185-0.00010956i,0.00086253+0.00067087i,0.00050773+0.00082625i,-9.4642e-05-7.8253e-05i,-0.00035572-0.0005178i,0.00014181-0.00071066i,-0.00016987-0.00011154i,-0.0004831+0.0010709i,0.00041925+0.00089457i,0.00079516-0.00020059i,0.00023677-0.00066482i,-0.00048631-6.4204e-05i,-0.00052972-0.00032087i,0.00020271-0.0012094i,0.00052845-0.00044506i,0.00036986+0.00021087i,8.2674e-05+0.00040983i,-0.00026021+0.00044534i,0.00069317-0.00036974i,0.0012935-0.00057832i,4.9176e-05+0.0001289i
-0.0013252-0.0016444i,-0.0010919-0.001129i,-0.001231+0.0011012i,-0.00043643+0.0016852i,0.00051504+0.0012494i,0.00062985+7.5229e-05i,-0.00075945-0.00083104i,-0.0018124-0.00071597i,-0.0012563-0.00088597i,-0.00057895-0.0011067i,-2.2497e-05-0.00034398i,0.0010473+0.00049508i,0.001238+0.0012003i,0.0011202+0.0015191i,0.0011467+0.00046185i,0.00076475-0.00056015i,0.00049336-0.00034707i,0.00029363+0.0001492i,5.569e-05+2.5579e-05i,0.00035203+0.00015577i,0.00084364+0.00053883i,0.0005618+0.00083921i,0.00044504+0.00035994i
0.001007-9.0996e-05i,7.6876e-05-0.00044195i,-0.00047442+0.00049634i,0.00011132+0.00075779i,0.00053636+0.00025083i,-0.0005001+0.00020508i,-0.0001914+3.3888e-05i,9.497e-05+0.00026237i,-8.7902e-05+0.00077274i,0.00011582+0.00026882i,-0.00011191-0.0002684i,-0.00026705+0.00012318i,-6.9051e-05+0.00034881i,-0.00024724-3.5845e-05i,0.00019898+0.0002334i,0.00058522+0.0005126i,-0.00040631+0.00056559i,-0.00061338+0.00067646i,-0.00028965+0.00018155i,-5.6815e-05-0.00040933i,-0.00025539-0.00084255i,-0.00057271-0.00068059i,-4.7708e-05-0.00030511i
-0.0010223-0.0010948i,-0.001404-0.00025059i,-0.0012547-0.00022104i,-0.00067423-0.00064252i,-0.00012326+6.2298e-05i,-0.00011945+0.00081243i,-0.00052862+0.00060772i,-0.001215-0.00013208i,-0.00077395-0.00015506i,-0.00059322+0.00081388i,-0.00093588+0.0010825i,-0.00028452+0.00067636i,0.00055622-9.4172e-05i,0.00067802-0.00016111i,0.0005771+0.00082774i,0.00034458+0.0012912i,0.00021588+0.00096709i,-0.00020598+0.0005105i,-0.0003953-0.00023136i,-0.00019124-0.00061052i,0.00013455-0.00020115i,0.00045533-0.00073914i,0.00072851-0.00092629i
0.00080372-0.001638i,0.0001189-0.0024166i,-0.00024535-0.0015664i,-0.00066038-0.00077996i,-0.0006247-0.00025535i,-0.0011005+0.00021187i,-0.0015199+0.00014584i,-0.0012231-0.00016041i,-0.0011127+4.971e-05i,-0.00079595+0.00021903i,-0.00040496+0.00043253i,-0.00013497+2.1562e-05i,-0.00016025-0.0004314i,0.00013085+5.42e-05i,-0.00010494+0.0001794i,-0.00064341-0.0001828i,0.00058712-0.00055204i,6.0887e-05-0.00048727i,-0.0015221-0.00062357i,-0.00073989-0.00034619i,-0.00022042+0.00043492i,0.00015512+0.00051738i,0.00099431-3.5326e-05i
0.00075212-0.00033943i,-0.00030453-0.00053662i,5.7457e-05+0.00078849i,0.00088197+0.0017147i,0.0010121+0.00092025i,0.00065576-0.0004674i,7.2115e-05-0.0014529i,0.00036925-0.0014308i,0.00070991-0.00045225i,2.4682e-05+0.0010901i,-0.00019326+0.0014708i,0.00047985+0.0010648i,0.00058579+0.00049635i,-0.0001597+0.00029844i,-0.00025298+0.00058712i,0.00053074+0.00061474i,0.0011321-0.00011284i,0.0007309-0.00034162i,0.00063501-8.7265e-05i,0.00074+0.0001139i,-0.00015687+0.00027137i,-0.00014088-0.00024049i,0.00021084-0.00072074i
-0.00030109-0.0013401i,2.472e-05-0.00095335i,0.00064415-0.00020843i,0.0012952-1.5638e-05i,0.0010667-0.00013246i,-0.00032219-0.00034571i,-0.00087244-0.00022158i,-0.00065588+0.00063386i,-0.00055216+0.00086769i,-0.00018876+0.00023093i,-0.00071547+5.4842e-05i,-0.001377+0.00051298i,-0.00040933+0.00072167i,0.00082133+0.00068272i,0.00039458+0.00090119i,-9.6325e-05+0.00021041i,-3.7993e-05-0.00058814i,-0.00020862-8.2185e-05i,-0.00030769+0.0003165i,-0.00066283+0.00098326i,-0.0010467+0.0011087i,-0.0010758+1.1891e-05i,-0.0010919-0.00035091i
0.00016852-0.0018677i,-0.0005712-0.0025885i,-0.0014356-0.0016392i,-0.00028503-0.00021288i,0.00043655+0.00071744i,-0.000727+0.00065042i,-0.0011999+0.00028271i,-0.00064702-0.00032126i,-0.00071581-0.00069884i,-0.0012282-0.00025025i,-0.00082417+0.00035184i,-0.00016012+0.0004049i,-8.7346e-05+0.00015712i,-0.0003149+0.00083662i,-9.9713e-05+0.0012663i,0.00062262+0.00032318i,0.00056032-0.00023665i,6.8409e-05+7.3182e-05i,7.1463e-05+0.00064991i,0.00058275+0.0008525i,0.00043563+0.00024473i,-0.00030339-0.00056691i,-0.00035486-0.00043192i
0.00039844-0.0010738i,0.00018043-0.0016755i,-0.00027641-0.00065117i,-0.0012594+0.00053672i,-0.0017205+0.00087177i,-0.0019215+0.00034634i,-0.00088815-8.2726e-05i,0.00013153-7.6758e-05i,-0.00061902+0.00060074i,-0.00076689+0.0012727i,-0.00060327+0.0008894i,-0.00048051+0.00041133i,-0.0001906+0.00017252i,-0.00049986-0.00017988i,-9.6015e-05-0.00036916i,0.00098403-0.0005871i,0.00042758-0.0011229i,1.4573e-05-0.00097919i,2.5685e-05-0.00038398i,-2.7999e-05-0.00050955i,-8.7518e-05-0.00045621i,8.9455e-05+0.00012948i,0.00023271-0.00059859i
-0.0001335-0.0018818i,-0.00011284-0.0013453i,6.3357e-05+7.7311e-05i,0.00038427+0.00029473i,0.00044448-5.0361e-05i,6.1311e-05+0.0008505i,-0.00067899+0.0014283i,-0.0013266+0.00069997i,-0.00073523-3.2903e-06i,-3.2743e-05-0.00041727i,-0.00024494+5.5327e-05i,0.00049067+0.00012119i,0.00081629-0.00060885i,0.00054071-0.00063144i,0.0012231-0.00020786i,0.00078575-0.00011048i,0.00021331+4.2803e-05i,0.00056984-0.00013675i,0.00029878-0.00044419i,4.4667e-05-0.0004393i,0.00028-0.00038306i,0.00034333+3.1987e-05i,0.00051+0.00053148i
0.0015874-0.0013835i,0.001217-0.0010555i,3.882e-06-0.00024271i,-0.00041837+0.00041511i,-0.00029569+0.0014815i,-0.00051057+0.0018157i,-0.00091899-0.0002087i,4.5661e-06-0.0012672i,0.00059508-0.00025527i,0.00083584+0.00046884i,0.00085712-7.7966e-05i,6.3766e-05-2.0485e-05i,-0.00046496+0.0013376i,-0.00029761+0.0020539i,2.9107e-05+0.0018616i,0.001069+0.0012337i,0.0019077+0.00091172i,0.0010383+0.00080566i,5.6353e-05+0.00060032i,-0.00022622+0.0001154i,0.00022117-0.00091341i,0.0010029-0.001561i,0.00058868-0.00092678i
0.0012047-0.0014757i,3.1461e-05-0.0025677i,-0.00089581-0.0025758i,-0.0010036-0.0011107i,-0.00047322-0.00024319i,-0.00020532-0.00015118i,-0.00031265-0.00024515i,-0.000178-0.0005441i,-0.00015348-0.00090634i,-0.00022355-0.00080094i,0.00027508+0.0002253i,0.00033439+0.00049465i,-0.00011761-4.7907e-05i,-0.00088499-0.00045053i,-0.0009967-0.00065436i,-0.00020598-0.00084824i,8.0057e-05-0.00056414i,-0.00026912-0.00022139i,-0.000198-0.00049177i,-0.00069458-0.00049805i,-0.00071527-0.00027104i,4.5263e-05-0.0003905i,-0.00028963-0.00022788i
0.0013649-0.00074124i,0.0006198-0.00014478i,3.1884e-05-0.00069694i,-0.0001576-0.00044851i,-0.00021317+0.00012182i,-0.00056504+0.00028159i,-0.00047132+0.00016433i,-0.00078275+0.00012661i,-0.0014117+0.00023018i,-0.0013378+7.1931e-05i,-0.00087605-1.051e-05i,-0.00045439-0.00026775i,0.00017891-0.00060834i,-0.00011207+0.00036715i,-0.00031143+0.0011097i,0.00012218+0.00067097i,0.0004473+0.00091887i,0.00035741+0.0012434i,-0.00016679+0.00043013i,-0.00049047+3.3708e-05i,-0.00032472+0.00029906i,3.4785e-05+0.00039297i,0.00032883-4.3371e-05i
-0.0028449+4.7442e-05i,-0.001668+0.00011307i,-0.00063562+0.0014335i,0.00083272+0.0017395i,0.0018717+0.0012166i,0.001234+0.00025939i,-0.00077006-0.000278i,-0.0013372+0.00012399i,-0.0007695+0.00054994i,-0.00012397+0.00071234i,0.00045494+0.00026418i,0.00027796-9.8194e-05i,-8.1804e-05-0.00056132i,0.00035909-0.00041251i,0.00076394+0.00026055i,-1.3121e-05+7.5425e-05i,-0.00022322-0.00023904i,0.00050312-0.00012203i,9.5179e-05+0.00012718i,-0.00042509+8.4607e-05i,-0.00025541+0.00062799i,-0.00011273+0.00077474i,-7.022e-06+0.00050955i
0.00071569-0.0023608i,-4.1189e-05-0.0029354i,-0.0012864-0.0016547i,-0.00083681-0.0004173i,-0.00070685-0.00011409i,-0.00073074+0.00023038i,-0.00080384+0.00025227i,-0.0011141+0.00017906i,-0.00049169+0.00014896i,0.00056817+0.00028069i,-1.9434e-05+0.001137i,-0.00099639+0.0010488i,-0.00030028+0.00047828i,0.00098118+0.00037997i,0.0013073+0.00046519i,0.00055923-1.4367e-05i,0.00071137+8.6797e-05i,0.00065568+0.00080556i,0.00044647+0.00015621i,0.00042567-0.00029918i,3.0942e-05-4.3308e-05i,-0.00044565-3.0414e-05i,-0.00032707+0.00068838i
-0.00019178-0.00030081i,-0.0011492-0.00015937i,-0.0015427-7.0683e-06i,-0.0010702+0.00020839i,-9.5855e-05-0.00038422i,-0.00042918-0.00041856i,-0.0014678-0.00029054i,-0.0012067-0.0008702i,-0.00083754-0.00092066i,-0.0014024-0.00090042i,-0.0011796-0.0009322i,-0.00029935-0.0010131i,-0.00013331-0.00026194i,0.00029658+0.00053859i,0.00066719+0.00091598i,-0.00025813+0.00066192i,-0.00041399+0.00030941i,0.0001351+0.00046045i,9.1067e-06+7.3661e-05i,4.3867e-05-1.6959e-08i,-0.00017485+0.00057331i,-7.6336e-05+0.00080198i,-0.00043441+0.0010352i
0.0012577-7.9201e-05i,0.0010375-8.8527e-05i,0.0010697-0.00040882i,0.0016308-0.00024705i,0.001555-0.00014925i,0.00021266+2.8459e-05i,-0.00047969+0.0007753i,-0.00082263+0.00031093i,-0.00070652-7.883e-06i,-0.00021793+0.00049379i,9.5654e-05+0.00053707i,-0.00049995+0.0006501i,-0.0012184+0.00035382i,-0.0006131-0.00015839i,0.00041724-0.00029459i,0.00074613-0.00017696i,0.00024372+0.00012224i,5.7171e-05+0.00037376i,-0.00078132+0.00011643i,-0.0010013-0.00063147i,-0.00049738-0.00050016i,-0.00013636-0.00043526i,0.00059206-0.00072807i
0.00086875-0.0019852i,0.0012997-0.0027114i,0.00030542-0.0013213i,-0.00044126-0.0003397i,-0.00041235+0.00017257i,-0.0007626+0.00021698i,-0.00091143-0.00024639i,-0.0011393-0.00034383i,-0.0013349-0.00046915i,-0.00052349-0.00034843i,-0.00033364-5.6322e-05i,-0.00054783-0.00025515i,-2.8646e-05+0.00011536i,4.8974e-05+0.0015882i,-0.00068479+0.00099045i,-0.00094188-0.00027658i,-0.00073205-0.00049882i,-0.00032684-0.00091937i,0.00053526-0.0008543i,0.00067703+0.00028821i,-0.00024725+0.001374i,-0.00085308+0.00089694i,-0.00013822-7.9099e-05i
0.0021348-0.0012759i,0.0014529-0.00077379i,0.00061947+0.00071844i,7.5346e-05+0.0010702i,-0.00043729+0.00061443i,-0.00083416+0.00025183i,-0.00037001-0.00044601i,-3.3785e-06+9.5616e-05i,-0.00026483+0.00069034i,-0.00040463+0.00043355i,0.00020757+2.9141e-05i,0.00056516-0.00025844i,0.00013603+0.00014225i,-2.0558e-05+0.000366i,-0.00051238+0.00026771i,-0.00065759+5.67e-05i,-0.00017506-0.0010285i,-0.00013955-0.00094974i,-0.0011539+0.00027349i,-0.0010763+0.00018361i,-0.00010268-0.00016865i,8.2623e-05-0.00053088i,0.00015831-8.2815e-05i
0.00020057-0.002417i,5.4199e-06-0.002159i,-0.0011875-0.0010913i,-0.0018667-0.0012339i,-0.0012446-0.0011949i,-0.00063394-0.00015228i,-0.00060308+0.00085015i,-0.00046202+0.0013269i,-0.00041846+0.00066985i,-0.00079002+8.275e-05i,-0.00095486-0.00013488i,-0.00079857-0.00053029i,-0.00089904-0.00085173i,-0.00020084-0.0002081i,0.00046289+0.00054335i,0.00038904+0.00094219i,0.00031217+0.0004313i,0.00066297-0.00034956i,0.00056309+0.00035129i,0.0002983+0.00030046i,0.00046261-0.00077817i,0.00029472-0.00021578i,-0.00022526+0.00056657i
0.00019739-0.002469i,0.0012132-0.0037097i,0.00088085-0.0020796i,0.00047704-0.00027632i,0.0007702+0.00019728i,0.00057999+0.00017491i,0.00014816-0.00049546i,0.00011577-0.00079339i,-0.00086837-0.00031397i,-0.0013052+0.00010674i,-0.00069903-0.00012948i,-0.00017334-0.00017449i,-0.0003283+0.0004072i,-0.00013678+0.00060272i,0.00097247-0.00012164i,0.0015497-0.0005029i,0.00052529-0.00064156i,-0.00073315-0.00099864i,-0.00093611-0.00073641i,-0.00023951-0.00031573i,-0.00016653-7.0601e-05i,-0.00061533+9.4492e-05i,-0.00034807+0.00042509i
0.0018456-0.0018458i,0.0004661-0.0011817i,-0.0006445-0.00012888i,-0.00026309+0.00055499i,0.00010375+0.00089896i,-0.00028819+0.00095181i,-0.0010462+0.00071599i,-0.0012055+6.7769e-05i,-0.0012584+0.0002413i,-0.0013458+0.0011249i,-0.00090442+0.00072436i,-0.00066625-0.00033238i,2.7795e-05-9.2762e-05i,0.0004115+0.00074119i,0.00037619+0.000684i,0.00030669+0.0002366i,-3.192e-05-0.00021707i,0.00020809-0.00085954i,0.00037883-0.0010597i,0.00018803-0.00057885i,-0.00023431-0.00011553i,-0.00058372+0.00016309i,0.00010165+0.00025954i
-0.00097214-0.00022685i,-0.0010851-0.00091854i,-0.001343-0.00063769i,-0.0017207+0.00011549i,-0.0012868-0.00010669i,-0.00025783-0.0010236i,-0.00049121-0.0013323i,-0.00097768-0.0010165i,-0.00081773-0.00072036i,-0.00031376-0.0004953i,-0.00012831+3.2548e-06i,0.00028323-1.221e-05i,0.00039384-0.000376i,-0.00048508-0.00061702i,-0.0008038-8.1608e-05i,-0.00062918+1.3812e-05i,-0.00011385-0.0010181i,6.8194e-05-0.0014255i,0.00025285-0.00075929i,0.00048341-3.6395e-05i,0.00016629-0.00014414i,-0.00024045-0.00030807i,-0.00028732-0.00016112i
0.001781-1.5537e-06i,0.0012142-0.0012501i,0.00011571-0.00084848i,-0.00015897-0.00032379i,-0.00040884-0.00022686i,-0.00099921-0.00015935i,-0.0010663-0.00037419i,-0.00063005-0.00042604i,-0.00019131-0.0002359i,-6.1712e-05+0.0002908i,-0.0002924-1.7366e-06i,-0.00037799-0.0011283i,-0.00012301-0.0016442i,-0.00055758-0.0014523i,-0.0004551-0.00064417i,0.00015463-0.00032176i,-0.00024329-0.00036904i,-0.00083207-4.1618e-05i,-0.00060758+0.00052071i,5.5465e-05+0.00072763i,0.00030813-5.6693e-07i,0.00015086-2.1832e-05i,-0.00048602-0.00032814i
0.0007041-0.0019931i,0.0010748-0.0020696i,0.00064242-0.0010699i,0.00050717-0.00064416i,0.00073269-0.00088195i,-7.1158e-05-0.0010956i,-0.00035153-0.0013547i,-0.00075742-0.00078539i,-0.0007047-7.9049e-05i,7.559e-05-0.00027702i,-0.00011273+9.5941e-05i,-0.00020565+0.00021055i,9.2587e-05-4.4867e-05i,-5.8782e-05+0.00014125i,-1.5769e-05+0.00065174i,0.00087462+0.00061802i,0.00070001+0.00017093i,0.00020848-0.00045559i,0.00033123-0.00038165i,-0.00056742-0.00038999i,-0.0009525-0.00053467i,-0.00029882-0.00014629i,-2.6753e-05-0.00013457i
4.628e-05+0.00031182i,0.00036747+0.00041811i,0.00038704+0.00016497i,0.00099698-0.00027862i,0.00084132-0.00042609i,-0.00016782+0.0003112i,-0.00073246+0.0013447i,-0.0011019+0.0012712i,-0.0013403+0.00060866i,-0.0012064-7.4275e-05i,-0.00090592-0.00066286i,-0.0010515-0.0008348i,-0.0014365-0.00058944i,-0.0010078-0.00068259i,-0.00047806-0.00064651i,9.9262e-05+6.1509e-05i,0.00010724+0.0003581i,-0.00024157-0.00019168i,2.6182e-05-0.00018697i,0.00064324+0.0001419i,0.00049997+7.6424e-05i,-0.00018794-0.00030416i,-0.00019181-0.0005667i
0.00090311-0.0018986i,0.001078-0.001377i,5.4715e-05+0.0010025i,-0.00010951+0.0033123i,-2.3668e-05+0.0025279i,-0.00062892+0.00086218i,-0.00023306-0.00027566i,0.00023553-0.00082122i,-0.00053329-0.00047257i,-0.0010559+0.00054995i,-0.0013768+0.0007016i,-0.0006619+0.00042017i,0.00037227+0.00010418i,0.00067928-8.3714e-05i,0.00062215+0.00027223i,0.0008007+0.00045943i,0.00043899-3.2438e-05i,-1.6708e-05+0.00029871i,-0.00029193+0.00046646i,0.00014659-1.2155e-05i,0.00028729+0.00042877i,-0.00010413+0.00038503i,0.00013264-7.3763e-05i
0.00018649-0.00026761i,0.00053238-0.0018816i,0.0010216-0.0016245i,0.00028502-0.00050037i,-0.00037737-0.00091275i,-0.0011095-0.00087569i,-0.00054958-0.0006842i,2.8776e-05-0.00055537i,-0.00030825+0.00028229i,-0.00055859+0.0008461i,-0.00017654+0.00089573i,0.00040842+0.00067928i,0.00033823+0.00015378i,-0.00069479+0.00048827i,-0.00073443+0.00059554i,-0.0003624+4.2525e-05i,-0.00072254-0.00026021i,-0.0006285-8.5322e-05i,-9.9712e-05+0.00013475i,0.00020363+0.00051561i,0.00037632+0.00053084i,0.00010902+0.00025668i,-0.00022805+1.1388e-06i
-6.213e-05-0.0019737i,-0.00055457-0.001739i,-0.0010939-0.0011486i,-0.00098467-0.0007998i,-0.0003991-0.00038029i,-3.0597e-05-0.00029786i,0.00026393-0.0002609i,-4.3258e-05-0.00077861i,-0.00015097-0.0011842i,-0.0001784-0.0001321i,-0.00044958+0.00092724i,-0.00031023+0.00079019i,1.7485e-05-0.00037645i,-0.00046382-0.00099895i,-0.00081996-0.00078283i,-0.00028376-0.00060415i,0.00050279+0.00015051i,0.0002054+0.0003655i,-0.00019005-0.00049491i,-0.00016878-0.00075208i,-0.00019574-0.00037907i,0.0001669-0.00067501i,0.0002957-0.00057105i
0.0011172-0.001795i,0.0012031-0.0028024i,0.0011983-0.0026985i,0.0020104-0.00094494i,0.0011564-5.2695e-05i,-5.3673e-05-0.0006762i,-0.0004236-0.00081528i,-0.0011216-0.0007534i,-0.00098414-0.0005772i,-0.00078582-0.00068309i,-0.0006136-0.0006865i,-0.00015467+0.00020871i,-0.0002707+0.00086356i,4.3502e-05+0.0008708i,-0.00022988+0.00061496i,-0.00095858+0.0002663i,-0.00049996+0.00029088i,-0.00036016-0.00014907i,0.00012342-0.00085558i,0.00020008-0.00038266i,-0.00013678+6.5357e-05i,-0.00018117-0.00019256i,-0.00014738-0.00076304i
