0.00062495+0.00062003i,0.00018372-0.00048689i,0.00017748-0.0026462i,0.00014938-0.0048044i,-0.0014138-0.0045353i,-0.0029007-0.0016309i,-0.0027236+0.001283i,-0.0008291+0.0016755i,6.9849e-05+0.00060666i,0.00044166+0.00023322i,4.5739e-06-0.00018563i,-0.0012368-0.00021619i,-0.0012624+0.00020978i,-0.00030145-5.3243e-05i,-0.00024786+0.00047109i,-0.00026426+0.001023i,0.00051816+0.00054248i,0.00056325+0.00025354i,0.00053103-0.0004213i,0.0005735-0.00062756i,0.00036358+7.9825e-05i,-0.00019935+0.00092106i,-0.00038515+0.0009113i
0.00066679-0.00026231i,0.0007918-0.000293i,-0.00016794-0.0013182i,-0.0016504-0.0032496i,-0.0040115-0.0040571i,-0.0050309-0.0023195i,-0.0032663-0.00027909i,-0.0011838+0.00019783i,-0.00077823+8.1649e-05i,-0.001152-0.00058902i,-0.0007955-0.00067691i,-0.0004256-0.00031426i,-0.00046203-0.0002322i,-0.00056379+0.00017039i,-0.00021932+0.00012515i,0.0010543+2.4044e-05i,0.0017331-3.5512e-05i,0.0012062+0.00089799i,0.00028193+0.0011635i,-0.00044248-5.2595e-05i,-0.00057109-0.00053606i,-5.8775e-05+0.00037426i,0.00040777+0.00063719i
0.00058012-0.00086691i,0.00028452-0.00027966i,-0.00019588-0.0011631i,-0.0019115-0.0030365i,-0.0030829-0.0038494i,-0.0039921-0.0025922i,-0.0035676-0.00024992i,-0.0013984+0.00036886i,-0.00077646-0.00064341i,-0.0012581-7.8356e-05i,-0.0010905+0.00098017i,-0.0012686+3.3172e-05i,-0.0012552-0.00016869i,-0.00036176+0.00015201i,0.00045015+2.8119e-05i,0.00066527-1.8454e-05i,0.0007834+0.00017248i,0.00063743+0.00069784i,0.00069598+0.00084091i,0.00056156+0.0005223i,6.181e-05+0.0008626i,-5.1126e-05+0.0013208i,0.00010084+0.00076083i
-0.0002517+1.9647e-05i,-0.00019205+8.5054e-05i,-0.00046571-0.00080937i,-0.00044946-0.0020773i,-0.0010775-0.0027763i,-0.002297-0.0020812i,-0.0024704-0.00049703i,-0.0021916+0.00017181i,-0.0021059+0.00058403i,-0.0014346+0.00092065i,-0.00072143+0.00051811i,0.0001248+0.00051501i,0.00017823+0.0005995i,-0.00040932+0.00035177i,-0.0010815-4.2055e-05i,-0.00046848-0.00015673i,-7.1598e-05-0.00022346i,-0.00014787-0.00043422i,0.00012577-0.00026022i,0.00054969-2.3767e-05i,0.00077921+6.868e-05i,0.0007053+0.00042915i,0.00054104+0.00073572i
0.00022466+0.001163i,0.0011955+0.0011254i,0.0011597+0.001089i,4.3037e-05+0.00035411i,-0.0012121-0.00064509i,-0.0021781-0.00072023i,-0.0021633+0.00024221i,-0.0016717+0.00032422i,-0.00093064-0.0006969i,-7.5814e-05-0.0009784i,-0.00031345-0.00046299i,-0.0010306+0.00025246i,-0.00087032+0.00093926i,-0.00038524+0.0015342i,8.8763e-05+0.0010585i,0.00077466+0.00070464i,0.0010198+0.00078969i,0.00022157+0.00077075i,-5.5643e-06+0.00038917i,0.00025106-0.00071343i,-0.00019853-0.00028553i,-0.00046408+0.00068715i,-0.00083408+0.00013877i
-0.00051272-0.00013377i,0.00066375-0.00038978i,0.0004775-0.00088645i,-0.0014281-0.0017009i,-0.0032297-0.0024994i,-0.0034983-0.0014619i,-0.0026658+9.1803e-05i,-0.0014841+9.449e-05i,-0.00097473-0.00061174i,-0.00069381+7.7432e-06i,-0.00063075+0.00052468i,-0.00023085+0.00025268i,-0.00013996-7.9801e-05i,-0.00096843-0.00042941i,-0.0011119-0.00057185i,-0.00028106-0.00023166i,-0.00033338-0.00014002i,-0.0011624-4.851e-05i,-0.00087703+0.00046717i,0.00028617-0.00021978i,0.00029528-0.00076628i,0.00060018-0.00085132i,0.0010002-0.00068257i
5.7853e-05+0.00059897i,-4.8566e-05+0.0002659i,-0.00091038-0.00051756i,-0.001732-0.0015593i,-0.0028729-0.0022009i,-0.0040076-0.0016842i,-0.0026493-0.00012989i,-0.0011894+0.00035635i,-0.00064138+5.5063e-05i,-0.00049074+8.3269e-05i,-0.00042593+0.00064977i,-0.00066811+0.00074945i,-0.00041908-0.0001292i,-0.00023672-0.00031978i,-0.00025471+0.00023839i,0.00018452+9.47e-05i,0.00015076+0.00052354i,9.8477e-06+0.0012509i,0.00018286+0.0006864i,-7.1326e-05+0.0001122i,0.00014515+0.00021655i,0.0003043+0.0012447i,-0.00024047+0.0011196i
-0.00093377+0.0012068i,0.00011807+0.00034376i,0.00035439-0.0014455i,4.9612e-05-0.0030759i,-0.0017099-0.0030766i,-0.0028582-0.0017427i,-0.0019919+2.5039e-05i,-0.00124+0.00067935i,-0.001217-6.8035e-05i,-0.0012306-0.0004271i,-0.00089994-0.0002574i,-0.00047572-0.00023535i,-0.00050362-0.0003375i,-0.00077835-0.00053241i,-0.00065533-0.0008172i,-0.00068865+0.00020129i,-0.0004369+0.00029241i,0.00023829-0.00030232i,0.00044104+0.0002891i,0.00075631+0.0003076i,0.00030994-0.00035878i,-0.00050198-0.00049857i,-0.00052307-0.00051556i
0.00064245-0.0011575i,-0.00036474-0.00042977i,-0.0015478-0.00024451i,-0.0028311-0.00020487i,-0.0035078-0.0002061i,-0.0034331-0.00037623i,-0.0026501-0.00016019i,-0.0014586+0.00031104i,-0.00085101+0.00023383i,-0.00073764-0.00014104i,0.00021052-0.00032478i,0.00018181+0.00017978i,0.00016918+0.00042548i,0.00074617-0.00040727i,8.3196e-05-0.00088678i,-0.0012734-0.0006518i,-0.0013253-0.00073064i,-0.00049929-0.00059118i,5.2162e-05+4.8285e-05i,-2.5856e-05+0.0010613i,-0.00088805+0.0011501i,-0.00091901+0.0006786i,-0.00023425+0.00025631i
-0.0020068+0.0018088i,-0.00030891+0.0008279i,0.00064651+0.0012866i,0.00037514+0.0011943i,-0.00039097-0.0011231i,-0.00054761-0.0028212i,-0.00071016-0.0021323i,-0.0013935-0.00013247i,-0.0020973+0.0010401i,-0.0019233+0.00098852i,-0.00058345+0.00094536i,-0.00030086+0.0008324i,-0.00075835+7.0295e-05i,-0.0008834+0.0004434i,-0.00047774+0.0010637i,0.00011465+0.00078124i,0.00021425-4.6348e-05i,0.00025418-0.00015605i,0.00037454+0.00052524i,0.00085183+0.00060132i,0.0010486-0.00013416i,-0.00012433-0.00011534i,-0.00061742+0.00034143i
-0.0019912+0.0017932i,-0.00088323+0.0020269i,-0.00028515+0.0017886i,-0.00081796+0.00064895i,-0.0014374-0.00062311i,-0.0022721-0.00099652i,-0.0034094+0.00034254i,-0.0029654+0.0013632i,-0.0014532+0.00093878i,-0.00066373+0.00070756i,0.00011204+0.00014634i,0.00091134-0.00065729i,0.00056807-0.0005556i,0.0001814+0.00041166i,0.00036056-1.5259e-05i,9.6251e-06-0.0001941i,0.00017192+0.00013018i,0.00057316-8.5048e-05i,-0.0001113+0.00032095i,-0.00016919+0.00029234i,8.1199e-05-0.0002457i,0.00050713-0.001016i,0.0010613-0.00087829i
-0.00054332-0.00035222i,-0.0015794-0.00041306i,-0.00092605-0.0011482i,-0.00049945-0.0015571i,-0.0020618-0.0019365i,-0.0030471-0.0015634i,-0.0022973-0.00019825i,-0.0013789+0.00047508i,-0.00054745+0.00026745i,-0.00024469-0.00039241i,0.00023253-0.00021432i,0.0001549+3.1782e-05i,-0.00028776-0.00015906i,-0.00013221+0.000326i,-0.0004326+0.00060707i,-0.00074915-0.00011642i,-0.00030556-0.00029188i,-0.00010808+0.00064646i,-1.8757e-05+0.00069168i,0.00080509+0.00021863i,0.00046636-2.9609e-05i,-0.00030088-0.00029957i,-8.9696e-05-0.00037341i
-0.0011333+8.6065e-05i,-0.00064365+4.3267e-06i,-0.00087631-3.8532e-05i,-0.002297-0.00091965i,-0.0029363-0.0017444i,-0.0028165-0.00071782i,-0.0033162+3.6583e-05i,-0.0026597-0.00014255i,-0.0015979-4.1497e-06i,-0.0011167+0.00046865i,-0.0010227+0.0002478i,-0.00077384-0.00059837i,-0.00088034-0.00045749i,-0.00090733+0.00016414i,-0.00083119+0.00068244i,-0.00078089+0.00059544i,-0.00030401+0.00025815i,0.0005108+0.00024952i,0.00028874+0.00054213i,0.00042975+0.00045101i,0.00070583+0.00035572i,0.00026018+0.00026367i,0.00045315-0.00047645i
-0.00054604-0.00028941i,-0.0013193+5.0874e-05i,-0.0020685+0.0003535i,-0.0024653-0.0012253i,-0.0032598-0.0032719i,-0.003258-0.002955i,-0.0016998-0.0008363i,-0.0010093+0.0001523i,-0.0015025+0.0003194i,-0.00161+0.00039061i,-0.00053542+0.00071052i,0.00036432+0.00047095i,-0.00071796+0.0004976i,-0.0013574+0.00084361i,-0.00042952+0.00047186i,-0.00026763+0.00019164i,-0.0007589+0.00018301i,-0.000875+0.00010083i,-0.00093663+0.00064725i,-0.00013797+0.0012687i,0.0005754+0.00071804i,0.00098078+0.00076546i,0.0013844+0.0012072i
-0.0037179-0.00027193i,-0.0032937+0.00086655i,-0.0030072+0.0016689i,-0.0034621+0.0016551i,-0.0038132+0.0015619i,-0.0030275+0.0017257i,-0.0014408+0.0018829i,-0.00091236+0.00047729i,-0.001565-0.00082483i,-0.0013865-0.00026281i,-0.00036132+0.00046474i,-0.00023452-0.00022825i,-0.00028975-0.0011547i,-0.00010966-0.000743i,-0.00049564+0.00010066i,-0.00074461+0.00023625i,-0.00039805+0.00020255i,-0.00011046+0.00032693i,-0.00010354-0.00024681i,8.3386e-05-4.1324e-05i,-0.00054705+0.00077382i,-0.00079421+5.5595e-05i,0.00026571+0.00013324i
-0.0030069-0.0013985i,-0.0024274-0.00012736i,-0.0031754+0.0014972i,-0.0034336+0.00075669i,-0.0021597-0.00040073i,-0.0012951-0.00064674i,-0.0011595-0.0003507i,-0.0010998-0.00036272i,-0.0010501+2.9982e-05i,-0.0012798+0.0004547i,-0.00099331-0.00010104i,-0.00035906-0.0012469i,-0.00025278-0.0010465i,-0.00027133-0.00077347i,-0.00023689-0.00093105i,1.456e-05-0.00020251i,-5.3128e-05+0.00066271i,-0.00080639+0.00082003i,-0.00055341+0.00078886i,0.00024692+0.00093326i,-3.513e-05+0.00088505i,-0.00011494+0.00068743i,0.00019313+0.00034651i
-0.0011034-0.002301i,-0.000337-0.0013743i,-0.00053041-0.001339i,-0.0018216-0.0025285i,-0.0035349-0.0037548i,-0.004-0.0029851i,-0.0028937-0.00034399i,-0.00090141+0.00066178i,-0.00034634+0.00046647i,-0.0010803+0.00048137i,-0.00086114+0.000438i,-0.0006838+0.00052145i,-0.00045907+0.00075554i,-0.0001624+0.00052988i,0.00023452-2.9693e-05i,0.0005142+9.9342e-05i,-4.2291e-05-0.00019192i,-0.00015536-0.00035618i,0.0001844+0.00032101i,0.00055647+0.00052519i,0.0011178+0.00085836i,0.00077631+0.0011025i,0.00044365+0.00054737i
0.00037655+5.6525e-05i,-0.00026304+2.536e-05i,-0.0010089-0.00087193i,-0.0022011-0.0025965i,-0.0033355-0.0037545i,-0.0030178-0.0034835i,-0.0020247-0.0014549i,-0.0022066-2.0206e-05i,-0.0016728-0.00052645i,-0.0010758-0.00026425i,-0.0010586+0.00020438i,-0.00085631-6.5458e-05i,-0.0010852+0.00028i,-0.0014846+0.00029905i,-0.0017177+0.00037073i,-0.0012065+0.00032318i,-9.0941e-05+8.9249e-05i,-8.0758e-06+0.00010067i,-0.00047614+0.00043789i,6.6577e-05+0.00026821i,0.00087101+0.0002342i,0.00087761+0.0010769i,0.00052314+0.0012651i
-0.0019547-0.00078471i,-0.0015505-0.00045619i,-0.00080551+3.5579e-05i,-0.00084543-0.00045751i,-0.0020994-0.0017624i,-0.0029656-0.0017493i,-0.0029257-0.00062448i,-0.0023393-0.00020248i,-0.0020036-0.0013297i,-0.001278-0.0013523i,-0.00077716+0.00021419i,-0.00051145+0.00025974i,-0.00043035+0.00044136i,-0.0006502+0.0010183i,-0.00014552+0.00073126i,0.00043495+0.00062313i,0.00047004+0.00089174i,0.00028097+0.00058529i,-5.4694e-05-0.00013739i,0.00015432-0.00016982i,0.00056438+0.00034219i,0.00026425+0.0010115i,-8.3896e-05+0.00046051i
-0.0011976+0.0016973i,-0.0013807+0.0011683i,-0.00042314+0.00064768i,-0.00094859-0.0011781i,-0.0022635-0.0025721i,-0.0025294-0.0018617i,-0.0022864-0.00056442i,-0.0019901+0.00028429i,-0.0010109+0.0003029i,-0.00036415+0.00023887i,-0.00050562+0.00052407i,-0.00062659+0.00058062i,-0.00066179+0.00015401i,-0.00023694-3.5089e-06i,0.00022533-0.0005767i,-4.0244e-05-0.00089446i,0.00034417-0.00096037i,0.00057786-0.00067809i,0.00017005+2.4773e-05i,0.00067436-6.8489e-05i,0.00059519-0.00089007i,0.0004863-0.00058247i,0.00046562+0.00065875i
0.0015393+0.00052105i,0.0007407+1.5665e-05i,-4.7652e-05-0.0012378i,-0.001054-0.0025315i,-0.0015099-0.0044025i,-0.0027109-0.0033952i,-0.0027169-0.00063758i,-0.0015836+0.00094871i,-0.00080568+0.00046429i,-0.00026111-0.00082417i,0.00047341-0.0012227i,0.00053393-0.00033709i,-0.00032663+0.00056015i,-0.00053197+0.00012748i,-0.00049479-0.00012556i,-0.00094982+5.9834e-05i,-1.975e-05-0.00025431i,0.00033044-0.00097425i,-1.0986e-05-0.00061303i,0.00024366+0.00018098i,0.00064584-4.7908e-05i,0.00025443-0.00019884i,-0.00023529-0.0002918i
-0.0011046-0.00076478i,-0.00094074-0.00095202i,-0.00077392-0.0011081i,-0.0015043-0.0020164i,-0.00256-0.0030932i,-0.0027878-0.0019991i,-0.0014151+0.00014112i,-0.00074247+0.00034796i,-0.0010604-0.00027296i,-0.00070739-7.0451e-05i,-0.00077436+0.00073577i,-0.0015104+0.00066618i,-0.0010803+0.00025496i,2.8837e-05-0.00049274i,0.00061293-0.0010639i,0.00032538-0.00089574i,0.00031939-0.00067315i,-0.00018357+0.00021746i,-0.00040788+0.00067748i,0.00023262+0.00041759i,0.00058862-1.1181e-05i,0.0010112-0.00034749i,0.00050582-0.00049533i
0.001589-0.00055667i,0.00078825-0.0018593i,0.00049777-0.0035029i,-0.00045437-0.0049908i,-0.0028304-0.0050839i,-0.0036278-0.0027835i,-0.0027769+0.00011946i,-0.0021238+0.00088944i,-0.0021478+0.00078662i,-0.0021093+0.000723i,-0.0011858-0.00035675i,-0.0008533-0.00036408i,-0.00089469-0.00013459i,-0.00017366-0.00067558i,3.733e-05+0.00014894i,0.0003939+0.00062495i,0.00099991+0.00064909i,0.0011656+0.000516i,0.00068858-0.00025717i,0.00033095-0.00068475i,0.00037126-0.00068503i,0.00092107-0.00064033i,0.00070262+4.0925e-05i
-0.00022834+0.002339i,0.00027671+0.00098023i,0.00076631+0.00014217i,0.00015791-0.00032892i,-0.0015488-0.0019704i,-0.0026269-0.0029258i,-0.0023269-0.0016474i,-0.0016153-0.00070177i,-0.0010542-0.00085734i,-0.00077999-0.00061648i,-0.00058913-0.00032418i,-0.00037382-0.00085177i,-0.00034457-0.0010842i,-0.00034286-0.00069838i,-0.00035101+8.6002e-05i,7.7103e-05+0.00039488i,0.00063757-0.0001735i,0.00025751-0.00032472i,0.00014469-5.6827e-05i,0.00079333+0.0002294i,0.00031771-1.0749e-05i,-0.00040163-0.00029702i,4.2888e-05+0.00025756i
0.0011247-0.00078372i,-0.0003171-0.0010092i,-0.0015773-0.0012915i,-0.0014339-0.001743i,-0.0022644-0.0020372i,-0.0037574-0.0011653i,-0.0026546-0.0001095i,-0.0010996+7.334e-05i,-0.00077465-0.00061205i,-0.00031939-0.00052348i,-6.1491e-05+0.00017858i,-0.00052389+0.00046844i,-0.00033455+0.0009237i,0.00034846+0.0013103i,-0.00017143+0.00056368i,8.5462e-05+0.00011866i,0.00050073-2.0322e-05i,0.00039505-0.00024341i,0.00024944-0.00028099i,-0.00026869-0.00040753i,-0.00020227-0.00025234i,-3.043e-05-0.00024706i,-0.0001408-0.00033828i
-0.00016271-0.00048829i,-0.0014775-0.00088074i,-0.0018818-0.0016731i,-0.0018786-0.0023232i,-0.0028556-0.0022187i,-0.0029767-0.001833i,-0.0015335-0.00081055i,-0.0005909-0.00032121i,-0.00067594-0.0013434i,-0.001112-0.0012312i,-0.00095256-0.00049296i,-0.00032591-0.00061599i,5.6675e-06-4.4285e-05i,5.012e-05+3.2086e-05i,-7.7026e-05-0.00038402i,-0.00062399+0.00026837i,-0.00087653+0.00058575i,-0.00062646+7.0867e-05i,-0.00014071+4.1257e-05i,0.0002526+0.00025203i,-2.3332e-05+0.00060787i,-0.00013786+0.00037804i,-0.00018582+0.00016056i
0.0029155+0.00094306i,0.0018572+0.00033474i,0.0010239-0.00088961i,-9.0607e-05-0.0024345i,-0.0014283-0.003257i,-0.002862-0.0019415i,-0.002126+2.6086e-05i,-0.00076711+0.00077497i,-0.0011308-8.249e-05i,-0.0013472-0.00031824i,-0.0005326-0.00017348i,-0.00016566-0.00049308i,-0.00045108+0.00015614i,-0.00054003+4.5833e-05i,-0.00017731-0.0002759i,8.8845e-05-4.905e-06i,0.0001116-0.00013751i,0.00063503+0.0004877i,0.00072427+0.0009011i,-9.951e-05+0.00081815i,-0.00049765+0.00034051i,-0.00013864-0.00031201i,0.00067805-9.4842e-05i
0.00061702-0.00090325i,0.00032378-0.0031948i,0.00016873-0.0044756i,-0.0011014-0.0044715i,-0.0026776-0.0039665i,-0.0031033-0.0021032i,-0.0029868-0.00012753i,-0.0021162-8.9901e-05i,-0.0011345-0.0012029i,-0.00071615-0.0011046i,-0.00013128-0.00030691i,-0.00050819-0.00030981i,-0.00078516-0.00039383i,-0.00023058+6.0443e-05i,-0.00040342-5.2724e-05i,-0.00020634+0.00024163i,0.00020759+0.00051801i,0.00020248+0.00012595i,8.6168e-05+0.00020858i,-0.00064563+0.00031869i,-0.0009228-0.0001722i,-0.00024915-0.0010165i,-4.1526e-05-0.00096006i
-0.0011743+0.0010722i,-0.00033795+0.0013096i,0.00015124+0.00191i,-0.00029124+0.00090322i,-0.0013418-0.00048865i,-0.0028216-0.00052118i,-0.0025108+0.00039738i,-0.0016962+0.00042217i,-0.0017888-0.00017251i,-0.0012695+0.00014419i,-0.00032925+0.00095909i,-0.00019427+0.00067595i,0.00032049-0.00014937i,0.00054121-0.00065836i,0.0001854-0.00070942i,0.00022713-0.00036309i,0.00054649+1.3597e-05i,0.00039958+0.00025779i,-0.0003015+0.00064269i,-0.00067948+0.00099782i,-0.00053993+0.00093381i,-0.00055261+0.00079433i,0.00013995+5.96e-05i
0.0024988-1.8906e-05i,0.0013092-0.0016403i,0.0001745-0.0032263i,-0.0001432-0.0041993i,-0.0018195-0.0051581i,-0.003453-0.003952i,-0.0025951-0.0010789i,-0.0013549-8.4256e-05i,-0.00091307-0.00036076i,-0.00068697-0.00055428i,3.5914e-05-0.00053521i,-0.00065207+2.6867e-05i,-0.0010592+3.0408e-05i,-0.00017532+0.00014629i,0.00066637+0.00065111i,0.0012893+0.00077174i,0.0015934+0.00065841i,0.0011247+0.00070789i,0.00013777+0.00057774i,-0.00049135+1.9925e-05i,-0.00025841-0.00025675i,-8.941e-05-0.00023612i,0.00038157-0.00017373i
-0.0001353+0.00099503i,-0.0010183+0.00072986i,-0.0019189-0.00038126i,-0.0020486-0.000913i,-0.0020619-0.0012072i,-0.0026873-0.0010824i,-0.0026427-0.00021358i,-0.0022062+0.00019927i,-0.0019211-2.0459e-05i,-0.0010395+0.00016698i,5.3763e-05+0.00021127i,-0.00044305-0.00020506i,-0.0006223-0.00043608i,-0.00025684-0.00043202i,-0.00012104-0.00018273i,0.00016921+9.4374e-05i,-0.00019582+0.00040852i,-0.0002594+0.00079007i,0.00040726+0.00045676i,0.00058791+2.746e-05i,0.00051279-0.00030017i,-0.00011155-3.3219e-06i,-0.00054186+0.00035939i
-0.0010559-0.0009917i,-0.0017274-0.0011111i,-0.0018528-0.00076156i,-0.00097795-0.00051988i,-0.0023208-0.0019163i,-0.0035237-0.0019923i,-0.0025391-0.00026716i,-0.0011687-0.00023311i,-0.00014664-0.00073899i,-0.00030997-0.00060896i,-0.00016832-0.00081204i,-3.2777e-05-0.0014904i,-0.00014289-0.0016323i,0.00041024-0.00040578i,0.0008849-9.5497e-05i,0.0010178-0.00043594i,-0.0001228-0.00060746i,-0.00067873-0.00042754i,-0.0003222+5.302e-05i,-0.00048186+0.00013813i,-0.00017466-3.776e-05i,0.0010297+5.1176e-05i,0.0010992+0.00041859i
-9.6498e-05+6.0958e-05i,0.00021693-0.00021865i,0.00048933-0.00077508i,-0.00061489-0.0019444i,-0.0024986-0.003532i,-0.0035487-0.0032068i,-0.0032171-0.0010242i,-0.0025997-4.2838e-05i,-0.0021688-8.2512e-05i,-0.0011254+0.00042905i,-6.0471e-05+0.00074276i,-0.00018952+0.00070089i,-0.00042563+3.955e-05i,9.3003e-05-0.00050195i,0.00057405-0.00059205i,0.00057864-0.00083787i,-0.00011205-0.00033364i,-0.00025951+0.000531i,0.00014208-1.4223e-05i,0.00020343-0.0003974i,0.00023139+0.00020298i,0.00021033+0.00051095i,-0.000206+0.00067855i
0.0018076+0.0027212i,0.0019541+0.0017692i,0.0017936+0.0011025i,0.0011047-0.00046661i,0.00052758-0.0021761i,-0.0011816-0.002302i,-0.0025711-0.00092125i,-0.0018198-0.00019947i,-0.0011262-0.00028268i,-0.00094913-5.9543e-05i,-0.0012271+0.00049154i,-0.0019101+0.00040584i,-0.0023891+0.00071579i,-0.0019726+0.00095896i,-0.0011313+0.00029556i,-0.00039774-0.00017227i,0.00014685-0.0007147i,6.83e-05-0.00069976i,0.00011403-0.00033355i,0.00034066+9.1551e-05i,4.1961e-06+0.00075651i,-3.1119e-05+0.00053682i,-6.3843e-06-0.00049359i
0.0010487-0.0003695i,0.0009928-0.00033249i,0.00075221-0.0019345i,-0.0012503-0.0027957i,-0.0028916-0.0024827i,-0.0025776-0.0015439i,-0.0020216+0.00019325i,-0.0018563+0.00047496i,-0.0016658-0.00018664i,-0.0010251-0.00053338i,-0.00041361-0.00087794i,-0.00063471-0.00079496i,-0.00073455-2.9517e-05i,-0.0001186-1.2327e-07i,-0.00054329-3.0718e-05i,-0.00089067-0.00052721i,-0.0001022-0.00081204i,0.00058662-0.00017337i,0.00084023+0.00029723i,0.00064713+0.00021721i,-0.00032041-0.00010934i,-0.00041983-5.6232e-05i,0.00030585-0.00011i
-0.00068763+0.00070512i,-0.0009485+0.00083304i,-0.0010197-0.00043292i,-0.00061305-0.0023552i,-0.001598-0.0032242i,-0.0032704-0.0027645i,-0.0034372-0.0008705i,-0.0019207+0.00032384i,-0.0015356+0.00074468i,-0.0019007+0.00091224i,-0.00093262+0.0001509i,-0.00054786-0.00019363i,-0.00038136+0.00011945i,4.2752e-05-0.00026784i,-0.00032216-0.0010873i,-0.00065248-0.001271i,-0.00044053-0.00047794i,-0.0001065-1.793e-05i,-3.3076e-05-0.00042227i,-0.00026298-6.5503e-05i,-0.0006074-7.6282e-05i,-0.00086354-6.0815e-05i,-0.000603+6.2137e-05i
-0.00034175-0.00017203i,-0.00098629-0.00043252i,-0.0020055-0.0011553i,-0.0017716-0.0019228i,-0.0023416-0.0018829i,-0.0038975-0.0017202i,-0.0031836-0.0011452i,-0.0016934-0.00078192i,-0.0017186-0.00095321i,-0.0017621-0.0006327i,-0.0014616+0.00019349i,-0.00075937-0.0003472i,8.9213e-05-0.00068635i,0.00011415-0.000372i,-0.00025069-0.0002448i,-0.00056904+0.00021833i,-0.00040975+0.00031729i,-0.00058581-0.00012753i,-0.00031889-0.00031181i,0.00050656-0.00041084i,9.4547e-05+2.77e-05i,-0.000931+0.00070445i,-0.00036467+0.0010295i
0.00021467+0.00086879i,0.00098482+0.00088158i,0.0010454+0.00011006i,0.00040995-0.0010885i,-0.0019119-0.0032432i,-0.0029294-0.0026664i,-0.002652-0.00014301i,-0.0017416+7.9584e-05i,-0.00064213-0.00093271i,-0.00045927-0.00045448i,2.7635e-05-0.00047895i,-0.00029069-0.0011804i,-0.00027166-0.00063171i,0.00069584+0.00058348i,0.00078373+0.00084999i,0.00050281+0.00039948i,0.00043063+0.00055775i,0.00012546+0.00051151i,7.1579e-05+9.5101e-05i,0.00027591-0.00043495i,0.00015936-0.0011447i,-0.0003319-0.0013691i,-0.00017727-0.00070766i
0.0011009+0.00085223i,0.0012185-0.00021467i,0.00028339-0.0016686i,-0.00097608-0.0035701i,-0.0019914-0.0050617i,-0.0027741-0.0037578i,-0.0030374-0.0011793i,-0.0020477-4.1148e-05i,-0.00092603+0.00021648i,-0.00052813+0.0002733i,-0.00017435+0.00028904i,-0.00011279-0.00012886i,-0.00033005+0.00015231i,0.00036881+0.00021922i,0.00092561+0.00056698i,0.00065747+0.0014881i,2.6455e-05+0.0013246i,-3.7764e-05+0.0003722i,0.00061864-0.00012758i,0.00086208-0.00034496i,0.00098538-1.507e-05i,0.00039527+0.00029452i,-0.00034902+0.00086131i
0.00068129-0.0015101i,-0.0012384-0.0015261i,-0.0031838-0.0023903i,-0.0032569-0.0027441i,-0.0030759-0.0028373i,-0.0039846-0.0010998i,-0.0034275+0.0014597i,-0.001562+0.0015481i,-0.0010778+0.0012259i,-0.0010832+0.0012173i,-0.00081165+0.00073778i,-0.00020618+0.00030552i,0.00068167+0.00058305i,0.00099552+0.0013438i,0.00073772+0.00084347i,0.00023069+2.1237e-05i,0.00036362+8.9818e-05i,0.00057703+0.00038267i,4.69e-05+0.00030428i,2.1276e-05-3.6733e-05i,0.00013437-0.00018641i,8.3998e-05-0.00028445i,0.00027029+9.3367e-05i
0.00078674-0.00069815i,0.00053199-0.0016074i,-0.00089816-0.002885i,-0.0027337-0.0037801i,-0.0031108-0.0040269i,-0.0026591-0.0024827i,-0.002034+1.6586e-05i,-0.0009799+8.9592e-05i,-0.00029121-0.0015754i,-0.00047781-0.00091355i,-0.00048456+0.00059199i,-0.00042898+0.00034352i,-0.00043579+0.00036841i,0.00012814+0.00020458i,0.00084569-0.00076576i,0.00065977-0.00062793i,-0.00016842+0.00017068i,-0.00024291+0.00015466i,0.00039164-0.00010929i,0.00061477+0.00048611i,0.000396+0.00055421i,0.00026591+0.00020998i,0.00084019+0.00052945i
-0.00043067+0.00066295i,6.9645e-05+3.7078e-05i,5.2327e-05-0.0016533i,0.00018976-0.0027719i,-0.00024288-0.0035141i,-0.00080838-0.0032319i,-0.0012486-0.00060193i,-0.0010668+0.0013403i,-0.00084836+0.0010043i,-0.00066634+0.0006925i,-0.00047282+0.00078596i,-0.00056316+0.00070069i,-0.00033504+0.0001098i,-0.0004773-0.00046177i,-0.00058062-0.00016745i,-0.00017613+0.0002972i,-6.4309e-05+0.00022091i,-0.000186-0.00025619i,9.1976e-05-0.00012938i,0.00067374+0.00042303i,0.00086954+4.3805e-05i,0.0007519-7.6125e-05i,0.00069284-0.00023763i
-0.00055726-0.0012142i,-0.00046175-0.0016228i,-0.00075055-0.0018286i,-0.0021697-0.0018598i,-0.0028278-0.0018658i,-0.0028943-0.0011966i,-0.0024283-0.00038708i,-0.0016502-0.00047044i,-0.0018435-0.00066436i,-0.0024591+0.00020507i,-0.0018952+0.00058993i,-0.00020293+0.00019065i,0.00042454+0.00028681i,5.1039e-05+0.0011217i,2.4921e-05+0.0012989i,2.9674e-05+0.00070385i,-0.00040944+0.00091076i,-0.00034361+0.0012775i,0.00026987+0.00076815i,0.00081173+0.00074394i,0.0010885+0.001071i,0.0012577+0.00035471i,0.00097578-0.00064779i
