0.0008115+9.9248e-05i,0.00049101+0.00020097i,-0.001713-0.00064206i,-0.0022926-0.00021171i,-0.0013989+0.0006103i,-0.00083614+0.0017278i,0.00028958+0.0020891i,0.0010446+0.0015925i,0.00088173+0.00032113i,7.94e-05-0.00074708i,-0.00085226-0.00059846i,-0.0013309-0.00019791i,-0.0014337-0.00043439i,-0.00054315-0.00054081i,0.00020087-0.0001246i,-0.00049148-0.00041198i,-0.00041564-0.00021345i,0.00016051+9.3946e-05i,-0.00022136-0.00042602i,-0.00092787-0.00073911i,-0.0013248-0.0012299i,-0.0012391-0.00042546i,-0.001091+0.000302i
-0.0011216+0.00052777i,-0.00035278+0.00042083i,0.00077386-0.00025461i,0.00052274+0.00018862i,0.00041465+0.0013218i,0.00056941+0.0016248i,0.0011126+0.0011034i,0.00082027+0.00061677i,-6.5975e-05-0.00078253i,2.1576e-05-0.0011734i,0.0002601-0.00051296i,0.00042395-0.00051216i,0.00033142+9.7814e-05i,-0.00030677+0.00050556i,-0.00084238+0.00010686i,-0.00078357-0.00041469i,-0.00065666-0.00014949i,-0.0005345+0.00065776i,-0.00032809+0.00057239i,0.00045696-0.00013299i,0.00085504-0.00024882i,0.00021998+9.4552e-05i,-0.00025081-4.6099e-05i
0.00030877+0.00086331i,-0.00052225+0.0011726i,-0.0009683+0.00028042i,-0.00071479-0.00011125i,-1.6292e-05+0.00022671i,0.0011375+0.00099616i,0.0010437+0.00079661i,0.00036944-0.00024916i,-0.00055938-2.8855e-07i,-0.00079878+0.00026204i,-0.0004536+0.00018373i,1.8547e-05+1.1518e-05i,-1.334e-05-8.4247e-05i,-0.00011409-0.00081495i,-0.00044528-0.00043307i,-0.00092732+0.00046517i,-0.00059601-0.00010206i,-0.0002285-9.8497e-05i,-0.00031913+0.00044808i,-0.00015322+9.1989e-05i,-0.00017905+8.3844e-05i,-5.8745e-05+0.00054055i,-1.9334e-06+0.00062661i
0.00035879+0.00054622i,-0.00096814+0.0011065i,-0.00092609+0.0014169i,-1.5528e-05+0.0014774i,0.00022999+0.00082116i,-5.3883e-05+0.0010098i,0.000741+0.0015026i,0.0011314+0.0012409i,0.00067151+0.00074236i,0.00082298+0.00014586i,0.0010021+0.00012433i,0.00081319+0.00045735i,1.1479e-05+0.00069649i,0.00034404+0.00069601i,0.00083543+0.00061106i,0.00046005+0.00018251i,0.00010396-0.00015928i,-0.00042088-0.00097539i,-8.8069e-05-0.0011341i,0.00049428-0.00066244i,5.0931e-05-0.00011676i,7.8654e-05+0.00054649i,0.00056813+0.00052878i
-0.0013197-0.0023756i,-0.001368-0.0013802i,-0.00052162+0.00013637i,-0.0004756+0.00052827i,-0.00065433+0.0015571i,7.5943e-05+0.0021876i,0.0010243+0.0015601i,0.0012343+0.00080924i,0.00056295-0.00011555i,0.00064525-0.00027951i,0.00081414-0.00034301i,0.00098631-0.00017322i,0.0010573+0.00048105i,0.0010822+0.00028529i,0.00076771-0.00042506i,0.0004818-0.00019576i,0.00040722+0.00022578i,-0.00026623-0.00033322i,-0.00045485-0.00072301i,-0.00021491-0.0011256i,8.5069e-05-0.0011072i,0.00041332-6.4417e-05i,0.0006731-1.7967e-05i
0.00089801+0.0025674i,0.00037662+0.0025086i,0.00082905+0.0016847i,0.00081038+0.00086881i,0.00016838-5.7936e-05i,0.0004975+0.00031906i,0.00088914+0.00084521i,0.00061694+0.00046923i,0.00086257+0.00029796i,0.00064648+9.1924e-05i,-0.00032639+0.00065021i,-0.00090927+0.0011279i,0.0002343+0.00058759i,0.0013791+0.00093895i,0.00097046+0.0012478i,0.00055557+0.00080109i,3.2459e-05+0.00037513i,-0.0005854+0.00045471i,-0.0003547+0.00013472i,-2.3456e-05-0.00039415i,-0.00014925-7.9459e-05i,0.00026192+4.7004e-05i,0.00027906-0.00017147i
-0.00056474-0.00096483i,2.3513e-05+0.00058934i,0.00076436+0.00088548i,0.0012452+0.00088268i,0.00018746+0.0012234i,-0.00040952+0.0015197i,3.7271e-05+0.0014212i,0.00041814+0.00093403i,0.00059282+0.00072433i,0.00061112+0.0002362i,0.00028147-0.00018696i,-0.00012577-0.00059403i,0.00016908-0.0003757i,0.00064988+8.0379e-05i,0.00060731-8.239e-05i,5.5395e-05-0.00043215i,-0.00027959-0.0003624i,-0.00051843+0.00014018i,-0.00054983-0.00023776i,-0.00039059-0.00069537i,-0.0002594-0.00096633i,0.00050179-0.00096802i,0.00087633-0.00051323i
-6.1688e-05+0.00047536i,-0.00071974+0.0016552i,-0.00077975+0.00137i,-0.00074648+0.000676i,-9.5077e-05+0.00074578i,0.00068875+0.0015334i,0.0013852+0.0013722i,0.0018892+0.00029117i,0.0016574+0.00038306i,0.00060387+0.00049319i,-0.00023597-0.00062867i,-0.00041868-0.00045621i,-0.00017148-0.00012604i,0.00033457-0.00032695i,-2.1555e-05+0.00040746i,-0.00031751+0.00096735i,-0.00048952+0.00046916i,-0.00053904-3.2465e-05i,9.6741e-05+0.00013169i,0.00045469+0.00023502i,0.00062268-0.0004428i,0.00016656-0.00054561i,-0.00015568-2.0074e-05i
0.00082269+0.0017203i,0.0014421+0.0025623i,0.0017809+0.0038016i,0.0016748+0.0022166i,0.0016476+0.00127i,0.0013546+0.0014174i,0.00086568+0.0012314i,0.00055172+0.00076603i,0.00048752+0.00030777i,0.00046167+0.00035596i,0.00057154+0.00030692i,-0.00025976-0.00041579i,-0.00029072-0.00051266i,0.00048234+0.00012618i,0.0005242+0.00027941i,-0.00010678+0.00022253i,-0.00045353+0.00020526i,-0.00047967+0.00011327i,-0.00058683+0.00028049i,-0.00049351+0.00071147i,-4.3877e-05+0.00061956i,0.0001348+0.00015537i,-0.00011685-0.00026671i
-0.0023627+0.00022842i,-0.0027415+0.00064445i,-0.0017312+0.00073212i,-0.00041924+0.00030574i,0.00027194+3.5011e-05i,-3.438e-05+0.0003874i,-0.00018683+0.00080734i,-6.7688e-05+0.00020728i,0.00017881-3.7168e-05i,-3.9024e-05-0.00024516i,6.2727e-05+0.00019672i,0.00022057+0.0011793i,0.00017495+0.00062953i,-6.7642e-05-0.00017293i,-0.00019503+0.00021961i,-0.00041494+0.00047651i,-0.00037669-0.0003765i,-0.00035655-0.0011639i,-0.00030522-0.00061928i,-0.00033275+0.00012624i,-0.00075743-0.0001906i,-0.00069195-0.00076096i,-0.00017654-0.00025174i
-0.00028341+0.0021285i,0.00027443+0.0020657i,0.00079272+0.0023035i,0.0002987+0.0023206i,0.00051021+0.0016578i,0.0006747+0.0011477i,0.0010319+0.00037218i,0.00081691-0.00017531i,0.00022099+0.00021316i,0.00061792+0.00057621i,0.0014144+0.00048302i,0.0014236+0.00043067i,0.0014646+6.6177e-06i,0.000564-5.1308e-05i,0.00011542+0.00067261i,0.0004107+0.00087007i,5.8043e-05+0.00031875i,-0.00059904+9.4096e-05i,-0.00068239+0.00017435i,0.00074507+0.00046694i,0.0014927+0.00022033i,0.0011462-0.00011432i,0.00050426-4.9822e-05i
0.00077489+0.00015832i,0.00023127+0.00019105i,0.0007263-0.00012977i,0.0013121-0.0011183i,0.00086967-0.00069199i,0.00035984+8.8399e-05i,0.00042377-0.00015946i,0.00043768-0.00051482i,0.0003352-0.00025042i,-0.00043776-0.00034564i,-0.00084605-0.00063612i,-0.00055026-0.00022696i,-0.00073-0.00017547i,-0.00058447-0.00020542i,-0.00019819+0.00026987i,-0.00012429+0.00051501i,0.0004445+9.3182e-05i,0.00096143-0.00073217i,0.0004876-0.00057577i,0.0010706-4.7318e-05i,0.0010665+0.00022301i,0.00032917+0.00035279i,0.00016611+0.0003993i
-0.00032634-0.00016273i,-0.00067065+9.4911e-05i,-8.6595e-05+0.00093399i,4.8446e-05+0.0011708i,-0.00037871+0.00069313i,0.00031054+0.00058477i,0.00069351+0.00056048i,0.00068925+0.00071909i,0.0012494+0.00085806i,0.0015902-0.00014761i,0.0012993-0.00062354i,0.00078519-9.3446e-05i,0.00091125-0.00033049i,0.0011858-0.00016893i,0.00049556-0.00012082i,-0.00056655-0.00026896i,-0.00063117+0.00081078i,-0.00025946+0.0012776i,0.0001905+0.00073449i,0.00068883+0.0002653i,0.00021629+0.00060918i,-0.00052427+0.00039874i,-0.00043797+0.000225i
-0.00052466+0.0013892i,-9.3138e-05+0.001884i,0.00094621+0.0021106i,0.0019859+0.00076836i,0.0016943+9.0654e-05i,0.0010456+0.00068329i,0.001041+0.00020127i,0.00089607-9.9114e-05i,0.0010576+0.00018453i,0.00046549+0.00020252i,-9.3127e-05-0.00028196i,4.278e-05+0.0003327i,0.0001772+0.0015618i,-0.00021237+0.0021922i,-0.00043008+0.0017272i,0.0004295+0.00027694i,0.00095752+0.0001446i,0.00033427+0.00079408i,0.0001077+0.00037644i,0.00041449-4.5487e-05i,0.00028088-0.00062862i,-0.00025972-0.00087895i,-6.8844e-05+0.00026816i
-0.0021985+0.0010791i,-0.00073384+0.0016782i,0.00036024+0.0011776i,0.00077082+0.00061156i,-0.00017332+0.0016852i,-0.00075019+0.0018545i,6.4522e-05+0.0013892i,0.00035855+0.0012112i,0.00039887+0.00082455i,0.00075164+0.00041025i,0.00038209-0.00037438i,0.00025524-0.0004918i,0.00060077-7.9296e-05i,0.00068551+3.9225e-05i,0.00065911-0.00020373i,0.00021638-1.8387e-05i,-0.00036127+0.00052493i,-0.00085116-2.0618e-05i,-0.00018975-0.00015998i,0.00013786+0.00078419i,-0.00050573+0.00069392i,-0.00074734-0.0001464i,-0.00014288-0.00071233i
-0.00068175-0.00054691i,-0.00065632+0.00069614i,-0.00036488+0.0011989i,-0.00034059+0.0015388i,-0.00011929+0.0019146i,0.0010195+0.0021774i,0.0016944+0.0021304i,0.0015199+0.0015992i,0.00095541+0.00076002i,0.0009121-0.00032933i,0.0010733-0.00023314i,0.00046865+0.00050816i,-0.00023515+0.00016578i,-6.9083e-05-0.0003489i,3.4431e-06-0.00051724i,-0.00037313-0.00032559i,-0.00022837+8.8739e-05i,0.00021092+0.00050033i,0.00020209+0.0006887i,-0.00031935+0.00073505i,-0.00017005+0.0005661i,0.00063454+0.00044452i,0.00072902+0.00017649i
0.00057672-5.2634e-05i,0.00022438-0.00048335i,-0.00055579-0.0002723i,-0.00041154-0.00020412i,0.00040057+0.00073038i,0.001621+0.00079489i,0.0016533-0.00042732i,0.00051245-0.00050914i,-0.00011354-0.00080106i,-6.5892e-05-0.0007843i,-0.00061908-0.00021028i,-0.0010508-0.00031976i,-0.00081134+0.00031778i,-0.0002827-2.2637e-05i,-0.00023869-0.00061128i,-7.4143e-05-5.6201e-05i,-2.5164e-05+0.00023412i,-0.0002759+0.00089221i,-0.0003173+0.0011071i,-0.00010674+0.00042555i,0.00041054-0.0005503i,0.00063902-0.00062421i,0.00022996+0.00023173i
-0.00035578+0.0010459i,0.00023104+0.0017239i,0.00088281+0.002273i,0.0013494+0.0022092i,0.001487+0.0021777i,0.00038458+0.001924i,3.7065e-05+0.001399i,0.00036906+0.001222i,0.00020993+0.0011946i,0.0003906+0.0011297i,0.0006069+7.6788e-05i,0.00040433-0.00010879i,5.1636e-05+0.00036874i,-4.1718e-05+0.0002192i,0.00038581-0.00021083i,0.00043354-0.00033847i,-0.00048691+1.5567e-06i,-0.00042061-0.00019606i,0.00016449-0.00030733i,-0.00018689-0.00033742i,-0.00043636-0.00040516i,-0.00019018+9.4245e-05i,-0.00033702+0.0003216i
-0.0031382+5.4124e-05i,-0.0030306+0.00099333i,-0.0019089+0.0016845i,-0.00043099+0.001911i,0.0010838+0.0023954i,0.0015036+0.0028198i,0.0016423+0.0016551i,0.00091812+0.00017205i,-0.00035969-0.00072659i,-0.00024901-0.0011114i,0.00037918-0.00074561i,0.00034561-0.00016082i,-2.1687e-05-0.00016384i,-0.00036493-0.00043814i,-0.00036598-0.00079823i,-0.00022801-0.00087626i,-0.00014025-0.00035564i,-0.00036434-7.1563e-05i,-0.00036279-0.00024192i,0.00015142-0.00025339i,-0.00014514+0.00035049i,-0.0009618+0.00065185i,-0.00035127+0.00056388i
-0.00047846-0.00011907i,-0.00093329+0.00047844i,-0.00065886-9.346e-05i,3.9632e-05-0.00031339i,0.00044015+0.00026743i,0.001229+0.00089862i,0.002131+0.00023976i,0.0022135-0.00074961i,0.0020961-0.00088708i,0.00067607-0.00099146i,-0.00078427-0.00075259i,-0.0014735-0.00045944i,-0.00045956-0.00027643i,5.4591e-05-0.00016578i,-5.9937e-05+0.0004607i,0.00017561+0.00094632i,0.00010481+0.00071461i,0.00023813+0.00035733i,1.5589e-07-0.00071529i,-0.00040819-0.0012378i,0.00013114-0.00043682i,0.0004805+0.00052042i,0.00016353+0.00042262i
0.00035497+0.0012345i,0.0010655-9.2105e-05i,0.0023965-0.00092712i,0.0018326-0.0011021i,0.00026295+7.4498e-06i,2.6153e-05+0.0015687i,0.00098545+0.00091568i,0.0019141-5.1055e-05i,0.0008738-0.00016986i,-0.00019189-0.00020083i,0.00045545+0.00013321i,-4.3665e-05+0.00016829i,-2.4834e-05-0.00040139i,0.00067899+0.00037552i,0.00064318+0.00075981i,0.00049198+3.0066e-05i,0.00027157+0.00013016i,0.00059174+0.00029339i,0.00098009-9.3673e-05i,0.0012798-0.00031003i,0.00042306+7.1938e-06i,-0.00016891+0.00024087i,-4.4947e-05-0.0003035i
-0.0018473+0.0017794i,-0.0020791+0.0022628i,-0.0011778+0.0011806i,-0.00025493+0.00129i,0.00049781+0.0024499i,0.00072333+0.0024341i,0.00098666+0.0015275i,0.00095682+0.00081625i,0.00074239+9.6469e-06i,0.0006557-0.00022713i,-7.6475e-05-2.1628e-06i,0.00062144-0.00030549i,0.0011804-0.00046257i,0.00034169-0.00042541i,-0.00038777-0.00015561i,-0.0004937-0.00020195i,-8.1152e-05+2.4813e-05i,-0.00021494+0.00044004i,-0.00026958+0.00027461i,-3.8943e-05-9.4481e-05i,-0.00025179-0.00067265i,-7.917e-05-0.00087155i,0.00026165-0.00010704i
0.0018451-0.0022369i,0.0015834-0.0026369i,0.0012338-0.0044409i,-0.00059082-0.0027303i,-0.0014811-9.569e-05i,-6.0665e-05+0.0024053i,0.0012184+0.002005i,0.0016082-0.0002524i,0.00041504-0.0011691i,-0.0003155-0.0013651i,-0.00042705-0.000891i,-0.00079637-0.00019287i,-5.3845e-05-2.7163e-05i,0.00074081-8.7644e-05i,0.00091685-2.7152e-05i,0.0011071+0.00043342i,0.00041752+0.00078235i,-0.00017307+5.4926e-05i,-0.00029739-0.00028832i,0.00011478+4.2661e-05i,0.00061994+3.206e-05i,-0.00013032+2.5096e-05i,-0.00080668-0.00024966i
-0.0018342+0.00093708i,-0.00062259+0.0011542i,-0.00072254+0.0018139i,-0.00064332+0.0016298i,0.0008971+0.001164i,0.0017755+0.00068008i,0.0022829-5.1452e-05i,0.0021885+0.00049726i,0.00097236+0.0010083i,-0.00020099+0.00020839i,-0.00067738-1.7806e-05i,-0.00061746+0.00055941i,-0.00047445+0.00053954i,-0.00023609+7.9982e-05i,-3.6306e-05+0.0006589i,-0.00034258+0.00077107i,-0.00065903-0.00033187i,-0.00079399-0.00093803i,-0.00065432-0.00065706i,-0.00025187-0.00013693i,-0.00054975+0.00097583i,-0.0002899+0.0016594i,0.00045022+0.00082002i
-0.0011394+0.0019128i,-8.9792e-05+0.0025723i,0.00077876+0.0031428i,0.0011439+0.0027609i,0.0015102+0.0024145i,0.0013127+0.0015007i,0.00091054+0.00086929i,0.00037335+0.00012109i,-0.00020219-0.00085361i,0.00022345-0.00029117i,0.00027151+8.9621e-05i,0.00027715+0.00019077i,-0.0001778+0.00039895i,-0.00044833-5.7421e-05i,-0.00019693+0.00054034i,-0.00041258+0.0010056i,-0.00095641+0.00031667i,-0.0013293-0.00014535i,-0.00049006+0.00014927i,-0.00028009+0.00074083i,-0.00089803+0.00052565i,-0.0010524+8.0316e-05i,-0.0001663-2.2904e-05i
-0.0025063-0.00079101i,-0.0025876+0.00045627i,-0.0013295+0.0019545i,-0.00019216+0.0014057i,-9.1353e-05+0.00088118i,0.00017031+0.0013151i,0.00077458+0.00064856i,0.00109+8.0538e-05i,0.00036281+8.2146e-06i,-0.00012827-0.00016603i,0.00028082-0.000236i,0.00081758-0.0008513i,0.00099237-0.0013904i,0.00026057-0.00067635i,-0.00031966+4.6085e-05i,-0.00031355+0.00071311i,-0.00025038+0.00088874i,-3.2302e-05+0.00061053i,0.00029374+0.00065966i,0.00059357+0.00060088i,0.00096025+0.00037876i,0.00021385+0.0002456i,-0.00037546+0.00016596i
2.6576e-05+0.0009588i,-0.00013041+0.00064519i,0.00023594+0.0017817i,0.0011588+0.001306i,0.0019776+0.00028563i,0.00099828+0.00078149i,0.00027426+0.00084589i,0.00043695+0.00062159i,4.2492e-05-4.5834e-05i,0.0003177-0.00028407i,0.00062599-0.00010535i,0.00062564+0.0001649i,0.0005671+0.00085179i,0.00020355+0.0005931i,-0.00032963-0.00018022i,-0.0010997-0.0011914i,-0.0007464-0.00096684i,-0.00048053+0.00054011i,-0.00060953+0.00087113i,-0.00017721+0.00070992i,0.00022735+0.00017471i,0.00014449-0.00046611i,-1.9198e-05-0.00041951i
-0.00030061+3.381e-06i,-0.00058805+0.0015851i,-0.00063822+0.0016017i,-0.00059161+0.0012313i,-0.00029668+0.00077415i,0.00040083+0.00085934i,0.00097905+0.0011195i,0.001206+0.00091268i,0.00052015-3.9539e-05i,-0.00053634-0.00042295i,-0.00065477+0.00022212i,-0.00028262+0.00090538i,-0.00016372+0.00083948i,-0.00089788+1.17e-05i,-0.0009866-0.00070197i,-0.00063843+3.3737e-05i,-0.00058312+0.00082981i,-0.00064215+0.00030471i,-0.00091633-0.0005771i,-0.0014023-0.00020175i,-0.0014703+0.00039331i,-0.0011313+0.00050411i,-0.00072994+0.00026531i
-0.0010628+0.00086317i,-0.0023288+0.00086647i,-0.0025984+0.0010753i,-0.00093536+0.000812i,0.00050277+0.0012108i,0.0013181+0.0012253i,0.0013521+0.0005332i,0.00059274-0.00016713i,-0.00020078-0.00051967i,-7.7794e-05-6.2041e-06i,0.00023969+0.00044693i,-0.00024975-4.8739e-05i,-0.00094959-0.00029691i,-0.00075732-5.384e-05i,-0.00018196+0.00014855i,-2.7499e-05+0.00016672i,-0.00038051+0.00015289i,-7.5065e-05-0.00010694i,0.00061932-0.00034802i,0.00028273+4.2806e-06i,-0.00024362+0.00017209i,-0.00027753-2.3154e-05i,-0.0001517+0.00030933i
-0.0017583+0.00022108i,-0.00045804+0.00012187i,-0.00070356+0.00077034i,-0.00030542+0.0013041i,0.00093331+0.0019869i,0.0018529+0.0026285i,0.001557+0.0018315i,0.00072919-4.2074e-05i,0.0010086-0.00057377i,0.00071085-0.00019492i,0.00046433+0.00031798i,0.0007049+0.00034451i,-0.00014192-0.00012646i,-0.00051157-0.00051619i,0.0002626-0.0005681i,0.0002269-0.00049897i,0.00032449-0.00033335i,0.00038907+1.6693e-05i,0.00033834-0.00099339i,0.0006359-0.0016019i,0.00060899-0.00045374i,-0.00035878-8.2419e-05i,-0.0011208-0.00044945i
-0.0007852+0.000978i,-0.00021165+0.00061914i,0.0006299+0.0020085i,0.001168+0.0020603i,0.0008512+0.0013891i,3.5814e-05+0.00097058i,0.00021128-5.3672e-05i,0.00061872-0.00046233i,0.00063324-1.1826e-05i,0.00092209-0.00035111i,0.00095063-0.00072035i,0.0010869-0.00043326i,0.00066505-0.00016667i,0.00012285-0.00020952i,-0.00026204-0.00044188i,-0.0013986-0.00051295i,-0.0016224-0.00047263i,-0.00092103-0.00028675i,0.0002033+0.00024115i,0.00050155+0.0010786i,0.00061833+0.00069698i,0.0010264+0.00057488i,0.00063013+0.00082437i
0.00018338+0.0016792i,0.00086427+0.00089904i,0.0014781+0.00077873i,0.0021688+0.00021518i,0.0026221-0.00034532i,0.0022744-2.0992e-06i,0.0012042+0.00078667i,0.00061122+0.000692i,0.00092611+0.00032633i,0.00041794-6.6522e-06i,-0.00032072-4.4307e-06i,-0.00033652+0.00060009i,-4.7586e-05+0.00078005i,0.0002441+0.00072693i,0.00021836+0.00079414i,-0.00035691+0.000417i,-0.00079451+0.00041919i,-0.00064211+0.00087574i,2.8875e-05+0.00011463i,0.00052753-0.00036377i,8.9859e-05-0.00038367i,-0.0002668-0.00050038i,0.0002456-0.00031285i
-0.0012302+0.0001577i,-0.00066131+0.0012004i,0.00020196+0.0017847i,0.001244+0.0019877i,0.0024847+0.0017322i,0.0020925+0.00169i,0.0014327+0.0014154i,0.00081901+0.00046502i,0.00071496+0.00019622i,0.0016054+0.00040423i,0.0015897-0.00020622i,0.00067761-0.00021119i,-0.00064103+0.00020956i,-0.0010011+0.00046858i,-0.00021362+0.00060645i,0.00073853+0.00042526i,0.00058513+0.00018726i,0.00030969+0.00037228i,0.00043361+0.00087221i,5.9037e-05+0.00045124i,0.00011023-0.00030041i,0.00046578-0.00033905i,0.00074676-5.91e-05i
-2.4555e-05-0.00042748i,-0.00065112+8.1792e-05i,-0.00041831-0.00029269i,-8.0171e-05-0.00034252i,-0.00016862-0.0010149i,7.651e-05-0.0014452i,0.00030859-0.0012112i,0.00069933-0.0015798i,5.5094e-05-0.0014871i,-0.00079647-0.00094718i,-0.0006589-0.00057127i,-0.00015437-8.328e-06i,0.00084237+0.0012504i,0.0012555+0.0014415i,0.00090334+0.0011403i,0.00094318+0.00040049i,0.00093964-0.00020064i,0.00077397+9.912e-05i,0.0007026+0.00061004i,-4.7411e-05+0.00042095i,-0.00015557-0.00022703i,0.00066313-0.00040678i,-9.5767e-05-1.9718e-05i
-0.0012503+0.00091084i,-0.0010276+0.0010489i,-0.00084536+0.0017217i,0.00076838+0.0012616i,0.0011484+0.00045135i,-0.00050311+0.0012279i,-0.0014615+0.0020044i,-0.00047544+0.0016057i,0.00056615+0.00046866i,0.00064302-0.00031167i,7.6305e-05-0.00013172i,-0.00019443+8.5658e-05i,7.6791e-05-0.00026959i,0.00019237-0.00077063i,0.0014611-0.00048133i,0.0020058-0.00020059i,0.0012315-0.000218i,0.0006652+0.00064866i,-9.8013e-05+0.00065164i,-0.00071064-0.00026543i,-0.00039049+0.00012155i,0.00048455+0.00069057i,0.00096411+0.00047001i
-0.0010892+0.001128i,-0.0013152+0.0021401i,-0.00080603+0.0032072i,0.00026205+0.0023572i,0.000549+0.0013494i,0.0015727+0.0010227i,0.0019452+0.00081519i,0.00069661-2.3434e-05i,9.1558e-05-0.00055168i,0.00011136-0.00022564i,0.00019262-0.00047447i,0.00055061-0.00062462i,0.0010782-8.9719e-07i,0.0012279+0.00031533i,0.00042603+0.00038213i,1.7986e-05+0.00018145i,0.00036312-0.00047248i,0.00026577-0.00072848i,-0.00017153-0.00022223i,-3.7531e-05+1.426e-06i,9.6683e-05-0.00040179i,-8.7109e-05-0.00047581i,0.00014701+4.6384e-05i
-0.0014074+0.0020603i,-0.00044993+0.0017627i,0.0011916+0.00098472i,0.00081632+0.00050372i,0.00016856+0.00024892i,0.00058014-7.9231e-05i,0.00039746-0.00011789i,0.00023474-2.9959e-05i,0.00072101+0.00066394i,0.00043391+0.00069874i,-0.00032621-0.00015219i,-9.2011e-05-0.00031305i,-0.00022936+9.8123e-05i,-0.0015038-0.00023062i,-0.0015894-0.00037983i,-0.0011149+9.1843e-05i,-0.0008318-0.00049076i,-0.00023578-0.00048323i,3.413e-05-0.0001175i,-0.0001157-0.00027288i,-0.00068423-0.00040201i,-0.00091012-0.00041296i,-0.00076168-0.00026857i
-0.00099629+0.000661i,-0.0007864+0.0014088i,0.00039983+0.0018812i,0.0011473+0.0011086i,0.00068942+0.00079085i,3.5853e-05+0.0011775i,0.00034035+0.0017691i,0.000475+0.0011978i,0.00036546+0.00079238i,5.1614e-05+0.00020036i,0.00016603+0.00013758i,0.00029709-0.00021523i,0.0004459-0.0012994i,0.00058501-0.0010758i,0.00052419-0.0005244i,0.00037346+0.00010653i,0.00092503+0.00011467i,0.0012272-0.00020887i,0.0011179-0.00043949i,0.00035579-0.00092647i,-9.1791e-05-0.00076723i,-0.00018436+0.00016081i,0.00029045+0.00044056i
-0.00048881+0.0016171i,-0.00013125+0.0016934i,0.00065796+0.0010301i,0.0014908+0.00069065i,0.0013748+0.00084794i,0.0010855+0.001283i,0.00061537+0.00086313i,0.00023363-0.00032725i,-0.00011553-0.001213i,7.0642e-05-0.0009631i,0.0005769-0.0006744i,0.0003271-0.00048049i,-0.00020793-0.0010174i,-4.3225e-05-0.0012576i,-0.00051178-0.00051237i,-0.0015758-8.5608e-05i,-0.0010846-7.6891e-05i,0.0003051+0.0003657i,0.0013201+0.00038751i,0.00095677+0.00028766i,-5.8438e-05+0.00059314i,-0.00030764+0.00073847i,-0.00059791-4.9541e-05i
-0.0010192-0.0016488i,-0.001234+0.00029896i,-0.0011642+0.00104i,-0.00046446+0.0002417i,0.00028887+0.0002648i,0.00077285+0.0010452i,0.0011653+0.0011787i,0.00093376+0.00063521i,0.00057581+0.00021183i,-4.1017e-05+8.0253e-05i,-0.00016333-3.2944e-05i,0.00037371-0.00033838i,0.0008998-0.00079432i,0.0011585-0.0003266i,0.0010006+0.00027377i,0.00070643+8.8158e-05i,0.00037998+0.00068351i,3.3447e-05+0.0015005i,-0.00028622+0.0014146i,6.6966e-05+0.00070012i,0.000528+0.00058801i,0.00024422-0.00011329i,-0.00016509-0.00095925i
-0.0016571+0.0019006i,-0.00065887+0.0032046i,0.00029899+0.0023327i,0.0011891+0.00040115i,0.0013118-0.00017844i,0.00029746-0.00024922i,0.00033031+5.1281e-05i,0.00083825+9.2844e-05i,0.0009723-0.00052836i,0.00056668-0.0010446i,0.0001002-0.00048504i,6.2266e-05-0.00033437i,-0.00036894-0.00079972i,-0.00054579-0.0006151i,2.1834e-05-0.00017143i,0.00073518+0.00027865i,0.00088974+0.00032904i,0.00059349+0.00023775i,0.00022969-2.6027e-05i,-0.00047885-0.0012612i,-0.00053121-0.0013841i,-0.00039897-0.00094729i,-0.00058426-0.00016582i
-0.00095801-0.00048741i,-0.00090768-0.0012988i,-0.00087159-0.0014016i,-0.00019142-0.00076221i,0.00058434+0.00060748i,0.00048424+0.0012789i,0.0012154+0.00079972i,0.0013403+0.00052919i,1.2235e-05-0.00016019i,-0.00026951-0.00014328i,0.00060135+0.00012258i,0.0014825+4.0841e-05i,0.0012869-4.8448e-05i,0.00029904-0.00025982i,3.9337e-05-0.00057355i,0.00044525-0.00020483i,0.00015451+0.00063654i,-0.00034458+0.00081587i,-0.00055618-0.00017377i,-0.00044515-0.0001616i,-7.2683e-05+0.00055208i,0.00047399+0.00057219i,0.0006697+0.00063796i
-0.0013566+0.0022614i,-0.00033665+0.002954i,0.0015525+0.0032612i,0.0018924+0.0023445i,0.0018923+0.0013628i,0.001583+0.0018176i,0.00072462+0.0018679i,0.00012456+0.00076361i,-0.00031953+0.00062662i,0.00052507+0.0002859i,0.00057399-0.0003301i,-9.867e-05-0.00013424i,0.00018487+0.00018286i,-8.8587e-05+0.00034426i,-0.00050742-2.9716e-05i,-0.0012866-0.00064493i,-0.0014589-0.00070691i,-2.4051e-05-0.00068079i,0.00060958-0.00058767i,0.00056803-0.00033807i,9.9213e-05-0.00016079i,-0.00064754-0.00022402i,-0.0001894-5.5415e-05i
