-0.0018402+0.00021961i,-0.0017832-9.7391e-06i,-0.001406+4.574e-05i,-0.0013294-0.00079964i,-0.0013962-0.001405i,-0.0018146-0.00038763i,-0.0017917+0.0010219i,-0.0014327+0.0019646i,-0.00076539+0.0019768i,0.00039012+0.0016912i,0.0016165+0.0011101i,0.0013437+7.0901e-05i,0.00036903-0.00099253i,-3.9907e-05-0.00096902i,-0.00012044-0.00050678i,9.6153e-05-0.00029361i,0.00046475-0.000139i,0.0004882-0.0004018i,7.1128e-05-0.00044263i,-0.00010837-0.00075826i,-0.00018736-0.0011722i,-0.00011404-0.00059337i,0.00025816-0.00026785i
-0.00035268+0.00041406i,0.00041531+0.0012693i,0.00059356+0.0012452i,0.00057134+0.00035993i,0.0010481-0.00069323i,0.00023392-0.0016805i,-0.0008619-0.0011481i,-0.0013155+0.0001204i,-0.0012366+0.00011618i,-0.00095067-0.00039847i,-0.00034149+0.0001743i,0.00025973+0.00045082i,0.00096213+0.00057902i,0.0012158+0.00035525i,0.0011194+0.00057687i,0.00072341+0.00064063i,0.00032353-3.9722e-05i,0.00053317-0.00017459i,0.00053642+0.00011501i,1.7682e-05-0.00013249i,2.4499e-05-0.00065609i,0.00097152-0.00056254i,0.00080212-0.00033165i
0.00030633-5.2194e-06i,0.00019709-0.00019297i,5.6009e-05-0.00016843i,0.00037588-7.5073e-05i,2.6774e-05+0.00076273i,-0.00055601+0.0012856i,-0.00083973+0.00039343i,-0.0010624+0.00056012i,-0.00089055+0.0011633i,-0.00064176+0.00064599i,-0.00061799+0.00033305i,-0.00054782+6.5756e-05i,-0.00070963+0.00041139i,3.2675e-05-8.8373e-05i,0.0012346-0.00098509i,0.00083524-0.001009i,4.2186e-05-0.00076355i,0.0002443-0.00019822i,0.00052639-0.00025103i,-0.00026744-0.0003207i,-0.00070978-7.7623e-05i,-9.2393e-05+0.00017435i,0.00071894+0.00069934i
0.00012597+0.00065696i,-9.8107e-06+0.00011512i,-0.00014959-0.0002559i,0.00047773-0.00018565i,0.00074102-0.00096853i,-0.00039376-0.0016562i,-0.00065112-0.0018i,-7.9838e-06-0.001357i,0.00031935-0.00022106i,9.9857e-05+0.0007832i,-1.3187e-05+0.0010961i,8.5198e-05+0.00097425i,0.00037209+0.00044832i,0.0011491+0.00029261i,0.0018413+0.00031114i,0.0015335+0.00024896i,0.00049507+0.00037554i,8.5794e-05+0.00019891i,6.7236e-05-0.00018281i,-0.0002518-0.0001315i,-0.00061744-0.00022526i,-0.00065182-0.0009254i,9.5869e-05-0.0012037i
-0.00011556-0.0013946i,0.00024506-0.0015298i,-0.0001719-0.00012457i,-0.0010858+0.0010431i,-0.001141+0.0013877i,-0.00077592+0.0010438i,-0.0010232+0.0007328i,-0.00020197+0.0004797i,-3.608e-05+0.00089459i,-0.00075089+0.0010177i,-0.00050407+0.00026448i,1.6703e-05-0.00020603i,0.00022279-0.00021959i,0.00032713-0.00060763i,0.00068945-0.00063499i,0.00021262-0.00032242i,-0.00054975+0.00017956i,-0.00010328+0.00074885i,0.00040718-3.8105e-05i,0.00040795-0.00026708i,0.00058514+7.0024e-05i,0.0009656-0.00031897i,0.00076699-0.00056821i
-0.00073942+0.0012392i,-0.00016365+0.00070453i,0.00047417+0.00093023i,0.00088788+0.00025306i,0.0016738-0.00057724i,0.0011838-0.0001319i,0.00028646+0.00017587i,-0.00076195-0.00012936i,-0.0010866+6.8855e-05i,-0.00075928+0.00072902i,-0.00044044+0.0010474i,1.9044e-05+0.0012175i,-2.9799e-05+0.0010565i,0.00022417+0.00091721i,0.00067517+0.00081819i,0.00050484+0.00066885i,0.00057111+0.0004237i,0.00088796+1.8716e-05i,0.00046233-0.00019783i,-0.00050657-0.00078039i,-0.0012778-0.00036294i,-0.0012242+0.00020902i,-0.00047909+0.00039253i
-0.0012147+0.00062414i,-0.0011359+0.00092735i,-0.00049319+0.0015758i,0.00048764+0.0015427i,0.00093301+0.00042669i,0.0010853-0.00038184i,0.00034982-0.00040855i,0.00013433+0.00010702i,-0.00013813+0.00049174i,-0.00038286+0.00056716i,-0.00022409+0.00014138i,-3.084e-05+0.0002869i,0.00064779-8.7695e-05i,0.00029653-0.0010191i,-0.00024909-0.0012255i,0.0007563-3.1792e-05i,0.00038363+0.00048864i,-1.127e-05-0.00059908i,0.00026061-0.00090778i,-0.00037821-0.0004626i,-0.00045729+1.8841e-05i,0.00040002+0.00017581i,0.00024201+1.2119e-06i
-0.0012035+0.0014952i,0.00039755+0.0011239i,0.00069046+0.0009673i,0.00062183+0.00041372i,0.00032883-0.00092243i,-6.3966e-05-0.0014905i,-0.00038689-0.00071417i,-0.00037139+7.7389e-05i,-0.00052507+1.0349e-05i,-0.00033375+9.2662e-05i,0.00028483+0.00025025i,5.1584e-05+0.00049106i,-0.00064643+0.00092612i,-0.00033288+0.00099329i,-0.00044914+0.000902i,-0.00014609+0.0012535i,0.0010173+0.0015543i,0.000647+0.00068933i,5.4384e-06-0.00060575i,-0.00035822-0.00071661i,-0.00036453+9.3131e-05i,-0.00072735+0.00047193i,-0.00066635+0.0002026i
0.00077095-0.000171i,0.00013574-0.00084647i,5.6853e-06-0.00087202i,-0.00039298-0.00071804i,-0.00029094+0.00021227i,0.00047985+0.00040926i,0.00039232+6.8724e-05i,-0.00014308-0.00012587i,-0.00041424-0.00017659i,-0.00031685+2.9964e-05i,0.00010172-0.00012918i,-0.00032618-0.00018886i,-0.00030635-0.00013298i,0.0002052-4.3106e-05i,0.00069279-0.00015227i,0.00058572+0.00038078i,-0.00030728+0.00080217i,-0.00024304+0.00045828i,0.00063937+0.00058086i,0.00012722+0.00054652i,-0.00037342-0.00052093i,-0.00072519-0.00071744i,-0.0004391-0.00028831i
9.4606e-06+0.0016178i,-0.0010278+0.00069852i,-0.0015832+0.00085409i,-0.00044096+0.0015133i,0.00065956+0.00040309i,0.00047853-0.0010083i,-0.00061442-0.00083522i,-0.0011577-0.00064472i,-0.0010181+0.00016842i,-0.00082756+0.00053385i,7.2629e-05+0.00031613i,0.00016939-0.0004459i,0.00021488-0.00083895i,0.00046848-0.0001812i,0.00038424+0.00054304i,0.00049533+0.00060878i,0.00044697+0.00021512i,-0.00011408+0.00020847i,-0.00020096+7.4701e-05i,0.00019287-0.00027986i,-0.00025448+0.00020202i,-0.00028538+2.6427e-05i,0.00017056-0.00018764i
3.7395e-05-0.00077225i,-2.6551e-05-0.00054944i,0.00041634-0.00013483i,0.0013594+0.00021465i,0.0013604-0.00041259i,0.00062183-0.0010078i,-2.7763e-05-0.00024852i,-0.0007937-1.5316e-06i,-0.00057387-0.00057057i,0.00043992-0.00034795i,0.00010027+0.00022039i,-0.00072292+0.00084582i,-0.00035506+0.0011323i,9.4787e-05+0.0012505i,0.0012661+0.00037663i,0.0014644-0.00056427i,0.00079101+0.00025004i,0.0006019+0.00093106i,0.00045639+0.00087215i,0.00060457-0.00020028i,0.0010502-0.0011139i,0.0011103-0.0010569i,0.00066032-0.0011188i
-0.00076931+0.00071523i,-0.00082722+0.0012623i,-0.0010363+0.0013192i,-0.0011508+6.3507e-05i,-0.00028262-0.0005938i,0.00046045-0.00078517i,0.00025566-8.9755e-05i,-0.00027767+0.00038704i,-0.00052907+0.0006884i,-0.00011092+0.0013976i,-0.00042332+0.001218i,-0.00096095+0.00044559i,-0.00015968+0.00014812i,0.00058177-0.00021867i,0.00063895-3.8151e-05i,0.00016497+0.00085309i,-0.00021102+0.0010238i,0.00020517+0.0002932i,0.00083671+0.00019353i,0.00060168+0.00060932i,0.00064752+0.00072048i,0.0013754+0.0004839i,0.00060772+0.00023202i
-0.00037908+0.0012299i,-0.00033647+0.0012472i,0.0017137+0.0022887i,0.002965+0.0016222i,0.0023206-0.0004968i,0.0014296-0.0014063i,0.00098604-0.0018378i,0.00090383-0.0019072i,0.00054286-0.00099267i,-0.00041714+0.00014447i,-0.00052101+0.00048879i,0.00014826+0.0010012i,9.7765e-06+0.0010651i,-9.2599e-05+0.00020298i,0.00031503+0.00028511i,-0.00010386+0.0010345i,-0.00044821+0.00083003i,-0.00021229-0.00014373i,0.00030494-0.00020357i,0.0008042-0.00021037i,0.00067503-8.7138e-05i,0.00087229-7.1348e-05i,0.0012943-9.6813e-05i
-0.0023298+0.0012929i,-0.0012063+0.0014016i,-0.00062588+0.0023576i,-7.5347e-06+0.0020622i,0.00097457+0.0018577i,0.0008346+0.0010121i,-2.3034e-05-0.0005104i,-0.00036852-0.00027167i,-0.00066832+0.00057401i,-0.00017865+0.00080274i,0.00087965+0.00061495i,0.00031817+0.00030559i,-0.0007521+0.0004071i,-0.0014368+0.00087104i,-0.00096639+0.00070017i,0.00014752+0.00050323i,0.00019363+0.00074836i,0.00042604+0.00080294i,0.00088843+0.00036706i,0.00043196-0.00010488i,-0.0004829-0.00057765i,-0.00053757-0.00083345i,8.7175e-07-0.00039256i
-0.0021811-0.00053019i,-0.0018437-0.00023534i,-0.0023153+0.00046808i,-0.0012097+0.0014847i,0.00019799+0.0010277i,0.0012551+7.3241e-06i,0.0010402-0.00034819i,-0.00014708-0.00037312i,-0.00088413-0.00045878i,-0.0006561-5.2198e-05i,0.00038376+0.00059073i,0.00036798+0.0003485i,6.1666e-06+7.4745e-05i,-0.00032081+0.00018449i,-0.00047826+0.00036711i,0.00045487+0.00024771i,0.00082463+1.4542e-05i,0.00038001-0.00010166i,-0.00021489-0.00021646i,-0.00026176-8.0343e-05i,0.00054697+0.00056242i,0.0014339+0.00078448i,0.0012518+0.0002588i
-0.00058681-0.00074164i,-0.0001543-0.00026396i,-0.00079286-0.00011249i,-0.0017698+0.00030049i,-0.00085962+0.0005286i,0.0003653+0.00024528i,0.00088977-3.5564e-05i,0.00086509-0.00037998i,5.6391e-05-4.6126e-05i,-0.00082056+0.0011462i,-0.00076112+0.0014057i,-0.00042987+0.0011243i,5.0511e-05+0.00095339i,0.00027348+0.0010583i,3.1008e-05+0.00085848i,0.00062808+0.00074127i,0.0013745+0.00012367i,0.0014504-5.5782e-05i,0.00084651+0.0007932i,0.00038896+0.00097097i,0.00070825+0.00036493i,0.00098926-6.9817e-05i,0.00055349+0.0003849i
0.00054182-7.4577e-05i,0.00049563+0.00080164i,0.00093613+0.0014241i,0.0017457+0.00095163i,0.0013561-6.4789e-06i,-0.00035719-0.00069844i,-0.0012558-0.00026571i,-0.00086393+7.673e-05i,-0.0001674-0.00011016i,0.0010994+0.00025025i,0.001499+0.00075865i,0.00089193+0.0006901i,0.00022896+6.783e-06i,0.00036529-0.00041652i,0.0013451+0.00062323i,0.00078771+0.0016322i,1.6219e-05+0.00041854i,-0.00031864-0.00065811i,-0.0006059+0.0002566i,-0.00057215+0.00054946i,-0.00055896-0.00027888i,0.00033418-0.00057044i,0.00070014-0.00023466i
-0.00094931-0.00031994i,-0.0011083+0.0008032i,-0.0013048+0.0010935i,-0.0008392+0.0013639i,-7.4865e-05+0.0015916i,0.00097459+0.00033021i,0.00092451-0.00094397i,0.0001081-0.00097811i,-0.00030144-0.00060629i,-0.00046154+0.00043213i,-0.00023859+0.00061411i,0.00053815-0.00035747i,0.00040389-0.00035459i,0.00018515+0.00040537i,0.00038321+0.00037747i,0.00065748-4.8059e-05i,0.00044546-2.8459e-05i,-2.4579e-05+2.0615e-05i,7.3289e-05-0.00057235i,-0.00058242-0.0010204i,-0.00055312-0.00082926i,9.3436e-05-0.00036073i,-0.00047285-0.00031048i
-0.0014703+5.6273e-05i,-0.00041275+0.00096152i,0.00070185+0.0021872i,0.0013544+0.0026004i,0.0018853+0.0014627i,0.0015815-0.00096585i,0.0004894-0.0016213i,-0.00013854-0.0010051i,-0.00041049-0.0006945i,-0.0005304-0.00034836i,-0.00017416-0.00013754i,-2.3755e-05-4.0883e-06i,9.4212e-05+0.00038477i,0.00048232+0.00032373i,0.00037271+9.578e-05i,0.00060169-0.00033477i,0.00097944-0.00090385i,0.0006409-0.00031511i,0.00028641-0.00062516i,0.00052082-0.0018496i,0.00080947-0.0016861i,0.0011475-0.00064506i,0.00072541+0.00038085i
-0.00015016+0.00052821i,-0.00056215+0.00033765i,-0.00067073+0.0003503i,-0.00037206+0.00035225i,-0.00015414+0.00045398i,6.0194e-05-0.00010627i,4.0981e-05-0.00044063i,-0.00035595-0.00011546i,-0.00063229-0.00023994i,-0.00027015+0.00039048i,0.00072201+0.00016235i,0.0009651-0.00029118i,0.00066667-0.00012595i,0.00054797-8.2969e-05i,0.00058782+0.00017978i,0.00065293+0.0001404i,0.00094049+0.00078641i,0.001425+0.00093339i,0.0010975+0.00019312i,0.00038467-0.00058453i,0.00043958-0.0004297i,0.00040736-4.2131e-05i,-0.0004154-0.00056921i
-7.3432e-05+0.0011835i,0.00025754+0.00046259i,0.00044532-3.0256e-05i,0.00037908-0.00052558i,0.00070968-0.0012163i,0.00043394-0.0011888i,-0.00049006-0.00067669i,-0.0009127-0.00080602i,-0.00035532-0.00096019i,0.00026653-0.00058142i,0.0010879-0.00030395i,0.00080571+0.00031612i,-0.00021745+0.0014776i,0.00034138+0.0011235i,0.0014241+0.00020592i,0.0016188+0.00036546i,0.0014284+0.00062873i,0.0012747+0.00053116i,0.00097409+0.00018643i,0.0011779-0.00041338i,0.00098125-0.00056128i,0.00046084-0.00014501i,-0.00058733+9.0266e-05i
-3.8922e-05-0.0007799i,0.00041882-0.00018805i,0.0001507+0.00086536i,0.00019735+0.00077699i,0.0012172-0.00043926i,0.0015565-0.0016911i,0.0010008-0.0013901i,0.00085299-0.00079686i,0.00052319-9.8093e-05i,-0.0001716+0.00018713i,0.00032233-6.3741e-05i,0.00059923+0.00020401i,1.846e-05+0.00028891i,-1.171e-05+0.00047876i,-0.00050941+0.00085441i,-0.00024657+0.0010261i,0.00090707+0.00043513i,0.0011974-5.5901e-05i,0.0005614+3.5587e-05i,8.0139e-05+0.0003087i,-0.00032607+0.00057198i,-0.00033997+0.00028411i,0.00016876-0.00022109i
-0.00039564-0.00051141i,-0.00076775-0.00017821i,-0.00099273+0.00024322i,-0.0010033+0.00030257i,-0.0011935-0.00031898i,-0.0010336-0.0006454i,-0.00035727-0.0005934i,-0.00036657-0.00063242i,-0.00036591-0.00010581i,-0.00041318+0.000756i,-0.00049801+0.00099392i,-0.00014539-1.7544e-07i,0.00053301-0.00018247i,0.00057765+0.00077758i,0.00031578+0.00076692i,0.00051107-0.00050313i,0.00067325-0.00068344i,0.0008297-5.7898e-06i,0.0004708+0.00024409i,0.0001444+2.4282e-05i,-0.00024171-0.00022032i,-0.00062945-0.00053446i,-0.00012017-0.00082211i
0.0013396-0.00048518i,0.00037192-0.00022767i,-0.00057321+0.00029609i,-0.0003881-2.7574e-05i,-0.00033385-0.0014289i,-0.00021427-0.0022078i,8.2043e-05-0.0013071i,-0.00050711-0.0012466i,-0.0012231-0.0014594i,-0.00064484-0.00073983i,2.4249e-05+0.00013563i,0.00016865+0.00060387i,0.00042899+0.0001928i,0.00040757+5.6148e-05i,0.00029309+0.00037277i,0.00068225+0.00041604i,0.0009898+4.3516e-05i,0.00072033+5.2042e-06i,-3.8406e-05+8.896e-06i,-0.00069651-0.00013302i,0.00016032-0.00029397i,0.000507-0.00035288i,0.00015152+5.8477e-05i
0.00036897+0.00040657i,0.00046646-0.0010888i,0.00087224-0.0021279i,0.00049957-0.0013029i,0.00044723-0.00066859i,0.0003324-0.0011554i,0.00083016-0.00089382i,0.0009958+0.00024173i,0.00050667+0.00058155i,-0.00022286+0.00044967i,-0.00038789+0.00054131i,1.0562e-05+0.00097157i,0.00014342+0.00060919i,-0.00011168+0.00024691i,0.00028692+0.00067978i,0.00074087+0.00050801i,0.00097741+0.00034389i,0.00094948+0.00071555i,0.00015765+0.00033546i,-4.6506e-05-5.3644e-05i,-4.7088e-05+0.000249i,0.0004941-0.00024398i,0.00033414-0.0006166i
-0.00071413+0.00039314i,-0.00047979+0.00043636i,0.0001672+0.0010911i,0.00069957+0.00077137i,0.00097475-0.00054184i,0.00046606-0.0014068i,2.9173e-06-0.0016569i,-0.0004877-0.00044987i,-0.00069331+0.00080141i,-0.00070072+0.000643i,-0.00051889-0.00037699i,-1.2884e-05-0.00081991i,-8.5557e-05-0.00023316i,-0.00047036+0.00047468i,-0.00049994+0.00086792i,-0.00034464+0.00010828i,-0.00013138-0.00035412i,0.00046006+4.7883e-05i,0.00050824-9.8748e-05i,-0.00054111+0.00020496i,-0.00098617+0.00049925i,-0.00019415+0.0005045i,0.00016503+0.00096806i
-0.00074267+0.0015436i,0.00039947+0.00056787i,0.0014391+0.0010844i,0.0014048+0.0010746i,0.0012721+0.00060149i,0.00093753+0.00041486i,-5.189e-05-0.00043705i,-0.00060485-0.00074458i,-0.00074365+1.117e-05i,-0.00053404+0.00083653i,8.4035e-05+0.00074331i,0.00030467+0.00025746i,-2.4663e-05+4.7232e-05i,-3.5e-05+0.00020481i,0.00020869+0.00022196i,0.0002396+0.00037847i,0.0003541+0.00060408i,0.00042761+0.00036622i,0.00026203-7.2574e-05i,0.0006715-0.00071064i,0.0007984-0.00073533i,2.1343e-05-0.00046888i,-4.8665e-05+1.7329e-05i
0.00019318+0.00024558i,0.00065347+0.00074335i,0.00053378+0.0010184i,0.00059432-4.5706e-05i,-8.5591e-05-0.00044054i,-0.00097057-0.00017186i,-0.00091194-0.00027206i,-0.0017177+0.00011576i,-0.0016885+0.00082808i,-0.00088054+0.0010509i,-0.00011382+0.00083408i,-0.000147+0.00038735i,0.00028087-0.00010187i,0.00096463+2.4235e-05i,0.00083704+0.00059319i,0.00025979+0.00065582i,0.00013557+0.0009101i,0.00059608+0.00039095i,0.00064615+0.00021804i,-6.5176e-05+0.00034385i,0.00027311-0.00019307i,0.00089843-0.00052504i,0.00084565-0.00014487i
-0.00020945+0.00094293i,0.00021586-0.00059885i,0.0010993-0.0011684i,0.0022139-0.00019998i,0.0016966-0.0001213i,-0.00018928-0.0014263i,-0.0014243-0.0018124i,-0.0013752-0.0014038i,-0.0010435-0.0014544i,-0.00074569-0.00064206i,-0.00041908+0.00045375i,-0.00061358+0.00089671i,-0.00039913+0.0013114i,0.00082298+0.00079269i,0.0011454+0.00074934i,0.00055363+0.00050329i,0.00071343-0.00017281i,0.0014919-0.00067132i,0.0010233-0.0010986i,0.00016895-0.00026086i,-0.00031043-0.00022969i,-0.00060559-0.00081194i,0.00021607+1.836e-06i
-0.00096618+0.0012123i,0.00044754+0.00097517i,0.0011681-0.00012326i,0.00098427-0.0012335i,0.0011025-0.00093889i,0.0013062-0.00084926i,0.0012647-0.00065594i,0.00077946+0.00027993i,0.00047248+0.00072261i,0.00015667+0.00053559i,-2.7456e-05+0.00024951i,0.00025493-7.3883e-05i,-8.7811e-05-0.00030308i,-0.00044082+0.00034927i,-0.00035312+0.00073868i,0.00071248+0.00079065i,0.0012221+0.00098762i,0.00085452+0.00080167i,0.00041541+0.00061924i,-8.7694e-05+0.00058763i,-0.00020081-0.00016635i,-0.00026702-0.0009248i,0.00019082-0.00069862i
-0.00026309+0.00053977i,-0.00038405+0.00084104i,-0.00012603+0.0014064i,0.00074678+0.0009418i,0.0012684-0.00041891i,0.0010079-0.00061424i,-0.00018705-0.00050338i,-0.0011944-9.7545e-06i,-0.0014171+0.0018373i,-0.0015434+0.0024832i,-0.0014715+0.0015551i,-0.00019861+0.00027717i,0.00029598-0.00016504i,-2.1178e-05+0.00063131i,0.00065459+0.001174i,0.0013315+0.00068436i,0.00095324-0.00019179i,0.00040178-0.00063803i,0.00020882-0.00089741i,6.4921e-05-0.00051667i,0.00068604+2.1035e-05i,0.00044211+1.3031e-05i,0.00029354+0.00015319i
3.3164e-05-0.0017804i,-0.00067134-0.0014521i,-0.0010611-0.00035602i,-0.00042907+0.00055373i,-0.00084179+0.00075056i,-0.00093281-0.00016858i,-0.00041935-0.00079202i,-0.00042198-0.00031184i,-0.0013263-0.00026212i,-0.0011224-0.00064371i,-0.0006651-0.00034666i,-0.00044468+0.0001934i,-7.328e-05+0.00050212i,0.00013098+0.00083771i,0.00022998+0.00080717i,-1.816e-06+0.00065724i,0.00016535+0.00066731i,0.00032733+0.00044753i,-0.00019831-0.000281i,-0.00084533+0.0002958i,-0.0010883+0.00038589i,-0.00081659+0.00022692i,-0.00026961+0.00027292i
0.00084908-0.0009624i,0.0007197-0.00041188i,0.00017345-0.00017477i,0.00045087+0.00041948i,0.00030577-0.00041469i,3.861e-05-0.0014635i,0.00026623-0.00022255i,-0.00029193+0.00077383i,-0.00038094+0.00071457i,-3.0498e-05+0.00053729i,0.0002039+0.00099082i,0.00025179+0.00062139i,0.00011635+1.3801e-05i,0.00061218+5.8342e-05i,0.00093081-2.5196e-05i,0.00078057+0.00036747i,0.0011+0.00043971i,0.0012762+0.00029772i,-1.2895e-05+0.00024994i,-0.00095145-0.00054684i,-0.0010187-0.00097088i,-0.00093727-0.00085034i,-0.00024152-0.00042855i
-0.0013796+8.346e-05i,-0.0016737+0.00030163i,-0.0013031+0.0007316i,-0.00060655+0.0012711i,0.00032574+0.00098922i,0.000722+0.00080409i,-1.0988e-05+0.00018806i,-0.0005211+0.00010426i,-1.1339e-05+0.00079519i,-0.00029656+0.00066988i,-0.00053692-8.0969e-05i,0.0003991-0.00059739i,0.00048649-0.00071691i,-0.0001208+0.00033786i,-0.00024244+0.00090844i,0.00037759+0.00065574i,0.00075074+0.00049238i,0.00061482+0.0002261i,0.00054092-0.00046305i,3.5781e-05-0.00083962i,-0.00015244-0.00024687i,-2.1765e-06+4.2107e-05i,-0.00011287-0.00011695i
-0.001613+0.00085423i,-0.0018656+0.00050894i,-0.001718+0.00056749i,8.8276e-05+0.001858i,0.0021291+0.0019629i,0.0020872+0.00057547i,0.00012806+3.1906e-05i,-0.00086134+0.00011237i,-0.0011518-3.5859e-05i,-0.00039594+3.4331e-05i,0.00069813+0.00064253i,0.0010287+0.0012809i,0.00058998+0.00046524i,0.00017008-0.00035009i,0.00039504+0.00011987i,0.0007934+0.00038917i,0.00054697+0.00010612i,0.00041106-2.8101e-05i,0.00032818-2.7232e-05i,8.8071e-05-0.00031714i,0.00050561-0.00051087i,0.00081172+0.00035029i,0.00051172+0.00052652i
0.0010746+0.00031616i,0.00069438-0.00077027i,0.00067992-0.00051734i,-4.2067e-05+0.00027864i,-0.00082077-1.584e-06i,-0.00035-0.00078381i,-3.6194e-06-0.00022744i,-0.00025004+0.00036088i,-0.00051952+0.00027198i,-0.00060061-3.0745e-05i,-0.00042024+0.00036865i,-0.00024102+0.00056483i,0.00062138+0.00022307i,0.001168+0.00077984i,0.0003619+0.0011616i,-0.00030572+0.00095807i,-2.1426e-05+0.00027147i,0.00059199-0.00064276i,0.00092454-0.00028788i,0.00050284-1.6588e-05i,-0.00012665-0.00060153i,-0.00026452-0.00095171i,-0.00030541-0.00054771i
0.00023015-0.00018253i,0.00031272-0.00012324i,0.00020975+0.00018219i,-0.0001541+0.00010776i,-9.8789e-05-0.00018273i,0.00042206-0.00031483i,0.00059324-0.00041883i,0.00021342-0.00098277i,-4.681e-05-0.0012405i,-0.00046394-0.00032218i,-0.0011422+0.00047551i,-0.00069205+0.00049863i,-0.00012994+0.00040982i,0.00013742-2.0773e-05i,0.00018425+0.00012616i,-0.00016299+0.00048665i,0.00026764+0.00032011i,9.1747e-05+0.0001364i,-0.00015747-0.00049464i,3.9962e-06-0.00026566i,0.0004605+0.00011729i,0.00060149+0.00032171i,-6.8445e-05+0.00029505i
-0.00036313-0.00017262i,-0.00076729+0.00028207i,-0.00050203+0.00059425i,-0.00036008+0.0013987i,-0.00029701+0.0011084i,-0.00014349-5.2913e-05i,-0.00070419-0.00021i,-0.0016986-6.7874e-05i,-0.0012386-0.00028747i,-0.00091259+8.1996e-05i,-0.00061714+0.00072046i,0.0002206+0.00053271i,0.00022301-5.9586e-06i,-0.00026234+0.00017456i,-0.00014158+0.00063416i,0.00055544+0.0010973i,0.00054179+0.0010805i,0.00018061+0.00027395i,9.5034e-05+0.00018226i,0.00021471+0.00012111i,0.00017754-6.6365e-05i,5.3555e-05+0.00059391i,0.00047774+0.0012176i
0.0011039-0.00026545i,0.0017973-0.0010272i,0.0023512-0.0013223i,0.0015644-0.00074525i,0.0012705-0.00083715i,0.0002706-0.0010462i,-0.00043564+7.9287e-05i,8.577e-05+0.00031601i,0.00033717-0.00052839i,0.00064384-0.00074352i,0.00091781-0.00048557i,0.00029522-0.00056109i,-0.000197+9.789e-06i,-0.00032597+0.00086144i,0.00065156+0.00087164i,0.0011963+7.6354e-05i,0.00092867-1.877e-05i,0.00070647+0.0001924i,0.00056766+3.1135e-06i,0.00078998+6.4633e-05i,0.00045655+0.00018817i,8.0317e-05+0.00023266i,-2.0564e-05-0.0001774i
-0.0013159-0.00093457i,-0.00058042+0.00026122i,-0.0011248+0.0012176i,-0.0012695+0.0016954i,-0.0008726+0.0016652i,-0.00029774+0.00051469i,2.8239e-05-0.00016933i,-5.2592e-05-9.8904e-05i,-0.00070093-0.00028961i,-0.0010686-0.00021541i,-0.00075078-0.00034784i,-0.0011185-0.00056527i,-0.00072076-0.00061447i,0.00031667-0.00057996i,0.00080058-5.9632e-05i,0.00046418+5.6267e-05i,-0.00028323-0.00067567i,-0.00018424-0.0014119i,0.00042156-0.00094279i,0.00096613-0.00022148i,0.0013575+0.00086298i,0.001139+0.00095027i,0.00082086-0.00025379i
-0.00088338+0.00052412i,-0.0004876+0.00016469i,0.00063051+0.00062807i,0.0008059+0.00034561i,0.00045868-0.00077609i,0.00082385-0.0016276i,0.00070305-0.0020825i,-0.00089102-0.0020405i,-0.0013047-0.0014989i,-0.00058348-0.00055416i,0.00024414+0.00025567i,0.00064333+0.0003164i,-0.00020962+0.00015189i,-0.00058683+0.00037198i,-0.00012333+0.00079614i,0.00025906+0.00061165i,0.00035169+0.00023842i,0.00030692+0.00023322i,6.1854e-05-0.00024547i,0.00040891-0.00035655i,0.00062534-0.00014959i,0.00055938-0.00034229i,0.00048968+0.00012226i
-0.00041236-0.00023556i,-0.0001408-0.00036396i,-0.00036718+0.00022124i,-0.00071931+0.00077951i,-0.00019624+0.0010775i,0.00063098+0.0002923i,0.00026188-0.00068192i,-0.00025584-0.00044708i,-0.00024329-0.00015948i,-0.00014358-0.00038348i,0.00035121+0.00050465i,0.00030345+0.0010244i,-0.00039767+0.00039878i,-0.00032381-9.5561e-05i,-0.00017012+0.00037734i,0.00029761+0.0010191i,0.0012157+0.0011369i,0.00084398+0.00048259i,0.00030541-2.9382e-05i,-0.00028032-0.00017285i,-5.2857e-05-0.00016497i,0.00064369-0.00026542i,0.000505-0.00032508i
-0.0018131+0.00043635i,-0.0019918+0.0010115i,-0.0014348+0.0023121i,-0.00053423+0.0026052i,0.0005259+0.00056104i,0.0013471-0.0013065i,0.0011822-0.0016928i,0.00040614-0.00083482i,-0.00045499+0.00033856i,-0.00063706+0.00084656i,-0.00052946+0.00091477i,-0.00056588+0.00078805i,7.3509e-05+0.00083981i,0.00029327+0.0013308i,0.00027338+0.0008186i,0.00036079+8.4491e-05i,0.00019107+3.2021e-05i,0.00031771-0.00023866i,0.00022056-0.00059062i,0.00023047-0.00029161i,9.391e-05+0.00019824i,-1.3748e-05+0.00032379i,-0.00030921+0.00058606i
