-0.00015186+0.00022867i,0.0015567-0.00063041i,0.00091026-0.0020645i,0.00033215-0.0020604i,-0.00082622-0.00093774i,-0.001838-0.00013046i,-0.0009245+0.00091527i,0.00081705+0.0020315i,0.0017271+0.0023054i,0.0020291+0.0014385i,0.0018459-3.4095e-05i,0.00085417-0.00018981i,4.1407e-05-0.00010248i,0.00017091+0.00011421i,-2.5013e-05+0.00087635i,-0.0011007+0.00092816i,-0.00083815+0.00095816i,-6.0397e-05+0.00098123i,-0.00021651+0.00056521i,-0.0004882+0.00064261i,5.94e-05+0.00053582i,0.00087791+2.7925e-05i,0.00074827+6.9904e-05i
-0.0008009+0.0013099i,-0.00071038+7.7773e-06i,-0.00052272-0.00087115i,-0.0013063-0.00049186i,-0.0020953-0.0014735i,-0.0019348-0.0022786i,-0.0017802-0.00047206i,-0.00022291+0.0013099i,0.001317+0.0005028i,0.0012971-0.00047654i,0.00080248-0.00032526i,0.00036595-3.4095e-06i,0.00056072-0.0003505i,0.00071098-0.00037i,0.0005818-0.0004014i,0.0005373-0.00092511i,0.00049247-0.0009154i,0.00041212-0.00076154i,0.00025959-0.0004813i,-0.00042679-0.00067836i,-0.00039817-0.0006851i,2.8858e-05+0.00054884i,3.504e-05+0.0011405i
0.00080126-0.00069061i,0.0009333-0.0010339i,0.00058528-0.0019648i,-8.5936e-05-0.0018434i,-0.00089505-0.0011087i,-0.0019136-0.00069708i,-0.0015329-0.0002368i,0.0004083+2.0643e-05i,0.0013341-0.00017661i,0.00065637-0.000212i,-4.9887e-05-0.00077951i,0.00026687-0.00066679i,0.00041449+8.906e-05i,0.00063101-0.00014704i,0.0010291-0.00029427i,0.0007923-0.00083227i,-0.00012179-0.0013577i,-0.0010586-0.0013248i,-0.0012141-0.00072611i,-0.00064069+1.0461e-05i,5.2934e-05+0.00059342i,0.00013485+0.0011205i,-0.00013296+0.0006482i
-0.002483-0.0017729i,-0.0031378-0.0015884i,-0.0027398-0.00046573i,-0.002591-0.00021394i,-0.0022451-0.00010209i,-0.0019315+0.00022027i,-0.00117+0.0008308i,0.0008243+0.00081172i,0.0019246-0.00011564i,0.0016058-0.00036395i,0.00072254-0.00074859i,-0.00020764-0.0012069i,0.00033571-0.00068764i,0.00062339-0.00064988i,-0.00030562-0.0011843i,-0.00044857-0.00075784i,8.7904e-05-0.00033716i,-0.00010537-0.0011081i,-0.00091003-0.001026i,-0.00023057+5.8809e-05i,0.00045241+0.00046515i,6.8496e-05+0.00022887i,-0.00056724-6.4746e-05i
-0.0016978+0.00046027i,-0.00090451+0.00033455i,-0.00075152+0.00076311i,-0.0009104+0.0010167i,-0.001935+0.00013053i,-0.0026952-0.00066656i,-0.0014639+8.3354e-05i,0.00043577+0.00067052i,0.0015081+0.00030457i,0.0018469-0.00053887i,0.0012349-0.0011588i,0.00038222-0.0011755i,0.00069442-0.0010374i,0.00089297-0.00074012i,0.00033533-0.00028807i,1.066e-05-0.00041713i,-0.00023175-0.0004653i,-0.0006801-0.00030618i,-0.00032649-0.0004828i,0.00087805+9.506e-05i,0.00089673+0.00043553i,0.000351-0.00015238i,-0.00027201-0.00058055i
0.0014263+0.0018002i,0.0011351-0.00016842i,0.0030787-0.0012515i,0.0023706-0.0023511i,2.5067e-05-0.0035761i,-0.0018149-0.0029997i,-0.0018219-0.00095758i,0.00058312+0.00043743i,0.0028157+0.00061871i,0.001993+5.9325e-05i,0.00044498-0.00059845i,-2.2504e-05-0.00026516i,-0.00037449+0.00046844i,-0.0003332+0.00032747i,9.5804e-05+0.00025802i,-5.7254e-05+0.00043795i,5.1132e-06+0.00016363i,9.8575e-05+7.661e-05i,-0.00050332+0.00018333i,-0.0004546+0.00036715i,3.6399e-07-0.00032388i,0.00012898-0.00074657i,-0.00020822+9.3914e-05i
-0.00098884-2.7775e-06i,-0.00029037+0.00058244i,-0.00047584+0.0015645i,-0.001425+0.0015275i,-0.002433+0.00063587i,-0.0019642+0.0001499i,-0.0015667+7.298e-05i,0.0002211+0.0005774i,0.0015461+0.00035248i,0.00082517-7.0898e-05i,0.00045807-4.7121e-06i,0.00070106-3.5251e-05i,0.00077361-7.7383e-06i,-0.00016629-0.00050906i,-0.00043256-0.0012281i,0.00034108-0.00060938i,0.00045801-0.00011371i,7.5086e-05-0.0008599i,-0.00026846-0.00091723i,-0.00023651-0.00057049i,-5.6772e-05-0.0002197i,-0.00010349+0.00021301i,-0.00031197-0.00031401i
-0.00089391-0.0010871i,-0.00037382-0.0012613i,-0.0002949-0.0017541i,-0.00061784-0.0019006i,-0.001835-0.0015009i,-0.0026013-0.0010399i,-0.0019736-0.00034871i,-3.0446e-05-0.0002249i,0.0013738-0.00060227i,0.0011459-0.00078033i,0.0005501-0.00052617i,-2.057e-05-0.00038566i,7.0019e-05-0.000303i,0.00052409+0.00029455i,0.00091421+0.00090158i,0.0010938+0.00023609i,0.00031717-0.0007013i,-0.00010446-0.00065801i,0.00025918-0.00013768i,0.00017162+0.00092563i,8.7417e-05+0.00076205i,0.00012321+6.6256e-05i,0.00057488-1.6178e-05i
-0.00037301-0.0011239i,-0.00074452-0.00076016i,-0.00072555-0.0011163i,-0.0011841-0.0010496i,-0.0014279-0.00097497i,-0.0013741-0.0014709i,-0.00099214-0.00052826i,5.4994e-05-0.00014291i,0.0015127-0.0010173i,0.002387-0.0013062i,0.0015732-0.0014164i,0.0010505-0.00092563i,0.0011397-0.00066302i,0.00098157-0.0006398i,0.00071436-0.00012413i,0.00018642-0.00012261i,-0.0001762-0.0010548i,0.00038927-0.00098289i,0.00040344-0.00026669i,-5.6023e-05+0.00035772i,-0.00026415-0.00030487i,-0.00011047-0.00071123i,-0.00020974+0.00063254i
0.00074697+0.00078376i,0.00048727-0.00014267i,0.00050419-0.0011693i,0.0002957-0.0016098i,-4.4498e-05-0.0020519i,-0.0012074-0.0012577i,-0.0014167+0.00059028i,9.6005e-05+0.001081i,0.0016055-1.8836e-05i,0.0014817-0.00076838i,0.0010555-0.0014601i,0.00055369-0.001246i,-0.00064619+0.00075421i,-0.0011953+0.0014122i,-0.00064915-0.00037327i,0.00077384-0.001074i,0.00080824-0.00010125i,3.896e-05+0.00011291i,-0.00033725-0.0003996i,-0.00065286-0.00075355i,-0.00051837-0.00015086i,-0.00041183+0.00030368i,-0.00044479+0.00070172i
0.00080034-0.00271i,-0.00047465-0.0025723i,-0.0013172-0.0024174i,-0.0035096-0.0019074i,-0.0057809-0.0015949i,-0.0051542-0.0011355i,-0.0025412+0.00013671i,0.00089134+0.0011042i,0.0027076+0.0012577i,0.0018376+0.0009778i,0.00054634+0.00062005i,0.00055989+0.00023573i,0.00091036+0.00026133i,-0.0001323+0.00030872i,-0.00030743-9.8694e-06i,0.00025458-0.00016557i,0.00017743+4.0789e-05i,-2.4648e-05+0.00041724i,-0.00060615+0.00026378i,-0.00025895+0.00018737i,1.4165e-05+0.00065254i,-0.00044277+0.00031495i,-0.000748-0.00050771i
0.0017025-6.1031e-05i,0.00051033-0.00034677i,-0.00090078-0.00060621i,-0.0014016-0.0014122i,-0.0014622-0.0025782i,-0.0023366-0.0021829i,-0.002578-0.00068689i,-0.00055011-9.594e-05i,0.0017755-0.00063674i,0.0015484-0.0014171i,-0.00060377-0.0016576i,-0.0009702-0.0013333i,0.0001514-0.00050088i,0.00015325+7.4718e-06i,0.00023418-0.00057256i,0.00033691-0.00098056i,-0.0002819-0.00086464i,9.4946e-05-0.0010545i,-0.00016307-0.00041662i,-0.00063225+0.0003883i,-0.00043944+0.00011995i,-0.0010283+0.00022912i,-0.0011798+0.00080544i
0.00012784+0.0012041i,0.00042875+0.0022261i,0.00029001+0.0010734i,-0.00019+7.0993e-07i,-0.001365-0.00036926i,-0.002929-0.001139i,-0.0025111-0.00075368i,-0.00028507+0.00075379i,0.0022297+0.00080748i,0.0022431+0.00022633i,0.00055737+2.9884e-06i,-8.9989e-05-0.00054452i,0.00013792-0.0010933i,0.00023871-0.0013489i,-0.00031294-0.0010521i,-0.00067058-0.00091893i,-0.00043284-0.00070591i,-0.00064243-0.00081885i,-0.00036347-0.00027974i,-2.8482e-05+0.00093897i,-0.00069464+0.0011622i,-0.00084896+0.00067411i,-0.00071288-0.00059769i
-0.0014643+0.00054654i,-0.0013989+0.0022588i,-0.0017145+0.0028111i,-0.00052525+0.0012959i,0.00041764+0.00053704i,-0.0003479+0.0003455i,-0.00060646+0.0002001i,0.00092926+0.00067457i,0.0017682-2.7679e-05i,0.0015292-0.00077392i,0.0016333-0.00050771i,0.0014494-0.00059068i,0.00083692-0.00055283i,0.0004584-0.00033237i,7.1547e-05-0.00067518i,0.00016026-0.0016962i,0.00038894-0.00094595i,-0.00010846+8.5424e-05i,-0.00035029-4.8004e-05i,-0.00019636-0.00031705i,0.00047997-0.0002666i,0.00070355+0.00018085i,0.0001352+0.00049412i
-0.00085336+0.00054694i,-0.00045802+0.0014977i,-0.0012989+0.00133i,-0.001683+0.00044616i,-0.0023361-0.0014825i,-0.0026236-0.0013885i,-0.001439-0.00022887i,0.00010506-0.00050194i,0.00071582-0.00017393i,-4.3334e-05+0.00040211i,-0.00028297+0.0001908i,-1.9041e-05-0.00046523i,0.00025765-0.00031957i,0.00056041+1.8749e-05i,0.00055666-0.00063832i,0.0004434-0.00088065i,4.2952e-05-0.00016305i,-0.00073945+0.00043256i,-0.00063325+0.00036618i,0.0003162+0.0003314i,0.000275+0.00058992i,-0.00017495+0.00044884i,6.7449e-05+9.6164e-05i
0.0001121-0.0021009i,-0.002051-0.00090664i,-0.0022906-0.00096369i,-0.0020605-0.0018969i,-0.0022478-0.0021771i,-0.0018686-0.0022928i,-0.0011354-0.00099982i,9.5802e-05+0.00047355i,0.0016469+0.00036685i,0.0015774-0.00069956i,0.00076641-0.00096549i,6.0166e-05-0.00011313i,-0.00026626+2.3039e-05i,0.00064013-0.0006073i,0.0013719-0.0010119i,0.00058732-0.00045926i,-0.00050495-0.00054i,-0.00048048-0.00088734i,0.00035003-0.00010515i,0.00078721+0.00052809i,0.00095785-0.00035284i,0.0013677-0.0010927i,0.000986-0.00054969i
-0.0017062+0.0011055i,-0.00095518+0.0012617i,-0.00075351+0.0017017i,-0.00037025+0.00050669i,0.00012705-0.00081046i,-0.00084333-0.00056438i,-0.00067742+0.0003473i,0.00080416+0.0008516i,0.0020424+0.00060558i,0.002367+0.00020658i,0.001808-0.00046573i,0.0009995-0.0007022i,0.00059295-0.00016601i,-4.977e-05+5.8781e-05i,-0.0003958-0.00086269i,-0.00078375-0.0014183i,-0.00072477-0.00062277i,-0.00010466+0.0001191i,3.4633e-05-0.00031534i,0.00021163-0.00082541i,0.00078882-0.00030636i,0.00040072-8.0353e-05i,-0.00010762+0.00010591i
-2.1411e-05-2.0018e-05i,0.00055757-0.00022561i,0.0010588-0.00047892i,0.00045448-0.00095141i,-0.0013935-0.00091933i,-0.0023208-0.0010974i,-0.0011683-0.00042789i,0.0005869+0.00045761i,0.0011452-2.5312e-05i,0.00052339-0.00030818i,-0.00032027-0.00013193i,-0.00041861-0.00030628i,0.00020847-0.0014009i,0.00091327-0.0017426i,0.00051294-0.00073709i,-9.9022e-05-0.00084144i,-0.00019125-0.00055412i,-0.00053302-0.00028011i,3.6718e-06-0.00083575i,-6.4525e-05-0.00063303i,-0.00026401+0.0002616i,0.00015973+0.00025641i,-0.00022909-0.00070049i
-0.00052572+0.0020919i,0.001271+0.0014144i,0.0021117+4.7283e-05i,0.0023983-0.0010252i,0.0020038-0.0013794i,0.0004788-0.0015108i,-0.00075813+9.9885e-05i,-0.00018818+0.0016117i,0.001655+0.0010528i,0.0023931+1.8172e-05i,0.0019244-2.8059e-05i,0.00099848+0.00010517i,-8.346e-05-0.00032944i,-0.00024162-0.00030236i,-1.7595e-05+0.00039333i,0.00037693+0.00016193i,0.00076313-8.3907e-05i,0.00073671+0.00022779i,7.1336e-05+0.00032231i,-0.00017448+0.00017768i,-0.000126+0.00060021i,-0.0005072+0.00062595i,-0.00033869+0.00018974i
0.00018743+0.00014155i,0.00045753+0.00067791i,0.0013905+5.248e-06i,0.0007625-0.00071814i,-0.0015707-0.0017387i,-0.0028402-0.0015294i,-0.0020526+0.00098599i,0.00039853+0.0020278i,0.0019946+0.0012909i,0.0015113+0.00027966i,0.00066208-0.00044399i,0.00049447-0.00032699i,0.00067799-0.00038534i,0.00014451-0.0008912i,9.7865e-05-0.0006248i,0.00014891+5.5166e-05i,-0.00054858-0.00015769i,-0.00048087-0.0004611i,0.0004305-0.0003998i,0.00078799-0.00024379i,0.0008022-0.00020906i,0.0005776-0.00015229i,0.00010345-0.00011537i
-0.0015958+0.00036017i,-0.00078764+0.00055713i,-0.00077906+0.00043706i,-0.0010621-0.00028259i,-0.0010037-0.00080049i,-0.0013691-0.00096381i,-0.00086318-0.00034025i,0.00073053+0.00041297i,0.0017332-0.00036342i,0.0018498-0.0018337i,0.00098618-0.0022207i,0.0002852-0.0016581i,0.00070261-0.0017444i,0.0008687-0.0017898i,0.00076118-0.00081055i,0.00059008+0.00014356i,0.00075276+0.00026446i,0.00092767+2.1039e-05i,0.0002629-0.00038791i,-0.00048891-0.00049967i,-0.00049484+1.9254e-05i,0.00013354+0.00032261i,0.00087538+0.00018814i
0.00073919-0.00069158i,0.00026474-0.0014235i,7.9372e-05-0.001561i,-7.6941e-05-0.0014838i,-0.00079126-0.0020598i,-0.0023642-0.0015815i,-0.0016942+0.00023118i,0.0011155+0.0011077i,0.0025999-0.00020224i,0.0023327-0.0017826i,0.0010454-0.0016226i,-0.00062908-0.00061306i,-0.00081159+1.7769e-06i,0.00022406+7.1505e-05i,0.00044981+0.00027697i,0.00023321-7.6953e-05i,0.00027554-0.00044002i,0.00022877-0.00027253i,0.00080978-0.00034691i,0.0008889+0.00013783i,0.00091585+0.00066654i,0.00078002+0.00051416i,0.00022754+0.00065428i
0.00088834-0.00025965i,-0.00010005-0.00018006i,-0.00051567-0.001279i,-9.6404e-05-0.0027272i,-0.00051829-0.0033474i,-0.0023369-0.0034426i,-0.0027953-0.0022545i,-0.00092234+0.00030349i,0.0011482+0.00075889i,0.0012586-0.00029565i,0.0010129-0.00082125i,0.00070686-0.00031288i,-3.9906e-05+0.00058905i,-0.00047424+0.00038667i,-0.00033759-0.00020153i,-0.00019075+5.4808e-05i,-0.00057196+0.00033779i,1.5082e-05+0.00041521i,0.00086926+9.9906e-05i,0.00042573-4.242e-06i,5.5804e-05+2.6383e-05i,0.00016379-0.00016334i,0.00013049-0.00059422i
-0.00028638-0.00091344i,0.00016602-0.00034389i,-0.00049515-0.00015977i,-0.00222+0.00040055i,-0.0034552+0.00068437i,-0.0033385-0.0001033i,-0.0014986-2.0088e-05i,0.0011159+0.00074379i,0.0024149+0.00092259i,0.0022555+0.00094433i,0.0017945+0.00073035i,0.0017966+0.00023345i,0.0012323-0.00062811i,0.00089724-0.0011026i,0.0015039-0.0013199i,0.0020439-0.00088455i,0.0011795-0.0005392i,-0.00024389-0.00076609i,-0.00052382-0.00063626i,-0.00010854-0.0002543i,0.00056944+0.00019118i,0.0010518+0.0013451i,0.00049035+0.0014979i
-0.0019546-7.7568e-05i,-0.0018293+0.00091898i,-0.0014281+0.0015815i,-0.00089512+0.0011212i,-0.00092362-5.7099e-05i,-0.00075858-0.00094998i,-0.00040877-0.00048837i,0.00068849+0.0010704i,0.0017284+0.0011226i,0.0014346+0.0002404i,0.0011488-0.00061239i,0.0014903-0.0011028i,0.0016548-0.0013198i,0.0014203-0.00068578i,0.00011067-0.00017502i,-0.00078318-0.00038232i,-0.00061057-0.0001653i,-0.00016091-0.00063392i,-0.00036621-0.00070096i,-0.00038059+0.0006216i,0.00016784+0.0013527i,0.0006342+0.0012322i,0.00040663+0.0008032i
0.0017718+0.00029424i,0.0013515+0.001218i,0.00036888-0.000149i,-0.00075135-0.0016672i,-0.0015258-0.0015583i,-0.001952-0.0012369i,-0.00068134-0.00086744i,0.00093496+7.8633e-05i,0.0016838+5.6445e-05i,0.0012454-0.00059316i,0.00014831-0.00063228i,-0.00032197-0.00063049i,-0.00071676-0.00017329i,-0.00047609+0.00028998i,-9.9227e-05+0.00047854i,-0.00011662+1.3718e-05i,0.00011455-0.0003581i,-9.789e-05-0.0003162i,-4.2717e-05+0.00040406i,8.0671e-05+0.00055664i,0.0002006-0.00030377i,0.00059633-0.0011246i,0.00083045-0.00096478i
0.00057585-0.0010202i,0.00038115-0.0011231i,0.00043567-0.0013664i,8.7219e-05-0.0017879i,-0.0011972-0.0022584i,-0.0027214-0.0022846i,-0.0014216-0.0010385i,0.00093099+4.8052e-05i,0.0018004-0.00025994i,0.0017082-0.00078035i,0.0011702-6.2721e-05i,0.00030853+0.00052825i,0.0006364+0.00076331i,0.0010634+0.00091065i,0.00096674-3.3531e-05i,0.00092854-0.00090028i,0.00057313-0.0011332i,-0.00037259-0.0010983i,-0.00042289-0.00057402i,0.00024585-0.00018104i,-0.00036058+0.00063213i,-0.00084242+0.0013653i,-0.00058093+0.001242i
0.00065863+0.00042278i,0.00042802+0.00058127i,-8.5037e-05+8.9419e-05i,-0.0011937-0.0010932i,-0.0020837-0.0016751i,-0.002194-0.00084542i,-0.0016209+0.0012135i,-0.0003417+0.0020459i,0.0013377+0.00047909i,0.0021506-0.001111i,0.0010435-0.0010727i,-0.00026737-0.00038643i,6.9557e-05+7.1972e-05i,0.00055602+4.4863e-05i,0.00055146-0.00042964i,0.00024779-0.00022131i,-0.00040344+0.00014271i,-0.0011872-0.00015691i,-0.0010776-0.00050703i,-0.00019812-0.00071588i,0.00027539-0.00022077i,-0.0003203+0.00025908i,-0.00084305+0.00038328i
-0.00092562+0.00045931i,-0.00019654+0.0010702i,0.00058209+0.0018908i,0.00017595+0.0013349i,-0.00026436+0.00095015i,-0.0012416-0.00038675i,-0.0019001-0.0009111i,-0.00025693+0.00043849i,0.0011715+0.00067412i,0.0014663+4.5716e-05i,0.0011489+0.00040572i,0.00041352+0.00042305i,0.00020053-0.00026792i,0.00051817-0.00069061i,0.00080619-0.00084673i,0.00031037-0.00090342i,-0.00065707-0.00083155i,-0.00065671-0.00056879i,-0.00021237-0.00042609i,0.00032248+7.3599e-05i,0.00064046+0.00019866i,0.00053291-0.00022955i,0.00045275+1.4923e-05i
8.5605e-05+0.00014532i,-0.00071875+0.00014872i,-0.0011247-0.00053884i,-0.00086779-0.0027502i,-0.001253-0.0032876i,-0.0014603-0.0023681i,-0.00049623-0.00056753i,0.0005633+0.0002675i,0.00086012-0.00033185i,0.00084316-0.001081i,0.00063052-0.0012919i,-0.00040801-0.00090943i,-0.00086332-0.0006904i,-0.00033084-0.00061254i,0.00013008-0.00021355i,0.00022308-0.0004861i,-2.285e-06-0.00017189i,-0.00041317+0.0003983i,0.00016199+0.00056732i,0.0013404+0.00054666i,0.0013109-6.3895e-05i,0.00016872-0.00046186i,0.00014135+0.00036695i
-0.00027487-0.0011389i,-0.0014815-0.00012485i,-0.0014553+0.00072682i,-0.0011014+0.00095471i,-0.00064224+0.00038631i,-0.0010542-2.6573e-05i,-0.0010428+0.00055615i,0.00048313+0.0012008i,0.0013274+0.00052931i,0.0005868-0.0003023i,0.00018373-0.00023962i,0.00021442+0.0004728i,0.00054891+0.00014134i,0.0009324-0.00042599i,0.00058579-0.0001666i,0.00058337-0.00044833i,0.00074984-0.00079352i,0.0003258-0.00070645i,0.00018588-0.00092056i,0.00020476-0.0010644i,-0.00035032-0.00096419i,-1.9494e-07-0.00038713i,0.00076236+8.8121e-05i
-0.00088946-0.00026234i,-0.00046318-0.000647i,-0.00082016-0.0016544i,-0.0012178-0.0014372i,-0.0018367-0.0013659i,-0.0027521-0.0013527i,-0.0029563-0.00020842i,-0.0011191+0.00081559i,0.0010551+0.00079811i,0.0012215-0.00018846i,0.0007499-0.00045128i,0.00088806-0.00012323i,0.0009635+0.00020794i,0.00068919+7.9412e-05i,0.00043288-0.00058123i,6.3579e-05-0.00072098i,-0.00059567-0.00094592i,-0.0010419-0.001053i,-0.0011896-0.00064124i,-0.00051942+0.0003611i,0.00014084+0.0010817i,-0.00026479+0.00012736i,-0.00012418-0.00046881i
-0.0003449-0.00011281i,-0.00021257-0.00015619i,0.00031018+0.00014574i,-0.00054688+0.00035131i,-0.0015587+5.366e-05i,-0.0020063-1.9205e-05i,-0.0014312+0.00092053i,0.00042882+0.0015262i,0.0019354+0.00036504i,0.0021988-0.00092544i,0.0013693-0.00065439i,0.00047055-0.00045763i,0.00058073-0.00052677i,0.00017129-0.000175i,-9.6598e-05-0.0001487i,0.00041108-0.00058813i,0.00042482-0.00070263i,-7.8053e-05+7.6917e-05i,-0.0011929+0.0007541i,-0.0010966+0.00092102i,-0.0002645+0.00092293i,-4.2022e-05+0.00031184i,-0.00015291+0.0002557i
-9.8795e-05+0.0013551i,-0.00089519+0.0016977i,-0.00076888+0.0027516i,-0.0013367+0.00056716i,-0.0023487-0.0018918i,-0.0030321-0.0020926i,-0.0016326-0.00062471i,0.00042409+0.001097i,0.0015416+0.00066364i,0.0015052-0.00047611i,0.00068989-0.00068805i,-0.00012121-9.7133e-06i,4.01e-05+0.00020304i,-0.00013624-0.00050815i,-0.00047763-0.00090953i,-1.5809e-05-0.00080731i,-0.00029035-0.00090698i,-0.00025961+0.00035767i,0.00051969+0.001072i,0.00010216+0.00032648i,-0.00033339-0.00031062i,0.00027666-0.0007293i,0.00074588-0.00045961i
0.0015313+0.00073625i,0.00066218-0.0014272i,0.0013164-0.0024275i,0.0023359-0.00295i,0.0012986-0.0032241i,-0.00077072-0.0027264i,-0.0017544-0.00095083i,-0.00031353+0.00051959i,0.0011096+0.001058i,0.00079253+0.00038759i,0.00053183-0.00087891i,0.0004731-0.00097202i,-1.5171e-05-0.00041859i,-0.000892-8.2033e-05i,-0.00063751+0.00069625i,0.00024527+0.00048109i,0.00061878-0.00073615i,0.00079321-0.00067353i,0.00030738-0.00062257i,-0.00034925-0.00071661i,-0.00050004+2.7694e-05i,-0.00038763+0.00047501i,5.6906e-06+0.00077965i
-0.00067363+0.0001679i,-0.0012723+0.00024797i,-0.00088557-0.00011864i,-0.0011145-0.0014399i,-0.002563-0.0026731i,-0.0032093-0.0023106i,-0.0029152-0.00092518i,-0.0012861-1.3287e-05i,0.00097911+0.00026632i,0.0015171+0.0002158i,0.00063235-5.2984e-05i,0.00025062-0.00029249i,0.00023006-0.0007934i,-8.6992e-05-0.00083766i,-0.00020463-0.00052625i,-0.00043868-0.00028468i,-0.00055614-0.00015602i,-0.00078729-0.00011546i,-0.00087379-0.00015725i,-0.0001069-0.00045359i,0.00030361-0.00047373i,-0.00014557-6.5966e-05i,-0.00026467-0.0006094i
-0.00056118-0.0019298i,-0.00033966-0.00076561i,-0.001745+0.00066338i,-0.0029145+0.0010234i,-0.003062-0.00099241i,-0.0025385-0.0017426i,-0.0015333-0.00024331i,0.00059414+0.00019468i,0.0015821-8.8373e-05i,0.00049842-0.00042972i,0.00037426+0.00013982i,0.00075527+0.00076334i,0.0013662+0.00041503i,0.0012043+0.00014477i,0.00034825-3.7832e-05i,0.00031618-0.00015319i,0.00030196+0.00019531i,-2.4792e-05+0.00035547i,3.3018e-05+0.00011514i,3.0577e-05-0.00016329i,-0.00047127+2.0668e-05i,-0.00022639+0.00036338i,0.00075304+7.9976e-05i
0.0015098-0.0025135i,0.00090459-0.0012423i,-0.0010532-0.001423i,-0.0035232-0.0027696i,-0.0040757-0.0030962i,-0.0031842-0.0015153i,-0.0013402+0.000219i,0.0012394+0.0015447i,0.0023742+0.0010776i,0.0012159-0.00034851i,-4.9353e-05-0.0003738i,-0.00014607-0.00011547i,7.2851e-05-0.0003742i,0.00036475-0.00029149i,0.00055393-0.00053595i,0.00018734-0.00068371i,-0.0005338-0.00072749i,-0.0003042-0.00091007i,-0.00039765-0.00020094i,-0.00016043+0.00025314i,-7.1798e-05-1.4508e-06i,3.9589e-05-6.6271e-05i,0.00071982+0.00036261i
-0.00086721+0.0012446i,-0.0019954+0.0010872i,-0.0012201+0.0014139i,-0.00027877+0.0023618i,-0.00032127+0.00092784i,-0.0014242-0.0011583i,-0.0018361-0.00075784i,-5.3633e-05+0.00048333i,0.0010619+0.00076881i,0.0012525+0.00011875i,0.00088248-0.00032146i,0.00052305-0.00098203i,0.0001612-0.001429i,-0.00042947-0.0008542i,-0.00033024-0.00029619i,0.00021382-0.00033112i,0.00023948-0.0003678i,-0.0003843-0.00013089i,-0.0008469-0.00010422i,-0.00069664+6.7677e-05i,-0.00012607+0.00040906i,-0.00024911+0.00048105i,-0.00038745+0.00049783i
0.0012244+0.00027438i,0.0006559-3.2199e-05i,-0.00028251-0.0013396i,-0.00016066-0.0028802i,0.00015718-0.0030766i,-0.00058266-0.0026515i,-1.6679e-05-0.0018657i,0.00094372-0.00065574i,0.0018805+0.00027004i,0.0017233+8.5302e-05i,0.00054702-0.00047459i,0.00040392-0.00044951i,0.00095558-0.0005245i,0.00072714-0.00035139i,0.00015726+8.9577e-05i,0.00016186+6.2403e-05i,0.00063882-0.00029111i,0.00022819-0.0002269i,-0.00093651-0.00023993i,-0.0013175+4.7287e-05i,-0.00074234+9.7267e-05i,-0.00067889-0.00065401i,-0.0010359-0.00062164i
-0.0013014+0.0028921i,0.0005107+0.0028306i,0.0019021+0.0024695i,0.00084663+0.0019294i,-0.0009009-0.0014261i,-0.0013597-0.0035811i,-0.00095859-0.0020152i,0.00019875-0.00065045i,0.0012184-0.00011408i,0.001047-0.00019513i,0.00082688-0.00054986i,0.00067592+1.4669e-05i,0.00030901+0.00052733i,-0.00024489+0.00046376i,-0.0007574-8.2062e-05i,-0.00012372-0.00061972i,0.00036948-0.00036558i,0.00033723+0.00011057i,-0.00044456-0.00017384i,-0.00066636-0.00010058i,-0.00035909+0.00034539i,-7.3536e-05+0.0002959i,0.00058345-0.00035119i
0.00065618-0.00034156i,0.00070619-0.00050439i,0.00027055-0.0011548i,-0.00015293-0.0022788i,-0.00039323-0.0032577i,-0.0012783-0.0028437i,-0.0018491-0.00084784i,-0.00013799+0.00073653i,0.0021301+0.00044777i,0.0020622+0.00013263i,0.001008+4.1546e-05i,0.00073862-0.00029154i,0.00013762+0.00037097i,-0.00029414+0.0005806i,0.00097625+1.29e-05i,0.0018942-0.00042029i,0.0011584-0.00066911i,-3.9878e-05-0.00078171i,-0.00048463-0.00039081i,8.0101e-05+0.00057933i,0.00049947+0.00071107i,0.0011209+0.00040413i,0.0011548+3.5283e-05i
0.0012966+0.00032467i,1.8394e-05+0.00014541i,-0.00094167+0.00025485i,-0.00092138-6.7122e-05i,-0.0017087-0.0009326i,-0.0027477-0.002025i,-0.0019179-0.0011151i,-0.00022917+0.00049769i,0.0015937+0.00047261i,0.0018376-0.00062327i,0.00097954-0.00094713i,0.00036253-0.00068608i,-0.00038375-0.00072149i,-0.00064556+0.00021045i,-0.00078994+0.00089172i,-0.00097138+0.00054029i,-0.0003182+0.00038001i,-0.00017892+0.00049412i,-0.0003902+0.00020419i,-1.7541e-05-0.0001075i,8.0861e-05-0.00023312i,-0.00028483-0.00014553i,-0.0003109+0.00041369i
-0.00099211-0.0013567i,-0.0011317-0.0011218i,-0.0013395-0.00072342i,-0.0015886-0.0011842i,-0.0017639-0.00075671i,-0.0025386-0.00049428i,-0.0018949+0.00047413i,0.00020432+0.0019528i,0.0014795+0.0017768i,0.0011695+0.00056287i,0.00038608-0.00075382i,0.00053111-0.0010563i,0.00067698-0.0012848i,0.00070683-0.00081512i,0.00068984-0.00017878i,0.00026904-0.00050335i,-0.00044491-0.00074731i,-0.00011305-0.00053063i,0.00084702-0.00069371i,0.0012693-0.00053806i,0.00094041-0.00012725i,0.00043895-0.00033366i,-0.0004119-0.00045187i
