-0.00015202+0.00051268i,0.0011526-0.0010508i,0.0021839-0.0021286i,0.0021993-0.0019763i,-0.00013155-0.0015671i,-0.0015417-0.00071185i,-0.0022038-0.00025083i,-0.0026715+1.4775e-05i,-0.0015681+0.00016088i,-0.00061215+5.4864e-05i,7.7671e-05-0.00068245i,0.00094527-0.00071414i,0.00094707-0.0007638i,0.00051365-0.0010268i,0.00033738-0.00068377i,0.00010784-0.0010731i,-0.00097663-0.0019333i,-0.00076313-0.0018475i,-2.0345e-05-0.00088809i,9.0104e-05+8.1779e-05i,5.7964e-05+0.00053981i,-0.00032168-5.3203e-05i,-0.00041464-0.00061453i
0.00053288-0.0015791i,0.00061946-0.0024573i,-0.00022392-0.004908i,-0.0023408-0.0068159i,-0.0042431-0.0088209i,-0.0048654-0.0092492i,-0.0034429-0.0061044i,-0.0020079-0.0016881i,-0.0013136+0.0012522i,-0.0002851+0.0022045i,0.00074209+0.0019083i,0.00038821+0.00052973i,-0.00088488-0.0004681i,-0.00095033-0.00010916i,-0.00068501+5.6763e-05i,-0.00062944-4.2412e-05i,-0.00082345-0.00031344i,-0.00065946-0.00052265i,-0.0004156+0.0005446i,-0.00047578+0.0021819i,-0.00038549+0.0022971i,-0.0008538+0.0013603i,-0.0012814+0.00019628i
0.00051784-0.0022633i,0.00043863-0.0017348i,-0.0001105-0.0038838i,-0.00028168-0.0061535i,0.0014603-0.0054588i,0.0037121-0.0020392i,0.0040688+0.00068248i,0.0011674+0.00040633i,-0.0020059-0.00051149i,-0.0028292+5.8885e-05i,-0.001721+0.00093335i,-0.0001086-1.0661e-05i,2.8151e-05-0.00074785i,-3.7596e-05-0.00056935i,4.9154e-05-0.000791i,0.00062354-0.0015302i,0.00086812-0.001148i,0.00084582+4.5082e-05i,0.0011161+0.00087931i,0.0008852+0.00055052i,0.00091473-2.2053e-05i,0.0012466-2.9135e-05i,0.00071499+4.9288e-05i
-0.0016716-0.0013999i,-0.00098592-0.0022265i,0.00025407-0.0016315i,0.0016234+0.00081132i,0.0016857+0.0044265i,0.00052264+0.0075188i,-0.00046525+0.0064929i,-0.0010502+0.0020982i,-0.00059434-0.00048202i,-0.00034114-0.00077726i,8.8692e-05-0.00078527i,0.00086509-0.0005926i,0.00068499-0.00091646i,0.00062799-0.0020433i,-0.00011524-0.0023656i,-0.00068834-0.0020232i,-0.00048552-0.0012203i,-0.00029046-0.00049847i,-0.00075425-0.00079787i,-0.0014883-0.00072752i,-0.0014667-0.00016327i,-0.00075079-0.00029453i,-0.00049527-0.0005779i
0.0010386-0.00096111i,0.00065699-0.001536i,-0.00094717-0.0031092i,-0.0034906-0.0035881i,-0.0075818-0.0023552i,-0.0086713-0.0019775i,-0.0053913-0.0029492i,-0.0018227-0.0015241i,0.00067095+0.0003105i,0.0018371+0.00013427i,0.001316-0.00084656i,-4.2792e-05-0.0008339i,-7.2283e-05-0.00059761i,0.00086285-0.00076261i,0.00043121-0.00089674i,4.4731e-05-0.00054817i,0.0004611+3.4744e-05i,0.00080327+0.00026104i,0.0010223+0.00055919i,0.001591+0.0013481i,0.0017298+0.0018282i,0.001283+0.001489i,7.1812e-06+0.0012547i
0.00053943+8.1571e-05i,0.00076854-0.00079194i,-0.00012489-0.0031309i,-0.00046461-0.0058019i,0.0013488-0.0079258i,0.0032056-0.0074506i,0.0021641-0.0041021i,0.00055385-0.0004567i,0.00085867+0.0014193i,0.0019492+0.0020616i,0.0012507+0.0017815i,-0.00031312+0.00046434i,-0.00076178-8.3112e-05i,-6.9806e-05+5.1724e-05i,0.00040772-0.00036388i,0.00010051-0.001378i,0.0003683-0.0013593i,0.00077611-0.0013416i,0.00073222-0.0012647i,0.0014526-0.00089177i,0.0014066-0.0013428i,0.00061585-0.001806i,0.00086676-0.00056056i
0.0013112-0.0013461i,0.001515-0.001633i,0.0019646-0.0021971i,0.0029734-0.0013842i,0.0042205+0.00053158i,0.0036044+0.0023477i,0.00052555+0.0040975i,-0.0010555+0.0037723i,-0.0016605+0.0017361i,-0.0024876+0.00048238i,-0.0022326-0.00022941i,-0.00083524-0.001004i,-0.0006139-0.0013684i,-0.0017352-0.0011108i,-0.00158-0.00099996i,-0.0001434-0.0009118i,-1.132e-05-0.00037784i,-0.00018673+0.00014167i,-0.00011505+0.00057806i,-0.00043162+0.0011414i,-0.00056379+0.0010891i,-0.00018324+2.7035e-05i,8.5012e-06-0.00034038i
0.0013369+0.00042074i,0.0016347-0.0014932i,0.0025401-0.0036029i,0.0015453-0.0028048i,-0.0019462+0.00036131i,-0.0050689+0.0031367i,-0.0050073+0.0026363i,-0.0032052-0.0003947i,-0.0018298-0.0026046i,-0.00080924-0.0034248i,0.0002934-0.0025304i,0.00088751-0.0014571i,7.0596e-05-0.0018872i,-0.00060183-0.0027629i,0.0001325-0.0027786i,0.0014196-0.001838i,0.0016421-0.0014132i,0.0015828-0.00093026i,0.0017726-0.00061277i,0.0012613-3.3268e-05i,0.00072489+0.00057173i,0.00061071+0.00098075i,0.00063826+0.001483i
0.0020676-0.0011336i,0.0014596-0.0019328i,-0.00029267-0.0037049i,-0.0033265-0.0047462i,-0.0061093-0.0056447i,-0.0049195-0.0067012i,-0.0018902-0.0048592i,7.7432e-05-0.0017306i,0.0021555-0.0001247i,0.0023047+0.00013735i,0.0017282+0.00016624i,0.0013499+0.0011427i,0.001541+0.0015673i,0.0015213+0.0010031i,0.00096699-0.00045848i,0.0010661-0.0014796i,0.0013432-0.0018446i,0.0013465-0.0016134i,0.0011524-0.00090041i,0.0009116-0.00096967i,0.00045763-0.00052367i,0.00011424+0.00022734i,0.00028189+0.00079453i
-0.00043684+0.00086973i,0.00068022-0.00068426i,0.0026439-0.00153i,0.004357-0.0029104i,0.0058583-0.0041794i,0.0056029-0.0026914i,0.0035409-0.00083792i,0.0011909+0.0010785i,0.00073983+0.003529i,0.0011509+0.0046626i,0.00091543+0.0032431i,2.4442e-05+0.001218i,-0.0010615+0.00068385i,-0.0012134+0.0010803i,-0.001412+0.0013939i,-0.0017251+0.00045095i,-0.00076899+0.00020366i,5.7034e-05+0.0011712i,0.00039564+0.0015316i,0.00023028+0.0014265i,-2.0251e-05+0.0010182i,0.00018954+0.00061739i,0.00023123+0.00065642i
0.00064996-0.00108i,0.00056664-0.0030166i,0.0015873-0.0036744i,0.00086227-0.0022828i,-0.0010384+0.0013985i,-0.0020989+0.0055161i,-0.0023827+0.0054506i,-0.0015871+0.003142i,-0.0022598+0.0020041i,-0.0031659+0.0013433i,-0.0022409+0.00026244i,-0.00077472-0.0011457i,-0.00045954-0.0020808i,-0.00092346-0.0019734i,-0.00065437-0.0013614i,-0.00013407-0.0015794i,0.00039644-0.0016918i,0.00097311-0.0013828i,0.0008358+3.5759e-05i,0.00021845+0.00099306i,-6.2929e-05+0.00027989i,8.9023e-05+0.0001896i,0.00061542+0.00087978i
-0.00024749-0.0001682i,-0.00030139-0.00028512i,-0.0014169-0.00073262i,-0.0015414-0.00063817i,-0.0021287-0.00020449i,-0.0033043-0.0016351i,-0.0033624-0.0023083i,-0.0020934-0.001637i,-0.0013223-0.0018776i,-0.00095167-0.0028264i,0.00011194-0.0024149i,0.0012794-0.0013235i,0.0025863-0.0012274i,0.0023335-0.0021779i,0.0011616-0.0033519i,0.00038266-0.0030697i,-0.00040872-0.0021359i,-0.00065623-0.0012888i,-0.00022019-0.00087355i,-0.00018943-0.0010987i,-0.00085379-0.00052621i,-0.001083-6.5417e-06i,-0.00092326+7.1165e-05i
-0.00023529-0.0027247i,-0.00051755-0.0030979i,-0.0020195-0.0047394i,-0.0024054-0.0057131i,-0.0011126-0.0055018i,0.00040734-0.0039689i,0.0010703-0.001953i,0.001282-0.0012766i,0.0025272-0.0011908i,0.002897-0.00015307i,0.0014506+0.00059619i,0.0003872+0.00052709i,0.0005769+0.00076372i,0.00055237+0.00066102i,0.00056875+8.3246e-05i,0.00080007+0.00065059i,0.0010517+0.0012207i,0.0019351+0.00072618i,0.0025665+0.00062278i,0.0017278+0.00055201i,0.0015566+0.0010988i,0.00099166+0.0012218i,0.00039578+0.00053791i
0.0010176-0.001774i,0.00061687-0.0037054i,0.00066592-0.0045265i,0.00112-0.0041378i,0.0013934-0.0013826i,0.002547+0.0028148i,0.0027146+0.0040425i,0.00206+0.0023134i,0.001794+0.0024191i,0.00085455+0.0031646i,0.00010484+0.0026059i,-0.0012047+0.0012179i,-0.0027873-0.00047766i,-0.0019956-0.0011692i,-0.00051919-0.0011744i,-0.00042472-0.001425i,-0.00090282-0.0017984i,-1.9956e-05-0.00098839i,0.00088607+0.00073256i,0.00085554+0.001437i,0.00080527+0.0010476i,0.0011331+0.0010382i,0.0006495+0.0009481i
0.00021509+0.00025336i,-0.0001442+0.00015278i,0.00030735-0.00064609i,0.00060522-0.00044266i,-0.0019108+0.0010443i,-0.0040197+0.0010518i,-0.0045019-0.00036921i,-0.00469-0.00033396i,-0.0041669+0.00065395i,-0.0032156+0.00087199i,-0.0020574+0.0006532i,-0.00072402-0.0002737i,-0.00047736-0.0015618i,-0.0010506-0.002016i,-0.0010053-0.0017356i,-0.00055884-0.0015943i,-0.00054308-0.0014255i,-0.0012545-0.0016138i,-0.0020123-0.0015083i,-0.0022172-0.00047086i,-0.0012378+9.7702e-05i,-0.00023155+0.00041652i,9.8077e-05+0.00057436i
0.00037071+0.00083968i,0.00054975-0.0013282i,0.00061289-0.0039359i,-0.0011283-0.0045914i,-0.0021232-0.0039319i,-0.0026297-0.0033816i,-0.00286-0.0019794i,-0.0013549-0.0012626i,-0.00020179-0.0022193i,0.00018699-0.0030547i,0.00052217-0.0022772i,0.00095071-0.0016678i,0.0016234-0.0012987i,0.0018053-0.00099528i,0.0016178-0.0018262i,0.001722-0.0016042i,0.0017535-0.00069813i,0.0020364-0.00047516i,0.0026765-0.00035824i,0.0020843-0.0014809i,0.00078063-0.0012391i,-0.00012376+0.00018154i,-0.00012492+0.00080226i
-0.0011233-0.0023676i,-0.0022246-0.0026515i,-0.0026759-0.0032807i,-0.0021505-0.0024781i,-0.00047329-0.0010292i,0.0015441+0.0004204i,0.0022372+0.001055i,0.0025731+0.00058576i,0.0029917+0.00044778i,0.0027243+0.00035791i,0.0012925+8.4612e-06i,0.00011591+0.00010608i,0.00076378+0.00056929i,0.0015151+0.00050874i,0.00041589+0.00010451i,-0.00046648-0.0005177i,-0.00017182-0.00026439i,-0.00020696+0.00056468i,0.00011411+0.00052827i,0.00082918-0.00018857i,0.0010806-0.00052812i,0.00099304-0.00052328i,0.00075008-0.00041331i
-0.00060751-0.0023664i,-0.00066094-0.0026911i,-0.00052988-0.0025145i,-0.00039389-0.0021214i,-0.001373+1.4387e-05i,-0.0021694+0.0021588i,-0.0017056+0.0018019i,-0.00091114+0.0015264i,-0.0007895+0.0028659i,-0.00098055+0.0031222i,0.00019921+0.0015884i,0.00082571+0.00030297i,2.0453e-05+0.00017468i,-0.00076088+0.0005603i,-0.0010262+1.5731e-05i,-0.001161-0.0010217i,-0.0011387-0.0011862i,-0.0014155-6.2379e-05i,-0.0017808+0.00074596i,-0.0021143+0.00060121i,-0.0018043+0.00078198i,-0.00024055+0.0007161i,0.00039582+8.1979e-05i
-0.0015123-1.0914e-05i,-0.0013-0.00017028i,-0.00083107-0.00094415i,-0.00077547-0.0016785i,-0.0024437-0.0011571i,-0.0036702-0.00089098i,-0.0028029-0.0007006i,-0.0023765+0.00027548i,-0.0029261+0.00073781i,-0.0028442-6.5038e-06i,-0.001548+1.8978e-05i,-0.00040435+6.1157e-05i,-0.0014933-0.0015551i,-0.0020062-0.0025439i,-0.0004408-0.0022317i,0.00050453-0.0021051i,0.00034938-0.0013939i,0.00036079-0.00084469i,-0.00022634-0.0012016i,-0.0010104-0.0015801i,-0.00073575-0.0011583i,-7.6949e-06-0.00012492i,0.000401+0.000432i
-0.00054315+0.0010358i,0.00068028+0.00037976i,0.0011814-0.0013155i,0.00024594-0.002749i,0.00045757-0.0034432i,0.0020542-0.00284i,0.0029383-0.0013151i,0.0013962+0.0001512i,0.00012551+0.00047686i,0.00034498-0.00038185i,-0.00025664-0.0011286i,-0.00074689-0.00063314i,-0.00017422-0.00069694i,-0.00031495-0.0012662i,-0.00054805-0.00096505i,-1.3913e-05-0.00055167i,0.00056978-0.00046026i,0.00097642-0.00087695i,0.0012829-0.00094509i,0.00090898-0.00084675i,-0.00031118-0.00086577i,-0.00019846-0.00028906i,0.00058748+0.0003535i
0.00067448-0.0015282i,0.00025611-0.001471i,-0.00048854-0.0019792i,0.00029138-0.001548i,0.0022624+0.00084085i,0.0029184+0.0021355i,0.00091202+0.0011037i,-0.00028484+0.00094606i,0.00024215+0.0013104i,0.00094061+0.0014099i,0.00075496+0.00059293i,9.3162e-05-1.4015e-05i,0.00020417+0.00057017i,0.00048528+0.00082572i,0.00030092+1.6893e-06i,0.00027334-0.00059761i,3.6832e-06-0.0004577i,4.3575e-05+7.0557e-05i,0.00064629+1.859e-05i,0.0011784-8.4518e-05i,0.00014422+0.00046552i,-0.0002502+0.00094034i,0.0006691+0.0012056i
0.0012113-0.0011175i,0.0016774-0.0017917i,0.0026726-0.0020669i,0.0023155-0.0019196i,-0.00014658-0.0011143i,-0.0028568-0.00032041i,-0.0029556+0.0006654i,-0.001492+0.0012027i,-0.00048315+0.0015717i,-0.00059771+0.0024531i,0.00025854+0.0017143i,0.0011321-9.6968e-05i,0.00046979+0.00018134i,-0.00092189+0.000615i,-0.00020615-0.00037916i,0.0012084-0.0007892i,0.0011152-0.0014417i,0.00064203-0.0017509i,-3.2237e-05-0.00097257i,-0.00054877-0.00010627i,-0.00082068+0.00056997i,-0.00032504+0.001441i,-0.00016665+0.0014296i
0.0015373+0.0012484i,0.0014594-0.00092464i,0.00090103-0.0026226i,0.00089258-0.0027342i,-0.00026926-0.0028659i,-0.0017544-0.0024485i,-0.0013478-0.0017936i,-0.0010426-0.0016017i,-0.0013105-0.0014661i,-0.00052678-0.00049085i,-0.000469+0.00050228i,-0.00042852+0.00022236i,0.00079787-0.00039352i,0.0013243-0.00068315i,0.0011746-0.00069603i,0.0010754-0.00099018i,0.0019323-0.0017943i,0.0016639-0.0017473i,0.00015277-0.0011628i,-0.0010764-0.00097073i,-0.0018834-0.00017911i,-0.0012922+0.00013334i,-0.00043875-0.00016208i
0.00081869-0.0012106i,0.00098041-0.0017345i,0.00017628-0.0026311i,0.0004228-0.0038302i,0.0013992-0.0040791i,0.0024703-0.0021918i,0.0012575-0.00034618i,-0.00049917+0.0005306i,-0.00066056+0.00041954i,-0.00081756-0.00078531i,-0.0012184-0.001065i,-0.0014977-0.00041552i,-0.00058144+4.6132e-05i,0.00025525+0.00045017i,-0.00019347+0.00035767i,-0.00013059+0.00010784i,0.00042205+0.00069985i,0.00065681+0.0011787i,0.0015378+0.00068883i,0.0016284+0.00076823i,0.00092888+0.0012146i,0.00083789+0.0013077i,0.00045773+0.00093431i
2.5039e-05-0.0021413i,0.0005681-0.0014064i,0.0012526-0.0017423i,0.00073765-0.0019961i,-0.0015157+0.00090064i,-0.0024533+0.0030891i,-0.0021038+0.0025283i,-0.0018264+0.0016546i,-0.0015357+0.0011424i,-0.00067111+0.00045775i,-0.00016127-0.00014749i,0.00026225-6.9365e-05i,0.0010143+8.8075e-06i,0.00091576-0.00044304i,-0.00017102-0.00084424i,-0.00091748-0.0011085i,-0.0014686-0.0012941i,-0.0028003-0.00096346i,-0.0020179-0.00089722i,-0.00044448-0.00044596i,0.00034023-0.00014951i,0.00075964-0.0003298i,0.00091342-0.0002561i
0.00072643+0.00049297i,0.0010592-0.00027948i,0.00029471-0.0020593i,-0.0006104-0.002882i,-0.0014339-0.0019911i,-0.0013763-0.001652i,-0.00087642-0.0021066i,-0.00059881-0.0010247i,-0.0010447+0.00032844i,-0.00052118-0.00032627i,0.00065102-0.00052819i,0.00083635-0.00030352i,0.00067073-0.001169i,0.0005933-0.0025162i,0.00046441-0.0014963i,0.00088161-0.00032576i,0.0012051-0.00047425i,0.0004274-0.0012426i,-0.00038515-0.0015966i,-3.1842e-06-0.00068561i,0.0001295-4.7292e-05i,-0.0005137-8.019e-05i,-0.00080257+0.00017871i
-0.00061419+0.0015291i,0.00046437+0.00046912i,0.001852-0.00035534i,0.0025051-0.0015594i,0.0026706-0.0032567i,0.0019773-0.004135i,0.00043335-0.0025526i,-0.00066671-2.9614e-05i,-0.00084842+0.0015032i,-0.0006665+0.0014866i,-0.00088354+0.00098941i,-0.0014464+0.00079676i,-0.001195+0.00061142i,-0.00038146+0.00028858i,-0.00039022-0.00011188i,-0.0006822+8.5549e-05i,0.00023537+0.00019808i,0.0012852-0.00041316i,0.001928-0.00062973i,0.0013927+0.00018691i,0.00078607+0.00048647i,0.00074137+0.00042133i,-0.00038468+0.00047561i
-0.00035018-0.0011642i,-0.00040151-0.0014452i,-0.00046203-0.0026486i,-0.00051226-0.0036034i,-6.1738e-06-0.0026982i,-0.00039336+1.2167e-05i,-0.0013528+0.001746i,-0.0014712+0.0018164i,-0.0006978+0.0019804i,-0.00039993+0.0013109i,-0.00070168+4.9661e-05i,-0.0013299-0.00052153i,-0.00083157-0.00099711i,-0.0006189-0.001211i,-0.00086403-0.0008712i,-0.0011113-0.0011084i,-0.00077732-0.00072041i,-0.00059714+0.001255i,-0.00021717+0.0019377i,0.00052567+0.00092967i,0.00028944+0.00041933i,-0.00031519+0.00038631i,2.845e-06+0.00074353i
0.0013623-0.0012437i,0.00031088-0.0026247i,0.00044797-0.003381i,0.0013695-0.002594i,0.00010016-0.00058708i,-0.0015736+0.0014783i,-0.0019369+0.0010152i,-0.0017284-0.00028533i,-0.0015256-0.00078319i,-0.00073875-0.00093452i,6.5466e-05-0.0017984i,0.00084674-0.0022531i,0.00069764-0.0016485i,-0.00020072-0.0013929i,-0.0001194-0.0011478i,0.0004033-0.00087564i,-0.00042164-0.00062717i,-0.00086339-0.00039276i,0.00024536-0.00013791i,0.0011416+0.00042228i,0.00096949+0.00038305i,0.00060943+0.00050709i,-7.9385e-05+0.0011771i
-0.00038305+0.00069213i,0.00083289-0.0010846i,0.0022515-0.0025807i,0.0014671-0.0034622i,-0.0012473-0.0035463i,-0.0016452-0.0030012i,-0.0007787-0.0018512i,3.2773e-05-0.0011341i,0.0014711-0.00085007i,0.0019745-0.00041127i,0.0016717-0.00037734i,0.0014816-0.00026273i,0.0011659+0.00011607i,0.00075852+2.4781e-05i,0.0010141-0.00026194i,0.00093925-0.00026043i,0.00069484-0.0002731i,0.00067732-0.00035513i,0.00035575-0.00067868i,0.00033245-0.00073787i,-4.749e-05-0.00010221i,0.0001786+5.3484e-05i,0.00061347+0.00029436i
0.0017773-0.0013785i,0.0022327-0.0026853i,0.001465-0.0046744i,-0.00051063-0.0052901i,-0.00064968-0.0029791i,6.4645e-05+0.00018606i,-7.3126e-05+0.0011026i,0.00039415+0.00076604i,0.00058697+0.00031229i,0.00062788+0.00042925i,0.00066839+0.00080487i,0.00046518+0.0012582i,0.00013353+0.0013412i,-0.00039567+0.00056358i,-0.00043071-0.00038465i,-0.00011627-0.00021995i,1.2254e-05+0.00079118i,0.00067596+0.0018986i,0.0010651+0.0020954i,0.0004085+0.0011958i,-0.00017068+0.00034759i,-3.6534e-05+0.00057153i,7.9413e-05+0.00071762i
0.00097016+0.00011722i,0.0012587+0.0002221i,0.001185-0.0019716i,0.0024709-0.0018972i,0.0022003+0.00065591i,-0.00012644+0.0010301i,-0.0016257+0.00037518i,-0.0013169+0.00080002i,-0.0017036+0.0013999i,-0.0017962+0.0007786i,-0.00084992-0.00036188i,-0.00070377-0.00084068i,-0.00077404-0.0010545i,-0.0009025-0.00064966i,-0.00077358-0.00089725i,-0.00090057-0.0016311i,-0.001583-0.0013508i,-0.0019725-0.00027276i,-0.00098091+0.00046274i,-1.3122e-05+0.00046535i,8.978e-05-9.4762e-05i,0.00046908+0.00024407i,0.00069717+0.00085356i
2.0133e-05-0.00054777i,0.0010107-0.0014285i,0.00043542-0.0023544i,-0.0016464-0.0025719i,-0.0024715-0.0026774i,-0.0024619-0.0023805i,-0.0021751-0.0022873i,-0.0018888-0.0017386i,-0.0013025-0.00072705i,-0.00036694-0.00056816i,0.00043941-0.00064572i,0.0013449-0.0010839i,0.0014933-0.0016098i,0.0013229-0.0013258i,0.0012199-0.0013198i,0.0013425-0.0016401i,0.0014751-0.001802i,0.00051756-0.0012687i,-0.00055578-0.0011133i,-0.00046919-0.00072967i,0.0005862+0.00012278i,0.00071287+0.00033842i,0.00038294+0.00054851i
0.0021124-0.00070428i,0.00094342-0.0016781i,-5.4046e-05-0.0028441i,-0.0007626-0.0032559i,-0.0022715-0.0032337i,-0.0018289-0.0019289i,1.67e-05-8.0219e-05i,0.00012655+0.00030871i,0.00083086+0.00030303i,0.0014333+0.00091092i,0.0015053+0.00095406i,0.0013682+0.00061249i,0.00054137+0.00022751i,0.00059119-0.00023457i,0.00066544+7.8617e-05i,0.00031672+0.00012626i,0.0010028-0.00013036i,0.0017527-0.00016517i,0.0014094-0.00028183i,0.0008938-0.00032688i,0.00074874-0.00015928i,-0.00024584-4.7461e-05i,-0.0010586-0.00038891i
0.0012225-0.00051306i,0.0007452-0.001224i,0.0015496-0.0033934i,0.0024105-0.0040313i,0.0012243-0.0020333i,0.00021317+0.00035396i,-0.00013845+0.0011176i,-0.00039517+0.0016057i,-0.00030134+0.0020236i,-0.00052576+0.0019431i,-0.00098324+0.0012346i,-0.00035062+0.00061884i,0.00010733+0.00022748i,-0.00022907+0.00018244i,-0.00071657-0.00033782i,-0.0013509-0.00024082i,-0.0010491+0.00062836i,4.3172e-05+0.00067978i,0.00030961+0.00024722i,0.00025844+0.00015687i,0.00042626+2.3466e-06i,0.00031426-8.2306e-05i,4.3197e-05+0.00025343i
-0.00068758-9.9898e-05i,-0.00027717-0.0014743i,0.00023927-0.0022934i,-0.00034098-0.0021582i,-0.0022112-0.001075i,-0.0033865-0.001608i,-0.0033883-0.001738i,-0.0028702-0.00043031i,-0.0022627-0.00013647i,-0.0017901-0.00060565i,-0.0011188-0.00054989i,-0.00053002-0.00037331i,-8.6893e-05-0.0013798i,0.00037871-0.0024325i,9.2306e-05-0.0026979i,-0.00015201-0.0028776i,-0.00033968-0.0015972i,-0.0011086-0.00023392i,-0.0020782+5.263e-05i,-0.0012083+0.00019716i,-0.00034192+0.00030456i,-0.00039326+0.00087901i,0.00021882+0.0010961i
0.0002914+0.00068494i,0.0015331-0.00038023i,0.0023059-0.0012356i,0.0019124-0.0017835i,0.001429-0.00162i,7.5537e-05-0.00075511i,-0.0012292-0.00024399i,-0.00089771-0.00059853i,0.00055502-0.0011149i,0.0017604-0.0016924i,0.0021684-0.0017771i,0.001231-0.0010574i,0.00051793-0.00089384i,0.00068468-0.0010343i,0.0008192-0.00030183i,0.0016915-0.00031209i,0.001992-0.0013078i,0.0013728-0.0017846i,0.0006922-0.0008351i,0.00062063-0.00027065i,0.00096805-0.00014959i,0.00043884+0.0004193i,-0.00040531-4.3608e-05i
0.00014245-0.0015873i,-0.00075937-0.0013164i,-0.0015671-0.001593i,-0.00070831-0.0019761i,0.00014113-0.00096132i,-1.6786e-05+4.7456e-05i,-0.00015468-5.7049e-05i,-0.00020192+0.00022014i,0.00079359+0.0015188i,0.0014762+0.0024645i,0.0013697+0.0018196i,0.0010621+0.00047417i,0.0011971+0.00066754i,0.0013192+0.0010446i,0.00066699+0.00036969i,-0.00012219+6.7593e-05i,0.00045729-0.00010247i,0.00097753-0.00053255i,0.00082885-0.0006826i,0.00091107-0.0010522i,0.00071698-0.0010089i,0.00076199-0.00030422i,0.00066961+0.00042619i
0.0011272+4.2809e-05i,0.0022108-0.00071452i,0.0026564-0.00043795i,0.0019525-0.00075802i,0.00057853-0.0018655i,-0.0012809-0.00096723i,-0.0017167-0.00011043i,-0.0017886+0.00067025i,-0.002035+0.0014261i,-0.001783+0.0014249i,-0.0016821+0.0008883i,-0.0018176+0.00044609i,-0.0032159+0.00056461i,-0.0030919-0.00011371i,-0.0018389-0.00095572i,-0.0019392-0.0012107i,-0.0015323-0.00092925i,-0.00069358-0.00071329i,0.00028083-0.000711i,0.0007867+1.0852e-05i,0.00052562+0.0007957i,0.00047345+0.00050777i,0.00045909+0.00048314i
-0.00030484+0.00048609i,0.0013742-7.3922e-05i,0.0013728-0.00044156i,0.001081-0.0010065i,0.00091157-0.00044881i,-0.00013006+0.00026483i,-0.00099389+0.00054139i,-0.0021472+0.00084518i,-0.0021145-0.0003755i,-0.0010079-0.0015538i,-0.00013481-0.0014166i,0.00030431-0.0010116i,0.00066487-0.00079236i,0.001396-0.00098179i,0.0017291-0.0017289i,0.00089959-0.0024084i,2.783e-05-0.0019098i,0.00016205-0.00087043i,0.00051881+6.3582e-05i,0.00063875+5.0554e-07i,-0.00012613+0.00041593i,-0.0011014+0.0011178i,2.1803e-05+0.00072947i
0.0011599+0.00034413i,0.0013695+8.7941e-05i,0.00034182-0.0012984i,-9.317e-05-0.0027691i,-0.00033855-0.0018632i,-0.00052558-0.0015726i,-0.00023671-0.0018654i,0.00041382-0.00035376i,0.00081544-0.00011807i,0.001225-0.00095762i,0.00072445-0.0015385i,0.00031881-0.0013273i,0.00079863-0.00016781i,0.0011456+0.00074761i,0.0010683+0.0004072i,0.0012349-0.00067105i,0.0013232-0.00076702i,0.0009919-0.0010642i,0.00065632-0.0013877i,0.00030031-0.0011006i,0.00018824-0.00092554i,-6.8468e-06+0.00026399i,-0.00027157+0.0004453i
-0.00023485+0.0010576i,0.0013738-0.00057339i,0.0037963-0.0028971i,0.0043336-0.0036282i,0.0029769-0.0025897i,0.00072379-0.0016948i,-0.00034385-0.0008128i,7.4255e-06+0.0010801i,0.00031011+0.0025787i,0.00049144+0.0024009i,0.0010142+0.0013908i,0.00038787+0.0006947i,-0.00035754+0.00053662i,-0.00057816+0.0014117i,-0.00065001+0.0016186i,0.00025842+0.00082914i,0.00057296+0.00028231i,0.0004817+0.00084491i,0.00077496+0.0010439i,0.0010003+3.9156e-05i,0.0006919-0.0002289i,0.00099597-0.00016005i,0.0011902-0.00025519i
1.7886e-05+0.00090492i,0.00035788+0.00029281i,0.00052639+1.6428e-05i,0.00030677+0.00052652i,-0.00027837+0.0013045i,-0.0015502+0.0016391i,-0.0024712+0.00059949i,-0.0028019+0.00052602i,-0.0026285+0.0019286i,-0.0021257+0.0020208i,-0.0014895+0.00081058i,-0.00096034-0.00049512i,-0.0013527-0.0021117i,-0.0015526-0.0022712i,-0.00088937-0.0021109i,-0.0010953-0.001814i,-0.0015076-0.00067175i,-0.00059961-0.00012908i,-3.7917e-05-0.00057967i,8.9859e-05-0.00046254i,-0.00012738+0.00034242i,-0.00086567+0.001064i,-0.0007206+0.0014057i
0.0010964-0.00042645i,0.002011-0.001597i,0.0021278-0.0028801i,0.0018831-0.0034903i,0.0009783-0.0039353i,0.00010322-0.0031086i,-0.00013847-0.0015434i,0.00032159-0.0009118i,0.00033643-0.00079081i,-0.00010173-0.00061706i,-0.00039329-0.00075649i,-0.00024381-0.0010042i,0.00094136-0.0012709i,0.0010806-0.0013196i,0.00077418-0.00078858i,0.0013925-0.001049i,0.0019099-0.0016401i,0.0012472-0.0011231i,0.00038074-0.00017961i,-0.00028325-6.048e-05i,-0.00036366-0.00036805i,2.9301e-05-0.00031255i,9.8639e-05-0.00067038i
