-0.0021191-0.00024098i,-0.0029399-0.00062462i,-0.0043191-0.00087015i,-0.0029338-0.001029i,-0.0012626-2.1024e-05i,-0.00045131+0.0011717i,-0.00085232+0.00076158i,-0.00077462+0.00048405i,-3.6462e-05-1.3898e-05i,0.00049369-0.0010579i,0.00046501-0.00089441i,-0.00013175-0.00046873i,-0.00027347-0.00089046i,-0.00050618-0.00059062i,-0.00075153-7.6925e-05i,-2.4615e-05-0.00043746i,0.00057486-0.00047393i,0.00093432-0.00026733i,0.00075358-0.00033624i,0.00013591-0.0002347i,-0.00023657+3.2565e-05i,-0.00023018-0.00018975i,-0.0004252-0.00046818i
-0.0002134+0.00052919i,-5.15e-05-0.00011349i,-0.00044196-0.0013226i,-0.0007428-0.0015329i,-0.00097387-0.00067791i,-0.001596+0.00034334i,-0.0011905+0.0010485i,4.1486e-05+0.00088941i,0.00029364+0.00012687i,-0.00032771-0.00022673i,-0.00091513-0.00019916i,-0.00095819+0.00029384i,2.2292e-06-9.6755e-05i,0.00021589-0.0003971i,0.00031366+1.4018e-05i,0.00067082+9.7577e-06i,0.00045529+0.00023086i,-0.00012404+0.00050311i,-0.00079339+0.00039536i,-0.0010232-4.6235e-05i,-0.0011637-0.00058234i,-0.00042242-0.00082186i,0.00045758+0.00010876i
0.0017153+0.00012221i,0.0014654-0.0015726i,0.0016932-0.0030162i,0.0011351-0.0021341i,-0.00048491-0.00082225i,-0.0013361-0.00043787i,-0.00080195+0.00011196i,-0.00078405+0.00034201i,-0.00085996+0.00050626i,0.00016115+9.1072e-05i,0.001235-8.9214e-05i,0.00051575+7.8972e-05i,-0.00053694-0.00033583i,-0.00055582+7.0231e-05i,-0.00010708+0.00090027i,0.0004898+0.00043122i,0.00036222+0.00055092i,0.00020314+0.00087502i,-0.00039368+0.00017447i,-0.00069647-0.00075153i,-0.00052401-0.001226i,-0.00072682-0.0011568i,-0.0013402-0.001359i
-0.00016264-0.0004427i,7.4845e-05-0.00075354i,7.1691e-05-0.0014657i,-7.8966e-05-0.00078029i,-0.0003435-4.0568e-05i,-0.00066743+0.00032798i,-0.00047839+0.00079809i,-0.00063446+0.00065412i,-0.00017411-0.00058019i,0.00032808-0.00084686i,0.00059607+8.367e-06i,0.0010355+0.00032494i,0.0013329-0.0002783i,0.0014187-0.00040611i,0.00069515-1.835e-06i,0.00031711-0.00038336i,0.00070472-0.00082142i,0.00071415-0.0011082i,0.00018753-0.00066401i,-0.00053197-0.00013271i,-0.00074389-0.00038981i,-0.00018695-0.00040744i,0.0010203-7.2195e-06i
0.00075617-0.0009765i,0.001236-0.00085939i,0.0017351+0.00012552i,0.0015793+0.00033353i,0.00094891+0.00077529i,5.8356e-05+0.00057501i,-0.00047707+1.6025e-05i,-0.00088503+0.00050777i,-0.00098004+0.00061537i,-0.0006519-4.3652e-05i,-0.00061431-0.00055864i,-0.00029876+8.7857e-05i,0.00036245+0.00056657i,0.00047924+0.00074549i,0.00045713+0.0011188i,0.00018704+0.00049349i,-4.9921e-05+8.8263e-05i,-0.00034553+0.00016424i,-0.00029184+0.00043796i,-0.00028206+0.00029265i,-0.00041127-0.00018045i,-0.00011153+9.1543e-05i,0.00018953+6.62e-05i
0.00058702+0.00015142i,0.0015559-0.00066528i,0.001325+0.00048753i,0.00019184+0.0011805i,-0.00023763+0.0010863i,-0.00015777+0.00082391i,-0.00020022+0.0004543i,-4.6289e-05+0.0003978i,-0.00026087+0.00078673i,-0.0013075+0.0014773i,-0.0010483+0.00091015i,-0.00021646-6.6243e-05i,1.8767e-05-6.8648e-06i,-0.00040947+0.00030348i,2.7267e-06+0.00023567i,0.00076654-0.00040375i,0.00060636-0.00099037i,0.0001306-0.00045817i,1.7449e-06-0.00014801i,0.00021169+2.7763e-05i,0.00026454-0.0001576i,0.0002446-0.00069626i,-9.1338e-05-0.00062442i
-0.00069774-0.00054728i,-0.0012202-0.0010695i,-0.00098295-0.00077754i,-0.00097042-0.00060347i,-0.0006139-0.00034723i,-0.0005625-0.00048631i,-0.0007806-0.0007011i,-0.00054676-0.00036237i,-0.00036748-0.00010213i,0.00029122-0.00028878i,0.0012227-0.00062325i,0.00073063-0.00050854i,-9.4815e-06-0.00019502i,0.00052329-0.00014823i,0.0007244-0.0003403i,0.00050896-3.7185e-05i,0.00024258+0.00073552i,-0.00035488+0.00019124i,-0.00037638-0.00016973i,3.9419e-05+5.4405e-05i,0.00062052+0.00018763i,0.00078406+8.2357e-05i,0.00015375-0.00034252i
-0.00076695-0.0014123i,-0.00041811-0.00063583i,-0.001071+0.00056641i,-0.00044475+0.00094718i,-7.6441e-06+0.0012067i,-6.0291e-05+0.00032528i,0.00024444-0.00018505i,0.0004886-6.0921e-05i,-9.4144e-06-0.00070183i,-0.00027745-0.00056455i,-0.00048707+1.1377e-05i,-0.00088051+0.00015332i,-0.00071071+2.1608e-05i,-0.0003931-0.00046218i,-0.00027345-0.00052441i,2.9852e-05-0.0001998i,0.00010677-0.00015567i,-4.7526e-05-4.9349e-05i,-7.0649e-05-0.00011136i,0.00071423-0.00011228i,0.00059781+0.00081988i,-0.00021745+0.00045381i,-2.5969e-05+4.7005e-05i
0.00033715-0.001306i,0.0013636-0.0010408i,0.0013553-0.0011423i,0.00050967-0.00071162i,0.0002387+0.00010866i,0.00044989+0.00057388i,-0.00022046+0.00010568i,-0.00094276+0.00022867i,-0.00092893+0.00066199i,-0.00053561+0.00060927i,-0.00011099+1.2045e-06i,0.00026079-0.00057539i,0.00066233-0.00068045i,0.00059542-0.00080863i,0.00069373-0.00028103i,0.00046407-0.00025968i,8.8212e-05-0.0002071i,-0.00018771+1.0907e-05i,0.00020139-0.00062991i,0.00059528-0.00061384i,0.00061062-0.00049136i,0.00034132-9.9702e-05i,-0.00015938-0.00041904i
-0.000222+0.00017877i,-0.0006333+0.0001126i,0.00037272-0.00011648i,-3.7234e-05-0.00042566i,-0.00078363-0.00029839i,-0.00052446+0.00056688i,-0.00062399+0.00079202i,-0.00042041+0.00043515i,-6.3055e-05+7.4507e-05i,-0.00051764-0.00062614i,-0.00021647-0.00077733i,-0.00019888+0.00016495i,-0.00040026+4.9327e-06i,-0.00031159-0.00063077i,-0.00034505-0.00056662i,-0.00063055-0.0004027i,-0.00041579-5.0742e-05i,-6.046e-05+3.4657e-05i,-0.00068429-0.0003754i,-0.00037775-0.0010167i,0.0010543-0.0010168i,0.0011318-0.00047328i,0.000877+2.0132e-05i
0.00049744+0.00065048i,0.0011792+0.00010296i,0.0011957-0.0009988i,0.00091343-0.0015097i,0.00079159-0.00031889i,0.00035082+0.00019857i,0.00020786-0.00012196i,-2.117e-06-0.00044135i,0.00073736-0.00049533i,0.0010888-0.00080897i,0.00070275-0.00061866i,0.00064942-6.5165e-05i,2.7998e-05+0.00010259i,-0.00016611-0.00043283i,0.00061906-0.00065238i,0.00039374-0.00012913i,0.00025845+0.00071912i,0.00046924+0.00065018i,0.00036862-0.00017346i,6.5238e-05-0.00098594i,-4.4142e-05-0.00081238i,-0.00018209-0.00022103i,-3.6586e-05+0.0001091i
1.1058e-06+9.1988e-05i,0.00051599-0.00039059i,0.0006302-0.00055748i,0.00054181-9.714e-06i,-0.0002619+0.00046413i,-0.00015129+0.00065202i,0.00019384+0.00024162i,-0.000107+4.7288e-05i,-0.00037681+0.00037117i,-0.00042016+0.00022654i,4.5639e-05+0.00041971i,0.00040071-0.00012069i,0.00037318-0.00030094i,-0.00034387-0.0001587i,-0.00030298-9.069e-05i,0.0001874-0.00065154i,5.7191e-05-0.00067636i,0.00036271+0.00010721i,0.00072477+0.00018265i,0.0005891+0.00019816i,-0.00046117+0.00016257i,-0.00069706+0.00034188i,-0.00024218+0.00032485i
-0.00097478-0.0004467i,-0.00071481-0.00053532i,-0.00089235-0.00071931i,-0.0014364-0.00067004i,-0.0015832+0.00037928i,-0.00060696+0.00087384i,3.8441e-05+0.00048802i,-0.00045686+0.00020387i,-0.0010602-9.275e-05i,-0.00057505+0.00010916i,0.00023015+0.00014821i,0.00043019-0.00065137i,0.00067774-0.0012937i,-0.00013802-0.0014252i,-0.00065783-0.0012898i,0.00050037-0.00057318i,0.00088828+0.0001513i,0.0001806+0.00080419i,-0.00085145+0.0005913i,-0.000858+0.00035875i,0.00012521-0.00032222i,-7.1815e-05-0.00086639i,-0.0005993-0.00014497i
-0.00044547-0.0018376i,-4.8615e-05-0.0026361i,-0.00059738-0.0027613i,-0.0012099-0.0015454i,-0.00058712-0.00071936i,-0.00047515+9.9952e-05i,6.2548e-05-0.00019573i,0.00081843-0.0010584i,0.00038986-0.001257i,-0.00037377-0.00049423i,-0.00031706+0.00033782i,0.00033054+4.2669e-05i,0.00043235-0.00038798i,0.00075032-0.00073054i,0.0014691-0.00054643i,0.00095576-0.00018688i,9.8264e-05-0.00063274i,-0.0007713-0.00062623i,-0.00068298-0.00025263i,-6.2401e-05+0.00026752i,-3.7795e-05+0.00010683i,2.6529e-06-0.00033031i,4.4648e-05-7.935e-05i
0.0014286-0.0009811i,0.0018597-0.00049374i,0.00053183-0.0004885i,-0.0014606-0.00043386i,-0.0016708+0.00055339i,-0.00080774+0.0012805i,-0.00049417+0.0017716i,-9.9816e-05+0.0014262i,-0.00048276+0.00021837i,-0.00055552-0.00032321i,0.00027985-0.00017548i,0.00087058+0.0002122i,0.00076531+0.00011232i,0.00050036-0.00014307i,0.0007319+9.114e-06i,0.00069357-0.00011983i,0.00089233-0.00045253i,0.0002359-0.00027727i,-0.00057355+0.00011581i,-0.00015799+0.00012641i,7.32e-05-1.9871e-05i,-0.00021551-2.7796e-05i,-0.00020601-0.0002432i
0.00091767+0.0010704i,0.00026312+5.3773e-05i,-0.00016405-0.00059378i,-0.00041746-0.0018963i,-0.00076747-0.0017892i,-0.00030878-0.00099146i,0.00064491-0.00067114i,0.00058604+0.00025706i,0.00023088+0.0004184i,-0.000542-3.3896e-05i,-0.00059083+1.3572e-05i,4.6668e-05+0.00051948i,0.00052984+0.00030523i,0.001518+0.00011004i,0.001338+0.0002309i,0.00077228+0.00038222i,0.00045335-0.00019844i,0.00031334-0.00037497i,0.00031922-0.00035109i,0.00055039-0.00063454i,0.00094168-0.00042385i,0.00065352+1.5592e-06i,0.00016527+0.00015688i
0.0024348-0.00050711i,0.0020802-0.00090911i,0.00073066-0.0013808i,0.00016786-0.0003848i,-0.00015899+0.0006513i,-0.00070201+0.001273i,-5.0498e-05+0.00090111i,0.00066998-0.00010452i,0.00021359-0.00033444i,-0.00028926-2.4319e-05i,6.8181e-05-4.5492e-05i,0.00063899-0.00045554i,0.00047035-0.00058038i,8.9978e-05+0.00044891i,3.5148e-06+0.001286i,0.00029099+0.00068167i,0.00062674+0.0002709i,0.00017292+6.4651e-05i,-4.6822e-05-0.00071184i,4.6921e-05-0.00060106i,-0.00029356-5.1503e-05i,-0.00024225-5.3611e-05i,0.00023769-0.00064595i
0.00067596+0.00016242i,0.00074444+0.00067397i,-0.00018616+0.00040158i,-0.0002494+0.00030586i,0.00025911+0.00048788i,0.00042808+0.00011447i,0.00049335-0.00011491i,0.00011695-3.7901e-05i,-0.00032247-0.00010454i,2.2062e-05+0.00039513i,0.00010807+0.00070507i,-3.2987e-05+0.0002642i,-0.0004476-0.00013068i,-0.00088985-0.0001632i,-0.0012051-0.00011963i,-0.0010673+0.00032384i,-0.00022471+0.00015955i,0.00021891+4.9569e-05i,0.00043284+0.00019162i,4.6846e-05+0.00071361i,-0.0003479+0.0010962i,-0.0005019+0.0012118i,-0.00057189+0.00068447i
-0.00028592+0.0004314i,0.00010518+0.00031043i,0.0008796+0.00037142i,0.00093152+0.00077961i,0.00012994+0.00054852i,-0.00031247+0.00080215i,-0.00011514+0.0012556i,-0.00040175+0.00073088i,-0.0010105+0.00031085i,0.00011065+4.3733e-05i,0.00069348+1.0088e-05i,-0.0001698+0.00065141i,-0.00086226+0.0012758i,-0.0016653+0.00080081i,-0.0013344-0.00017405i,-0.00068601-0.0001579i,-0.00014255+0.00043003i,0.00039346+0.00056316i,0.00026574-0.00023819i,0.00072998-0.00046538i,0.0006941+7.0159e-05i,0.00010607-0.00011395i,-0.0006903+0.00019393i
0.0012876-8.2692e-05i,0.0015998-0.001121i,0.0015409-0.0022041i,0.00058695-0.0014338i,-2.7414e-05-0.00049023i,-0.00039679-5.2692e-05i,-0.00016486+0.00011611i,-0.00050069+2.1994e-05i,-0.00090916-0.00021132i,4.7794e-05-0.00055566i,0.00046936-0.00082667i,0.0010756-0.00082046i,0.0016591-0.00015163i,0.0010717-5.4214e-05i,-0.00010172-0.00042462i,-0.00031436-0.00038369i,0.00052364-5.0757e-05i,0.00030015+0.00060329i,-0.00083469+0.00040057i,-0.00076782+0.00064313i,0.00033918+0.0011231i,0.00079698+0.001055i,0.00096226+0.00057401i
-0.00064081-0.00021619i,0.00016218+4.0044e-05i,0.0011141+0.00050656i,0.0014466+0.00052318i,0.0010797+0.00087256i,0.00070426+0.001069i,-0.000362+0.00018091i,-0.00063842-0.00090718i,-0.00059144-0.0010235i,-0.00052978-0.00081261i,-0.00085459-0.00059744i,-0.0012332+0.00017474i,-0.00071818+1.6043e-05i,-0.00065536-0.00079397i,-0.00049595-0.00017381i,-0.00016888+0.0011322i,8.4154e-05+0.0015422i,-6.7688e-05+0.00052136i,4.5715e-05+0.00018215i,0.00064157-0.00012933i,0.00059066-0.00045509i,-0.00041866+4.3583e-05i,-0.00074947+0.00050324i
-0.0010463+0.00023551i,-0.00012346+0.00010566i,-0.00020345-0.00047752i,-0.0010122-0.00085059i,-0.00092205+0.00025164i,-0.00099543+0.0010427i,-0.0011415+0.000421i,-0.00079509+0.00058547i,-0.00051565+0.00033819i,-0.0001926-0.00056387i,3.8419e-05-0.0010649i,-5.0776e-05-0.00063682i,0.00030396-0.0003961i,0.001017-0.00036967i,0.0011238-0.00031654i,0.00063498-1.3656e-05i,0.00030287+7.2822e-05i,0.00030998-0.00028601i,-1.4429e-05+0.00022658i,-0.0007191+0.00051764i,-0.00089239-0.00037924i,-0.00070975-0.00082152i,-0.00023319-0.00037463i
0.00029634+0.00048673i,0.0013477+0.00078928i,0.0017449-3.5822e-05i,0.0018807-0.00037267i,0.0016302-0.0005798i,0.00095998+0.00020912i,0.00060771+0.00095175i,0.00023606+0.00092985i,-0.0003125+0.00016233i,5.7136e-05-0.00080824i,0.00037466-0.00026549i,0.0004049+0.00051055i,0.00027248+0.00086733i,-0.0001006+0.00088048i,-1.5987e-05+0.00046267i,-0.00047069+0.00012539i,-0.00020632-6.3544e-05i,0.00074289-0.00028628i,0.00063517+0.00031441i,8.0154e-06+0.00064244i,9.9957e-07+0.00022151i,5.8706e-05-0.00023788i,0.00017346-0.00042774i
-0.0026528-0.0015833i,-0.0027647-0.00099216i,-0.0030585-0.00057205i,-0.0015016+0.00014481i,-0.00028111+0.00061067i,5.6348e-05+0.00044053i,7.2476e-05+0.00018942i,-0.00018828+4.5341e-06i,-4.2947e-05-0.00011829i,0.00017174-4.4836e-05i,0.00024231+0.00059241i,0.00032629+0.00065947i,-6.9299e-05+0.00011396i,-0.00068766+0.00066221i,-0.00030429+0.0011732i,0.00017719+0.00092416i,0.00011342+0.0011241i,-8.1308e-05+0.00079366i,-0.00039413+0.00028913i,-0.00084907-0.00033746i,-0.00059295-0.00097016i,-0.0003289-0.00097358i,-0.000643-0.00097239i
0.00016559-4.5105e-05i,0.00024524-0.00045103i,-0.00026816+5.3441e-05i,-0.00031969+0.00077051i,-0.00037858+0.00035907i,-0.00023146-8.0928e-05i,-0.0004173-0.00015931i,-0.0002453-0.00018624i,0.00019048+8.7561e-05i,0.00080174+0.00042325i,0.00087479+0.00076393i,0.00074401+0.00096221i,0.00035416+0.00093098i,-0.00011095+0.0007752i,-0.00058758+0.00023411i,-0.00094817-0.00022694i,-0.00093553-0.00086234i,-0.0002807-0.00061847i,-0.00015508-0.00029765i,0.00023572-6.5394e-05i,8.512e-05+0.00070248i,-0.00080778+0.00031901i,-0.0007269-0.00091745i
-2.3338e-05+0.00058459i,0.0012514+0.00025253i,0.0015443+0.0005701i,0.0012961+0.00086276i,0.0011184+0.00056886i,0.00073204-0.00010377i,0.00040405-7.6653e-05i,-0.00044652+0.00027907i,-0.00032796+0.00015268i,0.0009874+0.00045039i,0.0011971+0.00031786i,0.00020792+0.00076637i,-0.00093077+0.0010528i,-0.00097958+0.00057456i,-0.00032601+0.00013485i,-0.00022748-0.00066608i,-0.00064343-0.00073952i,-0.00071615-0.00054193i,-0.00012097-0.00070933i,0.00041301-0.0006036i,-0.0004307-0.00086053i,-0.0013817-0.0010654i,-0.00099519-0.00056941i
0.0011382-0.0004903i,0.00078726-0.00030741i,8.2961e-05-0.00060287i,-0.00086946-0.00089357i,-0.001629-0.00081835i,-0.0013501+0.00020397i,-0.00099367+0.00039481i,-0.00072266+0.00023686i,-0.00057216+0.00016777i,-0.00063586-0.00046566i,-0.0009612-0.00024113i,-0.0010722+0.00017261i,-0.00026157+0.00029551i,0.0010358+0.0002004i,0.00068955-0.00021226i,-0.0001893-0.00045766i,-0.00080195-0.00019006i,-0.00075241-0.00031298i,-0.00041305-0.00085964i,-0.00023485-0.00086111i,-0.00032144-0.00080078i,-0.0011553-4.0898e-05i,-0.0011042+0.00067209i
0.0011307-0.00032474i,0.001381-0.0013894i,0.0015959-0.0016534i,0.00046871-0.0011681i,-0.00057611+0.00051053i,-0.0003105+0.0016029i,0.00037367+0.0011008i,0.00049546-0.00012795i,0.00017226-0.00073486i,0.00043123-0.00048856i,0.00047794-0.00010079i,0.00033537+0.00034937i,0.00058986+0.00010762i,0.0005885-0.00016376i,-6.2167e-05+0.00014671i,-0.00070703+0.0002662i,-0.00060746-0.00010121i,0.00038523-0.00034168i,0.00034572-4.8682e-05i,-0.00032703-0.00064419i,-0.00062389-0.00088257i,-0.00048068-0.00062365i,-0.0010828-0.00077403i
-0.0014779+0.0003739i,-0.00075926+0.00085134i,-0.00032568+0.0011717i,8.2503e-05+0.00034962i,0.0005272+1.6389e-05i,0.0013002+0.00083048i,0.0014079+0.00053349i,0.00051396-0.00012037i,-0.00044899+9.3703e-05i,-0.00083779+0.00040502i,-0.00097627-0.00014349i,-0.00062981-0.0004919i,-0.00015013-0.00020249i,-0.00062138+0.00018612i,-0.00089983+0.00021253i,-0.00037786-5.1342e-05i,-0.00014455+5.8208e-05i,0.00019531+0.00011138i,-0.00027771+9.1613e-05i,-0.00054384-0.00022796i,-0.00025108-0.00034516i,-0.00016381+0.00022311i,-0.00017483+0.00013419i
0.00085775-0.00056168i,0.0006618-0.001429i,0.00050398-0.0026932i,0.00043414-0.0018165i,-0.00067647+0.00020195i,-0.0014197+0.00069292i,-0.00073288-9.8411e-05i,-2.9327e-06-0.00033266i,-0.00035917-4.9709e-05i,-0.00010372+8.9809e-05i,0.00055469-0.00049429i,0.00072348-0.00085408i,0.00056696+0.00013864i,0.00095479+0.0011908i,0.0010005+0.0014688i,0.00043068+0.0008031i,-0.00064373-3.0277e-05i,-5.8024e-05-0.0003019i,0.00043572+8.945e-05i,-0.00054305+0.00042552i,-0.0005314+0.00049217i,-0.00036341+0.00016365i,0.00010822-0.00020774i
0.0016968-0.00023i,0.0024137-0.0012767i,0.00086474-0.0012808i,-0.00035269-0.00073087i,8.1555e-05-0.00033703i,5.3094e-05+0.00050046i,-0.00014455+0.0011642i,-0.00021292+0.00032177i,0.00064261-0.00075547i,0.00077298-0.00055919i,3.7434e-05-0.00031784i,-3.3881e-05-0.00015081i,7.2601e-05+0.00015336i,0.00067281+0.00018872i,0.00089919-4.3144e-05i,0.00022626-0.00040157i,-1.6489e-05-0.00061104i,0.00011797-0.00013616i,0.00037826+0.00026566i,0.00080038-0.00038663i,0.0010989-0.00022242i,0.00048721+0.00027213i,5.1471e-05+0.00025233i
0.0015137-0.001588i,0.0024292-0.002064i,0.0012834-0.0020965i,8.6034e-05-0.0011645i,-0.000301+0.00046999i,0.00045787+0.0021823i,0.0014956+0.0021049i,0.001107+0.00059825i,-0.0001166+7.351e-05i,-0.00095753-0.00027295i,-0.00086893-0.00046713i,-0.00087946+0.00024838i,-0.00017123+3.5774e-05i,0.00047854-0.00037229i,0.00055155-0.00015686i,0.00015803-0.00012377i,-2.0764e-05-0.00040316i,0.00013032-0.00070488i,0.00052588+6.0279e-05i,0.00064205+0.00098121i,-4.5292e-05+0.0004792i,-0.00025258-0.00047785i,-6.323e-05-0.00048024i
-0.0010065-0.00014345i,-0.0014085-0.00094299i,-0.0016351-0.00090959i,-0.0017278-0.00078519i,-0.00095076-0.00059131i,-0.00048509-0.00025605i,-0.0010742+0.00013678i,-0.0010602-0.00026802i,-8.334e-05-0.00045954i,0.0003531-0.00080417i,1.2377e-05-0.00051518i,-0.00030208+6.5089e-06i,-0.00048438-0.00040404i,-0.00058743-0.00029526i,-0.00050299-0.00024357i,6.4357e-06-6.4079e-05i,0.00043533+0.00026492i,-0.0001441+0.00067986i,-0.0004084+0.00071005i,-0.00011731-3.548e-05i,-2.5486e-06-0.00040533i,0.00021231-0.00038395i,2.5226e-05-0.00010896i
0.0018112+0.0011624i,0.003411+0.00013201i,0.0031959-0.0016004i,0.0017491-0.0020439i,0.00060169-0.0017557i,-1.0657e-05-0.0015922i,-0.00099419-0.0014223i,-0.0010261-0.00028661i,-5.7959e-05+0.000533i,5.3743e-05+5.5804e-05i,0.00030135-0.00079318i,0.00061473-0.0013042i,0.00052969-0.00059047i,0.00021007+0.00099968i,-0.0003138+0.00070065i,0.00026049-0.00056047i,0.00094142-0.00012094i,0.00015067+0.00042305i,-0.00056891+0.00016501i,-0.00036143+0.00018771i,0.00058411+0.00080495i,0.00039709+0.00097501i,-0.0002924+5.5829e-05i
0.00080929-0.00055445i,0.00044759-0.0015176i,0.00089888-0.0020204i,0.0010371-0.00078287i,0.0007565+0.0004974i,0.00053466+0.0015853i,0.00019904+0.0017974i,-0.00012779+0.00067069i,-0.00042618-0.00029696i,-0.0003372-0.00049244i,9.8905e-05-0.00050435i,0.00046933-0.00085712i,0.00058241-0.00060634i,0.00075721+0.00019777i,0.00073702-5.2157e-05i,-7.3254e-05-0.00077283i,-0.00072066-0.0008351i,-0.0010021-0.00053059i,-0.0011134-8.5408e-05i,-0.00053092+0.00020833i,0.00025469-0.00010231i,0.00021099-0.00043625i,-0.00057184-0.00082026i
-0.0012891-0.00077803i,-0.00039707-0.0014213i,-0.00066146-0.0015606i,-0.0013021-0.00073788i,-0.00085174+0.00022377i,0.00030944+1.4397e-05i,0.00044736-0.0010531i,3.6508e-05-0.00069722i,-0.00025624+0.00013385i,9.0832e-06+0.00016217i,5.0968e-05-1.7146e-05i,-0.0007235-0.00064003i,-0.0010519-0.00080075i,-0.00071929-0.00089991i,6.9813e-06-0.0012816i,0.00051474-0.00075728i,0.00043266+0.00033076i,-0.00022471+0.00022549i,3.9701e-05+0.00040923i,0.00059996-0.00014086i,-4.1123e-05-0.00046044i,-0.00063145+8.949e-05i,-0.00072088-5.1455e-06i
-0.00040897-9.3633e-05i,0.00084556-1.483e-05i,0.00092462+0.00041096i,0.00093401+0.0012081i,0.00067171+0.0010323i,0.00030577+0.00081524i,1.3597e-05+0.00058567i,-0.00072019+5.7863e-05i,-0.0010503+0.00015846i,-0.0012472+0.00070393i,-0.00051411+0.00063038i,0.00073059+0.00056903i,0.00073499+0.00034016i,0.00011112-0.00050296i,-0.00039786-0.00063982i,-0.0003191+0.00025963i,5.3039e-05+0.00079935i,0.00047446+0.00036056i,0.00070736+0.00014098i,0.00033924-0.00042595i,-0.00014789-0.00026555i,-0.00026087+0.00059978i,-0.00018149+0.00020495i
-0.0013678+0.00074366i,-0.00036991+0.00098031i,0.00082528+0.0012271i,0.0014855+0.00043818i,0.0013896-0.00060144i,9.0785e-05-0.00043435i,-0.0012567-1.84e-05i,-0.0013546+0.00027753i,-0.00069534+0.00079818i,-0.00033538+0.00079449i,-0.00056843-0.00019889i,-0.00036148-0.00067686i,-2.5537e-05-0.00057174i,-0.000356-0.00015019i,-0.0010616+0.00048758i,-0.00037717+0.00057385i,0.0004796+0.00082214i,9.4974e-05+0.0008411i,0.0002687+0.00049991i,0.00027647+0.00029192i,0.00077628-0.00039286i,0.00055861-0.0006047i,-0.0011664+0.00027675i
0.00089948-0.0013257i,0.0019493-0.0013925i,0.0014342-0.0016876i,3.5502e-05-0.00082837i,-0.00045901+0.00075981i,-0.00022944+0.00060802i,-5.6459e-05+0.0004408i,1.6187e-05+5.43e-05i,6.3859e-05-0.00030777i,0.00053976+0.00058872i,0.00077266+0.00084218i,0.00036564-0.00010003i,2.3051e-06-0.0002773i,-7.0409e-05-0.00011373i,-0.0001414-2.4258e-05i,0.00011501+0.00057021i,0.00032037+0.00059445i,0.00075521-0.00025791i,0.00065519-0.00019853i,9.1373e-05+0.00013825i,-0.0003849-0.00034472i,3.7996e-05-0.00040217i,0.00076143-4.6919e-05i
0.00089171+8.5906e-05i,0.00072988+0.00026092i,0.00034504-0.00037047i,-6.1462e-06+0.00012049i,-0.0001785+0.00066644i,5.5525e-05+0.00093788i,-0.00014945+0.0012168i,-0.00024162+0.00059657i,0.00014416-2.8077e-05i,0.00033285-0.00038334i,-0.00050623-0.00090021i,-0.00086472-0.0012511i,-8.1843e-06-0.00088819i,0.00040931-0.00030339i,0.00016267+5.4516e-05i,0.00016838+0.0001997i,0.00055692-0.00025706i,0.00027472-3.1099e-05i,-0.00050072+7.9052e-05i,-0.00062304-0.00030402i,6.3903e-05-3.3851e-05i,0.00051647-0.00038579i,0.00058217-0.0009835i
-0.00033927-0.0013418i,-0.0010219-0.002229i,-0.00089883-0.0028752i,-0.00068116-0.0019657i,-0.00025646-0.00031766i,0.00042666+0.00073026i,0.00017823+0.00066936i,-0.00060917+0.00010067i,-0.00056753+0.00011701i,-0.00025921+0.00049907i,-0.00063162+0.00046403i,-0.00065973-0.00013744i,3.7087e-06-0.00037007i,0.00067672-3.4224e-05i,0.001199+5.6358e-05i,0.00090549-9.9673e-05i,0.00031577+2.247e-05i,0.00010226+0.00041474i,-0.00022773+0.00035108i,-0.00033274+0.00055036i,3.4154e-05+0.0005569i,0.00049017-3.1564e-05i,8.0462e-05-0.00042665i
0.00010686-0.00039927i,0.000831-7.0647e-05i,0.0012605+0.00015604i,0.0017755+0.00031173i,0.0012538+0.0008809i,0.00048595+0.00076679i,-0.00063977+0.00024985i,-0.00084173-6.4244e-05i,-0.00041539-2.4933e-05i,-0.0008875+0.00040691i,-0.0010676+0.00030103i,-0.00065817-0.00022771i,0.00037829-0.00019584i,-9.6652e-05-0.00050724i,-0.00057186-0.00094283i,-0.00013109-0.00082194i,5.9782e-05-0.00078674i,0.00037877-0.00029063i,0.00038121-4.5651e-06i,-0.00016747+0.00031341i,-0.00076793+0.00025969i,-0.0008714-0.00044612i,-0.00075029-0.00041272i
0.0016157-0.00040446i,0.0020568-0.00075029i,0.00090404-0.0011452i,3.9054e-05-0.00027573i,-0.00044585+0.00075714i,-0.00075872+0.00085965i,-0.00069811+0.0006568i,-0.00086206+0.00057109i,-0.00084301+0.00053743i,-0.00055514+0.00027209i,-0.00017232+0.00056562i,0.00017597+0.0010655i,5.7954e-05+0.00032397i,0.00027598-0.00035424i,0.0005219-0.00042739i,-0.00036147-0.00084088i,-0.00064031-6.4094e-05i,-5.8671e-05+0.00026822i,-0.0001271-0.00089501i,-0.000207-0.0012805i,0.00042275+7.0399e-05i,0.00075676+0.00073007i,0.00026813+0.00023713i
