-0.0022766+0.00016143i,-0.00077395+0.00027899i,-0.00027883-1.8638e-05i,-0.00026748-6.2984e-05i,-9.7151e-05+0.00099764i,0.00069882+0.0015318i,0.00097195+0.00078105i,0.00034528+0.00028514i,-0.00050816+5.9001e-05i,-0.00013206-4.0638e-05i,0.00079509-0.0002377i,0.00052652-0.00086424i,-0.00078217-0.0010432i,-0.0014246-0.00091409i,-0.0010143-0.00096546i,-0.00052037-0.0005038i,-0.0012315+0.00036938i,-0.0016226+0.00048582i,-0.00072216+0.00016237i,-0.00048972+6.045e-05i,-0.00075468-0.00016408i,-0.00040702-0.00034041i,0.00024938+0.0006581i
-0.0021994-0.00030702i,-0.00041376+7.9221e-05i,-0.00024142+0.0011123i,-0.00015896+0.00056917i,5.3098e-05+0.00032101i,0.0006559+0.0013974i,0.00092453+0.0011234i,0.00024162+6.8345e-05i,-0.00086548+0.00026073i,-0.00108+0.00076151i,0.00029592+0.000386i,0.0004777+0.00028654i,-0.00027579+0.00015718i,-0.00059522-0.00028334i,-0.00066584-0.0007924i,-0.00013569-0.0013775i,0.00039118-0.00065961i,0.00047273+7.0227e-05i,-4.2411e-05+0.00069698i,-0.00081926+0.00055621i,-0.0007711-0.00063922i,3.1529e-05-0.0006288i,0.00046485-0.00021503i
-0.00078049+0.00051813i,0.00060649+0.0014664i,0.0014148+0.0023684i,0.00070387+0.0025621i,0.0010223+0.0023911i,0.002102+0.0019348i,0.0018292+0.00078786i,0.00060677+5.4355e-06i,-3.9044e-06+0.00068244i,9.0174e-05+0.001336i,0.00061317+0.0010591i,0.00075257+0.00073986i,0.00034062+0.00037271i,-0.00039399-0.00075459i,-0.000523-0.00098824i,-0.00012212-0.00050335i,-0.00042344-0.00034791i,-0.00085467-0.00048468i,-0.00048364-0.00080878i,-0.00018667-0.00028616i,-0.00014607+0.00037958i,9.3043e-05+0.00046624i,-0.00037775+0.00034717i
-0.00085656+0.00033096i,-0.00035212+0.0010486i,0.00028058+0.00067912i,0.0004775-0.00046412i,0.00013564-0.00033566i,-0.00019572+0.00010523i,-0.00045519+0.0002985i,-0.00036634+0.0001226i,-0.001281+0.00036413i,-0.0017679+0.00032081i,-0.00076932-0.00043182i,-7.5792e-05-0.0011098i,0.00036633-0.00085385i,0.00095253+2.5099e-05i,0.00063419+0.00042525i,-0.00061029+0.0007935i,-0.00091375+0.0010837i,-8.1415e-05+0.00067912i,0.00025871+0.00039869i,0.00015125+0.00030298i,9.4376e-05+0.00030138i,6.9672e-05+6.94e-05i,0.00056743-3.9049e-05i
0.00044205+0.0011258i,0.00049018+0.0012153i,0.00086771+0.00053626i,0.001015+0.00090647i,0.00035153+0.00087145i,-0.00065474+0.00082204i,-0.00073284+6.2668e-05i,-0.00089723-0.00088689i,-0.0011215+0.00029452i,-0.001201+0.00038971i,-0.00036642-0.00050689i,-0.00014922-0.00025031i,-0.00086751-5.549e-05i,-0.00026186-0.00087165i,0.00040966-0.0012154i,-8.4228e-05-0.00067098i,-5.8506e-05-0.00087679i,0.00051911-0.0010151i,0.00030978+0.0001302i,-0.00029586+0.00059783i,-0.00085735-0.00012154i,-0.00074129-0.00063452i,0.00021635-0.00064908i
0.00053852+0.0017995i,0.001278+0.0014495i,0.002513+0.00046582i,0.0016048-0.00039565i,8.515e-05-0.00021148i,0.00012821+0.00075234i,0.0011691+0.00054977i,0.00122-0.00062836i,-8.0008e-05-0.00049004i,-0.00067589-0.00015019i,-0.00038238-0.00026022i,-0.00063756-0.00089969i,-0.00064057-0.00099305i,-0.00014077-0.00030754i,0.00040156+5.9593e-05i,0.00023272+5.6201e-05i,-0.00059444-2.252e-05i,4.0672e-05-0.0002332i,0.0010258+0.00027766i,0.00053527+0.00076876i,-0.00044433+0.00042037i,-0.00051017+0.0009441i,0.00035103+0.0015794i
-0.00012847+0.0021527i,0.00013752+0.0028968i,0.0012244+0.0019716i,0.0015157+0.00082144i,0.00089719+0.00098911i,-5.3e-05+0.00054483i,-0.00041872-1.0756e-06i,-0.00032843-0.00028352i,-0.00019302-0.00059853i,-0.00019622-0.00018729i,-0.0004333-0.00042756i,-0.00019693-0.00091127i,0.0004312+6.4786e-05i,0.00077672+0.00076276i,0.00078065+0.00043676i,6.7109e-05+0.00025737i,-0.00039402+0.00073307i,0.00031563+0.00092877i,0.00089394+0.00062283i,0.0004595+0.00069603i,0.00018139+0.00027198i,0.00071286-1.9088e-06i,0.00064125+6.6889e-05i
-0.00055386+0.00076004i,-0.0001476+0.0011148i,0.00045414+0.0010595i,0.00049566-0.00083907i,0.00066185-0.0015966i,0.00041962-0.0001556i,0.00042856+0.00061203i,0.00023682-0.00035267i,-0.00060317-0.0011814i,-0.000458-0.0009437i,0.00037111+0.00035047i,0.00046353+0.00056188i,-0.0003213+1.7722e-07i,0.00019117+0.00016509i,0.00051122-0.00043433i,0.00086033-0.0010302i,0.0011987-7.9494e-05i,0.00075289+0.00037467i,-0.00012135+0.00025035i,-0.00041754+0.00025225i,-0.00040648-0.00040643i,-0.0006092-0.00051435i,-0.00031645-0.000494i
0.00020108+0.00079357i,-0.00032418+0.0018793i,-0.0011129+0.0027906i,-0.00045398+0.0024479i,0.0011685+0.0017597i,0.0022728+0.0012412i,0.0018195-0.00011172i,0.00090738-0.00098083i,-0.00032954+4.9759e-05i,-0.00051766+0.00059696i,-0.00040236+0.00066047i,-0.00052592+0.00059897i,-8.476e-05-0.00044091i,0.00015304-0.00032421i,-0.00091967+0.00048663i,-0.0014175+0.00058233i,-0.00056452+0.00078215i,0.00021491+0.00020655i,0.0007302+8.3134e-05i,0.00044049+0.00066484i,0.00056213+0.00074201i,0.00070014+0.00016499i,0.00040717-1.3438e-06i
0.00010831+0.00095952i,0.00066421+0.00084736i,0.0022326+0.001624i,0.0029896+0.00088117i,0.002097+0.00026066i,0.00093659+0.00053034i,-6.9182e-05+0.00030885i,-0.0011599-0.00025423i,-0.0012758-0.00023396i,-0.00051636+0.00024854i,7.847e-05+0.00027869i,-0.00038867-1.293e-05i,-0.00054956-0.00010753i,-2.6452e-06-1.9038e-05i,8.2105e-05-2.4656e-05i,-0.00025651-6.4474e-05i,-0.00096159-0.00015659i,-0.00099108+6.0883e-05i,-0.0006597+0.00054679i,-0.00050275+0.0011481i,-0.00010596+0.0016232i,0.00021731+0.0013802i,2.4662e-05+0.00015178i
-0.00094585+0.0012898i,-0.0018806+0.0012275i,-8.6022e-05+0.00086057i,0.0017502+0.00065136i,0.0015618+0.00095028i,0.0013495+0.00041741i,0.0010999-0.00077167i,-2.3218e-05-0.00099172i,-0.00068888-2.0317e-05i,-0.00060812+0.00043266i,0.00019762+0.00015817i,0.00046784+9.0929e-05i,-0.00019484-3.5324e-05i,-0.0009697+2.5698e-05i,-0.00067937+0.00054213i,-0.0002605+0.00054003i,-0.00016608+0.00063317i,0.00016609+0.00056956i,0.00014359+0.00045204i,-6.0176e-05+2.4095e-05i,-0.00012762-0.0001611i,0.00020782+5.5948e-06i,9.9604e-05+0.00014559i
0.0012343+0.0021112i,0.0010483+0.0023441i,0.0014777+0.002076i,0.001142+0.0011558i,-0.00015587-0.0001111i,-0.00044653-0.00019003i,-0.00035691+0.00035103i,-0.0003751+0.00031452i,-0.00082559-0.00053719i,-0.00088169-0.0010957i,-0.00022998-0.00060651i,0.00027737+4.9402e-05i,-6.1356e-05+0.00012021i,-0.00013611-0.0004039i,9.9715e-06-0.00069857i,-7.4748e-05-0.0001472i,-0.0002357+0.00031067i,-0.00014685-0.00014922i,0.00049367-0.00052826i,-2.7494e-05-0.00035076i,-0.00091671-0.00027054i,-0.00045653-0.00026757i,-0.00016114+4.3983e-05i
0.00045294+0.001558i,-0.00023138+0.0020769i,-3.2955e-05+0.0014099i,0.00031098-0.00074439i,0.00047125-0.001105i,0.00048352+3.0846e-05i,0.00057872+0.00027551i,0.00056455+0.00044102i,-0.00046958+0.0010458i,-0.0012773+0.00061247i,-0.00092022-0.00032524i,-0.00033651-5.4562e-05i,-0.00019322-0.0001361i,0.00041343-0.0002476i,0.0007778-0.00013519i,0.00047057-0.00026676i,-0.00014967+0.00017654i,-0.00021832+0.00037402i,0.00034757-0.00017992i,0.00045318-0.00033512i,0.00014342-9.5152e-05i,0.00012622-0.00027987i,0.00036621-0.0003263i
-4.5468e-05+0.0015611i,-0.00016429+0.001423i,0.00031921+0.00079807i,0.0010796+0.00016641i,0.0012328+0.0003881i,0.00013311+0.00033406i,-0.00067727-0.00046171i,-0.0012946-0.00037225i,-0.0014821+0.00014048i,-0.0007028+5.5897e-06i,7.855e-05-7.1166e-05i,0.00023076-0.00015557i,-0.00024373-0.0004389i,-0.0001282+8.2723e-05i,9.7803e-05+0.00024809i,-0.00032257+8.5804e-05i,-0.0007982+9.5622e-05i,-0.0016094-1.8989e-05i,-0.0013052-0.0001395i,-0.00024343+0.00037376i,5.4085e-05+0.001337i,-0.00011867+0.0015009i,-0.00019171+0.00017644i
-0.00023705+0.00094294i,-0.00070093+0.0013035i,-0.00022403+0.00031537i,0.00011372-0.00035456i,0.00063248-9.993e-05i,0.0015882+0.00056777i,0.00074245+0.00034357i,-0.00016373-0.0005522i,0.00012878-0.00094186i,0.00039217-0.000476i,-6.8377e-05-3.4688e-05i,-0.00083893+0.00015576i,-0.00057102+0.00019373i,-0.0005303-0.00039816i,-0.00058837-0.00084327i,-0.00041087-1.9531e-05i,-0.00048891+0.00063792i,-0.00056903+0.00064208i,-0.0002448+0.00061293i,-1.9382e-05+8.5745e-05i,-1.0581e-05-0.00040034i,0.00012118-7.1571e-05i,5.3175e-05-3.3774e-05i
0.0010235+0.001636i,0.00088134+0.0017359i,0.0017943+0.0011844i,0.0010555+0.0011441i,-0.00045269+0.00083228i,-0.0007946+0.00042425i,-0.0012999+0.00021578i,-0.00070256+0.00014368i,6.1189e-05-0.00036004i,-7.4759e-05-0.0010719i,-0.00024657-0.00061942i,-0.00068599+9.9601e-05i,-0.00056672+0.00047387i,0.00012114+0.0011387i,0.00027881+0.0012283i,-0.0004023+0.00017602i,-0.00048215-0.00070504i,0.00014125-0.0010271i,-0.00040981-0.0001962i,-0.00078186+0.00024607i,-0.00065554-0.0010182i,-0.00026824-0.00084802i,-0.00057684+0.00071161i
-0.00098675+0.001822i,0.0003208+0.0015755i,0.001059+0.0021099i,0.0012446+0.0014876i,0.0012098+0.0012877i,0.0010399+0.0014828i,0.00088434-2.0503e-05i,-0.00010912-0.00093361i,-0.0010151-0.00010547i,-0.00037255+0.00083637i,0.00047397+0.00058713i,0.00015201-0.00027444i,-0.00039121-0.00030418i,-0.00022372-0.00061895i,-3.614e-06-0.0005248i,-0.000329-0.00063801i,-0.00021932-0.00048573i,8.0094e-05+0.00024011i,-7.938e-05+0.00044008i,-1.008e-05-0.00020782i,0.00013966-0.00044833i,0.00018213-0.00018397i,0.00046237-0.0003524i
-0.0019843+0.0013987i,-0.0014984+0.0017321i,-0.00017854+0.0020877i,0.0011365+0.0018626i,0.0017242+0.0014953i,0.001118+0.00088541i,0.00024445-0.00027279i,-0.00033202-0.00027217i,-0.00067583+5.5905e-05i,6.1703e-05+0.00051021i,0.00032422+0.00028611i,0.00011281-0.00030747i,-0.00040413-0.00039384i,-0.00099957-0.00041272i,-0.00070534-0.00016356i,-3.0931e-05-0.00019987i,-0.00031686-0.00045227i,-0.00051344-0.0013039i,-0.00044019-0.0011212i,-0.00020012-0.00026529i,0.00067225+4.4239e-05i,0.00067788+0.00022133i,0.00036402+0.00027661i
-0.0004989+0.00039722i,-0.00034324+0.00050307i,0.00083282+0.0010701i,0.0018319+0.0012487i,0.00081878+0.00079312i,0.00046255+1.7316e-05i,0.00052469-0.00092097i,0.00037339-0.0012925i,0.00026216-0.00042253i,-0.00067313+8.629e-05i,-0.00071454-0.00011593i,-0.0005643-0.00038794i,-0.0011877-0.00080354i,-0.0015153-0.00026591i,-0.0011952+0.00061778i,-0.00052048+0.00069945i,8.865e-05+0.00039201i,-0.00044057-0.00023182i,-0.0011448-0.00028874i,-0.0005247-7.9308e-05i,-0.00041593-0.00010419i,-0.00023826-0.00058321i,-0.00020737-0.00040495i
-0.00029729-0.00071167i,0.00050092-0.00013967i,-0.00070669-0.00034986i,-0.001834-0.00070505i,-0.0017164+0.00031353i,-0.00069585+0.0011114i,9.6673e-05+0.0005921i,0.0007135-0.00034302i,0.00011382-0.00031279i,-0.00086974+0.00090986i,-0.00052666+0.00099966i,-0.00067266+0.0002631i,-0.0010834+5.9605e-05i,-0.00011928-0.00073151i,2.6988e-05-0.0010158i,0.00014585-0.00044376i,0.00070503+0.00037184i,0.00067434+0.00093381i,0.00069014+0.00058403i,0.00043709+0.00054502i,8.5136e-05+0.0003445i,-0.00045831-0.00021146i,-0.00063799-0.00040421i
0.0003186+0.00013342i,0.0002259+0.00086451i,0.00063479+0.00095122i,0.00076161+0.001165i,0.00013+0.00075891i,0.00052583+0.0011696i,0.00048411+0.0015595i,4.3044e-05-0.00030377i,0.00020293-0.00093845i,0.00011091+0.0003993i,-0.00041956+0.0014223i,-0.00021727+0.0013079i,0.00086381+0.00076841i,0.0011903+0.00093758i,0.00010825+0.0014938i,-0.0010555+0.0014377i,-0.0013547+0.00089711i,-0.00104+0.00040499i,-0.00020238-0.00016231i,0.0005393-0.00049521i,0.00059453-0.00021686i,8.86e-05+0.00042788i,5.0741e-05+0.00064376i
-0.00056762+0.0015688i,-0.00055097+0.0018383i,-6.8941e-05+0.0012584i,0.0010149+0.001106i,0.0010712+0.0016845i,0.00109+0.00069777i,0.001663-0.0012876i,0.0011452-0.0016735i,-2.8242e-05-8.5227e-05i,-0.0001249+0.0010377i,-1.9652e-05+0.00073139i,7.4332e-05-0.00025953i,0.00042903-0.00056319i,7.196e-05-0.00047498i,-0.00087683-0.00030736i,-0.00065988+0.0002924i,-0.0003192+0.00037325i,-0.00032083+0.00011968i,-0.00043641+0.0002733i,-0.000548+0.00027193i,0.00077333+0.00048805i,0.0017297+0.0004395i,0.0014302+5.3978e-05i
0.00030742+0.0010123i,0.001062+0.00080122i,0.0010588+0.00043028i,0.00052211-9.5891e-05i,0.0002191+0.00010399i,0.0010667+0.00029477i,0.0015001+1.9432e-05i,-0.00026257-0.00012896i,-0.001177+3.4552e-05i,-0.0012838+0.00010881i,-0.0010682-3.208e-05i,-0.00018045+0.00022537i,0.0003081+0.00010217i,0.00059628-0.00033048i,0.00045801-0.00018494i,0.00054124-0.00037419i,-8.0554e-06-0.0005369i,-0.00041169-0.00038037i,-0.00020221-0.00061372i,-6.4713e-05-0.00079554i,0.00041548-0.00065758i,6.2929e-05+0.00010851i,-0.0002055+0.00052586i
-0.000899+0.0023191i,-0.00037128+0.0011991i,0.00036684+0.0018517i,0.0014473+0.0017521i,0.00039548+0.0017305i,-0.00048594+0.0018825i,0.00037317+0.00084773i,-0.00010863+0.00020771i,-0.001463+0.00054099i,-0.0010489+0.0011328i,-0.0004841+0.00048261i,-0.00024346-0.00075762i,-0.00089514-0.0009168i,-0.0016517-0.00072734i,-0.0012798-0.00029809i,-0.00053837-0.00010167i,-0.00024557-5.354e-05i,-0.00011593+0.0003652i,-0.00017414+0.00016065i,-0.00065971+5.461e-05i,-0.00098103+0.00047747i,7.0721e-05+0.00082695i,0.00054859+0.00022222i
-0.00064041+0.00022532i,-0.00031982+0.0012215i,0.00043682+0.00096778i,0.00022965+0.00085964i,1.3118e-05+0.0013145i,0.00071612+0.00096783i,0.00078159+6.9403e-05i,-0.00049892-0.00025385i,-0.00092848+0.00050302i,-0.00032252+0.0011455i,3.7652e-05+0.00061734i,-0.00012435+0.00013038i,-0.00025293-0.00017812i,-0.00045845-0.00038799i,-0.00030229-0.00016777i,-0.00018307-1.5245e-05i,-0.0001518+0.00032775i,-0.00049267+0.00034356i,1.1462e-05-0.0001511i,0.00093739+0.00022504i,0.0010347+0.0010859i,0.00075369+0.0013092i,0.00079287+0.0005034i
-0.00043333+0.0016587i,7.2904e-06+0.0017498i,0.0014223-4.7302e-06i,0.0012318-0.00035478i,0.00030628+0.00091038i,0.00058601+0.00098614i,0.0011394+0.00082128i,0.00072417+0.00062701i,-6.137e-05-0.00010889i,-0.0001005-0.00074735i,-0.00010684-0.0006377i,-3.2616e-05-6.5713e-05i,-0.00029416+0.00066568i,-0.00094565+0.0011729i,-0.00056388+0.00090478i,-0.00010764+0.0008343i,-0.00028043+0.00057163i,-0.00057707+0.0003333i,-0.0003769+0.00013713i,-0.00010774-5.0908e-06i,-6.8304e-05+0.00049212i,0.00046634+0.00056163i,0.00063889-0.00016519i
0.0014151-0.00018062i,0.001462+0.00050904i,0.0014316-0.001364i,0.00058806-0.0018489i,-0.00070684-0.00071002i,-0.0016605+0.00078322i,-0.00081026+0.0010116i,-0.00017208+0.00028961i,-0.00049032-0.00063096i,-2.154e-05-0.0013234i,0.00036099-0.0012389i,0.0010031-0.0002395i,0.00091507+0.00048525i,0.00011747+0.00047932i,0.00040719-0.00041554i,0.00080954-0.00070441i,0.00030339-0.00055651i,0.0001371-0.00045149i,-0.00011128-0.00026136i,-0.00069143-0.00070559i,-0.0008394-0.00059096i,-0.00050209-8.1778e-05i,-0.00030382+0.00067773i
0.00030923+0.0024037i,0.0013766+0.0022026i,0.0027098+0.00042636i,0.0015904-0.0011724i,0.0011212-0.0013564i,0.0014233-0.00083122i,0.0011106-0.0004472i,0.00025009-0.0010584i,-0.00081196-0.0015897i,-0.00096667-0.0012102i,-0.00010854-0.0011773i,0.00049748-0.0012038i,0.00049449-0.0014212i,0.00034132-0.0011013i,0.00019044+2.4286e-05i,-0.00038012+0.00071598i,-0.00025219+0.00048158i,7.1951e-05+0.00046692i,0.00019382+0.00033837i,-0.00014166-0.00013776i,-0.0005898-6.6668e-05i,-0.00044274-0.00017116i,-0.0002532-0.00013717i
0.0014261-0.00039083i,0.0015308-0.00035549i,0.0010761-3.4529e-05i,0.0002755-0.00016012i,0.00010962+0.00031494i,-0.00026155+0.0013623i,-0.0004791+0.0012173i,-0.00043332+4.797e-05i,-0.00083032-2.6592e-05i,-0.00040398-0.00014705i,7.3043e-05-0.00027806i,-4.6307e-05-0.00018131i,-0.00044324-0.00075519i,-0.00058419-0.0015732i,-8.7592e-05-0.001836i,0.00043967-0.0016027i,0.0003978-0.0014361i,9.1077e-05-0.00096739i,-0.00076713-0.00050296i,-0.0010506-0.00018619i,-0.0006109+0.00060754i,-0.00054246+0.00084998i,-0.00038586+0.00033939i
-8.8775e-06+0.0018844i,1.2891e-05+0.0026287i,0.00078173+0.001247i,0.0010118-0.00045302i,-0.00014263-0.00060034i,-0.00076031-0.00020731i,-0.00051211+0.00022514i,-0.00087753+0.00019523i,-0.00073454+0.00061412i,-0.00063007-0.00016134i,-0.00075424-0.0010144i,-0.00062774-0.00050752i,-0.00072103-0.00027222i,-0.00072236+0.00021479i,-0.00034397+0.00014258i,6.5187e-05-0.00031701i,0.00048687-0.00047563i,0.00063851-0.00073578i,0.00013768-0.00038102i,-0.00061635+0.00035199i,-0.00042475-0.00026016i,-0.00056887-0.00098685i,0.00020763-0.00040982i
-0.00097548+0.0021325i,-8.4516e-05+0.0018053i,0.00079228+0.002617i,0.0016223+0.0021628i,0.0018393+0.0006388i,0.0015611-0.00028712i,0.00094045-0.00085379i,0.00078248-0.00092673i,0.00078991-0.0010079i,-0.0003032-0.0013021i,-0.00077301-0.0010627i,-0.00024212-0.00013513i,-0.00017821+0.00027279i,-0.0004933+0.00027593i,-0.0011984+0.0004357i,-0.0012563+0.00045528i,-0.00070183+0.0002789i,-0.00023456-0.00027072i,0.00050313-3.7616e-05i,0.00067225+0.0003003i,0.00016688+0.00047059i,-0.00015374+0.00025411i,-0.00031798-0.00041051i
-0.0019717+0.0014444i,-0.0010991+0.00063316i,-0.00011939+0.000922i,9.982e-05+0.00022946i,0.00037549+0.00023457i,0.00094469+0.0012986i,0.001158+0.0007697i,0.0010687+0.00032531i,0.00026371+0.00042557i,0.00013089+0.00039659i,-3.5709e-06+0.00066747i,3.3019e-05+0.00083986i,0.00044823+0.00058142i,-4.7754e-05-0.00011653i,-0.00044993-0.00084555i,-5.4322e-06-0.00075413i,0.00025055-0.00041699i,0.00032244-0.00030188i,1.5385e-05-0.00052962i,-1.1686e-05-0.00069937i,0.00038756-5.7862e-05i,0.00044033+0.00050638i,0.0008709+0.00086419i
-0.00051769+0.00085664i,-0.00043766+0.0014534i,0.00062037+0.0019327i,0.0010606+0.0014702i,0.00051182+0.00085353i,-0.00016306+0.00081881i,-0.00014052-0.00039395i,0.00012804-0.00086086i,-6.2983e-05+0.00024614i,-4.175e-05+0.00058203i,0.0010939+0.00057305i,0.0014452+0.00047966i,0.00089886+0.00057877i,-4.5457e-05+0.00060557i,-0.00088918+4.5155e-06i,-0.00025943-0.00052597i,6.9694e-05+5.8837e-05i,0.00075672+0.00064706i,0.00097152+0.00034327i,-8.5015e-05-0.00055063i,0.00027355-0.0006457i,0.0012714-9.3366e-05i,0.00031534+0.00014359i
0.00071854+0.001565i,0.0015289+0.0012806i,0.002024+3.7194e-05i,0.00064275-0.00056431i,0.00045756-0.0008304i,0.0005642-0.00097011i,0.00010421-0.00039468i,0.00025644+0.00010546i,0.00073137+0.00018222i,0.00023631-0.00011555i,-0.00014552-0.00053542i,-0.00048091+0.00016284i,-0.00067978+0.00038771i,3.9476e-05-0.00057954i,0.00087643-0.0011272i,0.00051068-0.00065404i,-5.9646e-05+5.9729e-05i,-0.00049765+0.00026654i,-0.001252-0.00011401i,-0.00057259-7.4863e-05i,0.00081885+3.9058e-05i,0.0015743-0.00035242i,0.0011882-0.00069056i
-0.00045988+0.0002069i,-0.0006226+0.0011016i,-0.00016292+0.00041629i,0.00073347+0.00010822i,0.00089701+0.00076886i,0.001267+0.0011748i,0.001966+0.00025383i,0.0014002-0.00047322i,0.00032405-0.00016079i,-5.6385e-05+2.2612e-05i,4.1478e-05+0.00020665i,-4.9997e-05+0.0002466i,-0.00063287-0.00025471i,-0.00112-0.00028785i,-0.00095731-0.0004041i,-0.00017038-0.001182i,0.00028166-0.00084522i,0.0002287-0.00012855i,0.00065301+4.7272e-05i,0.0010033-8.6181e-06i,6.4993e-05-2.9948e-05i,-0.00054572+0.00040511i,-0.00034648+5.8164e-05i
0.00029323+0.0007671i,-4.5609e-05+0.0018059i,0.00026855+0.00062753i,0.00019606-0.00081348i,7.2283e-05-0.00065526i,-0.00015079+0.0010482i,-0.00057834+0.0012561i,-0.00037053+0.00030991i,-7.018e-05-7.298e-05i,2.4508e-05-0.00093697i,0.00028626-0.00090398i,-6.5495e-05-0.00021097i,-0.00073712+6.6742e-06i,-0.00035307-0.00029165i,-0.00028431+0.00041702i,-0.00039937+0.00067234i,-0.00029942-0.00028468i,0.00013396-0.00057484i,0.0003131-0.00041892i,-0.00029471-0.00012915i,0.00024495+0.00016418i,0.0009213-0.00011905i,0.00072223-0.0003019i
0.00051681+0.00014862i,0.0015518+0.0016665i,0.0017561+0.0022373i,0.0013105+0.00084161i,0.0012923-2.6886e-05i,0.0017372-2.3785e-05i,0.00076803-0.00033939i,-0.0002497-0.00067618i,-1.6721e-05-0.00044491i,-1.3762e-05-0.00031667i,8.7437e-05-0.00018041i,0.00029199-0.00027155i,0.00039593-0.00057372i,0.00029376-0.00044076i,-9.2829e-06+0.00059827i,-0.00022235+0.00094435i,-0.00036742-0.00040876i,-6.7082e-07-0.001045i,8.7187e-05-0.00022914i,-1.4307e-06-3.1274e-05i,-0.00074997+3.9998e-06i,-0.00088181+0.00022966i,-1.7405e-05+0.00010302i
-0.0015884+0.0017683i,-0.00077197+0.0016387i,-0.0006892+0.0013932i,-0.00049282+0.0016456i,3.1947e-05+0.0016163i,0.00028048+0.00098523i,-0.00017019-0.00030079i,-0.0011563-0.00093402i,-0.0011993-0.00061601i,-0.00090273-1.1394e-05i,-0.00063638+0.00021156i,4.9778e-05-4.7186e-05i,-0.00031821+0.00025452i,-0.0012028+7.5641e-05i,-0.0012122-0.00039754i,-0.00072976-0.00018098i,-0.00011195+0.00048632i,-0.0001392+0.0006364i,-0.00062274+0.00077741i,-0.00042364+0.0008888i,0.00052184+0.00062409i,0.0017216+0.00042113i,0.0014207+0.00027086i
0.00021115-0.00074689i,0.00041883+0.00090907i,-0.00014373+0.0016721i,-0.0010197+0.00091729i,-0.0013639+0.00041841i,-0.00025708+0.0011836i,0.0011316+0.00087665i,0.0010426-0.00028729i,0.00014146-0.00036186i,-0.00063804+0.00026347i,-0.00070112+0.00059883i,-4.346e-05+0.00036017i,0.00050938+0.00044192i,0.00067472-4.9647e-06i,0.00079935-0.001048i,0.00062547-0.00031666i,-8.0457e-05+0.00079654i,-0.00042631+0.00084194i,0.00028475-8.2624e-05i,0.00076283-0.00085926i,5.9185e-05-0.00078254i,-9.2258e-06-0.00033115i,0.0002861+0.00040835i
-0.00084028+0.0019007i,0.00027856+0.0012979i,0.00090725+0.0011756i,0.00092097+0.0011499i,0.0016024+0.00085607i,0.0010488+0.0002275i,0.00015345-0.00038389i,-0.0002379-0.0004378i,9.5984e-05-0.00028719i,0.00050793-0.00026949i,0.00065259-0.0001029i,0.0012216-4.5094e-05i,0.00086569-0.00031643i,-0.00032007-0.00020125i,-0.00083155+0.0002271i,-0.00090664+0.00032427i,-0.00046626-0.0005613i,-3.6063e-05-0.0011748i,-0.00017881-0.00096214i,-0.00049232-0.00011428i,-0.00047059-6.3893e-05i,-7.9217e-05-0.00084014i,0.00017211-0.00080241i
-3.0235e-05+0.00087345i,-3.0728e-05+0.0016657i,0.00026759+0.00088929i,0.00084976+0.00039356i,0.00064635+0.0015485i,0.00093863+0.001101i,0.0010882-0.00024815i,0.000452-0.00073115i,3.0864e-06-0.00071246i,0.00023599-0.00035921i,0.00066218-0.00032465i,0.00022273-0.00070704i,-0.00063644-0.00035038i,-0.00041002-2.2922e-05i,-6.1022e-05-0.00053502i,-0.00072261-0.00064338i,-0.00090283-0.00047085i,-3.8555e-05-0.0010426i,4.6223e-05-0.0010372i,6.3489e-05-0.00066662i,0.00068036-0.00066686i,7.3195e-05-0.00052158i,-1.5232e-05-0.00090614i
0.00018975+0.00010313i,0.0016342+0.00067163i,0.0017074+0.00056362i,0.00116+0.00018534i,0.0011984+6.6751e-07i,0.00092954+0.00025776i,0.001214+0.00046561i,0.00099963-0.00024288i,-0.00048087-0.00076306i,-0.00067623-0.0001673i,-0.00061344+1.085e-05i,-0.00027073-0.00023585i,0.00016174+1.3991e-05i,-0.00051457-8.631e-05i,-0.0010447+0.00049155i,-0.00091093+0.0012224i,-0.00017018+0.0011428i,-0.00043943-0.00026836i,-0.00080866-0.0012044i,-0.0001855-0.00093044i,0.00032005-0.00053688i,0.00030203+3.2383e-05i,0.00017394+0.00066751i
-0.0018407+0.002086i,-0.0013818+0.0026435i,0.00018564+0.0040404i,0.0016478+0.0034716i,0.0019013+0.0016643i,0.0011725-0.0004465i,0.00058705-0.0011248i,-0.00040759-0.00029487i,-0.0010743+0.00071855i,-0.00045767+0.0011973i,0.0003802+0.00061053i,-7.4703e-05+0.0003994i,-0.0012196+0.00098342i,-0.002193+0.00078557i,-0.0018705+5.2273e-05i,-0.00058939-6.8973e-05i,-0.00040294+0.00014294i,7.9272e-05+0.00013309i,0.00040899-0.00027093i,4.7177e-05-0.00050685i,0.00034446-0.00022471i,-0.00015719-0.00017974i,-0.00067928-0.0001689i
