-0.0044794+0.0011429i,-0.0046159+0.00095508i,-0.0040143+0.0020204i,-0.0022772+0.0027464i,0.00011136+0.0029129i,0.0018924+0.0025993i,0.0019097+0.0018141i,0.0011199+0.0011687i,0.00010602+0.0010882i,0.00035407+0.0011548i,0.0010061+0.00042904i,0.00062471-0.00048673i,3.3815e-05-0.0013045i,-0.00070122-0.00090582i,-0.0012728-0.00037656i,-0.00099107+0.00016714i,-0.00099857+0.0001955i,-0.0011389-0.00027209i,-0.001063-0.00011739i,-0.00038836+4.5251e-05i,-0.00012421-0.00027135i,-0.00033403-0.00055723i,-6.8707e-05-0.00042471i
0.0016246-0.00081746i,0.0035501-0.0021587i,0.0041572-0.0024376i,0.0028833-0.00089688i,0.0012733+0.00041751i,0.00069336+0.001122i,0.00058384+0.0011449i,0.00034316+0.0010235i,9.9135e-05+0.00062009i,-0.00023564-0.00019226i,-0.0001642-0.00063421i,0.0002029-0.00056068i,0.00078656-0.00061496i,0.00084328-0.00075045i,0.0010021-0.00041391i,0.00097681+0.00018303i,0.00064072+0.00047985i,0.00061663+0.00015041i,0.00051319-0.00038873i,0.00030926-0.00074505i,-0.00022925-0.0010678i,7.5901e-06-0.00099032i,0.00048156+0.0001036i
-0.0027932-0.0018665i,-0.0042493-0.0026351i,-0.005496-0.0011503i,-0.0038982+0.001275i,-0.0011921+0.0021419i,0.0018295+0.0015627i,0.0039075+0.0005715i,0.002304-0.00020699i,-2.4635e-05-0.00031048i,-0.00066251+0.00019228i,-5.8563e-05+0.0010039i,0.00041642+0.001047i,6.5373e-05+8.3138e-05i,-0.00054734-0.0010789i,0.00023222-0.00086373i,0.0013186-0.00043114i,0.00098278-0.00099258i,0.00085402-0.0005914i,0.0012528+0.00024716i,0.00062113+0.00017635i,-0.00052316-0.00015172i,-0.00083368-0.00092113i,-0.00057393-0.00062503i
0.00059403+7.414e-05i,0.0031013+0.00097694i,0.0046343+0.00059177i,0.0031552+0.00097565i,0.0011089+0.0016348i,0.0013164+0.00095139i,0.001526+0.00033247i,0.0010446+0.00031633i,0.00088542-0.00057874i,-1.3487e-05-0.0005953i,-0.00087202+0.00025802i,-0.0005708+0.00026029i,-0.00034277-0.00024392i,-9.2341e-05-0.00048514i,0.00043822-0.00032582i,0.00061426+5.7107e-05i,0.00033368+0.00033611i,0.00013191+0.00057388i,0.00017471-5.4116e-06i,0.00052892-0.0001252i,0.00042024-6.2315e-05i,-1.2697e-05-0.00022611i,0.00037583+0.00035942i
-0.0019298-0.00010473i,-0.0035972-0.00044223i,-0.0047666-0.00016058i,-0.0041597+0.0010309i,-0.0010211+0.0012015i,0.0023518+0.0014655i,0.0034968+0.00080228i,0.002082+0.0001563i,0.00025764+2.0266e-05i,0.00055764+7.9309e-05i,0.00075214+0.0003312i,0.00022884-0.00020391i,-0.0003699-0.00051995i,-0.00061662-0.0003349i,-0.00076509-0.00064001i,-0.00042159-0.00011409i,8.1016e-05+0.00029047i,-0.00024737+0.00086836i,-0.00018167+0.001569i,0.0004004+0.00087041i,0.00029544-0.0001531i,-0.00033875-0.00039678i,-0.00088967+5.0442e-06i
0.001119+0.0011417i,0.00060285+0.0004799i,0.00090189-0.0004107i,0.0011382-0.00095301i,0.0010912-0.00093979i,0.0014461-0.00067767i,0.00068975-0.0015313i,-0.00023644-0.0014598i,-0.0002357-0.00012828i,-0.00073347-0.00065461i,-0.00047533-0.0013247i,0.00055782-0.00078787i,0.00069526+0.00022008i,-0.00036411+0.00090844i,-0.001638+0.00060727i,-0.00094692+0.00055017i,-0.00038764+0.00059408i,-0.00039018+0.00065162i,7.6963e-05+0.00041666i,0.00065167+0.00017606i,0.00034568+0.00026722i,6.8522e-05+0.00013727i,0.00034058-0.00046395i
0.0010538+0.00026881i,0.0015016-0.00091667i,0.0012506-0.0022495i,0.00014705-0.0010288i,-0.00010664+0.00098622i,0.00049499+0.0023574i,0.0012846+0.0028704i,0.0012235+0.0023378i,0.0013082+0.00028568i,0.0012987-0.0014606i,0.00053598-0.0011294i,-0.00025225-0.00020002i,-0.0010973-0.00025298i,-0.001248-0.00038044i,-0.00039603+0.00011115i,0.00041649+0.00019171i,0.00041925-0.00027772i,-9.7792e-06-0.00044441i,-0.00088305-0.00070731i,-0.00031619-0.00057756i,0.0006149+0.00024759i,0.00070801+0.00038962i,0.000521+0.00024848i
0.00084022-0.00090045i,-0.00044453-0.00045314i,-0.00077006+0.00082618i,0.00042854+0.0013188i,0.0010749+3.3005e-05i,0.0016764-0.00048561i,0.0017895-0.00078196i,0.00099318-0.0013554i,0.00011029-0.0015686i,0.00013185-0.0011168i,3.3311e-05-0.00082347i,-0.00042689-0.00039343i,-0.00068268+0.0003682i,-0.00015389+0.00072856i,6.0689e-05+0.0013834i,-0.00022863+0.001591i,0.00017322+0.00083968i,6.1626e-05+0.00071547i,-0.00027397+0.00018702i,-0.00042342-0.00053285i,-0.00029384-0.00083746i,-0.00027806-0.0014801i,-5.8626e-05-0.0017806i
-0.00065338-0.00057169i,0.00039495-0.0017811i,0.00056751-0.00087748i,-0.00011937+0.00064292i,0.00029803+0.0013223i,0.00046945+0.0015295i,-0.00018666+0.00094741i,0.00052634+0.00098717i,0.0007191+0.00077978i,0.00033816-0.00035166i,0.00045874-0.00030357i,0.00022653-1.8531e-05i,-0.00024593-0.00036574i,3.8006e-05-0.00015884i,0.00083153-0.00011272i,0.00062341-0.00042892i,0.00057253-0.00065123i,0.00099535-0.00015146i,0.00078496+0.00034107i,0.00027908+0.00070573i,-0.00037984+0.00047233i,-8.8091e-05+0.00030914i,-3.2477e-05+0.00014658i
0.00082214+0.0016458i,0.0017239+0.0016442i,0.0017892+0.0019787i,0.0013199+0.0012876i,0.00057587+0.00104i,0.0010453+0.0013669i,0.0023162+0.00049746i,0.0023667-0.00072148i,0.00073393-0.0013905i,-0.00012059-0.00058378i,0.00010655+5.7807e-05i,0.00017919-0.00035336i,0.00052022-0.00054117i,0.00093579+0.0002372i,0.00027928+0.00079193i,-0.00058475+0.0003908i,-0.0003655-0.00059755i,0.00060241-0.0014279i,0.0010156-0.00065006i,0.00066216+0.0002437i,0.00057806+0.00022537i,0.00044275-6.8863e-06i,0.00073251-1.3914e-05i
0.00107+0.001279i,0.0014601+0.00046574i,0.0018725-0.0005493i,0.0018413-0.00082216i,0.0012507+0.00012962i,0.001432+0.00081453i,0.0006475+0.00026487i,0.0003463+0.00044925i,-4.5727e-05+0.00023789i,-0.00087673-0.0004662i,-0.00067086-0.00079455i,-0.00013617-0.00022862i,0.0002814+0.00012692i,0.00037022+0.00049291i,0.00042766+0.0010067i,0.0010559+0.00058509i,0.0012121-0.00018634i,0.0009421-0.00035543i,0.00098988-0.00099664i,0.0011708-0.0011068i,0.00085096-0.00017523i,0.00059555-0.00031068i,0.00062616-0.00083448i
-0.0016798+0.00013236i,-0.0028848-3.8374e-05i,-0.003475+0.0013014i,-0.0012618+0.002182i,0.0013142+0.0020042i,0.001728+0.0017704i,0.0018286+0.00032299i,0.0013076+0.00053515i,0.00031655+0.0018379i,-0.00011281+0.0016952i,-0.00035985+0.00058275i,-0.00074896-0.00016792i,-0.00038257-0.00081654i,0.00028913-0.0011371i,-0.0001873-0.00093768i,-0.00050799-0.00072645i,5.0519e-06-0.00034833i,0.00070375+0.00029049i,0.0013104+0.00069796i,0.0011838+0.00027718i,0.00028348-0.00059414i,0.00035539-0.00078706i,0.00073-0.00067306i
3.4337e-05-0.00017089i,0.00090388-0.00031749i,0.0011986-0.00094821i,-0.00025747-0.00067205i,-0.0010968-0.00036561i,0.00037601+8.2599e-05i,0.0012125+0.00020346i,0.00040692-7.1353e-05i,-0.00018281-0.00018512i,-0.00022276-0.00032639i,-0.00015814-0.00057578i,-0.0004464+0.0002305i,-0.00058357+0.00089259i,-0.0003788-0.00020276i,0.00015944-0.00042718i,0.00033675+0.00045595i,3.4133e-05+0.00014807i,0.00044204-6.6143e-05i,0.0011613+6.0472e-06i,0.00011232+0.00028841i,-0.0010564+0.00049927i,-0.00069888+0.00060086i,-7.8466e-05+0.00047222i
-0.00051361-0.0014862i,-0.0027285-0.0018317i,-0.0034594-0.0025129i,-0.0016156-0.00093795i,0.00032093+0.001009i,0.0013087+0.0019444i,0.0012738+0.0019613i,0.0006646+0.00057712i,0.00030073-0.0003028i,-0.0012887-0.00069373i,-0.0025066-0.00096953i,-0.0017617-0.00047263i,-0.00051415-0.00047188i,0.0002546-0.0010151i,0.00018279-0.00062627i,-2.5437e-05+1.1308e-05i,0.00010031+0.00027287i,0.00017028+0.00075616i,0.00037989+0.0008699i,0.00033602+0.00019683i,-0.000213+0.00041208i,-0.00056967+0.00092103i,-0.00071477+0.0010545i
0.0018738-0.00022157i,0.0030255-0.0010121i,0.0042596-0.00036517i,0.0038566+0.00064003i,0.0024723+0.001023i,0.0021275+0.0011022i,0.0020693+0.00082264i,0.0011119+0.00052115i,0.00039341-3.5816e-05i,0.00019693-0.00054084i,-0.00022498-0.0006769i,-0.00033446+0.00053694i,0.00048544+0.00082629i,0.00016607+0.00014783i,-0.00049323+0.00045853i,-0.00086875+0.00037622i,-0.00079107+0.00017884i,0.00023372+0.00069548i,0.0012505+0.0009496i,0.00073759+0.00049561i,0.00027375+8.1065e-06i,-9.4633e-06+0.00048786i,-0.00018986+0.0011344i
-0.0011643-0.0016296i,-0.0025226-0.0016052i,-0.0030032-0.0013207i,-0.0029812-0.00062891i,-0.0013263+0.00037521i,-3.9182e-05+0.0018218i,0.00021436+0.0023954i,0.00051294+0.00093807i,0.0012306-0.00050934i,0.0008204-0.00089763i,-0.00027266-8.8096e-05i,0.0001043+0.00022525i,0.00052719+0.00013516i,0.00036011+0.00054396i,0.00042684+0.00039223i,0.00042735-0.00049187i,0.0003699-0.00086454i,0.00079516-0.00017382i,0.00041849-0.00054281i,-6.7467e-05-0.00082961i,1.5241e-05-0.00018106i,-0.00027185+3.4706e-05i,0.00012699-0.00038485i
0.00015085+0.0019182i,0.00097028+0.0022774i,0.0028188+0.0024232i,0.0031805+0.00099131i,0.0017813+0.00019995i,0.00097583-0.00015269i,0.0009613-5.3637e-05i,0.00080874+0.0001096i,0.00012771-0.00016083i,0.00031822-0.00058122i,0.00062199-0.00098945i,-0.00044413-0.00078293i,-0.00039026-0.00078618i,0.00040123-0.000634i,-6.6195e-05+7.7517e-05i,-0.00044962-3.4076e-05i,-0.0001027+0.00021063i,0.00049227+0.00092361i,0.00046274+0.0012082i,7.5357e-05+0.00044899i,-8.297e-05-0.00046178i,3.2459e-05-0.00057725i,0.0007275-0.00039656i
-0.0034472+0.00038477i,-0.0033738-0.00077602i,-0.0032258-0.0015978i,-0.0021119-0.00065811i,1.3059e-05+0.00079347i,0.0021104+0.00040092i,0.0024481-0.00022486i,0.0015982-7.7996e-05i,0.0010649+0.00085518i,0.00070261+0.00042543i,0.00031538-0.00085913i,-0.00025084-0.00099044i,-0.00022016-0.0012226i,0.00011322-0.00091563i,-0.00030628-0.00018356i,-0.00019289-5.7137e-05i,-0.00027684+0.00050053i,-0.00055283+0.00097366i,-0.00026434+0.00063573i,-0.00031168+0.00033633i,2.4505e-06+0.00024512i,0.00021563+0.00017074i,-0.00040958+4.9267e-05i
0.0042518-0.0006247i,0.0045298-0.00067538i,0.0034212-0.00013998i,0.0017709+0.0010458i,0.00084221+0.0024143i,0.0011288+0.0031021i,0.0017026+0.0026255i,0.0012427+0.0012289i,-9.088e-05-0.0004817i,-0.00085631-0.0011714i,-0.00084047-0.00048555i,-0.00052156-9.4375e-05i,-0.00025074-0.00041447i,6.2732e-05-0.00065687i,0.00018712-0.00096137i,-0.00068495-0.0010253i,-0.00091238-0.00052543i,0.00016266-5.7052e-05i,7.3921e-05+0.00024051i,-3.9038e-05+4.5957e-06i,0.00084644+0.00055343i,0.0013122+0.00138i,0.00076625+0.0016878i
0.0010629-0.00024623i,-0.00089953-0.0022936i,-0.00023786-0.0030831i,0.00086713-0.0018005i,0.0013135-0.00052544i,0.0017137-0.00011533i,0.0019177-0.00045289i,0.0019526-0.00072577i,0.0012153-0.00074772i,0.00012921-0.0010355i,-0.00051772-0.0013935i,-0.00059599-0.0010301i,-0.00027319-6.4516e-05i,-0.00036709+0.00073331i,-0.00064264+0.0010227i,-0.00083876+0.00096202i,-0.0010355+0.00067216i,-0.0003836+0.00022785i,0.00030457-0.00043569i,0.00040358-0.00072689i,3.9824e-05-0.0012288i,-0.00062313-0.0012978i,0.00032456-0.0010866i
0.0014944+0.00025049i,0.001818+0.00090451i,0.00044978+0.0021815i,-0.00052484+0.0028355i,4.9168e-05+0.0027115i,0.00097525+0.0019698i,0.001373+0.0017631i,0.00076716+0.0014456i,-0.00036932+0.00057844i,-0.00016291+0.00012651i,-0.00066705+0.00025183i,-0.0012802-5.1119e-05i,-0.0010976-0.00056801i,-0.00020026+0.00021756i,0.00033755+0.00051859i,0.00022869+0.00037098i,-3.325e-05+0.00024498i,-0.00066987-0.00082046i,-0.00083464-0.0014424i,-0.00040503-0.0010864i,-0.00044872-0.00066329i,-0.00033406-0.00012171i,-0.0001379+0.00016024i
0.00046369-0.0019842i,0.0008684-0.0033317i,0.0016959-0.0027132i,0.002023-0.0014388i,0.0016095-0.00035357i,0.00065877+0.0001634i,0.00035783+0.00030051i,0.00066961+0.0004628i,0.00076093+7.6215e-05i,0.00023029-0.00050767i,3.3119e-05-6.7207e-06i,-0.00024182+0.00028924i,-0.00019528-0.00011649i,0.00071952-1.6672e-05i,0.00084963+0.00025961i,-2.5432e-05+0.00016352i,-0.00087657+0.00013388i,-0.0012528+0.00047338i,-0.00089975+0.00086986i,0.00018421+0.00074039i,0.00038287+0.0006219i,-1.441e-05+0.00060912i,-0.0001387-0.00023326i
0.00063761+0.00014506i,0.00026082+0.00021558i,-0.0014738+0.00033211i,-0.001969+0.00095214i,-0.0010505+0.0023967i,0.0011082+0.0032707i,0.0026924+0.0016716i,0.0022799+0.00011166i,0.0003635-0.00065865i,-0.00042856-0.0012645i,-0.00040824-0.0013322i,0.00020151-0.00096783i,8.1279e-05-0.00019939i,-0.00012226-0.0001208i,0.00012751+0.0001489i,0.00038349+0.00063974i,0.00039125+0.00033561i,-7.7563e-05+4.3792e-05i,0.00019756+0.00021878i,0.00098803+0.00048778i,0.0013283+0.0010785i,0.00084627+0.001042i,0.00041538-0.00059662i
-0.00043461-0.0014416i,0.00016736-0.001447i,0.00059159-0.0020292i,8.1489e-05-0.0015035i,0.00090297+0.00038413i,0.0017898+0.0019206i,0.0016639+0.0010225i,0.00065117-0.00072911i,2.4074e-05-0.0015221i,-5.6501e-05-0.00093435i,-0.00039587+0.0004129i,-1.5756e-05+0.00039911i,0.0008216+0.00035212i,0.00089414+0.0005281i,0.00053766+0.00038245i,0.00067785+0.00010168i,0.00085346+7.0154e-05i,0.00038005-0.00024322i,2.539e-05-0.00048393i,-0.0003626-0.0001306i,0.00011859-0.00031161i,0.0010421-0.00086491i,0.00097297-0.0011366i
0.0014606-0.0016153i,0.001299-0.001702i,-0.00064306-0.0013304i,-0.0011406-0.00011079i,-0.00033864+0.0015275i,0.00091964+0.0023595i,0.0016302+0.0017248i,0.0010622-4.7975e-05i,0.00020538-0.0010488i,-0.00020236-4.0863e-05i,-0.00064216+0.00084705i,-0.00078241+0.00025112i,-0.00077607-0.00069745i,1.4963e-05-0.0011159i,0.00088253-0.0007144i,0.00092586-0.00014317i,0.00054425+2.7104e-05i,-8.0657e-05+0.00014822i,-0.00072338+0.0002149i,-0.00036881+0.00033032i,0.00043534+0.0004069i,-0.00035428+0.00060277i,-0.00042833+0.00051509i
-0.0014775+0.00062415i,-0.001698+5.5626e-05i,-0.0013672+0.0012962i,-0.00067712+0.0019497i,0.0011487+0.00088863i,0.0023242-9.0752e-05i,0.0025172-0.000358i,0.00114+0.00010833i,-0.00014813+0.00038519i,-0.00021092+0.00018349i,-0.00027597-0.00037223i,-0.00018529-0.00029976i,-0.00040366+0.00041229i,-0.00066213+0.0010173i,-0.00047696+0.00057586i,-7.1432e-06-1.4895e-05i,-4.9646e-05+0.00041837i,-0.0004343+0.00098641i,-0.00033992+0.0010582i,-0.0002085+0.00034892i,-0.00017969+0.00019239i,0.00014846+0.00085538i,-0.00019513+0.00021759i
-0.00030526-0.00072353i,-0.0003429-0.0013076i,-0.00099476-0.0013871i,-0.00074733-0.00060199i,-6.1008e-05+0.00068911i,0.001008+0.00045302i,0.0010659-0.00023714i,0.00069101+0.00034972i,0.0004255+0.00032834i,-0.0002001-0.00047732i,-0.00025313-0.00033418i,0.00016222+0.00021249i,0.00040814+0.00018712i,0.00035903+0.00027398i,-4.4252e-05+0.00060911i,0.0001236+0.00010727i,0.00042985-0.00084876i,0.00081823-0.0009205i,0.00050566-0.00063179i,0.00030891-0.00059142i,0.00045307-0.00031511i,0.00027105-0.00010836i,0.00025717+4.6861e-05i
0.001808-0.00090345i,0.0014955-0.0005748i,0.00023239-5.7057e-05i,0.00018454+0.00042069i,0.0006532+0.00078868i,0.00097114+0.0006068i,0.0011937-1.3772e-05i,0.00062834-0.00022585i,3.611e-05-0.00040585i,-0.00011209-0.00034711i,0.00019347-0.00033548i,-0.00045829-0.0008193i,-0.00083442-0.00072102i,0.00043528-0.00050365i,0.0010403-0.00029865i,0.00064114+4.5451e-05i,0.00053385-0.00025905i,0.00083288-0.00029877i,0.0004089+7.4782e-05i,0.00014087+0.00018499i,0.00078592+3.7453e-05i,0.0012113+7.2315e-05i,0.00090942+0.00061469i
-0.0018892+0.0012807i,-0.00029195+0.00069712i,0.00028702+0.00099801i,0.00077856+0.0016511i,0.001551+0.0021267i,0.0021207+0.00099462i,0.0016868+0.00012369i,0.0003726+0.00069406i,0.00026333+0.00088751i,0.00061158+0.00014787i,0.00023048-0.00059692i,8.9948e-05-0.00063298i,0.00044-0.00033523i,0.00041566+6.0573e-05i,0.00022396+0.0003125i,-0.00037391-0.00011672i,-0.00092247-0.00050878i,-0.00080957-0.00052962i,-7.1359e-05+0.00011209i,0.00055787+0.00055079i,-5.8754e-05-4.5062e-05i,-0.00033792-7.9549e-05i,-1.72e-05+0.000842i
-0.0032618+0.0013526i,-0.0028375+0.0020552i,-0.0024664+0.0019413i,-0.0020269+0.0012228i,-0.00050948+0.0011826i,0.0010638+0.00093818i,0.0014806-0.00035198i,0.000867-0.00073185i,0.00023638-0.0002178i,-0.00019991+0.00013493i,-0.00063801+0.00028125i,-0.00077272-0.00029535i,-0.00095614-0.00077672i,-0.00080442-0.00080025i,-0.00024175-0.00046858i,-2.7585e-05+5.4344e-05i,2.4854e-05+0.00026568i,-7.0603e-05-0.00011837i,-7.8372e-05-0.00053748i,0.0005803-0.00077105i,0.00015085-0.0011608i,-0.00058629-0.00066554i,-0.00033452+0.00012788i
0.00081613+0.00014435i,0.00052783+0.00014484i,0.00080632-0.0010596i,0.00089727-0.0014208i,0.00037669-0.00067144i,-0.00015508-4.6628e-05i,0.0004639-0.00021889i,0.0010338-0.00022288i,0.00018909-0.00030566i,-0.00054428-0.00017824i,-0.00099083+0.00023688i,-0.00078875-4.0765e-05i,-0.00012719-0.0008497i,3.7228e-05-0.00063978i,-0.00047117+0.00059475i,-0.00034334+0.00058527i,0.0003454+0.00026094i,0.00021437+0.00030378i,-0.00080313+0.00084492i,-0.0009935+0.0015759i,-0.00063513+0.00094747i,-0.00046353+4.128e-05i,-0.00024401-8.2043e-05i
0.001634-3.6405e-05i,0.0011003-0.00097142i,0.0010043-0.0019698i,0.0011693-0.0016057i,0.0014556-0.00043615i,0.0017353+0.00076882i,0.0012504+0.00072795i,0.001082-0.00019046i,0.0012733-0.00048063i,0.0015689-0.00017484i,0.00081899+0.0005437i,-0.00044454+0.00058792i,-9.7914e-05+0.0002901i,0.0006303+0.00030003i,0.00031804-0.0004771i,3.8735e-05-0.00050775i,5.2391e-05+0.00010471i,0.0003665+4.712e-05i,0.00099787-3.9788e-05i,0.0013238-0.00041743i,0.000727+4.9921e-05i,0.00039989+0.00068515i,0.00034843+0.00026351i
0.00095975+0.00018171i,0.0018209+0.0014506i,0.0026015+0.0023441i,0.0021243+0.0021754i,0.0014338+0.0012713i,0.0012907+0.00047004i,0.0016838+0.0001896i,0.0010472-0.0002212i,0.00018061+0.00042845i,-0.0010222+0.0008019i,-0.00084315+0.00032986i,0.00014217-0.00036989i,-0.00040312-0.0010257i,-0.00098752-0.00018677i,-0.00055443+0.0002891i,-0.00041348+0.0001433i,-0.00022623+0.00025056i,-0.00062286+0.0004166i,-0.00067115+0.00096906i,-6.4007e-05+0.00095723i,0.00047859+0.00055194i,9.4362e-05-9.5387e-05i,-0.00052477-0.00080177i
-0.0014232+0.00050186i,-0.0017923+5.9011e-05i,-0.0013963+0.00032854i,-0.0012593+0.0013504i,5.7938e-05+0.0008472i,0.0011515-0.00073896i,0.00048943-0.001185i,-0.00025901-0.00083058i,-0.00059351-0.00047547i,-0.00091805-0.00099266i,-0.00079772-0.0014203i,-9.0737e-05-0.00052005i,0.00049469+0.00010791i,0.00051522-3.7021e-05i,-0.00037939+0.00029362i,-0.00073562+0.00075188i,0.00038845+0.0008859i,0.00068131+0.00039919i,1.3156e-05+0.00018426i,-0.00037954+0.00032106i,-0.00084401-0.00087923i,-0.00086454-0.0010416i,-0.00073179-0.00030135i
-0.0020402+0.0024644i,0.00019171+0.0021736i,0.00064892+0.0017906i,4.4818e-05+0.001315i,0.00039444+0.00099627i,0.0012299+1.0499e-05i,0.0015224-0.00011287i,0.0010468-0.00034487i,0.00091454-0.00018111i,0.00074931+0.00037949i,0.00014613+0.00021782i,0.00041402-0.00019653i,0.00068373-0.00021041i,5.3793e-05+0.00070815i,-0.00049297+0.00091216i,-0.00034215-0.00034177i,-0.00010369-0.00068326i,0.00013499+0.00014395i,0.00036699+0.00033309i,2.2513e-05+0.00011309i,-0.00027482+0.00034681i,-8.2462e-05+0.00017292i,-0.00038949-0.00014547i
-0.00014888+0.00012838i,-0.00084462+0.00071565i,-0.0015962+0.0006251i,-0.00070298+0.00093437i,0.00026378+0.00098146i,0.00066866+0.00073741i,0.0012617+0.001315i,0.00082378+0.0015844i,0.00029134+0.00068066i,-0.00055495-0.00080502i,-0.00064011-0.00064639i,-9.9945e-05+0.00081102i,-0.00052917+0.0012281i,-0.0011003+0.00035064i,-0.00033264-0.00030914i,-0.00032102-0.00020465i,-0.00093458-0.00016025i,-0.00055935-6.2967e-05i,-7.718e-05-0.00015997i,0.00017639-0.00048613i,-0.0001856-0.00092675i,-0.00091041-0.00080007i,-0.0005813-0.00057055i
0.00043144+0.00020679i,0.00042507+0.00052927i,0.00026291+0.0012084i,0.00035754+0.00073013i,0.0014139+0.00052355i,0.0022568+0.00053465i,0.0019076-0.0004154i,0.00060744-0.00057806i,-0.00053958+0.00080589i,-0.00038252+0.0013675i,0.00030064+0.00064854i,0.00015542+3.8776e-05i,-0.0005528+2.9859e-05i,-0.0012762-0.00020141i,-0.0010533-0.00075971i,-0.00055766-0.0009619i,-0.0010461-0.00076224i,-0.00068515-0.00015649i,0.00026994+0.00034914i,0.00050311+0.00086719i,-0.00058325+0.0010587i,-0.0011428+0.00016132i,-0.00031447-0.00039102i
-3.7153e-05+0.0021817i,7.9708e-05+0.0021556i,0.00082834+0.0019795i,0.0019641+0.0012932i,0.0030204+0.0010018i,0.0032237+0.00090032i,0.0023021+0.00025273i,0.0017496-0.00029217i,0.0011539-0.00057928i,0.00053274-0.00065314i,0.0005474-0.00085785i,-0.00012982-0.00079115i,-0.00042862+0.00010841i,-0.00095447+0.00038965i,-0.0012941-5.4609e-05i,-0.00116-9.5517e-05i,-0.00083776+0.00012642i,-0.00035725-5.9703e-05i,0.00044961+0.00018215i,6.9393e-05+0.0010246i,-0.00063422+0.00033973i,-0.00038586-0.00013963i,-0.00020949+0.00014275i
-0.0012208+0.0010194i,-0.0012283+0.0011253i,-0.0010539+0.0012481i,-0.001362+0.0017521i,0.0003474+0.0013284i,0.0017269+0.0012187i,0.00082236+0.00094662i,0.00089376+0.00093658i,0.00057381+0.0010313i,-0.00029488+0.00047913i,-8.9756e-05-8.9821e-05i,0.00023057-0.00040284i,-0.00023423-2.3155e-05i,-0.0013129+8.7244e-05i,-0.00089513+0.00046819i,7.8498e-05+0.00084662i,0.00014457+0.00095287i,-0.00015711+0.00073965i,-0.000353+0.00024558i,-0.00028676-8.8466e-05i,-0.00045552+0.00019349i,-0.0010194+0.0003457i,-0.00064831+0.00024022i
0.0016199-0.0019058i,0.0018041-0.0030122i,0.0018546-0.0032938i,0.00047494-0.0017688i,-0.00057048-0.00015822i,0.00015285+0.0011145i,0.00050785+0.00098241i,-4.2137e-05+0.00026756i,-0.00096686+5.9188e-05i,-0.00075389-0.00058457i,-4.9053e-05-0.0006052i,0.00017247-6.0261e-05i,0.00033841+0.00043141i,0.0002606+0.00056449i,0.00020377-9.6966e-05i,2.1188e-05-0.00022266i,0.00018569+1.0487e-05i,0.00053567-0.0007477i,0.00055384-0.00068087i,0.0006047+0.00016193i,0.00037237-0.00026673i,-6.7416e-05-0.0011658i,-6.0957e-05-0.00066836i
0.001184-0.0013819i,-0.00010848-0.0014683i,-0.00038509-0.00072599i,0.00033473-0.00027167i,0.0010602-0.00064008i,0.0010416-5.1879e-05i,0.00095039+0.00032148i,0.00091899+0.0003734i,6.2182e-05-7.7906e-05i,-0.0010602-0.00099111i,-0.0011112-0.0008012i,-0.00027629+0.0005054i,0.00075716+0.00065473i,0.0016911-8.7028e-05i,0.0012328-0.00080281i,0.00016677-0.00042124i,9.3556e-05+0.00041i,0.00045794+0.00049018i,0.00030186+0.00015232i,-0.00023535-0.00023878i,-9.8686e-05-3.8209e-05i,0.00063735+0.00031174i,0.00047136+0.00037562i
-0.00044901-0.0035449i,-0.0010052-0.0038765i,-0.002392-0.003644i,-0.0017858-0.0010838i,0.00030021+0.0013727i,0.0021101+0.0021046i,0.0022346+0.0020075i,0.00090496+0.0012287i,0.00069576+8.7481e-05i,0.00058178-0.00030915i,-0.00049501-0.00023831i,-0.00064911-0.000472i,0.00010212-0.0011787i,-0.00047192-0.0021896i,-0.00086258-0.0013572i,-0.00091849+4.9941e-05i,-0.00067418-0.00031735i,-0.00038935-0.00037438i,-0.00030078+0.00010589i,-0.0001175+0.00051463i,0.00027318+0.00060767i,0.00030204+0.00027776i,5.3691e-05-2.2319e-05i
-0.00082218-0.0010883i,-0.00067984-0.00086657i,-0.00016319+0.00066915i,0.0001756+0.0022931i,0.00072073+0.0026958i,0.0012669+0.002347i,0.0021668+0.0010786i,0.0021222+0.0002639i,0.0009671+0.00039341i,0.0004351+0.00087789i,0.00027243+0.00045135i,-2.3005e-05-0.00020063i,0.00019772-0.0012272i,0.00039397-0.0010949i,0.00019123-0.000434i,-0.00019751-0.0011099i,-0.00065537-0.0014831i,-0.00081002-0.00060623i,-0.00049886-0.00030067i,-6.1586e-05-0.00010296i,0.00021642+0.00012922i,-0.00017171+0.00022867i,-0.00056203+5.9779e-05i
-0.00030035+0.0019229i,0.00012501+0.0015757i,0.0003443+0.0013596i,0.00057265+0.00069367i,0.001625-0.00010979i,0.0028856-0.0010763i,0.0018967-0.00077213i,0.00059988+0.00021921i,-0.0001728+0.00020933i,-0.00035314+8.0702e-05i,-5.9173e-05-0.00024675i,-0.00061159-0.00069915i,-0.0008985-0.00012867i,-0.00077726+0.00022434i,-0.00086868-0.00016774i,-0.0012115-0.00021669i,-0.00099315+0.00011695i,0.00030841+0.00045656i,0.00085201+0.0012626i,0.00057826+0.0014342i,0.0001462+0.00070401i,-3.9143e-05+0.00070893i,0.00012774+0.00092263i
