-0.002402+0.0011997i,-0.0016002+0.00032854i,-0.0014519+0.00095806i,-0.00098598+0.00090415i,-0.00094428+0.0013739i,-0.00033956+0.0016513i,-0.00019024+0.0022341i,-0.00023192+0.0024737i,0.00030415+0.001805i,0.0010752+0.00046234i,0.0016033-0.00043322i,0.0017996-0.0014675i,0.0011391-0.0016728i,1.3031e-05-0.0018003i,0.00030769-0.0016782i,0.0006087-0.00030246i,0.00057695+0.00010272i,0.00027855+0.00032221i,-0.00048462+0.00036774i,-0.00050071-0.00048907i,8.4984e-05+0.00044421i,0.00011788+0.0015944i,0.00031766+0.0011541i
0.001522+0.0021426i,0.0020023+0.0010613i,0.0012811+0.00025626i,0.00050532+0.00071884i,0.00079078+0.00085356i,0.00085761-0.00022158i,0.00058138-0.0011663i,0.00050207-0.0006755i,-0.00025278-0.00048702i,-0.00031031-0.00012341i,6.0372e-05+9.8312e-05i,0.00014542-0.00031354i,0.00035263-0.00088751i,6.2841e-07-0.00077278i,-0.00063363+0.00056689i,-0.00020435+0.00048763i,0.00074086+0.00037729i,0.00038483+0.00055815i,-0.00033538+0.0003037i,-0.00026833+0.00056161i,-3.0512e-05+0.00074566i,-0.00015403+0.00083989i,-0.00025505+0.00023372i
-0.0029324+0.0012904i,-0.0023932+0.0013677i,-0.00041085+0.00015997i,0.00047547-0.00025772i,0.00017794-0.00032808i,3.5447e-05-0.00053919i,-0.00046688-0.00021381i,-0.00068174+0.00059676i,0.0001882+0.0010838i,0.00053542+0.0003824i,0.00044719-0.00056541i,0.00076857-0.0010472i,0.0011389-0.00071681i,0.00025614-0.00035938i,-0.00094168-5.1554e-05i,-0.0012045+9.9743e-05i,-0.00025755-0.00029359i,-7.4766e-05-0.00034847i,-0.00062863-0.00035473i,-0.00083271-0.00046602i,-4.9536e-05-0.00068046i,0.00034772-0.00039286i,-0.00032423+6.424e-05i
0.0030512-0.0011448i,0.0012677-0.00089206i,0.0011763-0.00052585i,0.0011693-0.00043093i,-0.00036951-0.00011222i,-0.0015023+0.00098944i,-0.0018516+0.00097153i,-0.00051747+0.0003155i,1.9214e-05+0.00053403i,-0.0013483+0.00035474i,-0.0010536-0.00064088i,-0.00065145-0.00016459i,-0.0010548+0.00094127i,-0.0008714+0.00060637i,-0.0011039-0.00036426i,-0.00081474-0.00034085i,-0.00038568-0.00034411i,-0.00024302-3.5549e-05i,-0.00015588+0.0011195i,-0.00024981+0.0013057i,-0.00040533+0.00024552i,-0.00056939-0.00041008i,-0.00084424-3.8901e-06i
-0.0015486+0.001013i,-0.0015589+0.0012677i,-0.0013177+0.00054505i,-0.00044581-0.00019209i,9.626e-05-0.00043383i,0.00010516-0.0005605i,-0.00022588-0.00070936i,-0.00063246-0.00057432i,-0.00070591-0.00025175i,-9.0917e-05+0.0003936i,0.0001202+0.00053803i,-0.0003364+0.00061923i,-0.00094457+7.3706e-05i,-0.0011144-0.00081591i,-0.00059535-0.00071741i,0.00041155+0.00013488i,0.00080746+4.9345e-05i,0.00019458-1.5544e-05i,-0.0006724-0.00014439i,-0.00040217+6.8832e-05i,3.923e-05+0.00059501i,-7.8083e-06+0.00022151i,-0.00016849+0.00037253i
-0.0022424-0.0012349i,-0.0028882-0.0005358i,-0.0018542-0.0008622i,-0.00057089-0.0011273i,2.6439e-05-0.00059595i,0.00028025-0.0001146i,0.00041891-0.0004255i,0.00053551-0.00025586i,-0.00023126+0.00034294i,-0.00047286+0.0011173i,-0.0001171+0.0013334i,0.00015082+0.00071956i,0.0008226+6.3551e-05i,0.0012607+0.00026474i,0.0008197+0.00020379i,0.000848-0.00074832i,0.00047344-0.0010338i,0.0002226-0.0011343i,9.392e-05-0.0011268i,-0.00071722-0.00047687i,-0.00080757-0.00044579i,-0.00011805-0.00021612i,0.0001067+0.00042968i
-0.00043314-0.00015488i,-0.0010334+0.00040911i,-0.00071781-3.447e-05i,-0.00086661+0.00043841i,-0.00035508+0.00041178i,0.00062836+0.00076142i,0.0002993+0.00088234i,6.3782e-05+0.00012235i,2.7515e-05-3.6998e-05i,-0.00022122+0.00043825i,0.00038025+0.00012059i,0.00093484-0.00041496i,0.00049398-0.00064358i,-4.336e-05-0.00082028i,-0.00067201-0.0006354i,-1.1182e-05-1.4157e-05i,0.00018985+0.00021658i,1.9945e-05+0.00039663i,8.0222e-05+0.00051723i,0.00014002+0.00019048i,0.0001324+9.2258e-05i,0.00015053+0.00033751i,0.00013194+0.00070038i
-0.0020121-0.0017944i,-0.0024162-0.00094076i,-0.0024675+0.00050956i,-0.0020781+0.0019406i,-0.001003+0.0021175i,0.00010829+0.0016221i,0.00036286+0.0005477i,-0.00062406-0.00046044i,-0.0010587+0.00013154i,0.00019155+0.00049006i,0.0012201-7.296e-05i,0.00085066+5.9832e-05i,-0.00026407+0.00039877i,9.4815e-05+0.00021337i,0.00098946+0.00013535i,0.00021918+0.00015251i,-0.00013809-0.00043529i,-4.2391e-05-0.00034482i,-7.4559e-05+1.9602e-05i,6.3216e-05-0.00025779i,-0.00025024+8.5175e-06i,-0.00079383-0.00027551i,-0.00050596-0.00050134i
0.00078353-0.00090555i,-0.0019777-0.0014923i,-0.0020129-0.00051002i,-0.0011905+0.00045653i,-0.0011573+0.00021363i,-0.00083354-8.8902e-05i,-0.00056987-0.00058979i,-0.00026049-0.00088033i,0.00025332-0.00047439i,0.00036358-0.00034451i,-5.8119e-05+0.0001401i,-0.0010073+0.00021866i,-0.00041705-0.00083111i,0.00010745-0.00016135i,8.6901e-05+0.00098191i,-0.00032537+0.00057905i,-0.00065798+0.0005206i,-4.042e-05+0.00075327i,0.00011789+0.00069265i,0.00011109+0.00040181i,0.00057755+0.00037942i,0.00030929-9.6557e-05i,-0.00015613-0.00040184i
-0.0018204-0.0010143i,-0.00091189-0.0011353i,0.00067914-0.0010561i,0.0014043-0.00099622i,0.0011555-0.00096938i,0.001154-0.00072676i,0.00085901-0.00027436i,0.00044358-0.0003766i,-0.00029161-0.00017427i,-0.001059+0.00043561i,-0.00061918+7.7407e-05i,0.00023329+0.00046154i,0.00021928+0.00032843i,-0.00021168-0.00030255i,-0.00056151-0.00024146i,-0.00043447+1.5546e-05i,-0.00014508+0.00054465i,0.00045763-4.7268e-05i,0.0007633-0.0014428i,0.00067015-0.00092699i,0.00058973+0.00066122i,0.00027138+0.00079474i,-0.00028719+1.9894e-05i
0.00011693+1.6925e-05i,-0.00039282-0.00059642i,-0.0012645-0.0009134i,-0.0011096-0.0012042i,-0.00048993-0.0012221i,-0.00046269-0.00058081i,-0.00037532-0.00030696i,-0.0002976-0.00046083i,4.725e-05+0.0001512i,-0.00029881+0.0001434i,-0.0003339+1.5966e-05i,0.00030272+0.00042547i,1.4722e-05+0.00043074i,-0.00054947-0.00063933i,-9.4487e-05-0.00058962i,0.00044238-0.00032549i,0.00046524-0.00012429i,0.00010188+0.00089589i,7.6923e-05-5.2904e-05i,0.00010756-0.00067335i,-0.00045565-0.00066924i,-0.00058597-0.00077118i,0.00030273-0.001375i
-0.00097103-0.0013946i,-0.00098455-0.0015192i,-5.0268e-05-0.0012688i,-0.0006639-0.00046486i,-0.00082275-0.00016494i,0.00029883-0.00057846i,0.00043767-0.00055044i,-0.00051123+0.00023972i,-0.0014048+0.00044867i,-0.0016558+0.00020871i,-0.00061131+0.0001128i,0.00011+8.8079e-05i,-0.00018234-0.00028771i,0.00017762-0.00064461i,-1.232e-05-0.00067633i,-0.0001234+2.7588e-05i,0.0002883+0.000473i,-8.2971e-05+0.00021391i,-0.00027258-8.6252e-06i,-6.2008e-05-0.00043956i,0.00041721-0.00073558i,0.0002891-0.00040845i,-0.00037701+0.00050261i
-0.0011891-0.0003335i,-0.0011596-0.00015544i,-0.0011038+0.0003391i,-0.0010555+0.0003672i,-0.00074985+0.00049468i,-0.00030558+0.00053963i,-9.5331e-05+7.9317e-05i,-0.00049378-0.00021535i,0.00030357-0.00042231i,0.00081509-0.00051174i,-0.00016253-0.00037032i,-0.0003964+0.000114i,0.00042701+0.00037418i,3.4895e-05-0.0003475i,-0.00080413-0.0010162i,-4.3233e-05-0.00025952i,0.00069011+0.00079463i,-0.0003296+0.00090941i,-0.0011877+0.0003206i,-0.00046065+0.00050931i,0.00012542+0.0001298i,-0.00029654+0.00028105i,-0.00087095+0.00063183i
-0.00056977+0.0007517i,-0.0016103+0.0008274i,-0.0014405+0.00052437i,-0.00075887+0.00081708i,-0.00061284+0.00012794i,6.5746e-05-0.000762i,0.00058771-0.0010827i,0.0005012-0.0016435i,0.00018299-0.00045188i,-7.3297e-05+0.00095182i,0.00010698+0.00065717i,0.00073342+0.00031219i,0.00043518-0.00043893i,-0.00033973-0.00031874i,-0.00012596+0.00038783i,0.0003706-3.4362e-05i,-4.8747e-05-0.00037587i,-0.00083911-9.8592e-05i,-0.00028449-0.0001466i,0.00051811-0.00040905i,0.0010097-0.00015153i,0.00061636+5.9166e-05i,0.00033844-0.00032041i
-0.0014279-0.00048875i,-0.00011961-0.0012956i,-0.0006254-0.0017984i,-0.0010488-0.0015514i,-0.00051615-0.00065469i,-0.00064512-0.00059098i,-0.00062008-0.0009914i,-1.6219e-05-0.00028172i,-0.00053288+0.00014585i,-0.00027469+0.00014114i,0.00054577+0.00022219i,0.0010475-0.00020998i,0.00068067+0.00032077i,-0.00017801+0.0012795i,0.00024575+0.00047003i,0.00087103-0.00048647i,0.00036571-0.00054691i,0.00020035-0.00050035i,0.00019974-0.00075801i,-0.00035703-0.00064803i,-0.0010741-0.00045715i,-0.00056589-0.00083742i,0.00012198-0.00054834i
-0.00042357+0.00029621i,0.00021544+0.00056749i,7.882e-05+0.00060366i,0.00083969+0.00086864i,0.001422+0.0010098i,0.00014557+0.0012742i,-0.00087917+0.00033653i,-0.00094552-0.00086211i,-0.00017394-0.00089577i,0.00094209+0.00035476i,0.0013175+0.0005329i,0.00065371-0.00044815i,-0.00026651-0.00096674i,-0.00041203-0.0010693i,-4.2538e-05-0.00054904i,0.00022558-9.869e-05i,0.00010764-0.0001029i,0.00034165-0.00025841i,9.7039e-05-0.00072584i,-0.0002356-0.00049528i,0.00037055+0.00037445i,0.00062625+0.00039734i,0.00096144-0.00042294i
-0.0019374-0.00035726i,-0.0026319-0.00024657i,-0.0020175-0.00028911i,-0.00026453-8.3433e-05i,0.0008613+0.0011609i,0.00042632+0.0011339i,-0.00024391+0.00025933i,-0.00017728+0.00063781i,-0.00023238+0.0010926i,-0.0001057+0.0010803i,0.0008962+0.0007721i,0.0015553+0.0011172i,0.0011114+0.0011494i,0.00092054+0.00015368i,0.0011728-9.3317e-05i,0.0012002-0.00086104i,0.0011215-0.0014251i,0.00072643-0.00059323i,2.3164e-05-4.7776e-05i,-0.000589+0.00013519i,-0.00020868+0.00019i,7.872e-05-4.2714e-05i,0.00034201+0.00018091i
-0.0014728-0.0014338i,-0.0019479-0.001032i,-0.0015206+0.0011657i,-0.0010353+0.00244i,-0.0012298+0.0014952i,-0.00064159+0.0011421i,-0.00040968+0.002437i,-0.00031199+0.0021286i,-0.0002698+0.00085412i,-0.00092679+0.00012175i,-0.0010368-0.00049446i,-0.00025813-0.00054592i,-0.00069997-0.00030719i,-0.001125-0.0011218i,-0.00036281-0.0013432i,0.00073955-0.00039903i,0.00047159+0.00011438i,-0.0006408+0.00031836i,-0.00069288+0.00044595i,-0.00034239-0.00062518i,0.00018172-0.0012404i,0.00051267-0.00082109i,-4.0421e-05-0.00072134i
0.00016231-0.00042424i,-0.00044877-0.0014357i,-0.00083415-0.0022894i,-0.0018691-0.0023585i,-0.0011795-0.0017933i,-0.00063607-0.00088333i,-0.0011215-0.00098832i,-0.00077399-0.0014052i,0.00011639-0.00062208i,0.00066687-0.00026226i,0.00027355-3.7347e-05i,-0.00030828+0.00048036i,-4.6353e-05+0.00074766i,1.5018e-05+0.00093788i,-0.00042556+0.00096339i,0.00031998+0.00057339i,0.00085966+0.000512i,0.00071101+0.00011603i,0.00027193-0.00085828i,-1.1641e-06-0.00079716i,3.8292e-05-0.00059302i,-0.00026382-0.00096199i,-0.00084455-0.0003778i
-0.0011914+0.0014318i,-0.0016209+0.0019388i,-0.00042042+0.0011849i,0.0010209-0.00051065i,0.0011403-0.0015779i,0.0010199-0.0014634i,0.00030011-0.0012212i,-0.00043554-0.00067804i,-0.00043261+0.00035269i,8.6164e-05+0.00074992i,0.00040976+0.00060265i,0.00057106-0.00028678i,0.00030501-0.00095314i,-0.00018472-0.0010279i,-0.0001188-0.00073001i,-0.00029292-0.00039016i,-0.00070466-0.00052231i,-0.00085042-0.0010075i,-0.0012767-0.00039403i,-0.0016074+0.00011082i,-0.00089137-0.00023395i,-0.00026033-0.0010343i,-0.00023-0.0014386i
-0.00092006-0.00028327i,-0.0012729-0.00059537i,-0.00035101-0.00043939i,0.00041825-0.00027861i,0.00011452-0.00016035i,0.00058186-0.00031929i,0.00111-0.00034092i,0.00044742-0.00016465i,0.00036477+0.00043086i,0.00071962+0.00090281i,3.6009e-05+0.00063448i,-5.9332e-05+5.8867e-05i,0.00036941-0.00065222i,-0.00015611-0.00061566i,9.4149e-06-0.00039327i,0.00073705+4.7761e-05i,0.00069342+0.00021718i,0.00016562+0.00031229i,-0.00019737+0.00085725i,-3.7125e-05+0.00051509i,0.00017855-5.9421e-05i,-0.00058688+0.00044816i,-0.0010842+0.00084542i
-0.00092947-0.00093638i,-0.001065-0.0016515i,-0.0010118-0.0016901i,-0.0016561+0.00031764i,-0.00224+0.0013622i,-0.0016117+0.00070368i,-0.00019945+0.00019519i,-0.0002256+3.7322e-05i,-0.0008596-0.0001326i,-0.00052318-0.00017317i,-0.00049222+0.00018963i,-0.00019771+0.00032873i,-0.00014338+0.00099326i,0.00032505+0.001266i,0.0013884+0.00056797i,0.0011863+0.00011443i,0.00086002+0.00036373i,0.00085752+0.00076593i,-0.00012288+0.00093426i,-0.00011332+9.471e-05i,0.00082571-0.00038579i,0.00017711-0.00064154i,2.6803e-05-0.00069439i
-0.0022309-0.0021701i,-0.0028578-0.0018025i,-0.0019622-0.0018571i,-0.0013833-0.00082018i,-0.0019744-0.00058855i,-0.0014531-0.0012412i,-0.00041877-0.00070321i,5.2213e-05-4.4411e-05i,-2.6014e-05+4.7346e-05i,-0.00028001-9.9322e-05i,-0.00028557+0.00018943i,-0.00053447+0.00049606i,0.00036286+0.00018749i,0.0011149-0.00022299i,1.4061e-05-0.00044598i,-0.00022358-0.00054329i,-0.0001249-0.00015694i,-0.00012918+0.00023113i,0.00017614+0.00036955i,0.00080109+0.00010796i,0.00070406+0.0008087i,1.5883e-05+0.0015481i,-0.00041424+0.0010541i
0.00037435-0.00067219i,0.00020061-0.0010831i,0.00068142-0.0014178i,0.0003493-0.0015566i,-3.7214e-05-0.00095529i,-0.00025263-7.8963e-05i,-0.00066757-0.00040467i,-0.00069247-0.00047333i,-0.00045014-0.00021188i,-0.00049676-8.4807e-05i,-0.0006344-0.00017682i,-0.00039834-0.0006592i,-7.0627e-05-0.00062501i,0.00024635+0.00012089i,0.00037321+0.00060541i,0.00075842+0.00012252i,0.00092567+6.9384e-05i,0.0010603+0.0007227i,0.00092621+0.00082248i,0.00084752+0.00014607i,0.00044521-0.00024558i,0.00067027-0.000833i,0.00073831-0.0011167i
-0.0022587-0.0014172i,-0.0025336-0.00010519i,-0.001749+0.0012974i,-0.00051132+0.0010604i,0.0003943+0.00099099i,0.00072049+0.001354i,0.00031183-8.9898e-05i,0.00035523-0.0013892i,0.00044485-0.0011441i,-3.5917e-06-0.00029242i,-0.00081629-0.00015018i,-0.00085955-0.00059193i,-0.00086481+0.00014191i,-0.00036932+0.00024125i,0.00022626-0.00028587i,-5.5551e-05-0.00066556i,-0.00090256-0.00064687i,-0.0010795-7.038e-05i,-0.00058972+0.00037078i,-0.00018663+0.00066841i,0.00014354+0.00082139i,-0.00017692+0.00043649i,-0.00027606+0.0001377i
-0.00069685-0.001673i,-0.0012029-0.0013604i,-0.0018132-1.187e-05i,-0.0012092+0.0012298i,-0.00099105+0.0015872i,-0.0011213+0.00057565i,-0.00086726-0.00057889i,-0.00081118-0.00056848i,-0.00016968-0.0004687i,-0.00010856-6.2945e-05i,-0.00073114+0.0004538i,-0.00045082+0.00011135i,-0.00047939+0.0001517i,-0.00060224+0.00061258i,0.00034077+8.8983e-05i,0.0011822+0.00019337i,0.00089952+0.00036049i,0.00071189-0.00017016i,8.9538e-05+0.0001387i,-0.00048772+0.00082199i,0.00012932+0.00088107i,0.00050469+0.00040138i,0.00041771+9.8235e-05i
-0.00088989-0.0017612i,-0.0012887-0.0017491i,-0.0019726-0.0010532i,-0.0020195-0.00061421i,-0.0010212-0.0001419i,-0.00030985+0.00065213i,-0.00010513+0.00020023i,-0.00014918-3.5551e-05i,-0.00028384+0.00038544i,-0.00083936+5.4917e-05i,-0.0011021-0.00010447i,-0.00045948-0.00023851i,0.00022841+0.00028446i,0.00039771+0.0014605i,0.00038323+0.0014597i,0.0004383-0.00025866i,0.00010307-0.001023i,-0.00010392+0.00021691i,0.00024091+0.00089473i,0.00047175+0.00076108i,0.00040943+0.000123i,0.00019465-0.00084142i,-0.00011486-0.0011298i
-0.00090292-0.0005013i,-0.0011142-0.0011195i,-0.0010567-0.00046152i,-0.0013672-0.00066141i,-0.00055363-0.00055169i,-0.0003067+0.00011471i,-0.0013746-0.00020327i,-0.0019527-0.001134i,-0.0013875-0.00092596i,-0.00036135-0.0010779i,-1.4447e-05-0.00031465i,-0.00011806+0.0011563i,-0.00039477+0.0011389i,-0.00069307+0.00020802i,-0.00053542-0.00036081i,0.00039228-0.0002449i,0.0005138-0.0003623i,-0.00011534-0.00066287i,0.0001166-0.00054623i,0.00045399+4.4223e-06i,0.00027677+0.00025555i,0.00024516+0.0002218i,-0.00020732+0.00038917i
-0.0005797+0.00092491i,-0.00032387-0.00030709i,-0.00059842-0.00024786i,-0.00048607-2.8941e-05i,0.00086265-0.00055031i,0.0013237-0.0011075i,0.00045373-0.001311i,-0.0004921-0.0010296i,-0.00057648+0.00017834i,-0.0001338+0.00098936i,0.00014361+2.7093e-06i,0.00012902-0.0010971i,0.00029524-0.00079577i,0.00041191-0.0011269i,-0.00020472-0.0016942i,-0.00091523-0.0013063i,-0.00036212-0.00051856i,0.00037173+0.00023754i,-2.1051e-05-0.00020348i,-6.5403e-05+0.00028586i,0.00074215+0.00094983i,0.00073449+0.00037482i,-0.00022747-0.00035053i
-0.00061717-0.00032466i,-0.00021997-0.00062326i,0.00025496-7.8096e-06i,0.0004837+0.00043079i,0.0005187-8.8527e-05i,-0.00034934-0.0004518i,-0.00052221-0.00011327i,0.00012019+0.00055459i,-9.2919e-05+0.00062747i,-0.0003521+0.00015872i,-0.00028534+0.00013276i,-5.2049e-05+9.0306e-05i,0.00059863-8.4805e-05i,0.00079297-0.00056081i,0.00042542-0.0012065i,0.00045996-0.0011493i,0.0004359-6.6644e-05i,0.00062929-0.00011257i,0.00083438-0.00095644i,0.00039201-0.0013194i,0.0003634-0.0010104i,0.0004432-0.00041278i,0.00016328+0.00018717i
0.00059128-0.0020865i,-5.8956e-05-0.00042976i,2.4743e-05+0.00044837i,-0.0004046+0.0002631i,-0.00053918+5.3553e-05i,0.00063451+0.00023964i,0.00072419+0.00040316i,-0.00019567+0.00061125i,-0.00016703+0.0007449i,0.00018058+0.00046852i,-0.00022613+0.00026116i,-0.00079147+0.00042125i,-0.001029+0.00086145i,-0.0010572+0.0013988i,-0.00050676+0.0018176i,4.0532e-05+0.0011385i,0.0001053+0.00055372i,-0.00018168+0.0004549i,-7.9884e-05+0.0003281i,0.00029545+0.00033021i,0.00033625-0.00030265i,-0.00033678-0.00098313i,1.7906e-05-0.00072903i
-0.00022431+0.0016388i,-0.0011952+0.0020594i,-0.0018203+0.0012004i,-0.0014707+0.0011687i,-0.00090608+0.00077782i,-0.00049926-0.00023576i,-0.00014668-0.0010226i,-0.00068338-0.0005853i,-0.00097092-0.00017464i,-1.0225e-05-0.00028813i,0.00095294-2.5122e-05i,0.00025302-0.00040912i,-0.00026654-0.00067738i,-0.00044029-0.00075992i,-0.00013209-0.00095316i,2.3202e-05-0.00048342i,0.00045398-0.00039603i,0.0004339+0.00016639i,-0.000345-3.0332e-05i,-0.00043708-0.001031i,-8.3191e-05-0.00061679i,-2.1279e-05+0.00085262i,-0.00011702+0.0011329i
-0.0027046+0.0010523i,-0.0028621+0.00098555i,-0.0020823+0.0011934i,-0.0002798-8.3951e-06i,0.00076347-0.00077518i,0.00071677-0.0011407i,0.00027757-0.00199i,-0.00035202-0.0015552i,-0.00014828-0.00018121i,-0.00031117-7.5105e-05i,4.3786e-05+8.8613e-05i,0.00046637+0.00024716i,-7.5938e-05-0.00026019i,-0.00029803-0.00031354i,-6.8328e-05-0.000532i,0.00045572-0.00042062i,0.00018302-4.0288e-05i,-0.00026914+0.00021813i,-0.00037329+6.0176e-05i,-9.0756e-05+0.00028288i,0.00057675+0.0012038i,0.00061475+0.001287i,2.1068e-05+8.0575e-05i
-0.0011575-0.00029822i,-0.0018968+6.3338e-05i,-0.0013244+0.00045136i,0.0001784+0.0011392i,0.00048436+0.0014092i,0.00033533+0.00067651i,0.0001812+0.00024456i,-0.00087286+0.0004715i,-0.0014971+0.0012225i,-0.00081773+0.001713i,7.5441e-05+0.00113i,0.0011203+0.00017403i,0.0013302+0.00014437i,0.00035345+0.00048199i,6.4527e-05+0.00014706i,-0.0001608-0.00022671i,-0.00018652+5.7936e-05i,-0.00024611+6.1124e-05i,-0.00039031-0.00043417i,-0.00013157-0.0002038i,0.00017244+0.00096639i,-0.00039726+0.0016246i,-0.00063559+0.0010959i
-0.00076768-0.00051369i,-0.0031039-0.0017072i,-0.0024194-0.0016912i,-0.00067249+0.00047215i,-0.00023178+0.0028133i,0.0003127+0.0020778i,0.00065837-0.00017804i,0.00035006-0.00064774i,0.00020599-0.00058354i,-0.00016191-0.00036516i,-0.00074803+0.00014189i,-0.0010992+0.0003626i,-0.00040229+0.00050537i,-0.00013197+0.00068578i,-0.00030908+0.0010456i,0.00023555+0.00080067i,0.00010135-0.0001667i,-0.00028768-0.00019029i,-0.00023507+0.00029186i,-0.0003564+0.00060457i,-5.6163e-05+0.00035586i,8.5714e-05+2.2557e-06i,0.00011774-0.00032133i
-0.00049808-0.0030725i,-0.0014653-0.0028124i,-0.0014355-0.00083814i,-0.00094559+0.00037697i,-0.00066515+0.00024711i,-5.3979e-05+0.0002798i,0.0007056-3.5079e-05i,-0.00011688-0.00087651i,-0.00053538-0.00047475i,0.0003348+0.00027244i,0.0005679+0.00010822i,0.00028024+0.0006653i,7.7159e-05+0.00034066i,-0.00010537-0.00032137i,-0.00051518-6.8821e-05i,-0.00073619-0.00018362i,-0.00047685-0.00047875i,-0.00025438-0.00037033i,-4.1312e-05-0.00013764i,-0.00027845-0.00059632i,-0.00047088-0.00078438i,-5.9023e-06-5.5803e-05i,-0.00043522+5.8694e-05i
0.00028015+0.0015203i,0.00032783+0.0010713i,-0.00026562+0.00034548i,-0.0007794-0.00031747i,-0.00060961-4.5379e-05i,-0.00063792-0.00051264i,-0.0004921-0.0010808i,-0.00039457-0.00026243i,-0.00037483+0.00019773i,-0.00046024+2.8838e-05i,0.00035457-3.7157e-05i,0.00029793-0.00043444i,-0.00046283-0.00016156i,-0.0004631+0.00042976i,-0.00030579+2.6657e-05i,-0.00044895-0.00081701i,-0.0003588-0.00091603i,3.149e-05-0.00034697i,0.00038852+3.5273e-05i,0.00019005-3.2107e-05i,3.3752e-05-0.00018643i,4.8235e-05-9.1666e-05i,-0.00031782+0.00023379i
-0.0014877-0.0020831i,-0.0027202-0.0019153i,-0.0018849-0.0012951i,-0.00059269-0.00046773i,0.00022754-0.00014754i,0.00035777-0.00019265i,-0.0011283-0.0008505i,-0.0017086-0.0007092i,-0.00079067+6.1699e-06i,-0.00053172-9.7948e-05i,-0.00063857-0.00055434i,-0.00096142-0.00075256i,-0.0008749-0.00039526i,-0.00047927+0.00024129i,-0.00020747+0.00073506i,0.00057505+0.00049596i,0.00057064+3.0187e-05i,0.00053478+0.00027967i,0.00047095+0.0007132i,0.00035561+0.0010528i,0.00015599+0.00073148i,-0.00020949-0.00034924i,7.7291e-05-0.00033782i
0.0028419+6.231e-05i,0.0021674-0.00059719i,0.0013079-0.00081483i,0.00064323-0.0011147i,0.00024113-0.0011863i,0.00032577-0.00061375i,0.00098348-7.56e-05i,0.00084678-0.00095551i,0.00040218-0.0010688i,-8.902e-05-0.0012897i,-0.0001052-0.00093215i,-0.00010884-0.00011298i,-0.00036982-9.664e-05i,-0.00056715-0.00025743i,-0.00052137+0.00029831i,-0.00043811+0.00081117i,-1.4977e-06+0.00092277i,0.00014955+0.0012016i,0.00017077+0.00098175i,0.00053601+0.00032536i,0.00012794-0.00042995i,-0.00039384-0.00041959i,0.00046935+0.00024205i
-0.0019506+0.00078131i,-0.0020725+0.0012924i,-0.0011182+0.0022982i,-0.00040673+0.0014683i,-0.00045775+0.00039337i,-0.00023348-0.00038819i,-0.00028939-0.00035156i,-0.00079344+0.00039693i,-0.00040806+0.00037927i,0.00062405+0.00042923i,0.00088207+0.00071068i,0.00058142+0.0005636i,0.00031751-6.3499e-05i,0.0004635-0.00048667i,0.00063219-0.00059572i,7.374e-05-0.00046616i,-9.6176e-05-0.00013642i,0.00038138-5.354e-05i,-0.00033582+0.00033083i,-0.0010504+0.00060027i,0.00028838-9.6959e-05i,0.00063542-0.0011249i,1.5359e-05-0.00089635i
0.00081928-0.0029305i,0.00068746-0.0027106i,-0.00080113-0.0028352i,-0.0025053-0.0013068i,-0.0019182+0.0002209i,-0.00051909+0.0005385i,-0.00026794-8.9808e-05i,-0.00067463-0.00052998i,-0.0012011-0.00041737i,-0.0012567-2.5547e-05i,-0.00094687+0.0002703i,-0.0011658+0.00020997i,-0.00097386+0.00082397i,-0.00012671+0.0012697i,0.00014029+0.0011661i,-0.00023233+0.00062687i,-0.00037233+0.00018039i,-4.0322e-05-0.00013273i,-9.1111e-05-0.00011558i,0.00033325-7.7066e-05i,0.0011584-1.8629e-05i,0.00045273+0.00018461i,-0.00052582+0.00023622i
-0.0008615+0.0020682i,-0.0011216+0.0014411i,-0.0013751+0.0014505i,-0.00073337+0.0005709i,0.00040508-0.00030745i,0.00093481-0.0014256i,0.00045666-0.0021301i,-0.00043517-0.00086462i,-2.6714e-05+0.0001362i,0.00059175+0.00012161i,0.00018441-4.7154e-05i,-0.0001859-0.00033442i,0.00026691+4.7896e-05i,-0.00034463+0.00028935i,-0.0010743-0.0005328i,-0.00031745-0.00050877i,0.00023936-0.00033682i,-5.1453e-05-0.00066751i,-0.000748-0.00062295i,-0.0013341-0.00058321i,-0.00055565-0.001023i,-9.8329e-05-0.001378i,-0.00073093-0.00052532i
-0.0012702+0.00086623i,-0.00049367-0.0001893i,3.0343e-05-0.00097275i,0.00010605-0.00092033i,0.00076661-0.00031711i,0.00077219-0.00027392i,-8.4372e-05+0.00026545i,-0.00040502+0.0007546i,2.1035e-05+0.00073641i,0.00011243+0.00072675i,-0.0006188-0.000115i,-0.00039638-0.0011092i,-0.00012108-0.0013617i,-0.00083763-0.00086439i,-0.0015593-0.00034502i,-0.0013597+0.00036427i,-0.00054048+0.00032909i,-0.00012585+0.00012256i,-0.00083193+7.0967e-05i,-0.00053343+0.00022663i,0.00046459-6.031e-05i,0.00063245-0.00069155i,0.00022658-0.00072797i
