-0.0038847+0.00019336i,-0.0032615-0.0013553i,-0.0041773+0.00030783i,-0.0034129+0.0018454i,-0.0012269+0.0023895i,1.868e-05+0.0030316i,-0.0010322+0.0032202i,-0.002061+0.0023228i,-0.0010871+0.0014266i,0.0004638+0.00061494i,0.00068107+0.00020151i,0.00042226+5.5198e-05i,0.00078261+0.00032241i,0.00037785+3.6537e-06i,-0.00013296-0.00021829i,0.00011345-3.4387e-05i,0.00073781-0.00015795i,0.00080408-2.71e-05i,0.00022645-5.1168e-05i,0.00013525-7.4745e-05i,-0.00023076+0.00021595i,-0.00063516+0.00049351i,-0.0003176+9.3056e-05i
-0.0015121+0.00033253i,-0.0013636+0.00069778i,-0.0013525+0.0019661i,-0.00061147+0.0020784i,0.00021638+0.0015577i,0.00047386+0.0016305i,-0.00044948+0.0016756i,-0.00089614+0.0015516i,-0.00013908+0.00023676i,0.00073579+6.6526e-05i,0.0008251+0.0010726i,0.00013817+0.0011753i,0.00068615+0.00060821i,0.0012561+0.00026945i,0.00044568+0.00011792i,0.0003783-0.00028734i,0.00061714-0.00035205i,0.00051739+0.0003708i,0.0003353+0.00079857i,-0.00032752+0.00026578i,-0.0004201-0.00022936i,-9.7104e-05-0.00054807i,0.00013048-0.00029684i
-0.00012136-0.0018277i,0.0005713-0.0014258i,-0.00085689-0.0019271i,-0.0019275-0.0010408i,-0.0010958+0.0004957i,-0.00012471+0.0012074i,-0.00053524+0.00094562i,-0.00050076+0.00046784i,-0.00099397+0.00031222i,-0.0015971-0.00012777i,-0.0009019-0.0005512i,-8.9431e-05-0.00032764i,0.00028245+9.1493e-05i,-0.00021525+0.0005897i,-0.00080121+0.0010226i,-0.00018167+0.00028829i,0.00040893-0.00014647i,0.00044775+5.9438e-05i,0.00064371-0.00062253i,0.00068363-0.00090047i,0.00010026-0.00038481i,-0.00048346-2.6254e-05i,-0.00068936+3.8907e-05i
-0.0008491+0.00068341i,-0.0006503+0.0003211i,-0.00069108+0.0002548i,0.0003131+0.0015835i,0.00067245+0.0015277i,4.7181e-05+0.00080092i,-0.00064309+0.00051816i,-0.00069113+0.00038839i,-0.00045801+0.00043718i,-0.00050577+0.00025072i,-0.00049383+0.00028381i,0.00022336+0.00055935i,0.00028154-0.00077986i,0.00017854-0.0012593i,9.6518e-05-0.00021358i,-0.00022505+0.00037187i,0.00016186+0.00067198i,0.0001479+0.0003226i,0.00053108-2.4528e-05i,0.00095831-0.00024593i,0.00096347-0.0003371i,0.00018199-3.389e-05i,-0.00053458+0.00012606i
0.000113+0.0016871i,0.00046006+0.0005369i,0.00076062+0.0019759i,0.00014404+0.0030424i,0.00050778+0.0020681i,0.00049858+0.00080847i,-0.00012394+0.00058925i,-0.00018736+0.00077983i,-0.00057162+0.0010377i,-0.0013343+0.0012407i,-0.0012687+0.00065406i,-1.3188e-05-0.00026663i,0.00094377-0.00039568i,0.00081251-0.00055157i,0.00047074-0.00070576i,0.00060146-0.00015292i,0.00044856-6.9442e-05i,0.00045922-0.00032599i,-1.7117e-05+0.00025583i,-0.00034843+0.00038726i,0.00041733+0.00077148i,0.00036056+0.00079538i,0.00011184+0.00075114i
-0.00028682-0.0025156i,0.00020033-0.0026788i,-0.00061864-0.0019405i,-0.00095372-0.00043937i,1.8957e-05+0.00084837i,-0.00028399+0.00019721i,-0.00090537-0.00089391i,-0.0008275-0.0007133i,-0.00041388-0.00030762i,-0.00022398+0.00030274i,9.7616e-05+0.00095163i,0.00036102+0.0015264i,0.00047386+0.00099622i,0.00068022+0.00024318i,0.00053024-5.8349e-05i,0.00051261+0.00040021i,0.00073067+0.00038324i,0.0005151+0.00012963i,1.2007e-05+0.00036356i,-0.00029067+0.0003311i,-7.8356e-05+0.00069054i,0.0003186+0.0012295i,0.00015438+0.00085933i
-0.0012407-0.00055584i,-0.0015781-0.00092652i,-0.0010896+0.00041889i,0.00039316+0.0018657i,0.00024257+0.0020683i,-0.0003999+0.0013463i,-0.00070992+0.00056101i,-0.00087421+0.00070022i,-0.00075806+0.00040787i,-0.00075015+0.00024855i,-2.2573e-05+0.0005824i,0.00053005+0.00042373i,0.0005782-0.00074378i,0.00087251-0.00072862i,0.00076636+5.1575e-05i,-0.00010162+0.00018641i,-0.00013397+0.00024303i,0.00044383+0.00040396i,0.00050804-0.00023589i,0.00025292-0.0010961i,5.5298e-05-0.00066516i,0.00030704+0.00010673i,-0.00016025+0.00052072i
-0.0026316+0.00019734i,-0.002482-6.8995e-05i,-0.002898+0.0014634i,-0.0022038+0.0023663i,-0.00060519+0.0022367i,-6.5466e-05+0.00052238i,-0.00016918-0.00012102i,-0.00088738+0.00051474i,-0.0011973+0.00036137i,-0.00022153+9.9644e-05i,0.00032391+0.00044241i,0.00061351-0.00019793i,0.00081691-0.0008427i,0.00048635-0.0010132i,0.00010042-0.00069551i,9.7865e-05-0.00038652i,-2.523e-05-0.00028548i,-0.00026956-3.6533e-05i,-5.759e-05-1.9648e-05i,-0.00062562+0.00016639i,-0.0014339+0.00013497i,-0.0010007+0.00045744i,-0.00011164+7.5672e-05i
-0.001914+0.0018146i,-0.0021375+0.0017654i,-0.0019474+0.0013291i,-0.00018709+0.0013009i,0.0012477+0.0013269i,0.0016786+0.00048312i,0.00080763-0.00028413i,5.9766e-05+0.00013812i,-0.00046354+0.00086377i,-0.00089333+0.0006323i,0.00011004+0.00062157i,0.00092012+0.00031066i,0.00028821+0.00040949i,3.3312e-05+0.00032357i,0.00013426-0.00036771i,0.00029827-0.00040374i,2.2989e-05+0.00066995i,-0.00022814+0.00065017i,-0.00012567+0.00016973i,0.00029874-0.00012281i,0.00073329-0.00020332i,0.00099615-3.6516e-05i,0.00035725+0.00021213i
0.0019526-0.0009869i,0.0019282-0.00099892i,0.0017502-0.00095553i,0.00010108-0.0012879i,-0.00069029-0.0010778i,-0.00092689+4.6804e-05i,-0.001549+0.0003969i,-0.0012877+9.1811e-05i,-0.0010722+0.00052821i,-0.0010165+0.00089845i,-0.00075321+0.00091868i,0.00015046+0.0013196i,0.00083984+0.0011482i,0.0011278+4.9827e-05i,0.0007229-0.00030745i,-0.00019196+4.8225e-05i,-0.00010056+0.0011321i,0.00044705+0.0015167i,0.00061215+0.00040362i,0.00018802-0.00045591i,-0.00060348-0.00043125i,-0.00046819-0.00052218i,-0.00021231-0.00079872i
-0.0018909-0.0008558i,-0.0023875-0.00050411i,-0.0022421+0.0008937i,-0.0016291+0.0021186i,-0.00049872+0.0024434i,0.0006234+0.00069735i,0.00018508-0.0003024i,-0.00089466+0.00023456i,-0.00096617+0.0010109i,-0.00079462+0.0016814i,-0.00058748+0.0015948i,0.00024204+0.00097161i,0.0003334+0.00084328i,0.00053348+0.00049345i,0.0011543-4.4577e-05i,0.0015558+0.00015694i,0.0010312+0.00042466i,-0.00026315+0.0010255i,-0.00058383+0.0014122i,-0.00013568+0.00075517i,0.00061325+0.00029643i,0.00075064+0.00085175i,0.00016343+0.0011008i
-0.00075561+0.0008614i,0.00018519+0.00046334i,0.0011104+0.0010224i,0.0016275+0.00076967i,0.0011465+0.00051451i,-0.00053491-0.0010492i,-0.0018317-0.0010433i,-0.0014235+0.0007161i,-0.0006025+0.00097962i,-0.00077663-9.97e-05i,-0.001062-0.00068273i,-0.00089947-0.00065617i,-0.00060615-0.0009509i,-0.00089482-0.00091636i,-0.00082126-0.00037952i,0.00031372-8.1754e-05i,0.00041372+0.00054436i,2.058e-05+0.00017738i,0.0001713-0.00061053i,0.00065779-0.0004315i,0.0010122-0.00035939i,0.0010073-0.00020041i,0.00043265+0.00021261i
0.001675+4.2818e-05i,0.00028632+0.00041178i,-0.00026328-0.00037687i,0.00028932-0.00059537i,0.00025306-2.1921e-05i,-0.00046209+0.00045908i,-0.00039471+0.00034731i,0.00013193+0.00064406i,-0.00021812+0.00058069i,-3.0224e-05+7.0407e-07i,-2.5282e-05+0.00047806i,-3.6108e-05+0.00073159i,0.00037113+0.00085089i,0.00062821+0.00087148i,0.0015394-3.236e-05i,0.0012521-0.00069867i,0.00044381-0.0002233i,0.00039106+0.00012133i,3.5557e-05-2.5553e-05i,-0.00018479-0.00028339i,-0.00048872-0.00022723i,-0.00040231+0.00010044i,0.00020878+0.00019884i
0.0018526+0.0012538i,0.0012171+0.0013241i,0.0010118+0.00063775i,0.0016589+0.00062586i,0.001852+0.0016144i,0.00077391+0.001337i,-0.00039486-0.00040782i,-0.00023655-0.00067651i,0.00045213+0.00033703i,0.00026603+0.00056818i,-0.00030215+0.00058911i,-0.00034657+3.4717e-05i,-0.00074691-0.00058554i,-0.0010749-0.00067526i,-0.0012773-0.0008897i,-0.00074496-0.00035935i,-0.00035032+0.00011897i,-9.8002e-05-0.00029352i,0.00040393-0.00016195i,0.00037255-0.00039144i,-3.181e-05-0.00046595i,0.00011293-0.00024638i,0.00011192-0.00029227i
-8.2996e-05-0.00075208i,-0.0011093-0.0001008i,-0.0022621+0.00088082i,-0.0013706+0.0012824i,-0.00015855+0.001845i,0.00035922+0.0014709i,-0.00032257+4.4094e-05i,-0.00075242-8.2724e-05i,-0.00081478+0.00048805i,-0.00056529+0.00067691i,7.7065e-05+0.00087384i,0.00079634+0.0011432i,0.0010579+0.0012833i,0.00051507+0.00082294i,0.00041739+0.00046844i,8.5486e-05+0.00030481i,-3.613e-05+0.00024104i,0.00040159+0.00043684i,0.00066606+0.00016566i,0.00050051-0.00034918i,-9.2471e-05-0.00047329i,-0.00022573+6.2332e-05i,-1.8544e-05+0.0006002i
-0.0005936+0.00071963i,-0.00031943+0.00020728i,-0.00094548+0.00013693i,-0.001064+0.00029252i,-0.00016686+1.6735e-05i,-4.8536e-05+8.6508e-06i,-0.00010799+0.0001372i,-0.00036104+0.00077843i,-0.00098833+0.00095576i,5.9324e-05+0.00024905i,0.00095502-0.00037227i,0.0010111-0.0001228i,0.00089732+0.00044322i,0.00045008+0.00050115i,0.00040467+0.00075249i,7.2805e-05+0.0010058i,-0.00087548+0.00046696i,-0.0003691+0.00035954i,-0.0003003+0.00058184i,-0.00057516+0.00064334i,-0.00013754-0.00035963i,3.7632e-06-0.000893i,-0.00074501-0.0001553i
8.9877e-05+0.0016131i,0.00038059+0.0015821i,0.00051451+0.0013051i,0.00097262+0.0010224i,0.001273+0.00041334i,0.00097187-0.00031928i,-0.00055165-0.00086852i,-0.0012301-0.00039624i,-0.00091324-4.0304e-05i,-0.00079476-0.00013291i,-0.00032172+0.00041287i,0.00014217+2.7845e-05i,0.00032188-0.00075977i,0.00099747-0.00025857i,0.0012338+0.00028503i,0.00047334-0.00025119i,0.00037192-0.00077093i,0.00026107-0.00030183i,-0.0004456-0.00044801i,-0.00086046-9.716e-05i,-0.00050066+0.00027852i,-0.00014415+0.00028438i,-0.00030887+0.00041172i
0.001918-0.0012467i,0.0020344-0.0019721i,0.0012404-0.001666i,-0.00011186-0.00096274i,-0.0013111-9.2476e-05i,-0.0021195+0.00011464i,-0.0013021-0.00036018i,-0.00051514-0.00013356i,-0.00074097+0.00059405i,-0.0008013+0.0011621i,-0.00051311+0.0011121i,-0.00051273+0.00071375i,-0.00098326+0.00097121i,-0.00050836+0.0015709i,-0.00011974+0.0017752i,-0.00025708+0.0013623i,0.00075101+0.00099859i,0.00070495+0.00042187i,-0.00040859-7.5503e-05i,-0.00088662-0.0003375i,-0.00075279-0.00066451i,-6.0091e-05-0.00018542i,0.00037793+0.00070026i
-0.0011979+0.0001474i,-0.00064151-0.00031132i,-0.00070395+0.0011452i,-0.00056577+0.0021818i,3.1007e-05+0.0017955i,0.0004816+0.0012479i,-0.00024525+0.00085832i,-0.0004644+0.00086026i,0.00014453+0.00084348i,-0.00010205+0.00057454i,0.00036843+0.0010257i,0.0006728+0.00083994i,0.00089192-0.00041689i,0.00085329-0.00077852i,0.00060986-0.00068126i,0.00073705-0.00042981i,0.00076863-9.6576e-05i,0.00012951+0.00036188i,-0.00053966+0.00020097i,-2.8851e-05-0.00022796i,-1.9252e-05+0.00040795i,-0.00020228+0.00038151i,-0.00018576-9.8406e-05i
0.00030126+0.00055192i,-0.00011508+0.00061675i,0.00035905+0.0014678i,0.0012757+0.00061492i,0.0014001+0.00020603i,0.00039862+0.00088637i,-0.00078517+0.0009864i,-0.0014159+0.00086047i,-0.0010171+0.0014342i,-0.00074226+0.0014907i,-0.00061785+0.00059786i,-0.00028127+0.0011503i,0.00037956+0.0010665i,0.00093747+0.00018041i,0.00072861+0.00031615i,0.00024617-6.8801e-05i,0.00036817+0.00024565i,0.00044715+0.00070294i,-0.00015449+0.0003074i,-0.00067171-8.7391e-05i,-0.00079027-0.0001462i,-0.00043234+8.0077e-05i,0.00058937+0.00011538i
-0.0011573-0.0004172i,-0.0010322-0.0010543i,-0.0024403-0.00027394i,-0.0020949+0.00066681i,-0.00050033+0.0011556i,-0.00040065+0.0013442i,-0.0007837+0.00069869i,-0.0010367+0.00065434i,-0.0014642+0.00064193i,-0.00097317+0.00076922i,-0.00050943+0.0011945i,0.00049315+0.00065756i,0.0014843+0.00012377i,0.00088958+0.00022215i,8.3561e-05+9.5876e-05i,0.00025144-5.8878e-05i,0.00017157-0.00061444i,-0.00024325-0.00097766i,-0.00039047-0.00052677i,-0.0003202+0.00049923i,0.00016307+0.00090201i,0.00063722+0.0005591i,0.0003121+0.00073148i
-0.00063478+0.00045086i,-0.00028744+0.00067677i,0.00092385+0.0011996i,0.0014231+0.001435i,0.0014234+0.00057107i,0.00056569-0.00031062i,-0.00090376-0.00091238i,-0.0012267-0.00055842i,-0.00097841+9.5785e-05i,-0.001198+0.00047597i,-0.00082915+0.00012104i,-0.0011831-0.00055005i,-0.0010262-0.00026542i,0.00019065-0.00011377i,0.00070977-0.00035523i,0.0005449+0.00037371i,-4.4993e-05+0.00057856i,-0.00022152+0.00026166i,-0.00034996+0.00013853i,-0.00040847-0.00047172i,0.00013864-0.00114i,0.00051361-0.00077647i,0.00049237-0.00067874i
-0.0014603+0.00095632i,-0.00042898+0.00062551i,-0.000559+0.0022416i,-0.0014479+0.0023961i,-0.00072236+0.0019774i,0.00082526+0.0014806i,0.0006729+0.00067991i,-0.00056504+0.00038949i,-0.00094509+0.00043152i,-0.00072375+0.00046559i,-1.5088e-05+0.00052935i,0.00030839+0.00040672i,-0.00048638+0.00013969i,8.7795e-05-2.961e-06i,0.00067206-0.00066217i,4.8216e-05-0.0011696i,-0.00024006-0.00052956i,-4.1945e-05-0.0006581i,0.00024959-0.0004741i,0.000238+0.00027411i,0.00012864+0.00031908i,-0.00031257+0.0003715i,-0.00066408+0.00052594i
-0.0032955-0.00091892i,-0.0012258-0.0018524i,0.0011306+0.00081749i,0.0011067+0.0012249i,0.00026049+0.0011822i,0.00042226+0.00072356i,0.00045143+0.00011334i,-8.2969e-05+0.0006635i,-6.2466e-05+0.00082481i,-0.00076736+0.00051022i,-0.0011435+0.001011i,-0.00012637+0.00017966i,0.0011619-0.00029542i,0.0015624+4.2807e-05i,0.001038-0.00061835i,0.00055082-0.00020948i,-1.4836e-05-0.00022712i,-0.00031815-0.00087934i,-0.00026379-0.00038349i,-0.00044785+0.00064877i,-0.00042304+0.0012351i,0.00011017+0.0013295i,0.00056697+0.0007886i
0.002752+0.0021431i,0.0018879+0.0015114i,0.0013175-0.00028428i,0.0018644-0.0010791i,0.0016266-0.0012654i,0.00092112-0.001145i,8.3494e-05-0.00051144i,-0.00064449+0.0003444i,-0.00020662+0.00087981i,0.00019405+0.00043203i,3.5819e-06-9.0322e-05i,-0.00025345-1.6417e-06i,-0.00027776-0.00018804i,-0.00016252-0.00032036i,3.4346e-05+0.00019991i,0.00066799-0.00016393i,0.0014801-0.00048034i,0.0012318-0.00031454i,-0.00020394-0.00016166i,-0.00094641-0.00039499i,-0.00053657-0.00032503i,-1.0906e-05-0.00016956i,-0.00076967-0.00066599i
0.0022478-0.00084542i,0.0016177-0.0008375i,0.00074652-0.0020891i,0.00048205-0.0010216i,0.00023915-0.00045572i,-0.00020285-0.00036928i,-0.00065272+0.00019572i,-0.0008846+0.00073561i,-0.00088929+0.00087723i,-0.00068537+0.00068437i,-0.00022001+0.00068276i,0.00043078+0.00084282i,0.00063192+0.00090728i,0.00024827+0.00037424i,7.9761e-05-0.0006873i,0.00052794-0.00051012i,0.00070319+0.00034434i,0.00019491+0.00045033i,-0.00038847-0.00030861i,-0.0011727-0.00081497i,-0.0010238-0.0010537i,-0.00030509-0.00094923i,-0.00066694-0.00045942i
-0.001236+0.00016734i,-0.001352+0.00049952i,-0.0005997+0.00024053i,-0.00022263+0.00056758i,-0.00013967+0.0012666i,-0.00010035+0.00066866i,-0.00026641-0.00038274i,-0.00011744+0.00043101i,-0.00050469+0.0014648i,-0.0010707+0.00080733i,-0.00084779+0.0008006i,-5.7052e-05+0.0011556i,0.0001014+0.0005146i,0.00039012+0.00048647i,0.00082143+0.00052647i,0.00047578-1.6249e-05i,5.8593e-05-0.00073712i,0.00015092-0.0014049i,0.00022714-0.00093612i,-0.0005463+9.4915e-05i,-0.0013222+0.00043438i,-0.00071593-0.00017824i,0.0004842+0.00023331i
-0.00077907-0.0022103i,-0.0010724-0.0016957i,-0.0022527-0.00094279i,-0.0022229+0.00033458i,-0.00077995+0.000599i,0.00071058+0.00056656i,-9.5933e-05+0.0013276i,-0.00098954+0.0015155i,-0.00092589+0.00047935i,-0.0015293-0.00028014i,-0.0020749-4.2356e-05i,-0.0014909+0.00064385i,-0.00045912+0.00062689i,0.00020796+0.00024626i,0.00028044+6.7482e-05i,3.2483e-05-0.00068098i,6.5355e-05-0.0010872i,0.00028873-1.7027e-05i,4.0196e-05+0.00072771i,0.00028995+0.00071129i,0.00040443+0.00038237i,0.00055469+0.00075107i,0.00048157+0.0010832i
5.2167e-05+0.00021433i,0.00074197+0.00056621i,9.4621e-06+0.0017686i,0.00031629+0.0017308i,0.0014467+0.00055775i,0.00069868-0.00083546i,-0.00044011-0.00084748i,-0.0011257+0.00041438i,-0.0010786+0.0012887i,-5.8616e-05+0.0011035i,0.00094738+0.00064342i,0.00033485+0.00047125i,0.00025185+0.00010547i,0.001205-0.00016012i,0.00074157-0.00061955i,-0.00019361-0.0008016i,-0.0001871-0.00045568i,9.6016e-05-7.1895e-05i,-0.00023809+6.763e-05i,-0.00043277-0.00012342i,0.00067123-0.00086629i,0.00076388-0.00075638i,1.0366e-05+0.00022016i
0.00074194+0.0012202i,0.00053741+0.00083454i,0.00090046+0.0004143i,0.0013273+8.3807e-05i,0.0014388-0.00025427i,0.00091205-0.00034734i,-0.00016036-0.00025495i,-0.001081+0.00014911i,-0.00074068+0.00059852i,-0.00013414+0.00053918i,-0.0001105+0.00094002i,-0.00015041+0.0011299i,-0.00018689+0.00014013i,-0.00011506-0.00055067i,-5.2504e-05+0.00023773i,-0.00028485+0.00054104i,-0.00027598+6.9071e-05i,0.00041661+2.0265e-05i,0.00064501+6.6397e-05i,5.9711e-06+0.0001905i,-0.00029515+0.00032973i,-0.00022561+0.0002873i,9.5186e-05-2.2255e-05i
0.0013982-0.00024573i,0.0014245-0.00018525i,0.0015868-0.00060946i,0.0020379-0.0011841i,0.0007121-0.0013712i,-0.00037797-0.00023377i,-0.00021951-0.00038429i,-0.00033887-0.00061691i,-0.00070453-0.00032962i,-0.00077687-0.0003215i,-0.00049858+9.3477e-05i,-9.0638e-05-4.3609e-05i,-3.9528e-05-0.00027856i,2.2529e-05-0.0002658i,-0.00035886-0.0001359i,-0.00042859-0.0003301i,5.3715e-05-0.00085098i,-0.00038151-0.00050075i,-0.0011345+0.00044661i,-0.00038349+0.00052684i,0.00036359+0.00050976i,0.00019231+0.00040621i,-0.00010258+7.9914e-05i
0.00069365-0.0010603i,0.0008324-0.00050228i,8.8729e-05-0.00042657i,-0.00067832-0.00048288i,-0.00068943+0.00019413i,0.00010295-2.4334e-05i,-0.00016297-0.00024309i,-0.00046621+0.00024224i,-0.00028653+0.00065623i,-0.00060162+0.00016811i,-5.1672e-05+2.6801e-05i,0.00079107+0.0006014i,0.0011196+0.00050539i,0.00076264+0.00060501i,-9.3931e-05+0.00016277i,6.4333e-05-0.00068291i,5.3977e-05+0.00020506i,0.00030925+0.0005126i,0.00064142+0.00015794i,-5.2087e-05+0.00064158i,-0.00026676+0.0006599i,2.0889e-05+0.00075678i,0.00017044+0.00037978i
-0.0011745-0.0009334i,-0.001407-0.00048883i,-0.0017056+1.6632e-05i,-0.0013751+0.00095732i,-9.2069e-05+0.001749i,0.00024711+0.0015328i,-0.00051727-5.3167e-05i,-0.00064192-0.0001489i,-0.00058038-8.0776e-05i,-0.00079399+1.1349e-06i,-0.00088941+1.4429e-06i,0.00017042+1.8486e-05i,0.00089265-1.9249e-05i,0.00065066+8.5199e-05i,0.0011299+0.0005619i,0.00076525+0.00052019i,-0.00017869-0.00013161i,-0.00017102-0.00044332i,0.00052903+8.8703e-05i,0.00076442+0.00039272i,0.00038473-6.96e-05i,0.00017356+5.8549e-05i,0.00036447+0.00025491i
-0.00055238+0.0013969i,-0.00022935+0.0011006i,7.0337e-05+0.0011214i,0.00021174+0.00082875i,0.00053506+0.00042175i,-0.0006279-0.00012919i,-0.00148-6.0217e-05i,-0.0011627+0.00033516i,-0.00098399+0.00086i,-0.00081858+0.0011701i,-0.00041759+0.00067155i,0.00021995+0.00059335i,0.00080008+0.00025122i,0.0010489+0.00026478i,0.00026527+0.00064233i,-0.00085864-0.00010344i,-0.0012087-0.00019952i,-0.00086398-0.00024755i,-0.00040807-0.00013794i,-0.00053473+9.5607e-05i,-0.00042064-0.00020153i,-0.00025251-0.000789i,0.00033724-0.0010745i
0.00047902-0.0009667i,-2.6246e-05-0.00024197i,-0.00079856-0.00035469i,-4.6137e-05-0.00037214i,7.3772e-05+4.0891e-05i,-2.3513e-05+0.00083709i,-0.00025153+0.00090684i,-0.00053584+0.001119i,-0.0002169+0.0010063i,-0.00031072+1.9973e-05i,-0.00092652+0.00026996i,-0.00082101+0.0007226i,0.00042725+0.00064781i,0.0010035+0.00021892i,0.00065277-0.00021584i,-0.00020139-8.7734e-06i,-0.00010464-0.00018476i,0.00036852-0.00021708i,-4.6446e-05+0.00021561i,-0.00028808+0.0002153i,-0.00017864-0.00037741i,-0.00014163-0.00040673i,0.00029881+0.00037622i
-0.00046886+0.0013849i,-0.00031178+0.0018414i,-0.00029339+0.0011783i,0.00037413+0.0010766i,0.00059813+0.0020552i,0.00069633+0.0013518i,0.0011701-0.00014241i,0.0012029+3.6462e-05i,0.00040128+0.00077198i,-0.00089067+0.00085319i,-0.001069+0.0011886i,-0.00021928+0.0014121i,0.00038406+0.00074227i,0.0012374-0.0004031i,0.0015625-0.00093063i,0.0015601-0.00049873i,0.0012642+3.8104e-05i,0.00060649+0.00011437i,0.00016311-0.00015959i,-0.00028531-2.9698e-05i,-0.00056755+0.00025617i,0.00010361-8.8354e-05i,0.00066406+0.00027449i
-9.7568e-06+0.0017895i,0.00027559+0.0019068i,0.0014396+0.00094316i,0.0016717+0.00096242i,0.0012552+0.0012522i,7.0434e-05+0.00053755i,-0.0010992+0.00020141i,-0.00084068+0.00057846i,-0.00025001+0.0014952i,-0.00040575+0.00061417i,-0.00062235-0.00028456i,-0.00075094-7.1934e-05i,-0.00034256-6.6266e-07i,0.000539-0.00012839i,0.001128-0.00026824i,0.00042382-0.00029856i,-0.00049634-0.00041651i,-0.00027039-0.00094785i,-0.00016674-0.0005377i,-0.00085015+4.9232e-06i,-0.00076377-4.0182e-05i,8.1915e-05-0.00025857i,-0.00020723-0.0001844i
-0.00029243+0.0022577i,-0.00080341+0.0025036i,7.8878e-05+0.0020769i,0.0013034+0.0011027i,0.0012602+0.00080571i,-0.00014866+2.8055e-05i,-0.00095591-0.00090617i,-0.0011807-0.00024991i,-0.0014626+0.0010178i,-0.00038249+0.0013618i,0.00022931+0.00036031i,3.8967e-05-0.0005632i,-0.00015213+1.3103e-05i,-1.0386e-05+0.0007178i,0.00018459+0.00034765i,-0.000456-4.7867e-05i,-0.00065371-0.00020715i,-0.00023561+4.6958e-05i,-0.00033762+0.00012475i,-0.00095888-0.00012065i,0.0001069-0.00018185i,0.00062948+9.1741e-05i,-0.00031534+1.1902e-05i
0.0002761+0.0013287i,9.2016e-06+0.0019608i,0.00039055+0.0022405i,0.00057926+0.00092565i,0.00073402+0.00078807i,0.00085087-0.0001763i,-1.694e-05-0.0010005i,-0.00084997-3.3925e-05i,-0.0010313+0.00057928i,-0.0003409+0.00033428i,0.00025977+0.0001735i,0.00042434-0.00024781i,0.00062197-0.00047841i,0.00068278-0.00020734i,0.00032799+0.00010392i,-0.00044415-0.00011891i,-0.00098416-0.00031807i,-0.00071048+0.00011738i,-4.7541e-05+0.00047962i,-5.0012e-05+0.00075575i,-0.00013153+0.00072023i,-0.00035364-0.00036608i,-0.00020805-0.00083179i
0.00016743-0.0009257i,-0.00036352-0.00027402i,-0.00088557+0.00037181i,-0.0010332-0.00017886i,-0.00031993-0.00092204i,0.00035597-0.0001442i,-0.00037079+0.00048345i,-0.0014024+2.2361e-06i,-0.0014531+3.7749e-05i,-0.0012542-0.00014774i,-0.00052087-0.00015265i,0.00049744+0.00024282i,0.0011283+0.00074389i,0.0012737+0.00042358i,0.0010659-0.00081652i,0.00071848-0.00072508i,0.00015167+0.00039497i,-8.7306e-06+0.00075129i,-0.00013154+0.00032042i,-0.00021257-0.00017799i,-0.00086609-0.00055339i,-0.0010181-0.00047607i,-0.0002559+0.0005303i
-0.00044818+0.00029495i,8.4689e-05+0.00096567i,-6.9698e-05+0.0016708i,2.7302e-05+0.0013976i,0.00075227+0.0014538i,0.0011019+0.0011446i,0.00077752+0.00064i,0.00048087+0.00066278i,-6.1063e-05+0.0010206i,-0.00053634+0.0009043i,-1.2585e-05+0.00080749i,0.00033991+0.00048891i,0.00055247-0.00049255i,0.0015658-0.001074i,0.0016922-0.001062i,0.0012624-0.00063208i,0.00076341-0.00022296i,-0.00031192-0.0007857i,-0.00046257-0.0014683i,-5.6321e-05-0.0012503i,-0.0006913-0.0005802i,-0.00085806+4.8317e-05i,-0.00043296+0.00037655i
0.00045432-5.9384e-05i,0.000139-0.00025133i,-8.9627e-05+0.00011362i,-0.00053839+0.00025229i,-0.00078057+0.00097417i,-0.0013247+0.0015637i,-0.0019147+0.0011402i,-0.0017438+0.00074331i,-0.001119+0.00080267i,-0.00055039-0.00016901i,-0.000347+3.3696e-05i,3.4565e-05+0.00044168i,-0.00039341+0.00049947i,-0.00027522+0.00056232i,0.00048633-0.00025136i,0.00032498-0.00070801i,-0.00016792+7.5457e-05i,0.00021071+0.00018125i,-0.00016741-0.00041083i,-0.00089333+0.00018431i,-0.00018461+0.00016519i,0.00058166-0.00088509i,0.00050297-0.00078095i
0.0020295+7.2737e-05i,0.0019052+0.00013529i,0.002185-0.00075349i,0.0016072-0.0010901i,0.00069035-0.00097803i,-0.0002234-0.00128i,-0.0010618-0.0015482i,-0.0009919-0.0015552i,-0.0010544-0.00083672i,-0.00079811-0.00048102i,-0.00027877+1.2718e-05i,-0.0008849+0.00095711i,-0.0008871+0.0014069i,0.00050796+0.00096931i,0.0009442+0.0004541i,0.00029088+0.00048457i,-1.8891e-05+0.0004862i,0.0001198+4.2853e-05i,-0.00043526-0.00019971i,-0.0010031-0.00010232i,-0.00041192-0.00039715i,-0.00065483-0.00049379i,-0.00085318-0.00064075i
