-0.0027327-0.00055102i,-0.002688+9.9379e-05i,-0.0031355+0.0011838i,-0.0041568+0.0013988i,-0.0049945+0.0021417i,-0.0031152+0.0025066i,-0.0010278+0.0020353i,-0.00095953+0.0023649i,-0.00038617+0.0027667i,0.00035388+0.0023147i,1.9906e-05+0.00091369i,-0.00033616-6.8623e-06i,-0.00044905-0.0002877i,-6.2178e-05-0.00049637i,-0.00056299-0.00064672i,-0.0010619-0.0010688i,-6.9679e-05-0.00059341i,0.00018382+0.00053215i,-0.00010408+0.00028524i,-8.4531e-05-0.00038452i,0.00038358+3.7339e-05i,0.00098316-0.00012734i,0.00085851+0.00010549i
4.1469e-05-0.00010811i,0.00056582-0.00014288i,4.4648e-05-0.0011619i,-0.00053585-0.0018652i,-0.0014743-0.00066809i,-0.0013445+0.0007277i,0.00027215+0.0013298i,0.0013489+0.0015205i,0.00040479+0.0016436i,-0.00014176+0.0014034i,-0.00015673+0.0011519i,-0.00038141+0.0006855i,-0.00033698+0.00018486i,-0.00018533-0.00034073i,-0.00042315-0.00071647i,-0.00022481-0.00015981i,-0.00025704+8.0328e-05i,-0.00071869-2.7528e-05i,-0.00015018+3.5804e-05i,0.00016303-0.00010219i,-0.00028105+0.00019102i,-0.00044719+0.00057961i,-0.00083788+0.00030046i
0.0011438+0.0017864i,0.00086449+0.0015561i,0.00030459+0.00055344i,-0.00070478+0.00017666i,-0.0012924+0.0007123i,-0.0006524-0.00014465i,-0.00017075-0.00057622i,-0.00079951+0.00056056i,-0.00033792+0.0012635i,0.00025812+0.0011785i,-0.00012501+0.0012148i,-0.00053873+0.00080462i,-0.00081144-9.6035e-05i,-0.0010183-0.0004272i,-0.0010901-0.00037528i,-0.00068927-0.00023576i,0.0006382+0.00012446i,0.0013907+0.00013269i,0.00061744+7.1691e-05i,-0.00055674+0.00016549i,-0.00088818-7.7675e-05i,4.2035e-05-0.00040537i,0.00027245-0.00078213i
0.00031859-0.00034249i,1.5912e-05-0.00055311i,-0.00090031+0.00022853i,-0.0025097-0.00026624i,-0.0027302-0.0011396i,-0.00075264-0.00036906i,0.00049088+0.00032132i,0.00017364+9.9838e-05i,0.00035013+0.00043883i,0.00011097+0.00085144i,-0.00034533+0.00087144i,-0.00041975+0.00024481i,-0.00041112-0.00046578i,-8.1271e-05-0.00028092i,-5.8195e-05-1.7117e-05i,-0.0001028-0.00035257i,0.00031181-1.7621e-05i,0.00091814-6.1307e-05i,0.00080433-0.0001425i,0.00017947+0.00026284i,5.7652e-05+0.00016181i,0.00021768-0.00022391i,-0.00033626-0.00025584i
0.0001892-0.0020259i,-0.00084677-0.0019798i,-0.0012146-0.0013819i,-0.0019664-0.00010596i,-0.0029409+0.0016664i,-0.0018929+0.001878i,-0.00035297+0.0010112i,0.00021298+0.00033047i,-0.00012972+0.00030033i,-0.00035525+0.00034668i,1.0785e-05+0.00039213i,0.00028033+0.00041181i,0.00043823+0.00051244i,7.6744e-05+0.0002428i,-0.0002261-0.00027828i,0.00026499-0.00014639i,-0.00014811+0.00046879i,-0.00065376+0.00023125i,-0.00073273-0.00057546i,-0.00051101-0.00077143i,0.00020836-0.00037126i,0.00038607-0.0004387i,0.00015229-0.0011734i
0.00045569+0.0002405i,0.00050372-0.0004274i,-0.0010884-0.0011396i,-0.001867-0.0015707i,-0.0011207-0.0015323i,-0.00071792-0.00042554i,2.1665e-05+0.00029324i,0.00045806+0.00039453i,0.00072847+0.0007501i,0.00033028+0.00063037i,-0.00043834+0.00045625i,-0.00055213+0.0004109i,2.5767e-06-0.00039992i,0.00026874-0.00070474i,-0.00038706-0.00063105i,-0.00065318-9.6791e-05i,-0.00010049+0.00032795i,5.7635e-05+4.0965e-06i,-0.00037329-0.00018045i,-0.00039964-0.00045175i,0.00017576-0.00018277i,0.00034162+0.0002979i,-0.00029096-3.7702e-05i
-0.0010887-5.7127e-05i,-0.0025559+2.1263e-05i,-0.0025305+0.00039365i,-0.0028662+0.00053276i,-0.0024376+0.00048823i,-0.00033302+0.00059805i,0.00072025+0.00020285i,0.0001369+0.00020046i,-4.3462e-05+0.0013442i,8.0869e-05+0.0014145i,5.1346e-06+0.0009054i,0.00045495+0.0010414i,0.00047684+0.00070562i,-0.00014989+0.00089278i,-0.00064652+0.0012734i,-0.00058798+0.0011818i,0.00018761+0.0015213i,0.00061426+0.0016783i,0.00061417+0.0011333i,0.00023345+0.00061917i,0.00016006+0.00038375i,0.0002619+0.00015726i,-0.00018812-0.00029134i
-0.0011535+0.0014503i,-0.0014+0.0021586i,-0.0015706+0.0012553i,-0.0020957+0.00085452i,-0.0014404+0.001518i,7.4858e-05+0.0011965i,0.00045256+0.00035446i,2.5552e-05-0.0006912i,-0.00044956+5.7252e-05i,-0.00047037+0.000802i,-4.1449e-05+0.00057613i,0.00085866+0.00068878i,0.00041897+0.0010619i,-0.00069368+0.00053624i,-0.00022135-9.8161e-05i,0.00048743-0.00022557i,0.00046072-9.6639e-05i,0.00048292+0.0002019i,0.00042257+0.00027991i,-6.4949e-05+0.00012852i,-0.00020664+0.00013353i,0.00022976+0.00032698i,0.00040829+0.0004984i
-0.0014472+5.7896e-05i,-0.0010294+6.5119e-05i,-0.0018106+0.00049023i,-0.0028763+0.00031347i,-0.0023922+0.00057194i,-0.00089414+0.00041553i,-0.00024789+4.4572e-05i,-0.00027161+0.00042476i,3.6303e-05+0.00098454i,0.0002846+0.00098559i,0.00069636+0.00069721i,0.00085587+0.00021036i,9.2888e-05-0.00017684i,-0.0006033-0.00032041i,-0.00073077-0.00046006i,-0.00074527+9.667e-07i,3.0171e-05-0.00012649i,0.00025423-0.00048015i,-0.00027775-2.6297e-05i,0.00020597+0.00019744i,0.00078945-0.00050311i,0.00134-0.00022185i,0.0009872+0.00010296i
-0.001011-0.0014043i,-0.0013723-0.0012989i,-0.0026607-0.0008549i,-0.0036615+4.1252e-05i,-0.0036294+0.0011549i,-0.0017659+0.0013397i,-0.00030408+0.00072892i,-0.00074439+0.00047435i,-0.00086629+0.00074535i,-0.00016762+0.00073i,-4.4906e-05+0.0011934i,-0.00014938+0.0016686i,-9.0251e-07+0.00096841i,-5.9714e-05-0.00021634i,-5.1304e-05-0.00056067i,-0.00047053+9.3162e-05i,3.9913e-06+0.00012018i,3.6187e-06-0.00074924i,7.6896e-06-0.0010499i,0.00051715-0.00013027i,0.00019674+0.00032064i,0.00082865+0.00026679i,0.00088141+0.00015236i
0.0016536+0.00031923i,0.0013896-0.00072753i,0.00061268-0.0011816i,0.00056641-0.0022098i,0.00083024-0.0025266i,7.9522e-05-0.0010278i,-0.00021794+0.00026434i,0.00024412+0.001377i,0.00065035+0.0023398i,0.00081179+0.0021904i,0.0004218+0.0011759i,-0.00048068+0.00040682i,-0.00056663+0.00029444i,-0.00030665+0.00096326i,-0.00026523+0.0010643i,0.00035851+0.00062893i,9.0901e-05+0.0005409i,-0.0010358-0.00097884i,-0.0014252-0.0020981i,-0.0010261-0.0010187i,-0.0010464+7.271e-05i,-0.00065894-0.00023033i,0.00058669-0.00065496i
0.0014571-3.6442e-05i,0.0014187-0.001084i,0.00029429-0.0022189i,-0.0022211-0.0023247i,-0.0038088-0.0014017i,-0.0027236+0.00010517i,-0.0012952+0.0011099i,-0.00057256+0.0012569i,2.8374e-05+0.0017202i,0.00036965+0.0010857i,-0.00023731+0.00027707i,-0.00054481+0.00037707i,-0.00029435+0.00012604i,-5.3349e-05+0.00014953i,8.6537e-05+7.3173e-05i,-8.7882e-06-1.7686e-05i,0.00019846+0.00044479i,0.00034291+0.00028823i,0.00058861+0.00036806i,0.00044706+0.00075825i,-3.41e-05+0.00025659i,0.00063049-2.5392e-05i,0.00064041-0.00010806i
-0.00028415-0.00031706i,-0.0013504-0.00045909i,-0.0025486+0.00039459i,-0.0033545+0.0018459i,-0.0032331+0.0023394i,-0.0021408+0.0015613i,-0.0015851+0.00086288i,-0.0015985+0.00015658i,-0.00072272+0.00028532i,-0.00037345+0.00033709i,-8.789e-05-0.00011547i,-0.00035819+0.00049715i,-0.00052157+0.00039627i,3.3019e-05-0.00033877i,3.683e-05-0.00031305i,0.00018053-0.00039836i,0.00070679-0.00070568i,8.4704e-05-0.00061866i,-0.00023692-0.00077042i,-5.433e-05-0.00064061i,1.7833e-05-0.00037842i,-0.0001051-0.00030483i,0.00022736-0.00010687i
0.00052615+0.00018021i,-0.0013588-0.00026281i,-0.0027536-0.0016471i,-0.0029573-0.0016573i,-0.002148-0.0001216i,-0.00069276+0.0015931i,-0.00018496+0.0013791i,-8.1214e-05+0.00031459i,0.00028659-0.0003427i,0.00069012-7.5265e-05i,0.00077404+0.00060573i,0.00085823+0.00054304i,0.0012715+0.00066838i,0.0011805+0.00060162i,0.00053537-0.0002122i,0.0002067-0.00083993i,-0.00042492-0.00062989i,-0.0012286-0.00011832i,-0.00038112-6.5136e-05i,0.00089525+3.4039e-05i,0.00094671+0.00034006i,8.284e-05+0.00045768i,-0.00052635+0.00071572i
0.00051391-0.001615i,-0.00011701-0.002049i,-0.0015872-0.0018356i,-0.0033534-0.00058067i,-0.0035503+0.00058735i,-0.0011292+0.00072787i,0.0007079+0.00086836i,2.299e-05+0.0011671i,-0.00022697+0.0014919i,0.00028836+0.0019897i,0.00046874+0.0020365i,0.00057094+0.0011942i,0.00069256-6.0311e-05i,0.00030273-0.00046955i,8.2781e-06-0.00043535i,-7.2217e-05+0.0001452i,-0.00016673+0.0006568i,0.00029251+0.00099028i,0.00030544+0.0011003i,0.00034898+0.0011466i,0.00092411+0.00072159i,0.00098939-0.00035709i,0.0003997-0.0001824i
0.00024347+0.00099708i,0.0010382+0.00073669i,0.0013432+0.00067436i,0.00080655+0.00043726i,-0.00022991+5.6786e-05i,-0.0010799+0.00046666i,-0.0011167+0.00068526i,-0.00054686+0.0010684i,-0.0002686+0.001275i,0.00061203+0.0008183i,0.00097221+0.0004147i,0.00022189-0.00019428i,0.00054123+0.00011029i,0.00051931+0.00030046i,0.00015259+5.6357e-05i,0.00010121-0.00022877i,-0.00037356-0.00055755i,-9.4419e-05-0.00089018i,0.00083383-0.00033446i,0.00055849-0.00024127i,-0.0002117-0.00078622i,0.0003673-0.0010002i,0.0012919-0.00057726i
-0.00016356+0.00010753i,0.0001958-0.00066367i,-0.0015807-0.00059814i,-0.003119-0.00024683i,-0.0023783-3.4632e-05i,-0.00061988+0.00032257i,0.00053004+5.7832e-05i,0.00052013-0.00031354i,0.00028497+0.00032768i,0.00025482+0.00086989i,-8.1862e-05+0.00044744i,-0.00041551-4.0776e-05i,0.00048657-1.6141e-05i,0.00025696+1.8947e-05i,-0.00071443-0.00010356i,-0.00035141+5.6492e-05i,-1.0476e-06-2.6182e-05i,0.00012871-8.2304e-05i,0.00013269+0.00025378i,4.7092e-05+0.0009433i,0.00020994+0.0013796i,0.00023267+0.00083101i,-0.00014006-0.00032179i
-0.0004125+0.001161i,-0.00038043+0.00086564i,-7.393e-05+0.00070498i,-0.00084297+0.00061622i,-0.0011413+0.0012325i,-0.00035079+0.0011568i,-0.0003781+0.00087946i,-0.00057678+0.0013626i,-0.00011286+0.0015349i,0.0005517+0.0013158i,0.0010533+0.0010796i,0.0012701+0.00082538i,0.00067229+0.00045202i,-0.0013211-7.8638e-05i,-0.0015971+7.8523e-05i,-0.00091704+1.1896e-05i,-0.00060606-0.00050103i,-0.00076562+0.00034111i,-0.00062484+0.0010454i,2.7232e-05+0.00014177i,-4.7289e-05-0.00017763i,-0.00051719+0.00020532i,-0.00056403+0.00022258i
-0.0005359+0.00040325i,-0.00070409-0.00068272i,-0.00068013-0.00084557i,-0.0010142-0.00087746i,-0.0012255-0.0001547i,-0.00050476+0.00013869i,0.0011071-0.00082172i,0.0011166-0.00036288i,-5.7131e-05+0.00095536i,-0.00032167+0.001648i,-6.7447e-05+0.0012822i,-0.0003904+0.00063775i,-0.00037757+0.00049432i,0.00011097+0.0003946i,0.00022286+0.00020735i,9.8111e-05+0.00043259i,-0.00023233+0.00058746i,-0.00053804+0.00016856i,-0.00041711-0.00014935i,-0.00049987+6.8303e-05i,-0.00068862+0.00035281i,-0.0006855-1.387e-05i,0.0003189+8.7103e-05i
-0.0010812+0.00061468i,-0.00078381+0.00059979i,-0.0016155+0.00050136i,-0.00312-8.0433e-05i,-0.0025026-0.00052677i,0.0004507-0.00091101i,0.0014403-0.00095751i,0.00043118-8.5949e-05i,-0.00027667+0.00049369i,0.00028176+0.00073127i,0.00025065+0.00094797i,-0.00040187+0.0013409i,-0.00065459+0.00022502i,-0.00029309-0.00027021i,-0.00045177+0.00042362i,-0.00065124+0.00084553i,-2.0344e-06+0.0012097i,0.00021063+0.0011279i,-0.00020786-0.00015068i,-0.00042361-0.00066169i,-0.00085399+0.00070146i,-0.00067046+0.00059369i,5.2633e-05-0.00029479i
-8.6886e-05-0.00013669i,0.00021063-0.0010435i,-0.00016192-0.0002666i,-0.0010307+0.00013708i,-0.0010557+0.00022795i,-0.0010779+0.00051454i,-0.00096595+0.00036155i,-0.00096424+0.00089676i,-0.00060149+0.0016917i,0.00028105+0.0014738i,0.00062324+0.0012906i,-0.00036503+0.0014774i,-0.00026599+0.0015842i,0.00020983+0.0010443i,0.00036378+0.00069095i,0.00060073+0.00063201i,-9.9676e-05+0.00018038i,-0.00034806+0.00028375i,0.00067409+0.0007212i,0.00067145+7.1624e-05i,0.00048651-0.00063238i,0.0008154-0.00043393i,0.00093431-0.00024618i
0.00074746-0.00029749i,0.0014485-0.00061934i,0.00084561-0.00066137i,-0.00072209-0.0022294i,-0.0015759-0.0026511i,-0.0015291-0.00088011i,-0.00072996-0.00011479i,-0.00032348-0.00019546i,-0.00090749+0.00016109i,-0.0011846+0.00045272i,-0.00055713+0.00066048i,-0.00011022+0.00068704i,-0.00077336+0.00082702i,-0.001843+0.00099494i,-0.0012341+0.0012485i,0.00028976+0.0010991i,0.00024113+0.00034217i,-0.00078275+6.4486e-05i,-0.0014794+0.00058634i,-0.0011634+0.00030206i,-0.00084013+0.00035933i,-0.00086203+0.00061849i,-0.00016864-6.1694e-05i
-5.9022e-05+0.0015596i,-6.4747e-05+0.0016889i,-0.0012982+0.001153i,-0.0014361+0.0012629i,-0.001034+0.0011845i,4.8557e-05+5.9495e-05i,0.00049036+0.00016353i,-0.00067104+0.0013653i,-0.00058893+0.0017755i,-0.00018026+0.0015001i,-0.0002642+0.0012556i,-0.00014054+0.00080625i,-0.00048017+0.00043225i,-0.00121+3.0039e-06i,-0.0014963+0.00011524i,-0.0010988+0.00027926i,-0.00022574-8.8578e-05i,-0.0001498+3.1358e-05i,8.652e-05+0.00027359i,0.00015509+0.00037726i,-0.00047178+0.00013309i,-0.00073116+0.00022344i,-0.00042577+0.00043109i
0.0016781+0.0026395i,0.0021398+0.0010257i,0.0021233-0.00012186i,0.001961-0.0010328i,0.00068801-0.001365i,-0.0010672-0.001499i,-0.00091905-0.00052568i,0.00031973+0.00055041i,0.00056966+0.00068684i,0.00030054+0.00050556i,0.00032988+0.00019313i,0.00073042+6.0321e-05i,0.00012964+0.00064388i,-0.0011466+0.00052566i,-0.001507+0.00032668i,-0.0014589+0.00048711i,-0.00088006+0.0003863i,-0.00057442+0.00058911i,-0.00072221+0.00022791i,-0.00012562-0.00015193i,0.00057217-2.4757e-05i,0.0004257-4.8517e-05i,-0.00020772-0.0002716i
-0.0017821-0.00052467i,-0.0012864-0.00050493i,-0.0014481-8.9323e-05i,-0.0027185+0.00035966i,-0.0031701+0.0013456i,-0.0016544+0.0011608i,-6.8344e-05+0.00092107i,-4.4496e-05+0.00066508i,-0.00027361+0.00037541i,0.00013609+0.00059361i,2.379e-05+0.00086168i,-0.00013725+0.00053297i,0.00014026+2.951e-06i,9.5479e-05+0.00018593i,1.279e-05+0.00023325i,0.00011563+0.00065542i,0.00024844+0.00087438i,0.00070134+0.00048873i,0.00053983+0.00062566i,0.00012898+0.00069344i,0.0003123+0.00037054i,6.8116e-05-0.00012829i,-0.0001275-0.00021967i
0.00014964-0.0013432i,-9.1961e-05-0.0015413i,-0.00104-0.0015702i,-0.002284-0.0008513i,-0.002679+0.00062148i,-0.0021162+0.0017623i,-0.00019558+0.00087148i,-0.00010673+0.00020227i,-0.0014523+0.00023708i,-0.0010399+0.00049017i,-0.00010265+0.00072084i,0.0008252+0.00021603i,0.0011192-0.00059662i,0.00047292-0.00086939i,0.00051316-0.00088799i,0.00076567-0.00062166i,0.00078863-0.00077279i,0.00043971-0.00077263i,-0.00010659-0.00013021i,-6.1791e-05+0.00029687i,-3.6262e-05-0.00029133i,-0.00037764-0.00064595i,-0.00078629+0.00043334i
0.0016274-0.00070566i,0.0016993-0.0014661i,0.0011018-0.0015712i,0.00012289-0.001325i,-0.0016942-0.00050859i,-0.0021089-0.00019531i,-0.00097305-0.00061631i,-0.00039231-0.00016469i,0.00017381+0.0011985i,0.00022275+0.0011182i,-0.00010932-7.6649e-05i,-2.8146e-05-4.0203e-05i,-7.0383e-05+0.00038i,0.00010511+0.0005991i,0.00093871+0.00085377i,0.00072722+0.00037643i,-0.00051318-0.00041067i,-0.0008065-0.00039123i,-6.309e-05+1.2834e-05i,0.00018447+0.00054138i,-0.0002943+0.0011839i,-0.00017105+0.0011006i,-0.00031911+0.00091195i
-0.0013602-0.0013002i,-0.0012242-0.00041754i,-0.0029793+0.00045753i,-0.0053164+0.0015315i,-0.0046931+0.0019518i,-0.0015143+0.0015981i,0.00021414+0.00098764i,-0.00058626+0.00062313i,-0.0016682+0.00063379i,-0.00193+0.00085544i,-0.0011819+0.0010122i,-0.00025654+0.00046795i,0.00023504-5.965e-06i,0.00012028+0.00060545i,-0.0011483+0.0012244i,-0.0014013+0.00080212i,-0.00057321+0.00083917i,-0.00076238+0.00030824i,-0.00085923-0.0010357i,6.7332e-05-0.0012465i,0.00036708-0.00033462i,-0.00027482+0.00047377i,-0.00082913+0.00023076i
-0.00042234+0.00041949i,-0.0007327+0.00011711i,-0.00076085+0.00031753i,0.00068987+0.0010789i,0.00094121+0.0015613i,0.00060208+0.0011674i,0.00097892+0.00058145i,0.00017644+0.00045606i,-0.0013165+0.000729i,-0.00048891+0.00046868i,0.00010164+0.00055708i,-0.00011779+0.00050501i,-0.0011593-0.00042142i,-0.0018713-0.0010897i,-0.0013415-9.824e-05i,-0.000781+0.00047161i,0.00015691+0.0003993i,0.00036704+0.00026081i,0.00040293-0.00019461i,0.00073018-4.1932e-05i,0.00066443+0.00011254i,0.00031797+0.00032523i,0.00015858+0.00060451i
-0.0005935+0.00047815i,-0.001096+0.00029128i,-0.0022273-0.00025026i,-0.0038726-0.0008343i,-0.0040071-0.00083419i,-0.0026556-0.00050565i,-0.0013337-0.00013034i,-0.00080244+6.3028e-06i,-0.0010055+0.0010872i,-0.00099872+0.002088i,-0.00072889+0.0010515i,-0.00028511-0.00021117i,-0.00040733+0.00049818i,-0.00069502+0.0010898i,-0.00032083+0.00040074i,4.7118e-05-0.00025329i,4.7235e-06-0.00010546i,9.8359e-06+5.0367e-05i,-0.00051905+0.00022944i,-0.0002981+0.00073219i,0.0010636+0.0005882i,0.0011785-0.00018197i,0.0004977-0.0002434i
0.00080256+0.00071342i,0.0012283-0.00010412i,0.00082335-0.00083512i,-0.00011871-0.0007311i,-0.00033803+0.00015568i,-0.0002359+0.0011655i,0.00067613+0.0015088i,0.0013561+0.001704i,0.00066123+0.0013148i,-0.0001078+0.00044953i,-0.00061975+3.3445e-05i,-0.00072756-3.1988e-05i,-0.00069542+0.0002657i,-0.00033377+0.000382i,0.00076755+0.00046829i,0.0006057+0.00023897i,6.8625e-05-0.00049577i,2.5202e-05-0.0010418i,-0.00053005-0.0010141i,-0.00069606+0.00016719i,-0.0012116+0.0007074i,-0.0011551+0.00043149i,-0.00045954+0.00043759i
-0.001253+0.00030123i,-0.00091423-0.00058968i,-0.00083169-0.0010196i,-0.0024314-0.0013462i,-0.0033593-0.0015245i,-0.002014-0.0010554i,0.00029605+0.00020155i,0.00086738+0.00036312i,0.00022827+0.00015722i,-8.8444e-05+2.328e-05i,0.00010124-0.001009i,0.00015623-0.0015884i,0.00020004-0.00065533i,0.0002205+0.00013382i,0.00025868-7.0409e-05i,0.00039826-0.00066959i,0.00030162-0.00043659i,0.00043779+0.00017115i,0.00061568+0.0005106i,0.00061461+0.00046409i,-0.00029912+9.1016e-05i,-0.00058917+0.0001116i,-0.00037118+0.00028823i
0.0009338+0.0010531i,0.0010717+0.0010014i,-5.3607e-05+0.0003648i,-0.0016159-0.00078516i,-0.0014238-0.0009284i,-0.00020023-0.00032712i,-4.2178e-05-0.00069902i,-0.00090995-0.00061319i,-0.0010735+0.00089265i,-0.00029398+0.00097656i,0.00018049+0.000781i,-0.00017339+0.0012323i,-0.00012646+0.00087457i,0.00037963+4.0935e-05i,0.00096414+2.07e-06i,0.00043469-0.00012488i,-0.00012882-0.00048136i,0.00021052-0.00045726i,8.9257e-05-0.00071657i,-0.00051295-0.00032914i,-0.00054389+0.00042803i,-0.00055109+0.00090817i,-0.00084891+0.00058553i
-0.00031468+0.00034194i,-0.00019907+0.00027486i,-0.00047712-0.00031581i,-0.0008273-0.00077347i,-0.0011816+0.00010704i,-0.0012674+0.000822i,-0.00060827+0.00067477i,9.4614e-05+3.7951e-05i,-0.00031992+0.00034388i,-0.00020514+0.0010637i,-6.5099e-05+0.0010848i,-4.2468e-05-0.00053055i,-0.00013451-0.0011775i,-0.0011164-0.00044993i,-0.0012881-6.7903e-05i,0.00016772+0.00040624i,0.00036451+0.00060305i,-0.00060666+0.00055315i,-0.00022953+0.00027187i,9.1206e-05-8.1582e-05i,-5.9743e-06-0.00010297i,-4.6545e-05-3.4515e-05i,0.00048601+0.0001043i
0.00023997-5.3657e-05i,-9.6748e-05-0.00047425i,-0.00043056-0.0013634i,-0.00078422-0.0013578i,2.7144e-05-0.00066682i,0.00071186-0.00016102i,0.00091838+2.512e-05i,0.0011944+0.00048759i,0.00049828+0.0014191i,-0.00064577+0.0018597i,-0.00086116+0.0017738i,-0.00010901+0.00087208i,0.00071836+7.1483e-05i,0.00078133+0.00028154i,0.00024029+0.00082654i,0.00031902+0.0010228i,0.0007753+0.00028373i,0.00092308-0.00011184i,0.00076716+0.00046083i,0.00027798+0.00044554i,-3.7384e-05+0.00027697i,0.00036401-3.8996e-05i,0.00027266+9.9775e-05i
0.00031583+0.0017501i,0.00075288+0.0016369i,0.00021173+0.00081812i,-0.0010676-0.00080749i,-0.002058-0.0011901i,-0.0013477-0.00045198i,-0.00016944+0.00021289i,-0.00027874+0.0012273i,-0.0007616+0.0024522i,-0.00072059+0.0030247i,-0.00075442+0.0022763i,-0.00044043+0.0011756i,-0.00016247+0.00049188i,0.00025132+0.00099009i,0.00063295+0.0013862i,0.00022395+0.0010137i,-0.00058097+0.00012119i,-0.00040018-0.00026938i,-0.00015531-0.00023951i,-0.00019419-0.00029269i,-4.1453e-06+8.8196e-05i,0.00025809-0.00020291i,0.00031122-0.00021202i
-0.00027513+0.00029958i,-0.00015105+0.0008373i,0.00030237+0.00032539i,-0.00030956-0.00012534i,-0.0015253-0.00016304i,-0.0008979+0.000223i,0.00013971+0.00042453i,0.00045275+0.00059303i,0.00056193-0.00010433i,0.00077255+3.7097e-05i,0.00064434+0.00033853i,0.00044304-0.00013459i,2.5103e-05-1.0282e-05i,-0.00049406+1.6631e-05i,-0.00096294+5.8137e-05i,-0.00063585+0.00072787i,-0.00030855+0.0010343i,-0.00048781-0.00017091i,-3.4533e-06-0.0013122i,0.00030174-0.00090305i,0.00012848+0.00040024i,6.4017e-05+0.00066798i,-0.00033751+0.0003755i
-0.00021475-0.00061831i,-0.00054062+8.1915e-05i,-0.0012264-0.00079162i,-0.0020235-0.0011968i,-0.0033445+0.00049848i,-0.0026773+0.0014448i,-0.00019479+0.00094191i,0.0002772+0.0004836i,-0.00045489-0.00043765i,-0.00051654-0.00047469i,-0.00039819+0.00015397i,0.00055405+0.00020832i,0.00027812+0.0002334i,-0.00082504-0.0001425i,-0.00071799-2.4952e-05i,-0.00011428+0.00033942i,0.0001829+0.0004562i,0.00010974+6.8208e-05i,0.00089354-0.00013756i,0.0015157+9.8656e-05i,0.00092007-0.00025961i,6.5386e-05-0.00053239i,-1.9652e-05-0.00049111i
0.00071925-0.00054944i,0.000128+5.0251e-05i,-0.0011603-0.0013168i,-0.0020706-0.0013048i,-0.0027804+0.00025245i,-0.0016529+0.00061951i,7.5316e-06+0.00023614i,-2.5545e-05-8.4029e-05i,-0.00044788-0.00037256i,-0.00027036-0.00030159i,-0.00038355-2.16e-05i,-0.00022099+0.0002094i,-0.00011069+0.0002802i,0.00037956-2.0613e-06i,0.0010392-0.00041583i,0.00092708-0.00038887i,0.00035812+0.00042155i,-0.00028747+0.00043448i,-0.00016568+0.00015737i,3.4881e-06-2.7035e-05i,0.00044282-8.8166e-05i,0.00017687+0.00037482i,0.00021701+0.00045551i
0.00016345+0.00032077i,0.00011902-0.00027581i,0.00019348+0.00033295i,-0.00052054+0.00049952i,-0.00035466+0.00015229i,0.00045996+1.9414e-05i,0.00018107+7.5471e-06i,-0.00052517+0.00039873i,-0.00037328+0.00056416i,0.00014276+0.00058045i,-7.9662e-05+0.00066664i,5.387e-05+0.0012255i,8.9285e-07+0.00090869i,3.3465e-05+0.00012604i,0.00012812+0.00037116i,-0.00041247+0.00016528i,-0.000387-0.00022051i,0.00055369-0.00034848i,0.00084123-0.00074502i,0.00011725-0.00055854i,0.00012007+0.00023389i,-9.7755e-05+0.00052852i,-0.00082522+0.00022898i
-0.00024196-0.001686i,-0.00032426-0.001507i,-0.00084278-0.0012173i,-0.0012497-0.0013283i,-0.0014922-0.00058708i,-0.00044005+0.00015809i,0.00061139-5.4875e-05i,0.00017753-0.00049536i,-0.00035738-0.0011526i,-0.00059008-0.0008564i,-0.0003109+0.0010938i,-0.00024114+0.0012131i,-0.00093033+0.00051828i,-0.0013828+0.00056333i,-0.00080793+0.00079226i,0.00038826+0.00099608i,0.00080818+0.00020055i,0.00082508-3.0635e-05i,0.00083421-0.00015068i,0.00012611-0.00028735i,-5.8608e-05-0.00027578i,0.00031325-0.00033009i,-0.00024068+0.00014599i
0.00046412+0.0010356i,0.00052624+0.00031317i,2.0143e-05-4.4198e-05i,-0.0013917+0.00038469i,-0.001452+0.00031763i,-0.0010129-0.00047652i,-0.00078122-0.0005896i,-0.00034189+0.0002886i,0.00033034+0.001212i,0.00040439+0.0015804i,0.00031005+0.00083588i,0.00071414+0.00022248i,0.00074257+0.00025376i,-0.00033157-0.00023722i,-0.0003065-0.0006223i,-0.00011453-0.00042985i,-0.00026591-0.00011988i,-6.6525e-05+0.0006312i,-3.6058e-05+0.0006775i,-0.00045248+4.228e-05i,-0.00014998-0.00059597i,0.00054287-0.0009646i,0.00035855+7.0635e-05i
0.0013142-0.0015449i,0.0008654-0.0012706i,-0.00078522-0.0016406i,-0.0024018-0.0009861i,-0.0031047+0.0010762i,-0.0023012+0.0027484i,-0.0012446+0.0019361i,-0.00057177+0.00042437i,-0.0005194+0.00030805i,0.0001434+0.00036856i,0.00070955+0.00058066i,0.00043303+0.00059722i,0.00054433+0.00045819i,0.00060408-7.6445e-05i,0.0002652-0.0001508i,-0.00015263+0.00050099i,-9.4172e-05+0.00067243i,0.00054764+0.00033273i,0.00075498+5e-07i,0.00041799-0.00041743i,-0.00025486-7.7867e-05i,-0.00027523+0.00072378i,-7.8554e-05+0.00071742i
