-0.0013109+0.00054096i,-0.00056675-0.00066308i,-0.00027194-0.0010377i,-0.0014935-0.00067843i,-0.001838+0.00018498i,-0.0010215+0.00031752i,0.00043842+0.00052199i,0.0020561+0.0016726i,0.0013667+0.0014348i,7.5168e-05+0.00089933i,-8.892e-05+0.0010278i,-9.5914e-05+0.00044292i,-0.001119+0.00015315i,-0.0015026+0.00041664i,-0.00065124+0.00064535i,-0.00073704+0.00069165i,-0.00029894+0.00021644i,0.00022736-9.642e-05i,-0.0004231-0.00039428i,-0.00084303-0.00053224i,-0.00044311-0.00048997i,0.00034872-0.0005703i,0.00050468+8.5628e-06i
8.9999e-05-0.00049572i,0.0012116-0.00050563i,0.0022518+0.00010734i,0.0018552+0.00056484i,0.00075524+0.00010289i,0.0004444-0.0011217i,0.00044403-0.001356i,0.00056486-0.00080336i,0.00064934-0.0011148i,-0.00014902-0.0013857i,-0.00057926-0.00021074i,-4.5538e-05+0.00011704i,-0.00025946-0.00080683i,-0.0013899-0.0006692i,-0.0017094+0.00011551i,-0.00090078+0.0011049i,-7.9409e-05+0.0013359i,0.00015185+0.00073864i,0.001021+0.00096427i,0.0011001+0.00025006i,0.00031356-0.0013848i,0.00051005-0.0011682i,0.00037604-0.00028395i
0.00024893+0.0014434i,0.00046412+0.00047833i,0.00057286-0.00018846i,-2.8253e-05-0.00069482i,-0.00021932-0.0016959i,7.623e-05-0.0015878i,-0.0002563-0.00061572i,7.8184e-05-0.00070678i,0.00069245-0.00038984i,0.00067995+0.00016211i,5.581e-05+0.00032344i,-0.00016906+0.0002716i,-0.00064345-0.00049595i,-0.00038179-0.00042132i,0.00027612+0.00033249i,0.00016283+0.00028763i,0.00053759+0.00059305i,0.0013219+0.00032584i,0.0016912-0.00050079i,0.00094647-8.1236e-05i,-0.00061626+0.00031671i,-0.0006434-0.00041478i,0.00050134-0.00073986i
-0.00084081-0.0013508i,-0.00098892-0.00096577i,-0.0010204-0.0005508i,-0.0012086+0.00031533i,-0.00099473+0.0010357i,0.00012009+0.001197i,0.00057032+0.0002589i,0.00090037-0.00053833i,0.0007667-0.00018691i,-0.00020383+0.00056526i,-0.0010209+0.00080917i,-0.00085473+0.00024233i,-0.00099736-4.5477e-05i,-0.0010514-1.7293e-05i,-0.00021059-2.9303e-05i,-6.3846e-05-7.1055e-05i,-0.00019148-0.00048031i,0.00043509-0.00056913i,0.00077873-0.00020906i,0.00095333+3.0151e-05i,0.0002839+0.00011562i,-0.00050476-0.00032399i,-0.00039908-0.0011322i
-0.00045747+0.0021077i,-0.001187+0.0012704i,-0.0013124+0.002256i,-0.00079615+0.0019085i,0.00041005+0.0002116i,0.00054138-0.0017045i,0.00011659-0.0023127i,-0.0008484-0.0010564i,-0.0016171-0.0002786i,-0.0011562-0.00023044i,8.7663e-05+0.00041981i,0.00039758+0.00025259i,-8.8717e-05-0.00088508i,-0.00067608-0.00073725i,-0.0012801+8.1531e-05i,-0.0013452-0.00018921i,-0.00052692-0.00021828i,-0.00029537+0.00021564i,-0.00017604-0.00015801i,0.00076228-0.00090381i,0.0010629-0.0012605i,0.0011096-0.0015891i,0.0011198-0.0012214i
-0.0025832+0.00052119i,-0.0026367+0.00079429i,-0.0026664+0.0011029i,-0.00122+0.0011274i,0.00034207+0.0015279i,0.00065831+0.00097972i,0.00047802-6.5919e-05i,4.8169e-05-0.00041221i,-0.0001842-0.00048111i,-0.00049573-0.00021486i,-0.00031093+0.00020761i,0.00056945-0.00032531i,0.00028911-0.00089389i,-0.0007092-0.00093701i,-0.00072417-0.00055272i,-0.00033757-0.00019315i,0.00081975+0.00028081i,0.0011448+0.00028688i,0.00080725+5.3321e-05i,0.00091591-0.00019817i,0.00064367-0.00044168i,5.1548e-05+0.00017994i,0.00019369+0.00044806i
0.0020224+0.0011841i,0.00086645+0.0012115i,0.0010153+0.0018695i,0.0024898+0.0010854i,0.002374+0.0001673i,0.00042469-0.00057298i,0.00026717-0.00077674i,0.0008477-0.00094502i,8.7655e-06-0.0012751i,-0.00020201-0.001514i,6.2078e-05-0.0011542i,2.0219e-05-0.00037824i,-0.00034827-0.00035153i,-0.0010254-0.00041043i,-0.0012526+0.00012494i,-0.0010166+0.00044907i,-0.00099902+0.00045756i,-0.0010904+0.00041248i,-0.00081225+0.00019905i,-0.00024583-2.5331e-05i,0.00011989-0.00061764i,0.00041399-0.00061061i,7.8489e-05-0.0004643i
0.0026849-0.0018987i,0.0028103-0.0011878i,0.0017587-0.0018475i,0.00012009-0.0021451i,-0.00074674-0.0012647i,-5.7885e-06-0.0010045i,0.00055062-0.0012881i,0.00016462-0.0011515i,0.00016277-0.00084924i,-0.00019772-0.00047873i,-0.0008465-0.00013917i,-0.00094794+0.00024772i,-0.00090551+0.00041218i,-0.00092371+0.00013836i,-0.00066955+9.9864e-05i,-0.00054441-8.5028e-05i,-0.00082345-0.00043961i,-0.00045958-0.00019961i,-8.7243e-05+0.00046284i,-0.00015771+0.00029942i,0.00057853-0.00042277i,0.0010293-8.5757e-05i,0.00016856+0.00049524i
-0.0025578+0.00023366i,-0.0029393+0.00046146i,-0.003169+0.001701i,-0.0013158+0.0028577i,0.00065366+0.0027493i,0.0018038+0.0012703i,0.0017751+0.00045616i,0.00028077-0.00049756i,-0.00070621-0.0011641i,4.3316e-05-0.00035158i,0.00094979+0.00064844i,0.00061946+0.00097522i,6.8516e-05+0.00095611i,-6.8767e-05+0.00075322i,0.00014696+0.00010991i,0.00028377+0.00013225i,-0.00029801+6.3551e-05i,-0.00027196-0.00022008i,-6.9164e-05+3.3794e-06i,-0.00045894+0.00040269i,-0.00053867-0.00010698i,-0.00036378-0.00038825i,-0.00022331-9.9766e-05i
0.00018858-0.00028636i,0.00057201+0.000176i,0.00052342+0.00054755i,0.00043511+0.00075392i,0.00099123-0.0010543i,0.0010452-0.0021794i,0.001527-0.001531i,0.0011563-0.00090961i,0.00020468-0.00023275i,9.6446e-05+0.00013954i,-0.00023682-4.8197e-05i,-0.0011952-0.00076475i,-0.0014898-0.0012843i,-0.00091441-0.0008542i,-0.00071477+0.00011755i,-0.0010803+0.0002412i,-0.00065732-0.00013274i,-0.00016438-0.0002311i,0.00056415-0.00061569i,0.0009614-0.0002697i,0.00072441-8.8597e-05i,0.00068487-0.00016096i,0.00057136-1.4509e-05i
-0.0008314-0.0011023i,-0.00092-0.0005225i,-0.0016417-0.00046534i,-0.0017882+3.1612e-05i,-0.0012362+0.00079872i,-4.6506e-05+0.0011649i,0.00088794+0.00053238i,0.00078876-0.00012463i,0.00070314+0.00018162i,-0.00043516+0.00072484i,-0.0013466+0.0003504i,-0.00040153+0.00048007i,0.00016649+0.00041943i,-0.00069942+6.6302e-05i,-0.00082282+0.00038016i,-0.00034415+0.0005932i,-5.032e-05+0.00078079i,2.2434e-05+0.00047428i,-0.00060297-0.00041597i,-0.00051594+0.00019332i,-0.00053695+0.000647i,-7.8568e-05+2.4846e-05i,0.00029868-0.00040362i
-0.00063716+0.0017754i,0.00046615+0.0012844i,0.001275+0.0014598i,0.00087461+0.00087798i,0.0011752-0.00046502i,0.00113-0.0012024i,0.00061697-0.001704i,0.00020167-0.0012213i,0.00019348-0.00051306i,0.00077591-0.00072556i,0.0013166-0.00054584i,0.00021026-0.0003431i,-0.0009594-4.6143e-05i,-0.0010972-0.00019099i,-0.0009961+3.9293e-05i,-0.0013156+0.0011819i,-0.0012073+0.0015434i,-0.00085205+0.00084362i,-0.00065583-0.00013231i,-0.00014516-0.00019188i,-0.00025719+0.00064419i,-0.0005464+0.0013227i,0.00081946+0.00093158i
-0.00079554-0.00079037i,-0.00065141-0.00046268i,-0.0013529-0.00043707i,-0.0016944+5.6799e-05i,-0.0012496-6.147e-05i,-0.00016522-0.0010056i,0.0014216-0.00099057i,0.0014428-0.00056761i,0.00045892-0.00076005i,-0.00056664-5.2094e-05i,-0.00083589+0.00052713i,-0.00025068-2.2214e-05i,-0.00023204-6.3503e-05i,-0.00093021+6.9093e-05i,-0.0013147-7.8062e-05i,-0.00089026+0.00010729i,-7.5145e-05-0.00013775i,0.00050278-0.00014955i,0.00064488+2.8721e-05i,0.00019763-0.00010862i,-0.00020852-5.6741e-05i,2.6617e-05+0.00042238i,0.0007851+0.00075128i
0.00032864+8.3156e-05i,0.00068137-0.00015575i,0.0010146-0.00067158i,-0.00018392-0.00055068i,-0.00073959-0.00052116i,0.0007152+0.00018984i,0.0018741+0.00060177i,0.0010023-0.00015367i,-6.4554e-05-0.00054477i,-0.0004287-5.4159e-05i,-0.00027005+0.00069596i,0.00016942+0.00029546i,1.7386e-05-0.00019262i,-0.00091413-2.5629e-05i,-0.00065512-0.00030883i,-0.00024486-0.00026439i,0.00013811+0.00021009i,0.0013549-0.00023761i,0.0016171-0.00077906i,0.0010255-0.00044454i,0.00011877-0.0001046i,-6.0115e-05-9.1496e-05i,0.00031804-0.0003087i
0.0014222+0.00045276i,0.00092643+0.00070987i,0.00097546+0.00056017i,0.00056582+0.0005872i,-0.00018093+0.00093515i,-0.00074541+0.00068057i,-0.00048803-7.0926e-05i,-0.00053639-0.00028833i,-0.0011375-9.8455e-05i,-0.0012017-9.0782e-05i,-0.00058701-0.00020332i,-0.00046752-2.8979e-05i,-0.0011637+0.0005054i,-0.00083146+0.00019769i,-0.00030039-0.00039133i,-0.00048298-0.00039584i,-0.0005724-0.00061578i,-7.1356e-05+0.00022213i,0.00023693+0.00079182i,5.1442e-05-0.00010296i,-0.00022808-0.00033038i,-0.00043331-0.00025987i,0.0003679+0.00027804i
-0.00047993+0.0022097i,-0.00053503+0.0021812i,0.00025639+0.0022613i,0.0010598+0.00099417i,0.0015207+0.0001959i,0.00099479-7.9525e-05i,0.00015135-0.00067349i,0.00045788-0.00088557i,0.0008934+0.00020741i,0.0012525+0.00017829i,0.00078189-0.00055317i,-0.00032949-0.00089518i,-0.0013196-0.0013555i,-0.001691-0.0010543i,-0.0010475-0.00018022i,0.0001247+0.00035307i,-0.00016376+0.00025602i,-0.00026366-0.00013957i,0.00066045-0.00082834i,0.00046816-0.0010688i,0.00015787-0.00048912i,-9.7246e-05+0.00014641i,-0.00013848+0.00034498i
0.0013424+0.0021191i,0.0016855+0.001203i,0.0022645+0.0011865i,0.0026398+0.00045175i,0.0015789-0.0010852i,0.00069708-0.0020169i,0.00023565-0.0019002i,-0.00029671-0.0018659i,0.00049002-0.00093747i,1.4307e-05+0.00017889i,-0.00073261-0.00024089i,-0.00027635-0.00028641i,-0.00070553-2.0027e-05i,-0.0011111+0.00030342i,-0.00058137+0.0006524i,-0.00029358+0.00041882i,-0.00035603+1.2065e-05i,-0.00053464+8.8464e-05i,-0.00015002-0.00016555i,0.0007812-6.7427e-05i,0.0010016+0.00011511i,0.00087311+0.00018141i,0.0011033+0.00018702i
0.00048416+0.00039832i,0.00010724-8.9605e-05i,0.00077637-5.2933e-05i,0.00065681+9.2126e-05i,0.00029265-0.00015544i,-5.3341e-05-0.00097132i,-0.00019704-0.0012883i,-0.00023973-0.00091076i,0.00021115-0.00079632i,0.00046872-0.00074636i,1.9438e-05-0.0011106i,-0.0008141-0.00072465i,-0.0012082+0.00038154i,-0.00040614+0.00086475i,-0.00012529+0.0011367i,-0.00030714+0.0011206i,9.8355e-05+0.0001103i,-0.00029534-0.00057263i,-0.00078305-0.00046717i,-0.00034185-0.00024451i,-2.736e-05-0.00027817i,-9.1583e-05+0.00038031i,-0.00013353+0.0011383i
-0.0016007+0.00015471i,-0.0019048-0.00072981i,-0.0012161-0.00030764i,-0.00047563+0.00065279i,-0.00066826+0.0012635i,4.0277e-05+0.0011766i,0.0014041+0.0004146i,0.00083951+9.7392e-05i,-0.0003355-0.00036953i,-0.00040536-0.00052368i,-9.7563e-05-0.00015972i,0.00015301-0.0005921i,-0.00040056-0.00088268i,-0.00029499-5.9151e-05i,1.6143e-05+0.00032041i,-3.2584e-05-0.00025991i,0.00017474-0.00012862i,0.00079673+2.1406e-05i,0.0010153+1.5293e-05i,3.4786e-05+0.00011328i,-0.0011212+0.00024545i,-0.0013518+0.00053984i,-0.00024225+0.00010015i
0.0014206-0.00048334i,0.0014329-0.0020561i,0.0018724-0.0026113i,0.00056379-0.0019856i,-0.0007381-0.0020943i,-0.00053032-0.0019615i,0.00019951-0.00047514i,0.00038391-0.00049032i,0.00031938-0.0019048i,-0.0009426-0.0018986i,-0.0020493-0.00087376i,-0.0019685+0.00013546i,-0.0015529+0.00045997i,-0.0015923+0.00027447i,-0.0017288+0.00020376i,-0.00082011+0.00031471i,-0.0005806+0.00045006i,-0.0011424-0.00019215i,-0.00065362-0.0010003i,-0.00057466-0.00048836i,-0.00046168-0.0001795i,4.841e-05-0.00069962i,-0.00019585-0.0010576i
-0.00021754-0.0056425i,-0.0012548-0.0038602i,-0.003796-0.0024641i,-0.0046125-0.0015189i,-0.0031847-0.00013719i,-0.00013554+0.0011624i,0.0019243+0.00078696i,0.0012925-5.071e-05i,-0.00070937-0.00084159i,-0.0013008-0.00092738i,-0.001073+0.00027899i,-0.00083306+0.0011738i,-0.00060821+0.0009794i,-0.00055141+0.00014663i,-9.6092e-06+0.00017774i,0.00065359+0.00022383i,0.00098042-0.00060365i,0.00093431-0.00053012i,0.0005439+0.00011644i,0.00013903+7.4365e-05i,-0.00072263+2.6736e-05i,-0.00056948-0.00063444i,0.00042524-0.00088083i
-5.4089e-05-3.054e-05i,0.00024426+8.1908e-05i,-0.00073186-0.00016312i,1.0374e-05-0.00063892i,0.0015245-0.0007221i,0.0014024+0.00029832i,0.00064587+0.00044965i,8.1593e-05-0.00061622i,0.00023362-0.0007077i,5.0108e-05+0.00010156i,-9.4099e-05+0.00046282i,0.00055461+0.00057132i,-0.00043958+0.00058611i,-0.001168+0.00078983i,-0.00057823+0.00098293i,-0.000204-4.2006e-05i,-0.00035107-0.0006361i,-0.00048219+8.1356e-05i,-4.0586e-05+9.46e-05i,-0.00028553-0.00049934i,-0.0008906-0.00069951i,-0.00085661-0.0009722i,-0.000334-0.0008051i
-9.947e-06+0.0021231i,0.00031576+0.0024701i,-1.5465e-05+0.0026885i,0.00018251+0.0012818i,0.00084739+0.00026293i,0.00065134-8.0173e-05i,0.00026079-1.9726e-05i,-0.00031363-4.7191e-05i,-0.00098828-0.00037875i,-0.0013787-0.0007079i,-0.00074696-0.00084969i,-0.00059705-0.0011502i,-0.001366-0.0018477i,-0.0013419-0.0013798i,-0.00046348-0.0010999i,0.00022672-0.00078625i,0.0003732-0.00040457i,0.00026754-0.00053468i,0.00062451-0.001019i,0.0015144-0.0009546i,0.0011876-0.00045619i,0.00026041-0.0006103i,-0.00022355-0.00075298i
0.003185-0.0021624i,0.0031569-0.0011627i,-0.00014484+0.00055277i,-0.00032901+0.00018035i,-0.00076264-0.00069308i,-0.00050982-0.00055623i,0.0012915-0.00012589i,0.0022899-0.00061439i,0.0016261-0.0013796i,0.00052897-0.0016481i,-0.0004823-0.00061705i,-0.00094753+2.6967e-05i,-0.0013503+0.00047209i,-0.0016966+0.0010765i,-0.00067988+0.0012199i,3.1076e-06+0.0016945i,-5.9436e-05+0.00083289i,0.00037305-7.3584e-05i,0.00022782-0.00025469i,-0.00042051-0.00081647i,-0.00081275-0.00076801i,-0.00063566+0.00023711i,-0.00031681+0.0010994i
0.0015241+0.0010051i,0.00079387-0.0004334i,0.0017428-0.0015864i,0.0012629-0.0013137i,0.00028363-0.00084013i,0.00028048-3.6812e-05i,0.0004969+0.00072822i,0.00061979+0.00093844i,0.00064214+0.00029761i,0.00015789-0.00067648i,0.00013268-0.00037631i,4.6737e-05-0.00022615i,-0.00053713-0.001111i,-0.00045162-0.00084939i,-0.00042038-3.0791e-05i,-0.00026302+0.0001351i,0.00031041+0.00035388i,0.00053495+0.00032206i,0.00096908-0.00043384i,0.0001628-0.0012098i,-0.00081501-0.001162i,-0.0006971-0.00011268i,-0.00027741-9.9375e-05i
0.00073897+0.002639i,0.0026395+0.0018289i,0.0038483+0.0012943i,0.0039077+4.5398e-05i,0.0027553-0.0011168i,0.0007138-0.001512i,0.00073881-0.0015438i,0.0013602-0.00067914i,0.0015531+0.00055548i,0.0011411+0.00062256i,-7.0656e-05+5.2089e-05i,-0.00070759-0.0016339i,-0.00035778-0.001773i,-0.0005392-0.00032028i,-0.00048795+0.0001512i,-0.00061328+7.637e-05i,-0.00044345+0.00035544i,0.00023538+0.0008487i,0.00073005+0.00055439i,0.00065264-0.00032315i,0.00017849-0.0010797i,0.00026685-0.0012561i,0.00030406-0.00040247i
0.00050712+0.0010718i,0.0011664+0.00084147i,0.0023378+0.001393i,0.0019331+0.00064668i,0.0018761-0.00034084i,0.0016483-0.00089789i,0.0013654-0.00058929i,0.00062294-0.001002i,-0.0006427-0.0012846i,-0.0011709-0.0012448i,-0.00068284-0.00020584i,-0.000577+0.00026074i,-0.0013792-1.3517e-05i,-0.0016745-0.00010662i,-0.00079715+1.0935e-05i,-0.00068074+0.00025135i,-0.00010532+0.00056791i,0.00077913+0.00072418i,0.00079501-0.00023593i,-3.9733e-05-0.00039373i,-7.8549e-05+0.00010539i,0.0010431+0.00018606i,0.0013255+1.2677e-05i
0.00065854+0.00038429i,0.0009721-0.00056583i,0.0010632-0.0023026i,0.00050449-0.0023952i,0.00020546-0.0014156i,-7.26e-05-0.00093587i,3.9903e-05-0.00048356i,0.00032922-0.000341i,-2.4597e-05-0.00032177i,-0.00060181-0.00036441i,-0.00021753-0.00019507i,0.00032324-0.00028994i,-0.00054943-0.00067834i,-0.0014258+9.9889e-05i,-0.0012817+0.00052908i,-0.00093223+0.00063767i,-0.00047978+0.00056715i,-2.1268e-05-0.00030818i,0.0009681-0.000573i,0.0010458-0.00067662i,-0.00015739-0.0015257i,-0.00053791-0.0017071i,-0.00010948-0.00021499i
1.9992e-05-0.00034356i,-0.00028975+2.7091e-05i,-0.0010212+0.00031328i,-2.6896e-05+0.0004944i,0.00031499+0.00096868i,-0.00020169-8.9954e-05i,0.00085905-0.0011285i,0.0016147-0.00033053i,0.00060222+0.00043998i,0.00021044-1.137e-05i,-0.00036615-0.00054893i,-0.0010502-0.00043435i,-0.00085622-0.00037377i,-0.0008299+0.00046898i,-0.00024593+0.00055424i,9.0233e-05-3.1165e-05i,-0.00054869+6.7974e-05i,-0.00071277+0.00017062i,0.00024689-0.00032851i,0.00046249-0.0006185i,0.00046942-0.0010028i,0.00019403-0.0008076i,-0.00020515-6.6489e-05i
-0.00026117-0.00034546i,-0.0014023-0.0010005i,-0.00027135-0.00031042i,0.00040606+0.00025061i,-3.602e-05-0.00031693i,-0.00012868-0.00072993i,0.00041742-0.00046326i,1.2827e-05-0.0010076i,-0.00038297-0.00095728i,-0.00032239+0.00015715i,-0.00082996+0.00093081i,-0.0015629+0.00068966i,-0.0013412-0.00043027i,-0.00089823-0.00067396i,-0.0011213-0.00031438i,-0.0013356+0.00059079i,-0.00062929+0.0010173i,9.9828e-05-0.00038859i,0.00030729-0.00070212i,-0.00021084-0.00020698i,-0.00011019-0.00066846i,-0.00032993-0.00073922i,-0.0011001-0.00033851i
-0.00065735-0.00055614i,-0.00014364-0.0010539i,-8.011e-06+0.00031014i,-0.00014351+0.0014486i,-0.00085017+0.0011646i,-0.00093515+0.00073373i,7.7099e-05+0.00018642i,0.00023303-0.00070952i,0.00054195-0.0007505i,0.00044485-3.3664e-05i,-0.00019252+0.00035105i,-0.00070933+0.00027965i,-0.0012897-1.6614e-05i,-0.0011929-0.00017585i,-0.00012258-0.00037062i,0.00095798-5.4044e-05i,0.00022807-0.00081755i,-0.00043442-0.0012875i,0.00041741-0.00062252i,0.00055537-0.00014666i,0.00021894-0.0001358i,0.00032669-0.00017753i,7.3904e-05+2.8956e-05i
0.0015755+0.00075088i,0.00064405+0.0015715i,0.00033122-0.00026956i,0.00099067-0.0014667i,0.001244-0.00076565i,0.0017389+0.00053754i,0.0013078+0.00059825i,0.000801+0.00021675i,0.0010316+0.00017543i,0.0001621-0.00015119i,-0.0010403-0.0003507i,-0.0010822-0.00059951i,-0.0013054-0.0007718i,-0.0010188-0.00032813i,-0.00026959+0.00040418i,-0.00075163+0.00076448i,-0.00070689+0.0010077i,-6.5515e-05+0.0010406i,-0.00044256+0.00042117i,-0.00031954-0.00058017i,-4.7577e-05-0.00053928i,-0.00045272+7.4289e-05i,-0.00043384-0.00022323i
0.00028865+1.9204e-05i,0.00097867+0.00026717i,0.00045025-0.00037521i,4.3261e-05-0.00091842i,0.0003302-0.0008614i,0.00047997-0.00039011i,0.00016472-0.00028563i,-0.00014502-0.00089533i,-0.00063017-0.0012475i,-0.0014474-0.00035522i,-0.0017244+0.00022465i,-0.001094-0.00042983i,-0.0004027-0.00061073i,-0.00063298-0.00044353i,-0.00064247+8.4157e-05i,-0.00052298+0.00055894i,-0.00052124+0.00073379i,0.00023714+0.00041712i,0.00038391-0.00062753i,5.8932e-05-0.00081035i,0.00015942-4.7624e-06i,3.0183e-05+0.00027191i,0.00065304-6.9799e-05i
0.00059581-0.00046844i,0.0015069-0.00080607i,0.00127-0.0012721i,0.00048536-0.00085344i,-9.3901e-05-0.00050585i,0.00066995+0.00013769i,0.0010533+0.0003818i,0.00076474-0.00015383i,0.0010578-0.00012062i,0.00091297-0.00069175i,8.2935e-05-0.0011502i,-0.00064178-0.00043109i,-0.00046474-0.00052862i,-0.00058961-0.00047534i,-0.0011143+0.00044547i,-0.00015071+0.00014375i,0.0010086+4.1762e-05i,0.0007694+0.00021939i,-6.9274e-05+0.00016377i,-0.00011901-0.0003499i,-0.00044454-0.00045853i,-0.00085665+0.00011828i,-0.00072068-0.00030126i
-0.00043422+0.00028258i,-0.00028781-0.00028999i,-0.00093828-0.00022472i,-0.0010099+0.00022106i,-0.00078746+0.00026694i,-0.00059424-0.0010217i,0.0005771-0.0010873i,0.00057677+2.8549e-05i,0.00030084-0.00023456i,-0.00012782-0.00045221i,-0.00051549+0.00047581i,-0.00011449+0.00047658i,-0.00032454-0.00020021i,-0.00068008+6.4049e-05i,-0.00042069+0.00013304i,0.00013336+0.00018247i,0.00071681+0.0003138i,0.0011391+0.00024404i,0.00083368-0.00039154i,2.8562e-05-0.00097923i,-9.2345e-05-0.00071935i,-0.00010254-0.00025892i,-0.00019124-0.00023894i
0.0024546-0.002461i,0.001658-0.0020339i,0.00051562-0.0024759i,-0.00020808-0.002091i,0.00021821-0.00087065i,0.00046454-7.4946e-05i,0.00026084-0.00060066i,8.2893e-05-0.0012214i,-0.00044667-0.00075681i,-0.00044229-0.00013842i,-0.00042703+0.00029628i,-0.001055+0.0011095i,-0.0013603+0.0015408i,-0.0007738+0.001823i,-0.00019224+0.0022968i,-2.3972e-05+0.0013489i,-0.00026597+0.00027779i,-0.00013403+0.00031524i,-0.00030282+0.00015655i,-0.00039941+0.00012823i,1.8302e-05-7.9062e-05i,0.0001215-0.00036482i,0.00036435+4.6063e-05i
-0.0023558+0.0009643i,-0.0015739+0.0019886i,-0.00097681+0.0023506i,0.00014198+0.00040478i,0.0011331-0.00072654i,0.0010273-0.00024763i,0.00033266+2.6234e-05i,-0.00072989-0.00020205i,-0.00040672-0.00026624i,0.00098693+0.00034729i,0.001516+0.00032486i,0.0016695-0.00021368i,0.00051506-0.00020291i,-0.00048952-0.00013131i,-0.00068674-0.0008856i,-0.00027749-0.00099928i,0.00021841-0.00057885i,0.00016258-0.0010315i,0.00034894-0.00032874i,0.00058842+0.00038442i,0.00043843+0.00011154i,0.00051041-4.4464e-05i,0.00067566-0.00013814i
0.0014248+2.771e-05i,0.0016207+0.00041715i,0.0022507+0.00052789i,0.0018681+0.00034617i,0.00089071-0.00082862i,0.00036102-0.0021573i,0.00098172-0.0013327i,0.001048-0.0012273i,0.0007382-0.001977i,0.0004919-0.0012321i,0.00065213-0.00032275i,0.00086753-0.00047232i,0.00022431-0.0010131i,-0.000485-0.00015885i,-0.00036622+0.00012911i,-0.00053754-0.00049955i,-0.00078679-0.00028976i,-0.0001941-0.0002562i,-0.00078827-0.0013876i,-0.0010912-0.0017721i,-0.00044912-0.00091097i,-0.00028946-0.00012817i,-0.00012213+0.000114i
0.0017589+0.00044184i,0.0012501-0.00012008i,0.0016181-0.00095136i,0.0017999-0.00081854i,0.00097538-0.00027616i,0.00088144-0.00021794i,0.00055421-0.00078498i,7.3779e-05-0.0009735i,-6.0724e-05-0.00074984i,-0.00048754-0.00043826i,-0.00052839-0.00035971i,0.0001588-0.00035665i,-0.00025052-0.00011845i,-0.0008566+5.0778e-05i,-0.00083919-0.00035862i,-0.0010505-0.00045302i,-0.0010227-4.6757e-05i,-0.00076991+0.00037337i,-0.00081345+0.00017015i,-0.00041148-0.00061561i,7.3215e-05-0.00085583i,3.8034e-05-0.00058558i,-4.9456e-05-0.00075192i
0.00052949+0.0025797i,0.0012294+0.0027673i,0.0022932+0.0016666i,0.0023621+0.00083564i,0.0015423-0.00064153i,0.0013144-0.0028256i,0.0014695-0.0023274i,0.00026922-0.00050036i,-9.5166e-05+0.0001954i,0.00037996+0.00023306i,0.00059508+0.00045959i,-0.0001721+0.00071443i,-0.0019568+0.0001938i,-0.0024305-0.00034207i,-0.0017438-4.8203e-05i,-0.0012037-0.00011067i,-0.00033394-0.00069918i,-0.00028038-0.00084166i,-0.00051705-7.2029e-06i,-0.00026709+5.6172e-05i,-3.0817e-05-5.7453e-05i,0.00017427+0.0001559i,0.00054908-0.00026389i
0.00086543+0.0019449i,0.00099183+0.0012344i,0.0012307+0.0012872i,0.00095555+0.00044987i,0.0010477-0.00036816i,0.00075827+5.847e-05i,0.00062155-1.2242e-05i,0.0007596-0.00054345i,0.00033915+0.00018752i,5.2364e-05+0.00067122i,0.00013699-0.00018462i,0.00041183-0.0011762i,5.1248e-05-0.00059969i,-0.00096389+0.00016285i,-0.00084525-0.00045809i,0.0001669-0.0010694i,3.6331e-05-0.00074392i,-0.00017385-0.00094754i,0.00047351-0.00090487i,0.00085976+5.4363e-05i,8.649e-06+0.00028215i,-0.00073926-0.00025969i,-0.00014673-0.00078545i
-0.0017919+0.00061307i,-0.0009224+0.0011104i,-0.0011805+0.0012728i,-0.0010706+0.00098214i,0.00034225+1.9716e-05i,0.0015315-0.00023359i,0.001273-3.9457e-05i,0.00021939-0.00065586i,9.5095e-05-0.0010283i,0.00025476-0.00050882i,0.00024119+0.00073092i,-0.00018534+0.0012635i,-0.0013511+0.0010323i,-0.001385+0.00097742i,-0.00038533+0.00042287i,0.00024092+4.6597e-05i,-0.00048497-0.00013098i,-0.00070539-0.0005367i,0.0002026-0.00029336i,0.0010995+0.0003169i,0.0011816+0.00029342i,0.00074573-0.00026776i,0.00051741-4.252e-05i
-0.000377+0.00065494i,-0.0006845-0.00019743i,-0.00011402+0.00020201i,0.00021253+0.00011466i,0.00019247-0.00045913i,7.0603e-05-0.0010088i,0.00023222-0.000855i,0.00031406-0.00037628i,0.00043898-0.00062221i,3.4003e-05-0.00049083i,-0.00085102-0.00028261i,-0.00075381-0.00054109i,-1.3487e-05-0.00037727i,0.00021469+0.0001468i,0.00042284+9.2601e-05i,3.7585e-05+0.00019666i,-0.0010508+0.00056315i,-0.00077702+0.00037492i,-0.000206+0.00032821i,-0.00028792-4.9587e-05i,-0.00031405-0.00034437i,0.00016169+6.3971e-05i,8.1686e-05+0.00068514i
