-0.00073545+0.00057236i,-0.0010366+0.001625i,-0.0022237+0.0041233i,-0.0018304+0.0039405i,-0.001213+0.0026914i,-0.0011364+0.0014879i,-0.00097366+6.4053e-05i,-0.00016998+0.00012068i,0.00039205+0.0011437i,-0.00019611+0.00095664i,-0.00064676-0.000374i,-0.00010068-0.00044762i,0.00051778+0.00022273i,0.0013765+8.9883e-06i,0.001266+0.00029394i,0.0002164+0.00045748i,-0.00013764+0.00010606i,-7.9678e-05-0.00054378i,1.9454e-05-0.00068265i,-0.00012139+0.0008434i,-0.00033738+0.0017928i,-0.00062906+0.0006552i,-0.00018526-0.00024481i
0.0023889+0.0024555i,0.0026665+0.0031306i,0.0040601+0.0033033i,0.0042695+0.0022468i,0.002446-7.7943e-05i,0.00020386-0.00073457i,-0.00031163+3.5422e-05i,0.00064998-4.216e-05i,0.0017526+0.00040827i,0.0021991+0.0013078i,0.0019899+0.001356i,0.0012367+0.0012103i,0.0008074+0.00043897i,0.0011863-0.00015439i,0.00096021+0.00033252i,-0.00022925+0.0013955i,-0.0012362+0.0018115i,-0.0015458+0.0013089i,-0.0012529+0.00079856i,-0.00045586+0.00063802i,0.00015456+0.00033144i,0.00011746+9.4182e-05i,-0.00099666+0.00031032i
0.00078918+0.00053277i,0.00076999+0.001524i,0.0019875+0.0024575i,0.0027401+0.0015404i,0.0020509+0.00066377i,0.00074338+0.00067722i,0.0003421+0.0011435i,0.00035497+0.001504i,5.2486e-05+0.0021532i,-0.00049916+0.0023495i,-7.6795e-05+0.0015413i,0.0001564+0.00062138i,0.00075557+0.00051939i,0.001719+0.00043066i,0.0014701+0.000129i,0.001065-0.00027338i,0.0010258-0.0008531i,0.00065189-0.00083832i,9.1031e-05-0.0009748i,-0.00061854-0.00074664i,-0.0012589-0.00021347i,-0.00058852-0.00060975i,-0.00038928-0.0008016i
0.0012687-0.0009247i,0.0011615+0.0011373i,0.001697+0.0029514i,0.0016591+0.0028963i,0.00067603+0.0021889i,-0.00037045+0.002612i,-0.0011457+0.0021781i,-0.0017144+0.00070955i,-0.0019448-0.0002901i,-0.0017503-0.00047338i,-0.0010076-0.00045451i,-0.00048791-0.00029795i,-0.00010146+0.00052889i,-0.0002521+0.001406i,-0.0010217+0.0010672i,-0.00095906-0.00033085i,-0.0004831-0.00069545i,-0.00030092-0.0002166i,-0.00029053+0.000466i,-0.00039393+0.00054619i,-0.00050327+1.3452e-05i,-0.00077963+0.00031092i,-0.0011781+0.00043563i
0.0012759+0.00019635i,0.0016072+0.0011352i,0.0022437+0.0017055i,0.002356+0.00087862i,0.0011171+0.0002761i,-0.00080663+0.00080723i,-0.0012396+0.00074774i,-0.00074037-0.0001509i,-0.00034209-0.00096139i,0.00032384-0.0014461i,0.00038925-0.0014071i,-0.00016994-0.0012989i,-0.00037779-0.00080095i,-4.9521e-05+3.095e-05i,0.00078307-0.00065711i,0.0015061-0.0015207i,0.0015498-0.00068128i,0.0013108+0.00025828i,0.0010268+3.8474e-05i,0.00084371-0.00065885i,0.00050763-0.00065728i,0.00063938-6.2555e-05i,0.00055891+0.00026782i
0.0010184-0.0018553i,0.0022479+0.00011275i,0.002457+0.0028012i,0.0010917+0.0030416i,-0.00074457+0.0019673i,-0.0013913+0.0015419i,-0.00048153+0.00057075i,0.0010087-0.00014306i,0.0012671-8.547e-05i,0.00078173+0.0001475i,0.00073796+0.00057174i,0.00093556+0.00047039i,0.00078364-0.00028917i,0.00096709-0.00025354i,0.0011438+0.00045584i,0.0003532+0.00040452i,-0.00094947+0.00029004i,-0.0012931+0.0004106i,0.00010173+0.00047511i,0.0010155+0.00037919i,0.0003615-0.00014588i,-0.00031707-0.00058745i,-0.000525-0.00049814i
0.00035772+0.0010732i,0.0018972+0.0022892i,0.0034967+0.0032713i,0.0038319+0.00225i,0.0027966+0.00060562i,0.0016306+0.00056616i,0.0016389+0.00076615i,0.0016387+0.00051966i,0.0012437+0.0012727i,0.00040874+0.0022216i,0.00010932+0.0019601i,0.00082455+0.0011835i,0.0013382+0.0010905i,0.0016428+0.00085266i,0.0021592+0.00028636i,0.0026305+0.0006845i,0.0024801+0.0010286i,0.0016014+0.00092524i,0.00042302+0.0011563i,-0.00035062+0.0011067i,6.0482e-05+0.00019387i,0.00066058-7.2703e-05i,0.00059974+0.00031481i
0.0024117+0.0011206i,0.0026993+0.0019243i,0.0026337+0.0022947i,0.0021182+0.0009226i,0.00019574-0.00010366i,-0.0013857+0.00028883i,-0.00093121+0.0004993i,0.0002793+0.0010105i,-0.00024392+0.0012623i,-0.0010441+0.00063385i,-0.0010035+7.6865e-05i,-0.00047883-0.00027825i,-3.6643e-05-0.00012664i,-0.00016139+0.00090192i,-0.000293+0.001436i,-0.0011072+0.00053644i,-0.0019434-0.00052176i,-0.00088971+0.00010937i,0.00013323+0.00090202i,-0.00031865+0.0003225i,-0.00018933-0.00038724i,0.00076481-0.00081956i,0.00054394-0.0012282i
0.0011867-0.0012733i,0.0012091+0.00011019i,0.0017571+0.0022143i,0.0021079+0.0027437i,0.00078698+0.0029839i,3.5589e-05+0.0036867i,0.00017807+0.0028783i,-0.00030785+0.001636i,-0.00090349+0.0010074i,-0.0010055+0.00029575i,-0.00091984+0.00047993i,-0.00077146+0.00083668i,-0.00065778+0.0012351i,0.0004168+0.0015206i,0.00061371+0.00077192i,0.00034754-0.00036421i,0.00018882-0.00073782i,-0.00041047-4.7256e-05i,-0.00097387+9.9145e-05i,-0.00093882-0.0001903i,-0.00066721-0.00030544i,-0.00027395-0.00027561i,0.00022311+0.00021055i
0.00097442+0.00069385i,0.0025113+0.0015613i,0.0032143+0.0028974i,0.0025693+0.0024647i,-0.00031147+0.001273i,-0.0025043+0.00088302i,-0.0011582+0.0012386i,3.9072e-05+0.00040973i,0.00059121-0.00071136i,0.00088436-1.4188e-05i,0.00095456-3.5498e-05i,0.00081563-0.00036114i,0.00030637+0.00081987i,0.00049825+0.00091782i,0.00121-0.00048563i,0.0011106-0.00094244i,-0.00017811-0.00091472i,-0.00077376-0.0010505i,-0.00044509-0.00029454i,-4.1245e-05+0.00010246i,9.6015e-05-0.00012965i,-0.00044616+0.00016748i,-0.00030342+0.00075216i
0.00057698-0.00071126i,0.0014065+0.0015345i,0.0014955+0.0040236i,0.00095428+0.0036524i,0.0011519+0.0015524i,0.0015235+0.00065358i,0.0013674+0.0011193i,0.0013521+0.00043206i,0.0010839+8.7401e-05i,8.579e-05+0.0014283i,0.00016473+0.0019409i,0.00085758+0.00055041i,0.0014682-0.0006388i,0.0014402-0.00060395i,0.00081712-0.00027346i,0.00099834+0.00055509i,0.0019601+0.001733i,0.0020754+0.0024686i,0.001255+0.0019747i,0.00057869+0.00097636i,2.6442e-05+0.00034685i,-0.00023711-0.00021325i,-0.00018356-0.00015371i
0.00097675-0.00025591i,0.0011107+0.001227i,0.0016785+0.0035778i,0.0017419+0.0032743i,0.00049796+0.0016488i,0.00038913+0.0008541i,0.00053974+0.00054215i,5.0801e-05+0.00049622i,0.00056004+0.00073002i,0.00099484+0.00093818i,0.0012039+0.00084417i,0.0015253+0.00076919i,0.0017217+0.00066164i,0.0011716+0.00027565i,3.9043e-05+0.0001255i,-0.00060715-0.00038185i,-0.0011499-0.001247i,-0.0011175-0.0010299i,-0.0012278+3.9957e-05i,-0.00074423+0.00098477i,0.00023441+0.00090674i,-9.6245e-05+0.0010273i,3.4891e-05+0.00095726i
0.0024828+0.00020233i,0.0037649+0.0021959i,0.0037673+0.0033157i,0.002913+0.0027527i,0.0017264+0.0021824i,1.0392e-05+0.0027941i,-0.00012774+0.0024278i,0.00051712+0.0016782i,0.00010137+0.0010341i,9.4019e-05+0.00072729i,0.00019695+0.0011379i,-0.00040039+0.00076213i,-0.00062607-7.6099e-05i,-0.00025144+5.8933e-05i,0.00072353+0.00049236i,0.00067412+0.00036693i,-0.00041345+0.00078837i,-0.00095049+0.00082056i,-0.00094252+0.00032995i,-0.00092383+0.00040582i,1.5346e-05+0.00089798i,-0.00018193+0.0010862i,-0.00099119+0.00038313i
0.0002295-0.0004214i,0.00060923+0.0010147i,0.0017669+0.0029149i,0.0026552+0.0015149i,0.0011595-0.00022819i,-0.00071735-0.00036288i,-0.00093272+7.0022e-05i,-0.00053705+0.00093457i,-0.00018917+0.0011447i,0.00080966+0.00098121i,0.00065382+0.0012399i,-0.00058184+0.00084191i,-0.00044112+0.0003278i,-0.00016051+0.00056155i,-0.00033454+0.00051681i,-0.00019742-0.00095852i,4.3726e-05-0.0016158i,0.00082524-0.0011242i,0.0015687-0.0011288i,0.0016392-0.00097893i,0.00091412-0.0005228i,0.00019097-0.00065302i,0.0002925-0.00077446i
0.00075019+0.00033592i,0.0015501+0.0018324i,0.0014996+0.0029818i,0.0018184+0.0024569i,0.0012195+0.0019559i,0.00053528+0.0018326i,-1.8626e-05+0.00096663i,-0.00089409-0.00054464i,-0.00094908-0.00054382i,-0.00019114+0.0005716i,0.00036082+0.00080541i,0.00063498+0.00081736i,0.00056058+0.0013338i,0.00043066+0.00074894i,0.0017608-6.9497e-05i,0.0020088-0.00061064i,0.00042702-0.0011244i,-0.0003438-0.00034799i,-0.00045496+0.0003909i,-0.0003026-0.00021665i,9.1328e-05-0.00072086i,0.00054788+6.7902e-05i,0.00037657+0.0011358i
0.0016353+0.0018921i,0.001863+0.0022371i,0.0029076+0.0021936i,0.0031464+0.00096116i,0.0011341-0.00065557i,0.0003816-0.0016594i,0.00055213-0.0011459i,0.00081447+0.00025703i,0.00084493+0.0010678i,9.6648e-05+0.00040565i,-0.00034702-0.00042487i,0.00023616-2.2476e-05i,0.00072564+0.00084398i,0.00054145+0.00090561i,0.00028065+0.00035326i,0.0010157-0.00022773i,0.0019605-0.0003251i,0.0010578+0.00018631i,-6.7423e-05+0.00046534i,-0.00015341+0.00074092i,0.00055894+0.00057354i,0.00069061+3.5202e-05i,0.00029604+0.0003433i
0.0019934-0.00033784i,0.00181+0.00051232i,0.0022061+0.001553i,0.0018941+0.00086319i,0.00033488+0.0003584i,-0.00099029+0.0016682i,-0.001332+0.0025596i,-0.000568+0.0020021i,0.00028828+0.00087661i,0.00016318+0.00030796i,7.9311e-05+0.00046183i,-8.8122e-05-2.8601e-05i,0.00038891-0.00054398i,0.0013009+0.00020468i,0.00094043+0.00061936i,0.00035585+0.00065005i,-0.00024223+0.00078594i,-0.00029664+0.00092159i,1.8416e-05+0.00062255i,-0.00025313-8.2005e-05i,-0.00051261+3.6045e-05i,-0.00081585+0.0004278i,-0.0012265-0.00019264i
0.0013219-0.0021668i,8.0784e-05-0.00065749i,-3.7088e-05+0.0011465i,0.00055822+0.0021219i,-0.00015771+0.0021313i,-0.00069394+0.0025604i,-0.00011216+0.0024852i,0.000743+0.0015175i,0.00067058+0.00076024i,0.00033709+5.5101e-05i,0.000606-3.867e-05i,0.00073458+0.00040896i,0.00044751+0.00044853i,0.00057826-5.6314e-05i,0.00083918-0.00072932i,0.00029551-0.0017311i,-0.00019258-0.0018259i,0.00056109-0.00046433i,0.0007669-0.00044506i,6.7181e-05-0.00073525i,-0.00059025-0.00063854i,-0.00046842-0.00011574i,-5.4378e-05+0.0005089i
0.00068556+0.00031427i,0.001504+0.0020977i,0.0016295+0.0035182i,0.0015508+0.0021014i,0.0010369+0.000251i,0.00016624+0.00044133i,-0.00097426+0.00073224i,-0.00026961+0.0014246i,0.00098199+0.0016885i,0.0015011+0.0017565i,0.0009581+0.0021108i,-0.00014734+0.0017946i,0.00018942+0.00058009i,0.00037488-0.00035139i,0.00045673+0.00010819i,0.00049254+0.0004274i,-0.00040882-0.0004425i,-0.00057577-0.0012088i,0.00015429-0.00074543i,-7.2092e-05-0.00041003i,-0.00079954-0.00032612i,-0.00031993-5.3511e-05i,-0.00025894-0.00060567i
0.00098778-0.00093715i,0.0011451+0.00057468i,3.1371e-05+0.0026911i,0.00037038+0.003523i,-0.00066826+0.003236i,-0.0016548+0.0041612i,-0.00030118+0.0055007i,0.0014344+0.0057841i,0.0024281+0.0048594i,0.0026398+0.0036371i,0.0024066+0.0015401i,0.0019239-0.00089815i,0.00086122-0.0010606i,0.00011948-0.00044092i,0.00061386-0.00035137i,0.00071555+0.00012123i,0.00065778+0.0006044i,0.00069995+0.00033378i,0.00044902+3.0654e-05i,0.00035406-0.00029665i,0.00030399-0.00098492i,0.00042726-0.00071312i,-2.8598e-05-0.00019821i
0.0013263-0.00011184i,0.0017537+0.0019441i,0.0036663+0.0034442i,0.0044674+0.0016973i,0.0028326-0.00059981i,0.0010403-0.001284i,-0.00043695-0.0019087i,-0.0013085-0.0032004i,-0.00076022-0.0027112i,-0.001212-0.0016692i,-0.002001-0.00070063i,-0.0017216+0.0006729i,-0.00012853+0.0007781i,0.0017202+0.00096296i,0.0021847+0.0014691i,0.0016012+0.0015142i,0.0011231+0.00088041i,-0.00017491-5.8145e-05i,-0.0012638-0.00045785i,-0.00080933-0.00062116i,-2.0833e-05-3.1594e-05i,-8.968e-05+0.00024029i,-0.00060536+0.00016765i
0.0021766+0.0014202i,0.0022676+0.002695i,0.0030697+0.004884i,0.0032485+0.0044376i,0.0028136+0.001887i,0.0024575+0.00027069i,0.0023871-0.00044714i,0.0016287-0.0017064i,0.0005791-0.0014947i,0.00019233-9.1191e-06i,0.00072456+8.1311e-06i,0.0014265-0.00033096i,0.0017624+0.00016839i,0.0015408+0.00076684i,0.001+0.0010687i,0.00068513+0.00059737i,0.00016236-0.00019355i,-6.369e-05-0.0010406i,0.00053219-0.00092722i,0.00086932+0.00023377i,0.00072434+0.00090952i,0.00087501+0.00076134i,0.00040738+0.00056089i
0.0010404+0.00092643i,0.0006586+0.0017631i,0.0018085+0.0014941i,0.0018481+0.0010823i,0.0003239-0.00011943i,-0.00075059-0.00085658i,-0.00035783+0.00046623i,3.453e-05+0.00099312i,-0.0002253+0.00033736i,-0.00011971-1.6893e-05i,-0.00024097+0.00012918i,-0.0011826+0.00072133i,-0.00080011+0.00047484i,0.00071124+0.00069288i,0.00080349+0.00088387i,-0.00062817-5.9444e-06i,-0.0013173-0.00087104i,-0.0010864-0.0014835i,-0.0013355-0.0012113i,-0.0014197-0.00054905i,-0.0011195-8.9673e-05i,-0.0010759+0.00014254i,-0.00031204-0.00021779i
0.00091714+0.0012898i,0.0018738+0.0022415i,0.0035827+0.0036316i,0.0040482+0.0027331i,0.002386-0.00020357i,-0.00010854-0.00052775i,-0.0013971+0.001126i,-0.0011081+0.00076892i,-0.0010815-0.00013781i,-0.0012279+0.00012544i,-0.0015905+0.00051602i,-0.0016083+0.00044691i,-0.0008811+3.2715e-07i,-0.00051313-0.00035842i,0.00061029-0.00010944i,0.0013304+6.1398e-05i,0.00057317-0.00041725i,-0.00022492-0.00050856i,-0.00027478-0.00051067i,8.8379e-05-0.00058239i,-6.5528e-05+0.000401i,-0.00046367+0.00063472i,-0.00023197-1.7759e-05i
0.0024846+0.00030524i,0.0024358+0.0016293i,0.0031089+0.001509i,0.0021357-5.3818e-05i,0.00031093-0.00098884i,-0.00071642-0.00012516i,-0.00091653+0.00083399i,-0.00077585-0.00045147i,-0.00022661-0.0017759i,0.00054919-0.0015134i,-9.1489e-05-0.0011476i,-0.0011828-0.001275i,-0.00052768-0.00049842i,0.00072399+0.00062554i,0.00090803+0.0007518i,0.00048114+0.00065553i,-8.7684e-05+6.2526e-05i,-0.0004115+1.09e-05i,0.00027506+0.00068723i,0.00040375+0.00027257i,-3.8055e-05-0.00042146i,-7.148e-05-0.00025538i,-4.2573e-05-0.00059975i
0.0024384-0.00044212i,0.0020645+0.00024767i,0.0014578+0.0018284i,0.0014378+0.0019377i,0.0010534+0.0012936i,0.00010313+0.00089306i,0.0003548+0.00017731i,0.00080442-0.00062474i,0.00055397-0.00085379i,5.7249e-05-0.00068961i,-6.1442e-05-0.001013i,0.00054932-0.0011318i,0.00087086-0.00018489i,0.0004757+0.00057707i,2.4445e-05+0.00037576i,0.00036321+2.5374e-05i,0.00095532+0.00032161i,0.00049665+0.00026897i,-0.0002289+0.00048495i,-0.00018356+0.00038692i,-0.00040113-0.00014515i,-0.00053201+0.00032272i,-0.00029394+0.000998i
-0.00083407+0.00091141i,-0.00010887+0.0026255i,0.00084623+0.0043215i,0.00075685+0.0031319i,-1.9269e-05+0.00060595i,-0.0013464-0.00019664i,-0.0013874+0.0004795i,-0.00018835+0.0010288i,0.00056626+0.0011435i,0.00041687+0.00088733i,0.00018586+0.00028218i,0.00059522-7.8902e-05i,0.00042364+0.00051891i,0.00055651+0.00074072i,0.00081052+5.3635e-05i,0.00073395+2.5503e-05i,0.00052219+0.00048038i,-0.00053622-0.0002935i,-0.00092933-0.0010852i,-0.00040235-0.00064327i,-0.00080159-9.8475e-05i,-2.9104e-05+0.00023519i,0.00025657+0.00094748i
0.0012539+0.0020124i,0.0020491+0.0017811i,0.0033319+0.0013631i,0.0042681-0.00025881i,0.0030989-0.0017475i,0.00089095-0.0012309i,-0.00038977+9.4649e-09i,5.7957e-05+0.00029285i,0.00025955+0.00037356i,-0.00023945+0.00067089i,-0.00046067+0.00034163i,-0.00029573+8.1494e-05i,0.00075831+8.0783e-05i,0.0015686-0.00041088i,0.0012438-0.00018411i,0.00016516-0.00010018i,-0.00017605-0.00022703i,0.00059298-0.00028441i,0.00071621+0.00020329i,-0.0003482+0.00053448i,-0.00035255+0.00028188i,-7.9994e-06-0.00010638i,-0.00030227+5.189e-05i
-0.00050812-0.0019635i,-0.00051289+0.00085573i,-0.00081084+0.0038065i,-0.000324+0.0034839i,-0.0003475+0.0025081i,-0.00089365+0.0012862i,-0.00016446+0.00061183i,0.00017401+3.5757e-05i,-0.00050592-0.00044225i,-0.0010305-8.5523e-05i,-0.0011058+0.00054824i,-0.0005796+0.0007856i,0.00014871+0.00073366i,0.00017417+0.00071078i,-0.00021326+0.00083715i,-0.00018222+0.00034621i,5.8597e-05+6.6258e-05i,0.00024498-0.0002391i,0.00012581-0.00075739i,9.2164e-05-0.00087686i,-0.0001161-0.00066551i,-0.00039455+0.00016213i,-0.00056535+0.00068827i
0.00045213+0.00059519i,0.00059575+0.0017244i,0.0020787+0.0024507i,0.0027032+0.0019483i,0.002365+0.0010383i,0.0010552+0.00053288i,-0.00033706-7.1144e-05i,-0.0013562-0.00048845i,-0.0016411+0.00020191i,-0.00023647+5.4529e-05i,0.0010385-0.00080023i,0.00094667-0.00053607i,0.00088103+0.00038947i,0.0013424+0.00026233i,0.0016522+0.00092241i,0.0013869+0.0018778i,0.001108+0.0012447i,0.00071609+7.7808e-05i,0.00020199-0.00011694i,-0.0003122-1.2478e-05i,-0.0003298-0.00024945i,-0.00061558+8.1029e-05i,-0.00080701+0.00039421i
-0.00017412+0.00071687i,0.00088052+0.0031354i,0.0025334+0.0058933i,0.0025006+0.0046241i,8.1252e-05+0.0028305i,-0.0011032+0.0017212i,2.2512e-05+0.00046194i,0.0010089-0.00010221i,0.00081193-0.00016598i,0.00046918+7.9315e-05i,0.00032313+0.00020136i,0.00045873-0.00014915i,0.0011135-0.00043544i,0.0005976-0.00026113i,-6.939e-05-0.0001369i,-0.00017189+0.00023489i,-0.00039383+0.00082992i,-0.00015607+0.0011866i,6.5978e-06+0.00058705i,5.2101e-05+0.00028093i,0.00030339+0.00031427i,0.0010314+0.00026547i,0.0010973+0.00060152i
0.0003216+0.0013586i,0.00099689+0.0023955i,0.001683+0.0023462i,0.0018946+0.00055683i,0.0017331-0.00053297i,0.0013015-0.00081819i,0.001007-0.00064982i,0.00082617-0.00082967i,0.001004-0.0010496i,0.00032586+0.00027796i,1.8886e-05+0.0012533i,0.00089835+0.0013436i,0.001085+0.001019i,0.00030198+0.00023947i,0.00047978+0.00025304i,0.00077871+0.00043906i,0.00029389-4.0758e-06i,-0.00043696-0.00054252i,-0.00040662+0.00011228i,-0.00013399+0.00021454i,-0.00011006-0.0005126i,0.00020198-0.00059077i,2.233e-05-0.00053531i
0.0016973+0.00087223i,0.0032205+0.0028106i,0.0040522+0.0036399i,0.003972+0.0031187i,0.002483+0.0019581i,0.00092657+0.00060725i,0.00082545+0.0004457i,0.00095025+0.00043579i,0.00034149+0.00058468i,-0.00041781+0.0016837i,-0.00057022+0.0019972i,-7.5651e-06+0.0016682i,0.00012666+0.00098051i,0.00020037+0.00041296i,0.00041109+2.9959e-06i,3.4925e-05-0.00037483i,-0.00053982-0.00032932i,-0.00060899-0.00049299i,-0.00019094-0.00015415i,0.00040877+3.2013e-05i,0.00017056-0.00017942i,-0.00035059+0.00010293i,-0.00082682+0.00054757i
0.00083026+0.00042923i,0.00051272+0.0009661i,0.00167+0.0037366i,0.0014132+0.0039745i,0.00065262+0.001895i,-0.0005251+0.00088677i,-0.00099396+0.00065106i,-0.000721+0.0007738i,-0.00063745+0.00037691i,0.00048986-1.075e-05i,0.0010289+0.00030054i,0.0007836+8.322e-05i,0.0005757-0.00055823i,0.00098779-0.00034472i,0.001518+0.00025819i,0.0010179+0.00041222i,6.8706e-05+0.00047154i,0.00020413+0.00014933i,0.00069824+5.6112e-05i,0.00045096+9.2374e-05i,0.00076965+0.00020108i,0.00069523+0.0013184i,4.5262e-05+0.0018476i
0.001171+0.00076365i,0.0020204+0.0032931i,0.0020696+0.0044557i,0.0015553+0.0028488i,0.00097906+0.0010992i,0.0002465+2.7988e-05i,-0.00075993-0.0004089i,-0.0014232-0.00049522i,-0.00091133-0.00087066i,-0.0006244-0.00045013i,-0.00027989+0.00021606i,0.00046422-3.5808e-05i,0.00021285+0.00043796i,0.000183+0.00098058i,0.00071797+0.001119i,0.00082619+0.00060299i,0.00080809-0.00015968i,-0.00031832-0.0011668i,-0.00095302-0.0013877i,-0.00048177-0.00028325i,-0.00057377+0.00085466i,-0.00086052+0.0010059i,-0.00045912+0.00020204i
-0.0001562-0.00010167i,0.00071268+0.0014391i,0.0022951+0.0034472i,0.0026132+0.0029601i,0.00061842+0.0018059i,-0.0010425+0.0014565i,-0.00080182+0.00043901i,0.00018224-0.00072688i,0.00019951-0.00011219i,0.00017276+0.00032146i,0.00017345-0.00010084i,0.00024946+0.00046143i,0.00055374+0.0012818i,0.00093102+0.0015006i,0.001053+0.0013481i,0.00074647+0.0010453i,-0.00037725+0.0011827i,-0.0010116+0.0013681i,-0.0003631+0.00070728i,0.00037843+0.00028442i,-3.5622e-06+0.0001329i,-0.00022585-0.0004598i,0.00079481-0.00025461i
0.0018949+9.1342e-06i,0.0018304+0.00094507i,0.0022547+0.0024907i,0.0027121+0.0022166i,0.0022765+0.00081171i,0.0016422+0.00054798i,0.0011942+0.00094655i,0.000776+0.0008755i,0.00013627+0.00069412i,-0.00038057+0.00079689i,-0.00037438+0.0002095i,0.00018422-0.00024519i,0.0011229-7.5555e-05i,0.0012657-0.00025777i,0.00089381+0.00019588i,0.00038256+3.4837e-05i,0.00029959-0.00093047i,-9.5455e-05-0.0014326i,-0.00030687-0.00096592i,-0.00014581-0.00021702i,0.00020762+0.00022268i,0.00083976+0.00052119i,0.00074334+0.0006402i
0.0013118+0.00094378i,0.0017087+0.0019164i,0.0030845+0.0031988i,0.0026657+0.0025354i,0.00084702+0.0013138i,-0.001021+0.0014404i,-0.0011349+0.0013445i,-0.0004477+0.00083556i,-0.00054349+0.00066906i,-0.00045977+0.00053312i,0.00014981+0.00025391i,3.3383e-06+0.00070779i,-0.00022293+0.00081905i,0.00032171+0.00020535i,0.00057-0.00026117i,0.00023389-0.00059189i,-0.00018189-0.0007829i,-0.00084976-6.4084e-05i,-0.0013948+5.2971e-05i,-0.0012296-0.00030009i,-0.00037227-0.0001728i,-6.1616e-05+0.00029856i,-0.00043752+4.5665e-05i
0.0017339+0.00043492i,0.0030853+0.0020365i,0.0031487+0.0039715i,0.0031456+0.0036149i,0.0016898+0.0014064i,-0.00010446-0.00011457i,-0.00046471+0.0001302i,-0.00057016+0.00035326i,-5.4e-05-0.00026205i,0.00043092-0.00032192i,0.00016966+0.00028796i,9.5317e-05+0.00038317i,0.0008566+0.00035745i,0.0011255+0.00058602i,0.00056946-5.5646e-05i,0.00034066-0.0011396i,0.00019504-0.0014721i,0.00040054-0.0007018i,0.0010229-0.00032643i,0.00073352-0.00057512i,-0.00028574+0.00020977i,-0.00058317+0.00015937i,-0.00014591+0.0001305i
0.0016854+0.00075878i,0.0019468+0.0015751i,0.0013992+0.0015238i,-0.0001279+0.00055041i,-0.0017689-0.00012775i,-0.0017221+0.0010382i,-0.0012676+0.001191i,-0.0010188-0.00058879i,-0.00068091-0.00057329i,-0.00073509+0.00040672i,-0.00022757+0.00044639i,-0.00022578+0.0003202i,-0.00083414+0.00015097i,-0.00052074-0.00016766i,0.00019115+1.0952e-05i,0.00042664+0.00043926i,-0.00019972+0.0002854i,-0.00017486-2.7016e-05i,0.00024438+0.00028829i,8.4569e-05+0.00020529i,-0.00027914+0.0001877i,-0.00040608+0.0003308i,-0.00019207+7.5982e-05i
0.00061614-0.00042999i,0.0015013+0.0013644i,0.0032525+0.0039389i,0.0042825+0.0031718i,0.0034289+0.00046416i,0.0015783-0.00092222i,0.00073185-0.00030305i,0.00082193-6.4188e-05i,0.00076298+0.00050952i,0.00044503+0.00097839i,0.00025438+0.00070097i,3.6757e-05+0.00034163i,0.00074115+0.00041082i,0.0013413+0.0012544i,0.00076304+0.0010644i,0.00044048-2.0689e-05i,0.00035448-0.00043748i,-0.00024246-0.00060725i,-0.00041086-0.00012665i,-0.00055035+0.00015804i,2.7143e-05+0.00034731i,0.00090048+0.0006725i,0.00033013+0.00056495i
0.0018393+0.00069217i,0.00059325+0.0016093i,-0.00046626+0.0025569i,-0.0012138+0.0024707i,-0.0012647+0.0014245i,-0.00028292+0.0012295i,0.001087+0.0016209i,0.0016961+0.0011829i,0.00093941+0.00077294i,0.00031612+0.00052526i,0.0004197+0.00030096i,2.5605e-06+0.00075354i,-0.00085714+0.00088688i,-0.00064765+0.00076306i,-7.4818e-06+0.00018542i,0.00024784-0.00036963i,-0.00014999-0.00012529i,-0.00030381-0.00012252i,-0.0002149-0.00039053i,-0.00033885-0.00034138i,6.4593e-05-0.00013022i,0.00018091-0.00018894i,0.00045858-0.00083203i
0.0018103+0.00099917i,0.0016382+0.0017196i,0.0017858+0.0023111i,0.0035469+0.0031785i,0.0034197+0.0030668i,0.000635+0.0024368i,-0.0007739+0.0015106i,-0.00024764+0.00065648i,0.00018035+0.00068191i,5.4548e-05+0.00058609i,0.00021499+0.00029214i,-0.00010716+0.00045832i,-0.00026482+9.2152e-05i,0.00046546-0.00036467i,0.0011722+0.00018682i,0.00065689-0.00042945i,-0.0002202-0.0011294i,-8.3031e-05-0.00042728i,-0.00020464+0.00022419i,-0.00058539-0.00014849i,-0.00047111-0.00031995i,-0.00054056+0.00092698i,-0.00089535+0.0013887i
2.2802e-06+0.00037071i,0.0007346+0.0018796i,0.0022057+0.0037762i,0.0024103+0.0025475i,0.0014143+0.0010002i,-0.00025594+0.00077878i,-0.00075224+0.00030696i,-0.00033926+0.0003222i,-0.00047037+0.00094306i,-0.00018906+0.0007665i,0.00061639+0.00026692i,0.0010738+0.00017871i,0.00092579+0.00036177i,0.00097571+0.00098881i,0.0012928+0.000831i,0.0014746+0.00075598i,0.00075783+0.00090496i,-2.1808e-05+0.00045179i,-0.00060577-5.2253e-05i,-0.00096153-0.00031825i,-0.00039387-4.3737e-05i,-1.0862e-05+0.00070308i,-0.00050907+0.0010038i
