-0.0030113+0.0020575i,-0.0034187+0.00085635i,-0.0040853-0.00026504i,-0.0031429-6.6583e-05i,-0.0026268+0.0013222i,-0.0016673+0.0016757i,-0.0002649+0.00097611i,0.00074242+0.0008915i,0.0010001+0.00065879i,0.00027793+0.00017473i,0.00019686+0.0001576i,-4.7365e-05+0.00010855i,-0.00047645+0.00047919i,-0.00063925+0.00072431i,-0.0010286-4.5689e-05i,-0.00067273-0.00054678i,9.8266e-06-0.00030636i,0.00023673-0.00048135i,0.00024398-0.0008928i,0.00020857-0.00082469i,6.0955e-05-0.00017539i,-0.00058317+0.0001957i,-0.001263-0.00020594i
0.00087432-0.001019i,0.0008443-0.0010821i,0.00091745-0.0017776i,-0.00021891-0.0013111i,-0.0021717-0.00036666i,-0.0033066+7.0258e-05i,-0.0025113-0.00015097i,-0.00077532-0.00078823i,-0.00036346-0.00095908i,-0.00044941-0.00056461i,0.00012882-1.7935e-05i,0.00033527-0.00018246i,-0.00038343-0.000432i,-0.0011386+0.00014068i,-0.0011087+0.00039726i,-0.00095651+3.7127e-05i,-0.00071396+0.00028568i,6.2148e-05+3.9537e-05i,0.0006291-0.00059344i,0.00084282-0.00040376i,5.0982e-05-0.00030995i,-0.00078683-3.1209e-05i,-0.00021743+0.0004362i
0.0014221+0.00089788i,0.00042781+0.00056627i,-0.00028009+0.00070653i,-0.00016783+0.00018648i,0.0003861-0.00052736i,8.5447e-05-0.0008179i,-0.00023238-0.00087835i,-0.00013532-0.000602i,0.00021329+0.00014835i,0.00019542+0.0007043i,0.00019445+0.00082849i,0.00055418+0.0012295i,0.00074759+0.0012535i,0.0010978+0.00063277i,0.0010275-0.00032261i,0.00023565-0.0011239i,-0.000162-0.00085994i,0.00028106+4.3978e-05i,-0.00036289+0.00051438i,-0.00080722+3.8011e-05i,-0.00030115-0.00010498i,-2.7548e-05+5.4555e-05i,0.0004009+0.00069035i
0.0010667-0.00084747i,-5.3699e-05-0.00070141i,-0.001622-0.00067716i,-0.0019629-0.000223i,-0.0018733+0.00020982i,-0.0017116-7.8179e-05i,-0.0010693-1.6881e-05i,-0.00031239-2.5214e-05i,-0.0001232+0.00013109i,-0.00027925+0.00047774i,-0.00036094+0.00063333i,-0.000117+0.00050168i,0.00054032-0.00010725i,0.00018389-8.5233e-05i,-0.00016223-2.8319e-05i,-0.00010538-2.8318e-05i,0.00077963+0.0005656i,0.0015062+0.00083065i,0.00093386+0.00020521i,0.00060491+0.0001047i,6.7405e-05-3.8557e-05i,-0.0012625-0.00017656i,-0.001111-0.00032338i
0.0010988-0.0017136i,0.0013612-0.0013491i,0.0018918-0.0006191i,0.00064282+6.9087e-05i,-8.1059e-05+0.00020555i,-0.00072384+0.00034061i,-0.0011638+0.00076357i,-0.00066841+6.0582e-05i,-0.00032998-0.00093499i,-0.00098707-0.00061174i,-0.0016083+0.0001855i,-0.001511-7.0896e-06i,-0.0012482-0.00011104i,-0.00039329+0.00062318i,0.00042105+0.00058075i,0.00051757-3.4296e-05i,0.00052507-2.9148e-05i,0.00028723+0.00063788i,-0.00011581+0.00023082i,-0.00046127-0.00018415i,-0.00057421-4.6552e-05i,0.00019662-0.00021291i,0.0007363+9.3592e-05i
0.0018372+0.00046331i,0.00080552+0.00041284i,0.00064745+0.00063813i,0.0004696+0.00095156i,0.00020627+0.0010137i,5.7253e-05+0.00040275i,-0.00058667-0.00067586i,-0.00095004-0.0012717i,-0.00015961+1.377e-05i,-0.00013795+0.0010611i,-0.0010278+0.0006563i,-0.0009193+0.00043436i,-0.00069697+0.00032597i,-0.00042121-0.00067695i,-0.00056485-0.0015173i,-0.00030834-0.001317i,0.00041434-0.00061178i,0.00056292-4.504e-05i,0.0001372-8.9266e-05i,-0.00016527-0.0002352i,6.9494e-05+0.00033935i,0.00010931+0.00063463i,-0.00036102+0.00024165i
-0.00084395+0.0019882i,-0.0016629+0.0023018i,-0.0024659+0.0022869i,-0.0021353+0.0017755i,-0.0012081+0.0014215i,-0.00049163+0.00081712i,-0.00042835-0.00015612i,-0.0004255-0.00022416i,-0.00010225+3.275e-05i,0.00030218+0.0003974i,0.00054184+0.00056923i,0.00029514+1.9651e-05i,-2.9026e-06-0.00067731i,-0.00038119-0.00033339i,-0.0005777+0.00046603i,-0.00036242+0.0007481i,-2.0513e-05+0.00036545i,0.0002425-0.00023594i,0.00019821-0.00026445i,-0.00021417-0.00049652i,-0.0005566-0.00018081i,-0.00050039+0.00047289i,-0.00028771+0.00010099i
0.0022834+0.00022911i,0.0019062+0.00068528i,0.0021034+0.001837i,0.00060602+0.0016122i,-0.0012951-0.00044002i,-0.001519-0.0017253i,-0.0012392-0.00060349i,-0.00059121+3.5628e-05i,2.2259e-06-0.00014209i,-0.0001638-0.00020474i,-5.6003e-05+6.9682e-05i,0.00036021+0.00013978i,-0.00024708+0.00014655i,2.9822e-05-0.00024676i,0.00062971-0.00069709i,-0.00019342-0.00018736i,-0.00053407-0.0001333i,-2.3087e-05-0.00031459i,0.00013953+0.00015074i,-0.00060461+0.00033544i,-0.00099605+0.00010531i,-0.0001137-0.00013983i,0.0003163-0.00039698i
-0.001773-0.0012715i,-0.0024136-0.00091141i,-0.0022685+0.0003778i,-0.0010305+0.0012516i,-0.00015428+0.0017511i,3.9214e-05+0.0015396i,6.5352e-05+0.00073575i,3.5387e-05+0.00053674i,-0.0003913+0.00074165i,-0.00094592+0.0010348i,-0.0011704+0.00084835i,-0.00033143-0.00031159i,-0.00015055-0.00020802i,-5.6804e-05-7.1357e-05i,0.00045544+9.2041e-05i,-0.00011034+0.00057986i,-0.00031831+0.00033068i,-0.0001016+0.00016262i,-0.00047744-0.00049592i,-0.00039559-0.0010151i,-0.00021236-0.00091456i,4.0718e-05-0.00054626i,-6.6508e-05-0.00010834i
0.0001687+0.00066976i,-0.00028614+5.0697e-05i,-0.0012018-0.00011227i,-0.0016121+0.00027045i,-0.0010038+0.00052275i,-0.00045929-0.00025521i,-0.00013427-0.00065335i,0.00034524-0.00065621i,0.00022925-0.00019753i,0.00011529+0.00021525i,0.00022216+0.00014216i,0.00040525+0.00015589i,0.00074648+0.0006681i,0.00067192+0.00078877i,-0.0001733+0.00052756i,-0.00067701+8.3971e-05i,0.00032057-8.7245e-05i,0.0004295-8.5444e-05i,-0.00064462-0.0005214i,-0.00016681-0.0010793i,0.0003358-0.00061424i,0.00043534+0.00029072i,0.00033702+0.00040717i
0.00101-6.672e-05i,0.00026977-0.00065841i,-0.0006591-0.00060744i,-0.0018645-0.00055147i,-0.0020224-0.00067216i,-0.0011696-0.00037321i,-0.00026654+5.1961e-06i,-0.00021507-0.00037943i,-0.00053487-0.0009554i,-4.9037e-05-0.00074792i,0.00013795-0.00050676i,-4.0565e-05-0.00083503i,-0.00059595-0.00086708i,-0.0016197-0.0001701i,-0.001273+0.00058882i,-0.00047454+5.912e-05i,-0.0010001-0.00050269i,-0.0013781-0.00063623i,-0.00072621-0.00056686i,-0.00031384-0.00060645i,0.00037509-0.00085586i,0.0014222-0.00079737i,0.00065351-5.5628e-06i
0.00052259-0.0017269i,-0.0003186-0.0011281i,-0.001389-0.00056824i,-0.0018986-0.00032895i,-0.001274+0.00041452i,-0.00077856+0.0013812i,-0.00048853+0.0010281i,-0.00012747+0.00020586i,-0.00017135-9.4122e-05i,-0.00058901-0.00011395i,-0.00064089+0.00058949i,-0.00043193+0.0013202i,-0.00039673+0.0010619i,-0.0011581+0.00048086i,-0.0016948+0.00045115i,-0.0017271+0.00027189i,-0.0012435+4.3079e-05i,-0.00012083+0.00014938i,0.00043487+0.00022027i,0.0004466-0.00016342i,0.00037733-0.00029708i,-0.0004863-0.00026624i,-0.00069902-0.00018769i
0.0015423+2.0557e-05i,0.0015858-0.00022505i,0.0012661+0.00022221i,-0.00031784+0.00051731i,-0.0010036+0.00012379i,-0.00071604+0.00012905i,-6.6901e-05+0.00030969i,0.00056461+0.00033207i,0.00069097-0.00041561i,0.00011122-0.00098255i,-0.00051667-4.7239e-05i,-0.00072348+0.00088272i,-0.00099651+0.00093387i,-0.0012047-3.4446e-06i,-0.00055338-0.00033424i,0.00015911+0.00016817i,0.000565+0.00016546i,0.0011069-0.0004319i,0.0016987-0.00029867i,0.0013374-0.00012394i,0.00028561-0.00067051i,-7.1408e-05-0.00031105i,-0.00048202-0.00063936i
-0.00073901+0.0017945i,-0.0014114+0.0021525i,-0.00077871+0.0024921i,3.8887e-06+0.0014988i,5.4511e-05+0.00041901i,0.00076878-0.00059287i,0.00033426-0.0007168i,-0.00060614-0.00081041i,-0.0003006-0.00095462i,-0.00014174-0.0004721i,-0.00053019-5.4476e-05i,-0.00065295-0.00015752i,9.1029e-05-0.00031365i,9.2748e-05+0.00038184i,-0.00026519+0.00075672i,-3.8677e-05+0.00075523i,0.00037764+0.00034484i,0.00060411+0.00025594i,0.00071725-0.00017142i,0.00072257-0.00038191i,0.0002173-2.6639e-05i,9.7843e-05+0.00029069i,4.0278e-05+0.00035377i
0.00154-0.0018354i,0.00071014-0.0018835i,2.9109e-05-0.0012661i,-0.00035552-6.0981e-05i,-0.00062257+0.0007064i,-0.00071619+0.00047362i,-0.00033014+0.00019735i,0.00054108+0.00034045i,0.0010031+4.5806e-05i,0.00048117-0.00045515i,-8.031e-06-0.00018942i,-0.00015799+2.6243e-05i,-0.00016199-0.00040586i,0.00030714-0.00051988i,0.0001882-0.00050269i,0.00019295-0.00012387i,0.0004644+0.00087407i,0.00057876+0.00093437i,-6.3504e-05+0.00039859i,-7.7936e-05-0.00024649i,0.00022439-0.0008001i,1.3255e-05-0.00061032i,-0.00020782-0.00079446i
0.00082835-0.0012659i,0.00061152-0.0005847i,-0.00054877-0.00036838i,-0.0016242+0.00043738i,-0.0020551+0.00055179i,-0.00092708-0.00042978i,-0.00036637-0.00038544i,-0.00020209+0.0010778i,-0.00051175+0.0012783i,-0.0009848+0.00080316i,-0.00076082+0.00060179i,-0.00060148+0.00020742i,-0.00087766+0.00054187i,-0.00055106+0.0010992i,0.00029607+0.00089294i,0.00057626+0.00056272i,0.00020234+0.0011076i,-0.00058445+0.00047093i,-0.00081375-0.00085557i,-0.0005648-0.00067205i,-0.0002937+0.00034801i,3.078e-05+0.00088238i,9.6565e-05+0.00071633i
0.00058462-0.00033324i,-0.00014887-0.0016641i,-0.0010964-0.0021971i,-0.0010638-0.0010743i,-0.00028487-0.00019144i,7.6853e-05-0.00018737i,-0.00038845-1.1587e-06i,-1.4918e-05-4.0592e-05i,0.0009878-0.00040793i,0.00072908+0.00030638i,-0.00021124+0.00078585i,-0.00086886+0.00026797i,-0.00017503-0.00036148i,-0.00062422-0.00013869i,-0.0013869-0.0001897i,-0.00085963-0.00086619i,-0.00038827-0.00051012i,0.00012259+0.00037029i,0.00058625+0.00014191i,0.00078211-0.00087733i,0.00069532-0.00093789i,0.00011992-0.00064761i,-0.00015938-0.00051748i
0.002455-0.0013062i,0.0027759-0.00049026i,0.0021955+0.00011366i,0.0016339+0.00020905i,-0.00014909+3.7729e-05i,-0.0013638-0.00057598i,-0.00098882-0.0003663i,-0.00062004+4.4869e-05i,-0.00047877-0.00050275i,8.0398e-05-0.0018911i,6.035e-06-0.0019286i,-0.00035523-0.0011968i,-0.00010019-0.00075209i,-0.00083597-0.00045482i,-0.0010915-0.00030283i,-0.0004419-0.00025726i,-6.2413e-05+0.00024655i,0.00084064+0.00043786i,0.0009905+0.00027217i,0.00029757-0.00015846i,0.00026427-0.00074632i,0.00048978-0.00053679i,7.2544e-05-0.00013295i
-0.00023194+0.0016742i,-0.0013245+0.0022898i,-0.0012797+0.0025438i,-0.001183+0.0011709i,-0.0017835-7.3456e-05i,-0.0008554-0.00052972i,2.3595e-05+6.22e-05i,-0.00057094+0.0010144i,-0.0011992+0.0013025i,-0.00062817+0.0011019i,-0.00035437+0.00068591i,-0.00076512+0.00084682i,-0.00077577+0.00044152i,-5.5546e-06+0.00029976i,0.00023315+0.00074958i,0.00021309+0.00078071i,0.00054002+0.00064556i,0.00037382-0.00010966i,0.00021039-0.00061083i,7.0527e-05+0.00043979i,-0.00012992+0.00084366i,-6.2379e-06+0.00025967i,0.00020721-0.00061002i
0.00023316-0.0027432i,-0.0009906-0.0037097i,-0.0013204-0.0026807i,-0.0015684-0.0012373i,-0.0017588-0.00066105i,-0.0011217-0.00013252i,-0.00046227+0.00050178i,-0.0004746+0.00055949i,-0.0006331+0.00011484i,-0.00056129+0.00045076i,0.0001568+0.00062001i,0.00057585+9.8858e-05i,-0.00021496-2.7939e-05i,-0.0011221+4.203e-05i,-0.0012757+0.00030628i,-0.00079566+0.00079816i,-0.0006555+0.00072272i,-0.00084122-0.00032493i,-0.00026826-0.00064319i,0.00037879-0.00036812i,0.00059053-0.00084491i,0.00021434-0.0013041i,-0.00039789-0.00090046i
0.00012101+0.00012887i,0.0005471-0.00096506i,-0.0011322-0.00064617i,-0.0018491+0.00011808i,-0.0019943+0.00061774i,-0.0013365+0.00089773i,0.00032556-1.7713e-05i,0.0007235-0.00038623i,7.0789e-05+0.00021272i,-0.00032395+0.00044235i,-7.1169e-06+0.00023533i,0.00010222-0.00018093i,-3.6142e-05-2.998e-05i,0.00023605+0.00046773i,0.00050905+0.00040289i,0.00064499+0.00019069i,6.3288e-05-0.00012123i,0.00021365+2.452e-05i,0.00053007+0.00011672i,0.00022597+0.00031556i,0.00063496+0.00028606i,0.0005356-2.344e-05i,0.00030077-0.00021054i
0.00077524+0.00080493i,0.00034993+0.0001106i,0.00061637+5.4675e-05i,0.00088104+0.00012552i,5.889e-05-0.00016369i,-0.00060725-7.2889e-05i,-0.0005631-0.00064946i,-0.00020755-0.0006227i,0.00046421-0.00031932i,0.00029744-0.00019677i,-1.214e-05-0.00017897i,-0.00015368+3.554e-06i,-7.0701e-05-0.00026543i,0.00050799-0.0002093i,0.00031574+0.00046499i,0.00019016+0.0010133i,0.00031191+0.00073062i,0.0004858-0.00016098i,0.0012286+6.8692e-05i,0.0011268+0.00056067i,8.0402e-05-0.0001749i,-0.00019412-0.00019127i,-3.8522e-06+0.00036853i
0.00084662+0.0011128i,0.0005391+1.2886e-05i,0.00012021-1.1559e-05i,-0.00042899-0.00067554i,-7.8068e-05-0.0011201i,-3.1551e-05-0.00077866i,-0.00037792-0.00015528i,0.00048438-0.00040437i,0.0012931-0.0012677i,0.0011898-0.00050581i,0.0010877+0.00099052i,0.00083173+0.0011329i,-0.0002049+0.00025548i,-0.0011924-0.00048793i,-0.00091947-0.00062098i,-0.00021693-0.00075788i,-5.0764e-05-0.00050547i,0.00021481-0.00044579i,0.0008057-0.00079619i,0.00028378+0.0001015i,0.0002141+0.00082631i,0.00064008-0.00048428i,0.00039547-0.00022172i
0.0034133+0.0059891i,0.003225+0.0051687i,0.0041547+0.0061469i,0.0032849+0.0052612i,0.0018606+0.002078i,0.00031083-0.00086924i,-0.00054685-0.00098424i,0.00039682-0.00085866i,0.001176-0.0012678i,0.00069246-0.00083555i,0.0006678-0.00039625i,0.0010011-0.00036851i,0.0010428-0.0012588i,0.00095275-0.0016051i,6.983e-05-0.0012254i,-0.00041472-0.00025511i,-0.00090018+0.00036616i,-0.0013439-8.7185e-05i,-0.00060379-0.00056609i,-0.00070542-0.00030094i,-0.00087831+0.00019638i,-0.00052188+0.00030333i,-0.00038208+0.00010978i
-0.0020718-0.0013721i,-0.001266-0.00076884i,-0.002118-0.00020707i,-0.0023987-7.1868e-05i,-0.00082956-0.00069925i,-0.00022488-0.00097111i,-0.00055333-0.00015757i,-0.00057773+8.386e-05i,-0.00098916-0.00017933i,-0.0010384-0.00013069i,-0.00071877+0.00023339i,-0.00055905+0.00065258i,-0.00075602+0.0012296i,-0.0010072+0.0014512i,-0.0007687+0.00089808i,-0.00080119+0.00018731i,-0.0003997+0.00022459i,-0.00012144+0.00043152i,0.00011582+0.00017507i,0.00045118-0.00016562i,0.00027283-0.00052785i,0.00023814-0.00037063i,6.3575e-05+5.2846e-05i
-4.1898e-05-0.0018708i,0.00029509-0.00060992i,0.0013629-5.5545e-05i,0.00039853-0.00040328i,-0.0011229-0.00040044i,-0.00091515+0.00043281i,-0.00017664+0.00075832i,0.00032752+0.00023665i,0.00060278-5.1356e-05i,0.00035732-0.00040709i,0.00030845-0.00041194i,0.00052761+0.00019016i,0.00013399+0.00065356i,-1.8895e-05-4.6927e-05i,-0.0004925-0.00036839i,-0.00043967+0.00038138i,-0.00028929+0.00027937i,0.00022763-0.00088447i,0.00051261-0.0016832i,0.00044696-0.0012764i,0.00055451-0.00092976i,0.00012954-0.0009716i,0.00017189-0.00069932i
0.00014388-0.00018714i,-0.00056242+0.00041903i,-0.0017476+0.00070569i,-0.0011625+0.001003i,-0.00027904+0.0001646i,-0.0001341-0.0011606i,-0.00042595-0.00086045i,-0.00094721-0.00063365i,-0.00069761-0.00066014i,-0.0001072-0.00075869i,0.00018871-0.00028307i,-0.00018255+0.00047277i,-0.00084978+0.00084928i,-0.001502+0.0011125i,-0.0015166+0.00052117i,-0.00024078+0.00026551i,0.00060837+0.0005007i,0.00062859+0.00062636i,0.00043625+0.00031796i,0.00013213+4.9064e-05i,-0.00026287+0.00010121i,5.1519e-05+0.00015276i,0.00016186+0.00023735i
0.00076305-9.2944e-05i,-0.00039459+0.00061766i,-0.00098965+0.0008709i,-0.00098283+0.00067173i,-0.00036864+0.00025611i,-0.00013554-0.00074962i,-0.00011967-0.0010351i,0.0003503-0.0009158i,0.00081459-0.00033525i,0.00065023-9.135e-06i,0.00023479+0.00041159i,0.00018677+0.00040391i,-0.00021533-0.00019277i,-0.00028407-0.0003354i,-3.6216e-05+0.00048454i,-9.0062e-05+0.0011139i,-0.00038394+0.00074464i,-0.00038181+0.000245i,-0.00024746-0.00035998i,-0.00016818-0.00056072i,-0.00027167-0.00012611i,-0.00060285+9.2673e-05i,-0.00090636+0.00034223i
0.00061312-0.0019023i,0.00010521-0.0015952i,-0.0012285-0.0014464i,-0.0023901-0.00019196i,-0.00084732+0.00099994i,-3.015e-05+0.00065676i,-0.00017415+0.00033261i,-0.00039402+0.0007414i,-0.00058455+0.00073318i,-0.00041226+0.00072394i,-6.4367e-05+0.00050427i,0.00012049+0.00037986i,-0.00010865+0.00035095i,-0.00052247-4.7113e-07i,-0.00051745+3.4576e-05i,-0.00033589+0.00031822i,-0.00043654+0.0002429i,-0.00044021-1.734e-05i,-0.00057617-0.00039568i,-0.00051255-0.00036033i,0.00015172-0.00014847i,-2.8552e-05+0.00059533i,-0.00050493+0.0005572i
0.00026837-0.0023939i,-8.0696e-05-0.0039375i,-0.0013435-0.0035211i,-0.0023996-0.0015163i,-0.0020954+0.00013537i,-0.0015964+0.00068i,-0.00099987+0.0003958i,-0.00036572+0.00025718i,-0.00034157+1.2987e-05i,-0.00081701-0.0006513i,-0.00088185-0.00081067i,-0.0012627+0.00025106i,-0.001159+0.0006081i,-0.0010858+0.00054024i,-0.0011059+0.00072349i,-0.0006873+0.00053488i,-6.8074e-05+0.00035636i,0.0004049+3.8042e-05i,0.0002631-0.00011381i,0.00018604-0.00056552i,-0.00017135-0.00069166i,-0.00067675-0.000288i,-0.00037054-0.00020402i
0.00092843-0.00055347i,3.4219e-05-0.00018111i,-0.00015128-0.000318i,0.00047121-0.00026189i,-0.00042768+7.9637e-05i,-0.0011898+4.1611e-05i,-0.0005785-0.0002698i,-5.8009e-05-0.00055218i,-0.00022783-0.0011575i,-0.00066028-0.001664i,-0.0009701-0.00090305i,-0.00031355-0.00036363i,5.5407e-05+7.9703e-05i,-0.00042798+0.00014518i,-0.000117+0.00036824i,-0.00018661+0.00076723i,-0.00041438+0.00013395i,0.00014487-0.00035861i,0.0002727-0.00010567i,0.00034954-0.00017698i,0.00063157-0.00039963i,0.00042498-0.00024707i,0.00064794+0.00010774i
-0.0014609-0.0016955i,-0.0020271-0.001953i,-0.0022236-0.0019438i,-0.0013396-0.00020926i,-0.00043955+0.00095548i,-0.00044321+0.00081183i,0.00013187+0.00015595i,0.0001085-0.0007302i,-0.00053617-0.0013124i,-0.00037247-0.00079716i,-0.00034866+0.00083834i,-0.00055277+0.0012247i,-0.00047856+0.00015468i,-0.00063067+0.00013145i,-0.00077981+0.0010376i,-0.00033409+0.0008758i,0.0004825+0.00020235i,0.00041883+0.00036845i,0.00022609+0.00058139i,0.00037279+9.7555e-05i,0.00028805-0.00062764i,0.00027053-0.00048101i,0.0003671+6.2643e-05i
0.00031476-0.00046983i,3.8459e-05+4.8703e-05i,-0.00014586-0.00032593i,-0.0011565-0.0015003i,-0.0017993-0.00064132i,-0.0016744+0.001102i,-0.0009808+0.00089243i,0.00019627-0.0004965i,0.00012116-0.00032454i,-0.001158-5.416e-05i,-0.0010142-0.00023685i,-0.00033295-8.6904e-05i,5.7858e-05+0.00012248i,6.4346e-05+5.4334e-05i,-0.00019359-1.6445e-05i,-0.00086712+0.00053432i,-0.00046212+0.0010117i,0.00062288+0.00090247i,0.0005232+3.2946e-05i,0.00042591-4.0221e-05i,0.00046233-0.00018427i,0.00060799-0.00073571i,0.00066841-0.00033348i
-0.00091601-0.0031827i,-0.001689-0.0034842i,-0.001897-0.0043357i,-0.0018615-0.0017618i,-0.0023614+0.00072501i,-0.0013543+0.00042462i,-0.00031729+0.00012565i,-0.00023491-0.00020034i,0.00013067-0.00089308i,-0.00049993-0.00064836i,-0.00052399+2.8135e-05i,-0.0003238+0.00056299i,-0.00075112+0.00056287i,-0.001065+0.00028223i,-0.00086789-0.00010417i,0.00021193-0.00026749i,0.0011631-4.4045e-05i,0.0015586-0.0001206i,0.00097223+4.0493e-05i,-0.00016663+0.00029971i,-0.00073725+0.00017767i,-0.00027317-9.4446e-05i,8.5438e-05-0.00034932i
-0.00085697-0.0028846i,-0.0017161-0.003842i,-0.0023025-0.0026558i,-0.002003-0.0017502i,-0.0020619-0.00059075i,-0.00096253+0.00042014i,-8.2418e-05+0.0008479i,-5.3179e-08+0.00040769i,-0.00012442-0.00015277i,-0.00031513+0.00083294i,-0.00078818+0.0011397i,-0.0008207+0.00037018i,-9.3342e-05-0.00036478i,0.0002357-0.00039345i,-0.00033199+0.00020955i,-0.00016443+0.00052035i,1.3263e-05+0.00022647i,-0.00044065-0.00030252i,-0.0010269-5.7085e-06i,-0.00044038+0.00037614i,0.00043928+0.00020774i,-0.00015723+9.4474e-05i,-0.001032+4.9487e-05i
0.00040723-0.00094527i,0.00080353-0.0014835i,6.5205e-06-0.0010141i,-0.00084001-0.00047914i,-3.773e-06-0.00060528i,0.0013996-0.00063376i,0.0015483+0.00032785i,0.00028074+0.00054205i,-0.00025828-0.00051507i,0.00060733-0.00081809i,0.0011058+0.00022733i,0.0004467+0.00014794i,0.00019005-0.00051297i,0.00054632-0.00082273i,0.0005407-0.00041196i,-0.00010631-0.00012113i,-0.0010619+0.00047444i,-0.001222+0.0007975i,-5.2861e-05+0.00042387i,-0.00024112+0.00020417i,-0.00060719+0.00026771i,2.1382e-05-9.147e-06i,0.00070393-0.00062739i
-0.0001527+0.00057244i,-0.00052697+0.00023106i,-0.0013673+0.00040959i,-0.0015015+0.00023183i,-0.0018362-0.0009957i,-0.0018343-0.001524i,-0.00091343-0.00091622i,-0.00031004-0.00042285i,-0.0002863-6.7603e-05i,-0.00017029+0.00031075i,1.8135e-05+0.00021632i,-0.00018032+0.00063675i,-0.00016838+0.00089139i,-0.00016757+0.00010338i,-0.00018423+1.175e-06i,-0.0002806+1.2077e-05i,-7.7494e-05-0.00085961i,0.00053347-0.00055447i,0.00097082+0.00015411i,0.00024642-7.2263e-05i,-0.0003768-0.00068156i,-0.00016264-0.0005515i,-0.00030592-0.00012455i
-0.0026963-0.0015555i,-0.0025052-0.0012192i,-0.0026541-0.00064587i,-0.0019895+0.00010035i,0.00032343+0.0014065i,0.0013541+0.0012258i,0.00075554+0.00028002i,-8.1994e-05-0.00066985i,-0.00064464-0.0014678i,-0.00049892-0.00081577i,-0.00073769+0.00012319i,-0.00081957+0.00090929i,-0.00032664+0.001194i,-0.00012634+0.00092032i,0.00028258+0.0010337i,0.00066473+0.0014362i,0.00032911+0.0015214i,0.00031307+0.0014462i,0.00025099+0.00055923i,-0.00043377-0.00050979i,-0.0005398-0.00057544i,0.00012525-0.0006927i,0.00015879-0.00072762i
0.0012806+0.0011237i,0.001001+0.00041038i,0.00069384+0.00077441i,-0.00016441-9.8889e-05i,-0.00093152-0.0019099i,0.0001616-0.0021453i,0.0010882-0.00033792i,0.0001643+9.5399e-05i,-0.00066558-0.00069577i,-0.00076551-0.00049841i,-0.00059752+0.00015113i,-0.00060977+0.00021861i,-0.00044875-1.8673e-05i,0.0001687-0.00043496i,0.00023433-0.0007969i,-0.00017786-0.00070104i,-0.00040953+0.00048117i,-0.00053445+0.0019279i,-0.00041323+0.0014081i,-0.00021844+0.0002814i,3.4626e-05-0.00027241i,0.00065149-0.00039659i,0.00091064-0.00031481i
-0.00096368+0.0012763i,-0.00069544+0.00061267i,-0.0011502+0.00087514i,-0.0013986+0.0011926i,-0.00054538+0.0010891i,0.00025897-0.00099152i,0.00025768-0.0018098i,3.0773e-05-0.00097546i,-0.00011029-0.00012743i,-0.00021212-8.077e-05i,0.00010065-0.00082335i,0.00070564-0.0003389i,0.00066032+0.00011979i,-0.00052246+0.00076709i,-0.0011605+0.0014229i,-0.00021363+0.0013584i,0.00035003+0.0010986i,0.00015277-3.4112e-05i,0.00030913-0.0011308i,-0.00010523-0.00099194i,-0.00051712-9.7424e-05i,-0.00010635+9.0233e-05i,-0.00019812-0.00031364i
0.0015706+0.0014455i,0.00053124+0.0016163i,0.0001704+0.0018817i,-0.00040443+0.00015282i,-0.00057884-0.0013717i,-0.00094086-0.0015194i,-0.00050904-0.00029448i,4.5832e-05+0.00057021i,-0.00025175-0.00026989i,-0.00029002-0.00044948i,0.00027211-7.8779e-05i,0.00062918-4.8827e-05i,0.00058901+5.9174e-05i,0.00057519-0.00026435i,0.00045797+0.00015527i,9.998e-05+0.00063529i,0.00018709+0.00018716i,0.00058572+0.00020476i,0.00075796+0.00041491i,0.0010166+0.00044506i,0.00061177+5.2843e-05i,-0.0001034-0.00074323i,-0.00010737-0.0013259i
-0.0014329+0.00011076i,-0.0010081+0.00037501i,-0.0015847+0.00076259i,-0.0020105+0.00054901i,-0.0015409+0.0005229i,-0.00058475+0.00060911i,0.00048726-4.5983e-05i,0.00058483-0.00046399i,3.3186e-05-0.00043028i,-0.00063228-2.7432e-05i,-0.0011866+0.0012407i,-0.00091743+0.001685i,-0.00061879+0.0010798i,-0.00061664+0.00064772i,-8.4536e-05+0.00038565i,0.0002909+0.00039083i,2.0227e-05+0.00082621i,2.5522e-05+0.00061174i,-0.00010961+2.9842e-05i,-0.00046042-0.00023827i,-0.0001055-0.00046256i,0.00041606-0.00087944i,-0.00028535-0.00034482i
-0.00024601+0.0018865i,-0.0012469+0.0030608i,-0.002233+0.0026153i,-0.0019262+0.0015355i,-0.00043106+0.00055665i,0.00083092-0.00010872i,-0.00010831-0.00015384i,-0.00048545+0.00018012i,-0.0003723+8.0218e-05i,-0.00031658-0.00015284i,0.00024915+9.7426e-05i,-4.9503e-05+4.6873e-05i,-0.00059201-9.8151e-05i,-0.00066335+0.00026541i,-3.1922e-05+0.00078562i,0.00024478+0.00085642i,4.2854e-05+0.00045575i,-0.00025672+2.6954e-05i,-9.4896e-05-5.0162e-05i,0.0006744-6.3834e-05i,0.00043594-0.00058143i,-0.00037853-0.00055131i,-0.00063221-0.00011744i
