-0.00046552+0.001595i,-1.2599e-05+0.00017424i,-0.0012643-0.00039655i,-0.0013254-0.0012658i,-0.0014198-0.0005119i,-0.0019736+0.00012545i,-0.0014888+0.00012497i,-0.00025164+0.00090723i,0.00019493+0.0011949i,0.00054034+0.00014872i,0.00092001-0.00096685i,0.00043379-0.0010079i,-0.00056352-0.00076302i,-0.00083338-0.0005889i,-0.0002493-0.00065085i,-7.4359e-05-0.00058594i,0.00026203+0.00023188i,0.00085557+0.00015007i,0.00025558+4.327e-05i,-0.00011554+2.5756e-05i,-0.00013537+0.0001792i,-0.001192+0.00031358i,-0.00086667-0.00026917i
-0.0017034+0.0016556i,-0.0012685+0.0028325i,-0.00069716+0.0030417i,-0.00062409+0.0024867i,-0.0004931+0.0018701i,-4.897e-05+0.00082779i,-0.00049847+0.00029364i,-0.00086215+0.00061242i,-0.00087776+0.0007615i,-0.00067174+3.4431e-05i,1.2468e-05-0.00036667i,0.00068344-0.00035177i,0.00067903-0.00025312i,0.00066832-0.00081673i,0.00076433-0.0012168i,0.00062125-0.00085052i,-0.0001655-0.00048772i,3.7288e-06-0.00037014i,0.00079525+0.00010955i,0.00038987+0.00033949i,0.00051705-0.00021557i,0.00092894-0.00044981i,0.00034598-0.00096398i
-0.0026903+0.00039224i,-0.0028189+0.0010739i,-0.0025785+0.00033616i,-0.0013585+0.00021544i,-0.00052999+4.6171e-05i,-0.00092954-0.00053564i,-0.0014097-0.00039612i,-0.0016519+1.3714e-05i,-0.0016086-0.00020906i,-0.0002761+0.00015554i,0.00063463+0.00015794i,0.00064212-7.8229e-05i,0.00096634+0.00025042i,0.001021+0.0003406i,-0.0001383+0.0003032i,6.7854e-05-0.00055493i,0.0013375-0.00083595i,0.00065404-0.00069229i,0.00026482-0.00090103i,0.00066264-0.00035367i,0.0006885-0.00037782i,0.00059912-0.00047779i,0.0012048+0.00065738i
-0.0014946-0.0040598i,-0.0019891-0.0030432i,-0.0023454-0.0020041i,-0.0021437-0.00027969i,-0.0020429+0.0014406i,-0.0010957+0.0017878i,-0.00051746+0.0010244i,-0.00020801+0.00053246i,-0.0002777+0.00040143i,-0.00077567+0.00079249i,-0.0012975+0.00051612i,-0.00074053-0.00011534i,0.00019886+0.00087356i,0.00072098+0.0021566i,0.00088988+0.0020828i,0.00049636+0.0012058i,-2.3634e-05+0.00046828i,0.00041732+0.00051185i,0.0010201+0.0010316i,0.00051716+0.0005269i,0.00026359+0.00022217i,3.5523e-05+0.00074384i,-0.00066971+0.00040242i
0.0013996-0.00028341i,0.00097412+0.00046503i,0.0014057+0.00083195i,0.00091793-0.00024605i,-0.00067334-0.00074161i,-0.0015815-0.00077525i,-0.0015215-0.00074704i,-0.0010158+3.8629e-05i,-0.00034599+9.3156e-05i,0.0003469-0.00018577i,0.00058533-0.00026012i,-0.00025577-0.00010287i,-0.0003822+7.281e-05i,-6.4604e-05+0.00037164i,-0.00079565+2.5422e-05i,-0.0012896-0.00045172i,-0.00095624+0.00028627i,-0.00063176+0.0014229i,-0.00077864+0.00087456i,-0.0010596-0.0003456i,-0.00022715-7.4569e-05i,0.00011782+0.00059719i,-0.00021883+8.1622e-05i
2.3202e-05+0.0019357i,0.00086763+0.0030325i,0.00074333+0.0026581i,-9.1417e-06+0.0018351i,-0.00034781+0.00060179i,-0.0005602+3.2793e-06i,-0.0014832-0.00018122i,-0.0013273-0.00028988i,-0.00069858-0.0010652i,-0.00046691-0.001357i,-0.00015662-0.00052386i,0.00036012-4.8443e-05i,6.7882e-05+3.3085e-05i,-0.0001713-0.00016844i,-0.00012039-3.5648e-05i,-0.00024971+0.00012591i,-0.00072828-1.9876e-05i,-0.00067703+0.0001024i,-0.00017237+0.00011911i,0.00027567+0.00023349i,0.00055852+0.00015543i,-0.00025063-0.00014046i,-0.00080193-3.4764e-05i
-0.0018005+0.00087451i,-0.0018938+0.001563i,-0.00059341+0.0010876i,-0.0002216+7.6214e-05i,-0.00063004-0.00070044i,-0.00091779-0.00023844i,-0.00077604+0.00056696i,-0.00031844-6.7643e-05i,-0.00052904-0.00051975i,-0.00067291-5.5701e-05i,1.0573e-05-0.00063868i,0.00049528-0.0013475i,-0.00012015-0.00062229i,-0.0010037-0.00030732i,-0.0011046-0.0002058i,-0.00036838-6.8884e-05i,7.0913e-05-0.00042826i,-0.00011694-0.00024896i,0.00011374+0.00018733i,-0.00017171+0.00021004i,0.00026145+0.0008423i,0.00066625+0.0012681i,-0.00031935+0.00064997i
-0.0015639-0.0025701i,-0.0025149-0.0029349i,-0.0018162-0.0024045i,-0.00054468-0.0015308i,1.1419e-05-0.00070944i,-0.00035873-0.00054891i,-0.0004015-0.00056588i,-0.00040475-0.00059494i,0.00030075-0.00018678i,0.0009336-0.00032276i,0.00020074-0.00075841i,4.4603e-05-0.00015481i,0.00012671+5.1783e-06i,-0.00012573+0.00024009i,-0.00016863+0.00075972i,6.9007e-05+0.0007375i,3.037e-05-0.00017872i,0.00013091-0.00079682i,-2.0554e-05-0.00074147i,-0.0002049-0.00066429i,-0.00021198-0.00062994i,-0.00018283-0.00011613i,-0.00061845+0.0004364i
0.0013362-0.00046845i,0.0022476-0.00055964i,0.0013495+0.00078411i,0.00045774+0.00083233i,0.00019442-0.00039195i,0.00013763-0.0010749i,-0.00020661-0.00059979i,-0.00011288+0.0001151i,0.00026442+0.00078051i,0.00053894+0.0012714i,4.476e-05+0.00086411i,-0.00037012+0.00062576i,-8.3292e-05+0.0010808i,-0.00023337+0.0002676i,-0.00040568-0.0011651i,0.00019272-0.00089041i,0.00092981-0.00039136i,0.0006407-0.0010981i,-0.00038414-0.00091957i,-0.00071939-0.00017624i,-0.00064901-0.00010974i,-0.00056317+0.00025666i,-0.00050276+0.00068916i
-0.0019893+0.0030541i,-0.0014446+0.0041542i,-0.00033595+0.0032305i,0.00098379+0.0010811i,0.0018197+0.00041911i,0.0014358+3.5519e-05i,0.00014242+0.00039837i,-0.00069949+0.00038183i,-0.00043061-0.00036916i,-0.00026832-0.00021974i,-0.00019663-0.00017249i,0.00038035+0.00013911i,0.00081969+0.00059242i,0.0003888-0.00042827i,0.00026931-0.0017355i,0.00045115-0.0017195i,0.00050257-0.0012162i,0.00030242-0.00084371i,-0.000325-0.0004693i,-0.00035494-0.00042642i,-5.7345e-05-0.00072922i,0.00055585-0.0010184i,0.00076308+4.1782e-05i
-0.0032267+0.0016508i,-0.0028472+0.0024419i,-0.00091292+0.002503i,0.0002939+0.0016038i,0.00034498+0.0002451i,9.4733e-05-0.00071778i,-0.00044761-0.00029524i,-0.0003357+0.00027532i,0.00064784+0.00015696i,0.00062521+0.00013176i,0.00052456+0.00011465i,0.00081911-0.00014657i,0.00037001-0.00047326i,-0.00051475-0.00064315i,-0.0011022+3.7602e-05i,-0.00078236-0.00014745i,9.4027e-05-0.00040697i,-1.9327e-05-2.8695e-05i,-0.00058806+0.00020547i,-0.00059485+0.00043653i,0.00011495+0.00017632i,0.00026554-0.00028326i,-0.00087135-0.00053999i
-0.00097786-0.00081478i,-0.00099037-0.00087821i,0.00021797+1.7536e-05i,0.00055387+0.00081743i,0.00070375-4.4109e-06i,0.0013076-0.00087338i,0.0010101-0.00092099i,0.0003145-0.00080859i,-0.00036542-0.00014785i,-0.00060683+0.00020518i,-0.00031915-2.0792e-05i,-5.3853e-06+0.00025459i,0.00019726+0.00018136i,-0.00021137+0.00035681i,-7.3985e-05+0.00092704i,0.00087341+0.00043809i,0.00052056+0.00021634i,0.00039513+0.0010758i,0.00065676+0.00098751i,0.0003058-4.7111e-05i,0.0005258-0.00015094i,0.001456+0.00057851i,0.0010607+0.00044242i
0.0028837+0.0004474i,0.003812+0.00060328i,0.0020009+0.0010222i,0.00047918+0.00044347i,-0.00018294+7.3797e-05i,-0.0012574+0.00016227i,-0.0017893-0.00080299i,-0.00076511-0.00053826i,0.00070341+0.00044337i,0.0011728+0.00034133i,0.00031863+6.6259e-05i,7.6289e-05-6.4448e-05i,-0.0001537-0.00060899i,-0.00083937-0.00080368i,-0.0011054-0.0006271i,-0.0011563-4.9216e-05i,-0.00086363+0.00049955i,2.5941e-05+0.0001766i,-0.00017799+0.00037484i,-0.00061309+0.00051723i,-0.00010887+0.00018222i,-8.4351e-05-0.00018904i,-0.00032985+3.9384e-06i
-0.0015244+0.0036321i,-0.00058729+0.0045722i,0.00055546+0.0039495i,0.00156+0.0012377i,0.0012696-0.0011379i,-0.00023097-0.0027731i,-0.0011163-0.001837i,-0.0010334-0.00082092i,0.00017358-0.00023559i,0.0013489+0.00028889i,0.0011831+0.00029189i,0.0003778+3.7999e-05i,-0.00065847-0.00012515i,-0.0013409-0.00015046i,-0.0010902-8.3864e-05i,-0.00020298-0.00015069i,0.00036115-0.00041989i,0.00024307-0.00015064i,-0.00028614+0.0003292i,-0.00048124+0.00079212i,-0.00035645+0.00025804i,-0.00032412-0.00072159i,4.0952e-05-0.00039476i
-0.0041206+0.0017972i,-0.0030832+0.0022625i,-0.0015409+0.0019207i,-0.00052539+0.00087919i,8.0115e-05-0.00025293i,-8.5176e-05-0.0013148i,-0.0003176-0.001141i,-0.00065404-0.00065507i,-0.00024202-0.00041099i,0.00065375-4.5395e-05i,0.0010003+0.0002898i,0.00089501+0.00056804i,0.00037792-2.1513e-05i,-0.00021308+0.00013959i,-4.4548e-05+0.00052558i,0.00056959-0.00043902i,0.00017568-0.00064702i,-0.00033718-8.292e-05i,-0.00050777+0.00029943i,9.7635e-05-7.5793e-05i,0.00055277-0.00037052i,0.00028763-0.00012601i,0.00036002+0.00013153i
-0.0017566-0.00093075i,-0.001393-0.001309i,-0.0021053-5.6898e-05i,-0.0014864+0.0001164i,-0.00031598-0.00060105i,-0.00012154-0.001171i,-0.00051928-0.0015125i,-0.0011343-0.001002i,-0.00056988-7.3084e-07i,0.00015548+0.0014507i,0.00052607+0.0014658i,0.00062829+0.00041994i,-0.00025118-0.00043655i,-0.00014491-0.0012643i,0.00075868-0.0012941i,0.00042468-0.00091569i,-0.00020299-0.00050574i,-0.00062503-2.5147e-05i,-0.00034507-0.00042986i,0.00025324-0.00033388i,0.00033614-0.00025173i,0.00026453-0.00080282i,-0.00033587-0.00088716i
0.0039558+0.00023298i,0.0034541-0.0010248i,0.0013736-0.00083903i,-0.00041005-0.00078575i,-0.00060601-0.0011605i,-0.0010326-0.00078974i,-0.0016385-0.00039653i,-0.00073772+0.00019292i,0.00061567+0.00053186i,0.00063105+0.00050965i,-0.00024773+0.0005118i,-0.00023667+0.0001087i,-0.00023798+0.00092885i,-0.00097715+0.0024011i,-0.00079152+0.002471i,-0.00045617+0.0012336i,-0.00075569+0.0011458i,-0.000673+0.00092805i,-0.00012655+6.7523e-05i,-0.00048385+0.00012432i,-0.00016611-8.5365e-06i,0.00081665-0.00011042i,0.00051209+0.00027321i
-0.00062877+0.0023351i,-0.00031452+0.0034708i,-0.00016616+0.0026574i,5.8144e-05+0.0019435i,0.00033633+0.00075283i,0.00017449-0.00016356i,-0.00076835-4.8118e-05i,-0.0012706-0.00034632i,-0.00060731-0.00023767i,9.7045e-05+0.00012297i,-9.7519e-05+0.00022344i,2.6512e-05+0.00035784i,0.00031411+3.1309e-05i,0.00052752-1.8191e-05i,0.00059253-0.0001766i,0.00011621+0.00021734i,-4.6577e-05-0.00028827i,0.0007289-0.00081574i,0.0013568-2.2653e-05i,0.00053086+0.00030694i,-4.3388e-05-0.00055214i,0.00053045-0.00050082i,0.0007277-0.00033886i
-0.0028031+0.00038486i,-0.0042648+0.00065234i,-0.0033214+9.721e-05i,-0.0018333-0.00014127i,-0.00083935-0.00012042i,-0.00043925-0.00022772i,-0.00036836-0.00058863i,-0.00077933-0.00013476i,-0.00094393+0.00029529i,0.00044229+0.00021815i,0.00063082+0.00037001i,-0.00020784+0.0007439i,-0.00014499+0.00065825i,-8.3171e-05+0.00013991i,-0.00016242-0.00010465i,0.00023871-0.00035289i,0.00035611-0.00024933i,-0.00025027-0.00017166i,-0.00025165-0.00033644i,-0.00021936-3.6223e-05i,-0.00014874+0.00052654i,-0.0005698+0.00035707i,-0.00045173-0.00094544i
0.0026025-0.0022897i,0.0018593-0.003046i,0.0013021-0.0025545i,0.0011164-0.0019801i,-0.00072072-0.0020659i,-0.0020403-0.00079526i,-0.0017139+0.00015224i,-0.0014568+0.0001704i,-0.00078517+0.00023187i,-0.00031816-0.00027237i,-0.00010635-0.0002089i,0.00022499+0.00040388i,-0.00021377+0.0008069i,-0.00073854+0.00017356i,-0.00033283-3.01e-05i,-0.00013872+8.2893e-05i,0.00026651-0.00097406i,0.00042237-0.00077667i,0.00056667+0.00036108i,0.00032936+0.00031565i,-0.00011351-0.00020245i,0.00068089-0.0006472i,-6.5004e-05-0.00044628i
0.0020724-4.5588e-05i,0.0018939+0.0013848i,0.0015017+0.0019835i,0.00082587+0.00075103i,-0.00046201-0.00053142i,-0.0015428-0.0003911i,-0.0016371+0.0002224i,-0.0006136-7.7228e-06i,0.00010005+0.00025918i,-0.00034939+0.0006016i,-0.00037965-0.00054948i,0.00068565-0.00034136i,0.0008807+0.00096117i,-0.00012957+0.00081248i,-0.00075761+0.00026245i,-7.2772e-05-3.7163e-05i,4.4322e-05-0.00070603i,0.00024579-0.0013309i,0.0010227-0.00073599i,0.0010834-0.00038695i,1.8211e-05-0.00066561i,-0.00070705-0.0010257i,-0.00061841-0.00084373i
-0.0021319+0.0026168i,-0.001404+0.0037423i,-3.1165e-05+0.003081i,0.00068999+0.00097533i,-0.0003849-0.00035461i,-0.0014582-0.0011419i,-0.0012978-0.0012605i,-0.00086317-0.00084249i,0.00026106-0.00085168i,0.00042464-0.00018626i,0.00015788+0.00067404i,-8.0574e-05+0.0007468i,-0.00070184+0.00037722i,-0.00035145-0.00022353i,0.00029613-0.00054458i,0.00049994-0.00022138i,0.00037943-0.00078878i,-0.00023441-0.00069658i,-0.0008325-0.00015528i,-0.00043663+0.00023401i,-0.00040541-0.00027664i,-0.00051251-0.0012194i,-3.5971e-05-0.00057157i
-0.0017561-0.00091765i,-0.0015914-0.00076106i,-0.00078553-1.819e-05i,-0.00075545-5.3559e-05i,-0.00072768-0.00055345i,-0.00019106-0.0010441i,-0.0001365-0.00096298i,-0.00016566+6.2798e-05i,0.00033766+8.3799e-05i,0.00043505+0.00011526i,-7.3314e-05-0.00037178i,-0.00035532-0.0012014i,-0.00036759-0.00063361i,-0.00080907+0.00023757i,-0.00044414+0.00044737i,-7.047e-05+0.00021626i,-6.0259e-05+1.4548e-05i,0.00021405+0.00025423i,-0.00032264+0.00035494i,0.00011527-0.00018124i,0.00058642-0.00025866i,0.00061013+0.00038187i,0.00010403+0.00099001i
0.00046199-0.0008885i,-0.00040141+5.1649e-06i,-0.00070491+0.00075171i,-0.00069315-0.00045903i,-0.00025184-0.00053298i,-0.0004059+0.00037365i,-0.00093439+9.3773e-05i,-0.00052967-6.9134e-05i,0.00014616+0.00028118i,0.00047327+0.0010629i,4.7473e-06+0.00083692i,-0.00021114+0.00031282i,-8.9676e-05+0.00011944i,-0.00015073+5.2426e-05i,-0.000328-0.00045061i,-0.00027843-0.00064898i,-4.9393e-05-0.00021035i,-0.00030512+0.000218i,-0.00039041+0.00012549i,-0.00010497+0.00014812i,4.2263e-05+0.00041672i,-3.4792e-05+0.00025847i,-0.00030512-0.00022735i
0.0026751+0.00058026i,0.0027287+0.00061097i,0.0014017+2.1784e-05i,0.00056443-0.0011141i,-9.0484e-05-0.0020729i,-0.001169-0.0019612i,-0.0011892-0.00039254i,9.566e-06+0.00025386i,0.00070793+0.00031408i,0.00044992+1.5679e-05i,0.00013642-0.00024333i,0.00013785-0.00010577i,-0.00028523+0.00021492i,-0.00070852+0.00022289i,-9.5336e-05-0.00011886i,0.00015438-0.00018746i,-8.153e-05+0.00065785i,-0.00061342+0.0010469i,-0.00053382+0.00046869i,-6.0791e-05+3.2858e-05i,-0.00034924+0.00023281i,-0.00048083+0.0003885i,-0.00041033-0.00044656i
-6.6244e-05-0.00035612i,-0.0014137+0.0011011i,-0.0014168+0.0011308i,-0.00041638+0.0009028i,-0.00068221+0.00037076i,-0.00117+0.00024423i,-0.0006542+0.00051277i,0.00028682+0.00051685i,0.00036688+0.00025674i,-0.00073958-6.3273e-06i,-0.00098032-0.00027925i,-0.00056842-0.00057873i,-0.00047188-0.00014632i,5.4913e-06-0.00029297i,0.00024474-0.00049064i,-6.5454e-05+0.00029672i,-0.00026183+0.000139i,-0.00031066+4.3536e-05i,-0.00030296+0.00033512i,-0.00041102-0.00032023i,-0.00047709-0.00061663i,-0.0001597-5.752e-05i,0.00016819-0.00013458i
-0.0023479+0.0016575i,-0.0024899+0.0028508i,-0.0016942+0.0023056i,-0.0011226+0.0006239i,-0.00099133-0.00057289i,-0.0010863-0.00043393i,-0.00058113+0.00030761i,0.00043524+0.0001394i,0.00056134+0.00017443i,0.00024689+0.00024183i,0.00058468+0.00029727i,0.00067509+0.00030744i,0.00018074+2.5115e-05i,-6.6865e-05-0.00014373i,0.00032706-0.00035651i,0.0006287-0.00021897i,-5.8732e-05+0.00021711i,-0.0011468+9.0309e-05i,-0.0011584-0.00042277i,-0.0005611-0.00048058i,-0.00025461+0.00017757i,-0.0004699+0.00087166i,5.8623e-05+0.0007282i
-0.0016807-0.0015353i,-0.0013584-0.0027319i,-0.001157-0.0014563i,-0.0018169-0.00025962i,-0.0018033-0.00010161i,-0.0010217+0.00059532i,0.00018388+0.00049789i,0.00036834-0.00039172i,0.0003411-0.00096469i,0.00041279-0.00080625i,-4.2539e-05+0.00037183i,3.6315e-05+0.0013328i,-0.00049734+0.00081509i,-0.0010555+2.5215e-05i,-0.00053971+0.0003238i,0.00021342+0.00055652i,0.00032484+0.00058618i,8.7005e-05+6.1334e-05i,0.00049728-0.00093487i,0.0011432-0.0012126i,0.00038313-0.00089029i,-0.00084139-0.00074134i,-0.00035622-0.00062934i
0.0014679+0.00090952i,0.00092151+0.00050336i,-3.4414e-05+0.00062989i,0.00029589+0.00049814i,0.0010685-0.00048196i,0.0012792-0.0015066i,0.00058046-0.001405i,-0.00020169-0.00097538i,-0.00021402-0.00011273i,0.00030465+0.00023856i,0.00041036-0.00020086i,-0.00031865-0.00078556i,-0.00024772-0.00034515i,0.00078951+0.00062603i,0.0011805+0.00040461i,0.00087518+0.0001643i,5.1304e-05+0.00011003i,-0.00021542-9.9371e-05i,-0.0005714+0.00018338i,-0.0011821+0.00097763i,-0.00079123+0.00066695i,0.00021059+2.4817e-05i,0.00036376-0.00052861i
-0.00077037+0.0024783i,-6.4382e-05+0.0041508i,-4.3142e-05+0.0032706i,-0.00038683+0.0011724i,-0.00027621-0.00025216i,-0.00051842-0.0012091i,-0.0010877-0.0008928i,-0.0012634-0.00028427i,-0.00037718-9.3038e-05i,0.00098703+0.00040027i,0.0010878+0.00035374i,0.00035124+0.00021497i,-0.00028638+0.00054056i,-0.0010674+0.00016822i,-0.0012193+0.00046214i,-0.00085417+0.00068162i,-0.00025903-0.00037478i,0.00013149-0.00030192i,0.00017253-0.0006262i,0.00066387-0.00098175i,0.00050997-0.00013543i,0.00021036+0.00029909i,0.00014442+0.00033438i
-0.0026318-0.00023273i,-0.0032477+0.00024817i,-0.0018694-0.00091681i,-0.0015638-0.001682i,-0.0019544-0.0010538i,-0.00096999-0.0009572i,-0.00091966-0.00059048i,-0.0011646-0.00054879i,-0.00077772-0.00040738i,-0.00068362-0.00014424i,-0.00045128-0.00087392i,-8.6103e-05-0.00044768i,0.00085192+0.00033426i,0.00049565-0.00021848i,-1.0726e-05-0.00064225i,-0.00047584-8.0208e-05i,-0.00019334+0.00016685i,0.0008227+0.00013405i,0.00046165+0.0003458i,0.00040556+0.00043274i,0.00064776+0.0006421i,0.0010268+0.00029567i,0.00052277-1.7784e-05i
-0.0015864-0.0018192i,-0.0002558-0.0018165i,0.00051312-0.0010695i,0.00035883+0.00049643i,0.00055337+0.00043929i,0.0005803-5.6959e-05i,-0.00047346-0.0002784i,-0.00034038-0.00052509i,0.00012504-0.00059969i,2.8258e-05-0.0010465i,0.00028964-0.0012887i,0.0010924-0.00061762i,0.00099062+0.00029782i,0.00061293+0.00081896i,0.00088211+0.0008415i,0.00022182+0.00020061i,-0.00086858-0.00030984i,-0.0010473-0.0003192i,-0.0004529-0.00032713i,-0.00021107-0.00034824i,5.3257e-05-0.00010861i,-0.00031235-0.00031941i,-0.00077769-0.00070642i
0.0029687-0.00035582i,0.0024123+6.8467e-06i,0.00092992-0.00021918i,-0.00073282-0.00020003i,-0.0017462-0.0001628i,-0.0015061-0.00051959i,-0.001125-0.00045012i,-0.00087543+9.6041e-05i,-0.00052102+0.00057251i,-0.00062536+0.00044078i,-0.00074101+0.00045949i,-0.00021036+7.2933e-05i,0.00011425+0.00013545i,0.00026555+0.00066463i,0.00041718+0.00062987i,0.00030952+0.00064965i,0.0005814+0.00044965i,0.00058508-7.6744e-05i,0.00049465+9.9307e-05i,0.00042414-4.0152e-05i,5.7725e-05-6.0304e-05i,-0.0012155-0.00022471i,-0.0019091-0.00034226i
-0.0011315+0.00027612i,-0.00084928+0.00054016i,-0.00037147+0.0011653i,0.00062066+0.000952i,0.0014557+0.00062203i,0.00094958+0.00030147i,-0.00035588-0.00010959i,-0.001418-0.00017718i,-0.0018004-0.000521i,-0.0015361-0.00058263i,-0.00078555-0.00049227i,0.00021665-0.00058042i,-0.00019096+5.9747e-05i,-0.00076233+0.00038693i,0.00046398-0.00051319i,0.0015698-0.00049437i,0.0017417+0.00061758i,0.0012324+0.00078404i,0.0011361+4.202e-05i,0.0014316-0.00049483i,0.00074605-0.00028393i,-0.00038342-0.00023224i,-0.0005792-0.00050257i
-0.0029862+0.00061237i,-0.0028536+0.00043139i,-0.0017959+0.00076572i,-0.0012869+0.0009698i,-0.0010717+0.00027377i,-0.00028986-0.00065667i,0.00023861-7.3313e-06i,-0.00035394+0.00081794i,-0.00052532+0.00064643i,0.00022318+0.00072789i,0.00028371+0.00042898i,-0.00025431+1.067e-05i,-0.00044856+0.000551i,-5.8767e-05-5.4234e-06i,0.0011538-0.00061507i,0.00075805-0.00061752i,1.3846e-05-0.0008821i,0.00034652-0.0012243i,0.00025073-0.00070732i,-0.00040968-0.00072394i,-0.00037147-0.0006704i,-0.00046177-0.00051853i,-0.00031407-0.00093048i
-0.0013916+0.00061126i,-0.0016921+0.00076455i,-0.00126+0.000603i,-0.001176+0.00066289i,-0.0011237+0.00048888i,-0.0014974+0.00031897i,-0.0011425-7.7481e-05i,-0.0002082-0.00025183i,-0.00052166-0.0004522i,-0.0010154-0.00044999i,-0.00055502+0.00017327i,0.00038594+0.00049058i,0.00082209+0.00048413i,0.0007729+0.00017486i,-0.00023699+0.00010064i,-0.00086368+0.00027462i,-0.00091228-0.0002493i,-0.00073305-0.00032406i,-0.00052782+0.00077141i,-0.0002864+0.00065263i,-0.00014322-0.00031353i,0.00023154-0.00015579i,0.00050245-0.00020631i
-0.0012544-2.6597e-05i,-0.00074077+0.00014121i,0.00027172+0.00080784i,0.0010611+0.00095379i,0.00090154+0.00028829i,0.00095291-0.00072947i,0.00073989-0.0016569i,-0.00040429-0.00097875i,-0.0014945+1.4374e-05i,-0.00073386+0.00027231i,0.00051334+0.00065459i,0.00051291+0.00060137i,0.0003805-1.5317e-05i,0.00036709-0.00034679i,-0.0003253-0.00019131i,-0.00045137-0.00036442i,0.00043411+8.2331e-05i,0.00021961+0.00076068i,-0.00060775+0.00054472i,-0.00064175+0.00047127i,-0.00083874+0.00050949i,-0.00054664+0.00042658i,0.00015914+0.00092689i
7.8031e-05+0.0017741i,0.0014683+0.001961i,0.0019547+0.0012497i,0.0016442-4.3044e-05i,0.00057801-0.00032001i,-0.00056317-0.0008637i,-0.00061103-0.0013933i,-0.00081539-0.0006867i,-0.00030472-7.7042e-05i,0.00028365+0.00025975i,0.00050195+3.2286e-05i,0.00037396+0.0007343i,-0.00067413+0.0010074i,-0.0013358+0.00037771i,-0.00077529-0.00031822i,-5.0267e-05-0.00034604i,0.00046781-0.00034398i,0.000682-0.00033901i,0.00011656+0.00027565i,-0.00068113+0.00052681i,-0.00066783+2.5021e-05i,0.00020736-0.00017291i,0.00071474-0.00014417i
-0.003504+3.6129e-06i,-0.0036529+0.00079953i,-0.0025392+0.0014249i,-0.0012131+0.0016482i,-0.00014821+0.00048177i,-4.9024e-05-0.00097854i,-0.00087503-0.0017188i,-0.00058389-0.0013537i,0.00040735-0.00065243i,0.0005669-0.00047911i,-2.3836e-05-0.00090554i,-0.00047311-0.0007326i,-0.00044604-0.00033269i,0.00026172-0.00022896i,0.00092759+8.6279e-05i,1.8156e-05-0.00041653i,-0.00077083-0.00045535i,-0.00054886-0.0002526i,4.449e-05-0.0005557i,-7.6758e-05-0.00079767i,-5.5926e-05-0.00099692i,0.00019592+8.2028e-05i,-0.00015283+0.0010846i
-0.0026798-0.00092884i,-0.0029642-0.00039475i,-0.0020329+0.0001815i,-0.00074533+0.00010536i,-0.00097509-5.7823e-05i,-0.00045367+0.00044387i,-0.00036121+0.00040069i,-0.00060649-0.00017025i,7.416e-05+0.00029237i,0.0005555+0.0011381i,0.00078427+0.0011057i,0.0004842+0.0007516i,0.00029339+0.00020571i,0.00062405-0.00037626i,0.0006426+1.1248e-05i,0.00021596-0.00010574i,-0.00050848-0.00038199i,-0.00095053+0.00026893i,-0.00048928+0.0006545i,8.5171e-05-6.7736e-05i,0.00034667-0.00019837i,0.0004563-3.4163e-05i,0.00086358-0.00052763i
0.0023278-0.00025218i,0.0020695-0.00044032i,0.0014233+0.00080061i,0.00061034+0.0014069i,-0.00014203-0.00046171i,0.00036749-0.001581i,-0.00032378-0.00065444i,-0.0012314-0.00047043i,-9.0444e-05-0.00061503i,0.0010411+8.1122e-05i,0.00038774+0.00028823i,-0.00025133-0.0001805i,-0.00052467-0.0001656i,-0.00092911+6.5724e-05i,-0.00072074+0.00026468i,-0.00070937-6.2375e-05i,-0.00064267-0.00042461i,-0.00061968-0.0006069i,-0.00021625-0.00020128i,0.00031567+0.00055115i,0.00064079+9.9931e-05i,0.00033375-0.00073739i,5.7552e-05-0.00087582i
-0.00087886+0.0028254i,1.2964e-05+0.0034577i,0.00043461+0.0025982i,0.00053871+0.0022542i,0.00056847+0.0017043i,0.00062917+0.00013378i,0.00017934-0.00076308i,-0.00026931-0.00053293i,-0.0010133-0.00060515i,-0.001321-0.00037106i,-0.00047472+0.00019732i,-0.00028247+0.00010286i,0.00027063-0.00058924i,0.00060406-0.0015563i,8.5881e-05-0.0019843i,0.00033701-0.00063836i,0.00045289+0.0012846i,2.2045e-06+0.00098561i,-0.00032547-0.00016403i,-0.00055918-0.00037628i,-0.00040053+6.3525e-05i,0.00013155+0.00022156i,0.0004531-3.1401e-05i
-0.0019207+0.00011111i,-0.00075796+0.00067446i,4.6189e-05+0.00046151i,-0.00050776-9.8272e-05i,-0.00064159-0.00064492i,6.0407e-05-0.0012781i,0.00022612-0.0012048i,-0.0002089-0.00071493i,-0.00028837-0.00012568i,-0.00038457+0.00035992i,-0.00049471-2.0063e-05i,-0.00024983-0.00052144i,0.00032064-0.00037116i,0.0008055-0.00030198i,0.00067267-0.00029121i,0.00058696-3.7316e-05i,0.00051918+0.00050954i,-0.00022576+0.0010066i,-0.00060212+2.875e-05i,-0.00011067-0.00106i,-0.00011814-0.00030499i,4.6576e-05+0.00087198i,0.00063993+0.00069368i
