-0.0029905+0.0018308i,-0.0021124+0.00072399i,-0.0017219+0.0012898i,-0.001451+0.0016627i,-0.0012468+0.0011924i,-0.00089699+0.00076767i,-0.001027+0.00089421i,-0.00042278+0.0014441i,0.00065571+0.0018978i,0.0021099+0.0012356i,0.0021598+0.00010763i,0.00071608-0.0012945i,0.00012546-0.0019951i,0.00025087-0.0016485i,-0.00020164-0.00046149i,-6.8879e-06-0.00027333i,0.00038178-0.00026314i,0.0003952-0.00020223i,0.00055102-0.00010208i,0.00018178+0.00019457i,-0.0001098+0.00020269i,0.00042339+0.00010385i,0.00054329-0.00016856i
-0.0005945+0.0012148i,-0.00062763+0.0017185i,0.00027746+0.0016403i,0.001252+0.0012247i,0.0015014+0.00012621i,0.00078879-0.00039888i,-1.3928e-05-0.00014048i,-0.00022936+0.00073045i,-9.2359e-05+0.0014214i,5.6457e-05+0.00055105i,0.00061624-0.00033088i,0.0011308-0.00061411i,9.283e-05-0.0005379i,-0.00086638-2.5871e-05i,-0.0010082+0.00059504i,-0.0005885+0.00061208i,-0.00022465+1.3836e-05i,-0.00030297+0.00014129i,-0.00048592+0.00082662i,-8.928e-06+0.00049391i,1.1519e-06+0.0004243i,-0.00011114+0.00034667i,4.9719e-06-0.00049658i
0.0027792-0.0017739i,0.0026412-0.002338i,0.0015757-0.0013095i,0.00095337-0.00060493i,0.00029623-0.0008512i,0.00011146-0.0011054i,0.00034444-0.00055897i,0.00045593-0.00048809i,0.0010027-0.00082176i,0.00052048-0.00019308i,-5.6146e-05+0.0003497i,-0.0001729+0.00051606i,-0.00085953-9.9688e-05i,-0.00039685-0.00013281i,0.00067804+0.00047215i,0.00036443+0.00027516i,1.9456e-05-6.4073e-05i,-0.00023935+3.0037e-05i,-0.000487+0.00033507i,0.00015345+0.00068367i,0.00091763+0.0006863i,0.00090184+8.417e-05i,0.00026171-0.00011519i
-0.002282+0.0015979i,-0.0026997+0.001877i,-0.0031415+0.0024194i,-0.0015473+0.0025456i,0.00029478+0.0017707i,0.0012885+0.00088196i,0.0017933+0.00051623i,0.0014759+0.00068651i,0.00066757+0.0018525i,0.00097918+0.0017738i,0.0014734+8.2147e-05i,0.001115-0.00064186i,0.00059736-0.00054432i,0.00022796-0.00023294i,-0.00041192-7.9852e-05i,-0.0010336-0.00033653i,-0.00085272-0.0006251i,-0.00035771-0.00022792i,-0.00042824+7.6621e-06i,-0.00077952+0.00030734i,-0.00074472+6.1711e-05i,-0.00047506-0.00030588i,-0.00052792-0.00044366i
-0.001001-0.0011841i,0.00012835-0.0017458i,0.0013644-0.0021536i,0.00096062-0.0011828i,0.00029901-0.00059784i,0.00058377-0.00096031i,-0.00014474-0.0010385i,-0.0003171-0.00022112i,0.00049762-0.00026609i,0.0008591-0.00082361i,0.00050333-6.1771e-05i,0.0004267+0.00030669i,0.00091511+0.00031662i,0.00062399+0.00075693i,0.00030819-0.00016403i,0.00049141-0.00087736i,0.00067307-8.0797e-05i,0.000159+0.00023437i,-0.00013914+0.00018399i,0.00014572+0.00098086i,-2.5247e-05+0.0007734i,0.00021905-0.00010443i,0.00044163+6.8557e-06i
0.0013598+0.00021064i,0.0010865-9.363e-05i,0.0011247+0.00022925i,0.0019401-0.00046431i,0.0018665-0.00091924i,0.00041712-0.00075052i,-0.00034342+0.00034186i,0.00028358+0.0014096i,0.00055219+0.0015867i,7.7498e-05+0.00039827i,-7.8827e-05-0.00049261i,-7.5664e-05-0.00087454i,0.00030689-0.0012621i,0.00027874-0.00032289i,0.00026611+0.00094443i,0.00051524+0.00063037i,0.00042327-0.00055265i,0.00025957-0.0010502i,0.00035714-0.00038261i,-0.00036366-0.00016216i,-0.00058249-0.00045175i,2.3262e-05-0.00082725i,0.00011577-0.00097611i
-4.1437e-05+0.0018687i,0.0010319+0.0013507i,0.0011458+0.00070352i,0.0006804+0.0007556i,0.00018001+6.0817e-05i,-0.00035891-0.00071149i,-0.00049671-0.00044523i,-0.00025161+0.00055528i,0.00012731+0.0013483i,0.00052634+0.00071911i,0.00064191-0.00010272i,0.00043698-0.00033344i,0.00019028-5.2109e-05i,-1.5367e-05+8.3766e-05i,-0.00028271-0.00027659i,1.3043e-05-0.00011663i,0.00021681+7.7767e-05i,0.00017585+8.2526e-05i,0.00025367-0.00022655i,0.00027263+0.00012024i,0.00066614+0.00045936i,0.00030315+0.00021202i,-0.00013845+0.00037355i
-0.0012264+0.0010426i,-0.0018655+0.0022703i,-0.0021906+0.0020842i,-0.0007051+0.0010412i,0.0011519+0.00028031i,0.00056262+0.00043871i,-0.00029176+0.00099273i,-9.4186e-05+0.0010054i,0.00041331+0.00082316i,0.000539+0.00038359i,0.0004426+8.4035e-05i,-3.3976e-05-0.00046741i,-0.00041783-0.00058337i,-0.00030851-0.00018843i,-0.00010189-0.0003126i,-0.00056053-0.00035433i,-0.00098478-5.9301e-05i,-0.00046139-0.00032048i,6.0373e-05-0.00028831i,0.00016305+0.00012938i,0.00087384+7.8763e-05i,0.00055952+0.00062716i,-0.0002831+0.00024418i
-0.0001761-0.00082442i,0.00019611-0.00061991i,0.00065205-0.00062092i,0.001083-0.00049482i,0.0007349-3.2794e-05i,0.0003063+0.00033137i,0.00037584+0.00070506i,0.0012823+0.00090164i,0.0011114+0.00033876i,0.00044596-0.0005591i,-2.3843e-05-0.00040345i,0.00016506-0.0010685i,0.00053024-0.0011132i,0.00082134-0.00060991i,0.0012723-0.00062285i,0.0016546-0.00010345i,0.0011135+0.00010586i,0.00031955+0.00043937i,0.00027295+0.000278i,4.361e-05-3.3415e-05i,-1.9864e-05-0.00024152i,3.7763e-05+3.1255e-05i,-3.7868e-05+0.00021975i
-0.00034943-0.00057409i,0.00039531-0.00053213i,0.00061712-0.0010758i,0.00032357-0.00038097i,0.00039361-6.9638e-05i,-0.00020498-0.00048408i,-0.0008193+0.00014766i,-0.00053231+0.0012358i,-0.00019385+0.0013599i,9.159e-05+0.00099005i,0.00042896+0.0010292i,-7.6287e-05+0.00029622i,-0.00039526-0.0005716i,-0.0004015-0.00045036i,1.7363e-05+0.00028758i,-0.00064868+0.00081119i,-0.00051514+0.00026791i,0.00074421+0.00012544i,0.0013947+0.00010541i,0.0013594-0.0004361i,0.00026382-0.00091017i,-0.0004924-0.0010401i,-8.8565e-05-0.00071606i
0.00019507-0.0012541i,0.0012401-0.0012219i,0.0017946-0.00086471i,0.0013257-0.00022853i,0.00041224-0.00020829i,2.34e-05-0.00034093i,-0.00032252-6.2761e-05i,-0.00074563+0.00046626i,-0.0004354+0.00081658i,0.00030488+0.00071607i,0.0003671+0.00018592i,0.00036781+3.5679e-05i,0.00088943-4.1344e-05i,0.00075252-0.00059087i,0.00075265-0.00077532i,0.0012808-0.00093381i,0.00054288-0.00068506i,-0.00021646-0.00025273i,0.00023437+0.00049117i,0.0007559+0.00046835i,0.00030643+2.3225e-05i,9.593e-06+0.00039373i,-7.4407e-05+0.00065175i
-0.00085177-0.0031765i,-0.00096966-0.0019785i,-0.00068259-0.00065683i,-0.001368-0.00021589i,-0.0016594-0.00057279i,-0.00042883+3.0904e-05i,-0.00026852+0.0013957i,-0.00050854+0.0013763i,0.00044662+0.00099103i,0.00075863+0.0007906i,-0.00011837+0.00079525i,-0.0005946-5.6601e-05i,0.00017642-0.00040026i,0.00074973-0.00023083i,0.0012938-4.083e-05i,0.00092226+6.4914e-06i,0.00038113-0.00037315i,0.00049174-0.00016602i,0.0002922-0.00031189i,0.00045239-0.00047645i,0.00075032-0.00023294i,0.00049273+0.00044108i,0.00026264+0.0011905i
0.0011169-0.00026154i,0.00060076-0.00037412i,-6.4187e-05+4.3558e-05i,-0.00021724+0.00020522i,-0.00044361-0.00030032i,-6.0165e-05-0.0012557i,-0.00012964-0.0010932i,-7.3394e-05+8.647e-05i,3.3616e-05+0.00030831i,0.00015499+0.00014383i,0.00064966+0.00033937i,0.00073273-0.00021849i,0.00085817-0.00097567i,0.00051216-0.0010254i,0.00031433-0.00084562i,-0.00010889-0.00056614i,-0.00091605-0.00046703i,-0.0010396-0.00034799i,-0.00074913+0.00010555i,-0.00056546+0.00022988i,-6.09e-05+0.00035273i,-2.8391e-06+0.00085606i,-8.0904e-05+0.0010243i
-0.0020746+0.001827i,-0.0014551+0.0030387i,0.00097598+0.0027371i,0.0028872+0.0025521i,0.0019826+0.0020062i,0.0011919+0.0016227i,0.0003351+0.00085336i,-0.00026146+0.00050725i,-0.00058154+0.0010848i,-9.9171e-05+0.0015176i,0.00055032+0.00066574i,0.0003071-0.00020535i,-0.00073585-0.00041512i,-0.0010871-0.00066502i,-0.00078408-0.00076096i,0.00021925-0.00096246i,0.00080429-0.00073616i,0.00058543+3.2378e-05i,0.00026748+4.5261e-05i,-0.00030728+6.8614e-05i,-0.00057228+0.00073684i,-0.0003609+0.00062154i,-4.2216e-05+0.00023564i
0.00078023-0.0027629i,0.0011443-0.0031002i,0.0011342-0.0027337i,0.00044534-0.001627i,9.3242e-05-0.00101i,0.00037344-0.00067683i,0.00072303-0.00040465i,0.0013945-0.00056466i,0.0014537-0.00025822i,0.0011374-6.2647e-05i,0.00038514-7.8192e-05i,-0.00023335+0.00023018i,-0.00025649+0.00054168i,0.00044141+0.00044689i,0.00071998+8.1029e-05i,0.00041787+0.00021438i,2.6637e-06+0.00063481i,0.00012689+0.00061199i,0.00093441+0.00022528i,0.0010646+0.00077319i,0.0005709+0.00090886i,0.00016753+0.0008132i,-0.00040554+0.00073672i
-0.0010652+0.00078585i,-0.00041019+0.0019295i,-0.0005204+0.0026358i,4.3366e-05+0.0027796i,0.0012416+0.001923i,0.0016591+0.00010046i,0.00013177-2.2002e-05i,-0.0011487+0.00024707i,-0.00083496-0.00039285i,7.8193e-05-0.00024448i,0.00041224+0.00050668i,0.00038212+9.2054e-05i,0.00016198-0.00053327i,-0.00049067-0.00053072i,-0.00069129-0.0003183i,-0.00050506-0.00030594i,1.7879e-05+0.000192i,-0.00020221+0.0011073i,-0.0003527+0.00078219i,-8.2105e-05-0.00021261i,-0.00025406-0.00050277i,4.6116e-05-0.00069629i,0.00030274-0.0010129i
-0.0031811+0.00025338i,-0.003933+0.0017659i,-0.0033893+0.0016499i,-0.0024436+0.0014126i,-0.0010359+0.002004i,0.0010764+0.0016151i,0.0020615+0.00096761i,0.0021471+0.0012135i,0.0017242+0.0010729i,0.00024388+0.00037026i,-0.00055411-0.00013262i,-0.00019032-0.00062533i,5.4339e-05-0.00050513i,-0.00012958+0.00012492i,0.00037574+8.8615e-05i,0.00038089+2.2131e-05i,-0.00044247+0.00024343i,-0.00033853+0.00051282i,0.00035714-8.5846e-05i,0.0007592-9.4139e-05i,0.00018079-1.5745e-05i,-0.00048123+0.00010556i,-0.00071319+2.8961e-05i
0.0015102-0.0016296i,0.0015404-0.0030317i,0.0010425-0.0015496i,0.0013143-0.00048577i,0.0013844-0.00081318i,0.00041711-0.00058966i,5.8191e-05-0.00029247i,0.00040553-0.00020774i,0.00089819-0.00011732i,0.0010285+8.8523e-05i,0.00070895+0.00066719i,0.00063075+0.00045532i,0.00053379+0.00065358i,0.00060994+0.001275i,0.00037408+0.0010333i,5.196e-06+0.00034035i,-0.00036468+0.00037486i,-0.0006003+0.00044651i,-0.00051733+0.00012974i,-4.0601e-06+7.1222e-06i,0.00045015-3.45e-05i,-7.8526e-05-0.00044316i,-0.00037129-0.00082905i
0.00077923+0.003172i,0.0013735+0.0028143i,0.0011767+0.0020546i,0.0011896+0.00060997i,0.001776-0.00020789i,0.0013371-0.0012553i,0.00028954-0.0021031i,0.00011819-0.0013704i,0.00084488-0.00047737i,0.001377+2.1903e-05i,0.00065971-0.00030769i,0.00023884-0.00084359i,0.00030348-0.00056786i,-0.00017664-0.00070187i,-9.7323e-05-0.00055204i,0.00021823+0.00065702i,0.00055209+0.0012433i,0.00024277+0.00042132i,0.00015018+0.00011495i,0.00049087-0.00017268i,0.00037186-0.00084072i,0.0002898-0.00022778i,0.0004955+0.00017519i
-0.00087523+0.0023681i,-0.0013+0.0026751i,-0.00023695+0.001813i,0.0010032+0.0008391i,0.0017722-0.00051326i,0.0016616-0.0016048i,0.0011508-0.0011243i,0.0006263-0.00054517i,0.00067686+0.0001048i,0.00022182+0.00079908i,-0.00023105+0.0004376i,7.9951e-05-0.00052994i,-0.00027915-0.0004248i,-0.00087336+0.0003272i,-0.00048353+0.00058149i,0.00027896+0.00021919i,-0.00014647-8.6252e-05i,-0.0002099-0.00044105i,-7.185e-05-0.00022997i,-0.00051936-5.1057e-05i,-0.00076302-9.7222e-05i,-0.0010248+0.00061423i,-0.0011741+0.00078994i
0.0013516+0.00070788i,0.0018677+0.00084442i,0.0028383+0.00081496i,0.002984+7.2538e-05i,0.0020352-0.00039923i,0.00068098-0.00024434i,-3.5178e-05-1.7519e-05i,0.00056354+0.0004746i,0.00064841+0.00072349i,-2.7887e-05+0.00060266i,7.5336e-05+0.0006553i,0.00049717-5.4855e-05i,0.00062301-0.0007314i,0.00043389+0.00015714i,0.00063366+0.0010867i,0.00096078+0.00071078i,-0.00021466-5.9369e-05i,-0.0010989-0.00012163i,-0.00032283+0.00055613i,2.276e-05+0.0011161i,0.00021597+0.0012192i,0.00047647+0.0011035i,0.00020256+0.00065905i
0.00015997-0.00042471i,-0.00031112+0.0002654i,-0.00080109+0.00088099i,-0.0010364+0.0013105i,-0.00070701+0.0012408i,-0.00021172+0.00012312i,-0.00026639-0.00034401i,-0.00027348-0.0002403i,0.00013989+0.00010494i,-7.12e-05+0.00052787i,-0.00053843+0.00046295i,-0.00031676+1.7123e-05i,3.6725e-05-0.00019611i,-0.00016855-0.00069563i,6.1193e-05-0.0013858i,0.00026697-0.00073156i,-9.555e-05+0.00050025i,8.5011e-05+0.00021546i,0.00028869+0.00036399i,0.00011246+0.0011231i,0.00024983+0.0012169i,0.00021932+0.00067584i,-1.5777e-06-0.00029722i
0.0013055-0.0021525i,0.0010932-0.0016109i,0.00024241-0.00087346i,-9.1026e-05-0.00048621i,0.00020526-0.00044919i,0.00019048-0.00066913i,0.00025094+0.00023306i,0.00011572+0.0010353i,5.613e-05+0.00091i,-0.00020699+0.00072794i,-4.3766e-06+0.00010235i,0.00035799-0.00019493i,0.00084619-0.00024828i,0.00041061-0.0012557i,-0.00062532-0.0012438i,-0.00061843-0.00090421i,0.00015687-0.00021389i,-0.00045428+0.00025416i,-0.0010692+0.00016004i,-0.00054464-7.652e-05i,-0.00045917-0.0004572i,-0.00047405-0.0004021i,-4.8057e-05-0.00018229i
0.00073429-0.00036708i,0.00017266+0.00010509i,0.00012384-0.00016042i,-0.00020205-0.00073772i,-0.00068169-0.00043318i,-0.00048814-0.00042595i,-0.00010576-0.00079758i,0.00048888-0.00047588i,0.00038218-0.00013409i,-9.9275e-05+0.00062524i,8.4094e-05+0.0014134i,0.00062432+0.0012871i,0.0012071+0.00082615i,0.0006418+0.00064926i,0.00034421+0.00017211i,0.00071358-0.00020636i,0.00062037-0.00022953i,-0.0003385-0.00024606i,-0.00042902-0.00040919i,-6.977e-05-0.0003704i,-0.0002251-0.00012478i,-0.00077044-0.0002192i,-0.00062033-0.00018684i
-0.0018669-0.00059814i,-0.0019374-0.00022541i,-0.0011741-0.00020316i,-0.00039161-0.00063054i,-0.00041539-0.00093372i,-0.0011588+0.000134i,-0.0012012+0.0011807i,-0.00016301+0.0009581i,0.00019865+0.00042867i,-0.00015565+0.00087068i,0.00017516+0.0013259i,-0.00036534+0.00092964i,-0.00054053+0.00020088i,0.00039209+2.6649e-05i,0.00044445-0.00031434i,4.281e-05-0.00090023i,6.7094e-05-0.0012522i,0.00013201-0.0010042i,0.00073728-0.00051268i,0.00061203-8.3194e-05i,-0.0002545+0.00014269i,-0.00056945-0.00037444i,-0.00034073-0.00065436i
0.00049512+0.0010675i,3.0139e-05+0.0010044i,0.00028131+0.0017567i,0.00064466+0.0020591i,0.0010032+0.00072677i,0.0005262-0.00056736i,0.000528-0.00064707i,3.1052e-05+0.00047048i,-0.00011034+0.0010496i,0.00025721+0.00033836i,0.00013799-0.00089543i,-0.00035897-0.00092128i,-0.00071884-0.0004433i,-0.00070712-3.9617e-05i,-0.00062298+0.00015511i,-3.0498e-05-0.00031917i,-0.00028403-0.00033839i,-0.00046804-0.00014987i,-0.00023223+0.00025439i,-0.00045469+0.00083734i,8.8388e-06+0.00061279i,0.00097838+4.6141e-05i,0.00040435-0.00049482i
-0.0010484-0.00014836i,-0.00096465-1.0253e-05i,-0.0012003+9.1832e-05i,-0.00023071+4.3822e-05i,0.00070474+0.00079725i,0.00016175+0.00062709i,0.00015659-0.00021272i,0.00056688+0.00024411i,0.00013918+0.00061751i,-0.00073171+0.00044239i,-0.00045775-2.267e-05i,0.00024806-0.0002608i,0.00039111-7.4869e-05i,0.00064662+0.00010983i,0.00049156-0.00014612i,0.00018139-0.0006601i,3.6195e-05-0.0011855i,0.00016747-0.0012703i,-0.00038709-0.00043529i,-0.0010759+0.00051385i,-0.0011843+0.00043486i,-0.0010945-0.00015009i,-0.0013866-0.00025224i
-0.0024514-0.0007849i,-0.0025071-0.00050776i,-0.0019586-0.00091788i,-0.0011838-0.00012029i,-0.00078824+0.0010493i,-0.0003948+0.00057083i,0.00040886-0.00013417i,0.0011821-0.00053563i,0.0013474-0.00038557i,0.0015935+6.347e-05i,0.001717+0.00020648i,0.0006922-0.00042816i,-0.00014431-0.00019524i,-0.00011535+0.00067824i,-0.00027145+0.00066934i,0.00014538+9.9595e-05i,0.00094763+0.00022292i,0.00121+0.00077895i,0.00070435+0.00078288i,-0.00040197+0.00060212i,-0.00082169+0.00032558i,-0.0007208-0.00032149i,-0.00079311-0.00020285i
0.0021932-0.0012568i,0.0012446-0.0015146i,-0.00036237-0.0010978i,-0.00066829+0.00014593i,-0.00048237+0.00019633i,-0.00073664-0.00027244i,-0.0007092-7.1212e-05i,0.0006142+0.00059593i,0.0018804+0.00091074i,0.0013529+0.00097414i,2.9768e-05+0.00062784i,-0.00057812+2.5198e-05i,-0.00025203+0.00050943i,0.00050669+0.0011796i,0.00083242+0.00089225i,0.00038884+0.00012314i,-0.00022577+9.0887e-05i,-0.0003632-0.0005991i,-0.00010183-0.00082899i,0.0003099+0.00014079i,0.0010849+0.00071442i,0.0015168+0.00084392i,0.00078373+0.00047567i
0.00043501+0.0031438i,0.00071198+0.0017946i,0.0025746+0.00054639i,0.0038489-0.00060399i,0.0029946-0.0022393i,0.00040442-0.0020765i,-0.00056048-0.00044377i,8.0077e-05-2.0431e-07i,0.00078654-4.425e-05i,0.00084996-4.0173e-05i,0.00066572+0.00028963i,0.00098935-7.8359e-05i,0.00099811-0.00051795i,0.00074876-0.00048343i,0.00070318-0.00030793i,0.0008353+1.491e-05i,0.00087682-6.7686e-05i,0.00055848+0.00014789i,0.00046628+0.00065435i,0.00042457+0.00048009i,0.00011743-5.4751e-05i,-0.00060545+0.00053681i,-0.0010569+0.00044491i
-0.0033796+0.00019224i,-0.0025498+0.00079361i,-9.1274e-05+0.0027964i,0.0021089+0.0029638i,0.0025994+0.0011314i,0.0014288-0.00017741i,0.00098604-0.00012664i,-0.00011421+0.00054512i,-0.00061664+0.0012536i,0.00020164+0.001154i,0.00034773+0.00093273i,0.00027391+0.00074328i,4.4772e-05+0.00084889i,-0.00038835+0.00022511i,-1.8478e-05-0.00052278i,0.00070965+5.6478e-05i,0.0012175+0.00055979i,0.000817+0.0002343i,0.00013479-0.00029365i,0.00035466-0.00051049i,0.00055858-0.00056731i,0.00076965-0.0002327i,0.0004615+4.8146e-06i
0.001619+0.00092906i,0.00093709+0.00011246i,0.00078014-0.0005648i,0.0012876-0.0002359i,0.0007713-0.00057615i,-0.00048269-0.0016286i,-0.00049376-0.0011308i,0.00039529-0.00028469i,0.00060121-8.7274e-05i,0.00060324-0.00033802i,0.00071678-0.00055351i,0.00094151-0.00041597i,0.00013469-0.00019507i,-0.00079313+0.00026715i,-0.00026315+0.00010185i,0.00077369-9.5059e-05i,0.00082755-0.00013962i,0.00040551-0.00010662i,-4.4193e-05-7.461e-05i,-0.00042427-0.00022622i,-0.00045435-0.00060299i,-0.00030287-0.00044759i,-0.00033975-0.00060745i
-0.00043063+0.0011212i,0.00095495-1.0526e-05i,0.0016498-0.0011439i,0.0011002-0.00086484i,6.7294e-05-0.0006165i,-0.00016706-0.0010871i,-0.00046968-0.0005306i,-7.2192e-05+0.00082828i,0.00039571+0.00077539i,-0.00016287+0.00010016i,-0.00088604-0.00026218i,-0.00060277-0.00043599i,0.00018569-0.00014809i,0.00059757-0.00014267i,0.00071181+2.5444e-05i,0.00015882+0.00037757i,-0.00046417+0.00045599i,-0.00067686-1.777e-05i,-0.00073915+0.00012311i,-0.00063738+0.0010076i,-0.00032902+0.00048945i,-0.00015969-2.3205e-05i,-0.00032529+0.00024144i
-0.00028573-0.0025483i,-0.0011095-0.0020492i,-0.0014479-0.0024696i,-0.002002-0.0016716i,-0.0019215-0.00032004i,-0.00087142-6.6274e-06i,-4.0324e-07+0.00052268i,5.287e-05+0.0013595i,0.00023307+0.00035022i,0.00030095+3.8482e-05i,0.00051887+0.0011022i,0.00057818+0.00057639i,0.00020375+0.00042934i,0.00054206+0.00047552i,0.00079826-7.0381e-05i,0.00073761-0.00019723i,0.00080479-0.00026078i,0.00036952+9.3613e-05i,-1.6502e-05+0.00036534i,-0.0003642+2.4949e-05i,-0.00073458+4.1871e-05i,-0.00054982+0.00030543i,0.00065217+0.00017861i
0.0019386+0.0030594i,0.0024989+0.0021469i,0.001999+0.002224i,0.0020853+0.00094822i,0.0017706-0.0011453i,0.00071442-0.0020107i,2.6121e-05-0.0011104i,0.00014627+0.00030246i,0.00078999+0.00073767i,0.00083201+0.00054411i,0.00087405-5.5061e-05i,0.00024683-0.00010341i,-0.00076339+0.00020162i,-0.00075569+0.00056687i,-0.00043889+0.0013684i,-0.00015562+0.0015909i,0.00039645+0.00045496i,0.00036911-7.4827e-05i,0.00012672+0.00085658i,0.00072062+0.00041491i,0.00025803+3.9689e-05i,-7.5771e-05+0.00060406i,0.00077622+6.6621e-05i
-0.0030753-0.00082594i,-0.0029722+0.0012288i,-0.0029688+0.0019681i,-0.0016244+0.0018562i,0.00041911+0.0019166i,0.0012484+0.001821i,0.0012726+0.00098002i,0.00050136-7.4462e-06i,0.00011851-0.000935i,0.00014472-0.0009945i,0.00061729+0.00011206i,0.00045485+0.0002241i,-0.0001074-0.0011397i,-0.00026395-0.00080125i,-0.00070133+0.00031877i,-0.001093+0.00012995i,-0.0016874-0.00012318i,-0.0013661-0.00010624i,-0.00052323-0.0003392i,-8.129e-05-0.00069316i,8.0292e-05+4.7689e-05i,0.00032195+0.0005961i,0.00027754-3.7323e-07i
-0.00044193-0.0015241i,9.0825e-05-0.0015059i,-0.00076039-0.0019914i,-0.0011677-0.001824i,-0.00033601-0.00060226i,-3.5046e-05+0.00014828i,-9.9186e-05+8.7859e-06i,5.847e-05+0.00024973i,0.0002234+0.00096597i,-0.00062801+0.00058968i,-0.00068266+0.00062382i,0.00036276+0.00036497i,0.00058085+0.00040591i,9.2967e-05+0.00034667i,0.00031815-0.00034346i,-4.3844e-06-0.00044593i,-0.00068938-0.00055889i,0.00023074-0.00014285i,0.00063322+0.00042357i,3.9545e-06+0.00042441i,-0.00061509+0.00066713i,-0.00011609+0.00031981i,0.00070189-0.00036384i
0.0001622+0.0013674i,0.0012975+0.00056137i,0.00096589+0.00060803i,-0.00019387+0.0012802i,-0.00068091+0.001346i,-0.00099075+0.000741i,-0.0010153+0.00071849i,1.6723e-05+0.0012194i,0.00066586+0.0012381i,0.000798+0.00063995i,0.00073225-0.00040603i,0.00049782-0.00081872i,-0.00024054-0.00058222i,-0.00071938+0.00047956i,-0.00097173+0.0012372i,-0.00026271+0.00089079i,0.00070851+0.00078096i,0.00096209+0.00046384i,0.00080293+1.4624e-05i,0.00071881+0.00027038i,3.78e-05+0.00063514i,-0.00028004+0.00043884i,0.00027476+0.00010319i
-0.00025248+0.00023298i,-0.00034325-0.00021987i,-0.00039741-0.00034922i,1.9601e-05-0.00066039i,0.00030772-0.00073116i,0.00020507-0.00035257i,0.00052776+0.00020646i,0.00053233+0.00056892i,0.00049201+0.00064831i,0.00077048+0.00065036i,0.0010239+0.00048268i,0.00048245+0.00034466i,9.9965e-05+0.00067927i,0.00037177+0.00032427i,0.00027009-0.00041032i,-2.0511e-06-0.00043788i,-0.00017274-0.00032924i,-0.00053125-0.00037404i,8.3177e-05-0.00062481i,0.00062382-0.00020116i,-0.0001942+0.0001209i,-0.00046609-0.00022043i,0.0001912-0.00027076i
-0.0012771-0.0011393i,-0.0013759-0.00053842i,-0.0014887+0.00095141i,-0.0012113+0.00096922i,-0.0010303+8.4449e-05i,-0.00073579-0.0004944i,0.00046982-0.00036055i,0.00087615+0.00014526i,-0.00039237+0.00074605i,-0.00077653+0.000761i,-9.4225e-05-0.00010565i,0.0001932-0.00065957i,0.00064073-0.00022237i,0.0001912+0.00031785i,-0.00013032+0.00024521i,-0.00028011+0.00035949i,-0.00040642+0.00047349i,-0.00029397-0.0001144i,-0.00083595-0.00010074i,-0.0015654+0.00049402i,-0.00044403+0.00052196i,0.00025616+0.00087159i,-8.2985e-05+0.00061846i
0.00039863+0.0014679i,0.00043123+0.0012855i,0.00072321+0.00040383i,0.00057384-0.00057009i,0.0008729-0.0014856i,0.0011516-0.0006019i,0.00066113+0.00056116i,0.00038749+0.0010164i,0.00022372+0.0006409i,0.00040585-0.00013121i,0.00081697-1.9708e-05i,0.00072911+2.0459e-05i,-0.00030496-0.00028279i,-0.0010438-0.00013142i,-0.0010209-2.8507e-05i,-0.00052226-0.00022746i,-8.7912e-05+0.00017187i,0.00036357+0.00064855i,0.00020751+0.0003146i,-0.00053008-0.00022006i,-0.00058222-0.00064609i,0.00025183-0.00015745i,0.00049252+0.00063759i
0.0023865+0.00027625i,0.0021212+0.00044305i,0.0012779+0.00049598i,0.00046379-0.00014043i,0.00029193-0.0013032i,-0.0001979-0.0013323i,8.3158e-05+0.00012798i,0.00096769+0.0010125i,0.001008+0.00076664i,0.00022081+0.00026176i,-0.00054595-0.00010147i,-0.0012414-0.00079257i,-0.0012184-0.0010762i,-0.00065632-0.00011471i,-4.5911e-05+0.00018174i,0.00078176+8.2549e-05i,0.00079554+0.00011766i,0.00025818+0.00010834i,-0.0002242+2.0192e-05i,-0.00029921+0.00024276i,0.00018353+0.00037124i,0.00081585-0.00014978i,0.00055051-0.00032351i
-0.00068998+0.00056624i,0.0006492+0.0012905i,0.00068668+0.0013941i,0.00084701+0.000559i,0.00070818+0.00029932i,0.00016974+0.00081312i,-0.00032734+0.00090007i,-0.00049441-4.3074e-05i,-0.00056924-0.0004018i,9.7412e-05+0.00021704i,0.001191+0.00051613i,0.0015857-3.285e-05i,0.0013808-0.00011326i,0.000817+0.00038468i,0.00047068+0.0011463i,-0.00017474+0.0010066i,-0.00025792+0.00072619i,-0.0002871+0.0005957i,-0.00068874-5.9479e-05i,-0.00037912+0.00014924i,-0.00025938+0.00030715i,-0.00088678+0.00023512i,-0.0012752+0.00024359i
-0.0019984-0.00051472i,-0.0023037+0.00056085i,-0.0021507+0.00080215i,-0.0016067+0.00081388i,-0.00049204+0.0007834i,0.00089695-9.2059e-05i,0.0010737-0.00051151i,0.00068316+3.8676e-05i,3.433e-05+0.0013649i,-0.00066171+0.0011131i,-0.00043198-0.00044207i,-0.00058389-0.00093731i,-0.0011618-0.00011187i,-0.0011564+0.0007427i,-0.00056884+0.00097885i,8.1315e-05+0.00087045i,0.00024757+0.00088635i,-3.8278e-06+0.00039219i,-0.00043113-0.00012613i,2.5136e-05-0.00086729i,0.00057122-0.00091826i,0.00047473-0.00018013i,0.00087227-0.00039836i
