0.00034691-0.00059808i,0.00033585-0.0011282i,-0.00080389-0.0013325i,-0.002174-5.4638e-05i,-0.0025211+0.0010069i,-0.0018039+0.0020602i,0.00023695+0.0022951i,0.0014801+0.0017083i,0.0014966+0.0012476i,0.00055384+0.00060398i,-0.00046509-0.00028885i,-0.00027391-0.0005419i,0.00047917-6.0106e-05i,2.7631e-05+0.00075642i,-0.00035932+0.00056148i,0.00054067-0.00021308i,0.00055457-0.00024155i,0.00041862-0.00049607i,0.00017636-4.3456e-05i,-0.00010993+0.00068959i,7.6633e-05+0.00066598i,0.00010404+0.00056244i,6.2445e-05+0.00047885i
-0.00019704-0.00033555i,0.00052683-0.00059337i,0.00063792+0.00012058i,-0.0010467+0.00019056i,-0.0011095+0.00075319i,0.00026569+0.0022014i,0.0001401+0.0018257i,-0.00052085+0.00037337i,7.5194e-06-0.00017286i,0.0011888-9.9413e-05i,0.001301-0.00032032i,0.00065927-3.6865e-05i,-0.00012924+0.00081622i,-0.00055148+0.00061789i,0.00034807+0.00059713i,0.00037084+0.00073449i,0.00026865+0.0001117i,0.00078361-0.00055843i,0.00027782+0.00019139i,-0.00030587+0.0014224i,0.00031096+0.0016712i,0.00071062+0.00092413i,0.00051508+0.00047748i
9.5385e-05-1.0523e-05i,-7.4704e-06-0.00035326i,0.00048219+9.4113e-05i,0.00066716+0.0001852i,0.00032756+0.00020837i,-0.00010584+0.0006758i,-0.00015511+0.0011438i,-0.00016275+0.0012115i,-0.00030929+0.0010694i,-0.0008191+0.0011138i,-0.0004874+0.00037878i,0.00055107-0.0006253i,0.00037747-0.00037962i,-8.7504e-05+0.00020595i,-0.00049914+0.00045143i,-0.00064717+0.00065005i,-0.0007527+0.00097755i,-0.001124+0.0010677i,-0.00035702+0.0010821i,0.00057713+0.00059788i,0.00095614+0.00051097i,0.0011151+0.00071418i,0.00074315+0.000339i
-0.0015418+0.0013452i,0.00016138+0.0014701i,0.00041654+0.0019461i,-0.00053543+0.0016172i,-0.00022427+9.0047e-05i,0.00045461-0.00016146i,0.00091488+0.00052139i,0.00040041+0.0010751i,-0.00022764+0.0012504i,0.00027382+8.6117e-05i,0.00075282-0.0011814i,0.00059247-0.0012438i,-0.00022872-0.00075849i,-0.00075896-0.00034992i,-0.00079601-0.00083927i,-0.0013603-0.001369i,-0.0013258-0.00085826i,-0.00038207+0.00016746i,-0.00013453+0.0010638i,2.13e-05+0.00165i,0.00053536+0.0018462i,0.00045909+0.00095802i,0.00015074+0.00032448i
5.6831e-05+0.00069727i,0.0013269+0.00078523i,0.0010474+0.00059623i,0.001036+9.5022e-05i,0.0010246-0.00012451i,0.00043859+0.00057286i,0.00038427+0.00063813i,0.00045114-0.00045149i,0.00078025-0.00013431i,0.0010338+0.00096327i,0.00074643+0.00087009i,0.00045662-0.00045296i,-3.7787e-05-0.0013367i,-0.00037553-0.00096607i,0.00022302-0.00078936i,0.00051111-0.00069371i,-2.9679e-05+2.2083e-05i,-0.00048699+0.00021923i,-0.0002541-0.00016881i,-0.0003528-0.00032211i,-0.0009702-0.00034849i,-0.00093932-0.00033125i,-0.00065655-7.9618e-05i
0.00078224+0.00092385i,-8.8159e-05-0.00012416i,-0.00012038-0.00064853i,-0.00017967-7.3194e-06i,2.4772e-05+0.00025081i,0.00016844+0.00067389i,0.00040898+0.00062275i,0.00056342+0.00012872i,0.00069974-0.00016486i,0.00071653-0.00058947i,0.00024119-0.00025681i,0.00048014+0.00013729i,0.00050522+0.00071169i,0.00010611+0.00085172i,0.00017709+0.0005167i,-4.7185e-05+0.00028647i,-0.00029029+1.118e-05i,-0.00014509+4.9483e-05i,-0.00016598-0.00013863i,-8.5549e-05+8.6217e-05i,5.3139e-06+9.8777e-05i,-8.2801e-06+1.8706e-05i,-0.0003638+0.00015231i
0.00036835-6.9925e-05i,6.0273e-06-0.00054805i,-0.00029279-5.5199e-05i,-0.00017792+0.00077671i,7.7125e-07+0.00052567i,0.00095848+0.0006782i,0.0012736+0.00065627i,0.00045759-0.00015555i,-0.00042095-0.00066956i,-0.00025106-0.00035001i,0.00054432-0.00014636i,0.00094299-0.00040122i,0.00099465-1.5014e-05i,0.0013955+9.6146e-05i,0.0014438-0.00040984i,-0.00015854-0.00066899i,-0.00069531+0.00022888i,-0.00041343+0.00071507i,-0.00051627+0.00052888i,-0.00047287+0.00024551i,-0.00066282-0.0003509i,-0.00053247-0.00068917i,-0.00050431-1.9258e-05i
0.00034602-0.0012593i,-0.00023989-0.0023802i,-0.00039808-0.0020006i,0.0002632-0.0001917i,0.00077278+0.00046003i,0.00032043+0.0013056i,0.0010325+0.0016038i,0.0016996+0.00099571i,0.0010169+0.00029163i,0.0003759-8.5271e-05i,0.00031243-0.00039785i,0.00015079-0.00044237i,0.00067678+4.87e-05i,0.0013583+0.00028289i,0.0012956-0.00037848i,0.0011569-0.00015548i,0.0010187+0.00061672i,0.00018269+0.00047979i,-0.0003555+0.00031917i,5.9699e-05+0.0001593i,-8.9631e-05+5.1926e-05i,-0.0010916+0.00024911i,-0.0014713+0.00018495i
0.0018007+0.0023049i,0.0032756+0.0011378i,0.0034925-0.0010864i,0.0020437-0.0011836i,0.0004755-0.00068418i,0.00056886-0.0008008i,0.0010041-0.00040806i,0.00098625+0.00075263i,0.00069637+0.00094443i,0.00022181-0.00027293i,-0.00016234-0.0014064i,-0.00013319-0.00073125i,7.4762e-05-3.5106e-05i,-0.00013316+0.00018955i,-0.00016155+0.00015912i,-3.5122e-05-8.8437e-05i,0.00049702-0.00011804i,0.00050307+0.00045305i,-0.000121+9.7365e-05i,-0.0004612-0.00041215i,-0.00032793-0.00027834i,0.00023877+0.00011635i,0.00053867+0.00072617i
0.0014175+0.00019564i,0.0014723+0.00057538i,0.00040144+3.7275e-05i,-0.0002461+0.00013887i,-0.00085253+9.6941e-05i,-0.0010946+0.00036828i,-0.00052147+0.00025265i,0.00054888-0.00048283i,0.00053964-0.00093056i,-0.0001802-0.00093981i,-0.00016936-0.00080395i,3.3845e-05-0.00066267i,4.4446e-05-0.00035595i,-0.0002348+0.00017988i,-0.00054153+0.00050474i,-0.00040538+0.00075231i,-0.00020828+0.00027933i,0.00055874-0.00030552i,0.0010938-0.00053344i,0.0013081-0.00095574i,0.00068465-0.00096355i,-0.00022843-0.00086436i,-0.0002842-0.0010488i
0.0011019+0.00079413i,0.0014482+0.00034346i,0.00036291-0.0010118i,-0.00056606-0.0010761i,-0.00094572-0.00049794i,-0.00080071+1.8066e-05i,0.00056521+0.00014469i,0.0017868+7.0338e-05i,0.0015129+0.00057956i,0.0010544+0.00011433i,0.0011988-0.0010643i,0.00090384-0.0011266i,5.5481e-05-0.00023418i,-0.00053778+0.0001112i,-0.0010353+0.00023078i,-0.0011546-0.00025849i,-0.00069161-0.00081026i,-0.00010786-0.00024126i,-0.00034866+0.00058196i,-0.00055465+0.00074863i,-0.00020197+0.00030528i,-0.00051456-3.3282e-05i,-0.00052171-4.1838e-05i
0.00048427-0.00015559i,0.00092724-0.00096028i,0.0011655-0.0021156i,0.0011312-0.00080939i,0.0001623+0.0013727i,0.00033748+0.00068707i,0.0014976-0.00015234i,0.0016914-0.00023185i,0.00099379-7.789e-05i,0.0010587+0.00033491i,0.001157+0.00045261i,7.4954e-05+0.00042194i,-0.0011145+0.00033235i,-0.00073504+0.00016128i,-2.4319e-05-0.00013252i,6.2123e-05-8.5954e-05i,-0.00011646+0.00033975i,-0.00030771+0.00060348i,-4.6897e-05+0.00064723i,0.00061739+0.00048535i,0.00095007+0.00043271i,0.0007932+0.00048824i,0.00037276+0.0001047i
0.00070563+0.00026353i,6.2926e-05+0.00077377i,0.00072407+0.002154i,0.00051815+0.0017604i,-0.00014405+0.00050381i,0.00035006-0.00027436i,0.0011849-0.0005792i,0.00089307-0.00042126i,0.00065576+0.00027824i,0.00028254+0.00063709i,-0.00021401-0.00027224i,-7.8925e-05-9.5373e-05i,5.8678e-05+0.00055447i,-6.2209e-05-0.00030774i,-0.00035067-0.0011109i,0.00028011-0.00081969i,0.0013978+8.7508e-05i,0.0011029+0.00072802i,-0.00041105-0.00029291i,-0.00046634-0.00078666i,-8.1319e-05-0.00058838i,0.00042355-0.00036906i,0.00094762+0.00017865i
-0.001157-0.0010032i,-0.00071638+0.00037576i,-0.0012687+0.00088207i,-0.0010548+0.00063154i,-0.00034676+0.0008146i,0.00019067+0.00070687i,0.0002569+0.00045691i,0.00028485+0.0003008i,0.00099407-4.451e-05i,0.00082737-0.00015283i,0.00014488-0.00019001i,-0.00012516-0.00033808i,0.00011195+7.3221e-05i,0.00033601+0.00016291i,0.00021888+0.00040422i,0.00065022+0.0012517i,0.00046538+0.00072286i,2.6922e-06-0.0003255i,0.00014976-0.00025356i,0.00062191-0.0001293i,0.00098066-0.00035077i,0.0010307+3.116e-05i,0.00050743+0.00035891i
9.3702e-05-0.00016984i,0.00063797+7.4963e-05i,0.0011036+0.00045312i,0.0010714+0.00076355i,0.0005938+0.00087734i,0.0002343+0.001004i,0.00050586+0.00096222i,0.00026473+0.00072278i,-0.00010555+7.2619e-05i,0.00056671-0.00022158i,0.0011329+8.4905e-05i,0.00057295-0.00040144i,0.00041454-0.00043633i,-1.0645e-06-0.00013871i,-0.00017403-0.0007348i,-8.6945e-05-0.00041091i,-0.00032745+0.0004496i,-0.00026027+0.00047185i,-0.00081273+0.00043608i,-0.0013397+0.00027761i,-0.00067526-0.00021038i,-0.0003078-0.00015165i,0.0002117+0.00024081i
-0.00058225+0.0001999i,-0.00012306+0.0010629i,-0.0003014+0.0015348i,-0.00041741+0.0010892i,2.3773e-05+0.00070962i,0.00019243+0.00036115i,-0.00028207-0.00048276i,-0.00014013-0.0011114i,0.00032062-0.00083949i,0.00015522+0.00017253i,-0.00042881+0.00029003i,-0.00020043+9.2538e-05i,0.00017885+0.00015387i,-0.00031483+7.633e-05i,-0.00049532+0.00019416i,0.00059362+0.00031127i,0.00048336-0.00016077i,-6.4759e-05-0.0001445i,-0.00030597+7.5996e-06i,-4.3243e-05-0.00040123i,2.4924e-05-0.00067767i,-0.00080448-0.00031096i,-0.00063633+0.00035443i
-0.0010591+8.8928e-05i,-0.0011687+6.9535e-05i,-0.0019756-0.00051744i,-0.0013738-0.00050385i,-0.0010479+0.00094854i,-0.0016738+0.00089611i,-0.0012235+0.00052606i,0.00030498+0.000741i,0.00048195+0.0010327i,-0.00074554+0.00090008i,-0.00052367-5.6916e-05i,0.00014175-0.00024861i,0.0003123-0.0001282i,0.0004876+3.2004e-05i,0.00047702+0.00013236i,0.00057276-0.00015193i,0.00074852-0.00093808i,0.00047941-0.001043i,0.00019536-0.00033579i,-0.00026827-5.1058e-05i,-0.00035442-0.00012375i,0.0001711-0.00050964i,-1.0268e-05-0.00032949i
-0.002372+0.0017722i,-0.001124+0.0012225i,4.1021e-05+0.00089621i,0.00098445+0.00069404i,0.0014667+0.00016602i,0.0013515-0.00088769i,0.00061173-0.00063262i,0.00017342-1.0108e-05i,-1.1335e-05+0.00046426i,5.0857e-05+0.00031259i,-4.8114e-05+0.0003359i,-0.00038849+0.0006935i,-0.00057043+0.00068271i,-0.001173+0.00086662i,-0.0012221-0.00011969i,-4.2601e-05-0.00074073i,0.00019094-0.00075599i,-0.0008144-0.00078896i,-0.0006966-0.0003537i,-0.00015578-1.2378e-05i,6.2859e-05+0.00034095i,0.00023568+0.00014155i,0.00040412-0.00037673i
3.2339e-05+0.00017855i,0.00034667+0.00063472i,0.00054301+0.00086574i,0.00088636+0.00057007i,-0.00014863-0.00032382i,-0.00098077-0.0003773i,-8.4163e-05+0.00054928i,0.00072233+0.0004112i,0.00071805-0.00054135i,0.00090352-0.0004463i,0.00055437+0.00016085i,1.9126e-05+0.00062216i,0.00061967+0.00044014i,0.00020814-0.00050489i,-0.00049499-0.00095388i,-0.00024227-0.00051405i,0.0002298+9.9513e-05i,0.00014625+0.00026877i,-0.00011765+0.00049314i,-0.00017277+0.00052457i,-0.0005593-6.9457e-05i,-0.00036538+5.8912e-05i,-0.00041785+0.00084991i
0.0017229+0.0030433i,0.0020668+0.0020286i,0.0018397+0.00065515i,0.0015451-0.00029828i,0.00051359-0.00046993i,0.00045357-0.00019214i,0.00079692+0.00032479i,0.00060679+0.00026766i,0.00043121-0.00028252i,0.00052795-0.00082907i,0.00037885-0.0010427i,-3.8393e-05-0.00052519i,-0.00036869-0.00010663i,-0.00067686-0.00023849i,-0.00066036-7.8557e-05i,-0.0010598-0.00051127i,-0.00089614-0.00070617i,-0.00032064+0.00029611i,-0.00096252+0.00057209i,-0.00069904+0.00014576i,-0.00027949+6.3344e-05i,-0.00056078+0.00029241i,-0.00052706+0.00063329i
0.00023482+0.00062754i,0.00084208+0.0015578i,0.00143+0.0012126i,0.00043988+0.00053357i,-0.00074906-0.00020068i,-0.00032718-0.0002564i,0.0010217-7.8633e-05i,0.0011363-0.00015281i,0.00053464-0.00014078i,0.00080908+0.00042483i,0.00065723+0.00016047i,9.8762e-05-0.00033311i,-0.00040559+0.00013603i,-0.00067331-0.00025342i,-0.00078502-0.00040349i,-0.0010432+7.7002e-05i,-0.00079879-0.00036434i,9.193e-05-0.00037955i,0.00053907+0.00036524i,0.00016058+0.0011106i,-0.0003374+0.0012502i,-0.00021001+0.00048197i,0.00017333+0.00021631i
0.00034836+0.00042577i,-0.00085902+0.0012177i,-0.002485+0.00076306i,-0.0020775+0.00083593i,-0.00093692+0.0016884i,-0.00082736+0.0015635i,-0.0002577+0.00048185i,0.00026286+0.00065499i,0.00033982+0.0007319i,0.00060557+0.0006097i,0.00053646+0.00061378i,0.00038633-7.1769e-05i,6.3042e-05-0.00051461i,0.0005954-0.00047633i,0.00090328-0.00015247i,0.00016389-0.00036861i,-0.00027071-0.00038451i,0.00031446+0.00026221i,0.00037522+0.0013567i,-2.4517e-05+0.00068905i,0.00062994+0.00012561i,0.00046253-0.00011302i,3.0486e-05-0.0010398i
0.00020272-0.0010049i,-3.988e-05-0.0011803i,-0.0017008-0.00084818i,-0.0023376-0.00013837i,-0.0021481+0.00026081i,-0.0013875+0.00098992i,0.0003176+0.0010622i,0.00080198+0.00042423i,-0.00010938+0.00022944i,1.2749e-05-0.00017546i,0.00068159-0.00012534i,0.0012531-0.00036491i,0.00096921-0.0002335i,0.00042535-3.4091e-05i,0.00025658+0.0004032i,0.00010426+0.00032917i,6.1993e-05-0.00061509i,-0.00043045-0.00077269i,-0.00061884-0.00088157i,-0.00036089-0.00074846i,0.00024487-0.0003752i,3.7083e-05+3.2095e-05i,-0.00074121-0.00020992i
0.001766+0.0020532i,0.0020717+0.0013736i,0.00082267+0.00024627i,0.00063414+0.00046468i,0.00051935+0.00019431i,0.00045089+0.00014104i,1.399e-06+0.00031083i,-0.00021391+0.00018116i,-0.00015738+0.00024142i,-0.00032667+0.00010939i,-0.00031867-0.0001303i,4.2138e-05-0.00084814i,-0.00024649-0.00074769i,-3.8518e-05-0.00039037i,0.0012488+0.00021846i,0.00063776+0.00066101i,6.1676e-05+0.00057817i,0.00027815+0.00068267i,9.7641e-05+0.00067888i,1.7067e-05+0.00028121i,-0.0004133+0.00024824i,-0.00066527+0.00017045i,-0.00017144-0.00038283i
-0.0007442+9.3632e-05i,-0.00042703+4.4824e-05i,0.00068348-0.00013213i,0.00096092-0.00025795i,0.00029562+0.00027282i,-0.00025726+0.001308i,-0.00014745+0.0017447i,0.00067476+0.0011211i,0.00051847+0.00098624i,-0.00040442+0.00069859i,-0.00042944+0.00066615i,-2.0498e-05+0.00032572i,0.00025417-0.00018527i,-0.00045611+0.0004563i,-0.0012527+0.00095224i,-0.00051754+0.00056975i,-0.00050986-4.427e-05i,-0.00060263-0.00042988i,-7.9912e-05-0.00052863i,0.00045751+0.000213i,0.0010981-1.6542e-05i,0.00032971-0.00014569i,-0.00046779+0.00079723i
-3.2592e-05+0.00063495i,0.001094+0.00039401i,0.0011117-0.00039925i,7.3095e-07-0.00042598i,-0.0013367+0.00056581i,-0.00128+0.00042501i,-0.00048725+0.00010686i,-2.8374e-05+0.00010026i,0.00034649+0.00023941i,0.0010995+0.00033375i,0.00084171+0.00029327i,0.00020933+0.00039069i,-0.00015901-0.00033371i,-4.563e-05-0.00077353i,0.00027422-5.8669e-05i,0.0010067+0.0004794i,0.0010047+0.0001683i,-1.7324e-05+7.397e-05i,-0.00087289+0.00040395i,-0.00081199+0.00037993i,-2.5712e-05+2.7139e-05i,0.00039773+0.00021488i,7.4883e-05+0.00019992i
0.0010923+0.00037429i,0.00059914-0.00095294i,0.001363-0.0024809i,0.00044089-0.0020539i,-0.001504-0.00048467i,-0.0012994+0.00047166i,-0.00029057+0.00058311i,9.5233e-05+0.00034904i,0.00036821+2.7712e-05i,3.4842e-05-0.00052838i,-0.00013508-0.00024571i,-0.00021926+0.00046737i,-0.00078492+0.00033794i,-0.00081751+0.00026i,-0.00027818+0.00068507i,-0.00060652+0.0009001i,-0.00071627+0.00067937i,-3.7304e-05+0.00018381i,-1.148e-05+0.00013864i,-0.00020863+7.3515e-05i,-0.00014262-0.00060533i,-7.4007e-05-0.00071647i,-0.00052992-0.00010842i
0.0011117-0.00087215i,0.001003-0.0009456i,0.00051381-2.9817e-05i,-0.00012115+0.00051864i,-0.00086932+0.00069728i,-0.00097824+0.0008644i,-0.00051105+0.00070653i,0.00014244-0.00014612i,0.00092666-0.00066819i,0.00079966-0.00011119i,0.00013275-8.4915e-05i,1.2761e-05-8.7124e-06i,-0.00015182+0.0010759i,0.00031548+0.0012694i,0.00068346+4.528e-05i,0.00062864-0.00033938i,0.00050776+0.00059417i,-0.00012778+0.00024639i,-0.0002427-0.00064943i,-0.00022317-0.00042896i,-7.6415e-05+0.00019945i,7.4226e-05+0.0007006i,-0.00019971+0.00047679i
-0.0012536+0.00041163i,-0.00089942+0.00022804i,-0.00026986-0.00049551i,5.1071e-06-0.00057566i,-0.00076741+0.00094054i,-0.00089878+0.0012976i,-0.00019203-2.1076e-05i,0.00021379-0.00021856i,0.00056634-2.6476e-05i,0.00075572-3.2657e-05i,-0.00013732+0.00036585i,-4.3868e-05+0.00055971i,-0.00014672-0.00034629i,-0.00013302-0.00060182i,-2.1234e-05+0.00013011i,0.00035647+0.00020843i,0.00043409+0.00044467i,-0.00011821+0.00058334i,0.00011937+0.00043373i,0.00080656+0.00082143i,0.00065209+0.00063021i,0.00023554+0.00050694i,-0.00019622+0.00090945i
0.0012876-0.00015766i,0.0016965-0.00075178i,0.001881-0.00077131i,0.00018249+0.00018008i,-0.0013068+0.00024896i,-0.00056901-0.00070191i,9.2369e-05-0.00052049i,0.00049879-0.00026191i,0.00091071+7.5495e-05i,0.00044403-0.00023537i,-0.00013945-0.000518i,-0.00065786+0.00015606i,-0.00038116+0.00074399i,-0.00027709+0.00043273i,-0.00058941-0.00021125i,-0.00015435+4.3714e-05i,0.00011311+0.00050868i,0.00010638+0.00030793i,-0.00015129-0.00018786i,-0.00015543-0.00056744i,0.00071758-0.00048175i,8.9017e-05-0.00014717i,-0.00081671+4.6403e-05i
3.1679e-05+0.00061119i,-0.00011217+0.00091428i,8.6235e-05+0.0018753i,-0.00024558+0.0016467i,-0.00059829+0.0011456i,-0.00027473+0.00035685i,-2.269e-05-6.2747e-06i,-3.3161e-05+4.0739e-05i,-6.4601e-05+8.9094e-05i,-0.00021245-0.00030006i,-0.00033735-0.00092681i,-0.00035544-0.001322i,5.9435e-05-0.00010447i,-0.0003207+0.00092948i,-0.00086974+0.00072967i,-0.0007046+0.00046239i,1.8326e-05-0.00028805i,0.0004047-0.000319i,0.0002561+0.00057939i,-0.00034091+0.00092253i,-0.0004788+0.00036123i,1.9636e-05+0.00042166i,0.00012675+0.0010149i
-0.0022532-8.5607e-05i,-0.0016408+0.00096982i,-0.0010578+0.0018232i,-0.00022787+0.0018761i,0.00081899+0.0014496i,0.0010657+0.00096308i,0.0003579-4.4359e-05i,-0.00040988-0.0001292i,-0.0013384+6.5396e-05i,-0.00091607+3.9009e-05i,-0.00018635+0.00014633i,0.00010613+0.00022148i,0.00087299+0.00016299i,0.00084807-0.00017824i,0.00068548-0.00073626i,0.00065313-0.00050208i,-8.6905e-05+0.00017329i,-0.00048147+0.00063931i,-0.00094452+0.00044644i,-0.0013229-0.00044821i,-0.00037082-0.00057143i,0.00016899-0.00012417i,0.00047149+0.00042938i
-0.00069054+4.7933e-05i,-0.00045806-0.00016756i,0.00021276+0.00019729i,2.4495e-05+0.00013326i,-0.00045685+0.00020068i,0.00019553+0.00068313i,0.0007556+0.00072827i,0.00041011+0.0007892i,0.00028372+0.00058274i,0.00015963-0.00046306i,0.00050388-0.00075871i,0.00057764-0.00015548i,-0.00026431+0.00037586i,-0.00029221-0.00035589i,-0.00010461-0.00030416i,-0.00049162+0.0003163i,-0.00059553-0.00014863i,-0.00030569-0.00017257i,-0.0003145+0.00017632i,-0.00040928+0.00030558i,5.7534e-05+0.00028262i,0.00043468-0.00012462i,0.00067337-0.00046141i
0.0019023+0.00059811i,0.0018904+0.00092877i,0.0020226+0.00094256i,0.0014053+0.0002307i,0.00016211-4.728e-05i,-0.00052789+0.00014762i,-0.00076791+0.00018909i,-0.00015295-0.0002206i,0.00052439+0.0001124i,0.00062651+0.000442i,0.00032885+0.00048274i,-6.9437e-05+2.2955e-05i,-0.00055386+0.00023816i,-0.0014178+0.00041869i,-0.001639+0.00021113i,-0.00082989+0.00021833i,-0.00030097-0.0001132i,-0.0004028-0.00053218i,-0.00097111-0.0001348i,-0.00027613+0.00035537i,0.00086497+0.0005105i,0.00032914+0.00036186i,2.2138e-06+0.00010239i
-0.0010456+0.0010029i,-0.00082717+0.0007984i,0.00020415+0.0014679i,0.00079838+0.0019559i,0.00043569+0.0012425i,0.00048115+0.00013093i,0.00049315-0.00038813i,-0.00040956+4.6606e-05i,-0.00067434-0.00010294i,0.00020447-0.00038141i,0.00068052-0.00024546i,0.00014725-0.00030459i,-0.00073018-0.00066072i,-0.0010731-0.0010448i,-0.00037149-0.00053696i,-0.00016444-0.00043378i,-0.00099074-0.0009259i,-0.0010064-0.00048124i,-1.6564e-05+0.00055414i,6.6137e-06+0.00074285i,-0.00029945+0.00058137i,0.00019326+0.00034472i,0.0011762-0.0001994i
0.00043067+0.0014024i,0.00011533+0.0012089i,9.4887e-05+0.00036958i,0.0003994-0.00036382i,0.00019253-0.0015327i,1.0332e-05-0.0014502i,6.1784e-05-0.0010034i,0.00044281-0.0003711i,7.3881e-05+0.00022222i,-0.00075129+2.9277e-05i,-0.00084049-0.00062229i,-0.001001-0.0011644i,-0.0007751-0.0009833i,-0.0005371-0.00013605i,-0.00094144+0.00045726i,-0.0012021+8.0738e-05i,-0.001042-6.0593e-05i,-0.00039421+0.00015394i,0.00078711-2.2411e-05i,0.0011979+0.00040852i,0.001071+0.0010586i,0.0009843+0.00054031i,0.00069848-0.00082562i
-0.0004282+0.00078255i,-6.5111e-05+0.00056042i,0.00064041+0.00058068i,0.00098861+0.0011859i,0.0013104+0.0015502i,0.0015875+0.0016044i,0.00093369+0.00096147i,-0.00016603+0.00043921i,-0.00054227+0.00010357i,8.8879e-05-0.00017992i,0.001101+0.0001038i,0.0016705+0.00024066i,0.0005189-9.5394e-05i,-0.00066202-0.00077513i,-0.00011234-0.00088456i,0.00049418-2.0809e-05i,0.00050066+0.00043158i,0.00027123+0.00069835i,0.00019393+0.00081741i,7.8758e-05+0.00021473i,6.8369e-05-3.6708e-05i,0.00064902+0.00022082i,0.00062874+0.00018488i
0.0011519-0.0015233i,5.402e-05-0.0021111i,-0.00022713-0.0022309i,-0.00074186-0.0015809i,-0.0012471-0.0003713i,-0.00065578+0.0006446i,0.00078429+0.00097006i,0.0016813+0.001134i,0.0012226-0.00018099i,0.0003228-0.0011186i,-0.00035366-0.00073149i,-0.00022218+0.0002113i,0.00050584+0.00019978i,0.00054542-0.00039297i,0.00023698+0.00032345i,-6.6331e-05+0.0014689i,1.7283e-05+0.00081991i,0.00050095+0.00040423i,0.00033457+0.00080413i,-0.00033178+0.00045092i,-0.00086115+0.00034465i,-0.00077674+0.00042835i,-0.0005936+0.00059184i
-0.0006217+3.3636e-05i,-0.00021098+0.0017217i,-4.6789e-05+0.0017766i,-0.00053616+0.00067315i,-0.00088193+0.00024124i,-0.00019902-0.00059668i,0.00052784-0.00091317i,0.00032372-0.00071688i,0.00015424-0.00037368i,0.0004533-0.00026679i,0.00072121-0.00047741i,0.00033638-7.2017e-06i,-0.00072236+0.00077289i,-0.00069304+0.0011173i,0.0001511+0.00089634i,7.1007e-05+0.00092988i,-0.0001032+0.00036906i,-0.00019191+0.00029884i,-0.00021607+0.00051459i,0.00028528+0.00055142i,8.56e-05+0.00070491i,-5.3419e-05+0.00042129i,0.00016879-0.00026676i
0.0015485-0.00065038i,0.0015944+0.00051081i,0.0001639-7.6519e-05i,-0.00027944-0.00020913i,-0.00039442+0.0009714i,-0.0006533+0.001278i,0.00062387+0.00070191i,0.0013805+0.00036472i,-0.00028389+0.00031763i,-0.00094001+0.00032371i,-0.0004715+0.0010268i,9.724e-05+0.0011174i,-0.00016199+0.00031873i,-0.00080062+1.2619e-05i,-0.00028279-7.7803e-05i,0.00069539+0.00022756i,0.0013555+0.000661i,0.00084257+0.00070012i,5.5946e-05+0.00072612i,-0.00021691-1.342e-05i,-6.5638e-05-0.00045062i,0.00049974+0.00015872i,0.00024121+0.00026283i
0.00026471+0.00035889i,0.00043381+5.2752e-05i,0.00070087+0.00038719i,-0.00037931+0.00052961i,-0.00041731+0.00068428i,0.00052754+0.00042413i,0.00086454-0.0002116i,0.00044941-0.00031011i,0.00026535-0.0002528i,0.00049035-0.00020998i,0.00016577-0.00035078i,-0.00041974-0.00029314i,-0.00058981-0.00062352i,-0.00029511-0.0011208i,0.0001446-0.0011494i,0.00026245-0.00064578i,-0.00037407-0.00064946i,-0.00088555-0.00094496i,-0.0013992-0.00079253i,-0.0015923-0.00059181i,-0.00079298-0.00084042i,0.00069739-0.00082099i,0.0011383-0.00020776i
0.00091927-0.0020526i,0.00073894-0.0010925i,-0.00011692-5.3424e-05i,-0.001024+5.3458e-05i,-0.0016635+0.00019385i,-0.0011418+0.0012407i,-7.7249e-05+0.0011513i,8.3424e-06+0.00015052i,-0.00034285-0.00063363i,0.00017393-0.00093276i,0.00098327-0.00035847i,0.00092127+0.0001253i,0.00058332+0.00098906i,0.00037793+0.0020008i,-0.0003929+0.0017306i,-0.00045336-0.00010687i,0.000445-0.00067899i,0.00042432-0.00040232i,-0.00015678+0.00021823i,-8.2125e-05+0.00050867i,-9.909e-05+3.4548e-05i,0.0001413-0.00055531i,0.00053895-0.00039377i
0.00033813+0.0026761i,0.0010506+0.0023571i,0.00078239+0.00048521i,0.00025251-0.00033286i,0.00021312+0.00073182i,6.1552e-05+0.00050184i,-0.00064381+0.00041062i,-0.0011003+0.00058857i,-0.00075411+0.00058275i,0.00054525+0.00016167i,0.0011356-0.00053623i,0.00080769-0.00075924i,0.00021797-0.00072517i,-0.0005872-0.00075547i,-0.0003582-0.0010172i,0.00048197-0.0002898i,-5.9734e-07+0.00070992i,-0.00041607+0.00042595i,-3.5932e-05-0.00051902i,-0.00020714-0.00059935i,-0.00091343+0.00093905i,-0.00072204+0.0013209i,-0.00053619+0.00026386i
