0.0018896-0.00054447i,0.00072525-0.0011443i,-0.00079556-0.0014663i,-0.00083956-0.0015141i,-0.001359-0.0006943i,-0.0018769+3.4031e-05i,-0.0016981+0.0013433i,-0.00024976+0.0022171i,0.0020515+0.0011741i,0.002924-0.00012226i,0.0016818-0.0011412i,0.00022101-0.0011975i,0.00019296-0.00047792i,0.00022392-0.00072373i,-0.00023859-0.00092569i,0.000113-0.00034868i,0.00010013+0.00046371i,5.8669e-05+0.00068587i,0.00061997+0.00089851i,0.00060874+0.00069932i,0.00057015+0.00012984i,-0.0002186-0.00044831i,-0.0012407-0.00041763i
0.00043865+5.7945e-05i,0.0013281-7.9956e-05i,0.000834-0.00040951i,-0.00028977-3.9376e-05i,0.00023652+0.00031544i,0.00082057+0.00029821i,1.2408e-05+0.00090862i,-0.00063334+0.0020353i,-0.00019142+0.0024501i,0.00022509+0.0015253i,0.00096549+0.0010853i,0.00044018+0.00062356i,-0.00011837-0.0006556i,0.000207-0.00088086i,0.00025319-0.00044657i,0.0001132-0.00024904i,0.0002762-0.00018431i,9.98e-05+0.00017375i,-0.00026235+0.00047681i,-0.00055161+0.00029457i,-4.6291e-05+0.0005097i,0.00026678+0.00065141i,3.352e-05+0.00011529i
0.0014343-8.8718e-05i,0.0016624+0.00076743i,0.0013611+0.00027596i,0.0023355-4.4861e-05i,0.0032323+4.1627e-05i,0.002193-0.00032102i,0.00047124-0.00016898i,-8.9764e-05-8.3992e-05i,0.0008083+0.00030037i,0.0010465+0.00034639i,0.00016395+5.3566e-05i,-0.00046054-0.000212i,-8.3812e-05-0.0005288i,-0.00016759-0.00033227i,-0.00021358-0.00015208i,0.00030492-0.00058389i,0.00056465-0.00016042i,0.00064758+0.00036278i,0.0010573+0.0002272i,0.00083031-1.6893e-05i,0.00044735+5.1891e-05i,0.00023901-7.5252e-05i,-0.00027158-0.0003577i
-0.0013239+2.8583e-05i,-0.00054209-0.00017411i,4.586e-05+0.00040226i,0.0014018+0.0011995i,0.0019688+0.00038778i,0.0020341-0.00019894i,0.0013408+0.00051226i,0.0002998+0.00097046i,-0.00063985+0.00099351i,-0.00048986+0.00064045i,0.0003282+0.0007775i,0.00071119+0.0012005i,0.00044099+0.0010665i,0.00081373+0.00037269i,0.0010715-0.00017367i,0.00074901+0.00016985i,0.00056144+0.00027144i,4.9253e-05+0.0001787i,-0.00043173-0.00034329i,-0.00073611-0.00083851i,-0.00078584-0.0011575i,-0.00034116-0.0010102i,0.0010915-0.00020674i
-0.0013316-0.00064363i,-0.001489+0.001091i,-0.0011805+0.00027783i,-0.00026414+0.00028515i,0.00074045+0.0010233i,0.0012706+0.0012183i,-6.8558e-05+0.0010398i,-0.00083131+0.00017928i,0.00032248+0.0010163i,0.00070164+0.0016072i,0.0005524+0.0010555i,0.00055513+0.00059266i,0.00049239+0.00049146i,0.00046937+8.2216e-05i,0.00010781-0.0003112i,-0.00037999+1.5758e-05i,-0.00076638-0.00099151i,-0.00014111-0.0019847i,0.0004379-0.0012371i,3.2277e-05+0.00034622i,6.4383e-05+0.00067287i,0.00019742+0.000256i,9.5609e-05+0.00039345i
-0.00021012+0.00036551i,-0.00044948+0.00075257i,-0.00090696+0.00038739i,-0.0001615+0.00054977i,0.0010103+0.0009554i,0.0017439+0.00074098i,0.0011549+0.00054382i,-0.00032593+0.00054902i,0.00040525+0.00031237i,0.001624+0.00013211i,0.0012229+0.00032936i,0.00095409+0.00051259i,0.0005086+0.00055541i,5.7559e-05+0.00036971i,-0.00026576+0.00015394i,-0.00038321-3.9789e-05i,-0.00038368+0.00012335i,-0.00053287+0.00058783i,-0.0004232+0.00070017i,-0.00019247+0.00026857i,-0.00061634-0.00049639i,-0.0016377-0.00089767i,-0.0015771-0.0015952i
-0.0011715-0.00068167i,-0.001408-0.0014617i,-0.00010394-0.00060129i,0.0015574+0.00023294i,0.0025118-0.00031848i,0.0024091+0.00040596i,0.0012407+0.00095787i,1.0505e-05+0.00080595i,-0.00040611+0.00091383i,-0.00016855+0.0011365i,-0.00030897+0.001392i,1.9634e-05+0.00098893i,0.00056376-8.6571e-05i,0.00046263-0.00046919i,-0.00017663+0.00030966i,-0.00061941+0.00024216i,-0.0006662-6.3613e-05i,-0.00015809+0.00045518i,0.00052308+0.00092395i,0.00034756+0.00056153i,5.9468e-05-2.7538e-05i,0.00026864-0.00073997i,-0.00063487-0.0010632i
0.00028648+0.00086784i,0.0012921-5.5406e-05i,0.0011653+0.00015159i,0.0007235+0.00059122i,0.0019318+0.00062683i,0.0018496+0.00059238i,0.00051625+0.00077887i,3.1937e-05+0.0010768i,0.0007165+0.0005814i,0.0009772+0.00031473i,0.00027173+0.00033994i,-0.00049568-0.00027327i,-0.00035844-0.00044895i,-0.00026597+0.00030204i,-5.2521e-07-0.00010886i,0.00035957-0.00025238i,-0.00029292-8.6365e-05i,-0.00041156+0.00015402i,4.8812e-05+0.00066693i,0.0002774+0.00070244i,0.00066024+0.00041507i,0.00068743-0.00025043i,0.00089415-0.0006656i
-0.00078575+1.283e-05i,-0.0010038+0.00041356i,-0.00048309-0.00073792i,0.00088781-0.00054878i,0.0018375-0.00037143i,0.0016552-0.00090421i,0.00018885-0.00034941i,-0.0011122+0.00090061i,-0.00045351+0.0021949i,0.00066041+0.0015823i,0.0012813+0.00056586i,0.001563-0.0002584i,0.0013519-0.0004037i,0.001067-0.00029947i,0.00092299-0.00062949i,0.00038227-0.0006443i,-0.00038598+6.0657e-05i,-0.00053199+8.1915e-05i,-0.00019486+0.00036516i,0.00019002+0.00072486i,-0.00030578+0.00038734i,-0.00014924-0.00050359i,0.00079778-0.00041649i
0.00072685+0.00080305i,9.9554e-05+0.00048235i,0.0014439-4.3109e-05i,0.0020701+5.344e-05i,0.0017864-0.00018293i,0.0010835-0.00077599i,-1.9926e-05-0.00025764i,0.00016622+0.001057i,0.0003452+0.0015321i,0.00023093+0.0011069i,-3.7021e-05+0.00031837i,-0.00053973+0.00025235i,-0.00014487+0.00034101i,0.00013016+0.00064819i,-0.0010993+0.00061665i,-0.0019+0.000368i,-0.00094441-0.00049658i,0.00025188-0.00053448i,0.00050887-0.00017423i,0.00041877-0.00025182i,0.0005284+0.00035606i,0.00033769+0.00019059i,0.00039133-0.00029718i
-0.0011781-0.0011373i,-0.00078118-0.0016518i,-0.00043034-0.00089623i,0.00092339+0.00019252i,0.0024609+0.0006036i,0.0026323+0.00023825i,0.0005216+9.0023e-05i,-0.00061981+0.0010712i,-0.00033598+0.0021883i,0.00018761+0.0016254i,0.00021985+0.00061045i,-0.00072527+0.00031086i,-0.0006426+0.00017491i,-0.00063031-3.6828e-05i,-0.00081663+3.0224e-05i,-0.00012214+0.00059392i,0.00025162+0.00073709i,-0.00021753+0.00046598i,-0.00026669-6.9973e-05i,-0.0004404-0.0004288i,-0.000604-0.00043435i,-0.00075945-0.00072505i,-0.000733-0.00076481i
0.00025973+0.0014824i,0.0002787+0.002239i,0.00069489+0.0013964i,0.0015432+0.00043562i,0.0026332-6.518e-06i,0.0017307-0.0011402i,0.00030447-0.0011949i,0.000388+0.00053539i,0.00054108+0.0015267i,0.0018412+0.00064266i,0.0014781-0.00019294i,-2.2669e-05+0.00025939i,-9.3241e-05+0.00076975i,0.0005598+7.8208e-05i,0.00049134-0.00087713i,0.00010724-0.00084182i,-4.3862e-05+9.4165e-05i,-0.00041898+0.00043637i,-0.00035794-0.00033239i,5.4363e-05-0.00089225i,-7.4456e-05-0.00066972i,-0.00020656+0.00042107i,-0.00038999+0.0009799i
0.001208+0.00035606i,0.0015202+0.00041755i,0.0020716-6.5305e-05i,0.001198-0.00010361i,0.00085146+0.0004288i,0.00077715+0.00032499i,-0.00022379-2.9594e-05i,-0.00085606+0.00048229i,0.00019965+0.0012313i,0.0011467+0.0014963i,0.00073494+0.0010457i,0.00035959+0.00012538i,0.00015425-1.8562e-06i,-1.2607e-05+0.00027699i,-0.00014238+0.00035004i,1.6749e-05+0.00071754i,4.0349e-05+0.00084047i,-6.9721e-05+0.00011265i,0.00011432+0.00037302i,0.00060441+0.0006463i,0.0012416+0.00039656i,0.00079634-0.00051097i,-1.6196e-05-0.0011231i
0.0010659-7.2416e-05i,0.00072349-2.727e-05i,0.00088797+0.00032421i,0.0020225+0.00038173i,0.0024403+0.00043628i,0.0020634+0.00077003i,0.0012759+0.00075237i,0.0008725+0.001028i,0.0012368+0.0019037i,0.0010847+0.00084909i,0.00080246-0.0005084i,0.00058534-0.00059323i,0.00031349-0.0010674i,-0.00014381-0.00090358i,-0.001223+0.00013784i,-0.0012281-0.00025742i,-0.00042152+1.225e-05i,-0.00045177+0.0009394i,-0.00069191+0.00065928i,0.00013796+0.00011037i,0.00083373-4.1113e-05i,0.00048146-0.00023419i,-5.7258e-05-2.9664e-05i
0.0022393+0.0029619i,0.002021+0.0019746i,0.0028609+0.0026031i,0.0027482+0.0011003i,0.0022694-0.00053287i,0.0011427-0.00060067i,-0.00011035+0.00036099i,-0.00011118+0.0017913i,0.00089792+0.0017068i,0.0017317+0.0010637i,0.00075917+0.0003492i,-1.0117e-05-0.00053263i,0.00014678-0.00047405i,0.00052725-0.0003343i,0.00052647-0.0006275i,0.00010656-0.00078478i,-4.1631e-05-0.00020294i,3.6012e-05+0.00055933i,0.00024658+0.00091231i,-0.00033771+0.0011512i,-0.00029254+0.0010404i,0.00046073+0.00028736i,0.00052486-0.00028649i
-0.0003732+0.00011707i,0.00077844+0.00077536i,-1.3527e-06+0.00039597i,0.0011899-0.00043089i,0.0029987-0.00033721i,0.0024044-0.00055171i,0.00077966-0.00053122i,-0.00055899+0.00020254i,-0.00099247+0.00047335i,-0.00064926+0.0008142i,0.00014929+0.00080085i,0.00039266+0.00049078i,-0.00072511-2.3496e-05i,-0.0010244-0.00033262i,-0.00040507-0.00046514i,0.00013386-8.2161e-05i,0.00043311+6.6443e-05i,0.00056601-0.00032458i,0.0005029-0.00016961i,4.8364e-05+6.5134e-05i,0.00012593-0.00046837i,0.00011755-0.00047788i,0.00012823-0.00039517i
-0.0013958+0.00055924i,-0.00059819-0.00012037i,-0.00074563+0.00020472i,-0.00061686+0.00074776i,0.00083849+0.00087386i,0.0017762+0.0003107i,0.00088044+0.00045285i,0.00012611+0.0015936i,9.1776e-05+0.0016097i,0.00052701+0.00027872i,0.00072207-0.00017856i,0.00044659+0.0004406i,-0.00014742+0.00079739i,-0.00034144-0.00015601i,3.2853e-05-0.0011548i,0.00055795-0.00033737i,0.00065779+0.00076709i,-0.00016771+0.00036859i,-0.00022232+3.8277e-05i,0.00012151+0.00015248i,-9.1076e-05-0.00016884i,-0.00042349-0.00048471i,-6.7637e-05-0.00064214i
0.00016359-0.00098806i,-7.4869e-05-0.00032458i,0.00044644-0.00095622i,0.001497-0.00022626i,0.0023578+0.00044131i,0.002178+0.00072987i,0.00048661+0.0010471i,1.8389e-05+0.0011889i,0.00092395+0.0016586i,0.00057534+0.0014135i,3.0657e-05+0.0006548i,0.00079502+0.00038411i,0.0014754+0.00040758i,0.0014094+0.00013488i,0.00071263-0.0003537i,-8.5603e-05-0.00051321i,-0.00071291-0.00022064i,-0.00055017-0.00041999i,0.00011537-0.00029702i,0.00036243-0.00022425i,-7.5228e-05-0.00022949i,-0.0003681-5.6014e-06i,-0.00041172-0.00044754i
0.0010881+0.0021277i,0.0017977+0.0026942i,0.0021158+0.0022443i,0.0027636+0.00093642i,0.0032013+0.00042333i,0.0016483-0.00021259i,8.9765e-05-0.00072715i,0.00020044+8.2095e-05i,0.00095594+0.001062i,0.0012231+0.0010037i,0.0005249+4.0241e-05i,0.00047297-0.00019308i,0.00071898-8.2286e-05i,0.00054004-0.0010979i,0.0010054-0.0016299i,0.00042793-0.0012962i,-6.9331e-05-0.00072908i,0.00033654-0.0004486i,-0.0002956-0.00010152i,-5.1996e-05+0.00011334i,0.0013679-0.00050094i,0.0012822+0.00015132i,0.00039473+0.00096614i
0.0020196-0.0029116i,0.0016102-0.0020223i,0.0011902-0.0014593i,0.0013226-0.0010713i,0.0018227-0.00015364i,0.0013661+4.6634e-05i,2.1856e-05-0.00023408i,-0.00082135+0.00060666i,-0.000949+0.00064781i,-0.00026678+0.00062544i,9.3012e-05+0.0010119i,4.2101e-05+0.00022713i,0.00020585-0.00017962i,5.0372e-05-0.00014859i,-0.0004726-0.00058403i,-0.00092741-0.00063798i,-0.0011082-0.00037818i,-0.0012962-0.00029997i,-0.0012874-0.00040598i,-0.00048179+0.00025328i,0.00041098+0.00035295i,0.00026102+0.00028296i,-0.00048912+3.1214e-05i
0.0015039+0.002853i,0.0020022+0.0022032i,0.0030254+0.0012854i,0.0027621+0.00092133i,0.0029295+0.001148i,0.0026439+0.00074484i,0.00094479+0.0010062i,0.0003823+0.0022621i,0.0012415+0.0022265i,0.0015137+0.0014153i,0.00097389+0.00081747i,0.00048402+0.00032071i,0.00039344-4.8841e-05i,0.00088886-0.00046306i,4.8198e-05-0.0008034i,-0.0012445-0.00097323i,-0.0011448-0.00083227i,-0.00021138-0.00053672i,0.00067276-0.00092579i,0.00080789-0.00058117i,0.00032995+0.00055042i,0.00035807+0.00091057i,0.00084642+0.00070596i
0.0027722-0.0017933i,0.0019096-0.00017264i,0.0027736-0.00021309i,0.0026191+0.00052776i,0.0020587+0.0010448i,0.0012836+6.1023e-05i,-0.00050519-0.0006227i,-0.00051295+1.0279e-06i,0.00027461+0.00090397i,0.00039313+0.00038425i,0.00086054+0.00016779i,0.0012231+0.00045566i,0.000517-2.3115e-05i,-0.00059623+7.8952e-05i,-0.00083972+0.00030712i,-0.00022648-8.9565e-05i,-5.8772e-05-0.00023623i,-2.9484e-05+0.00013551i,-2.2343e-05+0.00082501i,0.00015141+0.0010221i,0.00032894+0.000107i,0.00034856-0.00028483i,0.00043231-1.0045e-05i
0.0043019-0.0043117i,0.0017897-0.0036204i,0.0030853-0.0050133i,0.0030475-0.0049134i,0.0011297-0.0024279i,0.00055921-3.3437e-05i,0.00018029+0.00087322i,0.00030167+0.0012618i,0.00094821+0.0014463i,0.00071522+0.00051027i,-9.7733e-05-0.00037935i,-0.00041119-6.8704e-05i,-0.0003944+0.00035625i,-0.00053047-0.00063863i,-0.00049455-0.00058139i,-0.0010873-0.00056295i,-0.00085337-0.0011821i,0.00012997-0.00016967i,0.00049432+0.0010285i,-0.00016544+0.00071466i,-0.00067806-0.0011532i,-0.00079561-0.0015521i,-0.00065429-0.00014806i
0.0011171+0.0020224i,0.0013943+0.0016838i,0.0022442+0.0012027i,0.0027454+0.0012561i,0.0024207+0.0009197i,0.0009813+6.3567e-05i,-0.00023402-0.00032757i,0.00011818+0.00056089i,0.0012568+0.0007815i,0.0015751+0.00024561i,0.00075192+0.00023464i,0.00052532+8.1618e-05i,0.0015424-0.00056719i,0.0015363-0.00091183i,3.5325e-06-0.00063023i,-0.00066927-0.00064646i,-0.00082755-3.7873e-05i,-0.0006606+0.00024129i,-0.00016509-3.755e-05i,-0.00022451-9.2083e-05i,0.00028673+3.5761e-05i,0.00085158-0.00045713i,0.001119-0.001239i
-0.00088601+0.00022824i,0.00039093+0.000646i,0.00045057+0.00064064i,0.00059083+0.0002776i,0.0017295+0.00071526i,0.0014344+0.00052269i,9.7275e-05+0.00014819i,-0.00061918+0.00083834i,-0.00044481+0.001403i,-1.4936e-05+0.0012134i,0.0002819+0.00044252i,0.00035101-7.7036e-05i,-0.00035904-0.00013945i,-0.00011402+3.5546e-05i,0.00096503+0.00063579i,0.00078638+0.0014109i,0.00033623+0.0011109i,0.00020111-3.608e-05i,0.00052224+0.00025632i,0.00074567+0.00043611i,0.00044521+0.00060914i,-0.00013291+0.0012429i,-0.00059361+0.00073604i
0.0007988+2.7155e-05i,-5.4162e-05-0.00025705i,0.000676-0.00091555i,0.002024-0.00050027i,0.001931-0.00020559i,0.00096021-0.00034525i,0.0002+5.5916e-06i,-0.00049652+0.00057169i,-0.00028634+0.001047i,-2.4964e-05+0.001i,0.00018307+0.00070795i,0.00050408+0.00034518i,0.00016571-0.00011104i,-9.4864e-05-0.0001093i,-0.00011481+3.1889e-05i,-6.13e-05-7.6251e-05i,0.00028682-0.00019772i,0.00018586+1.4413e-06i,-0.00018548+5.1905e-05i,-3.614e-05-0.00027615i,0.00015376-0.00038195i,0.0006776-0.0002716i,0.00064343-0.0004415i
-0.00078528-6.4681e-05i,-0.00046209+0.00018172i,-0.00040231+0.0009567i,-0.00027147+0.0017524i,0.00056508+0.0020717i,0.0018407+0.0013464i,0.001171+0.00083491i,0.00037346+0.001339i,0.00028263+0.0021094i,0.00088018+0.0018175i,0.0010935+0.0013247i,0.00033417+0.00085093i,0.00021372+0.0004733i,0.00030957+0.00020328i,-9.0985e-05+0.00021869i,-0.00069712+0.00038063i,-0.00077431+0.00054073i,-5.3781e-05+0.00020067i,5.5963e-05+6.5093e-05i,0.00041048-0.00019897i,0.00022435-0.00048114i,-0.00081185-0.00041541i,-0.0008919+5.8558e-05i
-0.00041411+0.0014073i,-0.0004925+0.0015201i,0.00041335+0.0019683i,0.0021678+0.0017648i,0.0031062+0.00050676i,0.0024389-0.00028416i,0.0011628+0.00031078i,4.9952e-05+0.00081093i,0.00057848+0.0010953i,0.0012048+0.0010244i,0.00087251+0.00046201i,0.00034137+8.12e-05i,0.00071847-0.00034611i,0.00064105-0.00037927i,-0.00020117+0.00013469i,-0.00017955-8.1155e-05i,0.0005607-0.00028698i,0.00015571+0.00024123i,-0.0010102+0.00020338i,-0.00065408-0.00014667i,0.0007285+4.7906e-05i,0.0015061+0.00035368i,0.001053-0.00012916i
0.00041648-0.0004215i,0.00023671-0.00048447i,0.00040315-0.00025277i,0.0013547+3.6716e-05i,0.001564+0.00029728i,-0.0005044-0.00042865i,-0.002361-0.00041016i,-0.0017367+0.00083923i,-0.00068954+0.001284i,0.00017844+0.00052955i,0.00079521-5.2438e-05i,0.00056855+0.00022385i,0.00061287+8.4634e-05i,0.0010721+0.00044079i,0.0010278+0.00084083i,0.0011402+0.00010787i,0.00024967-0.00019776i,-3.5446e-05+0.0004328i,0.0003848+0.00046221i,0.00033496-0.00036236i,0.0005154-9.4217e-05i,-3.3008e-05+0.00055821i,-0.0009441+0.00016711i
-0.0010546+0.00096074i,-0.00041325+0.001226i,-0.00016481+0.0011359i,0.0015131+0.001514i,0.0025968+0.0019299i,0.0020894+0.00082552i,0.0016815-9.3338e-05i,0.00074191+0.00055348i,8.4661e-05+0.0012666i,0.00057423+0.0010581i,0.00081326+0.0012544i,8.1622e-05+0.00082946i,-0.00068529+8.0121e-05i,-0.00020107-8.6886e-05i,-2.4096e-05-9.0269e-05i,-0.00042522+0.00029588i,-3.9607e-06+0.00021556i,0.00051683-0.00019775i,0.00046622-0.00060293i,0.00039497-0.00080401i,0.00048358-0.00040238i,4.4907e-05-5.067e-05i,-0.00016803+0.00014151i
-0.0011282-0.00040598i,-0.00051533-0.0011457i,-0.00015338-0.00065421i,0.00027664-0.00031034i,0.0014062-0.00031327i,0.0018559+0.00074146i,0.00062488+0.00027143i,-0.00039183-0.00033267i,-0.00087254+0.0008924i,-0.00079653+0.0012293i,-0.00013706+0.00031702i,3.9194e-05+5.2074e-06i,-0.00037095+0.00046718i,-0.0004098+0.0006163i,-8.8872e-05+0.00055725i,-0.00069153+5.6211e-06i,-0.00089337-0.00052547i,-0.00064702+0.00023773i,-0.00043811+0.00094367i,-0.00012556+0.00073405i,-0.00036802+0.00044863i,-0.00069468+0.00028427i,-0.0010183+0.00035536i
-0.0021818-0.0018173i,-0.00097966-0.0022343i,-5.705e-05-0.0012421i,0.00090482+0.00031012i,0.0020293+0.00074414i,0.0021375+0.00052378i,0.00081573+0.00016434i,-0.00025576+0.00030127i,-0.00051678+0.0010817i,-9.7099e-05+0.0011296i,0.0010336+0.00054018i,0.0004933+0.0003343i,8.3477e-05+0.00038673i,0.0006677+0.00064631i,0.0003121+0.00085945i,-0.00026082+0.00063459i,2.889e-05+0.00012178i,0.00029442+0.00014525i,0.00036054+0.00030134i,0.00061313-0.00054605i,0.00030732-0.00065606i,-0.0002667+3.7822e-05i,-0.00046097-0.00067337i
-0.0015509+0.0022192i,-0.00039962+0.0031137i,-0.00063971+0.0029361i,0.00063247+0.0024272i,0.0026463+0.0020222i,0.0027283+0.00082191i,0.0011671+0.00069943i,-0.00076223+0.0013295i,-0.0005864+0.0014542i,0.00073153+0.00095216i,0.0011445+0.00019541i,0.00051872-0.00092672i,-0.00051712-0.0014196i,-0.0011165-0.00079558i,-0.00075734+0.00026531i,0.00013623+0.00049126i,0.00060542-0.00047456i,0.00014998-0.0010945i,0.0001161-0.00096583i,8.0587e-05-0.00086356i,-0.00037967-0.00089543i,1.2763e-05-0.00055256i,0.00024655-0.0004663i
-0.001214-0.00096785i,-0.00082905-0.0003594i,-0.0011262-0.0007038i,0.00015277+0.00039533i,0.0017806+0.0012748i,0.0019123+0.00077488i,0.00092982+0.00038248i,-0.0010105+0.00071649i,-0.0011874+0.00088866i,-0.00052473+0.00078267i,-0.00049276+0.00010798i,-0.00056991-0.00037626i,-0.00038702+3.58e-06i,-4.3429e-05-0.00022537i,-0.00014848-0.00056236i,-0.00017437-0.00054754i,-0.00016958-0.00040498i,-0.00020732+5.6888e-05i,-0.00027984+1.848e-06i,-0.00074781-0.00021378i,-0.00084245+7.4012e-05i,-0.00096859+9.2012e-05i,-0.00093189-0.00038184i
0.0014977-0.00020666i,0.00071325-6.875e-05i,0.0012489+0.00017498i,0.0022848-0.00017471i,0.0023089-0.00082183i,0.0019247-0.0012851i,0.0010876-0.00049129i,-0.00028272+0.0010489i,-6.4837e-05+0.001646i,0.00015057+0.00035896i,-0.0005966-0.0011657i,1.6593e-06-0.0014183i,0.0009813-0.0010213i,0.00093874-0.00052812i,0.00046222-0.00044064i,-0.00023682-0.00064962i,-0.00037479-0.00065249i,0.00014117-0.00017795i,0.0001862+9.1294e-05i,0.00024694+0.00040046i,0.0008238+0.00015408i,0.0011382-0.00058572i,0.00047452-0.0001242i
0.00040297+0.00047796i,0.00063728-0.0006688i,2.069e-05-0.0015643i,-0.00019008-0.00068582i,0.00093931-6.643e-05i,0.0017126-1.8196e-05i,0.0010193+5.2701e-05i,0.00048614+0.00071157i,0.0010734+0.00077002i,0.0012279+8.0826e-05i,0.00087608-0.00074563i,0.00069656-0.0013744i,0.00030126-0.00054941i,-9.1794e-05+0.00057362i,-0.00031861+0.00050636i,-0.00016126+0.00040082i,0.00052565-0.0001475i,-1.0879e-05+0.00011544i,-0.0010482+0.0002963i,-0.0010589-0.00046951i,-0.00036774-0.0003718i,0.00035475+0.00018081i,0.00084785+0.0001282i
-0.00035507-0.0011584i,-0.00094341-0.00050198i,-0.0008473-0.00060562i,0.00073622-0.00090037i,0.0017548-0.00068936i,0.0019989-0.0010634i,0.0018169-0.0011098i,0.0017155+0.00047092i,0.0014478+0.0010595i,0.000382+0.00015664i,-0.00033925-0.00041435i,-0.00067972-0.00039186i,-0.001059+0.00049422i,-0.001451+0.00069283i,-0.00078724+0.00022442i,-3.8952e-05-0.00036319i,-0.0005914-0.0005226i,-0.0012048-0.00062485i,-0.00023706-0.00080368i,0.00051491-3.196e-05i,0.00022624+0.00013488i,-0.00024132+3.9019e-05i,5.3048e-05+0.0001469i
-3.0905e-05-0.00080618i,0.0008183-0.00047135i,-0.00013085-0.00024618i,0.00012513-4.8646e-05i,0.0011666+0.00066551i,0.0011509+0.0012129i,-2.0605e-05+0.0014291i,-0.00087347+0.00183i,-0.00074232+0.0013372i,6.0243e-05+0.00090867i,0.00051739+0.00074291i,0.00020541+7.9722e-05i,0.00018334-7.6853e-05i,0.00014836+0.00017879i,-0.00018499+0.00022242i,0.00021422+0.00069306i,-0.0002002+0.00028541i,-0.0004454-0.00010191i,-0.00052082+0.00011976i,-0.0006767-0.00018236i,-0.00037861-0.00064683i,-0.00057404-0.00092901i,-0.00017425-0.00123i
0.00091144-0.0005695i,0.0013265-0.00058521i,0.0016693-0.0014222i,0.0021503-0.00063561i,0.0019036+0.00016365i,0.00062911-9.5272e-05i,0.00014938+1.2012e-05i,0.00014789+0.00097996i,-0.00028577+0.0010047i,0.00031222+0.00032772i,0.00033284-6.4831e-05i,0.00032663-0.00064178i,0.0013086+6.0876e-05i,0.0011178+0.00011376i,0.00026048-0.00072126i,-0.00037158-0.00076404i,-0.00011329-0.001499i,0.0006039-0.0011167i,0.0011901-0.00029048i,0.00089197-0.0002789i,0.00013542-0.00021034i,-0.00021985+0.00026094i,-0.00059029-0.00042265i
-0.0025998+0.0013094i,-0.0025151+0.00072111i,-0.0014507+0.00066193i,0.0002385-9.7826e-05i,0.0015335-0.00058901i,0.0018409-9.2823e-05i,0.0004717-5.8131e-05i,-0.00063435+0.00098321i,-4.126e-06+0.0020346i,0.00041235+0.0011241i,0.00061455+0.00035157i,0.00056379+8.0727e-05i,-9.8255e-05-0.00085078i,-0.00028713-0.0012293i,0.00037858-0.0011096i,0.0009565-0.00048377i,0.0010831-0.00077302i,0.00016187-0.00082551i,-0.00022019+5.4406e-05i,-0.00028814+0.00030439i,0.0002107-0.00022883i,0.00022918-0.00077513i,-0.00032503-0.00075891i
0.00067214-0.00062939i,-3.0949e-05-0.0006595i,0.00047568-0.0007874i,0.0018482-0.00035464i,0.002083-0.00028079i,0.00093645-0.0004639i,-0.00047657-5.8746e-05i,-0.00035734+0.00068401i,0.0010084+0.0013588i,0.00082313+0.0019071i,0.00022217+0.0013552i,-7.9964e-05-4.2082e-05i,-0.0004225-0.00034278i,-0.00051533+0.00037315i,-0.0005748+0.00020193i,-0.00075798+0.000198i,-0.0007928+0.00030191i,-0.00057085+0.00032881i,-0.00020327+0.00051205i,-0.0008485+0.00028886i,-0.001175-0.00047682i,-7.5663e-05-0.00037957i,0.00062754+9.0759e-05i
0.0013347+0.0015729i,0.0012445+0.0015819i,0.001366+0.0016818i,0.0018794+0.0012051i,0.0015096+0.00068958i,0.00068017-0.00054867i,-0.00039509-0.00064039i,-0.00031149+0.00087483i,0.0013331+0.00078988i,0.0024841+2.9748e-05i,0.0014705+0.00020291i,-0.00026398+0.00019652i,-0.00027731-0.0004352i,0.00030489-0.00087042i,0.00061142-0.00023126i,-0.00015492-0.00019355i,-0.00033325-0.00092492i,0.00035883-0.0010734i,0.00039401-0.00041161i,0.00074286+0.00030775i,0.00092251+0.00081053i,0.00075324+0.00079449i,0.00038782-0.00013763i
-0.00036105-0.0014775i,0.00061931-0.0015328i,0.00093049-0.0018388i,0.0012112-0.00080277i,0.0017044+6.3092e-05i,0.0010899-0.00010918i,-0.000145-0.00019736i,-0.0010471+0.00053525i,-0.0009023+0.001177i,0.00010842+0.00072553i,0.0011747+4.5287e-05i,0.0016122-0.0002169i,0.0011907-0.00035747i,0.00027732+0.00045183i,-0.00093802+0.00064911i,-0.0011508-0.00057168i,-0.00031164-0.00067472i,-0.00023378-0.00043131i,-0.0004308-0.00060303i,-0.00056071-0.00019701i,-9.4624e-05-0.00015695i,0.00010735+6.1104e-05i,-0.00020442-0.00042241i
-0.0014767+0.0011443i,-0.0017316+0.0015434i,-0.0011081+0.0027235i,-0.00011952+0.0020146i,0.001387+0.0010316i,0.0022471+0.00070203i,0.00068548+0.00058783i,-0.00062311+0.00084144i,0.00088131+0.00088801i,0.0020443+0.00079706i,0.0010936-5.1255e-05i,0.00042922-0.00095946i,0.0011917-0.00071853i,0.00092327-0.00047642i,-7.415e-05-0.00043698i,-0.00087139-0.00034055i,-0.00060939-0.00038353i,9.8729e-05-0.00037974i,0.00031257+0.00033509i,-0.00012389+0.00021883i,0.00013264+5.323e-05i,-5.7996e-05+0.00064013i,-0.0012445+0.00020856i
