-0.002279-0.00057677i,-0.0026448-0.00037734i,-0.0039182+0.00061492i,-0.0032559+0.0014464i,-0.0013706+0.0027562i,-0.0011603+0.00244i,-0.0013613+0.0018987i,-0.00043117+0.0010975i,0.00071395-0.00017421i,0.00054821-0.00085794i,0.00043161-0.00076525i,0.00067465-0.00058574i,0.00069575-0.00084256i,0.00097297-0.00048637i,0.00035801+7.5489e-05i,0.00036504+2.3217e-05i,1.472e-05-0.00035867i,-0.00043827+8.5503e-05i,-0.00027397-0.00011521i,-5.3243e-05-0.00053928i,0.00017474-0.00021659i,0.00023044-0.000349i,0.00051331-0.00082972i
-0.00081266-0.00037024i,-0.0008599-0.00085764i,-0.00060971-0.00024855i,-0.00096205-0.00025004i,-0.0007575-0.00033092i,-0.00072245+0.00048583i,-0.00083852+8.4834e-08i,-0.00056929-0.00044825i,-0.0010891-0.00053567i,-0.00067937-0.0010273i,0.00010728-0.00066698i,-0.00033882-0.00046418i,-0.00034485-0.00066171i,-0.00050865-2.8457e-05i,-0.00010883+0.00054935i,0.0009436+0.00090255i,0.00028526+0.0009241i,-0.00020107+0.00017618i,0.00036836-0.00019186i,0.00040064-0.00048718i,4.5933e-05-0.00044388i,-0.00018213+4.0163e-05i,-9.6575e-05+8.5769e-05i
0.0013069+0.0010101i,0.0017235+0.0015059i,0.0016742+0.0018651i,0.0016845+0.0011991i,0.0013677+0.0001215i,0.00076137+0.00030185i,0.00038262+0.00043284i,0.00047088-0.00059238i,0.0012921-0.00088949i,0.00089502-0.00025598i,0.00011226-0.00015114i,0.00057558-7.3077e-05i,0.00092204+0.00016844i,0.00078155+0.0002348i,0.00073884+0.0001947i,0.00094148+0.00036037i,0.00067175+0.00078109i,-7.592e-05+0.00021739i,-0.00027359+7.8812e-05i,-0.00033445+7.4005e-05i,-0.00029767-0.00038186i,0.00049596-0.00014606i,0.00086661-0.00027181i
-0.0020516+0.00031858i,-0.0021523+0.00083541i,-0.0027162+0.0012883i,-0.0019309+0.0019006i,-0.00066152+0.0016751i,-0.00023736+0.0008037i,-0.00088023+0.00066111i,-0.0011393+0.00049189i,-0.00042398-0.00030979i,-0.00024934-0.00017068i,-0.00050338+0.00032147i,-0.00054751+0.00061623i,-0.00053989+0.00070213i,0.0001371-1.4847e-06i,0.00049645-0.00053941i,-0.00026645-0.00036891i,-0.00043816-0.00025966i,-0.00018333+3.3147e-05i,0.00023592+0.00011902i,0.0010215-0.00036701i,0.00066698-0.0001638i,-0.00039026+0.00069604i,-0.00097223+0.00045055i
-0.00069928-0.0018002i,-0.0015821-0.0021475i,-0.0022765-0.0012874i,-0.0020044-0.00039203i,-0.0014743+0.0011668i,-0.00038235+0.001535i,0.00044452+0.00044657i,-8.3587e-06-0.00048852i,-8.0706e-05-0.0011298i,-7.2511e-05-0.0010976i,-0.00059915-0.0014464i,-0.00037323-0.0011983i,-0.00031435-0.00017674i,-0.00014706+0.00023804i,-5.1217e-05+0.00026885i,-0.0003773+4.0795e-05i,-9.4846e-05+0.00022718i,-4.4838e-05+0.00021032i,-0.00039785+3.1899e-06i,-7.5344e-05+0.00036739i,-0.00025722+0.0003853i,-6.495e-05-3.863e-05i,0.00020756+0.00051917i
0.0012008-0.0012826i,0.00079781-0.00117i,0.0012902-0.0015987i,0.0016744-0.0016744i,0.0011618-0.00054301i,0.00050743+0.0003086i,-3.8505e-05+0.0002693i,2.5988e-05-0.00064062i,0.00034687-0.0016605i,-3.2545e-05-0.0018375i,-0.00083995-0.00099696i,-0.0011724-0.00035858i,0.00021431-0.00033881i,0.00088747-0.000114i,0.00012006-0.00046982i,-0.00074082-0.0001619i,-0.00020123+0.00039611i,0.00072507+0.00067011i,0.00011657+0.00052397i,-0.00067233+0.00030798i,0.00024167+9.9511e-05i,0.00025683+0.00038091i,-0.00047442+0.0011171i
-0.00078317+0.0012594i,-0.00099237+0.0018633i,-0.00088727+0.002367i,-0.00055457+0.0024262i,-0.00050105+0.0018098i,0.00013775+0.0010462i,0.00052783-1.8067e-05i,0.0011354-0.0013616i,0.00073964-0.0016097i,5.5315e-05-0.0013222i,0.0001371-0.00049297i,2.7442e-05+0.00057072i,0.00023871+0.00065313i,0.00011511+0.00096317i,-0.00017229+0.00078708i,-0.00025171+0.00014083i,7.6024e-05-0.00028293i,0.00085531+0.00028616i,0.0010323+0.00072473i,0.00015816+0.00086222i,-0.00047454+0.0011904i,-0.00035937+0.00086142i,-0.00018758+0.00043249i
-0.00028287-0.00091578i,-0.0016268-5.2766e-05i,-0.0021638-1.7532e-05i,-0.00086206-0.00010644i,-1.6294e-05+0.00021712i,0.00018986-3.2636e-05i,0.00030919+5.88e-05i,0.00023799-0.00037222i,8.3087e-05-0.00095015i,0.00012753-0.00093455i,-0.0003643-9.3726e-05i,-0.00039182+0.00065736i,-0.00027536+0.00080494i,4.3465e-05+0.00075136i,0.00052247+0.00051851i,0.00018074+0.00063959i,-0.00072486+0.00068183i,-0.0003336+0.00026165i,0.00016418+0.00051996i,0.00010755+0.00095586i,0.00027901+0.00031669i,-0.0001748-0.00010519i,-0.00010165+6.2553e-05i
0.00017281+0.0022779i,0.00075807+0.0020252i,0.001504+0.0018334i,0.0012533+0.0012773i,0.00088962+0.00022724i,0.0014092-0.00043417i,0.0018448-0.0011804i,0.0016646-0.0018116i,0.0012085-0.0020823i,0.0010329-0.0019484i,0.0008143-0.0013982i,0.0006847-0.00058862i,0.0010312+1.4559e-05i,0.00092673+0.00030665i,0.00079541+0.00032214i,0.00067303+0.00030999i,1.4102e-05+0.00053425i,-0.00035127+0.0003873i,9.9886e-05+0.00042121i,0.00076851+0.00060657i,0.0006221+0.00063159i,0.00037848+0.00015515i,8.2771e-05+0.00027943i
-0.00033983+0.00092795i,0.00018013+0.0012608i,0.00041973+0.0021077i,0.00093529+0.0023998i,0.0017033+0.0018212i,0.0019485+0.0002483i,0.00070237-0.00060533i,-8.5283e-05-0.00015858i,4.7425e-05-0.00080253i,0.0001199-0.001144i,0.00021891-0.00036576i,0.00029201-4.7421e-06i,0.00047189-0.00017239i,0.00031608+3.1091e-05i,-2.8796e-05+0.00018451i,0.00014889-4.0073e-05i,0.00099831-0.00045675i,0.0010688-0.00049463i,0.00026353-0.00056446i,-0.00015859-0.00020235i,-9.2493e-05-1.6144e-05i,0.0005881-0.00024315i,0.00073204-0.00038333i
-0.0012471+0.00078238i,-0.0014526+0.00086715i,-0.0024681+0.0012952i,-0.0023138+0.00075941i,-0.0015174-0.00026116i,-0.00055036-0.00031621i,0.00025273+0.0004813i,-0.00012007+0.00041213i,-9.7882e-05-0.00010702i,-0.00023024+6.8938e-05i,-0.0004188-0.00043394i,-0.00015229-0.00057026i,-0.00056151+8.4555e-05i,-0.00076084-0.00032724i,-0.00064045-0.00080693i,2.6659e-05-0.00015564i,0.00041566+0.00049141i,0.00016352+3.9161e-05i,-8.6071e-05+5.906e-05i,-0.00039139+0.00040989i,-0.00067815+0.00068603i,-0.0010036+0.00040969i,-0.00065891-0.00015885i
-0.0029847+0.00036468i,-0.0016557-0.00086735i,-0.00084544+0.00032895i,0.00044872+0.0019654i,0.0012324+0.0022859i,0.001592+0.0019379i,0.001334+0.00083375i,0.00086989-9.0232e-05i,0.0010518-0.00035263i,0.0011611-0.00047886i,6.1066e-06-0.00022381i,-0.00076904-0.00015764i,-0.00041495-0.00055475i,0.00039721-0.0004206i,0.00029876+0.0004164i,-0.00037133+0.00068824i,-0.00095826+0.00024953i,-0.0002812+0.00034506i,0.00086923+0.0012232i,0.00086687+0.001095i,-2.5007e-05+0.00039664i,-0.00029591+0.00027778i,-0.00077061-1.148e-05i
0.00051771-0.00096848i,0.00052467-0.00076902i,0.00042162-0.0020773i,0.00040873-0.0021623i,6.2944e-05-0.001189i,8.6372e-05-0.00055659i,-6.3604e-06-0.00057635i,0.00037783-0.0011521i,0.00032016-0.0012478i,-0.00021526-0.0011419i,-0.0011632-0.00043838i,-0.0017304-0.0003575i,-0.00086757-0.00069433i,0.00010411-0.00029376i,0.00047003+4.8482e-05i,0.00021353-0.00023574i,0.00042179-0.00021479i,1.3358e-05+7.4498e-05i,0.00024077+0.00023414i,0.00028897+0.00027343i,-3.5651e-05-0.0001004i,0.00023788-0.00027516i,-0.00030698+2.0925e-05i
-3.5734e-05+0.00025375i,-0.00026667+0.001582i,0.00036229+0.0031062i,0.00091002+0.0027694i,0.00095572+0.001309i,-6.7785e-05-0.0002143i,-0.00117-0.00075845i,-0.00086179-0.00073817i,-0.00037499-0.00050106i,0.00024304-0.00081405i,-0.0001752-0.00099242i,-4.2341e-05-0.00067628i,0.00081797-0.00074774i,0.00010086-0.0005582i,-0.00036612-0.00022911i,-7.2714e-05+6.768e-05i,-2.3776e-05+0.00019923i,0.00013371+0.00016438i,0.00041366+0.00019358i,0.00027212+0.00084604i,-0.00030282+0.0008536i,-0.0001969+0.00019165i,0.00049718+0.00010934i
-0.00046551+0.0011085i,-6.688e-05+0.0015677i,-7.0366e-05+0.0014685i,1.1859e-07+0.0011483i,0.00085583+0.00076385i,0.0015911+0.00036332i,0.0007384-7.435e-06i,0.00050839-0.00064677i,0.0005995-0.0017032i,3.2382e-06-0.0018855i,1.2463e-05-0.0012058i,0.00043721-0.0007111i,0.00018757-6.1527e-05i,-0.00024436-0.00016759i,-6.8062e-05-0.00014989i,0.00016545+0.00074032i,0.00012053+0.0008861i,2.7828e-05+0.00081707i,0.00018981+0.00020632i,0.00030999+0.0004387i,9.9705e-05+0.00068661i,-0.00014522-0.00017496i,-0.00037477-0.00029154i
-0.0013534+0.00012646i,-0.00073907-0.00062885i,-0.00052203-8.6993e-05i,-0.00027397+0.0018816i,-0.000142+0.0024182i,0.0002593+0.0019083i,0.00017139+0.00071998i,-0.00011672-0.00067402i,-0.00029452-0.0010683i,-0.00063702-0.0011499i,-0.00016071-0.0010983i,-0.00020838-0.00046799i,-0.00092209+0.00029563i,-0.00045437+0.0003526i,0.00014898-6.9824e-05i,0.00042596+0.00066745i,-6.5222e-05+0.0014237i,-0.00065696+0.00073348i,-0.0006282+0.00029606i,0.0001306+0.00062535i,0.00056064+0.00056173i,0.00013704-0.00010326i,-0.00033385-0.00020565i
-0.00078778+0.0012821i,-0.00068726+0.0016713i,-0.00070644+0.0011334i,-0.00081997+0.00078662i,-0.00059676+0.00023102i,0.00017122-0.00082584i,0.00064342-0.00083179i,-0.00016789-0.00082358i,-0.0009328-0.00084824i,-0.00067399-0.00087704i,-0.00042743-0.00085277i,-0.00093355-0.00053671i,-0.0010325-6.325e-05i,-0.00031789+0.00032331i,0.00032964+0.00060008i,0.0004968+0.00035638i,-1.1525e-05-0.00054456i,-0.00041593-0.00044278i,0.00010278-0.00019962i,0.0003528-0.00032049i,4.5512e-05-6.8351e-05i,-0.00012666+1.0125e-05i,-0.00090129+0.00043907i
-0.0021466+0.00057115i,-0.0021396+0.00077707i,-0.0018967+0.0011579i,-0.00086384+0.0016064i,-0.00039753+0.0015272i,-0.00030828+0.00076849i,-7.0338e-05+0.00017866i,-0.00068128-3.5384e-06i,-0.00063476-0.00041796i,0.00035972-0.00093403i,-5.5474e-05-0.00046682i,-0.00084391-4.4627e-05i,-0.00031701+0.0001661i,-6.4774e-05+0.00025748i,-0.00059805-0.00017513i,-0.00023573-0.00033008i,0.0001826-0.00017724i,0.00022673-0.00025321i,6.5924e-05-0.00016023i,-0.00011716+0.0006378i,-0.00021748+0.00060555i,-0.00012338-0.00018149i,-4.755e-05-0.00037783i
0.00018122-0.00096068i,0.00074246-0.00096602i,0.00035063-0.00061837i,0.00026948-0.00030977i,0.00056759-0.00060149i,0.00034526-0.00019452i,0.00018861-0.00020487i,0.00052297-0.00097888i,6.592e-05-0.00098981i,-0.0010038-0.00060753i,-0.0010614-0.00056211i,-0.00015191-0.00030658i,0.00034808+0.0003509i,0.00017159-7.956e-05i,-8.617e-05-0.00042387i,-0.00085543+5.0371e-05i,-0.0012288+7.3063e-05i,-0.00055763-9.8415e-05i,-0.00048516+0.00037651i,-0.00046863+0.00066518i,-0.00032066+0.00019626i,-1.7172e-05-0.00011327i,0.00073327+0.00067746i
-0.00329-0.00062621i,-0.002843+0.00029269i,-0.0037004+0.0012086i,-0.003431+0.0017671i,-0.0014829+0.001539i,6.509e-05+0.0010911i,0.0003441+0.00050204i,9.0289e-05-0.00025412i,0.00041659-0.00044999i,-0.00043821-0.00082836i,-0.00093763-0.00097796i,-0.00071374-0.00049379i,-0.00034875-0.00046938i,-4.9504e-05-6.4986e-05i,0.00011469+0.00052844i,0.00065568+0.00050895i,0.00069838+0.00012425i,2.1516e-05-0.0004483i,-0.00071925-0.00062815i,-0.001027-0.00028563i,-0.00067331-0.00016096i,0.00021113-0.00033573i,0.00041789+0.000178i
0.00012617+0.0015645i,0.00060972+0.0016688i,0.001157+0.0033523i,0.0019954+0.0031994i,0.0022088+0.0016141i,0.0011077+0.00030347i,0.00077775-0.00080693i,0.0008901-0.0013453i,0.00016651-0.0011817i,-2.5927e-06-0.0012317i,-0.00031385-0.0013412i,-0.00027976-0.0010437i,-0.00021869-0.00079944i,-0.00073195-0.00083932i,-0.00026471-0.00058082i,0.00038932-0.00031233i,0.00072975-0.00021413i,0.0009098+0.00046528i,0.00027954+0.0010101i,-0.00073618+0.00065379i,-0.00057426+0.00025656i,0.00022555+0.00038258i,0.00044839+0.00046374i
0.00054014-0.0010394i,0.00062408-0.00089923i,0.0009453-0.00129i,0.00048583-0.00043559i,-0.00014478+0.00084192i,-0.00022234+0.00083288i,-0.00086212-0.00014222i,-0.00093509-0.0010268i,-0.00071089-0.0017801i,-0.0011475-0.0020141i,-0.001174-0.0014361i,-0.00097106-0.0007162i,-0.00055075+0.00010955i,-0.00051861+0.00044443i,-0.00054858+0.00037624i,-0.00021936+0.00039445i,0.00024315+0.00049127i,0.00018684+9.5903e-05i,8.561e-05+9.4311e-05i,-0.0002306+0.0005921i,-0.0011933+0.00028732i,-0.00064087+0.00013178i,0.00036185-0.00016277i
-0.0019734-0.00072316i,-0.0014185-0.00065406i,-0.0021563-0.0012292i,-0.0012114-0.00085424i,-0.00044678+0.00038621i,-0.00044168+0.0011909i,-0.00046406-0.00045335i,-0.0008687-0.0020732i,6.6466e-05-0.0019438i,0.0007057-0.0011231i,-0.00021376-0.0005595i,-0.00034129+0.00010322i,0.00028488+0.00065114i,-0.0003574+0.00052123i,-0.00032908+0.00051141i,0.00054281+0.00073758i,0.000648+0.00082198i,0.00038537+0.0009057i,-1.9248e-05+0.00061779i,-2.321e-05+0.00030183i,9.7322e-05+3.1813e-05i,-0.00039285-9.6315e-05i,-0.00079631+0.00028078i
-0.0020073-0.0033126i,-0.0017006-0.0016666i,-0.0017998-0.00085922i,-0.001379+0.0010333i,-0.00055878+0.0022757i,0.00023508+0.0020777i,0.00021427+0.0016763i,0.0002897+0.00011257i,0.00040359-0.0013969i,-6.7021e-05-0.0010643i,-0.00070814-0.00027877i,-0.00038149+0.00017967i,-0.00014305+9.7877e-06i,-0.00028762-0.00040136i,-0.00058141+2.6118e-05i,-0.00072318-0.00010284i,-0.00067588-0.00014681i,-0.00041544+0.00034385i,-0.00025992+0.00059524i,-0.00076762+0.00099326i,-0.0003323+0.0011391i,0.00040274+0.0011648i,0.00013793+0.00073121i
0.0030961+0.0025968i,0.002763+0.0018691i,0.0025022+0.0013049i,0.0016151+0.00015913i,0.00031858-0.00095725i,-0.0010928-0.00029387i,-0.0011183+0.00015207i,-0.00073681-0.00058094i,-0.00046079-0.0010823i,-9.8e-05-0.001411i,6.613e-05-0.0016366i,0.00028379-0.00092156i,0.00019531-0.0009974i,-0.00025143-0.0014414i,-0.00085834-0.00075041i,-0.00076921+0.00060485i,-1.9152e-06+0.0011597i,0.00018196+0.0017009i,-3.2201e-05+0.0012842i,5.0305e-05+0.00049428i,2.4174e-05+0.00039497i,6.4592e-06+0.00038058i,-1.1891e-05+5.3668e-05i
0.00071521-0.0015719i,0.0012816-0.0022524i,0.0020994-0.0025857i,0.0016761-0.0014258i,-2.8254e-05-0.0012612i,-0.00065911-0.00091947i,-0.0002884-4.7659e-06i,-0.00024591-0.00053715i,-0.00040631-0.0011675i,-0.00078838-0.00063565i,-0.00082558-0.00023265i,-0.00034733-0.00058593i,-0.00043602-0.00083596i,0.00010444-4.9123e-05i,0.00082602+0.00066541i,0.00037953+0.00057039i,-0.00020503+0.00037151i,-0.00080552-0.00027548i,-0.00053928-0.00028344i,0.00045013+0.00083555i,0.00036617+0.00050392i,-0.00017836-0.00040934i,-0.00027408-9.4999e-05i
0.0020107-0.0010528i,0.0027119-0.0018948i,0.0013661-0.0024124i,0.00014362-0.0014453i,0.00018974+0.0010802i,0.00068719+0.0026302i,0.00080713+0.0017127i,0.00084191+0.00023701i,0.00071932-0.00093196i,-6.3282e-05-0.00086186i,-0.0005275-0.00071616i,-2.014e-05-0.00048265i,-5.9898e-05-0.00036958i,-0.00037122-0.00052989i,0.00025809+0.00011348i,0.00051825+0.00061009i,-0.00010993+0.0005332i,0.0001707+0.0002952i,0.00062659+0.00067562i,0.00047525+0.00081657i,0.00069684-4.0596e-05i,-7.0424e-05+0.00071843i,-0.00081124+0.00085189i
-0.00093222+0.00070378i,-0.001294+0.001354i,-0.00064963+0.0016324i,1.3532e-05+0.0019605i,0.00073823+0.0021992i,0.001665+0.0025989i,0.0013503+0.0016683i,0.00083874+5.9315e-05i,0.00051278-0.00044884i,-0.00021356-0.0011119i,-4.2156e-05-0.0013496i,-0.00017346-0.0016227i,-0.00050823-0.0016908i,-0.0006813-0.0003395i,-0.0005933+0.00041198i,-0.00021047-8.9516e-05i,-0.00013577-0.00015277i,0.00056605+0.00084507i,0.00067001+0.0010461i,0.00051511+0.0005584i,-0.0002555+0.00014569i,-0.0010126-0.00013323i,-0.00025009-5.0069e-05i
0.00081518+0.001154i,-0.00017356+0.00051642i,0.00037753-0.0004432i,0.0017176-0.00099701i,0.0020156-0.0010547i,0.00088899-0.0014452i,-0.00024396-0.0010968i,-0.00048707-0.001245i,-0.00026349-0.0011745i,-0.00099973-0.00075551i,-0.0014095-0.00058407i,-0.00074562-0.00030046i,-0.00015842+1.7523e-05i,-9.7036e-05-0.0004956i,-0.00035043-0.0012323i,-0.00034379-0.00081618i,0.00034068-0.00013388i,0.00055191-0.00042069i,0.00024553+8.3381e-05i,0.00028103+0.0012105i,0.00049748+0.00096228i,7.7441e-05+0.00067313i,-0.00035781+0.00038449i
0.0018004-0.00057633i,0.0019214-0.00086131i,0.0028283-0.0008113i,0.0017757-0.00023877i,0.00070642+0.0009257i,0.00033556+0.001125i,0.0012791+0.00010081i,0.0016881-0.00076864i,0.00041109-0.001249i,0.00039427-0.00094326i,0.00061639-0.00058374i,-0.00044954-0.00012782i,-0.00034231+9.1553e-05i,0.001078-0.00039139i,0.00063134-0.00076365i,-0.00084737-0.00071177i,-0.0012303-0.00072868i,-0.0010496-0.00010247i,-0.00067448+0.00059341i,-0.00097339+0.00092005i,-0.00097579+0.0005449i,-9.6573e-05+0.00031938i,-0.00046382+0.00044404i
0.0033857-0.00053834i,0.0030554+0.00040758i,0.0026341+0.00026169i,0.00099318+0.0002814i,0.00041748+0.00045144i,-0.00057277+0.00026845i,-0.00088331+0.0005566i,-0.00044978+4.5841e-05i,-0.00032228-0.0014832i,-0.00040663-0.0020656i,4.7819e-05-0.0013543i,0.001252-0.0004981i,0.001172-0.0005277i,0.00022612-0.00079136i,-0.00031928-0.00091466i,-0.00073548-0.00058843i,-0.00075442+0.00013656i,-0.00044979+0.00048025i,0.00030266+0.00031986i,0.00073435+0.00079024i,0.00048505+0.00045351i,-0.00028891-0.00072265i,-0.00051904-0.0010213i
-0.00054947-0.0005923i,-0.001156-0.00058376i,-0.00099169-0.00057787i,-9.3366e-05-0.00043203i,0.001006+0.00071367i,0.0017427+0.0014699i,0.0013282+0.0012862i,0.00032278+0.00018811i,-1.4927e-07-0.0010508i,-0.00013119-0.0010766i,-4.6865e-05-0.00087235i,0.00019064-0.00027713i,0.00014783+0.00020921i,2.6821e-05+0.00056833i,-0.00029063+0.0005142i,-0.00031256+0.00012327i,-0.00058342+0.00017567i,-0.0011337+0.00050596i,-0.00038381+0.00039943i,0.00014549+0.00033814i,-0.0002263+0.00020657i,7.5672e-05+0.00017097i,0.00027806+0.00055331i
0.0015918+0.00092328i,0.0023236+0.0011078i,0.0031055+0.0022705i,0.002697+0.0016036i,0.0011192+1.0596e-05i,-0.00015003-0.00048342i,7.3737e-07-0.00096609i,0.00066417-0.0014568i,0.00086472-0.00074904i,0.00065934-4.3022e-05i,-0.00063974-5.7076e-05i,-0.00067095-0.00031597i,-2.0999e-05-0.0004344i,-8.4581e-05-0.00023123i,0.00020272+0.00072478i,0.00048045+0.0011002i,0.00043614+0.00040751i,0.00056531-0.00043763i,0.00092709-0.00037295i,0.0010048+7.4956e-06i,0.00086997+1.2603e-05i,0.001005-9.4778e-05i,0.0007741-0.00073582i
0.0014358+0.0012368i,0.00082137+0.0015437i,0.00085428+0.0021594i,0.00098318+0.0010801i,0.0010597-0.00048331i,0.0011801-0.00055767i,2.3219e-05-0.00050218i,-0.0002443-0.00073535i,0.000233-0.00051591i,-0.00036879-0.00046128i,-0.00055763-0.00050975i,5.6041e-05-0.00046425i,0.00013651+8.0426e-05i,2.647e-05+9.2083e-05i,4.6301e-05-0.0006607i,-2.6574e-05-0.00061157i,-0.00023104-6.9575e-05i,-0.0002641-0.00020943i,-3.3552e-05-0.00049531i,0.00013284-0.00027373i,-0.00027525-0.00034659i,-0.00058805-0.00049199i,-0.00046129-0.00022833i
-0.00010469+0.0011828i,-0.00040684+0.0017846i,-0.00046876+0.0020589i,-0.00076081+0.0023213i,3.3458e-05+0.0013939i,0.00095578+4.5783e-05i,0.00017678-0.00061765i,-0.00014969-0.00039129i,-0.00030094-0.00091967i,7.153e-05-0.0013177i,0.00060599-0.001106i,0.0001864-0.00098077i,0.000361-0.00019943i,0.00038783+0.00011024i,-0.00026149+0.00016638i,9.2481e-05+0.00037168i,0.00034224+0.00055479i,0.0002419+0.00029237i,0.00034151+0.0004174i,0.00026417+0.00052322i,0.00019846+0.00022817i,-0.00018515-0.000533i,-0.00055776-0.0011286i
0.00095528-0.00024808i,5.4923e-05+0.0001794i,-0.00074081+9.7554e-05i,7.6707e-05+0.00028405i,0.00090944+0.00055117i,0.00091764+0.00034708i,0.0010113+0.0003459i,0.00099361+0.00012549i,0.00055378-0.00075443i,4.0573e-05-0.00087423i,-0.0004044-0.00096495i,-0.0004116-0.00089456i,-0.00016629-0.00016951i,0.0001955-0.00013066i,-0.00011292-0.00071217i,-0.00038185-0.00080276i,-0.00059981-0.00048904i,-0.0012901-0.0002728i,-0.0011102+0.0002371i,-4.492e-06+0.00040856i,0.0005769+0.00013147i,0.0009654+0.00020607i,0.0016101-0.00015915i
0.00077424-0.0014519i,0.00086826-0.0016398i,0.0013103-0.0016428i,-0.00036449-0.0010926i,-0.00064124+0.00012327i,-0.00044423+0.00042556i,5.4847e-05-0.00080909i,0.00044674-0.0013379i,-0.0001124-0.0010974i,-0.00035193-0.0011984i,-0.00017161-0.0010064i,-0.00081755-0.00048227i,-0.0014952-0.00040426i,-0.00089575-0.00034168i,-0.00041558-7.6204e-05i,5.2721e-05+0.00043239i,0.0001043+0.0010696i,-9.2992e-05+0.00065631i,0.0004599-1.691e-05i,0.0010204+0.0001235i,0.00033346-0.00099058i,-0.00089952-0.00094981i,-0.0010592-2.1939e-05i
0.00046248-0.0016506i,-1.6878e-05+1.8088e-05i,-0.00061624-0.00017419i,-0.00016929+0.00073008i,-0.00059741+0.0015749i,-0.00060663+0.00084187i,0.00028575-0.00035152i,0.00066295-0.0011306i,0.00071789-0.0010281i,-0.00025978-0.0004418i,-0.0014199+0.00028273i,-0.0011648+0.00064597i,-0.00032058+0.00053395i,6.1983e-05+0.00018025i,0.00033892+0.00042789i,-0.00022856+9.4854e-05i,-0.00036888-0.00047395i,-0.00013319+0.00049355i,-0.0002197+0.00099574i,0.00010449+0.00022577i,-7.9668e-05-0.0001848i,-0.00051284+0.00027078i,-9.439e-06+0.00043964i
-0.0003713-0.0020983i,0.0001275-0.00087683i,-0.00016394-0.0019717i,-0.0010286-0.0025476i,-0.0011065-0.0015708i,-0.00069929-0.00037509i,-8.7927e-05+0.00073683i,0.00086147+0.00076966i,0.0011541+1.1474e-05i,0.00051621-0.00044196i,0.0001406-0.00049835i,-0.00010915-0.00024066i,-0.00037939-0.00015963i,-0.0006918+0.00056159i,-0.0011102+0.00086962i,-0.0012463+0.00060652i,-0.00038568+0.0003849i,0.00043217+0.00015428i,-5.2671e-05+0.00016387i,-0.00022988-5.1964e-05i,0.00046888-0.0001349i,0.00045855+2.6043e-05i,-0.0001762-0.00022989i
0.00062467+0.00058803i,0.0002391+0.00095701i,0.00067097+0.00089376i,0.00057857+0.0011648i,0.00065049+0.0014002i,0.0013149+0.0012265i,0.00091857-7.7823e-05i,0.00067202-0.0016984i,0.00061844-0.0020315i,0.0008548-0.0017698i,0.00035226-0.0011522i,-0.0002563-0.00057791i,-6.0539e-05-0.00050178i,-0.00018478-0.00028434i,0.000677+0.00011543i,0.0011005+8.0275e-05i,0.00029948-0.00021958i,0.00033103+0.00046097i,0.00098088+0.00028077i,0.00031631-0.0001896i,-0.0010449+0.00036382i,-0.0010645+0.00057896i,-0.00026604+0.0010272i
-0.00011216-0.00089378i,-0.0014228-0.00051944i,-0.002501+0.00026372i,-0.0021835+0.00051017i,-0.0012227+0.00067839i,-0.00048471+0.00022552i,-0.00032198-0.00055177i,-0.00090214-0.00068762i,-0.0017698-0.00089049i,-0.0018278-0.0010028i,-0.0011444-0.00032474i,-0.00085781+0.00066055i,-0.00071889+0.00049921i,-4.1274e-05+0.00022152i,0.00081308-2.2995e-05i,0.0012138-0.00017021i,0.00086228-3.3242e-05i,0.00059399+4.6637e-05i,0.00043639-0.00038176i,-0.00010226-0.00033118i,-8.4928e-06+0.00021419i,-0.00017647+0.00015761i,-0.0002088-1.8973e-05i
-0.00089748+0.00052868i,-0.00082411+0.00087129i,-0.0011249+0.0014429i,-0.00081739+0.0014354i,0.0001037+0.0010222i,0.00062918+0.00073362i,0.00047203+0.0003286i,0.00027935+5.26e-05i,-0.00040223-0.00064931i,-0.00047172-0.00043939i,-5.7766e-05+0.0012557i,-0.00013048+0.0021074i,-0.00070092+0.0020225i,-0.00030287+0.00088639i,0.00023514-0.00018334i,0.00031773+6.2104e-05i,2.4737e-05+0.00011525i,0.00018496-0.00063901i,0.00057884-0.00084291i,0.00029326-0.00012926i,0.0003438+0.00043505i,0.00083156+0.00096537i,0.00081379+0.00066873i
0.00047019+0.0022624i,0.0004132+0.0020752i,0.00069614+0.0020449i,0.00035426+0.0013432i,-0.00015058+0.00042758i,-0.0011269-7.1866e-05i,-0.00063956-0.00022247i,0.00017556-0.00047593i,0.00038467-0.00061388i,0.00070667-0.00029065i,0.00023874+0.00015053i,-0.00010252+0.00010749i,0.00059986-0.00052848i,-1.6664e-06-0.00083398i,-0.00073579-0.00039576i,9.8856e-05-0.00032187i,0.00048611-9.6308e-05i,0.00065794+0.00028125i,0.00039956-0.00016249i,0.00048783-0.00058776i,0.0013581+0.00018697i,0.0013008+0.0008354i,0.0004429+0.00042716i
