-0.0021294+0.00014801i,-0.00074494-0.00055173i,-0.0015842-0.00022669i,-0.0024837+0.0015376i,-0.0016665+0.0034316i,-0.00060159+0.0032099i,-0.00028889+0.0014219i,-0.00028531+0.00047687i,-0.00017401+0.00060188i,0.00050796+0.0016876i,-6.573e-05+0.0010682i,-0.0003316+0.00011248i,-0.00042771+0.00023711i,-0.00073778+0.0003242i,-0.00031871+0.00062567i,-0.00024789+0.0010322i,1.5943e-05+0.00062638i,9.6446e-05+0.0005653i,-0.00025992+0.00030512i,0.00057062-0.00047703i,0.0011414-0.00027429i,0.00081093+4.7658e-05i,0.00014047+8.5861e-05i
-0.0019097+0.00090132i,-0.0013083+0.0012046i,-0.00061062+0.001371i,-0.00082993+0.0019156i,-0.000899+0.0021828i,-0.00011659+0.0021943i,-0.00025879+0.0014653i,-0.00063535+0.00010878i,-0.00038136-0.00017659i,-4.0722e-05+0.00020561i,0.00045795+0.00032177i,0.00023921+0.0003445i,-0.00012302+0.00022512i,-0.00011602-0.00028443i,-0.00038068-0.00013735i,-0.0011885-0.00034735i,-0.0010075-0.00069915i,0.00022766+0.00025828i,0.00043367+0.00092665i,0.00027086+0.0010878i,-0.00045499+0.0010762i,-0.00098411+0.00034259i,-0.00034478-0.00038738i
0.00084417-0.00045672i,0.0015617-0.00037898i,0.0015889+0.00022767i,0.0008009+0.00019757i,0.00070001+0.00019032i,0.00079878+6.7353e-05i,0.00071521-0.00061921i,0.00078412-0.0012011i,0.00035551-0.00088711i,-7.4866e-06-0.0002837i,-0.00014835+0.00046401i,-0.00064107+0.0011402i,-3.0713e-05+0.0012551i,0.00048274+0.00019766i,-0.00022115-0.00080471i,-0.00048218-0.00040755i,-0.00033123-7.1817e-06i,0.00035748-0.00019745i,-3.0638e-06-2.7372e-05i,-0.00057223+0.000297i,0.00011862-6.7923e-05i,-0.00018702-0.00042026i,-0.0013965-0.00031806i
-1.6531e-05-0.00028647i,-0.00016737-0.00015338i,0.0002149+5.378e-05i,-6.0667e-05+0.00031111i,-0.0012592+0.00015764i,-0.0005145+0.00050085i,0.00056898+0.00093405i,0.00079337+0.00018198i,0.00048605-0.00037938i,-0.0001788-0.00048377i,1.4507e-05+0.00013783i,0.00029739+0.0011876i,-0.00056583+0.0019923i,-0.00082899+0.001596i,-0.00023491+0.0008371i,-6.6955e-06+7.2416e-05i,0.00089212-0.00079076i,0.0012371-0.00074842i,0.00052756-0.00011618i,0.00040551-7.739e-05i,0.00029913-0.00076295i,0.0002304-0.00082711i,-0.00011035-8.5959e-05i
-0.0011697+0.00055551i,-0.0015026+0.00077507i,-0.0012496+0.0012406i,-0.00028571+0.0006295i,0.00083663+0.00059968i,0.0008999+0.00098292i,0.00034913+0.00019602i,3.3037e-05-9.3697e-05i,-0.00045452+4.2653e-05i,-0.0011694-0.00052383i,-0.00098086+0.00010696i,-0.00055028+0.00079487i,-0.0004339-0.00038535i,-0.00071318-0.0006544i,-0.0014994+0.0001637i,-0.0016031+0.00038965i,-0.00061221+0.00028262i,-0.00037454+0.00017409i,-0.00040969+0.00010858i,-0.00064471+0.00015748i,-0.0012104+0.00036437i,-0.00077794+0.00037532i,-0.00067491-0.00048509i
-0.00028145+0.00059404i,-0.00027369-3.6304e-05i,-0.00084133-0.00050213i,-0.00020251+0.00017009i,0.0010619+3.4918e-05i,0.00087658-0.00012039i,0.00049219-0.00044723i,0.0005373-0.0011198i,0.00011011-0.0010018i,-0.00045515-0.00083219i,-0.00086958+0.0002478i,-0.0006965+0.0014279i,-0.00090464+0.0014285i,-0.0013494+0.00082039i,-0.0008496+0.00069349i,-1.75e-05+0.00036148i,-0.00046666+0.00041314i,-0.00083159+0.00011493i,-3.4831e-06-0.00033484i,-3.8981e-05-0.00030104i,-0.00089838-0.00042535i,-0.0011897-8.8445e-05i,-0.00039996+0.00067855i
-0.0017631+0.0013908i,-0.0013024+0.0023324i,-0.00022984+0.0026691i,0.00030121+0.0021818i,-0.00015345+0.0025159i,-0.00035806+0.0021263i,0.00013506+4.9074e-05i,0.00018837-0.0011384i,-0.00039703-0.00035578i,-0.00071984+0.00042377i,-0.00092627+0.00023143i,-0.0010429+0.0001858i,-0.00076021+2.0027e-05i,-0.00016179-1.7362e-05i,-0.00019186-0.00015441i,-2.2901e-05+0.00015866i,0.00010095+8.0854e-05i,0.00021295+0.00017793i,0.00028721+0.00059024i,-0.00011342+0.00022929i,-0.00025829-9.9887e-05i,-0.00032643-0.00085626i,-0.00066034-0.00098076i
0.00048527+0.0011895i,-8.9392e-05-1.9261e-05i,0.00011305-0.00054782i,-0.00015911+0.00060578i,7.6326e-05+0.0018652i,0.00080717+0.001473i,0.00051832+0.00024915i,-0.00069354+2.4177e-05i,-0.00149+5.5061e-05i,-0.0016422-9.7263e-05i,-0.0019503+0.00031191i,-0.0012765+0.00081588i,-0.00047648+0.00075709i,0.00020883-3.7828e-06i,0.00037193-0.00034377i,0.00024936-0.00030946i,0.00053029-0.00028142i,0.00062852-9.0064e-05i,0.00038698+0.00017632i,-0.00013988+0.00031489i,-0.00020977+0.00032721i,-0.00033082+2.0243e-05i,6.8569e-05-0.0010748i
0.00048603+2.3161e-05i,0.00078806-0.00017274i,0.0012565-0.00042728i,-0.00013022+0.00010148i,-0.0015001+0.00014826i,-0.00085837+0.00072432i,0.00025247+0.0007635i,0.00020122-0.00014172i,-0.0006575-0.00070427i,-0.00086018-0.00062624i,-0.00055934-1.0695e-06i,-0.00077213+0.00027795i,-0.00051347-7.3701e-05i,-0.00011292+0.00044679i,0.00019495+0.00068121i,0.00027551+0.00045537i,2.7182e-05+0.00041826i,0.00051543-0.00014623i,0.00080339-0.00046391i,0.00067861-8.2107e-05i,0.0011388-0.00018596i,0.0010891-0.00032739i,0.00047308+0.00014214i
0.00056868+0.00089645i,0.00077508-0.0002188i,-0.00042056-0.0010364i,-0.0010156-0.00068979i,-0.00079178+0.0011659i,-0.00016877+0.0012202i,-0.00028391+0.00037082i,-0.00082149+0.00041821i,-0.00070725+0.00021598i,-5.5673e-05+0.00019025i,0.00012163+0.00050502i,-0.00011686+0.0013551i,-0.00012632+0.0015379i,-2.6871e-05+0.00077071i,-0.00076684+0.00071851i,-0.00092516+0.0012427i,-9.5642e-06+0.0009749i,0.00015844+0.00067743i,-9.9589e-06+0.00048333i,0.00015342+0.00022264i,-0.00032815+0.00059666i,-6.672e-05+0.00078083i,0.00066444+0.0006126i
0.0015998-0.00086073i,0.00013605-0.00024881i,-0.00038069+0.00018704i,0.00018911+9.8689e-05i,0.00013654+0.00073706i,5.226e-05+0.00098278i,0.00024152+0.00025177i,0.0002467-0.00062825i,7.1051e-05-0.00061773i,-0.00027835-4.104e-05i,-0.00077361+0.0004824i,-0.0012088+0.00025671i,-0.00052177+0.00016069i,2.8545e-05+0.00011142i,-0.00014247-5.8586e-05i,-0.00044849-0.0001987i,-0.0003763+0.00030869i,-0.0003251+0.00024275i,-0.00022823-0.00010203i,-0.00032775+0.00035229i,-0.00021088+7.8503e-05i,-0.00030557-0.00026107i,-0.00036182-0.00041137i
-0.00077334+0.0002705i,-0.00093293-0.00076125i,-0.00051803-0.0004673i,-0.00031124+0.00051483i,-3.9224e-05+0.00070291i,0.00016733+0.0002768i,0.0004515-0.00025198i,0.00016615-0.00046199i,-0.00036121-0.00013421i,-0.00014424+0.00025686i,0.00045146+0.0005436i,0.00017997+0.00077674i,-0.00029696+0.00099322i,-0.00094395+0.00066716i,-0.00065424-0.00033768i,0.00036262-0.00071701i,0.00093433+0.0006689i,0.00085119+0.0014368i,-2.7199e-05+0.00078364i,-0.00099424+0.00038138i,-0.0010907+5.9444e-05i,-0.0012103-0.00058852i,-7.4004e-05+6.9604e-05i
-0.0011111+0.0026669i,1.4028e-05+0.0031343i,4.4578e-05+0.0036613i,-0.00020783+0.0029273i,8.2096e-06+0.0015232i,0.00037896+2.3013e-05i,0.00051663-0.00094579i,0.00021955-0.0010088i,0.00025069-0.00093935i,0.00027488-0.00031032i,1.779e-05+0.00028127i,-0.00032454+0.00066129i,-0.00024365+0.00085896i,-0.00023114+0.00067714i,-0.00051055+7.8598e-05i,-0.00077159+0.00013535i,-0.00092229+0.00045227i,-0.0002428+0.0009194i,0.00012607+0.00046579i,0.00042046+3.0143e-06i,0.00034155+5.7166e-05i,-0.00046643-0.00040518i,-0.0008535-0.00081461i
0.00020536+0.0020031i,6.4282e-05+0.0013677i,0.00037614+6.2014e-05i,0.00029114-0.00069815i,0.00087537-0.00053499i,0.0012857-0.00042123i,0.00083837-0.00029149i,0.00011406-3.917e-05i,0.00012721-4.5904e-05i,5.1235e-05+0.00011398i,-0.00068643+0.00029636i,-0.0011338+0.00054662i,-0.00084077+0.0011874i,-0.00047742+0.0010997i,-2.3092e-05+0.00068323i,0.00020354+0.00080633i,0.0001772+0.00088111i,-0.00010426-1.5874e-06i,-7.7454e-05-0.00035515i,0.000607-0.00049621i,0.00058637-0.0011459i,0.00014065-0.0011176i,-6.918e-05-0.00078749i
-0.00062773+1.2414e-05i,-8.8034e-05+0.00073002i,0.0005724+0.00090697i,0.0010335+0.0010502i,0.00059972+0.0013721i,0.00030257+0.0010176i,0.00012221+0.00038097i,-0.0001702-0.00052853i,-0.00062607-0.00086788i,-0.0010027-0.00060798i,-0.00086169-0.00018123i,-0.00098908+0.000687i,-0.00049493+0.00092341i,2.8746e-06+0.00083652i,-0.00058168+0.0007402i,-0.00050318+0.0012741i,-8.9698e-05+0.0012135i,-0.00027153+0.00011142i,-9.4555e-05-0.00038066i,0.00044256-0.00018368i,0.00055114-0.00014655i,0.00038625-0.00016606i,0.00023083-0.00015246i
0.0020678+0.00051653i,0.002099-0.00028156i,0.0019126+0.00012829i,0.00050509+0.00076483i,0.00042658+0.0005061i,0.0011121+0.00082183i,0.00089655+0.00079388i,0.00011881+5.3901e-05i,-0.00035264-0.00038435i,3.7398e-05-0.00029646i,-9.9332e-05-0.0002687i,-0.00078504-0.00073954i,-0.00075979-0.00030483i,-0.00029488+0.00032303i,0.00030986+0.00017286i,-0.00043699+4.3243e-05i,-0.00048892-0.00012481i,0.00041088+0.00017238i,0.0001541+0.00030267i,-3.7343e-05-0.00055507i,0.0003633-0.00096549i,0.0004368-0.00080853i,0.00013954-0.00032037i
-0.0016255-0.00032824i,-0.0028709+4.6804e-05i,-0.0030758+0.00018427i,-0.0031367+0.00071643i,-0.0031002+0.0016545i,-0.0021275+0.0010972i,-0.00017763-0.000108i,0.00045111-0.0009041i,-0.00027925-0.00094339i,-0.00024705-0.00047894i,0.00061608+0.00062093i,0.00070441+0.0013002i,-0.00016971+0.00092555i,-0.00033893-9.015e-06i,0.00010414-0.00041362i,-0.0001523+1.178e-05i,-0.00012525+0.00079377i,-0.0002489+0.00072338i,-0.0004097+0.00014666i,-5.9751e-05-8.3836e-05i,0.00018679+8.9282e-05i,7.1165e-05-0.00042104i,-0.0001712-0.00048325i
0.00024868-0.00098741i,0.00052337-0.0016766i,0.00024105-0.0020491i,-0.0004147-0.00089718i,-1.287e-05+0.00048042i,0.00018623+0.0012297i,0.00034075+0.00044977i,0.00064817-0.00097968i,-0.00032769-0.000817i,-0.0010073-0.00022167i,-0.00080312-0.00022279i,-0.00021753+5.6823e-05i,0.00060402+0.00017802i,0.00067947+0.00012531i,-0.00019099-0.00027013i,-7.2856e-05-9.765e-05i,0.00053207+0.0004198i,0.00060587-0.0001623i,0.0012471-0.00025368i,0.0012094-1.5554e-05i,0.00027417-0.00020425i,-0.00023729+0.00053238i,-0.00036436+0.0010733i
0.00028546+0.00090669i,-1.4777e-06+0.0012777i,3.7868e-05+0.00066526i,-8.9815e-05+0.00069425i,0.00029309+0.0012407i,1.2744e-05+0.0010538i,-0.00060228-0.00022198i,-4.9513e-05-0.0009251i,0.00066036-0.00078406i,0.00054948-0.00060982i,-0.00031273+0.00010436i,-0.00066705+0.00072419i,-0.00042282+0.00046146i,-9.1432e-05+0.00040751i,0.0003763+8.8508e-05i,0.00041406-0.00022698i,-0.0003568+0.00030677i,-0.00060653+0.00088917i,-0.00019536+0.00090302i,-0.00026113+0.00033269i,-4.2678e-05+0.00046031i,3.5195e-05+0.00078676i,-0.0003123+0.00050574i
-3.5596e-07-0.0001447i,-0.00026118-0.00092931i,0.00021753-0.00037507i,0.00017209-0.00048529i,8.1936e-05-3.948e-06i,9.7724e-05+0.0011392i,0.00071389+0.00016908i,0.0010832-0.00065144i,0.00091247-0.00056141i,0.00074261-0.00034193i,-0.00012036+0.00037787i,-0.00074215+0.00097732i,-0.00043117+0.00068823i,-0.00012436-3.4525e-05i,0.00023784-0.00025284i,3.9509e-05+3.3421e-05i,-0.00026845+0.00014925i,0.00025999+0.00030661i,0.00033255+0.00035549i,0.00054175+0.00022238i,0.00080453-0.00061951i,-0.00039115-0.00085472i,-0.0010314+0.00029714i
0.00015264+0.00015074i,-0.0011102+0.00075804i,-0.0017254+0.0009177i,-0.0013239+0.0009127i,-0.00011834+0.0016949i,0.00095381+0.002288i,0.0012968+0.0018244i,0.00038137+0.0012458i,-0.00066018+0.00085626i,-0.00047143+9.3806e-05i,0.00022881+0.00048075i,-0.00012598+0.0018114i,-0.00018441+0.001225i,0.00028289-6.2476e-05i,0.00030495-0.00070577i,-0.00063021-0.00073702i,-0.00096394+0.00036874i,-0.0004239+0.00084177i,-0.00024368-2.6959e-05i,0.00012796-0.0002459i,0.00048399-0.00065126i,2.894e-05-0.00091621i,-0.00032627-8.6658e-05i
-8.4747e-05+0.00022968i,0.00052835+0.0015048i,0.00070233+0.0018284i,0.00087509+0.0016796i,0.0017061+0.0018147i,0.0022847+0.0019554i,0.00085766+0.0012133i,-0.00037738+0.00081698i,9.2419e-05-4.7595e-05i,0.00023658-0.00062472i,-0.0003021+0.00028246i,-0.00061488+0.0010714i,-0.00029491+0.001057i,0.00033291+0.00067192i,-0.00018039+0.00016995i,-0.00099357+0.00012088i,-0.00072435+0.000776i,4.6427e-05+0.00090316i,-0.00015318+0.00044702i,-0.0004193+0.00072636i,-5.116e-05+0.00033065i,-2.7114e-05-0.00024639i,-0.00037863+0.00095033i
0.0019368+1.4096e-05i,0.0024402-0.00091693i,0.0010927-0.0018065i,-3.297e-05-0.0015219i,2.6606e-05+1.6291e-05i,-0.00056101+0.0010529i,-0.00026046+0.00065961i,0.0003478+0.00048433i,-2.5544e-05+0.00031117i,-0.00083956-0.00033898i,-0.0015041-0.00021516i,-0.0011695+2.4584e-05i,-0.00084667+3.1252e-05i,4.4999e-05+0.00074004i,0.0014943+0.00056583i,0.00064792+0.00021573i,-0.00025893+0.00051631i,0.0001769+0.00097221i,0.00034883+0.0016068i,4.5981e-05+0.00095551i,-0.0002196+0.00018451i,-3.9621e-06+4.7339e-05i,-0.00023646+0.00022181i
0.00046787+0.00040778i,-0.00063643-0.0013905i,-0.00073103-0.0031496i,-0.00042899-0.0032424i,-0.00027292-0.0021331i,-0.00059452-0.00032882i,-0.0005115-0.00018369i,-0.00089766-0.00063032i,-0.00085953-0.0002441i,-0.00015534-0.0003853i,0.00024679-0.00035854i,-0.00040193+0.00018429i,-0.00059293+0.0010609i,-0.0004176+0.00081568i,0.00022687+7.8871e-05i,0.00054004+0.00019198i,0.00015684-4.1785e-05i,0.00012953+0.00051559i,0.00049208+0.00051784i,0.00034767+8.9352e-05i,-0.00010953-0.00015182i,0.00029256-1.6922e-05i,0.00092387+0.00018844i
-0.00081932-0.00048777i,-0.0019264+0.00064853i,-0.0026292+0.0018616i,-0.002122+0.0016895i,-0.0013366+0.0017811i,-3.9356e-05+0.0014032i,0.0010658+0.00027324i,0.00045657-0.00048926i,-0.00044071-0.00015592i,-0.00037827-0.00025052i,-0.00033773-4.9792e-05i,-0.00065577+0.00079544i,-0.00067133+0.00074473i,-0.00087961+3.7698e-05i,-0.00097183-0.0010667i,-0.00041813-0.0010407i,0.00057316+7.157e-05i,0.00071441+0.00040869i,0.00036376+0.0001227i,0.00061764-0.00032007i,0.0011485-0.00048735i,0.0012469+0.00014032i,0.0004013+0.00014974i
0.0012073+0.00088733i,0.00053545-0.0003907i,-0.00018206-0.00095154i,-0.00072207-0.0013117i,-0.00032052-0.00084291i,0.00086224+0.00023963i,0.0010195-6.0624e-06i,0.00063459-0.00091535i,2.2841e-06-0.0013577i,-0.00045752-0.00071261i,-0.00061266-0.00028339i,-0.0010405-0.00021951i,-0.0014348+0.00015672i,-0.00089237+7.7946e-05i,-0.00011236-0.00025434i,-0.00015583-0.00034697i,-8.8083e-05+0.00033771i,0.0003463+0.00097174i,0.00032366+0.00026563i,-0.00011195-0.00076885i,-0.00059189-0.00041465i,-0.00046191-0.00012175i,-0.00065313-6.0387e-05i
0.0024533-0.0018303i,0.0024482-0.0028708i,0.0017813-0.0040391i,-0.00071334-0.0034473i,-0.0018682-0.0017779i,-0.0018732+0.00010424i,-0.0015072+0.00040023i,-0.00046489-0.0010756i,-0.00034304-0.00048259i,-0.0011034+0.0003297i,-0.0010885-0.00027213i,-0.0011182-1.1075e-05i,-0.00090378+0.00084479i,0.00066979+0.001053i,0.00080722+0.0011738i,-1.2123e-05+0.00059976i,-2.8443e-05+0.00034814i,-0.00014768+0.00050736i,-3.0248e-07+0.00039591i,0.00027151-3.4398e-05i,0.00055101-0.00068121i,0.00027181-0.00054777i,0.0002052-0.00052419i
0.00061629-0.00014982i,0.00099176+2.5534e-06i,0.00085998-0.00036529i,1.8476e-05-0.0010005i,-0.0010468-0.00096032i,-0.00086433-0.00025259i,-0.00016433+0.00019539i,0.00026462+0.00074635i,-0.00014868+0.00074796i,-0.00086863+6.1073e-05i,-0.0012195-0.00027023i,-0.00028115-0.00030316i,0.00027663+0.00024556i,-0.00066162+0.00052122i,-0.0011983+0.00032943i,-0.00072333+0.00021942i,0.00011103-0.00024511i,0.00021379-0.00059416i,0.00030498-0.00049394i,0.00023203-0.00013122i,-0.00025705+0.00033388i,-0.00020448+0.000471i,0.00028234+0.00050441i
-0.000733+0.0033604i,-0.00076779+0.0020543i,0.0001334+0.0013592i,0.0013142+0.0021636i,0.0017517+0.0019986i,0.001307+0.0011124i,0.00067679+7.7071e-05i,0.00041997-0.00026102i,-0.00019547-0.00053154i,-0.00019046-0.00021264i,0.00030598+0.00030719i,0.00017852+0.00048389i,-0.00016704-0.00024062i,-0.00019215-0.0010304i,-0.00011376-0.00099875i,-0.00049426-7.9622e-06i,-0.00084397+0.0010325i,-0.00017662+0.0014659i,0.00032722+0.0014678i,0.00031943+0.00050428i,-0.00031809-0.00015124i,-0.00035375-0.00022004i,6.3728e-05-0.00026481i
-0.0023956+0.00084541i,-0.00082894+0.00011159i,0.00013736-0.000139i,-0.00029879+0.00074954i,8.9561e-05+0.0010892i,0.00068245+0.00062409i,0.00071869+6.3538e-05i,0.00054587-0.00050051i,0.00013144-0.00071334i,-0.0009284-0.0012673i,-0.0010574-0.0013422i,-0.00020696-0.0009415i,0.00058237-0.00017773i,-0.00011687+0.00083877i,-0.0012144+0.00079957i,-0.00062531+0.00025294i,-7.3693e-05-0.00017481i,0.00027778+0.0004277i,0.00057945+0.00075023i,0.00031819+0.00018603i,0.00013691-0.00057283i,0.00035313-0.00084409i,0.00070768-0.00039899i
0.00092733-0.001085i,0.0013015-0.0011851i,-2.9471e-05-0.00017565i,-0.0005829+0.00024154i,0.00012589+0.00075891i,0.00055553+0.00098773i,0.00063418-0.00047459i,0.00045497-0.0013975i,-6.1281e-05-0.00069407i,-0.00032122-0.00030833i,-0.00017104+7.1133e-05i,-0.00030538+0.00018243i,0.00037652-6.4451e-05i,0.0010793-3.1024e-05i,0.00040364+7.8641e-05i,-0.00088006-0.00023432i,-0.00077475-0.00025531i,-0.00045617+6.1909e-05i,-0.00015516-0.00017085i,0.00068079-6.0369e-05i,0.0009986-0.00024693i,0.00060832-0.00066756i,5.506e-05-0.00032824i
0.00038598-0.00073065i,0.00029267-0.00024118i,-0.0001782-3.5171e-05i,-0.0023798-0.00034697i,-0.0024679-0.00036667i,-0.001033+0.00033569i,-0.00067984+0.00038134i,-0.00012859-0.00083451i,1.3787e-05-0.00099728i,-0.00023083-0.00087728i,-0.00048261-2.1528e-06i,-0.0011616+0.00050756i,-0.00096871+0.00027842i,-0.00057031+0.00086707i,-0.00011139+0.0011181i,-5.2183e-05+0.0011424i,-0.00011963+0.00054789i,4.155e-05-0.00074122i,0.00090141-0.00066534i,0.001552+3.2121e-05i,0.0019702-4.2947e-05i,0.0014183-0.00062393i,0.0001695-0.00011532i
-0.0026795-0.0012055i,-0.0026225-0.001442i,-0.0015973-0.00052647i,-0.00066692+0.0013953i,0.00028096+0.0020876i,0.00091983+0.0017267i,0.0010176+0.00073748i,0.00017516-0.00038139i,-0.0011261-0.00074199i,-0.00098125-0.00038968i,-0.00012942-0.00050385i,0.0003103-0.00094488i,-0.00029558-0.00071966i,-0.00024954-0.00015309i,-0.00013067-0.00025078i,-0.00015876+0.00043176i,0.00035932+0.0016537i,0.00043128+0.0011332i,0.00044355+0.0003481i,0.00050018+2.5627e-05i,0.00036821-0.00054882i,3.9863e-05-0.0002033i,-0.00012219-0.00032806i
0.0025485-0.00028846i,0.0019434-8.8149e-05i,0.00027436-0.00010535i,-0.00077349-0.00057984i,-0.00084976+2.9152e-05i,-0.00042058+0.00098405i,0.00044759+0.00045144i,0.0011814-0.00088661i,0.0013572-0.0010337i,0.00011066-6.9297e-05i,-0.00071009+0.00033754i,-0.00064501+5.8077e-05i,-0.00079399+0.00033534i,-0.00087448+0.00024065i,-0.00080118+0.00010889i,-0.00081119-0.0001822i,-0.00092157-0.00019277i,-0.00038111+8.2734e-05i,0.00056184-0.00017658i,0.0007594+7.0996e-05i,-0.00024751+0.00018952i,-0.0002184-9.8465e-05i,0.00030461-0.00014028i
-0.00039968+0.00078433i,-0.00015802+0.0016699i,0.0013727+0.0022418i,0.0010425+0.00039468i,-8.7475e-05-0.0012984i,-0.00026057-0.00064961i,-0.00041458+9.6374e-05i,1.6879e-05+0.00053253i,-0.00014529+0.00077841i,-0.00021926+9.9679e-05i,7.8045e-05+0.00011642i,-0.00045027+0.00059372i,-0.0011159+0.00055733i,-0.00051083+0.00011857i,-6.7444e-05-0.0002094i,-9.0507e-05+0.00046317i,7.4636e-06+0.0012878i,9.0069e-05+0.00091761i,2.4089e-05-0.00042645i,0.00057457-0.00086326i,0.0008113-0.0010471i,-2.996e-05-0.001357i,-0.00071904-0.00056605i
0.00053006-0.00021799i,4.8118e-05-0.00074663i,-8.1855e-05-0.00064773i,0.00035098+0.00097337i,-2.0516e-05+0.0023499i,-0.00024088+0.0016069i,-5.1186e-05+0.0010766i,-0.00041843+0.00070945i,-0.00059924+0.00016773i,-0.00043481+4.4525e-05i,0.00028559+7.2322e-05i,0.00059503-9.1306e-05i,0.00027089-0.00053736i,-0.0002845-0.00067151i,-0.00022615-0.00070834i,-0.0002667-0.00041038i,-0.0013175-0.00032383i,-0.0011363-0.001105i,0.00043219-0.0011597i,0.00048205-0.0013154i,0.00019525-0.0014137i,0.0002704-0.00063186i,-0.0006556-0.00026255i
0.0008447+0.001132i,0.0010157+0.00077697i,0.0017456+0.00055015i,0.0016563-0.00028366i,0.00086171-0.00075828i,0.00063112-0.00049494i,0.00024867-0.00019715i,0.00013531+0.00045273i,0.00013332+0.00036712i,7.9636e-07-0.00013597i,-0.00032267-4.8478e-05i,-6.8451e-05+0.00024075i,0.00036231+0.00020733i,0.00059464+0.00033106i,0.00039454+0.00023499i,0.0002238+8.9356e-05i,0.0005009+0.00051453i,0.0005387+0.00041703i,0.00010976+0.00018315i,-0.00036363+8.1988e-05i,5.1518e-05+0.00039973i,0.00049656+0.00085982i,0.00062794+0.00098589i
0.00050001+0.0023333i,7.5301e-06+0.00086197i,-0.00047906+0.0010503i,-0.00011484+0.001314i,0.00079554+0.0011568i,0.0010583+0.001074i,0.0010685+0.00015584i,0.00021901-0.00058375i,-0.00050018-0.0010911i,-5.8961e-05-0.00083013i,-0.00015749-0.00040576i,-0.00084488-0.00032252i,-0.00069753-0.00010874i,-0.00030831+8.949e-05i,-0.00057721+0.00040495i,-0.0002681-1.3046e-05i,-0.00011322-0.00097449i,-0.00040657-0.00018221i,-0.00034936+0.00069885i,3.2176e-05+0.00048285i,1.109e-05+0.00041623i,-2.4335e-05-0.00033124i,3.9333e-05-0.0013028i
-0.0011212-0.00062067i,-0.00090011-0.00039734i,-0.0015661-0.0001796i,-0.0018714+0.00098353i,-0.0014394+0.0018238i,0.00045316+0.00086657i,0.0016913+0.00048717i,-9.882e-05+0.00015321i,-0.0018148-0.00085394i,-0.001693-0.00050568i,-0.00078905+0.00068779i,-2.1765e-05+0.0010144i,-3.425e-05+0.00089261i,0.00012473+0.00026058i,0.00062006-4.648e-05i,0.00076333+0.00067273i,0.00037393+0.0010596i,-0.00041852+0.00055394i,-0.00057664-0.00032086i,0.00039711-4.4665e-05i,0.00079638+0.00031807i,-4.7325e-06-5.6092e-05i,-0.00032383-0.00071613i
-0.0021913-0.0008773i,-0.0031869-0.00029765i,-0.0037487-0.00056215i,-0.0038548+0.00066348i,-0.0033187+0.0021373i,-0.0010244+0.0022331i,0.00056479+0.0012143i,0.00060355-0.00018451i,0.00019861-0.0009277i,-0.00035173-0.00018467i,-0.00065005+0.00021883i,-0.00077239-0.00060176i,-0.0006769-0.00050156i,0.00047908-1.705e-06i,0.0010727-0.00048323i,0.00038292-0.0010431i,2.8506e-05-0.0010521i,0.00016872-0.00044871i,0.00024006-0.00059378i,-0.00011977-0.00071024i,-0.00056606-0.00047988i,-0.00062208-0.00035676i,-0.00046015+0.00017688i
-2.9603e-05+0.00014688i,-0.00059027+0.00066783i,-0.00050779+0.00059394i,-0.00011499+0.00043351i,0.00038159+0.0007182i,0.00030439+0.00095062i,0.00057755+7.3034e-05i,0.00099437-0.00061232i,0.00040035-0.00065242i,5.0503e-05-0.00074717i,-0.00033536-0.00058924i,-0.00096088-0.00010374i,-0.0008635+0.00022643i,-0.00052359-0.00049365i,-0.00014376-0.00031367i,0.00033756+0.00050771i,0.00016031+0.00031032i,0.00050272-0.0001674i,0.00079786-0.00024023i,0.00014115-3.6681e-06i,-0.0003012+0.00019558i,0.00034584+0.0001655i,0.00092145-0.00025586i
0.00092823+0.00044476i,0.0014151+1.1136e-05i,0.00084894+0.00032813i,-0.0004334-4.1579e-05i,-0.00060452+4.2532e-05i,-1.2234e-05+0.00063669i,0.00024161+0.00011779i,0.00034709-0.00067079i,-9.782e-05+3.0513e-07i,-0.0010261+0.00094789i,-0.0010469+0.0006999i,-0.00012273+0.0010137i,-0.00025015+0.0012845i,-0.00067138+0.00093582i,-8.3895e-05+0.00047652i,7.336e-05+0.0003385i,-0.00057506-0.00017894i,7.283e-05-0.0004043i,0.00093138-0.00044288i,0.00044017-0.00061945i,-0.0001066-0.00035877i,-0.00084068-0.00060761i,-0.00081413-0.0002835i
0.00086172-1.5914e-05i,0.0016178-0.0017908i,0.0018858-0.0020915i,0.0015797-0.0017271i,0.00075414-0.0017465i,-0.000531-0.00096861i,-0.00070936-0.00041375i,-0.00048714-9.3043e-05i,-0.00046077+5.8384e-05i,-0.00038263+0.0001284i,-0.00075759+0.00034268i,-0.00064127+0.00046326i,-0.00027097+0.00078803i,-0.00010453+0.00095839i,-0.00052824+0.00096238i,-0.00058789+0.00051274i,6.8952e-05+1.829e-05i,0.00051894-3.6299e-05i,0.0001296+0.00032386i,-0.00030395+0.0008709i,0.00064905+0.00050099i,0.0012535-3.971e-05i,3.4039e-05-0.00042722i
