0.0017604+0.00092419i,0.0020723-0.00051563i,0.000733-0.0018677i,-0.0015199-0.0020374i,-0.0024734-0.00051957i,-0.0017658+0.0018262i,0.00037133+0.0028577i,0.0023025+0.0015747i,0.0028454+2.9921e-05i,0.002233-0.00075552i,0.00089731-0.0015787i,-0.00036747-0.0015889i,-0.00060505-0.00082693i,-0.0008655+0.00038893i,-0.0017787+0.00034186i,-0.0017967-0.00042319i,-0.0013709-0.00098377i,-0.0011258-0.00053926i,-0.00025079+0.0008857i,0.0007813+0.00061941i,0.00078902-0.00079267i,-0.00044614-0.001614i,-0.00078504-0.0010543i
-0.0005795-0.00042745i,-0.00067924-0.00038441i,-0.00023403-0.00051027i,-0.00072779-0.00052494i,-0.00078204+0.00035848i,-0.0001527+0.0019748i,0.0013295+0.0028039i,0.0023763+0.0014384i,0.0015295+0.0010515i,0.00028511+0.0010363i,0.00031233+0.0003487i,-0.00033509+0.00098338i,-0.00083049+0.00035273i,-0.0003491-0.00088414i,-8.7439e-05-0.00036059i,0.00019515+0.00011037i,0.00025186+0.00043863i,0.00019422+0.0003063i,0.00016923-1.1994e-05i,0.00018331-0.00024625i,-2.9775e-05-0.00078408i,-0.00010241-0.00088841i,5.3547e-05-0.00052901i
-0.00014584+0.0003933i,-0.00067955+0.0013342i,-0.00012573+0.0016285i,0.00028663+0.0012971i,-0.00011551+0.00016585i,0.00022849-0.00042674i,0.00054868+0.00024224i,0.0010933+0.0013718i,0.0007026+0.0010982i,0.00070781-0.00024756i,0.00063428-0.0010304i,8.8436e-06-0.0011092i,-0.00053916-0.00087629i,-0.0012254-0.00094865i,-0.0012276-0.00067773i,-0.00037092-0.00016134i,1.6561e-05+0.00065292i,4.5372e-05+0.0014835i,0.00023707+0.0010452i,0.00062756-2.9799e-05i,0.00078521-5.6413e-05i,2.7772e-05+0.00030943i,-0.00028395-2.1195e-05i
-0.0015671+0.00035928i,-0.00049976-0.00016899i,-0.0004059-9.6405e-05i,-0.00040815+0.00072337i,0.00073147+0.001402i,0.0016256+0.0018735i,0.0019996+0.0016569i,0.0018586+0.0005962i,0.00097605+0.00015911i,0.00022225+2.9122e-05i,-0.00088292-0.00021335i,-0.00086714-6.3642e-05i,7.0747e-05+0.00023704i,-0.00036945+0.00010341i,-0.00058588-0.00069238i,-0.00056851-0.00034772i,-0.00038873+0.00030269i,-0.00027921+0.00034181i,-6.1587e-05+0.00015287i,-0.00021901-0.00019063i,-0.00036523-0.00012733i,-0.00028443+0.00033091i,-0.00062626+0.00068208i
-0.0011338+9.9425e-05i,-0.0010469+0.00093649i,-0.00041777+0.0018037i,-0.00010646+0.0020294i,-0.00010277+0.0021846i,-0.00016277+0.0019967i,0.00086389+0.0012086i,0.0015359+0.00053853i,0.00064962+0.00053193i,-6.4947e-05+0.00052265i,-0.00040874+0.00015859i,-0.0014989+3.3937e-05i,-0.00086073-9.3362e-05i,4.1823e-05-0.00032835i,-0.00049263-0.00059777i,-0.00052534-0.00039681i,0.00035627-0.00018452i,1.3801e-05-4.332e-05i,-0.00036856-4.676e-05i,5.2357e-05+0.00016666i,-0.0010015+0.00010719i,-0.0014934-0.00017545i,-0.00029354-0.00082697i
0.00055712-0.0022854i,-0.00014738-0.0016542i,0.00047892-0.001038i,0.00068223+0.00013164i,-8.4696e-05+0.0011321i,-0.00017318+0.0013255i,0.00055613+0.0015113i,0.00087937+0.0014321i,0.0008758+0.00031215i,0.0010316-0.00021428i,0.00085135+8.4608e-05i,0.00088607-0.00039475i,0.00093508-0.00012799i,0.0004682-8.9601e-05i,6.145e-05-0.00068134i,7.4678e-05-0.00044896i,-0.00026512+0.00012989i,-0.0004945+0.00014478i,-0.00047002+6.0423e-05i,-0.0010855-0.00038803i,-0.00061865+0.00019595i,-1.7001e-05+0.0012572i,-0.00050485+0.00072718i
0.00013222-0.00038136i,0.00010485-0.00046791i,0.00014809-9.7524e-05i,0.00028413+0.00030548i,0.00021862+0.00043126i,0.00033263+0.00066354i,0.00061585+0.0013837i,0.00036023+0.0013914i,8.7314e-06+0.00025068i,0.00023093+0.00041341i,-0.00011368+0.00058136i,-0.00060513-0.00018818i,-0.0011538-0.00054135i,-0.0012789-0.00048256i,-0.00079314-0.00037806i,-0.00053344-0.00049171i,-0.0013637-0.00062386i,-0.0015041-0.00064672i,-0.0006039-0.00030683i,-0.00052103-3.0262e-05i,-0.0006907-0.00039699i,-0.00060712-0.00068328i,0.00034553-0.00026829i
-7.8088e-05+6.5633e-05i,9.0437e-05+0.00053682i,0.00081869+0.0013738i,0.00041911+0.0012842i,0.0002871+0.00086467i,-4.7429e-05+0.0014456i,0.00036888+0.0023023i,0.0011264+0.0016198i,0.0013609+0.00030556i,0.00089328-0.00029519i,0.0002415-0.0009448i,0.00026374-0.00063325i,-0.00014387-3.7166e-05i,-0.00068718-0.00058839i,-0.00075302-0.0010448i,-0.00019781-0.00054739i,0.00020733+0.00043698i,-0.00029768+0.00087665i,-0.00082896+0.00020409i,-0.00054503-0.00021079i,0.00012123+0.00030669i,0.00077902+0.00021718i,0.00077536-0.00051946i
-8.0935e-05-0.00043122i,0.00058256+2.2015e-05i,-4.6983e-07+0.00026279i,-0.0010927+0.00044057i,-0.00031839+0.0010917i,0.00074005+0.0014025i,0.0011696+0.0015382i,0.00089209+0.00096126i,6.8476e-06-1.4743e-05i,-0.00036752+0.00055187i,-0.00047763+0.0010383i,-0.00075785+0.00032407i,-0.00078546+0.0002358i,-0.00060316+0.00039768i,-0.00031161+7.5905e-05i,-4.155e-05-0.00014107i,0.00035171-0.00035734i,-9.1547e-05-0.00018531i,-0.00071691-0.00029489i,-0.0002118-0.00057835i,0.00010825-0.00075412i,0.00011185-0.00099869i,-0.00045484-0.0005082i
-0.0007416+2.1371e-05i,0.00063134+0.00058205i,0.001288+0.0011525i,0.0014295+0.00086137i,0.001323+0.00083541i,0.00051406+0.00090895i,0.0009505+0.00068941i,0.0011566+0.00068612i,0.00041832+0.00082883i,0.00041162+0.00018681i,0.00046187-0.00070962i,0.0001485-0.00054791i,-0.00017061+0.00017885i,0.00010402+0.00035463i,0.00060337+0.00010882i,-3.078e-05-0.00025821i,-0.0010741-0.00067788i,-0.00079115-0.00067921i,0.00010292-0.001249i,0.00038358-0.0010696i,0.00020756+3.3137e-05i,0.00042617-0.00027107i,0.00081503-0.00080131i
-0.001597+0.001043i,-0.0014971+0.0013598i,-0.0003035+0.0016941i,-0.00011705+0.0017658i,-0.00022534+0.0022645i,0.00049026+0.0018156i,0.0008775+0.00071584i,0.00079461-0.0002625i,0.00010633-0.00091253i,-0.00057837-0.00011747i,-0.00017255-0.00023732i,0.00050332-0.00056354i,0.00037039-0.00048308i,0.00017214-0.00094152i,-6.9066e-05-0.0012941i,0.00028131-0.0011486i,0.00079775-0.00037621i,0.00058666+0.0001164i,0.00012355+5.704e-05i,-0.0003958-0.00010957i,-0.0010703+0.00023114i,-0.00076609+0.00044567i,9.3446e-05+0.0009695i
-0.0019956-0.00062206i,-0.0022556-0.00011759i,-0.00071294+0.001269i,0.00087465+0.0013991i,0.0014915+0.0010598i,0.0013617+0.00042009i,0.00099808-7.5498e-05i,0.0006967-0.00035985i,0.00040265-0.00045781i,0.00023069-0.0010863i,0.00055348-0.0012168i,0.00065543-0.00091082i,0.00027627-0.0010696i,-0.00041059-0.0009349i,-0.0010833-0.0015545i,-0.00035075-0.0015836i,0.00048502-0.00038998i,0.00030519-4.8305e-05i,-0.0003274+0.00023064i,-0.00053952+0.00029019i,-0.00021503-2.4582e-05i,-0.00033402+0.00013838i,-0.00045062+0.00040641i
0.0014451+0.00013142i,0.00095081-0.0004847i,1.5455e-05-0.00050774i,0.00024817+0.00016736i,0.0011488+0.0017014i,0.0014197+0.0032352i,0.00079463+0.0022388i,0.00054371+0.00083703i,0.00049551-9.0342e-05i,0.00066459+2.2988e-05i,0.00069982-0.00030086i,-0.00010859-0.00083794i,-0.00038907-0.001191i,0.00027123-0.0011138i,0.00072235-0.0016105i,0.00053116-0.0014967i,0.00056443-0.00037381i,0.0010664-7.4031e-05i,0.00098234-0.00034052i,-2.153e-05-0.0011037i,-1.3992e-06-0.00075468i,0.0006645+0.00044206i,0.00033459+0.00052546i
4.7826e-05+0.001753i,8.2742e-05+0.0015916i,0.00032327+0.00091039i,-3.2495e-05+0.00076659i,-0.00037283+0.00056523i,-5.1405e-05+0.00080895i,0.00064216+0.0017364i,0.00063084+0.0011348i,0.00054913+0.00037604i,0.00032759+0.00074199i,-0.00015431-0.00017465i,0.00021607-0.00079106i,0.00080331+0.00021674i,0.00031449+0.0010118i,-0.00069859+0.00042048i,-0.0006913+3.3758e-05i,-0.00022897+0.00050262i,-0.00011742-0.00018183i,-0.00063523-0.0010334i,-0.00061319-0.00047807i,-0.00049321-0.00030532i,-0.00081603-0.0006423i,-0.00069343-0.00093078i
-0.0011412-0.00078212i,0.00016186-0.0019717i,-0.00024968-0.0015271i,-0.001162-0.00033521i,-0.0010378+0.0011436i,-0.00018943+0.0025168i,0.00019515+0.002568i,0.00044483+0.0016914i,0.00020065+0.00044628i,-3.4839e-05-0.00026711i,0.00058999-0.00022252i,-0.00032087+0.00015765i,-0.0010324-0.00014816i,-0.00074468-0.0011297i,-0.00011448-0.0015031i,0.00048521-0.00071719i,-8.467e-05+0.00023503i,-0.0010454+0.00017897i,-0.0011238-0.00042584i,-0.00048375-0.00037518i,8.1093e-05+0.00045669i,0.00039648+0.00070574i,-0.00014949+0.000275i
0.0029268+0.0016149i,0.0029074+0.001424i,0.0030614+0.0012798i,0.0019337+0.00037835i,0.0006196+0.00089693i,-0.00026965+0.0016909i,-6.0228e-05+0.0015686i,0.00050699+0.0011198i,-0.00030128+0.00056859i,-0.00070382-5.1029e-06i,-2.8508e-05-0.00052752i,3.2804e-06-0.00078703i,-0.00029329-0.00029606i,-0.00055121-0.00038041i,-0.00077548-0.00056519i,-0.00018254-0.00049271i,0.00039788-0.0002809i,-0.00047042-0.00017437i,-0.00089413-0.00041889i,-0.00040986-0.00040842i,0.00020401-0.00040602i,0.00058451-0.00019318i,0.00056095-0.00014991i
0.00023757+0.0015065i,0.00088052+0.0010924i,0.00099044+0.00072476i,-7.7303e-05+0.00040195i,-0.00044419+0.00045599i,-0.00062534+0.0011119i,-0.00023667+0.00078597i,0.0007182+0.0010723i,0.00074779+0.0018106i,0.0004483+0.0011437i,0.0002458-0.00031978i,-0.00031072-0.0010949i,-4.298e-05-0.0010837i,0.00033618-0.00068508i,2.3543e-05-0.00097684i,-0.00035036-0.0010493i,0.00012819-0.00093225i,0.00089713-0.00032046i,0.00025177+0.00044942i,-0.00062275+0.00088307i,-0.00026582+0.0010676i,0.00032636+0.00057662i,0.00070464+0.00048417i
-0.001572+0.0012738i,-0.0012248+0.0016237i,0.00058601+0.0021137i,0.0017567+0.0012094i,0.0012806+0.00093131i,0.00062035+0.0012266i,0.0001433+0.00086452i,0.00045451+0.00015911i,0.00023114-0.00028263i,0.00012829-0.00018701i,0.00042453-0.00022475i,0.00073141+0.00011259i,0.00054143+0.00027327i,-0.00049691+0.00033586i,-0.00072131+0.00046943i,7.4568e-05+9.2998e-05i,0.00023979+5.7746e-05i,-0.00025528-7.1352e-05i,-0.00024087-0.00043174i,0.00039195-3.5315e-05i,0.00012742+0.00043269i,-0.00024696+0.00037916i,0.00031233+0.00086642i
-4.7109e-05-0.0025988i,-1.7657e-05-0.0010766i,-0.0011825+0.00011877i,-0.0017778+0.00044856i,-0.00029387+0.001383i,0.00092883+0.0027454i,0.0011949+0.0026065i,0.001855+0.0008928i,0.0018252-0.00053567i,0.00089012-0.0008826i,0.00033383-0.00091445i,-7.7369e-05-0.00025639i,0.00039276+3.5911e-05i,0.0010505-4.9486e-05i,0.00036822-0.00025043i,-0.00039808-0.00070175i,0.00011591-0.00042559i,0.00050081-5.8563e-06i,-0.00027223-0.00034884i,-0.00019054-0.000311i,-4.0022e-05+0.00037932i,-0.00068924+0.00059981i,-0.00071416+0.00055761i
0.00039851-0.00014204i,0.00076283-0.00030304i,0.00072909+3.4241e-05i,0.0007604+0.00046325i,0.00019893+0.00056603i,0.00072453+0.0010685i,0.0013524+0.001497i,0.0010443+0.0011025i,0.00099057+6.8441e-05i,0.00067994-0.00027835i,0.00043903-0.00043794i,0.00022213-0.00033884i,0.00022379+0.00021788i,-8.741e-05+0.00022693i,-0.00058645-0.0008441i,-0.00082294-0.0013603i,-0.00061803-0.0011397i,-0.00019496-0.00066839i,0.00055317-0.00039594i,0.00017053-8.5208e-05i,-0.000883+0.00051048i,-0.00017451+0.00097417i,0.00058909+0.00076321i
-0.0020042-0.0015213i,-0.0024307-0.00027825i,-0.0033829+0.00035146i,-0.0030718+0.00076205i,-0.0016084+0.0016946i,-0.001076+0.0023662i,-4.0989e-05+0.0016212i,0.0010713+0.00087443i,0.0005492+6.4254e-05i,4.5172e-05-0.00046299i,0.00027494-8.5503e-05i,0.00024271+0.00044477i,0.00019157+0.00042447i,0.00032974+0.00018148i,0.00032101+0.00023623i,0.00013801+0.00018775i,4.4654e-05+0.00083341i,0.00087487+0.0013119i,0.00070529+0.00057032i,0.00033396-0.00041282i,0.0010357-0.00024283i,0.0011783+0.00036569i,0.00042202+0.00051934i
0.001954+0.0007282i,0.0019769+0.0012216i,0.0023781+0.00095296i,0.0012451+0.00016981i,4.5319e-05+0.00047643i,0.00036709+0.002245i,0.0011869+0.0022529i,0.0013733+0.001634i,0.00038988+0.0015377i,0.00040336+0.00099832i,0.00080304+0.00070644i,0.00028578+0.00060247i,0.00059384-0.00060214i,0.00032683-0.00086638i,-0.00087294-0.00042421i,-0.00084824+5.6291e-05i,-0.0002877-0.00012173i,-1.4289e-05-0.00025316i,-0.00049871-0.00021739i,-0.00047071-0.00044136i,0.00021586+0.00033459i,0.00066461+0.00063496i,0.00027069-0.00024305i
0.0014496+0.0011618i,0.0015879+0.00056872i,0.0026903+0.00033999i,0.0017758+0.00062341i,0.00099318+0.0010308i,0.0012715+0.001617i,0.0016895+0.0020538i,0.00098646+0.0010787i,0.00050704-0.00011058i,0.00059496-0.00043389i,0.00052667-0.00059842i,6.9379e-06-9.4549e-05i,-0.00040942+0.00026119i,-0.00023743+0.0004775i,-0.00088287+0.00066613i,-0.0010367-0.00030102i,-0.0004556-0.00055743i,-0.00044139-0.00047421i,-0.00045298-7.2362e-05i,-0.00043325+0.00049892i,4.9414e-05+0.00059829i,0.00041089+0.00055767i,0.00013709-0.00025811i
0.0011957-0.0010133i,0.0016519-0.001111i,0.001881-0.0012859i,0.0009896-0.00086774i,-0.00042931+0.00054842i,-0.00069389+0.0017332i,0.00066164+0.0019346i,0.00093942+0.00057524i,-9.2346e-05-0.00053782i,0.0003985-0.00084906i,0.00099471-0.00069899i,0.00016077+4.7303e-05i,-0.00026543+0.00054685i,0.00048022-1.6821e-05i,0.0007831-0.00073819i,0.00024914-0.00050006i,3.6812e-05+0.00011635i,3.057e-05+0.00024533i,0.00079103+0.0004658i,0.0010237+0.00037882i,0.00052807+0.00044523i,1.1041e-05+0.00082555i,-0.00033281+0.00098173i
7.5432e-05+0.00067049i,0.00019852+0.0013691i,0.00063496+0.0020123i,0.0019478+0.0011249i,0.0023027+0.0010818i,0.001078+0.0017373i,0.00075263+0.0015641i,0.00097172+0.0012577i,0.00094065+0.0014786i,0.0012584+0.001719i,0.00066186+0.00096441i,0.00041143-0.00085718i,0.00015091-0.0015367i,-0.00042862-0.0010803i,-0.00026714-0.00075559i,-0.00010027-0.00049943i,-0.00018346-0.00010495i,3.8139e-05+0.00029551i,-0.0001495+0.00055983i,-0.0003753+0.00066339i,-9.9223e-05-0.00033492i,0.00020058-0.00062636i,-0.00050952+5.6936e-05i
0.00041881+0.0036166i,0.00091496+0.0019256i,0.0013766+0.0012752i,0.001443+0.0008705i,0.0013606+0.00057567i,0.0016753+0.0013074i,0.0014721+0.0015342i,0.0012244+0.00040826i,0.00014505-0.00027959i,-0.00032273-0.00053127i,-0.00020282-0.00052534i,-0.00032371-0.00055795i,-0.00057424-0.001353i,-0.00036529-0.0018395i,-0.00056831-0.0013894i,-0.0010349-0.00084728i,-0.00046325-0.00037492i,0.00012211+0.00010196i,-0.00042675+0.00013061i,-0.00067068-0.00010673i,-0.00014988+0.00036629i,-2.1078e-05+0.00048869i,-3.2844e-05-9.5394e-05i
-0.0015395-0.00033202i,-0.00057703-0.00031774i,-0.00034355+0.00011435i,-0.00011721+0.00017863i,-0.00027645+0.00038231i,5.8002e-05+0.001086i,0.0007462+0.0015066i,0.00057445+0.00084863i,0.00022513-0.00020965i,0.00048774-0.00023789i,0.00061828+0.00015072i,0.00038699+0.00022619i,0.00030921+0.00014586i,0.00026444-0.0005439i,0.00038749-0.00036341i,0.00019268+0.00038051i,-6.4833e-06+1.4695e-05i,0.00054725-0.00040295i,0.00092334-2.5752e-05i,0.00080493+0.00048306i,0.00023164+0.00012325i,0.00018596-0.00022442i,0.00011192-0.0002633i
-0.0012491-0.0031086i,-0.0015617-0.0019954i,-0.0026568-0.0005962i,-0.0015947+0.00052026i,-2.2384e-05+0.0013106i,0.00033151+0.0020466i,0.00067479+0.0017715i,0.00076541+0.00028637i,0.00059772-0.00015921i,0.00066997-0.00019724i,0.001311-0.00052672i,0.0010754-0.0011247i,0.00041373-0.0010077i,0.000458+9.4177e-05i,0.0008976+0.00016631i,0.0012901-0.00020437i,0.0014181-0.00031328i,0.00033867+8.0875e-05i,-0.00055495+0.00048881i,-0.00095984+5.959e-05i,-0.00062983-0.00022401i,0.00037257-0.00070329i,0.00068269-0.0011938i
0.00036731+0.0010441i,-0.000422+0.0014922i,0.00016375+0.0018957i,0.0008834+0.00083413i,0.00086526+0.00090937i,0.00079046+0.0021194i,0.00044801+0.0019885i,0.00073226+0.00046788i,0.00099201-0.00034011i,0.00085165-0.0001701i,0.0010587-0.00021146i,0.00029325+6.8906e-05i,-0.00046479-0.00025772i,-0.00047143-0.00094609i,-0.00053935-0.00040202i,4.0569e-05+0.00052322i,0.0004533+0.00014035i,0.00022391-0.00020071i,-6.9329e-05+0.00049486i,-0.00028254+0.00085336i,-0.00023933-0.00010637i,-9.6225e-05-0.00043526i,0.00020115-0.00013674i
-0.0023151-0.0021582i,-0.002459-0.0021505i,-0.0028043-0.0011703i,-0.0029141+2.1172e-07i,-0.0019763+0.0017037i,-0.00042353+0.0035059i,0.0008233+0.0026646i,0.0014003+0.00016529i,0.0012284-0.0010356i,0.00026246+9.7243e-06i,-0.00016134+0.0008054i,-0.00026405+0.00027634i,-7.8475e-05-0.00017228i,0.00043976-0.00066937i,0.00073104-0.00064465i,-6.0016e-05-1.9327e-05i,-0.0010984+3.6936e-06i,-0.0013351-0.00018373i,-0.0007612-0.00024i,-0.00072866-0.00057925i,-0.00079728-0.00056274i,0.00016843-0.00036268i,0.00053823-0.00016737i
0.0014178+7.2608e-06i,0.00086936+0.00074573i,0.0010389+0.0011816i,0.00064441+0.0014205i,-0.00062172+0.001945i,-0.00076264+0.0026398i,-2.7507e-05+0.0019179i,0.00063313+0.0008177i,0.00024901+0.00015627i,0.00018758-0.00046948i,0.00077451-4.59e-05i,0.0010738+0.00036862i,0.00082222+0.00021244i,0.0003948+3.7516e-06i,0.00011285+2.7308e-05i,0.0001946+0.00026925i,0.00078397+6.7721e-05i,0.00060028-0.00042307i,-9.7255e-05-0.00021863i,-2.0439e-05+0.00064196i,0.00027138+0.00040833i,0.00020445-0.00032403i,0.00044056+2.033e-05i
-0.0015064+0.0017959i,-0.0010045+0.00060632i,-0.00023811+0.00054885i,-0.00052256+0.0015132i,1.9034e-06+0.0012529i,0.00081508+0.00075746i,0.00069815+0.0014684i,0.00029429+0.0013576i,0.00029073+0.00093151i,-0.00050647+0.00069172i,-0.0012692+0.00027122i,-0.00090021-0.00038712i,-0.00059342-0.00060532i,0.00017577-0.00019946i,0.00041129-0.0005618i,4.3766e-05-0.00058529i,-0.00051155-0.00018948i,-0.00072609-0.00012681i,4.2576e-05+0.00010853i,0.00020456+0.00074834i,-0.00034865+0.0012362i,-0.00041344+0.0013368i,-0.00017998+0.00074969i
-0.0012071-0.00062302i,-0.0013319-0.00085569i,-0.0011909+0.00070519i,-0.00083182+0.0016572i,0.00030386+0.0014678i,0.00085482+0.0013959i,0.0011521+0.0016128i,0.0011222+0.001431i,0.00084047+0.00062756i,0.00045876+0.00080746i,0.00058913+0.0013492i,0.00026438+0.00035671i,-0.000298-0.00061075i,-0.00085023-0.0009883i,-0.0010862-0.0012694i,-0.00078874-0.00052663i,-0.00049671+0.00013821i,-0.00082275-0.00039154i,-0.00059414-0.00028103i,-0.00023834+0.00059023i,-0.00060954+0.00082512i,-0.0010148+0.00051864i,-0.0011958-0.00017854i
0.0011114+0.00057865i,0.00096698+0.00082542i,0.0017484+0.00081003i,0.0012273+0.00055574i,0.000336+0.00041399i,-0.00025608+0.001213i,-0.0004499+0.0019506i,-0.00013929+0.0018228i,-0.00055921+0.001424i,-0.00074775+0.00063476i,-0.00017327-0.00044324i,-0.00035777+3.2679e-05i,-0.00081879+0.0011982i,-0.00071991+0.00111i,1.2009e-05+0.00054225i,0.00086123-0.00012652i,0.00066243-0.00029863i,0.00014412-5.3116e-05i,2.8971e-05-0.00016062i,0.00018791+0.00018801i,0.00042377+0.00071411i,0.00066474+0.00070807i,0.00012868-2.3391e-05i
-0.00088127+0.00083793i,-0.0010431+0.0015273i,0.00030806+0.0024935i,0.00084554+0.0025335i,0.00051189+0.0020928i,0.00069766+0.0023043i,0.00040131+0.0022871i,-6.7053e-05+0.0011958i,-9.4001e-05+0.00063782i,0.00012771+0.00079818i,0.00022599+0.00019389i,0.00036145-0.0007036i,0.00079264-0.00064535i,0.00073229-0.00092372i,0.00081421-0.0011216i,0.00047814-0.0001781i,-3.1292e-05+0.00020394i,-0.00051411+0.00018759i,-0.00055473+1.1789e-05i,-0.00021852-9.1341e-05i,0.00016206+0.00026618i,7.0614e-05+8.5898e-05i,9.5798e-06-0.00040543i
-0.0023286+0.00013657i,-0.0029775+0.0013638i,-0.0025502+0.0027932i,-0.001098+0.0032478i,0.00091858+0.002713i,0.0019327+0.001998i,0.0015234+0.0015997i,0.0010588+0.0010603i,0.0004936+0.0002762i,-0.00025057-0.00017402i,-0.00033613-0.00028899i,-0.00036643+0.00026406i,-0.0001433+0.00057003i,0.00032507-0.0004114i,0.00064325-0.0010284i,0.00046377-0.00050187i,-0.00021371-0.00012417i,-0.00061746-0.00059329i,-0.00064784-0.0008941i,-0.00096519-0.00048116i,-0.0011195+3.7905e-05i,-0.00047798-0.0001299i,0.00058889-0.00023784i
0.0013702+0.00015773i,0.00037818+0.00040353i,-0.00049509+5.067e-05i,-5.1303e-06+0.00041615i,0.00026954+0.0019157i,0.00040546+0.0029514i,0.00099146+0.0027549i,0.0010051+0.0017953i,0.00041955+0.00058045i,-0.00019299+0.00010051i,-0.00073864+0.00014074i,-0.00079624+8.4486e-05i,-0.00016528-0.00030125i,-1.2555e-05-0.00010114i,-0.00010642+0.00036695i,0.00059354+0.0002026i,0.0010005-0.00078073i,0.00069253-0.0005138i,-0.00014234+1.1897e-06i,-0.00050381-6.4026e-05i,-0.00019622+0.00022532i,-0.00011408+0.00014124i,0.00033072+0.00018376i
-4.2753e-05+0.0019924i,-0.0005101+0.0017537i,-0.00011098+0.0015387i,0.0007562+0.0019749i,-0.00011532+0.0022849i,-0.00017206+0.0024402i,0.0010161+0.0025657i,0.00087372+0.001564i,0.00074398+0.00057985i,0.0005688-4.9252e-05i,0.00017543+3.7345e-06i,-0.00030956+4.9779e-05i,-0.00028112-0.00035973i,-0.00032781-0.00087722i,-0.00054875-0.0004764i,-0.00084789-0.00030241i,-0.00041119-0.00018162i,-0.00012035-0.0003002i,-0.00037852-0.00036829i,-0.00039877+9.3273e-05i,-0.00035103+0.00043845i,-0.0002734+5.0218e-05i,0.00054476-0.00017962i
-0.000198+0.00075089i,0.00056093+0.00073081i,0.00045374+0.00055407i,0.00091908+0.00046415i,0.0010983+0.00080295i,0.00092633+0.0014519i,0.00083467+0.0015454i,0.00020872+0.00091927i,-8.8049e-06-6.3991e-05i,0.00060816-0.00032244i,0.00030706-0.00021169i,-0.000211-0.00064649i,0.00067585-0.00078841i,0.0011367-0.00023182i,0.00014888+0.00020111i,-0.00026351+0.00025674i,-0.00044731+0.00016802i,-0.00061043-9.0242e-05i,-0.00012055-8.1408e-05i,0.00027587+0.00045379i,0.00030771+0.00061079i,0.00048739+0.00071215i,0.00014896+0.00061519i
0.00076173-0.00081088i,0.00099901-0.0018939i,0.00031505-0.0015001i,2.4693e-05-0.00041282i,0.00052813+0.0012923i,0.0015555+0.0022523i,0.0017182+0.0017962i,0.00086583+0.00058956i,0.00045203+3.6014e-05i,0.00010338+0.00063066i,0.00018695+0.00036699i,0.00044555+0.00018026i,6.3752e-05+0.00087431i,-0.00012759+0.00084236i,0.00013204+0.00011949i,0.00072723-5.7484e-05i,0.00084668-0.000104i,0.00032716+0.00022534i,-0.00024638-0.00014964i,-0.00016742-0.00053904i,1.3416e-05-9.0967e-06i,0.00022403+0.00061101i,0.00045117+0.00066685i
0.00024973+0.00074218i,0.00029078-0.00021692i,-5.8032e-05-0.0005015i,-0.00021328-0.00088598i,-0.00010462-0.00027006i,0.00012059+0.0021275i,0.00011478+0.0026904i,0.00080157+0.0011607i,0.00101+0.00021743i,0.00080095-0.00031112i,0.00071416-0.0006705i,-6.3214e-05-0.0009832i,-0.00061959-0.00075879i,-0.00059237+7.9515e-05i,-0.00054179+0.0005016i,-0.00036818-8.6167e-05i,-0.00038784-0.00036341i,-0.00042816+0.00048474i,-0.00024066+0.0011986i,0.0001092+0.00084986i,0.00042884+0.00045362i,7.5988e-05+0.00013405i,-0.00022276-0.00014937i
-0.0013581+0.00049607i,-0.0010421+0.0003664i,-0.00010666+0.0007151i,-0.00058178+0.001489i,-0.00065608+0.0017596i,0.00028506+0.0017278i,0.0010376+0.0013388i,0.00098307+0.00093722i,0.00016789+0.00074093i,-0.00077387+0.00029587i,-0.00080054+0.00025889i,-0.00018489-0.00018484i,1.5412e-05-0.00076327i,0.00042538-0.0016962i,4.0619e-05-0.001443i,-0.00073048-0.00075335i,-0.00045095-0.00075053i,0.00036358-0.00048685i,0.00089475-0.00013412i,0.00041837+0.00046496i,-0.00062485+0.00077903i,-0.00030662+0.00046673i,0.00013953-7.8402e-05i
0.0014255+0.0004288i,0.0014903+0.00061601i,0.00068231-2.2409e-05i,0.00023783-0.00033851i,7.6082e-05+0.00031567i,-1.6898e-05+0.0017863i,0.00090477+0.0019175i,0.0009183+0.00090223i,0.00066865+0.00084225i,0.0014492+0.00046612i,0.0012513-0.00018801i,0.00027009-0.00042514i,0.00011932-0.00030062i,-4.5448e-05+0.00019187i,0.00021935+0.00030943i,0.0010387-8.0269e-05i,0.00090128-0.00015249i,2.6687e-05+0.00029218i,-0.00035043+0.00032177i,-0.0007133+0.00072441i,-0.00090103+0.00044343i,-0.00067952+0.00030622i,-0.00024446+0.00017016i
0.0013889+0.0019783i,0.0012604+0.00080278i,0.0022218-0.00015972i,0.0019085-0.00052545i,0.0002693-0.00028122i,-0.00035842+0.00071697i,0.0004375+0.0018816i,0.00084574+0.0017028i,0.0011913+6.2359e-05i,0.0012312-0.00093445i,0.00036103-0.00098402i,-0.00023162-0.0018618i,3.0401e-05-0.0016148i,-0.00034572-0.00049486i,-0.00064382-0.00013438i,-0.00035801-0.00052098i,9.1406e-05-0.00033324i,0.00094269+0.00085381i,0.00073218+0.0012758i,-0.00010426+0.0012541i,-3.2705e-05+0.00077577i,0.0004713-0.00015571i,0.00074294-0.00058228i
