-0.0045294-0.00070519i,-0.0051468-0.00069731i,-0.0058067+0.0006856i,-0.0053892+0.0026609i,-0.0038424+0.0026095i,-0.001796+0.0033662i,-0.00061503+0.003438i,-0.00054211+0.0017991i,-0.00064192+0.0013539i,4.4147e-05+0.0016365i,0.0013961+0.00052256i,0.0018201-0.00067874i,0.0010499-0.0011313i,0.00020903-0.00086977i,-0.00038128-0.0012114i,-0.0003955-0.0010341i,-0.00050997+0.00038535i,-0.00020974+0.001195i,8.6381e-05+0.0010722i,-0.00071233+0.00041429i,-0.0014361-0.00052515i,-0.0006251-0.00045941i,0.00031801+0.00037794i
-0.0018945-0.0023283i,-0.0012069-0.0029102i,-0.0020087-0.0024237i,-0.0028373-0.00063013i,-0.002411+0.0010121i,-0.0012657+0.0016574i,-0.00084019+0.00054719i,-0.00089732-0.0002246i,-0.00041135+0.00027172i,-0.00066412+0.00028253i,-0.0005161+0.00024011i,0.00060938+0.00039751i,0.0014766-0.00010364i,0.001251-0.00091979i,0.00051103-0.00090501i,-0.00010842-0.00033832i,-0.00053264-0.00047898i,-0.00011478-0.00069167i,0.00095962-0.00078515i,0.00093435-0.00069727i,0.00011656-0.00074619i,0.00012422-0.00073538i,0.00029001-0.00017027i
-0.000178-0.00075233i,-3.6144e-05-0.00027482i,0.00044202+0.00046548i,-0.00029447+0.0010867i,-0.0010338+0.00041644i,-0.0010165+7.7594e-05i,-0.00073795+0.00015259i,-0.00011822-0.00016446i,-0.00041275+0.00051259i,-0.00047321+0.00076153i,-2.6476e-05-0.000113i,0.00017588-0.00017724i,4.1696e-05-0.00041801i,-0.00012097-0.00052695i,-0.00025681+5.7968e-05i,-0.0005615+0.00027814i,-0.00030568+0.00017239i,0.0004653-0.00017091i,0.00026555-0.00064264i,2.1988e-05-0.00026383i,0.00027993+0.00087326i,0.00066541+0.00051706i,0.0012266-9.3013e-05i
0.0016454+0.0020014i,0.001259+0.001994i,0.0012512+0.0015717i,0.00047599+0.0011104i,-0.00016036+0.001273i,0.00019552+0.00033254i,0.00087168-0.00042054i,0.001051-0.00071499i,0.00062151-0.00061199i,0.00051008-0.00041485i,0.00065323-0.00026296i,0.00029461-0.00056537i,-0.00059988-0.00065418i,-0.00060244-0.00061905i,-0.00069617-0.00016241i,-0.00077689-9.1065e-05i,-0.00031011-0.00045702i,0.00015517-0.00030861i,0.0004054-0.0007071i,0.00016925-0.00040302i,8.096e-05+0.00071342i,0.00035436+0.0010368i,0.00062719+0.00037481i
0.0026795+0.0030985i,0.0017199+0.0020642i,0.00123+0.0007325i,0.00030902+8.218e-05i,-0.00049259+0.00012692i,-0.00090377+0.0001751i,-0.0015105-0.00028847i,-0.00075819-0.00089397i,-0.00029207-0.00024172i,-5.2699e-05+0.00010235i,0.0005468-0.00024433i,0.0010881+0.00029259i,0.00058415+0.0009836i,-6.9164e-05+0.00053114i,-1.1477e-05-0.00042977i,-0.00018279-0.00024566i,-0.00010077+0.00010963i,0.00061936+0.00015771i,0.00072162+0.00029725i,0.00048528-0.00033297i,0.00053432-0.00074786i,0.0010309-0.00045053i,0.0010808+5.7815e-05i
0.0020937-0.0018698i,0.0013635-0.0018518i,0.0003703-0.0023508i,-0.0010077-0.0022799i,-0.0021428-0.0015028i,-0.00097293+0.00025521i,0.00030742+0.00081487i,0.00024781-0.00022186i,-0.00062921-0.00015723i,-0.00035444+0.00059965i,0.00059762+0.0010842i,0.0004451+0.0016732i,0.00093631+0.0013921i,0.0019558+0.00060595i,0.001506-0.00011334i,0.00067758-0.00052753i,0.00021812-0.00072491i,0.00034727-0.0012276i,0.00070448-0.0010235i,-7.3093e-05-0.00040477i,-0.00048666-0.00026743i,-3.3035e-05-0.00071445i,0.00019957-0.0011476i
0.0018573-0.00052277i,0.00068498+0.00074497i,-0.00091295+0.0015235i,-0.002167+0.0015674i,-0.0021961+0.001832i,-0.0015321+0.0013759i,-0.00093098+0.00036127i,-0.00080095-0.00066318i,-0.00084006-0.00047661i,-0.00045885+2.5216e-05i,0.00034819-0.00012768i,0.00070392+0.00059081i,0.00031282+0.00071786i,0.00081205+0.00036309i,0.0010693+0.00054034i,0.00049262+0.00039722i,0.00035997+0.00022678i,0.00080427+1.7239e-05i,0.00075041+0.00035404i,0.00064869+0.00046412i,0.00031984-0.0003486i,0.00035345-0.00027808i,0.0011973+0.00043645i
0.0014416+2.8869e-05i,0.00096104-0.0010554i,-0.00019623-0.00067566i,-0.0012794-0.0002561i,-0.00091104+1.7587e-05i,-0.00032486-0.00037898i,-2.0981e-05-0.0011999i,-4.5587e-05-0.0013112i,-0.00049635-0.00043341i,-0.00057171+0.00018566i,-0.00014297-3.4826e-05i,0.00064468-0.00015728i,0.001377-0.00040875i,0.00107-0.00016644i,0.00036688+0.00023203i,0.0004549+5.4558e-05i,0.00065198-0.00056825i,0.00035482-0.00053906i,0.00012324+0.00013803i,0.00014657+0.00033273i,0.00022054-0.00019196i,-0.00028161+0.00016528i,-0.00025893+0.00044051i
0.0001149-0.00097262i,0.00029025-0.0005973i,-0.00024892-0.00016659i,-0.0015586+0.00024655i,-0.0010505+0.001035i,-5.3803e-05+0.0011496i,-4.8155e-05+3.6548e-05i,-0.00010253-0.00051104i,-0.00057801-0.00015206i,-0.00053604-0.00019327i,6.6481e-05-0.00021565i,-0.00016738-4.6963e-05i,1.4171e-05-0.00023257i,0.00018542-2.5697e-06i,-0.0003761+0.00023835i,-0.00070348+0.00036105i,-0.00043753-2.4514e-05i,-0.00043985+0.00014085i,-0.00063534+0.00026083i,-0.00041921-0.00035208i,-0.00025489-0.00050603i,-0.00082533+5.7603e-07i,-0.00072822+0.00035708i
0.00058134-0.00019057i,0.00084853+0.00019716i,0.0004517+0.00019464i,-0.0013905+0.00027777i,-0.002608-0.00018297i,-0.0012054-0.00039862i,-0.00056791-0.00012383i,-0.001083-0.00068542i,-0.0011413-0.00091845i,-0.00077049-0.00044676i,0.00043349-0.0006227i,0.00063264-0.00052544i,0.00027445+0.0002575i,0.00060932+0.00011872i,0.00064492-0.0002139i,-4.8059e-05-0.00018979i,0.00029084-0.00021048i,0.0008663+0.000371i,-0.00015025+0.00096219i,-0.00090768+0.00020508i,-0.00062769-0.00082583i,0.00031811-0.00063951i,-1.6396e-05-0.00021148i
0.00015303+0.0019862i,6.6547e-06+0.0026322i,-0.00062865+0.0024862i,-0.0010368+0.0021382i,-0.00061596+0.0021904i,-0.00028162+0.0018988i,8.7999e-05+0.0012423i,0.00049242+0.00031707i,0.00071024-0.00037453i,0.0004794-0.00050022i,0.00028917-0.00020735i,0.00044029+0.00026366i,0.00055263+0.00046704i,-0.00017436+0.00070089i,-0.00058844+0.00068365i,-0.00039253+0.00053999i,0.00029231+0.00043546i,0.0010845+0.00046682i,0.00073638+0.00048638i,4.221e-05-8.7558e-05i,0.00026008-0.00043629i,-0.0002307-0.00076998i,-0.00047559-0.00054018i
0.0014509+0.00019156i,0.00092845-0.00059186i,0.0010003+0.00016139i,0.00044603+0.00061441i,-0.00025066+0.00025085i,-0.00060939-0.00056021i,4.7206e-05-0.00096244i,0.00041804-0.00089061i,0.00014586-0.0010684i,0.00031506-0.001082i,-1.2659e-06+0.00020122i,-0.00039493+0.0011514i,6.9803e-05+0.00091749i,0.00013939+0.00031803i,0.00040598-1.083e-05i,0.00077255-0.00023962i,0.0011848-0.00033134i,0.0006306-0.0008417i,-0.00022721-0.00064785i,1.3466e-05-0.00077833i,-0.0001602-0.00091885i,-0.0006951-0.00036011i,-0.00037372-0.0005773i
0.0012347+0.0015642i,0.00138+0.0011918i,0.0015246+0.0013022i,0.00031316+0.00076127i,-0.00047603+0.00047791i,-0.00041474-6.5107e-05i,-0.00027426-0.0002888i,-0.00012441-6.8389e-05i,-3.9581e-05-0.00027556i,-0.00013309+0.00036114i,-0.00023036+0.0008431i,-0.00021544+0.00072853i,7.8907e-05+0.00062805i,-0.00053993+0.00021711i,-0.00084563-0.00062468i,-0.00026542-0.001277i,6.1399e-05-0.00091388i,0.00027896+0.00023024i,0.00030955+0.00047909i,0.00023581+0.0001366i,-0.00020211+0.00035326i,-0.0004029+0.00054419i,-0.00057392+0.00091383i
-0.00099499+0.00022608i,-0.0020005+0.00035575i,-0.003215+0.0012446i,-0.0039328+0.0018586i,-0.0027389+0.0020637i,-0.0016637+0.0018202i,-0.00044301+0.00055153i,0.0003958-0.00063663i,-0.00060054+1.2331e-05i,-0.00091033+0.00090829i,-0.00036174+0.00030963i,-0.00011988-0.00056315i,0.00071591-0.00097143i,0.0010614-0.00037746i,0.0010781-0.00024448i,8.4985e-05-0.0010876i,-0.00057551-0.0013667i,-0.0002809-0.00070599i,0.0001084+0.00052468i,-1.7952e-05+0.00055415i,-6.3303e-05+0.00034752i,-0.00016955+0.00065019i,-0.00073324+0.00052512i
-0.00088646+0.00086642i,-0.00093638+0.00095847i,9.467e-05+0.0012939i,0.00086895+0.0015683i,0.0006218+0.0012236i,0.00092916-0.00038216i,8.898e-05-0.0012863i,-0.00088231-0.0008168i,-0.00066293+2.3297e-05i,-1.9202e-05+0.00066562i,0.00091703+0.00062877i,0.0015409+0.00015955i,0.0010687+0.00054764i,0.00018159+0.0010545i,-2.3361e-05+0.00099168i,0.00010385+0.00060194i,-0.00010744-1.4783e-05i,-0.00073965-0.0004537i,-0.00057837-0.0006658i,0.00045304-0.00047716i,0.00045913-0.00021567i,1.0747e-05+0.00026204i,0.00028644-0.00013061i
-0.00013323+0.00084828i,-0.00025571+0.0016316i,-0.00075464+0.0024905i,-0.00083819+0.0022096i,-0.0011432+0.0016526i,-0.00071508+0.0013065i,-8.3207e-05+0.00020015i,-0.00014917-0.00046396i,-0.00030631+8.348e-05i,-0.00023281+0.0010994i,0.00040244+0.00028357i,0.0012675-0.00057096i,0.001079-0.00040569i,5.9111e-05-0.00013403i,-0.00031708+0.0007105i,0.00030023+0.00062003i,0.00040543-0.00055774i,0.00051874-0.00051205i,0.00045903-5.8473e-05i,-0.0002681-0.00013628i,-0.00030454+0.00050932i,-0.00043154+0.00077076i,-2.5948e-05+0.00056178i
-0.001119-0.00080631i,-0.0018444+1.6263e-05i,-0.0027877-0.00047851i,-0.0028288+2.935e-05i,-0.0019954+0.0014801i,-0.00087102+0.0018677i,0.00035869+0.00076975i,0.00047136-0.00057366i,-0.00056693-0.00053381i,-0.0010253+0.0005545i,-0.00053872+0.00085953i,0.00071501+0.00052953i,0.00093559+2.5093e-05i,0.0011286-0.00059445i,0.00087551-0.00054257i,0.00037013+0.00023521i,0.00081252+0.00044413i,0.0009438+0.00023545i,0.00082988+5.3195e-05i,0.00059658-0.00051988i,-0.00057259-0.0012952i,-0.00090795-0.0014613i,-0.00032005-0.001417i
-0.0033134-0.0015222i,-0.0028172-0.0013542i,-0.0020712-0.00049597i,-0.0025422+0.00067088i,-0.0027334+0.0017234i,-0.0014341+0.0020867i,-0.00050057+0.00098195i,-0.00078385+9.7833e-06i,-0.00082134+0.0005036i,-0.00064151+0.0010865i,0.00030012+0.00080352i,0.00073712+0.00016247i,0.00078906-3.1816e-05i,0.0010773+0.00057547i,0.00035005+0.00076612i,-0.00029136-0.00023561i,-0.00035479-0.00026791i,-0.00072907+0.00018011i,-0.0010881+0.00022931i,-0.0013094+0.00022363i,-0.00086074-1.19e-05i,0.00025326-8.3787e-05i,0.00051415-0.00041562i
0.0012995+0.00191i,0.00059932+0.0012725i,-0.00031639+0.0012698i,-0.00040789+0.00075374i,-1.7464e-05+0.00024456i,0.00051608+6.1811e-05i,0.00052024-0.00014282i,-0.0001337+0.00049191i,-0.0006661+0.00040691i,0.00018186-0.00059923i,0.00092029-0.0011216i,0.00053817-0.00067795i,0.00039304-0.00030884i,0.00017861+0.00055629i,0.00044269+0.00066264i,0.00077454-0.00010373i,0.00016694-0.00044041i,0.0001379-0.00069485i,0.00085936-0.00088285i,0.0011573-0.00049301i,0.00058893+0.00010373i,0.00035815-0.0001538i,0.00041766-0.00032441i
0.00039089+0.00094434i,0.00071074+0.0005427i,-6.7901e-05+2.0676e-05i,-0.00077591+0.00066293i,-0.00058357+0.0017352i,-8.8e-05+0.0014336i,0.00028751+0.00016303i,-0.00063284-0.00057094i,-0.001402-8.047e-05i,-0.0009128+0.00056026i,0.00037686+0.0010569i,0.0011551+0.0010734i,0.0010752+0.00085059i,0.00043587+7.4451e-05i,-0.00037227-1.2535e-05i,0.00041102+0.00061013i,0.0014411+0.00018691i,0.0011032-0.00029493i,0.00040652-0.00051062i,0.00074162-0.00040088i,0.0002052-3.6019e-05i,-0.0011186-0.00020785i,-0.00093047-0.00051794i
0.00029878-0.0016263i,0.00053721-0.00059723i,-0.00041578-0.00038002i,-0.0017357-0.00062079i,-0.0020423-0.00052796i,-0.0016889+0.00075306i,-0.00088004+0.00092951i,-0.00056523-0.00017169i,-0.00074528-0.00040788i,-0.00064574+0.0001883i,1.9243e-05+0.00086628i,0.00042155+0.00097125i,0.0011237+0.0011728i,0.00055565+0.0014332i,8.5271e-05+0.00050999i,0.00066651-0.00021879i,0.0010591-0.00057085i,0.0011375-0.00016637i,0.0009951+0.00044947i,0.00022119+0.00055151i,-0.00045851+0.00023845i,-0.00061402-0.00022039i,-0.00044636-0.00064702i
0.0010596-0.00043074i,0.00028437-0.0016755i,0.00023038-0.0015518i,0.00011818-0.0007124i,-0.00046791-4.8716e-05i,-0.00045974-0.00022234i,-0.00049448-0.00054129i,-0.00064368-0.00056467i,-0.00076437-2.4699e-05i,-0.00044488+0.00081058i,-7.3229e-06+0.00024928i,0.00029196-0.00062178i,0.00099596+1.3323e-05i,0.0010482+0.0006525i,0.00012482+0.0010834i,-0.00069416+0.00085468i,-0.00040294-0.00014628i,0.00077076+9.3946e-05i,0.00079219-0.00016603i,0.0007034-0.0010888i,0.00047876-0.00095191i,0.00044373-0.0010315i,0.00091736-0.00072735i
0.0022765+0.0020952i,0.0027265+0.00095574i,0.0026396-0.0015019i,0.00047788-0.001257i,-0.0020574-0.0001643i,-0.0026142+3.7709e-05i,-0.0016359+0.00070615i,-0.00047061+0.0010139i,-0.00038625+0.00015766i,-0.00057931-0.00033716i,-0.00066269-0.00016959i,-0.00039795+4.4205e-05i,6.2418e-06+0.00042892i,0.00074598+0.00084833i,0.00075562+0.0010496i,-0.00051907+0.00090853i,-0.00032398+0.00054432i,1.9602e-05+0.0001076i,0.0005308-0.00021692i,0.001049-6.3702e-05i,0.00061512-5.0171e-05i,-0.00049749-0.00033569i,-0.00081187+0.00014608i
0.00035232+0.00059033i,0.00023711+0.00043349i,0.00020195+0.00019556i,-0.00052296-0.0004312i,-0.00056634-0.00043391i,-0.00069753-0.00038941i,-0.00050634-4.4631e-05i,-0.00011053-0.00052379i,-1.3924e-06-0.00056086i,-6.0782e-05-0.00050863i,0.00019172-0.00032588i,0.0010393+0.00020881i,0.0013249+0.00010831i,0.00048578+0.00044156i,-0.00036902+0.00031602i,-8.8043e-06-0.000223i,0.00026741-0.00068639i,9.311e-06-0.00079098i,-0.00035287-0.00047114i,-0.00034731-0.00074529i,0.00044772-0.00037002i,0.00059167-0.00050539i,0.00020875-0.00096547i
0.00061604+0.0010715i,0.00089389+0.001421i,0.00030703+0.0019249i,0.00033307+0.001623i,0.0002936+0.0012283i,0.00010628+2.4939e-05i,0.00067794-0.00070671i,1.4655e-05-0.00061671i,-0.00067509-0.00078491i,-0.00014002-0.0003732i,0.00026892+0.00039685i,0.00016147+0.00016969i,-5.4437e-05-0.00062051i,-0.00013133+0.00014233i,5.9921e-05+0.00050746i,0.00018904+0.0002893i,-0.00030225+0.00017897i,-9.9502e-05-0.00023354i,6.8991e-05+8.525e-05i,-8.5577e-05+0.00030303i,0.00011814+0.00017007i,4.238e-06+3.7577e-05i,-0.00015357+0.00013902i
0.0015835-3.5867e-05i,0.0013003-0.00089119i,0.0005816-0.0011385i,-0.00086838-0.00056048i,-0.0020105-8.5007e-05i,-0.0013193+9.6402e-05i,-0.00062389-2.4983e-05i,-0.00080281-0.00073799i,-0.00090997-0.00075764i,-0.001197+0.00043001i,-0.00098274+0.00045935i,-0.00022511-0.00017214i,0.00076706+6.3039e-05i,0.0012784+0.00036744i,0.00079632+0.00044647i,0.00023247+0.0003835i,0.00010904+0.00071366i,0.00029689+0.00047434i,0.0005712-0.0010073i,0.0010989-0.00074158i,0.0011317-0.00021986i,0.00059415-0.00064946i,0.00032978-0.00035677i
-0.00020494+0.00012393i,0.0011958+0.00023101i,0.0016426-0.0007188i,-0.00055193-0.00099937i,-0.0016464-0.00069651i,-0.00080767-0.00017404i,-0.00015156+0.00016187i,-0.0005591-9.5463e-05i,-0.00059802-0.00035877i,-0.00024742-0.00014864i,-0.00052711+0.00037816i,-1.4935e-05+0.00017933i,0.00072307+3.6538e-05i,0.00047576+0.00079833i,-3.545e-05+0.00072105i,-0.00022517+7.25e-05i,-2.7292e-05+4.0523e-05i,0.00052712+0.00031328i,0.00078515+0.00016112i,6.5048e-05-0.00022047i,-0.0002117-0.001344i,-0.00013887-0.0013098i,-0.00024969-0.00021964i
7.859e-05+0.0013362i,3.3549e-05+0.0013746i,-0.00040659+0.0011433i,-0.00068067+0.0013163i,-0.00024828+0.00141i,-0.00092686+0.00052682i,-0.00063195-0.00016687i,-3.2697e-05-0.00021094i,-0.00074441+0.00024075i,-0.00070236+0.00033307i,-0.00021909-0.00012752i,-0.00015854-0.00050631i,-9.3965e-05-0.00064665i,-0.00038876-0.00035245i,-0.00043223+0.00096105i,-0.00011527+0.0011867i,-0.00025822+0.00010347i,-0.00048961-0.00064946i,-0.00033073-0.00059751i,-0.00022119-0.00028391i,-0.00065396+8.498e-05i,-0.001106-8.9134e-05i,-0.0012277-0.00057084i
0.00025895-0.00018993i,0.00061583+0.0004541i,0.0010948+0.00088665i,0.00054189+0.00045851i,0.00065158+0.00044906i,0.00047355+0.00012728i,-0.0008318-0.00089765i,-0.0012354-0.0014298i,-0.00077316-0.0011201i,-3.766e-06-0.00043705i,0.00030223+0.00028266i,0.00060535+0.00074765i,0.00053948+0.00063835i,-3.8565e-05+0.00036996i,-1.4158e-06+0.00052654i,0.00043044+0.00036595i,0.0005031-7.3628e-05i,3.9194e-05-0.00022123i,-0.00079355-9.5725e-05i,-0.00062065+5.9582e-05i,0.00028479-0.00051072i,0.00040864-0.0013536i,4.4225e-05-0.00062923i
0.0018758-0.0022154i,0.0016188-0.0021629i,3.6091e-05-0.0029964i,-0.00084552-0.0032338i,-0.00071526-0.0021845i,-0.0014565-0.00076846i,-0.0013961-0.00039195i,-0.00067828-0.00070754i,-0.00063294-0.00072854i,-0.00026495-0.00044038i,0.00051653-0.00026903i,0.000909-0.00099611i,0.0013778-0.00054789i,0.0010857+0.00041125i,0.00016388+0.00021138i,-0.00043463-0.00027704i,0.0002-0.0011176i,0.00077023-0.001433i,0.00018319-0.0005894i,-2.7683e-05-0.00043154i,0.00015829-0.00054718i,0.00030958-0.00079463i,0.00015135-0.00080673i
-0.00024422-0.00057002i,-0.00056087-0.00038363i,-0.00046382-0.00047031i,-0.00014839-0.00047938i,-0.00032419+0.00050188i,-0.00011796+0.00071518i,0.0004571-0.00021097i,0.00041826-0.00058861i,-0.00029902-4.7145e-05i,-0.00060144-0.00045778i,-0.00014113-0.00056021i,0.00033887-0.00048571i,0.00024959-0.00098641i,0.00065348-0.00086278i,0.00048606-0.00052507i,0.00025491-0.00047934i,0.00036311+0.00045i,0.00035902+0.00061536i,0.00042744+1.0424e-05i,-0.00046683+9.1431e-05i,-0.00063288+0.00041364i,-0.00017714-0.00012544i,-1.924e-06-0.00028753i
-0.0027255-0.00041413i,-0.0015939+7.5896e-05i,-0.0025758+0.0020471i,-0.003291+0.002868i,-0.001965+0.0023519i,0.0003888+0.00093857i,0.00031386-0.00084655i,-0.00052208-0.0012983i,0.00029733+3.2653e-05i,0.00068636+0.00065091i,0.00075972+0.00039734i,0.0012211+0.00067013i,0.0010688+0.00012999i,0.00074805-0.00076311i,0.00050273+1.6137e-05i,-1.1628e-05+0.00039366i,-0.00017024+1.6316e-05i,-0.00027675-0.0004777i,-0.00012423-0.00070429i,-0.00060515-0.00057334i,-0.00024618-0.00085604i,6.8326e-05-0.00033994i,-0.00048643-5.0795e-05i
-0.00058941-0.0011401i,4.3282e-05-0.0024302i,-0.00012417-0.0015125i,-0.0010014-0.00068301i,-0.00081469-7.5047e-06i,0.00012772+0.00069409i,0.00076406+0.0013043i,-0.00049348+0.00092353i,-0.0017101+0.000234i,-0.0015638+0.00047984i,-0.00089897+0.00096721i,-0.00034392+0.00023263i,0.00030873-0.00021741i,0.00011973+0.00037705i,0.00047475-2.2134e-05i,0.0012009-0.00011309i,0.00076259+0.00027198i,0.00065661+6.1143e-05i,0.00060361-0.00019526i,-0.00010124-0.00016569i,0.00037689+0.00055404i,0.00078469+0.00039716i,0.00056718+0.00012692i
0.0026668-0.0006817i,0.0028163-0.00075969i,0.0018975-0.00046967i,-0.00056769-0.00035844i,-0.0017367-8.5251e-05i,-0.0014471+0.00065451i,-0.0010333+0.00023468i,-0.0010276-0.00032882i,-0.0014252-0.00052113i,-0.0010975-0.00048329i,0.00021326+3.6556e-06i,0.0013524+0.00043719i,0.0015702+2.2941e-05i,0.0013056-0.00021602i,0.00070634-0.00025723i,0.00059071-7.7473e-05i,0.00096106+0.00031232i,0.00029136+0.00040559i,-0.0004939+0.00053387i,-0.00043014-9.0964e-05i,-6.5833e-05-0.0004638i,-0.00016829+5.228e-05i,-0.0003609+0.00055502i
0.0001046-0.00078766i,-0.00047474-0.00033092i,-0.00037775-0.00051798i,-0.00036322+0.000374i,-0.00059281+0.001147i,-0.00037028+0.00068348i,-0.00051198+0.00011015i,-0.00094046-0.00067913i,-0.00084499-0.00071495i,-0.00016438-0.00031541i,0.00045233-0.00037912i,0.00095364+0.00022157i,0.00097829+0.00040349i,0.00041338+0.00048139i,-0.00026643+0.00071409i,-0.00040914+0.00048517i,-0.00022499+0.00010492i,-0.00040802+0.00011311i,-0.00059342+0.00011493i,-0.00054406+1.2891e-05i,-0.00048179+0.00019493i,0.00032605+0.00053933i,0.00038968+2.4201e-05i
0.00016564+0.00010775i,0.00018286+0.00032757i,-0.00060402+0.0010896i,-0.00094838+0.0020018i,-0.0010352+0.0021715i,-0.00055064+0.0014599i,-0.00012829-4.1672e-05i,0.00012265-0.00039367i,-2.6492e-05-0.00010332i,8.3932e-05-0.00039628i,0.00022783+0.00024189i,0.00090221+0.00093022i,0.00078336+0.0011397i,0.00021413+0.00053275i,3.9727e-05-0.00052917i,0.0002201-0.00038605i,0.00045181+2.5435e-05i,0.00061869+0.00033499i,0.00050808+0.00091662i,-0.00048533+0.00073563i,-0.0009383+0.00063891i,-0.00038362+0.0010231i,-0.00064275+0.00049707i
0.00010542-0.0019644i,-0.00052928-0.0022315i,-0.0015274-0.0024589i,-0.0022174-0.0014583i,-0.002271-0.00039515i,-0.0016189+0.0002817i,-0.00029752+0.00032742i,0.00039514+0.00033219i,-0.00084152+0.00069728i,-0.0017766+0.00079518i,-0.00121+0.00037851i,0.00012953-0.00014388i,0.001474-0.00030252i,0.0019296-0.0003395i,0.0012628-0.00016925i,0.00063957-8.9724e-05i,0.00087524-0.00012355i,0.00057585-9.9344e-05i,8.5027e-05+0.00041803i,0.00013384+0.00048835i,7.8522e-05+3.1992e-06i,0.00012276+0.00041416i,-7.1607e-05+0.00023305i
-0.00064467-0.00040837i,-0.00036226-0.00026723i,-0.0010894-0.00046837i,-0.0021514+0.00057868i,-0.003113+0.0012241i,-0.0025781+0.00078026i,-0.00084245+0.00041898i,-0.00048113-0.00010049i,-0.00061509+0.0001938i,0.00026007+0.0011325i,0.00047641+0.0011797i,0.00068853+0.00060421i,0.0010382+0.00017186i,0.0003317+0.0001111i,0.00012271+0.00013482i,0.00025468+0.00034162i,6.9626e-05+0.0011137i,0.00023561+0.00088607i,0.00080015-0.00046289i,0.00082543-0.0003945i,0.00021514-0.00069335i,9.4993e-05-0.0012747i,0.0004563-0.0010434i
-0.0015276+0.0012027i,-0.00081183+0.001486i,-0.00025416+0.0022946i,-0.00048609+0.0028268i,-0.00065193+0.0025099i,-0.00069442+0.0011799i,-0.00011846+0.00020267i,0.00058017+7.2181e-05i,1.4621e-05+0.00036579i,-5.8329e-05+0.00072082i,0.00064169+0.00021469i,0.0011371-0.0010547i,0.0015781-0.00094895i,0.00096629-2.3916e-05i,-0.00031697-0.00032482i,-0.0008922-8.5599e-05i,-0.00091644+0.00040896i,-0.00062482+0.00060052i,-0.00069498+0.00010877i,-0.00084788+0.00047111i,-0.0001659+0.0019008i,0.00019237+0.0014422i,-0.00069367+9.2541e-05i
0.001254-0.00023286i,0.0010592-0.00042812i,-0.00073112-0.00062866i,-0.0012562+0.00031634i,-0.0010192+0.00088773i,-0.00098344+0.00098992i,-0.00075591+0.00053766i,-0.0006723-0.00030564i,-0.0008809+0.00039934i,-8.897e-05+0.0011131i,0.00065043+0.00065589i,0.0008776+0.0010774i,0.00097929+0.0012325i,0.00088432+0.00055012i,0.0002309+0.00046305i,-9.8175e-05+0.00035148i,-8.935e-05-0.00041714i,-3.88e-05-0.00083133i,8.1601e-05-0.0011729i,0.00017774-0.00090503i,0.00037292-7.1558e-05i,0.00095403+0.00027971i,0.0010346+0.00062236i
-0.0005297-0.0010723i,-0.00093349-0.00091405i,-0.00096163-0.0010045i,-0.00088644+0.0003671i,-0.0010331+0.0021818i,-0.0004717+0.0020394i,-0.00011969+0.00014314i,-0.00041035-0.00053648i,-0.00026832+0.00023963i,7.2352e-05+0.000767i,0.00023299+0.00066367i,0.00025656+0.00058854i,0.00056799+0.00020706i,0.00056799-0.00025875i,0.00015715-2.9116e-05i,-0.00031499-0.00043i,0.00022632-0.00020593i,0.00070142+0.00043054i,0.0002613+0.00026629i,-0.00061442+4.067e-05i,-0.0010268-3.6969e-05i,-0.00072429-8.1271e-05i,-0.00025857-0.00031693i
0.00083374-0.0016485i,0.00041272-0.0018128i,-0.00081897-0.001207i,-0.0021963-0.00041686i,-0.002541+0.00028059i,-0.0019655+0.00074859i,-0.0010699+0.00021629i,-0.00073018-0.00048458i,-0.0013113-0.00079577i,-0.0012178-0.00075814i,-0.0004661-0.00014847i,0.00037409+0.00082995i,0.0013058+0.00051031i,0.0015691-0.0003198i,0.0007126+9.9736e-05i,0.00048645-0.00023679i,0.00099389-0.00081279i,0.00046355-0.0002797i,-0.00065514-7.1857e-05i,-0.00011765-0.00050929i,-7.7035e-05-0.00076453i,-0.00038947-0.00078447i,3.6259e-05-0.00046077i
0.0018411+0.0014964i,0.0021174+0.0019301i,0.0027044+0.0015246i,0.0017159+0.00045447i,3.4256e-05+0.000105i,-0.0011373+0.00035052i,-0.0012479-0.00015239i,-0.00069639-0.00052268i,-0.00022584-0.00028641i,-7.9751e-05-0.00030011i,-0.00017697+4.1174e-05i,0.00010475+0.00103i,0.00068123+0.001065i,0.00073728+0.00042104i,0.00021766+0.00042476i,0.00027595+0.00035255i,0.00049283+3.3308e-05i,0.00027655-0.00050088i,-4.9217e-05-0.00052557i,-0.00016142+5.0597e-05i,1.8843e-05-0.00055676i,-0.00062411-0.00076015i,-0.00074863+0.00017857i
-0.0018482+0.00087808i,-0.0023926-0.00051865i,-0.0030108+0.0010438i,-0.0023202+0.0028481i,-0.001755+0.0028671i,-0.0009471+0.0018751i,0.00020721-0.00065336i,0.00040135-0.0010566i,-0.00019966-5.7915e-05i,7.9439e-05+0.00079506i,0.00073637+0.001295i,0.00088538+0.00010003i,0.00051977-0.0016908i,-0.0002125-0.0014641i,-0.0011105+0.0001878i,-0.0011791+0.00061452i,-0.00020846+0.00017753i,-0.00011691+0.00027554i,-0.00036376+0.00088706i,-0.00025057+0.00099587i,0.0003014+0.00066161i,0.00038104+0.00049878i,0.000284+0.00044887i
