-0.0025054-0.00028677i,-0.0024711-6.8736e-06i,-0.0019814+0.0011473i,-0.00057287+0.0003218i,-7.1995e-05-0.00051615i,-0.00027594-7.61e-05i,-0.00033415+0.0008017i,0.00031785+0.0010304i,0.00099017+0.0004726i,0.0015599-0.0011128i,0.0021317-0.00086904i,0.0013676+0.00032502i,0.00062632+0.00061845i,0.00080113+0.00090009i,0.0010693+0.00031845i,0.00031513-8.9625e-05i,-0.00010708+0.00015054i,0.00053514+0.00032604i,0.00078112+0.00028744i,-0.00024623+4.9201e-05i,-0.00042459-0.00018481i,-0.00019475-0.00028563i,-0.00047347-0.00050319i
-0.0032817-0.0004846i,-0.0025475+0.00014733i,-0.0019133+0.0022284i,-0.0019769+0.0023759i,-0.0012847+0.00078092i,-0.00015745-0.00017928i,0.000373+1.1014e-05i,-0.00012338+0.00049508i,-0.00086045+0.00030368i,-0.00082601+0.00033784i,-0.00084089-0.00024764i,-0.00081736-0.00022636i,0.00015235+0.00022664i,0.0010797+0.00042572i,0.0013674+0.00015449i,0.0010419+1.0552e-05i,0.00024617+0.00017314i,-0.00019649-0.00021701i,-0.0001805-0.00065052i,0.00027323-0.00093338i,-2.8457e-05-0.00094422i,-0.00047236-0.00056548i,-0.00013812+0.00011367i
0.0012526-0.00027298i,0.0018501-0.001025i,0.00077473-0.001953i,0.00072179-0.0013349i,0.00033499-0.00018874i,-0.00081758-0.00023519i,-0.0010963-0.00053032i,-0.00067899-0.00049573i,-0.00090564-0.00018747i,-0.0015203+2.327e-05i,-0.0011439-0.00011681i,-0.00067167+0.00011585i,-0.00017764+0.000206i,0.00020132+0.00042864i,-0.00038118+0.0004913i,-0.0006139-2.7914e-05i,-0.00044089-0.00051146i,-0.0002724-0.0007474i,0.00017432-0.00021172i,0.00076313-2.8687e-05i,0.00067545-0.00029498i,0.00074207-0.00014765i,0.00078549-0.00010091i
-0.00032844-0.0008601i,-0.00026224-0.0006077i,0.00021717-1.9483e-07i,-0.00014039+0.00041665i,-0.001017-0.00083612i,-0.0011374-0.002508i,-0.00043992-0.0021768i,0.00033246-0.0014397i,0.00032309-0.0006604i,-0.00026119+0.00010376i,-0.00014321+0.00019064i,0.00012566+0.00032655i,-2.0881e-05+0.00069619i,0.00012184+0.0008243i,0.00013173+0.00029533i,-2.6846e-05+0.00013191i,0.00014249-0.00010912i,0.0001107-0.00085889i,-0.00057622-0.00084578i,-0.00071615-0.00043604i,-0.00028532+0.00040302i,-3.393e-05+0.00082649i,-0.00036417+0.000946i
-0.00062019+0.0019082i,-0.0012182+0.002479i,0.00067801+0.0030324i,0.0028228+0.0013144i,0.002383-0.0010695i,0.00081335-0.0019591i,0.00025768-0.0016067i,-0.0001075-0.0008745i,-0.00065347-0.00052094i,0.00028355-0.00089655i,0.0012452-0.00058971i,0.00050602+9.3372e-05i,-0.00018308+0.00034018i,-0.00059699-0.00033783i,-0.00052957-0.00084005i,0.00018424-0.00060648i,-2.1097e-05-0.00062508i,-0.00055611-0.00070267i,-0.00038618-0.00072185i,0.00011673-0.0010241i,0.00076644-0.0010477i,0.00081246-0.00013156i,0.00060723+0.00052543i
-0.0012025+0.00064432i,-0.00031286+0.0011209i,-5.0869e-05+0.0010673i,-0.00048534+0.00013628i,-0.00054158-0.00047206i,0.00016591-0.0013665i,0.0011341-0.001275i,0.00056007-0.00040352i,-0.00028962-5.3777e-05i,0.00067874-1.7134e-05i,0.0013396-0.00086135i,3.3952e-05-0.0013379i,-0.00073154-0.00050128i,0.00039192+0.00062477i,0.00097341+0.00063596i,0.00057105+0.0002115i,0.0003077+0.00074444i,-0.00030597+0.0003403i,-8.8215e-05-0.00055128i,0.00080777+0.00010492i,0.00079392+0.00061584i,2.137e-05+0.00012108i,-0.00069581+0.00037689i
0.0011221+0.0011504i,6.1637e-05+0.00080965i,0.00018214+0.00096491i,0.00092635-3.4854e-06i,6.2094e-05-0.0011771i,-0.00051631-0.00098238i,0.00052053-8.1595e-05i,0.0014566-0.00042739i,0.00098024-0.0015031i,-0.00033093-0.0011869i,-0.00079176-0.00070888i,-0.00073186-0.00058949i,0.00013684+5.4652e-06i,-0.00011056+0.00010369i,-0.00029062-3.6381e-05i,0.00022748+0.001075i,0.0006908+0.0013367i,0.00085401+0.0005828i,-3.1143e-05+0.00077746i,-0.00019715+0.00059985i,0.00078753+9.8892e-05i,0.00045775+1.9937e-05i,0.00021807-6.7552e-05i
0.00077193+0.0016727i,0.0011931+0.001779i,0.002003+0.0012726i,0.0024834-0.00080563i,0.0018345-0.00223i,0.00019794-0.0024258i,-0.0002913-0.0022063i,0.00031571-0.0016681i,0.00035161-0.00063511i,-0.0003513-0.00024603i,1.4918e-05-0.0008293i,0.00037235-0.00070436i,0.00021315+0.00013871i,0.00030529+0.00063362i,-0.00024257+0.00069824i,-0.00030353+0.000274i,-0.00018268+4.7033e-05i,-0.00030155+3.1994e-05i,0.00027103-7.4946e-05i,0.00086477-0.00034708i,0.00070465-0.00068426i,-0.00041139-0.00024156i,-0.00095586+0.00043262i
-0.0011461+0.00047303i,-0.0019138+0.00051805i,-0.001453+0.0012409i,0.00014914+0.0011041i,0.00039061+0.00021942i,0.00072206-0.00024294i,0.0011155-0.00011409i,0.00059657+0.00025785i,-6.3652e-05+0.00078298i,-0.00045831+0.00092473i,-0.00013516-0.00013625i,0.00018083-0.001118i,0.00049341-0.00046013i,0.00075233+0.00034764i,0.00054037+0.00012138i,9.6867e-05+0.00035793i,-1.0982e-05+0.00039972i,0.00021418+0.00041201i,0.00023121+0.00042682i,-0.0003381+0.00019998i,-0.0004647+0.00039074i,-0.00038805+0.00028215i,-0.00022313+0.00027225i
-2.2092e-05+0.0024013i,0.0011606+0.00069597i,0.00079217+0.00060402i,0.00061676-0.00047383i,0.00093309-0.0020952i,0.0002596-0.0024025i,-0.00029966-0.0015528i,0.00027963-0.00078552i,0.00075188+0.00020346i,0.00073678+6.4233e-05i,0.00032018-0.00035564i,-0.00102-0.00049473i,-0.0013081-0.00027882i,-0.00092686-2.4561e-05i,-0.00049858-0.00060678i,9.9856e-05-0.00075984i,4.0144e-05-0.00020397i,-0.00052646-0.00012285i,-0.00023172-0.00056096i,0.00021272-0.00068788i,0.00019886-0.00035172i,5.3501e-05+0.00044447i,0.00013025+0.00084637i
-0.0010706+0.0014906i,-0.00012037+0.0012203i,0.0010132+0.0010693i,0.0015383+0.00052717i,0.00082988-0.0011328i,0.00029344-0.0019899i,0.00088839-0.001299i,0.0013566-0.0010707i,0.00054053-0.00059421i,-0.00030267+0.0002343i,1.0754e-06+0.00057727i,0.00011216+0.00070062i,-0.00055459+0.00038215i,-0.00060273-0.00046004i,-0.00019132-0.0006548i,0.00014405+0.00025551i,0.00077525+0.0007767i,0.00087884+0.00020513i,0.00071887+0.00029994i,0.0003789+0.0013045i,-0.00049593+0.00090128i,-0.00088355-0.00025388i,9.5037e-06-0.00065427i
0.0015248-0.0022034i,0.0012054-0.0026114i,0.00029544-0.0021817i,-0.00099993-0.0019785i,-0.0013411-0.0022093i,-0.0010027-0.0018853i,-0.00086136-0.0011733i,-0.0012346-0.0010838i,-0.0013145-0.00079603i,-0.0011494-1.7034e-05i,-0.00018555+0.00057198i,0.00037069+0.00038353i,6.3483e-05+0.00042715i,3.0838e-05+0.00044227i,0.00045437-0.00022114i,0.00098459-0.00050173i,0.00043562+3.1349e-05i,0.00042105+0.00015301i,0.000891-0.00034395i,0.00050562-0.0005904i,-2.873e-05-0.00033758i,6.79e-05+0.00012453i,0.00012587+0.00013215i
-0.00071993-0.00027788i,-0.0016426-0.00045621i,-0.0013339-0.00084837i,-0.0011309-0.0013008i,-0.0020336-0.0012213i,-0.0014947-0.00090724i,-0.00031604-0.0005242i,8.5317e-05+0.00014481i,0.00043822+0.0006053i,0.00065294+0.0010795i,0.00057888+0.00092182i,0.00014825+0.00018878i,0.00047732+0.00014274i,0.00096777-8.3583e-05i,0.00070635-0.00057602i,-0.00026633-0.00058543i,-0.0010121-0.00016729i,-0.00061735+0.00062004i,-0.00039021+0.00045185i,-0.00049261-0.00019936i,0.00019081+5.4297e-05i,0.00067237-0.00029521i,0.000407-0.00052101i
0.00063849-0.0017229i,-0.0001651-0.0002613i,-0.00077071-5.795e-05i,-0.00030256-0.00065112i,-0.00034354-0.00015525i,-0.00084582-0.00050636i,-0.0010289-0.0014882i,-0.00052034-0.0015277i,-0.00022732-0.00089499i,-0.00031977-0.00011005i,-0.00020954-3.0419e-05i,2.9341e-05+0.00037393i,0.00058016+0.0007118i,0.0010504+0.0009553i,0.00072663+0.0014748i,0.00025676+0.001138i,0.00012071+0.00030956i,-0.00019528+0.00045604i,-0.00089493+0.00070067i,-0.00090733+0.00015375i,2.7614e-05-0.00022662i,0.00094886+2.7187e-05i,0.00085046+0.00078019i
-0.0012429-0.0019324i,-0.0023254-0.0010854i,-0.0029006+0.00024393i,-0.0022019+0.00038805i,-0.0014426-0.00071357i,-0.00020054-0.00065443i,0.00016907-0.00043393i,-0.00013573-0.00056165i,-0.00031295-0.00087551i,-0.00041898-0.00055928i,0.00020639-0.00018704i,0.00055746+0.00027405i,0.00039356+0.0011063i,0.0002374+0.00080947i,0.00033576+0.00097842i,4.0774e-05+0.0016447i,-0.00043131+0.0016607i,-0.00028656+0.00071546i,-7.9308e-05-0.00011018i,0.00037052-0.00017913i,0.00069394+9.7537e-05i,-8.4136e-05+0.00020341i,-0.00039921+5.5149e-05i
-0.00051702-0.0020581i,-0.0014245-0.0014087i,-0.0012296-0.00039842i,-0.00029981+0.00021951i,-0.00010389+0.00040114i,-0.00092239+0.00038016i,-0.00092997-0.00042105i,4.2749e-05-0.00084285i,-0.0001984-0.00021112i,-0.00045695+0.0001326i,0.0002035+4.494e-05i,0.00043736+0.00017055i,0.00030031+0.00012896i,0.00037831-0.0004973i,0.00043858-0.0010833i,0.00024884-0.0007322i,0.00020232-0.0001211i,0.00035106+0.00026561i,0.00048739+0.00063613i,-0.00032027+0.00055809i,-0.0010727-6.4654e-05i,-0.00035428-0.00028482i,0.00017757-5.5363e-05i
-0.00081552+6.6815e-05i,-0.00092723+0.00028544i,-0.00050732+0.00086885i,-0.00018273+0.0006826i,-0.00072926-0.00045777i,-0.00049367-0.0010228i,-0.00019312-0.00025268i,-0.00022537-4.7989e-05i,-0.00036981-0.00084114i,-0.00056912-0.00052i,-0.00098343+0.00018627i,-0.00092963+2.8799e-05i,-0.0002904+2.5434e-05i,-0.00039268+0.00011539i,-0.00027722+9.1463e-05i,-9.8081e-05+0.0002565i,-0.00030092-0.0001182i,-0.00012713-0.00018837i,0.00024142-0.00023717i,0.00029128+0.00031337i,0.00060596+0.0010167i,0.00063804+0.00057805i,0.00021437+0.00016278i
-0.00028392-0.0026671i,-0.001034-0.0029187i,-0.0028588-0.0020781i,-0.0034102-0.00075741i,-0.0024018+0.00019131i,-0.0018554+0.00032428i,-0.00097901+0.00025131i,0.00038841+0.00078564i,0.00033861+0.0011299i,0.00018766+0.00060847i,0.00034614-0.00036415i,-2.1686e-05+0.00027973i,-0.0005099+0.0013361i,-2.6478e-05+0.00072492i,0.0011461-0.00020641i,0.0012937-0.00032362i,0.00010084-0.00060343i,-0.00059566-0.0011245i,-0.00021416-0.00096176i,-0.0001659+0.00013794i,-0.00010677+0.0004173i,0.00020043-0.00028181i,0.00029878-0.00060251i
0.0025371-0.00057288i,0.0017728+0.00049598i,0.00070107+0.001217i,0.00052731+0.00035201i,0.00079913-0.00039258i,0.00028071-0.00057045i,-0.00027829+1.4166e-05i,-0.00016447-0.00030864i,9.9738e-05-0.0014352i,4.8215e-05-0.0010451i,0.0005129+3.2357e-05i,0.0010657+0.00022705i,0.0003451+0.00011345i,0.00046274+9.864e-05i,0.00056031+0.00037057i,-0.00054805+0.00031693i,-0.00092858-0.00048708i,-0.00059056-0.00087762i,-0.00023125-0.00034629i,0.00014545-2.4388e-05i,-0.0001899-0.0003607i,-0.00046523-0.00059113i,-0.00026028-0.0005993i
0.00053555+0.0012449i,-0.00026277+0.00089462i,-0.00015545+0.00089664i,0.00043146+0.00027385i,0.0003138-0.0011155i,-0.00025732-0.001267i,-0.00089391-0.0010259i,-0.00042024-0.00062387i,-0.00035091-0.00064051i,-0.00049193-0.00056376i,-0.00041373-0.00033518i,-0.00025969-0.0010678i,-0.00034264-0.0011308i,-0.00047078-0.00034601i,-0.00085254+0.00035544i,-0.00093679+0.0006166i,-0.00044754+0.00074849i,-0.00045681+0.0003031i,-0.00051095-0.00060376i,-1.9168e-05-0.00069892i,0.00018207-0.00037026i,0.00027738-7.5597e-05i,0.00038751+0.00014232i
0.00047528-0.00069161i,0.0014129-0.00093385i,0.0015068-0.00016061i,0.0013588-0.00067214i,0.0010303-0.0023344i,0.00075332-0.0018835i,0.00040653-0.0009947i,-0.00010324-0.0010534i,-0.00017531-0.0014857i,-0.00024169-0.0010222i,0.000296-0.00022554i,6.95e-05+0.00013795i,-7.4248e-06+0.00019265i,0.00069631-3.7972e-05i,0.0010902-0.00042132i,0.0018294+4.3213e-05i,0.0010985+0.00022694i,-6.5725e-05-0.0004926i,-0.00026573-0.00027382i,-0.00021432+3.7559e-05i,0.00011638-8.5498e-05i,-0.000226-1.5224e-05i,-0.00022328-0.00066378i
0.0014864-0.000834i,0.00089647+0.00025951i,-0.001032+6.2826e-05i,-0.001357-0.001198i,-0.00082528-0.0024269i,-0.00040418-0.00208i,-0.00024078-0.00089683i,-0.00018847-0.00027539i,-0.00019658-0.00032838i,-0.00045059+0.00015971i,-0.00011039+0.00019375i,-0.00013814-0.0011073i,-4.4734e-06-0.0011163i,0.00033419-1.3501e-05i,0.00024779+0.00092839i,0.00015146+0.0011652i,0.00013376+0.00056065i,1.4679e-05+0.000299i,-0.00041992+0.00044606i,-0.00017363+0.00062467i,-0.00025069-0.00011165i,0.00025992-0.0002735i,0.001144+0.00026868i
-0.0001324-0.0012423i,-0.0010076-0.0014885i,-0.00058414-0.0013557i,0.00026575-0.001004i,0.00028828-0.0007338i,0.00030258-0.00054503i,4.6353e-05-0.00044026i,-0.00056036-0.00043116i,-4.7047e-05-0.00027903i,0.00035022+0.0002569i,0.0001748+0.00025447i,3.1808e-05+0.00036129i,0.00021647+0.00057637i,0.00084185+0.00025493i,0.00090878-0.00034464i,0.00099411-0.00018076i,0.00021149+0.00047557i,-0.00049182-6.542e-05i,0.00030393-0.00061575i,0.00065065-0.00036129i,0.00030291+2.9732e-05i,0.00014089+0.00026194i,-8.4456e-05-7.8669e-05i
0.00013973-0.00012986i,0.0017253-0.00076601i,0.0011119-0.0001652i,-0.00062932-0.00069293i,-0.00078169-0.00098581i,-0.00012635-0.0014272i,-4.1002e-05-0.0015062i,-0.00032543-0.00032352i,-0.00062011-0.00014419i,-0.00030286-0.00019222i,-0.00057436-8.6516e-05i,-0.00034295-0.00036027i,0.00044029+0.0003059i,0.00092133+0.0012086i,0.00080319+0.0016269i,0.00058701+0.00090012i,0.00055331+0.00044532i,-0.00014915+0.00048596i,-0.00015895-0.00025876i,-0.00035497+5.0691e-06i,-0.0011548+0.00015413i,-0.00111-0.00081946i,-0.00055866-0.00099503i
-0.0013301+0.00010432i,-0.0024958-0.00015324i,-0.0027398+2.2209e-05i,-0.0009292+0.00025069i,0.00078437-0.00067416i,0.0010905-0.0015676i,0.00065087-0.0011154i,0.00065575-0.00079764i,0.0007655-0.0012868i,8.48e-05-0.001141i,-5.8028e-05+5.2664e-05i,0.00035477+0.00063787i,0.00021493+0.00012541i,9.4264e-05-0.00028382i,0.00093389-0.00021549i,0.0015764-0.00015733i,0.00094026-0.0005944i,0.00052198-0.00069908i,0.00053795-0.00023468i,0.00059748+0.00011264i,-0.000118+0.00048707i,-0.00083948+1.2873e-05i,-2.3099e-05-0.00027282i
0.0014312-0.00062524i,0.0012606-0.0016257i,0.0016358-0.001854i,0.0011718-0.0016682i,0.00023587-0.0029037i,-0.00023781-0.0027571i,-6.4088e-05-0.0010126i,0.00015637-0.00026037i,-0.00016921-0.00023868i,-0.00030975-0.00048608i,0.00045145-3.8745e-05i,0.0006024+0.00093i,0.00056522+0.0010983i,0.00067714+0.00069624i,0.00029521+0.00013735i,0.00037607+3.6288e-05i,0.00078809-0.00051133i,0.0001349-0.0013946i,-0.00064833-0.00098042i,-0.00014977-0.00018571i,0.00026718-0.00039265i,0.00057317-0.0004794i,0.00083439+0.00026721i
-0.0014124+0.0014166i,-0.00083064+0.002045i,-0.0010405+0.0020533i,-0.00092151+0.0011885i,-0.00071531-0.00011059i,-0.00061903-0.00091896i,-0.00047565-0.0010805i,-0.00025128-0.00077106i,9.0412e-05-0.00014337i,-0.00014849+0.00062814i,-0.00091128+0.00059052i,-0.00096914-0.00046467i,-0.00095387-0.0011196i,-0.00084702-0.00044369i,-0.00019517+0.00038641i,0.00038777+0.00032678i,0.00036723-0.00029585i,-0.00051995-0.00027338i,-0.00093164-0.00024186i,-0.00075616-0.000535i,-0.00069933-0.00016131i,-0.0002466+0.00027378i,-9.4905e-05-0.00029099i
0.00030674+0.00035841i,-0.00026627+0.00058766i,-0.00016314+0.0005189i,0.0010523-0.00060372i,0.0017903-0.00077215i,0.0013081-0.00098212i,0.00081398-0.00040999i,0.00095956+7.508e-05i,0.00079418-0.00014241i,0.00077995-0.00054915i,0.00078264-0.00086655i,0.00030584-0.0004588i,0.00022234-0.00015105i,9.5096e-05+0.00015412i,-0.0003784+0.00069336i,-0.00027307+0.00039911i,0.0002937+0.0002627i,0.0001585+0.00014608i,-0.00019779-6.3198e-07i,9.2654e-05+0.00015039i,-0.0001945+0.00032432i,-0.0006543+0.00012004i,-0.00056994+4.076e-05i
-0.00058121+0.0014315i,-0.00016129+0.0014017i,-0.0006582+0.0016879i,-0.00066401+0.0014602i,-0.00012482+0.00011724i,9.9822e-05-0.00077059i,-0.00016616-0.00095344i,5.4633e-05-0.00084086i,-0.00010297-0.00050195i,-0.00045596+0.0003063i,-0.0007038+0.0009356i,-0.00059724+0.0010209i,-9.7709e-05+0.00046442i,0.00071876-0.00015189i,0.00082794+0.00011218i,0.00030235+0.00061486i,-0.000251+0.00086713i,-0.00042059+0.00024832i,-0.00084754-0.00043296i,-0.0012307-0.00038367i,-0.0007262+0.00011352i,2.9979e-06+0.00072003i,0.00032649+0.0010994i
-0.0018452+0.00086244i,-0.0028878+0.0010678i,-0.0019026+0.001065i,0.00019505+0.00091746i,0.00039137+0.00010687i,0.00053751-0.00088431i,0.0014649-0.00077207i,0.0012209-0.00019158i,0.00070778+0.00027785i,0.00036766+0.00046817i,6.3183e-05+0.00031639i,-0.00058321+0.00066325i,-0.00093262+0.0011438i,-0.00097252+0.0008784i,-0.00025696+0.00019446i,0.0010983+0.00019829i,0.001477+0.00034837i,0.0011443-5.3312e-05i,0.00067737+9.0983e-05i,-0.00022028+0.00021652i,-0.00044403-1.4497e-05i,-8.7455e-05-0.00035149i,0.00067717-0.00063467i
0.0024989-0.00038116i,0.0025569-0.00061766i,0.0018396-0.00091268i,0.00022116-0.0015844i,-0.0005939-0.0019141i,-0.00011465-0.0014965i,5.8441e-05-0.00048637i,0.00012703-0.00032022i,8.0537e-05-0.00027181i,-0.00068086-0.00026894i,-0.00057373-0.00056388i,-0.00023327-1.9861e-05i,-0.00054154+0.0010484i,-0.00041916+0.00090807i,6.4894e-05+0.00050728i,0.0001395+0.00095952i,-0.00026395+0.0012466i,-0.00049033+0.00081782i,-3.8843e-05-0.00013094i,0.00044666-0.00084651i,0.00021554-0.00087622i,-0.00030048-0.00028012i,0.00031223+0.00054823i
-0.00019575+0.0016844i,-0.00024068+0.002841i,-0.00060969+0.0034737i,-0.00018746+0.0018629i,-0.00015986-0.00062506i,-0.0013734-0.0017919i,-0.0013123-0.0015102i,-1.742e-05-0.0016556i,-0.00035738-0.0015664i,-0.00056545-0.00038967i,0.00018868+0.00033335i,9.7108e-05+0.00053175i,-0.0004435+0.0007496i,0.00016263+0.00018849i,0.00098519+0.00030085i,0.00041345+0.0006451i,-4.0011e-05+0.0003792i,-0.000273+0.00019298i,-0.0001402+0.0002336i,0.00015824+0.00043238i,-5.4269e-05-4.0635e-05i,-0.00036979-0.00047317i,-0.00044786-8.2969e-06i
0.00012429+0.0013398i,-0.00014023+0.0014074i,0.0015463+0.0014257i,0.0025122+0.00076901i,0.0011981-0.00078719i,-0.00015704-0.0016887i,-0.00083268-0.0007068i,-0.00090685+0.00025282i,-0.00070187+0.00098779i,-0.0003019-3.0236e-05i,0.00018498-0.00057331i,0.00044691+0.0004252i,0.00059285+0.00095103i,0.00039731+0.0002637i,0.00024895-0.00041515i,0.00062901-0.00027069i,0.00093499-0.00019762i,0.00084229-0.00039171i,0.00035012-0.00030717i,0.0003086-0.0007973i,-0.00010528-0.00083972i,4.1735e-05-0.00062578i,0.0001367-0.00063764i
0.00070687+0.0003216i,0.0017415-0.00014697i,0.0018765-0.0010127i,0.0014333-0.001863i,0.0012289-0.0018672i,0.00083881-0.0023008i,0.0013055-0.0022916i,0.0013939-0.0015619i,1.835e-05-0.0012095i,5.4904e-05-0.00026071i,0.00053685+0.00031834i,0.00014721+4.0751e-05i,-0.000112-9.4818e-06i,0.00017829-0.00036128i,0.00032882-0.00072286i,-2.4635e-06+0.00017026i,0.00023548+0.00011391i,0.00043721-0.00058624i,0.0010681-0.00035792i,0.0011444-3.9019e-05i,0.0004792+0.00017766i,0.00015876+5.5062e-05i,0.00091301-3.0574e-05i
0.0011571+0.0011863i,0.00028452+0.00044866i,-0.0012895-0.00054562i,-0.00085292-0.0020314i,-0.00019933-0.0033383i,-0.0007136-0.0036695i,3.2076e-05-0.0023641i,0.00048798-0.00086307i,-0.00052536-0.00071732i,-0.00075844-0.00086871i,-0.00072791-0.00052133i,-0.00094602-0.00025024i,-0.00040454-0.00033371i,0.00012385-0.0006855i,0.00020154-0.00046924i,0.00043017+0.00069584i,0.00034724+0.00025269i,-0.00041219-0.00027443i,-0.0003323-0.00018285i,0.00033811+0.00013319i,0.00088139+0.00054324i,0.0013446+0.0010022i,0.00099328+0.0011181i
0.0010906+0.0012615i,0.0012979+0.00065393i,0.00094864+0.00023516i,0.00055544-0.00022667i,-0.00028711-0.00028667i,-0.0012809-0.00090431i,-0.0012385-0.00080672i,-0.00065264+0.00012718i,-0.00031515+6.6854e-05i,2.1271e-06-0.00037207i,6.2261e-05-3.3065e-05i,-0.00056061+0.00049545i,-0.00037982+0.00071433i,-0.00011239+5.7887e-05i,-5.2822e-06-0.00051553i,0.00021154-0.00025312i,0.00047514-0.0002836i,0.00025378+0.00025652i,-0.00015196+0.00048924i,0.00051494+0.00017931i,0.0010525-1.2067e-06i,0.00081721+0.00018817i,0.00058343+0.00015688i
-0.00014329+0.0010738i,0.00097096+0.0011791i,0.000867+0.00062676i,0.0015146+0.00049993i,0.0021241+0.00092606i,0.0016528+0.00051867i,0.0012105+0.00044474i,0.00073392-0.0001558i,0.00034251-0.00086408i,-0.00019297-0.00034702i,-0.00023911-0.00016457i,0.00031808-0.00064997i,0.00014661-0.00010691i,-0.00036027+0.00047744i,0.00020583+0.00087115i,0.00061331+0.00036231i,0.00033675-0.00034967i,0.00027853+0.00014122i,-0.00022567+0.0003647i,-0.00037553-5.5906e-05i,-0.00021868-0.00021932i,0.00030641-1.8693e-05i,0.00050655+0.00024857i
0.0011974-0.0029607i,0.0010268-0.0016376i,-0.00020995-0.0014869i,-0.0013596-0.0021693i,-0.0027721-0.0024172i,-0.0028553-0.0020916i,-0.0015018-0.0018939i,-0.00083044-0.0011442i,-0.00098048-7.6694e-05i,-0.0014363+0.00047909i,-0.00128+0.00091101i,-0.00085627+0.0010734i,-0.00015449+0.0010088i,0.00092907+0.00045469i,0.0010373+0.00033537i,-2.2335e-05+0.00044005i,-0.00041162-0.00049231i,-0.00014292-0.0009467i,-0.00022436-0.00058394i,-0.00080847-0.00014346i,-0.0011185-3.3222e-05i,-0.00085988+0.00042332i,-0.00041304+0.00031468i
-0.00052596+0.0006909i,0.00083841-0.0002748i,5.1708e-05-0.0010897i,-0.0011085-0.0017148i,-0.0011049-0.00084337i,-0.0011645-0.00059895i,-0.0013376-0.0010297i,-0.00026126-0.001028i,0.00085129-0.0010314i,0.00069584-0.00056505i,0.00048814+7.0366e-05i,5.1712e-05+0.00016093i,-0.0008011-1.6337e-05i,-0.00087437-0.00060012i,-0.00024364-0.00027299i,-0.00012963+0.00043229i,0.00054214+0.00065309i,0.00058016+5.5769e-05i,0.0001369-0.0012705i,-9.8622e-05-0.0014579i,4.0852e-05-0.00075807i,0.0002986-0.00036954i,0.00016563+0.00015462i
-0.00185-0.0031686i,-0.0027975-0.0030764i,-0.0032986-0.0022667i,-0.002844-0.00123i,-0.0010788-6.8855e-05i,0.0009337+0.00049702i,0.0010379-0.00078787i,0.00051006-0.0014063i,-0.00032166-0.0008619i,-0.0008137+0.00017171i,-0.00082907+0.0006357i,-0.00044872+0.00016933i,0.00020841+9.4089e-05i,0.00083723+0.00029638i,0.00086555-2.2531e-06i,-0.00015842-0.00041741i,-0.00030358+0.00015487i,7.9768e-05+0.00053027i,0.00022793-0.0002289i,0.00063047-0.00071307i,0.00044472-0.00019653i,0.00055672+0.00011673i,0.00060365+0.00021546i
-0.00075776+0.00013336i,-0.00075875+0.00019665i,-0.00082267+0.0010242i,0.00011885+0.0012099i,0.00012592+0.0001971i,-0.00077889-0.00055322i,-0.001226+0.00043693i,-0.0012577+0.0011085i,-0.00061526+0.00052151i,0.00051726+0.00059784i,0.00066684+0.00032501i,0.00040858-0.00027326i,0.0005428-0.00059896i,0.00071743-0.00043236i,0.0010125-0.00069155i,0.00083842-0.00080863i,0.00096289+0.00022541i,0.0008901+0.00091362i,0.00023905+0.00019284i,0.00012143-0.0003531i,0.00069156-0.00073606i,0.00062961-0.00049676i,-0.00025026-0.00014585i
0.0010633+0.00075769i,0.0012266+0.00012974i,0.00051194-0.00041415i,0.00082285-0.00056169i,0.001065-0.00063087i,0.00089488-0.0013722i,0.00079288-0.0022869i,0.00044096-0.0017584i,-7.7706e-05-0.00087707i,0.0001276-0.00088946i,0.00055054-0.00055106i,0.00033627-1.2296e-05i,4.9927e-05-5.0793e-05i,0.00048709+6.0665e-05i,0.00031354+0.00026784i,0.00039791-0.00052622i,6.9923e-05-0.00097779i,-0.00091262-0.0015044i,-0.00038387-0.0012676i,9.5572e-05-0.00032353i,5.7562e-05-0.00013967i,9.9445e-06+0.0004453i,7.8358e-05+0.0004307i
-0.0024291-0.0035223i,-0.0026405-0.0029552i,-0.0042236-0.0011589i,-0.0041858+0.0014329i,-0.0028434+0.0023675i,-0.0018512+0.0013438i,-0.0011341+0.00023575i,-0.00044684+0.0002108i,-0.00030096+0.00018002i,-0.00038133+0.00026139i,-1.3442e-05+0.00045369i,0.00071445+0.00026325i,0.00079122-0.00011033i,0.00034258-0.00017805i,2.4551e-05+0.00030429i,-0.00021613+0.00067936i,-0.00056457+0.00065566i,-0.00082631+3.8646e-05i,-0.00056507-0.00054355i,0.00015967-0.00049197i,0.00017368-0.00049332i,8.0149e-06-0.0011685i,0.00011677-0.00027414i
-0.00038607-0.0012864i,-0.0009773-0.0014026i,-0.0021998+1.4779e-05i,-0.0022374+0.001465i,-0.0014549+0.0019472i,0.00048551+0.00052872i,0.0013833-0.0010391i,0.00080794-0.001161i,1.8077e-05-0.00081276i,-0.00056501-0.00035538i,-0.00025616-0.00028226i,0.00044437-0.00039071i,0.00017978-0.00027706i,0.00050758-0.00026744i,0.0012917-7.9116e-05i,0.00083808+0.0004045i,-0.00023535+0.00029151i,-0.00072055-8.7745e-05i,-0.00065841-0.0001333i,-0.00025677-0.00024891i,0.00046052+0.00037431i,0.00071251+0.00026223i,0.0004753-0.00070883i
