-0.0018255+0.00028196i,0.00034008-0.00023854i,0.00042375+0.00035158i,-0.00053715+0.00095349i,-0.00085792+0.0018792i,-0.00029692+0.0021022i,-0.00028941+0.001121i,0.00045654+0.00087352i,0.0010366+0.0013329i,0.0013047+0.0010983i,0.0018231+0.00090807i,0.0010121+0.00044965i,0.00011981-0.00048901i,0.00018916-0.0008002i,-0.00021398-0.00036114i,-0.00080062+0.00010163i,-0.00060183+0.0004765i,-0.00045534+0.00074669i,0.00013637+0.00036459i,-0.00014083+0.00030107i,0.00029451+0.00016473i,0.00082292-0.00066623i,6.1434e-05-0.00052337i
0.0010629-0.0005444i,0.0015588-0.00083003i,0.0010349-0.00071563i,0.00018819-0.00080177i,2.5344e-05-2.8578e-06i,-0.00018416+0.00051645i,-0.00049006+0.00036953i,5.7053e-07+0.0007864i,0.0012735+0.00091324i,0.0014663+0.00044999i,0.00088734+0.00084972i,0.00063513+0.00085688i,0.00033258-0.00019095i,3.876e-05-0.00040403i,-0.0002482-8.3721e-05i,-0.00019808-0.00015592i,6.5011e-06-0.00030779i,-0.00031494-0.00039578i,-0.00038942+0.00016881i,-0.00043459+0.00088806i,-0.00043921+0.00072524i,-0.00033523-5.8642e-05i,-0.00058269+0.00043608i
-0.0010358-0.0012511i,-0.00036831-0.0014139i,-5.542e-05-0.00081274i,-6.4986e-05+0.00098962i,0.00016593+0.0016243i,-0.00028072+0.00097044i,-0.00063399-0.00065139i,-0.00048573-0.0011448i,0.00010139-0.00056606i,0.00035929+0.00039214i,-0.00030834+0.00012375i,-0.00019934-0.00073326i,0.00049192-0.00044981i,0.00083606+0.00042201i,0.00047617+0.0010102i,-0.0004888+0.00094277i,-0.00079163+0.00063819i,-0.00054008+0.00033639i,-0.00034079-0.00021148i,-0.00040512-0.00051827i,-0.0003518-0.00074835i,-0.00013078-0.00014408i,-0.00042289+0.00063459i
-4.4099e-05-0.00084219i,0.00036241-0.00069249i,2.2181e-05-0.00089815i,-0.00014371+4.9517e-05i,0.00043943+0.00049128i,-0.00034354-0.00084488i,-0.0014396-0.0012119i,-0.0010796-0.00093255i,-0.00015284-8.3279e-05i,6.8805e-05+0.00062968i,-0.00068384+0.0003218i,-0.00031841-0.00048657i,0.00067277-0.00095964i,0.00081396-0.0010257i,0.00081992-0.00023526i,0.00075841+0.00069308i,0.00053085+0.00044545i,0.00037441+3.7867e-05i,0.00016559-0.00017629i,9.0913e-05-0.00055246i,7.5666e-06-0.00077378i,0.00025853-8.3838e-05i,0.000505+0.00054123i
0.0012128+0.00016999i,0.001157-0.0011712i,0.00034939-0.0012179i,-0.00031547-4.7133e-05i,8.0492e-05+0.00065951i,0.00024648+0.00089234i,0.00047378-2.8673e-05i,0.0002392-0.00048346i,1.0971e-06+0.00054092i,0.00031424+0.00067249i,0.00091536+6.5331e-07i,0.00072588-0.00042544i,5.9766e-05-0.00017225i,-6.6399e-06+0.000154i,0.00022697-0.00020762i,0.00049163-0.00018209i,0.00063297-0.00030105i,0.00056129-0.00043141i,0.00034369-0.00021111i,-0.00027666-0.00055231i,-0.00050637-0.00069629i,-8.1464e-05-0.00053572i,-0.00022684-0.00041509i
0.00039537-0.0017456i,0.00016319-0.001456i,0.00040338-0.00098246i,0.00041218-0.00021013i,-8.9744e-05+0.00098199i,0.00070699+0.0014602i,0.00069354+0.00078441i,4.1567e-05+5.102e-05i,0.00021756-0.0005619i,-1.9505e-05-0.00075963i,-0.00041303-0.00062796i,-0.00016824-0.00094603i,0.00048183-0.0009667i,0.00096111+1.6943e-05i,0.00053132+0.00018506i,-0.00031287-0.00050939i,-0.00017211-0.00063966i,0.00018209-6.5676e-05i,0.00015766+0.0010232i,-0.00026595+0.00080009i,-0.00034497-0.00015671i,-6.0155e-05-0.00023696i,0.00023911-0.00046051i
-0.00075465+0.00091871i,0.00022901+8.8372e-05i,0.00067544+0.00027376i,0.00029886+0.0014999i,-0.00024353+0.0017033i,7.4851e-06+0.00031481i,0.00033945-0.0003022i,0.00026469-0.00020098i,0.00029509-0.0009592i,-2.3278e-05-0.00091909i,-0.00066751-0.00034354i,-0.0005897+2.6063e-05i,-0.0001157-0.00020362i,0.00012508-0.00068827i,0.00060538-0.00037774i,0.00062915-0.00018408i,0.00012376-0.00042656i,7.1093e-05-0.00025617i,0.00042612-0.00040653i,-2.747e-05-0.00020622i,-0.00087021+0.00014969i,-0.001175-0.00037703i,-0.00027849-0.00079489i
0.00077721+4.3403e-05i,0.0004996-0.00026484i,0.00016534-0.0003317i,-0.00034434+4.9041e-05i,0.00055054+0.00074341i,0.0010954+0.00054067i,0.00015553+0.00013675i,-0.00019032+0.00060672i,-0.00021145+0.00089314i,-0.00031206+0.00019757i,-0.00014818-0.00060098i,-2.8207e-05-0.0013596i,-7.4158e-05-0.0016582i,0.0001195-0.00084199i,-0.00026789+0.00012015i,-0.00052903+0.00024089i,-0.00032211+0.00015002i,-0.00013391+0.00032892i,0.0002758+0.00067115i,0.00014265+0.00082603i,-0.0003978+0.00068947i,-0.00076013+0.00070572i,-0.00083641+0.00019417i
0.00078479+8.4692e-07i,0.0012986-0.00033537i,0.00072021-0.00025166i,0.00034264+0.00027895i,0.00095691-0.00019224i,0.00090632-0.0010245i,-3.1887e-05-0.00089473i,-0.00041901-0.00058883i,0.00071385-0.0002425i,0.0010186-0.00015557i,0.00051137-0.00019933i,0.00020829+0.00035001i,2.9232e-05+0.0003733i,-9.8403e-05+7.8045e-05i,-4.9035e-05-7.6106e-05i,5.3344e-05-0.00026985i,0.00021302+0.00033338i,-0.00023263+0.00013451i,-0.0010663-0.00078984i,-0.0012324-0.00046455i,-0.00059327+0.00019333i,0.00010845+0.0004109i,4.9525e-05+0.0002012i
0.00080461-8.1015e-05i,0.00059671-0.00074334i,0.00097989-0.000461i,0.0016396+0.00054451i,0.0014904+0.0011522i,0.00045617-4.5924e-05i,-0.0011086-9.4316e-05i,-0.001606-1.9079e-05i,-0.0007227-0.00016095i,0.00031279-0.00012693i,0.00052864-0.00049526i,0.00060553-0.00063918i,0.00053437-0.00090799i,0.00019902-0.00044658i,0.00039426+0.00036109i,0.0012767+0.000595i,0.0020334+0.00074945i,0.0012603+0.00049538i,0.00015383-0.00043744i,9.4436e-05-0.00025749i,0.00018101-4.515e-05i,0.0002392-0.00026907i,9.2123e-06-0.00028921i
-0.00035892+4.3294e-05i,9.9069e-05-0.0013228i,0.00049258-0.00083114i,0.00047132+0.00066075i,0.00054758+0.0011289i,0.0010972+0.00052835i,0.00056874+0.00016063i,0.00013548+0.00066237i,0.00010009+0.00085584i,0.00041022+0.00046669i,0.00046088+0.0003697i,-4.0619e-05+0.0010796i,0.00015617+0.001096i,0.00025403+0.00023846i,0.00024268-0.00010131i,0.00045647+0.0003858i,6.9941e-05+0.0005173i,-5.7662e-05+6.4934e-05i,4.5987e-05-0.00012087i,-0.00025866+4.0918e-05i,-0.00055716+0.00050459i,0.00012923+6.1618e-05i,0.00036479-0.00058379i
-0.0012588-0.001039i,-1.0406e-05-0.001323i,0.00024398-0.00050988i,-0.00019229+0.00084715i,0.00040048+0.001161i,0.00093016-0.00015879i,0.00068338-0.0011174i,0.00055597-0.00020976i,-0.00069814+0.00061766i,-0.00056663+0.0003073i,0.00021781+0.00023081i,-5.0214e-05+0.00047171i,0.00020794+0.00035109i,0.00021049-2.0076e-05i,-0.00012568-0.00025958i,2.9646e-05+0.00014998i,0.00056564+0.00031146i,0.0010009-6.9602e-05i,0.00089788-5.6191e-05i,0.00053908-6.4842e-05i,0.00024689+0.0002141i,-1.8738e-05+0.00024348i,-0.00018483+0.00057905i
-0.0012293-0.0013021i,-0.00033103-0.002145i,-0.00050993-0.0012973i,-0.00062221-0.000414i,0.00039856+0.00077624i,0.0012949+0.00089488i,0.00032361+0.00052298i,-0.00068845+0.00028183i,0.00032631-9.4797e-05i,0.00080557+0.00012791i,-3.1368e-05+0.00026709i,0.00013014-0.00011374i,0.00054862-0.00041007i,2.5707e-05-0.0004597i,-0.00064768-0.00061349i,-0.00082739+1.8832e-05i,0.0002047+0.0002032i,0.001148-0.00066576i,0.001055-0.00096451i,0.00042293-4.765e-05i,-0.00019424+0.00077764i,-0.00037817+0.0010725i,-0.00034375+0.0010966i
0.0019808+0.00017715i,0.0013626-0.00031347i,0.00029352-0.00063119i,-0.00026951+0.00019777i,1.022e-05+0.00054117i,-0.00019395+0.0001426i,-4.0706e-05-0.00048924i,0.00023907+0.0001026i,0.00050787+0.00098066i,0.0010054+0.00058856i,0.0008175+8.6243e-06i,0.00030496+2.3475e-05i,0.00018897+0.0001696i,0.00013326+0.0002764i,0.00012074+0.00062857i,0.00040585+0.00023413i,0.00073268-0.00029077i,0.00073464-8.6435e-05i,0.00068117+0.0001243i,-9.4033e-05+2.2783e-05i,-0.0009623-0.00013568i,-0.00077621+0.00014026i,-0.00013648+0.00015028i
-8.4204e-05-0.00044995i,-0.00014612-0.00066963i,-0.00041839-0.00052851i,-0.00049616+0.00017049i,-0.00017233+0.00029815i,-2.21e-05+0.0004106i,-0.00027703+1.1559e-05i,0.00040275+0.00017841i,0.00090805+0.00049069i,0.00037948+0.00019592i,2.3343e-06-0.00048769i,0.00053679-0.0010724i,0.00071898-0.00091612i,0.00055717-0.00014319i,0.00045308+4.3796e-06i,-0.00020292+0.00017407i,3.3853e-05+0.00082524i,0.00059475+0.00058014i,0.00015954-0.00080036i,6.7307e-05-0.00074075i,-0.0002989+0.00037029i,-0.0010658+0.00038573i,-0.00079819+0.00060346i
0.00048982-0.0022122i,0.00019812-0.00084352i,-0.00034919-0.00074041i,-0.00046562-0.00068037i,0.00012463+0.00091549i,0.00073846+0.0015857i,0.0010155+0.00092469i,0.0013613+0.00034785i,0.0011646+0.00014185i,0.00064989+0.00045931i,-0.0001197+0.00086712i,-0.00050019+0.00061738i,5.6206e-05-0.00028111i,0.00052314-0.00048843i,0.00035353-0.00095761i,-0.0002057-0.0010643i,0.00013476-0.00032407i,0.00083633-0.00026817i,0.00024935-0.00056899i,-0.00065258-0.00030171i,-0.00085369+1.2866e-06i,-0.00074676-8.404e-05i,-0.00056108+0.0002221i
-0.00019713-0.00076381i,-0.0008184-0.00053524i,-0.00010818-0.00060778i,0.00090663-0.0012491i,0.00098606-0.0013153i,-0.00018883-0.0016521i,-0.00033737-0.0013637i,0.00035437+0.00011417i,0.00067499+0.0007083i,-0.00014283+0.00043473i,-0.00089906-0.00036619i,-0.00067654-0.00068049i,-3.1377e-05-0.00012446i,0.00028632+0.00018088i,-8.0112e-05-0.00018966i,0.00032117+5.563e-05i,0.00066468+0.00051124i,-1.8365e-05+0.00053684i,-0.00050905+0.00041869i,-0.00047455-0.00015548i,-0.00051285-0.00069738i,-0.00049657-0.00074321i,-0.0005354-0.00047386i
-0.00011483+0.0014808i,0.00044401+0.00094723i,0.0011374+0.00017163i,0.00083558-2.5683e-06i,0.00083089+5.1833e-05i,0.00055104+0.0002312i,-0.00016749+0.0007669i,-0.00025433+0.0015756i,8.7536e-05+0.0013927i,0.00022376-0.00011763i,0.00047809-0.00081216i,0.00025393-0.0010971i,0.00017668-0.00090246i,0.00022518-0.0002573i,0.00042053+6.0653e-05i,0.00042638+0.00057863i,0.00040441+0.00059093i,0.0002431-4.521e-05i,-0.00048899-0.00047298i,-0.00097149-0.00033491i,-0.00082485-0.00045608i,8.6267e-05-0.00071808i,0.00061293-0.00066828i
0.00027247+0.0010199i,0.0006007+0.00013354i,0.00057982-0.00058557i,0.00087283-0.00025981i,0.0013307+0.00016309i,0.00019877+0.00024948i,-0.0005647-0.00045379i,-0.00032148-0.00084337i,0.00051271-0.00062213i,0.00090678+0.00012119i,3.862e-05+0.0012011i,-0.00074378+0.00035158i,-0.00033457-0.00029843i,0.00012591-0.00015982i,0.00016819-0.00060411i,-0.00025144-0.00042073i,-0.00023748-0.00010966i,0.00020233-0.00064063i,-3.2766e-05-0.00038116i,-0.00068478+0.00019727i,-0.00097866+0.00021237i,-0.00085321+0.00031036i,-0.00040811-0.00014308i
-0.00024863-0.00072923i,0.00051687-0.00059094i,0.00060596+0.0002014i,-6.5425e-05+0.00050448i,-0.00014924+0.00053912i,0.00021529+0.00057081i,-1.9651e-05+0.00013385i,-0.00025988+0.00025i,0.00082957+0.00054132i,0.0013799+6.5999e-05i,0.0012487-0.0004042i,0.00076182-0.00038993i,0.00018226-0.00012921i,-0.0006868-0.00051764i,-0.0008073-0.00074883i,-0.0001725-0.0001288i,0.00032805+0.00015647i,0.00064649-0.00037198i,2.6061e-05-0.00034294i,-0.0007024+0.00018263i,-4.5022e-05+0.00046094i,0.00060863+0.00010408i,0.00025437-0.00014373i
0.00019941-8.9716e-05i,7.8485e-05+0.00014589i,0.00032348+0.00059017i,0.00043462+0.00046897i,0.00048287+0.00089603i,0.00057859+0.00062005i,0.00081398+0.00012791i,0.00081219+0.00013638i,0.0005713+0.00042252i,0.00046323+0.00017928i,0.00028155-1.8603e-05i,-0.00065823-0.00030986i,-0.00074147-0.00080323i,-0.00023514-0.00067746i,-0.00014068-0.00058651i,-7.2882e-05-0.00047025i,-0.00030265+0.00028017i,-0.00053289+0.00051137i,-0.0010844+0.0001732i,-0.0015892+0.00043796i,-0.00059236-0.00023965i,0.00031133-0.00028946i,-4.335e-05+0.00017567i
0.00013513-4.2077e-05i,0.00050948-0.00029452i,0.00089956-0.00089428i,0.00010171-0.00016751i,-0.00040882+0.00099155i,-0.00046427+0.0014143i,-0.00028997+0.00077565i,-0.00025587+0.00052968i,-1.9232e-05+0.00037172i,0.00012312+0.00010546i,-9.9729e-05-1.7269e-05i,-0.00053543-0.00040444i,-0.00084988-0.0009413i,-0.00091347-0.0012164i,-0.00099361-0.0011303i,-0.00032329-0.00052918i,0.00042552-0.00041056i,0.00035221-0.0011367i,0.00031919-0.00082731i,0.00015103-0.0001642i,-0.00027799-0.00019498i,-0.00047908-0.00016122i,-0.00024424-0.00019459i
0.00099545+0.001114i,0.00079226-0.00017303i,0.00025023-0.0011179i,-5.4238e-05-0.00094377i,0.00033913-0.00064538i,0.00038479-0.00038948i,0.00010859-0.00060766i,0.00021118-0.00058691i,0.00051492-0.00044593i,0.0011377-0.00060597i,0.0014589-0.00077164i,0.00108-0.00041457i,0.0007638-9.0499e-05i,0.00085474+0.00015708i,0.00078104+0.00052451i,0.0008723+0.00048396i,0.00026409-0.00022484i,-0.00046249-0.00062923i,5.0886e-05-0.00041148i,0.00027236-0.00028544i,-6.885e-05+0.00057421i,2.2341e-05+0.0012957i,-0.00034623-3.6769e-05i
0.0011823-0.001621i,0.00082129-0.00080457i,0.00037522+0.00018646i,0.00012221+0.00068027i,0.00011284+0.00028908i,0.00027932-0.00048643i,0.00078681-0.00029766i,0.0016435+0.00054545i,0.0018448+0.00090059i,0.0010554+0.00057671i,0.00028718+0.00044462i,-0.000146+0.00037385i,0.00055504-0.00084272i,0.0012683-0.0014545i,0.00012591-0.00048706i,-0.00085755+0.00016899i,2.8411e-05+0.00027633i,0.0010862+0.00040678i,0.00088058+0.00062367i,-0.0001651+0.00075161i,-0.00073805+0.00037055i,-0.00066148-0.00052922i,-0.00026243-0.0012465i
0.0023792+0.0010504i,0.0014048+0.0011153i,0.0011034-0.00048734i,0.00042452-0.00039867i,-0.00037236+0.00068913i,-0.00034305+0.00085276i,-3.9581e-05+0.0013329i,-0.00051376+0.0014289i,-0.00015959+0.00022128i,0.0007379-0.0005838i,0.00020373-0.00039891i,6.3208e-05+0.00035042i,0.00067504+0.00035275i,0.00049235+9.5594e-05i,0.00041969-0.00025741i,0.00032188-0.00010725i,0.00046575+0.00056683i,-1.1445e-05+0.0009664i,-0.00065391+0.00040214i,-0.00051494-1.035e-05i,0.00022596+0.00014267i,0.00068134-3.8311e-05i,0.00027274-0.00011244i
0.00072913-0.0010593i,0.00064801-0.0003635i,0.00051565-0.0015109i,0.00053547-0.0019593i,-0.0003943-0.0015018i,-0.0017843-0.00044684i,-0.0012811+0.00058397i,0.00057702+0.0011105i,0.0012424+0.00080552i,0.00051813-0.00066621i,-4.6345e-05-0.0012629i,-0.00012146-0.0011059i,-0.00016709-0.00066652i,-9.6897e-07-0.0002979i,0.00028372-0.00079456i,0.00025231-0.00092852i,0.00032897-0.00077221i,0.00072583+6.8031e-05i,0.00095179+0.00037816i,0.00085023-0.00060292i,-5.1371e-05-0.00092553i,-0.00085565-0.00043251i,-0.00076015-8.5378e-05i
0.001322-0.0014212i,0.00061703-0.0015362i,-0.00059202-0.0012889i,-0.00072406+0.00033703i,-0.0007425+0.0015954i,-0.00029085+0.00080479i,-0.00042622+0.00047617i,-0.00074383+0.00053152i,0.00058798+0.0007648i,0.0013758+0.0012433i,0.0009764+0.00085729i,0.00073919+8.8225e-05i,0.00018697-0.000237i,-0.00014016+0.00011182i,2.183e-05+0.00080128i,-0.00014893+0.0011421i,-0.00021659+0.00086235i,8.3412e-05+0.00058016i,2.3703e-05+0.00067449i,-0.00030205+0.00031049i,-0.00030433-0.00037265i,0.00055964-0.00012996i,0.00089471-1.4467e-05i
0.0002349+0.00051666i,0.0003491+0.00016037i,0.0010565-0.00022874i,0.00038514-0.000373i,0.00011731-0.00050328i,0.0003776-0.00037147i,5.4084e-05-0.00053201i,-0.00027779-0.0007391i,0.00037468-0.00018812i,0.00061458+0.00013026i,-4.3963e-05+0.00021423i,-0.00029804+0.000318i,0.000109-9.4199e-05i,-0.0006208+0.00020178i,-0.001552+0.00081917i,-0.00092008+0.00049496i,0.00025382+0.00012851i,0.0010768-0.00045674i,0.000469-4.2659e-05i,-0.00079541+6.6395e-05i,-0.00076985+0.00016577i,0.00042584+4.0887e-05i,0.0007017+5.7372e-05i
0.00046405-0.00067762i,-9.1687e-05+0.00019995i,-0.00054192-0.00039365i,0.00017476-0.00057084i,0.00038132+0.00074029i,0.00025585+0.0012626i,-6.816e-06+0.00048504i,0.00029322-0.00011866i,0.00087818-0.00066888i,0.00027765-0.00062512i,-8.9604e-05-0.00075211i,6.8423e-05-0.00054978i,-0.00043949-0.00030064i,-0.00068622-0.0007089i,-0.00067673-0.00050523i,-0.00017362+6.2404e-05i,0.00067801+0.00088611i,0.0016032+0.00077959i,0.001368-0.00016803i,0.00058178-9.8711e-05i,-0.00017785+0.00032245i,-4.2292e-05+0.00028844i,0.00076719+0.0001743i
0.00015581-0.00025927i,0.0011609-0.0005289i,0.001485-0.00032288i,0.0010391+0.0010251i,0.00039978+0.0012543i,0.00028662+0.00083516i,-0.00034179+0.00086033i,-0.00061464+0.00080102i,-1.0904e-06+0.00010341i,0.0002903-0.00038837i,-6.187e-05-0.00024956i,-0.00023366-0.00022253i,-0.00010772-0.00039908i,-0.00048414-0.00059662i,-0.00034126-0.00080935i,0.00051237-0.00058551i,0.00066531-0.00044913i,0.00032828-6.8552e-05i,-0.00018794+8.9984e-05i,-0.00011219+0.00016713i,0.00029544-7.7279e-05i,0.00031502-0.00051049i,-1.0986e-05+4.2914e-06i
0.0014329-0.00057736i,0.0018007-0.0009677i,0.00086558-0.00067531i,2.3439e-05+0.00074089i,-0.00028751+0.00050389i,-0.00084528-0.00015958i,-0.00076789+0.0003166i,-0.0007275+0.00011889i,-0.00060466-0.00010206i,6.4999e-05-0.00048489i,0.00054058-0.00031906i,0.00010962+0.00070549i,-0.00042917+0.00069651i,-0.00033638+0.0001642i,-0.00023512+8.425e-06i,-0.00043745+0.00038122i,0.00024077-0.00018587i,0.00098037-0.00035104i,0.0006936-0.00030126i,-0.00027024-0.00053657i,-0.00064465-0.00039978i,7.2657e-05+0.00017792i,0.0002819-8.995e-05i
0.00053314-0.000659i,0.00079718-0.00037697i,0.00025837+0.00045814i,0.00010205+0.00023785i,0.00080872-0.00049211i,0.00050746-0.00089922i,-0.00038485-0.00045258i,0.00013416-0.00042757i,0.00077486-5.2652e-06i,0.00079609+0.0010715i,-0.00030246+0.00094725i,-0.0013761-1.6305e-05i,-0.00072015+0.00016482i,-3.7955e-05+0.00078877i,-0.00030172+6.3026e-05i,-0.00050475-0.00066395i,0.00024466-0.00035641i,0.00096336+0.00020678i,0.0004131+0.00038343i,-0.00043065-0.00015048i,-0.00046809-0.00054565i,7.3354e-05+7.5883e-05i,-0.00011093+0.00014763i
0.00014027-0.00062857i,0.00025695-0.00059672i,-2.4286e-05-0.0011552i,0.00064611-0.00026876i,0.00031063+0.0009874i,-0.00026386+0.0010567i,-0.00027056+9.9629e-05i,-0.00012203+0.00022848i,0.00057367+0.0010835i,0.00069866+0.00076835i,1.4966e-05-0.00015027i,-0.0001709-0.00057202i,0.00031625-0.00012322i,2.1242e-05-0.00025093i,-0.00035717-0.00051032i,-0.00029945-0.00049453i,6.0551e-05-0.0002801i,-8.8599e-05+0.00010602i,4.7949e-05+5.2307e-05i,0.0012111-8.1406e-05i,0.0011069+8.4633e-05i,0.00039527+0.00019026i,0.00043882-0.00027578i
-0.00057557+0.00077026i,-0.0010844+0.00097352i,-0.00014963+0.0015174i,0.0013598+0.0019674i,0.0021264+0.0015499i,0.00055103+0.00035218i,-0.00056663-0.001138i,0.00018465-0.00080224i,0.00091486+0.00039153i,0.00039312+0.0004441i,0.00028036+0.00057112i,0.00040549+0.00078255i,0.00024374+0.0003128i,0.00038824-0.00021815i,5.537e-05+0.0001877i,-4.0568e-05+0.001393i,-0.0002132+0.0016021i,0.00015635+1.0678e-05i,0.00010364-0.00058722i,0.00032441-0.00061188i,0.0012202-0.00074444i,0.00069261-0.00029636i,0.00010551-0.00043139i
0.00045569-0.00029082i,0.0011664-0.00058794i,0.0010507-0.00048007i,0.00046111-9.5216e-05i,5.08e-06-9.2137e-05i,-0.00061271+0.00011532i,-0.00066926+0.00077894i,-0.00063916+0.00069621i,-0.00046923+0.00080023i,0.00012807+0.00087867i,1.8414e-05+0.00061273i,-0.00039797+0.00081988i,-0.00014268+0.00057744i,0.00017388+0.00058402i,0.00016213+0.00033646i,0.0002972+0.00054266i,8.0561e-05+0.00067266i,-0.00012655-9.6603e-05i,5.4645e-06-0.000212i,8.0722e-05-0.00026932i,-0.00023772-0.00023984i,-0.00041508-0.00035152i,-0.00010784-4.3276e-05i
-0.00046112-0.00030606i,0.00012697-0.00062659i,0.00037448-0.00036831i,-0.00016313-1.1444e-05i,-0.0011+0.00013778i,-0.00092627-0.0001153i,0.00029708-0.0001704i,0.0010983+5.5074e-05i,0.0011568-0.00020766i,0.00079826-0.0005402i,0.00019874-1.5922e-05i,0.00088064+0.0008008i,0.00098537+0.00050316i,5.6327e-05+5.8355e-05i,-3.9604e-05+0.00010095i,0.00032239+0.00064867i,0.00039676+0.00040353i,0.00082201-0.00016387i,0.0009631-4.1881e-05i,0.00048502+0.0005485i,-0.00013445+0.00043874i,-0.00058573-8.7072e-05i,0.00024089-8.415e-05i
-7.228e-05-0.0016739i,0.00034775-0.0016533i,5.4476e-05-0.00041331i,1.3225e-05+0.00085899i,5.6509e-05+0.0015279i,-9.5793e-05+0.00070763i,-0.00031809-0.00040441i,-0.00037574+0.00035491i,0.00048679+0.0013197i,0.0010681+0.001546i,0.00050998+0.00098403i,0.00021038-0.00039107i,0.00041599-0.00079452i,0.00059884-0.00037813i,3.2544e-05-0.00075632i,0.0001219-0.00016239i,0.00061189+0.00071704i,0.00046461+0.00039201i,-0.0001614+0.00032223i,-0.00046014+0.00067281i,-0.00032958+0.00054386i,0.00011274-4.4932e-05i,0.00054523-0.000226i
7.422e-05+0.00095997i,0.0015444+0.00059299i,0.00088963+0.00036306i,-5.7203e-05+0.0005633i,0.0001092+0.0005789i,0.00077987+0.00021255i,0.00061332-0.00010769i,0.00054458-0.00035423i,0.0009665-0.00019766i,0.00086228+0.00017958i,0.00031013+0.00065187i,0.0003523+0.00079497i,0.00043063+0.00026215i,-0.00027101-0.00068216i,-0.00094736-0.0010465i,-0.00083114-0.0012408i,-0.0001698-0.00063021i,0.00054158+5.3407e-05i,0.00078788-0.0003525i,0.00034145-0.00055352i,0.00016986-0.00053003i,0.00054852-0.0010068i,0.0005197-0.00095437i
0.0016154+0.00090379i,0.0014973+0.00027544i,0.0018448-0.0010974i,0.0012934-0.0011186i,0.00068698-1.6815e-05i,0.00011801+0.00050631i,-0.0004028+0.00025004i,-0.00033251+0.00081807i,-9.7892e-05+0.0010656i,-0.00020999+0.00044549i,9.9455e-06-0.00021627i,-0.00011004-0.00034996i,-0.0004541+0.00042271i,-0.0001761+0.00022208i,-0.0001103-6.1769e-06i,-0.00019019-5.3706e-05i,-0.00014726-0.00064039i,-0.00017842-0.00013016i,-0.00037343+0.00072813i,0.00015374+0.00061412i,0.00082766+0.00067052i,0.00038511+0.00076838i,-2.3253e-05+0.00051785i
-0.00029239-0.00052141i,0.00014076-0.00018813i,-7.0205e-05-0.00017046i,-0.00029539+0.00088977i,0.00032657+0.001332i,0.00053558+0.0010433i,-0.00027452+0.00040595i,-0.0001322+0.00066352i,9.8746e-05+0.00081785i,1.9512e-05+0.00028869i,0.00027155+2.0588e-05i,-0.00019595-0.00013839i,-0.00071898-0.00029771i,-0.0002356-0.00055437i,8.9663e-05-0.00065148i,-0.00026713-0.00040516i,-0.00068212+0.00056378i,-0.00017942+0.0011212i,0.00028342+0.00048603i,-5.7702e-05+0.00039882i,-0.00029482+0.00068246i,-0.00018317+0.00034781i,-0.00024691-0.00024192i
-9.7216e-05+0.00081745i,0.00027143+0.00023674i,2.7419e-06-0.00021923i,-0.00017965+2.4511e-06i,0.00032735-0.0004253i,-0.0003604-0.00047706i,-0.00095429+0.00019397i,-0.00040867-0.00026245i,0.00013882-0.0004777i,0.00013392-0.00021254i,-0.00032446-0.00063092i,-0.0011182-0.00086773i,-0.00051878-0.00012499i,0.00067972-0.0003734i,0.00012778+0.00010886i,-0.00060758+0.0010007i,-0.00024739+0.00089312i,0.00077892+0.00051639i,0.00079992-0.00025076i,0.00017306-0.00049618i,0.00027289+0.0003622i,-1.3224e-05+0.00073327i,-0.0001485+6.1007e-05i
0.00068077-0.00065838i,0.001507-0.00049852i,0.0012143-0.00076394i,0.00030707+0.00010246i,-0.00020304+0.0010261i,-0.00056843+0.00076041i,-0.0002634+0.0008272i,0.00066522+0.00071488i,0.00097986+0.00028047i,0.0010138+5.7049e-05i,0.00075091-0.00045067i,0.00019055-0.00017813i,0.00035561+0.00056725i,0.00051847+0.00016848i,-5.9026e-05-0.00056485i,0.00025059-0.00042774i,0.0005353+0.00028702i,0.00010787+0.000617i,-0.00028417-0.0001792i,0.00029817-0.0010261i,0.00085292-0.00077054i,8.9962e-05-0.00019889i,-0.00023486+0.00049551i
-0.0010269-9.3205e-05i,0.0014492-0.00035374i,0.0018618+0.00017138i,0.0012909+0.00065467i,0.00094413+0.0015635i,0.00056941+0.0014801i,0.00026114+0.00038923i,0.00058948+0.00035173i,0.00037929+0.00034991i,-2.9422e-05+0.00047757i,-0.00039742+0.00066264i,-3.6609e-05+0.00059046i,0.00028423+0.00081608i,6.9672e-05+9.3452e-05i,0.000168-4.473e-05i,2.8132e-06+0.00046391i,1.3382e-05-6.8098e-05i,-0.00057544-0.00014164i,-0.00076789+0.00031516i,0.00011963-0.00010795i,0.00040374-9.853e-05i,0.00021161-0.00056597i,0.00012682-0.0013458i
