0.0019771-0.00042526i,0.0016655-0.0012416i,0.00052373-0.0022045i,-0.0014878-0.0020955i,-0.0025049-0.00093808i,-0.0019533+0.00070556i,-0.0012065+0.0019496i,-0.00055881+0.0012413i,0.00033148-0.00023736i,0.00086546-0.00087098i,0.00099999-0.0013051i,0.00061018-0.00077501i,-0.00029302+0.00016075i,-0.0013658+0.00071707i,-0.0016115+0.00015143i,-0.00054868-0.00048127i,0.00031248-0.00032355i,-6.1806e-05-0.00045834i,-0.00018088-0.00065629i,0.00016525+0.00011747i,-0.00042596+5.3402e-05i,-0.00046368-0.00058034i,-0.00014819-0.00029277i
0.00060893+9.2182e-05i,-0.00082035-0.0005222i,-2.6438e-05+0.00014228i,0.0013285+5.6525e-05i,0.0010687-0.00028682i,0.00061044-0.00050988i,-0.00034655-0.00017008i,-0.0012158+0.0001757i,-0.0013618-8.9703e-05i,-0.0014818-2.6287e-05i,-0.00087006+0.00046572i,0.00036641+0.00032008i,0.00067162-2.313e-05i,0.00027413+0.00031364i,-0.00034802+0.00049437i,-0.00049291+0.0001887i,-0.00033228-6.9736e-05i,0.00035783-0.00020383i,0.0012708-0.000406i,0.0016588-0.00053439i,0.0011287-0.00026693i,0.00019848-0.00011583i,-3.6529e-05+9.1284e-05i
-0.0012198-0.00034807i,-0.00095752+0.00069376i,-0.00043897+0.0011122i,0.00025721+0.0014359i,0.00052427+0.0018356i,0.0008165+0.0010403i,0.00089876-0.00031616i,0.0010229-0.00095657i,0.00072261-0.0010902i,0.00028204-0.00066636i,0.00048194-4.1302e-05i,0.0010077+2.4397e-05i,0.00064604+0.00021306i,0.00035765+0.00083812i,0.00072103+0.00031967i,0.00049937-0.0003504i,-0.00011755+0.00015423i,-8.8895e-05+0.00066691i,-5.9987e-05+0.00094484i,-0.00031434+0.00057515i,-0.00043725-0.00034195i,-0.00010603-6.5189e-05i,-0.00018515+0.00069768i
-0.0017894+0.0010443i,-0.001525+0.0011063i,-0.00096505+0.00066514i,0.00044099+0.00029567i,0.00057683+0.00028183i,-0.00060069+0.00022469i,-0.00078039-0.00014619i,-0.000758-0.00037389i,-0.00095106+0.00014858i,-0.00089709+7.6778e-05i,-0.00038469-0.00033314i,-0.0006208-7.7531e-05i,-0.00077553-1.8227e-05i,-9.4292e-05+0.00023622i,-0.00019539+0.00062292i,-0.00043574+0.00028749i,-0.00046978-0.00029723i,-0.00058758+7.8077e-05i,-0.00079486-5.2596e-05i,-0.00084546-0.00057206i,-0.00028492+0.00019734i,9.609e-05+0.00072899i,0.00030974+0.00013803i
-0.00058258+0.00027275i,-0.00042002+0.00015211i,-0.00056634+0.00066604i,-0.00016357-6.1295e-05i,0.00034258-2.6753e-06i,-6.5403e-05+0.00024585i,-0.00036071+1.001e-05i,-0.00046095-0.00042975i,-0.00065254-0.00019623i,-0.00022009+0.00025035i,0.00018762+0.00038275i,-9.2402e-05-0.00042922i,0.00024495-0.00010583i,0.00053725+0.00037407i,-3.8508e-05+0.00010372i,-1.7388e-05-0.00011647i,0.0007644-0.00038266i,0.0010211-0.00030676i,0.00029571-0.00021669i,-0.00020708+6.5089e-05i,-0.00028719+0.00048775i,-8.8557e-05+0.00064326i,6.8583e-05+0.00036316i
0.00017815+0.0017604i,-0.00015647+0.0012768i,0.00052762+0.00081577i,0.00017932+0.00012968i,-0.00053601-0.0005595i,-0.0010377-0.00067409i,-0.0013438-0.00033956i,-0.0011866-0.00016791i,-0.00021838-0.00035996i,0.00092337-0.00080714i,0.00093858-0.0011417i,0.00027449-0.0012113i,-0.00052672-0.00070053i,-0.00099779+0.0004307i,-0.0010246-0.00030643i,-0.00043269-0.00094838i,-1.6352e-05-0.00045875i,0.00080247-0.00024192i,0.00020203-0.00010275i,-0.00086202+0.00038993i,-0.00046202+0.00070297i,-0.00011068+0.00058856i,1.0028e-05+0.00028714i
-0.0011356-0.0013914i,-0.00095783-0.00081621i,-0.00069663+9.3099e-05i,-0.00023129+0.0012175i,-3.9104e-05+0.001946i,-0.00011021+0.0010181i,0.0002703+0.00021232i,0.00076586+0.00013448i,0.00084368-0.0004066i,9.264e-05-0.0001749i,-0.00016485+0.00013189i,0.00062747-0.00063735i,0.0009045-0.00088395i,0.00063822-0.00033308i,0.00013079+0.00072023i,-0.00015925+0.00054517i,-0.00022367-0.00020033i,-0.00035644-0.00044946i,-0.00073872-0.00039039i,-0.001008-0.00029493i,-0.00075779+3.5022e-06i,-0.00069688+0.00066844i,-0.00015574+0.00036312i
-0.00071174-0.0014526i,-0.0012001-0.0011883i,-0.0014654-0.0016032i,-0.00056641-0.00099253i,0.00053619-0.00018081i,0.00025773+0.00054957i,0.00019426+0.00068939i,0.00020372+8.546e-05i,0.0001577-0.00053624i,0.00021712-0.00050976i,-0.00021337+0.0001492i,-0.00021495+0.00028642i,-0.00021819-0.00022914i,-0.00017934-0.00010488i,5.0988e-05+0.00064317i,1.158e-05+0.00053533i,-0.00012341+0.00014977i,-0.00050506+0.00012373i,-5.6585e-05+0.0003881i,4.3129e-05+8.7837e-05i,8.4885e-05-2.2598e-05i,0.00024662+0.00024845i,-0.00034564+0.0002257i
-0.00050938+0.00085452i,-0.00039425+0.0014882i,-0.00021656+0.0014615i,0.00015658+0.00059262i,0.00013281+0.00014916i,-0.00059601+6.9627e-05i,-7.6048e-05-2.7832e-05i,0.00020674+0.00035172i,0.00018627+0.00066403i,0.00048214+0.00015144i,0.00062988-0.00019708i,0.0006579-0.00033636i,0.00026271+9.6758e-05i,-0.00028481+0.00066082i,-0.00032135+0.00020882i,-0.00046254-0.0002417i,-0.00037435+0.00037713i,8.1623e-05+0.0011383i,0.00028022+0.0010304i,7.8132e-05+0.00053246i,0.00012597+0.00013569i,0.00055134-0.00024956i,0.00069377-0.00041738i
-0.0014184-0.0005679i,-0.0017119-0.00088192i,-0.0015176-0.00013932i,-0.0007979+0.00054264i,7.9522e-05+0.00042628i,0.00034736-0.00015219i,-0.00017684-0.00046597i,-0.00074978-0.00019278i,3.5224e-05+0.00042899i,0.00077657+0.00011912i,0.00046366+0.00024132i,0.00019414+0.00054006i,0.00010435+0.00024812i,0.00037002-0.0001595i,0.00050862+1.4415e-05i,0.00030254+0.00053367i,-0.00049225+0.00031813i,-0.001115-0.00048933i,-0.0011388-0.00069479i,-0.00054173-0.00053976i,4.7555e-06-0.00048262i,4.4837e-05-0.00019803i,0.0006599-0.00020467i
0.0020411-0.00075353i,0.0018985-0.0010482i,0.0010558-0.0013955i,0.00038262-0.0012779i,-0.00025517-0.0014577i,-0.0011606-0.0010145i,-0.0010864+0.00014353i,-0.00052182+0.00097651i,-5.0982e-05+0.00094454i,0.00021248+4.7071e-06i,-5.2389e-05+0.00045422i,-0.00020037+0.0007383i,-0.00012762-0.00071719i,-0.00062114-0.00080937i,-0.001031+2.4297e-05i,-0.00093893-0.00010738i,2.4963e-05-0.00016242i,0.00088638-0.00028875i,0.00085146-0.00013477i,3.5797e-05-1.1361e-05i,-0.00013547-0.00022584i,2.7414e-06-0.00010079i,0.00011204+0.00052011i
0.00024647-0.0010641i,0.00081501-0.00063871i,0.00015795-4.6147e-05i,-0.0002639-6.3139e-05i,-0.00060876-5.5739e-05i,-0.00014938+0.00048685i,0.00037331+0.0011548i,0.00010444+0.00057635i,6.0001e-05+0.00011827i,0.00040681-0.000356i,1.7265e-05-0.0005449i,-0.00030172+0.00017549i,-0.00075724+0.00051621i,-0.0015381+0.00063635i,-0.0012757+0.00046947i,-0.00063647+5.1821e-05i,-0.00069159-1.2172e-05i,-0.00077321+0.00051352i,-0.00044215+0.00046343i,-0.00067309+0.00019985i,-0.0006391+0.00017372i,0.0002868+1.4212e-05i,0.0004417-3.23e-05i
-0.00017301-0.00064745i,-0.00049346-0.00196i,-0.0003118-0.0018644i,0.00015485-0.00042941i,0.0004848+0.0012146i,0.0005863+0.0014932i,0.00074717+0.00088106i,0.00036873+0.00068944i,-0.00062466+0.00010153i,-0.00048987-3.8237e-05i,0.0001459+0.00017617i,0.00030732+0.00077714i,0.0001807+0.00083764i,0.00061465+0.00022349i,0.0011772+0.00026891i,0.00057126+0.00047356i,0.00020439+0.0001392i,0.00031923+0.00038499i,-0.00037172+0.00070388i,-0.00092-2.2455e-05i,-0.00080458-0.00067549i,-0.00053861-0.00076579i,-0.00037475+0.00010467i
0.0012628+0.00050766i,0.00082809+0.0002518i,0.00042695-0.00019572i,6.2617e-05-0.00086312i,0.00028501-0.0006771i,-5.4083e-05+9.428e-05i,-0.00054896-0.00024412i,-0.00047744-0.00076907i,-0.00063088-0.00016765i,-0.00063836+0.00078478i,-0.00081634+0.00040535i,-0.00041709-0.00035197i,-0.00044885-0.00017313i,-0.00080187-0.00025689i,-9.6758e-05-0.00038291i,0.00061757-0.0010798i,0.00033702-0.00065946i,-0.00013072+0.00051404i,0.00016322+0.00037303i,0.00088589+0.00031581i,0.00073166+0.00031087i,-0.00027345+0.00012415i,-0.00057569-0.00011328i
-0.00063835-0.00016507i,-0.00053649-0.0011214i,-0.0013242-0.00019446i,-0.00043051+0.00077261i,0.00048657+0.00096008i,-0.00032067+0.000882i,-0.00033414+0.00098877i,0.00027728+0.00045325i,0.00019758+0.00065108i,0.00010837+0.001194i,-0.000606+0.00082986i,-0.00033941+9.7432e-05i,0.00089421-0.00052007i,0.0019394-5.5433e-05i,0.0021084+0.00021123i,0.00064285+0.00026588i,-0.00050949-0.00015021i,-0.00061498+7.2744e-06i,-0.00032775+0.00039324i,-0.00055498+0.00021361i,-0.00092483+0.00030034i,-0.0010039+0.00043568i,-0.0007988-1.9267e-05i
-0.0013704-0.00080922i,-0.0011206-0.00051062i,-0.0010125-0.00042976i,-0.00016035-0.00036653i,-0.00032572+0.00022605i,-0.00081117+0.00012766i,6.4059e-05-0.00064093i,9.63e-05-0.00095374i,0.00045524-0.00064163i,0.0014657+2.1712e-05i,0.0010537+0.00029445i,0.00070955-0.00012563i,-0.00019555+5.1454e-05i,-0.0011397+0.00041487i,-0.00040295-3.4122e-05i,0.00039357-0.00064655i,0.0007514-0.0004512i,0.00075022+0.00014036i,-3.3117e-05+0.00040171i,-0.00072273-0.00014647i,-0.00016122-0.0002725i,0.00061096-4.1442e-05i,0.00081672-0.00054881i
-6.7872e-05-0.00029318i,-0.00062376-0.00041887i,-0.0011304+9.1498e-05i,-0.001187+0.00035755i,-0.00027355+0.00051904i,0.0005067-0.00034173i,0.00016158-0.00046581i,-0.00043651+9.8298e-05i,-0.00052713-0.00016161i,-7.8774e-05+0.00016072i,0.00016669+0.00068955i,0.00010739-2.9639e-05i,8.1355e-05-0.0005774i,-0.00020293-0.00049687i,-0.00024318-7.1113e-05i,0.00045528+0.00092771i,0.00099139+0.0011043i,0.0010475+0.0004975i,0.00061788-0.00024627i,0.00028544-0.00038949i,0.00073323+0.00011698i,0.00070026-0.00027902i,-4.1063e-05-0.0010539i
-0.0002827+0.00091736i,-0.00089073+0.0008628i,-0.00081815+9.4611e-05i,-0.00047348-0.00019629i,-0.00048234-0.00062386i,-0.0013722-0.00046203i,-0.0016538+0.00034444i,-0.00089513+0.00015432i,-0.00045194-5.1774e-05i,0.00063036+8.6395e-06i,0.00051719+4.2467e-05i,-0.00015314-0.00075966i,0.00036563-0.00057417i,0.00044491+6.2602e-05i,0.00018483+0.00011833i,0.0001022+0.00026058i,-0.0002068+0.00034981i,4.14e-05+0.0001499i,-0.00036657+9.4155e-05i,-0.00085556+0.00035229i,-0.00020285+0.00029311i,0.00030165-0.00068802i,-0.00012701-0.00074065i
-0.0014565+0.00085258i,-0.00052154+0.0010321i,0.00069344+9.0083e-05i,0.0010111-0.001496i,0.00077544-0.0012057i,-5.9891e-05-1.4001e-05i,-0.00024279+0.00042209i,-6.2063e-05+0.00068735i,3.0078e-05+0.00022267i,0.00042454-0.00021617i,0.00032318+9.5495e-05i,0.00030775-0.00063541i,0.00030933-0.00070649i,6.4102e-05-0.00034084i,0.00018033-0.00090295i,0.0002341-0.00016663i,0.00043074+0.0012976i,0.00080912+0.0016635i,0.00059576+0.00062025i,3.9525e-05+0.00012902i,0.00029075+0.00088227i,0.00033646+0.00051828i,4.0892e-05-0.00039697i
0.00064023+0.00095211i,-0.00039544+0.00094477i,-0.0011017+0.00086553i,-0.0010301+0.00095021i,-0.00098966+0.00024018i,-0.0008102-0.0006599i,-0.0012193-0.00055364i,-0.0012356-0.00022062i,-0.00054821+0.00020718i,-0.00034561+0.00069038i,-0.0001785+0.00049346i,-6.5299e-05+0.00016364i,-7.7806e-05-0.00030481i,0.0002228-0.00086715i,0.00034035-0.00069786i,0.000296-0.00044571i,-4.0883e-05-0.00012726i,-0.00031484-0.00033362i,-0.00015086-0.00032988i,1.0664e-05+0.00045143i,-0.0003499+8.7858e-05i,0.00021003-0.00054517i,0.00065065-0.00010576i
-0.00095322-0.001829i,-0.0022139-0.0014748i,-0.0020357-0.0010504i,-0.00029434+0.00032035i,0.000665+0.0015898i,0.00020302+0.0011946i,0.00030854-0.00027514i,0.00071511-0.00041514i,-7.5626e-07+0.00073193i,-0.00030727+0.0012726i,0.00024324+0.0011019i,0.00049364-0.00013609i,0.0011848-0.00020904i,0.0014482+0.00029505i,0.0010506+0.00028633i,0.00045238-1.3262e-05i,0.0010241-0.00063945i,0.001262-0.00031126i,0.00055419+0.00024277i,0.00018297+1.4881e-05i,-0.00013046-0.00046567i,-0.00021367-0.00068145i,0.00010655-0.00085961i
0.00070057-0.0008416i,-2.8558e-05-0.001602i,-0.00037012-0.00037276i,-0.00076538-0.00010103i,-0.00073577-0.00088656i,-0.00013748-0.00021175i,-0.00049641+0.00093022i,-0.00086048+0.00041179i,-0.00032894-0.00055024i,-8.5305e-05-0.00021767i,0.00037551-0.00026612i,0.00063587-0.00022017i,-7.2489e-05+0.0007651i,-0.00098224+0.00041305i,-0.00081402-0.00013629i,-0.00038786+0.00050824i,-0.00050703+0.00032961i,-0.00016456+0.00059141i,-0.00016361+0.0017741i,-2.9824e-05+0.0016325i,0.00068052+0.00040296i,0.00070432+3.3629e-05i,0.00022114-0.00018087i
0.00081862-0.00049112i,0.00026226+0.00025135i,-0.00056269-3.4953e-05i,-0.00095899+0.00025622i,-0.00090222+0.00052082i,-0.00074164-2.4354e-05i,-0.00026472-0.00018631i,0.00023277+0.00013518i,0.00071838+0.00038663i,0.00080849+0.00053779i,0.00037682+0.0001359i,0.00084337-0.00013043i,0.0012733+0.00010242i,0.00012679+0.00042914i,-0.00012771+0.00026885i,0.00024678+0.00018928i,-0.00029263-0.00021553i,-0.00069869+0.00014339i,-0.00042418+0.00067895i,-0.00065385-2.5437e-05i,-0.00033131-0.00028519i,-5.0795e-07+0.00019202i,8.0477e-05+0.00053547i
-6.5033e-05-0.00060854i,1.4684e-05-0.00044399i,-0.0017525+0.00054986i,-0.0011454+0.0011319i,0.00050848+0.00045745i,0.00060877-0.00014018i,5.7286e-05-0.00055285i,-0.00016918-0.00085917i,6.0522e-06+0.0001281i,-0.0001035+0.00061926i,-3.6126e-05-0.00067082i,-8.0166e-06-0.00078822i,-0.00038695-4.7465e-05i,-0.0003275-0.00031937i,0.00060811-0.00083656i,0.00059839-0.00041389i,-0.00057574-0.00016816i,-0.00064819-0.00055989i,-0.00028116-0.00068349i,-0.00064781-0.00070553i,-0.0012147-0.0012064i,-0.001218-0.00085991i,-0.0013477+8.4463e-06i
-0.0011527+0.00062895i,-0.0020056+0.0011044i,-0.0010972+0.0012815i,-0.00071826+0.00085336i,0.00016267+0.00024436i,0.00040788+0.00033855i,-0.00029088+0.00044725i,7.8882e-05-9.4511e-05i,0.0010972+2.5642e-05i,0.0012674+0.00047635i,0.00062075+7.2398e-05i,0.00035048+8.2091e-05i,0.00034599-4.826e-05i,5.1303e-05+3.0356e-05i,-0.00015359+0.00015713i,4.3629e-05+3.8987e-05i,-0.00029771+0.00015655i,-0.00036278+0.00033044i,-0.00012924+0.00034612i,-8.4619e-05+0.00033857i,0.00036514+0.00015541i,7.9263e-06+0.00011683i,-0.00053411-7.7416e-05i
0.001614-0.00090521i,0.0015378-0.0013071i,0.0011027-0.0013801i,-1.3477e-05-0.00043815i,-0.00056445-2.5905e-05i,-0.00048421-0.00031334i,2.0473e-05-0.0012484i,0.00017389-0.0010617i,2.7981e-05-4.8729e-05i,-8.2929e-05+0.0004191i,-0.00072673+0.00062608i,-0.0011573+5.0281e-05i,-0.00074963-0.00062251i,-0.00057833-0.00013113i,-0.00063386+0.00058316i,-0.00087178+0.00065032i,-0.0010805+0.00059838i,-0.0014778+0.00039768i,-0.0011141+0.00031783i,-0.00018104+0.00021603i,0.00076407-0.00038242i,0.0011135-0.0012249i,8.9829e-05-0.0012607i
-0.0012678+0.00022258i,-0.0003747+0.00053228i,0.00016009+0.00080396i,0.00056745+0.0011628i,0.0011573+0.0013336i,0.00086813+0.00097873i,0.00019928+8.7833e-05i,-0.00041035-0.0005439i,-0.00037132-0.0003935i,-0.00019904+0.00021976i,-0.00032924+0.00036302i,0.00020588-0.00019502i,0.00056967-0.00067178i,0.00036695-0.00074486i,-3.9833e-05-0.00035919i,-0.00034599-0.00031245i,-6.3754e-05-0.0005272i,0.00022252-0.00063593i,0.00034595-0.00061432i,-0.00028667+0.0003946i,-0.00073934+0.00052871i,-0.00062159+1.8273e-05i,-0.00015067-0.00017592i
-0.0019492+0.0009995i,-0.0014587+9.3536e-05i,-0.0008213-0.0012929i,-0.0013601-0.0011132i,-0.0018415-0.00032554i,-0.0015804-9.8756e-05i,-0.00031808+0.0011334i,0.00037505+0.0015457i,-0.0002391+0.00083374i,-0.00036978+0.0004288i,-0.00020911-0.00010601i,-0.00011199-0.00043356i,0.00059046-4.2785e-05i,0.00089813+0.00032621i,0.0010712-9.3891e-05i,0.0005805-0.00039293i,-9.4897e-05+0.00010663i,-0.00022139-0.00013404i,-0.00040698-0.00040058i,-0.00059747-0.00054122i,-0.00036907-0.00049451i,-0.00018444-0.00063476i,0.00017363-0.00015611i
-0.00026511+0.00060934i,-0.00021778+4.2564e-05i,0.00073568-0.00013959i,0.00080233-9.8291e-05i,0.00043101-0.00040229i,5.0941e-05-0.00016829i,-0.00039902+0.00017916i,-0.00075014+0.000205i,-0.00043492+0.00054877i,-6.8943e-05+0.00038019i,-0.00013334+1.0279e-05i,-8.8343e-05-0.00023376i,-3.7859e-05-0.00089577i,0.00052289-0.00079538i,0.00076752-0.0003046i,0.00053072+1.2532e-05i,0.00032213-8.8153e-07i,0.0004429+0.00017801i,0.00029907+0.00039025i,0.00025011+0.00021061i,-0.00019855+0.00067446i,-0.00028968+0.00059709i,9.6252e-05-0.00071088i
0.0016827+0.001295i,0.0017312+0.00062653i,0.0021889+1.0673e-05i,0.001363-0.00087299i,-0.00069915-0.0015436i,-0.0013296-0.00065127i,-0.00070857+0.0010983i,-0.00030775+0.00075857i,-0.00012353-0.00027341i,9.0137e-05-0.00015336i,0.00033362-6.6654e-05i,0.00047899-0.00037408i,-0.0001476-0.00039387i,-0.00042829+0.00019779i,-0.00065805-0.00010953i,-0.0009203-0.00031655i,-0.0013485-0.00018773i,-0.0015197-0.00082136i,-0.0010654-0.0001855i,1.8692e-05+0.00041087i,0.00079179-0.00011425i,0.00079843-0.00065777i,0.00046845-0.00051286i
8.8446e-05+0.00072357i,-0.00033569+0.00088336i,-0.00092971+0.00174i,-0.00058443+0.0020847i,-0.00014647+0.0011564i,1.1947e-05+0.00016688i,-0.00019762-8.3439e-05i,-0.00030484-0.00041052i,8.734e-05-0.00061149i,1.0796e-05-5.0431e-07i,-0.00045884+0.0005395i,-0.00072645+0.00033611i,-0.00046824+0.00043166i,-9.3301e-05+0.0013505i,0.00010582+0.00067438i,-0.00014215-0.00036042i,-0.00036701-0.00011816i,-0.00048348+6.7591e-06i,-0.00056345+0.00034411i,-0.00016377+0.00044269i,-0.00038385+4.3657e-05i,-0.00080628+0.00018405i,-0.00068399+0.00050481i
0.0010347-0.0022604i,-0.00047574-0.0020304i,-0.00012665-0.0015604i,0.00019363-0.0003833i,-0.0011661+0.00024015i,-0.0022333+0.00020051i,-0.0017672-0.0006357i,-0.00062785-0.00083792i,-0.00020999-0.00021029i,-0.00043792+0.00033138i,-0.00012521+0.00053077i,-0.00034026+0.00043098i,-0.00094227+0.00052665i,-0.0003759+0.00082594i,0.0005242+0.00087305i,0.00022462+0.00038969i,-0.00056874-5.5099e-05i,-0.00044518-0.0002553i,-0.00018361-0.00017504i,-0.00043865+0.00068607i,-0.00054452+0.0004963i,-0.00093334-0.00011648i,-0.0013224-0.00052913i
0.00097785-0.00082082i,0.00017677-0.0013038i,-0.00024987-0.0010386i,0.00035257-0.00077908i,0.00084584-0.00039346i,5.8432e-05-0.00020032i,-5.3497e-06-0.00074212i,0.00026564-0.0011325i,0.00021829-0.0010622i,0.0006685-0.00074444i,0.0011075+0.00064727i,0.00038662+0.0012883i,-0.0002621+0.00068926i,7.9329e-05+0.00075632i,0.00097948+0.00111i,0.00094195+0.00063006i,4.3747e-05-0.00063047i,0.00027673-0.00082864i,0.0007166-5.2098e-05i,0.00057079+0.00014876i,0.0001818-0.00038972i,-0.00014053-0.00038495i,0.00016504+8.0182e-05i
-0.000519-0.00036179i,-0.00088559-0.00011071i,-0.0018844-0.00073323i,-0.0022278-6.616e-05i,-0.001563+0.00060326i,-0.00032789-6.1289e-05i,0.00056475-0.00025562i,0.00044481+0.00010625i,4.9839e-05-0.00011141i,-0.00050212-0.00038626i,-0.00078233+7.589e-05i,-0.00032507+0.0002211i,-0.00031711+0.00022952i,-0.00062863+0.0006672i,0.00014461+0.0009391i,0.00091582+0.00065263i,0.00075875-0.00016605i,-0.00025941-0.00058053i,-0.00087834-0.00042985i,-0.00023612-0.00025947i,-0.00044457-0.00039637i,-0.00020799-0.00035007i,0.001037+6.2113e-05i
-0.00058823+0.0016106i,0.0005563+0.00091949i,0.0017855-7.1377e-05i,0.0016322+0.00056484i,0.00068742+0.00013652i,0.00054628-0.00043012i,-0.00012589+0.00019741i,-0.00060058+0.00020809i,8.0091e-05+0.00026404i,0.00075232-0.00062609i,0.00036886-0.0011618i,0.0001679-0.00027665i,-0.00012289-3.7474e-06i,-0.00068518+0.00024589i,-0.00042384+0.00015791i,-7.9977e-05-0.0010129i,-0.00051369-0.00046817i,-0.00036225+0.00036878i,-3.6293e-05+0.00034224i,-0.00066021-9.4758e-05i,-0.00062519-0.0010636i,0.00027267-0.00057374i,0.00089196-0.00029845i
-0.0010204-0.0009308i,-0.0015871-0.00092634i,-0.001775-0.00067496i,-0.0014417+0.00047487i,-0.0010602+0.00072841i,-9.2169e-05+0.00031445i,-0.00013893+0.00055155i,-0.00055946+0.00047829i,-0.00041554-0.0004281i,-0.00082726-0.00038159i,-0.00096261-0.0003314i,-0.00013436+3.9686e-05i,0.00053723+0.00052681i,0.00050352+0.00096371i,-6.1479e-05+0.0012857i,6.8904e-05+0.00073595i,-0.00026079+0.00046218i,-0.00054232-0.00032398i,-0.00016846-0.0010999i,-0.00015595-0.00041075i,8.6476e-05+0.00029689i,0.00056036+0.00053138i,0.00036091+0.0010489i
0.00043583-0.0018994i,5.4713e-05-0.0011174i,-0.0005021-0.00066669i,-0.00050193-0.00025557i,-0.00074818+0.0011201i,-0.00098653+0.0018551i,-0.00028405+0.0013973i,0.00069727+0.00094009i,0.00061351+0.00042763i,0.00051368+0.0003018i,0.00071083+0.00063595i,0.00097007+0.0007065i,0.0012794+0.0009345i,0.00083039+0.0010267i,9.7762e-05+0.0006435i,-0.00060303+0.00037886i,-0.0006379+0.00021647i,7.9847e-05-0.0004207i,0.0006228+4.4228e-05i,0.000669+0.00070933i,0.00037067+0.00039588i,0.00010002-1.9304e-05i,-0.00028896-0.00063168i
-0.0010828-0.0012945i,-0.00089226-0.0010367i,-0.001177-0.00012173i,-0.0009042+0.00040909i,5.2977e-05+8.8908e-05i,-0.00014356-0.00025174i,-0.0012385-0.00041148i,-0.00086466-0.00068785i,0.00072586-0.00051902i,0.0013405-0.00016164i,0.00082977-9.3473e-05i,0.00040671-0.00022168i,9.4978e-05-0.00024349i,0.00016833-0.00032775i,-0.00065242-0.0001716i,-0.00095309-0.00035383i,4.1e-05-0.00087198i,0.00059851-4.7729e-05i,0.00019954+0.0003971i,0.00039893+0.00036554i,0.00014168+0.00076404i,3.8025e-05+0.00015538i,0.00075852-0.00076239i
0.00072704+0.00082147i,-0.00038731+0.00040767i,-0.0011636-0.0001009i,-0.0014978-0.00070398i,-0.0016573-0.0011885i,-0.001565-0.00051649i,-0.0010579+0.00023461i,-0.00036725-5.9757e-05i,0.00040406-0.00083837i,-1.2755e-05-0.001242i,-0.00064158-0.00096545i,0.0005404-0.00058957i,0.0013646-0.00017186i,0.00052669+0.00026611i,3.318e-05+0.00050016i,0.00026295+0.00059634i,-0.00033004+6.7597e-05i,-0.00089711-0.00022876i,0.00062017-0.00013531i,0.0010591+0.00012905i,0.00028832+0.00053093i,0.00058813-1.1932e-05i,0.00053201-0.00092637i
7.4179e-05+0.00038533i,-0.00069225-0.00011504i,-0.0013226-0.00045665i,-0.0014014-0.00028478i,-0.00066474+0.00033504i,-0.00043015+0.0001149i,-0.00034638-0.00043662i,-0.00027193-0.00064775i,-0.00025061-0.00033834i,-0.00019095-0.00019029i,-0.00044038+0.00036347i,-0.0006804+0.001016i,-0.00073402+0.00082908i,-0.00011043+4.5418e-05i,0.00072054-0.00092373i,0.00032185-0.00088644i,-0.00027383+0.00020645i,6.9805e-05+0.00039821i,0.00019882-0.00015757i,0.00016393-0.00041901i,1.579e-05-7.5636e-05i,0.00014057+0.00012437i,-0.00030758+0.00031565i
-0.00042713+0.00053452i,9.157e-05-0.00025556i,0.0010222-0.00022952i,0.00047776-0.00025992i,8.2773e-05-0.0011262i,4.3272e-05-0.0011552i,-0.00053388+0.00015927i,-0.0012069+0.0010992i,-0.0012866+0.0002777i,-0.00066805-0.00058967i,0.00018058-0.00057866i,0.00059975+0.00036667i,0.00012438+0.00054925i,-0.00014706-0.00031102i,-6.0501e-05+0.0001845i,0.00020277+0.0010079i,0.00049254+0.00075346i,-6.9467e-05+0.00054829i,-0.00041938+0.00024215i,-0.00023896+0.00035285i,0.00014775+0.0008665i,0.00022789+0.00068996i,-0.00024826-0.00027853i
0.00054943-0.00078444i,0.00015803-0.00029095i,8.9057e-05+0.00052734i,0.00040577+0.00037039i,0.00013712+0.00032118i,0.00019446+0.00060347i,0.00054978-8.1831e-05i,9.0051e-05-0.00061953i,-0.00069235-0.00034927i,0.00011488-0.00073393i,0.0012394-0.0006749i,0.001019-0.00088036i,0.00058365-0.00064271i,0.00066907-9.736e-05i,0.00071801+0.00012569i,0.000523+0.00016799i,0.00064394-0.00018609i,0.00085021-0.00078554i,-0.00057383-0.00067485i,-0.00050788-0.0008256i,5.1185e-06-0.0011226i,-0.00015044-0.00090333i,0.00037574-0.00047032i
-0.0010227-0.0016812i,-0.0014396-0.00087102i,-0.0017431-1.9691e-05i,-0.0013595-0.00016242i,-0.00078147-0.00094965i,-0.00061483-0.0010291i,-0.00045004-0.00081576i,-6.7268e-05-0.00064902i,0.00044493-0.00054033i,0.00079595-0.00014646i,0.00030852+0.0010173i,0.00022896+0.0013827i,0.0010936+0.00057323i,0.00087317+0.00022293i,0.00023898-0.00022653i,0.00053307-0.00043849i,0.00093221+0.00021619i,0.0003154+0.0004217i,-0.00019883+0.00048907i,0.00018458-4.6242e-05i,0.00035085-0.00033798i,0.00044934+0.00073375i,-4.9797e-06+0.0010679i
