-0.00064576+0.00025138i,0.00061693-0.00094369i,0.00034377-0.0003163i,0.00011115-0.00081926i,-0.00043361-0.0011824i,-0.00023028-0.00062421i,0.00021812+0.00026036i,0.00077827+0.00041737i,0.0014256+0.0007481i,0.0015107+0.00030339i,0.00075564-0.00094539i,-3.4308e-05-0.00068018i,-3.4745e-05+0.00021768i,0.00037886+0.00035116i,0.0001336+0.00057127i,0.00042655+0.00041348i,0.0011589-0.00061663i,0.00068567-0.00096618i,-0.00039459-0.00031264i,-0.00067109-0.00056479i,0.00032863-0.0010737i,0.00048816-0.00034567i,-0.00034454-0.00046057i
-0.0015758-0.00069115i,-0.0019441-0.00098788i,-0.0017829-0.0021844i,-0.0018795-0.0028101i,-0.0023258-0.0022507i,-0.0023374-0.0015127i,-0.0019461-0.00034249i,-0.00082447+0.00069702i,0.00019813+4.608e-05i,0.00037208-0.0010875i,-8.1161e-05-0.00090519i,-0.00040825-0.0016966i,0.00070233-0.0023146i,0.0013213-0.0022041i,0.0010749-0.0018045i,0.00094086-0.0012871i,0.00071669-0.00085222i,-0.00010224-0.00063091i,-0.00077252-0.00053784i,-0.00092336-0.00077979i,-0.00031452-0.00076928i,0.00014005+4.9413e-05i,0.00025128+0.00080705i
0.0013595-0.00040031i,0.00096542-0.0010182i,0.00038114-0.0012842i,0.00015016-0.0010828i,-0.00074595-0.0012518i,-0.001302-0.00066869i,-0.00071052-0.00043906i,-0.00037783-0.00041263i,-0.00090104-0.0011122i,-0.0013518-0.0014314i,-0.00087583-0.00090639i,-0.00057906-0.00020425i,-0.0007143+0.00034078i,-0.00080452+0.0010597i,-0.00099061+0.001507i,-0.0012094+0.00082581i,-0.00099149+0.00056818i,-0.00049154+0.00048779i,0.00012699-0.00049319i,-0.00018674-1.9043e-05i,-0.00076636+0.0010044i,-0.00053988+0.0012452i,-0.00033194+0.0010364i
0.00014045-0.00094065i,-0.0003552-0.0028897i,-4.0563e-05-0.0043665i,-1.2088e-05-0.0032941i,-0.0014159-0.0014594i,-0.0026759-0.00031266i,-0.0025109+0.00046314i,-0.0013402+0.0012115i,-0.00017755+0.0011488i,0.00033582-0.00015726i,-0.00012261-0.0014636i,-0.00029558-0.0021442i,0.00039304-0.0021926i,0.0009975-0.0015002i,0.001439-0.00083212i,0.0015448-0.0012008i,0.00057945-0.00086377i,-0.00026099-2.1806e-05i,-0.00054151+0.00015617i,-0.00084913+0.00064213i,-0.00056894+0.001142i,2.5187e-05+0.00092839i,0.00038697+0.00049532i
0.0020982-0.0010373i,0.0011707+0.00018547i,0.0013204+0.00063911i,0.0016593-0.0012273i,0.00028176-0.0030332i,-0.0011388-0.0017954i,-0.0015396+3.9714e-05i,-0.00065578+0.00041521i,-0.00014382+0.00014371i,-0.00052194-0.00066287i,-0.00082587-0.0005174i,-0.0010444+0.00031527i,-0.00069574+0.00048157i,-0.00040189+0.00050274i,-0.00073662+0.0003835i,-0.0011178-0.00020958i,-0.0015386-0.00071751i,-0.00074887-0.00087905i,0.00039038-0.00086642i,0.00047878-0.00084268i,-7.2657e-05-0.00091407i,-0.0010309-0.00064365i,-0.0014579-0.0004772i
-0.00041599-0.0004089i,4.1955e-05-0.00065126i,0.0008286-0.0018995i,0.0001663-0.0031986i,-0.0017851-0.0016271i,-0.0023623-1.3833e-05i,-0.0016455+2.068e-05i,-0.00095176+0.00024695i,6.1328e-05+0.0006321i,0.00062835-6.5063e-05i,-0.0001635-0.00065765i,-0.00011424-0.00071537i,0.00056466-0.00099428i,0.00041848-0.0011939i,0.00041158-0.00020802i,0.00060445+0.00061604i,0.00052356+0.00031602i,-0.00024023-0.00041694i,-0.00012448-0.0006457i,0.00028383+7.0562e-05i,0.00057289+0.00097995i,0.00086877+0.00076704i,0.00070103+1.2968e-05i
0.0015705+0.00067625i,0.0025624+0.00059735i,0.0016919+0.00028966i,9.1826e-06-0.00050561i,-0.00068655-0.00069374i,-0.00068907-0.00077773i,-2.3636e-05-0.00033667i,0.00018355+0.00049602i,-4.2763e-05+8.0246e-05i,-0.0010515-0.00030208i,-0.0021831+0.00013028i,-0.0015035+0.00046074i,-0.00076858+0.0012113i,-0.0010651+0.001346i,-0.0015152+0.00029231i,-0.0011025-0.00063569i,-0.00047791-0.00091968i,-0.00046882-0.00099085i,-0.00064665-0.00060843i,-0.0010766-0.00086056i,-0.00075112-0.0015662i,-0.00045762-0.00062686i,-0.00067016-4.9113e-05i
-0.0011525-0.0016447i,-0.0021002-0.0022302i,-0.0019884-0.0034138i,-0.0014715-0.0018461i,-0.0021828-0.00014217i,-0.0022082+0.00053529i,-0.0015293+0.00052495i,-0.00078455-0.00062886i,0.00014596-0.0013489i,-3.3477e-05-0.00091968i,-0.00021012-0.00096324i,0.000534-0.0014382i,0.00092358-0.001701i,0.0011998-0.0018597i,0.0010295-0.0014953i,0.00044791-0.00062032i,-3.9191e-05-0.00046868i,0.00023899-0.00034396i,0.00094058-0.00016685i,0.00090606-0.0004519i,0.00030856-0.00035635i,0.0005156-0.0002341i,0.00060285+7.8382e-06i
0.0008611+0.0020275i,0.0016698+0.0011717i,0.0025823+0.00084558i,0.002369+0.00077689i,0.0010849-0.00027385i,-0.00017179-0.00097647i,-0.00063222-0.000396i,0.00026383-0.00054459i,0.0010414-0.00029162i,0.0014852+0.00030654i,0.00084965+0.00076749i,-0.00054489+0.0014708i,-0.0015094+0.001589i,-0.0018371+0.0010624i,-0.0019244+0.00054685i,-0.0016611-0.00043887i,-0.00043297-0.00088667i,0.00067851-0.00042882i,0.00052042-0.00016559i,9.7821e-05-0.00024852i,-0.00067463-0.0001313i,-0.0010558-0.00023261i,-0.00054616-0.00021918i
0.00010936+0.0013795i,-0.0014484+0.00047581i,-0.0012449-0.00044059i,8.9522e-05-0.0024231i,-0.00090614-0.0038407i,-0.0023299-0.0028007i,-0.002299-0.0011215i,-0.0012074-0.0002471i,0.00052898+0.00026472i,0.0012582-0.00030483i,0.00076079-0.000905i,0.00028686-0.0013932i,0.00092977-0.0016711i,0.0020721-0.001425i,0.0019808-0.00055325i,0.00074248-0.00048801i,-0.00031204-0.00061659i,-0.00084355+0.00051132i,-0.0010132+0.0013089i,-0.00043609+0.0013448i,-6.038e-05+0.0011776i,-0.00016531+0.00067711i,-0.00024711+0.00028554i
3.1409e-05+0.0004001i,-0.00014528+0.00053655i,1.2798e-06+0.0017599i,-0.00108+0.0022329i,-0.0014133+0.0016969i,-0.00062901+0.00060231i,-0.00013411+0.00024867i,0.00042824-0.00012194i,0.0013348+3.7727e-05i,0.00082701+0.00051545i,-0.0008247-2.884e-05i,-0.00091223+0.00011795i,-0.0004432+0.00052847i,-0.00055748+0.00017164i,-0.00024325+0.00029043i,-0.00027925+0.00023134i,-0.00088824-0.00014977i,-0.00091884-7.3891e-05i,-0.00087644-0.00039926i,-0.00030562-0.00061261i,-0.00042524+7.2161e-06i,-0.0011113+0.00067686i,-0.00088569+0.00047587i
-0.00051796+0.00091779i,0.00087682+0.0014163i,0.0014243+0.00064374i,0.00033219-0.0004608i,2.9135e-05-0.0011498i,-0.00042996-0.00053975i,-0.0014613+9.2953e-05i,-0.0012677+0.00011817i,-0.0002597+0.0001424i,-0.00069762-0.00034633i,-0.00083642-0.00083281i,-2.8184e-05-0.0015141i,-0.00021028-0.0021933i,0.00019249-0.0019939i,0.0012766-0.0011274i,0.0013708-0.00031417i,0.00073692-0.00021716i,0.00044081-0.00081711i,-0.00034777-0.00099221i,-0.00067315+5.059e-05i,-2.539e-05+0.00054237i,0.00011042+0.00034373i,-0.00024518-5.9894e-05i
0.0021819+0.00078997i,0.0029125-0.0010699i,0.0023911-0.0017838i,0.0014341-0.0011771i,0.00059332-0.0017101i,0.00011192-0.0019174i,-0.00084172-0.000502i,-0.0005263+0.00066818i,0.00085815+0.00036795i,0.0011038-0.0012996i,0.00053133-0.001198i,5.8987e-05+0.0005659i,-0.00031981+0.00033956i,-0.0014828+7.4519e-05i,-0.0016847+0.00031038i,-0.0006628+2.772e-05i,1.1699e-05-0.00035999i,0.00013295-0.00085877i,2.2859e-06-0.00056544i,-0.00019436-0.00033067i,-0.00029582-0.00033515i,-0.00028282-0.00053959i,-0.00054932-0.0011851i
0.0011033+0.00019239i,0.00095862+0.00051453i,0.00077871+0.00090794i,0.0010609-0.00040403i,-0.00028617-0.002411i,-0.0019613-0.0022157i,-0.0021868-0.0011521i,-0.00084658-0.00090999i,9.0012e-05-0.00083663i,-0.00016186-0.00053414i,-0.00077647-0.00087261i,-0.00081521-0.0016388i,0.00015899-0.0020735i,0.00027308-0.0013227i,0.00010003-0.00066185i,0.0004969-0.00018299i,0.00079842-5.2429e-05i,0.0005758+1.5532e-05i,0.00021571+0.00045478i,0.00018381+0.00071619i,-0.00020973+0.00079473i,-0.00031546+0.0006445i,0.00020024-0.0001697i
-9.3872e-05-0.0014776i,-0.0006212-0.0018861i,-0.0013731-0.0016575i,-0.0016273-0.001677i,-0.001643-0.00079094i,-0.0015044+0.00032975i,-0.00085157+0.0005274i,-0.00033159-0.00033027i,0.00046552-0.00016593i,0.00040286+8.9284e-05i,0.00011097+0.00027881i,0.00021468+0.0011476i,-0.00049881+0.0014604i,-0.00058184+0.0011056i,-0.00050368+0.00075609i,-0.00054925-3.8657e-06i,-0.0007568-0.00037045i,-0.0010539-0.00010206i,-0.0011825+1.8071e-05i,-0.00082853+0.00031968i,-0.0008006+0.0007164i,-0.00074567+0.00064246i,-0.00071227-0.00010199i
8.6181e-05+7.7641e-05i,0.00036336+0.0013349i,-7.7156e-05-0.00031791i,-0.00023792-0.0023724i,-0.0006229-0.0025597i,-0.0012207-0.0013267i,-0.0016457-4.2339e-05i,-0.0014952+0.00075342i,-0.00038112+0.00074754i,0.00041078+0.00017429i,-0.00018901-0.00051734i,-0.00037917-0.0013953i,0.00022324-0.0017937i,0.00036537-0.0012364i,0.00080705-0.00027708i,0.0010629+0.00010715i,0.00060787+0.00020885i,-0.00030406-0.00020336i,4.1084e-05-0.00051729i,0.00017521+0.00021805i,-0.00064287+0.0012506i,-0.00015939+0.0016209i,0.00086705+0.0013216i
-0.0013907+0.00012928i,-0.00073635-0.00025381i,9.3048e-06-0.00059446i,-0.0010424-0.00035559i,-0.0017684+3.3011e-05i,-0.0015822+0.00032211i,-0.0014959+0.00048686i,-0.0011396+0.000514i,-0.00048402-7.983e-05i,-0.00014544-0.0006122i,-0.00033119+5.5352e-05i,-0.00041005+0.00052651i,-0.00081123+0.00056987i,-0.0011949+0.00032556i,-0.00076808+0.00039901i,-0.00031217+0.00013531i,-0.00011367-0.00095802i,-0.0007911-0.00067731i,-0.0013477-0.00057223i,-0.0010279-0.00049048i,-0.0005146+0.00059933i,-0.00042428+0.0014019i,-0.00059783+0.0010482i
-0.0010553+0.00051638i,-0.0010082+0.00048676i,-0.0015703-0.00062847i,-0.001471-0.00053599i,-0.00076116-0.00055887i,-0.00057374+0.00043739i,-0.00071653+0.00052655i,-0.00012841-0.00097292i,0.0001834-0.0016575i,0.00032181-0.0010673i,0.00021098-0.0001568i,0.00015119-0.0011183i,0.0004924-0.002575i,0.00058767-0.0022829i,0.00038665-0.0011911i,0.00024575-6.1752e-05i,-3.5464e-05-0.00013246i,0.00052841-0.00023554i,0.0012055+0.00051702i,0.00093753+0.00089227i,0.00048337+0.0011958i,1.0532e-05+0.00086686i,0.00018323+0.00067331i
0.00059654+0.0017439i,0.0016301+0.0012392i,0.0022212+0.0012822i,0.0017666+0.00060252i,2.7443e-05-0.00087275i,-0.0017374-0.0012909i,-0.0012565-0.00089891i,3.2432e-05-0.0011417i,0.00060313-0.0015863i,0.00071087-0.0015702i,0.0004385-0.001178i,-8.2648e-05-0.00030484i,-0.0006959+0.00077012i,-0.0012196+0.0011128i,-0.00088581-0.00028227i,-0.00018314-0.0013216i,-8.752e-05-0.0010056i,5.7499e-05-0.00034443i,1.424e-05+0.00043836i,-0.00030717+0.00097678i,-0.00069211+0.0011773i,-0.00038271+0.0011433i,0.00022324+0.00027251i
-8.0799e-05+0.00054099i,-0.00028188+0.0012398i,0.00018171+0.0014119i,0.00112+0.00012394i,0.00062427-0.00073349i,0.00034167-0.0012633i,0.00066558-0.0014697i,0.00033912-0.0012877i,-0.0002022-0.0010678i,-0.00022938-0.00072457i,-4.4724e-05-0.0007868i,0.00015493-0.00158i,0.00060432-0.0028751i,0.0016586-0.0028642i,0.0019858-0.0011834i,0.001532+0.00010862i,0.0010511+0.0005245i,0.00013642+0.0011664i,-0.00011529+0.0012601i,0.000182+0.00037669i,2.119e-05+0.0003555i,-0.000547+0.00053506i,-0.00038633+2.6364e-05i
-0.00088523-0.0011134i,-0.0014939-0.00044894i,-0.0011931-0.0018369i,-0.0010677-0.0027851i,-0.0023386-0.0018359i,-0.0026332-0.00087257i,-0.0014441+8.9064e-06i,-0.00062865+0.00055945i,-0.00018451+0.00030889i,-0.00065044-0.00045061i,-0.00091899+0.00020346i,-0.00039772+0.0013997i,-0.00076951+0.0020664i,-0.00099647+0.001816i,-0.00071021+0.0011629i,-0.00073645+1.3015e-05i,-0.00030221-0.00057923i,0.0003861-0.00068654i,-0.00028565-0.00082686i,-0.00060898-0.00027316i,0.00037248-4.3644e-06i,0.00018907+6.8065e-05i,-0.00045052+0.00054i
0.0012559-0.00045812i,0.0011964-0.00079354i,0.00079504-0.00056393i,0.00023075-0.0003648i,0.00038905-0.00095038i,-0.00023885-0.0014271i,-0.001094-0.0010166i,-0.00053607-0.00058932i,0.0008472-0.00057711i,0.0012283-0.0014378i,0.00052617-0.0021154i,-0.00016214-0.0014792i,4.4114e-05-0.0013792i,0.00081235-0.0019851i,0.00090273-0.0013068i,0.00091258-0.0002082i,0.00059896+0.00016315i,0.00060143+0.00064592i,-2.9445e-05+0.0011721i,-0.0010404+0.0008512i,-0.00059219-0.00014071i,0.0001244-0.00039525i,0.00029206+1.9741e-05i
3.597e-05+0.0011089i,0.00057517+0.0012058i,0.0005197+0.00069757i,0.00044464-0.00032833i,5.537e-05-0.0020687i,-0.00076213-0.0021519i,-0.0012094-0.0011645i,-0.00038689-0.00016558i,0.00048984+0.00011227i,0.00066808-0.00010602i,-0.00028505+0.00020197i,-0.00089762+0.00067982i,-0.00040579+3.8209e-05i,-0.00032633-0.00035482i,-0.00081882-0.0002171i,-0.00092764-0.00024337i,-0.0016654-0.00010067i,-0.0021929+0.00010728i,-0.00098075-2.9462e-07i,-0.00022496-0.00012949i,-0.00015067+0.00041894i,-0.00010103+0.00087903i,0.00054592+0.00070064i
-0.00021519+8.3724e-05i,0.00029995+0.00035027i,0.0018852+5.5686e-05i,0.002032-1.6576e-05i,0.00064527-0.0015059i,-0.00062927-0.0022626i,-0.0012077-0.00091173i,-0.00058118-0.0004629i,0.00033078-4.6042e-05i,0.00072576-8.7707e-05i,2.7604e-05-0.0010256i,-0.0005283-0.00073951i,-0.00087065-0.0011769i,-0.00055737-0.0018584i,0.00025825-0.001256i,0.00086106-0.00074945i,0.0008388-0.00068964i,0.00058723-0.00032872i,0.00047444+0.0007331i,-0.00015887+0.00066121i,-7.4486e-05+3.5612e-05i,0.00033836+2.8157e-05i,0.00037048+8.3493e-06i
0.0023561-0.0012373i,0.0011647-0.0015707i,0.0014603-0.0018833i,0.00075319-0.0032657i,-0.0022019-0.0031583i,-0.0032367-0.0023243i,-0.0016134-0.00077738i,-0.00019294+0.0012525i,-0.00020327+0.0017635i,-0.00036911+0.00060849i,3.1605e-05-0.00054612i,0.00050469-0.00078521i,0.00074328-9.1763e-05i,-0.00019169+0.0010239i,-0.00056266+0.00085253i,-3.3129e-06-1.8335e-05i,-0.00030243-0.00045887i,-0.00060469-0.00041325i,-0.00044826-0.00037529i,0.00051094+1.5143e-05i,0.0012243+0.00031659i,0.00074805+0.00037312i,0.00029625-1.0431e-05i
-0.0019978-0.00085104i,-0.0022904+6.987e-05i,-0.0023761-0.00064831i,-0.0019245-0.0010013i,-0.00098819+3.1488e-05i,-0.00073846+0.00023075i,-0.00073428+5.7149e-05i,-0.0003986+0.00031317i,-0.00026117+0.00044734i,-0.0003408+0.00023508i,-0.00053333-0.0014265i,-0.00030623-0.0033682i,-5.684e-05-0.0029755i,0.0002967-0.0019835i,0.00036169-0.0013984i,-0.00023331-0.00091842i,-5.1857e-05-0.00053554i,0.00053752-9.0576e-06i,0.00064667-0.0002428i,-0.00019121-0.00048748i,-0.00059505+0.00016702i,-0.00028304+0.00028494i,-0.00032653-0.00024537i
-0.00077434-0.00056523i,-0.00039522-4.8185e-05i,-0.00079328+0.00092632i,-0.00093149+0.0006162i,-2.7111e-05-0.0011128i,0.00041384-0.0018379i,-0.0003061-0.0010117i,-0.00098797-2.5466e-05i,-0.00064033-0.00026001i,-0.00033298-0.00076278i,-0.00056072+2.5975e-05i,-0.00061082+0.0013073i,-0.00022651+0.001226i,-0.00025203+0.00039803i,-0.00075264-0.00059741i,-0.00068181-0.0010217i,-0.00061824-0.00081933i,-0.00043721-0.00040197i,-0.00034186-0.00027627i,-0.00012224-0.00022355i,0.00016547+0.00053203i,0.0002456+0.0010517i,8.0463e-05+0.00031971i
-0.00080293-0.0010049i,-0.00010693-0.0011724i,8.6308e-06-0.00037163i,0.00020272+0.0011992i,-0.0006189+0.0012337i,-0.00079678-0.00012259i,4.585e-05-0.00038924i,-2.0408e-05+0.00038258i,-0.0006104+0.00050717i,-0.00043973-2.1226e-05i,-0.00022513+9.9144e-06i,0.00015683-6.3482e-05i,0.0006414-0.0013164i,0.0010543-0.0014077i,0.00016281-0.00066396i,-0.00019369-0.00091457i,0.00037179-0.00068417i,0.00026467-0.00054749i,-6.5805e-06-0.00044821i,-0.00031645-0.00057514i,-0.00017782-0.0004256i,-0.00026903-4.9826e-05i,-0.00047337-0.00017551i
-0.0016789+0.00075514i,-0.0020628+0.0014237i,-0.0012236+0.0014748i,0.0010617-0.00094625i,0.00090205-0.0028693i,-0.0015999-0.001386i,-0.0021555-0.00011469i,-0.00073936-0.0003283i,1.291e-05-0.00052766i,0.0002405-0.00050769i,-8.7289e-05-0.00053233i,-0.00024633-0.00016446i,-0.00022812+0.00051722i,-0.001139+0.00064045i,-0.00097706+9.5465e-05i,-0.00062157-0.00019334i,-0.00095085-3.8995e-05i,-0.00049252-0.00033729i,9.5243e-05-1.9003e-05i,-0.00035627+0.00027582i,-0.00015022+0.00021536i,0.0004256+0.0002753i,0.00045388+0.00047598i
0.0017467-0.00017024i,0.00055932-0.0011277i,0.00010176-0.001892i,0.00013566-0.0019757i,-0.0009305-0.0016966i,-0.00076017-0.0011833i,-0.00028127+3.3368e-05i,-0.0005853+0.0004677i,-0.00011289+0.00061913i,0.00019942+0.00083802i,0.00054439+0.00024954i,0.00073124-0.00068936i,0.00053189-0.001348i,0.00083776-0.0012698i,0.00097405-0.00086494i,0.00035666-0.00032795i,0.00020179-0.00088822i,0.00064947-0.0007799i,0.00070308+0.00066602i,0.00050383+0.0012916i,-4.1064e-05+0.00032634i,-0.00037566-8.7431e-05i,0.0007259+8.3365e-05i
0.00074+0.0010325i,-0.00033999+0.00044145i,-0.00050414-0.0013499i,-0.00061411-0.0032665i,-0.00063402-0.0031732i,-0.0011599-0.0020263i,-0.00082011-0.0013042i,0.00012201-0.00070349i,0.00052913+3.3316e-05i,0.0005371+0.00011925i,0.0001865-0.00050271i,-0.00038021-0.00021331i,-0.00057406+0.00072823i,-0.00033242+0.0010301i,1.2627e-05+0.00090244i,0.00037546+0.0007738i,0.00043846+4.7732e-05i,0.00029901-0.00064008i,0.00036429+0.0003448i,-9.3545e-05+0.0013678i,-0.00061107+0.00081883i,-0.00036553+0.00017533i,0.00018691+0.0002542i
-0.00066382+0.00079575i,0.0011702-0.00010987i,0.00097609+0.00041143i,-0.00024042-0.00019098i,-0.00015082-0.0022447i,-0.0010156-0.0025211i,-0.0019134-0.0013471i,-0.0013902+2.0589e-06i,7.6819e-05+0.00057011i,0.0011828-0.00030272i,3.1167e-06-0.00090754i,-0.00093929-0.0011916i,-0.00069649-0.001163i,0.00020534-0.00075645i,0.00086818-0.0010271i,0.00059345-0.0014336i,0.00082794-0.00071583i,0.00019653+0.00051541i,-0.00049469+0.00076532i,-0.00028671+0.00051044i,-0.00028705+0.00055847i,8.8923e-05+0.00026121i,0.00035008-7.2316e-05i
0.00076752+0.00069935i,0.00067307+0.00037074i,0.00065021+0.00076431i,0.0013984+0.00033335i,0.0013335-0.0018286i,-0.00048623-0.0020712i,-0.00092704-0.001238i,0.00017087-0.00082848i,0.00016121-0.00071504i,-0.00056241-0.00042596i,-0.00024787+1.5236e-05i,0.00024141+0.00016159i,-0.00045183+0.000415i,-0.0011536+0.00046542i,-0.00073622-6.8631e-05i,-0.00016016+0.00023366i,-0.00021639+0.00030246i,1.5058e-05+4.9465e-05i,0.00011438+0.00017871i,-0.00048262+0.0006794i,-0.0006296+0.0010133i,-0.00089344+0.00077572i,-0.00065482+0.0010304i
-0.0006971-0.00053969i,-0.0017964-0.0007963i,-0.0014791-0.00041828i,-0.00062137-0.00051857i,-0.00082083-0.0017098i,-0.0007392-0.0023302i,-0.0004653-0.0017879i,-0.0010027-0.00076733i,-0.00051549-8.0978e-06i,-0.00019967-0.00020218i,-0.00070062+0.0002189i,-0.00050933-0.00015319i,-0.00026809-0.0014169i,-9.5062e-05-0.0016777i,0.0003562-0.0011268i,0.00072706-0.00067563i,0.00015949-0.00098152i,-0.00070339-0.00083139i,-0.00088815+7.1304e-05i,4.1962e-05+0.00068712i,0.00016965+0.00090003i,4.2008e-05+0.00012006i,0.00056853-0.00012608i
0.0013563+0.00052494i,0.0021284+0.00041024i,0.0033594-0.0014145i,0.0021329-0.0036421i,-0.00096313-0.0033344i,-0.0029369-0.0019311i,-0.0020069-0.00064058i,-0.00074807-9.2093e-05i,-0.00056533-0.00073354i,-0.00029061-0.0010813i,0.00012003-6.8747e-05i,0.00037167+0.00037719i,0.00023292+0.00066672i,0.00024323+0.00042779i,0.00015326-0.00061392i,2.1882e-05-0.00066038i,0.00019579-4.1287e-05i,0.00015742+0.00080575i,-0.00011069+0.00013589i,0.00010594-0.00024646i,0.00010506+0.00054629i,-0.00054633+0.00029321i,-0.0004798+0.00030958i
-0.0005816-0.00029562i,-0.00010943+9.0185e-05i,-6.7529e-05-0.00072873i,-0.00047149-0.0016339i,-0.00046497-0.00060537i,-0.0014041+0.00012058i,-0.0022936+7.1391e-05i,-0.0013852-8.6227e-05i,-0.00025619-0.00042044i,0.00057199-0.0004616i,0.00046684-0.00080536i,5.7066e-05-0.0019015i,0.00025827-0.0017562i,0.0001028-0.00055562i,-0.00061032-0.00020676i,-0.00084314-0.00015892i,6.5224e-05-0.0004618i,0.0010698-0.00040805i,0.0014015+0.00060215i,0.00058044+0.0004319i,-0.00010016-0.001529i,0.00016137-0.0011483i,0.00067446+0.00072874i
-0.0011611-0.0026095i,-7.9019e-05-0.001285i,-0.00055789-0.00016857i,-0.0012663+0.00018164i,-0.00088733+0.00055127i,-0.0007822+0.00027726i,-0.00030585-0.00011191i,0.00021922-0.00041701i,-0.00021174-0.00079288i,-0.00062075-0.00039617i,9.8905e-05-0.00018324i,0.0011153+0.00019463i,0.0012665+0.00037991i,0.00027012-0.00036348i,-0.00014178-0.00029789i,4.0255e-05-0.00032654i,-0.00021692-0.0012248i,-0.00060391-0.0013022i,-0.00087523-0.00025191i,-0.00085517-0.00022699i,-0.00043935-0.0011803i,-0.00044677-0.00042154i,-0.000584+0.00025107i
-0.0012515+0.0012605i,-0.00080102+0.0012952i,-0.0014204+0.0016222i,-0.00046712+0.0013797i,0.00023431-0.00020916i,0.00017151-0.00069625i,0.00028178-1.8223e-05i,-2.963e-05-0.00012193i,-6.0647e-05+2.374e-05i,-0.00027084+0.0001435i,-0.00059541-4.4129e-05i,8.6042e-05-0.00028028i,0.00082521-0.00083622i,0.00085734-0.00037601i,0.00088682-0.00032322i,0.00056933-0.0010824i,0.00029526-0.0013092i,-0.00040714-0.0013045i,-0.00079991-0.0013391i,-0.0004851-0.0010921i,-0.00027755-0.00045638i,-3.4108e-06+0.00028927i,-0.00034093+0.0001257i
4.3447e-05-0.0018514i,0.0003741-0.001624i,0.001809-0.0014585i,0.0014298-0.0012605i,0.00021418-0.0019031i,-0.00097749-0.0018097i,-0.0019353-0.0002391i,-0.001329+0.0005288i,0.00026327+5.0741e-05i,0.00040359-0.00040447i,-0.00022069-0.00022766i,0.00032161+7.6003e-05i,0.00084643+0.00044799i,0.00056819+0.00067623i,4.6881e-05+0.00039894i,0.00019137-2.941e-05i,0.00024503-0.00071172i,9.8928e-05-0.0008026i,6.2361e-05+0.00020861i,0.00061451+0.00049154i,0.00072745-0.00017093i,0.00035202-0.00033833i,0.00040688+0.00052126i
0.00059088+0.00022948i,-0.00013081+0.00072265i,-0.0014778+0.00023433i,-0.0019466-0.0014077i,-0.0014714-0.0020194i,-0.0015204-0.001947i,-0.00075623-0.0010537i,0.00050857+0.0004364i,0.00054499+1.7352e-05i,-0.00015568-0.001175i,-0.00031993-0.0018152i,-5.6845e-05-0.0017864i,-0.00019545-0.0010974i,-0.00073121-0.00065387i,-0.00062699-0.00020572i,0.00040674-0.00025248i,0.00080408-3.6158e-05i,6.4556e-05+0.00018521i,-0.00083949+5.0613e-05i,-0.00092307+0.00034889i,-0.00054543+0.00030904i,-9.0255e-06-0.00011761i,0.00043189+0.00013372i
-0.00030308-0.00021665i,-0.00068548-0.00034806i,-0.00067949-0.0013909i,0.00021092-0.001501i,0.00051445-0.00063546i,-0.00038611-0.0002327i,-0.00028077+0.00011369i,0.00049089+0.00021189i,0.00054531-0.00043302i,0.0012851-0.00081699i,0.00063779-0.00070639i,-0.00046596-6.8541e-07i,-0.00020841+0.00070062i,-0.00040803+0.00047i,-0.00046138-7.4017e-05i,-0.00053747-0.00032212i,-0.00072973-0.00052471i,-0.00041867-0.00025786i,-0.0001273+0.0008072i,-0.00073354+0.0017812i,-0.0015707+0.0020075i,-0.0010641+0.00096344i,0.00033001-0.00034175i
-0.00097039+0.00041833i,-0.0013566+0.00016283i,-0.0019855+0.00017038i,-0.0016896+0.00080341i,-0.0018762+0.00028803i,-0.0019323-0.00051621i,-0.00092254-9.3755e-05i,-0.00022041+0.00094154i,-0.00018918+0.00055938i,-0.00032042-0.00031359i,-0.00064342-0.00011967i,-0.00022687-9.5538e-05i,0.00077018-0.0011551i,0.0010669-0.001462i,0.00034116-0.00073195i,-5.9501e-05-0.00053317i,-9.1118e-05-0.00028007i,-0.00046899-0.00021237i,-0.00067991+0.00030297i,-0.00053358+0.00057349i,5.4585e-05+0.0002962i,0.00028108+0.00018352i,0.0011175+0.00024446i
-0.00041285+0.0009073i,0.00082207+0.00072722i,0.0013652+0.00020689i,0.0011722+0.00088904i,0.0010527+0.00041239i,3.6595e-05-0.00092482i,-0.00031831-0.001254i,0.00050949-0.00061417i,0.0010369+0.0001689i,0.00047722+7.7186e-05i,-0.00015329-0.0012046i,2.7911e-05-0.0014342i,-0.00036413-9.5199e-05i,-0.00047996+0.00060762i,-0.00026459+0.00011236i,-1.7791e-05-0.00026886i,-0.00023938+9.5104e-06i,-0.00090075+0.00045986i,-0.0014905-0.00025298i,-0.0014789-0.0012593i,-0.0010189-0.00093505i,-0.00058014-0.00053577i,-0.0006368-0.00052345i
