-1.3771e-05+0.0015015i,3.7375e-06-0.00044131i,0.00044397-0.00034649i,-0.00010396-0.00017759i,-0.00018599+0.00030157i,6.0027e-05+0.0016698i,0.00022469+0.0011989i,0.0005196+0.00080102i,0.00070701+0.0012202i,0.00076376+0.0001399i,0.00012747-0.00080157i,-0.00013686-0.00010865i,0.00049159+0.00074938i,0.00099677+0.00072815i,0.00046116+0.00021731i,0.00079664-0.00011993i,0.00077918+0.00026813i,-7.666e-05+0.00048239i,0.00014163+0.00024058i,0.0003546-0.00019005i,0.0001753-0.00039942i,-0.00014986-0.00067648i,-0.00033345-0.00070927i
-0.00049305+0.00046269i,0.00044549-0.00013736i,0.0011221-0.00053163i,0.0010831-0.00095371i,0.00093077-0.0014412i,0.00091593-0.0012144i,0.0001844-0.00032181i,-0.00019933-0.00021634i,0.00074728-0.00076991i,0.0010685-0.0010767i,0.00044941-0.00076304i,-0.00020142+0.0007248i,-0.00074917+0.0003724i,-0.00056789-0.00051263i,-0.00010907+0.00086143i,-1.6609e-05+0.0011537i,-7.6299e-05+0.00025927i,0.00014843-1.2405e-05i,0.00020967-0.00032992i,-0.00018767-0.00068377i,-0.00025297-0.00033518i,0.00029793+0.0003286i,0.00044821+0.00068928i
0.00053177+0.00085391i,0.0011233+0.00096707i,0.00049018+0.00080756i,0.0012163+0.00091647i,0.0014236+0.00087707i,0.0005506+0.0008533i,-0.00031343+0.00060252i,-0.00069148-0.00026897i,-8.8396e-05-0.00090469i,0.00070335-0.0004028i,0.0010617+0.0006128i,0.0011391+0.00061872i,0.00068916+0.00033179i,-0.00016709+0.00037587i,-0.00015436-0.00010214i,0.00047666-0.00035627i,0.00037383-0.00051115i,0.0005632-0.00063233i,0.00049274-0.0005217i,0.00028399-0.00066094i,0.00015415-0.00097195i,-0.0004285-0.0013545i,-3.7574e-06-0.0010854i
0.00027313-0.00023382i,-2.0592e-05-0.00035595i,-0.0011257-0.00037302i,-0.0016015-0.00042217i,-0.00023958-0.00035662i,0.00012533+0.00014766i,-0.00020607+0.00057752i,7.8662e-05-0.00023293i,0.00058879-0.00049755i,2.9124e-05+0.00054205i,-0.0003385+0.00090793i,-0.00074264+0.00086929i,-0.00097434+0.00032261i,-0.00025384-0.00068314i,0.00023766-0.00048234i,-0.00017311-5.4108e-05i,-0.00065287-0.00045103i,-0.00086505-0.00017775i,-0.00048739+9.6574e-05i,-0.0001974+0.00016051i,-0.00032327+0.0001207i,-0.00038697-0.00013526i,-0.000258-0.0001625i
-0.00039564+0.0011187i,0.00060481-0.00040918i,0.00068253-3.3125e-05i,0.001095+0.00038484i,0.00099488+5.403e-05i,-0.00028935-8.1121e-05i,-0.00046756+0.00022025i,7.6011e-05+0.00046735i,-0.00013329+0.00041383i,-0.00045434+0.00027376i,-0.00028584+1.8434e-05i,-5.5489e-05-0.00041544i,-0.00010055-0.00064579i,9.4759e-05-0.00062475i,0.00025383-0.00025264i,-2.4356e-06+0.00014948i,0.00044472+0.000412i,0.00081218+0.00078667i,0.00010454+0.00077157i,2.6074e-05+0.00013167i,6.592e-05-3.1947e-05i,-0.00066787-0.00031616i,-0.00038505-0.0004905i
-0.0018954+0.00098519i,-0.0012482+0.00035388i,-0.00060456+0.00039262i,-0.00019414+0.000526i,0.00043625+0.00052726i,0.0015052-9.296e-05i,0.0015371-0.0013403i,0.00043647-0.0012182i,-0.00089878+1.641e-05i,-0.00036228+0.00044743i,0.000315+0.00023201i,0.00037667-0.00052828i,0.00068071-0.0010951i,0.0006762-0.00097939i,0.00073418-0.00089313i,0.00073015-0.00011164i,0.00046829+0.00042734i,0.0001993+4.3759e-05i,0.00029089+0.00042621i,-0.00011305+0.00011734i,-0.00029716-0.00062018i,-3.5115e-05-0.00018125i,-2.7093e-05+0.00042167i
0.0012346-0.00093353i,0.0011914-0.00075636i,0.0017484-0.00014914i,0.0017797-0.00068346i,0.0012385-0.00081474i,0.00072188-7.0407e-05i,0.00088653+0.00021109i,0.0007981+0.00066194i,0.00056574+0.0010619i,0.00078556+0.000265i,0.00038807+0.00022114i,-0.00057574+0.00019167i,-0.00074084-0.000593i,-0.00037419-0.00039034i,-0.00049979+0.00022738i,-0.00033736+0.00037098i,9.6921e-05-0.00021301i,0.00040221-0.00021572i,-0.00012427-3.5605e-05i,-0.0003051+3.79e-05i,-0.00013099+0.00044157i,-0.00012446+0.00068641i,-0.00039349+0.0010177i
0.0017926+0.00039236i,0.0018446+0.00023929i,0.00092318-0.00011935i,0.00064425-0.0005982i,0.0012291-0.00017241i,0.00081598+0.0003253i,0.00026856+0.0002604i,0.00048018+0.00026639i,0.00011151+0.00040412i,6.4575e-05+0.00069119i,0.00047979+0.000349i,0.00075348+0.00043783i,0.00089052+0.0012137i,0.00084556+0.0010123i,0.00045305+0.00081423i,0.00016341+0.0005331i,-0.00015607-0.00022383i,-0.0010314-0.00013872i,-0.00080255-0.00022748i,-0.00012911-0.00078628i,-0.00026053-0.00058142i,-0.00024608+1.81e-05i,0.00024285-0.00024343i
0.00049151+0.00084398i,0.0007099+0.00095395i,0.00049619+0.00047402i,0.00062507-0.00031961i,0.00091516-0.0010263i,0.00040712-0.00080762i,-0.00035207-0.00036127i,-0.00035646-0.00027119i,4.9552e-05-0.0005107i,0.00011675-0.00060985i,-0.00035118-0.00028957i,-0.00093987+0.0001741i,-0.00085868-0.00037717i,0.00030891-0.00034127i,0.0011493-0.00024444i,0.00092673+8.1829e-05i,0.0004976+0.00080045i,7.1069e-05+0.00070474i,-0.0004468-0.00017379i,0.00011713-0.00031674i,0.00046666+0.00032372i,-0.00029659+0.00011847i,-0.00060049-7.5639e-05i
0.0021959+0.0015985i,0.0019797+0.00098329i,0.0017535-0.00087962i,0.00098189-0.0015695i,0.0003185-0.0013233i,7.481e-06+2.5374e-06i,0.00043845+0.0011014i,0.0005049+0.00042769i,0.00027804-0.00063184i,0.00021212-0.00028503i,0.00028287+0.00044666i,0.00012771-0.00014607i,4.7979e-05-0.00025117i,0.00015306+0.00032645i,-0.00010778-4.1638e-05i,-0.00062434+0.00024924i,-0.00065062+0.00016927i,-0.00042395-0.00054013i,-0.00012305+0.00010328i,0.00063365+0.0011812i,0.00026056+0.0010552i,-0.00056799+0.0010959i,-0.00067776+0.0012343i
0.0006076-0.00057273i,0.0010051-0.0016304i,0.0016942-0.0021396i,0.0017607-0.0020239i,0.00058021-0.0016772i,-9.8333e-05-0.00093389i,-7.9294e-05-0.00040262i,-0.000341-0.0004363i,-0.00073435+0.00019111i,-0.00087743-4.5073e-05i,-0.00069263-0.00067595i,-0.0003387-0.00077225i,-5.243e-05-0.00035305i,-4.3161e-05+0.00030616i,-0.00037667+0.0006988i,-0.00047647+0.00060026i,-0.00011703+5.7019e-05i,0.00015301-0.00046608i,0.000154-0.00021851i,0.00069622-0.00011673i,0.00093756-0.00040572i,0.00070672-0.0011376i,0.00015269-0.001142i
-0.0011056+0.00046414i,-0.00020816+0.00027348i,0.00085369+0.0014585i,0.0007719+0.0024055i,2.0964e-05+0.0016779i,0.00046585+0.00023179i,0.0012956-0.000554i,0.00098884-0.00024393i,-6.5045e-05-0.00025776i,-0.00090198-0.0003513i,-0.00051433+2.2456e-05i,-9.203e-05+0.0002559i,-0.00012173-0.00031652i,4.4971e-05-0.0001203i,-6.2986e-05+0.0004313i,-9.5666e-05-0.00064896i,-0.00015614-0.00044325i,-0.00024034+0.0005519i,2.0051e-05+0.00015587i,-9.2761e-05-0.00059724i,-0.0003888-0.00069004i,-0.00066042+0.00010825i,-0.0010119+0.00023056i
-1.5544e-05-0.0012066i,-0.0005436-0.00098265i,0.00033565-0.00054353i,0.00043442+0.00076037i,0.00034734+0.0011529i,0.00050209+9.4286e-05i,0.00061846-0.00087998i,0.00032289-0.00076819i,-0.0008843-0.00013709i,-0.0012982+0.00020141i,-0.00085522-0.00041906i,-0.00099791-0.00062034i,-0.00015592-0.00041044i,0.00049471-0.00066084i,4.8831e-05+1.9158e-05i,-0.00015202+0.00057179i,-0.000727+0.00056038i,-0.00086341+0.00088224i,-0.00025448+0.00042645i,-7.4693e-05-0.00040705i,-0.00010205-0.0001794i,0.00018498-1.0961e-05i,0.00089102-0.00048147i
5.0046e-05-0.00025859i,0.00081561-0.0015415i,0.00116-0.0024954i,0.0010247-0.0014468i,0.0014106-0.00026033i,0.001179+0.00058558i,0.00071992+0.0010799i,2.734e-05+0.001365i,0.00014709+0.0009183i,0.00061811+0.00021782i,0.00055938+0.00017323i,-0.00010822+0.00017098i,-0.00052063+0.00038088i,-0.001146+9.2673e-05i,-0.00096816-0.00063803i,0.00052899-8.3511e-05i,0.0004438+0.00069722i,-0.00026559+0.00021097i,-0.00042308-0.0004323i,-0.00022942-8.1717e-05i,0.00046342+0.00056073i,0.00043055+0.0004403i,0.00016117-0.00022495i
0.0026103-0.00056411i,0.0022505-0.00086778i,0.0010924-0.00057152i,0.00034296-0.00041209i,-0.00031948-0.00091781i,-0.00027197-0.0009511i,0.000446-0.00018124i,0.00068911+0.00015333i,0.00022315-0.00015633i,0.00017122-0.00055946i,0.00023054-0.00046964i,-0.00022399-0.000142i,-0.00062014+5.0016e-05i,-0.00097515+0.0008359i,-0.00041763+0.00051502i,-5.4403e-05-0.0006441i,-0.00065954-0.00085619i,-3.1778e-05-0.0002971i,0.00059229+4.4147e-05i,0.00077209-0.00045716i,0.001051-0.00079391i,0.00038407-0.00078247i,0.00070274-0.00064464i
0.0026299-0.00063584i,0.0020835-0.00097442i,0.00073631-0.00068218i,-0.00019218-0.00019502i,3.2365e-06+0.00051798i,0.00032103+0.00083495i,-1.0666e-05+0.00026166i,-0.00058857+0.00029627i,-0.00042202+0.001066i,0.00012408+0.0010288i,0.0003803+0.00048207i,7.8288e-06-5.366e-06i,0.00046001+3.4463e-05i,0.00087845+0.00033309i,0.00071009-3.8784e-05i,0.00036738-0.00033024i,-1.9074e-05+0.00027547i,-0.00018235+0.00098889i,-0.00050276+0.00052312i,-0.00072639-2.7841e-05i,-0.00047964+0.00032567i,0.00023885+0.00027497i,0.0007876-4.2318e-05i
-0.0003025+0.0020849i,-0.00011862+0.0021049i,0.00077819+0.0015342i,0.0012244+0.00080645i,0.0010605-4.6081e-05i,0.001039-0.00031656i,0.00071011-0.00022691i,0.00052413-0.00013615i,0.0011899-0.00017534i,0.0013113+0.0004677i,0.00091937+0.00050471i,-0.00015161-0.00012281i,-0.00070638-7.6137e-05i,-0.00046409-0.00026782i,-0.00031495+5.7395e-05i,4.3802e-06+0.00024825i,-3.5159e-05+0.00036998i,-0.00015128+0.00052235i,2.9851e-05+0.0001902i,-0.00026816+5.7094e-05i,-0.00077832+8.3875e-05i,-0.00057158-0.00027799i,-0.00060093-0.00040486i
0.00037682-0.00016807i,0.001167+0.00031738i,0.0014154+0.00072211i,0.00038255+0.000797i,0.00082143+0.00090433i,0.00036167+0.0008111i,0.00017372+0.00016436i,0.00039855-0.0007757i,0.00035103-0.00061799i,0.00051609+0.00016999i,0.0002522-0.00024591i,0.00034392-0.00057415i,0.00058173-0.00014627i,0.00089356+0.00029042i,0.00022713+0.00043846i,-0.00029705-0.00035759i,-0.00012339-0.000917i,0.00015707-0.0016019i,0.0005142-0.0017026i,-6.2748e-05-0.00080836i,7.9711e-05-0.00029022i,0.00048263-0.00018786i,0.00021735+0.00081769i
0.0012803+0.00067478i,0.0014567+0.00015326i,0.00085427-0.0007098i,0.00082185-0.0010716i,0.00030185-0.0010124i,-0.0005272-0.00078312i,-0.00077382-0.00040586i,-7.1611e-05-6.9015e-05i,0.00072571+0.00033987i,0.00057964+0.00038825i,0.00027206-0.0010048i,0.00035333-0.0009737i,0.00081812-7.4389e-05i,0.0010676+0.00018305i,-8.4796e-05-2.3804e-05i,-0.00019004+3.0975e-05i,9.3111e-05+0.0009203i,-0.00084394+0.00093305i,-0.00035996+0.00072763i,0.0001312+0.00093281i,0.00015689+0.0011177i,0.00012156+0.00094143i,-0.00023732+0.00060126i
0.0013451-2.5349e-05i,0.0012961-0.0010069i,0.00046866-0.00083268i,7.5102e-07+1.7101e-05i,0.00036035+0.00015995i,-0.00026528+0.00048974i,-0.00052638+0.00017635i,9.078e-05-9.5378e-05i,-0.0002698+1.3377e-05i,-0.0004495+0.00015142i,-0.00050641+0.00040332i,-0.00049604+0.00040582i,0.00024996+0.00037366i,0.00037649+0.00048379i,-0.00059553+0.00050976i,-5.3479e-05+0.00023487i,0.00092006+0.00010153i,0.00094557+0.00031319i,0.00011758+0.00080839i,-0.00055955+0.0007128i,-0.00014488+0.00050542i,0.00078403+0.00023056i,0.0003676+0.00035729i
0.00023772-1.6462e-05i,0.00085604+0.00074712i,0.00053779+0.00028156i,0.00060482-4.5429e-05i,0.0011184-0.00019994i,0.00088741-0.00029139i,0.0004584-0.00045905i,0.00061878-0.00042581i,0.00024731+0.0002773i,0.00018679+0.0007193i,0.00062603+0.00060619i,0.00034555-0.00036958i,-6.5962e-05-0.00089829i,-0.00024215-0.00021475i,0.0004044+0.00098039i,0.00046251+0.00086537i,0.00071052+0.00025774i,0.0010305-0.00015387i,0.00060694+8.9772e-05i,0.0003885-1.4177e-05i,-0.00014755+0.00039325i,-0.00053493+0.00020129i,-0.00042028-0.00035121i
0.0010638-0.00096464i,-0.00035302-0.0018382i,-0.0013059-0.0022991i,-0.00061511-0.0011075i,0.0004246+0.00011866i,0.00021863+0.00077419i,-6.8134e-05+0.00066544i,4.9406e-05+0.00045829i,0.00029194+0.00055992i,0.00018536+0.0002398i,-0.00035875+8.4398e-06i,-0.00057398+0.00075606i,0.00020843+0.00068254i,0.001252+8.0434e-05i,0.00055814-9.7252e-05i,0.00016496+0.00034349i,0.00058631+0.00072745i,0.00073121-2.352e-05i,0.0010159-0.00050943i,7.6775e-05-0.00031674i,-0.00027693-0.00052828i,0.00044681-0.00011902i,0.00097492+0.00019926i
0.0011346+0.0012782i,0.0019304+0.0010962i,0.0013864+0.00036008i,0.0016038+0.00074462i,0.0019003+0.00082561i,0.0015212+0.00089659i,0.0011685+0.00075416i,0.00098248-0.00018861i,0.00062182-7.6241e-05i,0.00011926-0.00021293i,0.00044979-9.1928e-05i,0.0008626-9.7075e-05i,0.00050481-0.00061883i,0.00072751-0.0012079i,0.00073542-0.0013548i,-0.00020494-0.00024647i,-0.00023016+0.0005121i,0.00025099+0.00032607i,-8.2951e-05+0.00079792i,-0.0012351+0.0002493i,-0.0011641-0.00011299i,-0.0002293-0.00012139i,0.00010325-0.00047496i
0.0018408+0.0011753i,0.0016849+0.00062856i,0.0017774+0.00068692i,0.0015326-4.6208e-05i,0.00070712-0.00087374i,0.00034853-0.00099389i,0.00037689-0.00041892i,0.00026463+0.00061313i,0.00065669+0.00049856i,0.0010129+0.0001883i,0.00058949+0.00038192i,-0.00047839+0.00063826i,-0.001737+0.00017156i,-0.0016291-0.00057213i,-0.00047911-6.8222e-05i,2.5612e-05+0.00098819i,-0.00050773+0.00061102i,-0.00051661-0.00028613i,6.2321e-05-0.00011376i,0.00014986+0.00066244i,0.00036026+0.00044845i,0.00032516-0.00015647i,-0.00020193-0.00080846i
0.0019103+0.00076891i,0.0029405+0.0012532i,0.0030912+0.00010031i,0.001542-0.00084601i,0.00033147-0.00053295i,0.00038709+0.00073483i,0.00040685+0.001198i,6.9466e-05+0.0010911i,-3.2598e-05+0.00029305i,1.1156e-05-6.1091e-05i,1.1613e-05+8.9294e-05i,-0.00035152+0.00040901i,-0.00011305-0.00014873i,0.0002827-0.0010165i,-0.00042461-0.0003934i,-0.00053669+4.3271e-05i,-0.0008932-0.00069257i,-0.0012104-0.00082268i,-0.00068416-0.00028054i,-0.00053092-1.0031e-06i,-0.00044785+0.00028066i,-0.00046554+0.00071979i,-0.00016078+0.00078829i
-0.0016902+0.0025172i,0.00023083+0.0022043i,0.00097177+0.0021641i,0.00046549+0.00094797i,0.00077349-0.00041718i,0.0006882-0.00087187i,3.5452e-05-0.0007065i,-0.00066281-0.00042863i,-0.001046-0.00030049i,3.8546e-05-0.0003382i,-1.8059e-05-0.00063304i,-0.00064668-0.00049969i,-0.00017281-0.00055495i,0.00011933-0.00055534i,3.1601e-05-0.00058898i,-9.7155e-05+8.073e-05i,0.0002655+0.00041897i,0.0008612+0.00017331i,0.00052725+0.00045689i,-0.00022255+0.00038817i,0.00014754-8.8948e-05i,0.00035913-0.00034909i,-0.00049721-0.00034986i
0.00057202+2.3813e-05i,0.0016575+0.00030658i,0.0016104+0.00043228i,0.0013807+0.00037285i,0.0016952+0.00011653i,0.0018863-0.00094743i,0.0014997-0.0010483i,0.00084052-0.00054353i,0.0006795+6.3335e-05i,0.00083572+0.00075274i,0.00061086+0.00045165i,0.00045311-0.00021041i,0.00041832-0.00094809i,0.00065825-0.0011171i,0.00065931-0.00060984i,0.00056978-0.00039214i,0.00032449-0.00048629i,0.00032789-0.00034672i,0.0004858+0.00029611i,0.00064659+0.00061969i,0.00031455+0.00040888i,0.00015815+0.00027008i,0.00064529-0.00043506i
0.00063242+0.0013741i,0.00084758+0.00059987i,0.002695+0.00088857i,0.0023757+0.00030105i,0.002893-0.00054549i,0.0033346-0.0011701i,0.0018183-0.0010657i,-0.00029415-0.00066531i,-0.0013697-7.3296e-06i,-0.0006189+0.00041544i,4.6226e-05-9.6823e-05i,-0.00010597-0.00035169i,-0.00033766-0.00036572i,-0.00019051-0.00047643i,-0.00054011-0.00051471i,-0.00026775+8.2461e-06i,0.00052875+0.00060849i,0.00042484+0.00026122i,-0.00075218-0.00058645i,-0.0013804-0.00028121i,-0.0010129+0.00032671i,-0.00022055-0.00036848i,-0.00017033-0.00065926i
0.0010453+0.0018433i,0.0016964+0.0010055i,0.002178+0.0004923i,0.0023696+0.00061886i,0.0012443+0.00011031i,9.4814e-05-0.00083735i,-3.9197e-05-0.00068584i,0.00028266-0.00028645i,0.00067619+0.00019556i,0.00053331+0.00057911i,-0.00015952+0.00026532i,-0.0010316+0.00024957i,-0.0009625+0.00060749i,-0.00070573+0.00079054i,-0.00027117+0.00076284i,-0.00027407+0.00014311i,-0.0006273-0.0001335i,-0.00051337+2.2356e-06i,-0.00035561-0.00045412i,2.3789e-05+0.00021216i,0.00077864+0.00081024i,0.00083266+0.00094444i,0.00024718+0.00088121i
0.001512+0.0018881i,0.0014334+0.0023895i,0.0010442+0.001881i,0.0012115-0.00037385i,0.0019504-0.0021342i,0.0017305-0.001501i,0.00066438-0.00041068i,-0.00018786-0.00045559i,-0.00032585-0.00062983i,-6.4785e-05-0.00056421i,-0.00053199+0.00013633i,-0.00072208+0.00072503i,-0.00045856+0.00011918i,0.00013613-0.00046421i,0.00039789-0.00013756i,4.8426e-05+0.00056285i,-9.7949e-05-6.836e-05i,-0.00069885-0.00069262i,-0.0011068-0.00075007i,-0.00092728-0.00021833i,-0.0005796-0.0001295i,0.00017106-0.00079725i,0.00038448-0.00062113i
0.0026994+0.0012178i,0.0018388+0.0010597i,0.0011956+0.0010293i,0.00089751+0.00046405i,0.00096749+9.4121e-05i,0.00039429+0.00029764i,-0.00017534-0.00056075i,-0.00015694-0.0010494i,-0.00049746-0.0005421i,0.00023393+0.0002431i,0.00089968+0.00017823i,0.00065951-0.00038654i,-0.00026769-0.00070956i,-0.00063036-0.0006958i,-7.9238e-05-0.00029i,-6.4687e-05+0.0001373i,7.5555e-06-0.0002552i,0.00024706-0.00094493i,0.00072601-0.00034561i,0.00016582+0.00027555i,-0.00052619+0.00032424i,0.00013834-2.8827e-05i,0.00072694-0.00028518i
-0.0011337+0.0019282i,-0.00037278+0.0012277i,0.00060076+0.00081901i,0.0010709+0.0010845i,0.0013381+0.0010349i,0.0012761+0.00094377i,0.0010112+0.00033287i,1.1666e-05-0.00041622i,-0.0007975-0.00022747i,-7.6754e-05+0.00030107i,0.00018952+0.00018002i,3.5748e-05+5.0373e-05i,6.3032e-05-0.0005534i,1.0204e-05-0.001472i,0.00062359-0.00086595i,0.0012156+0.0003643i,0.00045354+0.00047177i,-0.00013294-0.00017352i,6.0534e-05-8.5101e-07i,-0.00017468-4.82e-05i,-0.00037438-0.00074726i,-0.00024029-0.00055376i,4.6754e-05-0.00025569i
-0.00022023+0.00073073i,-1.0558e-05+0.0014913i,0.00025102+0.0018122i,0.00093805+0.0010657i,0.0014658+2.2613e-05i,0.0013648-0.00074104i,0.0012089-0.000879i,0.0008289-0.0007258i,0.00011767-0.00043465i,6.318e-05-0.00035236i,-8.1169e-05-0.00078807i,-9.9488e-05-0.00059124i,-0.00028183+7.3714e-05i,0.00015397+1.8018e-05i,0.00098298+0.00020202i,0.0011604+0.00047411i,0.00051294+0.0005056i,4.7353e-05-4.0608e-05i,7.8098e-06-0.00038554i,0.00029374-0.00019165i,0.00089695+0.0003074i,1.2339e-05+0.00045007i,-0.00062919-6.9885e-05i
0.00029365+0.0014265i,-0.00023867+0.00090913i,-0.0006407+0.00024684i,0.00064172+0.00018153i,0.0017568+0.00015609i,0.0014195-0.00040944i,0.00048192-0.0011296i,0.00030245-0.00060549i,0.00021814-5.1291e-05i,-8.523e-05+0.00036571i,-2.2266e-05-3.9446e-05i,0.00038283-0.00049336i,0.00051695-1.6812e-05i,0.00021744-0.00026396i,-0.00024464-0.00050175i,0.00017831-0.00045507i,0.00016799-3.3123e-05i,-0.000214+0.00053389i,-0.00031348+0.00088985i,-0.00025248+0.00067127i,-0.00018551+3.5719e-05i,4.9886e-05+0.00021711i,0.00043742+0.00080686i
-0.00095558+0.00060052i,-0.00075353+0.00051463i,4.3197e-05+0.0010193i,0.0012073+0.0014254i,0.0014615+0.0013153i,0.0007725+0.00021853i,0.00044335-0.001668i,0.00013718-0.0012667i,-0.00024124+0.00050626i,3.4103e-05+0.00095629i,-0.00018775+0.00043505i,-0.00062644-6.0583e-05i,-2.765e-05-0.00010826i,0.00026269+0.00058318i,-0.00036188+0.00060608i,-0.00056432+0.00056476i,-0.00044953+0.00081689i,-0.00012858+0.0002978i,0.00040799-0.00090841i,0.0005748-0.00046415i,-0.00017823+0.00011898i,-0.00023026+0.00027689i,-0.00022044+0.00072487i
0.0016454+0.00096191i,0.0035885+0.0013557i,0.0033033+0.00022363i,0.0013804-0.00096095i,0.00066985-0.0014449i,0.0011487-0.001345i,0.0010873-0.00020387i,0.00071048+0.00013578i,0.00085615-0.0006539i,0.00074113-0.00087977i,0.00028215-0.00053123i,-0.00024486+0.00034573i,-0.0003187+0.00096027i,-0.00039428+0.0011738i,-0.00039632+0.0013996i,5.1195e-05+0.00096386i,0.00067798+0.00044415i,0.00072114+0.00021755i,0.00045409+8.1094e-05i,0.00032977+0.00019273i,9.1293e-05+0.00016996i,0.00041823-3.0792e-05i,0.00093493+0.0001295i
-0.0010193+0.0015196i,-0.00015521+0.0018878i,0.00050377+0.0024339i,0.00067995+0.0020294i,0.00073155+0.00070655i,0.00077219-0.0005092i,0.00072397-0.00074378i,-0.00032869-0.00047309i,-0.0005181-0.00031478i,0.00024144-8.9251e-05i,0.00080116+0.00031386i,0.00078992+0.0008694i,0.00040142-0.0001124i,0.00034486-0.00095339i,0.00081974-0.00022253i,0.00097576+0.00017733i,0.00042835-0.00071064i,-2.579e-05-0.00052128i,-0.00066986-0.00029662i,-0.00096645-0.00051202i,-0.00092951-0.00040862i,-0.00019122-0.00075412i,0.0011103-0.00072507i
-0.00027991-0.00033733i,-0.00041041+0.00010711i,0.00011588-0.00077337i,-0.00031128-0.00018491i,-0.0011591+1.214e-05i,-0.00020211+0.0002419i,0.0010076+0.00035166i,0.0011487+0.00041005i,0.00017681+0.00042104i,-0.00070246+3.8977e-05i,6.7831e-05-0.0003305i,0.00079035+0.00042703i,0.00059385+0.00062841i,0.00036703-6.3093e-05i,0.0004619-5.6502e-05i,-0.00028408-0.00011083i,-1.5514e-05-0.00021598i,0.0015508-3.7956e-06i,0.00090184+0.0013083i,-0.00026512+0.0013613i,-0.00035513+0.00059921i,-0.00043918+0.00080679i,-0.00055193+0.00066368i
0.0010901+0.00071871i,0.001453+0.00096127i,0.00077852+0.00091636i,0.00058619-0.00043937i,0.00091924-0.0014978i,0.00090259-0.0012551i,0.001401-0.00078684i,0.0012807+4.0985e-05i,0.000606+0.00035494i,0.00044356+0.00014425i,0.00040796+0.00023819i,0.00038079+0.00029305i,0.0001691+0.0006894i,-0.00028394+0.00075665i,-0.00086647+0.0006372i,-0.00058884+0.00036267i,0.00044581-0.00018555i,0.00073352-0.00011938i,0.0013586+0.00031415i,0.0013628+0.0001541i,7.0473e-05+0.00025985i,-0.00034663+0.00069182i,-0.00015621+0.00049975i
-4.6337e-05-0.0011315i,0.00015747+1.182e-05i,0.00035273+0.00050765i,0.00054826+0.00081504i,0.00054528+0.000678i,0.0010336+0.00052584i,0.0014689+0.00037228i,0.0010869-0.00020208i,0.00030239-0.00024061i,-5.0338e-05+0.00083897i,-0.00036491+0.0011718i,-0.00034405+2.8313e-05i,0.00032332-0.0001473i,0.00025742+0.00046521i,-0.00020236+0.00051154i,-0.00018698+0.00054301i,-0.00029795-0.00024643i,-0.00044466-0.00030948i,-0.00070416-0.00027219i,-0.0003963-0.001029i,0.00046202-0.00087465i,0.00099319-7.5223e-05i,0.00094234+0.00022184i
-2.9388e-05-0.00080742i,0.00045557-0.0011194i,0.00039384-0.0012405i,0.00026683-0.0006083i,0.00016665+0.00030752i,-0.00021128+0.00062528i,-0.00019366+0.00078616i,0.00010557+0.00081422i,0.00021939+0.00039956i,0.0001127+0.00010832i,-0.00020607-0.00038266i,-0.00044162-0.000175i,0.0002153+0.0011152i,0.00054398+0.0011901i,-3.2467e-05+0.00048355i,0.00018573+8.3706e-08i,0.00039032-0.00037131i,0.00015915-0.0003433i,0.00042192-2.9568e-05i,0.00012017-2.6985e-05i,0.00024028-0.0004231i,0.00020044-0.00026363i,-3.7937e-05-0.00028584i
-0.00037925-0.00080121i,-0.00037693-0.00042509i,-0.00047778+0.00050836i,6.143e-05+0.0013527i,0.00076465+0.0016127i,0.0010337+0.00046428i,0.0011266-0.00064735i,0.00030517-0.00019632i,-4.3162e-05+0.00058489i,6.7744e-05+0.00030491i,0.00032855-1.635e-05i,0.00062777+3.379e-06i,0.0008349+8.8444e-05i,0.0013417-0.00058074i,0.0014765-0.00065412i,0.00036066+0.00030509i,-0.00076702+0.00027094i,-0.00074429-0.00016002i,-0.00039076-0.00029477i,-0.00051896+0.0002645i,-0.00092146+0.0011867i,-0.00051132+0.0011679i,-0.00012912+0.0010328i
0.0013968+0.0023758i,0.0021402+0.0012079i,0.0019616+0.00036484i,0.0019936+0.00020014i,0.0022499-0.0001301i,0.0018716+0.0003543i,0.0012654+0.00016634i,0.00053655+0.00023357i,-7.8917e-05+0.00040178i,0.00011262+0.0004368i,0.00043607+0.00050782i,0.00043047+3.3826e-05i,0.00037936+0.00021515i,7.9748e-05+0.00056371i,-5.8573e-05-0.00015408i,0.00068787-7.4304e-05i,0.00068771+0.00037018i,0.00020054+0.00029364i,5.5538e-05+0.00048164i,4.8865e-05+0.0010613i,-0.00013295+0.00059165i,0.0001602-0.00021712i,-4.0687e-05-0.00031036i
0.0012004-0.00072528i,-5.3719e-05-0.0010825i,-8.0838e-05-0.00098398i,0.00094548-0.00063535i,0.0010856-0.00088192i,0.00057704-0.00064714i,0.00025579-0.00040116i,9.3947e-05-0.00055374i,0.00028283+0.00017287i,0.00053094+0.00081055i,0.0013539+0.0001566i,0.0018732-0.00049203i,0.0011733+0.00067544i,0.0001104+0.0013354i,-0.00027026+0.0010961i,-9.9207e-06+0.00060006i,0.00018736-0.00041033i,0.00050327-0.00082889i,0.00063895-0.00032925i,-0.00018841+1.0367e-05i,-0.00018565-0.00041491i,0.00059811-7.163e-05i,0.00023032-6.8357e-05i
