-0.00041271-0.00042983i,-0.00056341+9.4662e-06i,-0.00096221+0.00094989i,-0.0015454+0.00086077i,-0.0011942+0.0011892i,0.00022082+0.0016955i,0.00073817+0.0021441i,1.4959e-05+0.0021341i,0.00036729+0.0017615i,0.00092559+0.0014289i,0.0011637+0.00048225i,0.00055191-0.00054146i,0.00024136-0.00075781i,0.00062155-6.057e-05i,0.00029333+0.00053952i,-5.0344e-05+0.00051055i,0.00064426-0.00054943i,0.00096208-0.00021514i,6.061e-05+0.00061657i,-0.00077556+0.00080917i,-0.00066011+0.00021663i,-0.00071982-0.00021364i,-0.00086103+0.00028238i
-0.00071916+0.0010037i,-0.00088245+0.0010814i,0.00021576+0.0019384i,0.0017534+0.0024319i,0.0017573+0.0014061i,0.0014613-0.00048182i,0.00092707-0.0010809i,0.00069466-0.00057478i,0.0011402-0.00077822i,0.0011335-0.00083219i,-5.0867e-05-0.00022717i,-0.0011738+0.00036178i,-0.0011016+0.00069044i,-0.0001666+0.0010995i,0.00032739+0.0005985i,2.4085e-05-9.943e-05i,0.00030213+0.00018282i,0.00049018+0.00027623i,-0.00017687+0.00031174i,-0.00025643+8.2352e-05i,0.00048455+0.00051251i,0.0001138+0.00048192i,-0.00025514-0.00027798i
-0.001511-0.00092436i,-0.0017121-0.0017493i,-0.0015383-0.0019698i,-0.00085986-0.0015688i,0.0002447-0.00055037i,0.00089191+2.52e-05i,-0.00014204+0.00028329i,-0.00079918+0.00024167i,-0.00094979+0.00027174i,-0.00089717-0.00013099i,-0.00018596-0.0003892i,-0.00061134-0.00037034i,-0.00022162-0.00048215i,-0.00023435-0.00042192i,-5.7653e-05-0.00010085i,0.00045195-0.00033357i,0.00046603-0.00011414i,0.00055988+0.00018189i,0.00047335+0.00012817i,0.0004417+0.00010909i,7.6218e-05+0.00018306i,-0.00028484+0.00058779i,-0.00027982+0.00080114i
0.001303+0.00058026i,0.0010565+0.00087849i,0.00065378+0.00075066i,0.001156-0.00012408i,0.0017401-0.00046725i,0.0016316+0.00022739i,0.00095223+0.0001958i,0.0010923+0.00047397i,0.0010058+0.00060115i,0.00048703-0.00024685i,-0.00015136-0.0010846i,-0.00063561-0.00067879i,-0.00084647+6.6594e-05i,-0.00099481-0.00010627i,-0.0010608-0.00029107i,-0.00033864-0.00022787i,0.00013453-0.0004127i,0.00054735-0.00072657i,0.0010149-0.00021126i,0.00043478+0.0010053i,0.00066108+0.0012208i,0.0010957+0.00057593i,0.0012133-0.00021582i
-0.0007792+0.000896i,-0.0013729+0.00144i,-0.00059131+0.001446i,0.0010885+0.00081407i,0.0018024-0.00080489i,0.0021975-0.0018385i,0.0015215-0.001733i,0.0011343-0.0011546i,0.0005535-0.00094294i,3.0264e-05-0.00069878i,0.00063087-0.0007388i,-0.00012989-0.0005158i,-0.0012595-0.00020693i,-0.00088258-0.00010211i,-0.00031463+5.1892e-05i,3.4688e-05+0.0003133i,-0.00017182+0.00024939i,0.00023077-0.00012587i,0.001097+0.00021951i,0.00060231+0.00052206i,-0.00024858+0.00058743i,5.5446e-05+0.00057963i,-2.6303e-05+0.00040446i
-3.2595e-05+0.000532i,-0.00014194-0.00014566i,-0.0011338-0.00081249i,-0.00017654+0.00015501i,0.00091769+0.00028771i,0.0010713-0.00037404i,0.00064978-0.00062963i,-0.00037625-0.00066348i,-0.00047073-0.00031447i,-0.00054754-0.00032046i,-0.0011349-0.00034465i,-0.00072757+0.0007021i,0.00021497+0.0015632i,-0.00027584+0.00098913i,-0.00024302-0.00027321i,0.0010411-0.00068641i,0.0016503+4.3524e-05i,0.0012562+0.00038788i,0.0011013+0.00045546i,0.0012553+0.00090563i,0.00075669+0.00087684i,0.00024475-4.914e-05i,9.4577e-05-0.00021177i
-0.00058231-0.00017245i,3.7077e-05-0.00029005i,0.001343-0.00034333i,0.0022656-0.00032135i,0.002204-0.00054876i,0.0024396-0.00044838i,0.0022165-0.00036801i,0.0013516-0.00018109i,0.00069643+2.5039e-05i,0.00016274-0.00012892i,-0.00029928+0.00028645i,-0.00049188+0.00041003i,-0.00097246+0.00022053i,-0.00051158+0.00016916i,9.6399e-05+0.00030545i,4.9419e-05+0.00049701i,-7.3397e-05+0.00066922i,-0.00032716-3.5271e-05i,-4.1549e-05-3.9624e-05i,0.00032194+0.00043374i,0.00059872+0.00018269i,0.00039189-0.00010899i,-6.2334e-06+3.0592e-05i
-0.00072941+0.0024477i,0.00015365+0.0027435i,0.0014231+0.0027616i,0.0022842+0.0020479i,0.002528+0.0011548i,0.0023646-1.3848e-05i,0.0008453-0.00018005i,-0.00046904-0.00012302i,-0.00011584-0.00043298i,0.00087122-0.00040668i,0.0013584-0.00035434i,0.00062151-0.00014889i,-0.0011664+3.9331e-05i,-0.0018062+0.00053968i,-0.0009045+0.00094737i,7.5007e-05+0.00020577i,1.5406e-05-0.00068244i,-0.00018954-0.0008654i,-0.00033795+9.0967e-05i,-0.00069619+0.00091006i,-0.00065925+0.00084891i,-0.00096719+0.00061173i,-0.00020453+4.9901e-05i
-0.0010404+0.00035344i,-0.00032147+0.00063434i,0.00022012+9.5907e-05i,0.00068749-2.3713e-05i,0.00098788+0.00015248i,0.00071601-0.00086701i,0.000475-0.0024385i,0.00038291-0.0021648i,0.00037319-0.0011408i,-0.00048411-0.00059448i,-0.0015041-0.00058565i,-0.0011071-0.00068288i,-0.00014343-0.00016896i,0.00022167+0.00076333i,0.00090546+0.00034333i,0.0015469+0.00017811i,0.0012828+0.00030319i,0.00069245+0.00024194i,0.00030337+0.00074808i,0.00010783+0.0006411i,0.00044435+6.2123e-05i,0.0009916-0.00027729i,0.0006714-0.0003543i
-0.00042001+0.00056082i,0.00010432+0.00036786i,0.00037852+0.00010638i,0.00094155-0.00015936i,0.0017483-0.00042309i,0.0020486-0.00088921i,0.00098816-0.00029818i,-0.00027069+9.3498e-05i,-0.00048168-0.0005908i,0.00023592-0.00070333i,0.00049694-0.00059613i,-0.00070075-0.00049876i,-0.0012348-0.00054018i,-0.0003161-0.00034506i,4.634e-05-0.00011631i,-0.00074564-0.00046253i,-0.0013398-0.00024472i,-0.00094611+0.00033371i,-0.00029066+0.0011765i,-0.00014448+0.0010943i,-0.00018219+1.3897e-05i,-6.2275e-05-0.00044005i,0.00024378-0.00041114i
0.00082363+0.00075469i,0.0022555+0.0011093i,0.0023762+0.0012656i,0.0019564+0.00075191i,0.0019062+0.00036463i,0.0017515-0.00070922i,0.00079912-0.0012332i,-0.00045743-0.00064944i,-0.00080258+4.5747e-05i,-0.00038977-0.00047981i,0.00030659-0.0010299i,-0.00022176-0.00015363i,-0.0011042+0.00068984i,-0.00095487+0.00055504i,0.00031974+0.00051435i,0.00078277+0.00045469i,0.00079547+5.8543e-05i,0.0014426+0.00038976i,0.0012112+0.0008169i,0.00057777-9.2121e-05i,0.00099808-0.00085345i,0.0017432-0.00098599i,0.0012645-0.00050347i
0.00067523-0.0011861i,0.0005838-0.00035047i,0.00078452+0.00049052i,0.00112+0.00013595i,0.001154-0.00057019i,0.00115-0.00080465i,0.0015765-0.00021657i,0.001331-0.00017496i,0.0007838-0.00083986i,0.00051433-0.0011631i,-0.00067016-0.00076244i,-0.001456+0.00030978i,-0.0015239+0.0010218i,-0.0010729+0.0010908i,3.8309e-05+0.001387i,0.00085757+0.001321i,0.00068734+0.00077475i,0.00093791+0.00014055i,0.001103-0.00025339i,0.00075884-0.0001166i,0.00018498+0.00031842i,-0.0004988+0.00037029i,-0.00027245+1.2074e-06i
0.0013808-0.00082433i,0.0017298-0.0013294i,0.0011994-0.00061773i,0.0013906-4.6084e-05i,0.0017737-0.00034188i,0.0010186-0.00095032i,6.5283e-05-0.0011809i,-0.00055982-0.00088495i,-0.00096257-0.00037726i,-0.0011104-0.00037073i,-0.001354-0.00036222i,-0.0010666-0.00014096i,-0.0007102+0.00022589i,-0.00073886+0.0004116i,-0.00030951+0.00090837i,0.00052015+0.00072164i,0.00060501+0.00061211i,0.00050582+0.00021657i,0.0011329-9.9717e-05i,0.0015192-0.00040375i,0.0012178-1.025e-05i,0.00026888+0.00053109i,-0.00018032+0.00010439i
-0.00092188-0.0014994i,5.0803e-05-0.00038929i,-0.0012058+0.00057591i,-0.0021248+0.0013269i,-0.0011186+0.00082842i,0.00043124-0.00033732i,0.00092907-0.0006685i,0.00082097-0.00076582i,0.00031795-0.0014353i,-0.00049218-0.0012052i,-0.00023607-2.7853e-05i,-0.00010306+0.00044953i,-0.00031482+0.00037119i,8.0507e-05+0.0004815i,0.00087018+7.9586e-05i,0.0013695-0.00029245i,0.0013684-8.3691e-05i,0.00059141+7.9223e-05i,-0.00033952+0.00031166i,-0.00077474+0.00015712i,-0.00031018-0.00052025i,0.00047244-0.0003042i,0.00068444+9.9818e-05i
0.0015484+0.00068669i,0.0023142+0.0010285i,0.0033506+0.00071283i,0.0035021+0.00064622i,0.0021293-9.908e-05i,0.0012872-0.00081493i,0.00095123-0.00041257i,0.00079267+1.6331e-05i,0.00072718-0.00032597i,0.00057345-0.00089832i,0.00077036-0.0010102i,-6.1606e-05-0.00081822i,-0.0012362-0.00037722i,-0.0011093+0.00063626i,-0.00043546+0.001151i,-9.2904e-05+0.00090533i,0.00032631+0.00087269i,0.00037751+0.00091552i,0.0007371+0.0010992i,0.0016163+0.0010168i,0.0013381+0.00091498i,0.00036066+0.00042329i,-0.00032299-7.733e-05i
0.00053039-0.00055334i,0.00022675-0.00019829i,-0.00060129+0.0006807i,-0.0013399+0.00093861i,5.0647e-05+0.00022618i,0.0011032-0.00064987i,0.00094336-0.0001866i,0.0011347+0.00027943i,0.0013894+4.3228e-05i,0.00061217-6.6959e-05i,-0.0003926-0.00060426i,-0.0007587-0.00019368i,-0.0006587+0.00022918i,-0.00061515+4.7095e-06i,3.8713e-05-0.0001019i,-0.00010148-0.00012213i,2.9347e-05-7.7955e-05i,0.0012803-7.5141e-05i,0.00051894+5.2979e-05i,-0.00059697+0.00031629i,7.8497e-05-0.00017091i,-0.00040635-0.00088128i,-0.0003833-0.00098541i
-0.0012394+0.00063244i,-0.00099925+0.00057324i,-0.00048145+0.00039514i,0.00026496-0.00048706i,0.0012658-0.00077794i,0.0010501-0.00051944i,0.00096518-0.00026854i,0.0011961+0.00018194i,0.00099962+4.0156e-05i,0.00040028-2.9631e-05i,0.00030874+0.0002771i,-3.9782e-05-0.00020643i,-0.00021324-0.00018236i,0.00029084+0.00043995i,0.00035991+0.00057283i,5.5458e-05+0.00070409i,-0.00041713+0.00036867i,-0.00043825+0.00023023i,0.00024691+0.00048165i,0.00051115-0.00047689i,0.00065015-0.0013774i,0.00051426-0.0015432i,0.0005504-0.0012682i
-0.0013397-0.0006108i,-0.00049283+0.00030973i,-0.0006358-0.00054426i,0.00035529-0.00010155i,0.0016204+0.00040622i,0.0022125+0.00030475i,0.00099631-9.7399e-06i,-0.0002983-0.00039054i,-0.0002229-0.00032381i,-0.00012105+0.0001133i,0.00012434-0.00022789i,2.2786e-05-0.00027081i,-0.00058019+0.0004682i,-0.00061421+0.00018177i,-0.00030089-0.00045759i,-0.00048323-0.0007494i,-0.00055553-0.00053851i,-0.00082804+4.8599e-05i,-0.0010954+0.000743i,-0.00087129+0.000574i,-0.00077472-0.00027628i,-0.00070979+0.00046812i,0.00050197+0.001051i
-0.0001414-0.0010852i,0.00016068-0.00057854i,-0.0012234-0.00029661i,-0.001262+0.0004892i,-0.00088592+0.0012416i,-0.00050329+0.0010303i,0.00029946+0.00044287i,0.00079276+0.00032294i,8.1571e-05-0.00039922i,-0.00024957-0.00060011i,-0.00021797+0.0009458i,-0.0001383+0.0014178i,0.00038971+0.00048262i,0.0010322-0.00012187i,0.0012108-4.2271e-05i,0.00074275-0.00012664i,0.00023743-0.00044363i,-0.00048145-0.00039678i,-0.00071927-0.00072413i,0.00070018-0.00090663i,0.0010655-0.00074749i,0.00026325-9.1399e-05i,-0.00049835+0.00021542i
0.00030596-0.00076137i,0.00037811-0.00063053i,0.00015226-0.0004251i,0.0010594-5.819e-05i,0.0015719+0.00042517i,0.0011659+0.00021253i,0.00023759-0.00030074i,-0.0003826-0.00068219i,-0.00078794-0.00090396i,-0.0011845+3.3315e-05i,-0.00051415+0.00055077i,-0.00033379+9.0712e-05i,-0.00062452+0.00039015i,-0.00089704+0.00034441i,-0.00073875-0.00048543i,-7.3187e-06+3.1349e-05i,0.00093092+0.00053412i,0.0012241+0.00054821i,0.00048177+0.00054346i,-0.00013801+0.0008716i,0.00015779+0.00091124i,8.7468e-05+0.00064965i,-6.9539e-05+0.00077239i
0.0024638+0.00011432i,0.0028056-0.00044563i,0.002378-0.00024492i,0.0012014-0.00032583i,0.00010422-0.00071293i,-8.2443e-05-0.00063607i,1.8507e-05-0.00091977i,0.00016329-0.00079204i,0.00082323-0.00040445i,0.00069312-0.00051847i,0.00040225-0.00055419i,-0.00058263+0.00019406i,-0.001535+0.0014713i,-0.00069785+0.00086292i,0.00048529-0.00023811i,0.00033744-0.00035926i,0.00024378+0.00038506i,0.00072593-0.00014463i,0.0010049-0.00074239i,0.0005271-8.1903e-06i,-0.00023422+0.00016197i,-9.8381e-05+0.00043559i,0.0002526+0.00042631i
0.00070779-0.00028522i,0.0016618+0.00025895i,0.0010733-7.7463e-05i,0.0011863-0.00065379i,0.001506-0.00077706i,0.0010928-0.00066911i,0.0011166-0.00068032i,0.001474-0.00074233i,0.0012844-0.00037433i,0.00019864+3.1591e-05i,-0.0012619-0.00013987i,-0.0014323+2.6965e-05i,-0.00079214+0.0014364i,-0.00026935+0.0014518i,0.00072197+0.0002147i,0.0011083-0.00014858i,0.00087127-0.00040975i,0.00032409-0.00071942i,0.00055238-6.5902e-05i,0.00043802+0.00049067i,-0.00067671+0.00039871i,-0.00056432-0.00013946i,9.2282e-05-0.00052993i
9.4975e-05-0.00052279i,0.0025148-0.00062174i,0.00097095+0.0011119i,0.00012751+0.0010976i,0.0015189-0.00024053i,0.0016007-0.0009127i,0.00043165-0.0015974i,-0.00020377-0.0011009i,0.00024353-0.00028997i,4.4305e-05-0.0010647i,-0.00091276-0.0012427i,-0.0011462-0.00061256i,-0.0016719+0.00037775i,-0.0006571+0.00059643i,0.00095069+0.0011719i,0.00063705+0.00094159i,0.00078742+0.00029862i,0.0013206+0.00054871i,0.0014681+0.0007422i,0.00089539+0.0002929i,0.00026832+0.00038345i,0.00066611+0.00031108i,0.00086938+8.1527e-05i
-0.00067257-0.00058376i,-0.0011084-0.00063311i,-0.00058583+9.3967e-05i,0.00046637+0.00075423i,0.0017777+0.0010594i,0.0024796+0.00084432i,0.0015711-7.9591e-05i,0.00042198-0.00045972i,0.00011942-6.7337e-05i,0.00010309-6.5442e-05i,8.6519e-05-0.00028228i,-0.00049038-0.00030148i,-0.0011432-0.00035402i,-0.00099388-0.00021957i,6.3659e-05-0.00042701i,0.00034015-0.00042617i,-8.6268e-05-0.00012532i,-8.0928e-05+8.4547e-06i,0.00018197-0.00023909i,0.00044075-0.00041337i,0.00013989-0.00020854i,3.1083e-05+0.00015589i,0.00016245-0.00026494i
-0.0010184+0.0001786i,-0.0017417+0.00068804i,-0.00060399+0.0005595i,0.0007212+0.0010307i,0.00094644+0.0014256i,0.0019197+0.00085522i,0.0010712-0.00059089i,-0.00062636-0.00057798i,-0.00078164+0.00070541i,-0.00080592+0.00028583i,-0.00064026-0.00093548i,-0.00034587-0.0010049i,-0.00063923-0.00046456i,-0.00075936+0.00024658i,-0.00076847+0.00053615i,-0.00053367+0.00031143i,0.00039599-2.2895e-06i,0.0010531+2.7626e-05i,0.00075594+0.00040478i,0.00056661+4.7235e-05i,0.00052204-0.00036564i,0.00031304-0.00019169i,-0.00039448+0.00016223i
-0.00021335-0.00051689i,0.00075547+0.00054528i,0.00087535+1.6696e-05i,0.0010863-9.9848e-06i,0.002009+0.00048019i,0.0020457-0.00029749i,0.00076885-0.0013651i,-0.00040163-0.00052151i,-0.00082175+0.00032464i,-0.00078733-0.00083603i,-0.00025004-0.0010472i,-0.00014897-0.00065216i,-0.00085715+2.5737e-05i,-0.0012121-0.00047744i,-0.0011508-0.0013186i,-0.00052624-0.00029928i,-5.1417e-05+0.00011892i,0.00028471+0.00014857i,0.00074673+0.00083371i,-8.2067e-05+0.0013925i,-0.00089442+0.0012278i,-0.00087738+0.0010837i,-0.00017963+0.00071064i
-0.0014635-0.0017913i,-0.0015228-0.0010673i,-0.0019784-0.00036874i,-0.0023185+0.00011519i,-0.00089804+0.0010941i,0.0005791+0.0011947i,0.0010236+3.5575e-05i,0.00097978-0.00028725i,0.00089633-0.0008077i,0.00038655-0.001141i,-0.0003721-0.00054217i,-0.00093606-4.5293e-05i,-0.0011595+0.00035562i,-0.00014061+0.00035144i,0.0014908+0.00010974i,0.0011412+0.0009488i,0.00045521+0.0018569i,0.00052954+0.001157i,0.00033663+9.6306e-05i,-0.00034524-8.102e-05i,-0.00066369-0.0005499i,-0.00069428-0.0010262i,-0.0004614+0.00018649i
0.00020573+0.0017428i,0.0008161+0.001712i,0.00152+0.0020325i,0.00072338+0.0018368i,0.00072934+0.00098563i,0.0011982-0.00015213i,0.00059732-8.6576e-05i,-0.00051245+0.00045007i,-0.0006863+0.00033545i,0.00028044+0.0003806i,0.00061348+0.00077609i,-0.0001372+0.00067099i,-0.00097711+0.00056344i,-0.00049391+0.00069703i,0.00087661+0.00099995i,0.001263+0.00099799i,0.0005974+0.00041613i,0.00040961-0.00034994i,0.00036949+5.5339e-05i,0.00051757+0.0010882i,0.00041146+0.00082337i,0.00039183+0.00033255i,9.9471e-05+0.000427i
0.00066352+0.0023397i,0.0010913+0.00275i,0.0027167+0.0026028i,0.003973+0.0019208i,0.0033523+0.00036925i,0.0026456-0.0017359i,0.0019527-0.0019361i,0.00061144-0.001059i,-1.0351e-05-0.0012665i,-0.00026715-0.0021168i,-0.0013169-0.001704i,-0.0018535-0.0011949i,-0.0015663-0.00071222i,-0.0011448+0.00076085i,-0.00063695+0.0013028i,-3.0085e-05+0.00054161i,0.00031884-0.00014642i,0.0013716+0.0001799i,0.0015635+0.00070962i,0.00056767+8.2926e-05i,0.00047389-0.00032524i,7.5979e-05+0.00026738i,-0.00085759+0.0010456i
-0.0016762+0.00031356i,-0.0013969-2.2412e-06i,-0.0010127+0.00033276i,-0.0004276+0.0015961i,0.00093487+0.0012864i,0.0012692-8.786e-05i,0.00046981-0.00046814i,-0.00012593-0.00036451i,-0.00027422-0.00015181i,-0.00048919+0.00024249i,-0.00063729+0.00050345i,-0.00047274-8.1303e-05i,-0.00090335-0.00084605i,-0.0015001-0.0010553i,-0.0004269-0.0003058i,0.00021686+0.00012367i,0.0004341+0.00023415i,0.00081298+0.00062309i,0.0011+0.00045209i,0.00081956+0.00043571i,-0.00028634+0.00063104i,0.00023639+0.00023217i,0.0010914-0.00035618i
-0.0042644-0.0014336i,-0.0035794-0.00069345i,-0.0028342-0.00012554i,-0.0011233+0.0012487i,0.0010762+0.0017499i,0.0025044+0.00062795i,0.0019156-0.00022302i,0.0012845-8.4117e-05i,0.00081731+0.0001172i,0.00061753-9.4639e-05i,0.00066178-0.00047633i,0.0002339-0.00094604i,-6.5687e-05-0.00089385i,0.00037321-0.0013698i,0.0010383-0.0017228i,0.0013829-0.0012845i,0.0012372-2.4164e-05i,0.0014394+0.00060517i,0.00080272+0.00045246i,-4.2012e-05-0.00036864i,-1.6383e-05-0.000567i,-0.00040815+0.00010343i,-0.00077246-0.0001236i
-0.0013695-0.0021342i,-0.0024137-0.0015782i,-0.0033633-0.00053383i,-0.0021078+0.0012778i,-0.0004703+0.001585i,0.00083767+0.000604i,0.0012078-0.00037194i,0.00088448-0.00081616i,0.00055399-0.00074694i,0.00023048-0.00091423i,-0.00056223-0.0005416i,-0.00093239+8.6367e-05i,-0.00032432-0.00018705i,0.00087305-0.00034202i,0.0011803-0.0002033i,0.00096893-4.6243e-05i,0.00030807-2.4299e-06i,-0.00019428+0.00031873i,-0.00020293+0.00095182i,7.7266e-05+0.0010607i,0.00013927+0.00016275i,0.00015883-0.00022967i,1.935e-05-9.9385e-05i
0.0021649-0.0005946i,0.0015907-0.00077611i,0.0015612-0.0017857i,0.0013287-0.00070485i,0.0017594-0.00035017i,0.0018112-0.00103i,0.0012913-0.0003549i,0.0010597+0.00040106i,0.00050462-0.00010735i,-0.00024021-0.00035109i,-0.00093919-0.00055581i,-0.00097899-0.00029983i,-0.00041908+0.00026976i,1.7603e-05-8.719e-05i,0.00098676+2.553e-05i,0.0011904+0.00083371i,0.0010544+0.0010768i,0.0011379+0.00022438i,0.00031961+0.00015968i,-0.00028004+0.00016947i,0.0002181-0.00025364i,-0.00021706-0.00030914i,-0.00034306-0.00023703i
-0.0011401-0.00023967i,-0.0013579+0.00011008i,-0.00026402+0.001265i,0.0010066+0.0013372i,0.0016315+0.00054285i,0.0016661+0.00049112i,0.0010888-7.312e-05i,0.0004927-0.00056914i,0.00030216-0.0011309i,0.00021871-0.0013752i,-0.00035283-0.00087219i,-0.001052-0.0011759i,-0.0008441-0.00074716i,-0.00042469+0.00053563i,-0.00057683+0.00041399i,-0.00064951-0.00021107i,-0.0003175-0.00019014i,0.00032651-0.00013008i,0.00061465-2.84e-05i,0.00085908+0.00025375i,4.0754e-05-0.00017215i,-0.0004478-0.00068471i,-0.00029203-0.00027037i
0.0030496-0.00051665i,0.0029002-0.00046916i,0.0027356-0.00017832i,0.0026168-0.0006139i,0.0024205-0.0012746i,0.0012646-0.0019752i,0.00072411-0.0018851i,0.0002719-0.00077934i,0.00053251-0.00048678i,0.00063438-0.00064328i,-0.00023376-0.00041575i,-0.0010967+0.00020467i,-0.0011072+0.00024861i,-0.001201-0.00021013i,-0.00069644+0.00016111i,0.0001597+0.00095881i,6.2284e-05+0.00040733i,0.00036569-0.00053326i,0.00018558-0.00063982i,-0.00061788-0.00012176i,-0.00075003+0.00027308i,-0.00014006+0.0003395i,0.0007231+0.00023293i
-0.00073683+0.0001602i,-0.001304-0.00027498i,-0.0020466+0.00041015i,-0.0013882+0.0014304i,0.00052333+0.00099627i,0.0011836-0.00059522i,0.00019678-0.0010448i,-0.00029353-0.00081125i,-0.00037091-0.0010332i,-0.00027614-0.00079804i,0.00062547-0.00052543i,0.0011935+2.8599e-06i,0.00071066+0.00016755i,-0.000255+0.0001383i,0.00021247+0.0002568i,0.00064587-0.00013333i,0.00085898+0.00013374i,0.0010153+0.00055277i,0.00049058+0.00031111i,-0.00026991+0.00034393i,-0.00029923+0.00043419i,-0.00031941-3.7565e-05i,-0.00051583-0.00074207i
-0.00044896-0.00074265i,0.00028088-0.0013404i,0.0010705-0.0008265i,0.0019514-0.00056529i,0.0016672-0.0012575i,0.00048359-0.0010365i,8.2142e-06-0.00050397i,-2.8565e-05-0.00034757i,0.00010635-7.0668e-05i,-7.7417e-05-0.00053801i,-0.00060523-0.00067747i,-0.0011709-0.00012771i,-0.0012815+0.00028388i,-0.0011265+0.000662i,-0.00060165+0.0006003i,-0.00023539+0.00036084i,0.00032154+0.00024284i,0.00074338+0.00048408i,0.0007293+0.0010642i,0.00061458+0.0015651i,0.00033522+0.0013845i,-6.8856e-05+0.0006618i,-0.00081851+6.7115e-05i
0.002866+0.0018282i,0.0035048+0.00068398i,0.0041108+0.0001233i,0.0033448-0.00022474i,0.0023532-0.0012986i,0.0012066-0.0011418i,0.00067732+0.000163i,0.0010708+0.00033467i,0.0010726-0.00066941i,0.0005157-0.0015019i,2.8961e-06-0.0019744i,-0.00023646-0.0011983i,-0.0011093+0.00013018i,-0.00097116+0.00050559i,-1.9451e-05+0.00041705i,0.00039716-3.008e-06i,0.001883-1.0033e-05i,0.002043+1.386e-06i,0.00071078+0.00040143i,-0.00013409+0.0005295i,-0.00063892+0.00023347i,-0.00049582-0.00054556i,-0.00060166-0.00066318i
-0.002502+0.0015908i,-0.0018841+0.0007595i,-0.0022733+0.00072005i,-0.001506+0.0010214i,0.00071275+0.00060792i,0.0015422-0.00020089i,0.00029522-0.00086886i,-0.0002397-0.00093806i,-0.00014583-0.00057433i,-0.00027598-0.00044753i,-0.00022533-0.00053253i,0.00015068-0.00026656i,0.00019694-0.00063414i,0.00022122-0.0010159i,0.00034613-0.00087448i,0.0001688-0.00078596i,0.00030628-0.00050313i,0.00067238-0.00026977i,0.0005307-0.00013257i,-2.0462e-05-0.00010118i,-0.00014717+0.00018403i,0.00045341+0.00041924i,0.00065423-0.00021447i
0.00088741-0.0024108i,0.00041464-0.0020182i,0.0011213-0.0012245i,0.0017075-0.0016179i,0.0015672-0.0011866i,0.00067177+0.00018975i,0.00074237+0.0004167i,0.001105-0.00040305i,0.00091979+7.4262e-08i,1.4262e-05-0.00048205i,-0.00045505-0.0010453i,0.00018434-0.00015823i,-0.00027836+0.00041673i,-0.00031014+5.2983e-05i,0.00069569+0.00033826i,0.00098031+0.00023369i,0.0010951-0.0001761i,0.0010266-0.00013102i,0.00047894-0.00034948i,0.00027826-0.00088126i,0.00020091-0.00038692i,0.00012406+0.0001325i,0.00047527-0.00034963i
0.0015759+0.0032146i,0.0017881+0.0031873i,0.0009628+0.0025329i,0.00071569+0.0012519i,0.0014638+0.00028924i,0.0014769+0.00017255i,-1.2368e-05-0.00041961i,-0.00064506-0.00033675i,-4.1108e-05+0.00020869i,0.00068497-0.00038656i,-6.9687e-05-0.00051207i,-0.00073532+0.00011067i,-0.0007835+0.00078992i,-0.001367+0.00072099i,-0.0012837+0.00050818i,-0.00034223+0.00082892i,-0.0006183+0.00056092i,-0.0004829+0.0001094i,0.00018955-2.5984e-05i,-3.7756e-05-0.00029404i,-0.00036986-0.00032504i,-0.00055825+0.00036044i,-0.0001668+0.00028314i
0.00092427+0.0011179i,0.00054863+0.00094835i,0.0014814-0.00018899i,0.0023714-0.0011916i,0.0022666-0.00090619i,0.0016661-0.00050713i,0.00048302-0.00036897i,-0.00083486+2.9959e-05i,-0.0005414-0.00026098i,-0.0004299-0.00058409i,-0.0010884-0.00072492i,-0.0010157-0.00043052i,-0.00099142+0.00044726i,-0.00088425+0.0012197i,-0.0011073+0.00083193i,-0.00027217-0.00029902i,0.00083615-0.00043728i,0.00087508+0.00080859i,0.00078447+0.00088302i,0.00074191+0.00019132i,0.00055383-1.4763e-05i,0.00014221+5.3439e-05i,-0.00012815+5.5037e-05i
0.00090083-0.0001492i,0.00083076-0.0003035i,0.001119-0.00080402i,0.0010513-0.0010818i,0.0014689-0.0011436i,0.0015854-0.0010959i,0.0011327-0.0010608i,0.00041202-0.00047551i,0.00029759+4.1324e-05i,-3.4301e-05-0.00044328i,-0.00037004-0.00062828i,-0.00060838-0.00036833i,-0.001172-0.00019222i,-0.00090214-0.00052054i,-0.00028589-0.00036378i,-0.00072299+0.00066333i,-0.00084682+0.00065164i,-2.9997e-05+0.00026253i,0.00063134+0.00063213i,0.00024489+0.00027762i,-0.00025924-0.00015147i,-0.00032098-0.00023117i,0.00049389-0.00073781i
0.00056015+0.00055926i,0.0012944+0.00073502i,0.0021015-2.8854e-05i,0.0026024+5.4749e-05i,0.0022758+0.00073244i,0.0022083+0.00041827i,0.0015377-0.00058319i,0.00069363-0.00086675i,0.0010473-0.00026436i,0.0016604+5.2452e-05i,0.00055267-0.00053031i,-0.0015191-0.00073293i,-0.0019413-0.00034732i,-0.00051495+0.00059141i,0.00069104+0.0015974i,0.001304+0.0016724i,0.0012844+0.0010224i,0.0014649-4.9437e-06i,0.0012817-0.00013949i,0.00099221+0.00025951i,0.0003417+0.0004515i,-4.1626e-06-5.976e-05i,-6.3804e-05-0.0005379i
