-0.002567-0.00023634i,-0.0023964-0.00049275i,-0.0020384+0.00046376i,-0.00066792+0.0014501i,0.00012889+0.001836i,0.00039327+0.0017363i,0.0002323+0.0017649i,9.9464e-05+0.0016301i,0.00067887+0.0011029i,0.0010266+0.00027526i,0.00094438-0.0002979i,0.00080299-1.8552e-05i,0.00072523+0.0003865i,0.00030124+0.00059439i,0.00016308-0.00043149i,0.00056501-0.0014756i,0.00044705-0.00060324i,0.00064788+0.00061257i,0.00021787+0.00088219i,2.4321e-05+0.00049731i,0.00021252-0.00022056i,-0.00015216-0.00028515i,0.00029877+0.00051142i
-0.00047041-0.0015594i,-0.00076406-0.00084595i,-0.0020604-0.00062261i,-0.0016398-0.00081059i,-0.001062-0.00079715i,-0.00092518-0.0010795i,-0.00057544-0.0008265i,-0.00041046-0.00059714i,-0.0006776-0.000311i,-0.00071521-0.00055279i,-0.00092768-0.00059061i,-0.00069143+0.00028766i,0.00013792-0.00025481i,0.0010757-0.00037672i,0.0014267+0.00023181i,0.00043325+0.00025196i,-0.00072161+0.00019175i,-0.00075708+0.00041179i,-0.0005558+0.00051431i,-0.00046567+0.000425i,-0.00023076+0.00046875i,-0.00021604+0.00088644i,-0.00052872+0.00054641i
0.0012779-0.00057162i,0.0010429-0.00051258i,0.00069694-0.0014103i,5.5705e-05-0.0014865i,-0.0003866-0.0007935i,0.0001346-0.00073031i,0.00061071-0.00050122i,7.5327e-05-0.00047817i,-0.00039657-0.00040604i,-0.00047513+0.00015153i,-0.00038862-0.00019008i,5.5646e-05-6.2771e-06i,0.0001696+0.00036911i,-0.00030221+0.00012978i,-0.00022104+0.00062537i,4.0906e-05+0.00053908i,-1.5189e-05-0.00080249i,0.00058231-0.00073686i,0.0010157+0.00042505i,0.00087888+8.1439e-05i,0.00031443-0.00077207i,-0.00033272+0.00025352i,-0.00076479+0.00090558i
0.0014147-0.00055066i,0.00093625-0.0012741i,0.0010539-0.0018659i,0.00050887-0.0013718i,-0.0010054-0.0005828i,-0.0011591-0.00015298i,-0.00033365-0.00022421i,0.00022147-0.00093485i,0.00039175-0.00063595i,-0.00025703+0.00066713i,-0.00030683+0.0011831i,-0.00013448+0.0016103i,-0.00011391+0.001191i,-0.00045889+0.0010431i,-0.00064443+0.0010403i,4.0501e-05+0.00012512i,0.00016475-0.00044115i,0.00036321-0.00034131i,0.00061445+5.4799e-06i,0.00055465+0.00064715i,0.00021872+0.00045734i,-0.00017224-0.0007807i,-0.00044906-0.00095176i
0.00024215+0.00084507i,0.00011962+0.0013363i,-3.3501e-05+0.0016434i,-0.00072838+0.0022352i,-0.0010654+0.002283i,-0.0015205+0.0011391i,-0.00082686+0.00065243i,-0.00054752+0.0013159i,-0.00047338+0.0012359i,-0.00020193+0.00033772i,2.0524e-05-0.00032713i,0.00023595+0.00033156i,0.00021094+0.00064966i,0.00028599+0.00049143i,0.00038557-0.00022349i,0.00025616-0.00073906i,0.00014791-0.00044747i,4.8917e-05-0.00037881i,-0.00011441+0.00034836i,-0.0003623+0.00031113i,-0.00027174-5.0128e-05i,9.6968e-05-0.00027601i,0.00016487-0.00091262i
0.00022265-0.00025095i,0.00015894-0.00056159i,0.00019249-0.00045318i,-0.0004546-0.00012042i,-0.0014169-2.7979e-05i,-0.0012156-2.1665e-05i,-0.0008068-0.00012017i,-0.00089248-0.00067747i,-0.0014083-0.0009146i,-0.0012453-0.00089788i,9.6174e-06-0.00024697i,0.00047777+0.00032976i,0.00030334-0.00048412i,0.00073191-0.001294i,0.00027157-0.0010573i,-0.00042283-0.00049604i,-0.00012125-0.00051236i,-9.5979e-05-0.00022048i,8.6426e-05-0.00031788i,0.00075622-0.00092359i,0.0006458-0.00068184i,0.00017496+6.3909e-05i,-0.00016339-5.2426e-05i
0.00024748-0.00091964i,-0.00030986-0.00031893i,-0.001111-0.00056257i,-0.00092295-0.00096385i,-2.7827e-05-0.00061961i,-0.0003036-0.0013652i,-0.00092299-0.0015025i,-0.00078585-0.00031264i,-0.00033162+0.00039724i,-0.00010423+0.00071931i,-0.00021511+0.00045044i,0.00011359+0.000237i,0.00026961+0.00048593i,0.00012933+7.0042e-05i,-0.00039262-0.00050145i,-0.0010075-0.00047851i,-0.00044996+0.000188i,3.5029e-05+2.7858e-05i,-9.9838e-05+5.4259e-05i,-0.00018229+0.00020287i,-0.00066908-0.00063059i,-0.0013321-0.0010158i,-0.00091581+6.005e-05i
0.0016477-0.0017851i,0.00015881-0.0015492i,-0.00048153-0.0022099i,-0.0011559-0.0017563i,-0.0018163-0.00086747i,-0.0014104-0.00067902i,-0.00092731-0.00048674i,-0.00059721-0.00030082i,-0.00062018-0.00077121i,-0.00058424-0.00023728i,-0.00042023+0.0009129i,-0.00042686+0.00088115i,0.00020839+0.00054044i,0.0011932+0.00054384i,0.0011466+0.0014175i,0.00087937+0.0010168i,0.0005768-0.00056243i,-0.00017951-0.00077081i,-0.00021347+0.00011458i,2.249e-05+0.00038192i,-0.00098315+0.00023044i,-0.0014854-0.00011979i,-0.00066179-0.00050196i
0.0018232+0.001495i,0.0016658+0.0006789i,0.00078883+0.00028762i,-0.00032879-2.689e-06i,-0.0010099-0.00018179i,-0.00089093+7.5717e-05i,0.00017744-7.104e-05i,0.00065083-8.0441e-06i,0.00050906-9.0894e-05i,-4.2444e-05-0.00040734i,-0.0004713-0.00062884i,-0.00088731-0.00080092i,-0.0012458+0.00045169i,-0.0011255+0.00096553i,-0.0010769-0.00019037i,-0.00048475-0.00082975i,-7.8102e-05-0.001156i,-1.2247e-05-0.00090289i,0.00042109-0.00083387i,0.00094939-0.00085082i,0.00038717-0.0008283i,-0.00053872-0.00049647i,-0.00047395+2.8459e-05i
-0.0019722-0.00022105i,-0.00148-0.0005303i,-0.00089555-0.00073264i,7.9988e-05-0.0002254i,0.00025683+0.00020025i,-0.00021899-0.00025013i,-0.00027795-0.0011768i,-0.00035585-0.0011398i,-0.00043579-0.00057816i,-0.00042959-0.00051094i,9.761e-05-0.00056121i,0.0012005-0.00062349i,0.0012161-2.3623e-05i,0.00042499+8.4486e-05i,0.00033612-0.00060897i,0.00050457-0.00064816i,8.1143e-05-0.00045235i,5.3176e-05-0.00025063i,0.0010595-0.00030236i,0.0010606-0.00034581i,0.00027564-0.00019052i,-0.00033399+0.00047687i,-0.00033163+6.0603e-05i
-0.00069969-0.00061101i,-0.00040174-0.00023083i,-0.001772+5.3148e-05i,-0.0020756+0.00027545i,-0.0013521+0.00052015i,-0.00058598-0.00017412i,-0.00058884-0.00093471i,-0.00059989-0.0012608i,-0.00036542-0.00068633i,0.00058366-5.9111e-05i,0.00025437+0.0004234i,6.7793e-05+0.00072918i,6.9091e-05-0.00013666i,-6.2195e-05-0.00063044i,0.00032129-0.00050931i,0.0002792-0.00065872i,-9.4051e-06+7.0314e-05i,-5.283e-05-6.7762e-05i,-0.00027091-0.0015249i,-0.00045499-0.0016543i,-0.00057743-0.00062254i,-0.00025545-0.00030457i,0.00020045+0.00011595i
0.00070643-0.00088084i,0.00070659-0.00028455i,0.0003622+0.00039153i,0.0005398+0.0014453i,0.00016351+0.0018287i,-0.00057985+0.0018691i,-0.001047+0.0014001i,-0.00091235+8.7948e-05i,-0.0001948-9.9205e-05i,0.00070982+0.00021487i,0.00046457+5.6261e-05i,-0.00012385-0.00041652i,-0.00033006-0.00022822i,-0.00031685+9.7165e-05i,0.00016549-0.00070604i,0.00018135-0.0011809i,-0.00033185-0.0013673i,-0.00043759-0.0010547i,-0.00010001-0.0013535i,0.00013439-0.0011645i,0.00023837-0.00034418i,0.00035785+0.00017137i,3.802e-05+7.5427e-05i
-0.0020973+0.0012734i,-0.0017089+0.00088874i,-0.001289+0.0012951i,-0.00044703+0.0014442i,0.00053223+0.00065209i,0.00025163-0.00011455i,-0.00060416-0.00055159i,-0.00083592-0.00032647i,-0.00059924-9.8445e-05i,-0.00050288+0.00012969i,0.00015954+0.00090736i,0.00059199+0.00063148i,-4.014e-05-0.00047104i,-0.00050176-0.00087251i,3.1006e-05-0.00074149i,0.00029334-0.00080131i,-6.9994e-05-0.0011586i,0.00014334-0.0010986i,-0.00031165-0.00027982i,-0.00011375+0.00035538i,-1.9551e-05+0.00058217i,-0.00066881+0.00067468i,7.9382e-05+0.00065973i
-0.0016793+0.0011577i,-0.0015641+0.0007973i,-0.0010254+0.0010297i,-0.0010439+0.00060691i,-0.00039928-0.0013187i,0.00023442-0.0019251i,-0.00023173-0.0007003i,-0.0012138+0.00037435i,-0.0012677+0.00046301i,1.4822e-05+0.00013778i,0.0012428+0.00021369i,0.0013302-6.6731e-05i,0.00089551-0.00015744i,0.00023307-6.9399e-06i,-0.00021557-0.00061214i,-9.4798e-05-0.00048784i,-0.00025614-3.2537e-05i,-0.00058567-0.00050758i,-0.00095658-0.00094951i,-0.00050471-0.00032778i,-5.6472e-05+0.00044429i,-0.0005424-2.282e-05i,-0.00078448-0.00017758i
-0.00013999+0.00070596i,0.00015465+0.0012315i,0.00081791+0.0017525i,0.00071708+0.0010358i,-0.00061532+0.0010069i,-0.0017565+6.9264e-05i,-0.0012081-0.00065459i,-0.00037279-0.00049919i,-0.00021019+9.3594e-05i,0.00010292+0.00056544i,0.00114-0.00025441i,0.0012325-0.0012034i,0.00059007-0.0010161i,0.00051505-0.00068504i,2.9212e-06-0.00027122i,-0.00097171-0.00021167i,-0.00089308-0.00072141i,-0.00013476-0.000723i,-0.00038951-0.00027717i,-0.00019707-0.00023301i,1.3217e-05-0.00018794i,-5.4131e-05+0.00055359i,0.00064507+0.0007656i
-0.002495-0.00077778i,-0.0019447-0.00012774i,-0.0019074+0.00093883i,-0.0014572+0.0012842i,-1.5273e-05+0.00078768i,0.00063208-3.5954e-05i,-0.00036988-0.0002038i,-0.00060482-0.00024898i,-0.00022288-0.00025421i,0.00072889-0.00041082i,0.00098968-0.0004942i,0.00032231+0.00023016i,0.00046899+0.00020755i,0.00093453-0.00065679i,0.00086671-0.00038491i,0.00045873+0.0004454i,0.00038163+0.00047135i,0.0010082+9.2201e-06i,0.00089517-0.00047703i,0.00035076-0.00069014i,5.1432e-05-0.0002995i,-0.00019773-7.1268e-05i,-0.00017143-0.00038178i
0.0012315-0.00031475i,0.00020616+0.0007181i,-0.00072402+0.00074474i,-0.0010028+0.0003675i,-0.0011871+0.00059304i,-0.0013136+0.0004195i,-0.00063146-8.718e-05i,8.9472e-05-7.6817e-06i,-0.00081349+2.6149e-06i,-0.0011689-0.00041489i,-0.00049677-0.00045041i,-0.00059841-0.00062792i,-0.00045139-0.00046384i,0.00017109+0.00011599i,0.00062464+1.5177e-05i,0.00076396-0.00037803i,0.00088112-0.00061013i,0.00094093-0.0004873i,0.00065634-0.00011017i,-0.00013856+0.00027648i,-0.0008682+0.00067094i,-0.0012793+0.00061533i,-0.00094289+0.00031529i
0.00030351+0.0020062i,0.00029979+0.0017244i,-0.00068076-4.6355e-05i,-0.00086772-0.0011245i,-0.0010978-0.00063626i,-0.001649+0.00058941i,-0.0015204+0.0013896i,-0.0012551+0.00057895i,-0.0010621-0.00047677i,-0.00084009-0.00068664i,-0.00086235-0.00044087i,-0.00033866+6.1969e-05i,1.0638e-05+0.00045325i,-1.3624e-05+0.00065916i,-0.00059112+0.00033421i,-0.00097867-0.00041094i,-0.0010359+0.00011042i,-0.00071887+0.00026476i,-9.6516e-06-0.00043011i,0.0005243-0.00041587i,0.00010163-0.00061728i,0.0001469-0.00078244i,0.00016082-8.4709e-06i
0.00080749-0.00062931i,0.0006321-0.00050434i,0.00076073-0.00094245i,0.00023384-0.00086343i,-0.00065122-0.00011081i,-0.00098975+0.00029082i,-0.00059584+0.00078233i,-0.00033796+0.0014398i,-0.00022929+0.00085325i,-0.00017339+0.00037127i,-0.00094387+5.148e-05i,-0.00080191-0.0002098i,-0.00024083+0.00021571i,-0.00028948-0.00016242i,5.3887e-06-0.00090217i,-0.00037488-0.00091185i,-0.00055664-0.001194i,-4.8672e-05-0.00041429i,0.00028501+0.0011295i,0.00023814+0.00015774i,-3.8125e-05-0.0010858i,0.00011624-0.00044651i,-0.00022134-0.00019601i
-0.0010168-0.0030318i,-0.001591-0.002265i,-0.002148-0.00013887i,-0.0015904+0.0007085i,-0.00058968+0.00040548i,-0.00023058-3.0651e-05i,0.00013887-0.00045644i,-0.00026008-0.00029507i,-0.0010991+7.8497e-06i,-0.0008074-2.5039e-05i,0.00017915-0.00016988i,0.00049959-5.5702e-05i,0.00088172+0.00012217i,0.00116-0.00021838i,0.00116-0.00078149i,0.0011822-0.00083695i,0.0012112-0.00041458i,0.001096-0.00061953i,0.00092965-0.0010465i,0.00079449-0.0010801i,0.00045502-0.00070007i,-0.00026734-0.00051682i,-0.0001586-0.00081359i
-0.00025087+9.9464e-05i,0.000581+7.1126e-05i,0.0016542+0.0015877i,0.0015318+0.0019678i,0.00098976+0.0014018i,0.00094555+0.00046379i,0.00096477-0.00051118i,0.00013501-0.00042211i,-0.00025042-0.00018676i,-1.4827e-05-0.00038744i,5.5165e-05-0.00078429i,-0.00028786-0.00071535i,0.00019258-7.705e-05i,0.00056959+0.00044068i,0.00018216+3.3943e-05i,9.6483e-05-0.00015464i,0.00054712+0.00044715i,0.00059973+0.00038554i,0.00039525-0.00010805i,0.00053798-0.00038806i,0.0014421-0.00039117i,0.0015459-0.0006585i,0.0003188-0.00055026i
0.00075144+0.0014955i,0.00038341+0.0016902i,0.00027717+0.00031585i,-0.00032561-0.00036362i,-0.0011871+0.00014578i,-0.0018485-7.8527e-05i,-0.0016913+0.00011122i,-0.00088133+0.0003671i,-0.00069597+0.0003473i,-0.00087165+0.00031703i,-0.00081063+0.00036708i,-0.00046726+0.00042702i,0.0001+0.00021277i,-0.00025395+0.00019674i,-0.00055346+0.00068805i,0.00053419+0.00026805i,0.0014462-0.00050953i,0.0007454-8.283e-05i,0.00015442+0.00042594i,5.7758e-05+0.00023429i,-0.00053863-8.5983e-05i,-0.000817-0.00031025i,-0.0005431+0.00019572i
-0.0015356+4.2301e-05i,-0.0027094+0.00040872i,-0.0019338+0.0006148i,-0.00033114-0.00011171i,0.00035561-0.00059345i,-0.00017057+0.00048932i,-0.00085951-0.0001553i,-0.0010304-0.0012334i,-0.00096604-0.0010941i,-8.5586e-05-0.00055493i,-8.3647e-05-0.00012149i,-0.00066405-9.467e-05i,-0.00026253-0.00090868i,0.00052775-0.0011271i,0.00054533-0.00053181i,0.00020314-0.00068599i,-0.00040697-0.00091692i,-0.00024348-0.00071206i,0.00034003-0.00054394i,0.00041301-0.00019881i,0.00031007+0.00087321i,-0.00039784+0.0007883i,-0.00076628+0.00041583i
-0.00074228-0.0010073i,-0.00029953-0.0010716i,0.00078964-0.00067427i,0.00083279-0.00030747i,0.00041744+8.7201e-05i,0.00015324-0.00011381i,0.00015854-0.00039207i,-0.00015209-0.00024108i,-0.00067253-0.00038112i,-0.00037455-0.0007625i,0.0002879-0.0005397i,0.00059825+0.00011962i,0.00047523-0.00019171i,0.0005436-0.00049458i,8.1782e-05-0.00046291i,-0.00067264-0.0013305i,-0.00033785-0.00098677i,0.00015456-7.8015e-05i,-0.00028955+0.00012977i,-0.00061878+0.00055008i,-0.00057837+0.001438i,-0.00040358+0.0015564i,-4.6392e-05+0.0009735i
0.0016665-0.0019116i,0.00080631-0.0012142i,-0.00052519-0.00075902i,-0.0006272-0.00050347i,-0.00077298+8.796e-05i,-0.00085729+0.00047167i,-0.00020771+0.00019158i,6.9686e-07-0.00048531i,-0.00060489-2.6554e-05i,-0.00087593+0.00033962i,-0.00055716-0.00034594i,-0.00016707-0.00058137i,0.00010865+0.00051163i,0.00055676+0.00082231i,0.00069183+0.00019215i,0.00029456+0.00037372i,0.00046655-0.00019909i,0.0010111-3.2059e-05i,0.0011371+0.00089691i,0.0011384+0.0010477i,0.00029197+0.0003247i,-0.00048155-0.00017715i,-0.00045231-0.00024725i
3.6736e-05-0.0010638i,-0.00080803-0.0015883i,-0.00088537-0.0011531i,-0.00096357+0.00029851i,-0.0017974+0.00092735i,-0.0026483+0.00092345i,-0.0014888+0.0010963i,-0.00025497+0.00052324i,-0.00013918+2.3199e-05i,0.00039664-0.00020719i,0.0012241-0.0006972i,0.00067075-6.066e-05i,-0.00044952+0.00076399i,-0.00059857+0.00028882i,-0.00063284-0.001138i,-0.00072671-0.0014572i,-0.00081206-0.00097169i,-0.00027254-0.00030728i,0.00065524-0.00013879i,0.00041712-0.00075093i,-0.00012937-0.00074664i,-0.00057685-4.2321e-05i,-0.00090955+0.00037242i
-0.0011812-0.0017999i,-0.0017632-0.0009339i,-0.0032769+0.00035786i,-0.0023937+0.00065539i,-0.00079342+0.00049469i,-0.00035682+0.00044519i,-0.00037262-0.00037578i,0.00018289-0.0013163i,0.0010576-0.0011022i,0.00020959-5.0527e-05i,-0.00067391+0.00028366i,-0.00042602-0.00071771i,-0.00016193-0.00096506i,0.00035745-0.00089115i,0.00089723-0.00090818i,0.00031971-0.001147i,-0.00041587-0.00073224i,-5.8316e-05+0.00048344i,0.00067025+0.00055257i,0.0011602-0.00055944i,0.00047277-0.00070908i,-0.00010538-0.00052076i,0.00036098-0.00028971i
0.0022409+0.0012793i,0.001521+0.0012503i,0.00051055+0.00097122i,-0.00084405+0.00041106i,-0.0015958-0.00088941i,-0.0010942-0.00092853i,-0.00092979-1.9777e-05i,-0.001396+0.00031263i,-0.0010599+0.00051607i,-0.00083781+0.00044301i,-0.00047647-0.00013265i,0.00027438-0.00028235i,-6.1748e-05-0.00018697i,-0.00073813+0.00018933i,-0.00064933-9.5899e-05i,-0.00019279-0.00053025i,-0.0002425-0.00010242i,-0.00099416+0.00053915i,-0.00063438+0.00070546i,0.00064864+0.000404i,0.00072512+0.00016884i,-0.00020607+0.00017772i,-0.00038219-6.2674e-05i
-0.00020386-0.0015563i,-0.00088025-0.0015473i,-0.0024781-0.00075543i,-0.0029602+0.00071364i,-0.0016546+0.0012208i,-0.00015083+0.00050987i,5.4578e-05+0.00010462i,-0.00070014-0.00034646i,-0.00083872-0.00059784i,-0.00039128-0.0001826i,-0.00024827+0.0005762i,-0.00017773+0.0011555i,-0.00015064+0.000677i,9.5592e-05+0.00035792i,0.00067536-4.2771e-05i,0.0012755-0.00064033i,0.0010125-0.00092605i,-0.00021852-0.00039209i,2.1272e-05+0.00026362i,5.2094e-05-0.00017557i,-0.00068111-0.00069141i,0.00011557-0.00026891i,0.00088126+0.00019358i
0.0010576-0.00098812i,-0.00013178-0.0012168i,-0.00062966-0.00083463i,-0.00079282+6.1998e-05i,-0.0012036-0.00021281i,-0.0010287-0.00022378i,-0.00079099-5.1293e-06i,-0.00077557-0.00015677i,-0.0006295-0.0007053i,-0.00096478-0.00047334i,-0.001123-0.00013802i,-0.0003433-0.000326i,0.00089532-0.00050507i,0.001137-0.00052566i,0.00070157-0.00025699i,0.00075302-0.00026843i,0.00058136-0.00020662i,0.00011528-0.00030939i,0.00019272-0.00020194i,-0.00022489+0.0002866i,-0.00063751+0.00040915i,-0.00011346+0.00042978i,0.00058333+0.00037066i
-0.00084868+0.0011594i,0.00022016+0.00072452i,0.00068445+0.0013506i,0.0012521+0.00068426i,0.0013404-0.00058697i,0.00078803-0.00044481i,0.00078374-0.00077838i,5.3297e-05-0.00023462i,-0.00080976+0.0007912i,-0.00086669+0.00040822i,-0.00055253-0.00015278i,-3.2785e-06+3.0702e-05i,-0.00055651-6.3861e-05i,-0.00064327-0.0005016i,0.00026696-0.00081173i,0.0001273-0.0005183i,-9.88e-05-0.00061302i,-2.3488e-05-0.00070172i,-0.00021397-0.0003081i,-0.00037738-0.00069819i,-0.00038087-0.00071529i,-0.00032089+0.0001268i,-0.0001061+0.00025724i
-0.0010023-0.0013592i,-0.001424-0.00045894i,-0.0010928+0.00072136i,-0.00039901+0.0012102i,-0.00019251+0.0015599i,-0.00044298+0.001522i,-0.00050675+0.0010734i,-0.00069758+0.00053208i,-0.0002743+9.2918e-05i,0.00033347-1.3715e-05i,-0.00027041-0.0002314i,-0.00048113-0.00033073i,0.00024387-0.00024i,0.00019861-0.00023275i,0.0005835-0.00047271i,0.00032823-0.00017486i,-0.00044162+0.00030824i,-0.0004916+1.2438e-05i,-0.00010897-0.00032275i,0.00016654-0.00032958i,0.00048908+0.00037188i,0.00043428+0.0009208i,0.00046501+0.00056729i
8.5718e-05-0.0010179i,-0.00071486+2.0857e-06i,-0.0019435+0.0010175i,-0.0012577+0.00025856i,0.00080249-0.00046363i,0.0010646-0.00067722i,4.1676e-05-0.00040682i,-2.3605e-06-7.2218e-05i,0.00026879-9.1563e-05i,0.00016606-0.0005027i,-7.5199e-05-0.00088892i,-0.00023477-0.0010144i,-9.3952e-05-0.0014077i,0.0010948-0.0012487i,0.001187-0.0007124i,-0.000153-0.00075873i,0.00014583-0.00059646i,0.0003943-2.9532e-06i,0.00077091-0.00042392i,0.0013919-0.00097111i,0.00098186-0.0011088i,-0.00013979-0.00088341i,-0.00074599-0.00020965i
-0.00082921-8.6574e-05i,-0.00069475+0.0010236i,-0.00047524+0.0018453i,-0.00024567+0.0016378i,0.00037724+0.00024256i,-0.00020026-0.00011408i,-0.00098364+0.00027798i,-0.00087165+0.00058876i,-0.00068659+0.00029255i,-0.00010194-0.00025781i,0.00025699-0.00045309i,-0.00084019-0.00020136i,-0.00090889-0.00021834i,-0.00097474-0.00041669i,-0.0016362-0.00063712i,-0.00032906-0.00077367i,0.00065687-5.8567e-05i,5.3016e-05+0.00012653i,-6.4455e-05-9.0679e-05i,-0.0002313-0.0004836i,-0.00063841-2.3986e-05i,-0.00080067+0.00061766i,-0.00071914+0.00029395i
-0.0015042+0.00098479i,-0.0012113+0.0014074i,-0.00054078+0.0011448i,0.00012883+0.00034248i,0.00012331+0.00026774i,0.00034774-0.0002681i,0.00021135-0.00061195i,-0.00076385-0.00058074i,-0.001428-0.00028926i,-0.00048199-0.00049342i,0.0006406-0.00093985i,0.0011835-0.00051081i,9.1843e-05+0.00020978i,-0.0012815-0.00075635i,-0.0012049-0.001797i,-0.00012926-0.001597i,0.00057169-0.00079828i,0.00042869-0.00029947i,0.00064781+0.00020122i,0.00057665+0.00037176i,-8.6414e-05+0.00039916i,-0.00026528+0.00041276i,-0.00015752+3.6702e-06i
-1.7373e-05+0.0010066i,-0.00035539+0.00085185i,-0.00027518+0.00024851i,-0.0004124-0.00058257i,-0.00089741-0.00083269i,-0.0010116-7.1777e-06i,-0.00036534+0.0001413i,-0.0001167-2.6851e-05i,0.00025357+8.3513e-05i,0.00051355+0.0005848i,0.00012442+0.00082243i,-0.00059998+8.7088e-05i,-0.00080728-0.0001858i,-0.00071554+0.00023434i,-0.00049687+1.1306e-05i,0.00020747-0.00027812i,0.00074021+0.00047547i,0.00055709+0.00072848i,0.00067109+0.0006476i,0.00049964-0.00022144i,0.00048121-0.00063203i,0.00035484+0.00038509i,0.00031551+0.00067946i
-0.0006367-0.0012848i,-0.0007299-0.00066308i,-0.00067942+0.00028759i,-0.00089813+0.0010323i,-0.00092442+0.00077527i,-0.00075227-0.00025768i,-0.00088943-0.00076397i,-0.00044072-0.00076122i,-0.0001667-0.00055632i,0.00034404-0.00081959i,0.00061522-0.00040997i,0.00058743-0.00026038i,0.00058698+6.109e-05i,0.00053045+0.00042991i,0.00021684-1.9949e-05i,0.00023921+7.8078e-06i,0.00034641+0.00038046i,0.00050681+7.2834e-05i,0.00030248-0.00021329i,-7.5914e-05+0.0005104i,-0.00010268+0.00080222i,-0.00050554+0.00036468i,-0.00060431-0.00015881i
-0.00065699-0.0010033i,-0.00050013-0.0013148i,-0.0019038-0.0014673i,-0.0023599-0.00052046i,-0.0010283+0.00082835i,-0.00017557+0.00097608i,2.7904e-05+0.00010246i,-7.9388e-05-0.00016166i,2.3072e-05+0.0005249i,-5.3208e-06+0.00049488i,-0.00038355+0.00011029i,-0.00030079+8.9594e-05i,-3.2976e-05-0.00023043i,0.00052416-0.00073852i,0.00041864-0.00074138i,-0.00023704+0.00015911i,-0.00018369-0.00012021i,-0.00017166-0.00034207i,-0.00077306+0.00029335i,-0.0010148+1.0656e-05i,1.1761e-05-0.00020118i,0.00055062+0.0003903i,0.00025058+0.0005298i
0.00011319-0.00034279i,-0.00060404-0.00019942i,-0.0012738+8.2892e-05i,-0.00087681-0.00060657i,-0.00051826-0.001029i,-0.0010089-0.0010253i,-0.0010171-0.00040755i,-0.00023431+0.00053277i,-0.0003245+0.00084893i,-0.0010332+0.0008054i,-0.00066008+0.0002974i,0.00040637+3.3106e-05i,0.00063042+0.00034209i,0.00016431+0.00063462i,-0.00064937+0.00038337i,-0.00042624-0.00020211i,0.00048461-0.00028763i,0.0006933+0.00021902i,0.00030374+0.00036328i,-0.00031735-8.4579e-05i,-0.00063288-0.00083249i,-0.00094145-0.0011628i,-0.00083078-0.00035106i
-0.0016141-0.001229i,-0.0010785-0.00050487i,-0.0021175+6.0747e-05i,-0.0016709+0.00031949i,-0.00081956+0.00098889i,-0.00046024+0.0012501i,0.00027072+0.00077561i,0.00051623-8.627e-05i,0.0002536-0.00080039i,0.00013305-0.00040611i,0.00040901-0.00021322i,0.00087046-0.00031636i,0.0014454-0.00066947i,0.0018143-4.1112e-05i,0.0015534+0.00079392i,0.00052816+5.9964e-06i,0.00033899-0.00048351i,0.00060989-0.00079163i,0.00041123-0.00043333i,0.00016251-0.00014107i,-0.0010028+2.7085e-05i,-0.0012659+0.00026132i,-0.0003039+0.00037211i
0.0016877+0.0015298i,0.0013626+0.0017585i,0.0025091+0.0013967i,0.0022191-8.0523e-05i,0.00055676-0.0011476i,-0.00056798-0.001778i,-0.00069185-0.0017548i,0.00013929-0.00016768i,0.00035813+0.00068912i,0.00039865+0.00024253i,0.00012325-0.00010078i,5.6367e-05-0.00029283i,0.0003566-0.00047627i,3.1277e-05-0.00052672i,-0.0014455-0.00088886i,-0.0016006-0.00095439i,-0.0004138-0.00079303i,0.00055317-0.00011611i,0.00051138+0.00047637i,0.00028273+0.00024957i,0.00023183+0.00030913i,6.0497e-05+0.00024108i,-0.00079728-9.2084e-05i
-0.0023791+0.00013217i,-0.0016468+0.00094979i,-0.0023231+0.001429i,-0.0016987+0.0019056i,-0.00052154+0.0024443i,-0.00012661+0.0010138i,-0.00036459-0.00011425i,-0.00037488+6.202e-05i,-0.00020292+0.00031209i,-0.00042012-5.3966e-05i,-0.00032384-0.00024946i,0.00052436-0.00024809i,0.00044448-0.00026097i,0.00085971-0.00021506i,0.0018572-0.00019371i,0.0014123-0.00044689i,0.00052052-0.000424i,0.00052591+0.0003228i,0.00015271+0.00027951i,-0.00018155-0.0004339i,-0.00060627-0.00015337i,-0.0011472+8.4323e-06i,-5.8713e-05-0.00076765i
0.00058636+0.002175i,0.0010765+0.001289i,0.0010213+0.0016121i,0.00096203+0.00070538i,0.00067189-0.0011605i,-0.0006705-0.001477i,-0.0012358-0.00039188i,-0.00050125-7.8724e-05i,-0.00050957-0.00029202i,-0.00049255+0.00022233i,-9.5877e-05+0.00044251i,-0.00035205+0.0002448i,-0.00044185-6.5454e-05i,-0.00041585-0.00023646i,-0.00015097-0.00090527i,-1.8036e-05-0.0014713i,4.44e-06-0.0012323i,-0.00010228-0.00044239i,-0.00089201-0.00026679i,-0.0011823-3.2107e-05i,-0.00083506+0.00051959i,-0.00066527+0.00069637i,-0.00044786+0.00042593i
