0.0029134+0.00041887i,0.002181-0.0002311i,0.00023087-0.0014254i,-0.00036451-0.0026315i,-0.00075731-0.0012137i,-0.001063+0.0013033i,-0.0013353+0.002623i,-0.00098701+0.0028939i,0.00038795+0.0018643i,0.0014265+0.00094771i,0.0013642-0.00031801i,0.00046157-0.0017399i,-0.00030898-0.0012077i,-0.00073488-0.000355i,-0.0012059-0.00023691i,-0.0008077-0.00046262i,0.00021365-0.00031161i,0.00078549+0.00068081i,0.00079536+0.0010008i,7.8202e-05+0.00034402i,0.0002708+0.0001933i,0.00031742+8.1327e-05i,-0.00020345-0.00081222i
-0.0038991-0.00034962i,-0.0033883-0.0013881i,-0.0029256-0.0010947i,-0.0022653-0.00025694i,-0.001652+0.00040985i,-0.00096697+0.0010357i,-0.00075293+0.0010228i,-0.00098773+0.00061584i,-0.00022378-0.00016219i,0.00065756-0.0001774i,0.0010981+0.00035767i,0.00059575+0.00052843i,-0.00031831+0.00030459i,-0.00029345+0.00021164i,0.00069111+0.00035896i,0.00094119+0.00061008i,0.00036766+0.00057398i,0.0001276+0.00025115i,-0.00049483+5.5027e-05i,-0.00071942+7.2921e-05i,-0.00016913+0.00046759i,-0.00053883+0.00044361i,-0.00090976+7.0811e-05i
0.00025293-0.00079514i,-0.00044838-0.0017228i,-0.00077253-0.0012563i,-0.0016163+7.5782e-05i,-0.00065318+0.00072318i,0.00052207+0.00077887i,-0.00019803+0.00062094i,-0.0010977+0.00076542i,-0.00015647+0.0011195i,0.00058966+0.0010349i,0.00018088+0.00087956i,0.00044722+0.00066984i,0.00011497+0.00061401i,-0.00042374+0.0014386i,-0.00023475+0.0017286i,-0.00050979+0.00088419i,-0.00013715+0.00046773i,-0.00022175+0.00077406i,-0.00072274+0.0011848i,-6.9385e-05+0.0013888i,0.00027852+0.00081561i,0.00045471+0.00042125i,2.491e-05-4.6089e-05i
0.0010156-0.0012851i,0.0015639-0.0018802i,0.0015687-0.0040267i,0.00051375-0.0040664i,-9.0777e-05-0.0019267i,-0.00028983+0.00012168i,-0.00034157+0.0010653i,-0.0005266+0.00086844i,-0.00019679+9.3902e-05i,0.00081875-0.00064179i,0.00036101-0.0002634i,-0.0010385+0.00024799i,-0.0011074+5.2707e-05i,-0.0002491-0.00037168i,0.00063358-0.00088376i,0.0013897-0.00055977i,0.00062794+0.00035545i,-0.0002993+5.5184e-06i,8.9153e-06-0.00049312i,0.00054193+0.00019825i,2.762e-05+0.00074131i,-0.00066869+0.00037336i,-0.00081317+0.00021991i
-0.00064676-0.0011009i,-0.0010221-0.0014997i,-0.00080229-0.0013669i,-0.00016955-0.0004466i,9.1483e-05+0.00021915i,0.00015339+0.00040726i,0.0001589+0.00087084i,0.00020545+0.0011128i,0.00059521+0.00064194i,0.00016026-0.00043912i,-0.00014853-0.00054381i,7.4106e-05+3.8579e-05i,-0.00018293-0.00057007i,-0.00019249-0.00098286i,9.0464e-05+0.0002554i,6.8303e-05+0.0004392i,-0.00013887-0.0006425i,-4.0424e-05-0.00059168i,0.00018997-0.00019343i,0.00035526-0.0002627i,0.00010471-0.00014534i,-0.00057445+0.00042038i,-0.00022845+0.00069543i
0.0018449-0.00070199i,0.0018166-0.0011113i,0.0015256-0.0027928i,0.0016639-0.0034224i,0.001581-0.0018489i,0.00042448-6.7868e-05i,-0.00041596+0.0007841i,-0.00059287+0.00064237i,-2.7e-05-0.00019049i,9.6382e-05-0.00049579i,-0.00040012-0.00088344i,-0.00068341-0.00058786i,-0.00052079+0.00020824i,-0.0003656+0.0003087i,0.00012772+0.00033474i,9.4434e-05+0.00064803i,0.00020172+0.0006448i,0.00085439+0.00051227i,0.000193+0.00070073i,-0.0002045+0.00069918i,0.00050087+5.3994e-05i,0.00062815-0.00034405i,-3.519e-05-0.00032932i
0.00022315+0.00024455i,-2.0737e-05-0.00061295i,0.00063082-0.0017253i,0.00019042-0.0013725i,-0.00011411-0.0007249i,-0.00022858+0.00022542i,-0.00060806+0.000819i,-0.0011542+0.00061938i,-0.0012709+3.3132e-05i,-0.0005566-0.00083075i,0.00013636-0.00093169i,0.00071465-0.00033304i,0.00096278+9.1863e-05i,0.0011102+0.00052528i,0.00053122+0.0007023i,-0.00035981-2.9597e-05i,-0.00038376-0.00036922i,-0.00091775+2.9727e-05i,-0.00046625+5.248e-05i,-9.3036e-05-0.00013149i,-0.00042011+2.3889e-05i,-0.00035322-1.1026e-05i,-0.00014766-0.00043143i
0.0012001+0.0025577i,0.00061888+0.0022991i,0.00074944+0.0010008i,0.00070733-0.00097139i,0.00047472-0.0021104i,0.0010381-0.00077315i,0.0011235+0.0013139i,0.00099587+0.0016428i,0.001154+0.0012325i,0.0012052+0.00061269i,0.00086746+0.00010945i,0.0004237+0.00015676i,0.00085721+0.00010786i,0.0010335-0.00081251i,0.000247-0.00074889i,0.00012872+5.9577e-05i,0.00010068+0.0006339i,-0.00018918+0.00093188i,0.00033518+0.00051621i,0.00098084+0.00035353i,0.00080599+0.00041828i,2.0879e-05+0.00068492i,-7.4446e-05+0.0011458i
-0.000677-0.00051542i,-0.00042853-0.0015613i,-0.00065309-0.0028903i,-0.00018849-0.0021104i,0.0002354-0.00072895i,0.00036577+5.0266e-05i,-5.1105e-06-0.00037747i,-0.00030544-0.00087405i,0.00027939-0.00028155i,0.00058542-0.00033864i,-0.00043833-0.00010903i,-0.0003523+0.00017416i,0.00085714-3.4392e-05i,0.0010092+0.00027594i,0.00053168+0.00040517i,0.00037417+0.00025451i,-2.4008e-05-0.00010072i,-0.0001846-0.00022196i,-0.00010064+0.00049807i,0.00016109+0.0014431i,0.00024393+0.001026i,-2.7715e-05-3.8969e-05i,-0.0006632-4.1243e-05i
0.0011765-0.00052626i,0.0022695+0.00034638i,0.0024608+0.00043672i,0.0012597+8.7219e-06i,-0.00032855+0.00011419i,-0.0013283+0.0002317i,-0.00079489+0.00029953i,-0.0001598+0.00016819i,0.00042396+0.00012361i,0.0011423+0.00012835i,0.00084568+0.00030283i,-0.0005299-9.4027e-06i,-0.0011376-0.00084936i,-0.0010122-0.00062651i,-0.00080437-1.5382e-05i,-0.00055473-0.00011047i,0.00013927-0.00013097i,0.00070679+0.00028674i,-0.0002788-0.00033922i,-0.00098751-0.00081944i,-0.0008296-0.0003499i,-0.00085504+4.6091e-05i,-0.00077628+0.00025466i
0.00018438-0.00086365i,0.00057124-0.0017912i,2.9602e-07-0.0023664i,-0.00017393-0.0023304i,0.00078409-0.00079863i,0.00097771+0.00048881i,0.00046453+0.00048516i,0.00018+0.00028598i,0.00025273-0.00018074i,-0.0002154-0.00093697i,0.00026112-0.0007782i,0.001247-1.3694e-05i,0.00099571+8.4316e-05i,-8.7292e-05-0.00019254i,-0.0011378-5.5297e-05i,-0.00066863-0.00037456i,0.0002102-6.0175e-05i,0.00065584+0.00065286i,0.00095049+0.00031015i,0.00073964+0.00025065i,0.00053694+0.00074625i,0.0006385+0.00021979i,0.00054089-0.00018527i
0.0020716-0.00079649i,0.00089926-0.0011236i,3.026e-05-0.0024636i,-0.00025354-0.0030162i,0.00066415-0.0017256i,0.0012818-0.00033069i,0.00032191-0.00029564i,-0.00060156-0.00035066i,-0.00050731-0.00033586i,-6.6266e-05-0.00088673i,0.00012267-0.00035664i,0.00029919+0.00065678i,-0.00041765+0.00046153i,-0.0014178-0.00045951i,-0.0011744-0.000507i,-0.00084487-0.00021827i,-0.00056336-0.00028494i,0.00026993-1.525e-05i,5.8178e-05+0.00040126i,-0.00051112-5.5558e-05i,-0.00046519-0.00070076i,-0.00041185-0.001235i,-0.00081959-0.0010809i
-0.0026164+0.00097439i,-0.0039841-0.00054097i,-0.0028946-0.0012844i,-0.0018929-0.0012392i,-0.0017144-0.00094764i,-0.00079563-0.0005241i,-0.0002918-0.00041411i,3.2152e-05-0.0010097i,0.00020646-0.00043415i,0.0002699+0.00030162i,0.00036417+0.00016108i,0.00037217+0.00052775i,0.00019374+4.8222e-05i,0.00012948-0.00039935i,0.00088301+0.00013421i,0.00049302+0.00023155i,-0.00032272+9.4937e-05i,-0.00047874-0.00037573i,-0.00057286-0.0011622i,-0.0005709-0.0010789i,-0.00066349+8.2085e-05i,-0.0006693+0.00061972i,-0.00021395+0.00015427i
0.00092099-0.00072845i,0.0013604-0.00079173i,0.0010266-0.00066676i,0.00027081-0.00025517i,-0.00034046+0.00018345i,-0.00084073+0.00068876i,-0.00039302+0.00047372i,0.00044151+1.7597e-05i,0.00040245-0.0002818i,0.00017502-0.00014607i,8.3315e-06+0.0004665i,-0.00062846+0.00080008i,-0.00074628+0.00030823i,-0.0003031-0.00015424i,-0.00062755+6.4377e-05i,-0.00089692+2.749e-05i,-0.00079389-0.00053209i,-0.0004695-0.00060687i,-0.00031613-0.00023246i,-0.00064416-0.00039242i,-0.00080207-0.00043953i,-0.00058834-0.00054004i,4.7582e-05-0.0002003i
0.00023845-0.0012967i,-0.0003808-0.0022733i,-0.0013771-0.002881i,-0.0011406-0.0016925i,-0.00063308+0.0007891i,-0.00063084+0.0018096i,-0.00088228+0.0015089i,-0.0014927+0.0013204i,-0.0012721+0.0011504i,-0.00058678+0.0011375i,-0.00020343+0.00066852i,0.00081518-5.1902e-05i,0.0013693+0.0003822i,0.0010926+0.00091959i,0.00098359+0.0008157i,0.00067126+0.00055728i,0.00021012+0.00053407i,-0.00010296+0.00073112i,-0.00040127+6.2431e-05i,-4.582e-06-0.00025595i,-2.8045e-05+0.00031051i,-0.00094276+0.00061883i,-0.0016341+0.00062478i
1.7015e-06+0.0015479i,-0.00060154+0.00069892i,-0.00020396-0.00022156i,0.00062987-1.8448e-05i,0.0013806+5.3718e-05i,0.00093833+0.00026446i,0.00045727+0.00084917i,-0.00043576+0.0013669i,-0.00059155+0.00081416i,0.00052303-0.00028956i,0.00066769-0.0010123i,0.0003217-0.0006224i,-1.4015e-06+0.00050687i,0.00041693+0.0010297i,0.00087329+0.00049141i,0.00044127+0.00022423i,0.0002875+8.8164e-05i,0.00089046+0.00042073i,0.0011718+0.00042246i,0.00067282-6.9672e-05i,-1.7272e-05-0.00014036i,0.00032689-0.00013648i,0.001163-0.00043597i
0.0017664-0.0014399i,0.0025063-0.0022443i,0.0031033-0.0024213i,0.0023485-0.0032931i,0.0013195-0.003378i,0.00064087-0.0021412i,-0.00016384-0.0011386i,-0.00070068-0.00064178i,-0.00041424-0.00034593i,5.5686e-05-0.00086567i,0.00040355-0.0015112i,0.00059613-0.0014157i,0.00023139-0.00042959i,-0.00036823+0.00016121i,-0.00035382-4.9148e-05i,4.8133e-05-4.9155e-05i,-0.00051582+0.00020224i,-0.00053019+0.0004906i,-5.7774e-05+0.00050518i,-6.9388e-05+0.00074344i,0.00050223+0.00068936i,0.00026678+0.00011494i,-0.00040937+7.2367e-05i
0.0013909+0.0013848i,0.0012479+0.00049823i,0.00044554+0.00017483i,0.00023191-0.00015364i,0.00046784-0.00025264i,0.00023953+0.00027835i,-0.00012245+0.00084547i,-0.00033461+0.00055533i,0.0003133+7.3737e-05i,0.00066804+0.00026833i,0.00041676+0.00016992i,0.00059289-0.00040292i,0.00040181-0.00062889i,-0.00017836-5.7163e-05i,3.0802e-05+0.00029448i,0.00040392+0.00019432i,0.00026088+0.00053932i,5.7336e-05+0.00047115i,-0.00019672+0.00035485i,-0.00019429-0.00014637i,-0.00029507-0.00072908i,-9.2244e-05-0.00036729i,0.00025157-0.00040275i
0.0020644-0.00052323i,0.00078451+3.4071e-05i,0.00066556-0.00064928i,0.00046756-0.0018554i,5.0458e-05-0.0011492i,-0.00039092+0.00058568i,-0.0017037+0.0005558i,-0.0010923-0.00022944i,0.00048333-0.0011303i,0.00073196-0.0019159i,0.00036894-0.00098239i,0.00050949-0.00054817i,0.00068419-0.001269i,0.00029436-0.0014453i,-0.00015654-0.00098662i,-0.00058522-0.00038176i,-0.000306-0.00045357i,0.00087171-0.00081627i,0.00091544-0.0010315i,-0.0004764-0.00070674i,-0.0006024-0.00015747i,0.00025753+0.00095259i,0.0005417+0.0013168i
0.0029453-0.0012827i,0.0027415-0.00094252i,0.0026749-0.002382i,0.0015472-0.0029566i,0.00047129-0.0013243i,0.00011408+0.00088832i,-0.00039289+0.0014624i,-0.00075352+0.00089398i,-0.0002365+0.00050846i,0.00023604+0.00025066i,-0.00045249-0.00013002i,-0.00084931-0.00015356i,-0.00054456-6.3552e-05i,-0.00041769+0.00030419i,-0.00070454-2.7318e-05i,-0.00017359-0.00010603i,-0.0001386+8.5488e-05i,-0.00033142+7.2113e-05i,-0.00022697+0.00011796i,-0.0004378-9.4843e-05i,-0.00042314-0.00047291i,-0.00056325-0.0003602i,-0.0003042-0.00015397i
0.00061549+0.0013066i,0.0016791+0.00025251i,0.0014631-0.00036059i,0.00072249-0.00032199i,0.00027677+0.00018375i,0.00053566+0.0010507i,5.0239e-05+0.0010622i,-0.00034835+0.00062307i,0.00036531+0.00037218i,0.0011543+0.00015744i,0.00056911+0.00025898i,-0.00052613+0.000236i,-3.2302e-05+0.00042217i,0.00075954+0.00025276i,0.0013268-7.9955e-05i,0.0013259-5.6007e-05i,0.0011134-0.00034809i,0.00031857-0.00040638i,-0.00037577+4.3913e-05i,-0.00021898+0.00054794i,-0.00049447+0.00025198i,-1.7811e-05+9.0064e-06i,0.00033975-4.0394e-05i
-0.0015918+0.00048387i,-0.0010354-0.00029992i,-0.00095714-0.0017373i,-0.00032853-0.0018383i,0.00079712-0.0012455i,0.00074402-0.00083662i,-0.00039623-0.00022339i,-0.00082838-0.00031818i,0.0002267-0.00041068i,0.00043691-1.5559e-05i,-1.2241e-05+0.00061981i,0.00045484+0.00134i,0.00097554-3.3307e-05i,0.00072728-0.0010667i,-0.00019918-0.00064869i,-0.00069729-0.00031717i,-0.00028132-3.2283e-05i,-0.0002688+2.1628e-06i,-0.00098899+0.00040461i,-0.0011831+0.00069441i,-0.0010327-0.00019758i,-0.00021154-0.0010145i,0.00073711-0.0010182i
0.0012621-0.0018428i,0.0010517-0.002473i,0.0005511-0.0029306i,-0.00026236-0.003106i,-6.5853e-05-0.0016187i,-0.00026917+0.0010007i,-0.0010444+0.0021142i,-0.00056177+0.00097247i,0.00036678-0.00024183i,0.00079388+0.00055509i,0.00074775+0.00091979i,0.00059499+0.00010389i,0.00063051-0.0011475i,0.00054802-0.00094415i,-0.00026838+0.00023962i,-0.00080491-0.00018888i,-0.00055601+5.5458e-05i,-0.00022993+0.00091626i,-0.00011705+0.00090642i,-0.00019561+0.00049387i,-0.00029291+0.00014292i,-0.00036346-0.00012186i,0.00030001-0.0002228i
0.0013302+0.0018537i,0.0004437+0.0018248i,0.00089407+0.0022075i,0.00039439+0.0016291i,-7.2231e-05+0.00092173i,-0.00061787+0.00060174i,-0.0013887-0.00027989i,-0.00037092-0.0013107i,0.00075339-0.0010927i,0.0007164-0.00035928i,0.00067259-0.00037774i,8.2615e-05+0.00035437i,0.00011749+0.00059549i,0.00063469-0.00013303i,0.00014387-0.0010202i,-0.00055561-0.00087042i,-0.00077476-7.9037e-06i,3.6239e-05+0.00046133i,0.00018708+0.00031343i,-0.00010981-5.0937e-05i,0.00013991-0.00047617i,0.00074505-0.00033142i,0.001067+0.00023928i
-0.0024913+0.00083668i,-0.002128+0.0014576i,-0.0011305+0.001814i,4.4173e-05+0.000327i,0.00095637-0.00015691i,0.0011609+0.00091153i,0.0010194+0.0011737i,0.0002677+0.00064307i,-0.0002138+0.0010522i,0.00011073+0.00087489i,0.00078822+0.00052513i,0.00077819+0.00074626i,0.00077061+0.00054649i,0.00054937+0.00026476i,0.00029164+0.00027262i,0.0013843+0.00075091i,0.0019569+0.00044726i,0.0014256+0.00037108i,0.00061805+0.00078381i,-0.00058605+0.00015627i,-0.000728+2.6875e-05i,-0.0002117+0.00054689i,-0.00035545+0.00094379i
-0.0009237+0.00037236i,4.0626e-05+0.00018975i,-0.00021004-0.00041638i,-0.00067034-0.00093476i,-0.00095507-0.00079632i,-0.0011475+0.00015841i,-0.00091442+0.00097143i,-0.000711+0.0010047i,-0.00078977+0.0013402i,-0.00020245+0.0015111i,0.00014718+9.3841e-05i,-0.00048642-0.00082626i,-0.00029167-0.00019915i,-0.00010346-4.4404e-05i,-0.00016215-0.00059698i,-0.00025304-0.0011085i,-0.00032242-0.00095484i,-0.0008585-0.00049216i,-0.00096726-3.9185e-05i,-0.00010016-0.00034065i,-0.00010406-0.00055365i,-0.0009297+0.00010142i,-0.00085643+0.00070556i
0.0040784+0.0022043i,0.0016005+0.0014735i,0.0034957-0.00070962i,0.0035901-0.0016777i,0.0011718-0.0016173i,-0.00066321-0.0010425i,-0.00043438-0.00032121i,0.0004211+0.00035266i,0.00058229+0.00062583i,1.4765e-05-4.7607e-05i,-8.1025e-05-0.00049598i,0.00093909-0.00073765i,0.0012888-0.00093704i,0.0016347-0.00062546i,0.0013844-0.00024274i,0.00063018+0.00013076i,0.0005227+0.00014648i,-9.5232e-06+0.00011742i,-0.00085283+0.00015496i,-0.00068756+1.9524e-05i,0.00014633+0.00019445i,0.00069085-7.3262e-05i,0.00058556-0.00044675i
-0.00053495-0.0011171i,-0.00203-0.00085901i,-0.001624-0.0014929i,-0.0010206-0.0011167i,-0.00045687-0.00030012i,-0.00031664+0.00037755i,0.00023837+0.00016318i,7.1132e-05-6.2414e-06i,-0.0004196+0.0010576i,-0.0003658+0.0011425i,-0.000534+5.2232e-05i,-0.00026194+0.00017564i,-0.00027577+0.00014649i,-0.00048634-0.00015434i,-0.00049415+0.0002738i,-0.00057142+0.00061913i,-0.00011508+0.00090472i,-7.1356e-05+0.0010264i,-0.00030689+0.00068907i,-0.00035029+0.00044687i,-0.00038152+0.00051742i,-0.00027356+0.00055787i,-0.00035651+0.00031312i
0.0016717+0.0020655i,0.0010771+0.00086501i,0.0013247+0.00088843i,0.0014682+0.00087139i,0.00047157+0.00031505i,-0.00013528+0.00017094i,-0.00028778+9.6911e-05i,-8.1891e-05-1.4907e-05i,0.0010996+0.00069984i,0.0016365+0.00082733i,0.0011174-0.00010608i,0.00074131-0.00040268i,0.00095408-0.00014851i,0.0010753-0.00049496i,0.00093636-0.00087326i,0.00065259-0.00034021i,0.00018187-7.3346e-05i,-4.2288e-06-0.00022116i,-0.00019766-0.00019153i,-0.00051917+4.4799e-05i,-0.00052931-7.4301e-05i,0.00058804-0.00020425i,0.0010191+0.0003668i
0.00046456+0.0011732i,0.00093739+0.0017933i,0.00070454+0.0014799i,0.00016273-3.598e-05i,0.00033709-0.00021601i,0.00045707+2.5601e-05i,0.00011885-7.6395e-05i,-0.00018133+0.00034844i,-0.00031233+0.00056202i,0.0001314+0.00031912i,0.00064994+0.00025721i,0.00019458-2.805e-05i,-8.4476e-05-0.00014002i,0.0004327+0.00039374i,0.00019707+0.00035763i,-0.00013611-6.517e-05i,0.00018047-0.00063503i,0.00024787-0.00057756i,0.00064143+0.00015042i,0.00067111-0.00035143i,6.5866e-06-0.00087493i,-0.00037711-0.00049331i,0.00028453+0.0002234i
3.8975e-05-0.0008154i,-0.00047743-0.0010461i,0.00050461-0.0010439i,0.00059896-0.0010592i,5.8448e-05+1.6967e-06i,-0.00061024+0.0010642i,-0.00077285+0.00062204i,-2.8802e-05+0.00056156i,0.00070938+0.00068643i,0.00095703-0.00023931i,0.00040964-0.001204i,2.2043e-05-0.0016852i,0.00020453-0.00088623i,-0.00020616+0.00032181i,0.00020334+0.00067866i,-0.00022691+0.00040351i,-0.0005971+0.00017913i,-0.00025497+0.00054758i,-0.00028538+0.0009771i,-0.0002594+0.0010743i,-0.00051618+0.001052i,-0.0001612-4.8353e-05i,0.00078751-0.0010981i
-0.00031533-0.0019103i,0.00023067-0.0022409i,0.0001725-0.0012627i,0.00017901+2.778e-05i,2.3937e-05+0.00082884i,0.00031584+0.00095199i,7.4215e-05+0.00035587i,-0.00082874+0.00017399i,-0.0009359+0.00076244i,-6.2045e-05+0.00076336i,0.00072927+0.00020623i,0.0011146+0.00012084i,0.00078323+0.00050136i,0.00021369+0.00082813i,-0.00044588+0.00038784i,-0.00031536-0.00024676i,-3.324e-05-0.00055343i,-0.00036198-9.9783e-05i,-0.00055068-0.0002031i,-0.00020822-0.00030285i,-0.00047498-3.179e-05i,-0.00081246+0.00025734i,-3.8618e-05+0.00039082i
0.00087413+0.00034025i,-0.00083484+0.00011679i,-0.00033574-0.00089976i,0.00023897-0.0023573i,0.00026569-0.0028188i,-7.7306e-05-0.0016052i,-0.00068668+0.00013412i,-0.00092521+0.0011196i,-0.000993+0.00039138i,8.368e-05-0.00074091i,4.0124e-05-0.00070401i,-0.00066109-0.00030309i,-0.00061198-0.00060102i,3.1142e-05-0.00087183i,0.00064579-6.7077e-05i,0.00046251+0.0005136i,0.00026045+0.00021786i,-0.00049815+0.00059149i,-0.00051736+0.00062756i,-0.00030165-0.0001396i,-0.00081864-4.325e-05i,-0.00047237+0.00031669i,0.00068642-0.00039796i
0.0013187+0.0012072i,0.00090952+0.0014562i,0.00097066+0.00053481i,0.00050847-0.00016927i,-0.00021639+0.00070558i,-0.00069034+0.0015047i,-0.00050498+0.0016378i,-0.00038898+0.0013426i,-0.00012133+0.00070016i,0.00010968-5.28e-05i,0.00024801-0.00031766i,0.00080174-0.00026621i,0.00063863-0.00022506i,-3.3584e-05+0.00010259i,-0.00052445-0.0001035i,2.0655e-05+0.00011641i,0.00085461+0.00027185i,0.0011235-0.00033619i,0.00026275+0.00011654i,-0.00016551+0.00046297i,0.00013159+0.00010057i,-0.00039105+0.00016831i,-0.00069977+0.00099766i
0.0013861-0.00034427i,0.0028143-0.00014709i,0.0025802-0.00080798i,0.0017583-0.001835i,0.0010663-0.0014735i,0.00011791-0.00058942i,-6.1563e-05+0.00012502i,0.00038926+0.00086152i,0.00066663+0.0014398i,5.2712e-05+0.00088016i,-0.00069228-0.00025408i,-0.00041753+9.1369e-05i,4.8045e-05+0.00044447i,0.0005003-0.00015711i,0.00013251-0.00036985i,-0.00041185-6.9785e-05i,8.9595e-05+0.00043201i,0.00071603+0.00033307i,1.2513e-05-0.0001137i,-0.00056614-0.00048329i,0.00011029-0.00021312i,0.0003021-0.00040324i,-5.181e-05-0.0010484i
-0.00089946+0.00066935i,-0.0010181+0.0007078i,-0.00025915+0.00045516i,0.00025511-0.00055162i,0.00035367-0.0010942i,0.00027401-0.00064042i,-8.6078e-05+5.4133e-05i,-0.00042628+0.00077684i,-1.6214e-05+0.00059325i,0.00028589+0.00055759i,9.2181e-06+0.00023643i,-0.00021242-0.00028294i,0.00043593-0.00070731i,0.0013755-0.0011331i,0.00047889-0.0010897i,-0.0005788-0.00045555i,-0.0002375+0.00027979i,0.00041799+0.00019865i,0.00059068-0.00057741i,-0.00010686-0.0011159i,-0.00021925-0.00080973i,0.00023481-0.0001591i,-0.00022992+9.7002e-05i
-0.0019314-0.0012325i,-0.0016617-0.0016084i,-0.0020123-0.001094i,-0.00038978-0.00018428i,0.0010581+0.0015171i,0.00077099+0.0021272i,-0.0004649+0.001039i,-0.0014035+0.00062461i,-0.00073553+0.00075983i,6.1341e-05+0.0012184i,-3.8986e-05+0.0011779i,4.2394e-05+0.0010141i,0.00010563+0.00097252i,-0.00082167+0.00061989i,-0.0016813+0.00052135i,-0.0008924+0.00036875i,0.00056174+8.7197e-05i,0.0002796-0.00058913i,0.00045505-0.00039897i,0.0007755-0.00024418i,0.00022494-0.00095501i,-0.00017152-0.00082321i,5.4308e-05+3.7611e-05i
0.00035116-0.00061328i,0.00023671-0.0021658i,-0.00020569-0.0031227i,-0.0011616-0.002253i,-0.00048693-0.00056881i,0.00021417+0.00075122i,0.00020614+0.0014047i,-0.00010647+0.0010492i,-0.00032852+0.000448i,9.4168e-05+3.3245e-05i,0.00010862-0.00032214i,1.882e-05+0.00012557i,-5.4613e-07-7.9042e-05i,4.704e-05+9.9134e-05i,-0.00015245+0.0010266i,-0.00055091+0.00071572i,-0.00036334-0.00010474i,-0.00017276-0.00013412i,-0.0005125+0.00021773i,-0.00044212+0.00060217i,-0.00024274+0.00058185i,-0.00038663-0.0001931i,0.00023375-0.0006646i
-0.0027825-0.00022857i,-0.0025763-0.0013023i,-0.0020153-0.00078374i,-0.00088455-9.4362e-05i,-0.00019538+0.00015602i,0.00034612-3.9821e-05i,0.0013264-0.00066106i,0.001301-0.00065378i,0.0010256+0.00052662i,0.00089556+0.00096557i,0.00057754+0.00064682i,0.00035113+0.00057783i,-0.00010353+0.00028626i,-0.00019086-0.00064277i,0.0002854-0.00086962i,0.00038115-0.0003724i,4.0999e-05-0.00035727i,0.00039028-0.00064401i,0.00081699-0.00080885i,0.00021326-0.0006573i,0.00024983-0.00036105i,0.00079136-0.00018027i,0.00090138-6.872e-05i
0.0018789-0.0020626i,0.0023111-0.0021869i,0.0020828-0.0033409i,0.00069323-0.0034199i,-0.00030596-0.0014396i,-0.00055302+0.00024129i,-0.00099568+0.00020923i,-0.0010195+0.00031111i,-0.00067392+0.0001848i,-0.00044466-0.00054361i,-9.4471e-05-0.00020115i,-5.0066e-05+0.00044295i,-0.0004144+0.00013339i,0.00033539-5.5386e-05i,0.0011567-2.7136e-06i,0.00084828-0.00013395i,7.8582e-05-0.00093223i,-0.00044173-0.0008456i,-2.3367e-05+5.7892e-05i,0.00052483+0.00020229i,0.00010976+0.00025503i,0.00019303+0.00060379i,0.00047163+0.00030363i
0.0012889-0.00099831i,0.00098271-0.00090611i,0.0006224-0.0010026i,0.00077199-0.0005534i,0.00098313+0.00039584i,0.00042464+0.0008002i,0.00033568+0.00058968i,0.00048636+0.00041254i,-0.00019563-9.0962e-05i,-0.00032538-0.0002098i,-0.00034205+0.00015401i,-0.0006268+0.00023816i,-0.00023383+0.00023662i,-0.00041576+0.00033118i,-0.00052572+0.00046284i,0.00039462+0.00039418i,0.00049366+0.0001261i,0.00025325-0.00046115i,0.00014156-0.00047548i,-2.1394e-05-7.9767e-05i,0.00015411+0.00065598i,-0.00024804+0.000602i,-4.6345e-06-0.00012047i
-0.00022731-0.0010553i,0.00013755-0.00043835i,0.0015269-0.0011992i,0.0011889-0.0018957i,0.00014997-0.0019364i,-0.00024278-0.001571i,-0.00096772-3.8517e-05i,-0.0011758+0.00046148i,3.8769e-05+4.6009e-05i,0.00088425-0.00026959i,0.00093139+6.4847e-05i,0.00086621+0.00029367i,0.00013442-0.00018445i,-0.00019776+5.638e-05i,0.00059162+9.2548e-05i,0.0010966-0.0003761i,2.1327e-05-0.00030408i,2.6271e-05-0.00033656i,0.00080298-0.00010059i,0.00069777+0.00075645i,0.00070943+0.00046518i,0.00083188-0.00086254i,0.00065372-0.0012375i
-0.00044055+0.00062687i,-0.00017364-0.00034437i,0.0011931-0.00062542i,0.0015416+0.000132i,0.000801+0.00065512i,0.00016957+0.00077413i,-9.9516e-05+0.001066i,-0.00010367+0.0018082i,-3.5734e-05+0.0014076i,0.00072178+0.00051287i,0.00065645-5.6388e-05i,-0.00054121-0.00024117i,-0.0004914+0.00026441i,0.00022572+0.00044609i,0.00057004+9.6594e-05i,0.00046678+1.9734e-05i,-0.00038436+0.00060389i,-0.00054262+0.00069061i,-0.00072421-3.5023e-05i,-0.00078325+1.09e-05i,-0.00063546+0.00060915i,-0.00067657+0.00044707i,0.00022644+0.00013631i
