-0.006136-0.00071659i,-0.0045385+0.00045757i,-0.00368+0.0034139i,-0.0029934+0.0048644i,-0.0016672+0.0040211i,-0.00015687+0.0024645i,0.00074524+0.0019843i,0.0014941+0.0019942i,0.0010399+0.0017077i,0.00020509+0.0011779i,0.0020083+0.0007465i,0.0029486-0.00027918i,0.0021679-0.00067821i,0.0011521-0.00074911i,-0.00034532-0.00072548i,-0.00079493-6.791e-05i,0.00044766-0.00013643i,0.00097973-0.00038047i,-0.0001651+0.00017195i,-0.0011181+0.00065312i,-0.00071545+8.3322e-05i,0.00013146-0.00020563i,0.00017066+0.00048056i
-0.0002937-0.0018987i,-0.00090086-0.0020687i,-0.0016326-0.0012948i,-0.00092667+6.2002e-05i,-8.0391e-05+0.0020298i,0.00042107+0.0023438i,0.00046619+0.00062524i,0.00050996-0.00044374i,0.00010506-0.00034633i,-7.7441e-05+6.2362e-05i,0.00054692+0.00040713i,0.0010658+0.00040749i,0.00059455-9.8878e-05i,-0.00025637-0.00051953i,0.00023609-0.00068591i,0.0014218-0.00056836i,0.00095581-5.3007e-05i,-8.7608e-05+0.00031334i,-0.00091624+0.00026301i,-0.00094529-3.0388e-05i,0.00027462+0.00059205i,0.00059024+0.0012586i,-0.00083409+0.00098713i
0.0017191+0.0024616i,0.0022349+0.0013583i,0.0016167+9.4156e-05i,0.00035849-0.0012536i,0.00055348-0.0015345i,0.00064111-0.00071492i,8.2504e-05+3.118e-05i,-0.00015494+0.00031267i,-0.00046003+0.00023708i,-0.00098547-5.788e-06i,-0.0003249-0.00055288i,0.00075351-0.00016116i,0.00091335+0.0011776i,0.0005334+0.0016742i,0.00011578+0.001123i,-0.00057018+0.00045211i,-0.00064862-9.0826e-05i,-0.00028852-0.00062434i,6.5619e-05-0.0005388i,-6.4518e-05-0.00060417i,-0.00044191-0.00054665i,-0.00010133-0.00037987i,0.00055825+0.00016193i
0.0030474+0.00037611i,0.0017891+0.0002957i,0.0023004-0.0001031i,0.0028801-0.00024238i,0.0019409-0.0012455i,0.00025756-0.001937i,-0.00015428-0.0013139i,0.00029603-0.00021187i,0.00052971-8.7811e-05i,-7.4846e-05-0.00010765i,-0.00058994-6.3141e-06i,-0.00010027-0.00016104i,0.00044192+0.00044773i,0.00025301+0.0011712i,-0.00052883+0.00064541i,-7.902e-05+0.00048363i,0.00070991+0.00080225i,0.0010953+0.00026632i,0.00095743-7.4049e-05i,0.00040078+0.00060023i,0.00045504+0.00058226i,0.00030167+0.00011608i,-0.00063127-0.00044938i
-0.0007613-0.0011965i,-0.0010532-0.00051471i,-0.0010542+0.0006449i,-0.00010112+0.0013958i,0.00049787+0.00098859i,0.00086661-0.00022963i,0.00075471-0.001126i,0.0010122-0.00059547i,0.001643-0.00033137i,0.0012485-0.0003878i,0.0006732+0.00017143i,0.00087036+0.00059233i,0.0006953+0.00060719i,-0.00021621+0.00046409i,-2.9864e-06+0.00032934i,0.00034542+0.00020394i,3.2673e-05-8.5167e-05i,7.6853e-06+0.00029673i,-0.00012987+0.0009179i,-0.00021704+0.0007295i,-0.00035991+0.00056578i,-0.00020881+0.00023229i,0.00039381-0.00012485i
6.3382e-05-0.0005348i,0.00041283-0.00048997i,6.6632e-05-0.00030273i,0.00036732-0.00028832i,0.00086138+0.00041042i,0.001063+0.00054646i,0.00092602+0.00012028i,0.00058104+2.2693e-05i,0.00030969-0.00020527i,-0.00039618-0.00031015i,-0.0002937-4.5504e-05i,0.00049581+0.00042038i,0.00068232+0.00051909i,0.00060972+0.0002027i,0.00069827+0.00028336i,0.00076028-7.3786e-05i,0.00031558-0.00086569i,-6.4913e-05+0.00036391i,-0.00018334+0.00065513i,-0.0004104+0.00010508i,-0.000623+0.00013318i,-0.00033883+0.00033201i,-0.00025623+0.00050496i
-0.0015516+0.00099543i,-0.00078546+0.0009809i,0.00026535+0.00078863i,0.00028312+0.00025656i,0.000698-0.00051318i,0.00067409-0.00092576i,0.00061418-0.0010062i,0.00062567-0.0011786i,0.00046873-0.00094377i,0.00087894-0.00052411i,0.00088249+0.0004324i,-0.00016565+0.0015193i,-0.0001072+0.0013816i,0.00068826+0.00069928i,0.00064328+0.00056949i,0.00021649+0.00059534i,0.00017347+0.00011893i,-0.00022376-0.00040825i,-0.0005+0.00050694i,0.00032654+0.00096688i,0.00089803+0.00014373i,0.0003678-0.00029942i,-0.00042338-0.00022391i
-0.0008197+0.00039345i,-0.00049733+4.3055e-05i,-8.5856e-05+0.00030904i,0.0010132+7.728e-05i,0.0027128-0.00018645i,0.0021475-0.00050143i,0.0006665-0.00050992i,6.305e-05-0.00035915i,0.00020938-0.00037148i,0.00085267-2.5524e-05i,0.00061197+0.00019735i,0.0012423+0.00048826i,0.0015056+0.00013255i,0.0010278-0.00026425i,0.00086237-9.5954e-05i,0.00069874-3.2834e-05i,0.00024224+0.00015985i,-0.00052882+0.00046097i,-0.00035442-9.5249e-05i,0.00039816-0.00039961i,0.00052708+0.00038168i,0.00042709+0.00047235i,3.2907e-06+0.00034076i
-0.0006514-0.0012096i,-0.000545-5.8555e-05i,-0.00016453+0.0011381i,0.00029652+0.0018199i,0.00041622+0.0012412i,0.00099063+0.00054696i,0.0011059-7.0745e-06i,0.00081341-9.8824e-05i,-0.00012707+2.7255e-05i,-0.00056937+0.00041008i,-0.00018252+0.00087165i,0.00080477+0.0012528i,0.00063375+0.0013892i,0.00034827+0.0012365i,0.00073208+0.00018332i,-0.0002932-0.00080203i,-0.0010683-0.00087061i,-0.00017291-0.0012917i,0.00068968-0.00097723i,-0.00013861-0.0004344i,-0.00085288+1.5305e-05i,-0.00036293+0.00047286i,0.00024266+0.00028177i
-0.00014746-0.00015581i,0.00081693-0.000373i,0.00091401-9.8066e-05i,0.00018837+0.00041825i,0.00059367+0.00015987i,0.00099503-0.00020193i,-8.3015e-06-0.00049691i,-0.00060526-0.000702i,-0.00017065-0.00089071i,0.00061761-0.00056606i,0.0011981+1.9417e-05i,0.0011544+1.7887e-05i,0.00084503+0.0001701i,0.00013636+0.00022947i,-0.0011473-0.00023855i,-0.00087329-0.00029264i,6.0131e-05-0.00011386i,0.00021403-0.00045645i,8.2445e-05-0.00061523i,0.00049898-0.0002337i,0.00071837+8.0026e-05i,0.00035119-0.00013723i,0.00021398-0.00015285i
-0.0021409-0.00044693i,-0.0016995+0.00039087i,-0.0011681+0.0014554i,-0.00045921+0.0015897i,0.00025665+0.0015314i,0.0011559+0.0012363i,0.0015946-0.00016305i,0.0015969-0.00090273i,0.00074071-0.00054188i,0.00031922-0.00028524i,0.00081078-0.00020959i,0.0016287+0.00011157i,0.001713+0.00073756i,0.00074011+0.00059979i,-0.00012402+0.00025658i,-0.00056184-0.00011961i,6.6045e-05-8.1308e-05i,0.00011636+0.00045414i,-0.00018804-2.2302e-05i,0.0012202-6.646e-05i,0.0016271+6.5923e-05i,0.0010291-0.00055011i,0.00069751-0.00018071i
0.0015903-0.00031743i,0.00038591+0.0001847i,0.0016235-0.00030382i,0.0022262-0.00085429i,0.0011382-0.00074971i,0.00062217-0.00074566i,0.00038201-0.00075369i,-6.671e-05-0.00092668i,0.00047053-0.00095318i,0.00025174-0.0012027i,-0.00041321-0.001061i,-0.00019666-0.00041396i,0.00068258-0.00027695i,0.00085175+0.0004714i,0.00072927+0.00095368i,0.00084646+0.00082443i,0.0008995+0.00027968i,0.00059666-2.6494e-05i,-0.00010294+0.00029083i,-0.00058222-0.00018459i,-0.00051816-0.00046811i,-0.00016228-0.00034003i,0.00032699-0.00033797i
0.00038923-0.0015275i,-0.00013134-0.0024333i,0.00020519-0.0023633i,0.00054874-0.0017997i,0.00099957-0.0011608i,0.0015128-0.00061158i,0.0013479-0.00042855i,0.0011827-0.00080128i,0.00078842-0.00030888i,0.00065636+0.00028365i,0.0006499+6.9961e-05i,0.0002511+0.00014994i,0.000121+0.00028403i,-0.00017931+0.00013234i,-3.3895e-05+2.302e-05i,2.7255e-05+0.00015195i,-0.0006562-0.00030177i,-0.001063-0.00022477i,-0.0010459-7.337e-05i,-0.00049651-8.7944e-06i,-0.00050621+0.00058301i,-0.00071427+0.00011886i,-0.00064679-0.00026886i
0.0017647+0.0030505i,0.0019383+0.0021784i,0.0019806+0.0015124i,0.0018109+0.00059484i,0.0013546-0.00046792i,0.00063415-0.00055465i,0.00036124-0.00055687i,0.00080424-0.00033355i,0.00075915-4.1143e-05i,0.00059038-7.2057e-05i,0.00036067-0.00035621i,0.00050649+0.00037961i,0.00080016+0.0010102i,0.00017536+0.00078413i,-0.00072514+0.00057653i,-0.0011904+0.00047254i,-0.00054982+0.00049215i,6.8745e-05+0.00047248i,0.00024067+0.00073925i,0.0006213+0.0004771i,0.00077016-3.2573e-05i,0.00048791-0.0003182i,0.00038023-0.0010047i
-0.0027007+0.00098842i,-0.0024437+0.00063555i,-0.00059347+0.00066411i,0.0010705-0.0001518i,0.0017825-0.00024427i,0.0020869-0.00016218i,0.0018145-0.00030399i,0.00075034+0.00022507i,0.00017783+6.1067e-05i,0.00043981-0.00061543i,0.00019087-0.0005224i,-3.2469e-05-0.00042577i,0.00017807-6.5456e-05i,-0.00024426-0.00022408i,-0.00090974-0.00021895i,-0.00060679+0.00022384i,-0.00052763+0.00025242i,-0.00095678-0.00018068i,-0.00036745-0.00013885i,-0.00011456+0.00062266i,-0.00041032+0.00060816i,-0.00038781+0.00049522i,5.1016e-05+0.00072883i
-0.00070021-0.0022719i,-0.00096886-0.0022035i,-0.00080153-0.00091229i,0.00045815+0.00075681i,0.001317+0.0015381i,0.0013129+0.00033955i,0.00097583-0.00027022i,0.00097589-0.00028332i,0.0010165-0.00037076i,0.0012938+0.00013414i,0.0011378-1.6172e-05i,0.0012849-0.00060003i,0.00099627-0.00012251i,-0.00061561+0.00023754i,-0.00054506-0.00087254i,0.00013746-0.00084898i,-0.0002104-0.00011574i,-0.00033162+8.8172e-05i,-0.000122+0.00074203i,0.00053223+0.00072292i,0.00085343+7.8873e-05i,0.00011823-0.00027181i,-0.0002696-0.00013757i
1.6413e-05+0.001499i,0.002171+0.00071457i,0.0022233-0.00011449i,0.0014813+0.00068189i,0.00092344+0.001484i,0.00059786+0.00096367i,0.00057091-0.00057785i,0.0007456-0.0010844i,0.00046578-0.00016278i,0.00039413+0.00021128i,0.00040681+0.00042665i,0.00054276+0.00094068i,0.00079844+0.00085339i,0.00040756+0.00013376i,-0.00022626-0.00046372i,-0.00073307-0.00073859i,-0.00082368-0.0010855i,-0.00033429-0.0013229i,-0.00063655-0.00071864i,-0.0012785+3.534e-05i,-0.0010172+0.00027554i,-7.9276e-05+0.00017301i,0.000151+0.00050924i
-0.0035846+0.00049878i,-0.0025606+0.00013816i,-0.0013619+0.0012025i,-0.00015257+0.0026872i,0.00053558+0.0025406i,0.00044005+0.001546i,0.00074042+0.00073997i,0.00051838-0.00026539i,0.0006138-0.00044554i,0.0010841+0.00056773i,0.00093898+0.0013114i,0.0011785+0.00079322i,0.00060951+0.00060666i,-0.00035892+1.2625e-05i,-0.00047268-0.0008229i,-0.00064193-0.0006477i,-0.00049419-0.00054573i,8.6056e-05-0.00039701i,5.1556e-05-0.00012881i,0.00080717+0.00014978i,0.0013968+0.00022365i,0.0013014-0.00043214i,0.00056904-0.00049785i
0.0016969-0.0027727i,0.0017554-0.0024695i,0.00094921-0.0014459i,-3.2665e-06-0.0014472i,-0.00048055-0.0015863i,-0.00043362-0.0012008i,-0.00032567-0.0009904i,-1.0483e-05-0.00048343i,-7.807e-05+3.2856e-05i,-0.00089648+0.000799i,-0.00065656+0.00136i,0.00057041+0.0012653i,0.00070723+0.0006176i,3.8894e-05+2.963e-05i,8.6154e-05-0.00020309i,0.00010611+0.00028962i,0.00025206+0.0005144i,0.00029202+0.00022357i,-0.00050442+7.5119e-05i,-0.00053573-0.00017437i,0.00020558-0.00083732i,0.00071049-0.00053936i,0.00020109+0.00043027i
-0.00088359+9.818e-05i,0.00023972+0.00019791i,-0.00029486-0.00011137i,-0.0010384+0.00021081i,0.00020301+0.00029727i,0.00090057-0.00016487i,0.00084446-0.000324i,0.0010467-0.00062344i,0.00088333-0.00050026i,0.00056955+0.00041218i,0.00064331+0.00099545i,0.00091934+0.00067975i,0.00088479+0.0002751i,0.00093648+0.00054883i,0.00027714-7.479e-05i,-0.00037283-0.00085326i,-0.0002155-0.00029833i,-0.00021324+0.0001418i,-0.00018308+0.00037203i,8.9826e-05+0.0008014i,0.00025283+0.00051699i,-3.7713e-05+0.00015387i,-0.00096632+1.863e-06i
-0.003037+0.00060546i,-0.0030234+0.00053558i,-0.001453+0.0011548i,6.8018e-05+0.0017143i,0.0010658+0.00096896i,0.0014805+0.00010001i,0.00055367-0.00014878i,3.3741e-05-0.00069077i,0.00040313-0.001093i,0.00082574-5.0349e-05i,0.0011418+0.0012252i,0.0015126+0.001442i,0.001215+0.00054264i,0.00032893+3.8506e-05i,-0.00018415+7.3462e-05i,-0.00012807-0.00016499i,-0.00017455+0.00032337i,0.00013571+0.0011423i,-0.0002205+0.0011087i,-0.00080178+0.00083119i,-0.00089319+0.00051372i,-0.00062971+0.00011728i,6.6545e-06+0.00059348i
0.00017069-0.00059728i,0.00015691-0.0004737i,-0.0001741+0.0001532i,-0.00065971+0.00034346i,-0.0010593+0.0011557i,-0.00074725+0.00064527i,0.0011197+4.3218e-05i,0.0020705+0.00074391i,0.0018004+0.00089278i,0.00084208+0.00012482i,0.00077713+0.00043302i,0.0012557+0.0014689i,0.0011934+0.0012851i,2.6612e-05+0.00076862i,-0.00067675+0.00033505i,-0.00077637-0.00037433i,-0.00035685-0.001064i,-0.00050084-0.00023239i,-0.00074763+0.00082786i,-8.5746e-05+0.00076976i,0.00045659+0.00061817i,0.00029351+0.00026436i,-0.00011602-0.00034891i
0.00062041-0.0017907i,-0.0023384-0.0018113i,-0.00077237-0.00042057i,-6.0891e-05+0.00071246i,-0.0017366+0.0012429i,-0.0018586+0.0010277i,-0.00080114-0.00059356i,0.00024941-0.0013846i,-0.00032533-6.877e-05i,-0.00042906+0.00071005i,1.199e-05+0.00063391i,0.00014791-0.0001408i,0.00063625-0.00031249i,0.00012794+0.00084082i,0.00032527+0.000797i,0.00041098+0.00050926i,-0.00020928+0.0010473i,-0.00049015+0.00025261i,-0.00063597-0.0009642i,-0.00036135-0.001342i,0.0001092-0.00063919i,-0.00037392+0.00049375i,-0.00093621+0.00034381i
0.0003404-0.00079961i,0.0010017-0.0012363i,0.00078519-0.0023972i,0.0009441-0.0017631i,0.0012324-0.00094043i,0.00091881-0.00067772i,0.0003646-0.00074255i,0.0012505-0.0011766i,0.00116-0.0011426i,0.00025088-0.00012702i,-0.0001704-0.00011645i,-0.00020565-0.0002962i,0.00045168+0.00010536i,0.00099388-9.9093e-05i,0.00032605-0.00016622i,-0.0006146+0.00032235i,-0.00073353+0.00090756i,-2.3383e-05+0.00040846i,0.00053216-0.00053439i,0.00074238-0.00040928i,0.00047633-0.00014982i,-3.0913e-05-2.1338e-05i,-0.000463+0.00035573i
-0.00084412+0.0012363i,0.0013842+0.0018665i,0.0022372+0.0032234i,0.0012619+0.0028226i,0.0020684+0.0015479i,0.0013506+0.00019779i,0.00045824-0.0002502i,0.00046682-0.00012944i,0.00010665+4.2722e-05i,-0.00019531+0.00019005i,0.00023246+0.00016756i,0.00010843+0.00063782i,-0.00048923+0.00071803i,-0.00047726+0.00073711i,-0.00080554+0.00091084i,-0.00092931+0.00041823i,-0.00056554-0.00045498i,-0.00082413-1.5764e-05i,-0.00025215+0.00039814i,0.00062404+0.00070282i,0.00052068+0.0010078i,-0.00064073+0.00060303i,-0.00081365+0.00016993i
-0.0017281-0.00064923i,-0.0019104+0.0008008i,-0.0016197+0.00097139i,0.00028693+0.00048536i,0.001244+0.00071727i,0.00086254+0.00069493i,0.00078241+9.1214e-05i,0.00078095-0.00077987i,0.00084398-0.00097079i,0.0015144-0.00061338i,0.0012225-0.00035919i,0.00070756+0.00029226i,0.0010446+0.00086429i,0.00062132+0.00032687i,-0.00042811-0.00077936i,-0.00071057-0.00077092i,-0.00037424-0.00048562i,1.5407e-05-0.0003308i,0.0010711-0.00035819i,0.00099997-0.00077202i,3.8872e-05-0.00033578i,-0.00029438+0.000542i,-0.00044076+0.0010385i
0.0018411-0.0015663i,0.0013626-0.00099056i,0.00093721-0.0012066i,3.2598e-05-0.0019017i,-0.00033324-0.0012201i,-0.00054994-0.00064384i,-0.00038395-0.00087482i,-0.00013899-0.00062459i,-7.9373e-05-0.00054691i,0.00016579-5.7154e-05i,0.0002542+0.00065969i,3.5812e-05+0.00067493i,-9.654e-05+0.00046125i,5.4988e-05-1.3659e-05i,1.4319e-05-0.00014458i,-0.00018929+0.00076385i,0.00013264+0.0011986i,-0.00022763+0.00088879i,-0.00092843+0.0009261i,-0.00030902+0.00071471i,0.00051625-6.1777e-05i,0.00046149-0.0002021i,-0.00039494-0.000137i
-0.0022612+0.00094278i,-0.0016553+0.0017147i,-0.0011536+0.0028797i,0.00039861+0.0026332i,0.001583+0.0020409i,0.00098744+0.00077998i,0.00075985-0.00071745i,0.001034-0.00046838i,0.00060539+0.00063829i,-7.4e-07+0.0013766i,0.00015135+0.0010121i,0.00034447+0.00030184i,0.00037517-0.00061549i,0.00046993-0.0010328i,5.3881e-05-0.00053488i,-0.00054587-9.0787e-05i,-0.0007405+0.00015765i,-0.00039801+0.00046975i,-6.3438e-06+0.00083021i,0.00089359+0.0010171i,0.00098361+0.0011286i,-0.00022887+0.00031721i,-0.00069483-0.00094482i
-0.00091501-0.00083217i,-0.0012483-0.0012448i,-0.0011649-6.6376e-05i,-0.00033414+0.0010482i,0.0002056+0.0011898i,0.00012928+0.00058631i,0.00033234+0.00014828i,-7.7269e-06-0.00041572i,-0.00013789-0.00063992i,-2.2385e-05-0.0005456i,0.00028794+3.2373e-05i,0.00051428+0.00075311i,0.0003016-0.00019265i,6.9727e-05-0.00068854i,-0.00016328+0.00055533i,0.00027098+0.00086406i,0.00052833+0.00036727i,-9.113e-05+7.3738e-06i,5.9224e-05+6.7589e-05i,0.00043622-2.4138e-06i,0.00040289-0.00022884i,3.4071e-05-0.0003695i,2.1296e-05-0.00057363i
0.0034974-0.00097565i,0.0029745-0.0018865i,0.0028386-0.002182i,0.0019756-0.0023247i,0.00075059-0.001766i,1.5491e-05-0.00026291i,0.00043019+0.00014924i,0.00086144-0.0003678i,0.0009865-0.00050812i,0.00046214-0.00024973i,-0.00043975-8.3353e-05i,5.7405e-05+3.7713e-05i,0.00055522-0.00053817i,0.00036479-0.00048088i,-0.00030907+0.00066281i,-0.00098249+0.00076285i,-0.0004336+0.00055638i,0.00038001+0.00067769i,0.00024399+0.00023617i,0.00045376-0.00034509i,0.00075539-0.00027075i,0.00018954-0.00022523i,9.8853e-05-0.00023537i
0.00084565+0.0010271i,0.00053635+0.0019364i,0.0005018+0.0018401i,0.0011316+0.0010073i,0.0014269+0.00074595i,0.00096881+0.0001569i,0.00082777-0.00093596i,0.00042353-0.0011254i,-0.00068709-0.00086633i,-0.00084963-0.00030298i,5.4305e-05+0.00033066i,-1.4468e-05+0.0004806i,-0.0002863+0.00064488i,-2.0433e-05+7.006e-05i,-0.00017293-0.00099328i,-0.00048006-0.0014405i,-0.00011068-0.00081634i,0.00041705+0.00054949i,0.0004816+0.0007532i,0.00035995+0.0008509i,2.3498e-05+0.0004832i,0.00033113-0.00021224i,0.00032414-0.0003487i
-0.0012561-0.00038627i,-0.00093234-0.00025326i,-0.00017643+0.0011323i,0.00047975+0.0011875i,0.00067281-0.00034712i,0.00071087-0.00083664i,0.0011089-0.00054i,0.00023584-0.00041456i,-0.00049738-0.00034371i,-6.77e-05-0.00016635i,0.00063752-0.00018209i,0.00085316-7.9812e-05i,0.00031962+5.7676e-05i,-4.2816e-05+0.00010747i,-0.00010607-8.9151e-05i,-8.116e-05-1.5016e-05i,-0.00040731+0.00023616i,-0.0001219+9.1728e-05i,-0.00024017-4.4537e-05i,-0.00027092-0.00057059i,0.00022126-0.00060594i,0.00022735+0.00010801i,-0.00030519+0.00064174i
0.00052083+0.00062858i,0.0014575+0.00092049i,0.0010302+0.0018849i,0.00052565+0.0023381i,0.00068735+0.0020302i,0.0010589+0.0011147i,0.00059757+4.2655e-05i,-1.6044e-05-0.00072636i,-2.3867e-06-0.00024658i,0.00043445+0.00018457i,0.00079944+0.00036438i,0.00031972-0.00022662i,-0.00026297-0.0015183i,-0.00036844-0.0019568i,0.00030269-0.0009671i,0.00048781-0.00045423i,0.00033678-0.00029448i,0.00056853-0.00018224i,-2.8953e-05-0.00013513i,-0.00056416+6.2313e-05i,9.6643e-05-0.00035873i,0.00071938-0.00015197i,2.146e-05+8.0996e-05i
0.00034999-0.000295i,-0.00088115-0.00041279i,-0.00044833-0.00042202i,-3.7284e-06+1.6908e-05i,0.00020896-0.0010927i,0.00088866-0.0014382i,0.00095806+0.00020886i,0.00030581-0.00016192i,-0.00035782-0.0010651i,-0.00025304-0.00094638i,0.00059739-0.0009404i,0.00030446-0.00044594i,0.00030508+0.00011792i,0.00087934+0.00032904i,0.00071088+0.00064673i,0.00026142+0.00055467i,0.00048323-0.00029329i,0.00037469-0.00085916i,-0.00080262-0.00055013i,-0.00089532-0.00016743i,-0.00022276-0.00015235i,0.0003689+0.00054891i,0.00017401+0.00093759i
0.0020713+0.00021562i,0.0018623-0.0013588i,0.0028521-0.0011385i,0.0026437-0.0016251i,0.001975-0.0025977i,0.0015814-0.0020634i,0.00086979-0.0012341i,3.2516e-05-0.0009309i,-0.00012617-0.00025619i,-0.00039851+0.00032634i,-0.00054238+0.00072967i,9.417e-05+0.00034007i,0.000175+8.5274e-05i,0.00010706+0.00079119i,5.2366e-05+0.0010511i,-0.00012426+0.00047689i,-5.3347e-05+0.00034265i,-7.7179e-05-0.00021694i,4.3546e-06-0.00098153i,-6.1363e-05-0.00071073i,-3.8018e-05-0.00027995i,0.00052913-0.00028344i,0.00016735+0.00037541i
4.1057e-05-0.00067711i,8.3898e-05-0.00065263i,-0.0013148+0.00049901i,-0.0016115+0.0015948i,-0.0013227+0.0019693i,-0.00042589+0.00060563i,0.00081255-0.00047533i,0.00067082-0.00096154i,-0.00018853-0.00094286i,-0.00034071+0.00017003i,0.0002626+0.00079729i,0.0010711+0.00076484i,0.0012991+0.00023021i,0.0019076+0.00012343i,0.0011909+0.00039335i,0.00029615-0.00045961i,0.00021262-0.00093641i,0.00017162-0.0011132i,-0.00011223-0.0010538i,-0.00027862-0.00027373i,0.00030618-0.00047747i,0.00062814-0.00093696i,0.00074036-0.00050964i
-0.00030619-0.00051886i,0.00032888-0.00067186i,0.00097454-0.0012374i,-0.00027399-0.001786i,-8.505e-05-0.00099997i,0.00081099-0.00030258i,0.00067895-0.000358i,0.00027167-0.00088254i,0.00032114-0.00093949i,0.00052299+2.9089e-05i,1.1462e-05+0.00090652i,4.1809e-05+0.00045477i,0.00037728+9.6375e-05i,0.00013221+0.00014779i,6.8535e-05+0.00023538i,-6.421e-05+0.00053295i,-7.7233e-05+3.6463e-05i,0.0001775-0.00062601i,-0.00026401-0.00076674i,-0.00017943-0.00021897i,0.000463-0.00043317i,0.00015646-0.00070032i,-0.00014389+1.6006e-06i
-0.0013311-0.0012876i,-0.0016606-0.0022554i,-0.0009469-0.0014963i,0.00052773+4.8651e-05i,0.0011839-0.00035204i,0.00077404-0.0015227i,0.001128-0.0012375i,0.0012442-0.00083784i,0.00098367-0.00068314i,0.0011369+0.00035262i,0.00057574+0.0013927i,0.00061572+0.0010751i,0.0012017+0.00065534i,0.00011451+0.00076086i,-0.00098195+0.0008325i,-0.00084156+0.00080589i,-5.9176e-05+0.00085494i,0.00036157+0.00063316i,0.00020168+0.00049269i,0.00038494+0.00088i,4.3443e-05+0.00091371i,0.00030435+0.00070889i,0.00049111+0.00044679i
0.0020839+0.00092393i,0.0012092-7.3311e-05i,1.5897e-05-0.00066729i,-4.5661e-05+2.1143e-05i,0.00042833+0.00078897i,0.0010928+0.00053272i,0.00070842-0.00031107i,0.00013278-0.00088736i,0.00074377-7.3912e-06i,0.0011212+0.00010149i,0.00090091-0.00026963i,0.00078179+0.00012576i,0.001086+0.00011476i,0.0010377+6.4134e-05i,-0.00012219+8.789e-05i,-0.00039731+0.00035944i,0.00055984+0.00079588i,0.00053902+0.00025211i,9.3085e-05+0.00043188i,-9.7216e-05+0.0011856i,0.00036251+0.0006763i,0.00043591+0.00032526i,-0.00011101+0.00050415i
0.0012916+0.0008097i,0.0012302+0.00068936i,0.0018189+0.00043611i,0.0018532-0.00082005i,0.0018782-0.0013684i,0.0011895-0.0014111i,0.00036733-0.0016715i,0.00035086-0.00069783i,-0.00011617+0.00035949i,6.6887e-05+0.00081454i,0.00029079+0.00072077i,0.00069496+3.7985e-05i,0.00096214-0.00012894i,-0.00017762-0.00016777i,-0.00067546+5.2312e-05i,-0.00048535+0.00074532i,-0.00063342+0.00048841i,3.0171e-05-0.00040667i,0.00098563-0.00054556i,0.00093881+0.00020538i,0.00076343+0.00052865i,0.00085896+0.00038712i,0.00026528+0.00015345i
-0.0014849-0.0016939i,-0.0015455-0.0014131i,-0.0018534+0.00061649i,-0.0007716+0.0017151i,0.00057365+0.0021341i,0.00093015+0.00067698i,0.001092-0.0014227i,0.00095479-0.0022572i,0.00081191-0.0016627i,0.00026408+7.8712e-05i,0.00024895+0.00048448i,0.001186+0.00017867i,0.0014861+0.00025911i,0.00052895+5.1078e-05i,-0.00037527-0.00034442i,-0.00049474-0.00027992i,0.00036825+0.00080653i,0.00047504+0.001872i,0.00019085+0.0014065i,0.00030371+0.00069634i,5.5797e-05+0.00075579i,0.00011456+0.00044049i,0.00087475-0.00022015i
-0.0012453+0.00064691i,-0.00081666+0.00043253i,-0.0015937+0.0014571i,-0.0014313+0.0027929i,-0.0001397+0.0026016i,0.00055025+0.00088194i,0.00065808+0.0002074i,0.00014954+0.00015307i,0.00022308-0.00015122i,0.0006966+0.00013956i,0.00054512+6.2972e-06i,0.00063771-0.00060386i,0.00086534-0.001725i,0.00076034-0.0013162i,-0.00021308+6.1997e-05i,-0.00055627+0.00036211i,0.00030128+0.0004802i,9.9014e-05+0.00070565i,-0.00043162+0.00036948i,-0.00075722-0.00052423i,-0.00042112-0.00092417i,8.694e-05-0.0008598i,0.00091744+0.00010448i
-0.0025008-0.0010742i,-0.0030384-0.0010677i,-0.0021802-0.00051219i,-0.0011619+0.00077125i,-0.00028145+0.00045887i,0.00048099-0.00012795i,0.0013012-1.9243e-05i,0.0018197+0.00023812i,0.0015842+0.00099061i,0.00097385+0.00054576i,0.0004544+0.00026602i,0.001052+0.00057654i,0.0011445+0.00047649i,0.00068079+0.00067933i,-2.3837e-05+0.00082916i,-0.00060603+0.00069988i,-0.00062179+0.00030609i,0.00018257+2.6869e-05i,0.00055572-3.154e-05i,0.00018948+0.00019374i,-0.00045658+0.00080117i,-0.00092391+0.0009072i,-0.00042515+0.0009208i
-0.00018551-0.0010821i,0.00043572-0.00081429i,-0.0017943-0.00012081i,-0.0023893+0.0004878i,-0.000551+0.00084735i,0.00063381+0.00034426i,0.00098692+7.2469e-05i,0.0012565+0.00017001i,0.0009457-2.8631e-05i,0.00067147+0.00041176i,0.00074284+0.0010007i,0.0013591+0.00072117i,0.0021833-0.00028866i,0.0015112-0.00030502i,0.0009305+0.00029223i,0.0006287-1.607e-05i,-0.00038474-0.00013485i,-0.0012067+5.7651e-05i,-0.00074513-3.6697e-05i,-0.00013011-2.2301e-05i,0.00038805+0.00022339i,-0.00016636+0.00037066i,-0.0004685+0.00018173i
