0.0015696-0.00080173i,0.00097343-0.0012242i,-0.00012916-0.002321i,-0.0020679-0.0021937i,-0.0032766-0.00077987i,-0.0035263+0.00076641i,-0.0023345+0.0026768i,-0.00073705+0.0022915i,0.00070068+0.00056001i,0.0018116-0.00045847i,0.0013579-0.0014295i,2.1929e-05-0.0012045i,-0.00098467+9.6701e-05i,-0.0013678-0.00024256i,-0.0013902-0.001171i,-0.0012222-0.0013536i,-0.00041261-0.001424i,0.0004653-0.00091117i,0.00024857+0.00017801i,-0.00063203+0.00044472i,-0.00063445-4.1235e-05i,7.404e-05+1.0984e-05i,0.00044476+0.0005393i
0.00014827-0.00020073i,-0.0012075+5.8484e-05i,-0.00088687-0.00086682i,-1.3941e-06-0.00081717i,-0.00071939-0.00056684i,-0.0020635-0.00055989i,-0.0020015+0.00013616i,-0.0010836+0.00039872i,0.00010834-4.9625e-06i,0.00071395+2.9418e-05i,5.6242e-05+0.00017656i,-0.00049037-0.00024536i,-0.00064302-0.00041503i,-0.00036825-0.0004934i,-0.00027162-0.00058272i,-0.00031404-0.00031837i,-5.9386e-05+6.3018e-05i,-0.00027836-0.00024045i,-9.6084e-05-0.00094158i,6.4011e-05-0.00064459i,-3.2674e-06+0.00060431i,2.1803e-05+0.00029274i,0.00019576-0.0009912i
0.00017681-0.0009581i,-0.00018963+0.0005632i,-0.00028596+0.00044815i,-0.000684+7.7544e-05i,-0.0010824-2.158e-06i,-0.0011999+8.7321e-05i,-0.00055449+0.00064687i,0.00036782-6.0008e-05i,0.00030983-0.00018334i,2.4832e-05+0.00090878i,-0.00044337+0.00066645i,-0.0003874-0.00037903i,2.5214e-05-0.00081429i,2.4134e-05-0.00029299i,-7.6885e-05+0.00067582i,-0.00030208+0.0007134i,-1.7921e-05-0.00078174i,0.00027721-0.0015465i,2.3605e-05-0.0014816i,-0.00070423-0.0008193i,-0.0010445-0.00017185i,-0.00064495+0.00030671i,-0.00057208+0.000249i
-0.00093432-0.0014297i,-0.0017447-0.00090905i,-0.0023588-0.00012141i,-0.0020082-0.00011727i,-0.0011673-0.00040622i,-0.0011084-0.00050999i,-0.0013383+0.00042234i,-0.00068842+0.00026134i,-0.00084032-0.00016838i,-0.0014761-0.00011381i,-0.00083725-0.000174i,0.0009554-0.00036293i,0.001598-0.0002187i,0.00042507+0.00039046i,-0.00028235+0.00024114i,-0.00055147+0.00039193i,-0.00061962-2.2409e-07i,6.2305e-05-0.00058237i,0.00051191-0.00059505i,0.0006687-0.00023851i,6.533e-05+4.272e-05i,-0.00023575-0.00038227i,2.0888e-05-0.00055053i
-0.0012062-0.00013188i,-0.0023997-0.00025912i,-0.0024375+0.00021461i,-0.001468+1.6913e-05i,-0.00044232+0.00023961i,-0.00063278+0.00073092i,-0.00046097+0.0013039i,-3.4979e-05+0.001525i,-0.00018401+0.00099989i,0.00011015+0.0014169i,0.00043095+0.001592i,0.00027478+0.00043953i,0.00049783+0.00010119i,0.00084058+0.00012584i,0.0010194-0.00022487i,0.00065598+0.00033791i,-0.00027851+0.00028219i,-0.00048067-0.00062289i,0.00022164-0.00075487i,0.00021333-0.00046773i,5.9791e-05-0.0003367i,1.7412e-06-6.1139e-05i,-9.2759e-05+7.4177e-05i
0.0012-0.0020225i,0.0005428-0.0021418i,-3.593e-05-0.0014i,3.5044e-05-0.00049022i,-0.00014968-0.00067045i,-0.00078493-0.00075011i,-0.00065289-0.000744i,0.00053278-0.00076433i,0.00095352-0.00053624i,0.00021484-6.8185e-05i,-0.00020849-0.00021623i,0.00017226-0.00040275i,0.00049738-0.00069605i,0.00075124-0.0003076i,0.00017025+0.00082508i,-0.00033599+0.00094027i,-0.00046498+0.00024787i,-0.00058124-5.3358e-05i,-0.00010924+0.00026119i,-0.00026443+0.00039644i,-0.0010989+6.9377e-07i,-0.00095439-1.8609e-05i,-0.00059442-0.00016334i
9.4756e-05-0.00017819i,-0.00099237-8.9679e-05i,-0.0004971+1.3539e-06i,0.00037046+0.00080474i,-0.00091357+0.00068952i,-0.0018684+4.8842e-05i,-0.0014857+0.00018424i,-0.00083308+0.0010557i,-0.00032422+0.0011042i,0.00027863-0.00015502i,0.00081537-0.00055949i,0.00054559-0.0003346i,0.00027759-0.00070384i,0.0004483-0.00020025i,0.0001597+0.00023679i,0.00024131-0.0001347i,0.00080032+0.00044955i,0.0004567+0.0012072i,0.00054945+0.0008321i,0.00076379+0.0007111i,0.00011907+0.00035604i,-7.1447e-05-0.00054547i,7.112e-05-0.0008083i
-0.00077593-0.00050196i,-0.0010381-0.00068497i,-0.00023189-0.0010568i,-9.3434e-05-0.00018624i,-0.00058682+0.00038572i,-0.0019669+0.00020693i,-0.0020669+0.00043518i,-0.00011276+0.00040041i,3.0469e-05+3.3152e-05i,-0.00067137-0.00013576i,1.5417e-05-0.00032995i,6.0039e-05-0.00044974i,-0.00067755-0.00055416i,-0.00031346-0.00048826i,0.00055265-0.00056898i,0.00056843-0.00018082i,0.00049909+4.8281e-05i,0.00015106-8.5506e-05i,-0.00016965-0.00044134i,0.00031431-0.00066747i,0.00028741-0.00057396i,-0.00048582-0.00025924i,-0.00034839-0.00041216i
0.0001736+0.00092922i,-0.0010504+0.00059325i,-0.0018054+6.9903e-05i,-0.00040993+0.00022711i,0.00036494+0.00046641i,-0.00063776-6.7738e-05i,-0.0012063+0.00018296i,0.00010979+0.00040889i,0.0013388+0.00056118i,0.00088145+0.00089281i,0.00017952+0.0010423i,0.00055704+0.00035689i,0.00061854-0.0010182i,1.5283e-05-0.001636i,-0.00012161-0.0012656i,0.00053498-0.00071739i,0.0010337+0.00038092i,8.2957e-05+0.00083054i,-0.00090423+0.00047303i,-0.00051512-0.00035399i,0.00036516-0.00073457i,0.00089335+5.4954e-05i,0.00084707-9.9619e-06i
-0.0015063+0.0009657i,-0.0017876+0.00041063i,-0.0012335+0.00096574i,-0.00029194+0.0012196i,-0.00019841+0.00019434i,-0.00026512-0.00033746i,-0.00053489-0.00056261i,-0.00069798-0.00064619i,-0.0003016-0.00019571i,0.00059503-0.00063852i,0.00091686-0.00065057i,8.562e-05+0.00011266i,0.00014616+8.0334e-05i,0.00051089-0.00010159i,0.00013752-0.00019395i,0.00048059-0.0009194i,0.00093453-0.0012344i,0.00088879-0.00039292i,0.00041021-0.0001844i,-0.00052985-0.00092424i,5.6898e-05-0.00072981i,0.0009036+5.1425e-05i,9.5108e-05+0.00014303i
-0.00084538-0.0019162i,-0.00055229-5.4307e-05i,-0.0012011+0.00039805i,-0.0012955-8.937e-05i,-0.0012012-0.00016652i,-0.0013652-6.2795e-05i,-0.0014798-0.00033513i,-0.0012437-0.00064472i,-0.00071462-0.00017749i,-0.00076297+0.00020439i,-0.00061099+0.00025433i,-3.9166e-05+0.00065197i,5.081e-05+0.00042538i,-0.00039249+0.00010091i,-0.0003614+0.000611i,0.00019577+0.00056469i,0.00044654-0.00014048i,0.00037324+0.00020703i,0.00050005+0.00042692i,0.00026765-8.2519e-05i,0.00084368-1.0378e-05i,0.0013738+0.00046433i,0.00074272+0.00056532i
-0.0025104+0.0004519i,-0.0031383-0.00059802i,-0.0020057+0.00033346i,-0.00081149+0.0007526i,-7.0071e-05+5.387e-05i,-0.00020525-0.00034107i,-2.9512e-05-0.0002313i,0.00025074-0.00010621i,0.00058596+0.00058141i,0.00084374+0.00094855i,0.00085506+0.00019883i,0.00070761-0.00018111i,0.00043007-0.00057379i,0.00094272-0.0010091i,0.0015123-0.00032048i,0.0012214+0.00049232i,0.00038009+0.00021721i,-0.00021042-0.00024164i,0.00015585-0.00060035i,0.00051767-0.00043421i,0.00063219-1.9061e-05i,-0.00034787-1.0208e-05i,-0.0015897-0.00027012i
-0.00066675-0.002185i,-0.00054837-0.00080305i,-0.0013743-0.00014907i,-0.0023957+0.00025775i,-0.0026099+0.00060814i,-0.0016056+0.00076358i,-0.00071485+0.00059281i,-0.00096495+0.00017439i,-0.0009079-0.00060482i,-0.00070466-0.00055598i,-0.00024026-0.00021867i,0.00039357+0.0003654i,5.4759e-05+0.00030976i,0.00022091+3.2271e-05i,5.959e-05+0.00030917i,-0.00034429+0.00046277i,-0.00047172+0.00062027i,-0.00011797+0.0004831i,0.00029603+0.0004519i,-0.00011995+0.00093315i,0.00064425+0.0010366i,0.0011323+0.0009599i,0.00081891+0.00016422i
-0.000975-0.00030958i,-6.738e-05-5.6935e-05i,-0.00011162+0.00099913i,-0.00048149+0.0011683i,-0.00044423+0.00039756i,-0.00079903+0.00047496i,-0.0014878+0.00085899i,-0.0014747+0.00074742i,-0.00093476+0.00064868i,-0.00034836-0.00055111i,0.00030097-0.001415i,0.0007539-0.00027749i,0.00075336+0.00085568i,0.00010615+0.0006886i,0.00049726+3.8808e-05i,0.00080792+0.00029992i,-8.4855e-05+0.00069553i,-0.00028288+0.00010541i,-2.9577e-06-0.00032973i,-0.00011759-0.00011443i,-0.00027452-0.0005163i,-0.00041837-0.00065341i,3.7417e-05-6.2031e-05i
-0.00017152-0.00070905i,-0.00063618-0.00080758i,-0.0005395-0.00031782i,4.9588e-05-0.00066412i,4.2575e-05-0.0007014i,-0.00081802-0.00054319i,-0.0013273-0.00037856i,-0.00069352+0.00030504i,0.00023659+0.00037619i,0.0003152+0.00024812i,0.00048005+0.00034848i,0.0010836+0.0001166i,0.0005142+0.0002924i,-0.00052843+0.00018101i,-0.00010858-0.00035207i,0.00072192-0.00043937i,0.00099593-8.123e-05i,0.00066121+0.00092009i,0.00038891+0.00085638i,0.00018257+0.00031968i,-3.2457e-05+0.00029614i,0.00027707+6.992e-05i,0.00038384+0.00017216i
-0.00056591-0.0012411i,-0.00088222-0.0005994i,-0.0014948-0.00039917i,-0.0022242+0.00048371i,-0.0025369+0.00064236i,-0.0020895+0.00079257i,-0.00071545+0.0011957i,-0.00044196+0.00061815i,-0.0014094-0.00057245i,-0.0010556-0.0006332i,-0.00047962-0.00016811i,-0.00043657+0.00010964i,-0.00029287+0.00014901i,-0.00063757-1.426e-05i,-0.00047317+0.00032734i,0.00061824+3.5163e-05i,0.0011967-0.00020497i,0.00044567+0.00022363i,-0.00044358+0.00013777i,-0.0010479+5.1778e-05i,-0.0010558+0.00050469i,-0.00058237+0.00033761i,-0.00076872+0.00011682i
-0.00032557+0.00064639i,-0.00057791-0.00062672i,-0.00021939-0.00031609i,-8.6719e-05-0.00093222i,-0.00059929-0.0023711i,-0.0012882-0.0015906i,-0.001407+0.00013383i,-0.00081214+0.000164i,0.00010946-0.00065557i,0.00073712-0.00066188i,0.0010827-0.00073067i,0.0002555-0.00097347i,-0.00073635-0.0011488i,-0.00037354-0.00092877i,8.8105e-05-0.00010621i,6.0311e-05+1.2979e-05i,0.0001985-0.00019143i,0.00033956-0.00058269i,0.00094675-0.00077413i,0.00080153-0.00013447i,-0.00039638+0.00052913i,-0.00065111+0.00059637i,0.00039939+9.4247e-05i
0.00033829-0.00038275i,-0.00096772-8.1158e-05i,-0.0022005-0.00020263i,-0.0018584-0.0007063i,-0.0017329-0.0015331i,-0.0021241-0.0012172i,-0.0010818+0.00025095i,0.00025175+0.00091679i,0.00027866+0.00054547i,0.00017784-0.00010268i,0.00023904-0.00058988i,0.00061857-0.0011799i,0.00076821-0.0013679i,0.00031395-0.00050567i,0.00046654+0.00014264i,0.00090747+0.00036392i,0.00087021+0.00041023i,0.00088008+0.00012207i,0.0009035+0.00052439i,0.000443+0.0011993i,-0.00017482+0.00063089i,-0.00038802-0.00058406i,-0.00041154-0.0011526i
-0.0010314+0.00062209i,-0.0015664+0.00050033i,-0.0010957+0.00030686i,7.3067e-06+0.0003107i,1.6579e-05-0.00026796i,-0.00048667+0.00010687i,-0.00048548+0.00093853i,9.5586e-05+0.00035244i,5.3671e-06+0.00026471i,-4.8622e-05+0.00073918i,0.00069166-9.8217e-05i,0.00031889-0.0014873i,-0.00062408-0.0015551i,-0.00024979-0.0012234i,-0.00015852-0.0012222i,-0.00046827-0.00073266i,-0.00067886+0.00052771i,-0.0014087+0.0014393i,-0.0010387+0.00080531i,-4.9898e-05+2.6897e-05i,0.00036776-3.738e-05i,0.00054018+0.00027769i,0.0003519+0.00068037i
-0.00036042-0.0016098i,-0.0005527-0.00134i,-0.00076618-0.0006259i,-0.00071867+4.4603e-05i,-0.00072512+0.00027622i,-0.00070221+0.00035491i,-0.00038459+0.00036927i,0.00011887-0.00022224i,-0.00034793+9.3813e-05i,-0.00099807+0.0010936i,-0.00086325+0.0011556i,-0.00099839+0.00038302i,-0.00046105-0.00023234i,-3.7595e-05-0.00049326i,-0.00020279-0.0011491i,-0.00011449-0.00074448i,0.00012188+0.00016618i,0.00088201-3.879e-05i,0.00051582-0.00030796i,-0.00044527-0.00087879i,9.0645e-05-0.00067182i,4.6927e-05-0.00049038i,-0.00044388-0.0010583i
-0.00063688-0.00032289i,-0.0018474-0.00050508i,-0.0024957-0.00046418i,-0.0015386-0.00073968i,-0.0021701-0.00093907i,-0.0025693+0.00016345i,-0.0018356+0.0016688i,-0.00087247+0.001147i,-7.3346e-05+7.0771e-05i,-4.0964e-05+0.00011074i,0.00033827+0.00013485i,0.0005697+7.2478e-05i,0.0001087+8.2634e-05i,-0.00019706-0.00034088i,0.00021418-0.0003601i,0.00054978+0.00036908i,7.3603e-06+0.00044055i,-0.00032114+0.00033904i,1.6674e-05+7.888e-05i,0.00030483-0.00021908i,0.00027033-0.00026039i,2.2035e-05+6.054e-05i,2.0003e-05+0.0003673i
-0.00029101-0.0018896i,-0.0010121-0.00141i,-0.0017334-0.00077061i,-0.0020772-0.00044085i,-0.0014429+0.00014417i,-0.0012317+0.00048377i,-0.00074997+0.00081331i,2.4076e-05+0.00074247i,-7.1361e-05+0.00070561i,8.5386e-05+0.00040906i,0.00086952+2.9575e-06i,0.0010725-0.00066256i,0.001216-0.00017703i,0.00070458+0.00085939i,-0.00030461+0.00074465i,-0.000535+0.00050641i,-0.00026642+0.00057533i,0.00018117+0.00023885i,0.00038593+2.3567e-06i,-2.4938e-06-0.00034087i,0.000512-0.00067124i,0.0003071-0.00076211i,-0.00077259-0.00079306i
-0.0018808-0.00072915i,-0.0020765-0.0005852i,-0.0021548+2.0808e-05i,-0.0020741-8.3761e-05i,-0.0012242-0.00047342i,-0.0010172-0.00041493i,-0.0012487+0.0001993i,-0.0011739+8.2009e-05i,-0.00021557-0.00082271i,0.00038706-0.0006079i,0.00038781-3.1607e-05i,0.00056542-0.00053772i,0.00020875-0.00096996i,-2.5013e-05-0.0010438i,-0.00028286-0.00053674i,-0.00030604+0.00063692i,-0.00013323+0.00069834i,0.00013552-7.6017e-05i,0.00030634+0.00018753i,5.6907e-06+0.00059142i,-0.00053834+0.00048435i,-0.00025725-0.0002156i,0.00039153-0.00047408i
-0.0005644-0.00050341i,-0.0018355-0.00095133i,-0.0021976-0.0012845i,-0.0015459-0.00079267i,-0.0018891+0.00011823i,-0.0022069+0.0007306i,-0.00094555+0.00077017i,0.00016354+0.00058658i,0.00072011+0.00092806i,0.00048423+0.0011948i,-0.00043468+0.0011346i,-0.0010983+0.00082023i,-0.00067445-0.00035366i,-0.00088312-0.00050484i,-0.00089562-0.00025301i,-0.00031042-0.00014659i,5.8412e-05+0.00048584i,-9.0097e-05+0.0010504i,-0.00052075+0.00022779i,-0.00063834-0.0009358i,-0.00038272-0.00084756i,-8.1575e-05-6.87e-05i,-0.00047995+0.00015095i
-0.00011536-0.0025188i,-0.00013008-0.0021811i,-0.0010603-0.0014215i,-0.0019232-6.0586e-05i,-0.0019334-0.00015087i,-0.0016697-0.00032879i,-0.00073447+0.00026019i,0.00051997+3.2805e-05i,0.00043638-0.00048316i,-0.00013581-0.00031206i,-0.00017459-0.00013779i,-0.00044115-1.6191e-05i,-0.00024249-4.3171e-05i,0.0002316-0.00021197i,-0.00067971+0.00053546i,-0.00081882+0.00088118i,-0.00070374+0.00010193i,-0.00093231-0.0001056i,-0.00084173-0.00047543i,-0.00034643-0.00090631i,-0.00027016-0.00039118i,-0.00026153-5.4359e-05i,0.00024218-0.00022878i
-0.0011466+0.00025749i,-0.0020833+0.00013324i,-0.0014962-0.00043246i,0.0008558-0.00097924i,0.00087987-0.0006431i,-0.001057+0.00045177i,-0.0015741+0.0013074i,-0.00053551+0.00064325i,0.00014134-0.00025018i,0.00043324+0.00017093i,-0.00020999+0.00043803i,-0.00053329-3.8799e-05i,-0.00032995+1.3077e-05i,-8.8309e-05-0.00010139i,0.00035428-0.00020642i,0.00019932-0.0001294i,-0.00042814-0.00036072i,-0.00071508-8.1532e-05i,-0.00072302+0.00019184i,-0.00070499+0.00014786i,-0.00027331-2.4372e-05i,0.00024326-0.00041659i,0.00043714-0.00036888i
0.002177-0.00081913i,-0.00048638-0.00076657i,-0.0022848-0.0019761i,-0.0032667-0.0028931i,-0.0028776-0.0030803i,-0.0025154-9.6721e-05i,-0.0019958+0.0014917i,-0.0002911+0.00043049i,0.00055658-0.00016036i,0.00024797-0.00058728i,0.00054067-0.0003796i,0.00078402+0.00026861i,0.00027328+3.8167e-05i,-0.00030496-2.6402e-05i,-0.00042839+0.00020507i,-0.00027916+0.00040317i,0.00017129+0.00020064i,0.00016808-0.00027914i,-5.6453e-05+0.00010188i,-0.00020476+0.00052662i,-0.00021425-0.00042204i,-0.00014533-0.0014879i,-0.00013855-0.0011363i
0.001083-0.0003555i,0.00076865-0.0020067i,0.00051064-0.0026145i,-0.00010064-0.00085633i,-0.00094413+7.5076e-05i,-0.0018511-0.00035942i,-0.001644+0.00021042i,-0.0011727+0.00065163i,-0.00032253+0.00046415i,0.00057133+0.0002441i,-0.00011521-8.3066e-05i,-0.00075211-0.00087661i,-0.00022808-0.0017049i,0.00016325-0.001762i,0.00025674-0.00062456i,0.00032302-0.00021763i,0.00067537-0.00026561i,0.00064803-0.00055622i,0.0003358-0.0012107i,0.00053416-0.0014351i,0.00019437-0.00063932i,-0.0009363+0.00033752i,-0.00070992+0.0010287i
0.00059926+0.00045641i,-0.0010436-0.00072559i,-0.0010935-0.0019625i,-0.00034004-0.0025957i,-0.00066223-0.0022087i,-0.0014772-0.0014555i,-0.0010917-0.00084546i,-8.4906e-05-0.00074064i,0.00018511-0.00040189i,-0.00017483+0.00056318i,0.00017592+4.9646e-05i,0.00026693-0.0015003i,-6.4595e-05-0.0011696i,-0.00021988-0.00035994i,-0.00017217-0.0011438i,9.3639e-05-0.0015935i,0.00010292-0.0012976i,0.00031952-0.00093013i,0.00052863-0.00018206i,0.00074513+0.00052282i,0.001368+0.00080071i,0.0010643+7.5262e-05i,0.00046659-0.00031977i
0.0011563+0.0013723i,0.00062634+0.00016621i,0.0011188-0.00064163i,0.00032959-0.001115i,-0.00067972-0.0014443i,-0.0015151-0.0012056i,-0.0017514-0.00022242i,-0.0012645+0.0010662i,-0.00053568+0.00076855i,0.00066311-0.00035209i,0.0010439-0.00081617i,0.00077262-0.00060885i,9.8567e-05-0.00012994i,0.00015219-0.00060431i,0.00074079-0.00079538i,0.00082437-0.00063208i,0.00065672-0.00046098i,0.00037035+0.00021091i,0.0001681+0.00073749i,-6.841e-05+0.00068133i,-0.00070446+0.00093962i,-0.00057452-0.0001i,0.00021014-0.00086365i
0.001107-0.00083904i,0.00068545-0.0012669i,-0.00016352-0.0012792i,-0.00060408-0.0010092i,-0.00070401-0.0003297i,-0.0011817+0.00068164i,-0.0010556+0.00097259i,0.00038406+0.00077774i,0.00042415+0.00027255i,-0.00050205-4.7106e-05i,-0.00074514+9.1665e-05i,0.00018942-0.00055068i,0.00070181-0.0015758i,0.00063242-0.0012353i,0.00092265-7.7767e-05i,0.00064462+0.00064468i,-0.00037714+0.000371i,-0.00034105-9.7325e-05i,-0.0013357+4.8102e-05i,-0.002094-0.00044408i,-0.0011782-0.00073323i,-0.00019571-0.00074701i,0.00035574+0.00010643i
-0.00040342-0.0021853i,-0.00011225-0.0027635i,-0.0010096-0.0025856i,-0.0014947-0.0011345i,-0.0014287-7.7271e-05i,-0.0012663+0.00010786i,-0.0010722-9.3749e-05i,-0.0011873-0.00040334i,-0.0010429-0.00079471i,-0.0010639-0.00043931i,-0.0010373+0.00029348i,-0.00098611+0.00010863i,-0.00070596-0.00042403i,-5.0952e-05-0.00087452i,-0.00069943-2.996e-05i,-0.0016129+0.00056722i,-0.0016042+0.00030497i,-0.0015925+2.898e-05i,-0.00038368+0.00010584i,0.00024661+0.00011147i,0.00012752-0.00057093i,0.00047821-0.00085328i,0.00054934-9.8267e-05i
-0.00064025-0.0009149i,-0.00015597-0.0002737i,0.00016167-0.00043956i,-0.00071634-0.00068579i,-0.0012778-0.00055207i,-0.001515+0.00019903i,-0.0013932+0.001014i,-0.00040424+0.00098293i,0.00043519+0.00010886i,0.00025028-0.00012464i,-0.00011157-2.9023e-05i,0.00018289-0.00021546i,-7.0506e-05-0.00063137i,-0.00061625-0.00076415i,-0.00028698-0.00045151i,0.00020423-0.00039139i,-0.00018103-0.0008558i,-0.00029809-0.00050695i,0.001043+0.00052863i,0.0015899+0.00075171i,0.0010086+0.00019167i,0.00035982-0.00045716i,0.00049904-0.00067346i
0.0010259-0.0022147i,-0.00042587-0.0031244i,-0.0010358-0.0029546i,-0.0016718-0.0019897i,-0.00249-0.0015658i,-0.0027603-0.00021065i,-0.0019218+0.00032899i,-1.3552e-05-0.00041301i,0.00094674-0.00076031i,0.00022238-0.00078486i,6.285e-05-0.0003146i,0.00016841+2.1264e-05i,1.831e-05-0.00013827i,0.00027825-0.00029493i,-0.00012522-0.00035123i,4.6008e-05-0.00022238i,0.00044442+0.00016684i,1.3251e-05-0.0001822i,7.5588e-05-0.00052778i,0.00054743+0.00013358i,0.00027451+0.0002408i,-7.2821e-05-0.00090417i,4.4063e-05-0.00072741i
0.00043044-0.00085542i,-0.00019418-0.0014022i,-0.00033253-0.0016432i,0.00087805-0.001348i,0.0010783-0.00044642i,-0.00074705+0.00017372i,-0.0016278+0.00075024i,-0.00054085+0.00097836i,-0.0004506+0.0001376i,-0.00053081-0.00086006i,-5.0173e-05-0.00055375i,-6.2458e-05-0.00022104i,0.0004446-0.00057016i,0.00078048-0.00025738i,-9.5139e-05+0.001064i,-0.00034785+0.0014808i,0.00038059+0.00073666i,0.00016314+3.3243e-05i,-0.00079264-0.00043042i,-0.00039971-0.0002035i,0.00012759+0.00025508i,5.8713e-05+0.00068333i,-2.1135e-05+0.00026758i
-0.00024392-0.00054427i,-0.00014012-0.00038022i,-0.0005471-0.0011607i,-0.00064309-0.0020067i,0.00018877-0.001782i,0.00028947-0.00021344i,-0.00055628+0.00085422i,-0.00086522-2.0064e-05i,-0.00029449-0.00048266i,-0.00010831-8.6638e-05i,-4.4398e-05+0.00049488i,-0.00023374+0.00021686i,-0.00046105-0.00058836i,-0.00029224-0.00050357i,-0.00046217-1.794e-05i,-0.00026756+4.3547e-05i,-0.00017697+0.00017948i,-0.00022334+0.00017479i,-0.00013704+0.00023734i,0.00017481+0.00049603i,0.00015573-0.00017393i,0.00044398-0.00075468i,0.00015782-0.0003615i
-7.6426e-05-0.00016139i,-0.0003542-0.00061507i,0.00055552+0.00026564i,-0.00016315+3.9131e-05i,-0.00090564-0.0011333i,-0.0010252-0.00093467i,-0.0012594+0.00010149i,-0.0004311+0.0011875i,0.00041361+0.0012897i,0.0004744+0.00058729i,-0.00027758-0.00016277i,-0.00046364-0.00032381i,-0.00021218-0.00093226i,-0.0002318-0.0011124i,-0.00079679-6.4216e-06i,-0.00086417+0.00056934i,-0.00084012+0.00029227i,-0.00046598-0.0001754i,0.00037539-0.00042376i,0.00039909+0.00032144i,-0.00023441+0.00051874i,-0.00011672-0.00017383i,0.00022519-0.00087946i
-0.00014866-0.00045753i,-0.00096908-0.0011643i,-0.0013352-0.0013294i,-0.0011917-0.00060871i,-0.0019016-5.4168e-05i,-0.0031086-0.00039083i,-0.0023783+0.00022782i,-0.00074038+0.00030308i,-0.00042247-0.0010391i,-0.0003845-0.0012382i,-9.4622e-05-0.00040695i,0.00014098-5.1584e-05i,-0.00010852+0.00042926i,-0.00025921+0.00056547i,0.00040187+0.00028566i,0.00060498-0.00055275i,0.00046905-0.00073707i,0.00033607-0.00022942i,0.00030134-0.00043669i,4.0268e-05-0.00071423i,-0.00069133-0.00028612i,-0.00060927+0.00011031i,-0.00054464+0.00054088i
-0.00054685-0.00092126i,-0.00035774-0.00051176i,-0.00013523-0.00053951i,0.00033438-0.00029568i,0.00021287-3.8697e-05i,-0.00088897+0.00081846i,-0.00073314+0.00073989i,0.00017757-0.00025524i,-0.00044233-0.00075308i,-0.0013111-0.00053158i,-0.00031384-0.00059461i,0.00094297-0.00029158i,0.00049087+5.5727e-05i,0.00015293-3.2035e-05i,0.00053833-7.6974e-05i,0.00018197-0.00036534i,3.5081e-05-0.00066636i,0.00040132-0.00052667i,-0.0001995-9.1279e-05i,-0.00076433-0.00029177i,-1.5181e-06-0.00031321i,0.0006081+0.00023797i,-9.4585e-06+0.00058697i
-0.00090976-0.00091002i,-0.00080758-0.00061773i,-0.00036604-6.9084e-05i,-0.00069364-0.0007147i,-0.0017304-0.0015107i,-0.0017907-0.00046915i,-0.0014379+0.00032852i,-0.0014556+0.00024507i,-0.00062938+0.00063714i,0.00037274+0.00037288i,0.00071927+0.00019092i,0.00025274+0.00015462i,-0.00022045+0.00025332i,-0.00011853-0.00011672i,-6.6039e-05-0.00012578i,0.0005164+0.00045723i,0.00046103+0.0004716i,-0.00090766+1.4779e-05i,-0.0015928+0.00010242i,-0.0011428+0.00037657i,-0.0003654+0.00037028i,-0.0002838+0.00033573i,-0.00072716-3.8352e-05i
0.0010741-0.0020433i,0.00010552-0.0026772i,-0.0016276-0.0023018i,-0.002442-0.0016131i,-0.0027045-0.0018983i,-0.0023962-0.001405i,-0.0012539-6.4272e-05i,-0.00028952+0.00030898i,0.00035868-1.7083e-05i,-9.274e-05+9.6813e-05i,-0.0010655+0.00053859i,-6.4461e-05+0.00071137i,0.00060652+0.00010149i,-0.0005028-0.00064415i,-0.0005346-0.00067316i,-0.00022275-0.00093301i,-0.00023951-0.0014619i,0.00037641-0.00098214i,7.5485e-05+0.00057819i,-0.00053252+0.00048434i,-0.00047493-0.00014484i,-0.00015173-0.00022563i,0.00037524+9.5014e-05i
-0.00084416+0.0010262i,-0.00086507+9.6486e-05i,-0.0010005+0.00019811i,-0.0010568-0.00014716i,-0.0010143-0.00069633i,-0.0015439-0.0006217i,-0.0016666+0.00028108i,-0.0012712+0.00051366i,-0.0008664+7.8714e-05i,-0.00035417-8.1662e-05i,6.8093e-06+8.5839e-05i,0.00011296-8.9493e-05i,0.00023402-0.00066407i,0.00034057-0.00094768i,-4.8757e-05-0.00068998i,-0.00014567-0.00021667i,0.00019462+0.00023956i,8.6348e-05+0.00024085i,-0.00019705-0.00032758i,0.0001726+5.9588e-05i,-0.00045773+0.0004076i,-0.00087576+0.00061449i,0.00044598+0.0009348i
0.0001113+8.5464e-05i,-0.00077341-0.00025036i,-0.00071167-0.00077906i,0.00018524-0.00037854i,2.7931e-05-7.5677e-05i,-0.00074669-9.0059e-05i,-0.00067849+0.0005228i,0.00017953+0.00053883i,-0.0001302+0.00048573i,-0.00022188+0.00024954i,0.00063124-8.8937e-05i,0.00063649-0.00072365i,5.2362e-05-0.00093579i,-0.00024481-0.00017349i,0.00029354-0.00013432i,0.00070347-0.00033405i,0.00015625-0.0002925i,-0.00031828-0.00030605i,-0.00019049-0.00017727i,-0.0010108-0.0004974i,-0.0019571-0.00080034i,-0.0011383-0.00025251i,-0.00043413-0.00026896i
