0.00059831+4.0684e-05i,0.0010591-0.00061485i,0.0007882-0.00060599i,-0.00032288-0.00094628i,-0.0023697-0.00035891i,-0.0030349+0.0010465i,-0.0018868+0.0015534i,-0.00061825+0.0013885i,0.0005661+0.0012989i,0.0015273+0.00029633i,0.0019011-0.0012989i,0.0011656-0.0015822i,-0.00024016-0.00077642i,-0.00048726-4.819e-05i,-0.00031866-0.00054265i,-0.0003052-0.00047661i,-0.0005964+0.00062618i,0.00010899+0.00095787i,0.00068222+0.0012172i,-0.00030841+0.0013176i,-0.0002796+0.00027889i,-0.00054563-0.0010598i,-0.00017715-0.0015303i
0.0022046-0.0010678i,0.0019124-0.0012154i,0.0007841-0.0012618i,-9.1942e-05-0.0011326i,-0.00076023-0.0009584i,-0.0013049-7.4471e-05i,-0.00089485+0.00094213i,-0.00017727+0.0013675i,0.00018773+0.00092788i,0.00040881+0.00011553i,-0.00051801-0.00070178i,-0.00065194-0.00037745i,0.00037939+0.00056115i,0.00024106+0.00016399i,-0.00050789-0.00037327i,-0.00080216+0.00027039i,-0.00086419+0.00069427i,-0.00047975-0.00011061i,9.8701e-05-0.00081748i,0.00046405-0.00038076i,0.00066142-0.00031771i,0.0005117-0.00023868i,-0.00033465+0.00035113i
-0.00089506+0.0015331i,0.00028124+0.0001703i,9.7738e-05-0.0011324i,-6.4608e-05-0.0012005i,0.00012418-0.00088236i,-0.0010276-0.00062058i,-0.0018017-0.00023891i,-0.00094107+0.00038199i,-3.9461e-05+0.00043481i,0.00040343+0.00016022i,0.00039337-0.00055122i,4.6538e-05-0.0014309i,0.00040241-0.00099586i,0.00065455-0.00034884i,0.00051351-0.00049019i,9.5818e-05+6.8528e-05i,-0.00025373+0.00019515i,0.00045429+0.0001364i,0.0011231+0.00066i,0.00059043+0.00076938i,9.2336e-05+0.00071282i,8.0032e-05+0.00014304i,-0.00035339-0.00035183i
0.00052375-0.0020897i,0.00050911-0.0017855i,-0.00032242-0.0021489i,-0.0011482-0.0024523i,-0.001512-0.0024932i,-0.0016072-0.00089457i,-0.0020678+0.0010011i,-0.0011917+0.0011134i,0.00088503+0.0012355i,0.0013115+0.0011053i,0.00044849+6.4263e-05i,-0.00012023-0.00033747i,-8.4832e-05+0.00040709i,0.00055604+0.00031376i,0.00090644-0.00037664i,0.0001492-0.0004919i,0.00019225-0.00018607i,0.0012181-7.8101e-05i,0.0012584-0.00011623i,0.00016764+0.00022408i,-0.00037877+3.9422e-05i,-8.7527e-05-0.00072921i,0.0002191-0.00058564i
0.00024168-0.00063119i,0.00083989-0.00051102i,3.7014e-05+0.00085526i,-0.00035913+0.00093557i,-0.00074979+0.00032274i,-0.0015351+0.00050748i,-0.00073883+0.00040813i,0.00018758+0.00014607i,0.00055542+0.00027023i,0.0013021-0.00019416i,0.0012535-0.0013048i,0.00096126-0.0010445i,0.0013537+0.00010375i,0.00095558-0.00031872i,0.0007352-0.0010824i,0.0007534-0.00043915i,0.00025414-0.00052454i,0.00051883-0.00080361i,0.00019008+0.00019255i,0.00054478+0.00025561i,0.00076513-0.00067296i,-0.00028695-0.00075275i,-0.0003952-2.8192e-05i
0.0014942-0.0007801i,0.0013516-0.0013983i,0.00062171-0.00091865i,-9.7884e-05-0.00073805i,-0.00060913-0.001227i,-0.0017608-0.00097404i,-0.0023975+0.00010373i,-0.001261+0.0016354i,0.00027203+0.0015917i,0.00069635+0.00094737i,-4.1111e-05+0.00054301i,-0.0007533+0.00033161i,-0.0007098+0.00068159i,-0.000324+0.00099515i,0.00033316+0.00038447i,0.0012752-0.00037805i,0.00083065+6.533e-05i,-0.00028903+0.00068688i,-0.00073881+0.00030779i,-0.00012446+2.459e-05i,0.00046295+0.00061215i,0.00021344+0.00010688i,-0.0003146-3.9269e-05i
-0.00051922+0.0013834i,-0.00028019+0.0011667i,0.00027462+0.0005827i,-0.0006159-0.00012604i,-0.0013762-0.00091524i,-0.0013373-0.0010573i,-0.0011175+0.00047077i,-0.0010473+0.0017499i,-0.00054084+0.0013542i,0.00036842+0.00017593i,0.0001972-0.0003265i,-0.00032001+7.8231e-05i,-0.000407+0.00013924i,0.0003226-0.00019928i,0.00065948+0.00030067i,0.00028204+0.00074725i,0.00047585+0.00049781i,0.00036941+0.0005614i,-0.00034865+0.00034398i,-0.00057055+0.00030117i,-2.2365e-06+0.00030397i,0.00074364+0.00015163i,0.00048004+8.9462e-05i
0.00078814-0.0010897i,0.00090535-0.0014247i,0.00091929-0.0018703i,-0.00029039-0.001768i,-0.0013116-0.0015384i,-0.0011109-0.00098454i,-0.00088983-0.00052184i,-0.00095857+0.0002986i,-0.00077012+0.00087629i,-0.00058876+0.00052845i,-0.00045539-5.7041e-05i,0.00020464-0.00021059i,0.00026656-0.0005758i,0.00039976-0.0008469i,-0.00015769-0.00055875i,-0.000459-5.2278e-05i,-4.4663e-05+0.00051907i,0.00024763+0.00059496i,0.00018391+0.00056065i,-0.00062171+0.00028306i,-0.00059442-0.0004085i,0.00016378-0.00050834i,-7.8102e-05+0.00023764i
-0.00032169-0.00075033i,0.0001595-0.00099301i,0.00012617+0.0003958i,-0.00059691+0.00018199i,-0.00034012-0.00085665i,-0.00028557-0.00021965i,-0.00082658+0.00053128i,-0.00050361+0.0010135i,0.00018782+0.0010477i,0.0011567-8.0206e-05i,0.001716-0.00059822i,0.0012261-9.5823e-05i,0.00079822+8.5158e-05i,0.00026827-5.4583e-05i,-0.00012822-0.00011759i,-0.000382+0.00033433i,-0.00039029+0.00016968i,-0.00035328-0.00040764i,-5.0379e-05+0.00031824i,0.0005816+0.00034598i,0.00064724-7.0517e-05i,0.00013284+7.7425e-05i,-0.00013985-8.3376e-05i
0.0004913-0.00294i,0.00030647-0.0033476i,-0.0012691-0.0032603i,-0.0031666-0.0023724i,-0.0035685-0.002151i,-0.0021761-0.0011955i,-0.0011773-3.877e-05i,-0.0010089+0.00013755i,-0.00079689+6.0611e-05i,-0.00069046-3.7453e-05i,-0.00033557-0.0002275i,7.937e-05-0.00060435i,-0.00034577-0.00036025i,-0.00095911+4.561e-05i,-0.00099363+0.00017073i,0.00018138+0.00028224i,0.00072827+0.00020861i,0.0011389+0.00012278i,0.0016401-0.00017938i,0.00097176-0.0002352i,0.00010675+0.00060754i,-0.00060593+0.00048889i,-0.0011132-0.00031586i
0.0023895+8.6796e-05i,0.0019571-0.0007199i,0.002092-0.0014448i,0.0017915-0.001563i,0.0001546-0.0015816i,-0.0015498-0.0011083i,-0.0016131+0.00031723i,-0.00039258+0.0012709i,-4.934e-06+0.00082857i,0.00032592+0.00021393i,0.00013881-0.00066556i,-0.00018481-0.0012251i,4.224e-05-0.00084638i,-0.00030327-0.00081035i,1.9234e-05-0.00075429i,0.00053081-0.00060536i,6.0678e-05-0.00026611i,-0.00041583-0.00020364i,-0.00048545-0.00075579i,-0.0001205-0.00056441i,7.5419e-05-5.6107e-05i,-0.00046202-0.00023122i,-0.00017089-0.00028718i
-0.0014153-0.00105i,-0.00062737-0.0013172i,-0.00024316-0.0012169i,-0.00094707-0.00035472i,-0.0018778+0.00057432i,-0.0022241+0.00056807i,-0.0016759+0.00030768i,-0.00073832+0.000486i,-0.00042824+0.00037462i,-0.000348+6.8472e-06i,-0.00024863-0.00019621i,-0.00024186-0.00053687i,0.00021481+0.00012286i,0.00042418+0.0004337i,0.00041915-0.00062551i,0.00014014-0.00056929i,4.057e-05-0.00024793i,-6.9267e-05+1.6276e-05i,-5.9039e-05+0.00027213i,-0.00011008-0.00040154i,-0.00021498-0.00052385i,-0.00043836-0.00033931i,-0.00042406-0.00062986i
0.0022587-0.0010491i,0.0033331-0.0019493i,0.0028487-0.002055i,0.0015668-0.0012179i,-0.00028195-0.00087875i,-0.0018771-0.0017196i,-0.0014083-0.0011466i,-0.00073246+9.6759e-05i,-0.0002763+0.00061515i,-0.00012359-0.00051746i,-0.00012098-0.0011896i,-0.0004624-0.00062894i,-0.00069518-0.00056136i,-0.00050587+1.2861e-05i,-0.00018412+0.00065487i,0.00057937+0.00077793i,0.00090054+0.00018716i,0.00072618+9.2181e-05i,0.00024546+0.00091919i,-5.3435e-06+0.00090489i,-0.00026656+4.6962e-05i,-0.0007778-0.00045107i,-0.00066409-0.00043916i
0.0016308-0.0018168i,0.00073846-0.0026596i,-0.0012101-0.0039282i,-0.0024637-0.0036687i,-0.00248-0.0027427i,-0.0017035-0.0012955i,-0.00054359+0.00082433i,0.00028621+0.0014498i,7.5189e-05+0.00075331i,0.00015146-6.7457e-05i,-5.0131e-05-0.00051669i,-0.00048653-0.00039543i,-0.00053377-0.00033016i,-0.0005792-0.00038296i,-0.0007228-0.00021949i,-0.00083164-0.0004816i,-0.0003502-0.00037632i,0.00022259-0.00016013i,0.00062869-0.00025279i,0.00045019-0.0011134i,-0.00028009-0.0015214i,-0.00015983-0.0011584i,-2.2208e-05-0.00098761i
0.00059063+5.3033e-05i,0.0014084-0.0003727i,0.00079009-0.000615i,-2.5159e-05-0.00046125i,-0.00075771-0.0010897i,-0.00091363-0.0012076i,-0.00092265-0.00025824i,-0.0010921+0.00079931i,-0.00027926+0.0011237i,0.0012835+0.00082346i,0.0013679-7.0888e-05i,0.00059195-0.00070375i,0.00034742-0.00031221i,-0.00023778+0.00061715i,-0.00044009+0.00040788i,0.00024744-0.00049322i,0.00084927-0.00043919i,0.00086826+5.7529e-06i,0.00061173-0.00037513i,0.00078236-0.0002327i,0.00072129+8.9092e-05i,0.00031075-0.00021495i,0.00095594+0.00018253i
0.0018864-0.0013747i,0.0021453-0.0025021i,0.0014783-0.0030722i,0.00019885-0.0023311i,-0.0011812-0.00081044i,-0.0016589-0.00022023i,-0.0013538+0.0005902i,-0.00078703+0.0014486i,-0.00059128+0.0012322i,0.00063967+0.00073513i,0.0014585-0.00019646i,0.0011984-0.00072793i,0.0010165-0.0013829i,0.00049888-0.00087599i,0.00032566-0.00016589i,0.00012731+9.8294e-05i,-0.00058336+0.00040107i,-0.00065923-0.00011898i,0.00022203+0.00010852i,0.00044399+0.00013288i,0.00024913-0.00012009i,0.00050083-0.00014099i,0.0006453-0.00058451i
-0.00053333-0.0012312i,-0.00028347-0.0014268i,8.2896e-05-0.00062634i,-0.00050375-0.00035442i,-0.0019736-0.001385i,-0.0021929-0.001249i,-0.0014066-0.00058762i,-0.0012312+0.0011391i,-0.0013113+0.0016121i,-0.00039551+0.00037916i,-0.00025369+0.0003753i,-0.00065694+0.00092126i,-0.00042508+0.00044504i,-0.00046937+0.00070951i,-0.00033511+0.0012305i,-2.9433e-05+0.00062131i,-0.00047223+0.00011621i,-0.00064171-9.2329e-06i,-4.9279e-05-0.00034624i,-0.00025279-0.00079404i,-0.00088606-0.00069025i,-0.00086967-0.00038466i,-0.0010498+2.7619e-05i
0.00051626-0.00087444i,0.0012654-0.0010559i,0.001144-0.0014662i,0.00091516-0.0015012i,-1.4315e-05-0.0010595i,-0.00095596-0.0010547i,-0.00080189-0.00042095i,-0.0006167+0.00088543i,-0.00075445+0.0013587i,-0.00073042+0.00041307i,-0.00022163-0.0010575i,0.00043887-0.0010401i,0.00075424+0.00016138i,0.00018552+0.00066899i,-0.00054097+0.0002222i,-0.00050745+0.00040654i,1.4016e-05+0.00044926i,0.00011638-4.7195e-05i,0.00055341-0.00082229i,0.00043989-0.00091803i,-0.00039133-0.00040727i,-0.0009065-0.00059614i,-0.00075665-0.001085i
0.0015162-0.0002145i,0.0011361-0.0001163i,9.0273e-05-3.7823e-05i,-0.00076247-0.00059579i,-0.00019602-0.0012066i,-0.0005942-0.00068428i,-0.0016113+5.8927e-06i,-0.00053297+0.00025673i,0.00039972+2.0991e-05i,0.0003437-0.00046947i,0.0002002-0.00064349i,-0.00021745-0.00058015i,7.6749e-05-0.00024745i,-0.00044682-0.0001816i,-0.00084562-0.00040111i,-0.00042525-0.00029252i,-0.00011114+0.00025684i,0.00023397+0.00070489i,-0.00021694+0.00076212i,-0.00062713+0.00033359i,-0.00031466+0.00013318i,-0.00015929+0.00040752i,-0.00033073+0.00037155i
-0.0026919-0.00059727i,-0.0012433-0.00084208i,0.00014016-0.00062907i,0.00072385+0.00014815i,0.0001261+0.00031788i,-0.00070241-0.00046599i,-0.0012142-0.00030737i,-0.0012876+0.00071338i,-0.00030302+0.00096581i,0.00030173+0.00045685i,8.4611e-05-0.00060963i,0.00049709-0.000475i,0.00037446+0.00053784i,0.00013886+0.00047452i,0.00031167+0.0010174i,-0.00044525+0.00099104i,-0.00068787+6.2062e-05i,0.00039435-0.00060295i,0.00079483-0.00054896i,0.00029023-0.00045776i,-4.4282e-07-0.00037681i,-0.00027176-0.00019188i,-9.3384e-05+2.3875e-05i
-8.5006e-05-0.00026712i,0.00064384-0.0003256i,0.00079537-0.00032874i,0.00064507-0.0004824i,-0.00022178-0.0010561i,-0.0010562-0.0010191i,-0.0012724+0.00012569i,-0.00087343+0.001121i,-0.00014755+0.001444i,0.00039627+0.00093403i,0.00040989+9.4514e-05i,-9.9852e-05-0.0003225i,-0.00015116-0.00014768i,0.00038592+0.0002163i,0.0010508+0.00014005i,0.00058981-0.00022614i,-0.00065877-0.0002589i,-0.00099817-0.00015164i,-0.00024315+9.9046e-05i,-0.0003519+0.00017759i,-0.0010486+0.00029088i,-0.0013984-0.00046344i,-0.00063657-0.0010958i
-0.00144+6.1013e-05i,-0.00093255-0.00010351i,-0.00045512+0.00065851i,-0.00035587+0.00149i,-0.00018116+0.0015865i,-0.00051446+0.00039979i,-0.0012762-0.00021518i,-0.0016422+0.0004135i,-0.0012091+0.0010168i,-0.00030807+0.0011332i,0.00072114+0.00052924i,0.00078695-0.00025643i,-0.00034479-0.00072017i,9.3415e-05-0.00083396i,0.00095892-0.00075498i,0.0001001-0.0001572i,-0.00066105-0.00028007i,-0.00045853-0.00053494i,-0.00041631+0.00033397i,-0.00048941+0.0005892i,-0.00020219+0.00035823i,2.0455e-05+0.0002083i,-0.00016423+0.00048601i
0.0015677+0.00083686i,0.002334-0.00033174i,0.0023073-0.0017445i,0.0015495-0.0019534i,-0.00049506-0.0017815i,-0.0021195-0.0015675i,-0.0015435-0.00040163i,-0.00042612+0.00041106i,0.00033229+0.00073059i,0.00083524-4.2895e-05i,0.0001807-0.001399i,-0.0005961-0.00095674i,-0.0001475-0.00016324i,5.459e-05+4.9398e-07i,-4.1822e-05+0.00040273i,0.00018145+5.3387e-05i,0.00036514-0.00074537i,0.00020102-0.00079879i,0.00041011-0.00048575i,0.00018812-0.00040758i,-6.5506e-05-0.00039626i,-8.8886e-05-0.00014287i,0.00014639-7.2736e-05i
0.00050767-0.0028783i,0.00046469-0.0024941i,-0.00058562-0.0016577i,-0.00098928-0.0015278i,-0.0018358-0.0015961i,-0.0025265-0.00082115i,-0.0020225+0.00048737i,-0.00076305+0.00079109i,7.735e-06+5.2031e-05i,0.00025502-0.00046599i,0.00015667+7.3944e-05i,-0.00034715+0.00093836i,-0.00036716+0.00043201i,-0.00042222-0.00036849i,-0.00068382-0.0013084i,-7.2825e-05-0.0013985i,0.0012493+0.00024025i,0.0016431+0.0013881i,0.00092483+0.0006006i,0.00020912-1.4238e-05i,-7.9872e-05-7.1369e-05i,2.5422e-05+8.5999e-05i,-4.5474e-05-7.3306e-06i
0.00090723+0.0025165i,0.0027716+0.0021606i,0.0022041+0.001232i,0.00080469+0.00012402i,0.00049484-0.00024913i,-2.084e-05-5.7393e-05i,-0.0011904+0.00069969i,-0.00080692+0.0020802i,0.0005073+0.0020341i,0.00068514+0.00092041i,0.00036865-0.00041823i,-1.3101e-05-0.0007113i,-0.00021158-0.00039106i,-0.00011328-0.00051576i,0.00046105-0.00064374i,0.00018596-0.00067872i,-0.00056956-0.0010047i,-0.00054891-0.0011339i,-0.0011975-0.00054657i,-0.00071401+0.00057886i,0.00028139+0.00019683i,0.00046145-0.00051237i,0.00010238-3.179e-06i
-0.00078417+0.00042541i,-0.00042058+0.00050892i,-9.649e-05-0.00011235i,-0.0010101-0.00085237i,-0.0018298-0.0013581i,-0.001427-0.0010791i,-0.0013675-4.5012e-05i,-0.0015105+0.0006735i,-0.00059509+0.00091264i,0.00018643+0.0010019i,-0.00029647+0.00035955i,-0.00021185-0.00013295i,8.2992e-05+0.00056342i,-0.00026848+0.00092208i,-0.00078505+0.00035795i,-0.00056177+3.92e-05i,-0.00048249+0.00032023i,-0.00071565-0.00036634i,-3.9509e-05-0.0007625i,0.00092123+6.5943e-05i,0.00087783-3.6322e-05i,0.00096356-0.00083363i,0.001461-0.00045303i
0.0010745+0.0010521i,0.0019422+0.00038632i,0.0017824-0.00014922i,0.00064892-0.00025742i,-0.00071954-0.00056319i,-0.0016823-0.0007042i,-0.0015811+3.6742e-05i,-0.0012479+0.0010805i,-0.0008699+0.00094582i,6.4655e-05+4.676e-05i,0.00073085-0.00018009i,0.00060287+0.00020794i,1.8458e-05-8.0235e-05i,-8.1618e-05-0.00065314i,0.00049488-0.00087408i,0.00033132-0.00033631i,1.9183e-05-0.00032669i,-0.00040987-0.00025095i,-0.00083941+8.2365e-05i,-0.00063999-0.00065201i,-0.00048384-0.0009656i,-0.00071631-6.3544e-05i,-0.00086715+0.00064103i
0.0011137+0.00023178i,0.00050031-0.00023171i,0.00011457-0.00056971i,-0.00040913-0.00033762i,-0.0012842-0.00045988i,-0.0021881-0.00091611i,-0.0023364+0.00013197i,-0.0014369+0.0014256i,-0.00066357+0.0011431i,-1.3452e-05+0.00053383i,0.00051218+0.00052256i,0.00088738+0.0012232i,0.00064164+0.00046835i,0.00081221-0.00070582i,0.00075844-0.00088906i,-0.00023581-0.00023551i,-0.00041981+0.00024791i,0.00043551-8.5028e-05i,0.0010229+0.0003273i,0.00074196+0.0014331i,0.00065706+0.0016554i,0.00098768+0.0014106i,0.00020076+0.00085038i
-0.00052734+0.00027588i,0.00057196+0.00069818i,0.0010835+0.001317i,8.0516e-06+0.001354i,-0.0010503+3.4133e-05i,-0.0007179-0.00099352i,-0.00051529-0.00017404i,-0.00066637+0.00094336i,-0.00062276+0.001308i,0.00018608+0.00083809i,0.00056497+3.3152e-05i,0.00083017-0.00012585i,0.00062424+0.00032361i,0.00055086+0.00062924i,0.00050661+0.00049083i,0.00056332-0.00033195i,0.00077596-0.00050602i,0.0003499-0.00025455i,0.00016538-6.0381e-05i,0.00058951-2.8869e-05i,0.00044936-0.00017823i,-0.00034181-0.000368i,-0.0011656-0.00029941i
0.00061429-0.0010381i,0.0003379-0.00069626i,-6.1916e-05-0.00013523i,-0.00030043-0.00071767i,-0.00093526-0.0010377i,-0.0015999-0.00011937i,-0.0010864+0.00046632i,-0.0004108+0.00073291i,4.067e-05+0.00037544i,0.00016132-0.00049363i,-4.4285e-06-0.00080488i,-0.00020865-0.00056318i,-0.00013993-0.00032191i,3.0856e-06-0.00077459i,0.0002844-0.0008866i,0.00077605+0.00013765i,0.00061811+0.00049677i,3.1147e-05-0.00011542i,-0.00045888+3.6757e-06i,-0.0003143+0.00056378i,0.00020451+0.0006704i,-1.9261e-06-5.5419e-05i,-0.00031295+0.00011442i
0.0010938-0.00061962i,0.00026814-0.0018213i,-0.0010113-0.0032343i,-0.0015491-0.0035461i,-0.0022514-0.0027055i,-0.0022064-0.0012051i,-0.00091769+0.00055339i,-0.0005861+0.00031307i,-0.00058937-0.00067879i,0.00010799-0.0011851i,0.0011479-0.00087374i,0.0011612+0.0002003i,0.00054374+9.7337e-05i,0.00036666-0.00045066i,-0.00045521-0.00078207i,-0.00081601-0.00064701i,-0.0003696-0.00011582i,-0.00013674+0.00040587i,0.0002782+0.00037264i,0.00050375+8.2886e-05i,0.00017873+4.1052e-05i,-0.00058807-0.00012059i,-0.00071964+1.9986e-05i
-0.00095563+0.00081201i,-0.00018065+0.00053399i,0.00016303+0.00028015i,-3.7368e-05-0.00021324i,1.8186e-06-0.00059595i,-0.00044422-0.00080778i,-0.0012978-0.00015704i,-0.0014893+0.00053058i,-0.00090647+0.00044413i,-0.00018695+0.00040015i,-0.0003455+8.4282e-05i,-0.00040946-0.00016782i,-3.6715e-05-0.00021584i,0.00040481-0.00060682i,0.00081464+0.00015477i,3.8384e-05+0.00077493i,-0.00075432+0.00055887i,4.9532e-05+0.00064067i,0.00031042+0.00018451i,0.00039219-0.00027921i,0.00069634+0.00026012i,0.00044843+0.00078502i,-0.00067723+0.00022235i
-0.00046101-0.00060911i,-0.00046318-0.0007797i,-0.0007423+2.4622e-06i,-0.00064643+0.00068302i,-0.00052513+0.00066019i,-0.00017149-0.00076985i,-0.00084543-0.0014908i,-0.0017763-9.0882e-05i,-0.00091821+0.0010465i,0.00043441+0.00059284i,0.00036544+2.2155e-05i,-0.00015303+0.00011507i,-0.00025808-0.00046338i,8.3694e-05-0.00029038i,7.6454e-05+0.0002476i,8.3848e-05+0.00035808i,-0.00014073+0.00056192i,-0.0007192+0.00032288i,-0.00027665+0.00010812i,0.00016899-0.0003588i,0.00036006-0.00018444i,0.00059795+0.00012107i,0.00025318-2.6975e-05i
0.0012108-0.0011261i,0.00058707-0.0012961i,-0.00015042-0.0027287i,-0.00070301-0.003614i,-0.0010353-0.0033021i,-0.0014078-0.0016857i,-0.0011289-3.6224e-06i,-0.00031533+0.00080961i,0.00041532+0.00070484i,0.00080922+0.0002046i,0.0011021-0.0005291i,0.00089501-0.00040068i,0.00053371-0.00014347i,0.00031408-0.00038072i,0.00055505-0.00010632i,0.00082149-0.00014579i,0.00023705-0.00052169i,-0.00018765+0.00011154i,-0.00015992+0.00066333i,2.8269e-05+6.5601e-05i,0.00018752-0.00020363i,-0.00019213-0.00050203i,-0.00090167-0.00056054i
0.0015221-0.00087047i,0.0018607-0.0015752i,0.00094092-0.0024092i,-0.0012904-0.0024436i,-0.0019016-0.0014279i,-0.0016228-0.00077027i,-0.0014967-0.00020302i,-0.00084712+0.00048166i,-0.00024239+0.00083096i,0.00024239+0.0006439i,0.00026635-0.00056876i,0.0003983-0.001219i,6.5069e-05-0.0013192i,6.0306e-06-0.0018782i,1.6939e-05-0.00082734i,-0.00061669+0.00070153i,-0.00035205+0.00063793i,0.00058362-0.00052764i,0.00054718-0.0014021i,-0.00040395-0.0007051i,-0.00045806+9.0516e-06i,0.00023429-0.0003048i,0.00067143-0.00046819i
0.00056948-0.0010612i,0.00031082-0.0010408i,-0.00029471-0.0020673i,-0.0012085-0.0028201i,-0.0021088-0.0022657i,-0.0025019-0.0012042i,-0.0020524-0.00026339i,-0.00063646+0.00031289i,0.00054953+0.00069676i,0.00038867+0.00063914i,0.00011324+0.00055395i,-0.00038919+0.0010557i,-0.00034219+0.00078422i,0.00021423+0.00013877i,0.0005131-0.0001984i,-0.00014701+8.2707e-05i,-0.00093528+9.8863e-05i,-0.00029753-0.00058372i,0.00068117-0.00048343i,0.00084176+3.5846e-05i,-5.2744e-05+0.00036071i,-0.0010077+6.8878e-05i,-0.00051191+0.00025704i
-0.00069849+0.00068306i,-0.00033774+0.00091894i,-0.00016217+0.00053229i,-0.0001313+0.00038376i,-0.001135-0.00034678i,-0.0017461-0.0015395i,-0.0017231-0.0010111i,-0.0018387+0.00065633i,-0.00092004+0.0016444i,0.00053793+0.00064708i,0.00079977-0.00086176i,-0.00030547-0.001135i,-0.0010692-0.0010236i,-0.0011354-0.0012865i,-0.000419-0.0014454i,0.000889-0.0011796i,0.0014152-0.00044903i,-0.000152+0.00042273i,-0.0007329+0.0006701i,0.00064845+0.00092264i,0.0013027+0.00063958i,0.00069261+0.00017713i,0.00038738+7.2227e-06i
0.001363-0.00086196i,0.0012119-0.0024433i,0.0007235-0.0031584i,1.2017e-05-0.0031953i,-0.00068483-0.0028188i,-0.0012078-0.001238i,-0.0011911+0.00078923i,-0.0010771+0.0012779i,-0.00057532+0.00099926i,-0.00036332-0.00023013i,-6.2797e-05-0.00080028i,0.00028661+7.7296e-05i,-4.7621e-05+0.00014838i,0.00028248-0.00094664i,0.00084912-0.001114i,0.00044669-0.00046116i,0.00030947-4.8087e-05i,0.00033913+0.00018484i,-0.00075552+0.00019809i,-0.00094304+4.0247e-05i,-0.0002263-6.2684e-05i,-0.00012252-0.00020808i,-0.00030197+0.00019941i
-0.0011812+0.00011523i,-0.00089892-0.00039862i,-2.4392e-05-0.00088699i,0.00024552-5.3856e-05i,-0.00056803+0.00019202i,-0.0016771-0.00058754i,-0.0017209-0.00092109i,-0.00090604+0.00012812i,7.4391e-05+0.00014581i,0.00053256+2.9444e-05i,0.00098157+0.00043187i,0.00092766-0.00031838i,0.00045074-0.0012802i,-0.00033566-0.0012294i,-0.00062197-0.00029785i,-0.00018815+0.00013305i,-6.3345e-05+0.00016249i,-7.7319e-05+0.00029242i,-7.4734e-05+0.00059457i,-0.00048422+0.0010131i,-0.00062706+0.00075475i,0.00038424+0.00031331i,0.001095+0.00092914i
-1.7492e-05+0.00012627i,0.0017653+1.6555e-05i,0.0017346-0.00013486i,0.00051066-0.00133i,-0.00063257-0.0013866i,-0.0017066-0.00083451i,-0.0013053-8.0103e-05i,-0.00010659+0.0016281i,0.00076692+0.0021734i,0.0015074+0.0010214i,0.0015122-0.00069768i,0.00054426-0.0014989i,-0.00055587-0.0019114i,-0.00049009-0.0013457i,-0.0001462-0.0011223i,-0.00025897-0.0013379i,6.9514e-05-0.00098447i,0.00060021-0.00093262i,0.0010433-0.0011835i,0.00071233-0.0010184i,9.4184e-06-0.00023672i,-0.00014969-0.00041074i,0.00012202-0.00064742i
0.00079338-0.00014445i,0.00039196-0.00045839i,0.00017071+0.00032401i,0.00072097+7.3038e-05i,0.0006237-0.0013028i,-0.00092854-0.0016021i,-0.0020102-0.00053293i,-0.0015547+0.00085437i,-0.0005719+0.0021909i,-0.00028262+0.0017968i,-5.5302e-06+0.0005881i,0.00081005-0.00022153i,0.0016771-0.00058095i,0.0016392-0.0004763i,0.0012321+0.00034343i,0.00087705+0.00043631i,0.00032874+4.4061e-05i,-0.00041225+6.3234e-05i,5.2508e-05+0.00025317i,0.00057483+0.00013304i,0.00027673-5.858e-06i,0.00014337+0.00044813i,4.4653e-05+0.00028508i
0.0013005+0.0011597i,0.001261-0.0001169i,0.0010481-0.0002756i,-5.4934e-05-0.0012128i,-0.00084218-0.0019774i,-0.0006826-0.0013304i,-0.0010964+0.00014784i,-0.0011021+0.0009551i,-4.1514e-05+0.0010226i,-0.00023677+0.00059219i,-0.00082077-7.5575e-05i,-0.0005601-0.00024877i,-0.00090624-0.00031224i,-0.00090417-0.0001936i,0.00036148+0.00017348i,0.0010811-7.2979e-05i,0.00058595+4.6838e-05i,0.00079722+0.00031085i,0.0009034+0.00032248i,0.00037841+0.0002376i,7.8028e-05-3.0593e-06i,-0.00026974-0.00033494i,-0.00063667-0.00046723i
-0.00031989-0.00089607i,0.00058262-0.00058879i,0.0012923-0.00068193i,0.00011879-0.0010127i,-0.00040519-0.0011334i,-0.00043681-0.00049494i,-0.0011993+0.00043275i,-0.00090682+0.00095994i,0.00050781+0.001189i,0.00066057+0.000751i,0.00050388+0.00066528i,0.00028227+0.0010727i,-1.0752e-05+0.00076982i,-0.00054363-0.00027125i,-0.00044072-0.00035999i,0.00032212+0.00091174i,0.00070844+0.0012057i,0.00043853+0.00035098i,4.1649e-05+0.00016528i,-4.3148e-05+0.0003471i,0.000172-0.00061004i,7.5723e-05-0.00040936i,0.00032713+0.0001096i
