-0.0012565+0.0008533i,-0.00043459+0.00040176i,-0.00075402+3.8287e-05i,-0.0010423+0.00010666i,-0.00089764+0.00090152i,-0.00063783+0.00074946i,-0.00069855+0.0010911i,0.00031426+0.0011258i,0.00078149+0.00048808i,0.00060203-5.8748e-05i,0.00072706-0.00078493i,1.4122e-05-0.001035i,0.00021536-0.00038569i,0.00024124+0.00029289i,7.3322e-05-0.00060834i,-5.7819e-05-0.0011072i,-8.1765e-05-7.6406e-05i,-0.00020529+0.00012417i,-0.00070866-0.00075149i,-0.00018811-0.00048859i,-0.00019576+0.0011713i,-0.00017894+0.0014852i,0.00031334+0.0004211i
0.0011625+0.00011971i,0.0017313+0.00019397i,0.0025847-0.0012573i,0.0013969-0.0024908i,-0.00049802-0.0021338i,-0.00099294-0.0006381i,-0.00038873-0.00075144i,0.00042948-0.0014523i,0.00053949-0.00097133i,-3.9773e-06-0.00031648i,-0.00053938-0.00042419i,-0.00020163-0.0011804i,0.00032682-0.001119i,0.00031689-0.00048908i,0.00010277-0.00025523i,-7.9523e-05-0.00040834i,0.00046625-0.00023573i,0.00056593-7.4567e-05i,-8.2999e-05-2.8086e-06i,-0.00068171-1.882e-05i,-0.00065574+0.00054739i,-0.00064022+0.00094762i,-0.00042184+0.00050427i
-0.00020771+0.0011393i,-0.00032001+0.00086225i,-0.00076534+0.0010616i,-0.00064936-0.00068432i,-0.00017414-0.002463i,0.00096478-0.0014797i,0.0013437-0.000606i,0.00098489-0.00078767i,-4.5353e-05-0.001141i,-0.00083289-0.00054253i,-0.00064903+0.00055764i,-0.00060008+0.00068682i,-0.00049657+0.0002408i,3.604e-05-0.00030413i,0.00055193-0.00055138i,0.00047278-0.00087112i,0.00031332-0.00091443i,9.1904e-05-0.00031777i,-0.00064677+5.279e-05i,-0.0015437+0.00023576i,-0.0013314+0.00063052i,-0.0011482+0.00059627i,-0.00034866-1.7079e-05i
0.0012147-0.00072842i,0.00039267-0.00064753i,0.00082354-0.00078446i,0.0013965-0.00054077i,0.0012318-5.2867e-05i,0.0010847+0.00021326i,0.0015335+0.00040027i,0.0010304-0.0004024i,0.00011746-0.00038775i,-7.0021e-05+0.00071898i,-0.00031154+1.831e-05i,-0.00017496-0.00099407i,0.00011689-0.00068042i,-0.00011462-0.00050622i,-0.00044432-6.3759e-06i,-0.0001075-0.00012435i,-0.00010938-0.00034028i,-0.00076245-0.00081688i,-0.00044578-0.0010295i,0.00043376-0.00061589i,-0.00045209+1.1198e-05i,-0.00092742+0.00035187i,0.00030695-0.00018458i
-0.00010202-0.00073962i,-5.716e-05-5.8923e-05i,-0.00015483+0.00033863i,0.0004574+0.00021233i,0.00019883-0.00050804i,-0.0002464-0.00061034i,-5.1333e-06-0.0005851i,-1.3737e-05-0.00131i,-0.00076396-0.0016779i,-0.0010622-0.001399i,-0.0010255-0.00038239i,-0.00027624+0.00022769i,0.00035344+1.597e-05i,0.00067359-0.00047518i,0.00063965-0.00086212i,0.00050727-0.0001497i,0.00013245+7.0664e-06i,-0.00056082-0.00032183i,-0.00069397+0.0002391i,-0.0003292+0.00034192i,0.00017165-0.00044136i,0.00018576-0.00033563i,8.8671e-05-0.00040702i
-0.00068846-0.0011019i,-0.0004096-1.0453e-05i,-0.00064955-0.00058411i,-0.0010656+3.8848e-05i,-0.0010652+0.0017271i,0.00017196+0.0021301i,0.0012912+0.00087231i,0.0004804-6.2701e-05i,-0.0011939-0.00063012i,-0.001468-0.0012614i,-0.00061084-0.0007996i,-0.00043538-0.00023213i,-0.00077344+0.00040744i,-0.00059075+0.00026124i,-0.00035191-0.00031035i,-3.9227e-05-5.2893e-05i,-0.00016919-5.8411e-05i,-0.00082013-0.00082252i,-0.00088107-0.00066536i,-0.00016309+0.00075982i,-8.5068e-05+0.001614i,0.00028202+0.00082098i,0.00063586-0.00016106i
0.0011965-0.00070654i,0.00079591-0.00098547i,0.0010081-0.001483i,0.0014317-0.0021736i,0.0010232-0.0030849i,0.00076897-0.0022819i,0.00042508-0.00063638i,0.00011385-0.00094215i,0.00014838-0.001485i,-0.00060141-0.00082348i,-0.0010337-0.00018506i,-0.0001513-0.00013156i,-6.2213e-05-0.00017825i,-0.0003591-0.00026232i,0.00045769+7.3868e-05i,0.00020706+0.00048305i,-0.00011673+0.00012578i,-6.8835e-05-0.00019863i,-0.00026771-0.00055451i,-0.0003396-0.00029421i,0.00037345+0.00061357i,0.00062208+0.00071436i,-0.00046583+0.00061074i
-0.00053909+0.0027386i,-0.0023187+0.0017669i,-6.6129e-05+0.0014863i,0.0015844+0.00084431i,0.0014397-0.00058639i,0.001007-0.0010283i,0.00038903-0.0009737i,0.00039555-0.0014312i,0.00043852-0.0012567i,0.00060285-0.00039894i,0.0007071+0.00047777i,0.0007516+0.00043073i,0.00060079+0.00068855i,0.00021379+0.00064144i,0.00015093+0.00027644i,6.2079e-05-0.00026238i,9.9063e-05-0.00046544i,0.0002129-0.00047664i,-0.00032749-0.0008601i,-0.00072251-0.00087516i,8.4377e-05-0.00058961i,0.00073735+0.00028258i,0.00062075+0.0010454i
0.0015122-0.0017303i,0.0018699-0.001834i,0.0013948-0.0024231i,-6.5558e-05-0.0018151i,-0.00060419-0.0011048i,-0.0010877-0.00021216i,-0.00084672+0.00017562i,-0.00048191-0.0001794i,-0.0012504-0.00063501i,-0.0011193-0.00049174i,-0.00064462-0.00029346i,-0.00048384+0.00010802i,3.7824e-05+4.1774e-05i,0.00044417-2.1838e-05i,9.0532e-05+0.00028662i,-0.00044177+0.00014371i,-0.00106-0.0001128i,-0.00071526-8.7869e-05i,-0.00014777-0.00019571i,-0.00022085-0.00024228i,-0.00073091+0.0004941i,-0.0010979+0.00093229i,-0.0012539+0.00083006i
6.8007e-05-0.00043832i,0.00041451-0.0010344i,0.00025564-0.0024462i,0.00033308-0.0024004i,0.00036311-0.0011557i,-9.8048e-05-0.00037969i,0.00031311-0.00081406i,2.7468e-06-0.0013566i,-0.00075101-0.0017127i,-0.00089628-0.0013727i,-0.00034101-0.00042378i,2.1669e-05+0.00041788i,-0.00015997+0.00047223i,-0.00018883+0.00052886i,2.3511e-05+0.00014232i,0.00025429-0.00040753i,0.00043251-0.00029023i,0.00015529+1.5525e-05i,9.4488e-05-3.7079e-05i,0.00030519+0.00027772i,0.00044932+0.0006258i,0.00034569+6.8864e-05i,0.00027495+9.7859e-05i
0.00037096-8.9008e-05i,0.0025153+0.00042865i,0.0031001-0.00058396i,0.0020297-0.0011908i,0.0016651-0.0020982i,0.0012633-0.0022182i,0.0013679-0.001126i,0.0010471-0.0011118i,-0.0004631-0.0011156i,-0.0013644-0.0006271i,-0.0012328-0.00033639i,-0.0012006+0.00015546i,-0.00066497-2.4781e-05i,0.00016834-0.00025951i,0.00017016+0.0004952i,0.00025778+0.00040538i,0.00029431-0.00035381i,0.00022562-0.001135i,-0.00036747-0.0012725i,-0.00078781-0.0012113i,-0.000545-0.00097044i,-0.00019357+8.362e-05i,-0.0002666+0.00080693i
-0.0017899-3.5215e-05i,-0.0018727+0.00026323i,-0.0003835+0.0012269i,0.0010997+0.00085865i,0.0012015+0.0002129i,0.00049095-4.1014e-06i,-0.0002508+3.9137e-05i,-0.00013515+0.00034571i,-0.00037812+0.0006074i,-0.00051838+0.00026001i,-0.00090545-0.00041745i,-0.00107-0.00027021i,-0.0005941-0.00068373i,-0.00081144-0.0011931i,-0.00083917-0.00060973i,-0.00049469-0.00066124i,-0.00031635-0.00066067i,-0.00040818+4.8469e-05i,-0.00034984-0.00020129i,4.9762e-05+2.7409e-05i,-0.00093496+0.00035166i,-0.0012838-0.00010912i,0.0001981-0.00047913i
0.0012375-0.0014462i,0.0020157-0.0017452i,0.0032378-0.0031075i,0.0025676-0.0027816i,0.00097165-0.0022544i,0.00019431-0.00090163i,-0.00033643-0.00012322i,-0.00093042-0.00095106i,-0.0010739-0.0012163i,-0.0004675+0.00012502i,-8.4101e-05+0.0010946i,1.8945e-05+0.0004116i,0.00010064+7.3216e-05i,-0.00050315-0.00032637i,-0.00049363-0.00050329i,0.00021388-0.0001392i,-3.3542e-05-0.00055894i,-0.00045846-0.00084002i,-0.00058896-0.0009644i,-0.00031983-0.00028674i,-0.00013541+9.2422e-05i,-0.00014939+0.00025018i,-0.0005983+0.00032321i
0.0018356+0.0011706i,0.0015234+0.00039702i,0.0015487+0.0001891i,0.0020753+0.00040484i,0.0018955+0.00023208i,0.00042401+0.00023906i,-0.00036286+0.00019965i,-0.00031104-0.00032981i,-0.0010966-0.00073834i,-0.0012649-0.0010418i,-0.0010746-0.00094064i,-0.00065604-0.0009879i,-0.00014327-0.00083687i,-0.00036949-0.00049058i,-0.00020468-0.00053188i,-0.00043234-0.00072121i,-0.0011943-0.00059795i,-0.0011502-0.0011044i,-0.00073904-0.0015715i,-0.00069023-0.00074347i,-0.00062294-0.0004841i,-1.9094e-05-0.00043078i,-0.00044059-0.00017464i
8.9798e-05+0.00082051i,0.0016087+0.00050564i,0.0017037-0.00079545i,0.0017416-0.001458i,0.0011147-0.0014618i,0.00032872-0.0010986i,0.0002185-0.00048988i,-7.4361e-05-0.00080125i,-0.00091139-0.00194i,-0.00095425-0.002006i,-0.00047009-0.0010308i,-0.00013567-0.00015851i,8.2188e-05+0.00016789i,6.4418e-05+0.00029853i,0.00049944+0.00053688i,0.0003354+0.00072707i,-0.00050983-0.0005852i,0.00010959-0.00094759i,0.0017395+4.9846e-05i,0.0020329+0.00044808i,0.00067574+0.00058117i,-0.00069027+0.00040445i,-0.00072353+0.00036711i
0.00080285-0.00080674i,0.0012305-0.00096282i,0.0013965-0.0015483i,0.0015138-0.00095905i,0.00096707-0.00022232i,0.00083855-0.00014089i,0.0014574-0.00042444i,0.0014721-0.001244i,0.00049181-0.0013383i,-0.0012182-0.001399i,-0.0010439-0.0015543i,0.00011275-0.0011573i,0.00069753-0.00085618i,0.00051926-0.00043491i,-0.00042438-0.00026458i,-0.00017618-0.00071306i,0.00072654-3.9494e-05i,0.00036888+0.00035672i,0.00011158-0.00046188i,0.00012325-0.00084215i,0.00018987-0.00032592i,0.00080461+0.00030421i,0.00074949-7.7432e-05i
-0.0015168-0.00067637i,4.1378e-05-0.00061432i,0.00080578-0.00040969i,0.00052494-0.0010173i,-0.00033118-0.001486i,0.00016068-0.00039559i,0.0011329+6.7436e-05i,0.00051145-0.00055443i,-1.8043e-05-0.0011096i,5.0157e-05-0.00027865i,-0.00034177+0.00054806i,-0.00075916+0.00066725i,-0.00073089+0.00062246i,-2.2806e-05+0.00012065i,0.00089607+1.1744e-05i,0.00053785+6.5615e-05i,-0.0002792-0.00063061i,0.00015014-2.7684e-05i,0.00030958+0.00061104i,-0.00016354+0.00081277i,-0.00094433+0.00083373i,-0.00062875+0.00039581i,0.00058363+6.3439e-05i
0.002788-0.0011855i,0.0033147-0.0016331i,0.0042889-0.0021118i,0.0025369-0.002973i,0.00012726-0.00219i,-0.00060356-0.00042176i,-0.00072894-0.00041009i,-0.00034599-0.0011217i,-1.6233e-05-0.0010141i,-8.0079e-05-0.00043392i,-0.00059418-0.00010051i,-0.000612-3.2542e-05i,0.00042031-0.00036354i,0.00059101-0.00077146i,-0.00073649-0.00049034i,-0.00051862-0.00082585i,0.00016648-0.00056394i,0.00023632+0.00050908i,0.00013724+0.00047195i,-0.00059688-3.006e-05i,-0.00089364+0.00014103i,-0.00068075+0.00033256i,0.00061197+0.00033833i
-0.00032809+0.0016221i,0.00014928+0.0010889i,0.0014388+0.0010696i,0.0012164+0.00031966i,0.00075622-0.0015295i,0.00062254-0.0014821i,0.00066498-0.0012548i,0.00055349-0.0020685i,-4.3942e-05-0.0015349i,-0.00039523-0.00078328i,-0.00013659-0.00042404i,-0.0004184+0.00021662i,-0.00032192+8.1033e-05i,0.00018042-4.747e-05i,0.00030034-0.00024869i,0.00046037-0.00061855i,0.00089649-0.00053015i,0.00033422+3.2946e-05i,-0.0003611+0.00069074i,-7.5918e-05+0.00032907i,0.00022697+8.8947e-05i,2.0654e-05+0.00048942i,0.00020337+0.00020737i
-0.00054126+0.0013549i,-0.00033283+0.002125i,0.00086961+0.0035016i,0.0019536+0.0025774i,0.0014031+0.00062453i,0.00044039+0.00025676i,0.00057125+0.00020817i,0.00083816-0.0011351i,9.2682e-05-0.0017249i,-0.00014746-0.0010572i,-3.9416e-05-0.00031234i,-9.7325e-05+0.0003522i,2.8008e-05+0.00028906i,-0.00012282+0.00024699i,-0.0001609+0.00059406i,0.00036134+0.00020007i,-0.00022278-0.0003891i,-0.00043347-0.00045323i,0.00012339-0.00052221i,-4.3746e-05+0.00029779i,-0.00035085+0.0006416i,-0.00036474-0.00020937i,0.00059411-0.00067767i
0.0014108-0.0011923i,0.0018746-0.0024612i,0.0032251-0.0031486i,0.0032173-0.0035029i,0.0012046-0.0030385i,-0.00025906-0.0010987i,-0.0010091+0.00014268i,-0.0011373-0.00037701i,-0.00036596-0.0010081i,-0.00018199-0.00062196i,-0.00029737-5.7821e-05i,-0.00024159-0.00013413i,0.00024852-0.00072083i,2.0483e-05-0.00089303i,0.00011562-0.00071459i,0.00023484-0.000721i,-1.0481e-05-0.00081195i,0.00038436+6.0892e-05i,4.1642e-05+0.00057282i,-0.00058009-0.00040322i,-0.00062186-0.00044205i,0.00015769+0.00015734i,0.00096163+0.00091672i
0.0008993-0.0024426i,0.0016777-0.0015464i,0.0019301-0.0024534i,0.0014681-0.0024827i,0.00035163-0.0011697i,-0.00019816+1.7541e-05i,9.459e-05+3.5736e-05i,-0.0002398-0.0011607i,-0.0014051-0.0010308i,-0.0020877-0.00027197i,-0.0016616-0.00068535i,-0.0013327-0.00057407i,-0.0013224+0.00037916i,-0.00058939+0.0008857i,8.206e-06+0.00037721i,0.00020904-0.00016997i,0.00023639+8.7258e-05i,0.0003869+0.00010645i,0.00088017+7.0517e-05i,0.00018198-0.00046298i,-0.00068837-0.00093469i,-0.00074035-0.00011546i,0.00043029+0.00056818i
-0.00017825+0.00035054i,0.0004129+0.00065015i,0.0015076+0.00080439i,0.0023883+0.00050557i,0.0022771-0.00058781i,0.0013748-0.0012154i,0.0016259-0.0014682i,0.0018637-0.0015084i,0.00092187-0.0014482i,-9.0048e-05-0.0013127i,-0.00052466-0.0012245i,-9.4339e-05-0.00082745i,0.00041001-0.00016986i,0.00023202-5.134e-06i,0.00021591-0.00031145i,0.0010534-0.00060352i,0.00091076-0.00037378i,-0.00011764+0.00019017i,-0.00076183+0.0002576i,-0.0012356-0.00025919i,-0.0010412-6.9545e-05i,-0.00037981+2.3373e-05i,1.0123e-05+0.00048407i
-0.0010036+0.00056614i,-0.00044165+0.00089258i,-0.00085821+0.00046987i,-0.00051405+0.00018332i,0.00051897+0.0011498i,0.00063053+0.0015598i,-0.00053103+0.00022697i,-0.0013365-0.00059141i,-0.001078-0.00035695i,-9.0247e-05-0.00058626i,0.00036118-0.00017287i,0.00047832+0.00068004i,0.00047536+0.00076654i,0.00048361+0.00033923i,7.1188e-05-0.00032811i,-0.00017947-0.00073086i,-0.00016592-0.00075122i,-5.1473e-05-0.00095039i,0.00019169-0.0010411i,7.2611e-05-0.00039641i,-0.00010667+8.1312e-05i,-0.00019373-0.00066324i,-0.00021487-0.0010761i
-6.7845e-05-0.00075416i,0.00038965-0.0007404i,0.0015474-0.001206i,0.0015941-0.0014592i,-0.00091235-0.002107i,-0.001662-0.0016064i,2.566e-05-0.00056716i,0.00018651-0.00075623i,-0.00080025-0.001266i,-0.00070927-0.0014944i,-0.0004588-0.001473i,-0.00031001-0.001202i,5.8095e-05-0.00094054i,-7.2122e-06-0.0008325i,0.00052267-0.00079839i,0.00080086-0.00039815i,0.00061295+8.0394e-05i,0.00023872-0.00025115i,-0.00057063-0.00075272i,-0.00095033-9.9132e-05i,-0.00093745+0.00061256i,-0.00086806+0.00052064i,-0.00086168+0.00035915i
-0.0012877+0.001972i,-0.0012451+0.0011242i,-0.00019488+0.0014652i,0.00048215+0.00075589i,0.00074443+0.00044727i,0.00042324+0.00085245i,0.00020644+0.00011065i,2.0747e-05-0.0012486i,-0.00092752-0.0010357i,-0.001335+0.00012283i,-0.0011542+0.00085211i,-0.00046559+0.0010466i,0.00019919+0.00053823i,0.00019959+0.00037693i,0.00044645+0.00029366i,0.0007539+5.4091e-05i,0.00051892-0.00012162i,0.00040433-0.00020972i,-0.00016021+0.00020374i,-0.00038321+0.00017628i,9.1742e-05+0.00024949i,0.00031213+0.00052512i,-0.00020347+6.921e-05i
0.00047739+0.00054337i,0.0013045+0.00079207i,0.00083964+0.00037717i,0.0012881-0.00088702i,0.00091049-0.001431i,0.00061033-0.00091455i,0.00093165-0.00024309i,0.00077218-0.00096724i,0.00076434-0.0014406i,0.00051863-0.0012537i,0.0002372-0.0010537i,0.00028413+8.1502e-05i,0.00052777+0.00021119i,0.0005651-0.00043979i,0.00014524-2.852e-05i,-0.00011721+0.0010699i,-4.8416e-05+0.0011742i,0.00034001+2.8625e-05i,0.00036961+1.0617e-05i,0.00044195+0.0008676i,0.00060755+0.00061096i,0.00032069+0.00036044i,0.00045051+0.00071792i
0.0012403+0.00029722i,0.0015307+0.0017836i,0.0028568+0.0022936i,0.0030291+0.00057252i,0.0017629-0.0013466i,0.0011584-0.00084804i,0.00059484-0.00047099i,0.00038046-0.0014453i,0.00043409-0.0013219i,0.00021199-0.00064075i,-0.00057169-0.00053853i,-0.0012395-2.9778e-05i,-0.00070462-0.00018026i,0.00025543-0.00054798i,0.00061678-0.0001563i,0.00063185-0.00012621i,0.00029786+0.00025239i,7.9472e-05+0.00034719i,-0.00028836+0.00018292i,-0.00017641+0.00046321i,0.00012838+0.00038215i,0.00026559+0.00028643i,0.00047818+0.00034596i
0.00073984+0.00016308i,-0.0003305+0.000812i,-0.00021887+0.00020926i,0.00031636-0.00022056i,0.0010125-0.00061856i,0.0014917-0.00029439i,0.001349-0.00096996i,0.00076398-0.0017257i,0.0002905-0.0012051i,-0.00010851-0.00075814i,0.00038406-0.00062235i,0.00087413-0.00051798i,0.00034517-0.00040335i,0.00028202-0.00050296i,1.7609e-05-0.0002825i,-0.00031411-0.00019447i,-0.00065884-0.00055898i,-0.00061052-0.00035266i,-0.00037889-0.00014893i,-0.00060194-1.9703e-05i,-4.3671e-05+0.00040315i,0.00025794+0.00075745i,-7.0179e-05+0.00024161i
-0.00014609+0.0010834i,3.6091e-05+0.00059702i,0.00096569+0.00026672i,0.0020264-0.00024422i,0.0021217-0.00046628i,0.0012493+0.00019756i,0.00072015-9.152e-05i,0.00029805-0.0012324i,-0.00041413-0.0013274i,-0.00070016-0.00070256i,-0.0004854-0.00033987i,5.0373e-06-0.00022614i,-0.00019935-0.00023422i,0.00020301-0.00056701i,0.00067405-0.0006348i,0.00049359-0.00061413i,-2.6008e-05-0.00077233i,-0.0001427-0.00088955i,-4.981e-05-0.00064727i,-0.0006375-0.00052236i,-0.00053864+4.1397e-05i,-7.5408e-05+0.00065279i,-0.00038168+0.00044166i
-0.0003019+0.00087524i,-0.00070989+0.0016189i,-0.00055075+0.00055813i,0.00072034-0.00097579i,0.0017283-0.00080922i,0.0010811-0.00061027i,-0.00016916-0.00067562i,-0.00057737-0.00091647i,-0.00025747-0.0010056i,-0.00028209-0.00041178i,0.00017052-0.00014727i,0.00071236-0.00011186i,0.00053346-1.195e-06i,0.00025399+8.8656e-05i,0.00074775+0.00036669i,0.00043918+0.00068307i,-0.00034402+0.00012647i,-0.00017655-0.00011011i,0.00048742-0.00064051i,0.00042167-0.00098594i,0.00062652-0.00010199i,0.001315+3.6674e-06i,0.00099145-0.00023008i
-0.00079938-0.0034229i,-0.00068645-0.0032826i,0.00012706-0.0033176i,0.00084767-0.0021687i,-0.00019291-0.0002221i,-0.00076873+0.0010452i,-0.00057683+0.00046287i,-0.00055239-0.0012948i,-0.00047266-0.0020052i,-0.00063036-0.0017977i,-0.00049769-0.00082778i,-8.7238e-05-3.5717e-06i,-0.00019405+0.00025741i,-0.00051212+0.0004487i,-0.00025034+0.00022617i,0.00018713-0.00021258i,-0.00027248-4.7778e-05i,-0.00057705-0.00036878i,-0.00033036-0.00010678i,4.6611e-05+0.00017658i,-0.00016087+3.8153e-05i,-0.00063363+0.00066947i,-8.8195e-05+0.00049793i
-0.00039712+0.00095334i,0.00015421+0.00077582i,0.00078713-0.00019648i,0.0015876-0.0011367i,0.0010538-0.0019157i,0.00070894-0.0015i,0.00026752-0.0012511i,-7.7552e-05-0.00097245i,-0.00063849-0.0011227i,-0.00098057-0.0015234i,-0.00083409-0.00089009i,-0.00023297-0.0002932i,0.0004083-0.00018442i,0.00060279-0.00036037i,0.00098898-0.00041941i,0.0006262+0.00012033i,-0.0001217+0.0004123i,-0.00020406+0.00016338i,-0.00078861+0.0001589i,-0.00047207+0.00055684i,0.00078761-2.382e-05i,0.0010076-0.00039049i,0.00029261-0.00034095i
0.0017343+0.00040519i,0.002043-0.00030257i,0.0027501-0.00059027i,0.0024183-0.0013824i,0.0013816-0.0014045i,0.00070623-0.0012027i,0.00030006-0.0015755i,0.0003268-0.0016977i,0.00052702-0.0016402i,0.00023186-0.00090087i,-7.6992e-06-0.00028209i,0.00010125-9.7533e-05i,-3.442e-05-0.00045159i,-0.00014106-0.00014842i,-0.0005348+0.00095034i,-0.00038662+0.00083821i,0.0004966-7.8819e-05i,0.0011197-0.0001279i,7.7208e-05+6.9808e-05i,-0.0012207-0.00027915i,-0.0011024-0.0002608i,-0.00018166+8.8925e-05i,0.00054103+0.0005085i
-0.0017523+0.0013433i,-0.00092966+0.00051808i,0.00090609+0.00060053i,0.0022094+3.0103e-05i,0.0021416-0.0005006i,0.0014608-0.00065626i,0.0010174-0.0015212i,0.00078966-0.0017373i,0.00043538-0.00012683i,0.00061316+0.00067704i,0.00091599+0.00088197i,0.00013604+0.0011509i,-0.00027902+0.0011425i,0.00020111+0.00052497i,0.00092439-0.00028381i,0.0013678+7.2603e-05i,0.00041208+1.1672e-05i,-0.00032118-0.00017152i,-0.00051483+0.00011538i,-0.0010236-2.4628e-05i,-0.00091256-5.105e-05i,4.2942e-05+0.00020428i,2.1854e-05+0.0002654i
0.0018695-0.0019166i,0.001709-0.0023987i,0.0015916-0.0018901i,0.0014028-0.001305i,0.00057419-0.00096561i,0.00025585-0.0004832i,0.00037601-6.7204e-05i,-0.0001684-0.00053378i,-0.00093978-0.0010043i,-0.0010272-0.0006295i,-0.00085168-0.00020173i,-0.00080893+7.7849e-05i,-0.00058719-0.00014961i,-0.00019305-0.00052162i,0.0002058-0.00024503i,0.00050265-0.00012769i,0.00046266-0.00050409i,-0.00018189-0.00046886i,-0.00038471-0.00073287i,-2.7946e-06-0.00049293i,7.3322e-05-0.00050273i,0.00024996-0.00018556i,0.00041887+0.0003325i
0.0010156+0.0015729i,7.7255e-05+0.0021722i,0.0012098+0.001938i,0.0019794+0.00040955i,0.0013207-0.0013327i,0.00020958-0.0015364i,0.00019393-0.00065577i,0.00051883-0.00089884i,0.00076488-0.0011324i,0.00052622-0.00038576i,0.00011067-0.00080633i,7.2517e-05-0.00085398i,0.00018075+7.659e-05i,0.00020207-9.4698e-05i,-9.6321e-05-0.0013716i,0.00018122-0.001962i,0.00012345-0.00081697i,2.8872e-05+0.0001261i,6.4781e-05+0.00033149i,0.00027218+0.00043619i,0.0002607+0.00057278i,0.00031551-2.1789e-05i,0.0001832-8.7301e-05i
-0.0025474+0.0014917i,-0.003131+0.001436i,-0.001561+0.0013479i,6.2496e-05+0.00055049i,0.00024853-0.00039054i,-5.3799e-05-0.00060316i,0.00026925-0.0010537i,0.00013488-0.0013662i,-0.00082427-0.00094437i,-0.00022977-0.0005848i,0.0011083-0.00015828i,0.00061113+0.00015638i,-0.00017536-0.00037489i,-0.00036049-0.0002136i,-2.8227e-05+0.00057471i,0.00024717+0.00056305i,9.0242e-05-3.0784e-05i,0.00014438-0.00064181i,-0.00010203-0.0010208i,0.00021899-0.00044914i,0.000834+0.00016877i,0.00051927-0.00035614i,0.00076179-0.00065277i
0.0012542+0.0011337i,0.0013952+0.0013752i,0.0021928+0.0012843i,0.002359-0.00046647i,0.0017783-0.0013677i,0.0014611-0.00075616i,0.00097473-0.00027269i,0.00054592-0.00037702i,0.00061565-0.0010723i,0.00067926-0.0014428i,0.00046565-0.00040513i,0.00044474+0.00070783i,0.00042436+0.00050173i,-0.00036894+0.00015781i,-0.00028754+0.00046027i,0.00015506+0.00028025i,0.00051798-0.0005111i,0.00035341-0.00096236i,-0.00022942-0.00083087i,-0.0002163-0.00064856i,-7.3908e-05-0.00054731i,-0.00019797-9.5313e-06i,0.00014864+0.00058485i
-0.0004499+0.0013373i,1.2164e-05+0.00051833i,0.00056523+0.00062963i,0.00082986+0.00030637i,0.00093502-0.00059119i,0.00011648-0.00085198i,-0.00049047-0.00076664i,-0.00085146-0.00092334i,-0.0011318-0.0012971i,-0.00069648-0.00095459i,0.00022095-0.0004348i,-3.687e-08-0.00017867i,-0.00082869+0.00049737i,-0.00012512+0.00036404i,0.00060136-0.00010173i,0.00076938-0.00026038i,0.0011327-0.00047036i,0.00089856-0.00062036i,0.00088256-0.00065436i,0.00047742-0.00056721i,-1.8721e-05-0.00014825i,-0.00051054-7.6215e-06i,-0.00062043+0.00047493i
-0.0019567-0.0016311i,-0.0014326-0.0022053i,-0.00089959-0.001102i,-0.00053735-0.00037108i,-0.00087781-0.0004821i,-0.00086228-0.00041771i,-0.00029503-0.00033168i,-0.00046184-0.00031421i,-0.0012907+5.3256e-05i,-0.001639-9.5075e-05i,-0.00054699+0.00019251i,-0.00027843+0.00042155i,-0.00085329-0.00055667i,-0.00055939-0.00065181i,-0.00029358-0.00027254i,3.4762e-06-0.00075242i,0.00039137-0.0010077i,-1.5511e-05-0.00056777i,-0.00073549-0.00010181i,-0.00062961+2.4734e-05i,-0.00038926+6.3762e-05i,5.0294e-05+1.2766e-05i,0.00022971+9.1949e-05i
0.00085784-0.0010046i,0.0019129-0.0017176i,0.0024493-0.0019864i,0.0011422-0.0019855i,-0.000495-0.0020237i,-0.0001571-0.0016543i,0.0011305-0.0010635i,0.00079914-0.0011845i,-0.00023971-0.001767i,-0.0003297-0.0017326i,0.00061693-0.00078439i,0.00091297-0.00035517i,0.0006611-0.00031559i,5.8645e-05-0.0006885i,-0.00080831-0.0014232i,-0.00055451-0.0012446i,-8.9817e-06-0.0008033i,8.2996e-05-0.0010023i,-4.4968e-05-0.0011367i,-0.00059488-0.00070928i,-0.0013777-0.00029078i,-0.0012052+0.00013169i,-0.00052542+0.0002693i
-0.00058005-0.00023733i,7.7678e-05-0.00016816i,0.001241-0.00035456i,0.0015833-0.00023824i,0.0014972-0.00034376i,0.0010567+0.00021427i,0.001236+0.00012047i,0.00085653-0.00029192i,-0.00032474-0.00042066i,-0.0003344-0.00021729i,-0.00040894-0.00073994i,-1.5113e-06-0.00047953i,0.00028848-8.8944e-05i,0.00023645-0.0002831i,0.00049285+0.00020812i,0.00016314+0.00026443i,-5.901e-05-0.00019583i,-0.0005495+4.958e-05i,-0.00066779-0.00056553i,-2.9667e-05-0.00080085i,0.00055074-0.00042398i,0.00056419-0.00059515i,0.00060386+0.00010785i
0.0013263-5.6741e-05i,0.0018104+0.00051302i,0.0023024-0.00018109i,0.0025982-0.0017321i,0.0012604-0.0019638i,-0.00016705-0.0017862i,-0.00032284-0.0011838i,0.00016472-0.00035258i,0.00014557-0.00045191i,-0.00019691-0.00070719i,0.00054953-1.0376e-05i,0.0011952+0.00024918i,0.00047253-0.00011588i,0.00026426+0.00038098i,0.00030789+0.00042093i,0.00024889-2.3585e-07i,0.00014938+0.0001246i,0.00013009-0.00026229i,0.00029877-0.00074577i,0.0001937-0.00047999i,9.7902e-05+5.0104e-05i,-0.00043604+0.00077531i,-0.0003976+0.00085457i
