-0.0012151-0.0010687i,-0.0011739-0.0021901i,-0.00055494-0.0019679i,-0.00073476-0.00094725i,-0.00088794+0.0011425i,-0.00071884+0.0033391i,0.00031952+0.0029796i,0.0014771+0.0017884i,0.00085582+0.00062869i,0.00023191-0.00051541i,0.00051044-0.00054795i,0.00060139-0.00059434i,4.5783e-05-0.0010119i,-0.00054236-0.0010957i,-0.00063508-0.00043799i,-0.0003587+3.8043e-05i,2.7299e-05+2.7819e-05i,0.00036948+0.00073765i,0.0007377+0.00092089i,0.00074884-0.00034569i,0.00085977-0.00095143i,0.00060458-0.0005872i,-0.00033463+0.00029116i
-0.0022091-0.00053974i,-0.00092177-0.00071803i,5.3842e-05-5.4918e-05i,0.00022806+0.00010435i,0.0015677+0.00024608i,0.0025146-6.8734e-05i,0.0019718-6.8224e-05i,0.00066049+0.00052089i,-0.00040649+0.0011695i,-0.00050897+0.00096293i,-0.00012235-0.0002913i,0.00029614-0.00090138i,-0.00020254-0.00069123i,-0.00032194-0.00029458i,7.5703e-05+0.00053944i,0.0003601+0.00091126i,0.0002019+0.0004832i,-0.00060187+0.00012356i,-0.00068964+0.00012241i,0.00032164-6.857e-05i,0.0009355-0.0001943i,0.00064707+0.00048669i,0.0007283+0.00061447i
-0.00049132-0.0013565i,-0.00050547-0.00025567i,-0.00081792+0.00014415i,5.9256e-05-0.0003021i,0.001458-0.00075827i,0.0016661-0.00054706i,0.0011373-0.00042481i,0.00088734+0.0001247i,0.00017364+0.00068443i,9.8612e-06+0.00085625i,-3.7682e-06+0.0010162i,-0.00010182+0.00090858i,-0.00026898+0.00023061i,-0.00029588+0.00047724i,-0.00031895+0.0014337i,-0.00035065+0.00084196i,-0.00047272-0.0002074i,-0.00027865-0.00099509i,-0.00032238-0.0012711i,-0.00091226-0.0010158i,-0.0011827-0.00053108i,-0.001403-0.00066156i,-0.00038962-0.00062598i
-0.0015968+0.00093507i,-0.0015342-0.00012527i,-0.0011534-0.00051383i,0.00052218-0.00011055i,0.0016247-0.0011228i,0.00097716-0.0026157i,7.5764e-05-0.0025667i,-0.00014428-0.0010338i,-0.00033384+0.00080104i,0.00012631+0.00047128i,0.0010786+2.9262e-05i,0.00073529+0.00011154i,8.2873e-05-0.00023971i,0.00025325-0.00014186i,0.00024916+0.00017402i,-0.00085798-0.0001897i,-0.0010762-0.001023i,-0.00022062-0.0012739i,-0.00010409-0.00072418i,-0.00025296-4.326e-05i,-0.00029755-0.00013971i,-4.1566e-05-0.0004173i,0.00093939-0.00025303i
-0.00071716-0.0013043i,-0.0003764-0.00029263i,0.00012801+0.0011434i,7.8194e-05+0.00096718i,-0.0012868-2.7397e-05i,-0.0022053+0.00045953i,-0.0013199+0.0020789i,-0.00020623+0.001881i,0.00033551+0.00039419i,0.00075897+0.00013997i,0.00058805+0.00013134i,0.0011526-0.00084152i,0.0013689-0.00059171i,0.00065152-0.00010333i,-4.2165e-05-0.00039114i,0.00014181-0.00050348i,0.00020029-0.00022259i,0.00017647+0.00024199i,0.00025857+0.00071787i,-2.8223e-05+0.00067995i,0.00063828+0.00053429i,0.0012306+0.00054344i,0.0010126-0.00069239i
0.0010611-0.0016431i,0.00013366-0.0014215i,0.00046882-0.0015489i,0.0010848-0.0023883i,0.00070703-0.0013397i,4.8252e-05+0.0013082i,0.00042334+0.0018568i,0.0013012+0.00074132i,0.0014298-0.00091984i,0.00058139-0.0016303i,-0.00038209-0.00083238i,-0.0003051+7.5703e-05i,-5.2728e-05-0.00047646i,-0.00081466-0.0012357i,-0.0018469-0.0011063i,-0.0012039-0.00069553i,0.00021049-0.00032302i,0.00060106-0.00033377i,0.00024455-0.00032895i,-0.00024027+0.0002095i,-0.00056047+0.00031679i,-0.00081163+5.9017e-05i,-2.4427e-05+0.00032036i
-0.0013041-0.0010367i,-0.0014132-0.0017369i,-0.00053479-0.0012158i,-0.0004422-0.00042619i,-0.00068749+0.00018408i,0.00010209+0.00015661i,0.00047878+0.00011309i,0.0010046-0.00038116i,0.0005672-0.00025604i,-0.00015953+8.2499e-05i,-0.00094655-0.00025489i,-0.00069046-0.00055007i,0.00012498-0.00010667i,0.00025109+0.00028124i,0.00069321+0.00055057i,0.00029287+0.0011387i,-0.00030778+0.00079424i,-5.3469e-05+0.00032947i,-4.5678e-05-1.3857e-05i,-0.0001435-0.00013391i,0.00023308+3.054e-06i,-0.00020893-0.0001683i,-0.00066898-0.00087189i
-0.0028902-6.4398e-05i,-0.0025855+0.00034165i,-0.0018349+0.00068312i,-0.00025119+0.0011929i,0.0012863+0.0022821i,0.0018249+0.0017811i,0.0010171+0.00088108i,-7.3755e-05+0.00076725i,7.6975e-05+0.00079028i,0.00025923+0.0011876i,0.00033916+0.0013511i,0.00037129+0.00070504i,-6.018e-05+0.0001944i,-0.0005279+0.00035721i,-0.00089401+0.00089063i,-0.0006146+0.00081886i,-0.00017115+0.00055119i,0.00037385+2.1566e-05i,0.00068704+2.9937e-05i,-6.8287e-05-0.0001773i,-0.00026376+0.0001765i,-0.00015018+0.0009422i,-0.00044043+0.00046993i
0.0015516-0.0010312i,0.0015766-0.00047549i,0.0015555-0.00010569i,0.0014448+0.00034854i,0.0011366-0.00056924i,0.0011912-0.00093755i,0.0013549-0.0005105i,0.00023256-0.00063766i,-0.00021707-0.00051628i,7.9779e-05-0.00057509i,-6.2924e-06-0.00059108i,-0.00028699+7.5453e-05i,-4.336e-05+7.6862e-05i,0.00029433-0.00049183i,1.7272e-05-0.00036231i,-0.00021284-0.00075936i,6.3658e-06-0.0010718i,0.00030835-0.00053153i,0.00015533-9.3446e-05i,0.00015503-0.00014225i,0.00089252-0.0005546i,0.00012192+0.00048414i,-0.00080907+0.001209i
-0.00059774-0.00091294i,-0.00052398-0.0014315i,-0.00047548-0.0016609i,-0.00040436-0.0010845i,-0.0003459-0.0010067i,-0.00019299-0.0012636i,7.9897e-05-0.00062794i,0.00020382-0.00025836i,0.00016466-0.00095307i,0.00012707-0.00071138i,2.4136e-05-2.859e-05i,0.00017929+0.00018144i,0.00065399+0.00045959i,4.769e-05+0.00068238i,-0.00089571+0.00024361i,-0.0011458-0.00023354i,-0.0010008-0.00064824i,0.00012154-0.00068808i,0.00019935-9.1686e-05i,-0.00082653-0.00017321i,-0.00062164-0.00060303i,0.00021631-0.00063603i,0.00085544-0.00017802i
0.001233-0.0023856i,0.00024036-0.0021922i,-0.00052694-0.0012448i,-0.0012499-0.00062603i,-0.0022799-0.0010078i,-0.0018544+0.00018351i,-0.00032319+0.0015248i,0.00014726+0.0016169i,0.00016773+0.00038962i,-0.00022531-0.00074747i,-0.00065256-0.00078944i,-0.00016144-0.00065801i,0.00037775-0.00025375i,-7.9205e-05-4.369e-05i,9.2811e-05+0.00070183i,0.0002597+0.00085207i,-0.00030893+1.2496e-05i,-0.0013061-0.00057399i,-0.0014047-0.00046351i,-7.8794e-05+0.00015855i,0.00045518+0.00022014i,0.00030268-0.0007595i,-0.00020071-0.00085769i
-0.0012181-0.0016978i,-0.00078816-0.00029849i,0.00068951-0.00067852i,0.00053957-0.00056614i,-0.00049456+0.00090814i,-0.00041809+0.0014072i,0.00026407+0.0010398i,0.0002659+0.0013328i,-0.0005922+0.0010513i,-0.0012638+0.00058557i,-0.0010982+0.00082676i,-0.00034355+0.00096721i,0.00025308+0.0005879i,0.0002319+0.00033553i,-0.00049351-7.2642e-05i,-0.00075896-0.00065611i,-0.00082749+0.00021282i,-0.0009811+0.00060184i,0.00016521+0.00044865i,0.00060306+0.00030805i,0.00011816+0.00036597i,0.00054829+0.00071478i,0.00057806+0.00038657i
-0.00060094+0.0013358i,0.00010165+0.0010187i,0.0013184+0.0014122i,0.0015824+0.0022186i,0.00094191+0.0010661i,0.0011357+0.00012061i,0.0011609+0.001096i,0.0011413+0.001232i,0.00067955+0.00086647i,-0.00010397+0.00045141i,4.2135e-05-0.00068584i,0.00058801-0.00090535i,0.00058356+0.00017937i,0.00073184+0.0004054i,0.0012207+0.00038989i,0.00080017+0.00070186i,2.7832e-05+0.00086064i,-0.00052549+0.0011996i,-0.00048115+0.00076496i,-0.00021601+1.4315e-05i,4.4618e-05-0.00011404i,0.00021593-9.2827e-05i,0.00035751+0.00024779i
-0.0019234-0.0011416i,-0.0026953-0.00047983i,-0.0022152+0.00033095i,-0.0011413+0.0012488i,-0.00014392+0.0022447i,0.00020894+0.0017739i,0.00037937+0.00085516i,0.00082903+0.00043932i,0.0013474+0.00019646i,0.0015169+0.00014135i,0.00066536-0.00022769i,-0.00012879-0.00034008i,-0.00012381-0.00084543i,7.1363e-05-0.0010342i,0.0001527-0.0011415i,-5.7985e-05-0.0014026i,-0.00038705-0.0007633i,-0.00067215-0.00038876i,-0.00069451+3.4828e-05i,-0.0002373+0.0003879i,0.0004902+0.00024265i,0.00024375+0.00043545i,-0.00093459+0.00036559i
-0.00010034+0.00045544i,-0.00014856+0.00078993i,0.00045546+0.00049894i,0.0012692-0.00059414i,0.0015768-0.00072429i,0.0016231-0.0014426i,0.00046073-0.00097102i,-0.0001248+0.00022026i,0.00027816-0.00044096i,0.00037102-0.00106i,-2.6875e-05-0.0011928i,9.6211e-06-0.00089251i,-0.00025677+0.00025764i,-0.00058019+0.00026017i,-0.00011077-0.00013452i,0.00041922+0.00056672i,-0.00022047+0.00031551i,-0.00057294+6.8777e-05i,-5.1272e-05+0.00019883i,0.00012864-9.9806e-05i,-0.00038865-0.00026968i,-0.00059523-0.00011158i,-0.00052396-6.4315e-05i
-0.00093401+0.00069163i,-6.0211e-05+0.0017357i,-0.00037289+0.0018261i,0.00013878+0.0011097i,0.0020854+0.00027397i,0.0016355-0.00017514i,0.00012562+0.00034803i,-0.00053687+0.0010065i,-0.00055055+0.0008043i,-0.00079523+8.7696e-05i,-0.00099507+8.4407e-06i,-0.00059529-0.00028075i,-0.00011846-0.00052347i,0.00056336+0.00042601i,9.877e-06+0.00029531i,-0.00086291-0.00051585i,-0.00048783+6.5277e-05i,-0.00015208-6.8478e-05i,-0.00035816-0.00046682i,-0.00038551-0.00016298i,0.00028299+0.00013152i,0.00029379+0.00083099i,-0.00052555+0.0010704i
-0.0012713-0.0031595i,-0.0010018-0.0023596i,-0.0009856-0.0010765i,-0.0017394+0.00038161i,-0.0015168+0.00073249i,-0.00058507+0.00066674i,2.6027e-05+0.00085844i,0.00036286+0.00026337i,-0.00093323-0.00058511i,-0.001809-0.00023829i,-0.0013855+0.00072799i,-0.0010061+0.00065148i,-0.00051903+0.0002348i,0.00061724+0.00011417i,0.0010722+7.0443e-05i,0.00031044+0.0003839i,0.0002378+0.00011843i,0.0011163-0.0002148i,0.0009988+0.00022332i,8.0389e-05+0.00074502i,-0.00012337+0.00068598i,0.00012032+0.00055092i,-0.00031731+0.00070464i
-0.0021127+0.00038288i,-0.00092987+0.00086738i,-0.00065973+0.0011275i,-0.0004013+0.00072389i,-0.00026994+0.0010107i,0.00043411+0.0021171i,0.0015618+0.0023472i,0.001501+0.0016962i,0.00079428+0.0010247i,0.00044047+0.00073986i,0.00086906+1.8223e-05i,0.0015695-0.00023335i,0.00087635+0.00016413i,6.761e-05+0.00045723i,-3.1532e-05+0.00048119i,-0.00026736+0.00014907i,-0.00036393-7.2958e-05i,0.00029013+0.00023571i,0.0006021-0.00014647i,0.00081761-0.00028103i,0.00092517-0.00022736i,0.00069168+0.00010594i,-0.00018206+0.00065785i
0.0017163+0.00028711i,0.00010572-0.0013092i,0.00068772-0.0019122i,0.00076783-0.0020405i,-0.00025021-0.0011103i,0.0001332+0.00055725i,0.0015184+0.00030459i,0.0023632-0.00044437i,0.0024197-0.00055068i,0.0013904-0.0010244i,0.00059713-0.0012639i,0.00060257-0.0010269i,0.00045867-0.00064897i,0.00060482-0.00079697i,0.00071218-0.00094221i,0.00068669-0.00016153i,0.00090383-1.282e-05i,0.00052359+0.00047565i,0.00044727+0.0015152i,0.00052983+0.0004727i,0.00025669-0.00051529i,-0.00068836-0.00012143i,-0.001124-4.0344e-05i
0.0023547-0.00064615i,0.0013198-0.00076647i,0.00081116-0.0017278i,-2.2564e-05-0.0016149i,0.00044963-0.0010059i,0.0007245-0.00032482i,0.00069181-0.00012436i,0.00045376-0.00064357i,0.00030849-0.0016972i,0.00065053-0.0024127i,-0.00026952-0.0020584i,-0.0018974-0.00078608i,-0.0015567+0.00014594i,-0.00023086+0.00058437i,0.00015541+0.00035528i,0.00080892+6.4528e-05i,0.00089711+0.00012096i,0.00021096-0.00030246i,0.00025897-0.00065898i,7.3022e-05-0.00044755i,-0.00042416-8.5899e-05i,-0.00056445-0.00023985i,-0.00017609-0.00053208i
0.00047078+8.7715e-05i,0.00043814+0.00029052i,0.00064525+0.00021179i,0.00037224-0.00046231i,0.00064043-0.0006689i,0.00037446-0.00020298i,8.1475e-05+0.00010544i,2.9854e-05+0.00028752i,-0.00039044-5.4132e-05i,-0.00081429-0.00060418i,-0.00075547-0.00034385i,-0.00070845+0.00033578i,-0.0010677+0.0004648i,-0.00088775-0.00020134i,-0.00046755-0.0001731i,0.00027869+7.6215e-05i,0.00067326-2.7782e-05i,-9.1831e-05+0.00043903i,-0.0004085+0.00024603i,0.00077924-0.00061689i,0.00059769-0.00027859i,0.00049329+0.00011482i,0.00058806+0.00029792i
0.0018331-0.0034872i,0.00034327-0.0031074i,0.00021377-0.0030551i,0.00058449-0.0019878i,0.00070256-0.00062548i,5.7362e-06+3.8633e-05i,-0.00039027+0.00071707i,-0.00053936+0.0007244i,-0.00081841+2.4624e-05i,-0.00057593-0.00037969i,-0.00026578-0.0002194i,0.0003257-0.00049956i,0.00057315-0.00049693i,0.00039554+8.2026e-05i,0.00029448+0.0003893i,7.2299e-05-3.8735e-06i,0.00037237-8.1796e-05i,0.00058401-7.1819e-05i,2.9723e-05-0.00036885i,-0.00040088-0.00020716i,-0.00024018-0.00030416i,-0.00038085-0.00016612i,-0.00034804+0.00014397i
0.0010719-0.0013834i,0.00051498-0.0011617i,0.00039001-0.0015258i,0.00057714-0.0017259i,0.00017644-0.0013384i,0.00033079+0.00021332i,0.00058433+0.0017542i,0.00083904+0.0015007i,0.00015946+0.00079937i,9.1055e-05+0.0010402i,0.00038772+0.00076504i,0.00028218+0.00044775i,0.00044837+0.00049738i,0.0005956+7.321e-05i,0.00063308-0.00019559i,0.00077232-0.00019861i,0.00043518-9.3233e-05i,6.1542e-05-0.00054224i,8.4122e-05-0.00070388i,0.00019753-0.00024925i,0.00040108-7.6199e-05i,0.00029655+0.00020832i,3.4477e-05-7.9762e-05i
-0.00079351-0.00067694i,-0.0012626-0.0009019i,-0.0014911-0.00046509i,-0.0011266-0.00095409i,-0.00022826-0.00051928i,-5.3622e-06+0.00049662i,0.00047782+0.001104i,0.0013733+0.0010044i,0.0011613+0.00051935i,0.00128-0.00055808i,0.0017582-0.0013684i,0.0012563-0.00056577i,0.00048212-0.00010409i,0.00022543-0.00016618i,-4.3998e-06+0.00039683i,-0.00031281+0.0002958i,0.00013938-0.00032413i,0.00071971-0.00029251i,0.00064607+1.8671e-07i,0.00037523+0.00017181i,0.00043077+1.9593e-06i,0.00012586-0.00057927i,0.0003723-0.0004255i
-0.0005549+0.00072208i,-0.00039726+9.0599e-05i,0.00030773+0.00061201i,0.0012839+0.0016963i,0.00070601+0.001677i,-5.6514e-05+0.00017757i,0.00068785-0.00073161i,0.0012444-0.0011626i,0.00096654-0.00056558i,6.5401e-05-0.0003708i,-0.00085915-0.0009032i,-0.0010634-0.00086347i,-0.00065645-0.00020907i,-0.00050859+0.00029974i,-0.00045059+2.8729e-05i,-0.00026475+0.00028578i,-0.00041335+0.00085934i,-0.0007662+0.00069798i,-0.0009186+0.00035847i,-0.00058881+0.00053886i,-0.00090827+0.00036455i,-0.00057725-0.00016704i,0.00038497-5.2097e-05i
-0.00085271+0.0005718i,-0.0011565+0.00020965i,-0.0010983+0.0017423i,-0.00021345+0.0025479i,0.001066+0.0014464i,0.0010888-0.00016411i,-0.000138-0.00076935i,-0.00036502-0.00037079i,-1.9677e-05+0.00015783i,-0.00046369-0.00049398i,-0.0014492-0.00096884i,-0.0011916-0.00017385i,5.7197e-05-0.00037966i,0.00030321-0.00054736i,-0.00036378+1.7978e-05i,-0.00012742-0.0001605i,-0.00012613-0.0004508i,-0.0002493+4.6119e-05i,0.00058682+0.0004299i,0.00023703+0.00010875i,-0.00037337-0.00064531i,-0.00020718-0.00069227i,-0.00072997-0.00029322i
-0.00043494-0.0011395i,-0.00067844-0.00089863i,-0.00041483-0.00061172i,0.00083079-0.00054089i,0.0015244+4.2471e-05i,0.00072776+0.0010755i,-0.00038297+0.0005392i,-0.00039504-0.00069822i,-0.00014202-0.00047516i,-0.00068477+0.00019063i,-0.00079604+0.000709i,-0.00036915+0.00055357i,-0.00029593+0.00021093i,8.8432e-06-0.00013245i,0.00042481-0.00014646i,0.00037086+0.00035062i,-6.3381e-05-0.00021256i,-0.00041841-0.0010597i,-0.00029764-0.00073045i,1.6382e-05-0.00040191i,1.0969e-05-0.00014178i,-0.00058557+0.00016108i,-0.0004242+0.00064631i
-5.447e-05+0.00010561i,-0.00037464+6.5151e-05i,-0.00029934+0.00070092i,-0.00047644+0.0011109i,-0.00049511+0.00044972i,3.6614e-05+0.00090607i,0.00061631+0.0010631i,0.0010859+0.00055127i,0.00021541+0.00018854i,-0.00033691+0.00069102i,0.00020782+0.0016194i,0.00037819+0.00121i,-0.00056898+0.00038557i,-0.00093821-0.00015989i,-0.00065868-0.00066487i,-0.00045661+0.00015472i,-0.00051829+0.00049333i,-0.0011169+7.5017e-05i,-0.00079434+0.00020526i,-0.0007719+0.00061622i,-0.001051+0.00069387i,-0.00026207-0.00039504i,0.00017738-0.00068949i
0.00041904-0.0028056i,9.8017e-05-0.0020882i,-0.00013347-0.00098015i,-2.7982e-05-0.00080418i,-0.00042708-0.0012333i,0.00036701-0.00051313i,0.0012706+0.00078887i,0.00056544+0.001309i,0.00018539+0.00062155i,0.0003355-0.00024237i,0.00015825-6.3123e-05i,0.00049802-0.00019533i,0.00034186-0.00058231i,-0.00020717-0.00087367i,-0.00060481-0.0012883i,-0.00047616-0.0010224i,-1.3307e-05-0.00022686i,0.00031299+0.00015057i,-0.00019821+0.00083082i,-0.00039648+0.0009884i,-0.00052246+0.00060238i,-0.001275-0.00012381i,-0.00055446-0.00062576i
0.00041856+0.00018628i,-0.00034255+0.00016227i,-6.0517e-05+0.00014495i,0.00072313-0.00012871i,0.00046682-0.00012866i,-0.00052764+0.00053229i,0.00037574+0.00030249i,0.002169-0.00018796i,0.0025287+6.2218e-05i,0.0015724-0.0004101i,0.00059565-0.0010072i,-0.0003328-0.00092201i,-0.00093395-0.00059922i,-0.00081291+0.00038426i,-0.00048157+0.00032569i,-0.00046947+0.0002182i,-0.00076207+0.00051538i,-0.00081143+6.7669e-06i,-7.9825e-05-0.00045205i,0.00039397-0.00081001i,0.00056226-0.00078011i,0.00028465-0.00046762i,0.00032812-0.00019835i
0.00040775+0.0018838i,0.0002932+0.0012383i,0.00073379+0.0010572i,0.00099901+0.00022724i,0.0012575+0.00012486i,0.00089744+0.00039433i,0.00019177+0.00064732i,-0.00057781-0.00030409i,-0.0011725-0.002191i,-0.00092484-0.0023744i,-0.0005396-0.0011966i,-0.00083378-0.00055296i,-0.0010381-0.00063328i,8.8241e-05-0.00081391i,0.0010507-0.00024564i,0.00062379+0.00084304i,0.00018239+0.0010178i,0.00038222+0.00029294i,0.00074402+2.7072e-05i,0.0005326-6.8461e-06i,0.00039006+4.4795e-05i,-6.1419e-05+3.0773e-05i,-0.00046133-0.00057176i
0.00056506+0.00039556i,0.00057256+0.00079719i,0.0011754+0.0013184i,0.0012974+0.00091063i,0.00092706+0.00026899i,-5.0286e-05-0.00020937i,-0.00085401+0.00024587i,-0.00055954+0.00097682i,-8.1908e-05+0.00010617i,8.1796e-05-0.00069134i,-7.9681e-05-5.9673e-05i,-0.00018895+0.00026545i,-5.6484e-06+8.4041e-05i,0.00019651+0.00017588i,0.00010941+3.8511e-05i,0.00041005-0.00027484i,0.00068756-0.00055839i,0.00083842-0.00059629i,0.00091123-0.00077729i,0.00026778-0.0010057i,-0.0003737-0.00093311i,-0.00023282-0.0010309i,0.00017158-0.00080889i
0.0010444-0.0019794i,0.00042701-0.0022914i,0.0010906-0.0019754i,0.0012064-0.0016991i,0.00086465-0.0010936i,0.00033353+7.0243e-05i,0.0002598+0.0013268i,-1.9228e-05+0.0017212i,-0.00041036+0.0010827i,-0.00042067+0.00068909i,-0.00061621+0.00097329i,-0.00019226+0.00062691i,0.00037727-9.0844e-05i,-0.00036995-0.0011088i,-0.00020538-0.00096548i,0.00046749-0.0003837i,0.00084895-0.00022767i,0.0010272+0.00069412i,0.00070945+0.0010885i,0.00049897+0.00059229i,1.6609e-05+0.00018411i,-0.00077178+8.1996e-05i,-0.00085735+0.00030319i
-0.0014969-0.0018461i,-0.0017069-0.00052744i,-0.0011053+0.00055881i,-0.00026342+0.00017238i,0.000133-0.00027199i,0.00082838-0.0001206i,0.0011365+0.0011776i,0.0010383+0.0015565i,0.00055719+0.00059043i,0.0002199+0.00071876i,0.0005523+0.00087312i,0.00061637+0.00021589i,-6.42e-05-0.0005622i,-0.00024356-0.0007949i,0.00029834-0.00073754i,0.00070159-0.00062022i,0.0004336-5.4897e-05i,0.00048426+0.0011725i,0.00070114+0.0018028i,0.00060479+0.0019138i,-1.5105e-05+0.0010247i,-0.00040153+0.00010509i,0.00042842+0.00064537i
-0.002092-0.00062609i,-0.0020286-0.00018457i,-0.0014703+0.00013882i,-0.00083618+0.00086832i,-0.00021559+0.00087705i,0.0004474+0.00075772i,0.00068019+0.0011153i,0.00075125+0.00060853i,0.00083017-2.7541e-05i,0.00032008-0.00024968i,-0.00061118-0.00023348i,-0.00078785-0.00090452i,-0.00084-0.00098457i,-0.00067266-0.00045972i,6.1836e-05+1.283e-05i,0.00059638-8.955e-05i,0.0012391-0.00033963i,0.001384+0.00044148i,0.00065912+0.00091442i,0.00063189+0.00066733i,0.00054877+0.00061893i,0.00055439+0.00066391i,0.0003833+0.00069956i
-0.00044079+0.0017113i,-5.1413e-05+0.0015496i,0.00032619+0.002113i,0.0011468+0.0019193i,0.0019386+0.00064011i,0.0014312+0.00069631i,0.00065873+0.0010801i,0.0011343+0.00066957i,0.001112+0.00069197i,-0.00021119+0.00049708i,-0.00094145-4.2915e-05i,-0.0010253-0.00020511i,-0.00098708+0.00010727i,-0.00072514+0.00035985i,-0.00027329+0.00040089i,4.6238e-05+0.00021134i,-0.0001271+7.4864e-05i,-0.00034176+8.6899e-05i,-0.00079943-0.00049672i,5.9837e-05-0.00066224i,0.00032758-0.00058753i,0.00014873-0.00020448i,0.000482+0.00044301i
2.8948e-05+0.00062833i,0.00044345-0.00056431i,-5.1443e-05-0.0014142i,-0.00024191-0.00076058i,-0.00049533-0.00017636i,-0.00017206-0.00028073i,0.00011104+0.00055621i,-0.00075095+0.00064683i,-0.0022079+0.00018496i,-0.0019456+1.5324e-05i,-0.0010174-0.00020901i,-5.0864e-05-0.00094148i,0.00057268-0.00068178i,-0.00011595-4.2152e-05i,-0.00056335-0.00073797i,2.652e-05-0.00050325i,0.0011005+0.00059742i,0.0016397+0.00039521i,0.00072116-5.2103e-05i,0.00035019+0.00040514i,0.00081971+0.00037999i,0.00027515-0.00028049i,-2.9413e-05-0.0006827i
-0.0010255-0.0017377i,-3.2381e-05-0.0009351i,0.00014037+0.00059202i,0.00037383+0.0018469i,0.00046334+0.0019834i,0.00013259+0.001937i,-0.0004731+0.0017387i,-0.0008708+0.001256i,-0.00084729+0.00087796i,-0.00040306+0.00020649i,5.0338e-05-0.00025815i,0.00032246-0.00032617i,0.00034118-0.0008199i,2.417e-05-0.00071278i,0.00030173+0.00022706i,0.00068478+0.00037424i,0.00044471+0.0001043i,0.00019047-0.00032617i,7.1314e-05-0.00029685i,6.8954e-05-0.00035781i,-3.9158e-05-0.00058395i,4.7933e-05-0.0004339i,0.00032918-0.0005581i
-0.0010079-0.0015003i,-0.0013949-0.00048484i,-0.0020043-0.00073992i,-0.0017644-0.00026936i,-0.00045726+0.00069381i,0.0011435+0.00085014i,0.0010088+0.0013106i,3.6214e-05+0.0015382i,1.8671e-05+0.0010987i,0.00030284+0.00050654i,2.5348e-05+2.3642e-05i,-0.00010082+0.00038494i,-0.00019562+0.00058355i,-5.6306e-05+0.00027783i,-0.00016697+0.00050239i,-0.00059394+0.00063536i,-0.00011624+0.00086292i,0.00053224+0.00048468i,0.00010328-0.00011192i,8.7595e-05-0.00043259i,0.00075486-0.00052105i,0.00063578+0.00027808i,-3.9322e-05+0.0006353i
-0.0018524+0.0012798i,-0.001763+0.00014721i,-0.0012688-0.0005008i,0.00057527-0.0010461i,0.001666-0.00078994i,0.0010573+0.00032945i,0.00081816+0.0013315i,0.0013421+0.0009423i,0.0013498-0.00027297i,0.00086249-0.00048748i,0.0007548+0.00022113i,0.00013124+0.00014724i,-0.00086771+0.0002931i,-0.0010061-7.4802e-05i,-0.0007705-0.00069023i,-0.00091496-0.00040481i,-0.00028905+0.0001601i,0.00030824+0.00041081i,0.00026644+0.0002704i,-0.00035047+0.00082143i,-0.00030771+0.00082964i,0.00019983-0.00024521i,-1.5624e-06-0.00036802i
-0.0012363-0.00038958i,-0.0014367+0.00045609i,-0.0025963+0.00041844i,-0.0022123+0.00020859i,-0.00085723+0.0002676i,0.00014292+7.9077e-05i,0.0014152-1.9222e-05i,0.0013505+1.8136e-05i,0.00036964-0.0001439i,5.3319e-05-0.00020539i,0.00035916-0.00028762i,0.00022114+5.866e-05i,1.5438e-05+0.00046464i,-0.00050776+0.00060134i,-0.00030463+0.00049824i,0.00053747+0.00062018i,0.00034187+0.00034084i,0.00029597-0.00040415i,0.00054271-0.00038151i,9.1991e-06+0.00034689i,-0.00019714+0.00019177i,-0.00014063+0.0004313i,-0.00048803+0.00046344i
-4.8319e-05-0.0017623i,-0.00046584-0.0018092i,-0.00060129-0.00023924i,-0.00057962+0.0011744i,-0.00059833+0.0016059i,6.4307e-05+0.00072859i,0.000979-0.00012115i,0.00051061-0.00045931i,-0.00051338-0.00032589i,-0.0013142+0.00056537i,-0.0008216+0.0013146i,-0.00010977+0.0010865i,0.00022731-0.00027469i,0.00076083-0.001678i,0.0012338-0.0012821i,0.0013326-0.00067902i,0.00077857-0.00097305i,0.00015909-0.00086513i,-0.00023114-1.5884e-05i,-0.0006102-0.00026451i,0.00029561-0.00050572i,0.0011215-0.00051333i,0.00095486-0.00019522i
-0.0022037-0.00073476i,-0.0018503-0.0012994i,-0.001651-0.00080038i,-0.00037445+0.00026206i,0.0006878+0.00035133i,0.00092858-8.4424e-05i,0.00093042-0.00055416i,0.00023362-0.0011012i,-0.00062054-0.001043i,-0.00069438-0.00035313i,-0.00030222+0.00051594i,0.00037291-7.9061e-05i,0.00078038-0.00024377i,0.00018016+5.8817e-05i,0.00013417-0.00037828i,0.00037239-0.00039862i,-0.00019423-0.0003892i,-0.00093841-0.00035842i,-0.00091991-0.00012133i,-0.00039349-0.00016143i,0.00054862-0.0004433i,0.00055923-2.9571e-05i,-0.00013503+0.0007511i
