0.0027993+0.00062908i,0.0027719-0.0014155i,0.0017364-0.0037988i,-0.00015233-0.0048503i,-0.0023409-0.0033219i,-0.0038079-0.00069392i,-0.0023172+0.000825i,3.4641e-05+0.0012722i,0.0010477+0.00057415i,0.0013325-0.00024539i,0.00032496+0.00027051i,-0.00076005+0.0011288i,-0.0012807+0.00084426i,-0.001813+0.00053194i,-0.0018459+0.001278i,-0.0011306+0.0014555i,-0.00033774+0.00063417i,-0.0004127-0.00014771i,-0.00046421+3.5012e-05i,0.00062568+0.00078222i,0.0011036+0.0009412i,0.00089667+0.00028237i,0.0013467-6.7684e-05i
-0.0015242-0.00094423i,-0.0015817-0.00070967i,-0.0012697-0.0011242i,-0.0016275-0.0012437i,-0.0013511-0.00055477i,-0.0004952-0.00097305i,0.00034508-0.0012217i,0.00073749-0.00010358i,0.00031308+0.00060997i,-0.00014564-0.00044463i,0.0002055-0.00073729i,0.00072058-1.0726e-05i,-5.506e-06-0.00015865i,-0.0007247-4.6136e-05i,-1.8687e-05+0.00015927i,0.00027865-0.00012403i,0.00026805+9.3353e-05i,0.00022576+0.0005444i,-0.0005537+0.00010375i,-0.00082187-0.00062062i,9.3799e-05-0.00065961i,0.00068302-0.00040721i,-8.1599e-05-0.00011852i
0.00066069+0.00098451i,0.0010887+0.00081432i,0.001168-0.00048625i,0.00067864-0.0014628i,0.00056323-0.0016357i,0.00043717-0.0013973i,0.00031522-0.001027i,-0.00012602-0.0007808i,-0.00015037-0.00031834i,0.00036266-0.00038035i,0.00024735+1.864e-05i,-0.00012317+0.0004518i,-0.00052967+0.00022606i,-0.00089816+0.00045521i,-0.00052668+0.00097443i,0.00026499+0.0010877i,0.00018474+0.00069428i,-0.00016236+0.00046897i,0.00041785+0.00020561i,0.00066928-0.00014098i,0.00014384+0.00011678i,-0.00045341+0.000478i,-0.00083689+0.0004204i
0.00040597+0.00051028i,0.00085206+0.00043995i,0.0016562+0.00047479i,0.0015637-1.4024e-05i,0.00019583+5.1655e-05i,-0.00093421+0.00027967i,-0.00054415-0.00024828i,5.0809e-05-0.00090801i,-0.00026978-0.001468i,-0.00020451-0.0015801i,3.7377e-05-0.00091668i,-0.00028064-0.0004323i,0.00013742-0.00028856i,0.00058247-0.00079504i,-0.00019-0.0014714i,-0.00036468-0.00071341i,0.00029921+4.6233e-05i,0.0013119+0.00011787i,0.0013761+0.00017188i,0.000738-4.6022e-05i,0.00062462-0.00011432i,0.00064527-0.00029396i,-0.0001493-0.00046093i
0.00048298+0.0015007i,0.0010178+0.0015617i,0.00040394+0.00012275i,6.3496e-06-0.0014031i,-0.00053879-0.0017266i,-0.00055856-0.00067536i,-9.0134e-05+0.00011632i,1.588e-05-8.8158e-06i,8.0043e-06+2.7254e-05i,0.00053573+0.00026461i,0.00026892+0.00025304i,1.9172e-05+0.000389i,-0.00019338+0.00088171i,-0.00086523+0.00067751i,-0.00094567+0.00041436i,-0.00029423+0.00056106i,0.00039139+0.0010499i,0.00022159+0.00065613i,-0.00027946-0.00060476i,-0.00016818-0.0012153i,4.474e-05-0.0008744i,-9.3982e-05-0.00045795i,-2.5922e-05-0.00032156i
-0.0001566+0.0039967i,-0.00056032+0.003896i,-7.6341e-05+0.0028041i,0.0004761+0.00085839i,0.0010282-0.00094491i,0.00038399-0.0013654i,-0.00077078-0.00073731i,-0.00066425+6.4413e-05i,-0.00036798+0.00054085i,0.00027641+0.00052915i,0.00071993-2.788e-05i,0.0009228-0.00047935i,0.00035704-0.00076611i,-0.00062588-0.00028214i,-0.00058552-0.00037353i,-0.00040307-0.00096468i,0.00020846-0.00042282i,-0.00010093-5.8665e-05i,-0.00092232+0.00035662i,-0.00081727+0.00094777i,-0.00036586+0.0011505i,0.00030426+0.00012296i,0.00094292-0.00085647i
-0.0020391+0.0016055i,-0.0019644+0.0020254i,-0.0010415+0.0016026i,-0.00012146+0.00013432i,-9.3192e-06-0.0012561i,0.00029226-0.001749i,0.00046659-0.00084783i,0.00038738+0.00015887i,0.00018565+0.00065127i,-0.00027272+0.00040918i,-0.00035659-0.00023009i,-0.00021426-0.0002654i,6.5358e-05-0.00077433i,0.00054716-0.00056446i,0.00017424+0.00014234i,-7.2957e-05+0.000312i,0.00048129+0.00089527i,0.00012165+0.00084738i,-0.00062135-0.00025576i,-0.00096353-0.00036775i,1.6891e-05-1.6027e-05i,0.00050297+0.00013677i,-9.4152e-05+0.00036103i
-0.00030222-0.00087659i,-0.0015012-0.00070666i,-0.0016287-0.0011723i,-0.0013588-0.0015557i,-0.0013585-0.0017459i,-0.00060466-0.0013926i,-4.8041e-05-0.00082485i,-0.00089913-0.00033535i,-0.00091192-0.00023498i,1.0461e-05-0.00063892i,0.00010353-0.0004349i,-0.00041277-0.00031675i,-0.00027035-0.00046136i,0.00057412+0.00040886i,0.00030625+0.001016i,-5.7449e-05+0.00085221i,3.9895e-05+0.00030265i,-0.000119-1.0861e-05i,0.00027144-0.00048778i,0.00064861-0.00088892i,0.00061002-0.00060821i,0.0003072-0.0002871i,-0.00020537-0.00043161i
-0.0010716+0.00017286i,-0.00074879+0.00093523i,3.3887e-06+0.0015428i,0.00085723+0.00096304i,0.0010121+0.00041603i,0.0016165-0.00051933i,0.0013142-0.0013979i,0.00059238-0.0015099i,0.00092832-0.00027631i,0.00041608+0.00064515i,-0.00068478+0.00044122i,-0.0004015+0.00039888i,-0.00025362+0.0003269i,0.00011493-0.0001327i,0.00022507-0.00065871i,-0.00038955-0.00087686i,-0.00050622-0.00031909i,-0.00063893+2.446e-05i,-4.4978e-05+0.00022173i,0.00045263+0.00045567i,0.00021488-0.00040548i,0.00016876-0.0013039i,0.00048978-0.00074822i
0.0014721+0.0016961i,0.0017215+0.001022i,0.0014703+4.4255e-05i,0.00080207-0.00026702i,-6.3305e-05-0.00099193i,-0.00025373-0.0018643i,-0.00024955-0.0012031i,0.00018962-0.00016793i,0.00043527-9.6601e-06i,-0.00054369-0.00050629i,-0.00047269-4.1761e-05i,0.00035292+3.3439e-05i,-0.00014471-0.00049104i,-0.0005928-0.00055157i,-0.00013605-0.00063046i,-0.00018568-0.00031203i,-0.00037138-0.00029093i,-0.00031448-0.0004728i,-0.00034222-0.0002836i,-0.00042238-0.00030752i,0.00036035-0.00058885i,0.0004207-0.00097938i,-0.00040987-0.0013135i
-0.001161+0.0014735i,-0.0014568+0.0011987i,-0.00078031+0.00152i,0.00017583+0.0014337i,0.00016464+0.00019234i,0.00010489-0.0010276i,-0.00017191-0.0013593i,-0.00025725-0.00071223i,0.00030238-0.00040143i,0.0010528+2.4868e-05i,0.0010046+0.00027852i,0.0010344-0.00043666i,0.0005106-0.0011252i,-0.00013867-0.001093i,-0.00044937-0.00094391i,-0.00089037-0.0009653i,-0.00044235-0.00065672i,-0.00092963-0.00044795i,-0.0010766-0.0016415i,-0.00033864-0.0011773i,5.0788e-05-0.00017129i,3.6976e-05-0.00031349i,-9.7764e-05-0.00042784i
-0.0017845+6.5285e-05i,-0.0025434-0.00029806i,-0.0023639-0.00080957i,-0.0012845-0.00041146i,-0.0013641-0.00048415i,-0.0012333-0.00086108i,-0.00043095-0.0010432i,-0.0004507-0.00056594i,-0.00057012-4.3694e-05i,-0.00034573-0.00038304i,-0.00034789-0.0012285i,-3.7225e-06-0.0011454i,0.00046225-0.00026544i,-1.3338e-05+0.00031952i,-0.0003627+0.00032882i,-0.00052785-0.00026303i,-0.00083698-0.00049958i,-0.0011103-0.00026286i,-0.0011364-0.00039326i,-0.00016999-0.00099057i,0.00061987-0.00066655i,0.00037755+0.00022914i,9.334e-05+1.8689e-06i
-0.0023108+0.00037024i,-0.0013156-3.5058e-06i,-0.00086722+0.00048438i,-0.00064855+0.00059895i,0.00035998-0.0009414i,0.0010081-0.0021308i,0.000255-0.0018752i,-0.00014442-0.0010885i,-0.00023288-0.00012765i,-0.0001868+0.00089174i,-0.00015111+0.0013278i,-0.00018815+0.00051118i,0.00073042-1.6834e-05i,0.00040716-0.00014409i,-0.00042748-0.00033305i,-0.00054933+7.7789e-05i,-0.00046227+0.00028669i,-0.00020491+0.0003031i,-7.6742e-05-0.00022045i,0.00048307-0.00048128i,0.00085451-0.00013765i,0.00086001+3.0253e-05i,-6.085e-06+0.0001098i
-0.0015339-0.0010199i,-0.0016372+0.00031089i,-0.0014135+0.00071456i,-0.00068835+8.2416e-05i,0.00020846+0.00011353i,8.5196e-05+0.0001699i,-0.0003837-0.00092839i,-0.00052001-0.0011751i,-0.00043629-0.00031173i,-0.0005243-5.9079e-05i,-0.00063831-0.00027611i,-0.0010423-0.00019292i,-0.00079972-0.00045904i,0.00074105-0.00072035i,0.0011782-0.00034094i,0.00035487-0.00045716i,-0.00065737-2.3435e-07i,-0.00064567+0.00031807i,-0.00027078-0.00033983i,-0.00031395-0.00031838i,-0.0002706-0.00041067i,-0.00030601-0.00037744i,-0.00049865-7.72e-05i
0.0015077+0.0010164i,0.0012772+0.0018783i,0.0004543+0.0020308i,8.5575e-05+0.00082755i,0.00045085-0.00013081i,0.00058007-0.00033919i,0.00071672-0.00037559i,0.00084462-0.00028797i,0.00028142+1.6275e-05i,-9.7906e-05-7.6196e-05i,-0.00016278-0.00071145i,-0.00060586-0.00058361i,-0.00058899-6.147e-06i,-0.00049731+0.00031689i,-0.00065935+3.5343e-05i,0.00045299-0.00073239i,0.0018318-0.00050162i,0.0019025+0.00020707i,0.001028+0.00022981i,0.00093715-4.4811e-05i,0.0013319-5.5097e-05i,0.00068837+0.00027856i,0.0004028+0.00018113i
-0.0017121-4.5996e-05i,-0.002977-2.3649e-05i,-0.0022383-0.00034467i,-0.00067859-0.00064702i,7.5124e-05-0.00087543i,4.1329e-06-0.001491i,-0.00041052-0.0010828i,-6.3882e-05-0.00014164i,0.00016644-0.00011098i,0.0003871-7.9136e-05i,0.00040586+9.0606e-05i,0.00031947+0.00041579i,0.00024749+0.00017743i,0.00029866-0.00038896i,0.00082339-0.000649i,0.00066508-0.00038124i,0.00074703+0.00033052i,0.00041591+0.00013554i,-0.00050898+2.2613e-05i,-0.0007088+0.00028582i,-0.00034611+0.00034422i,-0.00026106-0.00010945i,7.1523e-05-0.0005664i
-0.00057534-0.001119i,-0.00067814-0.00037317i,-0.00087494+9.5893e-05i,-0.00074969-5.5708e-05i,-0.0014558-0.0005576i,-0.00078763-0.00034559i,0.0005932+0.00045691i,0.00080985+0.00054593i,0.00048279+0.00072619i,0.00055087+0.00048351i,0.00071113+0.00046382i,5.4946e-08+0.00059551i,-0.00057229+0.00057504i,-0.00018706-0.00034164i,-0.00015836-0.0011565i,-0.00045488-0.00014046i,-0.0001852+0.00036759i,0.00048947+0.00011682i,0.00054165+0.00033863i,-8.2228e-06+0.00022264i,-9.1666e-05-0.00032802i,0.00037582-0.00013111i,0.0004702+2.2362e-05i
-0.00061212-0.00024387i,-0.0008607-0.00092014i,3.2002e-07-0.00066094i,0.00064449-8.5457e-05i,0.00073028-0.00016588i,0.001217-0.00050388i,0.0011119-0.00048837i,4.4892e-06-5.773e-05i,-6.169e-05-0.00025811i,0.00058602-0.00051409i,0.00088855+0.00063802i,0.00040709+0.0016195i,-0.00066097+0.001029i,-0.00067096+0.0004777i,6.1958e-05-8.098e-05i,0.00019265-0.00027391i,-0.00021926+0.00012941i,-0.00048634+0.00024616i,-0.00039887-0.00014777i,8.0873e-05+8.061e-05i,-5.7846e-05+0.00086365i,-0.00023557+8.6932e-06i,-5.7557e-05-0.00037535i
-0.00035071+0.0011859i,0.0011257+0.00025955i,0.0017544+5.6219e-05i,0.0015878-0.0001246i,0.00079432+1.5919e-05i,-0.00043574+1.4831e-05i,-0.00053157-0.00024015i,-6.8074e-05-0.0004898i,-0.00044743-3.1917e-05i,-0.00018457+0.00034792i,0.00078063+4.9087e-05i,7.1706e-05+0.00015898i,-0.00041738+0.00055474i,-0.00067034+0.00035187i,-0.0016244+0.00061799i,-0.001924+0.00045665i,-0.00012314+0.00044975i,0.00069137+0.00069521i,-8.5926e-06-7.5127e-05i,-6.5379e-05-0.00080292i,0.00029181-0.001026i,7.0325e-05-0.00082619i,-0.000266-0.00080217i
0.0012471+0.00055335i,0.0013692+0.00049406i,-6.9444e-06+0.00018039i,-0.00067996-0.00074059i,-1.0934e-05-0.00044001i,-0.00017679-0.00033661i,-0.00026751-0.00058312i,0.00035337+6.5928e-05i,0.00013756+0.00020358i,0.00023482+0.00034237i,0.00012165+9.2138e-05i,0.00024369-0.00048693i,0.00064938-0.00052005i,8.1773e-05-0.00042883i,-0.00046181-0.00077055i,-0.00034814-0.00084869i,-0.00099226-0.00029643i,-0.0015127+0.00044442i,-0.00091258+0.00057558i,-0.00048618+0.00023111i,-0.00019293-0.0001863i,-0.00046858-0.00020585i,-0.00094514-0.00068209i
-0.0017095+0.0028171i,-0.0017483+0.00198i,-0.00087445+0.0010394i,0.00023931-3.0379e-07i,0.00052221-0.001103i,-0.0009363-0.0019009i,-0.001717-0.0014114i,-0.0012157-0.00029274i,4.0896e-05+0.00023503i,0.0011469+0.00016826i,0.00072441+0.00017685i,-0.00053845+0.00032933i,-0.00037631-2.3472e-05i,0.00018051-0.0010271i,0.00033825-0.001291i,-1.4976e-05-0.00038247i,-0.00030094+0.0005577i,0.00024657+0.00073591i,0.0004417+0.00019273i,0.00052156-6.084e-05i,-4.3201e-05+0.00019031i,-0.00051424+4.1895e-05i,-0.00050097+7.968e-05i
-0.00077862+0.00083469i,-0.00010988+0.0013308i,0.00065851+0.00022922i,3.9262e-05-0.00056049i,-0.0012054-0.00026051i,-0.00088748-8.9832e-05i,-0.00029461-0.00033836i,-8.7509e-06-0.00065141i,-2.4461e-05-0.00029419i,-0.00079304-6.2504e-05i,-0.00094332-0.00027078i,-0.0005801-0.00012332i,-0.00045817+0.00041269i,-0.0002978+0.0003463i,-0.00034051-0.00015399i,-0.00093124-0.00089069i,-0.00095994-0.00086733i,-6.1241e-05+0.00060251i,0.00033332+0.00072779i,-0.00014287-0.00020905i,-0.00038983-0.00048749i,8.9608e-05-0.00033046i,-3.7072e-06+0.00033423i
-0.0012759+0.00029436i,-0.0021732+0.0010186i,-0.002043+0.0011902i,-0.0011828+0.0001674i,-0.00047517-0.000945i,0.00075937-0.0013267i,0.0012301-0.0016315i,0.00037192-0.0014246i,0.00013732-0.001263i,1.9442e-05-0.0003721i,-0.00035621+0.00065509i,-3.3848e-05+0.00088619i,0.00046229+0.0011204i,-0.00051956+0.00074344i,-0.0012014-0.00017334i,-0.00078966-0.00042674i,-0.00031914-0.0012919i,0.000178-0.0010058i,0.00067256-5.8749e-05i,0.00064158+0.00010954i,0.00012004+0.00015457i,0.00016239+0.00021122i,0.00033212-0.00021166i
-0.00077582+0.00063977i,-0.0013512+0.001719i,-0.00050516+0.002098i,2.4696e-05+0.00088678i,0.00019953+0.00073476i,0.0001406+0.001052i,-0.00021875+0.00011868i,-0.00071278-0.00058493i,-0.00022526-0.00048064i,0.00026362-0.00021972i,0.00043-0.00021311i,-0.0002778+0.00055028i,-0.00061571+0.00079422i,-0.0007237+0.00058961i,-0.0012034+3.9454e-06i,-0.00055177+0.00022183i,0.00050034+0.00090108i,0.00092051+0.00014073i,1.302e-05-0.00052444i,-0.00079815-0.00020797i,0.00020918+5.3417e-05i,0.00060652+0.00025407i,-0.00048478-0.00025361i
-0.0019858+0.0004162i,-0.0012105+0.00066645i,-0.00093504+0.00053958i,-0.001387-0.00027217i,-0.00056109-0.00059839i,0.00056214-0.00051249i,0.00043119-0.00035134i,0.00033835+0.00035938i,-0.00029703+0.00051702i,-0.00073266+0.00034724i,-0.000629-0.00040427i,2.7837e-05-0.00071696i,0.00070048-5.9288e-05i,0.0008599+0.00054733i,0.00069663+2.99e-05i,2.2082e-05-6.0518e-05i,-0.00066341+0.00085673i,-0.00080856+0.0011657i,-0.0005838+0.00011955i,-0.000614-0.00070091i,-0.00035951-0.00079622i,0.00016591-0.00061243i,0.00031038+1.3208e-05i
-0.00034116-0.00014348i,-0.00012911-0.00085813i,-0.0002859-0.00045216i,-0.0007927-0.0014079i,-0.00016125-0.0019655i,0.00034457-0.0011847i,0.00039368-0.00096133i,-0.00013767-0.00070689i,-0.00052738-0.00071979i,-0.00035233-0.00015334i,-0.00034719+0.00036427i,-0.0003107-7.278e-05i,-1.4317e-05-0.00021014i,0.0003516+0.00068033i,-7.5171e-05+0.0012852i,-0.00053899+0.0011051i,-0.00042213-4.316e-06i,-6.465e-05-0.00075191i,0.00025351-0.00078498i,0.00036812-9.6133e-05i,-0.00016716+0.00040874i,-0.00012405+0.00026663i,0.00076698+0.00038617i
0.00039565+0.00030189i,-6.2268e-07-0.00019742i,-0.00012382-0.00016241i,0.00021275-0.00018923i,0.00055385-0.00030271i,0.00013656-0.00047398i,-0.00032163-0.00074877i,-0.0005211-0.0003026i,-0.00055864-0.00022071i,-0.00034346-0.00061451i,-0.00069173+0.00012649i,-0.00073581+0.00028853i,-0.00028938-2.0363e-05i,-0.00026138-3.73e-05i,-0.00071811+8.7743e-05i,-0.00070737+0.00011352i,-0.00092919+0.00020209i,-0.00088686-0.0001579i,-3.2583e-05-0.00030883i,7.0289e-05+7.9211e-05i,0.00054897+0.00024852i,0.00075993-0.00017057i,0.00018228-0.00066731i
0.0019635+0.00014652i,0.0020216+0.0015979i,0.0019773+0.0015389i,0.00082686+0.00032166i,0.00030899-0.0016994i,0.00077437-0.0025699i,0.00080827-0.0021281i,5.134e-05-0.0011193i,-0.00017034-0.00044171i,3.5709e-05-0.00033563i,-0.00045565+2.0703e-05i,-0.0010019+0.00010542i,-0.00078-9.5867e-05i,-1.4784e-05+8.668e-05i,9.6264e-05+0.00029211i,0.00010662-9.8428e-05i,0.0001137-0.00082251i,-0.0003906-0.0010614i,-0.00010994-0.00033494i,0.00014718+0.00037029i,0.00010903+0.00034403i,0.00080011+0.00085063i,0.0005304+0.0015103i
0.00052371+0.00066159i,-0.00056731+0.00087377i,-0.0011344-0.00014837i,-0.00069294-0.0013108i,-0.000286-0.0012862i,-9.8508e-05-0.00052231i,-0.00046355-0.00015676i,-0.0010459-2.9077e-05i,-0.00031667+0.00023215i,0.00023258+0.00029479i,-0.0008008-0.00020483i,-0.0006163-0.00035124i,1.7871e-05+0.00025528i,9.4459e-05+0.00015974i,2.4013e-05+0.00037424i,-0.00063724+0.00071244i,-0.0011651+0.00042795i,-0.0010492-0.00022571i,-0.00093379-0.00042339i,-0.00061288-0.00033189i,4.7775e-06-0.00044583i,0.00066226-1.1147e-05i,0.00088786+0.00023268i
-0.0010917+0.0013141i,-0.00093442+0.0015804i,-0.00094892+0.0001843i,-0.0006219-0.00063495i,-0.00066793-0.00015303i,-0.00067884-0.00038846i,0.00045994-0.0010067i,0.0011385-0.00076684i,0.00077437-0.00060642i,8.0105e-05-0.00075469i,0.00043359-0.00049621i,0.00044215-0.0001891i,8.102e-05+0.00012975i,-7.9634e-05-1.2695e-05i,-0.00027611-0.00049885i,-0.00030297-0.00064935i,-0.00021726-0.00030785i,-0.00095141+0.00071058i,-0.0011466+0.00045047i,-0.00032457-0.00069637i,-0.00042722-0.00082844i,-0.00035039-0.00046069i,-0.00018364-0.00013811i
-0.0021154+0.00049339i,-0.00075195+0.00017233i,0.0012985-0.0011977i,0.0010105-0.0013117i,-0.0007165-0.00049099i,1.3587e-05-0.00094187i,0.0010516-0.0019053i,0.00040649-0.001662i,0.0002186-0.0006074i,0.00017102-0.00038894i,-0.00011268-6.4532e-05i,-0.00017178-0.00012245i,-0.00043587-9.4074e-05i,3.0662e-06+9.3122e-05i,0.00035956+6.6633e-05i,0.00061456+0.00050318i,0.0008568+0.00059976i,0.00041944-0.00036876i,-8.1608e-05-0.0010817i,-0.00030978-0.0012301i,0.00010697-0.0012872i,0.00022775-0.0009149i,4.3007e-05-0.00029801i
-0.0011851-0.0010978i,-0.00055823+1.1462e-05i,-0.00074939+0.00042357i,-0.00056252+0.00060316i,9.3661e-07+0.0010029i,1.2339e-05+0.00078467i,-0.0008412-0.0010455i,-0.0009903-0.0021883i,-0.0002516-0.0012654i,-6.6075e-05-0.00036657i,0.00016924-0.00023768i,0.00061679-0.00024292i,0.00030013-0.00010894i,0.00055841-0.00015827i,0.0015716-0.00069426i,0.0013678-0.00025389i,0.0005748-0.00020432i,0.00031891-0.00053974i,0.00010103-0.0004009i,0.0003052-0.00046816i,-0.00015202-0.00049881i,-0.00091773+0.00045259i,-0.0010372+0.00097771i
-0.00063819+0.0014833i,-0.00046816+0.0010994i,-0.00072544+0.0018273i,-0.00057562+0.0017737i,0.00041272+0.00054308i,0.00037999-0.0004657i,0.00051379-0.0010414i,0.00088231-0.0011111i,-0.00030227-0.00045667i,-0.001717+0.00017035i,-0.0017813-0.00028551i,-0.0010268-0.00064639i,-0.00021912-0.00032031i,-0.00013045+0.00025151i,-0.00026983-0.00020277i,-0.00041782-0.00050989i,-0.0002173+0.00025218i,0.00041421+0.00020241i,0.0005363-0.00013859i,7.7947e-06-0.00037632i,0.00024723-0.00072898i,0.000752-0.00052404i,0.00045155-0.00039567i
0.0014462+0.0017493i,0.0008596+0.0021486i,0.001122+0.0019237i,0.00045852+0.0002535i,-0.00049713-0.001072i,-0.00097349-0.0010419i,-0.00046891-0.0012043i,-0.0007762-0.00086777i,-0.00052195-0.00017193i,0.00015111+6.7428e-05i,-6.8068e-05+0.00014328i,0.00013675+0.00017172i,-7.2665e-05+0.00078874i,-0.0006679+0.0010707i,-0.0001561+0.00061961i,0.00095778+0.00049277i,0.00056599+0.00053504i,-6.0305e-05+0.00030458i,-0.00042749-0.00032001i,0.00025487-0.00076261i,0.00078545-0.00015325i,-0.00012506+0.00039803i,-0.00028669+9.9095e-05i
-0.0015659-0.0012832i,-0.0026119-0.00082421i,-0.0034429-0.00033264i,-0.0022957+0.000194i,-0.00043572+0.00054775i,0.00045813+0.00013847i,8.9185e-06-0.00091048i,-0.00074018-0.0018244i,-0.00053796-0.0014225i,0.00023616+2.7582e-06i,0.00010033+0.0004686i,-4.138e-06-4.4384e-05i,0.00070206-0.00038649i,0.0013674-6.8584e-05i,0.0014148+0.00072122i,0.00082278+0.00027739i,0.00017258+9.3714e-05i,-0.00029948+0.00063703i,-0.00026945+0.0005533i,0.00030202-0.00016821i,0.00071463-0.0004082i,0.00033811-0.00036847i,-0.0004795-0.00056898i
-0.00069786+0.00073392i,-0.00047497+0.00062664i,0.00024124-0.00030245i,-0.00033539-0.0010625i,-0.00036166-0.00076398i,0.00034042-6.0004e-05i,0.00049311+7.4466e-05i,0.00016229-0.00064748i,-2.6904e-05-0.0002577i,-0.00063327+0.00016159i,-0.0004675+0.0002686i,-9.7002e-05+7.6793e-05i,-0.00017904+6.3726e-06i,9.6882e-05+0.00055661i,0.00033728+0.00044698i,0.00016352-0.00038452i,-0.00078503-0.00080134i,-0.00067465-0.00073006i,0.00013538-0.00045i,-0.00016786-0.00038246i,-0.00047233-0.00060295i,-0.00056621-0.00019009i,-0.00088169+0.00026353i
-0.00044899+0.0016046i,-2.4852e-05+0.001414i,0.0011297+0.00044619i,0.0016131-0.000214i,0.00026042-0.00030003i,-0.00030413-0.0007595i,0.00036637-0.00073726i,0.00065599+0.00030691i,8.8541e-05+0.00040066i,-0.00013087-0.00058485i,7.7855e-05-0.0004266i,0.00011514-0.00047132i,-0.00045335-0.00035504i,-0.00085776+0.0001503i,-0.00041303+0.00029369i,-0.00053566+0.00026649i,-0.00053324-0.00023757i,-8.3456e-05+5.5565e-06i,-7.7447e-05+0.00087939i,-0.00069435+0.00071724i,-0.0010223+9.7677e-05i,-0.00045951-0.00016203i,0.00044787-2.6406e-05i
-0.00053193+0.0019258i,-0.0012395+0.0025933i,0.00013597+0.0021497i,0.00047334+0.00060088i,-0.00068131-0.00069511i,-0.0014695-0.0010246i,-0.0012337-0.0011983i,3.2685e-05-0.00090202i,0.00078135-0.00054842i,0.00049262-0.00058846i,0.00028479-0.00021139i,0.00012398-0.0001279i,-0.0004155-0.00089683i,-0.00076215-0.00084284i,-0.0002829-0.00049653i,6.1542e-05-0.00051005i,0.00033526-0.00020458i,0.0010618-0.00055691i,0.00062948-0.00099254i,0.00019607-0.00055118i,0.00058209-0.00026837i,0.00068139-0.00040548i,2.2151e-05-0.00057025i
0.00038941+0.0010654i,0.00015684+0.00065169i,-0.0003617+0.00077492i,-0.00036511+0.00036044i,0.00044591-0.00038937i,0.0010223-0.0010091i,0.00083798-0.00088374i,0.00019464-0.00031675i,-0.00029361+0.00032969i,-0.00011385+0.00057077i,-0.00049914+0.00015171i,-0.00095377+0.00019582i,-0.0013266+0.00050732i,-0.0013593-0.00019902i,-0.00060862-0.0010456i,-0.00030206-0.0016989i,-0.00087739-0.00077604i,-0.00098531-8.5102e-05i,-0.00036373-0.00090366i,5.6615e-05-0.00099502i,-0.00021048-0.00050476i,-0.00074498-0.00036228i,-0.00089432-0.00020389i
-0.0010778-0.0017405i,-0.0012286-0.0021715i,-0.0020347-0.0016222i,-0.0024359-0.00053584i,-0.0020951+3.539e-05i,-0.0011596-4.5898e-05i,3.8093e-05+0.00040966i,-0.00044189+0.00097058i,-0.0012803+0.00046279i,-0.00054828-0.00049495i,-0.0004666-0.00022811i,-0.0008697-0.0001451i,-0.00014007+0.0001498i,0.00029979+0.000727i,0.00059631+0.00026357i,0.00043618-0.00053302i,-0.00014522+7.2668e-05i,-0.00011807+0.00055836i,0.00021939-0.00011349i,-9.1616e-05-9.8214e-05i,-8.7628e-05-6.7146e-05i,0.00041976-0.00070452i,-8.9839e-05-0.00025921i
0.00057301-1.2715e-05i,0.0017298+0.00088551i,0.0014457+0.001102i,0.00065331-0.00017373i,-0.00012304-0.0011435i,0.00013882-0.0015335i,0.00092322-0.0011378i,0.00031746+0.00014347i,0.00023945+8.1212e-05i,0.00078912-0.0005437i,0.00015947-0.00018385i,-0.00077731+0.000362i,-0.00098421+0.00053662i,-0.00057012+0.00045199i,-3.1301e-05+0.00076119i,-0.00071454+0.00084666i,-0.00093677+0.000549i,-0.00054708+8.7343e-05i,-7.2178e-05+0.00027322i,0.00047278+0.00077481i,0.0004706-2.5602e-06i,-0.00059316+1.0479e-05i,-0.00094006+0.00091854i
-0.00068167+0.0013608i,-0.00021554+0.0027328i,0.00060387+0.0022664i,0.00050562+0.00087786i,0.00042397+0.00022196i,0.001169-0.00085642i,0.00087378-0.0018109i,0.00030224-0.0015952i,0.00056209-0.00058558i,0.00078833+9.9054e-06i,0.00025052-0.00060453i,-0.00024847-0.0008348i,-0.00093367-0.00024085i,-0.00098351-1.8082e-05i,-0.00043769-0.00036418i,-0.00015521-0.00066805i,0.00093721-4.1646e-05i,0.00095094+0.00035476i,9.2921e-05-0.00025133i,-2.3112e-05-0.00030329i,0.0002233+0.00014972i,0.00058719-0.00031217i,0.00065578-0.00066036i
-0.00091541+0.0015005i,-0.0006995+0.0028026i,-0.00031689+0.0023746i,0.00053376+0.00044184i,1.3654e-05-0.00076198i,-0.00060366-0.0010958i,0.00033899-0.00045593i,0.00073488+0.00079995i,0.00041729+0.0010609i,0.00037044+0.00016295i,-0.00024083+0.00028581i,-0.0010027+0.0011926i,-0.00087407+0.0012098i,-0.00073141+0.00066509i,-0.00053704+0.00082624i,-0.00070676+0.00062739i,-0.00072941+8.3034e-05i,-0.00036599+4.6373e-06i,-0.00042344-0.00012827i,-0.0001222+0.00013665i,4.3425e-05+0.00019115i,-0.00023803-0.0006275i,-0.00014326-0.0009667i
