0.0012513-0.00068483i,0.0011182-0.00085248i,-0.00032455-0.0018026i,-0.001578-0.0024991i,-0.0018231-0.0020389i,-0.0011991+0.00038858i,0.00077688+0.0017297i,0.0016495+0.0013044i,0.0020466-0.00034688i,0.0020278-0.0015095i,0.0014064-0.0011081i,0.00025123-0.0006145i,-0.00067808-3.7086e-05i,-0.001064+0.0012027i,-0.0012026+0.00094411i,-0.00060971-1.488e-05i,-0.00029803-0.00036322i,2.9853e-05-0.00014327i,-0.00042709+0.00073087i,-0.0003981+0.00058773i,0.00012122+0.00036946i,0.0001545+0.00012918i,0.00012344+0.00017804i
-0.00095604-0.001074i,-0.00029765-0.00050067i,-0.00018878-0.00026035i,-0.00026839+0.00011831i,5.3971e-05+0.00065531i,0.0011953+0.00013898i,0.0015524-0.00027812i,0.0006136-0.00039664i,-6.6399e-05-0.0001614i,-9.5155e-05-4.7686e-05i,0.00021494-0.00048103i,-0.00019059-0.00089177i,-0.00034323-0.00050728i,0.0004602+0.00028512i,0.00068172-6.1023e-05i,0.00016161-0.00056471i,0.00035149-0.00039092i,0.0013095-0.00067723i,0.0007433-0.00097805i,-0.00049377-0.0010975i,-0.00063964-0.00086207i,-0.00011333+0.00041926i,0.00021358+0.00051741i
-0.00035603+0.00058987i,-0.0011545+0.00021547i,-0.0007911-0.00034276i,-0.00068089-0.00058541i,-0.00029229-0.0009121i,9.6486e-05-0.00073291i,0.00022721+2.481e-05i,0.00053694+0.0005812i,0.00067496+0.00033143i,1.3364e-05-0.00023844i,-0.00079301+0.00016819i,-0.00083903+0.00087711i,-0.00021272+0.00097227i,-0.00019957+0.00059259i,-0.00049958+0.00028753i,-0.00043092+0.00054185i,-0.00042443+0.0010776i,-0.00052182+0.00057374i,-0.00026234-0.00018525i,-9.5159e-05+0.00027137i,-0.00032055+0.0010623i,-0.00071036+0.00099794i,-0.00074876+0.00082184i
-0.00085554-0.00015918i,-0.0010418-0.00097961i,-0.00047931-0.0010776i,0.00044279-0.0009647i,0.00063945-0.00073421i,-0.00026849-0.00032094i,-0.00044911-1.1559e-05i,5.4778e-05+3.9969e-05i,2.9536e-05+0.00034922i,-0.00043512-0.00016339i,-0.00076052-0.00076175i,-0.0010803-0.00046657i,-0.00066641-0.00013369i,-0.00030533+0.00032383i,-0.00062474-4.842e-05i,-0.00032238-0.00023403i,0.0006956-0.00055897i,0.00041812-0.00098747i,-0.0013917-0.00032589i,-0.00085893+0.00031917i,0.00070681+6.7216e-05i,0.00031641-0.00027776i,0.00010285-3.0896e-05i
-0.0013023+0.00021754i,-0.00021988+0.00093596i,0.0014547+0.00052999i,0.0012833+0.00056328i,0.00096058+0.0004572i,0.00058348-0.00088708i,1.998e-05-0.00095254i,0.00027498+1.9747e-05i,0.00059881+0.00027261i,0.0006511+3.4524e-05i,0.00044284+0.00025756i,0.00035142+0.00045697i,0.0006331-0.00053093i,0.0005187-0.00063661i,0.00052848+8.8525e-05i,0.00056612+0.00064179i,-8.7751e-05+0.00066188i,-3.4307e-05+0.00039939i,0.00039737+0.00061254i,-2.4049e-05+0.00099395i,-0.00015941-0.00011206i,0.0003498-0.001046i,0.0002102-0.0011862i
-0.0013603-0.0012159i,-0.00068778-0.0004082i,-3.1004e-05+0.00060797i,-1.7515e-05+0.00097898i,1.142e-05+0.00010871i,0.00014319+1.6334e-05i,0.00042116+0.00096705i,0.00034426+0.00068587i,-6.1461e-06+0.00034564i,-0.00066611+0.00048563i,-0.00091205+0.0011165i,-0.00030183+0.0010797i,0.00035647-0.00015543i,0.00049859-0.00070255i,0.00038273+6.4631e-05i,9.6922e-05+0.00019286i,-0.0002116-0.00052755i,0.00016629-0.00076241i,0.00090835-0.00034959i,0.00053601+0.00022162i,-0.00037362+0.00055667i,-0.00047352+0.00042771i,0.00010017-7.5337e-05i
0.00062751-0.0021772i,-0.00011881-0.0027836i,-0.00084797-0.0023514i,-0.001177-0.00085091i,-0.0011484+0.00023811i,-0.00014811+0.00058261i,0.00081704+0.00075264i,0.0010415+0.0010821i,0.00034002+0.0011026i,-0.00047703+0.0010845i,-0.00048719+0.0014577i,-0.00023302+0.0017821i,-0.00012786+0.0019809i,0.00032858+0.00075078i,0.00020322-0.00018765i,-0.00041665-0.00020887i,0.00034379+6.7018e-05i,0.00024369+1.2838e-05i,-0.00079339-0.00015976i,-0.0013225+0.00028544i,-0.00082161-0.00016052i,0.00026945-0.0010164i,0.00049915-0.00061083i
0.00023789+0.00080537i,0.00048907+0.0010619i,0.00034331+0.00029222i,0.0002432-0.00013768i,-0.00016653-0.00011911i,-0.0011688-0.00022214i,-0.00090429-0.00021875i,2.2804e-05-6.8694e-05i,0.00025745-0.0001964i,-0.00031709-0.00043265i,-0.00094992-0.00051556i,-0.00059929+0.00018118i,-7.7197e-05+0.00027459i,-0.00037305+0.00066954i,-0.00050885+0.00081756i,-0.00060119+0.00014991i,-0.00019153-0.00066572i,0.00040508-0.00082469i,0.0004277-0.00036963i,-8.5281e-05+6.624e-05i,-1.4193e-05-0.00036455i,0.00056006-0.00030612i,0.00023289+0.00024811i
-0.0015246-0.0017631i,-0.00080889-0.00062295i,-0.00087303+0.00026502i,-0.0011273+0.0001488i,-0.00027281-0.0001562i,1.5154e-05+4.9528e-05i,0.0004228+2.3082e-05i,0.00076309-0.00027963i,0.00073472-0.00025489i,0.00033543-0.00032187i,-0.00011833-0.00083264i,0.00046768-0.00064734i,0.0010952+0.00012441i,0.0011204+0.00024675i,0.0011753-0.00099034i,0.0014078-0.0012875i,0.0013254-8.2886e-05i,0.00082273+0.00019995i,0.00042709+0.00013729i,0.00040456+0.0008227i,2.26e-05+0.0018699i,-1.3952e-05+0.0015218i,-0.00017095+0.00023957i
-0.00070663+0.0015325i,0.00035001+0.0013245i,0.0014381+0.0017578i,0.0015436+0.001554i,0.0015416+0.00032119i,0.0011789-0.00076204i,0.00038971-0.00010093i,-6.5719e-05+0.00033401i,1.113e-05+0.00018962i,-0.00011082+7.1071e-05i,-0.00078528-0.00078903i,-0.00149-0.0011857i,-0.0013786-0.00067108i,-0.0013504-0.00076413i,-0.0010511-0.00079193i,-7.9324e-05+0.00022333i,2.869e-05+0.0001314i,-0.00059412-0.00033373i,-0.00091552-0.0003608i,-0.00054786-0.00026484i,-0.00021336+0.00035543i,-0.00013335-3.4747e-05i,0.00038757-0.00059051i
0.0010697-9.7947e-05i,0.0010826-0.0013251i,0.001614-0.0024538i,0.00086618-0.0025908i,-4.235e-05-0.002088i,-0.0011363-0.0014467i,-0.0013065-0.00078841i,-0.00019036-6.2967e-05i,0.00047086+0.0002782i,0.00022992+0.00019848i,-0.00021503+0.00024834i,-0.00012777+0.00041148i,-0.00038983+0.00026069i,-0.00088491+0.00094345i,-0.00069467+0.0013559i,-0.00056022+0.0011031i,-0.00024086-0.00024002i,-0.0007445-0.0012273i,-0.00091475-0.00039542i,-0.00033895+0.00029831i,-0.00048749+0.00024457i,-0.00032261+0.00069952i,-0.00043811+0.00061926i
9.1351e-05-0.0018874i,0.00027038-0.0013863i,0.00099817-0.0012827i,0.0006555-0.0011718i,-0.00057333-8.7159e-05i,-0.00071799+0.00090909i,0.00051251+0.00070278i,0.00076434+0.00024447i,-0.00022059-0.00015809i,-9.4755e-05-0.00031346i,-2.2533e-05+0.00045826i,-0.00033316+0.00077712i,3.1504e-05+0.00032401i,0.00046392+0.00010943i,0.00062171-0.00022136i,0.00030096+0.00014289i,-9.6307e-05+0.00077861i,-0.00045296+0.00069796i,-6.6344e-05-0.00027083i,0.000579-0.0010047i,0.00094192-7.7023e-05i,0.0011523+0.00055769i,0.00053356+0.00060043i
0.00073701+0.00055339i,0.00033455-0.00030439i,1.0371e-05-0.0010414i,9.842e-05-0.0010051i,0.00041659-0.0015605i,0.00072298-0.001318i,0.00068521-0.00073284i,0.00016801-0.00050929i,1.7791e-05-0.00025447i,0.00083767+0.00020218i,0.00060017+9.789e-05i,0.00011255-0.00010332i,6.9256e-05+0.00064796i,-0.00010901+0.0001117i,3.3848e-05-0.0010999i,-7.9839e-05-0.00068421i,0.00015045-0.00030078i,0.00032859-0.00024913i,0.0003323+0.00013748i,0.00066981+0.00024905i,0.00074319+0.00036131i,0.00069137+0.00015358i,0.00066133-0.00086734i
0.00058172-0.001339i,0.00039427-0.0015994i,-0.00077672-0.0023574i,-0.001176-0.0012397i,-0.00092936+0.00041507i,-0.00058163+0.00089976i,-2.1454e-05+0.00030019i,0.00057444-0.00011753i,0.00017988-0.0004006i,-0.00021244-6.0303e-05i,0.00064142+0.00016634i,0.00027141+0.00026823i,-0.00011442+0.00061858i,0.00056302+0.00066193i,0.00098176+0.00039823i,0.00059134-0.000128i,0.00028665-6.7811e-05i,-2.6933e-05+5.4101e-06i,-0.00060311-5.5487e-05i,-0.00079314-0.00021822i,-0.00059024+0.0001061i,-0.00084468+0.00066102i,-0.00068896+0.00083529i
0.00090011+0.002364i,0.0016746+0.0019445i,0.0027709+0.0018719i,0.0030774+0.00081903i,0.0016032-0.00089963i,-0.00022261-0.00090582i,-0.0014574-0.00019743i,-0.00099348+0.00014685i,-5.2968e-05-0.00037872i,0.00034414-0.00076484i,-0.0003155-0.00050112i,-0.00041851-0.00054142i,-0.0004608-0.0006156i,-0.0011832-0.0013201i,-0.0016814-0.0015255i,-0.0013557-0.00083035i,-0.00071714-0.0001706i,-0.00080284+0.00014212i,-0.00018751+8.3664e-05i,0.00062644+2.7094e-05i,0.00042013-0.00010009i,0.00023031-0.00014644i,2.7905e-05-0.00010787i
0.00040376-0.00089147i,0.00024379-0.0013522i,0.00079218-0.0020051i,0.00051303-0.001711i,-4.0268e-07-0.0011165i,0.00049689-0.00026689i,0.00049056+0.00024054i,0.00020827-0.00035563i,-0.00012499-0.00047349i,2.3872e-05+0.00024397i,0.00035949+0.00012888i,0.00049714+0.00024225i,0.0005257+0.00084568i,0.00039196+0.0012337i,0.00030749+0.00047365i,0.00021047+0.00017805i,0.00014662+0.00033569i,0.00036433+0.00028354i,-5.6173e-05+0.00065775i,-0.00025246+0.0011925i,3.9864e-05+0.0010676i,-0.00038763+0.00092262i,-0.00067981+0.0010712i
-0.00034204+0.0023588i,-0.00078849+0.0019678i,-0.0010103+0.0010568i,-0.0011027-0.00010564i,-0.0005234-0.00013811i,3.3963e-05+0.00052151i,-0.00016558+0.0010039i,-0.00025838+0.0010498i,-0.00012495+0.00033952i,-0.00010836-0.00099437i,0.00010289-0.0013896i,-5.8873e-05-0.00030416i,-0.00058159+0.00027882i,5.6296e-05+0.00018767i,0.00018258+0.00046504i,7.4372e-06-0.00012829i,-0.00011591-0.0011816i,0.00038045-0.0012187i,0.00059044-0.00087842i,-0.00057043-9.1398e-05i,-0.00035065+0.00066695i,0.00076507+0.0004384i,0.0011247+0.0004011i
-0.00026204-0.00060556i,0.00065282-0.0011188i,0.00011946-6.8181e-05i,-0.00051336+0.00018978i,-0.00029763-4.3434e-05i,0.00035668-0.00044447i,0.0011182-0.00057324i,0.0011374-0.00044081i,0.00069839-0.0010599i,0.00062323-0.0011182i,-0.00014457-0.00041963i,-0.00087052-0.0010329i,-0.00090956-0.00076976i,-0.0001462+0.00012447i,0.00030032+0.00043737i,-0.00065554+0.00085818i,-0.0013302+0.0002407i,-0.00065658-0.00048716i,7.1628e-05+0.00013729i,-7.6418e-05-1.3918e-05i,-0.00071929-0.00074443i,-0.00059818-0.00055227i,-0.00013242-0.0004022i
-0.0011715+0.0015307i,-0.00057334+0.0016894i,-0.00019937+0.002032i,0.0016596+0.0018402i,0.0025663+0.00088925i,0.0015874-9.6767e-05i,0.00037905-0.0014902i,-0.0008899-0.0022955i,-0.00098806-0.0016149i,-0.00028706-0.00088923i,0.00078915-0.0010018i,0.0012028-0.0010535i,0.00033434-0.00021604i,-0.00063644+0.0001786i,-0.00049231-0.00070079i,0.0002123-0.00072054i,1.3917e-05+2.2965e-05i,-0.00040302-0.00021705i,-0.00026761+2.3188e-05i,-0.00013703+0.00082045i,0.00048819+0.00051337i,0.00057408+1.969e-05i,0.00067695-7.3202e-05i
-0.0011438+0.00012964i,-0.00090505+5.879e-05i,1.5279e-05+1.6746e-05i,0.00018832-0.0001706i,0.00014681-0.00064641i,0.00015178-0.0017192i,-0.00016553-0.0018912i,-0.00082829-0.0010708i,-0.0002191-0.00037872i,0.0003462-1.0946e-05i,0.00031104+0.00011599i,0.00076818-0.00052612i,0.00071673-0.0010273i,0.00011077-0.0014139i,0.0001694-0.0013212i,-1.271e-05-0.00052455i,-0.00047301-1.6283e-05i,-0.00064922+0.0001982i,1.2675e-05+0.0004293i,0.00014806+0.0010229i,-0.00015923+0.00099243i,7.9666e-05+0.0011203i,0.00067737+0.00073036i
0.0014659-0.00077539i,0.0003305-0.0015746i,-0.0013062-0.0024064i,-0.0014851-0.0022299i,-0.0012036-0.0013532i,-0.00091987+0.00028814i,-0.0012266+0.0009292i,-0.00082057-6.1728e-05i,-0.00031784-0.00084178i,-0.00071841-0.00067767i,-0.00069721-0.00017314i,-0.00020271-0.0001516i,-6.8701e-05-0.00032583i,-0.000392+0.00025495i,-0.00050431+0.0011373i,-0.00036302+0.0005907i,-0.00044381-2.4845e-06i,-0.00023833+9.2863e-05i,6.1842e-05+0.00012552i,0.00042482-7.3409e-05i,0.0009312+0.00041811i,0.00069564+0.00092965i,-0.00035597+0.00038861i
-0.00096082-0.0022372i,-0.0012495-0.0021032i,-0.00085096-0.0008955i,-0.00075829+0.00049832i,-0.0008211+0.00184i,0.00041966+0.0012023i,0.0015105-0.00032612i,0.0011205-0.00088971i,-6.2662e-05-0.00087503i,-0.00080815-0.00076017i,-0.0012377-0.00070084i,-0.0011422-0.00025233i,-7.7373e-05+0.000468i,0.00059332+0.00047705i,0.0012588+0.00013983i,0.001398-0.000462i,-0.00010386+0.00012504i,-0.0017593+0.00014897i,-0.0013591-0.00056656i,-0.00038354+5.186e-05i,-0.00031479-0.00027208i,-0.0002415+4.0266e-05i,7.116e-05+0.0006665i
0.0012149+0.00224i,0.00066677+0.0013915i,0.00029078+0.0014836i,0.00060917+0.00097924i,0.00090677+0.00028553i,0.0011032+0.00021478i,0.00042182-0.00014891i,0.00010273-0.00011046i,0.0006096-0.0002536i,0.00070111-0.0007857i,0.00053084-0.00066889i,0.00013497+4.983e-05i,-2.8934e-05-0.00060897i,-0.00045245-0.0012212i,-0.0004209-0.00098044i,-0.00011205-0.00030625i,-0.00019756-6.7083e-05i,-0.00088752+0.00073962i,-0.0011892+0.0011451i,-0.00112+0.00054261i,-0.0010519+0.00048375i,-0.00057832+0.00012392i,0.00028042-0.00019982i
0.0021642-0.0021139i,0.0019997-0.002688i,0.00027808-0.0018529i,-0.00037328-0.00091584i,-0.00046779-9.5078e-05i,-0.000796+0.00031389i,-0.00027126-5.8975e-05i,-0.00022249-0.00078908i,-0.00012511-0.00095035i,-0.00039566-0.00062635i,-0.00036592-0.00030609i,-0.00017179-0.00024521i,-0.00066346+0.00065517i,-0.00074637+0.00063405i,-0.00064003-0.00036967i,-0.00093496+6.3292e-05i,-0.00055843+9.9381e-05i,0.0001507-2.2243e-06i,0.00032437+0.0001179i,0.00067777-0.00032057i,0.0011236-0.00092i,0.0010734-0.0012294i,0.00068371-0.00065893i
-0.00049045+6.438e-05i,-0.00044116-0.0010203i,-0.00040645-0.00030832i,-0.00012147-9.4921e-05i,0.00051895-0.00077159i,-0.00026069-0.00087542i,-0.0013985-0.00085317i,-0.00099141-0.0008095i,-0.00026954-0.00030942i,0.00038014+2.478e-05i,0.00078278-0.00034397i,0.00013659-0.0013895i,-0.00042503-0.0015975i,-5.4483e-05-0.00066313i,-3.9901e-06-0.00010124i,-1.2113e-05-0.00029955i,0.00020672-0.00032377i,0.00031021+1.2741e-05i,0.00013439+6.3183e-05i,-0.00074104-0.00018517i,-0.00075528-0.00019264i,0.00017215-1.8011e-05i,0.00018619-0.00025722i
0.0005012+0.00073973i,0.00063859+0.00090652i,0.0007119-0.0006418i,0.00073799-0.0011524i,0.00020933-0.00045425i,-0.00010074+0.00023773i,0.00027469-0.00042521i,0.0010236-0.00056032i,0.00094903-0.00028013i,-0.00018487+5.6903e-05i,-0.00075949+0.00079069i,-0.0003429+0.00076497i,-0.00015809+0.0006109i,-0.00026498+0.00095478i,-0.00037439+0.00054936i,-0.00043675-0.00032368i,-0.00066534-0.0012381i,-0.00014628-0.0011124i,0.00050274+0.0002527i,0.00026235+0.00053237i,0.00014988+0.0001303i,0.00013923-0.00051333i,0.00017157-0.00085272i
-0.0013364-0.00058309i,-0.0012783-0.0012638i,-0.00084107-0.0015972i,-0.00036577-0.00095849i,-0.00025721-0.00073487i,0.0006804-0.00076852i,0.00089545-0.0011645i,0.00055128-0.0018719i,0.00026122-0.0013876i,-0.00026187-0.00069073i,-0.00024936+7.0254e-05i,-0.00016057+0.00052833i,-0.00043426-0.00021799i,2.9245e-05-0.00051147i,0.00074355-0.00012013i,0.00046213-0.00027014i,-0.00029574-9.5723e-05i,-0.0002752+0.00014236i,0.00024374-0.00019121i,0.00011853-0.00023369i,0.00030482-2.747e-05i,0.00091392+0.0002283i,0.00056035+0.00031658i
1.2428e-05+0.00032851i,0.00024619+4.0317e-05i,0.00095134-0.00098598i,0.0010463-0.00082421i,0.0012206-0.00065184i,0.00078653-0.00096684i,0.00022629-0.00056757i,-5.2639e-05-0.00034564i,-0.00044425-2.0499e-05i,-0.0002699+0.00026136i,-8.5484e-05+0.00073441i,-0.00012213+0.0010261i,-0.00032282+0.00060193i,0.0002186+0.00042929i,0.00097097-1.4155e-05i,0.0011224+1.4413e-05i,0.00081342+0.00052905i,0.00020892+0.00064812i,2.8716e-05+0.00017655i,0.00029062-0.00015584i,0.00066976+0.00037283i,0.00030664+0.00051032i,-8.7078e-05-0.00022164i
-0.0019479+4.5162e-05i,-0.0022021-0.00041965i,-0.0019523+0.00049596i,-0.0019931+0.00086924i,-0.0014774+0.00034832i,-5.8481e-05-0.00014202i,0.00066448-0.00022346i,0.00045362-3.3756e-05i,-0.00013379+7.5914e-06i,-0.00050429-0.00032329i,-1.1983e-05-0.00064428i,0.00039869-1.9149e-07i,0.00046518+0.00010318i,0.00051599-2.7899e-05i,-4.61e-05-8.5189e-05i,-0.00045983-0.00051845i,-0.00016784-0.00060599i,6.8582e-05-0.0005189i,0.00017963+0.00012415i,0.00040529+0.00042084i,0.00046853+0.0001961i,0.0003165-0.00034634i,0.00041931-0.00053688i
-0.00052617+5.2175e-05i,5.1621e-05-0.00015206i,0.0013556-0.00076612i,0.0009732-0.00069161i,6.1357e-05-2.6353e-05i,-0.0004015-0.00022944i,-0.0001719-3.628e-05i,-0.00031626+0.00051516i,-0.00084141+0.0005112i,-0.0004741-0.00030374i,0.00022027-0.00056562i,0.00027653+0.00024799i,-0.0006122+0.00029155i,-0.00077099-0.00046482i,-0.00026712-2.8098e-05i,2.5421e-05+0.0004514i,-0.00026072+0.00044242i,-0.0003096+0.00057472i,-8.2049e-05+0.00047428i,0.00062674+0.00010346i,0.0012219-0.00062637i,0.00051304-0.0009636i,-0.00024503-0.00033432i
-0.00034818-0.0010704i,0.00078702-0.0012963i,0.0012586-0.00078141i,0.00090511-0.00054761i,0.00080503-0.00074518i,0.00062162-3.9432e-05i,0.00015759+0.00039427i,0.00038104+0.00018166i,0.00079467-0.00032174i,0.0012869-0.00027373i,0.00039026+0.0002998i,-0.0012068+0.00082323i,-0.00082877+0.0003931i,-0.00031179-6.3404e-05i,-0.00024666-0.00041881i,-0.00021516-0.00052812i,-0.00057728-9.212e-05i,-0.0001448+0.00032315i,0.00035491+0.00027681i,0.00071164-0.00033525i,0.0011272-0.00014229i,0.00037433+0.00061564i,-0.00062948+0.00038237i
-0.00073654-0.0022705i,-0.00046383-0.0015251i,-0.00054273-0.00056254i,0.00018311+0.0011511i,0.00042382+0.0018499i,0.001019+0.00058883i,0.0015841-0.00049333i,7.2801e-05-0.00083239i,-0.00035561-0.00011072i,-2.55e-05-9.371e-05i,0.00042943-0.00022863i,0.0012009-0.00032531i,0.0018579-0.00029578i,0.001639-0.00032217i,0.0010146-0.00043166i,7.7691e-05+6.7176e-05i,-0.0010447-0.00026003i,-0.00093286-0.00035738i,-0.00036786-0.00013325i,-0.00038424+0.00052641i,-0.0009689+0.00088083i,-0.00074063+0.00033181i,-4.301e-05+0.00010095i
0.00045045-0.00032602i,-0.00062882+0.00058577i,0.00011924-3.1274e-05i,0.00091212-0.00058497i,0.00054869-0.00025006i,-0.00035598+0.00012924i,-0.0011157-0.00034425i,-0.0011773+8.3111e-06i,-0.00043317-8.4157e-06i,-0.00014995-0.00078561i,-0.00046985-0.00048945i,-0.00066395+2.9871e-06i,-0.00084667+0.00028474i,-0.00050339+0.00016337i,-0.00042181-0.00050275i,-0.00026594-0.0011736i,-8.9829e-05-0.00091765i,-0.00027578+0.00066112i,-0.00013625+0.0013065i,0.00023243+0.0012524i,0.00044636+0.0010489i,0.00024786+0.00069042i,-0.00026221+0.00050987i
-0.0007742-3.3202e-05i,-0.00037142-0.00024708i,-0.00015352-0.00057641i,0.00035229-0.00038411i,0.00037538+0.00048488i,-0.00033904+0.00097831i,-0.00036085+0.0010833i,-0.00028867+0.001179i,-0.00032688+0.001417i,4.111e-06+0.00093769i,-2.151e-05-0.0004961i,-0.0001583-0.00044016i,-0.00046741+3.0206e-05i,-0.00014231-0.00029999i,-0.00032209-0.00037753i,-0.00048483+1.8919e-05i,-0.00039193-0.00011027i,-0.00043645-0.00046346i,-0.00022374-0.00012895i,0.00052662+0.00037986i,0.001084+0.00035791i,0.00084264-0.00017136i,0.00046564-0.00022973i
0.00084709+0.0011322i,0.0013715+0.00043929i,0.0014048-0.00060161i,0.0016939-0.00079378i,0.0015685-0.00069282i,0.00056051-0.0005372i,0.00080409-0.00018141i,0.0011219+0.00042898i,0.00019107+0.0010826i,-0.00032158+0.00071492i,9.4466e-07-0.00042248i,0.00045635-0.00022916i,5.5785e-05+0.00058214i,-0.0010598+6.0009e-05i,-0.0014744-0.00050686i,-0.0012987-0.00026713i,-0.00071139-0.0001726i,0.00022321-0.00066879i,5.3811e-05-0.00066287i,-2.2094e-05-0.00046373i,0.00059408-0.00030646i,0.00092167+0.0005335i,0.00073824+0.00091374i
-0.00085811+0.00068191i,-0.00049545+0.00043538i,0.00024355-0.00020483i,-0.000158+0.00018656i,0.00044571+4.7221e-05i,0.00082209-8.6697e-05i,0.00073999+6.4276e-05i,0.0009986-0.00037676i,0.0010217+0.00015332i,0.0011543+0.0010284i,0.0009646+0.00048221i,0.00049347-0.00010118i,3.3376e-05-0.00031855i,-0.00011683+3.4371e-06i,-0.00011841+0.00011065i,-0.00049995-0.00037869i,-0.00027809-0.0001885i,8.3688e-05+0.00014469i,9.7093e-05-0.00022097i,0.00032467-0.00055586i,1.4354e-05-0.00018173i,-0.00030301+0.00047852i,-0.00043134+0.00050291i
-0.0016835-1.0813e-05i,-0.0013736-5.2875e-05i,-0.00049391+0.0001356i,-6.4441e-05+0.00058162i,0.00020716+0.00047574i,-0.00012174-0.00040733i,-0.00093639-0.00077573i,-0.00035507-1.279e-05i,-0.00017444+0.00042573i,-0.00032445+0.00013872i,-0.00016981-0.00070289i,-0.00067144-0.0010354i,-0.0005366-0.00068352i,-0.00046943-0.00023596i,-0.00031073+0.00023187i,-8.4622e-05+0.00026138i,-0.00035125-0.0001278i,0.00026897-0.00026376i,0.00083536-0.0003822i,0.0005204-0.0002852i,0.00028635+3.201e-06i,0.0007474-0.00039046i,0.00068305-0.00065057i
-0.00039255+0.00019477i,-0.00035068+3.2802e-05i,-0.00016282+0.00085619i,0.00036427+0.00063128i,0.00057984-0.00036129i,0.00052767-0.00095266i,-0.00079648-0.0005368i,-0.00084416-4.4739e-05i,-7.0477e-05+0.00012599i,3.0661e-05+0.0002066i,0.00034615-0.00027279i,0.00012842-0.00065066i,-0.00020761-0.00082989i,-2.0694e-05-0.0012532i,-0.0001014-0.00056634i,-4.8496e-05+0.00064331i,0.00025047+0.00057808i,-0.0003478+0.00026143i,-0.00073412+0.00027446i,-5.5733e-05-0.00031405i,0.00039926-0.00088097i,0.00029795-0.00037382i,4.4362e-05-1.6336e-05i
0.00086038-0.0014749i,0.00021042-0.00068714i,-0.0012442-0.00068496i,-0.0013483-0.00078058i,-0.00051821+7.3869e-05i,0.00067056+0.00036306i,0.001252+2.0891e-05i,0.00066606+0.00022826i,-0.00023578-0.00023253i,-0.00056077-5.8961e-05i,-0.00039373+0.00031591i,0.00023962+0.00026981i,0.00091199+0.00044781i,0.0010607+0.00011185i,0.000673-0.00052007i,-0.00024186-0.00051018i,-0.00039774+0.00014816i,-0.00050011+0.00033474i,-0.00037635-3.3542e-05i,0.00065769-0.0001085i,0.00082554+0.00011867i,-0.00054565+0.00064096i,-0.0012628+0.00067615i
0.00075669+0.00068433i,0.00030461+4.0967e-05i,-7.6845e-05-0.0011864i,-0.00020174-0.0013218i,8.9143e-05-0.0010131i,-8.4235e-05-0.0012539i,-0.00065913-0.0011209i,6.2631e-06+0.00070242i,0.00068306+0.0017986i,0.00027462+0.0016683i,-0.00088382+0.00087721i,-0.00097315-2.9377e-05i,-0.00033075+0.0003439i,-0.00081043+0.0012477i,-0.0014028+0.0010939i,-0.00046663+0.00038059i,0.00032605+0.00050451i,9.782e-05+0.00079984i,-0.00040973+0.00049289i,-0.00045499-8.3062e-05i,-0.00034802+2.4409e-05i,-0.00017856-7.627e-05i,0.0002522-0.00048783i
-0.00066504-0.00056157i,-0.0002722-0.00030224i,-0.00075071-0.00031929i,-0.001359-0.00047534i,-0.00081072-0.0002174i,0.00011411+4.1997e-05i,4.1889e-05+0.00045098i,0.00029553+0.00018709i,0.00051326-0.00074858i,0.00037399-0.0010984i,0.00045301-0.00014676i,-4.5997e-05+0.00069594i,-0.00053638+0.00041211i,-3.6402e-05-0.00017432i,0.00010388-2.0008e-08i,-0.00023655-0.0002648i,-0.00040903-2.4516e-05i,0.00023342+0.00048452i,0.00021518+0.00058476i,-0.00070495+7.0277e-06i,-0.0010377+0.00048897i,-0.0011195+0.0011647i,-0.00056096+0.00047052i
-0.0011437+0.00027102i,-0.00028018+0.00028419i,-0.00099369+0.0011188i,-0.00094178+0.0011111i,-0.00010824+0.00082585i,0.00132-2.7429e-05i,0.0016986-0.00085076i,0.00070965-0.00090932i,-9.5882e-05-0.00042976i,-4.2229e-05+0.00043208i,-0.00013333+0.00061778i,-0.00056686+0.00018317i,-0.0011573-0.0004182i,-0.0011987-0.0009054i,-0.0002526-0.00066558i,-6.4522e-05-0.00014686i,-0.00015504+0.00011009i,-0.00053675+0.00036531i,-0.00055068-1.3293e-06i,8.7197e-05-0.00082331i,0.00076166-0.00046048i,0.00072414-0.00044641i,0.00033158-0.0011006i
-0.00043848-0.00057161i,-0.0001938-0.0012012i,0.00094627-0.00061835i,0.0006486-8.69e-05i,0.00026114-0.00024827i,0.00040976-0.0001576i,0.00039001+0.00054498i,0.00020974+0.0012841i,0.00016603+0.00091635i,0.00047655+0.00062874i,-0.00026352+4.0316e-05i,-0.00081523-0.00038781i,-9.2601e-05-0.00030853i,0.00035604-0.00043036i,0.0003446-0.00022067i,-0.00028157+0.0001871i,-0.00091311+0.00020733i,-0.0006803+5.5314e-05i,-0.00080892-1.743e-05i,-0.00085462-7.9847e-05i,-0.0001855-9.2329e-06i,-1.4032e-06+0.0009021i,-0.00024356+0.0011171i
