-0.0017603+0.0018119i,-0.0011351+0.0018028i,-0.0012538+0.00064822i,-0.0014225-0.0009799i,-0.0023237-0.0015157i,-0.0027576-0.00024773i,-0.0016503+0.0011352i,-0.00016956+0.0011495i,0.00047357+0.00063042i,0.00022298-8.747e-05i,-5.612e-06-0.00012389i,0.00024498+2.0878e-06i,0.00062284-0.00023433i,7.6912e-05-0.00026894i,-0.00028002+4.9679e-05i,-0.00038874+0.00054054i,-0.00050123+0.00050574i,-0.00047993-0.00010184i,-0.00017495-0.00073202i,-0.00020425-0.00059679i,-2.2619e-05+0.00020392i,0.00029268+0.0005647i,0.00025248+0.00029883i
0.00043661+0.00061646i,-0.00076477+0.00030477i,-0.0018995-0.001277i,-0.0016364-0.0019144i,-0.00057903-0.0012457i,0.00032184-0.00057965i,0.00043857-0.00032984i,-0.00034324-1.8767e-05i,-0.00092742+0.00027787i,-0.00050355+8.2124e-05i,6.7856e-05+0.00049271i,6.5979e-05+0.00075235i,0.00021111+0.00052984i,0.00026523-0.00015009i,2.8727e-05-0.00047431i,0.00050942+0.00022628i,0.00059913+0.00087812i,7.9766e-05+0.00093006i,0.00084169+0.00067786i,0.0010587+0.0002506i,0.0002444-0.00024875i,0.0001187+0.00021463i,0.00027605+0.00035808i
-0.00097641+0.0016646i,-0.0012632+0.0026898i,-4.1693e-05+0.0017281i,-0.00024163-0.00098667i,-0.00076772-0.0024574i,0.00033246-0.0020538i,0.00067439-0.0010457i,-0.00044873-0.00044636i,-0.0010078-9.5695e-05i,-0.00067109+0.00043904i,-0.00025583+0.0010195i,7.8618e-06+0.00074044i,0.0007294-0.00027996i,0.0008237-0.00067179i,3.7815e-05-0.00040833i,-0.00028023-3.2289e-05i,-4.1385e-05-0.00015181i,-8.9384e-05+8.4968e-05i,6.8431e-05+0.00079881i,0.00027266+0.0010282i,0.0006782+0.00075544i,0.0004176+0.00058161i,-0.00022297+0.00012111i
-0.0020092-3.2844e-05i,-0.0021255-0.0003137i,-0.0013323-0.00031978i,0.00045517-0.00066269i,0.00065394-0.0015239i,-0.00041431-0.0013815i,-0.00099679-0.00074848i,-0.00013646+6.9621e-05i,0.00064815+0.0011746i,0.00029224+0.001345i,-0.00045527+0.0013465i,-0.00054777+0.0012451i,0.00027589+0.00061042i,0.00064894-0.00011904i,0.0004728-0.00071731i,0.0003272-0.00061574i,0.00027903-0.00064843i,0.00034795+2.7996e-06i,0.0002075+0.00068734i,0.00035681+0.00039931i,0.00065135-0.00030612i,-8.7213e-05-0.00067186i,-0.00020464-0.00029396i
0.0015141+0.001072i,0.0013818+0.00046964i,0.00092387-0.00052671i,0.00045284-0.0018593i,-0.00069873-0.0018842i,-0.001183-0.00071651i,-0.0012185-6.5373e-05i,-0.00053497-0.00017983i,0.00081876+0.00010521i,0.00065545+0.00034303i,2.9661e-05+0.00098162i,0.00050072+0.00090039i,0.00085152-5.6913e-05i,0.00024126-0.00033941i,8.0701e-05+1.5333e-05i,9.6565e-05+0.00044978i,0.00040311+5.1654e-05i,0.00073578-0.00015839i,0.00038282-0.00024195i,-8.1862e-05-0.00077614i,0.00012828-0.00072206i,-6.8953e-05-0.00034918i,0.00027568-0.00069057i
-0.001598-0.0012003i,-0.0010461-0.00075402i,-0.00039737-0.00031221i,-0.00024565-0.000572i,-0.00097063-0.001432i,-0.0013379-0.001464i,-0.0006896-0.0010676i,-7.1728e-07-0.00087707i,0.00032334-0.00022993i,-0.00015886+0.00030448i,-0.00062013+0.00029221i,-0.0006123+0.0005421i,9.9731e-06+0.00078688i,0.00073241+0.00094518i,0.00047395+0.00045337i,-1.2683e-05+0.00025247i,-0.00048602+0.00098342i,-0.00029089+0.001165i,-8.4178e-05+0.00073087i,0.00013786+0.00047016i,0.00037014+6.6831e-05i,2.7208e-05-0.00026049i,6.8864e-05-0.00023941i
0.001161-0.00082211i,-0.00032142-0.00053071i,-0.00096892-0.0014697i,-0.00082351-0.0022477i,-0.0015634-0.0025843i,-0.0015051-0.0016927i,8.0483e-05-0.00073942i,0.00075395-0.001142i,0.0006361-0.001031i,0.0003699+0.00041595i,-9.9941e-05+0.0011095i,-0.00023653+0.0013002i,-0.00051715+0.00093523i,-8.5338e-05-2.0107e-05i,0.00057873+0.00015624i,0.00072935+0.00023841i,0.00033109-0.00039975i,-1.7946e-05-0.00081788i,0.00025287-4.7508e-06i,-1.8502e-06+0.00062949i,-0.00025149+0.00033664i,0.00034625-0.00020015i,0.00021546+3.2529e-05i
-3.9515e-05+0.0015858i,0.00045871+0.00167i,0.0005054+0.0013368i,0.00070029-6.3057e-05i,0.00083305-0.0013231i,0.00049331-0.0014723i,0.00012155-0.00071033i,0.00027875-0.00034742i,0.00023279-0.00011541i,0.00038233+0.00014676i,0.00038049+0.0002212i,-0.00025852+0.00011611i,0.00014131-0.00031775i,0.0003579-0.00047788i,-6.1081e-05-0.00024129i,-0.00015148+0.00034227i,-0.00021356+0.00049604i,-0.00050542+0.00034514i,-0.0010874+0.0010189i,-0.00084557+0.0015623i,-0.00018565+0.0019991i,-0.00033518+0.00097876i,-0.0003648+2.2163e-05i
-0.00087348+0.00072632i,0.00017854+0.00069077i,0.00033327+0.00031783i,9.8399e-05-0.00058062i,-0.00051408-0.0016495i,-0.00081259-0.0023294i,9.2434e-05-0.0016007i,0.00049372-0.00058852i,0.00093708-0.00047696i,0.0021261+0.00055171i,0.0019599+0.001162i,0.00095409-3.7754e-05i,0.00025824-0.00076686i,-0.00059058-0.00012769i,-0.00106-5.7391e-05i,-0.00084042-5.7778e-05i,-0.00054121+0.00049608i,-0.00037211+0.00039088i,-0.00026858-0.0002097i,0.00011663-0.00029426i,0.00040606-0.00013314i,0.00027914+0.00019831i,-7.6461e-05+0.00011778i
-0.0015296+0.0017317i,-9.0326e-05+0.00014256i,0.00061158+0.00053171i,0.00038251+8.0032e-05i,-0.00031577-0.0015098i,-0.0010099-0.0021359i,-0.00047226-0.0016073i,0.00034069-0.00076526i,0.00040949+8.0799e-05i,0.00078679+0.00037205i,0.00049532+0.00057618i,-0.00010803-1.0227e-05i,0.00021405-0.00079191i,0.00030967-0.00082011i,-0.00012357-7.0695e-05i,3.5972e-05+0.00036707i,-0.00011617+0.00045255i,-0.00048399+0.00065077i,3.5595e-05+0.00060889i,-0.0002133+0.0011622i,-0.00058641+0.00068018i,0.00026004-0.00020846i,0.0011676+1.1176e-05i
0.0021977+0.0011315i,0.0030539+0.00041901i,0.0030156-0.00041142i,0.0014345-0.0018112i,-0.00034259-0.0021882i,-0.00065181-0.0012141i,-0.0010988-0.00043651i,-0.0016887-0.00026848i,-0.00042177+0.00018127i,0.00029303+0.00026366i,-0.00014563+0.00045702i,-9.6766e-05+0.00078018i,0.00011608+0.00067944i,0.00029272+0.00018182i,0.00049575-0.00010319i,0.00082222-7.5377e-06i,0.0009812+0.00037407i,0.00047666-1.0867e-05i,0.00036401-0.00072225i,-6.9653e-05-0.00013075i,-0.00051349+0.00070633i,-3.8104e-05+0.00028284i,0.00079045-0.00020419i
-0.00059677+0.00095364i,-0.0013025+0.0020079i,-0.0016848+0.0008257i,-0.0015462-0.0017567i,-0.00051081-0.0025134i,0.00032649-0.0010044i,0.000653+0.00018891i,0.0010286+0.00013387i,0.00066358+6.5875e-05i,0.00032569+0.00059326i,0.00063246+0.00067005i,0.00090825-0.00019306i,0.001607-1.8836e-05i,0.00065386+0.00037322i,2.509e-05-0.00018384i,0.00032103-0.00073705i,0.00032959-0.00039601i,0.00020421+0.00018574i,-7.9892e-05+0.00020837i,0.00013549-9.8731e-05i,0.00026601-0.00082192i,-4.6546e-05-0.00065864i,0.00022006-1.0379e-05i
-0.00049236+0.00042772i,-0.00032082+0.00028633i,0.00049463+0.00058645i,0.00087233-0.00050413i,-7.2205e-06-0.0018512i,-0.00082732-0.0020886i,-0.00063821-0.0014917i,-0.00021989-0.00060653i,0.00019904-0.00048071i,0.0010507+1.6869e-05i,0.0015669+0.00017835i,0.0011936-0.00018511i,0.00072053+0.00041638i,0.00058437+0.00049832i,0.00036003-0.00012591i,3.5754e-05-0.0002539i,-0.00018471+0.00023552i,-2.5842e-05+0.00073005i,-0.00010112+0.00033771i,0.00010097+1.7815e-05i,0.00048666-0.00010603i,-0.00013926+4.859e-06i,-0.00025199+0.00033011i
9.3602e-05-0.0012655i,0.00038928-0.00059312i,0.00030272+0.00023352i,-0.00043889-5.1229e-05i,-0.00014464-0.00022627i,-2.1213e-05-0.00090027i,0.00010222-0.0019503i,0.0011204-0.00084314i,0.0011651+0.0007021i,0.00040367+0.00070741i,-2.2787e-05+0.00033871i,-0.00045698+7.6902e-05i,-0.00092439-0.0004909i,-2.862e-05-0.00024855i,0.00062724-4.1007e-05i,-0.00036784-0.00038009i,-0.00059368-0.00089041i,-0.00044628-0.00093981i,-0.00081153-0.00018242i,-0.00060943+0.00023363i,-0.00024112+7.171e-05i,-3.8711e-05+9.6817e-05i,0.00016387+0.00041197i
0.0012576+0.0013814i,0.0008703+0.00057092i,0.0006339-0.00063323i,0.00022572-0.0013762i,-0.00028688-0.0015355i,-0.00070231-0.0017928i,-0.00085362-0.0013104i,-0.00020601-0.00038088i,0.00054699+0.00054587i,0.00024434+0.00052186i,0.00016314-0.00010387i,4.575e-05+0.00045522i,-0.00052435+0.00053714i,-0.00030705-0.00016576i,-0.00035947-0.00061907i,-0.00011765-0.00015646i,0.00010378+0.00061275i,0.00015885+0.00024357i,0.00029417-0.00044802i,0.00031221-0.00024652i,0.00067907-9.3301e-05i,0.00066475-0.00078318i,0.0009327-0.00068562i
0.001404-0.0015017i,0.00020196-0.00047606i,-0.0005403-0.00088799i,-0.001481-0.0014356i,-0.0022473-0.0019413i,-0.0016674-0.0018745i,-0.0011544-0.00073374i,-0.0012739+0.0001572i,-0.001003+0.00016089i,-1.0871e-05-0.00039658i,4.5519e-05-0.00058634i,-0.00060281-0.00015907i,-0.00038355-0.00025171i,0.0004814-0.00022498i,0.00024978+0.00090558i,-0.00088107+0.0014724i,-0.00077768+0.001012i,-0.00014772+0.00039586i,0.00020521-1.7675e-05i,0.00052087+0.00015439i,9.8138e-05+0.00018794i,-0.00093466-0.00029097i,-0.001267-0.00017498i
0.0029848+0.0002246i,0.0041011-0.0005246i,0.0025143-0.00062854i,-0.00025192-0.0018592i,-0.0009582-0.0027433i,-0.0008528-0.0022359i,-0.0010549-0.0016241i,-0.00043586-0.00091977i,0.0002822-0.00044089i,0.00027568-0.00033757i,0.0004028-0.00017237i,0.00077741+6.4473e-05i,0.00080363+0.0002643i,0.00033061+0.00033751i,-0.00055334+3.5494e-05i,-0.00052252-0.00083111i,0.00067314-0.00093036i,0.00086186+0.0006002i,1.2858e-05+0.00045846i,-0.00017412-0.00046708i,7.0433e-05-1.7326e-05i,0.00088258+0.00053018i,0.001128+0.00093139i
0.0013415+0.00062919i,0.0014884-0.00067837i,0.002191-0.0013137i,0.0021865-0.002402i,0.0014109-0.0027238i,1.3422e-05-0.0017111i,-0.00015394-0.0013337i,-0.00016491-0.00099725i,0.00071513-0.00080234i,0.0010352-0.00058253i,0.00044873+4.053e-06i,0.00061283+0.00042323i,0.00044834+1.86e-05i,-0.00014565-0.00014365i,-0.00039673-0.00018507i,0.00018155-0.00038908i,0.00079141-3.6283e-05i,5.2852e-06-0.00031943i,-0.00021744+0.00017507i,0.00023693+0.0014705i,0.00028665+0.0010641i,0.00033831-0.00047835i,0.00050403-0.0013047i
0.00073-0.0017074i,-0.00049861-0.0010711i,-0.0013037-0.00085792i,-0.0018838-0.0022292i,-0.0018269-0.0029928i,-0.0016225-0.0018448i,-0.00088507-0.00072081i,0.00054468-0.00042378i,0.0010232-0.00051367i,0.00064918-0.00014184i,0.00038737+0.00081329i,0.00014914+0.0012731i,-0.00012621+0.00031117i,0.00017926-0.00033087i,0.00024573-0.00026049i,2.5311e-05+0.00018065i,7.0487e-05+0.00036631i,-0.00057791+0.00044555i,-0.0011596+0.00020701i,-0.00071635-0.00021018i,-0.00073689+0.00019447i,-0.00058493+0.00079786i,-4.3195e-05+0.00069097i
0.0017042-0.00056218i,0.0017057-0.0010182i,0.0014584-0.0016634i,0.00058788-0.0014295i,-0.00057921-0.0019414i,-0.00015941-0.0016798i,0.0011022-0.0005326i,0.001302-3.8417e-05i,0.00041787-1.1599e-05i,-0.00031119+8.6899e-06i,-0.00028511-3.7967e-05i,-7.4377e-05-0.00023963i,-0.00055954-0.00019789i,-0.00028577-3.3153e-05i,0.00069206+5.8523e-05i,0.00026655+9.8095e-06i,-0.00019118+0.00051298i,0.00033613+0.00093046i,0.00027343-1.559e-05i,-0.00067763-0.00077769i,-0.00057724-6.3242e-05i,-3.3839e-05+0.00045929i,0.00025788-0.00024371i
0.00037574+0.0011219i,-0.00012028+0.0010631i,-0.00050436+0.00024625i,-0.0009852-0.001499i,-0.0015923-0.0017742i,-0.0012375-0.0011317i,-0.0002187-0.00081863i,0.00056575-0.00044384i,0.00018606-3.4036e-05i,-4.7067e-05+0.00011469i,-0.00023304+0.0011842i,-0.00050523+0.0016011i,-2.3551e-05+0.00041866i,0.0010825-9.0324e-05i,0.0015148+0.000204i,0.00045164+0.00012771i,-7.0084e-05+0.00025089i,0.00018697+0.00076894i,0.00048899+0.00021266i,0.00071472+0.0003141i,0.00031424+0.00080002i,-0.00035664+0.00064742i,-0.00086128+0.00059897i
0.0008379-0.00034364i,0.00053546-0.0013749i,0.00029405-0.0019029i,-0.00046251-0.0027589i,-0.00058268-0.0033048i,-0.00037449-0.0021204i,-0.00075392-0.00074362i,-0.00083814-0.00036184i,-5.5199e-05+0.00015624i,0.00058093+0.00090752i,0.000241+0.00080102i,8.8014e-05-6.3824e-05i,0.00023996-0.00045217i,0.00063494+0.00054441i,0.0001452+0.00089233i,-0.00053476+0.00025516i,-0.00036209+0.00015622i,-0.0001534+0.00058789i,-0.00018076+0.00065465i,-0.00015768+0.00050247i,-0.00027982+0.0007621i,-0.00017472+0.00086444i,5.2975e-05+0.00020161i
0.00089207+0.00091796i,0.0010468+0.00079998i,0.00022103-0.00035205i,-0.0008029-0.0018358i,-0.0014897-0.0025931i,-0.0013586-0.0023329i,-0.00040147-0.00099119i,-7.2419e-05-0.00018033i,0.00016636+0.00063909i,0.00056662+0.0015013i,0.00027832+0.00054285i,-0.00028547-0.00041915i,-0.00068516-0.00044099i,-0.00083187-6.9647e-05i,-0.00073971+1.0818e-05i,-0.00010445-0.00058712i,1.2976e-05-0.00076255i,0.00023624-0.0006768i,0.00012344-0.00068968i,-0.0012058-0.00085069i,-0.00082294-0.00045765i,0.00029415+0.00033618i,9.0243e-05+5.137e-05i
-0.0010212+0.0025108i,-0.0005069+0.0017799i,-0.00070596+0.00023994i,-0.0014458-0.00072498i,-0.0014144-0.0010105i,-0.0010114-0.0010549i,-0.00064106-0.00090324i,-0.00032927-0.00048276i,-0.00014772+0.00054106i,0.00038373+0.0012238i,0.0014296+0.0014195i,0.0013925+0.0011406i,0.00055088+0.00054984i,0.00070845+0.00064503i,8.7236e-05+0.0005412i,-0.00065785+0.00043123i,-0.00031963+0.00051069i,-0.00049646+4.22e-05i,-0.00074413-0.0001415i,-3.3804e-06-8.4381e-05i,-7.7545e-05-0.00014066i,-0.00061262+0.00026431i,-0.001142+0.00052089i
0.00086857+0.00025622i,0.00055439+0.00067288i,4.1975e-05-8.5826e-06i,-0.00061574-0.0016318i,-0.0017599-0.0017913i,-0.0012465-0.0016133i,-8.7319e-05-0.0011697i,0.00039284-5.384e-05i,0.0003257+0.00013159i,7.4228e-05-0.00035161i,0.00053052-0.00015788i,0.00049962+0.00060144i,0.00040976+0.00081055i,0.00019897+1.0368e-05i,0.00025501-0.00031551i,0.00044625+0.00019945i,0.00038541-0.00011196i,0.00015316-0.00034493i,0.00026988+0.00014988i,-0.00010922+1.7906e-05i,-0.00046344-0.00018068i,-0.00013551+0.00015829i,0.00024595+0.00072204i
0.0011371+0.00081795i,0.0019038+0.00036723i,0.0016305+0.00073785i,0.0001514-0.00025713i,3.8183e-05-0.0026466i,0.00039496-0.003768i,5.4411e-05-0.0023239i,-0.00038888-8.9515e-05i,-0.00030999+0.00034621i,0.00016163+4.2157e-05i,-0.00040846-8.4592e-05i,-0.0011013+0.00015775i,-0.0012573+0.00079204i,-0.00021492+0.0013361i,0.00024833+0.00084115i,0.00027207+0.00053772i,-0.00014705+0.00025366i,-0.00050808-0.00018915i,0.00053784+0.00026634i,0.00065322+0.00030262i,0.00016931+0.00020352i,0.00051903+0.00025808i,0.00033273-9.803e-06i
0.00085655+0.0025471i,0.0011425+0.0014837i,0.0016826+0.00045907i,0.0014237-0.00067528i,9.6545e-05-0.0017383i,-0.00038543-0.0023214i,7.0256e-05-0.0011701i,0.00026535+4.8513e-05i,0.00023542+0.0011103i,0.00011124+0.0016065i,0.00016821+0.00052874i,-0.00019826-0.0005194i,-0.00015746-0.00044752i,0.00063221-0.00017466i,0.00062226-0.00089591i,0.00034961-0.00071714i,0.00050076-1.1311e-05i,0.00027223-7.2338e-06i,-0.00012828+0.00041314i,0.00043522+0.00064483i,0.0007692+0.00020821i,0.00020599-0.00028529i,-0.00040468+0.00017227i
-0.00029737-0.00014964i,-0.00058223-0.00057141i,-5.689e-05-0.0011193i,-0.00077805-0.0017784i,-0.0011409-0.0022774i,5.542e-05-0.0017799i,0.00075067-0.001281i,0.00051046-0.00083555i,-6.8437e-05+0.00037156i,-0.00026681+0.0012099i,8.2267e-06+0.00055122i,-0.00029627-0.0003138i,-0.00054507+7.3359e-06i,-0.00018734+0.00054326i,5.9069e-05+0.00059489i,0.00037834+0.00042913i,0.0001771-0.00016303i,-0.00041504-8.5681e-05i,-0.0010057+8.3099e-05i,-0.00068725-0.00052805i,0.00030904-0.00038424i,0.00031879+0.0002652i,-0.0001694+0.00045812i
0.00083472+0.00044266i,0.0012679-0.00044663i,0.0010571-0.00099342i,0.00080257-0.0024332i,0.0002348-0.0034741i,-9.3292e-05-0.0027071i,0.00068964-0.0013635i,0.0013432-0.00037736i,0.00095916-0.00012775i,0.00019738-0.00074295i,0.00049679-0.0013141i,0.0013793-0.00091843i,0.00101-0.0012944i,0.00025972-0.00086839i,0.00027256+0.00049852i,-7.9679e-05+0.00096907i,0.00024387+0.00076794i,0.00079842+0.00039632i,0.00022513-7.4853e-05i,0.00043081-8.44e-05i,0.00075509+0.00013794i,0.00025675-0.00014853i,9.1517e-05-0.00014228i
-0.0017737+0.0017776i,-0.00098968+0.0014709i,0.00021809+0.00027082i,-3.2331e-05-0.0008181i,-0.00041316-0.0013713i,-7.1809e-05-0.0014835i,0.00013275-0.00137i,0.00035595-0.0012343i,0.0010261-0.00085823i,0.0005872-0.00051214i,0.00071846-0.00051161i,0.00098232-0.00067555i,0.00053278-0.00020042i,0.00057317-4.8297e-05i,0.00059313-0.00020719i,0.00013379+7.1602e-07i,3.2158e-05-2.2503e-05i,-0.00011957-5.8769e-05i,-0.00017896+0.00061805i,-1.0677e-05+0.00071259i,-0.00033042+0.00053453i,-0.00047058+0.00027915i,3.9003e-05+0.00027146i
-0.00099828-0.00041582i,-0.0011924+0.00029536i,-0.0018622+0.0010588i,-0.0026079+0.00072551i,-0.0012818-0.0011613i,-0.00017511-0.0024124i,-0.00056113-0.001888i,-0.00088767-0.0009439i,-0.00069911+0.00016705i,6.6603e-05+0.00018678i,0.00058597+0.00015163i,7.4953e-05+0.00072279i,-0.00015262+0.00044979i,2.886e-05+0.00053452i,-0.00027165+0.00078434i,-0.00081947+0.00043248i,-0.0010029-8.2919e-05i,-0.0013319-0.00054776i,-0.0011071-0.00051952i,-0.00046162-0.00024109i,0.00044415-4.9288e-05i,0.00069002+0.00058701i,-0.00028821+0.0003543i
0.0003899+0.0014504i,0.0010096+0.0011382i,0.0011234+0.00053525i,0.0006237-0.00066867i,0.00027742-0.0011743i,0.00021497-0.00097208i,0.00021341-0.00057239i,0.00073721-0.00033423i,0.0012599+0.00048304i,0.0010212+0.00019914i,0.00029718-0.00073273i,5.6577e-05-0.0011401i,-7.4577e-05-0.0008023i,-0.00015778-0.00039376i,4.4552e-05-0.00013213i,-0.00019575+0.00040564i,-0.0005627+0.00086086i,7.054e-05+0.00069366i,0.00090641+0.00018887i,0.00074179+5.6516e-05i,0.00049877-0.00026451i,3.7118e-05-0.00023318i,-0.00071029-0.00028951i
-6.1064e-05+0.0019694i,0.00031169+0.0017478i,-0.00022153+0.00086477i,-0.0011791-0.00050896i,-0.0012119-0.0022366i,-0.00052223-0.0025818i,0.00066402-0.0015539i,0.00051513-0.00053093i,0.00036689-0.00051498i,0.0004191+0.00026452i,0.00059577+0.0010478i,0.0011402+0.00071323i,0.0012294+0.00069597i,0.000421+0.00046427i,-0.00022885-0.00019077i,-0.00012751-1.1687e-05i,0.00019409+0.00034585i,0.00023373+0.00046958i,-0.00035687+0.00023978i,2.7644e-05+0.00015812i,0.00075051-0.00035522i,0.00067071-0.00037643i,0.00059165+0.00047065i
-0.0016468-0.00012185i,-0.0019907+0.00013473i,-0.0012291+0.00057628i,-0.0015532-0.00098659i,-0.0020448-0.0026548i,-0.00095049-0.00191i,-0.00019658-0.00093697i,-5.6411e-06-0.00045207i,0.00029058+9.3518e-05i,0.00082815+9.6366e-06i,0.0014357-0.00020659i,0.00076874+1.4802e-05i,0.00016976+2.6972e-05i,0.00027768+0.00036816i,-1.8591e-06-8.6638e-05i,-0.00037091-0.00058541i,-0.00062351-0.00035344i,-0.00057627-0.00042606i,-0.00070834-0.00011323i,-0.00051913-0.00024849i,0.00045403-0.00016502i,0.00033263+0.000219i,8.2133e-05+6.4908e-05i
0.0022056-0.0013901i,0.001174-0.0020421i,0.0013038-0.0024201i,0.0013842-0.0026747i,-7.2954e-05-0.0032421i,-0.0012567-0.0026769i,-0.0010344-0.0012562i,0.00015443-0.00018399i,0.00023162+0.0010022i,-0.00034249+0.00082567i,0.00018295-0.00010232i,0.0009108-0.0006676i,-0.00010213-0.00038189i,-0.00060225-0.00025697i,-0.0006658+9.5601e-05i,-0.00088519+0.00058693i,-0.00095817+0.00092456i,-0.00081672+0.00057416i,-0.0009591-0.0003606i,-4.9016e-05-0.00083425i,0.0011155-0.00097002i,0.00052563-0.00074643i,-0.00031084-0.00045966i
0.00057408+0.00037959i,0.00034427+0.00050369i,-0.00021038-0.00083332i,-0.00071988-0.0016121i,-0.00052522-0.0011311i,-0.00039836-0.00095725i,-0.00041197-0.0012776i,-0.00040823-0.00069774i,-9.8801e-05+2.036e-05i,0.00062432+0.00028538i,7.6384e-05-0.00015592i,-7.3086e-05-0.000964i,0.00079086-0.0012305i,0.00076755-3.4672e-05i,0.00012192+0.00082051i,0.00021121+0.00050992i,0.00082256+0.00024644i,0.0004576+0.00011086i,-0.00047465+0.00036706i,-0.00060882+0.00070779i,-0.00040824+0.00029498i,-0.0002045+7.6301e-05i,-3.1398e-05-0.00011286i
0.00075804+0.00091076i,-0.0001991-0.00058456i,-0.00072081-0.0018666i,-0.00059048-0.002869i,-0.0010581-0.0031094i,-0.0013295-0.0022147i,0.00028766-0.00094814i,0.0012547-6.4545e-06i,0.00028127+0.00038745i,-0.00053806+0.0004671i,-0.00037051+3.9767e-05i,6.9074e-05-0.00036699i,0.00019342-0.00087919i,0.00064669-0.0014435i,0.00055074-0.00090264i,4.8312e-05-0.00031911i,-8.6297e-05+0.00020425i,0.00029204+0.00058168i,0.00021713+0.00043606i,-0.00011077+0.00020541i,-0.00027639+2.7778e-06i,-0.0002263-0.00014801i,4.0195e-05+3.6886e-06i
0.00035426+0.00035866i,-1.2955e-05-0.00015314i,0.00067203-0.00088938i,0.00037518-0.0023828i,-0.0005829-0.0029251i,-0.0012195-0.0017546i,-0.0016615-0.00069186i,-0.0011193-0.00044305i,-0.00068256-0.00061678i,-0.00014825-0.0002362i,0.00029665+2.9805e-05i,-0.00019511-0.00010138i,-0.00023528+0.00034241i,-0.00033079+0.00035003i,-0.00083152-0.00043267i,-0.0010226-0.001067i,-0.0008236-0.00082679i,-0.00019775-0.0003714i,0.000397-0.00022946i,2.9003e-05+0.00070122i,-0.00027878+0.0014771i,-0.00015323+0.00051929i,2.3889e-05-0.00010868i
0.00088585+0.0028231i,0.00065175+0.0022314i,-0.000124+0.0012432i,-0.00066116-0.00033655i,-0.00023583-0.0020567i,-0.00023402-0.0021442i,-0.00039876-0.0014641i,0.00058194-0.0011248i,0.0011651-0.00018895i,0.00075688+0.00036466i,0.00038276+0.00011476i,4.0788e-05+0.00015484i,0.00027027+0.0002728i,0.00056146+7.0519e-05i,0.00020812-0.00073103i,6.1248e-06-0.00078965i,-0.00017435-0.00032384i,-0.00013834-0.00038496i,-0.00052299-0.00051762i,-0.0010757+0.00020201i,-0.00071958+0.00080166i,-7.0917e-05+0.00022011i,-5.4802e-05+0.00020065i
-0.00078716+0.0014573i,0.00010535+0.001995i,0.0012567+0.0017714i,0.00083405-0.00031242i,0.00011757-0.0020708i,0.00029884-0.0025745i,0.00024114-0.0016976i,3.1761e-05-6.0881e-05i,-0.0005587+3.346e-05i,-0.00085427-0.00040516i,-0.00070091-0.00017108i,0.00016048+0.00027943i,0.00065077+5.6498e-05i,0.00081922-0.00026657i,0.00054692-0.00030103i,-6.2628e-05-0.00052623i,0.00012418-0.00054278i,0.00022391-0.00010648i,7.6886e-06+9.561e-05i,0.0004299+0.00031709i,0.00018092+0.00030067i,-0.00054685-0.00017901i,-0.00083647-8.7144e-05i
0.00052663+0.00014849i,-0.0004779-5.1899e-05i,-0.0010357-0.0012425i,-0.00045358-0.0013469i,3.5548e-05-0.0014599i,-0.00029061-0.0019541i,-0.00045852-0.0011527i,-0.00045464-0.00028728i,-0.0004469+9.0405e-05i,-4.887e-05+0.00078742i,-2.8817e-05+0.00091802i,-0.0005509+0.0003136i,-0.00033579+0.00023315i,0.00018467+0.00074369i,0.00027079+0.00064478i,0.00053158+0.00050153i,0.00017735+0.00043959i,-4.8667e-05+0.00025935i,0.00030091-0.00034011i,0.00041821-8.7053e-05i,0.0001914+0.00049903i,0.00042463+0.00012314i,0.00064255-0.00031707i
0.0024004+0.0010541i,0.003059+0.00017282i,0.0030615-0.00099759i,0.0020872-0.0012794i,0.00094657-0.002149i,-0.00034823-0.003225i,-0.0009811-0.002426i,-0.00032311-0.001064i,0.00018992-1.2158e-05i,-0.00017971+0.00049093i,-0.00056091+9.37e-05i,-0.00045686-0.00084837i,0.00031087-0.0010245i,0.00057925+8.7561e-05i,-9.9302e-05+0.00034048i,-0.00050276+0.00011113i,-0.00042103+5.7356e-05i,3.4617e-05+0.00073844i,0.00060425+0.0006927i,0.00042362-0.00023403i,0.00010408-0.00044006i,0.00019726+0.00015223i,-0.00039675+0.00074276i
-0.00012499+0.00045867i,-0.00016427+0.00070296i,-0.00020813+0.00039334i,-0.0010795-0.00089483i,-0.0014375-0.0021023i,-0.0012076-0.0019172i,-0.00098132-0.0011934i,-0.0011113-0.00034963i,-0.0004968-0.00049722i,0.00028096-0.00027968i,0.00036819-0.00012723i,0.00051674-0.0005985i,0.00054641+8.6138e-05i,-0.00033938+0.00042642i,-2.5817e-05+2.0014e-05i,0.00071112+0.00056254i,0.00063+0.0004415i,0.00073971+0.00030135i,0.00077829+0.00086217i,0.00019159+0.00052236i,-8.5282e-05+0.0003813i,-0.00021677+0.00077906i,-0.00012845+0.0001658i
