-0.0030908-0.00017152i,-0.0029562-0.00052619i,-0.0036461-0.00021383i,-0.003891+0.0015241i,-0.0024336+0.0024945i,-0.00083269+0.0016612i,8.8641e-05+0.0012328i,0.0012072+0.0010419i,0.0015372+0.00084885i,0.0018567+0.00093961i,0.0021996+0.00037243i,0.0013555-0.0010993i,0.00075457-0.0017781i,0.00032664-0.001561i,-8.7068e-05-0.0016433i,-0.00022869-0.0011947i,-0.0003076-0.00027254i,-0.00054046+0.00010122i,-0.00063612-0.00010877i,-0.00042489-0.0003079i,-0.00032472+0.00044968i,-0.00064852+0.00097212i,-0.00092938+0.00044326i
0.0021446-0.00052044i,0.0022196-0.0016509i,0.0017845-0.0029422i,0.00057808-0.0025971i,-0.00048583-0.0016914i,-0.00041781-0.001269i,-0.00016191-0.00090738i,-0.00019487-0.00048952i,0.0001572+2.7482e-05i,0.00015659+0.00051341i,-0.00066674+0.00041918i,-0.0011651+2.7189e-05i,-0.00060322-0.00059852i,7.4149e-05-0.00040342i,-8.9727e-06+0.00032904i,-0.0008476+0.00079743i,-0.0013407+0.00015813i,-0.0010478-0.00074799i,-0.00054351-0.00041703i,0.00038609-0.00024435i,0.00090335-0.00075254i,0.00027515-0.00026331i,0.00026546+0.00072688i
0.00047778-0.0012277i,0.00045887-0.0017004i,0.00037014-0.00085817i,0.0010613+0.00020096i,0.00083186+0.00016004i,0.00038943+0.00036611i,0.00020571+5.9159e-05i,0.00046342-0.00041671i,0.00086512-0.00022112i,0.00034885-1.544e-05i,5.8598e-05+0.00028985i,0.00017712+0.00057485i,-0.0002592+0.00023362i,-0.00069797-0.0008512i,-0.00056176-0.00091821i,-0.00039015-0.00014444i,-0.00043582-0.00039674i,-0.00085955-0.00062808i,-0.00080308+7.961e-05i,-0.00081477+0.0004205i,-0.00077112+0.00017321i,-0.00024981+0.00024159i,-6.4139e-05+0.00058223i
0.0014074-0.0019492i,0.00071554-0.0017955i,0.00025173-0.0031612i,-0.00028726-0.0032438i,-0.00090855-0.0022105i,-0.0012365-0.001081i,-0.00046595-0.00037839i,0.0011356-0.00055864i,0.0018508-0.00090317i,0.0012424-0.00087212i,0.00019591-0.00038768i,-0.00066912-0.00012726i,-0.00066501+7.1938e-05i,-0.00033688-8.6829e-05i,-0.00085924-0.00045788i,-0.0015577-0.00053928i,-0.0015575-0.00066725i,-0.00075601-0.0013307i,-4.603e-05-0.0014281i,7.3459e-05-0.00099247i,0.00034185-0.00091603i,0.00021017-0.0007219i,0.00013998-0.0004893i
0.00090875-0.00046422i,0.00025531-0.0022557i,0.0011127-0.0032851i,0.0014171-0.0025906i,0.0010754-0.0012621i,0.0013496-0.00075011i,0.0010284-0.00089588i,0.00037572-0.00079031i,0.00043-0.001046i,0.00018242-0.0012879i,-4.6792e-05-0.0012995i,-5.6829e-05-0.0014319i,-0.0012092-0.0010012i,-0.0013439-0.00066402i,-0.00033594-0.00041i,-0.00023529-0.00074971i,-0.00012843-0.0014589i,0.00025047-0.00083118i,0.00033767-5.3398e-05i,0.0005229-0.00023456i,0.00043454-0.00064936i,-0.00014134-5.0345e-05i,0.00032209+0.00047696i
0.0021916-0.0014479i,0.0018637-0.0015826i,0.0012278-0.00069872i,-0.0004898-0.00054382i,-0.00071376-0.0015665i,-0.000105-0.0012674i,-0.0001129-0.00029912i,-0.00021885+0.00016065i,-0.0004689-2.6937e-05i,9.3777e-05-0.00081342i,0.0002506-0.00098412i,-0.00056825-0.00070011i,-0.00082039-0.00048388i,-0.00014228+9.0528e-05i,0.0004991+0.00084373i,-5.2021e-05+0.00040115i,-0.00071402+0.00012487i,-0.0012086+0.00020666i,-0.00052882+0.00027581i,0.00028213+0.00028277i,0.00033236+0.000299i,0.0005454+0.0002816i,8.8843e-05+0.00045453i
0.0026806+0.0017864i,0.0017043+0.0014109i,0.0014839+0.00033878i,0.0011433-0.0010121i,0.00070445-0.0012415i,-5.5029e-05-0.00024097i,-6.7822e-05+7.5837e-05i,0.0006863+0.00025161i,0.00051876+0.0012855i,1.202e-05+0.00079267i,-0.00035054-0.00018356i,-0.00071409-0.00013991i,-0.0013154-0.00024589i,-0.0014974+0.0002944i,-0.001051+0.0011863i,-0.00019108+0.00050305i,0.00072901+0.00058015i,0.00097062+0.0013338i,0.0007665+0.0010365i,0.00047446+0.00053516i,7.5003e-05+0.0004148i,6.8143e-05+0.00012954i,-0.00016005-0.00023347i
-0.00087643-0.00073448i,-0.00041483-0.00077717i,-1.6813e-05-0.0014041i,-0.00023305-0.00022607i,2.7694e-05+0.0018249i,0.00012309+0.0016067i,0.00018808+0.00058188i,0.00076265+0.0011328i,0.00090166+0.00075443i,0.00084716-8.7438e-05i,-0.00037927+2.0479e-05i,-0.0016363-0.00080875i,-0.00090451-0.0015863i,-0.00052371-0.0012464i,-0.00024218-0.00040986i,0.00052564-0.00019626i,0.00029783+0.00018154i,-0.00027515+0.00054633i,-0.00016966+0.00040625i,0.00010291+0.00030403i,-0.00046895-0.00012711i,-0.00084205-0.00065082i,-7.502e-05-0.00088772i
-0.0013046-0.0011426i,-0.0010992-0.001348i,-0.001479+0.00016993i,-0.0016482+0.00087615i,-0.0017844+0.00036032i,-0.0010062+0.00034433i,-0.00050842+3.2808e-06i,-0.00040347-0.00054038i,8.1971e-05+0.00021578i,0.00031333+0.00016688i,0.00035778-0.00031376i,-3.5322e-07-0.00064916i,0.00013151-0.0015899i,0.00061556-0.0014302i,0.000444-0.00078081i,0.0005426-0.00077598i,0.00016132-0.00060103i,-0.00047098-1.8905e-05i,-0.00052813+9.9749e-05i,-0.00067412-0.00022965i,-0.00035795-0.00010315i,-8.3321e-06-0.00031092i,0.00030102-0.00044738i
0.0020034-0.0025156i,0.0016095-0.0022143i,0.0017568-0.0029438i,0.00076732-0.0026831i,-0.00062056-0.0021207i,-0.00070394-0.00046219i,0.00011698+0.00058133i,0.00042097+0.00041991i,0.00084306+8.3062e-05i,0.00036175+5.5845e-05i,-0.00012671+4.5273e-05i,-0.00050263+6.7722e-05i,-0.00090474+0.0004503i,-0.00069859+0.00018116i,-0.00014359-0.00022953i,0.0001565-0.00028238i,-0.0002834-0.00011405i,-0.00051789-1.5449e-05i,-0.0008069-0.00063628i,-0.0005011-0.00060606i,1.7819e-05-0.00029472i,-1.2989e-05-0.00020024i,0.00019557-0.00018636i
-6.4796e-06+0.0023267i,0.0013344+0.0028662i,0.0021905+0.0025426i,0.0016656+0.0021618i,0.0012474+0.0018207i,0.0011432+0.00041434i,0.0017317+0.00010836i,0.0014371+0.00060712i,0.0010778-0.00015747i,0.0010226-0.00014365i,0.0002461-0.00010263i,-0.00087059-0.0004499i,-0.0012628-0.0010721i,-0.0010841-0.0008633i,-0.00095096+0.00018674i,-0.00071476+0.00031195i,-0.00037316-0.00057752i,0.00022414-0.0010382i,0.00064721-0.0010638i,0.0008261-0.0014703i,-9.5722e-05-0.0012861i,-0.00082845-0.00056209i,-0.00064913+0.00020735i
-0.0029517-0.00049758i,-0.0034611-0.00014887i,-0.0043553+0.00024813i,-0.0024549-2.3803e-05i,0.00011737+0.00035418i,0.00094109+0.00062129i,0.00057912+0.00039862i,-0.00037143+0.00025633i,-0.00017274+0.00035216i,0.00054529+0.00025816i,0.00076622-0.00026885i,0.00069855-0.0006793i,0.00080762-0.00062462i,0.00071656-0.0003022i,-2.4398e-05-0.00036912i,-9.4522e-05-0.00047092i,0.00070039+0.00012627i,0.00024237-0.00012139i,-0.00058698-0.00085736i,-0.00027805-0.00056332i,-0.00026926+0.00021034i,-0.00076648-0.00045926i,-3.0115e-05-0.0012389i
0.00035031+9.5514e-05i,-0.00083038-0.0010614i,-0.00052895-0.0024092i,0.00014737-0.0020324i,-0.00027548-0.00053217i,-0.00041146+3.8765e-05i,-8.3205e-05+7.1883e-05i,-0.00030806+0.00080608i,-0.00041138+0.00091911i,-0.0001797+0.00089291i,-0.00056004+0.00062763i,-0.00078764-0.00017206i,-0.00031247-0.0001263i,-0.00039244+0.00034301i,-0.00067902+5.5042e-05i,-0.00033986-0.00072784i,0.00052483-0.0010466i,0.00082694-0.00090146i,0.00074352-0.00073421i,0.00019203+0.00015525i,0.00017291+2.2954e-05i,0.000231-0.00037552i,-0.00039744-0.00064392i
0.0039162-0.00015149i,0.0040035-0.0012783i,0.0036238-0.002139i,0.0016869-0.00097088i,6.4004e-05+0.00036123i,-0.000496+0.00052995i,-0.0001468-0.00035582i,-0.0004985-0.00066566i,-0.00089831-0.00029408i,-0.00036894-0.00061083i,-0.00044707-0.00085765i,-0.00012513-0.00098116i,0.00014547-0.0010233i,-0.00056298-0.00051999i,-0.00081117-4.9044e-05i,-0.00074727+3.809e-05i,-0.00051146+0.00046844i,4.5439e-05-0.00011157i,0.00016045-0.00055101i,-0.00042301-0.00034008i,-0.00060124+8.9511e-05i,-0.00024802+0.00038279i,0.00041893+0.00067678i
-0.0004321+0.0013023i,-0.00042892+0.0012637i,-0.0011979+0.0010524i,-0.00082888+0.00035195i,0.00057612-0.00059219i,0.0007831-0.00068327i,-0.00032901+0.00011094i,0.00030638+0.00027319i,0.0015316+0.00034066i,0.00070251-0.00025526i,-0.00043265-0.001489i,-0.00014616-0.0015764i,0.00043375-0.0013447i,0.00013066-0.00068703i,3.139e-06+0.00042453i,-7.3522e-05-0.00022219i,-0.00073769-0.00090268i,-0.00059117-0.0006765i,0.00045806-0.0011047i,0.00058396-0.00070672i,0.00010706+0.00016294i,0.00045767+0.00035067i,0.00076962+5.5124e-05i
-0.0015637+0.0024129i,-0.0013646+0.0014784i,-0.00043938+0.0010992i,0.00045019+0.0012131i,0.00094555+0.00065613i,0.0012457-0.00036053i,0.00051268-0.00024283i,-0.00036834+0.00063639i,-8.153e-05+0.0015442i,-0.00034507+0.0016115i,1.2147e-05+0.00045274i,0.00046057-0.0005265i,5.9969e-05-0.00036328i,-0.00021417-0.00029232i,-0.00044642-3.2299e-05i,-0.00077478-0.00011824i,-0.00086442-0.00031086i,-0.00021757-0.00015629i,-0.00060487+0.00029426i,-0.0011739+0.00011135i,-0.00084255-0.0004622i,0.00027455-0.00014736i,0.00051091+0.00050072i
-0.0029909-0.0016345i,-0.0018856-0.0007919i,-0.0012138-1.5236e-05i,-0.0019098+0.001259i,-0.0013495+0.0023718i,-0.00067503+0.0018266i,-0.00079568+0.00072814i,-6.961e-05+0.00010437i,0.00066366-3.0432e-05i,0.00068427+0.0002735i,0.00091734+0.0003313i,0.00037896+0.0001095i,1.487e-05-0.0012412i,-0.00040547-0.0012635i,-0.0012175+5.8426e-06i,-0.00088508+0.00029955i,-0.0004776+0.00043705i,-6.6362e-05+0.00015245i,-0.00046009-0.00017586i,-0.00095997-0.00019103i,-0.00069293-0.00048213i,0.00026631+3.1719e-05i,0.00045317+0.00057599i
0.0028569-0.0010797i,0.0017683-0.00083291i,0.0015194-0.00070377i,0.00027322-0.0010173i,-0.00047865-0.0015729i,-8.4951e-05-0.00064693i,0.00040642+8.6413e-05i,0.00077074+0.00027158i,0.0013115+0.00054726i,0.00081291-0.00017189i,-0.00062211-0.00079737i,-0.0014377-0.00033466i,-0.00056378+0.0009026i,-0.00032755+0.00073341i,-0.00047878-0.000198i,-0.00012201-0.00060533i,-0.00023541-0.00049454i,-9.0101e-05-0.00011334i,-0.00022309-1.4805e-05i,-0.00043887+0.00011892i,-0.0006593-0.00018532i,-0.00062511-0.00048999i,-0.00029955-0.00023217i
0.00028106+0.0015366i,0.00036207+0.0011518i,0.00051699+0.0013921i,0.00064684+0.00173i,0.00034952+0.0012612i,0.00079748+0.00087432i,0.00037692+0.00080061i,0.00024422+0.00020241i,0.00094908+0.00026797i,0.00097788+0.00010997i,0.0002994-0.0010078i,-7.0069e-06-0.0010536i,9.1063e-05-0.00017784i,-0.00011275+0.00066598i,-8.9974e-05+0.00057989i,-0.00043652+0.00036869i,-0.00086541+0.00045902i,-0.00083271+0.00025433i,-0.00047667+0.00024386i,-0.00033932+0.00057584i,-0.00035492+0.00039586i,-0.00051892-0.00018292i,-0.00039042-0.00040787i
-0.002398+0.0012367i,-0.0010156+0.0015055i,-0.00032503+0.0029633i,-0.00081269+0.0025097i,-0.00015232+0.001362i,0.00076562+0.00018952i,0.00059979-0.000951i,0.00026496-9.5897e-05i,0.00050118+0.00049891i,0.00047555-7.9425e-05i,0.00081873-0.00055862i,0.00056049-0.0011978i,-0.00042314-0.0017866i,-0.00073672-0.0016377i,-0.00091589-0.00082517i,-0.00069995-0.00056703i,-0.00055177+6.6558e-05i,-0.0010145+0.00088902i,-0.0013943+0.0001299i,-0.00081438-0.00085515i,-0.0004883-0.00026674i,-0.00097089+0.00055638i,-0.00073029+0.00093564i
-0.000258-0.00092355i,-0.00071759-0.00016755i,-0.00048+0.00048308i,-0.00049857+0.00014017i,0.00052453+4.7557e-06i,0.0018959+0.00014713i,0.0017258+0.00033995i,0.0014249+0.00078269i,0.0010481+0.0013743i,0.00028003+0.00082111i,5.1916e-05+0.00024335i,0.00047821+4.7221e-05i,0.00077918-0.00021909i,0.00039416-0.00014286i,-0.00021749-0.00038954i,-0.0003717-0.000557i,-0.00027412-0.00025589i,-0.00011058+0.00048749i,-0.0003205+0.00029461i,0.00029478-0.00044445i,0.00067413-0.00014444i,2.0511e-05-4.0393e-06i,-0.00073736-0.00033953i
0.00020329+2.0658e-05i,0.00012929-0.00082821i,0.00025723-0.0015623i,-0.00019572-0.0003351i,-0.00091096+0.0008945i,-0.00031164+0.00048799i,-8.5777e-05+0.0001148i,-0.00037707+0.00052388i,0.00068481+0.00027803i,0.00089884-0.0001302i,-0.00018091+3.4848e-05i,-0.00041539-0.00060204i,-0.00032648-0.0012341i,-0.00056963-0.0012328i,-0.00074103-0.00075734i,-0.0001621+7.0488e-06i,-0.00022068+7.9217e-05i,-0.0006906+0.00012899i,-0.00024184+4.4732e-05i,0.00029134-4.7474e-05i,0.0006166+0.00011126i,0.00067895+0.00082565i,0.00067991+0.00082148i
-0.00056818+0.0014155i,-2.2151e-05+0.001844i,0.00014466+0.00088003i,-0.00068374+0.00034414i,-0.00066951-1.6762e-05i,-0.0004561-4.569e-05i,-0.00019758-0.00013261i,0.00042806-6.3521e-05i,0.0009935+8.8318e-05i,0.00095166-0.00066417i,0.001216-0.0018002i,0.0015427-0.0012209i,0.00052109-0.00037722i,-0.00032667-0.0007545i,-0.00049043-0.00035603i,-0.00075969+0.00068993i,-0.00087009-0.00033212i,-0.00040696-0.00075159i,-0.00020902+7.3544e-05i,-0.00031972+0.00019709i,-0.00048541+0.00031174i,-0.00015449-0.00023744i,0.0003187-0.00013145i
-0.0020479-0.0012721i,-0.0024306-0.0016453i,-0.0016807-0.00039043i,-0.0003537+0.00016344i,0.00079861+0.00091281i,0.00071538+0.0016445i,-0.00041968+0.0012571i,-0.00080494+0.00052629i,-0.00015547-0.00046816i,0.00070791-0.00072648i,0.00089127-0.00017572i,0.00072216-0.00019366i,0.00045808-0.00059849i,0.00031831-0.0010099i,0.00043891-0.00060312i,0.00039247+5.797e-05i,0.000256-0.00015617i,5.6122e-05-0.0011792i,-0.00020037-0.0015572i,-0.0001506-0.00067679i,-4.3549e-05+0.00025625i,-9.9184e-05+0.00059202i,-0.00012544+0.00010326i
0.0026442-0.00096532i,0.00179-0.00089161i,0.00033404-0.0014063i,-0.00062805-0.0012965i,-0.00088531-0.00021301i,-0.00025436+0.00018834i,0.00034147+0.00027605i,0.00045192+0.00013836i,0.00034429+3.5715e-06i,-3.7461e-05-0.00030209i,-0.00049553-0.00033721i,-0.00079119+1.373e-05i,-0.0001385-0.00017296i,0.00077225-1.7409e-05i,0.00033443+0.00012795i,-0.00011974+0.00018297i,-0.00040247+0.00060122i,-6.4956e-05+0.00064843i,0.00089468+0.00037016i,0.00097836+5.3678e-05i,0.00054063+5.7422e-05i,0.00074026+0.00031038i,0.00057859-0.00010211i
0.0035293-0.0021242i,0.0026368-0.0013616i,0.00047066-0.0023142i,-0.00066901-0.0019923i,-0.0012437-0.00058299i,-0.0011811+0.0012756i,-0.00034875+0.0015326i,0.00038739+0.00069641i,0.00056472-0.00010561i,0.00032663-0.00093381i,-0.00030983-0.00092033i,-0.00077115+0.00012203i,-0.00052943+0.0012367i,-0.00079148+0.00057441i,-0.00095185-3.3256e-05i,-0.00062372+0.00034938i,0.00020653+0.00047356i,0.00044928-0.00036426i,-0.00019193-0.0013478i,-0.00010481-0.00056563i,0.00015688+5.677e-05i,0.00027284-0.00046313i,-0.00018678-0.0009007i
0.0016301+0.00027814i,-0.00026965-0.00033338i,-0.00050438-0.0021064i,-0.00040659-0.0026718i,-0.0011196-0.0017586i,-0.0017675+3.3574e-05i,-0.001015+0.00036268i,-0.00050566+0.00016365i,-4.9172e-05+0.00038601i,0.00052186+0.00070108i,0.00037501+0.00085544i,-2.5621e-06+0.00081153i,0.00011246+0.0011425i,9.7494e-05+0.00067491i,-7.4829e-05-0.00010713i,0.000437+0.00020868i,0.00049007+0.00033565i,-0.00027753+0.00021252i,-0.00033566+0.00020957i,0.00032429-0.00022109i,0.00013808+0.00013992i,-0.00040652+0.00045726i,0.0004344+0.00020785i
-0.00014758+0.00072372i,0.00016596+0.00046421i,-2.8799e-05+0.00044401i,0.0004613-0.00065871i,0.0017217-0.00083331i,0.0014439-0.00061717i,0.00028926-0.001086i,-7.5431e-06-0.00065624i,-5.2502e-05+7.4485e-05i,0.00057916-0.00047336i,0.00092279-0.0012276i,0.00027527-0.00093095i,-9.6439e-06-0.00055115i,0.00033087-0.00028385i,-0.00085763-3.1603e-06i,-0.0020225+0.00019217i,-0.00097011+0.00051388i,0.00021767+0.00066051i,-2.414e-07+0.00022403i,0.00021878-0.00017025i,0.00050754-5.3374e-05i,-0.00016003+6.2684e-05i,-0.00067932-0.00021111i
0.0008289-0.0014358i,0.0015048-0.0010918i,0.0023764-0.00111i,0.0011453-0.00026888i,-0.00090946+0.00011177i,-0.0011897-0.0002493i,-0.00053955-3.084e-05i,-0.00070001+0.00013569i,-0.00051343-0.00027004i,-0.0002605-0.0006172i,-0.0010264-0.00087154i,-0.0013339-0.00068229i,-0.00077317-0.00063003i,-0.0002845-0.00027737i,0.00013665+0.00032032i,-0.00031246+0.00064641i,-0.00049287+0.000517i,-0.00057502-0.00015356i,-0.0013528-0.00099641i,-0.00099056-6.2019e-05i,-0.00027417+0.00054633i,0.0003398-0.00050729i,0.00046251-0.00075352i
-0.00045673+0.00056906i,-0.00034043+0.00044231i,-3.2831e-06+0.00096734i,-0.00062998+0.00081206i,-0.0012157+0.00073096i,-0.00064912+0.00046518i,0.00018752+0.00016587i,-0.0001511-0.00024175i,-0.00011258-0.0013189i,0.00035858-0.0019139i,6.2433e-05-0.0014035i,-0.00051164-0.00084177i,-0.00014308-0.00064671i,0.00038328-0.00047036i,-0.00030863+0.00013927i,-0.00053026+0.00030774i,-0.00030943+0.00020755i,-0.00060037+0.0004289i,-0.00051508+0.00044446i,0.00022722+4.6548e-05i,0.00057066-0.0002016i,2.3184e-05+1.3784e-05i,3.7391e-05+0.00010903i
-0.0023486-6.1503e-06i,-0.002452+0.00037339i,-0.0016912+0.0012614i,-0.00039034+0.001989i,0.00081606+0.0012853i,0.00086359+0.00078895i,0.00052607+0.00053363i,0.00039605+0.00033315i,0.00066145+0.00036863i,0.00052473-4.7065e-05i,6.3135e-05+0.00014054i,-0.00055772+0.00077071i,-0.00049996+0.00049249i,0.00014452-0.00013401i,0.00025305+0.00020013i,-9.8861e-05+0.00015448i,-0.0011731-0.0012318i,-0.0013684-0.0010096i,-0.00034574-0.00038339i,0.00020397-0.00064545i,-0.00051876+2.9669e-05i,-0.0011285+0.00037874i,-0.00099603-7.1767e-05i
-0.00074686-0.00090513i,-0.0011037-0.00098516i,-0.00074838+0.00018994i,-0.00012915+0.00057241i,0.00019275+0.00012775i,0.00063207+1.9274e-05i,0.00096336-5.7042e-05i,0.00026649+5.7719e-05i,-3.1755e-05-5.1631e-05i,0.00069953-0.00073188i,0.00084883-0.00064454i,-9.2431e-05-0.00028765i,-0.0013295-0.0007446i,-0.00094441-0.0011433i,0.00010259-0.0009194i,0.00014774-0.00054323i,-0.00049533+0.00035075i,0.00011566+0.0012738i,0.00059908+0.0010791i,-0.00042481+0.00028683i,-0.00079896+0.00045983i,-0.00050172+0.00011392i,-0.00025293-0.00047498i
0.0018008+0.0012121i,0.0023522+0.00091051i,0.0020165+0.00054246i,0.0012546-0.00045835i,0.0016122-0.0011328i,0.0010005-0.00073498i,-0.00035999-0.00013249i,0.00023261+0.00027642i,0.0012178+0.00033298i,0.0014794-0.00024558i,0.00059703-0.00095145i,-0.00050284-0.0011369i,-6.8544e-05-0.00069955i,0.00061751+0.00014544i,-7.3138e-05+0.00075584i,-0.00036438+0.00058015i,0.00020701+0.00031709i,0.00077454+6.3617e-05i,0.00099778-0.00016663i,-0.00019558-8.5032e-05i,-0.00061684-0.00018449i,-8.3854e-05+0.00034117i,-6.023e-05+0.0010429i
0.00036+0.0016415i,0.0016462+0.0020608i,0.0024935+0.0019884i,0.0016781+0.00097076i,0.00060649+0.00072093i,0.00065123+0.00022381i,0.00027682-0.00025195i,0.00013296-0.00063231i,0.00094936-0.0010856i,0.001143-0.00086888i,0.000242-0.00053729i,-0.00075016-0.00048114i,-0.0013787-0.00081779i,-0.0012505-0.00017777i,-0.0011219+0.00018528i,-0.00057382-0.00010644i,7.1809e-05-0.00041259i,-8.1202e-05-0.00067719i,-0.00074736-0.00034016i,-0.00096577+6.3939e-05i,-0.00062611-0.00044324i,-0.0003764-0.00055788i,-5.707e-05+2.0744e-05i
-0.00058023+0.00031553i,-0.0015323-0.00042933i,-0.0014786+0.0008692i,-0.001183+0.0013623i,-0.0011184+8.2199e-05i,0.00035309-0.00024693i,0.0011346-0.00023867i,0.00068633-0.00025827i,0.00077477-0.00014702i,0.0010204-0.00017658i,5.931e-05-6.9702e-05i,-0.0012185+0.00012036i,-0.00086762-9.7156e-05i,-0.00033325-0.00060258i,-0.00013091-0.0010458i,-0.00050211-0.00089701i,-0.00094699-0.0011098i,-0.00021306-0.00071919i,0.00087636-0.00031689i,0.00027918-0.00044398i,-0.00013925-3.2397e-05i,0.00022966-0.0004058i,0.00033975-0.00062177i
-0.00073398+0.0012499i,-0.00027866+0.0014026i,0.0018493+0.0018535i,0.0030629+0.0021124i,0.0024317+0.0013368i,0.001669+0.00035543i,0.0016063+0.00019288i,0.0010355+0.00032231i,0.00087308+0.00017052i,0.00039452+0.00022987i,0.0009662-0.00022037i,0.00095646-0.00077146i,-0.00059595-0.0016455i,-0.001148-0.0018132i,-0.0008776-0.00084394i,-0.00054778-0.00024943i,-0.00018111-7.9024e-05i,-0.00038942+0.00016103i,-0.0010979+0.00081722i,-0.0012693+0.0014259i,-0.00023642+0.0010991i,0.00077167+0.00025567i,0.00083565-0.00042116i
0.003059-0.00042576i,0.0030134-0.00026373i,0.002538+8.9384e-05i,0.0012228-0.00011812i,0.0002817-0.00050817i,0.00043786-0.00045814i,0.0002611+0.0003115i,0.00063852+0.00054645i,0.0011012+0.00022916i,0.00033167-0.00065466i,-0.00025671-0.00080729i,-0.00087928-0.00040678i,-0.00065403-0.00038229i,-0.00038174-0.00038799i,-7.2159e-05+0.0001403i,3.9914e-05+0.00035438i,-0.00024606-7.6203e-05i,2.2919e-05-0.00095053i,-1.0937e-05-0.0015797i,-0.00012588-0.00077509i,-0.00017067+0.00013097i,0.00028017-8.431e-05i,0.00057177-0.00069854i
0.0018535+0.0025303i,0.0019674+0.0030478i,0.0011459+0.0016493i,0.00060146+0.00033112i,0.0014481-0.00010659i,0.0010759-0.00086112i,-0.00011863-0.00067534i,0.00062977-0.00025481i,0.0016631-0.00044916i,0.0011816-0.00068321i,0.0001239-0.0010151i,-0.00066717-0.001728i,-0.0010537-0.0020833i,-0.0012699-0.0011082i,-0.00091723+0.00020315i,-0.00058388+0.00034014i,-0.00073795+0.00045791i,-0.00046138+0.00021818i,4.957e-05-0.00021795i,0.00056834-0.00037806i,0.001362+0.0001874i,0.00134+0.00059371i,0.00059006+7.1229e-05i
-0.0017651-0.00021071i,-0.0023638-5.2638e-05i,-0.0029957+0.00030834i,-0.002087-4.4978e-05i,-0.00097746+0.0001112i,2.011e-06+0.00095611i,0.00076281+0.00056225i,0.0012979+7.7002e-05i,0.00095632-0.00024523i,-4.6375e-05-0.00073159i,-0.00058734-0.00042051i,-0.00074689-0.00036351i,-0.00084939-0.00012018i,-0.00091138+2.7054e-05i,-0.00117-0.00049781i,-0.0010115-0.0003904i,-0.00075054+0.00037859i,2.3841e-05+0.0005574i,-6.1881e-05-0.00012127i,-0.00089949-0.00065367i,-0.00029633-0.00032903i,0.00018758+0.00019314i,-5.11e-05+0.00038217i
0.00071574-0.0011355i,0.00030721-0.0012248i,1.4702e-05-0.0012904i,-0.00020232-0.0006925i,-0.00036128+0.00016002i,0.0001133+0.00051732i,0.00012804+0.0011531i,7.9197e-05+0.0010729i,0.00035043+0.00042493i,0.00012415+5.6038e-05i,-0.00043123-6.5053e-06i,-0.0011018+5.6158e-05i,-0.00073432-0.000609i,-6.0665e-05-0.00029817i,0.00038411+0.00027269i,0.00011651+0.00018872i,-0.0011382+0.00051542i,-0.0018725+0.00079506i,-0.00080446+0.00034936i,0.00038637-0.00051175i,0.00024086-0.0004683i,0.00043477+0.00022409i,0.00067507+0.00014398i
0.0015666+0.0018497i,0.0011812+0.0019404i,0.0013905+0.0013436i,0.00099877+0.00096519i,0.00040082+0.00038998i,0.0007608+8.7083e-05i,0.00069108-3.0185e-05i,0.00023147+0.00032549i,0.00049722+5.3052e-05i,0.00084605-0.00039621i,0.0002573+7.6311e-05i,-0.00034261+0.00027308i,-0.00058076-0.00033517i,-0.0004361-0.00048061i,-0.00019448-0.00034928i,-0.00055838-0.00080337i,-0.0003797-0.00035333i,0.00014049+0.00018913i,-3.4274e-05+0.0005539i,-0.00067617+0.00047713i,-0.00090923-0.00063046i,-0.00079158-0.00076739i,-0.00047724+0.00024063i
-0.0032959+0.0022529i,-0.0034784+0.0024435i,-0.0027577+0.0030416i,-0.0018478+0.0030705i,-0.00049314+0.0027465i,0.00041055+0.0016963i,0.00038036+0.00026545i,0.00022731-1.6627e-05i,0.00055654+0.00048874i,0.00075542+0.00055803i,0.00038836+9.2377e-05i,0.00024869-0.0002387i,0.00022953-0.00091224i,0.00056511-0.0014962i,5.3478e-05-0.0015534i,-0.00069518-0.0007764i,-0.00060076-0.00040213i,-0.00024444-0.00027198i,8.64e-05+0.00032225i,0.00053197+0.00016381i,0.0012588+0.00023752i,0.00086929+9.4675e-05i,-0.0004821-0.0003896i
-0.0019523-0.0035187i,-0.0026473-0.0021868i,-0.0026652-0.00038576i,-0.0016259-0.00015839i,8.6689e-05-9.5853e-05i,0.0012149+0.00049743i,0.0015369+0.0007721i,0.00099746+0.00045338i,0.00023594+0.0004676i,0.00020724+0.00090157i,0.00031831+0.00029077i,0.00074289-0.00034736i,0.00052004-0.00049928i,-0.00048163-0.00060295i,-0.00070519-0.001026i,-9.5519e-05-0.0013116i,-0.00011675-0.00067329i,-0.00021788-0.00046192i,-0.00034642+1.9325e-06i,-0.00085636-0.00015098i,-0.00125-0.00083055i,-0.0007526-0.0010671i,-0.00056571-0.00047114i
