0.0043953-0.00049247i,0.0050561-0.0013943i,0.0037516-0.0034515i,0.00011254-0.0027868i,-0.002862-0.00043137i,-0.0032422+0.0014066i,-0.0014119+0.0015957i,-0.00048368+0.0011214i,-0.00018897+8.9799e-05i,-8.6245e-05-0.0011646i,9.239e-05-0.0014636i,4.94e-05-0.00041778i,0.00026907+0.00058977i,0.00063683+0.0012176i,-0.00019635+0.0011418i,-0.00069117+0.000853i,-0.00065273+0.00052065i,0.00057075-0.00062603i,0.0012802-0.00048231i,0.00072736+0.00058868i,0.00039621+0.0012087i,0.00034343+0.00092767i,0.00082222+0.00055107i
0.0003423+0.00039919i,0.00070548+0.0005402i,0.0016472+0.00091081i,0.0019272+0.00025094i,0.0010574+3.2536e-06i,0.00075634-2.3616e-05i,0.00048108-0.00035128i,-9.9189e-05-0.00059637i,-0.00062754-0.0005397i,-0.00074499-0.00020738i,-0.00066082-0.00019204i,-4.6596e-06-0.00044677i,9.2621e-05-0.00011951i,-0.00047315+3.7842e-05i,-0.00031226-0.00032687i,5.8776e-05-0.00098116i,0.00020329-0.001188i,-0.00027696-0.00089064i,-0.00063701-0.00072081i,0.00013646+1.4055e-05i,0.00083718+0.0011889i,0.00064003+0.0012311i,0.00026828+0.00048447i
-0.0014972-0.00023136i,-0.001224-0.00025411i,-0.00083462+0.0015158i,-0.00018126+0.0029444i,0.00028157+0.0023589i,0.00021697+0.00045255i,0.0004879-0.0010962i,0.00057421-0.0011666i,0.00026285-0.00058299i,-9.209e-05-0.00015429i,0.00028506+0.00026764i,0.00043187-4.3745e-05i,-0.00081155-0.00012671i,-0.0017108+6.4526e-05i,-0.00061772+0.00021408i,6.4629e-05+0.00065258i,-0.00033984+0.0007859i,-0.00099018+0.00037682i,-0.001332+1.7954e-05i,-0.00086893-0.00012627i,-0.0006785-0.00023714i,-0.00036157-0.00026554i,0.00033074-0.00032406i
0.00017886+7.2387e-05i,0.00071634+2.9641e-05i,0.00094966-0.00023391i,0.0006604-0.00070655i,0.00068582+0.00060474i,0.00054909+0.0017909i,0.00021418+0.0011588i,4.5913e-06+0.00087192i,3.8297e-05+0.00098461i,-4.2397e-05+0.00046156i,-6.3701e-05-0.00063962i,0.00057114-0.0010077i,0.00057827-0.00090447i,0.00039034-0.0010673i,-7.9622e-05-0.00054908i,-0.00056387+0.00037897i,-0.00068929+0.0010033i,-0.00051583+0.00089654i,-0.0002403+0.00033748i,-0.00050456+7.4895e-05i,-0.00056297-0.0001668i,0.00014944-9.355e-05i,0.00018279+0.00012788i
0.001792+0.00015612i,0.0027521+0.00068337i,0.0027447+0.00082433i,0.0025279-0.00031585i,0.0016876-0.00046493i,0.0010472-0.00023269i,0.00040032-0.00060828i,-0.00030034-0.00076463i,-0.0011041-0.00055357i,-0.00060226-0.00069448i,0.0001088-0.00010165i,-0.00034419+0.00019502i,-0.00059235-0.00027331i,-0.0009866-0.00046883i,-0.0011512-5.7442e-05i,-0.00093972+0.00073606i,-0.00065288+0.00042561i,-0.00047916-0.00041496i,-0.00055811+3.136e-06i,-0.00031921+0.0003588i,-0.00030021+3.0402e-05i,-0.00022287-0.00043832i,0.00068662-0.00052565i
-0.00024034-0.0008794i,0.0002562-0.00091214i,-0.00029711-0.00084814i,-0.0011913-0.00022481i,-0.00066271+2.0686e-05i,0.00023862-0.00015568i,0.00075291-0.00062108i,0.00038269-0.00088796i,0.00034303-0.00059212i,0.00052513+2.8335e-05i,0.00018726+0.00025424i,-0.00012347+0.00076582i,-0.00027106+0.00066395i,-0.00057438+1.4635e-05i,-0.0003419-0.0003788i,0.00037986-0.0002778i,0.0011019-7.9997e-05i,0.00087535-0.00019209i,0.0001053+0.00010004i,-0.00013982+1.8785e-05i,0.00049102-0.00040339i,0.00043382-0.00033188i,6.6494e-05+5.0997e-05i
-0.0010485-0.00071387i,-0.00062122-0.0010138i,-0.00043137-0.00025531i,-1.0997e-06+8.5839e-05i,-8.9515e-06+0.00079443i,5.9497e-05+0.00057627i,0.00030551-0.00071068i,0.00050746-0.00083767i,-0.00024279-0.00086857i,-0.00078196-0.0010088i,-0.00053985-0.00017305i,-0.00028642+0.0001619i,-0.00022642+0.00053627i,-0.00019496+0.0010921i,0.00083471+0.00064108i,0.0011812-0.00023464i,0.00019336-0.00040124i,-0.00016127+0.00048086i,0.00030877+0.00063887i,0.0004027-0.00060737i,0.0012497-0.0010603i,0.0011351-0.00028825i,0.00028372-0.00063578i
-0.0010694+0.00039506i,-0.0011009+0.0006659i,-0.00043249+0.0018955i,0.00046556+0.0014251i,0.0024267+0.0010751i,0.002847+0.00066412i,0.0012261-0.00016437i,3.0729e-05+0.00010229i,-0.00059085+0.0010234i,-0.00083081+0.001106i,0.00035297+0.00027118i,0.0010555-0.00057334i,0.0010862+2.5006e-05i,0.0011636+0.00083991i,0.00076774+0.0003886i,0.00036158+0.0003395i,0.00032652+0.00049765i,0.00068761+0.00055203i,0.00030176-4.3425e-05i,-0.00032717-0.00073703i,-0.00044356-0.00083015i,-0.00021076-0.00039472i,0.00027804+0.00059473i
-0.00061+0.00069834i,-0.00086838+0.00062976i,-0.0013102+0.0007258i,-0.00048794+0.00093603i,0.00066564+0.00045657i,0.0010186-0.0009583i,0.0013915-0.0016696i,0.0014682-0.0012549i,0.0012215-0.00084742i,0.0016265-0.00047927i,0.00074138-0.00035634i,-0.00087455-0.00033328i,-0.00023307+0.00062937i,0.0006161+0.0012899i,-0.00025719+0.0013637i,-0.00020474+0.0009565i,0.00067681+0.00021256i,0.00044016-0.00034266i,-0.00037346-0.00037968i,-7.4534e-05-0.00047977i,0.00013534-0.0010473i,-0.00015605-0.00042175i,-0.00010772+0.00084838i
-0.00046078-0.0021393i,-0.00016329-0.0017898i,-0.00030135-0.0013254i,0.000118-0.00036237i,-7.1192e-05+0.00076534i,0.00056386+0.0012252i,0.0012872+0.00033441i,0.00058192-3.7122e-05i,0.00020201+0.00062312i,-0.00025701+0.00037218i,-0.0005944-0.00085028i,-7.0471e-05-0.0009962i,0.00036284-0.00048316i,0.0004642-0.00059425i,0.00020242-0.00019263i,0.00024409+0.0003785i,-7.2649e-05+0.00061526i,-0.00045459-0.00027578i,2.988e-06-0.0010507i,-0.00051023-0.00076163i,-0.0010272-0.00058491i,-1.9048e-05-0.00068865i,0.00067003-0.0001299i
0.00073599+5.8235e-05i,0.0012605+0.00062783i,0.0015773-0.00043691i,0.0017539-0.0010936i,0.001313-0.0011595i,0.0010362-0.00078559i,0.00036067-0.00048026i,-5.1014e-05-0.00024392i,0.00014873-0.00016248i,0.00020006-0.00068298i,8.7659e-05-0.00067124i,-0.00070986-0.00058815i,-0.00016571-0.0010419i,0.0011374-0.00065957i,0.00055539-7.1026e-05i,-2.2617e-05-0.00028418i,0.00029516+0.00057814i,0.00051872+0.00068613i,0.00071131+0.00023697i,0.00043737+0.00042882i,0.0004453+0.00017529i,0.00072212-0.00041271i,0.0010559-0.0011349i
4.8821e-05+0.0015173i,0.00054405+0.0015882i,-0.00014404+0.00088746i,-0.00090909-0.00023318i,-0.00078632+0.00024893i,-0.00024226+0.00051576i,-1.8532e-05+1.9212e-05i,0.00029561-0.00069968i,-4.8196e-05-0.0013224i,-0.00070617-0.0012902i,-0.00069966-0.00060941i,-0.00058164+0.00016604i,-0.00053137+0.00031684i,-0.00073371+0.00039133i,-0.00040599+0.00032147i,-0.00043732+0.00049203i,-0.00024995+0.00080477i,-0.00035146+0.00032945i,-0.0010738+0.00093649i,-0.0013407+0.0011449i,-0.00093611+0.00053649i,-0.00028937+0.00038112i,0.00031573+0.00044256i
0.00054107+0.0019483i,0.00074623+0.0012555i,0.0029349+0.0010887i,0.0046486+0.0013191i,0.0036388+0.001223i,0.0017231+0.00035111i,0.0010234-0.00046022i,0.00096576-0.00094903i,0.00089109-0.0002749i,0.00033054+0.00075844i,5.5385e-05+0.00034027i,0.0010469-0.00015628i,0.0013667-0.00021361i,0.00053427-0.0002675i,0.00022203+1.3065e-05i,-0.00056688-0.0002562i,-0.0006606-0.0010326i,8.1449e-05-0.00035255i,0.00060083+0.00036027i,0.00034835+0.00030273i,-0.00026891-0.0002965i,8.5292e-05-0.00038062i,0.00041108+0.00034059i
0.00045561+5.8841e-05i,0.001404+0.0011701i,0.0012465+0.0011473i,0.00052547+0.0014742i,0.00056459+0.0014567i,0.0010345+0.00079595i,0.00098831-0.000148i,0.00020384+0.00033645i,-0.00039724+0.00079936i,-0.00040808+0.00070616i,-0.00082613+0.00069728i,-0.00061596+8.5473e-05i,0.000244+0.00028274i,0.00082137+0.00055283i,0.00083543-0.00026038i,0.00070921-0.00057766i,0.0003283-0.00054556i,-0.001144+0.0002235i,-0.0014526+0.00046816i,-0.00016106+0.00022453i,-0.00021542+0.00059812i,-0.0010135+0.0010658i,-0.0007033+0.0012832i
0.0017008+4.3339e-05i,0.0017997+0.00028209i,0.002194-0.00097396i,0.002048-0.0016239i,0.0014375-0.0011947i,0.00062368-0.0004918i,0.00033165-0.00069416i,0.00016352-0.00064392i,0.00014388-0.00015515i,-0.00026538-0.00042248i,-0.00072957-0.00072276i,-0.00011769-0.00067101i,0.00051451-0.00013577i,0.00011797+0.00041394i,-0.00018455+8.0375e-05i,0.00020127-0.00062634i,0.00035541-0.00044643i,2.8094e-05+0.00032451i,-0.00021476+0.00051114i,-0.00058746-0.00027051i,-0.0005523-0.00040099i,-0.00056354+0.00052137i,-0.00045277+0.00063069i
0.0011932-0.00095872i,0.00079219-0.0019865i,0.00024488-0.002461i,-0.00090163-0.0019251i,-0.0012114-0.0010469i,-0.001199+0.00051097i,-0.00084172+0.0013383i,-0.00052257+0.00023657i,-0.0011848-0.00014496i,-0.0014695+1.6632e-05i,-0.0010248+0.00030839i,-0.00027019+0.00022843i,-0.00017001+0.00021385i,-0.00038023-0.00011958i,6.7763e-05-0.00074407i,0.00014382-0.00048952i,-0.00039293-0.00037339i,-0.00063963+0.00023459i,-0.00036633+0.00035445i,0.00044502-0.00019334i,0.00045258-0.00038756i,-0.00016888-0.00011396i,-0.0012043+0.00032992i
0.00040001+0.0013348i,0.00079118+0.0019677i,0.0016213+0.002659i,0.0018975+0.0024352i,0.0021914+0.0011126i,0.0025102+0.00025729i,0.0012795+0.0002183i,-5.3265e-05-0.00048981i,-0.00036986-0.00091795i,-0.000317-0.00063046i,-5.6614e-05+0.00041313i,0.00026318+0.00072526i,0.00044008+2.4308e-05i,0.0010062-0.00035248i,0.0010468-0.00080381i,0.00062525-0.00088591i,0.00043202-0.00067548i,0.00026023-0.00068978i,0.00011782-0.0004032i,0.00013368-0.00056565i,0.000117-0.00023042i,2.9076e-05+0.00025039i,-0.00026803-2.3944e-05i
-0.001147+0.00052875i,-0.0015593+0.0013392i,-0.0011934+0.002485i,-0.00058121+0.0011344i,0.00040531-0.00019862i,0.0006787-0.00020073i,4.7557e-05-0.0001025i,-0.00041903-1.9155e-05i,-0.00059987-2.2599e-05i,-8.0505e-05+2.1642e-05i,0.0003519-4.9857e-05i,0.00063519-0.00029631i,0.000988+7.1137e-05i,0.00050181+0.0006039i,-0.00013623+0.00025682i,-0.000112+0.00026997i,-0.00021572+0.00083049i,0.00032816+0.00062943i,0.00088558+0.00040705i,0.00017039+0.00045282i,-0.00021528+0.00011425i,9.9307e-05-0.00047079i,0.00037847-0.00045445i
0.00086801-0.00062021i,0.00168-0.0016466i,0.0013711-0.00075851i,0.00058164+0.00041456i,-0.00042792+0.00074134i,-0.0006751+0.00084917i,-0.00045825+0.00034623i,-0.00043535-2.1317e-05i,-0.00067954-0.00024887i,-0.0010082-0.00026119i,-0.00041038-0.00012138i,0.00043392-0.000275i,0.0007468-0.00075669i,0.00092957-0.00042534i,0.00092652-0.00018146i,0.00034444-0.00094115i,-0.00024415-0.0012004i,-0.00016215+0.0003605i,-0.000647+0.0011185i,-0.00088909+0.00012636i,-0.00015385-0.00070326i,0.00056161-0.00038549i,0.00029086+0.00027674i
0.00033144-0.00091282i,-5.8973e-05-0.00033946i,-0.00058761+1.0013e-05i,-0.00073044-0.00022269i,0.00031232-8.0047e-05i,0.001079+0.00043851i,0.0014957+0.00020708i,0.00058854-0.00041479i,-0.0006023-0.00068688i,-0.00050196-0.00028798i,0.00054542-0.00023528i,0.0010572+0.00021609i,0.000274+0.00062552i,0.0002781+0.00010962i,0.00046673+0.00020872i,4.7355e-06+0.00059584i,-0.00075273+0.00017524i,-0.00085009-0.0006598i,-0.00060626-0.00064616i,-0.00031735-0.00033241i,-0.00022536-0.0001507i,-0.00016906+0.00024014i,-0.00011052+0.00027764i
0.0010405+0.0023667i,0.00099423+0.0019932i,0.0016476+0.00085002i,0.0013859-0.0010964i,0.0013826-0.0021131i,0.00058235-0.0010863i,7.9985e-06-0.00014936i,0.00016466+5.7141e-05i,-0.00043804-0.00027534i,-0.0008347-0.00089457i,-0.00046888-0.0012161i,-0.00052351-0.0015122i,-0.00090798-0.00082811i,0.00020374+0.00024786i,0.0011356+0.0011868i,-3.7098e-06+0.00053282i,-0.00023071-0.00088552i,0.00069977-0.00044622i,-8.8306e-05+0.00081238i,-0.00085252+0.00062713i,-3.8066e-05-5.4891e-05i,0.00047025-0.00034873i,0.00022431-0.00035603i
0.00054036-0.00084792i,0.00027574-0.00075178i,-0.0010249-0.0010149i,-0.0020626-0.00043778i,-0.0015285+0.00069501i,-0.00030428+0.001208i,-0.00081346+0.00089762i,-0.0010665+0.00042497i,-0.00011475-0.00021378i,7.623e-05-0.00029865i,0.00055535-0.00034425i,0.00062924-0.00045588i,-0.00028748+5.4101e-05i,-0.00078548+2.3966e-05i,-0.00065361-0.00080702i,-0.00050092-0.00074661i,-0.0011973-0.00078356i,-0.0014985-0.00079916i,-0.0015782-0.00019306i,-0.0012143+0.00044332i,-0.00036237+0.0005477i,-0.00034871+0.00032445i,-0.000567-0.00025119i
0.00095964-2.0552e-05i,0.001304+0.00075208i,0.0020307+3.9913e-05i,0.0023466-0.00046028i,0.0018798+0.0010417i,0.0017118+0.001304i,0.0020827+0.00021396i,0.0013205-0.00028283i,0.00030441-0.0007107i,-0.00034565-0.0010076i,0.00039-0.0011101i,0.00079722-0.00084255i,8.2502e-05-0.00014113i,-0.00013913+0.00049636i,3.6507e-05+0.00021793i,0.00041792-0.00061503i,-0.00015438-0.00098518i,-0.0015324-0.00106i,-0.0014341-0.0010996i,-0.00074108-0.00073217i,5.1761e-05-0.00057491i,0.00062297+0.00029317i,-2.9388e-05+0.0006429i
0.00072194+0.0025033i,1.2754e-05+0.0023845i,0.00081837+0.00098203i,0.0019847-0.00041122i,0.0012431-0.0013889i,0.00028083-0.0015366i,0.00031822-0.0013887i,0.00042516-0.00043876i,0.00069453+0.00069586i,0.0006928+0.00059771i,0.00084922+0.00067677i,0.0012304+0.0012662i,0.00058761+0.00034551i,0.00022977-0.00065369i,-7.8434e-05-0.00045081i,-0.00060085+2.3939e-05i,-0.0010384+0.00017628i,-0.00088136+0.00069968i,-0.00088053+0.00079376i,-0.00065557+0.00023471i,-0.00015473+0.00023627i,-0.00035059+0.00046697i,-1.6391e-05+0.00033141i
0.00089039-0.0015014i,0.00083132-0.0016181i,0.00054475-0.00059108i,-0.00048902+4.2306e-05i,-0.0011859+1.5485e-05i,-0.00028437+0.00064168i,0.00020731+0.00085199i,-0.00011966-0.00015913i,-0.00047451+8.1876e-05i,-0.00090166+0.0011064i,-0.00092844+0.0010221i,-0.00046058+0.00051373i,-0.00019972+0.00017585i,-7.5343e-06+0.00037034i,-9.4397e-05+0.00059236i,-0.00019261+0.00050027i,0.00028228-0.00011616i,0.0004844-0.00018111i,-0.00030257-0.00010555i,-0.00073294-0.00082158i,-0.00014587-0.00044862i,6.4838e-05+0.00015453i,0.0001996+0.00015454i
0.00026333+0.00024272i,0.00072499+0.00033685i,0.00075759+0.0013143i,3.1235e-05+0.0016096i,-0.00013942+0.00078541i,0.00037825+0.0011627i,0.00052345+0.00087698i,0.00034482+0.00030014i,0.00047746+0.00031173i,0.00059112-0.000409i,1.2753e-05-0.00019903i,-0.0009467+0.00048255i,-0.00078411+0.00040195i,-0.00016057+0.00064409i,0.00049743+0.00044122i,0.00023525-3.1225e-05i,-0.00029613-0.0003607i,-0.00013829-5.8528e-05i,-0.00028904+0.00038816i,1.5315e-05+0.00051199i,0.00013136+0.00070284i,2.729e-05+0.00044033i,-4.3362e-05+0.00012414i
3.3862e-05-0.00088163i,0.00042832-0.0010149i,0.0012355-0.0011218i,0.0012121-0.00065042i,0.00082276+0.00017869i,0.00096291+0.00031442i,0.00097187-0.00042638i,0.00059838-0.00043398i,0.00046499-0.00030874i,0.00040481-0.00068879i,2.4166e-05-0.00049382i,-0.00047847-0.00034914i,-0.00064383-0.00058917i,-0.00027376+5.0917e-05i,-0.00014075+0.00079238i,-8.3023e-05+0.00090951i,-4.9751e-05+0.00087193i,-4.9449e-06+0.00048286i,0.00025182+0.00027443i,-0.00038144+0.00076494i,-0.00011419+0.00062315i,0.00043959+0.00035027i,-4.2713e-05+0.00041322i
-0.0013407+0.00023836i,-0.0014055+0.00088954i,1.7881e-05+0.00081185i,0.0019188+0.00020563i,0.0025014+0.00052479i,0.0026182+0.0012416i,0.0017274+0.00013799i,0.00033127-0.00056507i,0.00025463+0.00021762i,0.00041357+0.00090838i,0.00010034+0.0011187i,-0.00024294+0.00038072i,5.093e-05+0.00017963i,0.00045523+0.0004095i,0.00019196+0.0002081i,-0.0002417-0.00047516i,0.00032073-0.00082081i,3.9778e-05-0.00066788i,-0.00038284-0.00040453i,0.00026359-5.6337e-05i,0.00078023-0.00029283i,0.00081998-0.00080945i,-0.0002389-0.00087326i
-0.00067815-9.5156e-05i,-0.0010889-0.00047908i,-0.0011184+0.00020862i,-0.00059951+0.00041695i,0.00027006+0.00027479i,0.001524-0.00026908i,0.0018412-0.00020846i,0.0013872+0.00030746i,0.00049692+7.579e-05i,0.0002793+0.00016084i,0.00019+0.000604i,-0.00012572+0.00026933i,-0.00017285+0.00036134i,-0.00011189+0.00040674i,-0.00029504+0.00030571i,-0.00049357+0.00052848i,-0.00014087+0.00075079i,-0.0002974+0.0002492i,-0.00065461-0.000385i,-6.0457e-05-0.00088168i,0.00071854-0.00081168i,0.00075528+0.00037807i,-4.931e-05+0.00087036i
9.0141e-05-0.00050437i,0.0012517-0.0006845i,0.0016431+0.00019382i,0.00078594+0.00099496i,-7.0785e-05+0.0021324i,-0.00024494+0.0010588i,0.00025435-0.00036274i,-6.558e-05-0.00072004i,-0.00032047-0.00061002i,-0.0001061-0.00054551i,-0.00041162-0.00093618i,-0.00050839-0.00091954i,-0.00027281+7.2629e-05i,6.734e-05+0.0005696i,0.00025614+0.00029541i,0.00019244-1.2381e-06i,0.00056023-6.2916e-05i,0.00063745+3.949e-05i,-1.4223e-05-6.3052e-05i,-3.3904e-05+0.00033326i,0.00041386+7.6959e-05i,0.00054903-0.00036361i,0.00030601-0.00064419i
0.00031077+0.0011782i,0.00074776+0.0013081i,0.001088-0.00012311i,0.0016312-0.0010852i,0.001508-0.00016217i,0.0012359+0.00045926i,0.0010386+0.00037667i,0.0013094-8.5633e-05i,0.0008587+0.00029686i,0.00032566+0.00011152i,0.00053321-0.00028128i,0.00079052+0.00049071i,-9.2104e-05+0.00077125i,-0.0015803+0.00020528i,-0.0012914-0.00022792i,-0.00023858-0.00044587i,0.0003433-0.00034515i,8.7125e-05-0.00033339i,-0.00068536+0.00037191i,-0.00096165+0.00051493i,-0.00053045-0.00059106i,-0.00064933-0.00042798i,-0.00047455-3.6925e-05i
0.0012777-4.1463e-05i,0.0027564-4.2687e-05i,0.0027852-0.0018572i,0.0018066-0.0024627i,0.00094027-0.001384i,0.00085338-0.00039045i,0.0013112-8.4815e-05i,0.00091522+2.3085e-05i,-0.00017714-0.00011241i,-0.00051889-0.00040203i,-0.0002101-0.00038872i,-0.00024074-8.6865e-05i,-0.00082003-0.00025175i,-0.0010083-0.00014374i,-0.00043167+0.00071746i,-0.00013415+0.00077598i,-0.00020989+0.00054883i,-0.00019786-4.1347e-06i,-0.00032373+0.00010346i,-0.00023399+0.00061911i,-0.00010234+0.0005398i,0.00042365+0.00020228i,0.00058849-3.1014e-05i
0.0010601-0.00027695i,0.0015325-0.00030036i,0.00095615-0.00063525i,0.00046893-0.00064873i,0.00016007-0.00013274i,-0.00011992-0.00022056i,-0.0002076-4.277e-05i,0.00037761-2.5979e-05i,0.00074175-8.3405e-05i,0.00023025-0.00052702i,-0.00024125-0.0006713i,-0.00074259-0.0003157i,-0.00071562-0.00033682i,0.00022664-0.00022122i,0.00097908+3.0937e-05i,0.00071877+0.00045454i,-0.00022311+0.0003585i,-0.001027-0.00012321i,-0.00072208-0.00037792i,-0.00056948-0.00048271i,-0.00091268-0.00051083i,-0.00069847-0.00079562i,-0.00034491+0.00040588i
-0.0016121+0.00011071i,-0.0018803+0.00019963i,-0.00142+0.00073366i,0.00033034+0.00083837i,0.0014198+0.0012506i,0.0013718+0.0014567i,0.001247+0.00096274i,0.00029462-0.00015124i,-0.00045472-0.00088659i,-0.00013544-0.00070537i,0.00039834-0.00017864i,0.00023653-0.00036841i,0.0003303-0.000635i,0.00080793-0.00042944i,0.00083958+0.00039157i,9.7687e-05+0.00044254i,-0.000166-1.56e-06i,0.00025783+0.00064002i,-0.00019773+0.00071358i,-0.00094926-0.00025942i,-0.00094425-0.00039896i,-0.00062728-0.00067075i,-0.00073625-0.0010065i
0.00046949+0.00068583i,0.00065757+0.00043489i,0.0012701-0.00050515i,0.0015049-0.00087937i,0.0017637-0.00018899i,0.0013821+0.00039993i,0.00046291-0.00029173i,0.00014957-0.00050831i,5.0229e-05-0.00043345i,1.1129e-05-0.00033885i,0.00025774+0.0001992i,-0.00021732+0.0001309i,-0.0005976-0.00017506i,-0.00031728+6.99e-05i,2.1688e-05-2.9457e-05i,0.00058497-0.00021261i,0.00066461-0.00038317i,0.00038857-0.00024533i,0.00021357-6.5461e-05i,-5.4846e-05-0.00023655i,-0.00015695-0.00085379i,-0.00062705-0.0010592i,-0.00032382-0.00042177i
0.00051113+0.0013936i,0.001227+0.00098351i,0.0013873+0.00050097i,0.0013645+0.00081767i,0.000699+0.0016066i,0.00043017+0.0012033i,0.00040296-0.00038482i,0.00063887-0.00068748i,0.00066346-0.00019844i,0.00082022-0.00024523i,0.0011091-4.279e-05i,0.00043849-6.2472e-05i,0.00029403+0.00033978i,0.00013109+0.0007787i,-0.0003709+0.00035963i,-0.0011205-3.8254e-06i,-0.00088514+0.000258i,-0.00024228+0.00028856i,-0.00056891-0.0004111i,-0.00030941-0.00020209i,-0.0003522+0.00028341i,-0.00039019+1.8299e-05i,-0.00010309-0.00031475i
-0.00082937-0.0010812i,-0.0010191-0.00035153i,-0.0019043-0.00060105i,-0.0019145-0.00047892i,-0.0010564-0.00035648i,-0.00013491+0.00046873i,0.00050907+0.00034948i,0.00072753-0.0006668i,0.00055098-0.00091827i,0.00036669-0.00016799i,0.00036067+0.00012319i,0.00022655+0.00032286i,-0.00064843+0.00092627i,-0.00073643+0.00084817i,-0.00030021+8.0503e-05i,-0.00030265-4.6323e-06i,-3.0014e-05+0.0003133i,-0.00025708+4.7035e-05i,0.00024164-0.00033782i,0.00064234-0.00097737i,0.00065848-0.00063264i,0.00037143-4.4553e-05i,8.7589e-05-0.00032153i
-0.0011963+0.00094532i,-0.00095175+0.00037669i,-5.7139e-05+0.00066626i,0.00085799+0.0014994i,0.0013423+0.0014695i,0.0012532+0.0010319i,0.0008085+0.00037483i,0.00039076-0.00045416i,-0.00049083-0.00084099i,-0.00081521-0.00011803i,-0.00018065+0.00079047i,0.00014739+0.00032835i,-0.00082885+8.6475e-05i,-0.0012775-2.5026e-05i,-0.00067532-0.00059831i,-0.00055867-0.00022191i,-0.00087398+0.00016569i,-0.00060397+0.00011074i,-0.00052588+0.00022244i,-0.00042857+4.9362e-05i,0.00033378-0.00042198i,0.00090999-0.0003531i,0.00069743+0.00018766i
0.00055544+0.0010039i,0.0013435+0.0018516i,0.0024115+0.0017102i,0.0020984+0.00072874i,0.0010026+0.00011977i,0.00053685-0.00064044i,0.00064358-0.00034597i,0.00035307-0.00020357i,0.0001069-0.00066667i,0.00029123-0.00098238i,0.00024813-0.000699i,-1.8004e-05-0.00011478i,-0.00010254-0.00029043i,-0.00034212-0.00064163i,-0.00073928-0.00037619i,-0.0002246-0.00049484i,0.00035001-0.00033443i,0.00022641+0.00046348i,-0.000413-6.009e-06i,-0.00083209-0.00088935i,-0.00039131-0.00034024i,-0.00031253+0.00015954i,0.00030473-0.00033896i
0.00014619+0.0015828i,0.00048714+0.0014223i,0.00068068+0.0017976i,0.0013351+0.0015415i,0.0017192+0.00056608i,0.00069042+6.0831e-05i,0.00047832+0.00039637i,0.00029759+0.00019331i,-0.00043395-0.00047204i,-0.00017916-0.00028233i,0.00043209-0.00031438i,0.00026116-0.00033427i,0.00018345+0.0004417i,-7.6627e-05+0.00084706i,8.5876e-06-9.5416e-05i,0.00021944-0.00032569i,-0.00043734-7.8123e-05i,-0.0011633-0.00013709i,-0.0012601+9.6677e-05i,-0.00075696+1.3117e-05i,-0.00068419+0.00034806i,-0.00073659-0.00010635i,-0.00012388-0.00012493i
0.0017388-0.00050512i,0.0024891+0.000569i,0.0023684+0.0011453i,0.0019992+0.0006523i,0.0020019-0.00062272i,0.0010364-0.00060008i,0.00054787+0.00046973i,0.00063607-0.00014914i,-0.00028914-0.0010949i,-0.00047159-0.0013429i,-1.8197e-05-0.00097573i,0.00010994-0.00032873i,-0.00016921-0.0001726i,-0.00055922-0.00019124i,-0.00019174+0.00058242i,0.00024742+0.0010414i,-9.3703e-05+0.00055599i,-0.00049217-0.00032913i,-0.00043061-0.00083339i,-0.00025493-0.00085489i,-0.00078235-0.0003618i,-0.00043133+0.00011076i,0.00062156+0.00033288i
0.00022715-0.0017673i,0.00093924-0.00077651i,1.3117e-05-0.0012658i,-0.0012897-0.00066104i,-0.0015518+0.0011932i,-0.0011468+0.0011845i,-0.00021616+5.4995e-05i,0.0010134+0.00013447i,0.00088756+0.00014108i,-0.00046536+0.00014638i,-0.00070085+0.00027276i,-2.8613e-05-0.0001933i,-5.8574e-05-0.00096012i,-0.00061581-0.0010221i,-0.00056003-0.00017636i,-0.00064126+0.00078348i,-0.00086997+0.00047094i,-0.0012899-0.00018806i,-0.00057093+0.00082325i,0.00034229+0.00098871i,0.00010214+0.00011034i,0.00024205-0.00029224i,0.00099062+0.00024388i
0.0002356-0.00025555i,0.00012058-0.0005768i,0.00039411-0.0014231i,6.1412e-05-0.001443i,0.00029954-3.3008e-05i,0.0012373+0.00095181i,0.0010953+0.00048519i,0.00011466-0.00022653i,-0.00015769-0.0005963i,-0.00059813-0.00047829i,-0.00057593-0.00018566i,-0.00014922+0.00041399i,0.0003528+0.00020214i,0.00090241+9.7396e-05i,0.0008201+0.00036596i,0.0006114+6.5252e-05i,0.0001548-0.00033361i,9.3052e-05-0.00025006i,-0.00064372+4.125e-05i,-0.0015161+4.6916e-05i,-0.00081604-0.00081525i,7.0389e-05-0.0010397i,0.00045314-0.00078362i
-0.0023265+0.0014825i,-0.0023108+0.0011791i,-0.0016475+0.001137i,-0.0004546+0.0015263i,0.00083979+0.0013184i,0.00033092-0.00024613i,0.0002585-0.0012024i,0.0010034-0.00098142i,0.00077267-0.00067574i,1.1572e-05-0.00018633i,0.00018587+0.00036551i,0.00062963+4.0188e-05i,6.0847e-05+1.1541e-05i,-0.00014109+0.00036569i,-0.00022007+0.00083832i,-0.00028147+0.00084187i,-0.00015738+0.0005636i,0.0003959-8.3963e-05i,0.00044736-0.00041045i,-0.00016594-0.00076514i,-0.00052749-0.00078307i,-0.00031074-0.00010052i,-0.00063541+9.7586e-06i
