-0.0031166+0.0002554i,-0.0032695-9.7925e-05i,-0.0020543+0.0014098i,-0.00017164+0.00060025i,0.0012656-0.00080508i,0.0015131-0.00072293i,0.00028785+0.00012105i,8.3375e-05+0.00066103i,0.0012672+0.00077225i,0.0013067+0.0011881i,0.00074557+0.0011881i,0.00053255+0.00041731i,0.00088369-0.00028962i,0.0012671-0.00049474i,0.00081162-0.00069772i,0.00016182-7.8748e-05i,-0.00031214+0.00089807i,-0.00071525+0.00065394i,-0.00060167-2.6023e-05i,-0.00063005-0.00041218i,-0.00065067+6.4757e-06i,-0.00033107-9.4319e-05i,-0.00015865-0.00012474i
0.0011914+0.00143i,0.00076057+0.0011306i,0.00055564-0.00050386i,0.001442-0.0013221i,0.00075003-0.0010704i,-0.00081286-0.00013559i,-0.0010005+0.0008892i,-0.00054743+0.00067465i,-0.00037745-0.00014093i,-0.00032556-0.001014i,-0.00056975-0.00062751i,-0.00064398+2.2414e-05i,-0.00064907+0.00024891i,-0.00085437+0.00078493i,-0.0013019+0.00051745i,-0.00097889+9.6726e-05i,-0.0004373-8.9929e-05i,3.4702e-05-0.0001486i,0.00019141+0.00021102i,0.00032269+0.00022341i,0.00046085+0.00026053i,-0.00020582-0.00016768i,-0.00069779-6.4986e-05i
-3.0707e-05-0.0015108i,-0.00055362-0.0016919i,-0.00055365-0.0023261i,-0.00020889-0.0041513i,-0.0013013-0.0054642i,-0.0014086-0.0043966i,-0.00053862-0.0024405i,-0.00012225-0.0011976i,0.00014262-0.0012852i,0.0003497-0.0015416i,0.00034119-0.0014323i,-0.00036445-0.001459i,-0.0012294-0.0016436i,-0.0018813-0.0015259i,-0.0015593-0.00095321i,-0.00089653-0.00047345i,-0.00033273+9.7743e-05i,-0.00045074+0.00022789i,-0.00068383+5.3816e-05i,-0.00017836+0.00024613i,-5.5031e-05+0.00040008i,0.00080481-0.00023758i,0.00087022-0.00049212i
0.00031409-0.0050942i,-0.00062416-0.0051197i,-0.0022989-0.0047023i,-0.0028657-0.0034385i,-0.0018929-0.003383i,-0.00038121-0.0020427i,0.0012309-0.00033274i,0.0016931-0.00037827i,-5.9746e-05+8.1917e-05i,-0.0015959+0.0010171i,-0.00094019+0.0013217i,0.0011582+0.00043285i,0.0018411-0.00074461i,0.001333-0.00055176i,0.000586-2.3739e-05i,0.00011401-0.00054929i,-0.00023182-0.0010285i,-0.0003679-0.00065856i,1.7162e-05-9.7171e-06i,-0.00018155+0.00045149i,0.00015569+0.00071262i,0.0012042+0.00048953i,0.0019956+0.00015277i
-0.0018533-0.001447i,-0.0018262-0.00087194i,-0.0024008+0.00064716i,-0.00072633+0.001532i,0.0021635+0.00064808i,0.0034921+0.00058198i,0.0026613+0.0016971i,0.00095248+0.0021819i,-0.00021087+0.0013263i,3.5209e-05+7.3448e-05i,0.00024094+0.00029603i,0.00054376+0.0012923i,0.00065129+0.0011722i,0.00043558+0.00031322i,0.00050024-3.5378e-05i,0.00041166-0.00014108i,0.00058297-0.00013925i,0.0004288+0.0002705i,0.00036042+0.00016647i,9.9072e-05-0.0004893i,9.6439e-05-0.00067802i,-0.00015272-0.00052286i,-0.00063477-0.00023139i
0.00011154+0.0010983i,0.00082388-0.00029547i,0.00027672-0.0017554i,-0.00036209-0.0024122i,-0.0011841-0.002534i,-0.0019356-0.0020546i,-0.0018242-0.0011195i,-0.00079324-0.00055481i,0.00062834-0.0012151i,0.0016112-0.0021373i,0.001766-0.0014444i,0.00053199-0.0010657i,-0.00088936-0.00082313i,-0.0013427-0.00011542i,-0.0012358+0.00017019i,-0.0013105+0.00039294i,-0.00069203+0.0001853i,0.00060403-7.3235e-05i,0.00080381-0.00044897i,0.00052384-0.0008213i,0.00017866-0.00058445i,0.00066877-0.00050577i,0.001148-0.00025315i
0.00017139+0.00039636i,0.0013316-0.0012275i,0.0026741-0.0025531i,0.0021349-0.00392i,0.00053409-0.0044912i,-0.0003632-0.0031391i,-0.00044313-0.0018879i,7.8958e-06-0.00095973i,0.00036543-0.00031027i,0.001118+0.00021297i,0.001721-0.00045477i,0.0012145-0.0020333i,0.00046356-0.0024543i,0.00036347-0.0019024i,0.00012973-0.0011774i,-0.00037925-0.00078945i,-0.00037105+0.00030801i,-0.00068083+0.0016194i,-0.0012137+0.0012343i,-0.00055308+0.0004068i,0.00064926-5.0858e-05i,0.00063761-0.00041647i,0.00057085-0.00070362i
0.00073224+0.00066344i,0.00085276+0.0001326i,0.001141-0.0010801i,0.0014775-0.0026193i,0.0012118-0.0033984i,0.0010457-0.0026419i,0.0015441-0.0010814i,0.001865-0.00070677i,0.00039672-0.00031921i,-0.0014425-3.2311e-05i,-0.0010006-0.00048975i,0.0009664+0.00046391i,0.0014209+0.0011102i,0.0011534-0.00016089i,0.0012392-0.00066805i,0.00030063-0.00064976i,-0.00057932-0.0013516i,-0.00079421-0.00090252i,-0.0006718-0.0003205i,-0.00053167-0.00040187i,-0.00063617+3.4742e-05i,-0.00030517+0.00042204i,-0.00039052+0.00016743i
0.00062512-0.0023233i,0.0010562-0.0020659i,0.00017752-0.0010679i,-0.00022095-0.00013416i,-0.00060041+0.00068169i,-0.00090368+0.0012344i,-0.00027742+0.0016533i,0.00032131+0.0011971i,0.00049222+1.4338e-05i,5.6941e-05-0.0010663i,-0.00069147-0.00071736i,-0.0015344+0.000691i,-0.0016943+0.0008369i,-0.00043181-5.5215e-05i,0.00027762-6.3989e-05i,4.7297e-05-0.00010236i,0.0001909-0.0004212i,0.00014204-0.00010699i,1.3122e-05+3.6399e-05i,0.00013342+0.0001764i,0.0001794+0.00039569i,0.00061816-0.0005309i,0.00032328-0.00057754i
0.0011274-0.00090316i,0.00078605-0.0018965i,0.00035371-0.0035763i,-0.0011147-0.0037484i,-0.0023882-0.0025109i,-0.0027783-0.0010102i,-0.0019088-0.00067784i,-0.00013509-0.00063667i,0.00077921-0.00034174i,0.00095995-0.00021237i,0.00052005-0.00059346i,0.00044812-0.0012657i,0.00059756-0.0012308i,-1.1695e-05-0.0015998i,0.00028232-0.0020786i,0.00091746-0.0006882i,0.00077168+0.00044279i,0.00070419+0.00048323i,0.00070078+0.00063993i,0.00075017+0.0001326i,4.2068e-05-0.00068812i,-0.00065433-0.00015896i,-0.00058767+0.00031995i
-0.00098631-0.00028278i,-0.0007728-0.0015659i,0.00014931-0.0024631i,0.00098529-0.0032097i,0.0010982-0.0050466i,0.0004726-0.0046254i,0.00031039-0.0024234i,0.00015425-0.0013759i,-0.00073044-0.00061262i,-0.0010738+0.00082796i,-0.00017267+0.0011433i,0.001457+0.00055381i,0.001629+0.00012599i,0.0011815-0.00047891i,0.0007969-0.00023332i,-0.00057877+0.00025435i,-0.0012503+0.00047231i,-0.00029332+0.001229i,0.00066532+0.0012849i,0.00049434+0.00086746i,0.00017703+0.00065613i,-0.00027527+0.00021178i,-0.00078903-0.00012842i
-0.0034638-0.0016859i,-0.0035641-0.00093559i,-0.0023121+0.00073648i,0.00081642+0.00068455i,0.0028244-0.00098062i,0.0029623-0.0021383i,0.0022958-0.00088127i,0.0011573+5.3776e-05i,0.00028901-0.00070938i,-0.00030486-0.0011782i,-0.00085249-0.00039022i,-0.00056622+0.00049172i,5.7488e-05+0.00066208i,-0.00048231-6.995e-05i,-0.00061142-0.00086102i,4.8981e-05-0.00037108i,-0.00014154+5.0532e-05i,-0.00030049-0.00028599i,-0.00011392-6.7146e-05i,-3.013e-05+0.00028358i,-0.00014507-0.00043889i,-0.0004561-0.00098676i,-0.00017693-0.00019049i
-0.00066417-0.001487i,-0.00051917-0.00072841i,-0.0010455+0.0013569i,-0.0008352+0.0013829i,0.00017663+0.00022801i,0.00055262-0.0001227i,0.0012008+0.00041773i,0.0012459+0.00019272i,0.0010602+3.0003e-05i,0.00082498-0.00015989i,-0.00073809-0.0015642i,-0.0013004-0.0021569i,-0.00089367-0.0014378i,-0.0005831-0.0010791i,-0.00056406+0.00012332i,-0.00062806+0.0013862i,0.00042787+0.0012045i,0.0002646+0.00042426i,-0.00028875+4.9538e-05i,0.00031346+0.00042695i,0.00026909+0.00037303i,0.00039646+0.00021374i,0.000424+3.3556e-05i
0.0034317-0.0018098i,0.0032129-0.0024657i,0.0021589-0.0045444i,3.165e-05-0.0054772i,-0.002077-0.0041434i,-0.0021687-0.0020533i,-0.0007416-0.0008216i,0.00054735-2.8952e-05i,0.0010956+0.00072515i,0.0010569+0.0011343i,0.001169+0.00016114i,0.0019701-0.00068447i,0.0017392-0.0015348i,0.0011651-0.001781i,0.00065663-0.00077203i,-0.00025273-0.0003609i,-0.00083475+0.00022464i,-0.00081426+0.00052728i,-0.00020634+0.00016249i,0.00014561-7.8746e-07i,0.00024049+3.5303e-06i,0.00039064-0.00011507i,0.00029915-9.9324e-05i
-3.8851e-05-0.0011303i,-7.3556e-05-0.0014619i,7.0468e-05-0.0031665i,0.0004409-0.0040271i,0.00023934-0.0048425i,-0.00034442-0.0038243i,-0.0001496-0.0014235i,-0.00020941-0.00066624i,-0.001001-0.0010485i,-0.0016126-0.00089486i,-0.0009647-0.0001059i,-6.7361e-05+0.00086761i,6.5074e-05+0.0013234i,5.1606e-06+0.00070934i,-0.00045251+0.00035954i,-0.00063016-0.00045006i,-0.00013816-0.00057798i,0.00068188-0.00037633i,0.00080608-0.00036552i,-3.1648e-05+0.00028907i,-0.00050124+0.00067781i,0.00019126+0.00027288i,0.00043539+9.1854e-05i
0.0014293-0.0012995i,0.0021004-0.0004922i,0.0027092-0.0012847i,0.0023182-0.0022115i,0.0022507-0.0024538i,0.00221-0.0012579i,0.001704+0.00026043i,0.0008495+2.9067e-05i,8.9917e-05-0.0014266i,-0.00024205-0.0022796i,-0.00084735-0.0019825i,-0.0016335-0.00054421i,-0.0017206+0.00032921i,-0.00064166-5.7748e-05i,0.00027651-0.00077885i,0.0005883-0.0010806i,8.1594e-05-0.00077447i,-0.00051958-0.00096083i,-0.00059338-0.00076305i,-0.00031982-0.00061173i,0.00023695+9.5185e-05i,0.00022931-8.0379e-05i,0.00035538-0.0010404i
-0.0016212-0.001227i,-0.00067854-0.0012694i,-0.00054761-0.00014831i,-0.0011352+0.0012787i,-0.00064243+0.0016733i,0.00028585+0.00073488i,2.3903e-05-0.00018067i,-0.00035271+0.00018318i,0.00043673+0.0001444i,0.0016578-0.00044549i,0.0021486-0.00095519i,0.0016326-0.0011659i,0.0013276-0.00083602i,0.0011585-0.00064429i,0.00012473-0.00048861i,-0.00042545-3.2309e-06i,-0.00012223+0.00047763i,0.00050591+0.00094769i,0.00088873+0.0011143i,0.00018933+0.00070825i,-0.00059613-0.00032425i,-0.00077979-0.00074866i,-0.00056541-0.00056054i
-0.00033536-0.00095586i,-0.00056845-0.00091127i,-0.00071658-0.0016234i,-0.0013366-0.0029183i,-0.0029503-0.0028449i,-0.0023768-0.0014525i,-0.0014166-6.8039e-06i,-0.0012348+0.00051281i,-0.0009651+0.00037087i,-0.0010311+0.0010554i,-0.00071923+0.0013252i,0.00030855+0.00073976i,0.0011175+0.00036106i,0.0013306+0.00035378i,0.00082315+0.00095997i,-0.0003442+0.0012002i,-0.00045752+0.0010432i,-0.00035409+0.0011145i,-0.00034852+0.00078081i,-0.00041701+0.00027012i,-0.0006491+0.00037777i,-0.00042697+0.00022311i,-0.0004854+0.00051122i
0.00017396-0.0020081i,0.00031993-0.002994i,0.0012046-0.0027366i,0.0019166-0.003485i,0.0025982-0.0047834i,0.002403-0.0044118i,0.0012491-0.0019968i,0.00011863-0.00011274i,-0.00040583-0.00041304i,-0.00019599-0.00099871i,-0.00062827+0.00019813i,-0.00079592+0.0011552i,-3.3366e-05+0.0010842i,-8.9029e-05+0.00061731i,0.00022011-0.00014577i,0.00052206-0.00055945i,-0.00063163-0.0004188i,-0.0013452-0.00040742i,-0.00035954-1.8918e-05i,0.00018034+0.00036815i,-9.0754e-05+0.00032688i,-0.00025278+0.00022655i,-0.00020152-0.00041453i
0.00080722-0.00092271i,0.001645-0.00039817i,0.0020054-0.00069586i,0.0024661-0.0011311i,0.0033743-0.0017793i,0.0038098-0.0017672i,0.0032165+0.00022185i,0.0019271+0.00086866i,0.0011376-0.00045219i,0.00030403-0.00097033i,-0.00010537-0.0011102i,1.6841e-06-0.00093346i,0.00032603-0.00044845i,0.0010254-0.00099373i,0.00069171-0.0019168i,-0.00084613-0.0013625i,-0.00040787-0.00063145i,3.3519e-05-0.00042283i,-0.00035208-2.8384e-05i,0.00027311+0.00013558i,0.0014213+0.00017102i,0.00089234+5.918e-05i,-0.00020506+0.00010843i
0.00067413+0.0012581i,0.0012289-0.00039012i,0.001688-0.0016951i,0.00053419-0.0021418i,-0.00071543-0.0021529i,-0.001495-0.0012069i,-0.0009964+0.00030954i,-0.00061669+0.00076263i,0.00025554+0.00057936i,0.0020057+0.00033723i,0.0020772-0.0010507i,0.0017539-0.0015389i,0.00076401-0.00078874i,-0.00013891-0.00014101i,0.00021491-0.00050049i,0.00044663-0.00052475i,2.3337e-05+0.00066408i,-0.00031892+0.0010407i,-0.00016328+0.00099903i,8.0205e-05+0.0010796i,0.000373+0.00082741i,3.7298e-05+9.9997e-05i,0.00014424-0.00010695i
0.0012309-0.0020316i,0.0016287-0.0018719i,0.0013972-0.0016234i,-0.00013116-0.003216i,-0.0010201-0.0040665i,-0.0012635-0.0034858i,-0.00092265-0.0015998i,-0.00045318-0.00038518i,-0.00071297-7.6643e-05i,-0.00053999+0.00077319i,-0.00066239+0.0016207i,-0.0010885+0.0010056i,-0.00069331+0.00027181i,9.8418e-05+0.00032343i,-2.1873e-05+0.00025106i,-0.00036158+0.00023642i,-0.00043272+0.00020871i,0.00018109+0.00012227i,0.00060635-0.00038003i,0.00032173-0.00090874i,3.3803e-05-0.00082956i,0.00025354-0.00017136i,-6.7772e-05+3.15e-05i
0.0036779-0.0035973i,0.0030614-0.0041182i,0.0012875-0.0047234i,0.00061351-0.005033i,0.00070986-0.0046512i,0.001174-0.0031055i,0.0017303-0.0015576i,0.001416-0.0011618i,0.00050027-0.001529i,-0.00067005-0.0014899i,-0.0015332-0.00068044i,-0.0021004-0.00021338i,-0.00096218-0.00058788i,-6.8188e-05-0.00080817i,-5.3842e-05-0.00038131i,0.0004724-0.00026399i,0.00021698-0.00030121i,-0.00034491-0.0002986i,3.8487e-06-0.00059703i,-0.00014704-0.00052037i,-0.00067301-0.00033729i,-0.00044535-0.00035785i,0.00076068-0.00013212i
0.00015285-0.0026402i,0.00043933-0.0024259i,-0.00033507-0.002032i,0.00015893-0.0007704i,0.0012552+0.00071433i,0.0025394+0.00073626i,0.0022705+0.00011429i,0.0016323-0.00033868i,0.0011528-0.00056179i,0.00066111-0.00068474i,0.00080701-0.00062702i,0.00067453-0.00098722i,0.00014534-0.00088495i,-0.00043612-0.0005756i,-4.0496e-05+9.309e-05i,0.00026357+0.00048775i,-0.0001511+0.00031142i,0.000196+0.00021782i,0.0010225-9.1556e-05i,0.00059697-0.00011652i,-0.0002741-6.9309e-05i,-0.00015105-5.7205e-05i,0.00016783+0.00029454i
0.0015242+0.00052929i,0.0026927+1.3743e-05i,0.0030761-0.0010418i,0.0017001-0.0022644i,-0.00027942-0.0019701i,-0.0015988-0.00033714i,-0.0019492+0.0006737i,-0.0012126+1.4547e-05i,-0.00055547-0.00044175i,-0.00029547-0.00069657i,-9.9515e-05-0.00089149i,0.00022831-0.00049696i,3.0212e-05+0.00033652i,-0.00018358+0.00086013i,-4.944e-05+0.00062668i,-0.0001065-6.2051e-05i,0.0001027-0.00061814i,0.00053819+0.00011017i,0.0005933+0.0010927i,0.00028051+0.00086313i,-1.1329e-05+0.00091777i,-0.00011837+0.00058869i,0.00035459-0.00012673i
-0.00057497-0.0012858i,0.00054181-0.0026289i,0.0017818-0.0030484i,0.0016097-0.0036737i,0.00075659-0.0050268i,-1.7102e-06-0.0049386i,-5.5093e-05-0.003266i,-0.0001511-0.0019968i,-0.00024125-0.0010959i,-0.00027483-0.0003527i,-0.0004372+1.2303e-05i,-0.00023103-0.00066795i,4.3956e-06-0.00054716i,0.00028241-9.3498e-05i,2.2893e-05+8.81e-05i,-0.0006414-0.00051553i,-0.00022978-0.00076137i,0.0004852+6.6736e-05i,-8.9546e-05+0.00063524i,-0.00048334+0.00097746i,-0.00037235+0.0006774i,-0.00053108+0.00053385i,-6.178e-05+0.00050801i
-0.0017847+0.00014638i,-0.0025817+0.00017803i,-0.001325+0.00047357i,0.0011072-0.00064007i,0.0027228-0.0025496i,0.003096-0.0029392i,0.0030158-0.0016665i,0.0021235-0.00060139i,0.0010235-0.0014277i,0.00075147-0.0016163i,0.00011249-0.00049255i,-0.00019657+0.00013094i,0.00026149+0.0004684i,0.00035029+0.00011433i,0.00016415-0.0005103i,-0.00034145-0.00088996i,-0.00048599-0.00048179i,1.5511e-07+0.00070031i,0.00048607+0.00084472i,0.00013588+0.00036194i,-0.00021165+0.00030195i,0.00040895+0.00030593i,0.00067899+0.00039162i
-2.2505e-05-0.00060137i,0.0012136-0.00033291i,0.0015145-0.00048179i,0.0022982-0.00053827i,0.0026253-8.2329e-05i,0.0017162+0.0012837i,0.0013583+0.0017185i,0.001606+0.0007861i,0.00097133+0.00057216i,0.00046729+0.00076832i,0.00065451+0.00040603i,0.00061254+0.00055393i,0.00032402+0.00053199i,0.00031695-0.00073298i,-2.847e-05-0.00072477i,-0.00080121+0.00017507i,-0.0013936+4.9143e-05i,-0.0010936+0.00026663i,-0.00065999+0.00048378i,-0.00021811+0.00057721i,0.00040014+0.00074778i,0.00056315+0.00024615i,-0.00034172-0.00031724i
0.0013646+0.00014479i,0.0016579+0.00051497i,0.00069907-0.00060486i,-0.00051801-0.0028907i,-0.0013584-0.0036138i,-0.0022573-0.0023761i,-0.0027199-0.0013155i,-0.0022772-0.00078901i,-0.0017393-0.00010295i,-0.0013498+0.00013123i,-0.0011146+0.00015339i,-0.00069785-0.00041164i,-0.00062758-0.00099726i,-0.00056668-0.0016665i,-0.00014473-0.0019572i,1.8658e-05-0.0015264i,-0.00019423-0.0012808i,-0.00047407-0.00038566i,-4.3213e-05+2.8411e-05i,5.2492e-06+0.00025901i,-0.00060405+0.00067185i,-0.00073712+0.00043416i,-0.00099973+0.00025573i
0.00051907-0.00075744i,-0.00012018-0.0010689i,5.7489e-05-0.001731i,0.0011145-0.0029709i,0.0011148-0.0040688i,0.00086064-0.0035074i,7.612e-05-0.0030096i,-0.00084037-0.0028633i,-0.00043457-0.0020643i,4.4219e-05-0.00064657i,-0.00022428-0.00010458i,-0.00018652-0.00063555i,0.00038525-0.00035425i,0.00087993+0.00040323i,0.00090226+0.00044291i,0.00088816-0.0004618i,0.00089375-0.00089295i,4.4927e-05-0.00036327i,-0.00071493-0.00023464i,-0.0003692-0.00050161i,0.00062747+0.00012972i,0.0012776+0.00063789i,0.0010215-1.4411e-05i
-0.00068254+0.00073891i,0.00028723-0.0011326i,0.0011264-0.001499i,0.0021275-0.0016536i,0.0021445-0.0019263i,0.001475-0.0021404i,0.0017356-0.0013618i,0.0015393+0.00034392i,0.00074818+0.0007227i,0.00038272-0.00035825i,0.00048837-0.00090778i,0.00011319-0.00063945i,0.00018832-0.00059283i,0.00054628-0.00060561i,4.0406e-05-0.00033436i,-0.00027467+0.00018255i,-0.00050132+0.00079334i,-0.00072803+0.00051568i,-0.00075072+0.00019729i,-0.00070341+1.8471e-05i,-0.00028031-0.00033977i,0.00015288+1.8519e-05i,0.00025612+0.00063465i
0.0044178-0.0023039i,0.0047592-0.0032461i,0.0027061-0.0028968i,0.00015845-0.001362i,-0.00088499-0.00041985i,-0.0011464+6.0417e-05i,-0.00078484+0.0010637i,0.00018587+0.0016251i,0.00024988+0.0017531i,-0.00027416+0.0013547i,-0.00043827+0.00092133i,-0.00036953+0.00064137i,-0.00010324+0.00068757i,-0.00015023+0.00059884i,-0.00051044+0.00065875i,-0.0011858+0.00051606i,-0.0013404+0.00010848i,-0.0012474+0.00042124i,-0.00034025+7.5104e-05i,-0.00050186+0.00035376i,-0.00091228+0.00069516i,-0.00012498+0.00024114i,-0.00036982-0.00058557i
0.0012818+0.0017656i,0.0018423+0.00063877i,0.0019085-0.0015293i,0.00084893-0.0035662i,-5.6378e-05-0.0043806i,-0.00077732-0.0039138i,-0.0007567-0.0029056i,-0.00021941-0.0012099i,-0.00017119-0.00027375i,-0.00062623-0.00017046i,-0.0010409+0.0003014i,-0.00096025+0.00027869i,-0.00016472+0.0001005i,6.2509e-05-6.006e-05i,-4.5858e-05-0.00073292i,-0.00017651-0.00041059i,-0.00033635+0.00023128i,-0.00017964-0.00023695i,4.8937e-05-0.00067609i,0.00047517+0.00022468i,0.00070297+0.00070619i,0.00034975+0.00047042i,0.00032347+0.00034577i
-0.00062145+0.0021023i,-0.00029151+0.0017814i,0.00078477+0.0017294i,0.0024069-0.00065351i,0.0033848-0.0031621i,0.0035165-0.0034269i,0.0027762-0.0027091i,0.0024038-0.0020046i,0.0016583-0.0010624i,0.00053251-0.00076987i,0.00016328-0.0012856i,0.00025457-0.0015905i,-0.0002336-0.0012206i,-0.00040723-0.00034053i,0.0002521+0.00090434i,0.00044255+0.0014247i,0.00034096+8.8116e-05i,9.7391e-05-0.00031851i,6.31e-05+0.00068525i,0.00074136+0.00080134i,0.00095929+0.00070317i,0.00055999-0.00014181i,0.00039917-0.00061745i
-0.0011431+0.00089526i,-0.00063267+0.00094827i,0.00075111+0.0010953i,0.0025697+9.826e-05i,0.0027208-0.0015349i,0.0014104-0.0012544i,0.0013143-9.7714e-05i,0.0021117+0.00071783i,0.0014981+0.00064239i,0.00075546+0.00021997i,0.0010942+0.00058991i,0.00067192+0.00023939i,6.7875e-05-0.00049786i,-0.00018965-0.001069i,-0.00023108-0.0011168i,-0.00051192+0.00029341i,-0.00045785+0.0011272i,-2.9428e-05+0.0013176i,0.00031907+0.00078185i,0.00076187+0.00020492i,0.00043665+0.0003968i,-0.00053006+0.00065529i,-0.00068951+0.00026897i
-0.00010759-0.0030275i,-0.00070811-0.0026572i,-0.00069417-0.0024754i,-5.3012e-05-0.0016164i,-0.00050362-0.00033172i,-0.0012574-0.0002629i,-0.0020692+8.421e-06i,-0.0022755+0.0010065i,-0.0017601+0.00049736i,-0.0015721+0.0002094i,-0.00079683+0.00013267i,0.00021395-0.00029078i,0.00066477-0.00022768i,0.00028734-0.00027817i,-9.9892e-05-5.5713e-05i,-0.00026797+0.00029972i,-0.00032259-9.0988e-05i,0.00014486-0.00017136i,-0.00020204+0.00016127i,-0.00033215+0.00045316i,-0.00029048+0.00040263i,-0.00019882+0.00034091i,0.00013487+0.00053465i
0.0016794-6.623e-05i,0.00098727-0.0018502i,-0.00020634-0.0022217i,-0.00068667-0.0025438i,-2.1721e-05-0.0039039i,0.00041926-0.0041745i,-0.00025754-0.002547i,-0.00091924-0.0019301i,-0.00065872-0.0016399i,-2.8848e-05-0.00073863i,0.00015491+2.748e-05i,-0.00022118+0.00045334i,-0.0001193+0.0004409i,0.00024111+0.0001203i,0.00014724-0.000164i,0.00079356-0.0003374i,0.00057755-0.0007352i,-1.2399e-05-0.0010604i,0.00043175-0.00047576i,0.00022564+0.00014054i,0.00029015-0.0003639i,0.0012223-0.00053704i,0.0013048-2.857e-06i
0.0019293+0.0017267i,0.0027171+0.00057419i,0.0035688-0.0013256i,0.0033555-0.0028459i,0.001949-0.0036114i,0.0011936-0.0026709i,0.0019646-0.0010794i,0.0023591-0.0011075i,0.00096626-0.0015536i,0.00072159-0.0016394i,0.00093008-0.00042406i,1.0774e-06+0.00055413i,-0.00029691+0.00058416i,-0.0002581+0.00067343i,-5.9064e-05+0.0004668i,0.00018375+0.00020449i,-0.00016871+0.00025102i,4.368e-05+0.00041458i,9.854e-05+0.00076294i,-0.00056268+0.00015378i,-0.00086772-0.0002528i,-0.00055528+4.7557e-05i,-0.00042684-3.4425e-05i
-0.00014656+0.0016614i,0.00087765+0.0011389i,0.0024384+2.4194e-05i,0.0027979-0.0014455i,0.0016286-0.0016527i,2.6734e-05-0.00082157i,-0.00025374+0.00075279i,0.00089621+0.0016914i,0.0012256+0.00092667i,0.00051498-0.00011375i,0.00024721-0.00084576i,-4.2826e-05-0.00071164i,2.5851e-05+9.3624e-05i,-0.00018891-0.00010186i,-0.00087374+9.5964e-06i,-0.0017769+0.00058319i,-0.0013004+0.00033905i,0.00038504+0.00073957i,0.001223+0.00088616i,0.0010633+0.00045035i,0.00017568+0.00073784i,-0.0004978+0.00060805i,-0.00090801+0.00013652i
-0.00075789-0.00082027i,-0.0012408-0.00071735i,-0.00264-0.00037191i,-0.0031467-0.00070459i,-0.0021866-0.001328i,-0.0016541-0.0023578i,-0.0014974-0.0022318i,-0.00071431-0.00061657i,-0.00011255-0.00025714i,-2.8601e-05-0.00068818i,0.00027573-0.00032304i,0.00044684-0.00011031i,0.00088456-0.00048099i,0.001376-2.7026e-05i,0.0012436+0.00033736i,0.0011826+0.0002111i,0.00053596+0.0003142i,0.00060029-1.664e-05i,0.00021776-0.00068591i,-0.00034215-0.00078185i,0.0001513-0.0001222i,-0.00024626+9.6979e-05i,-0.00079219-0.00029142i
-0.00035058+0.0021024i,-8.8027e-05+0.0015343i,0.0016477+0.0015708i,0.0025566+0.00014851i,0.0024781-0.0020066i,0.0014747-0.0033944i,0.0011083-0.0035062i,0.00075325-0.0024861i,0.00037761-0.0014842i,0.00044098-0.0009972i,-8.8791e-05-0.00046212i,-0.00041491-0.00026424i,0.00051456-0.00041797i,0.00044863-0.00041287i,-0.0009494-0.00030891i,-0.00049656-0.00030848i,0.00027474+0.00014926i,0.0002833+0.00098247i,-9.5642e-05+0.0009068i,-0.00017082+0.00074536i,-0.00025044+0.00038959i,-0.00030848-6.5722e-05i,-0.00010114+0.00033746i
-0.00061414+0.00031458i,-2.019e-05-0.0011609i,0.0012905-0.0025583i,0.0021719-0.0031531i,0.0025318-0.0027183i,0.0026828-0.00085989i,0.0022711+0.0007451i,0.002128+0.0015505i,0.0014514+0.00090752i,0.0012998-0.00017871i,0.001088-0.00026982i,0.00037951-0.00036896i,-0.00022583-0.00050837i,-0.0013887-0.00069935i,-0.0020719-0.00027591i,-0.0016866+0.00022549i,-0.0012028+0.00061287i,-0.00068977+0.0010741i,0.00023853+0.00071124i,0.0011894+8.4089e-05i,0.0014114-0.00020043i,0.00070301-0.00037877i,-0.00043467-8.6426e-05i
-0.00090386-0.001921i,-0.0015936-0.0019792i,-0.0021919-0.001491i,-0.001374-0.00080712i,-0.001528-0.00089198i,-0.0022027-0.0006808i,-0.0019775+0.00057375i,-0.00098215+0.001257i,-0.0010755+0.0011572i,-0.0012663+0.0012366i,-5.6358e-05+0.00086837i,0.00083125+0.00073326i,0.0016132+0.00067887i,0.0015181-0.00013679i,3.3611e-05-0.00019342i,-0.00089518+2.6819e-05i,-0.00084054-0.00084635i,-0.0010718-0.0010334i,-0.0010937-0.00064961i,-0.00040019-0.00036471i,0.00032785-0.00011067i,0.00035391-0.0002659i,4.6498e-05+0.00016359i
0.0006005-0.00018062i,0.001083-0.00075971i,0.001979+0.00019555i,0.0024228+0.00028448i,0.0010481-0.0013261i,2.7149e-05-0.0028596i,-0.00016655-0.0028117i,-0.00099917-0.001507i,-0.0016833-0.0004585i,-0.0011988-0.00016732i,-0.00034123-0.00019192i,8.2701e-05+2.389e-05i,-0.0003698+0.0001058i,0.00012013+1.9775e-05i,0.00096062-0.00048496i,0.00055979-0.0011046i,-2.3217e-05-0.00061267i,5.509e-05-0.00023531i,0.0008404-0.00035526i,0.0011308-0.00027504i,0.00037283-0.00020277i,0.00047884-0.00031628i,0.00044833-1.6865e-05i
