0.0012382-0.00075481i,0.00070466-0.0024314i,-0.00066823-0.0025581i,-0.0016151-0.00077157i,-0.0022359+0.0013621i,-0.0017068+0.0020745i,0.00037846+0.0020161i,0.0017744+0.0018849i,0.0016793+0.00081203i,0.00077338-0.00033892i,7.2018e-05-0.00053001i,-0.00013373-0.00066619i,0.00025706-0.00062588i,0.00018473-0.00030496i,-0.00065534-0.00028854i,-0.00071422+0.0002901i,-0.00010994+0.0005695i,0.00059582+0.0001327i,0.00079839-0.00030423i,0.00074477-0.00068379i,0.0013084-0.00042182i,0.001109-0.0002456i,0.00046247-0.00026204i
0.0015749-0.001703i,0.0018163-0.0020957i,0.00063462-0.0018866i,-0.0003011-0.00069868i,9.8233e-05-0.00018214i,0.0009348-0.00064396i,0.0014476-0.00053122i,0.00052665+0.00015796i,-0.00033044+6.1539e-05i,-0.00048463-0.00030062i,-0.000392-0.0013192i,2.0992e-05-0.0019525i,-9.7107e-05-0.0007582i,-8.6678e-05+0.00063729i,0.00065775+0.00043662i,0.00018114-0.00045074i,-0.00034427-0.00018649i,0.00080374-1.3914e-05i,0.0016455+0.0001381i,0.001165+0.00063431i,0.00021936+0.0005189i,0.00021668+0.0003575i,-0.0001039+0.00018478i
0.0010597+0.001947i,0.0015376+0.0013475i,0.001613+0.0010944i,0.00097741+0.0004617i,0.00086092-0.00058639i,0.00063162-0.0012301i,0.0006721-5.0062e-05i,0.00082156+0.00094857i,0.0011354+0.00051889i,0.00075407-0.00024613i,-0.00076859-0.0012818i,-0.0015163-0.0015225i,-0.0010604-0.0015058i,-0.00063381-0.00065455i,-0.00058807-9.1492e-05i,-0.0010846-0.00023736i,-0.0010356-2.5203e-05i,-0.00044103+0.00058744i,-0.00033398+7.569e-05i,-0.0002277-0.00038503i,-6.8982e-05+0.00027743i,-0.00036855+0.00062874i,9.3923e-05-0.00064349i
0.0011638+0.0016231i,0.0013628+0.0014511i,0.0015799+0.00091571i,0.0010604-1.1696e-05i,0.00044847+0.00017639i,0.00051367+0.00023481i,0.00072988+0.00023931i,-0.000103+0.00047024i,-0.00024802-0.00047013i,0.0008332-0.001161i,0.0012377-0.00043146i,0.00045557-0.00018495i,-0.00056305-0.00058208i,-0.00056449-0.00027918i,-0.00045413+0.00035025i,-0.0012854+0.00039161i,-0.0015138+7.0186e-05i,-0.00055372-0.00068909i,-0.00013998-0.00071183i,-0.0001109+4.1539e-05i,0.00014225-0.00021465i,2.9411e-05-4.1388e-05i,-5.7042e-05+0.00030908i
-0.00074468+0.00058792i,-0.0010331+0.0011931i,-0.00057116+0.0012395i,-6.369e-05+0.00026603i,-0.0001671-0.00025364i,-3.9207e-06+0.0011248i,0.00080961+0.0025971i,0.0013354+0.0015221i,0.0010625+0.00011548i,0.00042606+9.567e-05i,-0.00047096+9.2943e-05i,-0.00085219-0.00033436i,-0.0011854-0.00023997i,-0.00034677-2.2181e-05i,0.00026023-0.00052217i,0.00010881-0.0012131i,1.9017e-05-0.0005654i,-0.00032309+0.0010592i,-0.00013731+0.00087658i,-4.7817e-05-0.00037323i,-0.00065498-0.00094294i,-0.00088397-0.00091046i,-8.4418e-05-0.00052123i
0.00033414-5.3267e-05i,-0.00039924+0.00066032i,-0.0011495+0.00074925i,-0.00042554+0.00058869i,0.00028296+0.0012949i,0.00046669+0.0010186i,0.00097321+0.0003028i,0.00029222+0.00071515i,-4.7703e-05+0.0011784i,-0.00010516+0.00021518i,-0.0003274-0.0012835i,-0.00028647-0.0008311i,-0.00049167-0.00031845i,-0.00023618-0.0012404i,-0.0001474-0.0011617i,-0.00058723-0.00023945i,-0.00063641+0.00057654i,7.0805e-06+0.0004123i,0.00019499+0.00025053i,-6.604e-05+0.0014129i,0.00031622+0.00093207i,0.0002865-0.00021327i,-0.00055589+0.00011886i
0.0004741-0.0016893i,-0.00036153-0.0029235i,0.00012638-0.0038131i,0.00080911-0.0023563i,0.00013292-0.0011333i,-0.00041333+9.6687e-05i,0.00060298+0.0014381i,0.0015454+0.0010736i,0.0013067+2.9439e-05i,0.00071553-0.0002614i,0.0006635-5.7657e-05i,-0.00010038-0.00020127i,-0.00053696-2.1119e-05i,-0.00018065+0.00020873i,-0.0001477-0.00037598i,-0.00046745-0.00054573i,-0.00017354-7.2172e-05i,-0.00019232+0.0001855i,-0.00040852+2.9997e-05i,-0.00060856+0.00020781i,-0.00057634+0.00035573i,-0.00059784+0.0003362i,-0.00030921+5.9807e-05i
0.0019743-0.0021981i,0.0013059-0.0023926i,0.00024889-0.0021393i,-0.0003297-0.0016437i,-0.00022655-0.00057098i,0.00074767+0.00040009i,0.0013497+0.00061183i,0.00078351+0.00048868i,0.00047778+0.00057178i,0.00018177+0.0008644i,7.5283e-05+0.00067479i,0.00010155+0.00022754i,-0.00020846+0.00044274i,9.7168e-05+0.00042608i,-1.0695e-05+0.00012148i,-0.00059237-0.00083242i,-0.00034409-0.001207i,0.00036301-0.00049894i,0.00031975-0.00023245i,0.00038297-0.0010039i,0.00079899-0.00083636i,0.0001892+0.00064282i,-0.00030489+0.0011461i
0.00042464-0.0008674i,0.0017244-0.00039322i,0.001829+0.00031929i,0.00098763+0.00037846i,0.00025694+0.00048858i,0.00027349+8.0391e-05i,0.00065162-0.00023279i,0.0013487+0.0002036i,0.0015286+0.00029254i,0.0011509-0.00047375i,-8.4937e-05-0.00087882i,-0.00097844-0.00039024i,-0.00017144+0.00034035i,0.00035839+0.00061072i,0.00055085+0.00032498i,0.00085656-0.00016066i,0.00038217-0.00056108i,0.00041392+0.00027095i,0.00084133+0.00054703i,0.00069906-0.00044593i,0.00021804-0.00073685i,-6.7829e-05-0.00057914i,0.0003714-0.00051571i
0.0024189+0.00020613i,0.0019042-0.0001325i,0.0014115+1.2677e-05i,0.00087436-0.00022807i,-8.3617e-05-0.00066519i,-0.0015037-2.2137e-05i,-0.00063831-0.00019504i,0.00091333-5.0065e-06i,0.00098529+0.00020704i,-4.6966e-05-0.00041979i,-0.00060738-0.00014202i,-0.00094076+0.00078165i,-0.0013715+0.00051692i,-0.0010391+0.00065796i,-7.5198e-05+0.00087838i,-5.4503e-05+0.0010492i,-0.0007948+0.00095714i,-0.0012863-0.00033949i,-0.0012842-0.0012111i,-7.0539e-05-0.00066869i,0.00053142-0.00083551i,9.7167e-05-0.00083612i,-0.00038487-5.0741e-05i
0.0012631+0.00094798i,0.0011498+0.00035974i,0.00091071+1.1849e-05i,-4.7816e-05+0.00038193i,-0.00084376+0.00062818i,-0.00017849+0.00041127i,0.00033803+0.00086148i,-0.0001446+0.0010411i,-0.00032402+0.0009565i,-0.00084335+0.0011624i,-0.00081807+0.00057143i,-0.00034045-0.00020478i,0.00034365-0.00063974i,0.00087479-0.00042402i,0.00096055+0.00021239i,0.00060439+0.00083636i,-0.00013838+0.0011564i,-0.00022291+0.00061403i,0.00053563+0.00024926i,0.00068224-0.00044403i,0.00085622-0.0011946i,0.00081792-0.0011173i,0.00015435-0.00059939i
0.0010335+8.2452e-05i,-0.0002348+0.00045558i,-0.0008217+0.00056245i,-0.00057734+0.00059066i,-6.8442e-05-0.00019334i,-0.00017515-0.0012013i,-0.00037099-0.0010322i,4.351e-05-0.0008243i,0.00066247-0.00097126i,0.00045336-0.00016652i,-7.666e-05+0.00087282i,-3.418e-05+0.00079825i,-1.4074e-05+1.5706e-05i,-0.0004458-0.00068619i,-0.00090989+5.7027e-05i,-0.0011122+0.0012696i,-0.0011294+0.00060584i,-0.00095195+0.00049221i,-0.00038491+0.00039415i,-1.6024e-05-0.00039915i,0.00046679-0.00062281i,0.0008818-0.00036918i,0.00059063+0.00013256i
-0.00097716-0.0020897i,-0.0019689-0.0017191i,-0.0022147-0.00055038i,-0.0014151+0.00026909i,-0.00014169+0.00089898i,0.0004681+0.0011849i,0.00034517+0.00061487i,-0.00015419+0.00013779i,-0.00092182+0.00046403i,-0.001238+0.00030163i,-0.00063034-0.00017969i,-0.00033076-0.00041572i,-0.00028917-0.0003524i,0.00019934-0.00060604i,0.00040143-0.0009473i,0.00031625-0.00057318i,-4.3628e-05-0.00017565i,-0.00057155-0.0001975i,-0.0002405-2.9681e-05i,0.00051152+2.4119e-05i,0.00020057-8.1435e-05i,-0.00057447+0.00034991i,-0.00067429+0.00070505i
0.00027639-0.00017411i,0.0004928-0.00076447i,-0.00038033-0.00062068i,-5.478e-05-0.00073202i,0.0012086-0.00036411i,0.0016759+0.00060008i,0.0014727+0.00027819i,0.0014124-0.00014791i,0.00090949+0.00025467i,-9.1434e-05+0.0001559i,-0.00029406-4.2925e-05i,-0.00030072-0.00042882i,-0.00051217-0.00048542i,3.9084e-08-0.00061325i,0.00076765-0.0014887i,0.00082533-0.0018118i,0.0010097-0.00056066i,0.00062425+0.00082575i,-1.2637e-05+0.0007494i,0.00015041+0.00066035i,0.00023866+0.00073552i,0.00027588+0.00077362i,-0.00013452+0.00057006i
-0.00098875-0.0015086i,-0.0020059-0.0015086i,-0.0020451-0.0016067i,-0.0018781+0.00010443i,-0.0012659+0.00093104i,-0.00022452+0.0012599i,0.00039811+0.0018732i,0.00039831+0.00097183i,0.00023319+0.00028376i,-0.00017524+0.00015622i,-0.00072163+5.9827e-05i,-0.00072013-0.00054283i,-4.1006e-05-0.00084525i,0.00042515-0.00018544i,-0.00043929+8.1296e-05i,-0.00076277+6.7542e-06i,-4.3816e-05+4.0855e-05i,-0.00011652+2.9317e-06i,0.0001133-0.00021897i,0.00031368-0.00022097i,-0.0002507-0.00032706i,-0.00072372-0.0011014i,-0.00076149-0.0021345i
4.0709e-05-0.001224i,0.00077228-0.0021587i,-7.4589e-05-0.0022932i,-0.00054818-0.00078452i,0.00058158-0.00032167i,0.0013556-0.00011338i,0.00090678+0.00062173i,0.00070049+0.00046193i,-3.729e-05-0.00025009i,-0.0010327-0.00068004i,-0.00062051-0.00036092i,-0.00037799-0.00014697i,-0.00043217-0.00019984i,2.8579e-05-9.4048e-05i,0.0002288-0.00012117i,0.00090496-0.00035435i,0.00095719+0.00020146i,0.00036894+0.00036112i,0.00030544+0.00020032i,3.0051e-05+0.00028574i,0.00030095-7.715e-05i,0.00054569-0.00083394i,0.00030387-0.00079922i
0.0011409-0.0010436i,3.5778e-06-0.0019664i,-0.0017638-0.0015248i,-0.0012608-0.00082053i,-0.00049014-0.00060859i,-0.00025428-0.00051585i,0.001109-4.3829e-05i,0.0016149+0.00060728i,0.00084248+0.00095395i,-0.00020981+0.00056762i,-0.00070338-7.6789e-05i,-0.00040233-0.00076614i,7.3111e-05-0.0004647i,-0.00016619+5.0226e-05i,0.00020003-0.00067515i,0.0010458-0.00094511i,0.0011131-0.00083908i,0.00055948-0.00040047i,0.00015084+0.00067661i,-0.00015404+0.00051878i,-0.00084782-0.00061956i,-0.00089101-0.00079417i,8.0685e-05-0.00052441i
0.00031187-0.0001162i,0.00056078+0.00035041i,0.00084304+0.00048688i,0.00048153+0.00041493i,0.00043343+0.0010351i,0.00088407+0.0017989i,0.001349+0.0017072i,0.0016051+0.00026578i,0.0014843-0.00018587i,0.0012573+0.00041101i,0.0014179+0.00046209i,0.0012753-1.482e-05i,0.00069542+0.00040276i,0.00044832+0.00096216i,0.00040623+6.7208e-05i,0.00056893-0.0011542i,0.00057257-0.00045791i,0.00040607+0.00046014i,0.00037383+0.00060163i,0.0001508+0.00067724i,0.0001402+0.00094912i,-0.00036998+0.00082067i,-0.0010025+0.00035044i
0.0010223+0.0020178i,-0.0003211+0.0011444i,-0.00054806-0.00029463i,-0.00018811+0.00071944i,0.00050159+0.0006879i,0.00062574-0.00010262i,0.00051269+0.00030218i,0.00046185+0.00087823i,-3.211e-05+0.00050646i,-0.00036608+0.00017435i,8.258e-05-0.00037321i,0.00035272-0.00084055i,0.00041837-0.0010343i,-0.00013029-0.0013837i,2.772e-05-0.0015966i,0.0004919-0.0018072i,0.00038771-0.0013054i,0.00012346+7.5871e-05i,4.1293e-05+9.3739e-05i,0.0011896-0.00017471i,0.0018958+0.00025417i,0.001154+0.0003205i,0.00068232-0.00025614i
0.00084495-0.0016183i,0.00037058-0.0013146i,0.00027985-0.00042429i,-0.00033575+0.00047905i,-0.00029605+0.00096741i,0.00068634+4.5434e-05i,0.00089508+0.00024324i,0.00074523+0.0010558i,0.00055738+0.00081621i,0.00026585+0.00060329i,0.00023264+0.0002702i,0.00024619+5.9385e-05i,0.00059987+2.2802e-05i,0.00073424-0.00017664i,0.00021559+0.00031148i,0.00011496-5.9804e-06i,-6.8968e-05-0.00050692i,-0.00037613-0.00011603i,0.00039107-0.00017677i,0.00039693-0.0007917i,-0.0001809-0.0012594i,-0.00036268-0.0013914i,-0.00018523-0.00089471i
0.00063805-0.00037252i,9.0173e-05-0.00064573i,-0.00077937+4.951e-05i,-0.0012654+0.00095253i,-0.00075829+0.0013327i,-0.00017973+0.00079267i,0.0002309+0.00040011i,0.0002398+0.00089471i,0.0006007+0.00027982i,0.0010992-0.00070945i,0.0010603-0.00087219i,0.00012717-0.00039038i,-0.00085161-7.5222e-06i,-0.0012392-0.00043004i,-0.00088133-0.00083275i,0.00033398-0.00061517i,0.001374-0.00026189i,0.00050173-0.0001009i,-0.0001281+0.00060004i,4.0207e-05+0.00055047i,-0.00020114+0.00014627i,-0.00040065+3.5644e-05i,-0.00022485-0.00012334i
-0.002458+0.00089i,-0.0019768+0.0010261i,-0.0019027+0.0011544i,-0.00059599+0.0011328i,0.00079504+0.00069893i,0.0011928+0.00035524i,0.0016373+0.00020735i,0.0015668+7.218e-05i,0.00049397+0.00010112i,0.0001256+0.00059431i,0.00027496+0.00038281i,0.00033275-0.00058355i,0.0011268-0.0010868i,0.0011039-0.0010659i,0.00090002-0.0009785i,0.00034164-0.00077157i,-0.0004529-0.00040486i,-0.00047817+0.0001312i,-0.0002032+0.00027881i,-0.00043483+0.000427i,-0.00094229+0.00031937i,-0.00074864-0.0001558i,-5.1944e-05-0.0010171i
-0.00067356-0.0019399i,-0.0015183-0.0035204i,-0.0016596-0.0033349i,-0.00083397-0.0010961i,-0.00022958-0.00037477i,0.001002-0.00050995i,0.0014276+0.00048884i,0.0014465+0.00066665i,0.0011663+0.00030599i,0.00043642-1.631e-05i,0.00017145+0.00018593i,-2.4968e-05+7.7947e-05i,-5.3995e-06-0.0003873i,0.00039118-0.0007092i,0.00056771-0.00021214i,0.00044556+9.4522e-05i,0.00028983+0.00041924i,-0.00011556+0.00021859i,-0.00045747-0.00015858i,-0.00030083-0.00047919i,-0.00090325-0.0014295i,-0.0011294-0.0010628i,-0.0007324+0.00022034i
0.0016846-0.0028734i,0.00025377-0.003425i,-0.0011045-0.0032912i,-0.001627-0.0018745i,-0.0013396-0.00037191i,7.7615e-05+0.0013409i,0.00079723+0.0018286i,0.0012465+0.00068733i,0.0012579-0.00053756i,0.00058206-0.00040179i,-0.00010111-0.00064026i,-0.00054128-0.00099972i,-0.00061752-0.0009154i,-0.00078405-0.00018805i,-0.00044963+0.0010407i,-0.00028181+0.0012975i,-8.8845e-06+0.00063243i,2.7496e-05-0.00012995i,0.00034914-0.0009808i,0.0004665-0.00068645i,-0.00043449-0.00064843i,-0.00031377-0.0011115i,0.0002199-0.00068347i
0.0016054+0.00087947i,0.0015494+0.00061447i,0.00076729-0.00021191i,0.00067641-0.00088251i,0.0010579-0.00039831i,0.00082215+0.00039436i,0.00010074+0.00064454i,0.00035839+0.00061775i,0.00089487+0.00087222i,0.00096837+0.00034431i,0.00083854-0.0005989i,0.00014837-0.00076584i,0.00024526-0.0007807i,0.00035759-0.00027721i,-4.7598e-05+6.1652e-05i,1.6897e-05+0.00029523i,-4.0259e-05-0.00031624i,-0.00011308-0.0011961i,0.00037213-0.0013366i,0.00069278-0.00054761i,0.00031206+0.00048791i,-0.00043721+0.00063622i,-0.00041981-2.3618e-05i
-0.00071433+0.00033231i,-0.00043369+0.00071901i,-0.0011261+0.0010105i,-0.0011911+0.00075262i,-2.6196e-05+0.0010475i,0.00077017+0.0012322i,0.0006055+0.00095482i,-9.6417e-05+0.0003489i,-5.6129e-05-0.00039803i,-0.00013983+8.6445e-06i,9.4396e-05+0.00031688i,0.00028521-0.00058782i,0.00018466-0.0012283i,0.00038341-0.0010671i,0.00028252-0.00063764i,0.00014532-0.00017889i,0.00014906+0.00033794i,0.00026115-4.2361e-05i,0.00045009-0.00076112i,0.00040028-0.00096173i,0.00062732-0.00073501i,0.00037574-0.00056258i,-0.00032073+6.4711e-05i
0.002081-0.00074637i,0.0018379-0.00040542i,0.0010639-0.00037423i,-0.00056956-0.0017622i,-0.0012889-0.0015076i,-0.00068104+0.00018173i,0.00045291+0.00082072i,0.00067021+4.6602e-05i,0.00089713-0.00077495i,0.00096506-0.00098973i,0.00048252-0.00068178i,-0.00013502-0.00035768i,-0.00084173-0.00068649i,-5.3077e-06-0.00051769i,0.00014302-0.00050187i,-0.0003947-0.00057591i,-9.122e-05-0.00015093i,-4.6466e-07-9.4143e-06i,0.00022394+0.00017503i,0.00065774+0.00055762i,0.00084773+0.00065687i,0.00080385+0.00050836i,0.00058851-0.00040313i
0.0012352-0.0015048i,0.00063709-0.0018808i,0.00028628-0.0015842i,0.00020481-0.00073703i,0.00019882-0.00070929i,0.00093279-0.0006508i,0.0018088+0.00063881i,0.0022684+0.001307i,0.0018837+0.00049275i,0.00035228-0.00024155i,-0.0004934-0.00035538i,-0.00065007-0.0007043i,-0.0011432-0.0010167i,-0.00088536-0.0011436i,6.1987e-05-0.0013486i,0.00026461-0.00062604i,-0.00035716+0.00053154i,-0.00063715+0.00080491i,-0.00074281+0.00011973i,-0.00050748-0.00083859i,0.00044442-0.00067642i,0.00046136-0.0003266i,0.00054796-0.00050756i
0.0019983-0.0012478i,0.0020196-0.0013468i,0.0013842-0.00061216i,0.00055735-0.00071852i,-0.0003973-0.000218i,-0.00049658+0.00082349i,0.00036576+0.0013992i,0.0006975+0.00072351i,0.00040429-0.00026107i,0.00019561-0.00080928i,8.2384e-05-0.0007284i,-0.00070392-0.00080363i,-0.0012342-0.00024943i,-0.0012528+2.7272e-05i,-0.00080574+0.00055175i,-0.00020645+0.0012958i,-0.00044454+0.00077269i,-0.00042704-3.7815e-05i,0.00018215-0.00013652i,-0.00021936+5.2093e-05i,-0.00021094+2.1722e-05i,4.0433e-06+9.9044e-05i,-8.8811e-05+0.00026312i
0.0010214-3.1083e-05i,0.0016178-0.00032281i,0.00092395-0.0012064i,-0.00047898-0.0016744i,8.9139e-05-0.001126i,0.00052667-0.0009147i,0.00076483-0.0012922i,0.0016184-0.00084942i,0.0011508-9.9104e-05i,0.00050034-0.00085225i,0.00064528-0.0010452i,0.00053348-4.2115e-05i,0.00030598-0.00018643i,-0.00048804+0.00027182i,-0.000887+0.0003479i,-1.6242e-05+0.00038619i,-2.6731e-05+0.000552i,-0.00060394+0.00052565i,0.00043984+0.0010473i,0.0014573+0.00024068i,0.000814-0.00073429i,0.00029728-0.0004218i,0.00037852-0.00043424i
-0.0011075-0.00090976i,-0.00040005-0.00081807i,-0.00012407-4.8086e-05i,-0.00038561+0.0002068i,-1.0442e-05+0.00054109i,0.00068756+0.0011479i,0.00071288+0.00086025i,7.7748e-05+1.2125e-06i,0.00027549-0.00085128i,0.0010173-0.00079299i,0.00035563-0.00024009i,-0.00052989+0.00012893i,-0.00018159+0.00034344i,0.0004066+0.00028293i,0.00055521+0.00022418i,0.00057719-0.00019328i,0.00041993-0.00088905i,-0.00014542-0.0011048i,-0.00024242-0.00078148i,-0.00043562-0.00054704i,-0.00023077-0.00055742i,-0.0003092-0.00044814i,-0.00010819-0.00056901i
-0.0024332-0.001434i,-0.0019529-0.0010257i,-0.0012451+0.0012272i,-0.00069827+0.0025148i,0.00015467+0.0024296i,0.00047055+0.001059i,0.0007753-0.00056553i,0.00067427-0.0010034i,0.00043758-0.00027536i,0.00040788-0.00022254i,0.0012412-0.00090917i,0.0014866-0.0011942i,0.0012569-0.0012196i,0.0011857-0.0018965i,0.00033925-0.0025132i,0.00010851-0.0012386i,0.00075521-0.00042119i,0.00011342-0.00068109i,-0.0007412-0.00030068i,-0.00072274+0.00037481i,-0.00030041+0.0010153i,-4.3339e-05+0.00073179i,0.00035088-0.0001678i
0.00012978-0.0021499i,-0.00074505-0.0017324i,-0.0023313-0.0014873i,-0.0017235-0.00080552i,-0.00082358-0.00097842i,-0.00040146-0.00037973i,9.0718e-05+0.000523i,1.2091e-05+0.00032219i,-0.00033766-0.00044857i,-0.00038711-0.00054227i,-0.00024989+0.00077036i,-0.00025181+0.00148i,-4.6744e-05+0.00058854i,0.0011917-0.00044992i,0.0016036+7.7527e-05i,0.00069285+0.00054854i,-8.1718e-05+0.00068982i,-0.00043964+0.0004478i,-0.00017069-0.00037705i,-0.00024851-0.00093291i,-0.00041706-0.0011584i,-0.00063858-0.00091945i,-0.00074387-0.00018665i
0.00018425-0.0017884i,0.00041476-0.0013449i,-0.00053107-0.00056216i,1.1536e-05-0.00014801i,0.00084175-0.00015703i,0.00060084-0.0001615i,0.00027764+0.00080001i,-0.00015398+0.001145i,-0.00015772-0.00015415i,0.00023356-0.00041682i,0.00017067-3.7652e-05i,0.00027861+5.6592e-05i,0.00049776-0.00038351i,0.0010057-0.00061615i,0.0010001-0.00019696i,0.00059538-0.00020902i,0.0005678-0.00042899i,0.0002929-0.00026655i,-0.00033034+0.0004779i,-0.00042534+0.00077407i,-5.7856e-06+0.00047648i,3.9288e-05+5.0487e-05i,-2.2336e-05-0.0003013i
0.0015643-0.00035353i,0.00206-0.0015357i,0.00033399-0.0021222i,-0.0011169-0.0012258i,-0.00073389-0.00070751i,-0.0001701-0.0010426i,0.00043766-0.00058742i,0.0013426-8.5575e-05i,0.0017897-0.00072801i,0.00075331-0.0011726i,-0.00024432-0.00089284i,-8.1376e-05-0.00048124i,-1.4041e-05-0.00056939i,-0.00023554-0.00055518i,3.8359e-05+7.6394e-05i,0.00055782+0.00010589i,8.2487e-05-0.00046725i,-0.0010752-0.00032894i,-0.0010595+0.00024713i,-0.0001849+0.00026017i,-9.4688e-06-0.00032669i,-4.3383e-05+0.00013729i,-0.00036795+0.001133i
0.00033835+0.0010045i,0.00050922+0.00068141i,0.00072472-0.0003979i,0.00045509-0.0003219i,-2.9588e-05-0.00081738i,0.00041496-0.00087933i,0.0010659-3.0996e-05i,0.0011958+0.00035769i,0.0015854+0.00016433i,0.0013531-0.00031001i,0.00034671-0.00086543i,2.325e-05-0.00040872i,6.4546e-05+0.00073149i,-0.00056704-6.7047e-05i,-0.00071548-0.0011941i,4.7259e-05-0.0012145i,0.00059651-0.00058772i,0.00092255+0.00018492i,0.0010709+0.000426i,0.00032843+0.00027559i,5.9309e-05-0.00017935i,0.00032181+1.1146e-05i,0.00017108+0.00072878i
-0.0016608+0.00056537i,-0.0013628+4.3989e-05i,-0.00023614+0.0003234i,0.0009145+0.0012897i,0.0005601+0.0019272i,0.00093173+0.0016155i,0.0014737+0.0010789i,0.0013625+0.00048362i,0.001138+0.00067127i,0.0007588+0.00025937i,0.0013267-0.00046456i,0.0013673-0.00036821i,0.00056174-0.00023025i,4.7246e-05-0.00068293i,-5.1109e-05-0.0013263i,8.9781e-05-0.00084181i,0.00050328-7.5396e-06i,0.001098+7.0499e-05i,0.0013514-0.00050398i,0.0011636-0.00060338i,0.00034227+0.00031511i,7.3927e-05+0.00041998i,8.3554e-05-0.00022586i
0.00099134-0.00048469i,-0.00013798-0.0020715i,-0.00081692-0.0023731i,-0.00062322-0.0005529i,-1.16e-05-0.00016527i,0.00030778-0.00042642i,0.00029495+0.00088553i,0.0007872+0.001097i,0.0014685+0.0004011i,0.00076334+0.00031894i,0.00029821+7.907e-05i,0.00052281-0.00013616i,0.00024261-0.00026937i,0.00045724-0.00011394i,0.00074883+0.00059092i,0.00051741+0.00036052i,0.00016729-0.00049392i,0.00015123-0.00039385i,-0.00010572-0.00024733i,-0.00071208-0.00081541i,-0.00020445-0.00081797i,0.00013433-0.00047242i,0.00052417-0.00053386i
8.4126e-05-0.0024563i,-0.00091456-0.0019495i,-0.0013287-0.0012301i,-0.0007207+4.7907e-05i,0.0010074+0.00048342i,0.0011225+0.00089306i,0.00037282+0.0015255i,-1.2079e-05+0.0009007i,0.00029717-2.2561e-05i,0.00047542-0.00029684i,0.00032646-3.4017e-05i,0.00034169+0.00059254i,0.00041365+5.8319e-05i,0.00025342-0.0010782i,0.00023058-0.00099256i,0.00033158-0.00027301i,-6.0535e-05+2.6038e-05i,-0.00024451-5.7805e-05i,-0.00058112+0.0001532i,-0.0014311+0.00037717i,-0.001291+0.00054389i,-0.0002426+0.0006155i,2.0177e-05+0.00078372i
0.00053899-0.0012007i,0.00091781-0.00087501i,0.00022378+0.00013832i,0.00030309+0.00053915i,0.0015064+7.1329e-05i,0.0016348-0.00022715i,0.0011252-0.00029592i,0.00055807-0.00012997i,0.00037876+0.00028249i,8.1357e-05+0.00086718i,-0.0003689+0.00050537i,-0.00051127-0.00046573i,-0.00014706-0.0010918i,0.00077351-0.0010158i,0.00055339-0.0011234i,0.0004169-0.00098245i,0.0006841+3.9127e-05i,0.00029883+0.00051807i,6.4491e-05-0.00017504i,-0.00012459-0.00067109i,-2.6043e-05-1.8835e-05i,4.4896e-05+0.0010666i,-0.00022281+0.00041921i
-0.00062986+0.0012413i,0.00067454+0.0009837i,0.0011724+0.0022522i,0.00117+0.0032i,0.001476+0.0027805i,0.001694+0.00153i,0.0012726+0.00041929i,0.00081635+0.00065944i,0.00062383+0.0012235i,9.8421e-05+0.00048042i,-0.00039024-0.00080594i,6.521e-05-0.0012628i,-4.9654e-05-0.0014494i,2.8033e-05-0.0015605i,0.0003431-0.00095052i,0.00024661-0.00056888i,0.00017199-0.0010936i,0.0005291-0.0010211i,0.0010163-6.1509e-05i,0.00046817+0.00066875i,0.00043984+0.00090366i,0.00027471+0.00077249i,-0.00054155-7.6321e-05i
0.00036204-0.00043423i,0.00027038-0.00063388i,-0.00072362+0.00016807i,-0.00066374+0.00074141i,0.00099061+0.000478i,0.0020353+0.00044641i,0.0017206+0.000638i,0.0006203+0.00014426i,0.00011163-0.00061053i,0.00018378-0.00043107i,-0.00015171+0.00053469i,4.7522e-05+0.00070407i,0.00048878-0.00049769i,0.00013757-0.00096495i,-0.00030705-0.00088491i,0.00038247-0.00046363i,0.00080893+0.00026446i,0.00070873+0.00064245i,0.00027332-7.9061e-05i,-0.00011718-0.0010069i,-0.0007975-0.0010632i,-0.0009602-0.00044823i,4.4897e-05+0.00013011i
0.0018785+0.00086593i,0.0014333+0.0010539i,0.00083948+0.0010758i,0.00063539+0.0014951i,0.00083726+0.0014059i,0.00059275+0.0010874i,-0.00030224+0.0012656i,-0.00033527+0.00054546i,0.00043419-0.00076618i,0.00069224-0.0013293i,0.00058809-0.0008748i,0.00012308-0.00011678i,-0.00044068-5.5237e-05i,-0.00051418-0.0004341i,-0.00059696-0.00077901i,-0.00057892-0.00062778i,-0.00020937-0.00047491i,-0.00082989-0.00029652i,-0.001322+0.00039584i,-0.00079193+0.00076384i,-0.00020654+0.00062093i,0.00014525+0.00071301i,0.00032986+0.00040829i
-0.00049464-0.00024895i,-0.0010324+5.523e-05i,-0.0023609-0.00032362i,-0.0018297-0.00034719i,-0.00053688+0.00015705i,0.00076396+0.00094109i,0.0011435+0.001431i,0.00046214+0.0013138i,0.00026933+0.0012528i,0.00032597+0.00073501i,-7.9089e-05+4.4012e-05i,-0.00013519-0.00057926i,0.00073055-0.00044348i,0.00088807-0.00013026i,0.00026703+0.00015831i,-2.1344e-05+7.6783e-05i,9.6722e-05-9.3493e-05i,0.00013762-0.00054858i,0.00018812-0.00075011i,1.6662e-05-0.00015361i,-0.00040802+0.00028794i,-0.00096405+0.00022182i,-0.00056553-0.00015736i
