-0.0025002+0.00259i,-0.0033279+0.0020477i,-0.0028348+0.0014253i,-0.00087372-2.2254e-05i,-0.0002618-0.00075325i,0.00014573-4.8074e-06i,0.0006928+8.7589e-05i,0.00080488-9.6406e-05i,0.00082022-0.00039483i,0.0010335-0.001025i,0.0010655-0.00056662i,0.00078544-0.00013821i,0.00029918+0.00010385i,0.00026673+0.00061567i,-0.00023439+0.0004438i,-0.00038286-0.00047651i,-0.00035277-0.00042058i,-0.00094703+2.9161e-05i,-0.0011382+0.0004929i,-0.0007768+0.00012784i,-0.00042492-0.00025354i,-0.00086885+4.9107e-05i,-0.00070358+0.00033169i
-0.0024118-8.0338e-05i,-0.0023203-8.6032e-05i,-0.001182-0.00056544i,-0.00058109-0.00063563i,-0.00036878-0.0002327i,8.9769e-05+0.00046366i,0.00081237-0.0001846i,0.00077131-0.0010544i,-0.00054019-0.0010614i,-0.0015069-0.00087696i,-0.0016181-0.0010001i,-0.0013501-0.00076837i,-0.0019106-1.717e-05i,-0.0015156+2.8552e-05i,-0.0003202+0.00013133i,-0.00012216-0.00012419i,-0.0001407-0.00038135i,-5.7151e-06-0.00043096i,0.00081633-0.0010552i,0.0010715-0.00092624i,0.0003088+4.5611e-05i,0.00017379+4.7163e-05i,0.00021377-0.0012225i
-0.0028705-0.00040867i,-0.0029706-0.00097128i,-0.0024891-0.00043637i,-0.0011717+0.00012668i,-0.00058223-0.00035317i,-0.00034656-0.00075194i,8.4577e-05-0.00051544i,0.00024292-0.00023899i,2.4616e-05-2.0417e-05i,-0.00011761+0.0002203i,0.00011169+0.00062643i,3.4671e-05+0.0002969i,-5.7424e-05+0.00011232i,0.00017993+0.00054269i,-0.00022946+0.00033545i,0.00011494+0.00025142i,0.00082504-5.369e-05i,0.00019651-0.00065869i,-0.0009319-0.00034104i,-0.00056441+0.00085247i,0.00012476+0.0011456i,0.00045468+0.00098982i,0.00044837+0.00053138i
0.0029691+0.001359i,0.0022153+0.0012626i,0.0026031-0.00027966i,0.0017752-0.001685i,-0.00052256-0.0027533i,-0.0012994-0.0023696i,-0.00048766-0.00085958i,-0.00033595-0.00021444i,-0.0010985+0.00021236i,-0.0010681+0.0006575i,-7.5465e-05+0.00010943i,0.00036066-0.00057463i,0.00059654-0.0008033i,0.00086829-0.0005787i,4.2087e-05-0.0010018i,-0.00089422-0.0016122i,-0.00025163-0.0015017i,0.0011437-0.00037837i,0.00086896-9.9892e-05i,0.00021647-0.0017313i,0.00029244-0.0019968i,0.00044373-0.00037964i,-0.00017771+0.00034208i
-0.0024567-0.0014577i,-0.0022578-0.0011175i,-0.0019308-0.00092941i,-0.0020484-0.00035566i,-0.001343+0.00029223i,-0.00031436+0.00030377i,-0.00038953-0.0011272i,-0.0011475-0.0020191i,-0.0012195-0.0011611i,-0.00061017-0.00046306i,0.00044037+0.00044148i,0.0005995+0.00065133i,-0.00028494+2.8547e-05i,-0.00077041+0.00027113i,-0.00054305+0.00038338i,-0.00049494-0.00034163i,-0.00037918-0.00046511i,-5.6036e-05-3.0604e-05i,-0.0003567+0.00019937i,-7.475e-05-0.00011404i,0.00043636-0.00029817i,-7.0537e-05-0.00021174i,-0.00049385+0.00044583i
0.00046282+0.0026695i,0.0016887+0.0036036i,0.0028077+0.0036688i,0.0023396+0.0014779i,0.0012821-0.00094112i,7.4726e-05-0.001885i,-0.00034518-0.0020744i,-0.00010424-0.001329i,0.00037113-0.00030231i,0.00044616-0.00034527i,0.00022153-0.00017786i,0.0006434-0.00019921i,0.00080169-0.00095439i,0.00052642-0.0013197i,0.00040203-0.00017067i,0.0003051+0.0013045i,-0.00020629+0.00086675i,-0.00015741-0.00073787i,0.00053695-0.00067286i,0.00098212-0.00048783i,0.00051865-0.0005471i,-0.00026565-0.001056i,-0.0004524-0.0011268i
1.7535e-05+0.00083342i,0.00047294+0.00084953i,0.00063867-0.00036953i,-0.00031318-0.0014397i,-0.0015054-0.0018422i,-0.0013251-0.0020822i,0.00011049-0.0015854i,0.00066624-0.00053448i,0.00047826+0.00047052i,0.0006268+0.0011602i,0.00069499+0.00054313i,0.00082419-0.00062528i,0.00080578-0.00093747i,0.0005732-0.00074141i,6.1556e-05-0.00035383i,-0.00017091+0.00033854i,-0.00034045+0.00070622i,-0.00051259+0.00031114i,0.00018398+0.00022821i,0.00085266-1.5615e-05i,0.00080419-0.00018458i,-0.00033934+0.00042415i,-0.00084785+0.00025231i
0.001065-0.0010891i,0.00058984-0.001547i,0.00012716-0.001223i,-0.00029422-0.001036i,-0.0014723-0.00028231i,-0.0024997+0.00097985i,-0.0013804+0.00067294i,-0.00015878-0.00059268i,-0.00077501-0.0013888i,-0.0014142-0.0005813i,-0.0012755+0.00037772i,-0.00055553+0.00036263i,-1.2612e-05-7.9645e-05i,-0.00046673-0.00082756i,-0.0003626-0.0011347i,2.9096e-05-0.00079195i,-0.00034193-0.00033694i,-0.00099187-6.0846e-05i,-0.00076064-0.00037215i,-0.00030862-0.00068651i,-0.00042227-0.00039218i,-0.00040283-0.00023087i,0.00023195-0.0001899i
-0.00014778+0.0038225i,-0.00086767+0.0052656i,-0.0002412+0.00496i,0.00096019+0.0024845i,0.00079664+0.0004081i,0.00059819-0.0019227i,-0.0003758-0.0026698i,-0.0017509-0.00096734i,-0.0015444+0.00053471i,-0.00047173+0.0012061i,0.00049541+0.00074353i,0.0010088+0.00037958i,0.0010506+0.00062363i,0.0010017+0.00067444i,0.00074405+0.00078623i,0.00038008+0.00053645i,-0.00019832-6.8664e-05i,0.00014303-0.00044507i,0.001313-0.00063895i,0.0015004-0.00073125i,0.00087824-0.00015927i,0.00050024+0.00050497i,0.00072546+0.00046208i
0.0001627-0.00081721i,0.00094946+0.00025203i,0.0017505-0.00031558i,0.00075233-0.00093812i,-0.00077233-0.0010131i,-0.0004434-0.0011972i,0.0006217-0.0014328i,0.0012229-0.0010051i,0.00042427-0.00019494i,-0.00028607+0.00010316i,-5.2785e-05-0.00040634i,0.00010075-0.00080693i,-0.00084255-0.00012638i,-0.001266+0.00086269i,-0.0010888+0.00051771i,-0.0012166-0.00013319i,-0.00087803-0.00023835i,-0.0005292-0.00058278i,-0.00017853-0.00033217i,-0.00055142-0.00014316i,-0.0002835-0.0008996i,0.00025737-0.0013269i,-0.00042567-0.00093592i
-0.0014916-0.0030429i,-0.0018318-0.0032613i,-0.0026273-0.0040258i,-0.0028466-0.0030299i,-0.0030552-0.0012958i,-0.0017899-0.0012193i,-0.00011726-0.0022351i,0.00027585-0.0015114i,-0.00069682+0.00065054i,-0.0018067+0.0020445i,-0.0018035+0.0022308i,-0.00068614+0.0016023i,-0.00039676+0.00088665i,-0.00042219+0.00053212i,-0.000522+0.0001742i,-0.00090233-0.00023681i,-0.00035819+0.00036243i,-0.00036577-3.2871e-05i,-0.00094574-0.00050373i,-0.00039084-6.5748e-05i,0.00060378-7.8138e-05i,0.00055548+0.00028225i,0.00035632+0.00026807i
0.00090475+0.0012662i,0.0015115+0.0018231i,0.0015249+0.0012616i,0.0010706-0.00084062i,0.00054655-0.0010479i,-0.00032902+4.0968e-06i,-0.00083521+4.5105e-07i,-0.0007008-0.000395i,-0.00093596-0.00016854i,-0.0013538-0.0003961i,-0.0011498-0.00055428i,-0.00047547+3.1504e-05i,-0.00044277+0.00033555i,-0.00065507-9.4922e-05i,-0.00042877-0.00057825i,-0.0011495-0.00084867i,-0.0015508-0.00090369i,-0.0010062-0.00024277i,-0.00060416-1.2046e-05i,-0.00064447-5.6912e-05i,-0.0007752+8.7116e-05i,-0.00030248+4.3655e-05i,-0.00022978-0.00019286i
-0.0022857-0.00025257i,-0.0027087-0.00033598i,-0.003333-0.00028582i,-0.0019775+0.00064242i,-0.00089078+0.0009347i,-0.00059116+0.00013932i,0.00035173-0.0011385i,0.00032802-0.0011342i,-0.00093997-0.0006877i,-0.0016998-0.00019312i,-0.0012657-0.0003086i,-0.00076538-0.0008629i,-0.001237-0.00072886i,-0.0011813-0.00030196i,-0.00022817-0.00012578i,0.00027991-0.00030799i,0.00086332+5.4798e-05i,0.0006704-0.00024183i,0.00020756-0.0014956i,0.000246-0.0011486i,0.0001928+0.00018951i,0.00030604+0.00054101i,-7.3446e-05+1.6205e-05i
0.0012883+0.0014651i,0.0021196+0.0017139i,0.0029844+0.0012102i,0.002229-0.00046892i,0.00025157-0.0019314i,-0.00064346-0.0014967i,5.4538e-05-0.0012431i,0.00010713-0.0013202i,-0.00059267-0.00048293i,-0.0006575+3.0386e-05i,-0.00033704-0.0001546i,0.0005589-0.00022928i,0.0004805-0.00013553i,-0.0001902-0.00012389i,-0.00014325+5.8672e-05i,-0.00031944-0.00046433i,-0.00067619-0.00092515i,-0.00014089-0.0011335i,0.00072523-0.00089415i,0.00080499+0.00014233i,0.00040347+0.00070549i,0.0005254+6.3409e-05i,0.0007917-0.00033681i
-0.00095372+0.0012625i,-0.0011661+0.00092558i,0.0009616+0.00038915i,0.0011556+0.00015028i,-0.00011955-0.00070347i,-4.9229e-05-0.0017015i,-2.2922e-05-0.0015058i,-0.00059334-0.0010456i,-0.00094112-0.00028342i,-0.00046803+0.00016327i,0.00011297+0.00045583i,0.00025279+0.00079437i,-0.0001182+0.00041123i,-0.00037168-2.9633e-05i,-0.00012185-0.00040879i,-0.00022855-0.00020116i,-0.00053277+0.00049512i,-0.00056422+0.00076699i,0.00010759+0.00058137i,0.00022622+3.5155e-05i,0.00025579-0.00016513i,0.00052302-9.2344e-05i,0.00019849-2.9318e-05i
0.0018946+0.00069137i,0.00070927+1.9502e-05i,0.0012476-0.0015859i,0.00036118-0.0034029i,-0.0017006-0.0028249i,-0.0018519-0.0015123i,-0.00080359-0.00079454i,-0.00093291-0.00049793i,-0.0020376+0.00022534i,-0.0021314+0.00035043i,-0.00076235-0.00038139i,7.1404e-05-0.00071877i,0.00014411-0.00078626i,0.00032977-0.0010609i,-5.1215e-05-0.00063766i,-0.00096376-0.00031841i,-0.001398-0.00031862i,-0.00084286-0.0007896i,-0.00017252-0.00084259i,0.00020914-1.4191e-05i,0.00034438-7.3226e-05i,-0.00017924-0.00082733i,-0.00092516-0.00067292i
-0.00097152+0.00019521i,-0.00086222+0.0012964i,-0.0013195+0.0022109i,-0.0010728+0.0016685i,-0.00033302+0.0014163i,0.00052749+0.0014715i,0.0016901+0.00075415i,0.0011321-0.00063093i,-0.00021137-0.0012734i,-2.2755e-05-0.00025575i,0.00029741+0.00049196i,0.0003601+0.00011293i,0.0002976-0.00035003i,-0.00060141-0.00037604i,-0.00079637+0.00051264i,-0.00028184+0.00094406i,-0.00012034+0.00030148i,-0.00028257-0.00042831i,-0.0002472-0.00060482i,0.00020971+0.00013022i,0.00052811+0.00075662i,0.00071336+4.3888e-05i,0.00094844-0.00041193i
-0.00060198-0.00139i,-0.00035562-0.00079384i,-2.1672e-05-0.00069237i,0.0004663-0.0019603i,0.00076881-0.003358i,0.0006277-0.0029457i,0.00068182-0.001593i,0.00049963-0.00082125i,-4.7093e-05-3.199e-05i,7.1928e-06-3.4461e-05i,0.00049349+4.6477e-05i,0.0003745+0.00036548i,-0.00015747+5.4048e-05i,-0.00044732-0.00012553i,-0.00031387-0.00040418i,-0.00021818-0.0004333i,-0.00058362+0.0001989i,-9.8159e-05+0.00053729i,0.00026915+0.0003522i,0.00026553+0.00014513i,0.00042799+0.00015133i,0.00053334-8.3299e-05i,0.00057626+0.00014079i
0.0013264+0.0019607i,0.0014351+0.0015395i,0.0021708+0.0020957i,0.0016976+0.001591i,-0.00056203+0.00064584i,-0.0015372-0.00030939i,-0.0011648-0.00082407i,-0.0010967-0.00082136i,-0.0010463+0.00028707i,-0.00096123+0.0011103i,-0.00010998+0.00045504i,0.00040994-0.000534i,0.00041743-0.00033092i,0.00085523-7.5564e-05i,0.00054622-0.00032383i,0.00041578-0.00080683i,0.00067024-0.00028679i,0.00050726+0.00045624i,-0.00043492+0.00077767i,-0.00073876+0.00089843i,0.000228+0.00027121i,0.00077971-2.9672e-05i,0.00052503-0.00064217i
0.0002379-0.00010694i,-0.0005868-0.00055404i,-0.0013815-0.00087239i,-0.001176-0.00086716i,-0.00071898-0.00095827i,-0.00059284-0.0015271i,-7.5277e-05-0.0017756i,-0.00019442-0.0011371i,-0.0011354-0.00070565i,-0.0015596-0.00086776i,-0.0004514-0.0011002i,0.00098727-0.00057015i,0.00043098+4.7114e-05i,-0.00084966-1.2186e-05i,-0.0011256+0.00042706i,-0.0011527+0.00088549i,-0.00047078+0.00020453i,-4.2533e-05-0.00041162i,-0.00018497-0.00046587i,0.00032178-0.00028225i,8.0712e-05+0.00031029i,-0.00063675+0.00044173i,-0.00047966+0.00089091i
-0.00079338-0.00051729i,-0.0001868+6.8579e-05i,0.00070688+0.00052049i,0.00094327+0.0001986i,-0.00036513-0.00014614i,-0.0013665-0.00019013i,-0.0007428-0.0014135i,-0.00030908-0.0018216i,-0.0012139-0.00039624i,-0.0011526+0.00032434i,-0.00054157+0.00020662i,-1.2757e-05+0.00052436i,0.00044401+0.00070511i,-0.00011173-0.00021869i,-0.00040895-0.0010884i,-0.00017945-0.00135i,-0.00043413-0.0012223i,-0.0002251-0.00049319i,-0.00013607+0.00076285i,3.0866e-05+0.00074564i,0.00050306+0.00035565i,0.00070535+0.00068998i,0.00054936+0.00038112i
0.0010091+0.0023503i,0.0018651+0.0019735i,0.0021312+0.00071989i,0.00099899-0.00049001i,-0.00017178-0.0011251i,0.00061507-0.00050532i,0.00145-0.00075155i,0.0011194-0.0013785i,0.00041677-0.0008436i,0.00024871-4.7792e-05i,0.00025226+2.8089e-05i,3.2265e-05-0.00057746i,-0.00024027-0.00065135i,-0.00042642-4.7828e-05i,-0.00029089-0.00017246i,-0.00012689-0.00092208i,0.00058579-0.00069564i,0.00080189-0.00027742i,6.81e-05+6.2599e-05i,-0.00024576-0.00017607i,0.00036912-4.9381e-05i,0.00032274-0.00018115i,-0.00083184-0.00018869i
-0.00012219+0.0029093i,-0.00029628+0.0025815i,0.00012095+0.0034647i,0.001736+0.0019444i,0.0017189-0.00042725i,0.00042018-0.001165i,6.6717e-05-0.00076111i,-0.00034082-0.00092901i,-0.00089849-0.00066637i,-0.0008039+0.00026782i,-0.00052719+0.00079626i,-0.00024927+0.00047223i,2.4597e-05-0.00011138i,-0.00022802-0.00029387i,-0.00019948-0.0008341i,-0.0002902-0.0010849i,-0.00021469-0.0002905i,0.00017603+0.0003913i,0.00034882-0.0001459i,0.00013827-0.00043801i,0.00047959-0.00035574i,0.00054041-0.00021673i,0.00030452-0.0011711i
0.0021778+0.00076228i,0.0020099+0.0007068i,0.0019933+0.00017174i,0.00095905-0.00092142i,-0.0010544-0.002148i,-0.0018814-0.0027128i,-0.00096849-0.0021488i,-0.00091755-0.0016021i,-0.0015384-0.0012997i,-0.0011714-0.00067141i,-0.00043967-0.00060078i,0.00023879-0.00010956i,0.00056126+0.00050097i,0.00016401+0.00047609i,-6.1515e-06+4.9896e-05i,0.00023255-0.00064578i,-0.00024954-0.00060286i,-0.00039828+1.491e-05i,-0.00037415-0.00021028i,-0.00030654+0.00012614i,0.00031095+0.0002417i,0.00010647-8.3039e-05i,-0.00043641+0.00057231i
-0.0012279-0.00032417i,-0.0018974-0.00036601i,-0.0012448-0.00055862i,-0.0009508+0.00017925i,-0.00084502+0.00081203i,-0.00050625-0.0003033i,0.00015838-0.0011837i,1.859e-05-0.001645i,-0.00074276-0.0011666i,-0.00031335+0.00027672i,0.00037309+0.0012299i,0.00045604+0.0010561i,0.00039157+0.00085161i,0.00048914+0.00039479i,0.00019412-0.00047693i,-7.6574e-05-0.00090279i,4.2564e-06-0.000914i,-0.00031787-0.00099387i,-0.0001952-0.00086671i,-0.00025388-0.00033873i,0.00034561-4.2906e-05i,0.0002962+0.00012222i,-0.00080881+0.00019491i
-0.0013234+0.0014985i,-0.0024178+0.0011472i,-0.001083+0.0013735i,0.0007291+0.0011908i,0.0012881+0.00088577i,0.00059683+0.00022615i,5.8565e-05-0.00068438i,2.711e-05-0.00056866i,-0.00022935-0.00039358i,2.0439e-05+0.00037134i,6.1183e-05+0.00057347i,7.1178e-05-0.000235i,0.00029803-0.00054244i,0.0003049-0.00067398i,0.00035315-0.00037936i,0.00020975-0.00058537i,0.00042782-0.0009433i,0.00037882-0.00057109i,-0.00030899-0.00073524i,-0.0009141-0.00083731i,-0.0009945+0.00046827i,-0.00046302+0.00097564i,0.00019294+0.00011495i
0.0037751+0.0029883i,0.0041294+0.0020796i,0.0066087+0.0012162i,0.0048792-0.00041223i,0.0012779-0.0024091i,-0.00010723-0.0028407i,-0.00017959-0.002124i,-0.00037467-0.0015077i,-0.00095984-0.0011903i,-0.00046287-0.00065957i,4.5383e-05-0.00021375i,-0.00042747-0.00018359i,-0.00054676+2.1121e-05i,-0.00021874-0.00025217i,-0.00051458-0.00073661i,-0.00089716-0.00053298i,-0.000902-0.0003154i,-0.00017317-0.00049082i,0.0011751-0.00067124i,0.00088296-0.00052056i,0.00023026+0.00028289i,0.00012047+0.00055581i,-9.778e-05-1.9624e-05i
-0.0014381-0.0033395i,-0.0011632-0.0034186i,-0.002039-0.002634i,-0.0031819-0.0023208i,-0.0033506-0.0013438i,-0.0024976-0.00054185i,-0.00068245-0.00097013i,-0.00043068-0.0013637i,-0.0014519-0.0012021i,-0.0013502-0.00021447i,-0.00056749-6.9785e-05i,-0.00025938+0.00019497i,7.0069e-05+0.00024569i,0.00035962+0.00021228i,-0.00010412+0.00011348i,-0.00081448+7.5895e-05i,-0.0016057+0.00023556i,-0.0014969+0.00053397i,-0.00017996+0.00065256i,-0.00016551-0.00018745i,3.307e-05-0.00025047i,0.00029348-9.4797e-05i,0.000594-0.00090606i
0.0020921-0.00023451i,0.0022328-0.00024861i,0.0021619-0.00054508i,0.001324-0.00092704i,-0.00036602-0.00065497i,-0.0019811-0.0012294i,-0.0011228-0.001219i,0.00019164-0.0007015i,0.00026045-2.2718e-05i,0.00018439+0.00055769i,0.00015616-0.00019645i,0.00039415-0.00087615i,0.00042812-0.00089056i,0.00027951-0.00070798i,-1.5472e-05-0.00072124i,-3.8173e-05-0.00080018i,-0.00010933-0.00016229i,-0.00049481-0.0002083i,-0.00016217-0.00058959i,3.693e-05-0.00088435i,-1.5251e-05-0.00097546i,0.00014106-3.9718e-05i,-0.00052395+0.00044432i
0.00173+0.00078955i,0.0024703+0.00015959i,0.0018748-0.00043829i,0.00082385-0.0011157i,0.00043941-0.00064269i,0.00014033+0.0001738i,3.3574e-05+1.4457e-05i,0.00012585+0.00011267i,-0.0003551+0.0002949i,-0.00072941+0.00010275i,-0.00028444+0.0004359i,-6.8411e-05+0.00092094i,0.00052349+0.00033028i,0.00036562-0.00046833i,-0.0007812-0.00068653i,-0.00097537-0.0007006i,-0.0008298-0.00062337i,-0.00011655-0.00038593i,0.00071375-0.00019429i,0.00062641-0.00023394i,0.00024144-0.00016868i,-7.9361e-05+0.00011271i,-0.00048238-0.00047592i
-0.0010011-0.002264i,-0.0016238-0.0028589i,-0.0015072-0.0024796i,-0.00028696-0.0015095i,-0.00050077-5.1317e-05i,-0.00081295+0.0003211i,-2.3329e-05-0.00097726i,0.0002258-0.0015658i,-0.00034261-0.0010417i,-0.00084934-0.00077742i,-0.00040156-0.00048279i,-0.00028928+0.00026798i,-0.00017585+0.00039816i,0.00079651-0.00029341i,0.00049571-0.0010669i,-0.00061207-0.0013104i,-0.00086761-0.0010866i,-0.00011606-0.00038775i,0.00049427+2.805e-05i,0.0011422+3.0197e-05i,0.00041522+8.7027e-05i,0.00011487-7.259e-05i,0.00069884-5.7909e-05i
0.00096004-0.00045197i,0.0016887-5.541e-06i,0.001408-0.00090574i,0.00064134-0.0020459i,-0.0005671-0.0026756i,-0.00038818-0.0022546i,3.3385e-05-0.0015826i,-0.00017532-0.0016403i,-0.001074-0.0012479i,-0.0016539-0.00065405i,-0.00055703-0.00050171i,0.00044177-0.00040516i,0.00012147-0.0010111i,-0.00023001-0.00058449i,-0.00036302+0.00061875i,-0.00060965+9.1192e-05i,-0.00064124-0.00045628i,-0.00029682-0.00036387i,9.1101e-05+2.8618e-05i,0.00010373+0.00035662i,-0.00046939+6.5512e-05i,-0.00020376-0.00011758i,-0.00051475-6.0887e-06i
-0.0019659-0.0004839i,-0.0021163-0.00064369i,-0.001601-1.6477e-05i,-0.0014505+0.0009543i,-0.0021124+0.00093496i,-0.0010395+0.00064664i,0.00054818+0.00073328i,8.8542e-05+0.00038894i,-0.00075412-0.00034525i,-0.0009584+0.00048111i,-8.6481e-05+0.0011809i,0.00065548+0.0011061i,0.00040901+0.00087742i,-0.00031023+0.00051068i,-0.00086441+2.5928e-05i,-0.00072303-0.00031151i,-0.00094497-0.00017978i,-0.00097304-5.3919e-06i,-0.00066478-0.00011509i,-0.00059316-0.00046509i,-0.00083079-0.00042227i,-0.00057273+0.00011227i,-0.00026578+0.00053918i
0.0016071-0.00037458i,0.0013271-0.0012773i,0.0013566-0.000996i,0.0014355-0.0012865i,0.00090749-0.0012919i,-9.1147e-05-0.0013727i,-0.00058285-0.0018203i,-0.00045482-0.0016791i,-0.0012231-0.00063992i,-0.0018601+9.3007e-05i,-0.001588-0.00012749i,-0.001013-0.00068619i,-0.0010882-0.0013251i,-0.00083285-0.0010934i,-0.00031685-0.00033557i,-0.000698-0.0003366i,-0.0010973-0.00054434i,-0.0014413-0.00018591i,-0.001514+0.00036681i,-0.00101+0.00048862i,-0.00063505+0.00029433i,-0.00045223+4.9516e-05i,-0.00019031+2.2565e-05i
0.00049075+0.0037616i,0.0012009+0.0030156i,0.0019812+0.0014606i,0.0014146+0.00061779i,0.00039995+0.00025435i,-0.00056304-0.00086295i,-0.00017399-0.0020514i,0.00041178-0.0022438i,-0.00033819-0.0011643i,-0.00070172-0.00093609i,-0.00043329-0.001057i,-0.0010367-0.00019905i,-0.0013898+1.126e-05i,-0.00030359+0.00011051i,-7.667e-05+0.00058248i,-0.0011137-0.00013763i,-0.0013173-0.00083019i,-0.0005788-0.00027852i,0.0010619-6.6675e-05i,0.001275-3.1881e-05i,-0.00018359-0.00017033i,-0.0008718-0.000329i,-0.0011346+0.00013185i
0.00048933-0.00088786i,-0.00016757-0.00084664i,0.00010966-0.0014103i,-0.00024074-0.0010265i,-0.001649-0.00044303i,-0.0015872-0.00065466i,-0.00040067-0.0014468i,0.00016103-0.002267i,-0.00049636-0.0015387i,-0.00092171-0.00033197i,-0.00030338-0.00071133i,-0.00047168-0.0009599i,-0.00059815-0.00047115i,0.00011509+0.00017962i,0.00023126+0.0002289i,-0.0003897-0.00026803i,-0.0010126+2.8653e-05i,-0.0012526+0.00019851i,-0.00048947-0.00013538i,-0.00018731-0.00023922i,-0.00015097+0.00030703i,0.00012929+0.00068913i,-0.00033185+0.00048672i
-0.00026668-0.0028693i,0.0013491-0.00355i,0.0010449-0.0032308i,-0.00054208-0.0024346i,-0.0014177-0.0015512i,-0.0013214-0.00043247i,-0.00013728+9.5674e-05i,0.00024863-0.00030537i,-0.00030109-0.00018605i,-0.0012335+0.00081393i,-0.0011093+0.0012138i,-0.00061866+0.00041924i,-0.00083574-0.00045993i,-0.001352-0.00030323i,-0.0010977+6.1573e-05i,-0.00010468+0.00016153i,0.00036744-0.00034536i,-3.9794e-05-0.00085851i,-0.00023902-0.00094156i,8.231e-05-0.00098532i,-9.4705e-05-0.00097373i,3.934e-05-0.00024685i,0.0002291-0.00041451i
0.00061684+0.0021179i,0.00082887+0.0025661i,0.0021238+0.0015128i,0.00198+0.00027068i,0.00035293-0.00032801i,-0.00054587-0.00090571i,0.00017319-0.0016326i,0.00071312-0.001745i,-0.00023807-0.00019317i,-0.0013012+0.00047712i,-0.0011227-0.00032722i,0.00016251-0.00036632i,0.0010997-0.0001366i,0.00062424+0.00026225i,8.9506e-05-5.3386e-05i,-0.00059251-0.00034318i,-0.00019605-0.00014933i,0.00038929-3.5716e-05i,0.00025035-0.00016782i,0.00069285-0.00052914i,0.00074634-0.00081561i,-0.00020886-0.00049856i,1.9327e-05-0.00024496i
-0.0018947-0.0031758i,-0.0018175-0.0025562i,-0.0028717-0.0018655i,-0.0017445-0.0010899i,-0.001185+0.00069652i,-0.00037827+0.0012959i,0.0002987+1.2779e-05i,-0.00061969-0.0019728i,-0.0012885-0.0020424i,-0.0014111-0.00099016i,-0.0012269-0.00047138i,-0.00098975-8.5541e-05i,-0.00035311+0.00093804i,-0.00060434+0.0011671i,-0.00055799-2.5798e-05i,-0.00019444-0.00037398i,-0.00013003-0.00042384i,0.00019483-0.00046977i,0.00054685+0.00036451i,0.00022513+0.00083041i,-0.0010692+0.0010366i,-0.0013137+0.00040305i,-0.00053122-0.00026641i
0.0015631+0.0022047i,0.0028314+0.0029342i,0.0026985+0.0026201i,0.0017669+0.0014315i,0.00068086+0.00012088i,-0.00043436-0.00098198i,-0.0011593-0.001411i,-0.0013573-0.00057462i,-0.0010087+0.00034033i,-0.00029846-0.00012831i,0.00021012-0.00053341i,0.00022011+0.00023682i,2.7889e-05+0.00057585i,-0.00013539+0.00038604i,-0.00014917+0.00018118i,-0.00024335-0.00031834i,-0.00081637-0.00068655i,-0.0014114-0.00098565i,-0.00080303-0.0004222i,0.00014221+9.6188e-05i,6.558e-05-0.00060734i,-0.00072437-0.00092459i,3.9823e-05-0.00070633i
-0.0015104+1.2134e-05i,-0.0010348-0.0012813i,-0.00044014-0.0021159i,-0.00020027-0.0023252i,-0.00056954-0.0020235i,-0.00010402-0.00051985i,-7.0747e-05-0.00020829i,-0.00086551-0.0014938i,-0.0013431-0.0012314i,-0.0016033+0.00059729i,-0.0013015+0.0016832i,-0.00076244+0.001295i,-0.00048358+0.00091815i,0.00010488+0.0010831i,0.00093545+0.00040936i,0.000405-0.00049012i,-0.00026717-0.00022984i,-7.5885e-05+4.3344e-05i,-0.00085914-0.00010196i,-0.0012969-0.0004285i,-0.00064748-0.00040639i,-0.00097671-9.3578e-05i,-0.0010296+0.00058221i
0.00048134+0.00010358i,0.00089428+0.00089973i,0.001964+0.00085121i,0.0021659-0.00076252i,0.001289-0.00068492i,0.0004461-8.3019e-05i,0.00047872-0.00060472i,0.00026308-0.0010181i,0.00025358-0.0014951i,-2.6185e-05-0.00063408i,-0.00033794+0.00029426i,-0.00053891-2.8298e-05i,-0.00059399+5.1539e-05i,-5.3792e-05-9.4527e-05i,0.00016592-0.0012259i,-0.00021546-0.0013434i,-0.00097653-0.00048847i,-0.00047557+0.00024018i,0.00056627+0.00061588i,0.00054668+0.00047328i,0.00032764-0.00052946i,0.00051319-0.00046859i,-5.1215e-05+1.4605e-05i
-0.001781-1.3539e-06i,-0.0023737-0.0002111i,-0.0031382-0.0010472i,-0.0023346-0.0016673i,-0.0017369-0.0012727i,-0.00098109-0.00048338i,-0.0004639+0.00017475i,-0.00046408+0.00042897i,-0.00030302+0.00035316i,-0.00039504+0.00021831i,-0.00024141+0.00024295i,9.1067e-05-0.00013761i,0.00038862+3.8706e-05i,0.00061515+0.0007111i,4.271e-05+0.0003572i,-0.00069608+0.00018192i,-0.00038624+0.0003923i,-0.00047769+0.00038618i,-0.00034763+0.00079158i,0.00064138+0.0011608i,-3.5825e-05+0.0011048i,-0.0010676+0.00030744i,-0.00099089+0.00017942i
