-0.00063872+0.00042383i,0.00020141-0.0008542i,-0.00044623-0.00033985i,0.00027947+0.00046474i,8.2047e-05+0.0023744i,-0.00091979+0.0031343i,-0.0011637+0.0025763i,-0.0011764+0.0025696i,-0.00051558+0.0014498i,-0.00010806-6.8389e-05i,0.00036859-0.0010952i,0.0001305-0.001104i,-0.0014411-0.00057212i,-0.001272-0.00083598i,-0.00048886+0.00039359i,-0.00075688+0.00098522i,-0.00075696+0.00021624i,-0.00041141+0.00044585i,-8.1846e-05+0.00047355i,-0.00012731-0.00014749i,-0.00048985-0.0007793i,7.8852e-06-0.00079953i,0.00087679-0.00019888i
0.0026665+0.00067415i,0.0023202-0.0015787i,0.0031892-0.0019412i,0.0033121+1.9883e-06i,0.0023932+0.00028196i,0.00040944-0.00048117i,-0.00073269+0.00043377i,-0.00021851+0.00083933i,0.00021752-5.0092e-05i,-0.0006156-0.00035417i,-0.001205-0.00033145i,-0.00072177+0.00014669i,-0.00018866+0.00088882i,0.00025471+0.0012161i,-5.5445e-07+0.0012037i,-0.00029219+0.00082632i,-0.00029899+0.00021758i,0.00032023+0.00064893i,0.00086561+0.0010735i,0.00067322+0.00075715i,0.00070416+0.0012584i,0.00072514+0.0016103i,0.00057846+0.00016174i
0.00087952+0.00059312i,0.0012688+0.00028371i,0.0011099-0.00017252i,0.00053204+6.0854e-05i,0.00080789+0.0004999i,0.0010225+0.0003085i,0.00084865-8.7373e-05i,0.0004639+5.1202e-05i,-0.00050168+5.0797e-05i,-0.0010011-0.00049523i,-0.00013081-0.00038439i,8.2237e-05-0.00010417i,-0.00050042+8.8111e-05i,-0.000317+2.5849e-05i,0.00043446+0.00025221i,0.00082257+0.00089232i,0.00019485+0.00036769i,-0.00049155-0.00042117i,-0.0002994-0.00064893i,-9.3987e-05-0.00036408i,0.00012596+0.00047459i,0.00027566+0.00067602i,0.0005808+0.0007571i
-0.00090312+0.00099054i,-0.00056597+0.0014929i,-0.0010651+0.0019014i,-0.00098101+0.0013518i,-0.00013149+0.0014477i,-0.00022798+0.0017582i,-0.00039362+0.0016698i,-0.00094867+0.0013937i,-0.00060395+0.00077089i,4.326e-05-2.2743e-06i,-5.8682e-05-0.00033191i,3.9829e-05-0.0001599i,-0.00031333-0.00076222i,-0.00045783-0.0010168i,-0.00030752-0.00056055i,-0.000498-4.8361e-05i,-0.0005331+1.3312e-05i,-0.00037888-0.00051956i,-0.0003307-0.00056703i,-0.00013309-0.00050182i,-0.00022827-0.00046736i,-0.00015995+0.0001729i,0.00021222+3.4898e-05i
-0.00093715+0.00058873i,-0.00042092+0.0005404i,-0.00063585+0.0010595i,-0.00083313+0.0017094i,-0.00050928+0.0020922i,6.8601e-05+0.0021395i,0.0004542+0.0015395i,0.00044772+0.00062112i,7.1018e-05+0.00031254i,0.00041317+0.0003532i,0.000826+0.00011775i,0.00099915-0.0011395i,0.00065666-0.0016575i,-0.0010193-0.0013696i,-0.0012743-0.00066838i,-0.001001-1.6645e-05i,-0.0013769-0.00046052i,-0.0012188-0.00026615i,-0.0005997+0.00081676i,0.00017845+0.00071135i,0.00073961+0.00062345i,0.0011555+0.00073516i,0.0013271+0.00011221i
0.00010395-0.00099194i,-0.00048924-0.0015018i,-0.00078107-0.0016714i,-0.00051571-0.00036902i,0.00025664-0.00034253i,0.0002772+1.3592e-06i,-8.4207e-06+0.0015314i,-0.00050164+0.0015861i,-5.4216e-05+0.00042831i,0.00041073-0.00013923i,0.00061604-2.9551e-05i,0.00026186-0.00018449i,-0.00011459-0.0009006i,-0.0001253-0.0010324i,0.00024535-0.00034062i,0.00027065+0.00021588i,3.7849e-05+0.00055315i,-0.00052479+6.9594e-05i,-0.00074689-0.00065431i,0.00030815-6.7139e-05i,0.00057863+0.00026523i,-0.00017505-0.00029406i,-0.00051421-4.1284e-05i
0.0010991+0.00035844i,0.00042872-0.0012244i,0.00033796-0.0031047i,0.00027661-0.0028007i,-3.4685e-05-0.0020083i,-0.00052686-0.00055027i,-0.00013094-3.1237e-06i,0.00025276-0.00026059i,-0.00030466+0.00017659i,-0.00074643-0.00017032i,-0.00035622-0.00049734i,0.00011408-0.00018502i,0.00010552+0.00068883i,-7.4323e-05+0.0012371i,0.00029789+0.00086468i,0.00030026+0.00057846i,-0.00059724+0.00039092i,-0.00078768+0.0001792i,-0.00053853+0.00027117i,-0.00029516+0.00042259i,8.5281e-05+0.00014142i,0.00032545-0.00016378i,0.00042531-0.00042888i
0.0015064+2.7251e-05i,0.00099623+0.0005423i,0.00087011+0.0006263i,0.0015242+0.00080147i,0.001675+0.0011239i,0.0013907+0.00022261i,0.00056924+0.00052836i,0.00054831+0.0005039i,0.00055052-0.00047798i,-7.3483e-05-0.00081406i,-0.00011186-0.00096321i,7.2215e-05-0.0011418i,-0.00055578-0.00089801i,-0.00041149-0.00039541i,0.0004725-2.5401e-05i,0.00056959+0.0001151i,0.00017883+0.00024434i,6.4885e-05-2.0072e-05i,-1.6764e-05-0.00034172i,-0.00076167+7.3767e-05i,-0.00061577+0.00081045i,6.8003e-05+0.00051169i,-0.00033908-0.00058789i
-0.0017348-0.0007538i,-0.0014379-0.00064492i,-0.001809-0.00029321i,-0.0015252+0.0010247i,-0.0006877+0.0020912i,-0.00062218+0.0018643i,-0.00095725+0.0010275i,-0.0006719+0.00016531i,-0.00035295+3.8969e-05i,0.00025173-5.417e-05i,0.00078472-0.00027775i,0.00045327+0.00025417i,-0.00038511+7.1686e-05i,-0.00067332-0.00045878i,-0.0005836-0.00032152i,-0.00053446+4.6995e-05i,-0.00057155+0.00056664i,-0.00061228+0.00065656i,-0.00022019-0.00024758i,-0.00034649-0.00019915i,-0.0007959+9.956e-05i,-0.00038243-0.00045185i,0.00055814-0.00035331i
-0.0012414+0.00024357i,-0.0014433-0.00091479i,6.8503e-05-0.00098747i,0.00057541+0.00018189i,0.00016338+0.00089052i,-7.3575e-05+0.0013655i,-0.00064+0.0012418i,-2.9092e-05+0.00054172i,0.00046496+0.00025132i,0.00084832-0.00056292i,0.0012337-0.00067446i,0.00026081-0.00020727i,-0.0005762+0.0003867i,-0.0004801+0.0005484i,-0.00017062+0.00017951i,-5.3555e-05+0.00040703i,0.00059191-0.00035446i,0.00074774-0.00036706i,-5.2825e-05+0.00045908i,-0.00074687-0.00013427i,-0.00097384+6.5723e-05i,-0.00083335+0.00085789i,-0.00015356+0.00088125i
-0.00081019+0.0010373i,-0.00012178-0.00029253i,7.8208e-05+5.3087e-05i,0.00044971+0.00093435i,0.00081183+0.00064848i,-0.00013451+0.00011554i,-0.0010053+0.00011027i,-0.00088331+0.0001092i,-5.961e-05-0.00062835i,7.4568e-05-0.0010486i,-0.0001765-0.00093642i,-0.0002565-0.00027163i,0.00016055+0.00027987i,0.00083899-7.37e-05i,0.00038311-0.0005759i,0.00011371-0.00013473i,-2.0194e-05-6.0845e-05i,-0.00067635-0.00039468i,-0.00018273-4.1447e-05i,-0.0001095+0.00056448i,7.1406e-07+0.0008564i,8.0052e-05+0.00080382i,0.00021096+0.00032355i
-0.0013367+0.0008916i,-0.0012004+0.0012776i,-0.0022782+0.0026954i,-0.0010896+0.0036058i,0.00031747+0.0036354i,0.00018595+0.0023875i,-0.0004739+0.00065123i,-0.00097028-0.00043147i,-0.00048944-0.00036106i,0.00012114+0.00029555i,0.00088565+0.0002349i,0.0016163-0.00034056i,0.0015048-0.00043656i,8.3358e-05-0.00060425i,-0.0008819+0.00019354i,-0.00075625+0.00091341i,-0.0010497+0.00056858i,-0.0005146+0.00029395i,0.00027528+0.00050348i,0.00043033+0.00036606i,0.00066417+0.00020058i,0.00077033+0.00030893i,0.00040766+0.00093055i
-0.00012269-0.00085229i,-0.00075623-0.00094892i,-0.00052616-0.0013769i,-0.00033257-0.00029306i,-6.403e-05+0.001086i,0.00070564+0.00099826i,0.00075139+0.00054049i,0.00053942+0.00056348i,0.00047433+0.00021758i,0.00033261-0.00010884i,0.00012638-0.00025541i,0.00024041-0.00020286i,5.989e-05-6.4533e-05i,0.00038739-0.00060859i,0.00098386-0.00074581i,0.00091415-0.0001383i,0.00078458+0.00029646i,0.00062201+0.00024006i,0.00018145+0.00012502i,-0.00017967+3.5373e-05i,-0.00062293+6.549e-05i,-0.00023+0.00024405i,0.00045331+0.00061388i
0.00098211-0.00022198i,0.00030772-9.5241e-05i,4.1486e-05-0.00051497i,6.8051e-06-0.0010684i,-0.00022259-0.00095139i,-0.0005978+6.5991e-05i,-0.00095272+0.0007017i,-0.00067312+0.00077593i,-8.1447e-05+0.00026155i,2.0297e-05+0.00015927i,-1.5334e-05-0.0002323i,-0.0010457-0.0010568i,-0.0014006-0.00061522i,-0.00058655+0.00054403i,0.000253+0.00044915i,0.00032606-0.00010432i,-0.00077167+7.6132e-05i,-0.00070847+0.00015601i,0.00045333+0.00086406i,0.0006069+0.0014805i,0.00028273+0.00090319i,7.5113e-05-0.00021928i,0.00018282-6.9719e-05i
-0.00014947-0.00010082i,0.00027392+0.00017227i,0.00052304+0.0020141i,0.00076492+0.002769i,0.0011313+0.0014391i,0.0013064+0.00034906i,-2.9031e-05+7.2781e-08i,-0.00090503+0.00035769i,-0.0010315+0.00026239i,-0.0010655-0.0005375i,-0.00032002-0.00024924i,0.00043452-0.00048993i,0.00068209-0.00031092i,6.2378e-05-0.00028334i,-0.00055038-0.00045345i,-0.0010664+0.00070677i,-0.0014469+0.0011892i,-0.00099232+0.00073134i,-0.00049987+0.00035483i,-4.5096e-05-0.00011898i,7.4971e-06-0.00042042i,-5.359e-05-7.237e-05i,0.00032655-7.9821e-05i
-1.003e-05+0.00035472i,6.4225e-05-0.00068462i,-6.4713e-05-0.00085036i,0.00017791+0.00031424i,0.00082047+0.00066324i,0.0001402+0.00039119i,-0.00052739+0.00082014i,-0.00029023+0.0010639i,6.738e-05+0.00044171i,0.00031672+0.00013415i,0.00023845+0.00056458i,-7.6047e-05+0.00042143i,-0.00024975-0.00043335i,-0.00017404-0.00028238i,-0.00044272+0.00029425i,-0.00095293+2.3397e-05i,-0.00094394+0.00017902i,-0.00063387+0.00060954i,-0.00045467+0.00036274i,-0.00073471+0.00017197i,-0.00019118+0.00089941i,0.0002661+0.0018995i,0.00024667+0.0017796i
-0.0021185-0.0013902i,-0.0025046-0.0011802i,-0.0025268-0.00015312i,-0.0017562+0.00079039i,-0.0012639+0.0018986i,-0.0010215+0.0024408i,-0.00021908+0.0023701i,0.00030409+0.0018771i,0.00024104+0.0013183i,0.00043763+0.0011581i,-0.00017683+0.0014949i,-0.00032956+0.0013699i,0.00024272+0.00039842i,0.00046802-0.00065993i,-0.0003471-0.0010336i,-0.00061988+5.0811e-05i,7.8985e-05+0.0010271i,-0.00046954+0.00054505i,-0.0010497-6.7916e-05i,-0.00079246-7.8966e-06i,-0.00032522+0.00059656i,-8.6708e-05+0.00090901i,5.7402e-05+0.00056569i
0.00094433-0.0012326i,0.00015592-0.0010385i,0.00031182+0.00050491i,0.001803+0.001509i,0.0021507+0.0015824i,0.0016606+0.00092059i,0.00067189+0.00046641i,-0.00017564+0.00024731i,-0.00055741-0.00029348i,-0.00024083-0.00035197i,0.00031862-0.00037955i,0.0008577-0.00044011i,0.00025281-0.00059483i,-0.0010428-0.00061335i,-0.0010531-0.00021657i,-0.00012907-0.00016518i,-6.4392e-05-0.00045709i,-8.6216e-06-0.0010343i,0.00012649-0.00076213i,-0.00018789+0.00042045i,0.00019072+0.00074326i,0.0004782+0.00050371i,-0.00017055+0.00036334i
-6.1499e-05-0.0012996i,-0.00054402-0.0011627i,-0.0015719-0.00074634i,-0.0013664+0.00025378i,-0.0011796+0.0012666i,-0.00057055+0.0018014i,-0.00042471+0.0013999i,-0.0014496+0.00045857i,-0.0015042+0.00056226i,-0.00019669+0.00087613i,0.00040351+0.00052971i,0.00012917+0.00019026i,0.00017208+7.3025e-05i,0.0005494+0.00019129i,0.00037943-0.00027268i,-6.2022e-05-0.00052154i,7.9131e-05-0.00025127i,0.00021151+0.000415i,6.9104e-05+0.00020478i,0.00012219-0.00066186i,-0.00035933-0.00017026i,-0.0004916+0.00016571i,-0.00013087-0.00057041i
-0.00024182+0.00028104i,-0.00069906-0.00038011i,2.8367e-05-0.00040975i,0.00095546-0.00046366i,0.0011549-0.00016071i,0.0005731+0.00024426i,3.4486e-05+0.00097127i,-0.00056822+0.00066078i,-0.00034654-0.00012066i,-0.00044928-0.00039908i,-0.0009579-0.00017935i,-0.00059673-0.00047077i,-0.00030538-0.00080441i,-0.0002538-0.00051707i,-0.00022087+3.6004e-05i,1.8578e-05+0.00069246i,0.00028567+0.0010581i,0.00020884+0.00032336i,-3.9379e-05-0.00051646i,0.00014026+8.869e-05i,0.00031268+0.00071013i,7.9155e-05+0.00042788i,-5.548e-05-5.507e-06i
-0.00011329-0.00062336i,-0.00033708-0.0010371i,-0.00037734-0.00040458i,0.00027404+0.0012298i,0.00066075+0.0011287i,0.00034818+0.00051412i,-0.00053487+0.0015513i,-0.00074308+0.0021081i,-0.00062971+0.0010286i,-0.00059202+0.00021563i,-8.2181e-05-0.00026373i,0.00047227-0.00039739i,-7.9851e-05+0.00030624i,-0.0013979+0.00052187i,-0.0014845-4.9907e-05i,-0.0010627+0.00016014i,-0.0011874+0.0010416i,-0.00083208+0.0010659i,-0.00010035+0.00082149i,0.00020994+0.00060403i,0.00046166+0.00056115i,0.00065042+0.0003683i,0.00060073-0.00031563i
-0.00034851-0.0014708i,-0.00061876-0.00071483i,-0.0012982+0.00081067i,-0.0014148+0.0019336i,-0.0015202+0.0023874i,-0.00040444+0.0026959i,0.00040195+0.0016068i,0.00018448+0.00051545i,0.00018322+0.0007663i,0.0011858+0.00048448i,0.0013652-0.00013047i,0.00050558-0.00015639i,-0.00034941-0.00087817i,-0.00082541-0.0013046i,-0.00029568-0.00058657i,-7.486e-05-0.00053556i,-0.00048423-0.0003028i,-0.00086349-7.691e-05i,-0.00052102-6.4469e-05i,0.00013975+0.00029038i,0.00014609+0.0005061i,0.00064274+0.00048081i,0.0007715+0.00037781i
0.0025149-0.00017878i,0.0017958-0.00036174i,0.0014394-0.0012644i,0.0011217-0.0017195i,0.00078675-0.0004381i,-0.0005848+0.00082979i,-0.0012608+0.00056534i,0.00018384+0.00042817i,0.00033537-0.00030954i,-0.00083334-0.0017915i,-0.00022778-0.0013523i,0.00033124-5.49e-05i,0.00076958+0.0010451i,0.0010597+0.00091576i,0.00060248+0.00030709i,0.00024149-0.00023613i,0.00066114-0.00078887i,0.00013987+1.6721e-05i,-0.00012391+0.00068801i,0.00047824+0.00081173i,0.0010383+0.0011014i,0.0010957+0.00056222i,0.00047943+0.00010424i
0.0022103+0.00019044i,0.0017964-0.0018883i,0.00067408-0.0018358i,5.7071e-05-0.00030769i,-0.0004011+0.00042212i,-0.0013473+0.00088183i,-0.0014184+0.00093389i,-0.00061466+0.00044337i,5.3426e-05+0.00052974i,2.4805e-05+0.00021164i,0.00036411+0.00045086i,-0.00025383+0.00043035i,2.2432e-05+0.00074679i,0.0010051+0.0012352i,0.00060112+0.00057624i,0.0004127-0.00040358i,0.00050615-0.00093013i,0.0004004-0.00063147i,6.1244e-05-0.00021602i,-0.00073636-0.00025162i,-0.0010411+0.0006255i,-0.00038402+0.00055401i,-0.00013354-4.8345e-05i
-0.00010817-0.00087046i,-0.00037442-0.00079485i,-8.3537e-05-1.4521e-05i,-0.0001166+0.00037307i,7.9989e-05+0.00044532i,0.00033571+0.00029157i,0.00027326+0.00027481i,-0.00029018+0.00041492i,-0.00028716-0.00013926i,8.1451e-06-0.00027397i,1.3163e-05-0.00021581i,0.00012842+0.00029399i,0.0001919+0.00045997i,-0.0001748-0.00028313i,-0.00020381-0.00034408i,-0.00035093-4.4843e-05i,-0.00076553+6.587e-05i,-0.0010547+6.6152e-05i,-0.00073766+0.00016849i,-0.00026918+0.00094723i,-0.00031089+0.00082064i,-0.00011776-0.00014672i,6.1627e-05+0.00030496i
0.0008258+0.00069291i,0.00070918-0.00012058i,0.0017458-0.00038658i,0.0012375-0.00071393i,0.00017512-0.0015739i,-0.00051671-0.0012327i,-0.00052764-0.00082563i,-7.2686e-05-0.00039213i,-7.601e-05+0.00071866i,-4.1275e-05+0.0010132i,0.00046489+0.00050394i,0.00028752-0.00025022i,-0.00023772-0.00097025i,-0.00046429-2.3989e-05i,-0.0002333+0.0010387i,0.00038147+0.00097487i,0.00022154+0.00069129i,0.00031012+0.00080209i,0.00035144+0.0010505i,-5.4404e-05+0.0012584i,0.00063024+0.0010708i,0.0010289+0.00038873i,0.00044016-8.7485e-05i
0.0008544+0.0011982i,0.0011538+0.0018983i,0.00211+0.0014232i,0.0022183+0.00057991i,0.0013151+0.00019073i,0.00034102-0.00026252i,0.00021034-0.00011157i,0.0001887+4.6401e-05i,0.00012836-0.00056227i,6.3054e-05-0.0012342i,2.3723e-05-0.0010955i,4.6023e-05-0.00054186i,-0.00014372-5.8286e-05i,0.00010375-0.00013372i,0.00025439-4.6718e-05i,0.00045285-1.8274e-05i,0.00062648-0.00024583i,0.00036265+0.00025006i,0.00034366+0.00087321i,0.00037341+0.000422i,0.00038918+0.00034572i,0.00071196+0.00076495i,0.00032308+0.00035195i
-0.0013003-0.00020571i,-0.0025496-0.00042806i,-0.0021628-0.00046034i,-0.00084925+0.0011031i,-0.00056419+0.0017336i,-0.00023939+0.00077385i,-0.00027785+0.00016926i,-0.00035147+0.00010202i,-0.0004352+9.4417e-05i,-0.00081514+0.00069422i,-0.00014742+0.0010301i,0.001178+0.00012475i,0.00080635-0.00059178i,4.198e-05-0.00084442i,-0.00013927-0.00087303i,-0.00057486-0.00080781i,-0.00024495-0.00049804i,0.00045621+0.00026349i,-2.8541e-05-2.3717e-05i,0.00019778-0.00028699i,0.0010182-0.0001004i,0.00038949-0.00023773i,2.786e-05-1.2449e-05i
-0.00045168+0.0014683i,0.00063389+0.0017417i,6.0389e-05+0.0019049i,-0.00015568+0.0016821i,0.00030947+0.0011609i,0.00072633+0.00035877i,-0.00026468+7.6248e-06i,-0.0012924+0.00026817i,-0.00067756+0.00040533i,-0.00023615+0.00055887i,-4.1262e-05+0.00020217i,2.1876e-05-0.0001644i,-0.00032014-0.0002434i,-0.00034178+2.5033e-05i,-0.00017485-1.9904e-05i,2.8921e-05+0.00029449i,0.00044706+0.00055993i,0.00044874-0.00030899i,8.158e-05-0.0004146i,0.00036603+0.00059802i,0.00012188+0.00039244i,0.00035802-9.5368e-05i,0.0003442-0.00029814i
-0.0011259+0.00068331i,-0.00083894+0.0012882i,-0.00035993+0.0030251i,0.00055143+0.0033723i,0.0011831+0.0026859i,0.00081461+0.0019202i,0.00039774+0.0013751i,0.00038879+0.00054693i,2.3581e-05-0.00010687i,-0.00017281+0.00020653i,-9.691e-05+0.00087287i,-0.00050341+0.00048409i,-0.00078395-0.00042192i,-0.00077672-0.00096403i,-0.00085589-0.0004964i,-0.00086904-0.00015598i,-0.00073396-0.00040028i,2.4248e-06-0.00024935i,0.00075883-9.4496e-05i,0.00077085-0.000316i,0.00049931-0.00026507i,0.0003699+0.00041646i,0.00026861-0.00012807i
0.00037695+0.00035i,0.00046724+0.00087422i,0.0014742+0.00099298i,0.0014979+0.0007064i,2.4161e-05+0.00057279i,-0.0010526+0.00034174i,-0.0013114+0.00083022i,-0.00064438+0.00086534i,-0.00077777-0.00040397i,-0.00064037-0.0013515i,0.00035388-0.00094378i,0.0013851-0.00018232i,0.0016745+0.00083342i,0.00083859+0.00058616i,3.634e-06-0.00034375i,-1.7613e-06-0.0006625i,-0.00022272-0.0013473i,-0.0006699-0.0017241i,-0.00092257-0.00096739i,-0.00076529-0.00067052i,-0.00017036-0.00056587i,0.00041904-0.00031609i,0.0005102-4.8666e-05i
0.00090307-4.7782e-05i,0.00017414+0.0013i,-0.00020981+0.0011855i,-0.00010451+0.00129i,0.00047619+0.0018464i,0.00093494+0.0017343i,0.00058492+0.0013073i,2.6956e-05+0.00089903i,-0.00029783+0.00067074i,-0.00072081+0.00034575i,-0.00085488-0.00023835i,-0.00030167+7.7524e-05i,-0.00044438-0.00010564i,-0.00022608-0.0013844i,0.00068606-0.0010168i,0.00054206+0.0004516i,-0.00031614+0.00046748i,-0.00090778+0.00041998i,-0.00012631+0.000332i,0.0004075+0.00041946i,2.1641e-05+0.0012825i,0.00013289+0.0015251i,0.00017358+0.0010072i
0.0010364-0.0012955i,9.7223e-05-0.0022867i,-0.00050978-0.0020024i,-8.402e-05-0.001825i,-0.00070219-0.0011344i,-0.0021257+0.00077925i,-0.0018437+0.0014341i,-0.0010966+0.00066966i,-0.00021958+0.00055854i,0.00062043+0.00087983i,0.0010056+0.0002974i,0.0011194-0.00049237i,4.9967e-05+9.669e-06i,-0.00053281+0.00040926i,0.00016702+0.00040807i,0.00046915+0.00038919i,-3.3219e-05+0.00085398i,0.0001127+0.0009714i,0.00042071+0.000664i,0.0005873+0.00071223i,0.0010278+0.00066011i,0.0010445+0.00021699i,0.0010244-0.00025828i
-2.0523e-05-0.000615i,-0.00022325-0.00053374i,6.1434e-05+7.4461e-05i,-0.00012554+0.00019913i,-0.00043074+0.00083201i,-0.00049452+0.0012976i,-0.00030245+0.0014955i,-0.00010408+0.0015803i,-0.000167+0.00040509i,-0.00035817-0.0001848i,-0.00070337+0.00065894i,-0.0010425+0.00065164i,-0.00068576-0.00056111i,-0.00048539-0.00068266i,-0.00065832+0.0002017i,-0.00029716+4.0768e-05i,-0.00013403-0.00055654i,-0.00045511-0.00020959i,-0.00054316+0.00028771i,-0.00063002-3.0254e-05i,-0.00065975-0.00011249i,-0.00015228-1.6008e-05i,0.00049245-0.00015472i
-0.0027465-0.0015898i,-0.0023028-0.00044512i,-0.0019307+0.00095827i,-0.00098331+0.0020912i,-8.7239e-05+0.0022954i,2.7e-05+0.0018427i,0.00022621+0.0016377i,-0.00025821+0.0012357i,-0.00074136+0.00050698i,-0.0010467+3.7975e-05i,-0.00011337-9.2332e-05i,0.0005409+0.00068265i,-0.00018921+0.00075679i,-0.00068899-0.00037727i,-0.00055272-0.00070314i,-0.00064268-0.00014775i,-0.0017077-0.00029694i,-0.0014062-0.00081757i,-0.00021622-0.00019073i,0.00041206+0.00022636i,0.00046532+0.00081803i,0.00052424+0.0011365i,0.00033048+0.0010122i
0.00087657-0.00061272i,-0.00025103-0.00075042i,-0.00029668-0.0016556i,-0.00010719-0.000894i,-1.2877e-05+0.00014325i,-0.00021578+0.00080609i,-0.00061713+0.00071312i,-0.0005811-0.00066694i,-0.00051719-0.001004i,-0.0010375-9.0642e-05i,-0.0011126+0.00019041i,-0.0003663+0.00013887i,0.00050271-6.3963e-05i,0.00059579+0.00042891i,-0.00016151+0.00067459i,-0.00081771+0.00030679i,-0.0013457+0.0003338i,-0.0020095+0.00039617i,-0.0010249+0.00090016i,0.00034292+0.0012429i,0.00085695+0.00052727i,0.0007922+0.00032069i,0.00029164+0.00037852i
-0.00054944-0.00010966i,0.00034188-0.00025591i,-0.00063837-0.00063182i,-0.0018078+5.2852e-05i,-0.0024648+0.0012076i,-0.0021316+0.0019105i,-0.00078913+0.0023056i,-0.00031406+0.0016387i,2.2396e-05+0.00028861i,4.0267e-06+6.381e-05i,-0.00066324+0.00035655i,-0.00089333+0.00043265i,0.00024727+0.00032374i,0.0012782-0.00035125i,0.00086836-0.00041274i,0.00056333+0.00017483i,0.00019506+0.0008009i,-0.00046069+0.001089i,-0.00080061+0.00059089i,-0.0011195+0.0003177i,-0.00065359+0.00038679i,0.00024425-0.0001001i,0.00023679-7.6177e-05i
0.0013631-0.0008989i,0.00060309-0.00074362i,0.00077185+6.3933e-05i,0.00063481+0.00077252i,-0.00023926+0.00070003i,-0.00070714+0.00038614i,-0.00053486+0.0008881i,-0.00021184+0.0012258i,-0.0001731+0.00021366i,-0.0010627-0.00089778i,-0.0017484-0.0011078i,-0.00034614-0.0012718i,0.00022297-0.0014877i,-0.00040012-0.00084295i,-0.00040387-6.7236e-05i,-0.00084052-9.921e-05i,-0.0010144-0.00032671i,-0.00071383-6.0197e-05i,-0.00052664+0.00017489i,-0.00042477+0.00024601i,-0.00054856-0.00017919i,-0.00031968-0.00010289i,0.00033956+0.00052486i
-0.00020415+0.00058559i,-0.00089071+0.00033784i,-0.0017096+0.00078839i,-0.0020313+0.0021968i,-0.0017973+0.0026863i,-0.00086961+0.0017617i,-0.00039185+0.00038572i,-0.00045917-0.00025495i,-0.00048229-4.0845e-05i,-0.00019086+0.00054992i,-5.3886e-05+0.00023902i,-4.2032e-05+0.00011367i,-0.00029223+6.9788e-05i,-0.0006039-0.0006741i,-0.00064106-0.00061139i,-0.00014994+0.00033741i,-0.00031418+0.00054075i,-0.00021521+0.0001289i,0.00017646+0.00011848i,0.00030182+0.00031979i,0.00074927+0.00032646i,0.00046823+4.2095e-05i,-0.00015916-0.00064536i
-0.0015875+0.00039618i,-0.00133+0.0010138i,-0.0002406+0.00087101i,0.0005158+0.00045074i,0.001137+0.00027326i,0.0013668+0.00052863i,0.00054522+0.00083105i,-0.00036813+0.00067879i,-0.0008254+0.00060857i,-0.00011241+0.00080612i,0.00072427+0.00081691i,0.00036556-5.5046e-05i,2.6181e-05-0.00050028i,-0.00044851-0.00019894i,-0.00079567-0.00031816i,-6.8332e-05+7.7643e-05i,0.00016192+0.0003324i,-9.3466e-05+0.00014522i,-0.00039987-0.00020295i,-0.00030941-3.1761e-05i,5.8362e-05-4.2662e-05i,0.00031498-0.00048522i,-2.6639e-05-0.00041115i
-0.00073136-2.6242e-05i,0.0012438-0.00034702i,0.0020038+3.7758e-05i,0.0021888+0.00089233i,0.0023135+0.0015879i,0.00069298+8.3642e-05i,-0.0006139-0.00084836i,-0.00049888-0.00021732i,-7.8196e-05+0.00021216i,6.9619e-05+0.00023167i,-0.00030859-0.00043467i,-0.00054241-0.0015168i,-0.00051539-0.0014773i,-0.0008081-0.0010035i,-0.00090518-0.00093982i,-0.00086977-0.00039028i,-0.00055042+2.25e-05i,-0.00023467+0.00038983i,0.00033629+0.0011111i,0.00071939+0.0010957i,3.3574e-05+0.00061862i,-0.00042583+0.00024225i,-0.00012395-0.00020263i
-0.00022123+0.00014378i,0.0002447+0.001637i,-0.0011105+0.0027977i,-0.001655+0.0023834i,-0.00093016+0.0022835i,0.00025509+0.0016296i,0.00086344+0.00089305i,0.00042318+0.00072833i,0.00046384+0.00049646i,-9.2591e-05-0.00015078i,-0.00071048-0.00071055i,8.148e-05-0.00067121i,0.00072011-0.0010937i,0.00083182-0.00076472i,0.00079716-0.00028997i,0.0008001-0.00013181i,0.00036353-0.00010587i,-0.00017027+7.8956e-05i,-0.00048284+0.0007277i,-0.00035324+0.00047403i,-0.00034984-0.00072228i,-0.00065342-0.001254i,0.0001045-0.00067887i
0.00028615-0.0011653i,-0.00010221-0.0014026i,-9.9207e-05-0.0019981i,-0.00065142-0.0014213i,-0.0015844-0.00031587i,-0.0011068+0.00014765i,0.00029603+0.00012626i,0.0010439+0.0001218i,-0.00010839+0.00045499i,-0.00077661+0.00010021i,-0.0007684+0.00013254i,-0.0005354-4.3787e-05i,-0.00025543-2.1495e-05i,-0.00026597+0.00055763i,0.00038711+0.00012945i,0.00063071+7.5184e-05i,0.00039878+0.00040935i,-8.6943e-05-3.0952e-05i,-0.0010237+0.0005946i,-0.0010701+0.0013065i,-1.6552e-05+0.00080796i,0.00086445+0.00073015i,0.0013207+0.00020347i
