-0.00048361-0.00059655i,-0.0016777-0.0010141i,-0.0023184-0.00078369i,-0.0019455+0.0004048i,-0.0016812+0.0015501i,-0.0017486+0.0019551i,-0.00050563+0.0014841i,0.00032801+0.0010645i,0.00082753+0.00069083i,0.0013037+0.00020373i,0.0011705-0.00038356i,0.00052695-0.00030156i,6.7178e-05-0.00015242i,-9.2776e-05+0.00015449i,-0.00057527+0.00045551i,-0.00081199+0.00034515i,-0.00080913+0.0004112i,-0.00012702-0.00033233i,0.00016413-0.00070573i,-2.1714e-05+6.5184e-05i,-0.00035587+9.2856e-05i,-0.00086004-0.00022535i,-0.00091244+0.00040195i
-0.001045-0.00066549i,-0.0012617+0.00031986i,-0.0012093+0.0011308i,6.0068e-05+0.0016127i,0.00040211+0.0015529i,0.00027351+0.00032252i,0.00015155-0.00082455i,7.8556e-05-0.00069523i,0.00046635+7.2337e-05i,-0.00011203-0.00018928i,-0.0003763-0.00096957i,-0.00020389-0.00020839i,0.00071491-0.00012036i,0.0013112-0.0011011i,0.00070817-0.00075181i,0.00023583+3.1623e-05i,0.00011258+0.0003601i,0.00029062+0.00046045i,0.00053674+0.00022505i,0.00029748+4.8612e-05i,-0.00014711+0.0003518i,-0.00049058+0.00083916i,-0.0007081+0.00092118i
0.001735-0.0029488i,0.0015934-0.0029042i,0.00046041-0.0029921i,-0.0015698-0.0020812i,-0.0026754-0.00045517i,-0.0017398+0.0011409i,0.00033241+0.0014156i,0.0015934+0.0010745i,0.001165-6.8016e-05i,-0.00025921-0.00077706i,-0.00086335-0.00044639i,-0.0007574-0.00090452i,-0.0011987-0.00077068i,-0.0010072+0.00030562i,-7.5632e-05+0.00098625i,0.00019657+0.00029254i,-0.00030846-3.6022e-05i,-0.00035417-2.3555e-05i,4.1936e-05-0.000644i,0.00038918-0.00043946i,0.00021606+6.7433e-05i,-0.00055343-0.0001026i,-0.0010489-0.00022574i
-0.00093267-0.001046i,-0.0010321-0.00046943i,-0.0023717-0.00061084i,-0.0026699-0.00011578i,-0.0010495+0.00061733i,7.042e-05+0.0012973i,-0.00017715+0.0010431i,2.8413e-05-0.00030631i,0.00036434-0.00035863i,-0.00026073+0.00046939i,-0.00062083+0.00048311i,3.0015e-05-0.00024759i,0.0009407-0.0008579i,0.0016153-0.00072184i,0.0014158-0.00048532i,0.0011052-0.00076091i,0.00067456-0.00058882i,-0.00031243+1.0318e-05i,-4.977e-05+0.00011355i,0.00030639+1.0446e-06i,0.00030551+0.00017306i,-0.00029131+0.00038344i,-0.00070133+0.00069287i
-0.00075425-0.0016939i,-0.00037103-0.0010113i,-0.00112-0.0011769i,-0.0023069-0.00043339i,-0.002616+0.00088847i,-0.0016535+0.00079089i,-0.00053348-1.5948e-05i,-0.00086198-0.00052778i,-0.00055294-0.00027485i,-6.1777e-05+0.00037773i,-0.00083998+0.00070173i,-0.00021478+0.00040025i,0.001075-0.00030081i,0.00094569-0.00020005i,0.00037245+0.00066648i,5.2775e-05+0.00071882i,0.00037214-6.8911e-05i,0.0010422-0.0004015i,0.0010741-0.00059226i,0.00040181-0.00025072i,-0.0003111+0.00065552i,-0.00047609+0.00071144i,-0.00038094+0.00041479i
-0.0013575+0.00058181i,-0.00081358+0.001351i,-0.0013923+0.0025224i,-0.00093605+0.0026751i,-0.00022067+0.0014098i,-0.00043689+0.0004797i,-0.0005276+0.00046335i,0.00054908+0.00025229i,0.00091539-0.00012563i,0.00034487+0.00022113i,-0.00045243+0.000432i,-0.0011251+0.00019189i,-0.0007066-0.00043127i,-0.0002289-0.00065891i,-3.6523e-05-0.00065421i,0.00038129-0.00021773i,0.00031054+0.00036283i,0.00030505+0.00036587i,8.4316e-06-0.00032754i,-0.00010953-0.00060569i,0.00024906-0.00042077i,-7.293e-06-8.4108e-05i,0.00010575-0.00017226i
-8.2506e-05-0.0015755i,0.0008379-0.00091002i,0.00013955-0.00052111i,-0.00035921-0.00099587i,0.00034523-0.00023245i,0.00066868+0.00029877i,7.8658e-05-1.9482e-06i,-4.7988e-05+0.00031844i,0.00034777-0.00052662i,0.00035271-0.0012716i,-0.00026103-0.00010091i,-0.00029719+0.00047954i,0.00064087+0.00024426i,0.00046459-8.3747e-05i,0.00022286-0.00037285i,0.00078673-0.00010893i,0.00075612+0.00015836i,9.3771e-05+0.00015963i,-0.00074113-0.00013893i,-0.0010633-0.00048567i,-0.000496-0.0007825i,0.00057053-0.00038114i,0.00088064+0.00013503i
-0.00020404+0.00017499i,-0.00036805+0.00061597i,-0.00097541+0.00089758i,-0.0011126-5.0953e-05i,-0.00085337-0.00097133i,-0.0005469-0.0013833i,-0.00044964-0.00097775i,-0.00086429-3.1061e-05i,-0.00096189+0.00035289i,2.3866e-05-0.00016085i,0.00028652-0.0005457i,-0.00014667-0.000459i,0.00022703-0.00069738i,0.001156-0.00070265i,0.0011721-0.00036199i,0.00040737+6.8627e-05i,0.00023736+7.9581e-05i,1.0628e-05-0.00032637i,-0.00019866-0.00050513i,3.1621e-05-0.00093764i,0.00017099-0.00076606i,0.00046656-2.1911e-05i,0.00045071+0.00010624i
0.0001687-0.00074048i,0.00016892-0.00040444i,-0.00062034-0.00059429i,-0.0012547-0.00065879i,-0.00095453-0.0005082i,-0.00010611-0.00048037i,-0.00025657-2.0862e-05i,-0.000706+0.00031115i,-0.00026115-3.6851e-05i,-0.00019832-0.00064736i,-0.00070925-0.00096823i,-0.00020421-0.00096009i,0.00096096-0.00054383i,0.0011875-0.00013889i,0.00098575-0.00045807i,0.00098345-0.00081613i,0.00078307+6.9533e-05i,0.00044119+0.00028144i,0.00025903-1.9946e-05i,2.908e-05+0.00040966i,0.00020422+0.0010253i,0.00074659+0.0013783i,0.0010992+0.0010355i
-0.00054791-0.0006152i,-0.0004625-1.1136e-05i,-0.0011108+0.00076995i,-0.00063564+0.0013135i,-0.00013914+0.00084199i,0.00037975+0.00067962i,0.00090799+0.0003059i,0.0011639-0.00010764i,0.0010046-0.00030376i,-4.755e-05+0.00023786i,-0.00074421+0.00043808i,-0.00026927-0.00055784i,-8.4238e-05-0.00042466i,-0.00023368+0.00033361i,-8.5301e-05+0.00012294i,-5.4039e-05-0.00035974i,-0.00031389-0.00062056i,-0.000787-0.00057568i,-0.00056021-0.00060036i,0.0002192-0.0010204i,0.00028442-0.00020504i,-0.00055293+0.0012253i,-0.00036722+0.0012636i
-0.0029898+0.0013496i,-0.0023787+5.9897e-05i,-0.0021368-0.00061297i,-0.0014496+0.00023883i,0.00018386+0.00044712i,0.00064634-0.00086986i,-7.1597e-05-0.00081509i,-0.00096704+0.00065382i,-0.00044734+0.00076961i,0.00032241+0.00031177i,0.00034943-1.284e-05i,0.00021561-0.00030582i,-0.00013138-0.00083831i,-6.662e-05-0.00065952i,-0.00017838-0.00027851i,-0.00011408-0.00031766i,3.9024e-05+0.00020685i,3.0868e-05+0.00025616i,0.00043827-0.00018645i,0.00041562-8.8386e-05i,0.00012885-0.00013564i,0.00065754-0.00035909i,0.00090762-0.00018573i
0.00035651+5.2014e-05i,-0.00030537-5.1283e-05i,-0.00078077+0.00046704i,-0.0004145+0.00048128i,0.00044974-0.00023536i,0.00089779-0.0011202i,0.00040533-0.0010244i,9.1816e-05-0.00055012i,0.00030644-0.00033159i,-0.00017219+0.00040212i,0.00010429+1.0199e-05i,0.00011733-0.00093571i,-0.0012595-0.00051685i,-0.0016303-0.00023554i,-0.00059989-0.00010116i,0.00025987+0.00017625i,0.00083282-0.00055647i,0.0011994-0.001459i,0.00080199-0.00099989i,7.1612e-05-0.0003293i,-0.00069917+0.00061375i,-0.001395+0.00077401i,-0.00081322+0.00017079i
-0.000848+0.0014073i,-0.0014175+0.0014704i,-0.0014409+0.00059697i,-0.0020693+0.00047658i,-0.0022337+0.00057561i,-0.00080781+0.00050313i,0.00062433+0.00039967i,0.00062084+0.00077245i,-0.00012588+0.00090711i,-0.00028009+6.1049e-05i,0.00011484-0.00038843i,5.7849e-06-3.2252e-05i,-0.00074565-0.0005382i,-0.0010542-0.00092621i,-0.00071332-0.00024666i,-0.00057976+0.0004401i,-0.00044338+0.00067907i,-0.00026771+0.00022401i,0.00028378-0.0002794i,0.0009537-0.00077015i,0.00085696-0.00032962i,-1.2046e-05+0.0007499i,-0.00034552+0.00078534i
-0.0012292+0.0022481i,-0.00041914+0.0016623i,0.00060407+0.00092476i,0.0013505+0.00083033i,0.00097924+0.00062504i,0.0007472+0.00014451i,0.00024339-0.00011314i,-0.00017026-0.00029882i,-0.00031682-0.00018847i,0.00026083+5.7666e-06i,0.0011393+0.00027395i,0.0011034+0.00041404i,0.00041242+0.00065487i,0.00022158+0.00076337i,-7.88e-05+0.00014225i,-0.00039365-0.00092464i,-0.0004814-0.00085619i,-0.00060063-0.00035255i,6.9368e-05-0.00068498i,0.00021606-0.00023828i,-0.00036883+0.00014972i,1.0416e-05-0.0005089i,0.00041767-0.00056442i
0.0011847+0.00095683i,0.0011327+3.2847e-05i,0.00082657-0.001495i,0.00028373-0.0018007i,5.7125e-05-0.00029669i,-0.00060261+0.00080799i,-0.00036017+0.00040323i,2.136e-05+8.754e-05i,-5.3913e-05-0.00013121i,-0.00011465-0.00060615i,-0.00030528-0.00044708i,-4.2248e-05+0.00014751i,0.00023391+0.00021622i,-0.00023138+0.00023866i,-0.00028741+0.00012797i,-0.00017127-8.3011e-05i,0.00035586+2.8561e-05i,0.00069572+0.00034746i,-0.00011325+0.00016777i,-0.00049602-0.00045515i,-6.5009e-06-0.00044427i,0.00017962-0.00011482i,-0.00010887+0.00067572i
-0.0013155+0.00065842i,-0.00034698+0.0019882i,0.00021114+0.0028497i,0.0010566+0.0014876i,0.0016748+0.00021584i,0.0011861+3.9517e-05i,0.00027115+0.00022495i,-0.00013174+0.00029227i,-0.0006688+0.0002918i,-0.00082153-7.5552e-05i,-0.00065806-0.00051731i,-0.00044732-0.00080592i,-8.4385e-05-0.00055951i,8.3212e-05-0.00051263i,0.00025684-0.00084558i,0.00024086-0.00039263i,0.00026862-8.1572e-05i,0.00098773+0.00015945i,0.00091463+0.00040504i,0.00052258+0.0007786i,0.00074342+0.0013724i,0.00062833+0.0010642i,4.4134e-05-9.0569e-05i
-0.00071157-0.0018659i,-0.00085607-0.0015023i,-0.0020568-0.00071964i,-0.0027973-0.00031628i,-0.0022144-0.00039333i,-0.00079424-0.00016758i,6.4098e-05-0.00066694i,-1.6934e-05-0.0011723i,-0.00080035-0.00036696i,-0.0013462+0.00073713i,-0.00097546+0.0012429i,-3.3414e-05+0.00034727i,0.00070386+0.00019964i,0.00070978+0.0010097i,0.00018785+0.00049839i,-0.00031486-0.0008981i,-0.00073649-0.0014744i,-0.00043555-0.0014661i,0.00049064-0.0011638i,0.0010546-0.00026983i,0.00097323+0.00010641i,-0.000162-6.924e-06i,-0.00055289+0.00027607i
0.0011462+0.001785i,0.0013097+0.0018556i,0.0013861+0.0015774i,0.00053015+0.00077496i,-0.00071427+0.0010308i,-0.0011646+0.0014594i,-0.00017547+0.0012958i,0.00046989+0.0010354i,0.00086088+0.00057322i,0.00042664+0.00025815i,-0.0011233-0.00045057i,-0.00134-0.00090897i,-0.00069922-0.00035803i,-0.00031185-0.00055563i,-0.00012483-0.0002416i,0.00038622-0.00035179i,0.0012311-0.00052714i,0.00096408+0.00062039i,0.00010484+0.00060815i,-0.00022281+1.299e-05i,3.0511e-05-0.00025145i,0.00038613-0.0003042i,0.0001097-5.1417e-05i
0.00092114+0.00047637i,0.00054982-8.2099e-05i,-0.00029321-0.00014657i,-0.000254-0.00083978i,0.00037591-0.00046699i,-5.1884e-05+0.0001754i,-0.00032113-0.00011599i,-0.00079747-0.00079116i,-0.0011096-0.0013184i,-0.00061812-0.0014138i,-0.000601-0.00092846i,-0.00084718-0.00061731i,-0.0010379-0.00033187i,-0.00076717-0.00025674i,-0.00078415+1.9253e-05i,-0.0005018-4.6802e-05i,0.00029943-0.00027544i,0.00010577+0.00043257i,0.00015071+0.00083177i,0.0011052+0.0010138i,0.00059627+4.2572e-05i,0.00022215-0.00088286i,0.00059283+4.0507e-05i
-0.00083547+0.0022488i,-0.00029724+0.0019482i,0.001308+0.0015647i,0.0016538+0.00069534i,-4.6149e-05-0.00035112i,-0.0010573-0.00083574i,-0.00056227-0.00020214i,0.00034455-0.00031912i,0.00090176-0.0005127i,0.0012706-0.00045648i,0.0013961-0.00038109i,0.00089938-0.00074649i,7.8234e-05-0.0002069i,-0.00049264-0.00017907i,-8.8083e-05-0.00067186i,0.00075685-0.00018112i,0.00049778-0.00014763i,-0.00029673-7.6912e-05i,-0.00056319-3.2709e-05i,-0.00062925+0.00017709i,-0.00025177+0.00076842i,0.00059298+0.0003639i,0.0010767+0.00035967i
-0.0018651+0.0010713i,-0.0020103+0.00097899i,-0.0021298+0.0012976i,-0.0018373+0.0019636i,-0.001207+0.001766i,-0.0009144+0.00039132i,-0.00011542-0.0004798i,0.00052007-0.00022298i,0.00031508+0.00033817i,-0.00014586+0.00045908i,-0.00023739+0.00042493i,-3.8907e-06+0.00044518i,-0.00025562+7.1377e-05i,-0.0002529-0.00038392i,-0.0003704-0.00038103i,-0.00022088+2.4998e-05i,-0.00010316-2.0386e-05i,1.6769e-05-1.8739e-05i,-7.0689e-05-2.4762e-05i,-0.00014144+8.7857e-06i,-0.00012544+0.00021619i,0.00031794+8.3218e-05i,0.00056346-0.00051547i
0.0002677-0.00090859i,-0.00046558-0.0013579i,0.0005507-0.0010748i,0.00078106-0.00036152i,0.00050538+0.00078477i,0.00038222+0.0010713i,0.00049453+2.8522e-05i,0.00031957-3.206e-05i,-0.00024679+0.00083925i,5.7521e-05+0.00048938i,0.00033686+0.00014607i,0.00045884+0.00075588i,0.0003324+0.00092865i,-0.00023464+0.00082291i,8.0251e-05+0.00065807i,0.00029278-0.00025035i,-9.8836e-05-0.00083649i,-0.00010539-0.00084289i,0.0007364-0.00058292i,0.0006911-0.00064679i,0.00023422-0.00034234i,3.086e-05+0.00033117i,-0.00015015+0.00023591i
-0.0011464+0.001519i,-0.001284+0.0012817i,-0.0014416+0.0014197i,-0.00077045+0.00051908i,0.00027389-0.00076379i,0.00041223-0.00061717i,-0.00052006+0.00066515i,-0.00069585+0.0010963i,-0.00038791+0.00072595i,-8.2841e-05+0.00032771i,-0.00034134-1.5293e-05i,-0.0010241+7.4423e-05i,-0.00088961+1.2818e-05i,-0.00041498-0.00059953i,-0.00061215-0.00074191i,-0.00034144-0.00029566i,-9.9981e-05+0.00025269i,-0.00040735+6.9739e-05i,-0.00042866+4.2374e-05i,-0.00026298-1.516e-05i,-0.00025493-0.0001549i,-0.00017181+0.00038239i,-0.00016748+0.00017399i
-0.0002378+0.00064495i,0.0011043-0.0011851i,0.0025519-0.0020833i,0.0014153-0.0014135i,0.00029496-0.00081218i,8.4737e-06-0.00029402i,-0.00031308-0.00015212i,-0.00011567-0.00045916i,0.0005328-0.00044675i,0.00051798+0.00083756i,-0.00083124+0.0013379i,-0.001442+0.0005319i,-0.00092898+0.00033092i,0.00014989+0.00049286i,0.00084047+0.00057412i,0.0010854+0.00058906i,0.00014181+0.00033707i,-0.00080313-0.00041355i,-0.00023612-0.00066951i,0.00017941-0.00017172i,0.00019769-4.2631e-06i,0.00022919+0.00039425i,0.00033601+0.00072827i
-0.0017653+0.0010363i,-0.0025095+0.0014502i,-0.0022885+0.0011839i,-0.0011277+0.0010637i,-0.00072295+0.00043757i,-0.0011853+6.1636e-05i,-0.00056062+0.000138i,0.00010855+0.00047235i,-9.5771e-05+0.00046942i,-0.00038509+0.00055145i,-0.00028354+0.00047481i,-1.1947e-05-0.00053147i,0.00044847-0.00034133i,0.00049407+0.00050149i,0.00012835+0.00069316i,0.00021101+0.00072276i,-0.00047476+0.00084121i,-0.0008924+0.00034849i,-0.00037666+0.00017512i,0.00016962+0.00080616i,0.00062745+0.00094278i,0.00056374+0.00056328i,-6.6846e-05-5.8554e-05i
0.0015637-0.0011655i,0.00054845-0.0012429i,-7.0475e-05-0.0028455i,-4.2561e-05-0.0022066i,-9.9885e-05-0.00046066i,1.5173e-05-8.8702e-06i,-0.00038924+0.00021544i,-7.6412e-05+0.00029803i,0.00047496+0.00016151i,-9.7096e-05-0.00057703i,7.6264e-05-0.00081162i,0.00083433-7.7869e-05i,0.00088002+0.00043942i,0.0010215+0.00043309i,0.00098602+0.00016988i,0.0011068+0.00039624i,0.0007541+0.00081949i,0.0003744+0.00025356i,0.00013987-0.00052978i,-0.00018148-0.0005256i,0.00024185+0.00051274i,0.00091654+0.00086113i,0.001231+0.00068677i
-0.0013878+0.0013334i,5.3643e-05+0.001247i,-0.00051201+0.00067421i,-0.0017853+0.00042577i,-0.0016331-0.00037619i,-0.0014843-0.0012904i,-0.00094059-0.0011869i,-0.0004146+6.7324e-05i,-0.00031646+0.00065208i,0.00018002+0.00057207i,-7.6038e-05+0.00022234i,-6.7014e-05+0.00024888i,0.00059115+0.00057768i,0.00051628+0.00080257i,0.00019808+0.00043139i,0.00029547-4.9633e-05i,0.0006014-2.9698e-06i,0.00025169+0.00074319i,-0.00056794+0.00098281i,-0.00037924+8.8695e-05i,0.000119-0.00017166i,0.0009319+0.00034466i,0.0012293+0.00028206i
0.0011029-0.00015681i,0.00058238-0.00087716i,-0.00050777-0.00090328i,-0.0016115-0.00053559i,-0.0014268-0.00034125i,-0.00058801-0.0004213i,0.00043569-0.00024046i,0.0011112+5.2123e-05i,0.00074751-2.3745e-05i,-0.0001272-0.00048221i,-3.7772e-05-7.4347e-05i,-0.00060007-4.5398e-05i,-0.0011367-0.00046318i,-0.00068067-0.0003835i,-0.00080096+2.1073e-05i,-0.00084729+0.00015821i,-0.0002777-0.00077286i,0.00036107-0.0007149i,0.00063401-8.6062e-05i,0.00095807+0.00046586i,0.0010447+0.00055993i,0.00077718+0.00024722i,0.00076786+0.00051444i
-0.00099181+0.00038104i,-0.00074512+0.0011819i,0.00026175+0.0012274i,0.00014124+0.00026705i,-0.00088512+0.00039234i,-0.0011405+0.00094703i,-0.00049074-7.127e-05i,0.0001798-0.00072771i,-0.00026318-0.00053205i,-0.00085584-0.00046865i,-0.00069821-0.00022533i,5.0633e-05+0.00050137i,0.00052007+0.00044583i,0.00025879-4.5061e-05i,-3.6389e-05-4.9306e-05i,-2.3231e-06-0.00060863i,-8.8704e-06-0.0008268i,-0.00044215-0.00042261i,-0.00055087-0.0004418i,-0.0004508-0.00020956i,-0.00073439+8.1251e-05i,-0.00032925+0.0001297i,-8.0911e-05+9.3639e-05i
-0.0011222+0.00049839i,-0.0011081+7.7938e-05i,-0.001351+0.00011771i,-0.0010615+0.00042186i,-0.00068381+2.4749e-05i,-0.00042062-0.00026726i,-0.00020308+0.00057274i,-0.00024235+0.00053465i,-0.00041864-0.00010687i,-0.00059914+0.00010772i,-3.1813e-05+0.00049127i,0.0001286+0.00034305i,-0.00021364+0.00062023i,0.00040831+0.00029746i,0.00069296-0.00027735i,0.00014694-0.00022942i,-0.00028324-0.00032428i,-0.00036067-0.0004432i,-9.8891e-05-0.00077131i,-0.00027973-0.00041878i,-0.00032745+9.2013e-05i,0.00035803-0.00023117i,0.00028362-0.0008208i
-0.00033673-0.00073861i,-0.0001222-0.00022723i,0.00012145+0.00017617i,-0.00089499+0.00057483i,-0.001263+0.00047262i,-0.0011662-6.6394e-05i,-0.00070795-0.00039071i,-0.00021415-0.00032118i,-9.2843e-05-0.00073728i,0.0002231-0.00034532i,0.00027114+0.00040805i,-0.00021284+4.1319e-05i,-0.00018879-0.00051103i,0.00030899-0.00044275i,0.00075112-0.00010444i,0.00060912+2.1707e-05i,0.00062748-9.0033e-05i,0.00011661+0.00021038i,-0.00027758+0.00022715i,0.00033784-0.00011415i,0.00048408-5.672e-05i,1.2278e-05+0.00010008i,-0.00034508+0.0004935i
0.0004138+0.0013393i,-0.00014761+0.00082844i,-0.00051742+0.00065655i,-0.00029496-0.00013147i,-0.00040705-0.00071414i,-0.0017964-0.0011746i,-0.0017287-0.00089035i,-0.0005866-9.4628e-05i,0.00065154+0.00021278i,0.00073042-0.00072799i,4.7257e-05-0.0013508i,-0.00048238-0.00083774i,-0.0004497+0.00020432i,-0.00010339+0.00084218i,0.00013476-0.0001038i,-0.00019748-0.00054873i,-0.00036732+0.00066952i,0.00031994+0.00093535i,0.0006816-0.00014634i,-0.00017069-0.00053252i,-0.00059468-0.0001605i,0.00027284-2.6783e-05i,0.00032925-1.5328e-05i
0.00096301+0.0003162i,0.0018052-0.00070648i,0.0022703-0.00075363i,0.0013162-0.00021571i,0.00022862-0.00041343i,-0.0003615-0.0010111i,-0.0005489-0.0008508i,-0.00033099-0.0001027i,-0.00019231+0.00040243i,3.2619e-06+0.00061829i,-0.00050449+0.00025753i,-0.00088341+5.3885e-05i,-0.00039098-0.00016591i,2.1861e-07+0.00042338i,0.00035248+0.00088023i,0.00076084+0.00031283i,0.00023641-5.0872e-05i,-0.00044641-4.4875e-05i,-0.00030963-0.00025798i,0.00012548-0.00063638i,0.00020883-0.00082677i,0.00013293-0.00020467i,0.00042452+0.00012569i
-0.00011702+0.0012643i,-0.00054109+0.0011832i,-0.00065426+0.0006829i,-0.00072142-0.00012378i,-0.00050217-3.7019e-05i,5.1683e-05+0.0011579i,0.00061216+0.0012886i,0.00059932+0.00038068i,0.00072201-0.00030321i,0.001008-0.00077195i,0.00057442-0.0006089i,3.6809e-05+0.00023389i,-9.7898e-05+0.00037934i,0.00018514+0.00031107i,-0.00011823+0.00038063i,-0.00074206-2.7857e-05i,-0.00095939-2.6984e-06i,-0.00077909-0.00037458i,-0.0006333-0.00076341i,-0.00026304-4.5607e-05i,-0.00022055+0.00041379i,-0.00088103+0.00053272i,-0.00089126+0.0010636i
0.00086948-0.0019435i,0.00018942-0.002482i,0.00012866-0.0016263i,-0.00071085-0.0003971i,-0.001295+0.00045767i,-0.00072099-1.3254e-05i,0.00021998-0.00054472i,0.00090756-0.00017812i,0.00040945-0.00033928i,-0.00054656-0.00046583i,-0.0010005-0.00025967i,-0.00097186-1.6209e-05i,-0.001056+3.3966e-05i,-0.0009793-5.5598e-05i,-1.8826e-05+0.00012445i,0.00082013+0.00026568i,0.00047816-4.6377e-05i,-7.885e-05-0.00033431i,-0.00011957-0.00022293i,-0.00021565-0.00032123i,6.4993e-06+5.1911e-05i,0.00049569+0.0006151i,-0.00012531+0.00081281i
-0.0011143+0.0019568i,-0.00028256+0.0015908i,0.00013044+0.00095644i,-3.41e-05+0.0011422i,-0.001405-0.00013056i,-0.0013689-0.001086i,-0.00091405-0.00041688i,-0.00070585+0.0002853i,-0.00029007+0.00058467i,1.6888e-05+0.00060384i,0.00046058+0.00029797i,0.00064862-0.0003255i,0.00039096-0.00040624i,-0.0004201-0.00064134i,-0.00059833-0.00088749i,-0.00070197-0.00087709i,-0.0005668-0.00072356i,0.00022732-7.1999e-05i,0.00046044+0.00049871i,-7.4855e-05+1.2922e-05i,-0.00057646+0.00020596i,-0.00010295+0.0010542i,0.00064668+0.00092139i
-0.0012887-0.00070514i,-0.0013944-0.00054199i,-0.00037432+0.00038572i,0.00010785+0.0010128i,0.0005395+0.0010452i,0.00064796+0.00032676i,0.0003033+0.00010051i,0.00064772-0.00019678i,0.00083439-0.00010455i,0.00021749+0.00020806i,-0.0003429-0.00047362i,-0.00056549-7.1273e-06i,0.0001213+0.00056721i,0.0008053-7.9153e-05i,0.00032522+0.00011485i,-0.0004293+0.00024974i,-0.00047755-0.00024594i,-0.00055179-1.5589e-05i,-0.0008998-0.00020044i,-9.0733e-05-0.00068603i,0.00087294-0.00044472i,0.00063978-7.7921e-07i,-0.00020877+0.00019141i
-0.0013958+0.00060769i,-0.0013383+0.0014425i,-0.0009681+0.0016726i,-0.00047077+0.0013632i,-0.00010138+7.8474e-05i,-0.00062063-0.0015261i,-0.00089547-0.0017585i,-0.00065134-0.0010323i,-0.00066653+0.00010766i,-0.00045221+0.00043502i,0.00010697+0.00047085i,0.00077893+0.00031648i,0.0011994+0.0002669i,0.00098739+0.00051039i,0.00076949+0.00075828i,0.00035652+0.00065356i,0.00038588-0.00022401i,0.00045313-0.00062929i,-0.00053218-0.0010622i,-0.00089756-0.00089694i,0.00020726-0.00017135i,0.00020764+0.00054093i,-0.00016116+0.00053457i
-0.0012546-0.00031331i,-0.0012335-0.00098853i,-0.0012073-0.0010055i,-0.002316-0.00021153i,-0.0030902+0.00081987i,-0.002034+0.0008933i,-0.0010036-0.00035439i,-0.00052271-0.00082959i,0.00018686-0.00042243i,3.3123e-05+0.00012857i,-0.0007239+0.00017837i,-0.00043331-3.638e-05i,8.0918e-05-0.00056146i,3.4591e-05-0.00072856i,-0.0004017-4.8628e-05i,-0.00083552+0.00037185i,-0.00088534+0.00023581i,-0.0008736+4.4176e-05i,-0.0008956+0.00052799i,-0.00045083+0.00063085i,-8.9651e-05-1.5431e-05i,-7.6892e-05-0.00049223i,-0.00032938-9.9089e-07i
0.0024749+4.7658e-05i,0.0022529-0.00028715i,0.0012483-0.00036011i,0.00062383+0.00032137i,-0.00027538+0.00052774i,-0.00057199-8.3359e-06i,-0.00043004-0.00041337i,-0.00016407-0.00051325i,-0.0001688-0.0003556i,-0.00031038-0.00032333i,-0.00030916-0.00018983i,-0.0001721+0.00013471i,0.00010078+0.00016592i,-0.00055519+0.00010833i,-0.0012843+0.00060734i,-0.0004642+0.00049101i,0.00016059+0.00012995i,-0.00014252+0.0003815i,0.00010926+0.00031567i,-0.00015608+0.00034138i,0.00030872-0.00023861i,7.511e-05-0.00047362i,-0.00066106+8.9406e-05i
0.0012328-0.0016492i,0.00088005-0.00066715i,-0.00044536-0.0013213i,-0.0012832-0.0015739i,-0.0016023-0.00080232i,-0.00099996-0.00044824i,0.00021307-0.00019781i,0.00046376+0.0005728i,9.414e-05+0.0006798i,-0.0004011+0.00038627i,-0.00084459+0.00034215i,-0.0008998+0.00059928i,-0.00020079+0.0012118i,6.177e-06+0.0014344i,0.00062543+0.0012143i,0.0011993+0.00040949i,0.00050158+8.3646e-05i,0.00039398+0.00062419i,0.00071145+0.00043898i,0.00036581-0.00018815i,0.00049446-0.0002556i,1.5882e-05-0.00024048i,-0.00043443-0.00078672i
-0.0002654-0.0010272i,-0.00041759-0.0013551i,-0.00063631-0.0017622i,-0.0012908-0.0015913i,-0.0020327-0.00023703i,-0.0017776+0.00095368i,0.00035529+0.00014272i,0.0012085-0.00047826i,0.00034373-0.00091912i,-0.00048768-0.00089343i,-0.00014996+7.9923e-05i,-0.00025953+0.00070665i,-0.00067238-9.3596e-05i,-2.294e-05-0.00056083i,0.00036362+0.00057544i,0.00069051+0.0019063i,0.00029745+0.0018725i,-0.00049477+0.00054019i,-0.00033266+0.00010975i,-0.00038632-0.00038827i,-0.00069105-0.0008577i,-0.00063437-0.00048005i,-0.00022886-0.00044455i
-0.00093063-0.0015632i,-0.0021343-0.0011305i,-0.0027991-0.0017025i,-0.0027494-0.0013761i,-0.0019467+0.00094551i,-0.00066757+0.0014179i,-1.0397e-05+0.00035965i,-0.00012489-0.00051122i,-5.075e-05-0.00079041i,-0.00024512-0.00014476i,-0.00022838+0.00021855i,0.00058732+6.6724e-05i,0.00041922-0.00046378i,0.00030932-0.00011426i,0.00092269+0.0011973i,0.00059464+0.0011132i,0.00049599+0.00071537i,0.000581+0.00031821i,0.00026118+0.00021344i,-1.4572e-05-5.1325e-05i,0.00013278-0.00023278i,0.00010802+0.00039585i,-8.0608e-05+0.00048913i
