-0.0035667-0.00099943i,-0.003515-0.0001319i,-0.0039776+0.00092942i,-0.0039898+0.0015702i,-0.0024414+0.0022023i,-0.0010714+0.0023477i,5.7967e-05+0.0019193i,0.0012806+0.001412i,0.0018273+0.00042554i,0.0011531-0.00038146i,0.00018471-2.4652e-05i,-6.6883e-06+0.00010916i,0.00054692-0.00027222i,0.00058644+3.7232e-06i,0.00014823-2.6355e-05i,7.3442e-05-0.00023215i,-0.00039461+0.00035939i,-0.00084517+0.00036269i,-0.00027285+0.00020679i,-0.00048798+0.00057001i,-0.00089688+0.0012768i,-0.0009248+0.00022193i,-0.00051051-0.00041017i
-0.00089978-0.00013355i,-0.0014495+5.8815e-05i,-0.0012984+0.00068542i,-0.00148-0.00036504i,-0.0010612-0.00075219i,-4.6474e-05-5.9438e-05i,0.00087719+0.00013413i,0.001074-0.00018143i,0.00074799-0.00014718i,6.4135e-07-0.00016733i,-0.00034816-0.00043819i,-0.00017181-2.333e-05i,0.00058731-0.00032573i,0.0015883-0.00065894i,0.0008099+3.1191e-05i,0.00042541-0.00020233i,0.00065932-0.00061829i,-7.1118e-06-8.342e-05i,-0.00067428+0.0001721i,-0.00016392+0.00011121i,-6.9459e-05-0.00015856i,-0.00019718-0.00053841i,0.00015848-0.0012125i
0.00099161-0.0013184i,0.00027331-0.0016897i,-0.00044666-0.0020536i,-0.00098319-0.0022472i,-0.00093829-0.0020975i,-0.00069868-0.00047626i,0.00076759+0.00033099i,0.0019997+0.00010455i,0.0016809+0.00054545i,0.000304+0.0013182i,-0.00050234+0.00063472i,-0.00053388-1.165e-05i,-0.00067893-2.6046e-05i,-0.00051779-4.785e-05i,-0.00010032+0.00027826i,-0.00076884+0.00016451i,-0.0016835-0.00082548i,-0.0012123-0.0011643i,-0.00019224-0.0001872i,0.00043115+0.00013387i,3.2116e-05-5.0222e-05i,0.00058106+0.00045573i,0.0011308+0.00046509i
-0.0023607-0.00094978i,-0.0019922-0.0012298i,-0.00084345-0.00089528i,-3.0638e-05-0.00019401i,0.0002624+0.00038267i,0.00040786+0.00079047i,0.0019074+0.00066412i,0.0022905+0.00063825i,0.0019448+0.00081355i,0.0021565+0.001245i,0.0014645+0.001247i,0.00086968+0.00071126i,0.0012737+0.0010457i,0.00067679+0.0013063i,-0.00044305+0.00047968i,-0.00050505-0.00037874i,9.4205e-05-0.00082625i,0.00018751-0.00084089i,0.00036508-0.00059079i,0.00010706-0.00037931i,-0.00031719-0.00077132i,0.00053941-0.00066253i,0.0007264-0.00043205i
-0.00031906+0.00076548i,0.00073315+0.00063911i,0.0014759+0.00033912i,0.0023979-0.0011829i,0.0018865-0.0010833i,0.00082692-0.00013125i,0.0012931+0.00020158i,0.0020831-0.000203i,0.0017138-0.00060306i,0.0013584+8.6288e-05i,0.0019168+0.0008467i,0.0019163+0.00063954i,0.0010297+0.00037732i,-0.00030846+0.00058709i,-0.00096204+0.00039065i,-0.00054596+0.00011268i,-0.00044835-0.00081659i,-0.00070818-0.00088947i,-0.00090646+0.00039264i,-0.00061326+0.0012879i,-0.00069724+0.0011246i,-0.00058653+0.00051779i,7.8198e-05+0.00037632i
-0.00097716+0.0019414i,-0.00012727+0.0014106i,0.00023421+0.00096635i,0.00047297+0.00057724i,0.0009241-0.00018415i,0.00059262-0.00073361i,0.0005475-0.00069105i,0.0013623-0.00061171i,0.0014985-0.00073266i,0.0012471-0.0010074i,0.0012071-0.0013529i,0.0011585-0.0011409i,0.00059651+0.00032972i,0.00043652+0.0013415i,0.00072592+0.0004126i,0.0012798-0.00037763i,0.0010578+8.4934e-05i,0.00016806+0.00054596i,-0.00026512+0.0002452i,-0.00011104+3.6797e-05i,0.00039001+0.00047842i,0.000231+0.00079117i,-0.00046127+0.0012129i
-0.00035594-0.0024923i,-0.0022271-0.0022119i,-0.002182-0.0021888i,-0.0019654-0.0021921i,-0.0011379-0.00065278i,0.00028895+8.9797e-06i,0.0011852+3.5189e-05i,0.0013466-0.00017629i,0.0013439-0.00096567i,0.0011573-0.0012274i,0.00060147-0.00092563i,9.7969e-05-0.00087157i,-0.00026072-0.00089613i,-0.00010122-0.00075228i,-4.0415e-06-0.00034152i,-0.00052021-2.2971e-05i,-0.00091331-0.00084083i,-0.00085534-0.0010418i,-0.00041233-0.000217i,0.00024489-0.00024191i,0.00038755-2.0461e-05i,-6.1783e-05+0.00088721i,0.00017891+0.00095136i
0.0001205-0.00071089i,9.0106e-06+0.00050478i,0.00043751-9.5166e-05i,0.00036005-0.00050156i,-0.00073888-0.00079053i,0.00025503-0.00021422i,0.0019776-0.00014624i,0.0015535-7.1937e-05i,0.00028435+0.00030849i,-0.00090091-0.00015389i,-0.0016745-0.00030625i,-0.00051523-2.1304e-05i,0.00028962-7.4309e-05i,0.0010165-0.00044445i,0.00091659+9.341e-05i,0.00044436-5.0142e-05i,0.00019246-0.00047003i,-0.00031365-0.00038232i,-0.00056911-0.00027601i,-0.0002476-0.00057834i,0.00071452-7.9692e-05i,0.00040322+0.00035911i,-0.00064696+0.00010511i
-0.0006037-0.00072466i,-0.00091534-0.0015077i,3.8088e-05-0.0020651i,-0.00068875-0.0021832i,-0.0010521-0.0020353i,-0.0011333-0.00061279i,-0.0011708+0.00043031i,-0.00059137+0.00077696i,2.9452e-05+0.0015287i,0.00022272+0.0019369i,-0.00018931+0.0010594i,-0.0004678-0.00014671i,7.9039e-05-0.00030811i,0.00015349-0.00028498i,-0.00015973+2.4292e-05i,-0.00050811-0.00037086i,-0.00082304-0.00069281i,-0.0011465-0.00052762i,-0.0006841-0.00028823i,-0.00040209+0.00036461i,-0.00071505-0.00028302i,-0.00045079-0.0012055i,0.00045069-0.00027917i
0.0016804-0.00055922i,0.0029242-0.00044334i,0.0034435-0.00036056i,0.0024775-0.0010966i,0.0015956-0.0017591i,0.001077-0.0015638i,0.0011778-0.00039953i,0.0019312+0.00067601i,0.0025014+0.0017645i,0.0019778+0.0017157i,0.00085661+0.001217i,0.00046787+0.0012861i,0.00038687-3.3606e-06i,-6.0896e-05-0.00089006i,-9.9521e-05-0.0008193i,-0.00030974-0.00076706i,7.1898e-06-0.00098369i,0.00011029-0.00074853i,-0.00057234-0.00026605i,-0.00072896+0.00025504i,-0.00040941+0.00073576i,-6.9253e-05+0.00047446i,-0.00049886-0.00035829i
-0.0023103-0.0014387i,-0.0022149-0.00066784i,-0.0025572-0.00041992i,-0.0026438-0.00042597i,-0.0016348-0.00019433i,0.00014048+0.00068147i,0.0022997+0.0016032i,0.0027437+0.0010542i,0.0029903-0.00025834i,0.003055-0.00026136i,0.0018337+0.00045766i,0.00084296+0.00067063i,0.00095974-0.00013505i,0.00097809-0.00025986i,-0.00017793+0.00081792i,-0.00077507+0.00082054i,-0.00072613-0.00027959i,-0.0016174-0.00048646i,-0.0017035+0.00045267i,-0.00031941+0.00071644i,0.00044027+0.00022427i,0.00035102-0.00030914i,0.00020964+0.00014895i
-0.001718-0.00023016i,-0.001463-0.0011103i,-0.0015803-0.00038222i,-0.0010764-8.6543e-05i,1.504e-05-0.00073968i,0.0015225-0.00083526i,0.0022081-0.00046752i,0.002087-0.0014068i,0.0021126-0.0012521i,0.0018472-0.00058787i,0.0010997-5.5053e-05i,0.0007906+0.00070795i,0.0012654+0.0004606i,0.0012902-0.0002417i,0.00014903-0.00071497i,-0.00036554-0.0007143i,-0.00048455-0.00058036i,-0.0011974-0.00015459i,-0.0010556-0.00020505i,-0.00016986-0.00046305i,-0.00032386-0.00022697i,-0.00047349+7.1175e-05i,-0.00021006-3.2244e-05i
0.0012644+0.00065007i,0.00095948+0.00071596i,0.001061-0.00073071i,0.00079086-0.0010925i,-0.00074531-0.0010926i,-0.00051865-0.0006131i,0.0010246+0.00016095i,0.0011445-0.00019406i,0.00023884-0.0013347i,-0.00043601-0.0019358i,-0.00031989-0.0017054i,0.00050617-0.0014024i,0.00077016-0.00078515i,0.00055416-0.00052531i,9.3338e-05-0.00014312i,-0.00013025+0.00019018i,-0.00014143+0.00047388i,-0.00076523+0.00070331i,-0.00094439+0.00014807i,-0.00045479-0.00022044i,0.00021499+5.5355e-05i,0.00018524+0.00019347i,0.00056169+0.00019145i
-0.00029076+0.00059065i,0.00039018+0.00046381i,0.00068298-0.00080088i,0.00044387-0.00061916i,0.00084299-9.5465e-05i,0.0016523-0.00040792i,0.0019989-0.00072876i,0.0016169-0.00063412i,0.00023993-0.00052157i,-0.00075016-0.000391i,-0.00094606+2.7588e-05i,-0.00019384-0.00051593i,0.00098494-0.00073913i,0.00054643-0.00018014i,0.00010167-0.00017299i,0.00044638-0.00019948i,0.00017148-0.0011091i,-0.00018474-0.001244i,-0.00033792-0.00078728i,0.00054185-0.00058517i,0.0012174-0.0002739i,0.0012064-0.00030329i,0.00071022-0.00023413i
0.0018482-0.00080035i,0.002413-0.0016445i,0.0012492-0.0011224i,0.00075282-0.0012365i,0.0010168-0.0015179i,0.00081166-0.00094986i,0.00043634-0.0002193i,0.0009615+0.0003559i,0.0013768+0.0010856i,0.0011206+0.0010314i,0.00010637+0.00050034i,-0.00032149+0.00048592i,-0.000116+0.00061006i,-0.00016595-0.00014252i,0.00012704-0.0010579i,0.00016859-0.0012139i,-0.00019502-0.00079815i,-8.7699e-05-0.00045201i,0.00053761-0.00047535i,0.00039461-0.00031626i,-3.3644e-05-0.0010619i,-0.00015127-0.00092147i,-0.00036012-9.3897e-06i
-0.0024615+0.00047507i,-0.0022292+0.00032495i,-0.00058816+0.0010224i,0.0009505+0.0012555i,0.0010768+0.00078001i,0.00027438+0.00058913i,-6.6931e-05+0.0010762i,0.00064327+0.0016464i,0.0014934+0.0016979i,0.001448+0.0017848i,0.00071891+0.0015386i,0.0001742+0.00080088i,-0.00047652+0.00068605i,-0.00085611+0.00075838i,-0.00023021+3.7982e-05i,0.0007984-0.00057364i,0.0011317-0.00091877i,0.00047136-0.00095322i,-0.00025798-0.00081343i,-0.00017655-0.00065159i,0.00053031-0.00025775i,0.0003569-0.00066731i,6.4371e-05-0.00113i
0.00097513-0.0036111i,0.00055374-0.0033235i,-0.00050846-0.0026562i,-0.0009881-0.0018935i,-0.0012103-0.0015677i,-0.00068677-0.00071258i,0.00091105+0.00054531i,0.0026071+0.0010799i,0.0028208+0.00095464i,0.0018732+0.00028923i,0.0011835-7.0295e-05i,0.0011316+4.366e-05i,0.00085841+0.00026383i,-0.00023888-6.1537e-05i,-0.00045878-0.00019278i,-0.00065915-0.0003777i,-0.0010688-0.00056811i,-0.0011395-0.0010231i,-0.00030671-0.0015031i,0.00041491-0.0010015i,0.00036991-0.00027202i,0.0003776+0.00041253i,0.000452+0.0011123i
-0.0014633+0.0010662i,-0.0012799+0.00092201i,-0.00061099+0.00076378i,0.00064858+0.00021105i,0.0014904-0.00048748i,0.00083298-0.00024915i,0.00039388-0.00015546i,0.00073215-0.0011489i,0.00090571-0.0016853i,0.0017313-0.0019311i,0.0024063-0.0017302i,0.002186-0.0012718i,0.0014887-0.00030159i,0.00067291+0.00035396i,0.00023988+0.00014269i,-0.00024915-8.4163e-05i,-0.00069056+0.00014193i,-0.00077125-0.00012722i,-0.00037292+0.00014358i,8.3087e-05+0.0013341i,0.00024728+0.0017716i,-0.00039451+0.00078651i,-0.00059187-0.00047855i
-0.0025137-0.0016143i,-0.0019058-0.00080617i,-0.00085279-9.5551e-05i,-0.00067732-0.00025146i,-0.00046576-0.00042352i,0.00059323-0.0001668i,0.0013394+5.3128e-05i,0.0016746-0.00067939i,0.00085291-0.00085755i,0.00025256-0.00072322i,0.000186-0.00080311i,0.00040984-0.00077443i,0.00055203-0.00070335i,0.00010813+0.00012108i,0.00014814-3.3145e-05i,-0.00021699-0.00081763i,-0.00034257-0.00044685i,-2.9463e-05-0.00016593i,-0.00038725-4.6928e-05i,-4.944e-05+0.00014329i,7.6976e-05+0.00018235i,-0.00050482+0.00024903i,0.00021126-0.00013032i
-0.0015905-0.00034633i,-0.0023338-0.0004019i,-0.0029165-0.0001479i,-0.0032524-0.00039577i,-0.0021947+3.4475e-05i,-0.0003179+0.0013635i,0.00034227+0.0010172i,8.0184e-05-0.00030455i,-0.000484-0.00085314i,-0.0011513-3.048e-05i,-0.0016657+0.00072304i,-0.00084518+0.00091957i,5.912e-05+0.001034i,-9.4517e-05+0.00076776i,-0.0004944+0.00073461i,-0.00064751+0.00080527i,-0.00017907+0.00071146i,0.00069965+0.00050141i,0.0010139+0.00028169i,0.00074988+0.0001624i,0.0008891+0.00051467i,0.00058958+0.0010828i,-0.00019106+0.00064421i
-0.00065096+4.0513e-06i,0.00051525+0.0011189i,0.0011104+0.0021523i,0.0022453+0.0015761i,0.0025597+4.0269e-05i,0.0013905+0.00036283i,0.0013765+0.0008139i,0.0013515+0.00030466i,0.00081414+0.0010235i,-3.4158e-05+0.0014942i,-0.00043589+0.00054275i,9.0449e-05+0.00050838i,0.0014218+0.000854i,0.0015174-0.00012566i,0.00068201-0.00043675i,-0.00018468-0.00021644i,-0.00055213-0.00054213i,8.1713e-05-0.00020105i,-2.6281e-05+0.00021187i,-0.00015018+0.00043467i,-0.00037992+0.00040782i,-5.5275e-05+0.0001892i,0.00042133+7.5695e-05i
-0.0020714+0.00079625i,-0.0018639+0.0012582i,-0.00062305+0.0024564i,0.00057229+0.0017613i,0.00167+0.00049565i,0.0018742+0.00019389i,0.0017032+0.00075836i,0.0020347+0.0012981i,0.0013647+0.0011447i,0.00089156+0.0015188i,0.0011743+0.0019938i,0.00097212+0.0017341i,0.00070122+0.00069469i,0.00088667+4.1278e-05i,0.00049271+6.7728e-05i,-0.00015888-0.0010889i,-0.00041048-0.0015486i,-0.00030403-0.0004784i,-9.1835e-05+0.00064149i,0.00057723+0.00080691i,0.0010822+0.00032408i,0.00053574+0.00010623i,4.8392e-05+0.00035882i
-0.0041233-0.0014451i,-0.0025968+0.00059442i,-0.0011142+0.0017002i,0.00032384+0.0022713i,0.00084906+0.0017693i,0.0013554+0.0012516i,0.0025426+0.0012284i,0.0027275+0.00065622i,0.001952-1.5811e-05i,0.0014442-0.00029899i,0.0012201+0.00047369i,-9.7543e-09+0.0009986i,-0.00038817+0.00086801i,3.705e-05+0.0010387i,0.00031357+0.00029617i,0.00045943+0.00010793i,-8.1828e-05+0.00051201i,-0.0010842+0.00017403i,-0.0011048-0.00036338i,-0.00017297-0.00029166i,0.00019723+0.00018388i,0.00049232+0.00017963i,0.00037353-0.00041096i
-0.0003872+0.0013118i,-0.00057526+0.0011337i,-0.00019054+0.00081279i,0.00062724+0.00075897i,0.00092692-5.4159e-06i,0.00095115-0.00076208i,0.00076593-0.001296i,0.00068897-0.0015036i,0.0012844-0.0011962i,0.0017081-0.0010692i,0.0017331-0.00052925i,0.0012682-0.00015354i,0.00050429-4.4076e-05i,-0.0003553-0.00030534i,-0.00094937-0.0008002i,-0.0014299+0.00015375i,-0.001294+0.00025579i,-0.0010037+0.00016517i,-0.00067398+0.00080897i,-0.00016841+4.913e-05i,0.00010289-0.00075079i,5.4326e-05-0.00029343i,-0.00030223+0.00022041i
0.0012669+0.00067619i,0.001131-0.00090388i,0.0018017-0.0018337i,0.0016005-0.0020235i,0.00052951-0.0017302i,0.00051564-0.00052428i,0.0011127+7.9127e-05i,0.0012625-0.00096945i,0.00047232-0.0017528i,0.00045545-0.0018612i,0.00048997-0.0013064i,-0.00033983-0.00078942i,-0.00063994-0.00083212i,-0.00060695-0.0001058i,-0.00026894+0.00032022i,-0.00019924+1.463e-05i,-0.00081309-0.00014881i,-0.001174-8.6464e-05i,-0.00038398-0.00027332i,0.00084451-0.00051386i,0.00089493-0.00018476i,0.00018243-0.00020083i,0.00046404-0.0003842i
-0.001092+0.0021989i,-0.0013844+0.003178i,0.00091236+0.0016853i,0.0020514-0.00027109i,0.00034081-0.00022053i,-0.00060961+0.00055749i,-0.00030246+0.00122i,-0.00023785+0.0013301i,-0.00015386+0.00070666i,-0.00014475+4.0119e-05i,-0.00024156-0.00076327i,-0.0002249-0.0013595i,-1.8325e-05-0.0013977i,0.0004967-0.00123i,0.00069202-0.0013062i,0.00057037-0.0010922i,-0.00013314-1.7832e-05i,-0.0011143+0.00017404i,-0.0005849-5.1051e-05i,-0.00056735+0.00023669i,-0.00081039+0.00011891i,-0.00091732-0.00018931i,-0.00021381-0.00029791i
-0.0014965-0.00072177i,-0.002451-0.00075093i,-0.0027029-0.00016228i,-0.001396+0.00035879i,9.5345e-05+0.00043951i,0.001078+0.00071793i,0.0015919+0.00077102i,0.0007113+0.0002556i,-0.00038682+0.00039921i,-0.00033958+0.0012782i,-0.00045761+0.0019533i,-0.0011792+0.0021566i,-0.00057635+0.0012758i,0.00092968+0.00056398i,0.0010853+0.00080466i,0.00017258+0.00047665i,8.0644e-05-0.00023434i,0.00068433-0.00039608i,0.00080814-0.00039284i,0.00093383-0.00062633i,0.001241-0.0005853i,0.0010212-0.00052218i,4.5311e-05-0.00053176i
0.00075441+4.4354e-05i,0.0012858+0.00093033i,-0.00034668+0.00028835i,-0.00095484-0.00021988i,1.9142e-05-8.8097e-05i,0.00037591+0.00068379i,0.0013201+0.0010599i,0.0022077+0.00099673i,0.0016426+0.00081012i,0.0014264+0.00097573i,0.0011434+0.0018501i,0.00029156+0.0018769i,0.00019141+0.001579i,0.00042199+0.0006189i,0.00029275-0.00034358i,0.00016406-0.00010674i,-0.00047689-0.00016433i,-0.00044512-0.00040538i,-0.00016253+0.0001254i,9.8473e-05+0.0004107i,0.00031179+0.00042131i,-0.00033892+0.00066738i,-0.00077814+0.00055207i
-0.0026621-0.0012898i,-0.0031692-0.001285i,-0.0018052-0.001449i,-0.00078291-0.0014105i,-0.00034723-5.6308e-05i,0.0010063+0.0011406i,0.0022691+0.0016788i,0.0020636+0.0015585i,0.0017069+0.00058869i,0.0019736+3.6295e-05i,0.0019281+0.00070262i,0.0014756+0.00099735i,0.0013999+0.00061801i,0.00076072-9.3282e-06i,0.00012102-0.000693i,3.8056e-05-0.0011122i,-0.00073122-0.00083024i,-0.00050387+6.7769e-05i,0.0004536+0.00067335i,0.0010215+0.00016742i,0.0014574-0.00086963i,0.0013412-0.00072449i,0.00060985+0.00031446i
-0.00019947-0.00050466i,-0.00019016-0.0016827i,0.00046276-0.00084855i,0.00074662+0.00035859i,0.00078807+0.00049445i,0.0011182+0.0013701i,0.0015414+0.00099672i,0.002004-0.00086557i,0.0022306-0.0010614i,0.00324-0.0005428i,0.0032919-0.0007143i,0.0017739-0.00083384i,-6.3309e-05+7.7358e-05i,-0.00053102+0.00046002i,0.00028248+0.00018742i,0.0006576+7.187e-05i,-0.00016029+0.00024525i,-0.00065593+0.00018398i,-0.00046665+0.00091558i,-0.00056458+0.00082547i,-0.0001049-0.00047181i,0.00029944-0.00043947i,3.7183e-05-0.00010397i
-0.0014322-0.00072142i,-0.0022112-0.00070606i,-0.0019722-0.0011076i,-0.0012964-0.0012646i,-0.00049672-0.000806i,0.0003505+9.083e-05i,0.0008189+0.00050461i,0.0010031+8.3598e-05i,0.00084895-0.00096589i,0.0008232-0.0013755i,0.00099001-0.0011513i,0.00045226-0.00095695i,-0.00038875-0.00076312i,-0.00067576-0.0002025i,-0.00069443+3.7797e-05i,-0.00063196-0.00031316i,-0.00011841-0.00053157i,0.0003558-0.00042754i,0.00021458+0.00018481i,6.2683e-05+4.8237e-05i,8.2752e-05+1.4737e-05i,-2.3106e-06+0.00066124i,4.4491e-05+0.00072543i
0.0014658-0.0014929i,0.0010488-0.0025593i,0.0005111-0.0037416i,-0.00024039-0.004324i,-0.00047701-0.0031485i,-0.00025975-0.00057178i,0.00054382-0.00023007i,0.00064625-0.0013444i,-2.5481e-05-0.0014237i,-0.00062782-0.0010189i,-0.0011004-0.0008354i,-0.0013205-0.00010177i,-0.00049818+0.00052081i,-1.6489e-05+0.00019718i,-0.00038938+0.00061226i,-0.0010133+0.0012485i,-0.0010387+0.00084876i,-0.00038808+0.00035518i,-0.00018661+0.00036904i,0.00029686+0.00015562i,8.8341e-06+0.00019042i,-0.00034547+0.00090841i,-0.00021595+0.00059731i
-0.00033865+0.000569i,-0.00077182+0.0003547i,-0.0023343-0.0011427i,-0.0021969-0.0017311i,-0.0014518-0.00065627i,-0.001041+0.0010557i,-0.00039309+0.0013677i,0.00015826+0.0014715i,1.8859e-05+0.0017675i,-0.00063398+0.0019308i,-0.00072895+0.0010601i,-9.8309e-05+0.00049503i,-0.00050192+0.00034761i,-0.0002503+0.00045818i,0.00025012+0.00014929i,0.00027009-0.00053774i,0.00045733-0.00029738i,-0.00058818+0.00021088i,-0.00098399+0.00021719i,-3.5492e-05-0.00015146i,0.00039681+0.00034022i,0.0003677+0.00072452i,0.00032406+0.00044684i
-0.0004247-0.00043003i,-0.0011968+0.00066421i,-0.0015506+0.00065703i,-0.00077744-0.00028141i,-0.00035893+9.2905e-05i,2.11e-06+0.0014678i,0.00038827+0.0021165i,0.00087454+0.0016898i,0.001298+0.0014801i,0.0014899+0.00093107i,0.0013128+0.00043618i,0.0008385+0.00077913i,0.00036034+0.00094975i,0.00062689+0.00013063i,0.0006645-0.00036075i,0.00043014-0.00011515i,0.00081982-0.00017978i,0.0006544-0.00031609i,-0.00053664-1.0354e-06i,-0.0011521+0.00021867i,-0.00097872+0.00078266i,-0.00039003+0.00093535i,0.0002511+0.00047563i
0.0014154-2.2333e-05i,0.0012405+0.0010313i,0.0012615-0.00073044i,0.0011534-0.0014214i,-0.00019084-0.00034713i,-0.00021257+0.00069801i,0.00083945+0.0012768i,0.0017396+0.00090851i,0.0024199+0.00019969i,0.0025774+0.00047362i,0.0018983+0.00050405i,0.0006309+0.00058548i,-0.00012976+0.00054601i,-0.00023977-0.00032308i,-0.0004829+7.5688e-05i,-0.00062983+0.00043334i,-0.00064971-0.0006906i,-0.00040402-0.0013077i,-5.2595e-06-0.00025175i,0.00034922+0.00046814i,4.0978e-05+0.00060105i,-0.00074538+0.00051169i,-0.0010547+0.00024651i
-0.00066346-0.00095529i,-0.00032221-0.0013372i,0.00010466-0.00084962i,0.00083147-0.0013195i,0.0017537-0.00078008i,0.0018417+0.00091436i,0.0029025+0.0013765i,0.0031188+6.5662e-06i,0.0027927-0.00091734i,0.0030397-0.0010956i,0.0020898-0.0010183i,0.00093561-0.00044577i,9.8897e-05+0.00015397i,-0.00013754-0.00021535i,0.00042938-0.00046672i,0.00025263-0.00028235i,-0.00056973-0.00036497i,-0.00097516-9.4805e-05i,-0.0011096+0.00025666i,-0.00050834+0.00013773i,0.00033192+0.0005387i,0.00063203+0.00042006i,0.0011253+0.00064226i
0.0012116-0.0031471i,-0.00069126-0.0030825i,-0.00197-0.0044481i,-0.003527-0.0039241i,-0.0029338-0.0018209i,-0.0001642+0.00053906i,0.001598+0.00057726i,0.0019881-0.00065054i,0.00075326-0.0017647i,-0.00032634-0.0020131i,-0.00059499-0.0015167i,-0.00080212-0.0010807i,-0.00034396-0.0011212i,0.00016676-0.00053587i,9.9877e-05-0.00017133i,0.00015885-0.00069139i,-0.00026283-0.00045385i,-0.000366-0.00028552i,-0.00017206+0.00015402i,0.00021542+0.00016519i,0.00043743-0.00036065i,-0.00062136-0.00042187i,-0.00075-4.6106e-05i
-0.00052946+0.00028824i,-0.00061796+0.00079506i,-0.00032075-0.00091366i,-0.00036546-0.0026311i,0.00036465-0.0019922i,0.00041878-0.00070043i,0.00044491-0.00073102i,0.00073785-0.0020225i,0.00051663-0.0020085i,0.00037696-0.0012944i,-0.0005687-0.0017435i,-0.0008988-0.001337i,0.00052834-0.0015042i,0.0016365-0.0017599i,0.0010772-0.00043443i,0.00045375+0.00017684i,0.00032739+0.00015181i,-0.00040929+0.00039182i,-0.00068605+0.00045889i,-0.00025783+6.8094e-05i,-0.00016335-0.0008331i,9.5138e-05-0.0013995i,6.9205e-06-0.00050305i
-0.0016752+0.00014217i,-0.0011918+0.00059512i,-0.00059797+0.0014167i,-0.00081872+0.00030269i,-0.0001123-0.0002658i,0.00023494-2.9832e-05i,0.00017985+0.00050284i,-0.00013662+0.00077257i,-0.0002869+0.00099414i,-0.00010206+0.0020188i,0.00028076+0.0018915i,0.00039055+0.00067105i,-0.00020054-0.00031954i,0.00022907-0.00062941i,0.00052253-0.00031898i,-0.00031896+0.00013638i,-0.0010513-0.00032707i,-0.0014093-0.00088448i,-0.00094243-0.00077519i,-0.00014965-0.00015604i,-5.5196e-05+0.00091908i,0.00021772+0.00097807i,0.00058004-0.00015292i
0.0018265+0.0011938i,0.0024896+0.00095264i,0.002684+0.00051643i,0.0024851-0.00052727i,0.001325-0.00096105i,0.00032326+6.5851e-05i,0.00024164+0.0015173i,0.00021561+0.0015804i,0.00029972+0.0016154i,0.0010858+0.0019636i,0.0013571+0.0013486i,0.00076897+0.00066806i,-3.5212e-05+1.7065e-05i,0.0001104-0.00023499i,0.00047803-2.6611e-05i,0.00043665-0.00046627i,4.1075e-05-0.00094832i,-0.00023573-0.00056778i,-3.414e-05+0.00012803i,0.00068884+0.00016481i,0.0013978-0.00039389i,0.00085977-0.00027602i,-0.00017692-0.00054012i
-0.00069896+0.00097713i,0.00075779+0.001023i,0.0012634+0.0022781i,0.0013406+0.0014735i,0.0016363+0.00072414i,0.0015262+0.0014122i,0.001408+0.0020576i,0.001264+0.0017771i,0.0010217+0.0014058i,0.0019531+0.00088236i,0.0023451+9.4976e-05i,0.0012402+0.00019604i,0.00036218-2.9302e-06i,5.6795e-05-0.00067426i,1.6468e-05-0.00052196i,-0.00027678-0.00028566i,-0.00048481-0.00071053i,-0.00014575-0.00089056i,0.00042624-0.00050097i,0.0009768-3.8183e-05i,0.00080997-0.00040805i,0.00024429-0.0010018i,-5.765e-05-0.00070846i
-0.0026755-0.0011609i,-0.0021955+2.2227e-05i,-0.0023338+0.0012308i,-0.0015753+0.0014532i,-0.00012173+0.0017213i,0.00041337+0.0017906i,0.0012843+0.0012978i,0.0025235+0.00019094i,0.0022756-0.00030302i,0.0011306-0.00056688i,0.00069591-0.00049232i,0.00080618+0.00067726i,0.0014381+0.0019748i,0.0013773+0.0019416i,0.00068002+0.0012463i,-7.9003e-05+0.00048336i,-0.0004429-9.4684e-05i,-0.00050533-4.5316e-05i,-0.00024639+0.00038133i,0.00025668+0.00013777i,0.00066305-0.00022877i,0.00034886+0.0004005i,-9.3383e-05+0.00088584i
0.00031125+0.0022114i,0.0017227+0.001591i,0.0026934-0.00016605i,0.0018848-0.00079212i,0.00053681+0.00020764i,0.00011724+0.00054786i,0.00078419-9.3493e-05i,0.0018306-0.0014152i,0.0018405-0.0023559i,0.0011438-0.0015341i,0.00042647-0.00040358i,-5.3729e-05+0.00012632i,0.00026197-0.00042332i,0.00071831-0.00079643i,0.0010174-0.00029495i,0.00068747-0.00030138i,-0.00022698-7.9321e-05i,-0.0005365+7.9567e-05i,-0.00024191-0.00011501i,0.00042015+0.00038838i,0.0003235+0.00056446i,-0.00024463-0.00021763i,-0.00040948-0.00015869i
-0.0027035-0.0034749i,-0.0027829-0.0028279i,-0.0024633-0.0017113i,-0.0017854-0.00031805i,-0.0013902-0.00011982i,2.0016e-05+0.00060209i,0.0018499+0.0012001i,0.0017808-0.00024587i,0.00026843-0.0012335i,-0.00037523-0.00018244i,-0.0005897+0.00049672i,-0.0005465+0.00031915i,-0.0011586+0.00027096i,-0.0012375-0.00012803i,-0.00059466+5.7645e-05i,-0.00089581-0.00016042i,-0.00099825-0.00015225i,-0.0010544+0.00060685i,-0.00070157+0.00085058i,0.00032667+0.00035611i,0.00019848+5.4856e-05i,-0.00016119+3.8794e-06i,0.0002752-6.0413e-05i
