-0.0016773+0.0013466i,-0.0011186+0.0013747i,-0.0020949+0.00079411i,-0.0021019+0.00097023i,-0.0017445+0.0008416i,-0.0019371+0.00048791i,-0.0013368+0.0012824i,-8.5076e-05+0.0018657i,0.00017521+0.00090042i,1.8244e-05+8.5637e-06i,0.00027195-5.9506e-05i,0.00059892-0.00018535i,0.00022707-0.00011732i,-0.00098945+0.00015694i,-0.0013795+0.00022729i,-0.00059013-0.0002562i,0.00015886+0.00022886i,0.0001592+0.0007471i,-0.00026951+6.7631e-05i,-0.00013746+0.00069593i,0.00039944+0.0011909i,0.00056277+6.448e-05i,-0.00034567-0.00037464i
0.00061456+2.4667e-05i,4.5934e-05-4.2639e-05i,0.00024671-0.00064304i,0.00027204-0.0018354i,0.0001554-0.0018863i,-0.00045334-0.0010777i,-0.0020652-0.00027013i,-0.0024999+0.00080192i,-0.0014593+0.00091685i,-0.00052068+0.00018792i,-0.00021407+7.1295e-05i,-0.00025018+0.00018032i,-0.00010717-0.00033358i,-6.9031e-05-0.0010591i,0.0004111-0.00095747i,0.00044756-0.00071874i,0.00029371-0.00022486i,0.00059526+0.00105i,0.00014707+0.0010028i,-0.00023431+0.00044195i,-0.00022343+0.00064105i,-2.6767e-05+0.00040254i,0.0003566+0.00051797i
0.00091519+1.0703e-05i,0.00038044-0.00075737i,0.00077624-0.001724i,0.0019348-0.0022102i,0.0017774-0.0018206i,0.00030836-0.00057135i,-0.0010197+0.00095715i,-0.00082139+0.0014049i,-0.00084682+0.00093688i,-0.000795+0.00062725i,0.00018685+3.3844e-05i,0.00010042-0.00015641i,-0.00062582+0.0006398i,-0.00055793+0.00048117i,-0.0001699-0.00027877i,-0.00031294-0.00072358i,-0.00023482-0.00047485i,-0.00061864-0.00034401i,-0.00080655-2.3912e-05i,-8.2102e-05+0.00035941i,0.00018655+0.00016888i,6.5336e-05+0.0008725i,-6.3357e-05+0.0008287i
0.0012519-0.0007753i,0.00089887-0.0016337i,0.00043885-0.0020421i,-0.00015769-0.0018673i,0.00011929-0.0017832i,6.0764e-05-0.001603i,-0.00094477-0.00091494i,-0.00085682+8.7339e-05i,0.00055186+0.00026238i,0.00096461+0.00012431i,0.00059118+0.0002262i,9.086e-05+0.00038517i,-0.00069489+0.00019551i,-0.00092927-0.00026598i,-0.00075163+0.00040942i,-0.00045034+0.00096878i,1.3473e-05+0.00070746i,0.00019749+0.00073019i,0.00034383+0.00078556i,0.00080809+0.00072891i,0.00096134+0.0010089i,0.00072896+0.00040362i,0.00028211-0.00068202i
-0.0023837+0.00040658i,-0.0014016+0.00026042i,-0.0008151+0.00029617i,-0.00017229+0.00028824i,0.00073768+0.00023779i,0.00091894-0.00087808i,0.0004554-0.0013083i,0.00038956-0.00054756i,0.00028035+0.00060364i,0.00084005+0.0014559i,0.00056745+0.0013826i,-0.00046291+0.0010553i,-0.00033125+0.00064066i,0.0001327+0.00021099i,-1.1031e-05+0.00065661i,-0.00010512+0.0012443i,-0.00032243+0.00095873i,-0.00034183-8.8263e-05i,-0.00043501-0.00011545i,-0.00046612+0.00031581i,-0.00020458+1.8671e-05i,-0.00052309-0.0002868i,-0.0012159-0.00073861i
-0.0017418-0.0012229i,-0.00084072-4.2902e-05i,-0.0010423+0.00062397i,-0.00025287+0.00063103i,0.00043002+0.00033469i,0.00050854-0.00035948i,0.00037974-0.00037965i,-0.00028343-0.0002043i,-0.00024596-0.00019175i,0.00023312+0.00023597i,-0.0001497+0.00040319i,4.8044e-05+0.00033791i,-0.00029893+0.0007784i,-0.0008158+0.00075504i,-0.0010476+0.00046105i,-0.001179+0.00039525i,-0.001134+0.00027519i,-0.000538+0.00039433i,-0.00021171+5.19e-05i,-0.00054673-5.0513e-05i,-0.00055191-3.5768e-05i,0.00082579-0.00038i,0.001554-0.00013749i
-0.00042062+0.0012252i,-0.00041941+0.00082043i,-0.00017998-0.0001038i,0.00092246-0.00034835i,0.0016493-0.00066871i,0.0006055-0.00098414i,-0.00071807-0.00021312i,-0.0013953+0.00029095i,-0.0012613-0.00022487i,-0.00089416-0.00020855i,-0.00018002-0.00034367i,0.00031671-0.00063894i,0.00050531-0.00060082i,0.0010096+0.00012947i,0.00039874+0.00071525i,-0.0010591+0.0001192i,-0.0014436+0.00041165i,-0.00094053+0.0010281i,-0.00028934+0.0010688i,1.8626e-05+0.00079887i,0.00023615+0.00030994i,4.9854e-05-0.00012565i,-0.00048169-0.0002112i
-0.0020984+0.00021008i,-0.001249+0.00055251i,0.00020199+0.00045771i,0.0011189+0.00030734i,0.00090158-0.0010537i,-8.5513e-05-0.0017325i,-0.0013828-0.0008184i,-0.0018668+0.00056901i,-0.0014862+0.0011744i,-0.0011607+0.00045861i,-0.00056132-0.00052946i,0.00015972+0.00010114i,0.0001928+0.0011493i,9.4601e-05+0.0010527i,5.9888e-05-3.7947e-05i,0.00046929-0.00026479i,0.00052203+0.00040509i,0.00026464+0.0010668i,-0.00058297+0.0015219i,-0.00087557+0.0010113i,9.0472e-05+0.00070274i,-0.00014169-3.8124e-05i,-0.00061698-0.00082641i
0.0014288-0.0010583i,0.00092164-0.00067637i,0.00025161-0.00026041i,0.00047045-0.0007908i,0.0014424-0.0007881i,0.0007553-0.00056636i,-0.00062-0.00047232i,-0.00071155+0.00040021i,9.4163e-05+0.0012373i,0.00031598+0.00091466i,-8.74e-05+0.00012588i,0.00025434+0.00067199i,0.00035664+0.00070864i,1.4087e-05-0.00035662i,-0.00026408-0.00067974i,-0.00013993-0.00043683i,-0.00021776-0.00013545i,-0.00037703+0.00024445i,-0.00046015+0.00039086i,-0.00053847+5.1285e-05i,-0.00045487-6.5694e-05i,-0.00035239+0.00012094i,0.00019216+0.00060288i
0.00085658+0.0013718i,0.0013375+0.0008697i,0.0013409+0.0001932i,0.0019985-0.0013456i,0.0016225-0.0023493i,0.00017525-0.0018166i,-0.00054374-5.0186e-05i,-0.00086631+0.00076264i,-0.00049595+0.00079403i,3.3923e-05+0.0003163i,0.00060036-5.0842e-05i,1.9402e-05-5.3952e-05i,-0.00053344+7.3011e-05i,-3.1699e-05+0.00011364i,1.7619e-06-0.0003968i,0.00010701-0.00088332i,0.00021417+3.6229e-05i,-0.00047252+0.00086297i,-0.0010523-0.00011715i,-0.00047152-0.00015159i,-0.00026036+0.00025668i,-0.000752+0.00031085i,5.7085e-05+0.00035711i
0.0002499-0.0019907i,-0.00028508-0.0014702i,-0.0011594-0.0028948i,-0.0016995-0.003219i,-0.0012983-0.002127i,-0.0010206-0.00093709i,-0.00091313-2.4879e-06i,-0.00040776+0.00030917i,-0.00033359+0.00017097i,-0.00038179+9.5471e-05i,0.00047837-0.00013091i,0.0003344+0.00058344i,-7.8576e-05+0.00091032i,-1.3329e-05+0.00034028i,-0.00051644-0.00017267i,-0.00061161-0.00031445i,-0.00026537-0.00022381i,-0.00015454+0.00016959i,-5.127e-05+0.00033506i,-3.2289e-05+0.00032807i,-0.00012771+0.00054365i,-0.00014379+0.0004505i,0.00019465-2.7442e-05i
0.00049072-0.00011651i,0.00055795-0.00034819i,0.0012838-0.0005862i,0.0017714-0.0011626i,0.0015567-0.0010462i,0.00071846-0.00047841i,0.00016432+2.8874e-05i,-0.00024805+0.00052452i,-0.00050304+0.00056817i,-0.00038344+0.00047923i,0.00020391+0.00025741i,0.00087113-0.00012312i,0.00085432-0.00014503i,0.00079591-4.8068e-05i,0.00046098-0.00026431i,0.00048823+0.00017061i,0.00014642+0.00096878i,-0.00054353+0.00065722i,0.00031922-0.00023293i,0.0010002-0.0011553i,0.00043704-0.0010361i,-0.00015545-0.0001996i,-0.0012143-0.00020702i
0.00043662-0.00093782i,-0.00077644-0.00098332i,-0.00079656-0.0014702i,0.00057398-0.0012163i,0.00091325-0.00087941i,0.00082221-0.00096245i,0.00042511-0.00047358i,-0.0001563+0.0010491i,-0.00052033+0.0012358i,-0.00057954+0.00033327i,-0.00025237+0.00027502i,-0.00025512+0.00059676i,-0.00026092+0.00070902i,-0.00053834+0.0010638i,-0.0002522+0.0011737i,0.00050046+0.00054473i,0.00030351+0.00049348i,0.00026818+0.00037125i,0.00071015+0.00014691i,0.00095243+0.0006649i,0.00052271+0.00076118i,-0.00048823-3.2378e-05i,-0.00065749-4.7223e-05i
0.0004684-1.0745e-05i,0.0011001-0.00053598i,0.00089128-0.00063584i,0.0010099-0.00048553i,0.0011701-0.00018281i,0.00084426-0.00053093i,0.00028848-0.00015941i,-0.00055077+0.00051375i,-0.00034591+4.1166e-05i,6.0806e-05-0.00085311i,-0.00050692-0.00077391i,-0.00035989-1.8197e-05i,9.0396e-05+0.00011808i,-0.00034728-0.00010953i,-0.00022266-0.00028936i,-7.9542e-06+0.00032512i,-0.00028542+0.0004889i,-0.00068562-0.0004614i,-0.00031397-0.00043253i,0.00013802+0.00091013i,-0.00017663+0.001929i,-0.0005237+0.0014309i,-0.00074742+0.0015454i
-0.00080674-0.0014406i,-0.00052065+4.509e-05i,-0.00014413+0.00050335i,0.00017463+0.00098774i,0.0012686+0.0001691i,0.0011244-0.00046412i,-0.00027894-0.00091026i,-0.0011274-0.00083457i,-0.0011338+8.1577e-05i,-0.00097605+6.8319e-06i,-0.00099481-0.00016581i,-0.00063225-0.00050699i,-0.00054086-0.00079053i,-0.00038143-2.6224e-05i,-0.00016755+0.00065983i,-0.00053575+0.00027798i,-0.00069058-0.00033797i,-0.00043474-0.00034042i,-0.0005358-0.00010606i,-0.00061785+0.00032773i,-0.00017841-0.00018453i,0.00016368-8.4654e-05i,-0.00036365+0.00018834i
0.00014667+0.00095102i,0.0014095+0.00079673i,0.00202-5.0701e-05i,0.002398-0.00089927i,0.002983-0.0011683i,0.001471-0.0016051i,-0.00040385-0.0011593i,-0.0011976+0.00016219i,-0.00097685+0.00076018i,-0.00044748+0.0003564i,-8.4853e-05-8.569e-05i,0.00019409+0.00059404i,-0.00019644+0.00078471i,-0.00064073+0.00021959i,-0.00033269+6.6146e-06i,-0.00025215+0.00042244i,-0.00044264+0.00084652i,-4.8402e-05+0.00032122i,-2.9588e-05+0.00018988i,-0.00048758+0.00055514i,3.5036e-06+0.0002696i,0.00077475-0.00021747i,0.00026339+0.00034255i
-0.00026855-9.3237e-05i,3.9043e-05-0.00021129i,0.00099466-0.00012293i,0.0023202-0.00057639i,0.0023157-0.0010774i,0.0010518-0.0013788i,-0.00043833-0.00022429i,-0.0016334+0.0010146i,-0.00092809+0.0013155i,0.00017839+0.0012097i,0.00053457+0.0014048i,0.00037965+0.0012919i,-1.3999e-05+5.2765e-05i,0.00033371-0.00090966i,0.00013891-0.00085667i,-0.00040528-0.00033124i,-0.00097728+4.3776e-05i,-0.0015502+0.00030696i,-0.0010021+0.00065003i,-1.7336e-05+0.00098896i,0.00077974+0.00023066i,0.00044989-0.00014935i,1.9394e-05-0.00014029i
-0.0018591+0.00044721i,-0.0014961+0.00047104i,-0.00022162+0.00025264i,0.0015485+0.0012029i,0.0017125+0.00059807i,0.001397-0.0011953i,0.00053973-0.0010908i,-0.00058307+0.00012955i,-0.0006976+0.00068969i,-0.00036325+0.0012715i,-0.00056363+0.0011639i,-0.00015559+0.00027357i,-0.00028983+0.00010621i,-0.00067585+0.00085992i,-0.00033028+0.0012567i,-0.00046999+0.00084279i,-0.00020075+0.00061422i,0.00029522+0.00043594i,-0.00027417-7.5312e-05i,-0.00095862+0.00021626i,-0.0006534+0.00034468i,-0.00074533-2.0335e-05i,-0.00084566-2.9065e-05i
0.0014851-0.00011207i,0.00080031-0.00077117i,0.00041697-0.0013093i,0.00062229-0.0010477i,0.0014845-0.00082261i,0.0011231-0.00065621i,4.7429e-05-9.1032e-05i,0.00013062+0.00041345i,0.00038602+0.0008201i,0.00035888+0.00076874i,0.00013744-0.00011065i,0.00011758-0.00039273i,0.00015842+0.00012478i,-0.0006697+0.00059461i,-0.0011061+0.00076486i,-0.0010577+0.00072198i,-0.00023962+0.0012416i,0.00039623+0.00098676i,0.00066818-8.8154e-05i,0.00080789+0.00030616i,4.5146e-05+0.0014243i,0.00018782+0.0013041i,0.00055776+0.00062394i
0.0007068-0.00021839i,0.00049914-0.00035918i,0.0010245-0.0010218i,0.0020837-0.0015696i,0.0020627-0.001843i,0.00046685-0.0018636i,-0.00048368-0.00049883i,1.3977e-05+0.00088027i,5.9253e-05+0.00079501i,-0.00029568+7.4893e-05i,-0.0010943+0.00044589i,-0.0014075+0.00094238i,-0.00083281+0.001272i,0.00013923+0.0013931i,9.0793e-05+0.00084874i,-0.00037529+0.00034449i,-1.6857e-05+0.00041265i,-0.00034517+0.00082173i,-0.00080269+0.001396i,-0.00053124+0.0015894i,-0.00076555+0.0014902i,-0.00053457+0.00050188i,0.00085307-0.0002966i
-0.00014771-0.00040184i,0.00026573+0.0003808i,0.0019176+0.0014704i,0.0018188+0.00034548i,0.0013305-4.3737e-05i,0.00081427+0.00039047i,-0.00037318+0.00043837i,-0.00070515+0.00056898i,-0.00013469+0.00043162i,0.000296-0.00032439i,0.00017885-0.0002291i,0.0002835+0.00066065i,-9.7143e-05+0.0010415i,-0.00039754+0.001053i,-0.00020151+0.0012829i,-0.00028352+0.0012218i,-0.00021752+0.00026324i,-3.3809e-06+6.7791e-05i,1.2193e-05+8.6949e-05i,-0.00072799-0.0004343i,-0.00061975-0.00042494i,0.00013532+0.00049808i,-0.00018104+0.00045333i
-0.0010737-0.00053505i,-0.00098408+0.00076243i,-0.00063127+0.00035455i,0.00041139-0.00027222i,0.00073375-0.00045456i,0.0001096-0.0010412i,0.00049295-0.00093547i,0.00092946-0.00017059i,0.00039709+0.00064017i,0.00011531+0.00083934i,0.00044123+0.00064119i,0.00014205+9.0711e-05i,-0.00045433+0.00022477i,-0.00043269+0.00083006i,-0.00025306+0.0011365i,-0.00030756+0.0013113i,-0.00042152+0.00076997i,-0.00089754+0.00028173i,-0.0012812-0.00023214i,-8.2261e-06-7.4278e-05i,0.00059575+0.00016918i,-0.00053551-0.00021214i,-0.00060674-0.00034601i
-0.0012508-0.0010351i,-0.0013403-0.0018282i,-0.00096787-0.001306i,0.00089035-0.00026913i,0.0022838-0.00021298i,0.0014332-0.0013288i,0.00045745-0.0011494i,-7.2005e-05+0.00029196i,0.00013431+0.00046159i,-0.00015613-0.00020646i,-0.00061683+0.0001299i,-0.00046413+0.00038456i,5.6941e-05+0.00033329i,0.00060208+0.000432i,0.00035425+0.00041787i,6.984e-05+0.0008414i,-7.5537e-05+0.00092829i,0.00041411+0.00079838i,0.0010004+0.00090872i,0.00059191+0.00049817i,-8.4055e-05+0.00078331i,0.00010174+0.00069464i,0.00060506-0.00031626i
0.00072491-0.00031254i,0.001107-0.00067897i,0.0010071-0.00016022i,0.0013657+0.00067539i,0.0015894+0.00024283i,0.00050347+0.00048502i,-0.0013943+0.00028141i,-0.0012113+9.6303e-05i,-0.00039235+0.00052842i,-0.00010996-0.00032487i,0.00050022-0.0011942i,0.0004529-0.00058516i,-0.0012916+0.00019442i,-0.001727-6.1892e-05i,-0.00014077+0.00031142i,5.928e-05+0.0010826i,-0.00073515+0.00030215i,6.1145e-05-0.00035718i,0.0008771+0.00077152i,0.0010354+0.00073459i,0.00065384+0.00012301i,0.00015413-0.00071936i,0.00052605-0.0014739i
0.00063556-0.0013387i,0.00026184-0.0013375i,-0.00012245-0.0023287i,0.00064771-0.0024901i,0.0011625-0.0024759i,0.00037055-0.0018644i,-0.00069234-0.00027196i,-0.00082215+0.0011305i,-0.00037263+0.0018239i,-0.00076213+0.0012873i,-0.00068818+0.000374i,-6.7719e-05+0.00039296i,-0.00017983-0.00014462i,-0.00050027+0.00010706i,-0.00024407+0.00015791i,-0.00017574-0.00045365i,0.00022068-0.00058183i,0.00082178-0.00073552i,0.00027963-0.00044892i,-0.00081662-0.00017513i,-0.00088945-0.00019042i,-0.00016787+0.0002854i,-0.00020759+0.00028252i
-0.00037497-0.00075265i,0.0005125-0.0010998i,0.0009039-0.0016358i,0.0015611-0.0009287i,0.001434+4.8524e-05i,-0.00022786-0.00044978i,-0.0014924-0.00086225i,-0.0010614-0.00016498i,-0.0005344+0.0011646i,-2.4188e-05+0.0016865i,0.00031313+0.00092777i,8.8522e-05-6.5444e-06i,0.00022115-0.00017914i,0.00029551+0.00027391i,0.00016177+0.00062555i,0.00030401+0.00054641i,0.00076326+0.00064257i,0.00040466+0.00055078i,-0.00036887-2.566e-05i,-0.0006195-0.00017567i,-0.00031397+0.00011438i,-0.00011563-0.00028849i,-0.0002783-0.00081709i
-0.00030541+0.00066418i,0.00036534+0.0010236i,0.0018535+0.00094601i,0.0028094-0.00036785i,0.0019613-0.0013723i,0.00062707-0.00098386i,9.9926e-05-0.00076004i,-0.00027289+6.3787e-05i,-0.00061787+0.00036233i,0.00033853+0.0004274i,0.0011458+0.0012286i,0.00021025+0.00098934i,-6.3534e-06+5.3918e-05i,0.00050913+0.00021083i,0.00036763+0.00014939i,0.00014124+8.3899e-05i,-3.845e-05+0.00051142i,-0.00045382+0.00040021i,-0.00089112+0.00050691i,-0.00068664+0.00047137i,-0.00035053+0.00026931i,0.0002502+0.00010967i,0.0003814-0.00018025i
0.0012636-0.00090423i,0.0014918-0.0011158i,0.0013831-0.00037334i,0.0011102+0.00031098i,0.00076018-0.00046814i,-5.0627e-05-0.0013192i,-0.00074595-0.0013049i,-0.00067481-0.00022681i,-0.00039823+0.00052928i,-0.00078475-0.00013453i,-0.00092245-0.00010219i,-0.00014763+1.4223e-05i,-0.00026103-0.00080549i,-0.0010536-0.0011343i,-0.00070086-0.00070733i,-0.00011231-1.3079e-05i,-7.7416e-05+0.00063104i,5.7819e-05+0.00088362i,0.00088192+0.00065615i,0.000806+0.00057841i,9.0511e-05+0.00071235i,-0.0002652+0.0010975i,0.00044441+0.0011451i
-0.0010497+0.0014135i,0.00011844+0.00072563i,0.0016278-0.00029077i,0.0028168-0.00049403i,0.0017406-0.00041088i,-0.00035998-0.00036129i,-0.0016346-0.00045714i,-0.0018152+7.6432e-05i,-0.00097638+0.0011884i,-0.00020262+0.0010884i,0.00045982+0.00055265i,0.00025913+0.00092313i,-0.00045821+0.00063165i,-0.0011368-2.0628e-05i,-0.0016865-8.2038e-05i,-0.00080174-0.0003093i,0.00021987+7.463e-05i,-0.00019895+0.00063723i,-0.00050129+0.00038292i,3.9942e-05+3.97e-05i,0.00018178-2.7326e-05i,0.00034909-9.1146e-05i,0.00031134+0.00034139i
0.0017388-8.7528e-05i,0.0026461-0.0002628i,0.0035784-0.0013451i,0.0033989-0.0017482i,0.0022309-0.0016012i,0.00089975-0.00065318i,-3.9181e-05+0.00037416i,-0.00076136+0.0011458i,-0.0006519+0.00099406i,-0.00046169+0.00034509i,-0.00028677+8.0462e-06i,-0.00059115-0.00024293i,-0.00030602-4.3714e-05i,0.00032782+0.00028399i,-9.4862e-05-0.00021197i,-0.00085661-0.00030347i,-0.001018+0.00075305i,-0.00085338+0.0004837i,-0.00070838-0.00043005i,-0.00040048-0.00091447i,-3.714e-05-0.00038378i,-0.00018228+0.00047535i,-0.0003512+0.00011067i
0.00039906-0.00068317i,0.00056997-0.00023877i,0.0013348-1.8805e-05i,0.0020195-0.00022581i,0.0021193-0.00098636i,0.00066669-0.0015403i,-0.0010109-0.0010317i,-0.001269+4.4087e-05i,-0.00095827+0.00086084i,-0.00040654+0.0011743i,0.00035281+0.00020676i,0.00053781-0.00035616i,0.00019886-8.1341e-05i,-3.8841e-06-0.00014475i,-0.00026613-0.00045515i,7.8925e-05-0.00023528i,0.00031975-0.0002996i,-6.7668e-05-0.00082119i,0.00048005-0.00021525i,0.00024519+0.00031967i,-0.00078925+0.00043297i,-0.00091993+0.00030408i,-0.0005549-0.00072463i
0.0011157+0.00050549i,0.0016467-0.00010256i,0.0017749-0.00024365i,0.0013745-0.0019427i,0.0010099-0.0023066i,0.00016656-0.001352i,-0.00076005-0.00059817i,-0.00086742+6.2498e-05i,-0.00079783-0.00072109i,0.00033965-0.00071441i,0.00059354+0.0011908i,-0.00064822+0.0021981i,-0.00029351+0.0013877i,0.0002868+0.00066832i,-0.00068449+0.00031214i,-0.0012474+9.4878e-05i,-0.00083813-3.5645e-05i,-0.00018862+0.00035919i,-7.5143e-05+0.00053523i,0.00032952+0.00074724i,0.00066963+0.00050611i,0.00051755-0.0010111i,3.3799e-05-0.0012848i
-0.0012626+0.00072388i,-0.00073216+0.0017065i,-0.00021973+0.00057569i,0.0011925-0.00039784i,0.0012392-2.3827e-05i,-0.00045153-0.00028629i,-0.0015105-0.0009179i,-0.0015256-0.00024411i,-0.0012663+0.00030112i,-0.0011785-5.3945e-05i,-0.00056744+0.00068274i,-0.00039535+0.0014999i,-0.00045923+0.00083986i,-0.00022146+0.00035639i,0.0004559+0.00097536i,0.00042401+0.00061299i,0.00027476-0.00024867i,0.00036227-0.00026675i,-0.00043496+0.0002617i,-0.00049851+0.00051851i,-0.00038843+0.00054401i,-0.00057073+0.00037908i,4.6058e-05-8.0839e-05i
0.00064528-0.00058237i,-0.00036766-0.00084902i,0.00052726-0.00010664i,0.00084312+0.00075937i,0.00090158+0.00011056i,0.00055231+2.7378e-05i,-0.00073945+0.00013415i,-0.00080898+8.3825e-05i,0.00034727+0.00050113i,0.0003405+0.00057718i,0.00029555+0.00082023i,0.00030861+0.0012205i,1.3495e-05-2.4902e-05i,-0.00013555-0.00070148i,-0.00017258-0.00010153i,-0.00012645+0.00042905i,-0.00033532+0.00094748i,-0.00082939+0.00065129i,-0.00062942+0.0009426i,-0.00032356+0.0011871i,-9.3772e-05+0.00083411i,-0.00017484-0.00016267i,-0.0003789-0.00066066i
0.00063929+0.0011105i,0.00091547+0.00063934i,0.0010144+0.00094971i,0.00090537+0.00034966i,0.0017896-0.0010953i,0.001772-0.0014549i,-4.1018e-05-0.00037192i,-0.00074184+0.00055785i,-0.00068151+0.00052337i,-0.00054412+4.3533e-05i,-0.00025839-0.00036601i,-1.2399e-05+2.3452e-05i,-0.00039172+0.00024219i,-0.00090109-0.00047394i,-0.00049759-0.00070706i,-0.00023368-0.00131i,0.00014646-0.0013441i,-7.7227e-07-0.00049803i,-0.00011442+0.00036651i,0.00012821+0.00047912i,0.00066037-0.00022996i,0.00065821-4.262e-05i,9.0317e-06+0.00033795i
-0.00046366-0.0013782i,-0.00060431-0.00055964i,-4.5016e-05-0.0008672i,0.00087595-3.3584e-05i,0.0013763-1.5175e-05i,0.0015511-0.00094619i,0.00082199-0.00089145i,-0.00025465-6.8475e-05i,-0.00059104+0.00064117i,-0.00024296+3.8302e-05i,0.00029296-0.00051606i,0.00066915-0.00034261i,0.00036913+0.00015447i,-0.00046013-4.0696e-05i,-0.00073634-0.00078783i,-0.00020589-0.00014993i,7.6721e-05+0.00021987i,-0.00021324-8.9702e-05i,0.00011021-0.00063366i,0.00013464-0.00034087i,-0.00032453+0.00047133i,-0.00072268+0.00015465i,-0.00061068+4.5009e-05i
-0.00083269-0.00070785i,-0.0020502+0.00093727i,-0.0014539+0.001058i,-0.00032155+0.00021557i,-0.0004989-8.9051e-05i,-0.00092922-0.0008468i,-0.0013952-0.0011916i,-0.00096844-0.0010725i,-0.00038608-0.0006149i,-0.00011234-0.00013967i,-0.00020318+0.00024217i,-0.00051351+0.00077743i,0.00019266+0.00057468i,0.00075554+0.00054305i,0.0010803+0.0010918i,0.00073447+0.00086557i,0.00011625-0.00032489i,0.00011812-0.0010152i,2.9471e-05-0.00078474i,-0.00049729+0.00012528i,-0.00044294+0.00022247i,-0.00059873+0.00023295i,-0.00099519-6.6043e-05i
-0.00097247+0.00012494i,0.00040837+0.0011671i,0.0011122+0.0019428i,0.0016167+0.0018157i,0.0015063+0.0010756i,-0.00032348+0.0002297i,-0.0017992-0.00085604i,-0.0015072-0.001103i,-0.0012707-0.00021082i,-0.00117+0.00058413i,-0.00041143+0.00077025i,0.00015169+0.00084241i,-0.00071667+0.00061587i,-0.0014972+0.0004903i,-0.00071293+0.00069097i,-0.00032384+0.00088034i,-0.0010554+0.0002551i,-0.0011522+0.00035394i,-0.00020208+0.00094228i,0.00015334+0.0011937i,-6.2542e-05+0.001279i,5.4708e-05+0.00084591i,-0.00018419-5.2523e-05i
0.0021722+0.0012356i,0.0026594+0.00018984i,0.002794-0.00034935i,0.0031197-0.0014738i,0.002899-0.0026494i,0.0021948-0.0021724i,0.00050544+9.4974e-05i,-0.00073462+0.0018148i,-0.00078065+0.001448i,-0.00030826+0.00031301i,-0.0003022-0.00039539i,-0.00048137+0.00039343i,-0.00032762+0.0015245i,-9.2418e-05+0.0013175i,0.00032461+6.5907e-05i,0.00055815-0.00012654i,-6.2985e-05+0.00024233i,-0.00085347-1.2897e-05i,-0.00087343-0.000112i,9.0937e-05-0.0003462i,0.00019004-0.00010101i,9.2813e-06-0.000326i,0.00085511-0.00053306i
-0.00096894-0.0022634i,-0.00073247-0.00069111i,-0.00049942-0.00069167i,0.00019338-0.0020703i,0.00078447-0.0020029i,-0.00011135-0.0014773i,-0.00088403-0.00081555i,-0.00051234+2.6425e-05i,3.1035e-05+0.00035726i,-0.00056063+3.7617e-05i,-0.00022189+0.00020401i,0.00054204-0.00016079i,0.00012707-0.00051924i,-0.00029489+0.00039836i,-0.0006703+0.00067446i,-0.00070436+0.00033295i,-0.00020486-0.00045994i,8.3581e-05-0.00024087i,0.00044121+0.0006284i,0.00034409+0.00038931i,4.2275e-05-0.00013303i,0.00024387+0.00032663i,0.00030437+0.00060878i
-0.00015208-5.7075e-05i,0.0011296+0.00019782i,0.0019105+0.00055895i,0.0016254+0.0010904i,0.0017984+0.00054824i,0.0006862-0.00073176i,-0.00083928-0.00031883i,-0.001235+0.00040353i,-0.0011878+0.00060226i,-0.00043321+0.00056187i,0.00043855+0.00033231i,0.0008707-0.00010048i,0.00031988-0.00026271i,-9.6807e-05+0.00036929i,-0.00011491+0.0003525i,-0.00032387+0.00031082i,-0.000222+0.00052292i,-0.00012376+0.0006979i,-4.499e-06+0.001138i,-0.00028354+0.001348i,-0.00073793+0.001418i,-0.00038367+0.00078865i,0.00011036-0.00017761i
0.00060486+0.00081055i,0.0003098+0.00037446i,-0.00048437-0.00028875i,1.3787e-05-0.00095048i,0.00092951-0.001927i,0.00075955-0.0019614i,-0.00043838-0.00046922i,-0.00083283+0.00027237i,-0.00077217+9.769e-05i,-0.00063523-0.00018698i,-0.00048253+0.00019046i,-0.0001457+0.00061108i,-8.8861e-05+0.00043507i,-0.00062706+0.00014027i,-0.0013011+0.00046645i,-0.0013632+6.7719e-05i,-0.00023815-0.00010778i,0.00043825-0.00030176i,-5.6289e-05+0.00015827i,-0.0010805+0.00082867i,-0.00075381+0.00054649i,0.00056626+0.00020853i,0.00059201-6.4067e-05i
-0.00038439-0.0014184i,-0.0005654-0.0011419i,0.00051646-0.0016682i,0.0011733-0.001205i,0.00083424-0.0008042i,0.00024758-0.0013504i,-0.00059878-0.00051099i,-0.0016674+0.00079488i,-0.0015198+0.0009734i,-0.00040399+0.00047006i,-0.00022797+0.00037914i,-0.00044553+0.00051545i,-0.00015916+0.00016798i,-1.3873e-05-3.9091e-05i,-0.00041008+4.7658e-05i,-0.00027559+0.0003797i,-0.00022444-0.00010112i,-0.00039676-7.3313e-05i,-0.00022107+0.00047395i,-0.00023257+0.00020224i,-2.8555e-05+0.00023151i,0.00069892+0.0006401i,0.0011833-2.2421e-05i
