-0.004678-0.0015498i,-0.0048503-0.0012032i,-0.0040567+0.0011014i,-0.00070116+0.0015295i,0.0017964+0.0020775i,0.0017222+0.0012518i,0.00044211-0.00024065i,-0.00038787-0.00058811i,-0.00022034-0.00066165i,0.0012666+6.5291e-05i,0.0020566+0.00018106i,0.0017089-0.00069883i,0.0016751-0.00092237i,0.0012572-0.00091361i,0.001069-0.00094643i,0.00077837-0.00047694i,0.00010709-0.00016768i,0.00035309-0.0003141i,0.00031006-0.00080441i,0.00030026-0.00094361i,0.0005182-0.00033289i,0.00061531-9.9997e-05i,0.00081366-0.00013567i
0.0013872-8.701e-05i,0.0013971-9.9199e-05i,0.0012499+0.000264i,0.00031694+0.00016624i,0.00089583+0.00070841i,0.0019637+0.0011576i,0.0016339-3.4786e-05i,0.0004367-0.00070403i,-0.00026852-0.00054635i,-0.0012733-0.0007773i,-0.0015995-0.00083625i,-0.00039222-0.00037422i,-0.00015284-7.0074e-06i,-0.00068672+0.00046451i,-0.00047956+0.00084218i,-0.00012434+0.00092684i,7.8957e-05+0.00092151i,-0.00034223+0.0002551i,-0.00082453-0.00051126i,-0.00068017-0.00041756i,-0.00013638-0.00022056i,-0.00014765+8.5583e-05i,-0.00015857+0.00046385i
-0.00011804+0.00068635i,-0.00037131+0.0013264i,-0.00040219+0.0013313i,-0.0010574+0.0013133i,-0.0010684+0.00076115i,-0.00035026+6.0423e-05i,0.00015147-0.0007074i,0.00089351-0.0012473i,0.00090186-0.0011136i,-9.3336e-06-0.00029044i,-6.4828e-05+0.00017201i,-0.00055831+0.00042595i,-0.00099987+0.00042558i,-0.00022456+0.00032356i,0.00029879+0.00042143i,0.00071905+0.00022508i,0.00099624+6.8664e-05i,0.00073238-4.6088e-05i,0.00035844-0.00035506i,-0.00026472-0.00039751i,-0.00058979-0.00075431i,0.00034027-0.0006079i,0.00091964-9.4444e-05i
0.0005649+0.00046115i,0.00091589+0.00090418i,0.0015604+0.0010057i,0.00061727+0.00069116i,0.00058226-0.00014722i,8.5908e-05-0.00046041i,0.0005234-6.2676e-05i,0.001366+0.00052649i,0.00056998+0.00032855i,-0.00070876-0.00027466i,-0.0012359-0.00028249i,-0.00051353+2.5566e-05i,-2.1409e-05+9.5527e-05i,-0.00017049-0.00014061i,-0.0001533+4.1869e-05i,-0.00015424+7.6806e-05i,-0.00069728+0.00051087i,-0.00062077+0.0006524i,0.0005791-0.00015677i,0.0014051-0.0005494i,0.0011911-0.00031077i,6.9559e-05+9.1175e-05i,-0.00048517-0.00020931i
0.00034221-0.0005037i,8.6397e-06+3.236e-05i,0.00014085-3.3474e-05i,0.00065397+7.1068e-05i,0.00040048-0.00011588i,0.00019957-0.00014005i,-0.00033911+0.00031823i,-0.00061242+0.00012572i,-0.0001858+0.00050259i,-6.7867e-05+0.00046618i,-0.00050683+0.00014687i,-0.00083191-0.00011838i,-0.00065235-0.00021615i,1.2308e-05+0.00043269i,0.00016275-0.00012722i,0.00017269-0.0013162i,0.001093-0.00046593i,0.0011627+0.00097571i,0.00022876+0.0013148i,0.00012145+0.0013986i,0.00075004+0.0013695i,0.00086741+0.00011846i,0.00090074-0.00077819i
-0.0017088+1.3607e-05i,-0.0014644-0.00023512i,-0.0010349-0.0011845i,-5.9961e-05-0.00088456i,0.00040382-0.00011957i,0.00051601-0.0002438i,0.00029048-0.00020278i,0.00044927-0.00015758i,0.00066635-0.00044103i,-0.00037161+1.6703e-05i,-0.00043055-0.00011528i,0.00025859-0.0005065i,4.2562e-05-0.0003119i,0.00028429-0.00021704i,0.00025159+0.00024551i,0.00021452+0.00073404i,0.00032287+0.00073622i,-4.1604e-05+7.9589e-05i,0.00018229-0.00032023i,0.00043112+0.00054595i,0.00073455+0.0010917i,0.0011404+0.00049319i,0.00039473-3.6158e-05i
-0.00033959-0.0010513i,-2.7644e-05+0.00021464i,-0.00061252+0.0008366i,-0.00097085+0.00073605i,-0.00026967+0.00072272i,0.00065615+0.00035914i,0.00029326+8.6821e-05i,-0.00053443+1.8949e-05i,-0.00034344-2.4001e-05i,-0.00030337+0.00014232i,-0.00078344+0.00012724i,-0.00072078-0.00026105i,8.191e-05-0.00011623i,0.00056238+0.00054966i,0.00056173+0.00048118i,0.00049548-0.00032254i,0.00029613-0.00092375i,0.00033964-0.00075554i,0.00020426-0.00097858i,9.656e-05-0.000689i,-9.0755e-06-6.1884e-06i,-4.2908e-05+0.00030139i,-0.00073516+0.00066195i
0.0025327-0.00087013i,0.0012351-0.00082712i,0.0015334-0.000431i,0.0010907-0.00035416i,-0.00042591-0.00086344i,-0.0012454+0.00021221i,-0.00093742+0.00086244i,0.00011197+0.0002767i,0.00052239+0.00031134i,-0.0002272+0.00017138i,-0.00070961+7.8949e-05i,-0.00054048+0.0007573i,-0.00040675+0.001072i,-0.00021832+0.00073391i,9.7292e-05+0.00050739i,0.00057766+0.00074138i,0.0001312+0.00032252i,2.6355e-05-0.00036646i,0.00045997-0.00042802i,0.00022361-0.00017857i,-0.00017-0.00019144i,-0.00047941+2.4277e-05i,-0.00054986+2.2179e-05i
-0.00076917-0.0013571i,-0.00099361-0.0010625i,-5.3766e-05+5.4645e-05i,0.00065753+0.00032035i,0.00040666+0.00026808i,-9.9526e-06-0.00072608i,0.00016638-0.0010036i,0.00049076-0.00032741i,0.00016492-0.0003227i,-0.00019221-0.00037634i,0.00019658+0.00017117i,0.00064986+0.00053928i,0.00092506+0.0011901i,0.0009951+0.0016976i,0.00016734+0.00022686i,0.0006634-0.00026805i,0.0010556+0.0004787i,0.001005+0.00057674i,0.00052671+0.00045896i,-0.00020315-0.00019426i,-2.5535e-05-0.00030907i,-0.00011818-0.00015692i,-2.5903e-05+9.204e-05i
-0.00014593-0.00032531i,0.00025416-0.0012499i,0.0011377-0.00044751i,0.0010014+0.0004166i,0.00095193+9.9692e-05i,0.0015066+2.1674e-05i,0.00087691-0.0002527i,-0.00024817-0.00057717i,-0.00034519-4.0815e-05i,0.00017792+0.00048266i,-5.8733e-05+0.00090072i,-0.00045168+0.00058987i,-0.00052881+0.00024977i,5.8427e-05+0.00039734i,0.0010662+0.00038987i,0.0012749+0.00048671i,0.00010701+0.00075148i,-0.00014559+0.00050462i,0.00053488+1.5217e-05i,0.00045782-0.00037451i,0.00028023-0.00020963i,0.00067567+0.00010639i,0.000862+0.00067537i
-0.0014889+0.0008837i,-0.0023962+0.0016963i,-0.002171+0.0024978i,-0.0010003+0.0015759i,-0.000867-2.2828e-05i,-0.00075516-0.00049567i,0.00029082-0.0011105i,0.00052086-0.0011967i,8.4612e-05+5.738e-05i,0.00045872+0.00021986i,0.00080855-0.00015441i,0.00022747-0.00038887i,-0.00024731-0.00085338i,0.00015481-0.00075922i,0.00067232-7.4612e-05i,0.00070859-0.00024244i,0.00060123-0.0010007i,0.00038747-0.00082953i,-0.00037754-0.00049642i,-0.00039895-0.00017759i,0.00033508+0.00058995i,0.00025674+0.0011976i,-0.00049853+0.0010454i
-0.001537-0.00013722i,-0.0021018-0.00053791i,-0.0010469-0.00040378i,0.00094363+0.00025139i,0.0021922+0.00061255i,0.0019191+0.00060682i,0.00044042+0.00025183i,-0.00023572-0.00035343i,2.0072e-05-0.00051571i,0.00023739-0.00057918i,0.00056172+7.885e-05i,0.00061732+0.00079063i,0.00022449+0.00067047i,0.00042303+0.00050126i,0.00074265+9.4331e-05i,0.00044537+6.8265e-05i,0.0006599-0.00024452i,0.00024091-0.00092i,-0.00036113-0.00095885i,-0.00076744-0.0005414i,-0.0011623-0.00049892i,-0.0011813-0.00044082i,-0.00053688-3.5888e-05i
-3.5159e-05-0.0018668i,-0.00022937-0.0015759i,0.000485-0.00023306i,0.0010593+0.00061938i,0.00023973+0.00078679i,-8.7684e-05+0.00068204i,0.00025204-0.00011204i,0.00011073-0.00077888i,2.4404e-05-0.0004132i,-0.00051732+0.00017939i,-0.00096508+0.00072444i,-0.00089186+0.001428i,-0.00012837+0.0014394i,0.0012963+0.0008506i,0.0017726+0.00022546i,0.0011471-0.00040295i,0.000181-0.0011973i,-0.00066883-0.0016104i,-0.00065562-0.00076394i,0.00033649-0.00020529i,3.1344e-05-0.00057585i,-0.00061453-0.0005685i,-0.00079921+0.0005392i
-0.0020821+0.0011233i,-0.0025072+0.0021783i,-0.0014731+0.0024871i,-2.8401e-05+0.0019671i,0.0011257+0.00084962i,0.00089278-0.00025572i,0.00033964-0.0011387i,0.00074918-0.0012979i,0.00079322-0.0012893i,0.00011425-0.00097706i,-0.00098119-0.00021429i,-0.00042538-0.00015283i,0.00043682-0.00036845i,0.00065539-0.0003778i,0.00068759-0.00092868i,0.00069295-0.0011055i,0.00087928-6.9047e-05i,0.00071737+0.00065095i,0.00049124+0.000416i,0.00061786-0.00020395i,0.00050647-0.00030267i,0.00013382-0.00032762i,2.9612e-05+0.00027916i
-0.0010783-0.0011909i,-0.00089972-0.00099195i,-0.00068501-0.00057136i,-0.0011421+0.00017763i,-0.0012101+0.00034671i,-0.00052427-4.0125e-05i,-0.00047065-0.0003544i,-0.00030057-0.00011664i,-0.00026466+0.00071232i,-1.9572e-05+0.00099382i,1.5529e-06+0.00053463i,8.1806e-05-0.00015952i,0.00067699+0.00029714i,0.0004502+0.00083398i,-0.00022663+0.00026971i,-0.00047581+0.00025745i,-0.00051794+0.00043819i,0.00011369+0.00033726i,0.00041993+0.00037436i,9.5569e-05+0.00043442i,0.00053445+5.9558e-05i,0.00065082-0.00056004i,0.00012167-0.00060543i
0.0010239-0.00094979i,0.0013054-8.6176e-05i,0.0011615-5.0563e-05i,0.00085824+0.0004024i,0.0010856+0.0011518i,0.00091281+0.00019475i,0.0011674-0.0011405i,0.001268-0.0012412i,0.00045954-0.0018418i,0.00039044-0.0015012i,0.00014967-0.00042539i,-0.00082904-0.00032704i,-0.00036666-0.00040683i,0.00075277+1.362e-05i,0.00048783+0.00055417i,-0.00027615+0.00099973i,-0.00016696+0.00095101i,0.00087609+0.00025933i,0.00094763+0.00011615i,0.00011665+0.00059093i,-0.00053634-0.00014873i,-0.00040065-0.00091459i,-9.8861e-05-0.00039081i
-0.001259+0.00039754i,-0.0021764+0.00073356i,-0.0016209+0.00075477i,-0.00039049+0.00089214i,0.00061743+0.00067401i,0.0010629+0.00041482i,0.0011444+0.0008724i,0.00091935+0.00092121i,-0.00019157+0.00022425i,-0.00082411-0.00064974i,-0.00089213-0.0007812i,-0.00052117-0.00027523i,0.00011981-0.00047388i,1.6888e-05-4.348e-05i,-0.00069412+0.00021346i,-0.00086627-0.00012001i,-0.00058537-1.6086e-05i,-0.0004075+0.00036108i,8.8044e-05+0.0003732i,0.00062492-0.00037915i,0.00038181-0.00094548i,0.00030974-0.00030134i,0.00023193+0.00023862i
-0.0015157+0.00066452i,-0.0018995+0.00053787i,-0.0019421+0.00029272i,-0.00047912+0.00014824i,0.0010002-0.00013745i,0.0018148-0.0008557i,0.0011594-0.0014327i,0.00023148-0.0016473i,-0.00020386-0.00097115i,-0.00028748+0.00057917i,-1.4646e-05+0.00065902i,0.0003824-0.00012014i,0.00055411-0.00039378i,0.00026751-0.00069693i,-8.2173e-05-0.00084124i,-0.00048616-0.00047941i,-0.00026661-0.00032458i,-0.00044832-0.00043825i,-0.0009804-0.00012904i,-0.00077988+0.00045195i,0.0003676+0.00025952i,0.00097412+0.00018527i,0.00025153+0.00017059i
-0.00045388+0.00093208i,0.00042414+0.0017041i,0.0010017+0.0029591i,0.00087464+0.0024506i,0.00087454+0.0011496i,0.00013121+0.00047579i,0.00015571+7.3136e-05i,0.00065369+2.3282e-05i,-0.0001139+0.0005678i,-0.00065401+0.00075356i,-0.00030406+0.00068994i,-0.00024074+0.00060551i,-0.00082937-7.4226e-05i,-0.00093778-0.00061623i,-0.0004166-0.00062154i,9.0026e-05-0.00048717i,0.00058065-6.7366e-05i,0.0001667+0.00058159i,0.00024578+0.00063713i,0.00025815+0.00069679i,-0.00012961+0.00031753i,-0.00039131+0.00011528i,-4.6925e-05+0.0003814i
-0.002429+0.00050211i,-0.0018387+0.00064759i,-0.0011082+0.0015297i,-2.2401e-05+0.00092895i,0.00025137+8.6413e-05i,-0.00032658-0.00028142i,-0.00046511-0.00067893i,-0.00010425-0.00084025i,2.0724e-05+0.00010043i,-0.00040945+0.00056348i,-0.00026504-0.00014297i,-0.00019956-0.00064913i,-0.00020756-0.0012836i,2.7003e-05-0.0014528i,-0.00020929-7.5127e-05i,-0.00028586+0.00020643i,-0.00023624-0.00030323i,-0.00029407-0.00021891i,-0.00012481-0.00017806i,-0.00018589+2.536e-05i,-0.00037558+0.0002925i,-0.000349+0.00041423i,0.0004119-0.00028258i
-0.0008388-0.00057122i,-0.0003226-0.00057123i,-0.00010204-0.00016437i,0.00074072-0.00013524i,0.0014461-0.00058321i,0.0012446-0.0006749i,0.00085251-0.00070424i,0.00051364-0.00091985i,5.5434e-06-0.00094699i,-0.0002041-0.00055544i,-3.1739e-05-9.0035e-05i,0.00012575+0.00029803i,-5.6264e-05+0.00023295i,0.00044202-0.00011684i,9.528e-05+0.00029981i,-0.00068804+0.00019464i,-5.6743e-05+0.0002048i,0.00058421+0.00032851i,0.0010737+8.1972e-05i,0.00082464+0.00052626i,-0.00082277+0.00096359i,-0.0018009-0.00026003i,-0.0012493-0.00097435i
0.00023754+0.0011746i,-0.00025538+0.0016956i,4.2131e-05+0.00065998i,0.0004314-0.0001629i,4.0519e-05-0.00049004i,0.00039595-0.0004382i,0.0007898-0.00060175i,0.00030623-0.00021767i,0.00014756+0.00043831i,0.00047873+0.00024848i,0.0012871-0.00013077i,0.00058478-0.00066854i,-0.00059839-0.0008875i,-0.00059205-0.00036945i,-0.00062992+5.8174e-05i,-0.00016732+0.00047396i,0.00062332+0.00091345i,0.00059181+0.00061704i,-0.00023058+0.00016907i,-0.00092905+9.858e-05i,-0.00078183+0.00033116i,-0.00032296+0.00041247i,6.949e-05+0.00022274i
-0.0029237-0.00092132i,-0.0035527-0.00086229i,-0.0014574+0.00017931i,-0.00018275+0.0017661i,0.00025356+0.001976i,0.000397+0.0011051i,-6.5333e-05-0.00042911i,-0.00036989-0.00080759i,-0.00032708-0.00081216i,6.3534e-05-0.0004856i,0.0007428-0.00029985i,0.00076406-0.00027024i,0.00060271+0.00037207i,0.00088195+0.00077189i,0.00079974+0.00047828i,6.6466e-05+0.00037123i,0.00016978+0.00051227i,0.00028631+6.5405e-05i,-0.00038607-0.00018592i,-0.00045227+0.00019224i,-3.8054e-05+0.00027063i,8.1708e-05-4.954e-05i,0.0002381-7.6505e-05i
-0.00076741-0.00082411i,-0.0015819-0.00066339i,-0.00046189+0.00012335i,-0.00048513+0.00081602i,-0.00029606+0.00076755i,0.00016399-0.00019986i,-0.0010418-0.0010365i,-0.0012613-0.00084748i,-0.000441-0.00026091i,-8.6035e-05+0.00065664i,-0.00039527+0.0011314i,-0.00046495+0.0011864i,0.00022905+0.00036118i,0.00061805+0.00043224i,9.0898e-06+0.00030028i,0.00048033-0.00051057i,0.00056129-0.00058193i,0.00038948-0.001024i,0.00042075-0.00095854i,-0.00015171-0.00057554i,-0.00043298-0.00045603i,-0.00032906+0.00038336i,-0.00014386+0.00084908i
-0.00029836+0.00036022i,-0.00018516+0.0016091i,-0.00025816+0.0023723i,0.00092888+0.0024713i,0.0022949+0.0021298i,0.0020024+0.0013852i,0.00024227+0.00043989i,-0.00074007-0.00062042i,-0.00056339-0.00032312i,-0.00021017+0.00036631i,7.0077e-05+0.00015061i,-0.0002195-0.00081085i,-0.00044347-0.0011043i,-0.00021061-0.00035304i,0.00017635-0.00072319i,0.00048934-0.0012373i,-0.00020024-0.0011199i,-0.00042526-0.0007183i,0.00016918-2.9529e-05i,0.00024182-0.00046079i,0.00011057-0.00078264i,8.6392e-05-0.00024287i,0.00034234-0.00046415i
-0.0022275-0.0015016i,-0.0019409-0.001934i,-0.0010734-0.00093355i,-0.00031188-0.00054205i,-0.00047321-0.0013606i,-0.00054928-0.00098515i,0.00052271-0.00023363i,0.00067637-0.00020169i,-0.00011585-0.00024095i,-0.00028742+0.00010895i,-0.00029577-0.0002169i,-0.00071002-0.00059103i,-0.0010485+0.00028254i,0.0001877+0.00077426i,0.0010309+0.00058056i,0.00034278+0.00033195i,-7.794e-05-0.00050689i,-0.00035357-0.00048949i,-0.00040949+0.0002571i,0.00016413+8.6148e-06i,0.00075814-0.00053043i,0.0010177+0.00024199i,0.0011228+0.0004791i
0.0011697-0.00017579i,0.0013301-0.00031967i,0.00089876+0.00048401i,0.00020314+0.0013282i,-0.00060088+0.0013178i,-0.00079596+0.0003138i,-0.0013644-0.00070424i,-0.0013674-0.00066902i,-0.00066851-0.00025198i,-0.00061284-0.00016639i,-0.00040558+0.00039223i,-1.8639e-05+2.2945e-05i,0.000959-0.00034769i,0.00075396+0.00068421i,0.00031312+0.0010055i,0.00076084+0.00082253i,0.0010441+0.00046857i,0.00047442+0.00017361i,8.8265e-05+5.8373e-05i,0.00044517-0.00040657i,0.00050186-0.00056651i,0.0006435-0.00034304i,0.00039607+0.00056637i
0.00049827+0.0016698i,-0.00034754+0.0021798i,-0.00056631+0.0015166i,9.2139e-05+0.00027492i,-0.00011787+0.00030952i,-0.00032773+0.001113i,0.00033037+0.00021507i,0.00088379-0.0010275i,0.00066262-0.00080843i,3.3711e-05-0.00022819i,4.3269e-05-0.00026642i,-0.00017574-0.0003135i,4.6034e-05-0.0001252i,0.00019471-0.0001818i,3.6284e-05+0.00025768i,-0.0005588+0.00087597i,-0.0006416+0.00043763i,-0.00025054-0.00029614i,-0.00038021-0.00023485i,0.00045711+0.0005828i,0.00088938+0.0009378i,0.00080915+0.00047926i,0.00071752+0.00024766i
-0.001412-0.0021598i,-0.0008519-0.0020857i,-0.00099812-0.0015093i,-0.00084199+0.00064969i,-0.00024603+0.0017388i,0.00064622+0.0011653i,0.00039017+2.4758e-06i,-0.00052062-0.0008828i,-0.0006583-0.0004186i,-0.00033118-0.00027187i,0.00059567-5.8843e-05i,0.00098019+0.00064526i,0.00057356+0.00092325i,0.00024729+0.00082036i,0.00071384+0.00040751i,0.0010457-0.00078622i,0.00080473-0.001202i,0.00083119-0.0004548i,0.00060867+0.00031823i,0.00014738+0.00050071i,0.00012068-0.00016341i,0.00051812-0.00032088i,0.00046662+0.0003824i
0.0018103+0.0012884i,0.0025172+0.0022657i,0.0024252+0.0020465i,0.0017128+0.0011767i,0.00068062+0.00079451i,4.9309e-05-0.00015148i,0.0002586-0.00041034i,0.00043452+0.00014705i,0.00019047+0.00031666i,-0.00024171+0.00072591i,-4.0061e-05+0.00070094i,0.0003061+0.00012725i,0.00027764+0.00034421i,0.00055204+0.00044909i,-4.6557e-05-0.00015664i,-0.00023499-0.0010166i,0.00064254-0.00076632i,0.00071326+0.00054445i,-9.8342e-06+0.00074707i,-0.00050475-0.00043914i,0.00015468-0.0004084i,0.00059501+0.00017742i,0.0003243-4.5332e-05i
-0.00080704-0.00077368i,-0.0010516-5.669e-05i,-0.00094227+0.00043018i,-0.00070577+0.00050639i,-0.00066182+0.00015392i,-0.00020142+0.00019884i,0.0003763+0.00044894i,7.9518e-05-0.00046142i,-0.00013958-0.0010942i,-0.00019473-0.00079643i,-0.00018653-0.00025014i,-4.0722e-05+5.3899e-05i,0.00035869-0.00034645i,0.00082993-6.9809e-05i,0.00057024-8.046e-05i,0.0003145-0.00021154i,0.00035852+5.0979e-05i,0.00044006+5.9867e-06i,0.00022367-0.00011786i,-2.0237e-05-0.00050727i,3.9214e-05-0.00048393i,-0.00063893+0.00023012i,-0.00075185+0.00027442i
-0.00097777-0.0017761i,-0.00095586-0.0027897i,-0.0004207-0.0016582i,2.9801e-05+0.00020757i,0.0003597+0.00056511i,0.0004957+0.00042821i,0.00020353+2.4341e-05i,-0.00023643-5.3322e-05i,-0.00034788+0.00012062i,-0.00051206-1.2428e-06i,-0.00010233-0.00028504i,0.00080113+5.2462e-05i,0.00014678+0.00033111i,-0.00027738+0.00025058i,7.8285e-05-0.00014993i,0.00056508-0.00032026i,0.001028+0.00027231i,0.00085855+0.00055014i,0.00034227+1.1439e-05i,-0.00011182+0.00010438i,0.0001492+0.00040414i,0.00066019-0.00011448i,0.00085506-0.0003707i
-0.0014395-0.00043141i,-0.00068156+0.00021203i,2.4721e-05+0.00086773i,0.00070978+0.00086415i,0.0010353-0.00011605i,0.00093375-0.00094781i,0.0010479-0.0012371i,0.00090803-0.0012702i,-2.2478e-05-0.00076762i,-0.00051538-0.00099045i,0.00010909-0.00076792i,0.0004186+6.5821e-05i,-0.00017647+0.00044917i,0.00022573+0.00010239i,0.0009006-0.00066222i,0.00056233-7.3886e-05i,0.00050841+0.0004015i,0.0010934+0.0002713i,0.00061016-6.5615e-05i,-0.00033497-0.00086162i,-0.00024121-0.00031691i,-2.0696e-05+0.00028414i,-0.00023279-0.00039217i
-0.0013822+0.00062129i,-0.0026083+0.00084044i,-0.0030461+0.0011459i,-0.0016853+0.0011456i,-0.00022912+0.0009621i,6.2601e-05+3.0502e-05i,7.8357e-05-0.00021598i,-0.00027529-0.00027019i,9.1686e-05-0.00026819i,5.6452e-05+0.00040628i,-0.00088471+0.00053431i,-0.0007876+0.00013468i,4.6115e-05-0.00017148i,0.00014241+4.8077e-05i,0.00020722+0.00039228i,0.00032075+0.00030085i,0.00050216-3.0997e-05i,0.0012077-5.7767e-05i,0.0012335+0.00050961i,0.00030013+0.00087394i,0.0003743+0.00022075i,0.00043627-0.00070447i,8.6111e-05-0.0011195i
-0.0019305+0.00026872i,-0.0016004+0.00035868i,-0.001063+0.00039421i,0.00044773+0.0009739i,0.0012282+0.0012296i,0.0006849+0.0010096i,-0.00013984+2.218e-05i,-9.5657e-05-0.00089006i,-4.2039e-05-0.00076442i,-0.00025718-0.00047493i,6.8502e-05-0.00068698i,0.0002432-0.00087326i,0.00010261-0.00072653i,0.00032909-0.00036566i,0.00077347+0.00012978i,0.00087966+0.0005322i,0.00049148+0.00041834i,0.00011673+0.00075003i,0.0002481+0.0010345i,2.8039e-05+0.00027748i,0.00011844-0.00036502i,0.00017666-0.00065016i,-0.00040179-0.00060958i
8.9691e-05+0.0010814i,0.00078936+0.0021605i,0.0013092+0.0026847i,0.0016664+0.0022267i,0.0014077+0.0015525i,0.00066397+0.00027756i,-0.00044003-0.00045709i,-0.0011484+0.00029382i,-0.00075322+0.00064088i,0.00024929+0.00046616i,0.00072574+0.00022347i,0.00074365-0.00060271i,0.0001607-0.00078162i,-0.00046596-4.7091e-05i,-0.0003756+0.00016102i,0.00010264-0.00016691i,-3.6304e-06-0.00019888i,-0.00062513-0.00063539i,-0.0004948-0.00059193i,-0.0005641-9.5972e-06i,-0.00082301-0.00052342i,-2.577e-05-0.00070454i,0.00065016-0.00031092i
-0.00092895+0.0003459i,-0.0026977+0.00019489i,-0.0017968+0.00057535i,-6.9188e-05+0.00051866i,0.0010219-0.00074247i,0.0015195-0.0014038i,0.00065397-0.00092911i,0.00017975-0.00041944i,0.00067846-0.00055077i,0.0010106-0.001016i,0.00069132-0.00052182i,0.00017443+0.00025537i,0.00014323+0.00061984i,0.00021833+0.00031101i,0.00013898+2.0364e-05i,0.00031682+0.00031553i,0.00065366+0.00060394i,0.00087239+0.00028501i,0.00024389+3.5553e-05i,-0.0003683-0.00064638i,-0.00052067-0.00066947i,-0.00028151-0.00015905i,-0.00024343+0.00023753i
6.5782e-05-0.00041251i,-3.9723e-05+0.00025747i,0.00036519+0.0010103i,0.0010138-3.4952e-05i,0.00088739-0.001401i,-0.00015581-0.0013641i,-0.00017632-0.0010437i,0.00025142-0.00054305i,0.00059036-0.00032798i,0.00059732-0.00092771i,0.00027166-0.00066252i,-0.00040908+0.00019283i,-0.0011264+0.00067129i,-0.00081875+0.00032156i,-0.00041051-0.00014865i,-0.00015115-0.00031097i,-5.3472e-05-0.00040629i,0.00041402-9.9566e-05i,0.00020372+0.00047155i,-0.00012737+0.0005668i,9.1275e-05+0.00099048i,-0.00035856+0.00045923i,1.3196e-05-0.00050472i
-0.0014654+0.00053485i,-0.0013413+0.0012681i,-0.001025+0.0017141i,0.00056669+0.0019058i,0.0012516+0.001671i,0.00073404+0.0012745i,-0.00011466+0.00046191i,-0.00012621+0.00017595i,-0.00031396-0.00037905i,-0.00034496-0.00064694i,-0.00014201-9.7559e-05i,0.00021409+0.00036048i,0.0001097+0.00045713i,0.0001435+0.0005905i,0.00074785+0.00015079i,0.00082803+5.7984e-05i,0.00015291+0.00052527i,-0.00035088+5.5235e-05i,-0.00034536+0.00021498i,-0.0003688+0.00071888i,-0.00021399+0.00059715i,0.00032771+9.4276e-05i,0.00035707-0.00053455i
4.8499e-05-0.00062388i,5.0024e-05-0.0012237i,-0.00056902+0.00076005i,-0.00015142+0.0016954i,0.00099494+0.00011248i,0.0015189-0.0008288i,0.00077449-0.00067894i,-0.00022433-0.00028939i,-9.6557e-05-0.00018938i,9.4988e-05-0.00034527i,0.0010899+0.00011311i,0.00091614+0.00080233i,0.00019837+0.00096695i,0.00024728+0.00062222i,-0.00020821+0.00027461i,-0.0007307+0.00032691i,-0.00082733+0.00016964i,-0.00034794-9.9546e-05i,0.00015595+0.00011837i,9.8978e-05+0.00053714i,-0.00032773+0.0010056i,-0.00060357+0.00096332i,-0.00055075+0.00016051i
-0.00090216-0.00072668i,-0.00046755+0.00041245i,0.00067176+0.0013562i,0.001774+0.0010543i,0.0019382+0.0010863i,0.0015058+0.00028074i,0.00089407-0.00091984i,1.7003e-05-0.0013426i,-0.00028781-0.00027751i,8.9327e-05+0.0010039i,0.0010549+0.00056616i,0.0010705-0.00028228i,-0.00034965-5.8064e-05i,-3.6761e-05+0.00017912i,0.00094958-0.00026377i,0.0012818-6.2456e-05i,0.00079447+0.00032727i,-0.00016004+1.5567e-06i,-0.00038806+0.00012615i,-0.00020656-0.00019583i,-2.9237e-05-0.0001978i,-0.00018879+5.6009e-05i,-0.00041921-0.00022238i
0.00058481+0.00063016i,-0.00048778+0.00082342i,-0.00081469+0.00052157i,-0.00081993-0.0011166i,-0.00063404-0.0022151i,-0.00081894-0.0019244i,-0.0014681-0.0012657i,-0.0010886-0.00042934i,-0.00015659-5.616e-05i,7.1206e-05-6.3553e-05i,0.00039709+0.00067617i,0.00071896+0.0011121i,0.00044011+0.00031736i,-0.00063352-0.0010665i,-0.00070375-0.0010946i,0.00062617+2.7237e-05i,0.00076529+8.5851e-06i,-6.3025e-05-0.00068846i,0.00023187-0.00083693i,0.00049674-0.0005828i,-0.00022089-0.00062499i,0.00032899-0.00068053i,0.0010906+7.3742e-05i
-0.0011211-0.00081791i,-0.0010947-0.00098222i,-0.00057303-0.00065592i,0.00025053-0.00023226i,0.00048404+0.00016914i,9.4633e-05+0.00034486i,-9.069e-05-7.5653e-05i,0.00014307-0.00061618i,0.00010821-0.00017042i,-0.00026304+0.00070259i,-0.00069307+0.00082845i,-0.0010575+0.00030903i,-0.00050934-0.00038994i,-0.00015734-0.001098i,0.0003625-0.0010997i,0.0007177-0.00039947i,-6.3392e-05+1.7194e-05i,-0.00027411-8.7013e-05i,-5.3067e-06-0.00031815i,0.00082048+0.00024848i,0.0017306+2.1172e-05i,0.0012902-0.00080096i,0.00029438+7.721e-05i
