0.00066866+0.00095214i,-0.00027635+6.4493e-05i,-0.0024449-0.00017949i,-0.0027541+0.00011856i,-0.001937+0.0013573i,-0.00038295+0.0020418i,0.0008155+0.0021324i,0.001121+0.00099503i,0.0016346-0.00078762i,0.0018443-0.0016158i,0.0010567-0.0014621i,0.00067197-0.0011129i,0.00088708-0.00071579i,3.2711e-05-0.00083764i,-0.00093821+0.00040514i,-0.0011778+0.0018093i,-0.0010546+0.00098083i,-0.00071109-3.0823e-05i,0.00030475+9.1313e-05i,1.4986e-05+0.00047486i,0.00014795+0.00067963i,0.00032018+0.00061541i,-9.2377e-05+0.00040048i
-0.00080113-0.0013657i,-0.0014196-0.001492i,-0.0012661-0.001388i,-0.0012114-0.0013671i,-0.00081721-0.00020904i,0.00012605+0.0020024i,0.0010214+0.0020127i,0.00093766+0.00045285i,9.2864e-05-0.00031229i,-7.9121e-05-0.00024435i,-0.00060773+0.00030728i,-0.0009056+0.00051338i,-0.00046788+0.00056065i,-3.2739e-05+0.00031396i,-0.0002894+0.00018508i,-0.00015252-0.00020357i,0.0007248-0.00038616i,0.00051905+0.00043248i,0.00015783+0.00092022i,0.00028405+0.00025638i,0.00035919-0.00050388i,0.00045745-0.00085921i,0.00059214-0.0011966i
0.00065229-0.0017619i,0.00072596-0.0015732i,-0.00026199-0.001288i,-0.0011322-0.000832i,-0.00047012+0.00019067i,0.0006258+0.00033767i,0.0017544+8.0686e-06i,0.0015907+0.00042061i,0.00016974-0.00014354i,-0.00088544-0.0013507i,-0.0011964-0.001196i,-0.00043452-0.00070055i,-0.00030823-0.00043122i,-0.00050639-0.00011924i,-0.00092335+0.00048104i,-0.00096972+0.00086412i,0.00013011+0.00055999i,0.00019185+7.8986e-05i,-5.264e-05+0.0005658i,-6.5655e-05+0.0007296i,-7.7187e-05+0.00016895i,-0.00025179+0.00037186i,-0.00015274+0.00043511i
0.00020835-0.0009147i,-0.00035809-0.0011017i,1.8876e-05-0.00050677i,-0.00027033-0.00028903i,-0.00025934-2.9141e-05i,-4.3971e-05+0.00036631i,0.00014838+0.00095905i,0.00038403+0.00049986i,0.00071129+0.0001973i,0.0004441+0.00031316i,-0.00023971-0.00050619i,0.00032684-0.0011194i,0.00045175-0.0011361i,-8.8958e-05-0.00094877i,-0.00066959-0.0007132i,-0.0010831-0.0006354i,-0.00062203-0.00063757i,0.00036349-0.00018261i,0.00016736+0.0003717i,-0.00055969+0.00069073i,-0.00054667+0.00073605i,-0.00023529+0.00035287i,-8.9404e-05+0.00012681i
0.00066055-0.0018199i,0.00026164-0.0018125i,8.5389e-05-0.00056225i,-0.00032883+0.00098292i,-0.00029873+0.0012049i,0.00069509+0.00087691i,0.0010997+0.00029548i,0.0011114-0.00087806i,0.000452-0.0017233i,-0.0003296-0.00072652i,-0.00022928+0.00012308i,-0.000396+0.00037999i,-0.00045467+0.00045746i,-0.00013156+7.4928e-05i,0.0004535-0.00015399i,-6.5216e-05-7.2085e-05i,-0.00054391+0.00056396i,-0.00042196+0.00080022i,-0.00033458+0.00070947i,0.00011369+0.00031462i,-7.6052e-05-0.00073531i,3.0835e-05-0.00087991i,0.00045653+0.00055755i
0.0022579+0.00096373i,0.0012754+0.00039415i,0.00025512-0.00016444i,-0.00067156-8.1961e-05i,-0.0014621-0.00048943i,-0.00053625-0.00099697i,0.00036469-0.00028617i,0.0006702+0.00036653i,0.00042295+2.7718e-05i,-0.00023652-0.00057061i,-0.00076514-0.00095556i,-0.00046605-0.00076176i,-0.0002479+0.00015388i,-0.00045452+0.00070253i,-0.0005595+0.0002766i,-9.7241e-05+0.00048916i,0.00011743+0.0010909i,-0.00065626+0.00050533i,-0.00099555-0.00034009i,-1.7698e-05-0.00036586i,0.00064267-0.00033708i,0.00052937-4.5825e-06i,9.4984e-05+0.00068336i
-0.0017543-0.00058943i,-0.0017464-0.0005347i,-0.002171-4.9236e-05i,-0.0029635+0.0013604i,-0.00222+0.0016595i,0.00055627+0.0009632i,0.0016809+0.00034062i,0.00068725-0.00027401i,4.7682e-05-0.00043001i,-5.8354e-05+0.00013968i,-0.00020494-0.00026686i,-0.00064954-0.00052885i,-0.00076513-0.00040932i,-0.00037994-4.8216e-05i,0.00069154+0.00029257i,0.00098193+0.00064949i,0.00048627+0.00036874i,0.00023054-0.00018177i,7.8846e-05+8.6939e-06i,-0.00034981-0.00025094i,-0.00077476-0.00080126i,-0.00034452-0.00020754i,0.00012225+0.00026839i
-7.7474e-06-0.0016209i,-0.00043429-0.001398i,-0.00034767+0.00012301i,-0.00024042+0.000351i,0.00028373-0.00093991i,0.001436-0.00081491i,0.0016023+0.00017691i,0.00057505+0.00048569i,-0.00017032+0.00027753i,-9.3151e-05+0.00069781i,-0.00016695+0.00071483i,-4.316e-05-9.7791e-05i,0.00047203-0.00026299i,0.00046927+0.00011221i,-0.00025548+0.00010471i,-6.9599e-05-0.00058989i,0.0002179-0.00030735i,6.4869e-06+0.0002471i,-0.00045897-0.00015234i,-0.00023991-0.00029348i,2.8256e-05+4.4733e-05i,-7.7951e-05+0.00024722i,-0.00024386+0.0004934i
-0.002341-0.0013869i,-0.0026323-0.0012618i,-0.0028073-0.00011061i,-0.0031759+0.00084629i,-0.0024482+0.0015585i,-9.9011e-05+0.0019584i,0.0013613+0.0016734i,0.001552+2.8843e-05i,0.00059323-0.0013153i,-0.00092226-0.0013335i,-0.0017068-0.00053918i,-0.00083004-0.00014479i,-0.0002673+0.00010444i,-0.00044628+0.00066995i,0.00022212+0.0010337i,0.00064172+0.0006532i,0.00039777+0.00018796i,0.00010823+0.00021212i,9.3184e-05-0.00050886i,0.00028541-0.0012139i,-0.00046765-0.00063437i,-0.00062234+0.0001018i,-0.00055474+0.00040445i
0.0015771+0.00080376i,0.0011297+0.00040487i,0.00029846+0.00081665i,-2.835e-05+0.0011037i,0.00034729+0.00017488i,0.001017-0.0008535i,0.0010573-0.00072546i,0.00042935+7.4423e-05i,0.00082926-0.00029743i,0.0012592-0.00060327i,0.0007763+0.00013627i,0.00038508-3.5412e-05i,-0.00025885-0.00024789i,-0.0011925-0.0001495i,-0.00061479+0.00043364i,-0.00013747+0.0005937i,-0.00023806-9.2274e-05i,-4.062e-05-0.00026687i,0.00054417+0.00013314i,0.00060076+0.00052669i,4.5464e-05+0.0004967i,-0.00063937-4.8175e-05i,-0.0011237-0.00059753i
-0.00053307-0.00098761i,-0.00062617-0.00017861i,-0.0016931+0.0013951i,-0.0014267+0.0019724i,-0.00037711+0.0014005i,-1.1622e-05+0.0008832i,-0.00022436+0.00022841i,-0.00023974-0.00041311i,-0.00049516-0.00036046i,-0.00030182+0.00015377i,-8.1397e-05+0.00042726i,-6.2588e-05+0.00052378i,0.00035664+0.00041569i,0.00068481-0.00031494i,0.00045234-0.00058307i,-6.3558e-05-0.0002558i,0.00013785+0.0002558i,0.00063477+5.1416e-05i,-0.00014162+0.00033935i,-0.00088683+0.0006225i,-0.00065398+0.00069246i,-0.00045347+0.00026249i,-0.00018926-0.00061638i
-0.0011035+0.0001476i,-0.0016707+0.00045145i,-0.0017729+0.00031129i,-0.00066695+0.00037642i,0.00030146+0.00082078i,0.00080212+0.00047691i,0.0012773-0.00084441i,0.0010585-0.0014104i,0.00072292-0.0006506i,-4.9983e-05-0.00035452i,-0.00057302-0.00043349i,6.2275e-05-0.00010901i,0.00020589-0.0001883i,-6.7989e-05-7.4658e-05i,-0.00010496+0.00081476i,-2.0776e-05+0.00073538i,8.396e-06+0.0011468i,-0.0003338+0.0016219i,-1.2602e-05+0.00088654i,0.00012436+0.00022588i,0.00014727-1.9327e-05i,0.00020013-0.00041515i,0.00010925-0.00056321i
0.00025129-0.0016994i,-0.00050959-0.001766i,-0.0011328-0.0010374i,-0.00059706+0.00014909i,-0.00021281+0.00066766i,5.7501e-05+0.00036042i,-7.3782e-06+5.4252e-05i,-0.00043633-0.00079098i,-0.00044079-0.00069642i,-0.00046871-0.00049526i,-0.00057903-0.0006992i,-0.00077973+0.00032301i,-0.00087947+0.0014038i,-0.00082504+0.000972i,-0.00037787+8.3017e-05i,0.00063197-0.00026586i,0.00054036-4.7258e-05i,8.1357e-05+8.0854e-05i,5.2089e-05+9.3138e-05i,6.2326e-05-0.00088986i,-0.00017848-0.0012073i,0.00023318-0.00012419i,0.00097092+0.00052793i
-0.00096812+0.00069664i,-0.0015259+0.0018839i,-0.00069818+0.0021334i,-7.6978e-05+0.0021324i,-0.00073948+0.0010761i,0.00055382+0.00027051i,0.0021734+0.00022238i,0.0010232-0.00048348i,-0.00043554-0.00072962i,-0.00080157+0.00021293i,-0.00065333+4.0137e-06i,-0.0003638-0.00077132i,-0.00081625-0.0005485i,-0.00091805-0.00090101i,-0.00056872-0.0012777i,-0.00063032-0.00050311i,-0.00033665+0.00013573i,0.00020624-0.00030634i,0.00064833-0.00038954i,-0.00025282-0.00026982i,-0.0008248-0.00042943i,2.5085e-06+0.00034696i,9.5007e-05+0.00098099i
0.00028725-0.00091078i,0.00031106-0.0012885i,-0.0008699-0.0013306i,-0.0019732-0.00074929i,-0.0018262-0.00010365i,-0.00056084+0.00064853i,0.00064769+0.0016528i,0.00098859+0.0015717i,-4.5061e-05+0.00068472i,-0.0016391-0.00022894i,-0.0020236-0.00042375i,-0.001456+0.00043008i,-0.00098418+0.00099978i,-0.0001855+0.00047297i,0.00031018+0.00050493i,2.0682e-05+0.00052587i,7.3671e-05-0.0001591i,-0.00052513-0.00011094i,-0.0008302+0.00069864i,-0.0005099+0.00097778i,-0.00080169-6.6874e-05i,-0.00088756-0.00055759i,-0.0008373-0.00023825i
-0.00086932+0.00061207i,-0.001385+0.00014524i,-0.0014414+0.00047151i,0.00037316+0.00069642i,0.0013779+0.00042631i,0.0011358+6.9103e-05i,0.0018313-0.00041429i,0.00090612-0.00080382i,-0.00017748-0.00021872i,0.00090921+0.00049353i,0.0010743+0.00019451i,0.00014332-0.00025751i,-0.00061803+0.00049514i,-0.00082843+0.00093722i,-0.00071727+3.9974e-05i,-0.00017274-0.00034164i,7.3366e-05+0.00044831i,-0.00017391+0.00084662i,0.00021849+0.00059529i,0.00071865+0.00012928i,6.6192e-05+0.00012142i,3.5297e-05+0.00018951i,0.00033297+0.00032633i
-0.0012457-0.0012743i,-0.0017361-0.0012995i,-0.0022801-0.00035609i,-0.0013195+0.00044271i,-0.00026052+0.00087945i,7.6603e-05+0.0011517i,0.00053872+0.00039729i,0.00011654-0.00081631i,-0.00049474-0.00039382i,-0.00048457+0.00095068i,-0.00058484+0.0005428i,-0.00031958-0.00017925i,0.0011221+0.00013022i,0.0016202+0.00037232i,0.00087309+0.00022579i,-8.7801e-05+0.00036123i,-0.00044394+0.00062062i,6.0522e-05+5.7068e-05i,0.00012396-0.00049128i,-0.00013791-0.00042144i,0.00027366-0.00031583i,0.0005758-0.00012261i,0.00072822+0.00051907i
0.00030635-0.0010339i,8.772e-05-0.0013139i,-0.00049346-0.00083619i,-0.00089211-3.9315e-05i,-0.00058512+0.0004685i,0.00028323+0.00016673i,0.0010864+0.00014114i,0.001554-0.00020205i,0.0014038-5.09e-05i,0.00044332+0.00015988i,-0.00036246+9.3093e-05i,-0.0007896+8.3031e-05i,-0.0010023+0.00012i,-0.0010073+0.00083951i,-0.00086779+0.00088567i,-0.00067139+0.00057886i,-0.00088871+0.00032506i,-0.00058606+0.00010256i,0.00063898+0.00022547i,0.00093327+0.00020453i,-0.00015106+0.00010687i,-0.00050622+0.00010738i,8.2115e-05-0.00010123i
-0.0023184-8.1497e-05i,-0.0029149+5.6327e-05i,-0.0025525-0.00040395i,-0.0019476+0.00027278i,-0.00049832+0.00066324i,0.00077887+4.7569e-05i,0.0011918-0.00014044i,0.001031-8.7572e-05i,0.00048159-0.00020667i,0.00036241-6.7621e-06i,0.00015298-7.3587e-05i,2.0436e-05+0.00015665i,0.00035655-5.3134e-05i,0.00032118-0.00070699i,0.00029931-0.00049855i,0.00020857+0.0003692i,2.3194e-05+0.00047575i,0.00036714-0.00012216i,0.00016819-0.00063709i,-0.00035545+0.00019069i,-0.00021006+0.00123i,1.3246e-05+0.0011234i,0.00015862+0.0012585i
0.00061749+0.00049455i,0.0003735-5.2488e-05i,9.8567e-05-0.00049034i,-0.00020225+6.1931e-05i,-1.0515e-05+0.00063259i,0.0014176+0.0011662i,0.0019651+0.0017266i,0.0010945+0.0015416i,0.00040349+0.00083501i,-0.00011113+0.00074362i,-0.0008299+0.00040837i,-0.0014249-0.00041098i,-0.0012088-0.00026716i,-0.00077093+0.00033045i,-0.00073259+0.0001769i,-0.0010812+0.00017569i,-0.00088549-9.3499e-05i,-0.00019706-0.00079603i,0.00073933-0.00039109i,0.0011426+0.00062382i,-0.00012411+0.00077945i,-0.0006512+3.9138e-05i,-0.00030728-0.00060671i
-0.0032057-0.0010167i,-0.0031521-0.00075903i,-0.002709+0.00064735i,-0.0015583+0.0020281i,-0.00038318+0.0017117i,0.00028599-5.7417e-05i,0.00069133-0.00083233i,0.00035114-0.00041428i,-0.00059233+0.00045098i,-0.00019668+0.001096i,0.0008348+0.00054953i,0.0012214+0.00017681i,0.00090011+0.00052718i,0.00012951+0.00014595i,9.9759e-05-0.00062898i,0.00048098-0.0008238i,-0.00028769-0.00017428i,-0.00073293+0.00078017i,-0.00053622+0.00064941i,-0.00055594+9.1803e-05i,-8.4385e-05-0.00013796i,-0.00020998-0.00015544i,-2.474e-05+0.00050253i
-0.0010756-0.0014926i,-0.00092034-0.0014658i,-0.0009371-0.00051632i,-0.0011358-0.0005402i,-0.00072924-0.00018528i,-0.00035341+0.00030967i,0.00041263+0.00012486i,0.00070314-0.0004043i,0.00041329-0.00077592i,0.00085513-0.00057695i,0.00063049-0.00046396i,0.0003395+0.00011542i,0.00043971+0.00056805i,7.9968e-05+0.00083268i,5.5146e-05+0.00096055i,0.00033003+0.00028981i,0.00080033-1.9367e-05i,0.00084749+9.2831e-05i,0.00036614+9.0867e-05i,0.00044874+3.4137e-05i,0.00077195-3.2543e-08i,0.00053822+0.00036462i,5.166e-05+0.0013905i
-0.001532-0.0019316i,-0.0025149-0.0015955i,-0.0024757-0.00019437i,-0.0015428+0.00092201i,0.00017546+0.00055835i,0.0016545+1.2184e-05i,0.0016781-2.9668e-05i,0.00060181-0.00068032i,-0.00035801-0.00088146i,-5.1414e-05-0.00023886i,0.00087853+0.00034838i,0.00068651+0.00027001i,5.2434e-05+0.00025367i,0.00021883-4.7033e-05i,0.00025469-0.00023916i,0.00020418-3.2177e-05i,0.00068839-0.0002729i,0.00016152-0.00013679i,-0.00052179+0.00012262i,-0.00040807+0.00013601i,-0.00044781+6.88e-05i,-0.00020719-0.00047372i,-9.4778e-05-0.00072287i
-0.00023839-0.0016526i,0.00021443-0.00062192i,0.00046081-0.001061i,-0.00040113-0.001206i,-0.00023503-0.00045902i,0.0003177+8.9692e-05i,0.00038038+3.8743e-05i,0.00078829+0.00028548i,0.00055991+0.0011422i,0.00021603+0.0012517i,-0.00021511+0.00084507i,-0.00038679+0.00068641i,-0.00037639+0.00038489i,-0.00025968+0.00074671i,0.00015088+0.0012956i,0.0003064+0.00036331i,0.00044203-0.00071565i,0.00020255-0.00094172i,-0.00029034-0.00075792i,0.00030205-9.7045e-05i,0.00030766+0.00011167i,-0.00013254+0.00027897i,-0.00030059+0.00060355i
-0.00016282-0.0011093i,-0.00073897-0.0011899i,-0.0019411-0.00059842i,-0.0014541+0.0013029i,-0.00039754+0.0017832i,0.00061377+0.0010762i,0.0013509+0.00045016i,0.0013195-0.00010195i,0.00095044+5.741e-05i,0.00037645-0.00029301i,0.00012065-0.00012467i,-9.1705e-06+0.0009565i,-0.00065356+0.0012385i,-0.00082759+0.00094255i,-0.00026684+0.0012227i,-0.00054693+0.0010504i,-0.00030271+0.00037649i,4.5729e-06+0.00072193i,0.00022014+0.00061198i,0.00026739+0.00036053i,-0.00017019+0.00021235i,-0.00051464-2.3119e-05i,-9.8499e-05-0.00032032i
-0.00050296+0.00069867i,-0.00019019+0.00075489i,0.00038065+0.0021389i,0.0012043+0.0033794i,0.0014194+0.0024512i,0.0010203+0.00037732i,0.00022899-0.00073474i,-0.00084791-0.00042466i,-0.0009746+0.00022494i,-0.00042654+0.00049904i,-0.00014539-0.00048398i,-8.8136e-05-0.00058102i,-4.1196e-05-0.00061705i,-0.00059782-0.001834i,-0.00065496-0.0016813i,-0.00023712-0.00064044i,6.8855e-06-3.7948e-05i,-0.00075792+2.3161e-05i,-0.0012389-0.0004839i,-0.00079752-0.0011794i,0.00012895-0.00073379i,0.00047534+0.000282i,2.4729e-05+0.00090148i
-0.0020858+0.00011913i,-0.0015831-0.00054455i,-0.0014007+3.7614e-05i,-0.0011586+0.00071758i,-0.00026285+0.00087165i,-0.00050652+0.00069118i,-8.3993e-05+0.00015241i,0.000235-0.00067645i,-0.00057172-0.00078665i,-0.00040554-3.7464e-05i,1.808e-05+8.1058e-05i,0.00050122-0.00030374i,0.0002872-0.0004834i,-0.00040419-0.00072701i,-0.00069472-0.00068223i,-0.00036081+0.00037344i,0.00030479+0.00069401i,0.00064695+8.3717e-05i,0.0014097+7.8256e-05i,0.00057878+8.7044e-05i,-0.00042839-1.1453e-05i,-6.9386e-05+0.00029795i,0.00072378+0.00081852i
-0.0015046-0.0006008i,-0.0011614-0.00030075i,-0.001253+0.0014966i,-0.00088349+0.0019781i,-0.00030279+0.00088108i,0.00058356+0.00016185i,0.0012137+0.00015133i,0.00091888-0.00052908i,-0.00016608-0.00043294i,-0.00094994+0.00021643i,-0.00042786-0.00035568i,-0.00041663-0.00062593i,-0.00016468-0.00039564i,0.0003199-0.00097291i,0.00028854-0.0012595i,0.00063549-0.0014517i,0.00060431-0.00082437i,-0.00012823-0.00039924i,-0.00053466-0.00040746i,-4.2643e-05-0.00014823i,0.00040639-8.7401e-05i,-0.00015161+0.000525i,-0.00040167+0.00069207i
-0.00045339+0.00032549i,-0.0011555+0.00089194i,-0.0013846+0.0017002i,-0.0008536+0.00096739i,-0.0008728+0.00012639i,-0.00034844+0.00012693i,0.0012547-0.00012714i,0.0011961-0.0003092i,-0.00042822-0.00021222i,-0.00089862-0.00096978i,-0.00070548-0.0011865i,-0.0011799-5.9077e-05i,-0.00066668+0.00021573i,0.00028585-5.311e-05i,0.0005923-0.0004108i,0.00044461-0.00044678i,-0.00022646+0.00019989i,-0.00016303+0.00041928i,0.00013462-7.283e-05i,-0.00034359-0.00033036i,0.00013531-8.5174e-05i,0.00068481+0.00074054i,0.00020483+0.00091591i
-0.00083725-0.0013361i,-0.0011724-0.0015086i,-0.00081303-0.00054772i,0.00016788+0.00011933i,0.00098764-0.00027775i,0.0016352+0.00012923i,0.0017654+0.0019296i,0.00041504+0.0013517i,-0.00077138+0.00080513i,-0.00055677+0.00069255i,0.00060647-0.00035371i,0.00059828-0.00066247i,-1.9106e-05-0.00036669i,1.1878e-05+0.00011057i,-1.4026e-05+0.00029929i,0.00031434+0.00038894i,0.00024313+0.00067325i,0.00036629+0.00015313i,0.00038569+0.00042432i,0.00040674+0.00091233i,0.00038162+0.00056225i,-0.00016531+0.00058295i,-0.00043409+0.0004505i
0.0019515-0.0030339i,0.0010617-0.0025325i,-0.00067837-0.0016529i,-0.0012745-0.00093881i,-0.00097977-0.00031877i,-0.00070932-9.7082e-05i,0.00023772+0.00039706i,0.00092118+0.0007937i,-8.2791e-05+0.00014071i,-0.00067553-0.00054933i,-0.00039657-0.00053938i,-0.0001839-0.00048203i,0.0001787+0.00055058i,2.586e-05+0.001632i,-0.00072947+0.0010963i,-0.0010474+0.00037908i,-0.0003948+0.00060375i,0.00035376+0.00090867i,0.00019443+0.00093059i,1.0168e-05+0.00050381i,-0.0001341-0.00029394i,8.2575e-05-0.00018665i,0.00052362-0.00017475i
-0.00066972+0.00067752i,-0.00013293+0.0010891i,0.00058931+0.0011996i,0.0012885+0.00021468i,0.00067717-0.00064835i,0.00043492-0.00038835i,0.0011942-0.00052597i,0.0014816-0.0010816i,0.00066347-0.00037848i,0.00016629+0.0010656i,-0.00028246+0.0007835i,-0.00049573+0.00024273i,-0.00038301-0.00033976i,0.000118-0.00068105i,0.00052099-0.00079789i,0.00045529-0.00089913i,0.00035884-0.00047677i,0.00027191+0.00025348i,0.00053543+0.00053612i,0.00016858+0.00027789i,-0.00031714+0.00040623i,6.797e-06+0.00058041i,-7.929e-05-3.6666e-05i
-0.0014467-0.0015576i,-0.002484-0.0015564i,-0.0018188-0.00055136i,-0.00055566-0.00057722i,0.0003608-0.00016385i,0.00081676+0.00055971i,0.0010322+0.00056576i,0.00031689+0.00038995i,-0.00021252-0.00013359i,-7.3541e-05+0.0003053i,-0.00082526+0.00086837i,-0.0011579+0.00040997i,-0.00049523-2.9814e-05i,0.00050703-0.0001836i,0.0011362-0.00026714i,0.0010146+0.00034679i,0.00034116+0.00077796i,-0.00065679+0.00046373i,-0.00027208-0.00019596i,0.00025823-0.00080019i,0.00020619-0.00095158i,0.00068634-0.00037706i,0.00023255-0.00037015i
-0.0014602-0.00068098i,-0.00063639-0.00085405i,-0.00010533+0.00036658i,0.00032002+0.00097914i,0.00079385+0.00074964i,0.0015853+0.00068877i,0.0021325+0.00031358i,0.0013158-8.6096e-05i,0.00044817-0.00068625i,0.00030885-0.00061667i,-4.124e-05+0.00028846i,-0.00081371+0.0009054i,-0.00066768+0.00020551i,-2.6952e-05-0.00070906i,-0.0002196-0.00014556i,-0.0012555+0.00017626i,-0.00088369-0.00070354i,-0.00010453-0.00033996i,0.00034889+0.00016287i,0.00048498+0.00020334i,-0.0005915+0.00097727i,-0.0012096+0.00096546i,-0.0010161+0.00021713i
-0.0017488-0.0016829i,-0.0026072-0.00074802i,-0.0026782+0.00086985i,-0.0015846+0.0012195i,-0.00022986+0.0012103i,0.0011023+0.00017387i,0.001971-0.0014734i,0.0017394-0.0016512i,0.00045014-0.00053431i,0.00020954-0.00042808i,-7.6736e-05-0.00038157i,-0.0014202+0.00028832i,-0.001023+0.00057447i,0.00043229+0.00021838i,0.001308-0.00022612i,0.00059197+6.3805e-05i,0.0001466+0.00028667i,1.2049e-05+0.00067529i,0.00023959+0.00035897i,0.00023455-0.00035083i,-0.00014716-0.00064902i,0.00018029-0.00024465i,0.00041072+0.00059931i
-0.0020357-0.00083135i,-0.0023855-0.00019944i,-0.003171+0.00033094i,-0.002166+0.00036468i,-0.0012199+0.0016022i,-0.00051196+0.0020328i,0.00063731+0.00035959i,0.0006215-0.00094164i,0.00013558-0.0011555i,7.0175e-05-0.0010256i,0.00040952-0.00076278i,0.00069095+5.6175e-05i,0.00046267+1.1763e-05i,0.00075578-0.00039699i,0.0017445-0.00023744i,0.00092981+0.00010196i,-0.00034565+9.1125e-05i,-0.00030522+0.00013557i,0.00016261+0.0002029i,0.00015653+0.00035872i,-0.00023433+6.2016e-05i,-0.00033942+0.0004543i,-0.000362+0.00090769i
-0.00046963+0.00068429i,-0.00027135+0.0014876i,-0.00041516+0.0014894i,-0.00046722+0.0010117i,0.00016321+0.00036249i,0.00046813-0.00010436i,0.00039333+9.182e-05i,-0.00028226-0.00020072i,-0.00061837-0.00056867i,0.00023085-0.00034435i,0.00031575+8.356e-05i,9.9443e-05-0.00059627i,0.00089119-0.0010005i,0.00096951-0.00013066i,9.3658e-05-1.3855e-05i,0.0003554-0.00031838i,0.00049608+7.2874e-06i,-0.00027022+0.00048838i,-0.00067972+0.0010958i,-0.00034873+0.00046548i,0.00063292-0.00042048i,0.00047809-6.5517e-05i,-0.00020501+0.00020732i
-0.00035274+0.0002352i,-0.0010444+0.00016671i,-0.0008116+0.00047995i,2.3771e-05+0.00022959i,0.00057867+0.00025518i,0.00062426+0.00099518i,0.00083174+0.0010292i,0.00082176+0.00049259i,0.00038869-6.0193e-05i,-0.00085704-0.00055311i,-0.0010591-0.00092372i,-9.9581e-05-0.00037212i,-0.00037907-0.00014466i,-0.00067132-0.00059497i,-0.00055154+0.00011886i,-0.00058264+0.0010207i,4.3471e-05+0.0011823i,7.6099e-05+0.00053257i,3.0781e-05+0.00053795i,0.00031253+0.00083546i,0.00025629+0.000719i,0.00025624+0.00079578i,-0.00023849+0.00064771i
-0.0012947-0.0019647i,-0.0010365-0.0013241i,-0.0017869-0.00070789i,-0.0019813-0.00052434i,-0.00090412+0.00022299i,-0.00044543+0.0011833i,-5.7572e-05+0.0012717i,0.00032243+0.00075893i,9.9766e-05+0.00023341i,-0.000288+0.00078875i,-0.00088259+0.0008467i,-0.0011843+0.00054834i,-0.00059244+0.00039878i,0.00020171+7.8769e-05i,0.00012428+0.00094517i,0.00056001+0.0017819i,0.00027457+0.0011663i,0.00018308-7.218e-05i,0.00076257+0.0002543i,0.00093681+0.00070523i,0.0010651+0.00088778i,0.0008866+0.00059857i,0.00056218-0.00033229i
0.0010869-0.0020817i,0.0012354-0.0016801i,0.0011318-0.0019833i,-6.188e-06-0.0019962i,-0.0013124-0.00061053i,-0.00074015+0.00064336i,0.0010254+9.4085e-05i,0.0013945-0.000907i,0.00031716-0.0014251i,8.826e-05-0.00097743i,-0.00065379-9.6271e-05i,-0.001072-0.00030178i,-0.00070743-5.3947e-06i,-0.0010458+0.0007104i,-0.00066574+0.00081783i,0.00025222+0.001023i,0.00018401+0.0013945i,-0.00032973+0.0018639i,-0.00013756+0.0010568i,0.00057298-0.00012199i,0.001011+0.00021519i,0.00079426+0.0011185i,-0.00011748+0.0014942i
-0.0010063-0.0027959i,-0.0026048-0.0022262i,-0.0031495-0.00052666i,-0.0026548+0.00085679i,-0.0010657+0.0011193i,0.00056395+0.0011823i,0.0014311+0.00083561i,0.0016993-9.2894e-05i,0.00070638-0.00062933i,-0.00079528-0.00017071i,-0.0010034+0.00023058i,-0.0001337+0.00064389i,0.0005121+0.00059591i,0.00073244+0.00031507i,0.00038364+3.5867e-06i,-0.00015227+0.00045491i,-0.00085235+0.00082213i,-0.00093249-8.808e-05i,0.00013324-0.00093777i,0.00037949-0.00067799i,-0.00019229-0.00064556i,-0.00057781-0.00075212i,-0.001053-0.00036573i
-0.00010353-0.00060672i,-0.00054587-0.000578i,-0.00042898-0.00014848i,-0.00011985+0.00029964i,0.00074583+0.00075217i,0.0011935+0.00030824i,0.0007785+0.00024424i,6.9609e-05+0.0005209i,-7.2423e-05+0.00029936i,-0.00017081+0.0003027i,4.4489e-05+4.27e-05i,-0.00014099-0.00039731i,-0.00049884-0.00013829i,9.6213e-05+0.00037007i,-0.00011567+0.00093689i,-0.0005335+0.0011456i,-0.00073196+0.0006505i,-0.00088812+0.00035055i,-0.00070501+0.00023741i,-0.00023608+0.0004839i,0.00022413+0.00039269i,1.0099e-05+0.00080789i,-0.00050504+0.00070884i
-0.00057099-0.00076846i,-0.0013703-0.00084872i,-0.0030522-0.00056309i,-0.0023656-0.00061841i,-0.00097785-0.00043141i,-0.00024215-0.00018759i,0.00017807-0.00015115i,0.00034975-0.00067322i,0.00038682-0.00087758i,0.00017841-0.00043148i,0.0002114+0.00025642i,-6.2077e-05+0.0004356i,-0.00075549+0.00027074i,-0.00041206+0.00038494i,6.9319e-05+0.00058535i,0.00039763+0.00047489i,0.00022194+0.00035583i,-0.0009454-0.00036214i,-0.001135-0.0012933i,-0.00019003-0.00058411i,0.00025327+0.00024254i,0.00048328+0.00040178i,0.00021004+0.00014531i
