0.00033851+0.0011932i,0.00044851+0.00013092i,-0.00060915-0.00065043i,-0.0010337-0.00066675i,-0.0016744+0.0006868i,-0.0019798+0.0023222i,-0.0017347+0.0037099i,-0.00069096+0.0036687i,0.0014823+0.0016839i,0.0020347+0.00031141i,0.0018442-0.00025209i,0.0015855-0.0011835i,0.00099691-0.0013277i,0.00019631-0.0011222i,-0.00055582-0.00086174i,-0.00041332+0.00022716i,-3.3802e-05+0.00079406i,0.0002893+0.00055695i,0.0004053+0.00039582i,0.00042239+0.00020894i,0.00052073-0.00016251i,5.8748e-05-5.8043e-05i,-0.0007233+0.00010856i
0.0016801-0.0017921i,0.0010605-0.0032218i,-2.3997e-08-0.004731i,-0.00090598-0.0030008i,-0.001713-7.9842e-05i,-0.0020071+0.0012067i,-0.00086149+0.002164i,0.00046751+0.0017474i,0.00096039+0.00064846i,0.0010146-0.00039491i,0.00032275-0.0009222i,-0.00060712-0.00047836i,-0.0016218+0.00010485i,-0.0019482+0.00069941i,-0.00081156+0.00072798i,-0.0002307-0.00029514i,-0.00043535-0.00041639i,-9.298e-05-4.9381e-05i,0.00027793-0.00014321i,0.00050381-0.0002808i,0.00039774-0.00052156i,0.00031001-0.00069754i,7.8515e-05-0.00041734i
0.00051574+1.27e-05i,0.0006988-0.00069961i,0.00063019-0.0017493i,-0.00048334-0.0016617i,-0.0010577-0.00091048i,-0.00043739+0.00052769i,0.00044093+0.0018885i,0.0014812+0.0020212i,0.001695+0.0013738i,0.00076646+0.00042828i,-0.00030668-0.0002757i,-0.00063676-0.0011599i,-0.00038049-0.0015774i,3.2958e-05-0.00099623i,3.5168e-05-0.00081546i,-8.4919e-05-0.00085458i,-0.00050852-0.00091215i,-0.00018863-0.00050405i,0.00040262-0.0001549i,0.00017398-0.00051892i,-6.7534e-05-0.00019372i,0.00013684+0.00019991i,-9.2424e-05+0.0010614i
0.00049765+0.0007698i,0.0012237+0.00096992i,0.0017207+0.0017964i,0.0017823+0.0017375i,0.0016277+0.00103i,0.00071308+0.0010128i,-2.0298e-05+0.0011493i,-0.00018258+0.0010264i,-0.00068833+0.00092657i,-0.00090608+0.00027072i,-0.00052685-0.00024089i,0.00048604-0.0006316i,0.0015724-0.00058071i,0.00070956-6.2558e-05i,-0.00058894-0.00051609i,-0.00075868-0.00091805i,-0.00085468-0.00091661i,-0.00062555-0.0012285i,-6.3177e-05-0.0008664i,-8.8012e-05-0.00048826i,-0.00089498-0.00030393i,-0.0016226-0.0001614i,-0.001044+0.00028477i
-0.0016198-3.2714e-05i,-0.0018595-0.00035593i,-0.00079306+0.00066268i,0.0002704+0.0015995i,-3.4777e-05+0.0019573i,-0.00033843+0.0023102i,0.00068962+0.0021979i,0.00085237+0.0017108i,-0.00042141+0.00032524i,-0.0010399-0.0004369i,-0.00086603-0.00047201i,0.00020749-0.00052587i,0.00079702-0.00069753i,0.00049261-3.5391e-06i,0.00054676+0.00070543i,0.00020511+0.00060765i,-0.00036743-0.0001819i,1.7826e-05-0.00093485i,0.0003231-0.0010911i,0.00010757-0.0010442i,0.00017662-0.00020864i,0.00026183-0.00048175i,-7.9968e-05-0.0012594i
0.0017021-0.0012441i,-0.00043004-0.0023607i,-0.0014019-0.0026848i,-0.0008082-0.0019484i,-0.001782-0.00038456i,-0.0021793+0.0010805i,-0.00053271+0.0016667i,0.00042381+0.00089295i,0.0007705-4.4002e-05i,0.00054572-0.00041033i,0.0002497-0.00097923i,0.00017887-0.0011942i,5.1099e-05-0.00056865i,-0.00019032+0.00013026i,-0.00084877+4.6818e-05i,-0.00027765-0.00067077i,0.00047098-0.00063826i,0.00041898+0.00020658i,-2.1626e-05+0.00049223i,0.00029961-0.00020562i,0.0003978-0.00014741i,0.00031251+0.00050744i,0.00056632+4.605e-05i
-0.00014379+0.0010066i,0.00071596+0.00042558i,0.0012421-0.00063179i,0.0013634-0.00060098i,0.0010649+0.00028984i,0.00052853+0.0013288i,0.000181+0.001469i,0.00024476+0.0010326i,0.00038204+0.0005553i,-3.7934e-05-0.00044544i,-0.00076796-0.00094032i,-0.0012616-0.00074382i,-0.0016983-0.0013807i,-0.001204-0.0018476i,-0.00022719-0.00095522i,0.00031631+0.00068461i,0.00087335+0.0012833i,0.00073366+0.00072298i,0.00015478+0.00045091i,-0.00034259+0.00044959i,-0.00070885-0.00016442i,-2.3235e-05-0.00065199i,0.00082436-0.00040855i
0.0010119-0.001452i,0.00066612-0.00073595i,0.0005961-0.00044194i,0.00025759+0.00034619i,-0.00062506+0.0017262i,-0.00062234+0.0025864i,-8.9872e-05+0.0025793i,0.00083303+0.0016086i,0.0010465+0.0010989i,0.00029167+0.00087413i,0.00072151-0.00013376i,0.001204-0.00035497i,0.0007635+0.00027168i,0.00048637+0.00047439i,0.00032883+0.00025343i,6.8256e-05-0.00045133i,8.8616e-07-0.00063235i,0.0002607-0.00031853i,0.00033253-0.00027321i,0.00036515+0.00019874i,0.00027072+0.00072909i,-9.082e-05+0.00072536i,3.1769e-06+0.0001137i
-0.00035861-0.0018238i,-0.0009238-0.001408i,-0.0012775-0.00065801i,-0.00085555+0.00028179i,-0.0010305-1.0482e-05i,-0.00081008+0.00091509i,-0.00010566+0.0023192i,-0.00058758+0.0013493i,-0.00031333+0.00057605i,-0.00012092+0.00084476i,-0.00067058+0.00059792i,-0.00077711+0.00038888i,-0.00093206+4.1831e-05i,-0.00012942-0.00046551i,0.0010638-0.00058335i,0.00082746-0.00045312i,-0.00021197-0.00047556i,-0.00065902-0.00049642i,-0.00035813-0.00041202i,-0.00064765+7.2162e-05i,-0.0012922-0.0002254i,-0.0012069-0.00042823i,-0.00073053+0.00015541i
-0.00044203-0.000562i,-0.0004307-0.00027136i,-0.00028137-0.00072257i,-0.00033605-8.4996e-05i,-0.00032074+0.00071671i,-0.00033585+0.0018095i,4.1037e-05+0.0025241i,0.00064625+0.00194i,0.00038603+0.0011276i,-0.00070412+0.00068781i,-0.00026387+0.00010056i,0.0011756-0.00038693i,0.0013118-0.00021346i,0.00056185-0.00014319i,0.00029421-0.00024006i,0.00052742+4.7489e-05i,0.00014616+0.00016839i,-0.0005524-0.00049362i,-0.00033167-0.00088868i,2.1534e-05-8.7968e-05i,0.0001932+0.00037159i,-0.00018218-9.9219e-05i,-2.803e-05+0.00018925i
-0.001465-0.00024389i,-0.00045101-0.00024481i,-0.0007904+0.00015094i,-0.0011166+0.0011285i,-2.1866e-05+0.0025914i,0.00059673+0.0030077i,0.00018127+0.0022049i,0.00011994+0.0014165i,0.00040083+0.00084242i,0.00070986+0.00058177i,0.00065715+0.00035568i,0.00027119-0.00030383i,-0.00010395-0.00083125i,0.00055068-0.00070037i,0.0014726-0.00036494i,0.00086319-0.00038536i,0.00019961-0.00086354i,0.00046905-0.00021725i,0.00031265+6.1937e-05i,-3.9622e-05+0.00026413i,0.00012709+0.00023695i,-0.00016635+0.000406i,-0.00073481+0.00076484i
0.00029066+0.00052061i,6.9628e-05+0.00074746i,0.0011216+0.00065727i,0.0014863-1.7805e-06i,0.00051019-0.00016674i,-0.0013105+0.00059992i,-0.00089301+0.0011781i,0.00084029+0.0011822i,0.0007989+0.00036735i,0.00020015-0.00014828i,0.00029882-0.00098915i,0.00071272-0.0011288i,0.00080179+0.00022601i,-0.00046098+0.000611i,-0.001114+0.00017814i,-0.00044303-0.00013282i,-0.00054474-0.00021375i,-0.00031803-0.00035368i,0.0004613+0.00026633i,0.0010644+0.00081674i,0.0012498+0.0011823i,0.0006513+0.00069383i,0.00015374-0.00017908i
8.9677e-05-0.0013186i,-0.00047966-0.00051198i,-0.00075249+0.00034256i,0.00013676+0.0013213i,0.0010531+0.0012852i,0.00089791+0.001503i,0.00080616+0.0022802i,0.00066739+0.00132i,0.00019664+0.00038637i,-0.00011666+0.00039442i,-0.00023997+0.00022955i,-0.00079279+0.00038109i,-0.00050281+0.00035097i,0.00040554+0.00080354i,-4.0485e-05+0.00084732i,-0.0003441+0.00039993i,0.0011024+0.00057737i,0.0010523+0.00019622i,-5.8753e-05-0.00056122i,-0.0002124-0.00019025i,-0.00047781+0.00074843i,-0.00044799+0.00083416i,-9.069e-05+0.00024277i
-0.00096648-0.00051095i,-0.0014395-0.0010202i,-0.0012394+4.5787e-06i,-0.0016526+0.0014061i,-0.00069334+0.0022441i,0.00080402+0.0018874i,0.00080446+0.0012067i,0.00066538-0.00023957i,0.00065124-0.0012667i,0.00064531-0.0010171i,0.00089582-0.00034137i,4.8537e-05+6.3806e-05i,-0.0006646+0.00048629i,1.4978e-05+0.00056503i,0.00042497-0.00022432i,-0.0001276-0.00040447i,-0.00063401-0.00047771i,-0.00095521-0.0011314i,-0.00049053-0.0011669i,-0.00035165-0.00079184i,-0.00053991-0.00058011i,-0.00018029-0.00011918i,0.0001277-0.00020719i
-0.0013853-0.00041264i,-0.001202+0.00051797i,-0.0019288+0.00051049i,-0.0025595+0.0008635i,-0.0020039+0.0017251i,-0.0010554+0.0027042i,-0.00081222+0.002845i,-0.00042156+0.0021322i,0.00044542+0.00076633i,0.00043392-0.00041799i,0.00061487-0.0011743i,0.00079026-0.00082456i,0.00046999+0.00017928i,0.0003684-0.0003567i,-2.2411e-05-0.00051413i,-0.0002726-6.4905e-05i,-0.00059514+0.00010927i,-0.00076013+0.00041737i,-0.00024649+0.00084864i,1.8332e-05+0.00068568i,-0.0002135+0.00044903i,-0.00028792+0.00057011i,-0.00031544-0.00014801i
0.0012579+6.0474e-05i,0.0010334-0.00045815i,0.0011567-0.00088699i,0.0010616-0.0010483i,0.00036098-0.0012937i,-0.00016241-0.00023459i,3.0683e-05+0.0010177i,0.00039995+0.0011879i,0.00089402+0.0010103i,0.0002567+0.00077255i,0.00035772+0.00025558i,0.00068959-0.00016453i,-0.00021633-8.7409e-05i,-0.00072865+0.00025302i,-0.00058195+0.00037936i,-0.00078754-0.00029744i,-5.7593e-05-0.00059209i,0.00043513+0.00015239i,0.00043198-0.00017867i,0.00075658-0.0007122i,0.00050051-0.00034017i,-0.00040271-1.6638e-05i,-0.00030065-0.0003014i
0.00098202-0.00033434i,0.00050126-0.00019982i,-0.00012597+0.00091945i,-0.00029929+0.0010783i,-2.0177e-05+0.00065906i,0.00011434+0.0018194i,0.00059182+0.0022482i,0.0014548+0.0011108i,0.0014949-0.00013671i,0.00039444-0.0013283i,0.0001167-0.0014858i,-0.00042515-0.00061023i,-0.0013788+0.00061789i,-0.00083891+0.0012244i,-7.1646e-05+0.00090606i,0.00029305+0.00069952i,0.00066855+0.0003473i,0.00060897+4.0477e-05i,8.2265e-05-6.2096e-05i,-0.00059282-0.00061984i,-0.00040053-0.00079369i,0.00063804-0.00016282i,0.00063925-0.00016624i
-0.00015931-0.00022197i,-0.0009786+0.00010664i,-0.0015503-0.00040068i,-0.0021342+0.00013111i,-0.0020657+0.00099091i,-0.0014261+0.002111i,-0.00043722+0.0033463i,0.00094796+0.0035211i,0.00098734+0.0021135i,0.00056714+0.00072673i,0.00049434-6.1179e-05i,-0.00018014+6.8517e-05i,-0.00059794+0.00060794i,-0.00011824+0.00013188i,0.00031117-0.0002066i,0.00019047-0.00010843i,0.00068334+0.00075263i,0.0011615+0.0011119i,0.00063274+0.00066046i,0.00040048+3.6011e-05i,0.00014492-0.00037666i,0.00013185-0.00040306i,-0.00013734-0.00056319i
-0.0010446-0.00019414i,-0.001291-1.5517e-05i,-0.00049952-3.6221e-05i,0.00098961-0.00041463i,0.0019204+0.0001478i,0.00087043+0.00047576i,-0.00026898+0.0011969i,0.00014147+0.0015557i,0.00032992+0.00053736i,8.3251e-06+9.4157e-05i,0.00068761+0.00037595i,0.00057808+9.4683e-05i,-0.00024234-0.00027201i,0.00017488-0.00017346i,0.0011498-0.00042565i,0.0012048-0.00044223i,0.0003083-0.00043448i,0.00032195-2.9186e-05i,0.00045255+0.00010742i,-0.0005903+0.00028729i,-0.00092992+0.00095895i,0.00018121+0.001032i,0.00020713+0.00042608i
0.0010957-0.0016545i,0.00017154-0.0017006i,0.00044502-0.0012399i,0.0012846+8.5248e-05i,0.00087251+0.0019392i,-0.0005094+0.0030749i,-0.00047944+0.0028656i,0.00051336+0.00094912i,0.00066559-0.00049574i,-0.00044326-0.00088838i,-0.00085214-0.0010538i,6.7955e-05-0.00038317i,0.00045898+0.00081239i,-7.577e-05+0.0014379i,0.00014068+0.0013543i,0.00043581+0.0010641i,0.00085134+0.00054349i,0.00068424-0.00021279i,1.6624e-05-0.00075229i,0.00046964-0.000247i,0.00088788-4.0008e-05i,0.0012148-0.00016639i,0.0012732+0.00060434i
0.00053269+0.00089571i,0.00013903+0.00085825i,-0.00022501+0.0012969i,0.00028727+0.00037377i,0.0005736+0.00022402i,-0.00025676+0.001342i,-0.0004136+0.0022756i,0.00051057+0.0018052i,0.0013437+0.000397i,0.00077828-0.00039055i,1.3634e-05-0.0009882i,0.000134-0.0012357i,0.00019328-0.0011496i,-0.0003506-0.00073578i,-0.00093642-0.00036746i,-0.00092209-0.00062942i,-0.00027665-0.00029134i,0.00013007+0.00037894i,-9.6519e-05+0.00034666i,0.00032685-0.00026377i,0.00054727-0.00068565i,-0.00011753-0.00051223i,-0.00043212-0.00032802i
0.0008932-0.0016139i,4.7292e-05-0.0022797i,-0.00052741-0.0028939i,-0.00096617-0.0037002i,-0.0019887-0.0024366i,-0.0021902+0.00028207i,-0.0004392+0.0020476i,0.0016082+0.0022058i,0.001775+0.0010708i,6.9826e-05+0.00025665i,-0.00084861+0.00019335i,-0.00071808+0.00042678i,0.00011855+0.00057844i,0.0010336+0.00042491i,0.00081792-0.00010979i,3.1424e-05-0.00064175i,0.00035846-0.00027066i,0.00035594+0.00039i,0.00028472-0.00032914i,0.00014542-0.00097129i,-0.00019896-0.0002902i,-0.00010701+0.00049989i,-6.244e-05+0.00018307i
0.0023929-0.0010141i,0.0019392-0.0015971i,0.0011816-0.0014499i,0.0013784-0.00042541i,0.0015315+0.00081895i,0.00026151+0.0018373i,-0.00055662+0.0018603i,-0.00032714+0.0010132i,-0.0003291+0.00013093i,-0.0004902-3.6786e-05i,-0.00021169+0.00025003i,7.0013e-05+0.00022066i,0.00020864+0.00032931i,0.00027295+0.0010354i,0.00023236+0.0012854i,-0.00042393+0.0008392i,-0.00050351+0.00052611i,-0.00024843-3.1074e-05i,-0.00030034+0.00020281i,-0.00029064+0.00070501i,-0.00013542+0.00015304i,-0.00044938-9.7846e-07i,-0.00097064-2.9124e-05i
-0.0011954+0.00037532i,0.00066089+0.00040778i,0.00089823+0.0016834i,0.00095362+0.0026668i,0.0011578+0.0020758i,0.0013756+0.0012763i,0.00071757+0.0016045i,6.6975e-05+0.00099706i,0.00038574+3.5806e-05i,0.00066572-1.8843e-05i,0.0007692-0.00024934i,0.00077303-0.0013197i,0.0002836-0.0015032i,-0.00036377-0.0011378i,0.00014347-0.001226i,0.00064666-0.0011524i,0.00066319-0.00068632i,0.0003105-0.00025966i,0.00044805-0.00035023i,0.00020549-1.1919e-05i,-0.00043328+0.0005457i,-1.1846e-05+0.00052603i,0.00065111+0.0004969i
-0.00099672-0.00075748i,-0.001109-0.00098211i,-0.0010526-0.0010933i,-0.00091446-0.00063852i,-0.0013141-0.00042472i,-0.0013223+0.00083859i,-0.0010187+0.0028606i,-0.00042132+0.0028081i,0.00061805+0.0015318i,0.00070251+0.00056058i,0.0003356-0.00059941i,0.00055448-0.00058173i,0.00063916+0.00013282i,0.00032149-7.0387e-05i,0.00011399-0.00047i,0.00043254-6.847e-06i,0.00036679+9.4302e-05i,2.5765e-05+0.00014605i,0.00033095-0.00021471i,0.00044786-0.00079025i,-0.0002243-0.00058925i,-0.00036194+0.0005435i,0.00017201+0.0006465i
-0.0036585-0.00032675i,-0.0038782+0.00066756i,-0.0027157+0.00041378i,-0.00061254-0.00033677i,0.00027364+0.00034477i,-0.00036581+0.0018083i,-0.0008273+0.0030818i,3.2802e-05+0.0024481i,0.00064116+0.00051142i,-0.00010517-0.00059664i,-0.00025897-0.00027794i,-0.00013637+0.00029672i,-0.00019428+0.00063788i,0.00056354+0.00067337i,0.00074081-0.0003128i,0.0003155-0.00086047i,0.00029832-0.00047139i,0.00012461+0.00012956i,-0.00059614-8.4211e-05i,-0.00079308-0.00098863i,-0.00082527-0.00043567i,-0.0001635-5.1857e-05i,0.00060535-0.00060898i
1.3897e-05-0.00066713i,0.00041276-0.0015187i,0.0017326-0.0012451i,0.0017013+3.9261e-05i,0.00042824+0.00074076i,-0.0011913+0.0013443i,-0.00093984+0.0015996i,0.00055156+0.00055721i,0.0009514+0.00018416i,0.00064077+0.00057404i,0.0001365+0.00025861i,0.00023141-0.00072982i,0.00014159-0.00076818i,-0.00080854-0.00028915i,-0.00061431-0.00022216i,-0.00034147-0.00044944i,-5.5285e-06-0.00022755i,0.00077234-0.0001089i,0.00063149-0.00045802i,0.00076711-0.00021107i,0.0011425-0.00013895i,0.00093676-0.00047926i,0.0006511-0.00037845i
0.0014318+0.0012328i,0.0012685+0.00024823i,0.0011196+0.00014006i,-0.00012257+0.00012794i,-0.0013447-0.00027677i,-0.0015052-0.00072045i,-0.00096051+0.00048366i,1.1417e-05+0.0015246i,0.00089558+0.00065087i,0.0007825-0.00058418i,-0.00026309-0.00054996i,-0.00088099-0.00043027i,-0.001285-0.00073016i,-0.0015924-0.00070586i,-0.0021288-0.00056512i,-0.0012269-0.0004201i,-0.00021787-0.00058516i,-0.0004161-0.0003662i,-0.00013627-0.00014602i,0.00036323-0.0002621i,0.00020277-0.00047997i,-0.00077582-0.00045596i,-0.00048694-0.00040551i
-0.00051518-0.0010646i,-0.0015427-0.00098007i,-0.0011798+0.00019078i,0.00012783-0.00014566i,6.3498e-05-0.00014206i,-0.00017316+0.0006933i,-0.00012194+0.0017419i,-0.00013676+0.0018198i,0.00019848+0.0016304i,0.00046146+0.00070083i,0.0001125-0.00033248i,-0.00015899-5.3887e-05i,0.0002171+0.00025222i,0.00058889+0.0005559i,0.0008005+0.0003268i,0.0012035-0.00016761i,0.0010341-0.00067189i,0.00046426-0.0011067i,0.00041983-0.00071746i,-1.4645e-05-0.00044003i,-0.00048077-0.00031942i,-0.00059735-0.0004056i,-0.00074311-0.00012569i
0.0013604-0.00077446i,0.0013835-0.0020244i,0.0011217-0.0024827i,0.000966-0.00026887i,0.00017014+0.001422i,0.00028729+0.0016036i,0.00062893+0.0016854i,0.00019468+0.0012718i,2.2074e-05-0.00045974i,-1.2665e-05-0.0010611i,-0.00033389-0.0002958i,-0.00037976-0.00033427i,-0.0005876-0.00022916i,-0.00019275-0.00059814i,0.00034961-0.00047835i,-0.00049102-0.00038697i,-0.00065517-0.00062925i,-0.00066203+0.00031515i,-0.00064485+0.00077148i,-1.8848e-05-1.2803e-05i,5.7257e-05-0.00049537i,-0.00024187-0.00034193i,-0.00084626-0.00049542i
0.0008477+0.0014396i,9.8927e-05+0.0012257i,0.0003433+0.0017649i,0.00034901+0.0018723i,-0.00049871+0.00092927i,-0.00048099+0.0010708i,0.00076362+0.002153i,0.0010925+0.0019439i,0.00012234+0.00023935i,-0.00036637-0.0014675i,0.00032497-0.0019289i,0.00096021-0.0013229i,0.00035304-0.00011443i,-3.8196e-05+0.00021148i,0.00020639-0.00099325i,-9.0314e-05-0.0015764i,-0.00079724-0.00065727i,-0.00056951-0.00014208i,0.00038643-0.00027223i,0.00049138+0.00015069i,0.00056904+0.00089968i,0.00067936+0.0010663i,0.00054974-0.0001837i
-0.00091692-0.0006087i,-0.0010748-0.00082025i,-0.00036917-0.0010569i,-0.00019755-0.001151i,-0.00056869-0.0011588i,-0.00071054+0.0010681i,0.00039951+0.002155i,0.0016806+0.0017447i,0.0010176+0.0010917i,0.00017362+0.0004871i,0.00010894+0.00018142i,0.00068442-2.4303e-05i,0.00057567-0.00058325i,-8.2969e-05-0.0014216i,1.0604e-05-0.00098966i,3.6309e-05+8.853e-05i,0.00021349+0.00018268i,0.00060447-0.00035208i,-0.00014586-3.3334e-05i,-0.00042026+7.2372e-05i,-0.00059398+0.00025195i,-0.0011092+0.00068658i,-0.0010836+0.00057527i
0.0022351-0.00036441i,0.00044639-0.0017751i,0.00050235-0.0017063i,-8.738e-05-0.0017039i,-0.00024815-0.00094521i,-0.00019999+0.0013127i,0.00049195+0.0023959i,0.0011737+0.0017003i,1.563e-05+0.00016322i,-0.00084037-0.00065323i,-0.00033269-0.00056613i,-0.00060305+0.00028842i,-0.00071013+0.00092377i,-0.00051607+0.00042435i,-0.00079044+0.00037014i,-0.00092673+0.0005561i,-5.9205e-05+0.0002185i,0.00089711-0.00032947i,0.001008-7.3798e-06i,0.00098777+0.00022641i,0.00041791-0.0004373i,0.00033354-0.00087042i,0.00019151-0.00071124i
0.0008888+0.0004731i,0.0012017+4.4272e-05i,0.0020681+0.00035688i,0.0022492+0.0016828i,0.00037218+0.0015775i,-0.00051436+0.0013821i,-0.00013652+0.0022629i,-0.00025972+0.0020246i,-0.0008676+0.0010121i,-0.0010144+0.00058953i,-0.00024689+0.00046852i,4.5209e-05+0.000124i,-0.00011258-0.00037797i,-0.00039129-0.00072283i,-0.00031318-0.00052272i,5.0185e-05-0.00011941i,0.00025784-0.00027354i,-0.00019752-0.00028853i,-0.00051156-0.0003889i,-0.00040852+8.6354e-05i,9.981e-05+0.00070196i,0.00027096+0.00062301i,0.0008674+2.8124e-05i
-0.001262-0.0002505i,-0.0020204+0.0010036i,-0.0017634+0.0013826i,-0.0015742+0.00082447i,-0.00098084+0.00018536i,0.00033164+0.00064937i,0.0013483+0.0020393i,0.0017656+0.0022553i,0.001513+0.00095473i,0.0012748+0.00017384i,0.00073967-0.00032543i,0.00032984-0.00065622i,-7.6267e-05-0.00035933i,-0.00017672-0.00033233i,4.2347e-05-0.00033381i,-4.2691e-05-0.00024968i,-0.00014349+0.00010071i,-0.00044522+8.9776e-05i,-0.00036101+7.8134e-05i,-7.3187e-05+0.0005934i,-0.00057174+0.00084967i,-0.00099168+0.00044138i,-0.00059563-0.00011721i
0.0021209-0.0030538i,0.00066042-0.0025393i,-0.00073506-0.0025171i,-0.0016753-0.0022446i,-0.0020941-0.00081173i,-0.0017709+0.0016218i,-0.00092561+0.0038823i,0.00053926+0.003591i,0.00094039+0.0012559i,0.00054683+2.992e-05i,-0.00027669+0.00031886i,-0.0011196+0.0003737i,-0.0011755+0.00035671i,-0.0010825+0.001567i,-0.0013912+0.0014804i,-0.00089437+8.3891e-05i,-0.00015241-0.00037659i,0.00096183+6.6611e-05i,0.0017006+9.798e-05i,0.0017062+0.00019385i,0.0012212-0.00040714i,9.2978e-05-0.00044525i,-0.0008504+0.00064182i
-0.0025991-0.001399i,-0.0031556-0.00072921i,-0.0024511+0.00063908i,-0.00015985+0.0016358i,0.00022092+0.0021518i,-0.00063152+0.0027258i,-0.00071477+0.0028963i,-0.00015822+0.0023897i,0.00018445+0.0020798i,-0.00027839+0.0018942i,-0.0010124+0.0013292i,-0.00071593+0.000672i,0.000614+0.00015516i,0.0011787-0.00039947i,0.00032938-0.00095974i,-0.00012378-0.00057059i,-0.0005444-1.2077e-05i,-0.0012071-0.00059173i,-0.0011229-0.0015903i,-0.00082744-0.0012336i,-0.00052528-0.00039398i,-0.00014685+8.9805e-05i,0.00040037+0.00033197i
0.0014066-0.00012928i,0.0021745-0.00028491i,0.0014646+5.1072e-05i,-7.9857e-05-0.00011187i,-0.00098297-0.00038525i,-0.0018927+0.00054334i,-0.0013742+0.0013999i,3.5134e-05+0.0012001i,0.00013236+0.00020058i,-0.00038017-0.00036648i,0.00030807-0.00054028i,0.00042863+0.00027389i,-0.00042114+0.00064918i,-0.00078985+0.0004127i,-0.00040329+0.00039304i,0.0006333-0.00020663i,0.00089524-0.00093447i,0.00031699-0.0006757i,-0.00037162+9.7932e-05i,-0.00082716-0.00029983i,-0.00072974-0.00031311i,-0.0008797+0.00042798i,-0.00083677+0.00051088i
-0.00068751+0.00044159i,-0.00047778+0.00038156i,-0.0007014+0.00061479i,-9.1604e-05+2.8408e-05i,0.0013458-0.00032398i,0.00088958+0.00065567i,0.00030279+0.0017666i,0.00027735+0.001555i,6.6665e-05+0.00035161i,0.00026172-0.00054088i,0.00019971-0.00063804i,0.00038134-0.00015185i,0.00015004-7.1006e-05i,-0.0001377-0.00035687i,-6.4788e-05+1.6421e-05i,0.00015394-1.9053e-05i,0.00085077+1.3659e-05i,0.0011119-5.1837e-06i,0.00010699-0.00023977i,-0.00091306-0.00048242i,-0.00027933-0.0008465i,-9.5193e-05-0.00018713i,-0.00018565-1.8913e-05i
0.0018743-0.00062609i,0.0016251-0.0018251i,0.0022242-0.00302i,0.0021459-0.002285i,0.00023883-0.00081285i,-0.00094715+0.0008131i,-0.00024871+0.001935i,0.00053298+0.0011257i,0.00038177-0.00048099i,-0.00081037-0.001298i,-0.00045598-0.00037228i,0.00027752+0.0001652i,-0.00063362+8.5976e-06i,-0.00071788+0.00053484i,-0.00050403+0.00025222i,0.00016061-0.00015351i,0.0007545+0.00013394i,0.00089236+0.00043713i,0.00071739+4.5596e-05i,4.8874e-05-0.0002706i,0.00028042-0.00051085i,0.00056126-0.00039183i,0.00010576-0.00018828i
0.0006401+0.0015978i,0.00059646+0.0019226i,0.0011117+0.0010889i,0.00061431-5.0327e-05i,7.8758e-05+3.2922e-05i,-0.00065862+0.001236i,-0.00080971+0.0016478i,-0.00019115+0.0010946i,0.0001629+0.00045315i,0.00048107-0.00056977i,1.8891e-05-0.00088483i,-0.0001458-0.00099639i,-0.00031362-0.0011534i,-0.00061365-0.00020864i,-0.00043286+0.00023452i,-3.6183e-05-0.00015363i,0.00041353-0.0010313i,-0.00016076-0.0014394i,-2.0847e-05-0.00053647i,0.0006113+0.00031505i,0.00039196+0.00035081i,0.00041693+8.5085e-05i,0.00052292+0.00043965i
0.00064859-0.00067259i,0.00021909-0.0016983i,-0.0014901-0.0011223i,-0.0019768-0.00075678i,-0.0012705-0.00069814i,-0.0014463+0.00048226i,-0.00054408+0.0014268i,0.00044531+0.0012063i,-0.00064566+0.00052591i,-0.00092698+0.00034133i,-0.00028871+0.00036515i,-0.00079746+0.00025835i,-0.00042284+0.00030729i,-9.7532e-05+0.00041309i,-0.0005883+0.00069007i,-0.0010474+0.0010187i,-0.00081871+0.00029989i,-4.0493e-05-0.00067385i,0.00033025-0.0010265i,-1.1042e-05-0.0004095i,-0.000293-6.6167e-05i,-2.6414e-05-0.00032028i,-2.7303e-05-3.7002e-05i
-0.0011628-0.00089145i,-0.0023507-0.0010601i,-0.0015231-0.0011899i,-0.00059404-0.00066831i,-0.00023747-0.0002482i,-2.691e-05+0.00034027i,0.00057519+0.0013697i,0.00031107+0.0016417i,0.00018804+0.00055346i,0.00081638-0.00011084i,0.00041456-0.00041912i,0.00040616-0.00041725i,0.00038315+0.0001396i,0.0004337-0.00010628i,0.00018115-0.00018456i,-0.00043182+0.00013819i,-0.00010948+0.00055528i,1.0671e-05+0.00015605i,-0.00015174-0.00035938i,0.00038927-0.00072176i,0.00034999-0.00091116i,0.00012383-0.00016748i,0.00042011+0.00045448i
0.0019069-0.0015048i,0.0010612-0.0023019i,0.00010865-0.0028062i,-0.00028409-0.0018313i,-0.00043797+0.00031681i,-0.00061303+0.0011996i,-0.00067401+0.00092735i,-0.0001239+0.00038123i,-0.00026255-3.6596e-05i,-0.00087301+0.00025762i,-0.00062045+0.00025858i,-0.00038565-7.404e-06i,-0.00069149-5.9953e-05i,-0.00030328-0.00034955i,0.00026492-0.00012703i,0.0005388+0.00025689i,0.00059412-9.9342e-05i,0.00050464-0.00092092i,0.00046388-0.00071721i,0.00012947-0.00017365i,-0.00016354+0.00028061i,-0.00059317+0.00084577i,-0.00041356+0.00066715i
