-0.0016968-0.00096643i,-0.0010804-0.0010091i,-0.001117-0.0020643i,-0.0022941-0.0020051i,-0.0028158+5.5668e-05i,-0.0020681+0.0017344i,-0.0011026+0.0023843i,-0.00084662+0.00259i,-3.7206e-05+0.001781i,0.00098902+0.0013856i,0.00081338+0.00065604i,1.9494e-05-0.00017405i,2.7352e-05+9.5461e-05i,0.0010139+0.00065105i,0.00065018+0.00058452i,-0.00038783+0.00022531i,-0.0008109-0.0010488i,-0.00040521-0.0015429i,-0.00011305-0.00066012i,-0.00084304-0.00013821i,-0.00085439-0.00038444i,-0.00035657-0.00034136i,2.3881e-05+0.0001374i
-0.0014357+0.00022305i,-0.001075-0.00059817i,-0.00041101-0.00053779i,-0.00074603+0.00044222i,-0.00049527+0.0010457i,0.00016314+0.0015034i,-0.00048565+0.0010035i,-0.00073895-5.0999e-07i,-0.00027113+3.2896e-05i,-0.00033703+3.9242e-05i,-0.0002344-0.00011605i,-7.9483e-05+0.00019153i,3.8307e-05+0.00022579i,-0.00027733+0.00033777i,-0.00043791+0.00030384i,-0.00037503+0.00032942i,0.00028975-0.00023393i,0.00089204-0.001253i,0.00034731-0.0013047i,0.00011448-0.0013495i,0.00011508-0.00087121i,-0.00046504-0.00057152i,1.089e-05+6.8407e-05i
0.0008498-0.00017752i,0.00029017-0.00028331i,-0.00026209-0.0015415i,0.00052783-0.0030576i,-3.5699e-05-0.0016623i,-0.00039115+0.00038904i,-0.00074678-0.00013254i,-0.001736-0.00086368i,-0.0012611-0.0006639i,-0.0010529-0.00051927i,-0.00045286-0.000656i,6.6275e-05-0.00039688i,-1.2676e-05-0.00025033i,0.00015957-0.00059235i,0.00017387-0.00015309i,-9.1437e-05-8.4083e-05i,-0.0001477-0.00062759i,7.3784e-05-0.00077578i,0.00071039-0.00037182i,0.00073621-0.0002935i,0.00052334-0.00015128i,0.00062967+0.00078757i,0.0011778+0.0011395i
-0.001046+0.00035988i,-0.0018701+0.00065981i,-0.0032414+0.00081733i,-0.0037206+0.00032399i,-0.0021455+0.00028291i,-0.00025118+0.00091689i,-0.00014762+0.00036647i,0.00034448-3.2907e-05i,0.00043329+0.00017672i,-0.00032791+0.0004707i,-0.0002741+0.00098012i,0.00033957+0.00052152i,-0.00019937-0.00079978i,-0.00089647-0.0012198i,9.2056e-05-0.00057418i,0.0008692-0.00043153i,0.00066464-0.0008827i,-2.1455e-05-0.00051714i,-0.00040854-0.00019998i,-0.00033377-0.00041203i,-0.0002709-0.00053933i,0.00039985+0.00022372i,0.00059+0.00089917i
-2.4834e-05-0.0010648i,0.0010394-0.0021204i,-3.1692e-06-0.0022957i,-0.0012718-0.0015634i,-0.0015234-0.0003044i,-0.00067446+0.00060402i,0.00029508+0.00033043i,-5.5817e-06-0.0003958i,-0.00051409-0.00026188i,-0.00048198+0.00021137i,-0.00027558+0.00037099i,-0.00020145+0.00015661i,-0.00018171-0.00064567i,-0.00050264-0.00099008i,-0.00014306-0.00061972i,0.00015433-0.00021455i,-0.00027635-0.00033262i,-0.00051652-0.00043667i,-4.4677e-05-0.00030018i,0.00041325-0.00069718i,0.00039074-0.00063745i,-2.9174e-05-0.00059676i,-0.00013304-0.00056812i
-0.0013134-0.0010085i,-0.00083107-0.0011759i,-0.00073416-0.00043542i,-0.0019549+0.0012267i,-0.0020673+0.0020975i,-0.00068541+0.00092285i,0.00011569-1.2573e-05i,-0.00019733+0.00021772i,-2.7739e-05-0.00022775i,0.00010736-0.00019884i,-0.00022811+0.00019493i,-0.0005341-0.00059979i,-0.00087357-0.00082929i,-0.00043409+0.00053236i,8.6421e-05+0.00019814i,3.4907e-06-0.0015114i,-3.1373e-05-0.0015303i,0.00023015-0.0011646i,0.00019332-0.00010393i,-0.00069435+0.00045033i,-0.00038258-0.00044824i,0.00071955-0.00039137i,0.00049095+0.00011811i
0.00040752-0.00065089i,0.00028327-0.00060213i,-0.00085178+0.00025978i,-0.00076385+0.00047178i,0.00025863+8.0915e-05i,0.00039587-0.00048406i,-5.1821e-05-0.00076982i,-3.5594e-05-0.0005i,0.00028439-0.00033313i,0.00020682-9.6017e-05i,-0.0001619+0.00031151i,-0.00035953+0.00080227i,0.00037635+0.00084514i,0.00055214+0.00018274i,-0.00027289-0.00038615i,-0.00092752-0.00031627i,-0.00043324-0.00015845i,-0.00024073-0.00014287i,-0.00021075+0.00034237i,0.00017592+0.00074041i,0.00018686+0.00029751i,-4.4119e-05-0.00010556i,-0.0005216+0.00028121i
0.0031329-0.0010228i,0.0021693-0.0020095i,0.0018608-0.0028598i,0.00069572-0.0036046i,-0.00086143-0.0032825i,-0.0019335-0.00077523i,-0.0014026+0.00061847i,-0.0010144+0.00032859i,-0.0010439-5.5752e-05i,-0.00062065-0.0010537i,-0.00030337-0.00052015i,-0.00037371+0.00049088i,-0.00019454+8.6181e-06i,0.00013235+0.00030253i,2.3315e-05+0.00054804i,-6.1433e-05-0.0001676i,-0.00050965-0.00044415i,-0.00028165-0.00072621i,0.00037815-0.00091756i,0.00019971-0.00065679i,-0.00013982-0.00052236i,0.00011612-0.00019833i,0.00032836+0.00011052i
-0.0012851-0.00092705i,-0.00087858-0.0016711i,-0.0005236-0.0022296i,-0.0011328-0.0010449i,-0.0018904+0.00038654i,-0.001036+0.00072884i,-0.00018583+0.00030451i,-0.00014537+0.00034426i,-6.888e-05+0.00031768i,-0.00082239-0.00037009i,-0.00050511+0.00020947i,0.00064613+0.00026822i,0.00073868+0.00014707i,0.00037026+0.00011469i,1.264e-05+6.811e-05i,-0.00053566+0.00012768i,-0.00062005-0.00068757i,-0.00078329-0.00077078i,-0.00035279+0.00015616i,-0.00020815+0.00041411i,-0.00010708+0.00063223i,6.4845e-06+0.00081422i,-7.2341e-05+0.00048614i
-0.00086679-0.00032449i,0.00013609+0.00017328i,0.00036689-0.0010326i,-0.00065633-0.00056279i,-0.0016603+0.00066894i,-0.00092055+0.00041901i,-0.00036983+0.00020852i,-0.00022608-0.00033909i,-0.00046997-0.00027711i,-0.0011202+0.00017249i,-0.00070134+0.0001709i,0.00015067+0.000452i,0.00043241+0.00057673i,0.00089373+0.00065531i,0.00089677+0.00067671i,-0.00010861+0.00010947i,-0.00061618-0.00099542i,-0.0005681-0.00061104i,-0.00041233+0.00034208i,-0.00016474+0.00020843i,7.7847e-05+0.00038089i,-0.00031647+0.00057495i,-0.00069732+0.00013638i
-0.00081692-0.00012944i,-0.00055159-0.00094533i,-0.00073826-0.00044599i,-0.00073548+0.00031013i,-0.00060582+0.00076355i,-0.00026426+0.001219i,-0.00015956+0.0013353i,-0.00057703+0.00079506i,-0.0010468-0.00063339i,-0.00089142-0.0013543i,-0.00076655+0.00011373i,-0.00049807+0.00098291i,-5.9485e-05+0.00047836i,0.00037212+8.5244e-05i,0.00067634-0.00051852i,0.0003673-0.00074804i,2.6785e-05-0.00067124i,-0.00022167-0.00041697i,-0.00020781+0.00027746i,-0.00023473+0.00023104i,-0.0010081-0.00027766i,-0.0015238+0.00019741i,-0.00031985+0.00085391i
-0.00018954-0.0014427i,-0.00033432-0.00076584i,-0.00068377-0.00048991i,-0.0012817-0.0013873i,-0.0012095-0.00052395i,-0.00062671+0.00082369i,5.9604e-05+0.00055494i,6.8957e-05+0.00025223i,-0.00058849-0.00052025i,-0.00048601-0.00086223i,0.00029607-0.0001684i,3.7304e-05+0.00043587i,-0.00014159+0.00057009i,5.0816e-05+0.00091455i,0.00030359+0.0010898i,0.00020587+0.00010867i,-0.00011941-0.00069713i,0.00038146-0.0008953i,0.00098553-0.00036437i,0.0012068+0.00022961i,0.00092264+0.00043784i,0.00024274+0.00013469i,-0.00053538-0.00037545i
0.0013427-0.0011597i,0.00095417-0.00083301i,0.00058447-0.001908i,0.00015863-0.0026233i,-7.4476e-05-0.0012286i,-0.00011198+0.0010204i,0.0002559+0.00098046i,1.0925e-05+0.00016367i,-0.0008452-5.805e-05i,-0.00036099-0.00024416i,-0.00013431-0.0002497i,-0.000811+0.00024626i,-0.0012418+0.0010536i,-0.001263+0.0019565i,-0.00086368+0.0012994i,-0.00024031+0.00050531i,0.00057061+0.0004535i,0.00052614+5.3048e-05i,0.00014688-0.0003895i,0.0005905-0.00075635i,0.00089427-0.0005754i,0.00089114-0.00010137i,0.00057046+0.00015868i
0.00081398-0.0016168i,-0.00021305-0.0017456i,-0.0019998-0.0018198i,-0.0031545-0.00069804i,-0.0029668+0.00061244i,-0.0013563+0.0005631i,0.00037742+1.4886e-05i,0.00020959-0.00071236i,-0.00073964-0.0010731i,-0.0011721-0.00014528i,-4.8718e-05-0.00023299i,0.0011633-0.00053852i,0.00017167-4.3413e-05i,-0.00039913+0.00028781i,0.00055557-0.00034535i,0.00063047-0.0011338i,0.00024948-0.0013224i,0.00045219-0.00076925i,0.00045355-8.6547e-06i,5.4061e-05+0.00041142i,-0.00010402+5.0069e-05i,-0.00017183-7.0345e-06i,-0.00039328+0.00064912i
9.9159e-06-0.00060916i,0.00037956-1.5119e-05i,0.00067067-0.00048137i,-0.00033814-0.0013493i,-0.00099765-0.0012268i,-0.0007399+0.00073486i,-0.0005879+0.0014382i,-0.0002348+0.00057759i,0.00035781-0.00022408i,0.00038155+0.00011568i,-0.00024799+0.00036458i,-0.00096708+0.00032917i,-0.0011548+0.00046881i,-0.0003111+0.00017966i,0.00012107-0.00055168i,0.00033461-0.00082591i,3.5847e-05-0.00049718i,-0.00068423-0.00063844i,-0.0005571-0.0002806i,-5.8566e-05+0.00021539i,-0.00024412+0.0003994i,9.4821e-05+0.00073596i,0.00061494+0.00068816i
-0.0017661+0.00056696i,-0.0012489+0.0011993i,-0.00079625+0.00089584i,-0.00091808+0.00044066i,-0.00030027+0.00052273i,0.00091419+0.00050181i,0.0015392+0.00068279i,0.00048002+0.00045889i,-0.0003146+0.00036674i,0.00042247+0.00079456i,0.00044125+0.00043834i,0.00014129-0.00037133i,0.00049839-0.00040682i,0.00045566-0.00043618i,0.00049801-8.2745e-05i,0.00039998-0.00010968i,0.00014043-8.7277e-05i,0.0001061-0.00054421i,0.00041485-0.0011878i,0.00074843-0.00021331i,0.00045241+0.00068165i,-0.00055569+0.00062455i,-0.00077494+0.00076043i
-0.0010007-0.00028789i,-0.00081526-0.00082708i,-0.00046413-0.0004462i,-0.00056-0.00071486i,-0.00056873-0.00089948i,0.00019472-0.00033512i,0.00081786-0.00055543i,-7.7074e-05-0.00031908i,-0.00056338+0.00043942i,-0.00072132+0.00078456i,-0.0011103+0.00062312i,-0.00065788+0.0006942i,0.00052608+0.00062778i,0.0010202-0.00033895i,0.00087651-0.00054729i,0.00072412-0.00013731i,0.0001098-0.00071571i,3.3068e-05-0.0010118i,-0.00024933-0.00019494i,-0.00064775-0.00016312i,-0.00021965-0.00052719i,-0.00019371-0.00075801i,-0.00040795-0.0012514i
0.0002917+0.00053795i,-0.00017131+0.00079508i,-0.00083784+0.00033613i,-0.0013106-0.00019329i,-0.00133+0.00049822i,-0.00041261+0.00033844i,0.00013601+0.00014352i,-0.00031014+0.00029655i,-0.00091652+0.00028012i,-0.00063295+0.00087202i,-0.00059611+0.00083691i,-0.00063797+0.00035158i,-0.00043304+0.00054258i,-0.00036602+0.00015876i,2.2782e-05-0.00033542i,5.158e-05+0.00036564i,-0.0005189+0.00048248i,-0.0010065+0.00021827i,-0.00062902+0.0004044i,-0.00019891+0.00025128i,-0.00062958+7.0324e-05i,-0.00073954-0.00020088i,-0.00047098-0.00011047i
0.00017384-0.00041054i,0.00072987-0.00011092i,0.00081159-0.00048404i,0.00040821+0.00032885i,0.00014021+0.0011953i,0.0011371+0.00049553i,0.00089653-0.00020701i,-1.2133e-05+0.0004545i,-0.00063521+0.0009098i,-0.0011529+0.00054478i,-0.0006265+0.0008665i,-0.00014731+0.00095604i,-0.00015852+0.00028836i,-0.00018467+1.7177e-05i,0.00040134+0.0004185i,0.00054609+0.00018414i,0.00011275-0.0007752i,-0.00061931-0.00081067i,-0.00026676-0.00042891i,0.00029625-0.00040997i,0.00018361+6.2622e-06i,-0.00028282+0.00015558i,-0.00063229+0.00015609i
-0.0019374-0.00087522i,-0.00238-0.00075646i,-0.0034094-0.00028685i,-0.0034953+0.00037478i,-0.0028741+0.0013523i,-0.0013047+0.0014259i,0.0001961+0.00039232i,0.00026255-0.00010811i,-0.00049081-0.00017314i,-0.00094403-0.0002171i,-0.00041102+1.2466e-05i,0.00041939+0.00051466i,0.00040148+0.0005213i,-0.00060528-0.00015932i,-0.00060076-0.00078048i,-0.00020231-0.0011619i,-0.00025889-0.001048i,-3.2077e-05-0.0003643i,-9.603e-05-0.00018852i,-0.00041188-0.00045991i,-0.00017046+0.00021743i,-0.0002145+0.0010724i,0.00017857+0.00074621i
-0.00037807-0.00098613i,-0.00036713-0.0011381i,-0.0004944-0.0014623i,-0.0013239-0.00060319i,-0.00073835-0.00038012i,-0.00056697-6.1965e-05i,-0.0008123+3.3399e-05i,-0.00060726-0.00010538i,-0.00061161+0.00017469i,-6.737e-05+0.0002657i,0.00041871+0.00024499i,3.4824e-05+6.5733e-05i,-0.00017516-0.00031762i,-0.00020488+0.00018664i,-0.00052485+0.00039875i,-0.00070728+0.00024476i,-0.00094172+0.00015614i,-0.0013327-3.3199e-06i,-0.00094945+0.00010478i,-1.0631e-05+0.00023668i,0.00014013-0.00033074i,6.1755e-05-0.00087675i,0.00034758-0.00059187i
-0.00041438-0.0013336i,-0.00015619-0.002409i,-0.00055655-0.0036944i,-0.0015377-0.0034433i,-0.0029079-0.00086645i,-0.0026362+0.0011323i,-0.00061428+0.0009564i,0.00038282+0.00021549i,-0.00021207-0.00014507i,-0.00054821+9.3849e-05i,-0.00012792+0.00040086i,-0.00023225+0.00036346i,-0.000301+0.00027836i,3.6393e-06+0.00018469i,-5.6234e-05-0.00022707i,-0.00063864-0.00051616i,-0.0012126-0.00090421i,-0.0011652-0.001138i,-0.00101-0.00084419i,-0.00085777-0.00055212i,-0.0008046-0.00043161i,-0.00067288-0.00067586i,-4.4666e-05-0.0004305i
-0.00023384-0.0011657i,-0.0011728-0.0013031i,-0.0016673-0.0015047i,-0.0020997-0.0011231i,-0.0011647-9.4906e-05i,-6.2903e-05+0.00034694i,0.00028483-9.7423e-05i,0.0001039+0.00032232i,-0.00034024+0.00030448i,-0.00045423+0.00023905i,-0.00039162+0.0005656i,-0.00049071+0.00082703i,-0.00011093+0.00081509i,-4.4038e-05+0.0011202i,-0.00062364+0.00079181i,-1.0834e-05-0.00012678i,0.000756-0.00087938i,0.0011949-0.0005426i,0.00076251+0.00014456i,-0.00010704-0.00036202i,-2.0637e-07-0.0006095i,6.462e-06-0.00040899i,-0.00026324-0.00043942i
0.0002999-0.00043624i,0.00012739-0.0016814i,0.00019832-0.0026571i,-0.0022348-0.0023941i,-0.0038723-0.0013417i,-0.0030641-0.00075887i,-0.0013804-0.00097138i,-0.00047094-0.00080659i,0.00013583-0.00059375i,0.0008469-0.00054459i,0.00023371-0.00081964i,0.00010266+6.461e-05i,0.00021921+0.0017078i,0.0001487+0.0012821i,3.9392e-06+0.00027156i,2.182e-05-0.00053962i,0.00050976-0.00050397i,0.00093372-8.431e-05i,0.00058546-0.00027003i,-0.00016994+0.00025837i,-8.0361e-05+0.00050048i,0.00025896+0.00029796i,7.049e-05+0.00054552i
0.0013357-0.0010591i,0.0015455-0.0015744i,0.00051122-0.0016731i,0.00086785-0.00099985i,0.001206-0.0005388i,0.00091981-0.00037922i,0.00056447-7.939e-05i,1.3936e-05+0.0011505i,-0.00032585+0.0015026i,-0.00051483+0.001142i,-0.00045933+0.00068282i,-8.9205e-06-0.00014752i,0.00019731-0.00016017i,-0.00022492+0.00047683i,-0.00054845+0.00015627i,-0.00021074-0.00020134i,0.0002287-0.0001286i,0.00048161-0.00026264i,0.00083153-0.00068553i,0.00031289-0.0006848i,-0.00039246-0.00014834i,0.00024326-0.00014317i,0.00035457+0.00036092i
-0.0023467+0.002934i,-0.00095694+0.0023079i,0.00053168+0.0025072i,0.00041653+0.0011022i,0.00039144-0.00030138i,0.00069827+4.5074e-05i,0.00034535+0.00035025i,0.00039072+0.00019832i,0.00065514+0.00016532i,0.00040495+0.00022659i,-0.00016675+0.00028408i,0.00026477+1.3576e-05i,0.0004534-0.00053331i,0.00045239-0.00045791i,0.00044351-0.00012671i,-4.0763e-05-0.00015771i,-7.0728e-05-4.5335e-05i,0.00011354+0.00043539i,-0.00021476+0.00056992i,-0.00021782-0.00024275i,-7.695e-05-0.00033838i,0.00028409+0.00033726i,0.00012485+0.00021208i
0.0014445+0.00039883i,0.00073304+0.00043686i,0.0012792-0.00045131i,0.0012806-0.00076679i,-0.00027404-0.00021475i,-0.00027351+3.0791e-05i,-0.00020163+0.00029305i,-0.0013244-0.0001567i,-0.0010328+0.00013473i,-6.7301e-06+0.00097135i,0.00024468+0.00034354i,-6.4696e-05+0.00031433i,-0.0001754+0.00065123i,0.00016035-2.1036e-07i,7.6568e-05-0.00013582i,-0.00022929-0.00040039i,-0.00036476-0.0012967i,-0.00028919-0.0010828i,0.00027783+1.7962e-05i,0.00016155+0.00036774i,-0.00043368+0.00042765i,-0.00042598+0.00043161i,-0.00040637+0.00076319i
-0.0016492+0.0014543i,-0.0018777+0.00095433i,-0.0018241+0.00074353i,-0.0018081+0.00072598i,-0.0018981+0.00076264i,-0.00092615+0.00089465i,-2.2668e-05+0.00085672i,-1.2111e-05+0.00026736i,-0.00024263+0.00060808i,-2.5832e-05+0.00079189i,0.00087719-0.00045837i,0.00099043-0.00087719i,-1.7488e-05+0.00024773i,-0.00050893+0.00086438i,-0.00055726+0.00023512i,-0.00042958-0.00049094i,-0.00032633-0.0012644i,-0.00011323-0.00082618i,6.3887e-05+0.0003255i,0.0010236-0.0001031i,0.0010367+0.00012863i,-0.00022095+0.00074627i,-0.00015692+0.0011624i
-0.0018948+0.0025227i,0.00013642+0.001718i,0.00098875+0.0014518i,0.0016026+0.0012642i,0.0025858+0.0021632i,0.0019175+0.0010647i,0.00057083-0.00084027i,0.0001227-0.00055551i,-0.00059983+0.0002454i,-0.0013263+0.000906i,-0.00050012+0.00067895i,0.00072568+1.6231e-05i,0.00064618+0.00045988i,-6.6047e-05+0.00076482i,0.00035598+0.00065266i,0.00026634+0.00038284i,-0.00084619+5.0932e-05i,-0.0010184-0.00035852i,0.00012697-0.00026874i,0.00056118+0.00017488i,0.00074051+0.00013436i,0.00012698-4.2195e-05i,-0.00066403+0.00022024i
0.0016979-0.00126i,0.0014428-0.0015252i,0.0012089-0.0021234i,0.00013677-0.0024707i,-0.00095543-0.0020949i,-0.00096678-0.00031941i,-0.00092559+0.0014247i,-0.0010676+0.0012222i,-0.0009569+0.00029311i,-0.00010598-7.7487e-05i,0.00037716+0.00031011i,-0.00020874+0.0003984i,-0.00044721+2.4591e-05i,-0.00010316-0.00025749i,-0.00015807+1.5756e-05i,-0.00033481-0.00054058i,0.00054611-0.00062547i,0.0011691+0.00025219i,0.00019863-0.00010134i,0.00012904-0.00068927i,0.00026014-0.00014656i,-0.00037208+0.00039949i,-0.00022634+0.0006747i
0.0021736-0.00054313i,0.0011171-0.0010708i,-0.00040295-0.002012i,-0.00073203-0.0017496i,-1.9646e-05-0.001353i,-0.00028063-0.0014301i,-0.00028338-0.0018254i,-8.8374e-05-0.0014118i,-0.00051693-0.00051276i,-0.0011933-8.2128e-05i,-0.0013668+0.00014788i,-0.00038629+0.00070609i,0.00010106+0.00031091i,-0.00024533-0.00071908i,-0.00072808-0.0005506i,-0.00048031+0.00011526i,-0.00022483+7.428e-05i,-5.718e-05-0.00041826i,0.00025354-0.00056485i,0.0001196-0.00019644i,-0.00023501+1.0474e-05i,-0.00032568-0.00040382i,-0.00014911-0.00047793i
0.0016456-0.0037503i,0.0017899-0.0029699i,0.0011547-0.0040336i,-0.0013775-0.0039842i,-0.0029523-0.0021571i,-0.0019424-0.00076146i,-0.00047728-1.5291e-05i,-0.0003853+0.00012052i,-0.00048833+0.00010998i,-0.00029195-8.053e-05i,-0.00089334-0.00033679i,-0.00091195-0.00052517i,-0.00037429-0.00036661i,-0.00042334+0.00010659i,-0.00022478+0.00048106i,-0.00047398+0.00064825i,-0.00070098+0.00067144i,-0.00059365+0.00052513i,-0.00019077+0.00052738i,0.00026945+0.0010955i,-2.6834e-06+0.00049772i,1.4474e-05+9.8769e-05i,-0.00042578+0.0005213i
-0.00012762+4.083e-05i,8.8212e-05-0.0003501i,-0.0010201+0.00045397i,-0.00046459+0.0004898i,0.00098369+0.00079526i,0.001931+0.0004949i,0.0018621-9.825e-05i,0.00038367+5.7359e-05i,-0.00029861+0.00025364i,-0.00011726+0.00070546i,0.00054886+0.00051331i,0.00088441+0.00036329i,-0.00016041+8.3919e-05i,0.00016672-0.00068196i,0.0010995-0.00043081i,0.00055661-0.00038261i,0.00043322-0.00033467i,3.7828e-05-0.00038903i,-0.0003035-0.00056606i,0.00036312+0.00027027i,-0.00021288+0.00026502i,-0.00060405-0.00058711i,-0.00068717-0.00014008i
0.0014582+0.0003173i,0.00077419-0.00083187i,0.00073144-0.001397i,0.0002615-0.002053i,-0.00034203-0.0023065i,-0.00035266-0.0012937i,-4.8958e-05-0.00089122i,-0.00043802-0.00096182i,-0.0006791-0.00054517i,-5.0516e-05-0.00048041i,0.00057479-0.00041489i,0.00026205-5.0109e-05i,-0.00031541+0.00023069i,1.4933e-05-8.1824e-05i,0.00041511-0.00037909i,0.00074246-0.0004282i,0.00038293-0.00033755i,-0.00096866+0.00022423i,-0.0013662+0.00079405i,-0.0010036+0.0007706i,-0.00019164+0.00065364i,0.00040491+0.00054393i,0.00075746+0.00076316i
-0.0010467+0.00097646i,-0.00055466+0.00085661i,-7.9594e-05+0.0014337i,-0.00090496+0.0010644i,-0.00070678+0.00060461i,0.00026699-3.9275e-05i,0.00045981-0.00079421i,0.00043523-0.0010894i,0.00052299-0.0009261i,0.00057853+0.00024978i,0.00044288+0.0012471i,-0.000175+0.0011164i,-0.0005229+0.00049116i,-0.00023931-0.00076663i,0.00037905-0.0013803i,0.00074293-0.0007078i,0.0005536-0.00031568i,-0.0001768-0.00050395i,-0.00015648-0.00071298i,0.00017958-0.00034334i,0.00024275+4.4619e-05i,0.00042646+0.00027321i,0.00067229+0.00070181i
-0.0025635-0.0011864i,-0.0026131-0.00053363i,-0.0027105-0.00067342i,-0.002025-0.00057737i,-0.00085295+0.00064278i,-0.00027393+0.00064428i,-1.1441e-06-0.00011055i,-0.00019437-0.00084832i,-0.0007876-0.00043711i,-0.0013676+0.00064824i,-0.00074697+0.0013341i,5.1111e-05+0.0012242i,2.8154e-05+0.000883i,0.00018384+0.00085296i,-0.00020757+0.00084548i,-0.00056021+0.00043995i,0.00010686+0.00018341i,0.00075078-6.524e-05i,8.9629e-05-0.00048912i,-0.00095062-0.00010523i,-0.00017689+0.00065816i,1.8118e-05+0.00086437i,-0.00030051+0.00064043i
0.0012869-0.00062631i,0.0006673-0.0010353i,-0.00052789-0.0013205i,-0.0018828-0.00070855i,-0.0025754-5.3278e-05i,-0.0016283+0.00082306i,0.00010011+0.00062681i,0.00049408+0.00013122i,-0.00050099-0.00049796i,-0.00070336-0.000635i,0.00012666-0.00043862i,-5.0323e-05-0.00029713i,-0.00040144+3.3846e-05i,-0.00030019+0.00023576i,-0.00014131+9.3704e-05i,-0.00021176-2.2609e-05i,-0.00078332-0.00015678i,-0.00035152-0.00040402i,0.00016708+0.00010964i,-0.00029272-0.00020756i,-0.00020296-0.00067718i,-0.00015953-0.00022256i,-0.00060823+0.00024276i
-0.0015073+0.00014192i,3.016e-06+0.00090426i,-0.00081849+0.0010527i,-0.0007267-0.00011961i,-8.23e-05-0.00025842i,0.00041928+0.00087629i,4.5018e-05+0.0013542i,-0.0012352+0.0002552i,-0.001635-0.00048622i,-0.0010921-1.3208e-05i,-0.00028456+0.00062076i,0.00080462+0.00084163i,0.0010616+0.0009727i,0.0012744+0.0011605i,0.001201+0.00054354i,0.00063217-0.00027686i,0.00010493-0.00051028i,-0.0008291-0.00020221i,-0.00094026+0.00046164i,-0.00017066+0.00042649i,-0.00028144+0.00080151i,-0.000494+0.0007851i,-0.00043151-0.0002711i
0.00023369-0.0017057i,0.00058168-0.0017703i,0.0010075-0.0020257i,0.00039408-0.0019716i,-0.00063432+0.0004224i,-0.001082+0.0013236i,-0.0010433-0.00013214i,-0.00050075-0.00074094i,-0.00022312-0.00080707i,-0.00021895-0.00071924i,-0.00057368-0.00036448i,-0.00061136+0.00013288i,-8.6472e-05+0.00036086i,8.257e-05-0.00017894i,0.00024508-0.0010122i,0.0004585-0.0012057i,5.9813e-05-0.00052723i,0.00011923-0.00053487i,0.00048625-0.0009248i,0.00087398-0.00035514i,0.00032375-0.00026729i,-0.00046148-0.00025576i,-0.00023703-1.676e-05i
0.0010815-0.0004751i,0.0016326-0.0012628i,0.0019566-0.0021952i,0.0012717-0.001778i,-0.0001554-0.0011668i,-0.00063554-0.00087478i,-3.7031e-05-0.00062971i,0.00075671-0.00054885i,4.155e-05+4.069e-05i,-0.00081931+0.00030265i,-0.00069946+2.2379e-06i,-0.00026352-0.00043712i,-4.5212e-05-0.00033069i,0.00052119-8.9087e-05i,0.0005591+0.00014948i,0.00023726-5.5541e-05i,-0.00010369-0.00063353i,-0.00055617-0.00047277i,-0.00029835-0.00028776i,0.00029205-0.00042755i,-0.00032765-0.00054929i,-0.00053676-0.00034971i,-0.00040635+6.9582e-05i
0.0017612-0.0011966i,0.0017963-0.0014987i,0.0013284-0.0018918i,0.00074415-0.0016443i,-0.00019375-0.0004644i,-0.00093468+0.00068011i,-0.00058325+0.00062511i,0.00053682+0.00031475i,0.00066746+0.00070142i,0.00050823-0.0001234i,2.4086e-05-0.00051846i,-0.00070664+0.00030723i,-0.00056255+0.00044698i,-0.0006475-9.719e-05i,-8.341e-05-0.00037898i,0.00041759-4.6776e-05i,0.00044137+0.00016936i,0.00049555-0.00045822i,0.00042307-0.00044846i,9.8473e-05+1.9678e-05i,-0.00042192-0.00035254i,-0.00031778-0.00047776i,-0.00019983-0.00024028i
0.00035275+0.00077984i,0.00099077-7.4956e-05i,0.0010478+0.000318i,0.00028627+0.00023144i,-9.8712e-05+0.00012246i,-0.00015063+0.00071041i,-0.00034591+0.00088838i,-0.00043613+0.0004504i,-0.00022966+0.00013859i,9.8899e-05+0.00031061i,-0.00013741+0.00058566i,-2.9167e-05+0.00084464i,0.00013566+0.00076928i,-0.00061746+0.00034072i,-0.00091803-0.00032254i,-0.00018308-0.00076307i,7.4964e-06-0.00091083i,0.00048627-0.00080279i,0.00074049+0.00022541i,0.00036741+0.0011199i,-0.00027029+0.00095393i,-0.00042621+0.00012283i,-9.1572e-05-8.4139e-05i
0.0037457+0.0014251i,0.0036224-0.00034334i,0.0032294-0.0012688i,0.0013983-0.0016464i,-0.00046022-0.00093191i,-0.00073385-0.00051208i,-0.0006906+0.00028785i,-0.00081337+0.00036243i,-0.00033246+0.00028942i,-0.00021192+0.00071154i,-0.00054818+0.00044025i,-8.6169e-05-0.00016087i,0.00049147+7.5236e-05i,0.00014543+0.00074181i,-0.00043815+0.00038064i,3.993e-05-0.00088396i,0.00079861-0.0014968i,0.00038745-0.00078266i,1.9361e-05-0.00010364i,0.00017716+0.00041353i,4.1707e-05+0.001134i,-0.00041837+0.001251i,-0.0011445+0.00063428i
