-0.0020949-0.0012244i,-8.0065e-05-0.000701i,-0.00054083+2.6007e-05i,-0.00098114+0.00032781i,-8.4085e-05+0.00050559i,0.0010177+0.00017057i,0.0014264-0.00019436i,0.00089468+0.00020551i,0.00065806+0.00075735i,0.00098494+0.00020171i,0.00060303+0.00042604i,-1.351e-05+0.00075765i,-0.00050506+0.00072914i,-0.00068667+0.00061675i,-0.00044779-2.8629e-05i,0.00022247-0.00084456i,0.00052812-0.0010532i,-0.00021066-4.9546e-05i,-0.00024359+0.00058394i,0.00024207+0.00045453i,0.0003596+0.00051279i,-6.4878e-05+0.00055804i,-0.00031456+0.00018777i
-0.0006625-0.00012395i,-0.00012594+0.00033358i,0.0005039+0.00071627i,0.0010419+0.0014064i,0.00091182+0.00097759i,2.3354e-05-0.00025739i,-0.00047456-0.00079192i,0.00058281-0.00027246i,0.00064368-0.0001314i,-9.5739e-05-0.00042667i,-2.2271e-05-0.00035131i,0.00056087-2.7313e-05i,0.00064824+0.00022098i,0.00079838+0.00038025i,0.0009759+3.3563e-05i,0.00065573-0.00054186i,0.00044471-9.2144e-05i,0.00082732+0.00050921i,0.0009489+0.00048762i,0.0005179+0.00031813i,-3.017e-05-7.3946e-05i,-0.00021173-1.4902e-05i,-9.667e-05-1.3235e-05i
0.00054383-0.0010187i,0.00083105-0.00060177i,0.0003758+0.00024462i,3.0518e-05+0.00016123i,-0.00026854-0.00089887i,-0.00014668-0.0010266i,-0.00019733-0.00035025i,-0.00015791+0.00021643i,-0.00032309-0.00029646i,-0.0012272-0.00059112i,-0.00094465+0.00018663i,0.00030478+0.00078865i,0.001055+0.00049819i,0.00071429+7.9375e-05i,0.00082283-0.00051419i,0.0010757-0.0010041i,0.00059369-0.0015835i,-0.00020383-0.0010057i,-0.00072547-0.00038003i,-0.0003959+0.0002008i,-0.0010087+0.00014271i,-0.0013363-0.00036603i,-0.00041574+3.988e-05i
0.00044161+0.00080607i,-0.00025837+0.00052958i,0.00074286+0.0006279i,0.001572+0.00069758i,0.0011108-0.0001593i,-0.00034108-0.0008152i,-0.00062561-0.0005317i,-0.00023811-0.00044137i,0.00025045-0.00048823i,0.00024736-0.00036559i,-0.00054528+9.8763e-06i,-0.0010197-0.00031904i,-0.00014097-0.00058452i,0.00074691+0.00029378i,0.00031273+0.00028867i,0.00062747-0.00057451i,0.0010731-0.00010972i,0.00094807-0.00021113i,0.0010024-0.0003851i,0.0006888+0.00032356i,0.00018476+0.00050737i,0.00066227+0.00021622i,5.9744e-05-0.00032193i
0.001+0.0006846i,0.0010148+0.0013397i,0.0013041+0.00034501i,0.0018382-0.00047679i,0.0020027-0.0004744i,0.00054909-0.0009818i,-0.0010699-0.0013094i,-0.0008458-0.00089005i,7.5567e-05-0.00023248i,0.000289-0.00041929i,-4.6298e-05-0.00033999i,-0.00042748-4.1608e-05i,-0.0011474+4.7898e-06i,-0.0011168-0.00015131i,-0.00041168-3.9842e-05i,-0.00010636-2.4261e-05i,-0.00010566-0.00057274i,0.00048951-0.00063151i,0.00070919-0.00035911i,-4.5637e-05-0.00019793i,5.5967e-05-8.035e-05i,0.00062518-0.00013454i,0.00034215-0.0001852i
-0.0011676+0.00049494i,-0.0016262+0.00096468i,-0.00068578+0.000661i,0.00024085+0.0012247i,0.00035269+0.0012343i,0.00027736+0.00055088i,0.0002231+0.00063539i,1.6835e-05+0.00022344i,0.00030291-7.9018e-05i,0.00099919+0.0011573i,0.00042885+0.0016499i,4.8298e-05+0.00091688i,0.00024751+0.0003253i,0.00060979+0.00053016i,0.000549+0.00055732i,0.00055385+0.00030978i,0.00012235+9.1465e-05i,-4.4415e-05-0.00078924i,0.00021185-0.00027342i,0.00032753+7.628e-05i,9.1434e-05-0.00023221i,0.0001611-0.00035783i,0.00056719-0.00027838i
-0.0005841-0.00015862i,-0.0010834+0.0010169i,-0.00097178+0.001479i,0.00057931+0.00021124i,0.0010229-0.00097904i,0.00018092-0.0017123i,-0.00032949-0.0012319i,-3.5333e-05-0.00010273i,0.00025912-0.00038496i,0.00036923-0.00066127i,0.00010378-0.0001303i,-0.00028975+0.00037744i,8.1023e-05+0.00079738i,0.00052894+0.00070196i,0.00033957+0.0002854i,3.7181e-05-0.00033319i,-0.00011212-0.0011261i,0.00030048-0.0011088i,0.00075432-0.00084923i,0.00047449-0.00084312i,0.00037742-0.0001453i,0.00014488+6.6579e-05i,-0.00014754+5.2854e-05i
-0.001332+0.00024849i,-0.0010222+0.00019029i,0.00010524+0.00063371i,0.00076428+0.00051285i,0.00085888-0.00013713i,0.00026526-0.00037809i,-0.00020668-0.0001128i,-8.7496e-05+0.00017999i,0.00075787+0.00019806i,0.00026938+0.0001657i,-7.8188e-05+0.00061065i,4.3293e-05+0.0008754i,-0.0001823+0.00041078i,7.1731e-05+0.00022305i,3.7535e-06+0.00030492i,-0.00059509+0.00023194i,-0.00014415+2.1822e-05i,0.0002533-0.00021105i,0.0001468-0.00045636i,5.5857e-05-0.0005195i,-0.00033468-0.00033135i,-0.00068986-0.0010777i,-0.00091066-0.00096084i
-0.0019838+0.0019514i,-0.00092742+0.0026487i,0.0012616+0.0028565i,0.0024075+0.0017372i,0.0022532+0.00049205i,0.0014143-0.0010595i,0.00064675-0.0015162i,0.00044851-0.001051i,0.00043648-0.00024271i,-5.4989e-05+0.00018214i,-0.00018711+0.00049926i,-0.00019136+0.00077246i,0.00022082+0.00072422i,6.2974e-05+7.9413e-05i,-0.00047929-0.00039145i,-0.00025586+0.00027852i,-0.00052999+0.00071083i,-0.0012644+0.00053612i,-0.0003226+0.00033079i,0.00082735+0.00027112i,0.00077782+0.00078699i,0.00032172+0.00069468i,0.000561-0.00081008i
0.0012264-0.0010196i,0.0010728-0.001569i,0.0013736-0.0013973i,0.0015865-0.00093885i,0.0012927-0.00066415i,0.00065143-0.00053703i,0.00036491-0.00087381i,0.0014977-0.00087719i,0.0013773-0.00029898i,-0.00077867-0.00028605i,-0.00079299+0.00017268i,0.00028625+8.8083e-05i,8.1418e-05-0.00032804i,0.00044728-0.00018035i,0.00096648+0.00040195i,0.00040087+0.00044663i,-2.4723e-05-0.00020924i,-0.00041442+2.1714e-05i,-9.3492e-05-0.00056648i,0.00050401-0.00085955i,0.00076481-0.00062488i,0.0011423-0.00071293i,0.00084074-0.00070732i
-0.00064975+0.0017258i,-0.00086574+0.0021073i,0.00065182+0.0014886i,0.0018194+0.00079985i,0.0016412-7.948e-05i,0.00094545-0.0011433i,0.00023306-0.001625i,-0.00018745-0.001145i,0.0002955-0.0014392i,0.00019686-0.0017969i,0.00050677-0.0013639i,0.001247-0.00017593i,0.0010906-2.4446e-05i,0.00027952-0.0004541i,-0.00067509-0.00014708i,-0.00050973-0.00023292i,0.00049201-0.00032249i,0.00045112+0.00024464i,-0.0003155+0.00039124i,6.5727e-05+0.00020107i,0.00025621+0.00033197i,-0.00023975+0.00056141i,-0.00019998+0.0011496i
6.1293e-06-0.00045768i,0.00069235-1.1684e-05i,0.0010632-0.00022978i,0.00080516-0.00092429i,0.00090562-0.00066862i,1.6511e-05-0.00081235i,-0.00068347-0.0013249i,8.2308e-05-0.00094468i,0.0011873+1.8459e-06i,0.00059409+0.0011159i,-0.00018968+0.00083301i,-0.0002126-0.00044981i,0.00026991-0.00092472i,0.0011697-0.00060123i,0.00061913+0.00023219i,0.00043756+0.00027668i,0.00028043+0.00018767i,0.00076291+0.0002233i,0.0013729-0.00040075i,0.00074518-0.00041927i,5.0979e-05+0.00012011i,-0.00024141-0.00037629i,-0.00070391-0.0010156i
0.0011178-0.00011527i,0.0002157+0.0014631i,3.186e-05+0.002269i,0.0010632+0.0010995i,0.001906+0.00019467i,0.0013823-0.00031414i,0.00068723-0.00082752i,0.00098192-0.0010167i,0.0016779-0.0001662i,0.00057338+0.00084225i,-0.00025774+0.0009265i,-5.6543e-05+0.0007961i,-0.00064739+0.00053118i,-0.00012897+0.00020332i,0.0002715+0.00047545i,-0.000493+0.00085256i,-0.00061228+0.00058139i,-0.00076657-0.00011639i,-0.00047867-0.00037196i,0.00014327+0.00070576i,-2.8362e-05+0.0013343i,3.6998e-05+0.00088251i,6.1555e-05+0.00015587i
6.1231e-05+1.8208e-05i,-0.00059399-7.4211e-06i,-0.00046215+0.00042918i,0.00059216+0.00022111i,0.0016691-0.00041697i,0.0015672-0.00057501i,0.00048136-0.00050209i,-0.00017903-0.00030357i,0.00059967+3.1681e-05i,0.0012327+0.00056255i,0.00039728+0.00088129i,-8.5735e-05+0.00032937i,0.00076272-0.00012042i,0.0010347-0.00023255i,0.00070992-0.00022109i,-0.00026855+0.00025054i,-0.00065745+0.00070574i,0.0005482+3.2836e-05i,0.0013206-0.00028483i,0.00085431+0.00013881i,-0.00029483-0.00022817i,-0.00072982-0.00053327i,-0.00018496-0.00057056i
-0.0010536+0.00053533i,-0.0014574+0.00082218i,-0.00078557+0.0015737i,0.00041949+0.001625i,0.0017193+0.0010994i,0.0013915+0.00025005i,0.00043809+0.00019081i,-9.8607e-06+0.00074017i,-0.0002006+0.00096723i,0.00016435+0.00068866i,0.00016559+0.00072938i,-0.00056226+0.00089853i,-0.00054402+0.00088968i,-0.00022752+0.00098396i,-0.00024554+7.6376e-05i,-0.00044849-0.00055913i,-0.00014069-0.0003642i,0.00022183-0.00049455i,0.00066672-5.8482e-05i,0.0011442+6.6326e-05i,0.00082562-0.00037246i,0.0010534+0.00041491i,0.0012274+0.00078543i
-0.00032106-4.8518e-05i,-0.0010236+0.00044729i,-9.9717e-06+0.0004855i,0.0015925+1.153e-05i,0.0017364-0.0011606i,0.0011497-0.0017769i,0.00077229-0.0010232i,0.0009649-0.00049556i,0.00096772-0.00031185i,0.00042632-9.3085e-05i,-2.4824e-05-6.3131e-05i,-0.00028023-0.0006439i,-0.00038567-0.00026077i,-0.00016461+0.00066747i,0.0001082+0.00076803i,0.00020116+0.00035321i,0.00057708-0.00022363i,0.00089073-0.00025846i,0.00044005+2.5438e-06i,0.00024538+5.8963e-05i,0.00021643+0.00030672i,-7.551e-05+0.00052012i,-0.000115+0.00023066i
0.00055474+8.8718e-06i,-0.00026583+0.0010297i,-0.00036306+0.00060456i,-3.079e-05+9.0887e-05i,-0.000128+4.8134e-05i,-0.00039547-2.7369e-05i,-0.00050845+0.00021468i,0.00018344+0.00038732i,0.00063748+0.00015478i,-0.00053958-0.00013517i,-0.00072251-0.00012444i,-3.5536e-05-0.00020105i,0.00015792-3.5461e-05i,-0.0001505+0.00012874i,-0.00010927-7.5537e-05i,-2.3863e-05+0.00070254i,-0.00063161+0.00072387i,-0.00029609-5.3771e-05i,0.00028688-0.00035173i,9.1614e-05-0.00021135i,0.0002964+0.00024442i,0.00022597-0.00024817i,-0.00028926-0.0010092i
-0.0014059+0.00087194i,-0.00069396+0.0010735i,0.00040215+0.00070405i,0.0011204+0.00031302i,0.0019942-0.00087011i,0.0016155-0.001618i,-8.2495e-05-0.00049832i,-0.00058201+0.00047699i,7.4556e-05+0.00048307i,0.00022732+0.00063162i,-0.00064382+0.00080034i,-0.00093475+0.00062167i,-0.00029094+0.0004988i,-0.00019149-0.00024507i,-0.00054142-0.00063466i,-0.00055028-0.00058182i,-2.169e-05-0.00091414i,-0.0001125-0.0017512i,-0.00049727-0.0015282i,-0.0006027-5.5712e-05i,-0.0006261+0.00076995i,-0.00066628-6.6716e-05i,-3.8876e-05-0.00059664i
-0.0017031+0.00072702i,-0.0014179+0.0010761i,0.00010852+0.00058097i,0.0011515+0.00066074i,0.0011341-1.5636e-05i,0.00097161-0.00079676i,6.906e-05+8.4017e-05i,-0.00076008+0.0002585i,-0.00039955-0.00062439i,0.00012443-0.00050584i,0.0002599+0.00054451i,0.00079089+0.00071992i,0.00021698+0.00052286i,-0.00012192+3.2841e-05i,0.00035915-0.00061055i,0.00022514-0.00020163i,0.00062533-0.00023459i,0.00087525-0.0010439i,0.00049975-0.00064663i,0.00023077+0.00012356i,0.00011897-6.5195e-05i,-0.00048438-0.00032586i,-0.0009343-5.3327e-05i
-0.0018389+0.0015471i,-0.0017084+0.0013327i,-0.00037097+0.00091184i,0.00079323-0.00043115i,0.0014156-0.0011241i,0.00037753-0.0010178i,-0.00015859-0.00089719i,0.00039005+6.9847e-05i,0.00027335+0.00029062i,-5.3335e-05-0.00010036i,-0.0001585+0.00010021i,0.00028989-0.00015687i,0.0010513+0.00012033i,0.0011105+0.00070326i,0.00037415+0.00028201i,0.00072504-1.8053e-05i,0.00060763+2.6906e-05i,0.00031409-0.0003025i,0.0007886+9.2062e-05i,0.00023017-6.9614e-05i,-0.00013545-0.0010617i,7.6529e-05-0.0012766i,0.00025479-0.00045719i
0.0010182+0.00011825i,0.00039008+0.00099642i,0.00041252+0.00041159i,0.0017818-0.00010811i,0.0019184-0.00037063i,0.00080702-0.00035277i,-0.00016328+2.6157e-05i,-0.000641+3.0175e-05i,7.0766e-05+4.4498e-05i,0.00013204-0.0001844i,-1.3949e-05-0.0004231i,0.0004473-0.00019696i,0.00052248+4.1912e-05i,0.00017322+0.00014512i,-4.0176e-05+2.2772e-05i,0.00027901-0.00028043i,0.0001692-0.0008973i,-0.00059978-0.0012861i,-0.00027211-0.00111i,0.00030606-0.00090199i,-0.00030264-0.0010792i,-0.00060179-0.00065575i,1.0966e-05+0.00034441i
-0.00064202+0.0014022i,-0.00078985+0.00082663i,0.00032068+0.00069489i,0.0020742+0.00057888i,0.0018509-0.0002847i,0.00064635-0.0009658i,0.00050858-0.00063877i,0.00089757-0.00021171i,0.00087144+7.8443e-05i,0.00072686+9.9324e-05i,0.00035352-0.00039248i,-9.8272e-05-0.00013845i,-0.00020213-5.9086e-05i,-0.00047886+0.00026141i,-0.00083814+0.00065531i,-0.00027624+0.00012584i,2.1288e-05-0.00048471i,0.00020349-8.5192e-05i,0.00013883+0.00032064i,-0.00014161+0.00020291i,-0.000201-0.00028988i,-2.6934e-05-0.00033019i,0.00012605-0.00025275i
-0.0021281+0.00057092i,-0.0025172+0.00025777i,-0.00099332+0.00084265i,0.00097313+0.00048017i,0.0012417-0.00048333i,0.0008575-0.0013661i,-8.8807e-05-0.00093127i,-0.0013459-0.00051437i,-0.001089-0.00019138i,-0.00020392+0.00057801i,-0.0004501+0.00084227i,-0.00052274+0.00030709i,0.00011253+0.00030418i,0.00016482+0.00077573i,-0.00028506+0.00055436i,-0.0002311+0.00010317i,-0.00043995+0.00018914i,-0.0010681+0.00022003i,-0.0010088+7.1346e-05i,-0.00027302+5.457e-05i,-0.00028583+0.00023277i,-0.00028389+0.00030205i,-1.9295e-05+0.00017956i
0.00059606+0.00056936i,0.00084155+0.0012287i,0.00085742+0.0016842i,0.00063289+0.0014814i,0.0004247+0.00011185i,-5.9075e-05-0.0010916i,-7.408e-05-0.00046412i,0.00054414+0.00018555i,0.00023684-8.6283e-05i,-0.00074783-0.00016328i,-0.0012256-0.00024851i,-0.00076655-9.4686e-05i,-0.00016185+0.00021602i,0.00029443-0.00019857i,0.00034949-0.00068659i,0.00051073-0.0013285i,0.00044584-0.00030815i,1.1155e-05+0.00043947i,0.00015017-0.00018744i,0.00012758+0.00010244i,-0.00020123+9.7232e-06i,8.3646e-05-0.00044961i,0.00045102-0.00066643i
-0.0010638+0.0014518i,-0.0011422+0.0009807i,0.00060386+0.0014124i,0.0016448+0.00088102i,0.0014542-0.00044308i,0.00070924-0.0011739i,2.8049e-05-0.0013757i,0.00035209-0.00097293i,0.00081993-0.00019901i,0.00049663+0.00017161i,0.00058768+0.00034544i,0.00055925+8.4578e-05i,9.1818e-05-9.3824e-05i,-0.00020891+0.00016116i,0.00014822-0.00014219i,1.3121e-05-0.00066036i,-0.00026231-0.00029744i,-0.00049296+0.00025286i,-0.00027431-0.00010059i,-4.2397e-05+4.6638e-06i,0.00033648+0.00025768i,0.00069795+0.00012113i,8.9355e-05+0.00011396i
0.00051849+6.8538e-05i,0.0001185+0.00098402i,0.00091499+0.00022344i,0.0019704-0.00079974i,0.00074143-0.00094094i,-0.00083971-0.00096931i,-0.0010643-0.0007591i,-0.00059922-0.00022653i,-0.00027329+4.8298e-05i,-0.00055062-0.00058004i,-0.0012764-0.00095548i,-0.0010002-0.00041857i,-0.00019305+0.00034264i,-0.00021705+0.00024734i,0.00050632-0.00028866i,0.00071851-6.8503e-07i,0.00029932+0.00036268i,0.00010315-0.00017826i,0.00011778-0.00018389i,-1.3632e-05+0.00038255i,2.6022e-05+0.00045377i,7.9424e-05-2.3159e-05i,-0.00032014-3.5253e-05i
-7.7438e-05-0.00010388i,0.0003147+0.00070296i,0.0010153+0.0015009i,0.0017687+0.001251i,0.0012809+0.00034812i,0.00059328+7.4919e-05i,0.00010453+0.00046549i,0.00028275+0.00080317i,0.00078631+0.00037004i,8.1991e-05+0.00030671i,-0.0013574+0.00063644i,-0.0011699+0.00041813i,0.00031266+8.4214e-05i,0.0013044-0.00037982i,0.00080808-0.00064925i,0.0002883-6.1492e-05i,1.7565e-05+0.0001554i,1.0618e-05-0.00041017i,0.00010552-0.00022756i,-0.00035472-9.0757e-05i,-0.00082346-0.00072806i,-0.00062264-0.0010623i,-0.00024881+0.00015079i
-0.00012898+0.0015477i,-0.00045114+0.0013056i,0.00060802+0.0010576i,0.0013987+0.0003813i,0.0013585-0.00057048i,0.00043119-0.00093767i,-5.0799e-05+0.00026815i,-0.00033781+0.00048893i,5.4183e-05-0.00037124i,0.00051551+0.00018727i,0.00039206+0.0011028i,0.0002463+0.00043112i,-6.9088e-05+0.00061012i,0.00027956+0.0010205i,0.00068672+0.00032181i,0.00070304+0.0001636i,0.00089457-0.00038856i,0.00050672-0.00079561i,0.00016728-0.0005045i,1.903e-05-0.00086481i,8.9423e-05-0.00080469i,-2.1406e-05-0.00047207i,-0.00023808-0.00050136i
0.00067978+0.00073228i,-0.00023453+0.001449i,-9.5269e-05+0.0013995i,-7.889e-05+0.0014085i,4.8873e-05+0.00078576i,-0.00049883+4.4121e-05i,-0.0011886-0.00017537i,-0.00061094-0.00036959i,0.00037153-0.00058912i,0.00068125-0.00060142i,0.00055706-0.00032253i,0.00038682+3.6021e-05i,0.00061947+0.00036286i,0.00040143+0.00011332i,-2.0716e-05-6.6006e-05i,-4.0965e-05+3.1814e-05i,0.00015071-0.00018606i,0.00041307-0.00020008i,0.00067486+0.00013916i,0.00024905-0.00034661i,0.00032238-0.00043418i,0.00067642-0.00015545i,0.00027417-0.00092555i
-0.0022112-2.6668e-06i,-0.0014466+0.00027514i,-0.00038579+0.001028i,0.000589+0.0016903i,0.0016709+0.00036923i,0.0015949-0.0019167i,0.00015684-0.0012969i,0.00018113-3.3161e-05i,0.00063058-0.00059027i,0.00077435-0.0010727i,0.0010864-0.0002326i,0.0010034+0.00020038i,0.00079796-0.00019647i,0.00057122-0.00015982i,0.00010035-0.00020848i,-4.725e-05-0.00075429i,-0.00017358-0.00095127i,-0.00012635-0.00037378i,-5.7104e-05-0.00040323i,0.00041557-0.0005675i,-0.00018518+6.4669e-05i,-0.00075776+0.00053897i,0.0001375+0.00044847i
-0.00035856+0.00040754i,-0.0010498+0.00093882i,0.00010395+0.0019201i,0.0015099+0.0014766i,0.0017972+0.00057793i,0.00083789-2.9392e-05i,-0.00035447-0.00014956i,-0.00065002+0.0006027i,-0.00016721+0.0012709i,-6.5546e-05+0.00097495i,-3.5434e-05+0.0005748i,2.4515e-05-0.00013017i,-0.00021143-0.00031286i,-0.00030877-0.00025278i,0.00019878-0.000509i,0.00017539+6.8219e-05i,2.626e-06-5.8881e-05i,0.00019488-0.00094656i,-0.00019726-0.0010617i,-0.00077592-0.00050983i,-0.0012171-0.00022977i,-0.00020232-0.00031123i,0.00045468-0.0003285i
-0.0011003-0.0011411i,-0.0003564-0.00044854i,-0.00046584+0.00023373i,-0.00062124+0.00070113i,-0.00018629+0.00043013i,0.00024664+4.4083e-05i,0.0002182+0.00072585i,-0.00019852+0.00048923i,0.00049422-0.00032357i,0.00068202-0.00021846i,0.00015225-0.00036469i,5.9757e-05-0.00093257i,-0.00038221-0.0010847i,-0.0014336-0.00097907i,-0.0013204-0.0011417i,-0.00095322-0.00062341i,-0.00063585-0.00045074i,-0.0002171-0.00051284i,-0.00013297-0.0003227i,0.0001015-0.00023507i,-0.00041497-8.7907e-05i,-0.0006581+2.6229e-05i,-6.4528e-07-3.4666e-05i
0.00027766+0.00077701i,-4.8321e-05+0.0010501i,0.0010018+0.0016194i,0.0017321+0.0010324i,0.00088085+0.00042834i,-0.00016064+0.00041945i,-0.00034023+0.00011493i,0.00010322-0.0002766i,0.00034489-0.00079325i,0.00014652-0.00048795i,-0.00042218+0.00029003i,-0.00014209+0.00065679i,6.194e-05+0.00068283i,-0.00025934+0.00029887i,-0.00021603-0.00036369i,-0.00010779-0.00094221i,0.00044382-0.0010603i,0.00063998-0.00067976i,0.00094293-0.00059074i,0.0014055-0.0010538i,0.0013728-0.0010127i,0.00061672-0.00039008i,-0.00021267-9.4721e-05i
-0.001053+0.00083277i,-0.00091002+0.00065161i,-0.00072256+0.0012185i,4.0901e-05+0.0013602i,0.0011085+0.00027787i,0.0013077-0.00017841i,7.5033e-05-0.00014868i,-0.00037284-0.00012395i,-6.1134e-05-0.00016655i,0.00050662-0.00038599i,0.00099832-0.00010751i,0.0002206+7.9371e-05i,-0.00039671-9.4082e-05i,-0.00087936+0.00013862i,-0.00069392+0.00017399i,-0.00050544+0.00013048i,0.00024242-0.00053656i,0.0005292-0.00081083i,0.00029441-0.0007528i,8.6927e-05-0.0008543i,0.00027298-0.00075396i,0.00090276-0.0005859i,0.00051703-0.00029003i
-0.00068675-0.0006007i,-0.00052118+0.00010824i,0.00036286+0.001052i,0.00032709+0.00074364i,0.00063516-0.00012136i,0.001012-0.00084687i,0.001002-0.0012043i,0.0016022-0.00037479i,0.0017884-0.00028291i,0.00069883-0.00011823i,-0.00042063+1.383e-05i,-0.00051094-0.00025043i,0.00028727-0.00018356i,0.00050061-0.00022035i,0.00012085-0.00039746i,-9.1981e-05-0.00085715i,0.0001259-0.0014971i,0.00023349-0.0010266i,0.00040264+0.00024035i,0.00037184+0.00090391i,0.00026903+0.00012031i,0.00025899-0.00046275i,0.00023856+7.4205e-05i
-0.00077996-0.00016233i,-0.00051626+0.00017763i,-1.2262e-05+0.00034205i,0.0010201+0.00041278i,0.0016755-0.00015199i,0.0010309-0.00056484i,-0.00021509-3.873e-05i,-0.00056064+0.00029179i,-0.00030485+0.00034524i,-3.0609e-05+0.00057449i,-5.6375e-05+0.00067146i,-0.0007765+0.00028088i,-0.00090073-0.00048477i,0.00051637-0.00024959i,0.00098726+0.00033105i,0.0011949+0.00011443i,0.0015149+8.4728e-05i,0.0012358-8.2814e-06i,0.0010091+6.9302e-05i,0.00071629+0.00041578i,0.0010902-4.1119e-05i,0.00091572-0.0003539i,-1.0871e-05-0.00048378i
-0.00030453+0.0015973i,-0.00044447+0.0021049i,0.00051097+0.0022454i,0.0018184+0.00098702i,0.00096828-0.00039526i,0.00021614-0.0012234i,-7.5838e-05-0.00087966i,-0.0002846-6.4252e-05i,0.00039193-0.00015619i,0.0015367-0.00024873i,0.0010249-0.00013205i,0.00016117-0.00016178i,0.00027218+0.00013229i,0.00018689+1.8323e-05i,6.5839e-05-0.00093515i,-0.00013988-0.0010432i,-0.00045897-0.0003699i,-0.0003335-0.00012804i,0.00029095-0.000142i,-0.00017578+0.00052259i,-0.00061194+0.00032674i,-0.00065261-0.00063512i,-0.00079236-0.00082215i
-0.0010911+0.00088119i,-0.00079096+0.000809i,0.0011281+0.00067942i,0.0029485+4.0709e-05i,0.0023633-0.00087668i,0.0011027-0.00076482i,-0.00022468-0.00024187i,-0.00076429-7.6877e-05i,-0.0006009-0.00032363i,-0.00048284-0.00018363i,-0.0006168+0.00047677i,-4.9325e-05+0.00050454i,0.00045539-6.6374e-05i,0.00055098-9.4521e-05i,0.00083876+0.00016191i,0.00075751-0.00024275i,0.00019412-0.00093936i,0.00028027-0.00078562i,2.8184e-05-0.00067435i,-0.00011322-0.0006809i,0.00024193-0.00041779i,0.00023513-0.0006048i,0.00020619-0.00058984i
-0.001279+0.0013022i,-0.001008+0.0017887i,-0.00031804+0.0021939i,0.00075383+0.0010458i,0.0013298-6.0059e-05i,0.00031311-0.00083498i,-0.0013592-0.00071667i,-0.001535+3.1076e-05i,-0.00041271+0.00017005i,0.00049751+7.7949e-05i,0.00052219+0.000211i,0.0010928+0.00023274i,0.0011181-0.00010121i,0.00035576-0.00026881i,0.00046215-0.00010045i,0.00048696-0.00015544i,4.1921e-05-0.00062826i,6.5328e-05-0.00098245i,-0.0003097-0.0010221i,-0.00048417-0.00075029i,0.00020991+0.00013204i,0.00064475+0.00010065i,0.00012628-0.00063353i
-0.0002809+0.00031964i,0.00034742+0.0010603i,0.00094003+0.0013923i,0.0013753+0.00086248i,0.0013553+0.00051437i,0.0009554+0.0011071i,0.0010485+0.00075981i,0.0016606+0.00032565i,0.0011048+0.00011323i,0.00039934-0.00033057i,0.0007402+0.00032297i,0.00091801+0.00082966i,0.00011591+0.00022822i,-0.00042837-1.0745e-05i,-9.867e-05+0.00013965i,5.1368e-07-0.00014372i,0.00048797-0.00096938i,0.00098469-0.00069642i,-7.2533e-05-0.00064792i,3.2295e-05-0.00033636i,0.00058483+0.00045627i,0.00011467+0.00037008i,5.7495e-05-0.00025237i
-0.00045233+0.00067111i,-0.00080441+0.00058441i,-0.00011314+0.00068003i,0.00055195+0.00033977i,0.00036034-0.00039208i,-0.00013551-0.0010745i,-0.00063011-0.00041957i,-0.0011559+0.00042675i,-0.00076574+0.0006355i,-0.00026772+0.00053283i,-0.00029788+7.3968e-05i,-0.00016555+2.028e-05i,3.5455e-05+0.00022122i,0.00022495+9.004e-05i,8.9896e-05-4.6965e-05i,-0.00042986+0.00055388i,-0.00089751+0.00042684i,-0.00087066+0.00037687i,-0.00062273+0.00031969i,8.7412e-05-0.00021681i,0.00079344-0.00012533i,0.00050271+0.0002173i,0.0003597+0.00051743i
0.00030587+0.00050126i,0.0010175+0.0018874i,0.0013496+0.001381i,0.00083896-4.8451e-05i,-0.00011913-0.00085034i,-0.00065621-0.00070557i,-0.00078324+2.1723e-05i,0.00021175-0.00012716i,0.0006108-0.00034091i,-0.0004735+1.2736e-05i,-0.00026435+0.000515i,0.00022698+0.00094093i,0.00049785-0.00043601i,0.00050169-0.00095749i,0.00055647-0.00030133i,0.00051057-0.00065678i,-0.0002314-0.00051107i,-0.00041257-0.00016931i,-7.8511e-05-0.00020007i,-0.00012381-2.8673e-05i,0.00023424-0.00039767i,0.000263-0.00056291i,-0.0010533-0.00019432i
-0.00076652+0.0014774i,-0.001457+0.0011113i,-0.00055487+0.00051435i,0.0011461+0.00041102i,0.0017464+0.0002798i,0.00093036+0.00016189i,0.00034882+0.00042211i,0.00075133+0.00058274i,0.00073845+0.00035483i,-0.00019966+5.1957e-05i,-0.00050787-0.00049293i,-0.00045884-0.00064355i,-0.00039662-0.00047383i,-0.00011304-0.00039476i,0.00074573+0.0004449i,0.0014113+0.00061838i,0.00064259+0.00038582i,-0.00026514+0.00067377i,-0.00054227+0.00089016i,-0.0002711+0.00010998i,-0.00028149-0.00050292i,-0.00024312-0.00029228i,-0.00071704+0.00010371i
