-0.0016569+0.00045078i,-5.0301e-05+0.00021646i,-0.00075011+0.00048149i,-0.0008662+0.00027009i,-0.00059515+0.0014652i,-0.00067006+0.0020583i,-0.0006518+0.0022142i,0.00024978+0.00287i,0.00073864+0.0023122i,0.0011655+0.0012507i,0.0014087+0.00051832i,0.00082093+3.2924e-05i,0.00038093-8.2856e-05i,0.00052483-0.00016361i,-2.5396e-05-7.9e-06i,-0.00050484-0.00023741i,3.7232e-05-0.00098947i,0.00054949-0.00065623i,0.00039097-0.00025004i,-0.00041632-0.00096902i,-8.1686e-05-0.0011182i,0.00037672-0.00078261i,7.9479e-05-0.00041032i
-0.00024325+0.0014914i,-0.00053871+0.0014212i,-0.0010325+0.0010171i,-0.0014254+0.0012387i,-0.0015201+0.0013455i,-0.00089061+0.0011072i,0.00044214-1.9442e-05i,0.0013697-0.001202i,0.0016482-0.00078365i,0.00083471+0.00046626i,0.00011439+0.00018712i,-0.00016311-8.0471e-05i,1.8041e-05+0.00037586i,0.00059673+0.00034447i,0.00080185+0.00039393i,0.00045077+0.00025201i,0.00057401+0.00029722i,-6.1658e-05+0.00066836i,0.00029724-0.00030387i,0.00066539-0.0013706i,-6.9694e-05-0.0016852i,-0.00010556-0.00075652i,0.00043251+0.00054893i
-0.00064163-0.00032225i,0.00084219-9.4709e-05i,0.0017109-0.00032224i,0.0012685-0.00028964i,0.00028689+0.00016352i,-0.00044449+0.00039704i,-0.00013209+0.00044066i,0.00042832+4.7376e-05i,0.00019871-0.00033938i,-0.00016199-0.00022936i,-7.3198e-05-0.00033107i,0.00075629-7.4149e-05i,0.00047249+0.00059862i,-0.00049793+0.00049513i,-7.3438e-05+6.2817e-05i,-0.00024407-0.00028586i,-0.0011416-0.00034367i,-0.00064555+8.2288e-05i,0.00029546+5.3133e-05i,0.0009915-2.4975e-05i,0.00068101-0.00029058i,0.00045997-0.00010461i,0.00056493+0.00073862i
9.0605e-05+0.00083182i,0.00068717+0.0012141i,0.0008248+0.00074971i,2.6209e-05+8.5426e-05i,-0.00051115-0.00060398i,0.0003131-0.0003715i,0.00054999+0.00024636i,0.00037013+0.00013287i,0.0002463+0.00029632i,0.00019606-0.00021551i,0.00016626-0.0010865i,3.3075e-05-0.0007266i,-6.5828e-05+0.00027962i,-4.8976e-06+0.0011287i,0.00051513+0.0006706i,0.00025902+0.00020182i,-0.00064412+0.00041592i,-0.00090851+0.00029725i,-0.00023148-0.00020788i,-5.9775e-05-0.00040794i,-0.00073519-0.00018775i,-0.00080532-0.00061067i,7.8191e-07-0.00067045i
0.0014271+0.00070385i,0.0012525+0.00097657i,0.0019922-0.00010019i,0.0018214-0.00088969i,0.00030608-0.0016585i,-0.00022415-0.0022423i,-2.4175e-05-0.0023491i,0.00031405-0.0018036i,0.00066205-0.0011516i,0.00099813-0.00049764i,0.00043663-1.8542e-05i,-0.00022987-1.1018e-05i,-0.00042993-0.00022807i,-0.00020867+0.0001541i,0.00055229+0.00077743i,0.00087807+0.000685i,0.00096187+0.00038006i,0.00031758-2.2765e-05i,3.1659e-05-0.00023865i,0.00072698-0.00042293i,0.00086427-0.00062993i,0.00059191+0.00019421i,0.00025203+0.0002834i
0.0019097-0.00015603i,0.00079419+0.00076771i,-0.00088442+0.00074398i,-0.0017953-0.00027599i,-0.00080186-0.00055692i,0.0001822+0.00056383i,0.00071254+0.00060171i,0.00096055-0.0001848i,0.00085863-0.00036992i,0.00027077-0.00012025i,0.00023879+0.00044688i,0.00070791+0.0008852i,0.00041917+0.00048194i,0.00079835+0.00073871i,0.0010588+0.00092104i,0.00034583+0.0003199i,0.00027471+0.00028247i,0.00088162+0.00029761i,0.00079247-0.00047248i,0.00064032-0.00059316i,0.00010874+0.00010319i,-0.00046163-8.3801e-05i,-0.00057945+6.3403e-05i
-0.0002627+0.00089091i,0.00047351+0.0010585i,0.00056544+0.00022328i,0.00043387-0.00071148i,-0.00071352-0.00071806i,-0.0011864-0.00040261i,-0.00094151-0.00063592i,-0.00053966-0.00067229i,-0.00039491-0.000163i,-0.00056266-0.00021504i,-0.00040581+8.0246e-05i,1.2758e-05+0.00075691i,8.793e-05+0.0011247i,-0.00019758+0.0011798i,-0.00032356+0.00021909i,0.00012939-0.00095159i,0.00023923-0.0010352i,-0.00017295-0.00086145i,-6.5736e-05-0.0010032i,0.0006829-0.00057587i,0.00050611+0.00016678i,-0.00067365+0.00028971i,-0.00026065-0.00042822i
-0.00021353-0.00071918i,-0.00057848-0.00019934i,-0.00064678-0.00020867i,-0.00024504-0.00041524i,-0.0001331+0.00012089i,0.0005152+0.00015478i,0.0010305-0.00023534i,0.0011866-0.00024714i,0.0007682-0.00055401i,0.00019155-0.00063943i,0.00042648+0.00018982i,0.00068562+0.00084951i,0.00040846+0.00012215i,0.00021887+0.00032126i,9.4561e-05+0.00038332i,0.00019925-0.00050946i,0.00067989-0.00078209i,0.00042905-0.00091678i,9.6865e-05-0.00023372i,0.00078447+1.902e-05i,0.00085301-0.00028225i,-3.221e-05-0.00038633i,-7.0008e-05-0.0008067i
0.0019501+0.00056294i,0.0024554+0.00069371i,0.0022914+0.00036795i,0.00053628-0.00027953i,-0.00090765-0.00084757i,-0.0010295-0.00035806i,-0.0006489-0.00039447i,-3.4856e-05-0.00026494i,0.00043766-0.00054965i,0.00044299-0.00052969i,-0.00028659+0.00014728i,-0.0010512+0.00046828i,-0.00052531+0.00032353i,0.00068947+0.00045515i,0.00076406+0.00024375i,-8.4299e-07-0.00028113i,-0.00031074-0.00029081i,-0.0003018+4.1945e-05i,-0.00043247+8.6562e-05i,-0.00022594-6.4494e-05i,0.00020969+0.00026497i,6.8496e-05+0.00021956i,-0.00022716-0.0008984i
0.00057336+0.0017191i,0.00037444+0.0011006i,0.00098115+0.0015882i,0.0015056+0.00089972i,0.0010066-0.00073453i,8.054e-05-0.0018874i,-0.00053331-0.0013113i,-0.00061329-0.0003035i,-0.00011295+0.0003616i,0.00072659+0.00081022i,0.0005618+0.00065175i,0.00031515+0.00035412i,-7.811e-06+0.00022353i,-0.00056312+0.00069337i,-0.00098043+0.0010731i,-0.00089282+0.0010649i,-0.0001846+0.00052565i,5.7407e-05-0.00010606i,-0.00026491+7.7101e-06i,-6.7523e-05-2.3383e-06i,-0.0002084-0.00054526i,-0.00095616-0.0011088i,-0.0011657-0.00078834i
4.0997e-05+0.0021353i,0.00085563+0.0020357i,0.00073592+0.0011465i,-8.4187e-05-0.00027729i,-0.00018008-0.0013185i,0.00029809-0.0014972i,0.00017712-0.0012877i,0.00032837-0.00045393i,0.001114-0.00035595i,0.0010624-0.00086812i,0.00065163-0.001103i,-0.00022276-0.00015928i,-0.00016861+0.00073123i,0.00035835+0.0002787i,-0.00040659+0.00019229i,-0.00041759+0.00095213i,0.0003063+0.001101i,0.00040111+0.00047469i,2.3671e-05+0.000165i,-6.5058e-05-0.00040108i,-9.6134e-05-0.00089846i,0.00045038-0.00021478i,0.00064814+0.00076497i
0.0011762-0.000732i,0.0016143-0.0013148i,0.00021058-0.0013512i,-0.00080192-0.002092i,-0.001486-0.0025874i,-0.0020784-0.0017565i,-0.0015322-0.00080464i,-0.00034822-0.00076663i,0.00024616-0.0003962i,3.516e-05+9.3939e-05i,4.8129e-05+0.00043185i,0.00039105+0.00020865i,0.0011282-3.0412e-05i,0.00095806+0.00064749i,-0.00033472+0.00054625i,-0.00080388-6.9577e-05i,0.00035174-0.00012888i,0.00031771-9.7779e-05i,-0.00041459+0.00052313i,1.5421e-05+0.00063786i,0.00020461-0.00040467i,-0.00025394-0.00049595i,3.7563e-05+0.00012142i
-0.00049166-5.4771e-05i,0.00030973+0.0015912i,-0.00085656+0.0012037i,-0.0016696+0.00066597i,-0.002199+0.00097173i,-0.00090248+0.00081928i,0.00089182+7.7937e-05i,0.00093779-0.00045995i,0.00066046-0.00048522i,0.00037518+0.00016199i,0.00039721+0.00064657i,0.00087585+0.00024396i,0.0010777-0.00013284i,0.00097525-0.00068536i,0.0010037-0.00084391i,0.00065485+0.00032908i,-6.3435e-05+0.00060938i,1.2625e-05+0.00014439i,2.3381e-05-6.1156e-05i,0.00013727-0.00081899i,0.00045363-0.00047833i,0.00055029+0.00098962i,0.0001454+0.00095161i
0.0012291+0.0018107i,0.0015379+0.0017092i,0.0025266+0.00066374i,0.0027124-0.00047368i,0.00098504-0.00088797i,-0.00028122-0.00087699i,-0.00039622-0.00023175i,-0.00055081+0.00039483i,-0.00082152+0.00060781i,-0.00048344+0.00081188i,4.1433e-05+0.00057956i,-0.00021595-0.0001665i,-0.00044281-0.00029682i,-0.0010107+0.00048126i,-0.0012179+0.0010192i,-0.0001144+0.00059456i,0.00062708+0.00036753i,6.0746e-05+0.0011306i,-0.00017153+0.0012269i,-0.00012391+0.00075331i,6.1548e-05+0.0006079i,-1.8472e-05+0.00038954i,-0.00022859-0.00013304i
0.0010873+0.0013131i,0.0013104+0.0014953i,0.00083884+0.0010871i,3.3366e-05+0.00011613i,-0.00062813+0.00012094i,-0.00032548-0.00029568i,-1.996e-05-0.00028956i,8.7436e-05+0.00015476i,0.00082322+0.00056864i,0.0010743+0.00069735i,0.0010461+0.00029347i,0.00080141-0.00041125i,-7.3803e-05-0.0010004i,-0.00030124-0.00068137i,0.00048725-5.1754e-05i,0.00061646+0.00064601i,-3.2745e-05+0.00078021i,-0.00020119+0.00080022i,-0.00018299+0.00058616i,-0.00033763+0.00028152i,-0.00018538+0.00022987i,-3.6083e-06+0.00065204i,-0.00010356+0.00070605i
-0.00092377-0.00030799i,-0.00067915-0.00028242i,-0.0015955+0.00025369i,-0.0019377+0.00064121i,-0.0010332+0.000594i,-0.00034904+0.00082752i,-0.00078388+0.00081327i,-0.00069357-2.9904e-05i,-6.395e-06-0.00015717i,0.00037012+0.00035194i,4.6596e-05+0.00014925i,0.00033888-9.7462e-05i,0.00029717-0.00041239i,-0.00033052-0.0013523i,-0.00037071-0.0014255i,-0.00051485-0.00047854i,-0.00079726-3.1622e-05i,-0.00030891+0.00068124i,-0.00055645+0.00085719i,-0.0009088+0.00037061i,-0.00055491-3.7746e-05i,-0.00044567+0.0001676i,0.00012951-6.8795e-05i
-0.0010271+0.00075925i,0.00019607+0.0014588i,0.00056959+0.0012778i,-0.00063759+0.00038882i,-0.00084251+0.00019748i,0.00030156+0.00038099i,0.00046754-0.00055221i,-0.00028273-0.00086919i,-0.00039325-0.00043157i,2.143e-05-0.00024091i,8.3742e-05-8.4276e-05i,3.6924e-05+0.00086716i,-0.00032736+0.00051756i,-0.00035043-0.00080908i,-8.9912e-05-0.00035684i,-0.00054142+2.2763e-05i,-0.0012231-0.00039422i,-0.00052369-0.00035975i,-1.029e-05+0.00031337i,-0.00045257-3.575e-05i,1.8752e-05-0.00093478i,0.00020217-0.00067664i,-0.00067214-0.00032264i
-0.00029232+0.0011741i,-0.00024518+0.0008399i,-0.00045206+0.00019076i,0.00025766-0.00031267i,0.0014366-0.0007645i,0.00078332-0.00076298i,-0.00074514-8.0637e-05i,-0.00079048+0.0003849i,-0.00082609+0.00052717i,-0.00098067+0.00013299i,-0.00035151+1.01e-05i,-0.00018558+0.00047205i,-0.00031897+0.00074649i,-0.000655-0.0002561i,-0.00049249-0.0011403i,-0.00055168-0.00039404i,-0.00040491-0.00012853i,0.00035228-0.00038787i,0.00047046-0.00039262i,6.3562e-05-0.00014558i,-0.00015087-0.00029029i,-0.00038912-0.00076521i,-0.00037449-0.00038405i
0.00012303+0.00133i,0.00119+0.0011603i,0.0014681+0.0011339i,0.0012528+0.00081971i,0.00040542-0.00028667i,-0.00021862-0.00076281i,0.00014486-6.7359e-05i,0.0006154+0.00011044i,0.00072947-5.4872e-06i,0.00088985+1.447e-05i,0.00038326+0.00022718i,-0.00043264-0.00016373i,5.3606e-05-0.00037285i,0.00061963+0.0001587i,0.0003841+0.00015646i,0.00054776+0.00014179i,0.0011302+0.00036622i,0.00078614-5.8828e-05i,-0.00028283+0.00039136i,-0.00023401+0.00049955i,0.0006016-8.1603e-05i,0.00078531+6.014e-05i,0.00031513+0.00017643i
0.00043146+0.0014396i,0.0012761+0.0011992i,0.0026835+0.00087694i,0.0022505+0.00013226i,0.0015341-0.00044888i,0.0013018-0.0013648i,0.00046599-0.0013711i,0.00027826-2.0811e-05i,0.00049225+0.00045143i,0.00065686-0.0002002i,0.00066047-0.00055294i,0.00044702-0.00062849i,0.00025983-0.00080331i,0.00011035-5.9021e-06i,0.00021496+0.00079751i,2.2645e-05+0.00024742i,-0.00010126+0.00024791i,0.00031672+0.00062092i,-0.00023185+0.0010052i,-0.00050219+0.00037606i,-0.00019317-0.00072586i,1.1792e-05-0.0013207i,0.00043449-0.00088432i
0.0016755+0.0012689i,0.0029637+0.0016123i,0.0032048+0.0010658i,0.0030423+0.00026169i,0.0023837-0.00063074i,0.0010351-0.00099981i,0.00069527-0.0012229i,0.0010348-0.0010628i,0.0014463-0.00019013i,0.001319+0.00033934i,0.00027475+0.00079518i,4.7849e-05+0.0013175i,0.00031657+0.00063884i,-0.00011989+1.2566e-05i,-0.00095528+0.00054822i,-0.00079557+0.0014082i,0.00010974+0.0013609i,0.00038115+0.00073652i,0.00062688-0.00021869i,0.00072112-0.00072795i,0.00060098-0.00029286i,3.5815e-05+2.1846e-05i,-0.00053724+0.00032958i
0.00084298+0.0013034i,0.001006+0.0011226i,0.0014557+0.00046009i,0.00037239-4.1661e-05i,-0.00058297+3.4516e-05i,-0.00054775-0.00039025i,-0.00028331-0.0007344i,-0.00030684-0.0007131i,0.00023151-0.00073139i,0.0010605-0.00026734i,0.0010034+0.00012617i,0.0012077+0.00041337i,0.0014023+0.0011838i,0.00058623+0.0013321i,-0.0001661+0.0003122i,-0.0005964-0.00048549i,-0.00035978-0.00025109i,8.6362e-05-0.000351i,-9.0616e-06-0.00095655i,8.6793e-05-0.000655i,0.00011105-0.00024698i,-0.0001862-0.00011108i,-0.00026656-0.00015776i
0.0016374+0.004312i,0.0029174+0.0035698i,0.003607+0.0018656i,0.0033374-9.2227e-05i,0.0019517-0.0022234i,0.00015175-0.0033366i,-0.00084505-0.0015348i,-0.00088164+0.00043038i,-0.00035125+0.00087996i,-0.00027852+0.00079456i,-0.00040935+0.00023861i,-1.2706e-05+0.00078229i,-0.00014023+0.0012332i,-0.00036132+0.000781i,-0.00014123+0.00094673i,0.0001915+0.00095305i,0.00024101+0.00058962i,-0.00016531-0.00011516i,-0.0004411+5.6851e-05i,-0.00056924+0.00025306i,-0.00036036-0.00011074i,-0.00036081-0.00018786i,-0.00076496+0.000128i
-0.00039052+0.00050657i,-0.00014523+0.00036243i,0.0013781+0.00011831i,0.0013306-0.00057348i,7.4544e-05-0.00076702i,-0.00033029-0.0010402i,-0.00030062-0.0011688i,-0.00014462+0.00010195i,-0.00021281+0.00034412i,0.00016212-9.1665e-05i,-7.9857e-05+0.00029009i,-0.00075018+0.0007687i,-0.00079063+0.00076279i,-0.00080768+0.00092605i,-0.0003513+0.0010428i,0.00074909+0.00013683i,0.00084422-0.00039733i,-0.00025608-1.5734e-05i,-0.00096433+0.00034389i,-0.00048381+0.00012966i,0.00023017+8.3967e-05i,7.0478e-07-0.00023642i,0.00030426-0.00037685i
0.00055426+0.00038562i,0.0015699+0.00082296i,0.0010801+0.0011786i,8.6759e-06+0.0010233i,-0.00075232+0.00054213i,-0.00032444+0.0010243i,0.00014216+0.00065931i,6.3535e-05-0.00057277i,-0.00025176-0.00071332i,-0.00043763-0.00073493i,-0.00022783-0.00087043i,-2.5059e-05-0.00046034i,-0.00031004+0.00062784i,-7.9867e-05+0.0012234i,-0.00014208-0.00033718i,-5.7167e-05-0.0014015i,-0.00022929-0.0010403i,-0.00028775-0.00098343i,0.00053164-4.6244e-05i,0.00068689+0.0011409i,0.00050522+0.0010942i,0.00027376+0.0003846i,0.0002487+0.00012594i
0.0014943-0.00063033i,0.0015263-0.00018388i,0.00047941-0.00081115i,-0.0006794-0.00073668i,-0.00082591+0.00016064i,-0.00018363-9.5019e-05i,-0.00033732-0.00051224i,-0.00095161-0.00088459i,-0.0007648-0.0005521i,-0.00041332+0.00035201i,0.00061426+0.0009424i,0.00069943+0.00078173i,-4.5477e-05+0.00077904i,0.00055746+0.0011241i,0.001323+0.0011077i,0.0011652+0.00054317i,0.00088806+0.00018079i,2.3319e-05+1.1208e-06i,-0.00024477-0.00056772i,0.00053201-0.00063767i,0.0006366-0.0003481i,0.00030467-7.7442e-05i,-0.00017718+0.0006037i
0.00035824+0.001098i,0.00052809+0.0010574i,0.0008663-0.00033303i,0.00064943-0.0011177i,0.00063888-0.0010178i,0.00049446-0.0003844i,-0.00015235-0.00033085i,-0.00019511-0.00077713i,0.00068899-0.00069683i,0.00070512-0.00073i,0.00024959-0.00057622i,6.8244e-05-0.00012176i,4.696e-05+0.00061492i,0.00020127+0.00066126i,0.00041443-7.9931e-05i,0.00040646-0.00074591i,-0.00022142-0.00040019i,-0.00048849-0.00011349i,-0.00033769+0.00024136i,-0.00021021+0.00080986i,-0.00059875-9.4007e-05i,-0.00021784-0.00065255i,-8.9289e-06-0.00053062i
0.00013528+0.00092422i,-8.0221e-05+0.00059671i,-0.00011255+0.00035889i,-0.00055973-0.00056428i,-0.00054124-0.001744i,0.00073073-0.0018878i,0.00034777-0.0017454i,-0.00028191-0.00097366i,-0.00012897-0.00092064i,0.00013781-0.00099909i,-0.0001051-0.00049538i,-0.00037808+0.00031322i,0.00019382+0.00065994i,0.00040269+0.00036755i,0.00058709+0.0002749i,0.00044911-0.00014079i,0.00022847+0.00022241i,0.00055349+0.00033588i,0.00032134-0.00028005i,0.00019444-0.0002703i,0.00042554-0.00030778i,0.00024574-0.000851i,0.00030273-0.00050126i
-0.00021676-0.00084214i,0.00092209-0.00038683i,0.00056537+9.1731e-05i,0.00023111+0.00036055i,-0.00049935+0.00086211i,-0.00066715+0.00075147i,-0.00065694+0.00025639i,6.634e-05-8.7968e-05i,0.00047572-0.00067795i,0.00059015-0.00036345i,0.00067386+0.0003255i,4.131e-05+0.00069217i,0.00010853+0.00057887i,0.00097143-1.2353e-05i,0.00053804-0.0002164i,0.00036199+0.00023829i,0.00079371+0.00071582i,0.00066139+0.00064524i,0.00034841+0.00037997i,8.9323e-05+0.00049816i,-0.00031321+0.00037565i,-0.00051061-2.6489e-05i,-0.00036177-0.00035608i
0.0015534-0.00035407i,0.0015+0.00030259i,-0.00035109+0.00026229i,-0.00068912-0.00038426i,-0.00033691+0.00010705i,-0.00011456+0.00029031i,0.00062169-0.0005535i,0.00050196-0.00097344i,-0.00022575-0.0006761i,-0.00030685+0.00012401i,0.0003528+0.00065361i,0.00095744+0.00026989i,0.000707+0.00026346i,0.00019234+0.00071271i,9.9104e-05-2.9878e-06i,-4.8645e-05-0.0007791i,0.00040697-9.3287e-05i,0.00038279+0.000524i,9.8476e-05+0.000845i,-0.00054186+0.00074001i,-0.00072805-0.00046238i,-0.00036535-0.00036751i,-9.3992e-06-5.3838e-05i
0.00077178-4.8584e-05i,0.00014797+0.00040329i,-0.00080465-0.00043856i,-0.0017694-0.00080065i,-0.0026486-0.00089205i,-0.0016285-0.00032166i,-0.00020475-0.00010629i,-0.00062896-0.00059377i,-0.0015659-0.00047795i,-0.0012345+0.00067573i,-0.0010006+0.0012182i,-0.0011588+0.00092089i,-0.00071958+0.00043435i,-0.00034731+0.00014668i,-0.000133-0.00022824i,0.00037013-0.00048252i,0.00056466-6.996e-05i,7.3665e-05-4.4319e-05i,0.00023404-0.00025125i,0.00011117-0.00033206i,-0.00024849-0.00068477i,0.00011247-0.00087224i,-7.2845e-05-0.00064453i
-0.00026673+3.1759e-05i,0.00066239+0.00057931i,0.00025139+0.00048964i,0.00013045-0.00028693i,0.0006019-0.00012029i,0.00060586-6.6127e-05i,0.00068657+9.6839e-05i,0.00020878-6.2441e-05i,0.00059851-0.00011594i,0.00075717+0.00052219i,0.00029988+0.00076156i,-0.00010878+0.00028661i,-0.00056258+0.00021683i,-0.00013163+0.00048294i,0.000484+0.00035978i,0.00023728+0.00032516i,-2.6788e-05+0.00024399i,-1.3132e-05-5.3448e-05i,-0.00013079+0.00041383i,-1.6323e-05+0.00062241i,-0.00027662+6.9113e-05i,-0.00017817-0.00082381i,0.0003996-0.00065502i
-0.00050355-0.0003704i,-0.00091157+0.0003868i,-9.3088e-05+0.00075452i,0.00019293+0.00037381i,-3.5853e-05+1.9832e-05i,0.00041432+0.00051332i,0.00029229+0.00024906i,0.00013026+3.6376e-05i,0.00021242+0.00059087i,0.00015951+0.0007584i,-0.00024411+0.00082729i,-0.00074544+0.00046099i,-0.00035665+0.00048391i,-0.00032919+0.00058523i,0.00010235-0.000418i,0.00023372-0.00022567i,6.5099e-05+0.00057506i,0.00054526+0.0010381i,0.00056788+0.00061451i,3.8139e-05+0.00028804i,0.00034515+0.00014835i,0.00018035-4.5242e-05i,0.00023801-0.00020523i
-0.00015943+0.00094781i,0.00098464+0.0015065i,0.0014496+0.0018243i,0.0010843+0.0015921i,0.00070111+0.0013823i,0.00077647+7.3757e-05i,-0.00014871-0.00082387i,-0.001173-0.00017296i,-0.00024326+0.00059707i,0.00092562+0.00084736i,0.00076858+0.00060917i,0.00035018+0.00043423i,0.00031306+0.00065141i,0.0003153+0.0004425i,-0.00039804+0.00015309i,-0.0011416+0.00038086i,-0.00057071+0.00013274i,0.0003095-0.00048051i,0.00054991-0.0009717i,0.00052964-0.00094391i,0.00040426-0.0003116i,-2.674e-05+0.00022827i,0.00011945+0.00012681i
0.0015921+0.0020385i,0.0020012+0.0017355i,0.0018329+0.00032279i,0.001213-0.00083101i,0.00024599-0.0011376i,-0.0004053-0.00089233i,0.00061871-0.00020909i,0.0013666+0.00023947i,0.0010248+0.001214i,-0.00043142+0.0015662i,-0.0013389+0.00080227i,-0.00094963-5.2608e-05i,-0.00040461-0.00032921i,-1.3647e-06+0.00024682i,-0.00013915+0.00063459i,-0.00033643-4.5449e-06i,-4.173e-05-2.1261e-05i,4.9948e-05+2.7026e-05i,0.00035681-0.00050174i,0.0002376-0.00081958i,-0.00020915-0.00073492i,-4.5492e-05-0.000139i,0.00020561-0.00015852i
0.00090271+0.001077i,0.0019531+0.0013104i,0.0027994+0.00094054i,0.0024816-0.00019558i,0.0011366-0.00075777i,0.00048244-0.0012056i,0.00057668-0.0010023i,0.00044137-0.00037803i,0.0011392+0.00026882i,0.0021177+0.0010793i,0.0016374+0.00046297i,0.0010357-0.00020058i,0.00050874+6.0254e-05i,-0.0002832+0.00090951i,-0.00056719+0.0013487i,-0.00048196+0.00041844i,-0.00014922-0.00016352i,0.00022955+0.000157i,0.0011508+0.00054883i,0.0010752+0.00026174i,-7.6564e-05-0.0007882i,-0.00066059-0.0010006i,-0.00037311-0.00034987i
0.0012993+0.00027969i,-2.8823e-05+0.00079255i,-0.00053776+0.00033978i,-0.00018085-0.00045465i,-0.00048083-0.000869i,-0.00079921-0.00054629i,-0.00013669-0.00044807i,0.0003895-0.00068217i,0.00027672-0.0010015i,0.00035578-0.00053883i,-0.00034038-0.00049423i,-0.00051262+3.0512e-05i,0.00026669+0.00087847i,0.00090487+0.00022818i,0.0004623-0.00074888i,-0.00021498-0.00084647i,-0.00023855+3.673e-05i,0.00030818+0.000944i,0.00034244+0.00044876i,-0.00037884-0.00024795i,-0.00011827+0.00016475i,0.00027301+0.00013954i,0.00040027-0.00066924i
0.001167+0.00091449i,0.0019029+0.00030902i,0.0023481-0.0012922i,0.0020008-0.001155i,0.00096281+2.2807e-06i,-0.00013923+0.00039196i,-0.00010211+0.00018786i,0.00063898-7.1667e-05i,0.00076674-8.6025e-05i,0.00049373+0.00040468i,-1.4226e-07+0.00063729i,-0.00030236+0.0003522i,0.00012777+0.00061929i,0.00075349+0.00080222i,0.00072312-3.5533e-05i,0.00034222-0.00051772i,-8.9348e-05-0.00074811i,-0.00017531-0.00034262i,-4.2617e-05+0.00035314i,-0.00050757-8.724e-05i,-0.00052366-0.0010945i,0.00012866-0.00063471i,0.00025778+6.8885e-06i
-0.0013889+0.00085069i,0.00071092+0.0021274i,0.0013427+0.0017778i,5.8257e-05+0.0011421i,-0.00034435+0.00092803i,5.3719e-05+0.00027927i,0.00075364-0.0011967i,0.00011768-0.0012128i,-0.00052108-0.00050952i,0.00031853-0.00045652i,0.00013816-2.1105e-05i,-0.00035169+0.00045902i,-0.0002352+0.0005364i,-3.2337e-05+0.00060867i,-0.00023023+0.00049846i,-0.00036895+0.00018472i,0.00019263+0.000148i,0.00039665+0.00059523i,0.00035524+5.3775e-05i,0.00070161-0.00030792i,0.00014028+1.5153e-05i,-0.00027366+1.9198e-05i,-8.612e-05-0.00046953i
-0.00043996+0.0020941i,-0.00070424+0.0027673i,-0.00058287+0.00243i,0.00056209+0.0010404i,0.001119-4.3702e-05i,0.0012358-0.00027314i,0.00069558-0.00057873i,0.00012581-0.0010012i,-0.00010565-0.0003172i,0.00012954+0.00019465i,0.00090222+0.00021726i,0.0001993+1.9278e-05i,-0.00098923-7.897e-05i,-0.0012393+0.00036136i,-0.00068453+0.00030898i,-0.00032102+0.00010687i,-0.00027876+0.00028581i,0.00032733+0.00023054i,0.00040474+0.00058683i,0.00050509+0.00011597i,0.0008481-0.00053249i,0.00025347+1.2281e-05i,-0.00019304+0.00058941i
0.002078+0.00050591i,0.0029302-0.0008964i,0.0022115-0.0025128i,0.00086476-0.0024103i,0.00019103-0.0016356i,-0.00017823-0.001973i,0.00020932-0.0021822i,1.2712e-05-0.0012797i,-0.00060688-0.00067611i,-0.00027151-0.00082187i,-0.00031361-0.00045502i,-0.00026283+0.00079313i,8.458e-05+0.0014448i,0.00099669+0.00081612i,0.0014731+0.00047383i,0.001147+0.00030912i,0.00065882+0.0007042i,0.00048941+0.00087893i,0.00030157-0.00018756i,0.00014501-0.00069495i,-2.1855e-05-0.00086952i,0.0002965-0.00078373i,0.00064937-0.00026482i
-0.00016512+0.00057274i,0.00030802+0.00062476i,0.00041916-0.00058898i,0.00041726-0.0014339i,0.00037586-0.0017977i,-0.00019574-0.0021546i,-0.00076245-0.00071433i,-0.00077094+0.00037503i,-0.0005367+0.0003118i,-0.00043433+0.00033688i,-0.00032923+0.00025755i,-0.00030088+0.00045858i,0.00047715+0.0011419i,0.00010747+0.0015053i,-0.00059404+0.0012918i,-0.00056051+0.0010569i,-0.00018801+0.0015684i,-4.5246e-05+0.0012712i,-0.0002373+0.00081764i,-0.00010796+0.00081464i,-0.00027425-9.4476e-05i,-0.00051271-0.0002796i,-0.00018447-0.00026227i
0.0022025+0.0014773i,0.0018479+0.001668i,0.0017761+0.0007634i,0.0014864-0.00064026i,0.00023646-0.0017611i,-0.00047246-0.0015666i,-0.00035695-0.00081293i,-0.00034605-0.00034917i,0.00026442-0.0010893i,0.00027038-0.0013419i,-0.00011616-0.00075469i,-0.00040413-0.00064717i,-0.00018927-6.583e-05i,0.00068093+0.00076076i,0.00074436+0.00099676i,0.00045824+0.00044956i,0.00081196-0.00029078i,0.00052154+0.00014975i,0.00035261+6.8035e-05i,0.00090684-0.00057401i,0.00093863-0.00041198i,0.00022899-0.0004671i,0.00010704-0.00051244i
0.00099406+0.0017343i,0.0021272+0.00099478i,0.0040377-4.6535e-05i,0.0035532-0.00095885i,0.0014415-0.00172i,0.00045996-0.0017214i,0.00045415-0.001763i,0.00094364-0.0011637i,0.0010517-0.00026318i,0.00056085+0.00010101i,1.4107e-05+0.00013292i,-0.00024742+0.00013323i,-0.0005167+0.00049781i,-0.00089785+0.00071244i,-8.0372e-05+0.00073947i,0.00048157+0.00035913i,0.00060305-0.00080397i,0.00052393-0.0012077i,0.00040277-0.00034846i,-0.00011934+8.405e-05i,-0.0004767+0.00018134i,-0.00054089+7.4809e-05i,-0.00059872-0.00051704i
