-0.0019703+0.0021082i,-0.00097996+0.0017659i,-0.0013544+0.00051801i,-0.00056778+0.00062988i,0.00017808+0.0017485i,0.00034042+0.0015343i,0.00041473+0.0010377i,0.00067149+0.00086876i,0.0009448+0.0010296i,0.00071217+0.00060708i,-0.00011968+0.00032657i,-0.0007189+0.00024978i,-0.00058789-0.0002481i,8.5543e-05-0.0010619i,-0.00016586-0.0013409i,-0.0002954-0.00012174i,-0.0004351+0.0010538i,-0.00020849+0.0014468i,0.00068581+0.0013639i,0.00070277+0.0010425i,4.4892e-05+0.00084121i,-0.0003739-0.00016111i,0.00012976-0.0012162i
-0.0016442-5.3129e-05i,-0.0019942+0.00073729i,-0.0018221+0.00021048i,-0.0010821-0.00063961i,0.00044859+0.00013715i,0.00088309-0.00021254i,0.00040786-0.00095233i,-5.3339e-05-0.00022139i,-0.00079523+0.00046593i,-0.0015386+0.00050962i,-0.0012055+9.0094e-05i,-0.00023349-2.5949e-05i,7.7654e-05+1.0484e-05i,-0.00051896+0.00028591i,-0.001005-0.00019853i,-0.00017031-0.00041825i,0.00022583-0.00053929i,0.00053705-0.00099755i,0.00075507-0.0011335i,0.00089271-0.00041321i,0.00098427+6.2357e-05i,0.00040083-0.00066732i,0.00032972-0.00069322i
-0.00065263+2.58e-05i,-0.00025815+0.0014008i,0.00019028+0.0016648i,-4.5088e-05+0.0016117i,-0.00012099+0.0011318i,-6.7644e-05+0.00015139i,6.2505e-05-0.00018054i,9.916e-05+0.00013972i,-0.00010502+0.00032639i,-0.00025628+0.00015805i,0.00035093+0.00018838i,0.00079484+0.00067623i,0.0001439+0.00049442i,8.6723e-06-0.00040047i,3.544e-05-0.0005984i,-7.5805e-05+1.1393e-05i,-0.00026629+0.00036305i,-0.00037091+0.00026461i,-4.0793e-05+0.00017404i,0.00010517+0.00010985i,-0.00062822-0.00039806i,-0.00096507-0.00070439i,-0.00068471-0.00074689i
0.00035785+0.0020322i,0.0004066+0.00059376i,-0.00051588-0.00025256i,-0.00030223+0.00017836i,0.00030742+0.000575i,5.365e-05+6.3998e-05i,-0.0004293-0.00071487i,-0.00050086-0.00088778i,-0.0002353-0.00056917i,0.00010095-0.00019204i,0.00026706-0.00012597i,0.00062375+0.00011597i,0.00091545+0.00019676i,0.0013396+0.00051383i,0.00071905+0.00079949i,0.0001715+0.0001188i,0.00098265-0.00040405i,0.001419+8.6488e-05i,0.001069+0.00035447i,0.0001893-0.00021651i,-0.0003148-0.00096658i,-5.5038e-05-0.00092579i,2.1938e-05-0.00032743i
-0.0029889-0.00016019i,-0.0021728+0.00025387i,-0.00086343+0.0017459i,0.00034865+0.0024802i,0.00085374+0.0014958i,0.00040935-7.7901e-06i,-3.6294e-05-0.00061522i,-0.00023004+0.00023762i,-0.00048965+0.0010834i,3.3847e-05+0.00094936i,0.00058861+0.00067978i,0.00033676-3.3596e-05i,0.00035789-0.00053683i,-0.00019616+7.4135e-05i,-0.00044264+0.00068538i,-0.00044303+0.00071031i,-0.00041183+0.00046961i,-0.00046188+0.0010279i,-0.00091322+0.0013482i,-0.0012558+0.00041637i,-0.00063874-0.00015634i,0.00030002-0.00038921i,0.00016931-0.0001652i
0.00076574+0.0016062i,0.00044076+0.0014351i,0.00067334-3.9992e-05i,0.00055531-0.0013752i,0.00081857-0.0015785i,-5.4365e-05-0.0013855i,-0.00036084-0.0010156i,-0.00021188+3.5177e-05i,0.00011478+0.00088395i,0.00025383+0.00063462i,-0.00037056+0.00066399i,-0.0010018+0.0010028i,-0.00053612+0.00087242i,0.00013647+0.00079672i,0.000187+0.00036361i,0.00023841+7.3741e-05i,0.00023685-1.2765e-05i,0.00043131-0.00043191i,0.00088158-0.00036309i,0.00069031+0.00014953i,0.00021557-0.00020542i,-1.1805e-05-0.00021742i,-0.00038999+0.00038445i
0.0006112+0.0013542i,0.00091377+0.0006205i,0.00049436+0.00099625i,-0.000677+0.00064274i,-0.0011265+0.0004635i,-0.00049786+0.00011965i,-0.00033112-0.0006508i,-0.00023881-0.00085182i,0.00069973-0.0009416i,0.00014203-0.0010275i,-0.00041964-0.001058i,-0.00016373-0.0014095i,-0.00016517-0.0015517i,5.0456e-06-0.0005697i,0.00039486-0.00019149i,0.0009987-0.0004562i,0.0012101+0.00019299i,0.0004237+0.00042047i,-0.00011176+3.5114e-05i,6.0031e-05+0.00015956i,-0.00014644+0.00052984i,0.0001864+0.00027872i,0.00035423+8.7274e-05i
0.0010315+0.00021999i,0.0021056+0.00063659i,0.0012756+0.00047105i,0.00095019+0.00019516i,0.00085045+0.00026536i,0.00062205-0.00028055i,0.00048409-0.00083199i,2.6807e-05-0.00081054i,-0.0002326-0.00056603i,-6.8965e-05-7.4991e-05i,0.00049093+0.00019679i,0.00071039+0.00018188i,0.00031854-0.00018617i,3.8096e-05-0.00044089i,-0.00016837-0.00032781i,0.0002664-0.00041194i,0.00015658-0.00017778i,-0.00032226+0.00014163i,-0.00028831+8.8241e-05i,-0.00024263-0.0001898i,-0.00027942+2.3868e-05i,-0.00030474+0.00018021i,-3.0054e-05+0.00042932i
0.00052363+0.00051713i,0.00027712+0.001164i,-0.00030347+0.00027432i,-0.00030736+1.5704e-05i,-0.00030445-0.00028748i,-0.00067078-0.00023745i,-0.00077245-0.00025026i,-0.00086405-0.00035042i,-0.00048564-0.00028669i,-0.00020036-0.00019054i,-0.00024889-6.8679e-05i,-0.00012633+2.7431e-05i,-0.00030549+1.6301e-05i,-0.00027497+5.0592e-05i,-0.00023561-0.00016357i,0.00038588-0.00014994i,0.00081872+0.00030097i,0.00032859-4.3323e-05i,-0.00023871-0.00013255i,-0.00075251+0.00014453i,-0.00064838-0.00040971i,0.00024808-0.00018983i,-0.00010474+0.0010409i
0.00013542-0.0019713i,-0.0021649-0.0019585i,-0.0034038-0.0022533i,-0.0032315-0.0021302i,-0.0020114-0.00084854i,-0.00078434+0.00066865i,-0.00035847+0.00073893i,-0.00051468-0.00038901i,-0.000602-0.001616i,-3.6129e-05-0.0015064i,0.00060836-0.00090704i,0.00032329-0.00045219i,0.00029265-0.00039227i,0.00076427-0.00090616i,0.00066978-0.00042697i,0.00022243+2.3197e-05i,0.00051817-0.00031355i,0.00076137+0.00018406i,0.00064062+0.00029172i,0.00042585-0.00018637i,0.00019724+0.00041933i,-1.4493e-05+0.0011905i,-0.00011207+0.00097309i
-0.00019506+0.0018722i,0.0011581+0.001412i,0.0010837+0.0017082i,0.00097835+0.0023221i,0.0016659+0.0013486i,0.0018411+5.323e-05i,0.00043032-0.00065918i,-0.00085337-0.00084018i,-0.00061586-0.00033362i,-0.00021867-6.4308e-05i,0.0012487-3.4142e-06i,0.0016783-3.7777e-05i,0.00044407-0.00051406i,-0.00019023-0.00051591i,-0.0011503+0.00039889i,-0.0012805+0.00074901i,-0.0003291+0.00027572i,-3.0119e-05-0.00013599i,-0.00028539-0.0001807i,-4.918e-05-0.00023802i,0.00032661+7.2586e-05i,0.00039629+0.00015866i,0.00039055-0.00014614i
-0.0022974-4.5236e-05i,-0.0017019+0.00059349i,-0.00025982+0.0012055i,0.0010891+0.00086493i,0.0012758-0.00020243i,0.00090869-0.0014201i,-0.00010323-0.00096536i,-0.0007643+7.0268e-06i,-0.00045398+0.00047328i,0.00031971+0.00079624i,0.0012347+0.00071068i,0.00086131+0.00077629i,-4.6672e-05+0.00082299i,-0.00071368+0.00023651i,-0.00020514-0.00032541i,0.00077211-0.0002636i,0.00078344-0.00024923i,0.00051006+2.0252e-05i,0.00053956+0.0001879i,0.00038682+2.941e-05i,0.00080387-0.00052691i,0.00070586-0.00031391i,3.8412e-06+3.7414e-05i
0.00094698-0.0035314i,-0.001476-0.0022076i,-0.0032556-0.00093736i,-0.0031697+0.00020342i,-0.002078+0.00060691i,-0.001215+0.00099999i,-0.00061629+0.0010261i,-0.00036733+4.2504e-05i,-0.00054067-0.00064582i,-0.0006619+0.00019121i,0.00029121+0.0004103i,0.00077337+1.8385e-05i,-7.0195e-05+0.00024999i,-0.00044171+7.0096e-05i,-0.00059888-0.00034579i,-0.0005456-0.00053054i,-7.5107e-06-6.7028e-05i,0.00035938+0.00062387i,7.1298e-05+0.00046803i,-0.00011708+3.2031e-05i,-4.0227e-05-0.00025424i,0.00010348+0.00016742i,-0.00010347+0.0003253i
0.00010517-0.00064442i,-0.00031886-0.0014975i,-0.00075015-0.0010336i,-0.00048864-0.0012393i,-0.00043756-0.00097597i,-0.00075092+0.00042919i,-0.0007543+0.0011116i,-0.00020382-1.6552e-05i,0.00021323-0.00077047i,0.00018866-0.00088445i,-0.00024536-0.00046741i,8.1735e-05-0.00014295i,0.00073569-0.00040135i,0.00048937-0.00014938i,0.00029228+0.00019182i,0.00063109+0.00028796i,-0.00033159+0.00070718i,-0.00054733+0.00041529i,-0.00025982-0.00042716i,-0.00042395-0.00014128i,-6.7319e-05+0.0011337i,1.2355e-06+0.0016916i,0.00031702+0.0011056i
-0.00063755+0.00075242i,0.00033375+0.0020959i,-0.00047634+0.0029274i,-0.0008285+0.0023327i,4.1471e-05+0.00098986i,0.00058543+0.00094134i,0.00058577+0.00029873i,-0.000231-0.0012645i,-0.00049214-0.0017314i,-6.6399e-05-0.0024027i,0.00075895-0.0017764i,0.0011965-0.00018231i,0.00032409-4.3879e-05i,-0.00012377-5.4771e-05i,-0.00014224+0.00022306i,-0.00031737+0.00090616i,-0.00036178+0.001437i,-0.00092439+0.0002657i,-0.0014332-0.0005569i,-9.7868e-05-0.00028575i,0.00075688-6.1994e-05i,0.00024112-0.00050707i,6.5406e-05-0.00077853i
-0.0013263+0.00031016i,-0.000926+0.00018413i,-0.00121+0.0008784i,-0.00094612+0.0011842i,5.4666e-05+0.00089593i,0.000585+0.00089055i,0.00017523+0.00051094i,-4.709e-05+3.3153e-05i,0.00034616-0.00063459i,0.00062609-0.00065122i,0.00086952+0.00018034i,0.00058143+0.00076032i,0.00037578+0.00062391i,-2.7442e-05+0.00029763i,-0.00029688+0.00018461i,-0.00036352+1.9361e-05i,-0.0002952-0.00030677i,-0.00069298-0.00046056i,-0.00048035-0.00046002i,0.00044007-0.00028658i,0.00047683+0.00036842i,-0.00015508+0.00065502i,-5.9679e-05+0.00032438i
-0.0011237-0.0012267i,-0.00010101-0.0014561i,0.00034297-0.0016192i,-0.00082619-0.0013407i,-0.0021177-0.00022915i,-0.0021737+0.00035182i,-0.0013834+0.00058144i,-0.0010248-0.00029359i,-0.00077291-0.0013845i,-4.464e-05-0.001012i,0.00057399-0.0010059i,0.00037492-0.00041156i,0.00021362+0.00022497i,0.00022181-0.00033694i,0.0007144-0.0004836i,0.00083352-0.00024812i,1.4502e-06-0.00067561i,0.0001935-0.0011736i,-5.9746e-05-0.00033092i,-0.0007014+0.00083714i,-0.00071512+0.00031889i,-0.00071654-0.00033018i,-0.00044635-0.00015574i
0.00075793-0.00032198i,-0.00043763-0.00082377i,-0.0013374-0.0012814i,-0.00061872-0.0005023i,-0.00037567-3.9618e-05i,-0.00026216+0.0004429i,0.00045977+0.00061277i,0.00020072+0.00030341i,-0.00054535+8.9841e-06i,-0.00079794+2.4398e-05i,-0.00051236-1.9047e-05i,0.00015925-0.00031577i,0.00063067-0.00021691i,0.0002009+0.00018464i,6.8959e-05+0.00012372i,0.00024827+4.3303e-05i,-5.7177e-05-0.00013104i,-0.00021337-0.0001994i,-0.00032662-0.00048563i,-0.00048906-0.00037041i,-2.3022e-05-0.00042559i,0.00039886-0.00011056i,-0.00014756+0.00017052i
0.00012542+0.00043515i,0.00087395+0.00042607i,0.00084395-0.00017579i,-0.00017292-0.00088451i,-0.00081662-0.00094342i,-7.5346e-05-0.00049338i,0.00030476+0.0006935i,-0.00047379+0.0013166i,6.6824e-05+0.00099196i,0.0011872+0.00024487i,0.00081791-0.00020568i,3.9404e-05-9.657e-05i,0.00019285+0.00029313i,0.0010536-0.000148i,0.00091007-0.00025487i,0.00033295-0.00023184i,0.00041582-0.00058122i,0.00049531-0.0006774i,0.00054852-0.0006616i,0.00016334-0.0011321i,-0.00032784-0.0011197i,-0.00043982-0.00057882i,-0.00031659-0.00032521i
0.00046323-0.0014988i,-0.001827-0.00098925i,-0.0026973-0.0008893i,-0.0014449-0.00060216i,-0.0010902-0.0003285i,-0.001947-4.5582e-05i,-0.0015897-0.00020932i,-0.00061024-0.00032093i,0.00020861-0.000644i,0.00059494-0.0005109i,0.00039689+0.00037076i,0.00011528+0.00068349i,0.00046192+0.00038351i,0.0010075-0.00045836i,0.0013917-0.00075895i,0.0012072+0.00063982i,0.00013975+0.0010904i,-0.00085085-0.00016269i,-0.00039027-0.00033323i,0.00024226-0.00011193i,0.00020565-0.00078236i,-0.00036196-0.00041203i,-0.00022414+6.0792e-05i
0.0019421+0.0005935i,0.0025684+0.00066542i,0.002422+0.0001681i,0.0010111-0.00051996i,-0.00081046-0.00068027i,-0.0013208+6.1277e-05i,-0.000974+0.00037267i,4.0095e-05-0.00026766i,0.0011484-0.00055249i,0.0010873-0.00038002i,0.00017392+0.00020611i,0.0010051+0.00022044i,0.0014089+0.00023422i,0.00080769+3.7095e-06i,0.0004434-0.00029237i,8.7757e-06-0.00017711i,0.00021368+0.00043861i,0.00027742+0.00061801i,-0.00052361+0.00028128i,-0.00024061+0.00039174i,0.00044767+0.00051439i,0.00048759+0.00061115i,4.9367e-05+0.00092078i
0.0002128-0.0011472i,0.00071003-0.00092525i,0.00045531-0.0011571i,-0.00064169-0.0014855i,-0.00089687-0.00081105i,-0.00068448+0.00029113i,7.6347e-05+0.00076526i,0.00074944-5.3058e-05i,0.00085807-0.0009404i,0.00025858-0.00080086i,-0.0002305+2.1645e-05i,-0.00024251+0.00021699i,2.0773e-05-0.00034312i,0.00024762-0.00044569i,0.00015923+0.00017191i,-0.00042606+0.00066935i,-0.00069469+0.00025394i,-0.00053139-0.00079736i,-0.00072875-0.00051257i,-0.00079077-0.00059168i,-0.00010651-0.00084277i,0.00064375+2.244e-06i,0.00098917+0.0010362i
2.4435e-05-3.0298e-06i,-0.00013942-0.00039993i,-0.00022316-0.00014034i,-1.9191e-05+6.5412e-05i,1.5762e-05-0.00033393i,-0.0005234-0.00088135i,-0.00047321-0.0005409i,-6.7495e-06+0.00038233i,0.00055493+0.0013387i,0.00083984+0.00093896i,0.00043856+0.00015599i,-3.6587e-05+0.00063932i,0.00015312+0.00054684i,0.00026772+0.00015478i,0.00016356+0.00025581i,-8.1455e-05+0.00035906i,3.0306e-05+0.00072549i,0.00012868+0.00099053i,-0.0011787+0.0011927i,-0.0015805+0.0009494i,-0.00090197+8.1909e-05i,-0.00011261-0.00023702i,0.00019318+0.00019179i
-0.00037016-0.00062371i,0.00037848-0.0010253i,0.0010535-0.0011169i,-5.5042e-05-0.00038221i,-0.00074238+0.00052344i,-0.0005043+0.00052863i,0.00017688-0.00023906i,-2.5826e-05-0.00055902i,-0.00073497-0.00014122i,-0.00097371-9.8809e-05i,-0.00066215+0.00034736i,0.00021083+0.0011569i,0.001207+0.0012343i,0.0018121+0.00092804i,0.001176+0.00023291i,0.0004648-0.00041391i,0.00013339-0.00048149i,-5.8168e-05-0.00051719i,-0.00025611-0.00033094i,-0.00037531-0.00065892i,0.00020992-0.00088697i,-0.00021959-0.00056167i,-0.00034785-0.00043433i
1.9921e-05-0.0012292i,-0.00076316-0.0018893i,-0.00085924-0.0014014i,-0.00012529-0.00056592i,0.00039443+0.0001003i,0.0003265+0.00047456i,-3.9099e-05+0.00039544i,-0.00010054-0.00025448i,-0.00028139-0.00049147i,-0.00091339-0.00036449i,-0.0010137+9.984e-05i,-0.00057659+0.00052137i,-0.0006611+0.00031914i,-0.00045932-2.7773e-05i,-0.00029625-3.4027e-06i,-0.00056931+0.00017063i,-0.0010849-0.00030724i,-0.000814-0.00045096i,-0.00078485+3.2138e-05i,-0.00097054+0.00026039i,0.0001587+0.00055417i,0.00058301+0.00054961i,0.00045141+0.00036185i
0.0009392+0.00063276i,0.0014555-0.00036804i,0.0010831-0.00011996i,0.00066842-0.00035085i,0.00064157-0.00060833i,-0.00044233-0.00081555i,-0.0012311-0.00064294i,-0.0011155+0.00048898i,-0.00043315+2.7013e-05i,0.00076811-0.0012334i,0.0012358-0.00092574i,0.00053191+0.00010777i,0.00057383+0.00033887i,0.00066909+0.00040001i,0.0001951+0.00045798i,-0.00023939+0.00070436i,4.6455e-05+0.00061064i,0.00050865+2.0984e-05i,0.00030589-0.00039059i,0.00022586+0.00030198i,-0.000183+0.00057674i,0.00015604+0.00066617i,0.00026704+0.00019434i
-0.0021324+0.0018271i,-0.00056937+0.001511i,-6.3543e-05+0.0016848i,0.00037646+0.0019611i,0.00099624+0.00131i,0.00057145+0.00024354i,-7.816e-05-0.00086065i,-0.0005994-0.0010847i,-0.00025544-0.00028277i,0.00042157+0.00014509i,0.00065685+0.0001384i,0.00086618-0.00019671i,0.00060746+6.82e-05i,0.00081992+0.00043724i,0.0012469+0.00064713i,0.00097173+0.00075137i,0.00010644+9.9048e-05i,0.0002139-0.00049101i,7.6459e-05-0.00054504i,0.00010075-0.00050901i,0.00070891-0.00030679i,0.00015684-0.00065798i,-0.00035135-0.00063064i
-0.0016994-0.00066663i,-0.0015206-0.00082154i,-0.00077304-0.00056081i,-0.0007719+0.00018486i,-0.000407+0.00050956i,7.653e-05-2.7393e-05i,-0.00036553+0.0002855i,-0.0010045+0.00098189i,-0.00081273+0.00067035i,-0.00048636+0.00043283i,-0.00024197+0.00045132i,0.00050271+0.00041187i,0.0011574+0.00089183i,0.00039612+0.00048833i,-0.00021889-0.00039408i,-0.00035223+1.882e-05i,-0.0006986+0.00037396i,-0.00070346-7.9394e-05i,-0.00089954-0.00010469i,-0.0012363+0.00030302i,-0.00086356+0.00020188i,-0.00022596+0.00017621i,0.0004597+1.7743e-05i
0.0015196-0.00084645i,0.0018138-0.0010363i,0.00092126-0.00076107i,-0.0005952-0.0011874i,-0.001056-0.0014247i,-0.0005381-8.9461e-05i,-0.0011661+0.00079693i,-0.0011212+0.00013728i,-0.00041048-0.00035476i,-0.00031383-0.00027784i,-0.0005986+0.00045295i,-0.00040956+0.00039622i,0.00023221-0.00017308i,0.00088927-0.00093046i,0.0010475-0.0011202i,0.0010099-0.00021875i,0.00084619+0.00019789i,0.00036292+0.00026383i,0.00012168-0.00012837i,-0.00027451-0.00070328i,-0.00013466-0.00077108i,0.0006778-0.00029508i,0.00064946+0.00072939i
-0.00099938+0.00047077i,-0.00098347-0.00025246i,-0.00022273+3.7656e-05i,-0.00016489+0.00061072i,-0.00052007+0.00012455i,-0.0011763-0.00053045i,-0.00057631+0.00041436i,0.00031035+0.00056095i,0.0003086-0.00015054i,0.00079651-2.8493e-05i,0.00065685+0.00027503i,-4.1929e-05+2.2145e-05i,-0.00027246-0.00060754i,0.00021482-0.00059828i,0.00061123+5.8034e-05i,0.00059961+1.5815e-05i,0.00045161-0.00059636i,0.00022873-0.001473i,4.9125e-05-0.0015153i,0.00024617-0.00094051i,0.00047539-3.4151e-05i,0.00036345-3.8397e-05i,0.00029599-0.00054053i
-0.0012645-0.0010702i,-0.00087802+0.00079806i,-0.0007708+0.0013058i,-0.0012172+0.0010345i,-0.00074596+0.0019021i,0.00037054+0.0022035i,0.00025934+0.00068781i,-0.00098813-0.00062034i,-0.0015239-0.00077268i,-0.0013848-0.00016533i,-0.00081865+0.00029157i,1.2367e-05-0.00021998i,-3.9193e-05-0.0004002i,-0.0010057-7.1082e-05i,-0.0012978-0.00055367i,-0.00057439-0.00059356i,-0.00040197-2.6161e-06i,-9.2753e-05+0.0008809i,0.0007368+0.00039818i,0.0011522-0.00053782i,0.00052092-3.7742e-05i,0.00046912-0.00013814i,0.00049007-0.00037781i
-0.00044628+0.001662i,0.0008353+0.0012995i,0.0010453-6.8954e-05i,0.00027486-0.00065868i,-0.00025083-0.00069042i,-0.00023064-0.00038112i,-0.00035733+0.00012976i,-0.00069238-0.00066781i,-0.00036348-0.0010379i,-0.00011951-0.00040236i,4.0762e-05+0.00021297i,0.00040157+0.0005674i,0.00052129+0.00081411i,0.00082514-2.3697e-05i,0.00083361-0.00060112i,0.00019204-0.00015565i,-0.00052876+4.2814e-05i,-0.00081582+0.00022322i,-0.0010082-0.00027798i,-0.0002773-7.3972e-05i,0.00026387+6.9936e-05i,-0.00015124-0.00031857i,0.00011287-0.00048144i
-0.00056524-0.00053601i,-0.00067962-0.001566i,0.00016026-0.00030836i,0.00058733+0.00074658i,0.00063444-0.00022179i,-6.2745e-05-0.0015028i,-0.00052676-0.001212i,-0.00066385-0.00029676i,-4.245e-05+0.00018464i,8.0123e-05+0.00059315i,-5.6911e-05-0.00043281i,7.5741e-05-0.00069091i,0.00017224-9.4931e-05i,0.00045223-0.00026104i,0.00034511-0.0007559i,0.00050756-0.00047713i,0.00029647+0.00048207i,2.7907e-05+0.0010761i,0.00037205+0.00044689i,0.00097162+7.0851e-05i,0.00047404-7.2548e-05i,-0.00056811-0.00036206i,-0.0010012-0.00038313i
0.0014239-0.0012689i,0.0022535-0.0010316i,0.0015983-0.0012697i,0.00026907-0.0014372i,-0.00076892-0.001144i,-0.0012471-0.00011113i,-0.00048928+0.00011739i,-0.00015141-0.00010761i,-0.00067963-0.00029342i,-0.00020995-0.00068623i,0.00027794-0.00079254i,0.00077087-0.0003614i,0.0013769+0.00012476i,0.00050879+0.00013168i,7.2465e-05+0.00017062i,0.0002858+0.00030422i,-3.0903e-05+0.0001893i,-0.00027204-0.00019631i,-0.00065476-0.0011696i,-0.00085206-0.00115i,-0.00020155-0.00045813i,0.00049638+0.00037218i,9.5557e-05+0.00040396i
-0.00081161-0.00089892i,-0.00032071-0.00086577i,-8.9225e-05-0.0010564i,-0.00067213-0.0010613i,-0.00033166-0.0003499i,0.0005979+0.00033534i,0.00034848+0.00076498i,-0.0008737+0.00093263i,-0.0011852+0.00094385i,-0.00053394+0.00065688i,0.00025743-9.1493e-05i,0.00075162-0.00056433i,0.0009077-0.0004284i,0.0013831+0.00010024i,0.00099951+0.00019535i,0.00051707-0.00021189i,0.00027701-0.00027169i,-1.2956e-05-7.7647e-05i,0.00065069+0.00012168i,0.0011592-7.2731e-05i,-3.302e-06-0.0001054i,-0.00029812+4.583e-05i,0.00048386-3.8674e-05i
-0.00064065-0.00062369i,-0.0010201+0.00014558i,-0.00076321+0.0014006i,-0.00033692+0.0017181i,-0.00017062+9.6048e-05i,0.00042061-0.0011369i,0.00019036-0.0014369i,-0.00012298-0.0014726i,-0.00040511-0.0009348i,-0.0002906+0.00048296i,1.1255e-05+0.0013814i,-0.00011857+0.00077369i,9.058e-05-0.00037565i,0.00057221-0.0009962i,0.00062713-0.00071211i,0.00027079-0.00056027i,0.00090005-0.0006324i,0.00055793+2.1386e-06i,0.00020304-0.00019765i,0.00059425-0.00082604i,0.00044179-0.00070193i,0.00047488-8.3182e-05i,0.00053853-0.00013848i
0.00020245+0.00054702i,0.0008679-0.00037752i,0.0012861-0.00089562i,0.00085007+0.00020489i,-0.00012928+0.00050911i,-0.0012049+0.00026904i,-0.0011591-7.9449e-05i,-4.7114e-05-0.00069864i,8.9061e-05-6.1828e-06i,-0.00083018+5.069e-05i,-0.00027302-0.00050748i,0.00061968-0.00025259i,0.00023035-0.00025688i,-0.00014195+5.8808e-05i,6.0946e-05+2.5735e-05i,0.00034628-1.5922e-05i,-0.00012974-0.00023775i,-0.00089246+0.000192i,-0.0010606+0.00014457i,-0.0003472-0.001053i,0.00026013-0.00085893i,0.00035945+0.0003882i,0.00052134+0.00093593i
-0.00062112+0.0007028i,0.00013056+0.00065749i,0.0010599+0.00050907i,0.0018746+4.4483e-05i,0.0023151-0.0006076i,0.0014696-0.0012106i,-0.00039186-0.00078488i,-0.0013919-0.00026663i,-0.0005262-0.00052516i,0.00086301-0.00083872i,0.00074017-0.00043437i,-0.00010565+5.2406e-05i,-0.00010358+1.2878e-05i,-8.9927e-05-0.00041066i,-0.00020379-0.00078605i,-0.00035641-0.00099614i,0.00018841-0.00056774i,0.00085179-4.7806e-05i,0.00085143-0.00010023i,7.9677e-05-0.00019218i,-0.00032441+0.00015064i,-0.00040593+0.00090917i,0.00023652+0.0013564i
-0.00066442+0.00037823i,-0.0012224+0.00046785i,-0.0018295+0.0014134i,-0.00084268+0.0020737i,0.00043976+0.00089976i,0.00064233+0.00015514i,0.00045874+0.0003354i,0.0004434-0.00031667i,-9.266e-05-0.00075364i,1.2983e-05-7.5386e-05i,0.00050218+0.00052746i,0.00093475+0.00033028i,0.0011525+1.705e-05i,0.0011418+3.6909e-05i,0.0010203+0.00010873i,0.00073235+3.7172e-05i,0.00058187-4.135e-05i,0.00032364-0.00042798i,0.00018358-0.00043595i,-0.00039392-0.00046368i,-0.00064295-0.00059747i,0.0002336-2.2513e-05i,9.083e-05-0.00013344i
-0.0015998-0.0014371i,-0.00090188-0.00052491i,-0.00033893+0.00023821i,-0.00070806+0.0013071i,-0.0013481+0.00060017i,-6.6442e-05+0.00016091i,0.00076102+0.00060393i,0.00015192-0.00054811i,-0.00048725-0.0020424i,0.0001123-0.0014507i,0.00073641+5.3838e-05i,0.00068027+0.00053428i,0.00034311+0.00027866i,0.00020964-0.00046669i,0.00016464-0.00040682i,-0.00023581-0.00022841i,-0.00078193+0.00028044i,-0.00056249+0.00029573i,0.00051534+0.00033699i,0.00041403+0.000687i,0.00045179+0.00027575i,0.00022039-0.00064734i,-0.00029605-0.00077487i
-0.00033576-0.0011684i,-0.0011269-0.00097624i,-0.0014096-0.00063964i,-0.00089998+7.9406e-05i,0.0004253+0.0010127i,0.00048659+0.0007165i,-1.0265e-05-0.00071526i,-0.00010288-0.00109i,-5.279e-05-0.00071125i,0.00029462-0.0003638i,0.0004756-0.00023224i,0.00071368-3.9693e-06i,0.00060499-1.9502e-05i,-3.1327e-05+0.00021983i,6.0179e-05+0.00039019i,0.00058587+1.0088e-05i,7.8736e-05+0.00011627i,-0.000395+0.00019016i,0.00018488+0.00032622i,0.00028811+0.00042911i,0.00046363+0.00015249i,-6.8651e-05+0.00030237i,-0.00058979+0.00089744i
-0.00070193+0.00060833i,-0.00034673+0.00044221i,-0.0008399+9.272e-05i,-0.0013425+0.0001504i,-0.00073712+0.00019283i,0.00014271-0.00020605i,0.00037986-0.00075945i,-1.2369e-05-0.00095153i,-0.0010831-0.0008273i,-0.00099466+0.00032707i,-0.00075152+0.00077326i,-1.8318e-05+9.8876e-05i,0.00034854+6.8667e-05i,0.00050593+0.0001585i,0.0010169-0.00039946i,0.00085664-0.0001693i,0.00046851+0.00049903i,2.7217e-08-5.5832e-05i,-0.00012408+0.00014658i,-0.00016707+0.00079082i,1.7302e-05+0.00064949i,4.9816e-05+0.00043504i,-0.00013951-0.00030366i
0.00037222-0.0017211i,-0.00068282-0.0019124i,-0.00096289-0.0018624i,-0.0016921-0.00013209i,-0.0027485+0.0010669i,-0.0025189+0.0012575i,-0.0011956+0.0007704i,-0.00038225-0.00025049i,-0.0002095-0.00051873i,3.4505e-05+1.1682e-05i,0.00014499-1.7147e-05i,0.0001351+0.00011204i,0.0006188+0.00033394i,0.00068782-0.00079764i,0.00073397-0.0014237i,0.00051832-0.00072754i,-8.6972e-06-0.00010482i,0.00029582+0.00059523i,0.00053524+0.00048971i,0.00040935+0.00028472i,-0.00029322+0.00015513i,-0.00027916+0.00031748i,0.00013053-7.1917e-06i
