-0.0014813-0.00062558i,-0.00059578-0.00067284i,-0.00037504-0.00032552i,-0.0015089+0.0011487i,-0.0019874+0.0019465i,-0.0014372+0.0011723i,-0.00068116+0.00046855i,0.00094747+0.00088064i,0.0020655+0.0014607i,0.001985+0.00088582i,0.0015059+0.00024117i,0.0014155+0.00045252i,0.001305+0.00054583i,0.00095327+3.0717e-05i,0.00053166-0.00031379i,-0.0004194+0.00019825i,-0.00070459-0.00010795i,-0.00047363-0.00036598i,-0.00044163-0.00058857i,1.3125e-05-0.0011762i,0.0003348-0.00098942i,0.00072229-0.00015266i,0.00048853+0.00019752i
0.0037591+0.00079533i,0.002321+0.00054699i,0.0016901+0.00029151i,0.0017594+0.00022573i,0.0014033+0.00022174i,0.0002007+0.00055768i,-0.00089281+0.00028098i,-0.00027967-0.00098975i,0.00065492-0.0017957i,0.00039529-0.0012191i,-0.00035183-0.00015878i,-0.00060974+0.00027245i,-9.9067e-05-0.00035068i,-2.4708e-05-0.00097754i,-0.00062899-0.0010548i,-0.00063082-0.0013559i,-0.00039513-0.00088484i,-0.00012754+0.00031183i,0.00038159+0.00063208i,3.8586e-05+0.00049574i,-0.0007326+0.00024632i,-0.00042935+0.00040328i,-1.717e-05+0.00045464i
-0.0019536-0.001017i,-0.0020254+0.00092366i,-0.0025646+0.0017534i,-0.0012432+0.001844i,0.00032408+0.0012603i,0.00077116+0.00065428i,0.00057036+0.00019625i,0.00062148-0.00038998i,0.0002356-0.00073995i,-3.8778e-05-0.0005779i,-0.00061113+9.2166e-05i,-0.00072588-0.00042035i,9.4689e-05-0.00065114i,6.9928e-05+0.00012418i,-6.9589e-06+0.00011034i,0.00092108-0.00034917i,0.00076319+0.00029623i,-9.3129e-05+0.00038879i,0.00055126+3.2737e-05i,0.00089304+0.00042968i,0.001021+0.00047454i,0.0014061+0.00063578i,0.00063747+0.00021037i
-0.00057802-0.0012901i,-0.00054711-0.0014574i,-0.00071242-0.00061473i,-0.00077847+0.00048982i,-0.00063565+0.00057979i,-0.00056671-0.00063761i,-0.00064635-0.0016851i,0.00026871-0.0013289i,0.00088253-0.00049062i,3.4875e-05+0.00023804i,-0.00025963+0.0001257i,0.00023104-0.00092181i,0.00086274-0.0011396i,0.00016327-0.00019128i,-0.0010512-4.5977e-05i,-0.0010515-0.00012205i,-0.00036679+0.00051999i,-0.0004918+0.00083689i,-0.00038282+0.00089102i,-0.0002638+0.00080983i,-3.3609e-05+0.00041988i,0.00034079+9.9044e-05i,0.00019165-0.00021241i
0.0017967+0.00075208i,0.0017004+0.00031371i,0.0011484-0.00032694i,0.0002192-0.00014397i,-0.0001621-0.00027636i,0.00031017-0.00085966i,0.00023584-0.00095559i,-0.00062348-0.001147i,-0.00035785-0.00097349i,-0.00018462-0.00025098i,-0.00020375+0.00011918i,0.0005862-1.7872e-06i,0.00056286+2.2503e-05i,4.8604e-05+5.6713e-06i,4.9969e-05+9.859e-05i,-0.00032852-6.8253e-05i,-0.00013173-0.0005559i,-0.0002735-0.00041909i,-0.00031594+4.1984e-05i,-0.0004623+0.00073826i,-0.0006125+0.00049842i,-0.0003138-0.00031226i,-7.1671e-05-2.8859e-05i
-0.00030167-0.00020338i,-5.3487e-05+0.00021268i,-0.00047182+0.0010358i,-4.6159e-05+0.001343i,0.00026995+0.0012228i,-4.282e-05+0.00081305i,0.00044694+0.00065723i,0.00089039+0.00059371i,0.00082633+0.00033195i,0.00078796-0.00022414i,0.00039993-0.00061598i,-2.7367e-05-0.00043496i,-0.00015989-0.00025597i,-0.00021332-5.6742e-05i,-0.00062285-0.00013004i,-7.3466e-06-0.00034391i,0.00070211-0.00037993i,4.311e-06-0.00075134i,-0.0004121-5.8739e-05i,0.00010496+6.6009e-05i,6.4981e-05-0.00053296i,-0.00051391-0.00044275i,-0.00029796-8.7528e-05i
0.00052936-0.00098159i,4.0057e-05-0.00093018i,-0.00034163-0.00011036i,-0.00050958+0.00057028i,-5.5788e-06+0.0003085i,0.00032846-0.00026879i,-0.00010486-0.00078883i,-0.00028778-0.0010106i,-0.00043053-0.00027805i,-0.00031991+0.0008266i,-0.00041217+0.00051655i,-0.00014542+2.092e-05i,0.00021693-0.00060651i,0.00085372-0.0012547i,0.0016011-0.00086179i,0.0012274-0.00026372i,0.0014767-0.00068205i,0.0014391-0.00088324i,0.00051295-9.2074e-05i,-0.00013797+0.00019054i,-0.00049024+1.7808e-05i,-0.00012391+3.9675e-06i,0.00055422-9.5666e-05i
-0.0025865+0.0012642i,-0.0022169+0.0017547i,-0.0013364+0.0038387i,-0.00068008+0.0045404i,0.00058245+0.0025085i,0.00092584+0.00020066i,0.00089368-0.00038111i,0.00080055-0.00035515i,0.00055928+1.0751e-05i,0.00041745+0.00043515i,0.00061833-6.55e-05i,0.00071544-0.00087245i,-0.00021924-0.0013772i,-0.00042644-0.001391i,0.00041738-0.00013275i,0.00049552+0.0010169i,2.1496e-05+0.00047897i,-0.00034068-0.00034729i,-4.3836e-05-0.00068571i,0.00041152-0.00053567i,0.00048609+0.00031078i,0.00021368+0.00059048i,0.00024595+0.00026988i
0.00091737-0.0018026i,-0.00081973-0.00090319i,-0.0012116-0.0013866i,-0.0012271-0.0012544i,-0.001489-0.00042914i,-0.0020494+0.00013931i,-0.0016733-0.0001336i,-0.00025378+5.1074e-05i,-0.00052492-0.00014233i,-0.0011761-0.00067505i,-0.00029809-0.00091956i,0.00073497-0.00093767i,0.00085485-0.00048761i,0.00044961-0.00056099i,0.00016294-0.00047008i,0.00028224-0.0002344i,0.000762-0.00011174i,0.00091223-0.00030472i,0.0007499-0.00049112i,0.00046536-0.00079249i,-0.00037275-0.00062723i,-0.00078638+8.4748e-05i,-0.00017154+6.6186e-05i
-0.00018214-0.0012269i,-0.00062366+0.00028152i,-0.0010632+0.00048686i,-0.00088359+0.00051666i,-7.2649e-05+0.00097389i,0.00026792+0.00078305i,0.00037589-0.00071825i,0.00016854-0.00095622i,8.6446e-05-0.0010807i,0.00043278-0.0014526i,4.8478e-06-0.0010217i,6.4535e-05+1.5764e-05i,-0.00033196+0.00089625i,-0.0005199+0.00086141i,8.86e-05-0.00019155i,0.00023312-0.00076289i,0.00039658-0.00067784i,-0.00017008-0.00028921i,-0.00047972-1.7177e-05i,0.00015841+8.8678e-05i,0.00033781+8.54e-05i,-0.00034597-0.00037976i,-0.00052722-0.00059157i
0.0012581+0.0014201i,0.0013+0.0022872i,0.0015592+0.0017185i,0.001312+0.0011168i,0.00071444+0.0014127i,0.00056307+0.00094549i,0.00014788+0.0005642i,0.00030502-0.00012241i,0.00057656-0.0015416i,-7.2332e-06-0.0014139i,-0.00065017-0.00028713i,-0.00040729+0.00031698i,0.00050091-7.7471e-06i,0.0012795-0.00052878i,0.00050652-0.00093402i,-0.00063821-0.00052644i,-0.00032791+6.8528e-05i,0.00066764+4.8621e-05i,0.00080736-8.9612e-05i,0.00039538+0.00014667i,0.00027269+0.00028768i,-7.2445e-05+9.7446e-05i,-0.0001531+0.00025369i
-0.00093595+0.0017253i,-0.0013196+0.0024708i,-0.001472+0.0029781i,-0.00076724+0.0025145i,0.000552+0.0008003i,0.00050277-0.00046695i,-0.00029376-0.00060561i,-0.00047959+5.7499e-05i,-0.00046248+1.1508e-05i,-0.00052619-0.0007558i,-0.00037163-0.00042014i,-0.00024872-0.00021349i,-1.15e-05-3.9264e-05i,0.00077248-0.00012457i,0.00067211-0.0013341i,-0.00021565-0.0013597i,3.2121e-05-0.00055959i,0.00036881-0.00045636i,-0.00030623-0.00034296i,-0.00099313+0.00056796i,-0.0012092-1.0461e-05i,-0.00061391-0.00063069i,-0.00011435-0.00044319i
0.0017459+0.00025201i,0.0014457+0.0011975i,0.0017905+0.0012358i,0.00046201+0.0012242i,-0.0011761+0.0011802i,-0.001116+0.00054299i,-0.00037373+0.00017309i,-0.00050234+0.00022993i,-0.00011221+0.00020592i,0.00092186-0.00047145i,0.0011932-0.0010998i,0.00088939-0.00026661i,0.00035709+0.00043343i,0.00020359+0.00055497i,0.00020949+0.00041229i,-0.00033233+0.00029417i,-0.00045365+0.00034976i,-0.00040012+0.0003593i,-4.9548e-05+9.7004e-06i,0.00044756+8.3319e-05i,0.00045553+0.00027164i,-0.00019617-0.0004887i,-0.00042877-0.00097382i
0.0002337+0.0030651i,0.0008001+0.0028101i,0.0014806+0.0019398i,0.00015796+0.0013008i,-0.00055492+0.0012447i,4.664e-05+0.00034745i,-0.00015354-0.0010245i,-0.00085248-0.00082032i,-0.00096809-0.00051692i,-0.00016611+3.3653e-05i,0.00041201+0.00047815i,7.1967e-05+0.00033976i,-0.00048184-0.00025245i,0.00011638-0.00091701i,0.00058346-0.00075166i,0.00032285-0.00055757i,-0.00016043-0.00039113i,-1.7168e-05-0.00018884i,0.00040925-0.00056308i,0.0011637-0.00094294i,0.0018364-0.00050411i,0.0015778-8.4794e-05i,0.00087324-0.00041015i
-0.00029692-0.00094389i,-0.0018727-0.00058024i,-0.0021437+0.00093891i,-0.00028862+0.0023737i,0.0011742+0.0018178i,0.00075739+0.0007016i,0.00032117-0.000103i,-0.00012792-0.00059816i,-0.00046723-0.00019286i,1.1873e-05-0.00019018i,0.00057937+0.00046369i,9.0073e-05+0.00056813i,-0.00070949+2.71e-05i,-0.00068458-0.00074948i,-0.00021745-0.00066813i,-0.00029519+0.00011651i,0.00011458+0.00015311i,0.00047526+0.00020778i,-1.5005e-05+0.00018609i,-0.00043307+0.00042548i,-0.00060271+0.00075571i,-0.00034844+0.00046916i,0.00013201+9.2148e-05i
0.0010395+0.00092125i,0.0012518+0.0016796i,0.00068862+0.0020762i,-0.0001099+0.0022873i,-0.00082145+0.0013693i,-0.00070462+0.00022135i,-0.0011588-0.00098571i,-0.00082587-0.0010841i,-0.00013495+0.00022816i,-0.00041744+0.00055854i,-7.6953e-05+0.0006364i,0.00041542+0.00041015i,0.00089344-0.00015356i,0.00071385-0.00060429i,0.0005624-8.6778e-05i,-3.9587e-05+0.00025819i,-0.00095148-0.00044123i,-0.00053204+0.00043373i,-0.00048135+0.0011465i,-0.0010959+0.00056606i,-0.000896+0.00020857i,-0.00027701+0.00052658i,-6.9209e-05+0.00061589i
-0.0027321+0.00084002i,-0.0044573+0.0010562i,-0.0041349+0.0010303i,-0.0029986+0.0020397i,-0.0011054+0.0022991i,0.00034218+0.0013068i,0.00049565+3.8295e-05i,8.3928e-05-0.00037443i,-0.00073462-0.0003385i,-0.0011364-0.00058562i,-0.0013515-0.00025908i,-0.0013594-5.1452e-05i,-0.00047369-1.1518e-05i,0.0001591+0.00051611i,0.00087469+0.00033106i,0.0013647+0.00024602i,0.0011724+0.00062862i,0.0012671+0.00044519i,0.001271+0.00027692i,0.00061668+0.00068341i,0.0007598+0.001469i,0.001048+0.00059975i,0.00067041-0.00040276i
-0.00048435-0.0012972i,0.00019876-0.0009769i,-0.00024685-0.00018085i,-0.00029819+0.00082794i,0.00037624+0.00075963i,0.00084615-5.3433e-05i,0.00078145+0.00031928i,0.00014761+0.00014328i,-0.00045286-0.00079378i,-0.000738-0.0011434i,-0.00031356-0.00099297i,0.00041847-0.0010017i,0.00065485-0.00084315i,0.00017057-0.00026936i,-0.00012054+6.8424e-05i,7.3314e-05-5.4372e-07i,0.00025629+0.00019347i,0.00076892+0.00021542i,0.00047304-8.5632e-05i,0.00037787-0.00057852i,0.0008026-0.00042449i,0.00037382+0.00058706i,-0.00040171+0.00092925i
-0.00050144+0.0010324i,-0.0011474+0.0017407i,-0.0023746+0.0029723i,-0.0015591+0.0034843i,0.0003499+0.0021024i,0.0010328+0.00021014i,0.00091359-0.0013792i,0.00030177-0.0016699i,-1.9382e-05-0.00049405i,0.00047174+2.4097e-05i,0.00064476+0.00049627i,0.00025319+0.00075663i,-0.00020263+6.5058e-05i,0.00060106+0.00027623i,0.00090453+0.00073816i,0.00020054+0.00023615i,-0.00051487+4.4665e-05i,-0.00029435-0.0001332i,0.00061781-9.8963e-05i,0.00030841+0.00065728i,0.00043349+0.00044113i,0.00077455-0.00048686i,0.0010578-0.00029466i
-0.0018308+0.0021452i,-0.00077986+0.0019511i,0.00052314+0.0027221i,0.00069458+0.0021076i,0.001068+0.0013506i,0.00013058+0.00080438i,-0.00049028+0.00021821i,0.00010907-0.00038795i,8.6555e-05-0.00071256i,7.4226e-05-0.00026953i,0.0003204+0.00041983i,0.00045597+0.00094435i,0.00056944+0.00023043i,0.00059747-0.00053384i,0.0008552-0.00022379i,0.0010015+5.5059e-05i,0.00073399-0.0001448i,-1.6836e-05-0.00019937i,-0.00016393-1.6167e-05i,0.00052049-0.00031871i,0.00077816-0.0011173i,0.0009177-0.0010887i,0.001054-0.00078996i
-0.00094995-0.0026352i,-0.00090637-0.00093742i,-0.0020204+0.00026248i,-0.0022584+0.0017852i,-0.0015104+0.0019292i,-0.00083356+0.0003195i,-0.00034008-0.000381i,0.00012199-0.00043773i,0.00043058-0.00036928i,0.00025146-0.00044104i,-0.00034417-0.000754i,-0.00019031-0.00070715i,1.162e-05-0.00016748i,-3.2934e-05+0.00059955i,0.00032094+0.0012775i,-8.9278e-05+0.0012178i,0.00043067+0.0014206i,0.0011369+0.0013412i,0.00089874+0.00036248i,-2.8633e-05-5.4229e-05i,-0.00013081-0.00018206i,-0.00025059-0.00087843i,-0.00081358-0.00056019i
0.0006588-0.00065492i,0.00019855-2.3648e-05i,-0.00072105+0.00031906i,-0.0016427+0.00054905i,-0.0010985+0.00066605i,0.00035137+0.00021731i,0.0013107-0.00045683i,0.0010589-0.00023283i,0.00022242+0.00015589i,-0.00011961-0.00018533i,-0.00062328-0.00060443i,-0.00013732-0.00099575i,-9.3747e-06-0.0011804i,-5.0712e-06-0.0010001i,0.00041288-0.00016279i,0.00042056+0.00034793i,0.00035006+0.00011888i,0.00036451+0.00028174i,-8.7795e-05+0.0011683i,-0.00042326+0.00099319i,-0.00042412+0.0005744i,-0.00029425+6.9553e-05i,0.00035274+0.00076422i
-0.0018727-0.0015718i,-0.0034954+0.00055902i,-0.0044826+0.00044651i,-0.0040252+0.0011431i,-0.0023832+0.0023123i,-0.0010371+0.0018844i,-0.0010557-0.00015555i,-0.0010584-0.001408i,-0.00060268-0.0010628i,-1.1609e-06-0.0011151i,2.1867e-05-0.0011851i,-1.3385e-05-0.00098683i,0.0009614-0.00020606i,0.001442-0.00010678i,0.00066901-0.00047842i,0.00023871-0.0005008i,0.00026892-0.00079901i,0.00011167-0.00067571i,0.00056218-0.0002007i,0.00056076-3.7143e-05i,0.00018964+0.00031041i,-5.5525e-05+0.00040793i,0.00039189+3.4586e-05i
0.00042554-0.00069978i,0.00077003-0.00088109i,4.2016e-05+0.00020388i,0.00029541+0.00060464i,0.00076313+0.00020683i,-0.00084377+0.00014732i,-0.0011633-0.00044307i,-0.00040973-0.000598i,-0.00013783-0.00036228i,-1.1151e-05-0.0010227i,0.00055106-0.00084086i,0.00031412-0.00072895i,-0.0003576-0.00085707i,-0.00070116-0.00056709i,-0.00044346-0.0005201i,0.00012256-0.00058778i,0.00050985-0.00065811i,0.00036912-0.00055625i,-0.00026945-0.00057811i,-0.00019982-0.00066678i,-0.00042421-6.3463e-05i,-0.00061939+7.0179e-05i,-0.0004322-3.116e-05i
0.0020751+0.00095326i,0.0018018+0.0010752i,0.0016924+0.00097004i,0.0008276+0.0011761i,0.00029889+0.00087109i,0.00010453-0.00010149i,-0.00058339-0.00042801i,-0.0014584-2.5867e-05i,-0.00060005-0.00041255i,0.0010838-0.0012573i,0.0013524-0.0011317i,0.00027159-0.00065681i,-0.00043159-0.00056104i,-0.00047474-0.00077971i,-0.0002509-0.00061177i,0.00057242-1.4834e-05i,0.001062+0.00032897i,0.00064941+0.00030747i,0.00063955+1.8297e-05i,0.00063905-0.00040922i,0.0006238-0.00069599i,0.00018017-0.00059579i,-0.00023897-2.6137e-05i
-0.0036074-0.00025978i,-0.0030905+0.00071684i,-0.0023392+0.0029809i,-0.000721+0.0037237i,0.0017001+0.0028088i,0.0019565+0.0019202i,0.00054017+0.00055171i,-0.00027728-0.00051321i,-0.00038259-0.0013802i,-0.00070292-0.0012302i,-0.0010289-0.00077924i,-0.00052608-0.0010038i,-0.0002696-0.00062763i,-0.00057334-0.00037987i,-0.00032293-0.00098155i,5.578e-05-0.0009591i,-0.00025565-0.00026366i,-0.00043238+0.00012309i,-0.00068655+0.00024072i,-0.00073999+0.00011395i,-0.0002578-0.00015813i,-0.00033761-0.00023329i,-0.00017277-0.00069075i
9.714e-05+0.000893i,0.00031026+0.0011707i,-0.00043407+0.0025417i,-0.0001991+0.0027546i,0.0014486+0.0012527i,0.0024274-0.0010262i,0.0013486-0.0021882i,0.00018308-0.001661i,0.00018258-0.00031792i,-0.00049823+0.00031246i,-0.0009391+0.00071747i,-0.00080798+0.00056216i,-0.00047188-0.00032594i,0.00089987-0.0006197i,0.0013222-0.00018325i,0.00015975+0.0001393i,-0.00037331-0.00027448i,-3.1012e-05-0.00087087i,0.00068751-0.0009666i,0.0016134-0.00073291i,0.0013295-0.00056634i,0.00011036-0.00013919i,-0.00063007+0.00045829i
-0.00040991+0.0016498i,-0.00052425+0.0034655i,-0.00038367+0.0037863i,0.00059367+0.0025822i,0.0011956+0.0012964i,0.00016082+0.0005216i,-0.00088786-0.00011806i,-0.0010324-0.00042414i,-0.0011565-0.00012469i,-0.00056258+0.00024272i,-0.00013242+0.00017846i,0.00037056+2.3118e-05i,0.00083971+0.00042164i,0.00056537+0.00013805i,0.00042756-0.00025394i,-1.9573e-07+0.00032318i,-0.00032908+0.00044922i,-0.00061574+0.00028573i,-0.00051355+0.00030759i,0.00011466+9.6243e-05i,0.00012862-2.4873e-05i,0.00078435-0.00078929i,0.0010564-0.0010931i
0.0017-0.0025282i,-0.00017252-0.0020619i,-0.00044654-0.0014776i,-0.00068753-0.0012998i,-0.00065904-0.00078824i,0.00027588-0.00087833i,0.0010689-0.00056858i,0.0010192+0.00061235i,-3.0896e-05+0.00065645i,-0.0013646-8.2693e-05i,-0.001445-0.00058778i,-0.00038018-0.00091714i,0.00033748-0.00068171i,0.00048269-0.00012803i,0.00079434+0.00014965i,0.00032947-6.7086e-06i,-0.0003402+0.00027404i,-0.00060572+0.00076816i,-0.00096902+0.0011716i,-0.00072945+0.00030927i,0.00036801-0.00086264i,0.00084781-0.00050753i,0.00052258-9.2723e-05i
0.00036419-0.0003344i,-0.00084192+0.0010344i,-0.0014347+0.0016753i,-0.0010045+0.0010396i,-0.00020555-6.8479e-05i,0.0001262-0.00018663i,0.00015623-0.00011037i,0.00023159-0.00034549i,0.00024668-0.00074884i,-7.2445e-06-0.0010413i,0.00018139-0.0011612i,0.00063906-0.00098417i,0.00028862-0.0012223i,0.00028059-0.0013722i,0.00015586-0.0017767i,-4.266e-05-0.0018129i,0.00047442-0.00087496i,0.0008041+0.00011406i,0.00042577+0.00016134i,4.1069e-05+0.00021543i,9.4073e-05+0.00025886i,-6.4966e-05+0.00013221i,-0.00025908+0.00019145i
-0.00058012+0.0024499i,-0.0002724+0.0022146i,0.00074233+0.0012722i,0.00099707+0.00035226i,0.0007842+0.00047222i,0.00066795+4.9077e-05i,0.00044048-0.00050035i,0.00020329-0.00056282i,0.000825-0.00029792i,0.00086295-0.00035905i,0.00028984-0.00074583i,0.00029748-0.0010768i,0.00081239-0.00074223i,0.00084591+0.0001884i,0.00012068+0.0003463i,3.7294e-05+9.2401e-05i,0.00027034-0.00011413i,0.0010298+0.000348i,0.0010932+0.0010101i,0.00022294+0.00064977i,-5.2949e-05+0.00016782i,0.00045924-0.00042613i,0.00020973-0.00077946i
0.00056568-0.0013169i,0.00065153-0.00023987i,0.00019247+0.00054404i,0.00028411+0.00030972i,4.9017e-05+0.0001058i,-0.00055648-3.9737e-05i,-0.0010692-8.4e-05i,-0.0005783+0.00010743i,-0.00029575+0.00028224i,-0.00021139+0.00040171i,-0.00027144+0.00029755i,-0.00077933+0.00012596i,-0.0010375+0.00017118i,-0.00041256-0.00048343i,0.00025854-0.0011204i,0.00042399-0.00064679i,0.00011098+0.0003112i,0.00022005+0.00051978i,0.00037129-7.7003e-05i,-0.0010494-0.00044385i,-0.00093026-0.00046435i,0.00038531-0.00057226i,-5.6768e-05-0.0003358i
0.00042963-0.0016578i,-0.0010363-0.0013802i,-0.001648-0.0014349i,-0.0011472-0.00095923i,-0.00056913-0.00048055i,-0.00034682+0.00058905i,-0.00098255+0.0011683i,-0.00099517+0.00042087i,-7.3068e-05-0.00039277i,0.00013863-0.00098627i,0.00012678-0.00066025i,-0.00040389+0.00046221i,-0.00046769+0.00026261i,-1.0566e-05-0.00045017i,-0.00081737-0.00076168i,-0.0011687-0.0013494i,-6.0234e-05-0.001249i,0.0012462-0.00014359i,0.0011129+0.00028355i,0.00062235+5.1402e-05i,-2.0955e-06-0.00043259i,-8.6264e-05-0.0010117i,-0.000202-5.9154e-06i
-0.0037573-0.002478i,-0.0036326-3.7862e-05i,-0.0046393+0.00029341i,-0.003511+0.00115i,-0.001542+0.0023105i,-9.306e-05+0.0016239i,0.00049039-0.00010986i,0.00016319-0.00069159i,0.00015419-0.00047367i,-0.00029361-0.00026677i,-0.00043485-0.00030784i,-0.00012561-0.00028455i,-0.00021588-0.00049883i,-0.00025726-0.00059278i,-0.00030483+0.0002621i,-0.00049794+0.0011079i,-0.00088813+0.00060996i,-0.0013633-0.00017988i,-0.0013762-0.00057621i,-0.00089138-0.0011466i,0.00038294-4.9145e-05i,0.0009165+0.0014888i,0.00050633+0.0014077i
-0.0013471+0.00070889i,-0.0014624+0.0013832i,-0.0015263+0.0024704i,1.1769e-05+0.0022544i,0.0010734+0.00071113i,0.00096526-0.00087443i,0.00040408-0.001082i,-0.00013009-0.0011209i,2.6387e-05-0.00087335i,0.00035219-0.00045262i,0.00050371-0.00051988i,0.00038929-0.00073211i,0.00075034-0.00090579i,0.00083295-0.00033653i,0.00091159+0.00040761i,0.00043918+0.0005265i,6.5084e-05-0.00026908i,0.00027186-0.0012816i,0.000682-0.0005693i,0.00069891+0.00011041i,0.00040195-0.00013399i,0.00013709-0.00042233i,-0.00020744-2.2315e-05i
0.00087328+0.00038521i,0.00085076+0.0013188i,0.00093248+0.0022115i,0.0011793+0.0018601i,0.0010822+0.00063517i,-5.1297e-06-0.00033688i,-0.001121-0.0014052i,-0.00060057-0.0010152i,0.00069357-0.00028428i,0.0011871-0.00020271i,0.00057461-0.00022002i,0.00041683-0.000625i,0.00023921-0.00017901i,-0.0004095+0.00021246i,-0.00068204+8.5545e-05i,-0.00050486-0.00025332i,0.00017197+9.4877e-05i,0.00076821+0.00033913i,0.00081134-0.00010185i,0.00028667-0.00038981i,-0.00048606-0.00024505i,-0.00071845-5.4836e-05i,-5.0452e-05-0.00069863i
-0.0013023+0.0013297i,-0.00091778+0.00078516i,-0.00068872+0.00039356i,-0.00024949+0.0010888i,0.0003219+0.0017617i,3.7442e-05+0.00093445i,-7.9082e-06-0.00024537i,9.8485e-05-0.00075993i,-0.00010771-0.00050603i,-0.00043079-0.00070989i,-0.0004998-0.0012437i,-0.00011211-0.0007235i,0.00045731+0.00022201i,0.0006728+0.00010809i,0.00045449-0.00010064i,-5.4854e-05+0.00023067i,0.00039981+8.3172e-05i,0.0010806+0.00038922i,0.00086563+0.0003196i,7.3722e-06+0.00023231i,-0.00054546+0.00031958i,-0.000308+0.00014813i,3.5671e-05+0.00026839i
0.0015886+0.00051018i,0.0022783+0.0001266i,0.0027416+0.0013008i,0.0027088+0.00086268i,0.002572-0.0005199i,0.0016792-0.0013264i,0.0007376-0.0012455i,0.00032698-0.0010839i,0.00043433-0.0017899i,-6.472e-05-0.0016796i,-0.00073107-0.00037055i,-0.00099034-5.1031e-05i,-0.00053404-0.00065182i,-0.00016161-0.00069452i,-0.00062964-0.00058721i,-0.00063932-0.00019102i,0.0003286-0.00026249i,0.00099117-0.00033907i,0.0012101-0.00031528i,0.00092272-0.00094144i,0.00099781-0.00093355i,0.00034618-0.00036049i,-0.00020013-8.7585e-05i
-0.0022041+0.0027082i,-0.0021876+0.0024443i,-0.0017529+0.00418i,-0.00071376+0.0043905i,0.00071919+0.0029729i,0.00042856+0.0005678i,-0.00068712-0.00096971i,-0.00067768-0.00070647i,-8.5604e-05-0.00057695i,0.00041249-0.00053292i,0.00052123-0.00065238i,0.00030397-0.00047443i,0.00064466-0.00024188i,0.00072317-1.0293e-05i,0.00056329-6.1688e-05i,0.00060023-0.00062939i,0.00027749-0.00069773i,0.00017724-0.0004013i,0.00057009-0.00033022i,0.0010055+8.7442e-05i,0.0015312-0.0002353i,0.0011917-0.00096523i,0.00070137-0.00029937i
-0.0010691-0.00044563i,-0.0010519-7.9709e-05i,-0.00073505+0.0011508i,-0.00037341+0.0021476i,-0.00067795+0.0025758i,-0.00064477+0.00091671i,-0.00029371-0.00080843i,-0.00011566-0.00088755i,-9.7605e-05-0.00079056i,0.00054702-0.00042163i,0.0010917-0.00034977i,0.0009013-0.00051343i,0.0006288-0.00021673i,0.00022262+6.3545e-05i,0.00047608-0.00016126i,0.00093963-0.00042861i,0.00087007+0.00033696i,0.00073593+0.00099828i,0.00056811+0.00071551i,0.00042901+0.00054075i,5.4405e-05+0.0005717i,-9.6269e-05+0.00059343i,0.00025863+7.9922e-05i
-0.00059342-0.0016196i,-0.00096418-0.00070164i,-0.0014851-0.00085692i,-0.001105+9.2192e-06i,-0.00089935+0.00074887i,-0.0003311+0.00075859i,0.00025039-0.00013273i,9.536e-05-0.0012085i,-0.00073334-0.001293i,-0.00090447-0.0010931i,-0.00038508-0.00096471i,0.00018227-0.00022367i,7.5202e-05+0.00048902i,2.2532e-06+0.00075623i,-0.00017412+0.00046968i,-0.00022459+9.104e-05i,0.00027702-0.00025335i,0.00055382-0.00053243i,0.00089553-9.6111e-05i,0.00086341+4.947e-06i,4.1001e-05+0.00028255i,-0.0007435+0.00087636i,-0.00063713+0.00082863i
0.00070467+0.00068249i,0.00040849+0.00089263i,-0.00062726+0.0014678i,-0.0008785+0.0019054i,-0.00054596+0.0015616i,-0.00023196+0.00028374i,0.00045034-0.0011553i,0.00051038-0.0015314i,0.00031945-0.0010568i,-0.00021945-0.0012993i,-0.00020831-0.00090447i,-0.00040543-1.7389e-06i,1.3553e-05-0.00052221i,0.00026825-0.00097815i,1.9948e-05-0.00070152i,-0.00032761-0.00010372i,-0.00014025-9.8011e-05i,0.00010663+0.00011606i,0.00028079-2.0486e-06i,0.00044956-0.0002153i,0.00038796-0.00061718i,-8.9274e-05-0.00096122i,-0.00023377-0.00015191i
0.00038333+0.00080631i,6.8812e-05+0.00090794i,0.00094416+0.0014165i,0.0010974+0.001352i,0.00099467+0.00089501i,0.00078261+0.00015234i,-0.00023498+2.9807e-05i,-0.00078528-0.00022424i,-0.0004526-0.00089844i,0.00016285-0.00094246i,0.00043997-0.00087897i,0.00027201-0.00035769i,-1.9646e-05-3.4959e-05i,-0.00048346-0.00037855i,-0.00059433-0.00050747i,-0.0001407-0.0003406i,-0.00025708+0.00033959i,0.00013265+0.001097i,0.00045854+0.00050137i,-6.3581e-05+0.00054361i,-0.00013784+0.00058205i,0.00019983+0.00059353i,0.00015412+0.00066684i
