-0.0012864-0.0011237i,0.00068603-0.001259i,0.00052245-4.2621e-05i,-0.00033569+0.00036979i,-0.00079454+0.00086417i,-0.0003166+0.00082731i,0.00041564+3.0996e-05i,7.4413e-05+0.0005192i,0.00054198+0.0012166i,0.0010509+0.0010084i,0.00022177+0.00038354i,-0.00065615-0.00020937i,-0.00066915-0.00081112i,-0.00045728-0.00052049i,0.00033251-0.00021887i,0.00045445-0.00094727i,0.00059683-0.00026046i,0.00066877+0.00049066i,0.00018118-8.3561e-05i,-0.0004788-0.00074056i,-0.00074993-0.00060729i,-0.00012141-0.000666i,0.00038528-0.0010129i
-0.00020548+0.00013386i,0.00068328+0.00041074i,0.00030672-5.2868e-05i,-0.00031164+0.00099153i,-0.00062614+0.002222i,-0.00017833+0.00073878i,4.1693e-05-3.136e-05i,-0.00015429+0.00069583i,-7.3327e-05+0.0015205i,-0.00015301+0.0020229i,0.00013463+0.0016629i,0.000728+0.0013028i,0.00070762+0.00093537i,0.00039072-0.00031978i,0.00052057-0.0006353i,0.00057204+0.00035055i,0.0008131+0.00071825i,0.00091981+0.00078308i,7.4862e-06+0.00050514i,-0.00034949+0.00098821i,-0.00066569+0.0013568i,-0.0010939+0.0006604i,-0.0015035+0.00054819i
0.0020284+0.0030113i,0.0014354+0.00159i,0.0013765+0.00039618i,-0.00012975-0.0013437i,-0.0018848-0.0021431i,-0.0024563-0.0013373i,-0.0024124+9.8294e-05i,-0.001738+0.00096738i,-0.00043377+0.00115i,9.214e-05+0.00054464i,-0.001049-0.0011909i,-0.001298-0.0014488i,-0.00021538+8.3097e-05i,0.00047278+0.00094113i,0.0001651+0.0012176i,-0.00024852+0.00186i,-1.9749e-06+0.0021977i,0.00060505+0.001288i,0.00054555-7.8319e-05i,-0.00047733-0.00015662i,-0.00094923-4.0275e-05i,-0.00020518-0.00016471i,0.00026513-0.00055687i
0.00099954-0.0017145i,0.0011846-0.0015655i,0.00085128-0.0015012i,-0.00084778-0.00018303i,-0.0021743+0.0012919i,-0.0008232+0.0009668i,0.00038822-0.00048408i,-7.0347e-05-0.00081452i,-0.00022513-0.00037241i,0.00054614-0.00048814i,0.0013842-0.00051176i,0.00071752-0.00014235i,-0.00035632-0.00062989i,3.4906e-05-0.0011426i,0.00042567-0.0010931i,-0.00020112-0.00092519i,-8.1599e-05-0.0006649i,0.00012554-0.00092749i,9.8696e-05-5.3079e-05i,-0.00014573+0.0007452i,-0.00041906+0.00079i,-5.2557e-05+0.0012473i,1.2563e-05+0.0014238i
-0.00014403+0.0009612i,0.00028897-0.0006029i,-0.0012792-0.001103i,-0.0026714-8.7997e-05i,-0.0020917+0.0013227i,-0.00093818+0.0022944i,-0.00071004+0.0014494i,-0.00068357+0.0011688i,0.00028476+0.0015136i,0.0012878+0.0016193i,0.00070538+0.00070222i,9.1242e-05-0.00087132i,0.00066338-0.00080283i,0.0011969-0.00031302i,0.00099918-0.000468i,0.00011029+0.00070952i,-0.00070129+0.0012203i,-0.00046451+0.00024791i,0.00023142-0.0011177i,-0.00016314-0.0019686i,-0.00041744-0.0017113i,0.00013511-0.0015193i,0.00019729-0.00091624i
0.0020869-0.00032034i,0.0027628-0.0002942i,0.0032455-0.00097208i,0.0022857-0.0011082i,0.00093819+0.00027101i,-0.00013618+0.00077253i,-0.00033851-5.5832e-06i,-8.6609e-05+0.00044268i,3.5619e-05+0.0015947i,0.00074562+0.0019968i,0.0010766+0.0018819i,0.0010215+0.0018156i,0.00090699+0.0012786i,0.00028884+0.00037235i,0.00011567-0.00062067i,5.0153e-05-0.00023164i,3.1537e-05+0.00029745i,0.00079845+0.00079191i,0.00087249+0.0010329i,8.3533e-05+0.00040599i,-0.00010594+2.9703e-06i,-0.00038304-0.00013941i,-0.00030711-0.00018655i
0.00021447-0.00065557i,0.00019814-0.00077376i,-0.0020097-0.0014259i,-0.0031054-0.0017654i,-0.0024062-0.00047639i,-0.00035835+0.00058736i,0.00025149+8.8901e-05i,-0.00030121-0.000426i,-0.00044334+0.00025968i,-8.7391e-05+0.00086543i,0.00064883+0.0007238i,0.00044133+0.00012882i,0.00060752-0.0004233i,0.0012811+0.00048546i,0.00056347+0.0011029i,0.00067652+0.0012835i,0.0010059+0.0017035i,0.00062982+0.00079423i,9.0213e-05-0.00019206i,-0.00022308-0.00036109i,-0.00026908-0.00054354i,2.593e-05-0.00054512i,1.1386e-05+0.00022078i
-2.392e-05+0.0016066i,0.0014023+0.00053065i,0.0025853+0.00040565i,0.00094596+0.00073904i,-0.0014832+0.0013181i,-0.0018362+0.0015424i,-0.00070575+0.00073873i,0.00031489+0.00039033i,0.0001299+0.0011604i,-1.701e-05+0.00084763i,0.0008187+0.00052655i,0.0011473+0.00010001i,0.00025197-0.00019417i,-0.00033652-0.00043418i,-0.00062149-0.00077456i,-0.00083466-5.056e-05i,-0.00068577+0.00044255i,-7.4231e-05+0.00065452i,0.00083766+0.0008081i,0.0013221-7.9351e-05i,0.00073093-0.0008288i,0.00063204-0.00033787i,0.00073307-0.00020933i
-0.00087423-0.00012667i,-0.00014224-0.00071584i,-0.0010706-0.0001277i,-0.0015344+0.00060544i,-0.00076244+0.0001002i,0.00016425-0.00030956i,0.0003001-0.0007574i,0.00033111-0.00090297i,0.00050057+0.00057705i,0.00046132+0.0018044i,5.2144e-05+0.001371i,-0.0002073-0.00039912i,0.00053262-0.0011747i,0.00068379-0.0004631i,0.00013322-9.8778e-05i,-0.00015754+0.00065149i,8.4786e-05+0.0012463i,0.00068276+0.00069493i,0.0004281-0.00057685i,-8.2795e-05-0.00080761i,-0.00033277-0.00029223i,-0.00053484-0.00024769i,-0.00051527-0.00013217i
0.0010185+0.0007709i,0.0022755+0.00065724i,0.0027033-0.00065467i,0.0006514-0.0012537i,-0.0010228-0.00039782i,-0.0010564-0.00033111i,-0.00046738-0.00027813i,-0.00019439+0.00014829i,-2.1317e-05+0.0008364i,0.00014226+0.0011278i,0.00091188+2.0969e-06i,0.001565-0.00017534i,0.0007355+0.00098944i,-5.3778e-05+0.0013262i,-0.00069788+0.00088368i,-0.00064834+0.00060261i,0.00010186-0.00013836i,0.00082833-0.00037522i,0.00089128-9.8204e-05i,0.00039818-0.00025759i,0.00046991+0.00043448i,0.00015161+0.0014888i,-0.0010903+0.00063207i
-0.00043738+0.0011865i,0.00042799+0.00040888i,0.00017867+2.8507e-05i,-0.00046623-0.00017702i,-0.0010678-0.00026751i,-0.00069272-0.00090113i,-0.00072216-0.00067864i,-0.0014213-0.00039102i,-0.00087127+0.00084237i,-3.9943e-05+0.0016817i,0.00014483+0.0011971i,-2.8927e-05+0.00013075i,-0.00039675-0.00042899i,-1.1316e-05+9.7662e-05i,0.00098348+0.00044839i,0.0009202+0.00083373i,0.00050625+0.00099034i,0.00023817-8.1818e-05i,0.00048601-0.0014793i,0.00062844-0.00067744i,5.3497e-05-6.54e-05i,0.00043547-0.00071613i,0.00093337-0.00060182i
0.0021999-0.00077307i,0.0028112-0.00020886i,0.0023767-0.00094313i,0.00038827-0.0015031i,-0.0012183-0.00030168i,-0.0021198+0.00060699i,-0.0011584+0.00065226i,-8.4445e-05+0.001294i,-0.00038581+0.0017441i,-0.00035074+0.00085525i,0.00044066-2.2634e-05i,0.0010348+0.00034285i,3.5634e-05+0.0012064i,-0.0008491+0.0011942i,-0.0001481+0.00083785i,0.0009758+0.00040557i,0.0011937+0.00056988i,0.0011514+0.00060271i,0.0012045+0.00060605i,0.00051384+0.0012763i,-0.00072068+0.0013419i,-0.0012277+0.00045887i,-0.00061477+8.4568e-06i
0.00090595-0.0011306i,0.00020883-0.00050801i,-0.00087612-0.00048556i,-0.00321-0.00045555i,-0.0035094+0.00034323i,-0.0017531+0.00014211i,-0.00097304-0.00039527i,-0.0010027-1.1258e-05i,-0.00016864+0.00046343i,0.00027014+0.0002021i,2.2261e-05-0.00055238i,-7.702e-05-0.00037197i,6.9256e-05-0.00029489i,0.0013246+0.00023573i,0.0022507+0.00075003i,0.001363+0.00070448i,0.00049468+0.00093111i,0.00036687+0.00019204i,0.00035319-0.00038544i,9.8425e-07-0.00078884i,-0.00033284-0.00085908i,-4.7041e-05-0.00056048i,-0.00050958-0.00027572i
0.0024882+0.00051952i,0.0015122+0.00021275i,0.001075+0.00016443i,0.00070052-0.00024999i,-0.00041734-0.00027926i,-0.0012718+8.6257e-05i,-0.0013806-4.331e-05i,-0.00068151+0.00019408i,0.00048659+0.00099115i,0.00060789+0.00033904i,0.0003022-0.00057639i,0.00086181+3.6036e-05i,0.00091263+0.0010187i,0.00024607+0.001201i,0.00015688+0.00080974i,0.00029664+0.00050276i,0.00042593+0.00021831i,0.00099497+0.00060071i,0.001322+0.00075967i,0.00049092+0.00040946i,-0.00050708+0.00053864i,-0.0010327+0.00031783i,-0.00053463+6.9548e-05i
0.00097358+0.00098445i,0.0022354-0.00032006i,0.0014891-0.0010958i,-0.00021885-0.00096378i,-0.00035548+0.00011042i,0.00017536-0.00050431i,-0.00063651-0.0016355i,-0.00092597-0.00053139i,4.9487e-05+0.00058952i,0.00065833+0.0017199i,0.00032246+0.0012622i,-0.00025893-0.00016986i,-0.00031884-0.00055484i,0.00053767-0.00076227i,0.0013966-0.00031432i,0.0017143+0.00066789i,0.0017501+0.00090312i,0.0014226+0.00043528i,0.00012583-0.00012739i,-0.0011967-8.3208e-05i,-0.0016855+0.00075737i,-0.00097768+0.0010053i,-0.00043925+0.00019631i
0.001102+0.00090531i,0.00056356+0.00067075i,-0.00054298-0.00054128i,-0.0022144-0.00092495i,-0.0026584-0.00010669i,-0.0017674+0.00055234i,-0.00020197+0.00051345i,0.00010101+0.00075156i,-0.00053364+0.00058949i,-0.00032383+0.00022993i,0.0003676-0.0002671i,0.0010368-0.00073857i,0.00088577+0.00033129i,0.00064416+0.0013921i,0.00011261+0.0014883i,0.00010809+0.0015797i,0.00057258+0.0015289i,0.00066114+0.00074445i,-0.00015924-1.0293e-05i,-0.0010009-0.00077677i,-0.0011169-0.0011834i,-0.00049077-4.0431e-05i,0.00017744+0.00051064i
0.00081351+0.00014825i,0.00069902-0.00047011i,0.00043469-0.00073501i,-0.00016473+2.7642e-05i,-0.00029392+0.00097805i,-0.00081182+0.00058187i,-0.0018948-0.00039386i,-0.001483-0.00054543i,0.00045899+0.00020016i,0.0013129+0.00046778i,0.0010155-9.9521e-05i,0.00010839-0.00060627i,-0.00024695-0.00079403i,0.00046158-0.00099682i,0.00094734+5.0481e-05i,0.00089225+0.00082949i,0.0001197+0.00024333i,0.00042596-0.00055512i,0.00058665-0.0012683i,0.00029567-0.0013558i,0.00072417-0.00096595i,0.00039854-0.00049846i,-0.00023196-0.00038842i
-0.00028831+0.00048083i,-0.00010702+0.00077664i,-0.0015778+0.0011081i,-0.0024088+0.0016747i,-0.0016366+0.0025541i,-0.00072649+0.0012944i,-0.00028261+0.00019668i,-0.00071087+0.00089766i,-0.00053294+0.0015472i,0.00014243+0.0011812i,0.00027961+0.00066691i,0.00062644+0.00046114i,0.0012677+0.00013931i,0.00038021+0.00016202i,-0.00068269+0.00049696i,-0.00027425+0.0003069i,0.00038507+0.00036331i,0.00059249+0.00040515i,0.00083593+0.0004976i,0.00070746+0.0003305i,0.00073895+0.00083594i,0.0011393+0.00089609i,0.00089984+0.00017909i
0.00045117-0.00068374i,0.001732-0.00074283i,0.0012582-0.00071522i,8.2003e-06-0.00075037i,-0.00029-0.00038085i,-7.6647e-05+0.00054924i,-0.00043565+0.00029867i,0.00024463-0.00022224i,0.00072902+0.00074681i,0.00046725+0.0018711i,0.00055834+0.0013091i,0.00052768+0.00068973i,0.00018318-0.00038467i,0.00013652-0.0015243i,6.6304e-05-0.0011669i,0.00032553-0.00041147i,0.00040839+0.00031076i,-0.00033417+0.00035429i,-0.00056365-0.00037391i,-0.00030316-0.0010671i,-0.00014927-0.00021174i,7.4347e-05+0.00068814i,0.00012412+0.00027838i
0.0037765-0.00039913i,0.0029343+0.00021624i,0.0018341-0.00020058i,-0.00032629-0.00081569i,-0.0021999-0.00012864i,-0.0022339+0.00081987i,-0.0014591+0.00059306i,-0.0006455+0.00097085i,-0.00014309+0.0014795i,-0.00028576+0.0010237i,-0.00041092+0.00010254i,0.00039447-0.00075793i,0.0015691-0.00016056i,0.0018252+0.00012797i,0.00099146+0.00024735i,0.00020372+0.00052891i,0.0005735+0.00088352i,0.00044356+0.00090446i,0.00034902+0.00063359i,0.00059742+0.00038638i,-0.00030296-0.00014181i,-0.00067852-0.00038744i,0.0001511+2.4132e-05i
0.00072883-0.00080529i,0.00072914-0.0015927i,-0.00067988-0.0028849i,-0.0016087-0.0027046i,-0.0014839-0.00064046i,-0.00081892+0.00066028i,-0.00046558+5.3436e-05i,0.00011501-0.00052277i,0.00018817-0.0006905i,-0.00076603+5.8002e-05i,-0.00030639+0.00077429i,-0.00039355+0.00041832i,-0.00066052-0.0007425i,0.00020639-0.00089393i,0.00039431-0.00032481i,0.000603+0.00010831i,0.00096759+0.0002482i,0.0012608-8.4477e-05i,0.0006579-3.4772e-05i,5.7478e-05-0.00054713i,0.00060572-0.0013314i,0.00080503-0.0016923i,0.00019726-0.0011334i
0.00016541+0.00062113i,0.0008014+0.0010693i,0.00064005+0.0014439i,-0.00073153+0.00064755i,-0.001763-0.00049461i,-0.0013772-0.00095306i,-0.00030832-0.00031684i,0.0001685+9.2716e-06i,0.00040069+0.00026338i,0.0007824+0.0007807i,0.00070109+0.00050825i,0.00065974-0.00018631i,0.00079105-0.000118i,0.00053551+0.00018307i,-0.00012778+0.00044224i,-0.0002723+1.7553e-05i,0.0002786-6.9686e-05i,0.0010397+0.00025294i,0.0011923+0.00039618i,-0.00018831+0.00055295i,-0.00057571+0.00061471i,0.0001792+8.8633e-05i,-0.0001638-3.9399e-05i
0.0016664-0.00033763i,0.0025703-0.001111i,0.0014809-0.0021986i,-0.00085092-0.0017378i,-0.0013986-0.0003725i,-0.00094024+0.00049409i,-0.00063784+1.5816e-05i,-0.00059781-0.00010751i,-1.1632e-05+0.00034903i,-5.7797e-05+0.0010787i,-0.00082144+0.0013646i,-4.7706e-05+0.00012285i,0.00052241-0.00060057i,-0.00010569-0.00052556i,-0.0005118-0.0010887i,-0.00018365-0.00013737i,0.00019162+0.00069847i,6.9287e-05+0.00042291i,2.8373e-05-0.00010984i,0.00053193-0.00074075i,0.00062469-0.00046819i,0.00073884-0.00016861i,0.00051789-0.00040942i
2.2428e-05-0.00013444i,0.0004593-0.00051711i,-0.00034315-0.00013211i,-0.0020083+0.00081392i,-0.0025342+0.00030826i,-0.0012113-0.0003738i,-0.00079245-0.00080561i,-0.00066105+2.5091e-05i,1.0007e-05+0.0015553i,-9.8013e-05+0.0019712i,0.00010107+0.0012089i,0.00082008-3.5546e-05i,0.0011-0.00040821i,0.0009195+4.81e-05i,0.00057971+0.00023445i,-0.00032983+0.00086749i,-0.00030079+0.0010023i,0.00053424+0.00029308i,0.00069175+5.8243e-05i,0.00047238+0.00047352i,0.0002388+0.0002976i,-0.00014408+0.00053935i,-0.00058351+0.00063294i
0.00038611+0.0010745i,0.0013566-0.00052444i,0.00065788-0.0019845i,0.00013758-0.0018481i,0.00037344-4.1431e-05i,-6.8427e-05+0.00097578i,-0.00063068+0.00061789i,-0.00019677-6.8922e-05i,0.00057025+0.00015138i,0.00095416-7.1659e-05i,0.0011153-0.00037362i,0.0014608+5.2352e-05i,0.00096405+0.00035096i,0.00066723-9.1752e-05i,0.00070644-0.000251i,0.0009993+0.00010456i,0.0013329+0.00088732i,0.0011625+0.0009965i,0.00043929+0.00067845i,-0.00051966+0.00017272i,-0.00083385+0.00020054i,-0.00020876+1.2048e-05i,0.00047053-0.00033246i
0.0006698+0.0010923i,0.0012564+0.00080338i,0.0012502+6.0981e-05i,-0.00067146+0.0005913i,-0.0022291+0.0012609i,-0.0016583+0.00023113i,-0.000437-0.0004071i,-0.00023582-0.00023216i,1.4798e-05+0.00019974i,0.00045426+0.00078847i,0.00020958+0.00060494i,-8.6687e-05-0.00044034i,0.00048348-0.00020557i,0.00064836+0.00048242i,0.00024887+0.00066165i,0.00012538+0.0010446i,-0.00021182+0.00087996i,-0.00032618+0.0001434i,0.00037016-0.00077253i,0.00061527-0.0009651i,0.00044862+0.00017355i,0.0004625+0.00049661i,0.00028282+0.00051566i
-0.00013373+8.0296e-05i,-0.00053864-0.0012802i,-0.0017615-0.0010146i,-0.0024217-0.00018516i,-0.0020796+0.00065895i,-0.0010594+0.0011045i,-0.00014594+0.00074497i,-0.00043726+0.00030283i,-0.00065347+0.0005445i,-0.00035318+0.00075275i,0.0006043+0.0001522i,0.001493-0.00047379i,0.0016188-0.00059256i,0.0013464-0.00013516i,0.0010108-0.00064806i,0.00041149-0.00050432i,0.00021094+0.00034713i,7.8583e-05-2.5547e-05i,0.00023693-0.00042959i,0.0006446-0.0004444i,0.00067679-0.00025661i,0.00067921-3.631e-05i,0.00018556-0.00023999i
0.001312+0.00072722i,0.0022603+0.00046634i,0.0015861-0.00049109i,-0.00023599-9.1954e-05i,-0.0017431+0.00038034i,-0.0017033-1.5092e-05i,-0.00060984-0.00067851i,3.9443e-05-0.00043381i,3.2011e-05+0.0016204i,-0.00022111+0.0022265i,2.0633e-05+0.00094783i,0.00039792+0.00024967i,0.00057331+0.00075098i,0.0015354+0.0011035i,0.0019169+0.0012097i,0.00098474+0.0010429i,0.00040923+0.0012364i,0.00034315+0.00092196i,-0.00024863+0.00017415i,-0.00058823+0.00024907i,-0.00033307+0.00050438i,-0.00074411+0.00028686i,-0.0013017+0.00034911i
0.0020648+4.4062e-05i,0.0015452-0.0006221i,-0.00017368-0.00087645i,-0.0013288-0.00049598i,-0.0020867-0.00036357i,-0.0020104+0.00023293i,-0.00082585+0.00073274i,0.00010473+0.00050091i,0.0011709+0.00038155i,0.0014476+0.00060742i,0.00089511+0.00071346i,0.0002454+0.00094555i,-7.4091e-05+0.00054432i,-0.00045542+0.00016508i,0.00026008+0.00072469i,0.0015562+0.0010974i,0.0015622+0.00046045i,0.00084492+0.00026911i,-0.00016954+0.00038744i,-0.00049799-0.00026846i,-8.1337e-05-0.00070001i,0.00044911-0.00035994i,0.00064103+0.00024193i
-0.0003686+0.0011837i,0.0016343-0.00036074i,0.001248-0.00087847i,-0.00041196-0.00015949i,-0.00039981+0.00098646i,0.00064624+0.00023861i,0.00024663-0.00058571i,-0.0011756+9.3779e-06i,-0.0009725+0.00055881i,0.00039263+0.0010004i,0.00054201+0.00074762i,0.00022746-0.00022296i,0.00044158-0.001099i,0.0005775-0.0011922i,0.00040757-0.00076347i,0.00049123-0.00057365i,0.00086764-0.00045583i,0.00075306-0.00016482i,-0.00029405-0.00032676i,-0.00050636-0.00065811i,0.0002466-0.00084971i,0.00056755-0.00039947i,0.00016581+0.00020322i
0.0006184-0.0010865i,0.00035363-0.00097493i,0.00025726+0.00014684i,-0.00042622+0.00086979i,-0.0012091+0.00080476i,-0.00097666+0.00047353i,-0.0002911+0.00033229i,-9.8109e-05+0.00081201i,-5.254e-05+0.0016254i,-0.00034834+0.001561i,-0.00041154+0.00020007i,0.00029689-0.00095866i,0.00056656-0.00046207i,0.00042711-0.00042519i,0.00035854-0.00012336i,0.00075201+0.0011029i,0.00062063+0.0013359i,-0.0001515+0.0010728i,-0.00025094+0.00029867i,0.00012495-2.4456e-05i,-0.00034273+0.00041177i,-0.00098054-0.0002194i,-0.00020782-0.00080739i
0.0013767+0.00050834i,0.0026127-0.00023006i,0.0023699-0.0011355i,0.00085713-0.00073933i,-0.0011772+0.00033087i,-0.0013027+0.00037494i,-0.00094394+0.00015358i,-0.00052564+0.00076579i,-3.5707e-05+0.0012499i,-4.4368e-05+0.00042688i,0.00010436-0.00021131i,0.00030533-0.00012407i,0.00077335+0.00069813i,0.00069718+0.00067946i,7.0004e-05+0.00017342i,-0.00020217+0.00070567i,0.00046943+0.0012325i,-0.00020472+0.00055172i,-0.0002465+4.2438e-06i,0.00058429+0.00046775i,0.00063122+0.00036932i,0.00025687-0.00017405i,-6.1515e-05-0.00044479i
-0.00021501-0.0015212i,-2.4038e-05-0.0013959i,-0.00032971-0.0012322i,-0.00089814-0.0014451i,-0.00073784-0.00087433i,0.00023257-0.00031747i,0.00014646-4.818e-05i,-0.00048889+0.00031933i,-0.00014989+0.00019554i,0.00026024+0.00040895i,0.00066704+0.00011061i,0.00075047-0.00041954i,0.00018552-0.00018427i,5.5152e-05-0.0003321i,0.00037285+6.6451e-05i,0.00037088+0.00045668i,-0.00010627+0.000186i,-0.00015706-0.00041352i,-4.1631e-05+0.00011623i,6.0258e-05+0.00056498i,0.00026677-8.8192e-05i,-0.00026916-0.00052395i,-0.00064115-0.00065603i
0.0035337+0.00031907i,0.0029199-0.0010138i,0.0017235-0.0025829i,0.00049694-0.0015543i,-0.00082454+0.00064655i,-0.0010455+0.00097298i,-0.00075238+0.001043i,-0.00083281+0.0012202i,-0.00030056+0.00062674i,0.00054912+0.00060878i,0.0007172+0.00044807i,0.00042193-0.00074917i,-0.00047584-0.0012646i,-0.00094027-0.0003766i,-0.00072451+4.2057e-06i,-7.1182e-05-0.00033091i,0.00044455-0.0004169i,0.0006229-0.00068854i,0.00064773-0.00053519i,0.00045436-7.7942e-05i,0.00047068-0.00034907i,0.0011828-0.0005138i,0.00071252-0.00029423i
0.00087442+0.001935i,0.0011694+0.0018005i,0.00066739+0.0012466i,-0.00091897+0.00061186i,-0.0016304+0.00072784i,-0.0012941+0.0012507i,-0.00079347+0.0011814i,-0.00030564+0.0010712i,7.1029e-05+0.00074931i,0.00058691+0.00084683i,0.00066951+0.00083245i,0.00037089+0.00039011i,0.00075048+0.00040317i,0.0010838+0.00074258i,0.00097922+0.0010221i,0.00055734+0.00044202i,-0.00025917+1.4901e-05i,-7.0558e-05+0.00073435i,0.00065991+0.00038982i,0.0004478+0.00034233i,0.00020028+0.00075662i,0.00022503+0.00089414i,-0.00023588+0.00055005i
0.0012904-0.00042759i,0.00071665-0.0013352i,-0.00026499-0.0025074i,-0.001855-0.0017226i,-0.0025689-0.0011199i,-0.0016766-0.0012497i,-0.0010321+1.4904e-06i,-0.0010496+0.0014111i,-0.00059093+0.0019487i,-0.00035658+0.0012353i,-0.00028541+0.00050373i,-0.00061485+5.8866e-05i,-0.00083929+0.00019852i,-0.00054228+0.00057901i,-0.00011309-2.6632e-05i,-0.00035363+1.7192e-05i,-2.6358e-05+0.00057086i,0.00066103+0.0003968i,0.00092161+0.0005921i,0.00092842+0.0011155i,0.00053509+0.00035473i,0.00031021-0.00031977i,0.00020869+0.0002035i
0.00091668+0.00058487i,0.00074656+0.0014828i,-0.00023413+0.00098452i,-0.0010945-0.00027748i,-0.0011007-0.00040436i,-0.00070307+0.00056809i,-0.0007736+0.00086414i,-0.00086814+0.00062106i,-0.00059429+0.00039522i,0.00016641+6.3481e-05i,0.00047916-0.00083716i,0.0009662-0.0007789i,0.00086652-0.00052485i,-0.00016122-0.00096336i,-0.00029643-0.00041414i,0.00041475+0.00024678i,0.00053255+0.00015738i,0.00032967+3.5545e-05i,0.00026691+0.0004797i,0.00018092+0.00062423i,-0.00017282-9.5507e-05i,-0.00033769-0.00070285i,-0.00013001-0.0011524i
0.0013534+2.563e-05i,0.00075085-0.00099651i,-6.6282e-05-0.0024363i,-0.0011786-0.0018333i,-0.0012531-0.00052399i,-0.0009097-0.00046957i,-0.0018315-0.00082503i,-0.0018095+6.6371e-05i,-0.00024217+0.0012852i,0.00029685+0.0012267i,5.5343e-05+0.00031864i,-0.00017582-0.00020561i,-0.00042026-0.00020602i,-0.00036822+1.6482e-05i,0.00026558+0.00046343i,0.0008811+0.00062657i,0.0012393+0.0004301i,0.00078787+0.00030989i,-0.00026142+0.00040258i,0.00011134+0.00010171i,0.00096713+0.00014095i,0.00039323-0.00019216i,0.00084855-0.00039492i
-0.0010576+0.00024803i,-0.00028218+0.0010217i,0.00027657+0.0009298i,-0.00011946+0.00093043i,-4.3155e-05+0.00062419i,-0.00017291+0.00013944i,-0.00026305-0.00030969i,-7.2693e-05+0.00047815i,-0.00053323+0.00094952i,0.00017253+0.0006116i,0.0011087+0.00032223i,0.0010288-8.3042e-05i,0.00081388+0.00020132i,0.00050069+0.00067886i,0.00010004+0.00032772i,-8.1484e-05-0.00018934i,-6.1308e-05+0.00017813i,0.00037634+0.0006513i,0.00038102+0.00015675i,0.00047038-0.00034929i,0.00054446-0.00022854i,1.0898e-05-0.00015416i,-0.00018652+0.00020193i
0.00029926-0.00072786i,0.0011394-0.0015327i,0.00059305-0.0024258i,-0.0009664-0.0016802i,-0.0016753+0.00010845i,-0.00087786+0.00054509i,0.00033588+3.3826e-06i,0.00048261+0.00046974i,-1.7906e-05+0.001002i,-0.00051089+0.00041534i,-0.00076025+0.00061583i,-0.00020353+0.00094316i,0.00016849+0.00017135i,0.00027014-0.00023354i,0.00070144+1.9727e-05i,0.00025469+6.2044e-05i,-0.00020594+0.0005018i,0.0003446+0.00071885i,7.7168e-05+0.00030147i,-0.00051773+0.00041541i,-0.00049757+0.0011722i,-0.00059424+0.0011195i,-0.00061619+0.00059179i
0.0012178+0.0017121i,0.0023758+0.0016666i,0.0013026+0.00074295i,-0.00065962-0.00070848i,-0.00059184-0.001236i,-0.00027418-0.0001651i,-0.00057087-0.00038894i,-0.00065619-0.00058369i,-0.00011365+0.00078007i,0.00093798+0.00090347i,0.00065743-6.6009e-05i,0.00025236-0.00027677i,4.4737e-05-0.00076113i,-0.00011598-0.00060253i,0.00034891-0.00067423i,0.00027359-0.00017417i,-0.00012549+0.00068318i,-0.00036688+0.00022441i,-1.0399e-05-0.00039215i,0.00015445-0.0005211i,0.00042485-5.7917e-05i,0.0002552+0.00025433i,-0.00094703+0.00029804i
-0.00050891-0.00080166i,-0.00028287-0.0018071i,-0.00058971-0.0020851i,-0.0014787-0.0018878i,-0.0014768-0.00060492i,-0.00080159+5.3475e-05i,-0.00035293+0.00016201i,-0.00014373+0.00097074i,0.00010918+0.00098983i,0.00087163+9.875e-05i,0.0012768-0.00068581i,0.0011963-0.00028594i,0.00062212+0.00031229i,-2.1467e-05-4.2603e-05i,5.3921e-05-0.00072496i,-0.00023198-0.000454i,-9.1488e-05+0.00034792i,0.0010695+0.0009107i,0.00094938+0.00080069i,0.00017186+0.00061907i,-0.00049602-0.00026461i,-0.00046477-0.00086673i,-0.00062727-0.00086636i
0.0037961+0.0028662i,0.0039174+0.0018917i,0.0031046+0.00036136i,0.00075355-0.00062249i,-0.0006574-0.00053639i,-0.00091643-0.0001222i,-0.00071077+2.5474e-05i,-0.00043579+0.00071953i,-0.00041659+0.0016611i,5.2936e-05+0.00069255i,6.5723e-05-0.00064472i,-0.00037511-0.00066993i,-0.00051329-9.1155e-05i,0.00011513+0.00067352i,0.00087127+0.00077158i,0.0011604+0.00059989i,0.0012936+0.00079642i,0.00082645+0.00058944i,0.00037585+0.00048492i,-0.00023742+0.0008011i,-0.00072875+0.00053672i,-0.0002818-0.00025076i,-0.00015212-0.00037586i
-0.0015708-0.0013858i,-0.00095739-0.00068845i,-0.0017184-0.00078721i,-0.0019973-0.00054905i,-0.0015171+0.00087384i,-0.0010106+0.0008104i,-0.00028476-0.00031336i,-0.0006249+4.8753e-05i,-0.001149+0.00068993i,-0.00062741+8.3974e-05i,-0.00017665-0.00046714i,-0.00019193-0.00019579i,-0.00056777+8.8614e-07i,-0.00048781+0.00018394i,0.00015812+0.00044688i,0.00078111+0.00034486i,0.00069914+0.00031412i,0.0010359+0.00015395i,0.0014404-0.00032051i,0.00011518-0.00050383i,-0.00048035+0.0002641i,-5.4013e-05+0.0012755i,-0.00016713+0.0006864i
