0.00051126+0.00092267i,0.0013519-0.0011909i,-0.00048753-0.0026227i,-0.0018715-0.0018535i,-0.0020814-0.00013968i,-0.0013887+0.0010793i,-0.0007508+0.0018481i,-0.00026213+0.0012721i,0.00033573-1e-05i,0.00034138-0.00034116i,-0.00063345-0.0010373i,-0.0010167-0.0016982i,-0.00083806-0.00096724i,-0.00053742+8.9106e-05i,-0.00030826+0.00061063i,-0.00043625+0.00034065i,-0.00072101+0.00064236i,-0.00046+0.0013408i,0.00011448+0.00092434i,0.0002793+3.7764e-05i,-4.908e-05-0.00011836i,-0.00038359+0.0002487i,-0.00066076+0.00010517i
-0.00064658-0.0001296i,-0.0011874+0.00067266i,-0.00072953+0.0012955i,-0.0005441+0.00091159i,-0.0012348+0.00057236i,-0.0014871+0.0010998i,-0.00052358+0.001402i,0.00028048+0.00134i,-0.00015881+0.00089911i,-0.0011201+5.4565e-05i,-0.0013887-1.1562e-05i,-0.00094607+0.00013715i,-0.0004454-0.0002341i,-0.00034153-2.4268e-05i,-0.00041374+0.00032957i,-0.00067259+0.00064636i,-0.00029725+0.00038146i,0.00024118-0.00023362i,3.0266e-05-0.0004886i,-1.6826e-05-0.00015383i,7.0303e-05+0.0003922i,0.00029537+6.0843e-06i,0.00064155-0.00012289i
-0.0012196+0.00015694i,-0.0014998+0.00090761i,-0.00085889+0.00072213i,-0.00054203-7.7552e-06i,-0.00028571-0.00030152i,0.00088518+1.3839e-05i,0.0013025-0.00062285i,0.00033775-0.0015292i,-0.00024498-0.0010471i,0.00015005-0.00078746i,0.00021063-0.00099992i,0.00018523-0.00084551i,0.00033515-0.0004892i,-0.00018008-0.00038021i,-0.0010108-0.00023931i,-0.00087448-4.4182e-06i,0.0007555+0.00061852i,0.00058234+0.00068883i,-0.00024648-0.00030506i,0.00030623-0.00021553i,0.00016259+0.00046483i,-0.00010182+0.00064329i,4.3426e-05+0.00017307i
0.0016279-0.00060607i,0.002187-0.0022196i,0.0022845-0.0028726i,0.00063355-0.0011991i,-0.00079636-0.00072979i,-0.0011461-0.00081819i,-0.0013713+0.0010575i,-0.001121+0.0016275i,-0.00058699+0.00069188i,-0.00023059-0.00065377i,-0.00021258-0.00096568i,0.00021652-0.00023631i,0.0012196+0.00046911i,0.0010265+0.00092871i,0.00069249+0.00093152i,0.00094088+0.00045703i,0.00068578+0.00027872i,0.00012752-2.5445e-06i,-0.00037802-0.00040633i,-0.00074301+1.1851e-05i,-0.00020047-3.6892e-05i,-0.00034832-0.00075333i,-0.00087008-0.00054287i
0.0011338+0.00065005i,0.00139+0.00054823i,0.0014839-6.9608e-05i,0.00062999-0.00048552i,-0.0001795-0.00045807i,-0.00041953-0.00032475i,4.683e-05-7.2998e-07i,0.00062589+0.00040242i,0.00080629-0.00019064i,0.001146-0.00054994i,0.00060728+0.00020069i,-0.00029244+0.00068159i,-0.0011187+0.00010427i,-0.0010062-0.00020562i,4.0453e-06+0.00034864i,8.2107e-05+0.00089988i,-0.00066095+0.00075996i,-0.00058259-0.00026505i,-0.0002122-0.00063838i,-0.00020292-0.00035787i,-0.0004954-0.00062096i,-0.00011108-0.00053419i,0.00025738-0.0004739i
-0.00041986-6.3216e-05i,-0.0020335-0.00043398i,-0.0025357-0.00060393i,-0.0015465+0.00016044i,-0.0013313+0.0004095i,-0.0012815+0.00011348i,-0.00047264+9.3532e-05i,-0.0009189+6.3261e-05i,-0.0010225+0.00011315i,-0.00033518-1.4607e-05i,-0.00057186-0.00059981i,-0.001485+0.00013512i,-0.00076981+0.00032407i,-0.00047191-0.00021444i,-0.00080926-0.00015776i,-0.00019874+4.413e-06i,-0.00026365+0.00056201i,-0.0003898+0.00099194i,-0.00011783+0.00051418i,3.1489e-06+9.745e-05i,0.00015774+0.00036487i,0.00021243+0.0004573i,-1.4338e-05-0.00027712i
0.0013724-0.0012355i,0.0018201+9.4002e-05i,0.00083069+0.0005264i,-0.00093176+0.00022872i,-0.0016509+0.00027023i,-0.0010291+0.00049805i,-0.00080708+0.00084745i,-0.0011001+0.00069798i,-0.0012941+4.8613e-05i,-0.00076321-0.00046328i,0.00027694+1.8592e-05i,0.00028273+0.00039833i,-0.00015036+0.00018177i,-9.3075e-05+2.4255e-05i,-0.00011412+0.00044538i,0.00072673+0.00086419i,0.001373+0.00097841i,0.00022638+7.4291e-05i,-0.00032527-0.00082186i,0.00036308-0.00087216i,-0.00033762-0.00056398i,-0.00058278+0.00019116i,-0.00021258+0.00035301i
-0.0028942+7.761e-05i,-0.0022707-0.00014708i,-0.00136+0.00096511i,-0.0013234+0.0015945i,-0.0017057+0.0014463i,-0.0013837+0.0011981i,-0.00019998+0.00066441i,0.00037088+0.0002554i,-0.00018607-0.00015233i,-7.2341e-05-0.00032098i,0.00068058-0.00025279i,0.00040768+0.00027029i,-0.00045684-7.9772e-06i,-0.00047856-0.0010044i,-0.0002985-0.00034609i,0.00011677+0.00042803i,0.0011733+0.00043062i,0.0014037-1.4877e-05i,0.0010886-0.00029164i,0.00022873+0.00026974i,-0.00031614+0.00069179i,-0.00019079+0.00084267i,-3.1048e-05+0.00087613i
0.00096111+0.00032103i,0.00056525+7.1139e-05i,0.00053803+0.00095388i,0.00054711+0.001258i,0.00058421+0.00049298i,0.00067229-0.00029282i,0.00030274-8.0718e-05i,-0.00023568+0.00025533i,-0.00014084-0.00055437i,0.0002444-0.0012842i,0.00069237-0.00050916i,6.8581e-05+9.2256e-05i,-0.001381-0.00056007i,-0.0015525-0.0012103i,-0.0013092-0.00070295i,-0.0013141+3.9917e-05i,-0.00098427+7.2922e-05i,-0.00069368+2.1347e-05i,0.00011001+4.6508e-05i,0.0010472-0.00058973i,0.00066205-0.00024874i,-5.5321e-06+0.0007787i,-0.00030865+0.00064038i
0.00060213+0.0020215i,0.00087779+0.0020081i,0.00071557+0.0010659i,0.00070113-1.0867e-05i,-7.6259e-06-0.00040607i,-0.00035026-0.0003453i,0.00032605-8.3107e-05i,1.1601e-05+0.00064278i,-0.00036323+0.0002567i,-0.0001353-0.00071774i,-0.00011861-0.00089409i,-0.00076804-0.00059707i,-0.00038406-0.00064883i,0.00044957-0.0007697i,-4.257e-05+0.00015862i,-0.00034522+0.00080224i,0.00018883+0.00049744i,0.0010128+0.00052481i,0.0013552+0.00049623i,0.00088064+0.00063292i,-1.5297e-05+0.00033521i,-0.00082269+0.00059811i,-0.0010268+0.00095716i
-0.0012635-0.0018276i,-0.00098231-0.0011187i,-0.00082591+0.00037579i,-0.0010768+0.00033518i,-0.0012185+0.00016019i,-0.0005977+0.00046429i,0.00021281+0.00046878i,-0.0002214+7.451e-06i,-0.00032865-0.0006984i,0.00012219-0.00036484i,-8.3774e-05+0.00049333i,-0.00076968-1.2026e-05i,-0.00098693+5.527e-05i,-0.00063736+0.0001132i,-0.00027762-1.7604e-05i,-0.00076664+3.4136e-05i,-0.00045679-0.00094244i,0.00048578-0.0014828i,0.00056573-0.00095573i,3.8012e-05-0.00054916i,-0.00025194+3.0782e-05i,-0.00045771-0.00015504i,-2.8127e-05-0.00046527i
0.0012622+0.0011212i,0.0010711+8.2692e-05i,0.00055237-0.0011402i,-0.00043324-0.00069126i,-0.00013601-0.00027533i,0.00047731-0.00089774i,0.00046927-0.00055834i,0.0004416+0.00067043i,0.00029374+0.00090939i,0.00012531+6.7106e-05i,0.0002194+0.00032809i,-0.00036145+0.00026518i,-0.00019599-0.00030411i,-0.00023508+0.00011532i,-0.00045436+0.00045676i,-0.00025577+0.00025981i,-0.00048457-6.8084e-05i,-0.00051784+0.00037879i,-0.00035461+0.00052262i,-0.00050462+0.00010679i,-0.00018072+1.9704e-05i,-0.00037206+0.00023218i,-0.00056988-0.0001335i
-0.00037326+0.00071196i,-0.00027577+0.0016571i,0.00013898+0.00086418i,0.00023903+0.0002704i,-0.00011947+0.00086467i,0.00047764+0.00092995i,0.00062484+0.00040393i,0.00034177+0.00042728i,0.00033745+0.00026658i,0.00022397-0.00023721i,0.00019239-0.00026875i,-0.00045441-0.00053371i,-0.00088411-0.00091845i,-0.00092622-0.00085806i,-0.0010269-0.00025622i,-9.9618e-05+0.00038537i,-7.5637e-06+0.00046653i,-0.00036936-3.4726e-05i,0.00032325-0.00020376i,0.00072588-0.00027825i,0.00057783-3.7204e-05i,0.00027454+0.00040077i,-3.9792e-06+0.00039293i
0.0013535+9.8088e-05i,0.00049628+0.0012091i,-0.0003917+0.0008246i,-0.00074114-8.3578e-05i,-0.0010202-0.00043422i,-0.0015588-0.00017963i,-0.0014977+3.1411e-05i,-0.00083858-0.00020338i,0.00016824-4.0215e-05i,0.00066452+0.0002571i,0.00061579-9.3648e-05i,0.0002117+0.00050583i,-0.001255+0.0014562i,-0.0020552+0.00015219i,-0.0012334-0.00079106i,0.00023172+8.2417e-05i,0.00065773+0.0003026i,0.00024897+0.0010746i,-0.00013214+0.0016622i,-0.00018516+0.00085085i,1.6372e-06+0.00016171i,0.00071691+0.00012787i,0.001109+4.9887e-05i
9.758e-05-0.0020467i,-0.0012878-0.0018701i,-0.0013666-0.0020364i,-0.0016872-0.00079806i,-0.0017025+0.00059609i,-0.0014936+0.0007629i,-0.00091098+0.00058447i,-0.00025889+0.0010298i,-0.00072942+0.00032788i,-0.00043862-0.00054015i,3.7754e-05-0.00056016i,-0.00077452-0.0001263i,-0.0011346+2.5909e-06i,-0.00030939-0.00069169i,0.00032993-0.00084879i,0.00069741+0.00010121i,0.00062339+0.00089983i,0.00029095+0.00097294i,0.00080557+0.00071176i,0.00089232+0.00048575i,0.00067666+0.00051943i,0.00026031+0.00034772i,0.00017784+0.00015353i
0.00026419+0.0012497i,0.00068009+0.0017582i,0.00065139+0.0024257i,0.00094686+0.0021047i,0.0013098+0.00057207i,0.00092919-0.0006162i,0.00019071-0.00046812i,0.00019765-1.8423e-06i,0.00067221-4.9521e-05i,0.00034924-0.00043974i,-7.4846e-05-0.00055993i,-0.00016613-0.00043013i,-0.00066375-0.00084896i,-0.0012239-0.00074733i,-0.00082011-5.7186e-05i,-0.0012185-4.7989e-05i,-0.00083955-0.00013651i,0.00047503+0.00046628i,0.00047481+0.00091596i,0.00028549+0.00092848i,-0.0001479+0.00071558i,6.6423e-05+0.00034185i,1.4404e-05-0.00041201i
-0.0016653-0.00023324i,-0.00070618+0.00070481i,-0.00025248+0.0012139i,-0.00023736+0.0020536i,-0.00062503+0.0018188i,-0.00085059+0.00090903i,-0.00089877+0.00039286i,-0.0010002+0.00039004i,-0.0012447+0.00037472i,-0.00089572+0.00010099i,-0.00026363-0.00040053i,0.00033486-0.00052359i,0.00012921-0.00045045i,-0.00098455-0.00031456i,-0.0015298+0.00012801i,-0.00075841+0.00025169i,-0.00047706+0.00024261i,-0.0004039+0.00058426i,-0.00045081+0.00065729i,-0.00063655+0.0001973i,0.00019656-0.00050305i,0.00072454-0.00022162i,0.00093358+0.00050412i
-1.451e-05+0.0006703i,0.0005764+0.00024382i,0.00057709-0.0007744i,0.00038501-0.0023195i,9.7601e-05-0.0015121i,-0.00024322-7.962e-05i,-0.00028448-3.3886e-05i,-0.00067397-0.00042251i,-0.00027234-0.0005909i,0.00024569-0.00081506i,-0.00059863-0.0013062i,-0.001035-0.0017319i,-0.000755-0.0018776i,-0.00058069-0.0012898i,-0.00042703-0.00025221i,0.00018245+0.00061361i,0.0007869+0.0010755i,0.00104+0.0011638i,0.00032201+0.0009011i,-0.00029355+0.00065747i,-0.00012014+0.00052514i,-0.00039536+0.00049324i,-0.00083923+0.00023402i
0.0016371-0.00020952i,0.0012966-0.00034617i,0.0016115-0.0011813i,0.00070396-0.0013307i,-0.0010146-0.0016772i,-0.00099058-0.0016387i,-0.00019838-0.0010463i,-0.00020608-0.00032485i,0.0001405-0.00022835i,0.00032423-0.00063929i,0.00012012+7.943e-05i,-0.00022275+0.0001737i,-0.00052021-0.00038922i,-0.0002594-0.00039129i,0.00014364+0.00024422i,0.00041086+0.00063536i,0.00036162+0.00025548i,0.00015287+0.00036919i,0.00014796+0.0003886i,0.00060186+0.00059086i,0.00088744+0.00095936i,0.00088549+0.00062205i,0.00058034+8.2081e-05i
0.00034943+0.00028687i,1.5508e-07-0.00083277i,0.0012849-0.00074793i,0.0013517-0.00064674i,0.00015747-0.001491i,-0.00053702-0.0016923i,-0.0011062-0.00035387i,-0.0010201+0.00047906i,-0.00066085+0.00021343i,-0.00020345-0.00028109i,0.00022641+1.8157e-05i,-0.00020106-0.00019525i,-0.0010979-0.00050708i,-0.0011116+0.0002482i,-0.00050136+0.00058341i,-0.00031788+0.00040687i,-0.00020929+0.00041654i,-0.00039345+0.0003394i,-0.00041467+0.00026337i,-0.00035615+0.00049188i,-0.00063883+0.00031434i,-0.00065603-3.313e-05i,-4.448e-05-0.00047584i
0.0011288+0.00033352i,0.00053652+0.00015632i,-0.00064808-0.00086419i,-0.00030153-0.0012793i,-0.00034796-0.00076344i,-0.00048349-0.00074019i,0.00021998-0.00081807i,-8.3211e-05-0.00062537i,-0.00032374-0.00038883i,-0.00012643-0.0002383i,-0.00056182+0.00018587i,-0.00036049-9.516e-05i,-0.00043454-0.00044499i,-0.00033638-4.6782e-05i,-9.1131e-05+0.0011018i,-0.0006384+0.00083725i,-0.00030495+0.00020406i,0.000247+0.00070968i,-0.00066819+0.00065975i,-0.0011852-3.1071e-05i,-0.00078522+0.00041406i,-0.00046825+0.001319i,-0.00016949+0.00054311i
0.0011296+0.0021215i,0.002436+0.0021731i,0.0029769+0.0011194i,0.0020475-0.00030296i,0.00077189-0.0019845i,-0.00025254-0.002362i,-0.00056203-0.0013701i,0.0002251-0.0007228i,0.00097321-3.2387e-05i,0.00049414+0.00018052i,-0.00089781-0.00098129i,-0.0014228-0.0011372i,-0.00077629+5.7966e-06i,-0.00066587+0.00046799i,-0.00090469-0.00012471i,-0.0011631-0.00026357i,5.0969e-05+0.00067415i,0.0012594+0.00059005i,0.0010633-0.00033109i,-3.9731e-05-0.00030236i,-0.0010895-0.00059067i,-0.0010639-0.00099929i,-0.00084524-0.0010104i
0.0021698+0.00048097i,0.0017434-0.00093139i,0.0018704-0.0023566i,0.00069146-0.0026322i,-0.0020136-0.0025009i,-0.0032317-0.00043207i,-0.0026109+0.0011953i,-0.0018227+0.00069966i,-0.0010883-5.222e-05i,-0.0011157-0.00067595i,-0.00044794-0.0006607i,1.3627e-05-0.000477i,-0.00013822-0.00056158i,-0.00022144+6.0867e-05i,-6.3274e-05+0.00046916i,-0.00017809-0.00012483i,-0.00056142-0.00032601i,-0.00070213-0.00069486i,-0.00018794-0.00035437i,0.00014493-0.00017355i,8.6373e-05-0.00013874i,-0.00043864-0.00019331i,-0.00050201+8.7663e-05i
-0.0016328-0.0003396i,-0.0015315+0.00027938i,-0.00096598+0.00087534i,-0.0003678+0.00086369i,-0.00025011-0.00017989i,-0.00079223-0.00030248i,-0.00056518-0.00028914i,-0.00032844-0.00074966i,0.00013313-0.0012161i,0.00060199-0.00053074i,0.00052455-3.8156e-05i,0.00039537-0.00056261i,-1.9141e-05-0.00069395i,-0.00035822-0.00025001i,0.00043653-0.00035106i,0.00067461-0.00020986i,-0.00013937+0.00015287i,0.00022024+6.4556e-05i,0.0010743+0.00051522i,0.00085788+0.00080934i,0.00030793+0.00078873i,-0.00042442+0.00083754i,-0.00032874+0.0002922i
0.0016604-0.00027667i,0.0005374-0.00082715i,-0.00096989-0.00047467i,-0.0015054-0.00034688i,-0.0012789-0.00022356i,-0.0012483+0.0004167i,-0.0007032+0.00042614i,0.0002272-0.0002939i,0.00018301-0.00059499i,-1.4436e-05-0.00043581i,0.00015854-0.00023105i,0.00011546-0.00032005i,1.5027e-05-0.00076346i,0.00012865-0.00032854i,-0.00057374+0.00021703i,-0.00080669+5.1944e-05i,-0.00026314-0.00033571i,-0.00022168-0.00015694i,-7.3171e-05-0.00040978i,0.00030744-0.0013554i,0.00081605-0.0014562i,0.0010891-0.00093186i,0.00071032-6.6986e-05i
0.0005919-0.0024625i,-0.0010295-0.0019372i,-0.0020035-0.0010133i,-0.0034438-0.00016827i,-0.0042749+0.00025079i,-0.0028629+0.00070667i,-0.00067784+0.00057711i,0.00062056-0.00036856i,0.00062574-0.00051586i,0.00034028-0.00046674i,0.00090984-6.762e-05i,0.0012321+0.00059378i,0.00068773+0.00077904i,0.00029003+0.00076552i,-0.00022287+0.00033684i,-0.00019037+4.5017e-05i,0.00041629-0.00024657i,0.00075652+3.762e-05i,0.00016917+0.00025363i,-0.0005535+3.2652e-05i,-7.7596e-05+5.1931e-05i,0.00037472-0.0002293i,2.9231e-05+2.6198e-05i
0.0020475-0.00027166i,0.0017546+0.00031885i,0.0014013+0.00061149i,0.0014753+0.00078792i,0.0012496+0.00084977i,0.00034359+0.0003782i,-0.00070312-0.00025736i,-0.00099846-0.00086578i,-0.0010963-0.0010834i,7.3959e-05-0.00075371i,0.00116-0.00037204i,0.00073903+0.00041509i,-0.00033548+0.00048798i,-0.00038832+0.0002421i,0.00026256+0.00025125i,0.00032929+0.0001326i,-0.00021122+0.00041038i,-0.00033219-0.0004516i,-0.00022546-0.00099574i,-0.00036714-0.00049492i,7.511e-05-0.00042886i,4.2979e-05-0.00090827i,-0.00054302-0.00089274i
-0.0015493+0.0011185i,-0.001539+0.00088073i,-0.0011185+0.00057154i,-0.0009528-0.00015577i,-0.0010765+0.00033097i,-0.00091438+0.00090795i,-0.00031016+3.0178e-05i,9.8026e-05-0.00075478i,4.1222e-05-2.1827e-06i,-0.00030805+7.0988e-05i,-0.00082397-0.00030509i,-0.0010432-0.00022844i,-0.0010099-0.00037783i,-0.0013324-0.00061059i,-0.00084801-0.00021232i,-0.00025495+0.00035423i,-6.9626e-06+0.00085857i,-0.00017746+0.00019323i,-8.0221e-05-0.0005207i,0.00047551-0.00023074i,-9.8249e-05-0.00010395i,-0.0010316-1.9967e-05i,-0.001106-5.3807e-05i
0.0019546-0.00096063i,0.00068259-0.00124i,-0.00032562+1.9848e-05i,-0.00032623+0.00020757i,-0.00044519-0.00072242i,-0.00072131-0.00088331i,-0.00050204-0.00068393i,-0.00040804+3.0299e-05i,7.5543e-05+2.1982e-05i,0.00042857-0.00069212i,-7.9698e-05-0.0010766i,-0.00067097-0.00093861i,-0.00055839-0.00016798i,-9.0917e-05+0.00010502i,-0.00038308-0.00018495i,-0.00049284+0.00037138i,5.5182e-05+0.00031892i,0.00011326-0.00036619i,-0.00019715-0.00049795i,-0.00069137-0.00044417i,-0.00067584-0.0004875i,-0.00042688-0.00016918i,-7.5957e-05-0.00071873i
0.00023541+0.00075066i,0.00017995+0.0019216i,-0.00030201+0.0011117i,-0.00029048+0.0002731i,-0.00078394+0.00073956i,-0.0011027+0.00028453i,-0.00039587-0.0004851i,0.00030203-0.00038538i,3.1962e-05-0.00026468i,-0.00058156-0.00044047i,-0.00084613-0.0010238i,-0.00030408-0.001427i,0.00056841-0.0010628i,0.00062558-0.00083668i,0.00047721-0.00040205i,0.00027888+3.3011e-05i,-0.00026409+6.7981e-05i,-0.00021353-2.6069e-05i,-7.5156e-05+0.00022759i,-3.6004e-05+7.742e-05i,0.00026956-0.00056011i,0.00023183-0.00028381i,0.00036943+0.00082183i
-0.00017239-0.0017815i,9.6328e-05-0.0023711i,0.00069111-0.0019742i,0.0011804-0.0011529i,0.00053513-0.00068452i,-0.00054852-0.0005304i,-0.00085495+0.00025171i,-9.6884e-05+6.5536e-05i,0.00030781-0.00073299i,-0.00010457-0.00050555i,-3.7603e-06+0.00043807i,0.00082904+0.0006837i,0.00052157+0.00037868i,-0.00066113-0.0002855i,-0.00049281-5.306e-05i,-0.00036023+0.00034701i,-0.00071631-0.00042828i,-0.00012255-0.00080428i,0.00064238-0.00027049i,0.0013615-0.00047182i,0.0013245-0.0001933i,0.00033864+0.00013968i,-0.00061872-0.00047245i
0.00014212+0.0016413i,-0.00038427+0.0016312i,-0.0014518+0.0013791i,-0.0010762+0.0015458i,0.00010399+0.001295i,0.00030175+0.00039986i,0.00034185-0.00071388i,0.00061331-0.00051005i,-0.00013258+0.00047477i,-0.00014106+9.4779e-06i,-4.6962e-05-0.00024721i,0.0001687+0.00014761i,2.6169e-05-0.00010149i,-0.00042722-0.00053853i,-0.00071374-0.00092152i,-0.00071668-0.00061449i,-0.001277-0.00051447i,-0.0010956-0.00050028i,0.00022418-0.00013483i,0.00036776-0.00037977i,7.4111e-05-0.0005669i,0.00054043-0.00035832i,0.00079906-0.00024419i
-6.1166e-05-0.0034455i,-0.0010276-0.0035122i,-0.0012401-0.0032863i,-0.00097533-0.002475i,-0.00052114-0.0013313i,-0.0010506-0.0008248i,-0.001349-0.00020586i,-0.0003182-0.00027471i,0.0003166-0.00091774i,-0.00049809-7.3516e-05i,-0.0015376+0.00011714i,-0.0009906-0.0010918i,-0.00034394-0.00073231i,-0.00048408+0.0010238i,-8.1684e-05+0.0014744i,1.5088e-06+0.00094983i,-0.00034916+0.00064208i,-0.00048124+0.00056382i,-0.00022358+0.00036955i,0.00055182+0.00051891i,0.0010814+0.00076322i,0.00060286+0.00039485i,0.00056588-0.00029381i
0.0012394-0.0021274i,0.0011201-0.00078391i,-0.0009684+9.0878e-05i,-0.0021326+0.00013385i,-0.0012245-0.00029578i,0.00025055+1.3849e-05i,0.00075675+0.00048903i,0.00049623+0.00022771i,0.00027599-0.00037262i,-0.00019134-0.00045866i,-0.00043274-0.00010592i,-9.0225e-05-0.00026063i,-0.00027022-0.00047268i,-0.00022877-0.00038198i,-0.0002035-6.7458e-07i,-0.00026382+5.7168e-05i,-0.00020587-0.0001411i,-0.00033732-0.00020743i,-0.00030636-0.00010409i,0.00016564-5.0355e-05i,0.00058024+0.00023392i,0.00035615+0.00044033i,-0.00019447+0.00062431i
-4.6062e-05+0.0013545i,0.00046538+0.0018849i,0.0010507+0.00087578i,0.0010714+0.000289i,0.00081672+5.4122e-05i,-0.00013161-0.00092574i,-0.00080734-0.00087843i,-0.00027397-1.8841e-06i,0.00032612+0.00042479i,-8.0593e-05-0.00028644i,8.5017e-05-0.00056438i,0.00034198-0.00018212i,-0.00017004-0.00027002i,-0.00056635+0.00044076i,-0.00037387+0.0010879i,-0.00038564+0.00099613i,-0.00019622+0.0010356i,0.00027301+0.00075694i,0.00056712+0.00024362i,0.00020361+0.00055631i,4.0587e-06+3.1177e-05i,-7.6476e-05-0.00057182i,-0.00065011-0.00054641i
0.00073571+0.0010637i,-9.4418e-05+0.00079712i,-0.0013496+0.00068912i,-0.001586+0.00051279i,-0.00081486-0.00055066i,-0.00050358-0.000932i,-0.00029355-0.0012588i,-0.00022244-0.00091767i,-7.4506e-05-2.078e-06i,0.00063637+0.00028544i,0.00057762+4.3403e-05i,0.00062789-0.00084484i,0.00092515-0.0013591i,0.0011136-0.0012494i,0.00093707-0.00033467i,0.00015114+0.00060416i,-0.00067366+0.00031688i,-0.00066189-0.00040769i,0.00014034-0.00025905i,0.00025217+0.00022852i,-0.00024839+4.0112e-05i,-0.00019463-0.00018704i,0.00043134-2.3105e-05i
-0.00025375+0.00082644i,0.0016592+0.00086869i,0.002248+0.0012308i,0.00121+0.00065087i,0.0010614-0.00062956i,0.00073371-0.00077397i,0.00054585-0.00031221i,0.00059532-0.00030929i,0.00058414+0.0001668i,0.00076837-2.3911e-05i,0.00076247-0.00018924i,0.00049119+0.00036874i,-1.2622e-06+0.00017137i,-3.0311e-06+7.2706e-05i,6.6412e-05+0.00097079i,-7.6056e-05+0.0013052i,-0.00033255+0.00066153i,-0.00028058+6.419e-05i,0.00012337+0.0004351i,-9.0584e-05+0.0010983i,-9.6e-05+0.000407i,-0.00021692-0.00037389i,-0.00078048-9.0497e-05i
0.0016451-0.00069159i,0.00073528-0.00084763i,1.0769e-05-0.0018813i,-0.00061076-0.0024227i,-0.0012547-0.0019492i,-0.001054-0.00062703i,-9.2135e-05+0.00010174i,0.00049437+0.00018179i,-0.00027447-5.7268e-05i,-0.00072488-0.00060581i,-4.7229e-05-0.00059802i,0.00024444-0.00054606i,-4.2918e-05+6.601e-05i,-0.00019569+0.00038886i,0.00021447+2.1254e-05i,0.00038339-0.00037008i,-0.00037581-0.00037192i,-0.00046009-9.971e-05i,-7.5099e-05-0.00022696i,-0.00010468+0.00018269i,-7.033e-05+0.00015227i,9.9686e-05-0.00072402i,0.00038955-0.00096979i
-0.0007774+0.0011458i,-0.00061072+0.0011143i,-0.0010002+0.00021168i,-0.0017883-0.00059428i,-0.0014374-0.0010262i,-0.00077323-0.00016865i,-0.0008372+1.9829e-05i,-0.00066857-0.00027737i,-0.00018999-1.4826e-05i,0.00066926-0.00039622i,0.00047418-0.00034308i,-0.00020893+0.0003335i,-0.0001152+0.00066463i,-0.00046626+0.00048481i,-0.00069065-7.8769e-05i,0.00010421-0.00055772i,0.00050221-0.00040485i,0.0005134+3.8681e-05i,0.00095133+0.00036034i,0.00017287+1.9784e-05i,-0.0010018-0.00012273i,-0.00081065+0.0005514i,0.00015479+0.00038731i
0.0014848+0.0005958i,0.0021182+0.0014588i,0.0025351+0.00041054i,0.0020465-0.001676i,0.00066927-0.0024161i,-0.00047821-0.0021144i,-0.0010152-0.00093503i,-0.00014036+1.7519e-05i,0.00042729+0.00014365i,-4.1467e-05+4.3597e-05i,-0.00020356-0.00043693i,-0.00045847-0.0011001i,-0.00088897-0.0014201i,-0.0010318-0.00064824i,-0.00067505-0.00030665i,0.00027276-0.00025483i,-0.00011876-0.00013137i,-0.0007179-0.00027644i,-0.00011069-3.5906e-05i,-9.5321e-05+3.2214e-05i,-0.00030203-0.00011833i,-7.9296e-05-9.2327e-05i,5.4155e-05+0.00021964i
-0.00076643+0.00050915i,-0.00094557+0.0012765i,-0.00068962+0.0010069i,-0.0011764+0.00034767i,-0.00058493+0.00034597i,-4.5942e-05+0.00010534i,0.00016809-2.5749e-05i,0.0007967-2.7844e-05i,0.00099304-0.00053437i,0.00082-0.0012617i,-2.8949e-05-0.00098479i,-0.00027888-0.00027927i,0.00025031+7.0863e-06i,-0.00022783+0.00037171i,-0.00051961-7.359e-05i,4.6522e-06-0.00037042i,-0.00062426-0.00015455i,-0.00051471+0.00017447i,-5.9307e-05+0.00063151i,-0.00030337+0.00053577i,0.00014577-0.00055708i,0.00028124-0.0012945i,-0.00013071-0.00043459i
0.0018498-0.00033619i,0.0016615-0.00069746i,0.00071652+0.00031535i,0.00084742-8.6509e-05i,0.0011124-0.0014055i,0.00035977-0.0017228i,0.00036333-0.0012322i,0.0005364-0.00056792i,9.8883e-05-0.00041484i,0.00013369-0.00074316i,-0.00023203-0.00017259i,-0.00087999+0.00031678i,-0.00046754+4.0306e-05i,-0.00022816+0.00015199i,-0.00011654+0.00064552i,0.00020915+0.0014686i,-0.00022731+0.0011954i,5.3937e-06+0.00054281i,0.0014642+0.00044021i,0.0014433+0.0006906i,0.00015364+0.00010837i,-0.00095095-0.00056689i,-0.0009905-0.00041957i
0.00057469-0.00099289i,0.00067984-0.00041261i,-0.00061284-0.001493i,-0.0015512-0.0018166i,-0.0016157-0.0009929i,-0.001686-0.00034954i,-0.0009478-0.00024956i,-8.149e-05-2.9868e-07i,3.1923e-05-0.00012274i,0.00027777-0.0004001i,0.00037134-0.00039935i,0.00050603+0.00032039i,0.00050857+0.00070593i,-9.715e-06+0.00048314i,-0.00023695+0.00046686i,-0.00017114+4.3459e-05i,-0.00024636-6.5064e-05i,-0.00023153+0.00048963i,-0.00029433+0.0010929i,-0.00039712+0.00078458i,-8.0506e-05+0.00015174i,0.00029146+0.00017568i,0.00019335+0.00056162i
