2.1802e-06+0.0013819i,-0.00081815+6.082e-06i,-0.0013918-0.0015887i,-0.0021397-0.0020021i,-0.0025682-0.00077349i,-0.0027584+0.00037927i,-0.0015393+0.00039402i,0.00027643+0.00057084i,0.00040804+0.00079476i,-0.00029686+0.00036036i,-0.00012777+0.00032343i,-0.0001273+0.00048981i,-0.00029353-0.00018795i,-1.19e-05-0.00040209i,-0.00035306+0.00021898i,-0.0006812+0.00018896i,0.00026492-4.0331e-05i,0.00066629-8.2989e-05i,0.00017069-1.0106e-05i,-3.9972e-05-0.00015026i,0.00013557-0.00093043i,0.0011236-0.00088147i,0.0011618-0.00044054i
0.0014102+0.0011919i,0.0012717+0.00041533i,0.0021868+0.0001316i,0.0016007+0.00033743i,0.00059468+0.00041184i,0.00046286+3.5953e-05i,0.00022678-0.00024409i,-0.00012046-0.00011221i,-0.00061942+0.00025007i,-0.0005259+0.00031226i,-0.00042873+0.0003986i,-0.00062377+0.00055247i,9.3201e-05-3.6527e-06i,0.00061549+9.5793e-05i,0.00060751-0.00022754i,0.0009193-0.00077886i,0.0006791-0.0001199i,0.00015483-0.00018034i,-0.00011349-0.00041896i,-0.00046032+0.00015709i,-0.00019472+0.00053476i,0.00060143+0.0007078i,0.00061183+0.00038196i
-0.00031409+0.0026862i,-0.00062209+0.0028428i,0.00041583+0.0023269i,0.0011023+0.0014481i,8.757e-05-0.00047224i,-6.2584e-05-0.00095217i,0.00018242-0.00073844i,-0.00097948-0.00074777i,-0.0013246+0.00028651i,-0.00077771+0.00039411i,-0.00058682-0.00020296i,-0.00028528-0.00040179i,0.00071743-0.00057097i,0.0014885-0.00064374i,0.0012575-0.00024068i,0.0014282+0.00084855i,0.0013438+0.0011285i,0.00065243+0.00081746i,1.6215e-05+0.00091798i,0.00027097+0.00062976i,0.00069616-0.00010638i,0.00063354-0.00023901i,0.00012155-0.0004909i
-0.00012708+0.0013347i,-0.00067566+0.00099028i,-0.0021243+0.00070215i,-0.0022684-4.0588e-05i,-0.0016071+0.00053805i,-0.00075845+0.00076908i,0.00037293+0.00034613i,0.00076356-7.4597e-05i,0.00074053-0.00016068i,0.00011529+1.4665e-05i,-1.8338e-05-0.00031107i,0.00060249+0.00016217i,-0.00026489+0.00047843i,-0.00096554+5.719e-05i,-0.00036871-0.00028842i,0.00066815+4.4619e-05i,0.00068392-8.6979e-05i,0.00012253-0.00010469i,-4.8673e-05+0.0003533i,-3.451e-05+0.00073473i,-2.8162e-05+0.00063488i,0.00025254-0.00021845i,9.2863e-05-0.0010763i
0.00071345-0.0010399i,0.00077617-0.0015927i,-0.0006069-0.0018642i,-0.0016384-0.0017559i,-0.00083488-0.00049892i,-2.9632e-05+0.00056323i,-0.0002594+0.0005135i,-0.00085467-0.0001131i,-0.00095632-0.00086461i,-0.00046154-0.00077465i,-4.7301e-05+5.7911e-05i,-0.00026499+0.00070854i,-0.00024612+0.00065547i,0.00032502+0.00062212i,0.00044962+0.00060164i,0.0003962+0.00025417i,-6.0479e-05-0.00022994i,-7.4337e-05-0.00017153i,0.00037389-6.4631e-05i,0.0004072-0.00027259i,4.0566e-05-0.0007193i,-5.0143e-05-0.00063164i,0.0002774+3.8471e-05i
0.0018208+0.00079283i,0.0010291+0.0015603i,0.001405+0.0022348i,0.0013574+0.00035585i,2.15e-05-0.00075388i,0.00023747-0.00097544i,0.0011277-0.0015662i,0.00047977-0.0015292i,-0.00067704-0.00082805i,-0.00097908-0.00028234i,-0.00030816-0.00031582i,1.9196e-05-0.00016673i,0.00059385+0.00015924i,0.00030909-0.00018043i,-0.00048692+0.00022112i,-0.00063252+0.00085084i,-0.00051719+0.00078376i,9.6232e-05+0.00087947i,0.00032586+0.00089104i,-0.00042474+0.00074487i,-0.0006115+0.00076051i,-0.0002151+0.00027292i,-0.00022619-0.00018152i
-0.002041+0.00050433i,-0.0024448-0.00051184i,-0.0029859+0.0011867i,-0.0028768+0.0011087i,-0.0023637-0.00024592i,-0.0015415-0.00058224i,-0.0005063-0.00019979i,-0.00023966+0.00073998i,-0.00029361+0.00088079i,-0.00060253+0.00023677i,-0.00042101-0.00019852i,6.0405e-05+8.3802e-05i,-0.00017347-0.0005685i,-0.00011517-0.0013439i,0.00035049-0.00095868i,0.00045166-0.00048565i,2.5473e-05-3.0828e-05i,-0.00086869-0.00011411i,-0.0015066-0.00074858i,-0.00062466-0.00096781i,7.2501e-05-0.00046693i,0.00027485+0.0002863i,5.7898e-05+0.00042009i
-3.456e-05+0.0013468i,0.00045377+0.00038525i,0.00076666+0.00086603i,-0.00026548+0.0010893i,-0.0011187+0.0007757i,-0.0013331-6.2728e-05i,-0.0013044-0.00022009i,-0.00056977-0.00030748i,-0.00010078+0.00025992i,0.00034702+5.1531e-05i,0.00099023-0.00066535i,0.00063359+0.00025308i,0.00027088+0.00099698i,0.00075337+0.00077071i,0.00090794+0.000738i,0.00031902+0.00059415i,-0.00051672+0.00024471i,-0.00073838+0.00043115i,-0.00061195+0.00017637i,-0.00031146+8.597e-07i,0.00049424+0.00018607i,0.00080894+0.00048585i,0.00042511+0.0005313i
0.0024267+0.0015238i,0.002452+0.00081587i,0.0022769+0.00039264i,0.0006792-0.0012379i,-0.00033463-0.0023539i,-0.00021552-0.0022003i,-0.00063776-0.0016971i,-0.00082771-0.0011569i,-7.1697e-05-0.00028292i,0.0004091+0.00014564i,0.00070378-0.00023641i,0.00044101+0.0001193i,-0.00016703-0.00016944i,2.2444e-05-0.00093259i,0.00097403-0.00054161i,0.0011385+0.00051937i,0.00062666+0.00058104i,0.00085187+8.6916e-05i,0.001062-0.0001002i,0.00053252+7.5799e-05i,0.00026633+0.0003604i,0.00028739+0.00061271i,0.0008256+0.00031758i
-0.0005585+0.00076045i,-0.00081732+0.0010135i,-0.0010572+0.0018674i,-0.00035216+0.0016135i,-8.4066e-05+0.00089814i,0.00024702+0.0012208i,0.00058936+0.00093585i,0.00038382-0.00036117i,-0.00030065-0.00039117i,-0.00067875-3.9115e-05i,-0.0003097-0.00024992i,8.3238e-05-0.00051172i,0.00040397-0.00055098i,0.00064906-0.00010532i,0.00042206+0.00028608i,0.00010546+0.00047192i,0.00038355+0.00076276i,0.0010014+0.00097763i,0.0010919+0.001113i,0.00084462+0.00088424i,0.00051559+0.00034746i,0.00021393-0.00012841i,0.00013649-0.00025563i
-0.0023872+0.0014357i,-0.0020792+0.00022884i,-0.001673-0.00019898i,-0.0013363-0.00016415i,-0.0007443+8.5108e-05i,2.4203e-05+0.00026688i,-0.00011425+0.00022097i,-0.00018296+0.00028515i,4.5256e-05+0.0001365i,0.00042526+0.00015224i,0.00050554+0.00065936i,0.00057915+0.00070376i,0.00086416+0.00072682i,0.0005907+0.00082228i,0.00042623+0.0005995i,0.00079705+0.00017392i,0.00075097-8.0964e-05i,-0.00010861-1.0454e-05i,-0.0010453-0.00041305i,0.00010555-0.0005198i,0.0010197+3.7232e-06i,0.0003613-0.00028394i,9.064e-05-0.00058614i
0.00068333-0.00025235i,-0.00023634-0.0007345i,0.00051473-0.0016252i,0.00017852-0.0013249i,-0.00063148-0.00018858i,-0.00084619+0.00022673i,-0.00057765+0.00025103i,-7.7808e-05-6.6977e-06i,-0.00075296-3.9147e-05i,-0.00082603-0.00025414i,-9.5069e-05-0.00075826i,9.8785e-05-0.00023016i,-0.00017195+0.00036572i,-0.0002413-7.0203e-05i,0.00069799+0.00059894i,0.00083339+0.00024951i,0.00027817-0.00078428i,0.00021984-0.00080541i,-0.00010551-0.00040151i,-0.00028698+0.00032517i,-0.00029231+0.00027671i,0.00028142+8.5913e-06i,0.00017337-0.00018612i
0.00068579-0.00084583i,-0.00089634-0.00016491i,-0.0010229-0.00021716i,-0.001315+0.00034503i,-0.0015124+0.00066051i,-0.0012099+0.00050825i,-0.00061426+0.00024695i,3.0959e-06+3.8284e-05i,-0.00018882-0.00054815i,-0.00082987-0.0011451i,-0.00059246-0.00042624i,0.00019547+0.00029762i,0.00026121-2.9442e-05i,0.0003397-0.00065189i,0.00052837-0.00016433i,0.00055147-0.00047694i,0.00082389-0.00091498i,0.0013062-0.00092509i,0.0011175-0.00052351i,0.00034467-6.3001e-05i,0.0001971-4.3369e-05i,0.00028568-0.00021235i,-0.00041212-0.00033001i
-0.0021183-0.00058993i,-0.0019002+0.00018372i,-0.0026938+0.0028551i,-0.0013069+0.0034454i,0.00056776+0.0022091i,0.0012436+0.00085922i,0.00063656-0.0003487i,-0.00030088-0.00084519i,-0.00068458-0.00017038i,-0.00031358+0.00057927i,0.00026671+0.00073765i,-0.0001541+0.00049991i,-0.00038923+0.00073205i,-0.00034246+0.00019114i,0.00033736-1.0241e-05i,0.00041962+0.00053168i,-0.00017566+9.8439e-05i,-0.0005969-0.0003995i,-0.00079835+0.0001967i,-0.0011318+0.00066137i,-0.00056803+0.00022783i,0.00030766-0.0001206i,0.00033886+5.8773e-05i
0.00070675+0.00099939i,0.0014997+0.00057438i,0.0025443-0.00035609i,0.002368-0.001177i,0.0013962-0.0014801i,0.00029448-0.00093834i,-0.00015956-0.00026173i,-0.00079369-0.00079698i,-0.0013077-0.00095044i,-0.001033-0.00022422i,-0.00065405-0.00010927i,-0.00036564-0.00028821i,-0.00038214-0.00017106i,2.3963e-06+0.00029048i,-0.00044791+0.00066006i,-0.00067548-9.2908e-05i,-0.00015952-0.0006005i,-0.00018008-0.00070317i,-0.00018263-0.00078995i,-0.00036361-0.00010745i,-0.00038261+0.00031406i,0.00030051+0.00021155i,0.00044122+0.00031221i
-5.3273e-06+0.0008937i,-0.0002924-5.9278e-07i,-0.00031141+0.0010909i,-0.0011643+0.00034165i,-0.0014324+6.8465e-05i,-0.00069968+0.0009694i,0.00063847+0.00085228i,0.0010383-0.00011165i,0.00032842-0.00027418i,0.00024851+0.0003037i,0.00019654+0.00037651i,-0.0006413+0.00030103i,-0.00014252-0.00031526i,0.00074921-0.001001i,0.0006619-0.0012365i,0.00068302-0.00071747i,0.00085261-0.0001772i,0.0013599-7.4723e-05i,0.0016086+0.0002581i,0.0006578-0.00025905i,-0.00034206-0.00057809i,-0.00015823-0.00032529i,0.00012217+0.00012455i
0.00093353+0.00060766i,0.00059917+0.0004825i,0.00056726+0.00040178i,0.00051751+0.0010452i,-0.00035986+0.00063162i,-0.0016032-0.0005216i,-0.0011767-0.00049252i,-0.0010357-0.0007121i,-0.001071-0.001513i,-0.00026852-0.00083902i,-0.00022816+0.00033427i,-0.00053642-0.00015016i,-0.00050935-0.00043393i,-0.00051881+0.00040219i,-0.00027007+0.00019571i,-0.00021245-4.3189e-05i,-7.7768e-05-7.2279e-05i,0.00030374-0.00042792i,-6.411e-05-0.00031853i,-0.00037107-0.00019371i,0.00032761-0.00015378i,0.000587-0.00029858i,0.00025051-0.00081775i
0.00088898-0.00072682i,0.00038701-0.0018214i,-0.00014938-0.0028112i,-0.0013754-0.0012774i,-0.0021382-0.00040793i,-0.001151-0.00056572i,-9.0275e-05-0.00030266i,-0.00062798-0.00071162i,-0.00088267-0.00085526i,-0.00023467+9.5811e-05i,-0.00050359+0.00036321i,-0.00048569-0.00025586i,0.00020359-0.00073497i,0.00012352-7.6893e-05i,-0.00024019+0.00068072i,-0.0011853+2.9012e-05i,-0.0010291-0.00032629i,0.00052161-0.00011139i,0.0007294-0.00033117i,-0.00024111-0.0001718i,-0.00092702+0.00032806i,-0.00072939+0.00051747i,-4.8547e-05+0.00044209i
-0.0019163+0.0013586i,-0.0022009+0.0018107i,-0.0025453+0.0032507i,-0.002018+0.0029139i,-0.0014338+0.0018728i,-0.0012343+0.00073128i,-0.00073055-0.00025943i,-0.00010948-0.00092425i,-0.0010768-0.0003661i,-0.0016171+0.00076468i,-0.00067996+0.00073516i,0.00024751+0.00011233i,0.00053029-0.00052804i,0.00019297-0.00082676i,3.5614e-05-0.00040254i,7.456e-05-6.7786e-05i,0.00031204-0.00048269i,-0.00015043-0.00086854i,-0.00081745-0.00013819i,-0.0004153+0.00066425i,-0.00038158+0.00046494i,-0.0010926+0.0001596i,-0.00089323+0.0003697i
-0.0016578+0.0010275i,-0.0017483+0.0007856i,-0.0016587+0.00090981i,-0.00136+0.0019071i,-0.0014743+0.0017778i,-0.00066751+0.0005484i,0.00030136-0.00043117i,-0.00027849-0.00052284i,-0.0016803+0.00073527i,-0.0014271+0.0012358i,-0.0011912+0.0010737i,-0.00074567+0.0012324i,-0.00018988+0.00080368i,-0.0011217+0.00040706i,-0.00059368-0.00040993i,0.0012595-0.00113i,0.0014797-0.00049569i,0.00081108+0.00027407i,-0.00041812+0.00023986i,-0.0010922+0.00014762i,-0.00026258-0.00062373i,0.00069972-0.00094836i,0.00086945-0.00034687i
-0.00053183+0.0025021i,-0.00039514+0.0027373i,-0.00055098+0.0021055i,0.00012118+0.00051841i,0.001036-0.0004154i,0.0010685-0.00017874i,0.00047332-0.00044907i,0.00017302-0.001138i,-3.1558e-05-0.0011122i,-0.00037554-0.0010102i,-0.00036339-0.00025861i,4.4137e-06-0.00015477i,8.0381e-05-0.00040582i,-5.8079e-05-0.00036343i,5.2931e-05-0.00038614i,7.2089e-05+0.00021937i,0.00035052+0.00048624i,0.00068065+0.0006165i,0.00061142+0.00057003i,0.00098438+0.00037002i,0.00078518+3.1425e-05i,0.00013492-0.00010123i,5.0923e-05+0.00035323i
0.0025098+0.00077318i,0.0022748+0.0010382i,0.0017877+0.0017323i,0.00064565+0.0006113i,-0.00068187-0.00074519i,-0.0015549-0.00073886i,-0.00066413-0.000351i,0.00057308-0.00055937i,0.00029963-0.00040505i,0.0007857-4.5453e-05i,0.0016961+9.3575e-05i,0.0009493+0.00010632i,-0.00018458-0.00045673i,-0.00039551-0.0004432i,0.0001667-0.00025495i,0.00038279+7.1242e-05i,0.00054923+0.00012903i,-0.00022862-0.00033396i,-0.00090032-0.0006713i,-0.00067981-0.00071668i,0.00017081-0.00058146i,0.0013226-3.8597e-05i,0.00087058+0.00015187i
0.00024492+9.958e-05i,0.00012479-0.00049573i,0.00023592+0.00046217i,-0.00098312+0.00070249i,-0.0023792+0.00051935i,-0.0017973+0.0005313i,0.00045294+0.00039888i,0.0014528+6.6678e-05i,0.00011142-0.00043494i,-0.0010675-0.00045028i,-0.00057244-0.00034855i,-4.8154e-05+0.00030794i,-0.00064405+0.00037611i,-0.00037617+0.00038959i,0.00046525+0.00066508i,0.00023771-0.00071958i,9.6888e-05-0.0013503i,0.00035463-0.0002163i,0.00029572+0.0013297i,0.00018045+0.0014168i,-0.00042257+0.0007238i,-0.00043417+0.00021626i,0.00053517+0.00016419i
0.0019033+0.0035069i,0.00099101+0.0022211i,0.0014353+0.0023447i,0.0010083+0.0016579i,-0.00046088+0.0013249i,-0.001048+0.00085275i,5.6838e-05-0.00020604i,0.00045958-0.00056596i,-0.00028105-0.00032195i,-0.00069678-0.0010042i,-0.00043069-0.0017982i,-0.00057664-0.0014487i,-0.0003448-0.00067434i,0.00072917-9.6963e-05i,0.0006462+0.00017764i,0.00040077-0.0001325i,0.00013822+0.00011913i,-0.00020752+0.0001049i,-0.00024741-0.00032832i,-0.00065975-0.00023539i,-0.00064552-0.00029503i,-8.9227e-05-0.00070049i,-5.5251e-05-0.00073084i
-0.0026245-0.0014715i,-0.0021536-0.00094608i,-0.0013412-0.00135i,-0.0006136-0.0013813i,-0.00027262-0.0012867i,0.00026039-0.00087846i,0.00028829-0.00048594i,-0.00038189-0.0011661i,-0.00084744-0.00098987i,-0.00048817+1.7425e-05i,-0.00056778+0.00025026i,-0.0005772+0.00014331i,-0.00029141+0.00049318i,-0.00073695+0.0011056i,-0.00067569+0.0011934i,0.00030781+0.00068946i,0.00062796+0.00042281i,0.00055673-0.00017735i,0.00034332-0.00082049i,0.00042934-0.0003825i,0.0010301+0.00029537i,0.00044895+0.00057039i,-0.00028244+0.00045668i
-0.0012282+0.00042488i,-0.00012365+0.001115i,-0.0012641+0.003129i,-0.0018178+0.0028654i,-0.0012228+0.0017372i,-0.00087839+0.00037951i,-0.00060997-0.00070061i,-0.00092928-0.0012737i,-0.0010934-0.00070371i,-0.00087381+0.00033947i,9.7914e-05+0.00055965i,0.00031461-0.00011283i,0.00012795-0.00050567i,0.00013019-0.0006357i,-0.00023539-0.00095101i,8.4958e-05-0.00048772i,0.00083903+0.00043978i,0.00087897+0.00043779i,0.00090578+3.3916e-05i,0.00080391+2.8448e-05i,-0.00015915-0.00035127i,-3.9035e-06-0.00049795i,1.566e-05+8.86e-05i
-0.0004582+0.00045894i,-0.00046985+0.0010909i,-0.00056917+0.00028125i,-0.00070337-0.00025881i,-0.00068363-5.1831e-05i,-0.00032674-0.0004344i,-0.0001062-0.00070166i,-0.00014113-0.00056423i,-0.00051385-0.00063077i,-0.00026732-0.00047746i,0.00042373-0.00022894i,0.0003556+0.00012873i,8.9218e-05+7.3754e-05i,-0.00014118-0.00050627i,0.00034945-0.00057797i,0.00030374-0.00032929i,0.00019314-0.00018586i,-0.00012106+0.00053064i,-0.00044755+0.0005656i,-0.00049574+0.00035747i,-0.00037942+0.00032099i,0.00022567+0.00031049i,0.0001185+0.00050192i
-0.00011952+0.00063274i,0.00084875+0.0015719i,0.00074393+0.0013418i,-0.0010316+0.00090598i,-0.0027889+0.0001788i,-0.0017827-0.0007386i,-1.992e-05-0.0013605i,-0.00045795-0.0011615i,-0.0016128-0.00023383i,-0.0018263+0.00066655i,-0.0010729+0.00034884i,-0.00028969-0.00032987i,-0.00047701-0.00028844i,-0.00030079-0.00037869i,0.00026034-0.00082378i,0.00023547-0.00046122i,-7.0889e-05+0.00024003i,-0.00021785+1.0069e-05i,0.00016132-0.00013922i,0.00018163+0.00025767i,4.8107e-05+0.00023822i,0.00039536+1.1393e-05i,0.0011748-0.00019887i
-0.0012107-0.0012732i,-0.00069385-0.0010298i,-0.0011455-0.00044505i,-0.0015412+0.00062371i,-0.0019456+0.0022026i,-0.002372+0.0021129i,-0.00089363+0.001094i,6.8965e-07-0.00041964i,-0.00021341-0.001069i,0.00039509-0.00035285i,0.00020327-0.00035231i,-0.00019988-0.00015762i,-0.00036421+4.2095e-05i,-0.00037587-0.00069881i,7.6964e-05-0.0010037i,0.00033425-0.00049066i,6.9735e-05+0.0003834i,-4.124e-05+0.00015248i,-4.5096e-05-0.00049831i,-0.00035253-0.0004223i,-0.00063954-0.00037681i,-0.00012825-2.4124e-05i,0.00067648+0.00041788i
-0.00051248-0.0018762i,-0.00083894-0.00277i,-0.00053218-0.0034875i,-0.00017972-0.0026418i,0.00016503-0.0013855i,0.00038197+7.5945e-05i,0.00050056+2.3532e-05i,0.00046327-0.00087571i,-0.00044689-0.00078478i,-0.00075012-0.00029231i,-0.00096921+0.00083764i,-0.00087412+0.00051062i,-0.00025674-6.9772e-06i,-0.00032703+6.6338e-05i,-0.00077232-9.6009e-05i,4.329e-06+8.997e-05i,0.00080553+9.4565e-05i,-2.3744e-05-0.0002928i,-0.00026719-0.00090165i,6.863e-05-0.00085433i,0.00033163-0.00058279i,0.00074002-0.00059253i,9.592e-05-0.00054389i
-0.0011131-0.00095038i,-0.00023902-0.00033216i,-0.00032657-0.0010822i,-0.00070667-0.0011803i,-0.00084454-0.00029599i,-0.00087077+0.00046432i,-0.0009169-5.5513e-05i,-0.00074244-0.0009869i,-0.00035248-0.00079461i,-0.00047728-0.0002921i,-0.0009029-0.00027219i,-0.00012044-4.4906e-05i,0.00020675+0.00062169i,-0.0002055+0.00051413i,-0.00082938+0.00016337i,-0.00039644-0.00028816i,0.00040164+7.5903e-05i,-0.00011439+0.00047665i,-0.0006631-0.0001523i,4.5409e-06+4.8318e-05i,0.00049017-7.0451e-05i,0.0003677-0.0005925i,0.00083917-0.00063048i
-0.0011065-0.0015054i,-0.0012723-0.0011229i,-0.001081-0.0018983i,-0.0010918-0.00062553i,-0.0013164+0.00087269i,-0.00034189+0.0010071i,-7.9921e-05+0.00063802i,-0.00035153-0.00018098i,-0.0005532-0.00066342i,-0.00037973-0.00034578i,-0.00045102-0.00045354i,-0.00045769-0.00050445i,-0.0002583+0.00042613i,-0.0011206+0.00071864i,-0.0012831+0.00031269i,-0.00051844+0.00011223i,-0.00026166+0.0001078i,0.00014803-0.0001201i,7.2342e-05-0.00010059i,-1.3189e-05+0.00073699i,-0.00021062+0.00073619i,-0.00060386-0.00044486i,-0.00095574-0.00073257i
-0.0013604+0.0019309i,-0.0029968+0.0024507i,-0.0044067+0.0021702i,-0.0033972+0.0021122i,-0.0013265+0.0020502i,0.00025311+0.00085345i,0.00059317-0.0010365i,0.00047555-0.0012164i,5.981e-05-0.00010747i,-0.00049152+0.00028418i,-0.00097065+0.00016971i,-0.00044422+0.00037563i,3.032e-05+0.00036654i,0.00053025-0.00016201i,0.00091923+0.00019823i,0.00088648+0.0011137i,0.00082403+0.0014357i,-0.00015225+0.001315i,-0.0010049+0.00084524i,-4.2404e-05+0.0011806i,0.00057612+0.0014167i,1.2381e-05+0.00084998i,-0.0002658+3.5127e-05i
0.0012686+0.0020132i,0.0015308+0.0028005i,0.0016397+0.0022133i,0.001018+0.0008815i,-4.2617e-05+0.00072027i,-0.0019618+0.00037885i,-0.002306+0.00027417i,-0.0011214+5.4776e-05i,-0.00060483-0.00013353i,-6.6915e-05+0.00010296i,-0.00033764+0.00017897i,5.2832e-05+0.00073981i,0.001229+0.00085268i,0.00098929+0.00041642i,0.00013406+0.00067563i,-0.00023912+0.00066565i,0.00050372+0.00013013i,0.00085377+0.00028009i,0.00030104+0.00066977i,-0.00021874+0.00069267i,-0.001051+0.00082904i,-0.0014655+0.00032526i,-0.00077137+0.00059176i
-0.00046585+0.0019595i,0.00016409+0.0025919i,-0.00023403+0.0026834i,-0.00039835+0.0017776i,-0.00039142+0.00099933i,0.00048008+0.00044506i,0.001147+0.0007907i,0.00082692+0.00050363i,0.00076238+0.00034888i,0.00046013+0.00099032i,0.00049984+0.00099009i,0.0004913+0.00018137i,1.8506e-06+0.00012163i,-6.38e-05+0.00046944i,-2.7618e-05+0.00060797i,0.00015226+0.00084989i,0.00052224+0.00053761i,0.00044863+0.00016426i,0.00042956-8.8087e-05i,0.00010596-0.00020715i,5.4965e-06-0.00033705i,0.00035824+0.0001644i,-0.0003627+0.00088056i
-0.0007414-0.0007484i,-0.00073821-0.00035852i,-0.0011651-0.00018281i,-0.00063561-0.00051748i,-0.00041737-0.00063274i,-0.00083285-0.00048494i,-0.00015695-0.00079963i,0.00034936-0.0010782i,-0.00033479-0.00063397i,-0.00051787-0.0001973i,-0.00045847-0.00027149i,-0.00075547-0.00014009i,-0.00055404+0.00016936i,-0.00054617+0.00065069i,-0.0008711+0.0003924i,-0.0002565-0.00071795i,0.00091087-0.0004482i,0.0014683+0.00018838i,0.001225-5.2612e-05i,0.000378-0.00067171i,4.5916e-05-0.00027348i,0.00020984-0.00016331i,0.00019438-0.00027913i
0.001204-0.0014458i,0.0013272-0.00033886i,0.0012396-0.0011653i,0.00055166-0.0014742i,-0.00049237-0.00097645i,-0.00087282-0.00028974i,-0.00014752-0.00063136i,0.00016491-0.0013038i,-0.00025885-0.00036235i,0.00052255+9.0952e-05i,0.000364+0.0001121i,-0.00014928+0.00085079i,7.5381e-05+0.0013171i,-8.6816e-05+0.00066449i,-0.00033891-8.1195e-05i,-0.00048691-0.00022844i,-0.00046258-6.0852e-05i,0.00021805+0.00016686i,0.00021896-0.00028338i,4.5678e-05-0.00031642i,0.00041927+6.8181e-05i,0.00043527-0.00057241i,-0.00024709-0.00042095i
-0.0015796+0.00058753i,-0.00096305-5.0096e-05i,-0.002293-0.00071146i,-0.0021329-0.00036728i,-0.0015874+0.0010885i,-0.00111+0.0013202i,-0.00065625+0.00050931i,-0.00054205+0.00042155i,-0.00050688+0.00026231i,-0.00014407-0.00010611i,0.00035472-0.00040743i,0.00026056-0.00020341i,-0.00046452+6.0394e-05i,-0.001014+0.00074512i,2.0449e-05+0.0013044i,0.00094988+0.00043044i,0.00016292-0.00030541i,-0.00069518-0.00070416i,-0.00041953-0.00022404i,0.00062679+0.00091857i,3.4087e-05+0.0011219i,-0.00032521+0.00021485i,8.2624e-05-0.0010113i
0.0026083+0.00078041i,0.0021247+0.00098375i,0.0017917+0.0012821i,0.00061077+1.348e-05i,-0.00043548-0.0012102i,-0.00054199-0.00051252i,0.00012288+7.1556e-05i,0.0010036-0.00062502i,0.00093818-0.00077585i,-9.3771e-05-0.0006293i,-0.00044957-0.00017053i,-4.8638e-06+0.00054605i,-0.00028568+0.00033258i,-0.00052082-0.00025957i,0.00016362-0.00039415i,0.0001847-0.00011473i,-0.00025703-0.00058073i,0.00019659-0.00096493i,0.00061035-0.00024492i,0.00083743+0.0011136i,0.00086164+0.0013087i,0.00084137+7.4587e-05i,0.00046125-0.00029097i
0.00022013+0.00090147i,-0.00046675+0.0011968i,-0.00043776+0.00062219i,-0.00042088-1.9475e-05i,-0.00040681-0.00054299i,-0.00023344-0.0012174i,0.00011018-0.001261i,-7.4188e-05-0.0014959i,-9.0703e-05-0.0011375i,0.00047166-0.00032907i,0.00068272-9.7068e-05i,-1.9104e-05-3.8845e-05i,-0.00023341-4.6629e-05i,0.00010006+0.00016772i,0.00059841+0.00011703i,0.00062205+0.00060621i,0.00010073+0.0012646i,-0.00019108+0.0010852i,-5.8949e-05+0.00021246i,0.00014276+0.00049147i,0.00022512+0.00080554i,0.00067132+0.0008775i,0.00077447+0.00065274i
-0.0010757-0.00043742i,-0.00078511-0.0004507i,-0.00030254-0.00075343i,0.00022674-0.00018661i,-0.00016481+0.00018588i,-0.00083349+8.9034e-06i,-0.00064286-0.00071617i,-0.00095151-0.00097123i,-0.00093928-0.00085074i,-0.00067295-0.00038953i,-0.0003581+0.00036992i,0.00045124+0.00054798i,0.00035283+0.00056667i,-0.0002827+0.00040355i,-0.00017511+0.00024716i,0.00034387+0.00011485i,0.00032531-1.8938e-06i,-0.00028729+0.00015244i,-0.00053481-3.7384e-05i,-0.00030083-0.00010132i,0.0001565-0.00015385i,0.00042537-0.00049536i,0.00079915-0.0003733i
-0.0013708-0.0033274i,-0.0010213-0.0032109i,-0.0016505-0.0022694i,-0.0023407-0.00030996i,-0.0024257+0.0014429i,-0.0009615+0.0018788i,0.0001419+0.00053155i,-0.0006852-0.00024341i,-0.0013833-0.00056913i,-0.0015186-0.00052487i,-0.0013646-7.697e-05i,-0.00048424+0.00042405i,0.0005746+9.2724e-05i,0.00092515-0.00047226i,0.0009046+0.0004252i,0.0006539+0.0013361i,-2.913e-06+0.00059643i,-0.0004633+0.00029551i,-4.4866e-05+0.00059806i,-0.00044397+0.00081646i,-0.00037832+0.00019669i,0.00049315-0.00028461i,0.00037496+3.8721e-05i
0.00074707+0.00073455i,-5.7969e-05+0.0009855i,-0.0013059-0.00042864i,-0.00087549+7.1688e-05i,-8.5515e-05+0.0013997i,0.00094245+0.0013667i,0.0014683+0.00055691i,0.00075311+5.0536e-05i,-0.00045187+0.00021115i,-0.0012659+0.00057547i,-0.0014082+0.00035701i,-0.00063623-0.00038438i,-0.00039049-0.00026502i,0.00033498-9.4268e-05i,0.0010714-0.00060484i,0.00092158-0.0006869i,0.00059429+0.00036763i,0.00011374+0.00081972i,-0.0005666+0.00033791i,-0.00062706-0.00041451i,-0.00029158-0.00063219i,0.00050078+3.239e-05i,0.00040495-4.1465e-05i
