-0.001492+0.0025337i,-0.002102+0.0016232i,-0.0020449+0.00023474i,-0.001776-0.00029337i,-0.0012511+0.00055639i,-0.00015968+0.0011627i,7.5982e-05+0.0016065i,0.00082202+0.00083109i,0.0013796-0.00038515i,0.0013658-0.00028225i,0.0013342-6.1102e-05i,0.00035701-0.0008366i,-0.00062337-0.0014727i,-0.00053148-0.0012544i,5.1194e-05-0.00038569i,0.000498+8.7857e-05i,0.00025122-0.00013239i,-0.00033043-0.00048159i,-0.00032152+6.8469e-05i,-0.0007001+3.1657e-06i,-0.0014786-0.00029967i,-0.00085823+0.0003149i,-0.00020185+9.7205e-06i
-0.001434-0.00078198i,-0.00159-0.00041118i,-0.00069318+0.00015854i,-8.0087e-06+0.00046022i,8.677e-05+0.00045723i,0.00067951+0.0010979i,0.001101+0.0016771i,0.00092681+0.0011563i,0.00026933+0.00059986i,-0.00014632+0.00053003i,3.146e-05+0.00031771i,0.00028267+0.00033369i,0.00025509-0.00031884i,0.00018848-0.0012627i,0.00024794-0.0010376i,0.000754-2.1696e-05i,0.00067703+0.00039766i,6.8502e-05+0.00056009i,0.00064515+0.00046023i,0.00075742-0.00035667i,0.00048913-0.00094995i,0.0007908-0.00018151i,0.00041276+0.00084418i
-0.00047952-0.0002142i,-0.0012283-0.00049888i,-0.00073022-0.0003354i,0.00030169+0.00071098i,0.00052018+0.001599i,5.9326e-05+0.0015739i,0.00028584+0.0011746i,0.00043309+0.00061491i,0.0001931+0.00021199i,0.0002288+0.0003458i,0.00062685+0.00017791i,0.00043959-0.00010401i,-0.00013985-4.9126e-05i,-0.00063631-6.9515e-05i,-0.00014955-0.00014631i,-0.00017614-0.00022292i,0.00021357-0.00069451i,0.00059801-0.000541i,0.00030444-8.9532e-05i,-0.00012098+2.2774e-05i,-0.00015857-0.0006728i,0.00053871-0.0011716i,0.00096259-0.00034268i
-0.00063992-1.4375e-05i,-0.00069048+0.00048797i,-0.00032072+0.00025482i,0.00043+0.00041653i,0.0006007+0.0012089i,0.00021358+0.0014162i,0.00048897+0.0018489i,0.00031755+0.0016181i,-0.00011813+0.00055418i,-0.00011346+0.00020745i,9.1309e-05+0.00044879i,0.00013375+0.00016149i,-2.3569e-05-0.00027289i,-0.00012876-2.6253e-05i,0.00069371-0.00023053i,0.0016122-0.00024527i,0.0013387-0.00041221i,0.000379-0.0002494i,-0.00029336+3.6834e-05i,-8.965e-05-0.00059978i,0.00045053-0.00046341i,-0.00010974-3.654e-05i,-0.00031357-0.00023435i
0.00071042-0.00092908i,0.00016773-0.0013093i,0.00050227-0.0005159i,0.0001927+4.6531e-05i,7.7088e-05+0.00031728i,-0.0002977+0.00064041i,-0.00034161+0.0005317i,7.374e-06+0.00040165i,-0.0003011+0.00050782i,-7.8691e-05-0.00017029i,0.0006802-0.00019316i,0.0006985-0.00010145i,0.0004053-7.0031e-05i,-7.3999e-05+0.00063147i,-0.00043712+0.00075499i,-1.7922e-05+0.00031911i,0.00061086+0.00025981i,0.00044019-0.00047759i,-0.00011776-0.0011637i,-0.00020992-0.00037408i,0.00011728+0.00010787i,0.00033108+0.00012082i,0.0004432+0.00086497i
-0.0018732+0.00028562i,-0.0014205+4.4587e-05i,-0.00077284-0.00021598i,-0.00086996-0.0003354i,-0.00092721-8.2358e-05i,-0.00050355+0.00063935i,-0.00036723+0.00098718i,-0.00052222+0.0012047i,-0.0003+0.00043313i,-0.0004562-0.0001989i,-0.00096918+0.00065795i,-0.00022557+0.0010276i,-8.8777e-05+0.00012602i,-0.00065521-4.3582e-05i,-0.00067048+0.0010248i,-0.00045612+0.0015046i,-0.00072483+0.001549i,-0.0010302+0.0012782i,-0.00079619+0.00071993i,-0.00078173+0.00019602i,-0.00072226-0.00010829i,-0.00050153+0.0002473i,-0.0002045+0.00095989i
-0.00081848-1.7583e-05i,-0.00033925+0.00061678i,-0.0017968+0.00057649i,-0.001734+0.00087034i,0.00017012+0.0014209i,0.00078294+0.0014032i,0.00047048+0.00077354i,0.00010603+0.00027912i,-0.00036663+0.00030108i,-0.00072761+0.00062312i,-0.00026302+0.00022045i,0.00068508+6.8086e-05i,0.0010526+0.00036481i,0.00045371+0.0004039i,0.00060608+0.00027666i,0.00089847-0.00026192i,0.0004457-0.00055715i,0.00026343-0.00049743i,0.00035776-0.00068743i,0.00054682-0.00079826i,0.0001054-0.00027748i,0.00011839-0.0003383i,0.00061751-0.00015559i
-0.0012573+0.0014504i,-0.0016231+0.00078436i,-0.0006709+0.00044394i,0.0011226+0.00054422i,0.0021115+0.00014028i,0.00078381-5.0045e-05i,0.00029972+5.324e-05i,0.0011804+0.00026721i,0.00070096+4.9185e-05i,4.232e-05-4.8994e-05i,-0.00014755+2.2214e-05i,6.3438e-05-9.3117e-07i,0.00016558-0.00085607i,0.00027313-0.0013016i,0.00052097-0.000398i,-5.4995e-05+0.00051508i,-3.2275e-05+0.00011909i,0.00036719-6.2308e-05i,0.00027167+0.00044394i,0.00053132+0.00092665i,0.00037823+0.0005413i,2.3826e-05-3.7822e-05i,-0.00063678-0.00011699i
-0.0019624-0.0013466i,-0.00114-0.00082204i,-0.00066454-0.00038467i,-0.0010914+0.00032191i,-0.00044997+0.00092664i,0.00042577+0.0014001i,0.00057196+0.0011544i,0.00085219+0.00039495i,0.00088993+9.0854e-06i,0.00047266+1.2506e-05i,-0.00010945-0.00037891i,1.9991e-05-0.00066481i,0.00053522-0.00033286i,0.0010579+0.00022324i,0.0012754+0.00041981i,0.0010874+0.00067569i,0.00042822+0.0012131i,-0.00055576+0.00082699i,-0.0006289+0.00029148i,-0.00052866+0.0001866i,-0.0010051+0.00016019i,-0.00061942+2.5038e-05i,0.00025969+0.0001131i
0.00031557+0.00033828i,0.00039328-0.00031273i,0.0012342-5.3712e-05i,0.0013825-7.7061e-07i,0.00061254-0.0004646i,0.00056927-0.00065329i,0.00036313+0.00051461i,-8.6934e-05+0.00070477i,-0.00032791-0.00072069i,-0.0003466-0.00068347i,0.00027728+0.00021146i,0.0011257-0.00027044i,0.000764-0.00079493i,0.00020414-0.00069006i,0.00018057-0.00068188i,0.00092673-0.0003395i,0.0010086+9.0955e-05i,-3.9826e-05+0.00031389i,1.4622e-05+0.00037539i,-0.0001923+0.00024232i,-0.00018672-0.00015905i,0.00030608-4.8603e-05i,0.00028053+0.00056026i
0.0005267+0.0011657i,0.0009979+0.0010818i,0.00092505+0.00077076i,0.00057815+0.00029379i,0.00049791-0.00014914i,0.00058808+0.00039217i,0.00013641+0.0011533i,2.5295e-05+0.00056203i,-0.00050227-0.00025796i,-0.0011228-0.00021789i,-0.0010086-0.00037746i,-4.2146e-06-0.00054197i,0.00063667-0.00030931i,0.00055106-0.00039361i,0.00065975-0.00081113i,0.00047429-0.00074661i,0.00017173-0.00058734i,0.00023953-0.00039716i,-0.00020098+2.2149e-05i,-0.00055702+0.000113i,7.0648e-05+8.0945e-05i,0.0008174+0.00012051i,0.00053132+0.00089228i
-0.001302-0.00011099i,-0.001003+5.8612e-05i,-0.0003251+0.00017811i,-0.00050023+0.00076383i,-0.00019328+0.0010831i,9.9379e-05+0.0009017i,-6.4663e-05+0.00086145i,-0.00042634+0.001111i,-1.6181e-06+0.00098298i,0.00012115+0.00058802i,4.1858e-05-3.3429e-05i,2.52e-05-0.00046181i,-0.00020384-0.00010841i,-3.1696e-05-7.5401e-05i,-9.423e-05-0.0003042i,0.00012853-0.00081435i,0.00010352-0.00060781i,-0.00067278+0.00085194i,-0.00040361+0.0006856i,0.00030263-0.00041868i,-0.00014924+0.00026194i,-0.00027777+0.00065532i,0.00077277+0.00068123i
-0.00017543-0.00041232i,-0.0009851-0.00020928i,-0.00050023+0.00011637i,-0.00017488+0.00023426i,-0.00026141-0.00021406i,-3.1736e-05-0.00054564i,-0.0001143-5.6254e-05i,-0.00022096+0.00012803i,-0.00040773+7.4499e-05i,-0.0011588+5.7498e-05i,-0.0010982-2.5069e-05i,-0.00074776+0.00043513i,-0.0010189+0.00045762i,-0.00036097+0.00027973i,0.00015421+0.00030853i,-7.4064e-05-0.00029234i,0.00030421-0.00060344i,0.00022667-0.00061547i,0.00010158-7.2367e-05i,0.00035021+0.00065611i,0.0002459+0.00024719i,0.00028424+0.00014952i,0.00049709+0.00033172i
0.00045107-0.0003599i,-0.00022906-0.0010406i,-2.7989e-05-0.0012733i,-0.00063357-0.00083166i,-0.0015834-0.00033119i,-0.0014785+0.00018343i,5.0748e-05+0.00044966i,0.00095283+0.00097663i,0.00059276+0.001199i,6.6326e-05+0.00074526i,-8.0413e-05+0.00052988i,-0.00026809+0.00069817i,-0.00058229+0.00052504i,-0.00069921+0.00015659i,-7.175e-05+0.00033628i,-0.00016459+0.00036581i,-0.00088896+0.0003095i,-0.00064162+2.5412e-05i,-0.00026022-3.512e-05i,-0.00075477+0.00020735i,-0.00065641-0.00031342i,0.00023234-9.7702e-05i,0.00078626+0.00092449i
-0.00020007+0.00038711i,-0.00050528-0.00046994i,-0.00023476-0.00039356i,1.1874e-05-3.1647e-06i,-0.00012176-0.00025551i,-0.00011421-0.0002949i,-0.00059368+0.00018894i,-0.00055916+0.00048759i,5.1586e-05+0.0006562i,0.00018116-0.00020098i,0.00033117-0.00015116i,0.00040449+0.00077471i,-0.00034727+0.00018135i,0.00035611-0.00033931i,0.0014996-0.00060955i,0.0013927-0.00033308i,0.0010899+0.00039202i,0.0010632+0.00099238i,0.00071616+0.00086399i,-3.874e-05+0.00036587i,-0.00021025+0.00070657i,0.00039668+0.0011225i,0.00049998+0.0011625i
0.00033025+0.00053877i,0.0007596+0.00047001i,0.0017228+0.0014749i,0.0018351+0.0012056i,0.001475+0.00082082i,0.00022499+0.0016754i,0.00061194+0.001608i,0.0012296+0.00078742i,0.00044727+0.00026613i,0.00038593-0.00014066i,0.00053101-1.8484e-05i,0.00060582-6.0012e-05i,0.00021169-0.00019619i,-0.00099858-0.00028604i,-0.0011512-4.0784e-05i,-0.00083917+0.00043009i,-0.00040845-0.0001527i,0.00019599-0.00036896i,0.00045517-0.00039045i,3.3015e-05-0.00062874i,-0.00064849+7.8799e-05i,-0.00055319+0.00088728i,-0.00012608+0.00079841i
-0.00088685-0.0005945i,-0.0010131+0.0002518i,-0.00051038+0.0012529i,-0.00052169+0.0010482i,-0.00017337+0.00065691i,0.00064747+0.0013194i,0.0007294+0.0012406i,0.00042466+0.00050762i,-2.2609e-05-0.00021677i,0.00028635-0.00038461i,0.00073115+0.00011188i,0.00053807-7.944e-05i,0.00018083-0.00021528i,0.0002742-0.00043455i,0.0004759-0.00042668i,0.00056641+7.4251e-05i,0.00039739+7.0666e-05i,-0.0007489+0.00034737i,-0.00041451+0.00033606i,0.00021502-0.00028507i,-0.00025994-0.00058333i,-0.00024068-0.00037663i,0.00016299+0.00015685i
0.00046597+0.0016278i,-0.00024031+0.00089035i,0.00038617-0.00015372i,0.0011209-0.00063943i,0.00061583-0.00048468i,0.00024681-6.376e-05i,-0.00014265+0.00011851i,-0.00026165+0.00020446i,-0.00063836+0.00013517i,-0.00010182-0.00044517i,0.0011828-0.00064849i,0.0010398-0.00029738i,0.00053475-0.00011268i,0.00040815+0.00054956i,-0.00033296+0.00096453i,-0.00078266+6.5295e-05i,-0.00029477-0.00031189i,-0.00064504+0.00011911i,-0.00043172-0.00015125i,0.00095307-0.0005114i,0.0014722-0.00025194i,0.00037932+8.3311e-06i,-0.00031504+0.00044311i
0.0012229+0.00059135i,0.0004001+0.0015807i,0.00046243+0.0016724i,0.00056222+0.0001446i,-2.9101e-05-0.00031133i,-0.00072283+0.00092708i,-0.00087275+0.00097622i,-0.00034066+0.00045774i,0.00069637+0.00053282i,0.00032472+1.6935e-05i,-0.00065197-0.00097015i,-0.0003087-0.00071895i,0.00015602+0.00049061i,-3.2523e-05+0.00092585i,-0.00048446+0.00091561i,-5.7602e-05+0.00083235i,0.00061342+0.00010845i,3.1307e-05-0.00042428i,-0.00086868-0.0001358i,-0.00017471-8.8599e-05i,0.00054417+0.0001958i,0.00019383+0.00099725i,2.5558e-05+2.6591e-05i
7.7415e-05+0.00036479i,0.00029003-0.0013901i,0.00066205-0.0021346i,0.00060083-0.0022658i,0.00069739-0.0012872i,0.00066838-0.0011382i,0.00035733-0.0010208i,0.0008182+0.00015541i,0.00083546+0.00089032i,0.00016247+0.00056756i,0.00056741+0.00045703i,0.00062697+0.0013848i,7.5695e-05+0.0016993i,-1.7722e-05+0.0012337i,0.00024706+0.0005703i,2.6969e-06+0.00030594i,-0.00036982+7.4499e-05i,-0.0001101+0.00050733i,0.00021658+0.0011925i,0.00056515+0.00087798i,0.0010682-0.00011508i,0.00092304-0.00023963i,0.00038206+0.00023499i
0.00027566-0.0010044i,0.00022872-0.0016495i,0.0008238-0.00081292i,0.00096592+4.5381e-05i,0.00027264+5.938e-05i,-0.0002731+0.00065641i,9.46e-06+0.00090621i,-0.00074669+0.0010467i,-0.0012532+0.00079045i,-0.00067535+0.0005716i,-0.00024595+0.00035798i,-4.7613e-05+0.00025497i,-0.00020998+0.0002274i,-0.00067413-0.00013123i,-0.0010428-0.00020781i,-0.00048931+6.9521e-05i,2.7537e-05+0.00016055i,1.6706e-05-9.8998e-05i,-0.00013088-8.0793e-05i,0.00039634+9.0131e-05i,0.001178+0.00044666i,0.0010353+0.00055747i,0.00055728+0.0003329i
0.00019194+0.00086928i,0.0015135-0.00078463i,0.001984-0.001897i,0.00027279-0.0017195i,-0.0010102-0.0012612i,-0.00098504-0.0012079i,0.0002027-0.00044205i,0.0010398+0.00063495i,0.00032656+0.0006833i,-0.00011968-4.8985e-05i,-2.0981e-05-0.00072095i,0.00017135-0.0011909i,-0.00016729-0.00057923i,-0.00091039-6.3662e-05i,-0.00054874-0.00022936i,0.00036447-0.00016568i,0.00077996+0.0001708i,3.5954e-06+0.00022514i,-0.00035572+0.00051062i,-0.00057487+0.0002665i,-0.00068224-0.00057088i,-0.0003442-0.00053814i,0.00081265-0.00011391i
0.00060651+0.0015702i,0.0010269+0.0021335i,0.0011305+0.0015911i,0.00024539+0.00070784i,0.00044609+0.0004403i,0.00022757-0.00037717i,-0.00032973-0.00034095i,-0.00022236+0.0007804i,-0.00043712+0.0014102i,-0.00071453+0.0009615i,-0.00053837-0.00047299i,-3.7665e-05-0.00082936i,0.00044414+2.5777e-05i,0.00071953+0.00044179i,0.00031729-0.00025801i,0.00036552-0.00054814i,0.00095259-0.000356i,0.00078761+2.916e-05i,3.4938e-06+8.1457e-05i,0.00019939-0.00011485i,0.00064043+0.00039364i,0.00038863+0.00029423i,-0.00048474-0.00053264i
0.0012805-0.0012268i,0.00098548-0.00072818i,0.00073437-0.00099149i,-0.00096034-0.0010188i,-0.0024563-0.00027023i,-0.0013792+0.0012685i,-8.4507e-05+0.0013952i,0.00015306+0.00055336i,-9.4085e-05+0.00016149i,-0.00089445+0.0004714i,-0.001132+0.00046599i,-0.00084838+0.00011543i,-0.00048433+0.00047623i,-0.00042188+0.00088347i,-0.00023217+0.0010383i,-0.00054138+0.00067565i,-0.00087524-0.00010492i,-0.00033289-0.00043591i,1.9704e-05+0.00024137i,-0.00017636+0.00033347i,-0.00024488-8.011e-05i,1.4513e-05-0.00014017i,0.00053113+0.00034501i
-0.0020717-0.00042753i,-0.0021461-0.00035287i,-0.0013443+8.715e-05i,-0.00057486+0.0006003i,-0.00018143+0.00071865i,0.00047691+0.00062381i,0.00092145+0.00010191i,0.00098177+0.00034024i,0.00042963+0.00099127i,-0.00031537+0.00056643i,-0.00023888+0.00039386i,2.2596e-05+0.00059092i,0.00068695-2.715e-05i,0.00082341-0.00036203i,0.00077734-0.00027697i,0.00046759+0.00047881i,-7.5423e-05+0.001156i,-0.00015823+0.000799i,-0.00019917+0.00021244i,-0.00025761+2.3449e-05i,-0.00036067+0.00027539i,-0.00015113+0.00040686i,0.00052601+0.00045011i
-0.0011255+0.0012394i,-0.00090636+0.0007671i,-0.00084939+0.00090373i,-0.00058976+0.00083412i,0.00026613+0.00053448i,0.00077165+3.9802e-05i,0.00043788-0.00018023i,-0.00036422+0.00022488i,-0.00059801-3.9579e-05i,-0.00056792-0.00017472i,-1.1031e-05-0.00016186i,0.00017986-0.00058692i,0.00017583-0.00042529i,0.00039543-0.00034684i,0.00062064-0.00038258i,0.00018121-7.0345e-05i,-7.7462e-05-0.00010902i,1.6243e-05-0.00070229i,8.4563e-05-0.00019395i,6.9276e-05-7.0409e-05i,9.6192e-05-0.0003273i,0.00083757+0.00038854i,0.0012894+6.8497e-05i
-0.0017536+0.00042861i,-0.0011305+0.00092454i,-0.0011357+0.0010973i,-0.00045355+0.00050531i,0.00027028-0.0001335i,0.00038281-8.6634e-05i,0.00066417+0.00026106i,0.00030972+0.00045542i,-0.00076475+0.00080222i,-0.0010416+0.00053216i,-0.00015748-0.00033234i,0.00021871+9.2016e-06i,0.00023531-0.00031113i,0.0006374-0.00066413i,0.00079262-0.00062821i,-0.00022254-0.00039664i,-0.00099543+0.00018656i,-0.00046834+0.0003111i,-0.00018651+0.00032731i,-0.00058747+0.00027078i,-0.00011858+0.00028271i,0.00058203+6.2518e-05i,0.00070915-0.00012305i
0.00062676-0.00029612i,0.00097285-0.00098917i,0.00052725-0.0015608i,-0.00024472-0.00085182i,-0.00062454+0.00048538i,-0.00014914+0.0011217i,-0.00019984+0.00098787i,-0.00032074+0.00017079i,-0.00011307-0.00093339i,0.00011306-0.00066797i,0.00043041+0.00046295i,8.1031e-05+0.00058957i,0.00013116-0.00017091i,0.00098363-0.00031501i,0.0016014+0.00098713i,0.0012763+0.0011488i,0.0001852+0.0006909i,-0.00032407+0.00056417i,-0.00013415-0.00049529i,0.00056306-0.00063685i,0.00039431-0.00030508i,0.00028511-0.00096815i,0.00042878-0.0010932i
-0.00084385+0.00018261i,-0.00033932-1.6414e-05i,-0.0006081+0.0011548i,0.00028735+0.0011138i,0.00071147+0.00041658i,0.0001074+0.00022063i,-0.00036853+0.00025291i,-0.00024686+0.00045226i,-4.234e-05+0.00016345i,-0.00015298+0.00018497i,0.00022285+0.00065178i,0.00020209+0.00031427i,-0.00054652-0.00059762i,-3.3488e-05-0.0012303i,0.00087661-0.00050307i,0.0003038+0.00076685i,-0.00011035+0.00013633i,-0.00062506-0.00033376i,-0.0014173-0.00021272i,-0.0011006-0.00051029i,-0.00048754-4.6226e-06i,-0.00038204+0.00047546i,0.00036133+0.00026626i
-0.0016248-0.0017452i,-0.001651-0.0018906i,-0.00096079-0.0019327i,-0.0012145-0.0013414i,-0.0012574+0.00029334i,0.00027249+0.0011777i,0.00058335+0.001326i,0.00033525+0.0004484i,0.00040591-0.00042559i,6.8637e-05+0.00032804i,0.00026744+0.0012468i,0.0014061+0.00099699i,0.0013013+0.00050642i,0.00042968+0.00013749i,0.00047325+0.00023154i,0.00057314+0.00070998i,0.00035466-0.00026855i,0.00027896-0.0011705i,0.00039921-0.00082797i,-2.0843e-06-0.00015066i,-0.00050711+4.8483e-05i,-0.00033175+0.00055733i,1.7821e-05+0.0006028i
0.0008336+3.7293e-05i,0.00064741-0.00052382i,0.0012252-0.00081849i,0.00054072-0.00037398i,-0.00015211-0.00019237i,-0.00029127+0.00032578i,6.2896e-06+0.0010722i,0.00015007+0.00066106i,-0.00017007-0.00047306i,-0.00042685-0.0013614i,-0.00077459-0.00085445i,-0.00073638-0.00014703i,-0.00039958-0.00012639i,-0.00038032+0.0001806i,-0.00081293+0.00035571i,-0.00067236+0.00028883i,-0.00019318+0.00012537i,-6.6215e-05+0.00014787i,0.00033999+0.0005076i,0.00060894+0.00032735i,0.00061402-5.2603e-05i,-9.754e-05+0.00011887i,-0.00055189+0.00027981i
-0.00023167-0.0010461i,0.00040674+0.00013033i,-0.00028559+0.00055669i,-1.6823e-05+0.00059782i,-4.4262e-05+0.00090758i,-0.00026034+0.0010737i,-0.00019023+0.00060174i,-1.2424e-05-7.3218e-05i,2.9652e-05-0.00077669i,-0.00030469-0.00056654i,-0.00054065+0.00014365i,-0.00023503+0.00070847i,0.00045908+0.00076335i,0.0014579+0.00031586i,0.0018771+0.00028953i,0.00072895+2.1981e-05i,-0.00022742-0.00049535i,0.00046494-0.001149i,0.0003927-0.001751i,3.3502e-05-0.0017248i,-0.00049995-0.0012889i,-0.00081602-0.000773i,-0.00065885+0.00019005i
-0.0016799+0.00051088i,-0.00126+0.00046171i,-0.00044138+0.00021771i,0.00022856+0.00071969i,0.00044774+0.00042115i,0.00053617-0.00033368i,0.00049832+0.00095931i,0.00041173+0.0018832i,0.00036794+0.0016932i,1.03e-07+0.00080112i,0.00050835-0.00036681i,0.00066988-0.0015278i,0.00074164-0.0017001i,0.00094386-0.0011379i,0.00066713-0.00035547i,0.00087501+0.00019006i,0.0012063+0.00017823i,0.0011229-0.00028206i,0.00080437-0.00011796i,0.00019197+0.00021343i,-7.0591e-05+0.0004495i,-9.0496e-05+0.00012427i,-0.00012893-0.00046609i
-0.00064048+1.0995e-06i,-0.00059694+0.00016551i,-0.00072638-0.00024354i,-0.00090991-0.00054456i,-0.0010013+0.000203i,-0.0012285+0.00074079i,-0.00047094+0.00096058i,-4.4497e-05+0.00042497i,-0.00027032-0.00053223i,-0.00048694-0.00043378i,-0.00092482-9.783e-05i,-0.00054929-0.00015584i,0.00016521-2.3585e-06i,0.00058556+0.0005194i,0.00078481+7.1018e-05i,0.00051051+0.00013234i,-0.00012457+0.0002747i,8.1005e-05-0.0002396i,0.00014703+0.00029286i,0.00032263+0.00085655i,0.00043184+0.00076232i,-6.5193e-05+0.0003042i,-0.0001282+7.1822e-05i
-0.00067723-0.00070693i,-0.00083462-0.0010395i,-0.00066061-0.0018326i,0.00070473-0.0011837i,0.00081999+0.00018197i,0.00031531+0.00076413i,5.5153e-05+0.0012008i,2.3237e-05+0.0002643i,0.0001802-0.00072907i,0.00037211-0.00050665i,0.00096535-0.00020391i,0.00082569-0.00033907i,-2.4394e-05-0.00055518i,-0.00030283-0.00077609i,5.2319e-05-0.0010855i,0.00026428-0.00075589i,0.00072496-0.00022259i,0.0002651-9.3851e-05i,-0.00028585-0.00082312i,-0.00016948-0.00053812i,0.00021013+0.00049699i,0.00052921+0.00088357i,0.00027192+0.0010763i
0.0017629+0.00082197i,0.0019461+0.0003332i,0.0019466-0.00037826i,0.0021088-0.00028865i,0.0015045+0.00013144i,0.00054223-0.00042896i,0.00027873+0.00034331i,0.00032477+0.00057562i,0.00064034-9.5576e-05i,0.00036744+0.00060635i,2.1639e-05+0.00068159i,0.000228-6.398e-05i,6.4932e-05-0.00017731i,5.8864e-05+0.00011155i,8.2706e-05+0.00039636i,-0.00064503-0.00045712i,-0.00018441-0.0012063i,0.00018747-2.1377e-05i,-0.00052789+0.00061223i,-0.00066321+0.00026223i,-6.6233e-05+0.00041007i,0.00020468+0.00042835i,-0.00033873+0.00099937i
1.2336e-05+4.6902e-05i,0.00035479-0.00017585i,0.00019044+0.0006632i,-0.00053499+0.0014341i,-0.00065371+0.0011298i,-0.00010797+0.0008913i,-7.1803e-05+0.0010217i,-0.00079104+0.00043561i,-0.00085124+0.00033015i,-0.0006189+1.7807e-06i,8.6071e-05-0.00086222i,0.00075168-0.0015232i,0.00036825-0.001385i,4.5864e-05-0.00097234i,0.00039274-0.0009622i,-0.00033597-0.00026161i,-0.001071-0.00017929i,-0.001167-0.00011033i,-0.0012555-0.00049331i,-0.0003492-0.0011501i,0.00048817-0.0010476i,0.00021695-0.0008069i,-0.00048128-0.00020155i
0.0013978-0.00084916i,0.00057697-0.0012248i,-0.00017219-0.0014991i,-0.00068698-0.0010678i,-0.0010582-0.00040479i,-0.00071431+0.00022096i,0.00016209+0.00098705i,0.0001609+0.0008901i,-0.00038326+0.000685i,-0.00019135+0.00026419i,0.000207-0.00070453i,0.00061569-0.00048893i,0.00083448+0.0004895i,9.8136e-05+0.0013347i,-0.0003821+0.0010042i,-0.00012612-0.00031949i,4.1269e-05-0.0010122i,-0.00014094-0.00051375i,-0.00027686+0.00012632i,3.2057e-05+4.5882e-05i,-0.0001828+7.0489e-05i,-0.00025368+0.00032408i,0.00063466+0.00015317i
-0.00012392+0.000974i,-1.542e-05+7.0069e-05i,0.0007191-0.00036911i,0.00093421-0.00035866i,0.0011095-0.00029238i,0.0016462+0.00034557i,0.0011333+0.0010915i,-0.00047797+0.00063582i,-0.0006483-0.00012402i,-0.00024687+4.2121e-05i,-0.00043335-0.0001547i,0.00044505-0.001233i,0.001039-0.00085857i,0.00085953-0.00013943i,0.00079414-0.00069151i,0.00033147-0.00033983i,-0.00060608+0.0008732i,-0.00071665+0.00065116i,-0.00068458+0.00033211i,-0.00039809+0.00010058i,0.0003956+0.0001718i,0.00050928-6.3683e-05i,0.00060333-0.00060981i
0.00029743+0.0018567i,-0.00057158+0.0017575i,-0.00016529+0.0014283i,0.00025211+0.000462i,-0.00041239-0.00041436i,-0.00051442-9.5468e-05i,0.00018806+0.00042775i,0.00062978+0.00038793i,0.00073615+0.00065346i,0.00068906-4.9658e-05i,-3.5867e-05-0.0013669i,-0.00058997-0.0014851i,-0.00025574-0.00084716i,-0.00041644-0.00070921i,-0.0004271-0.00032065i,-0.00046961+0.0002131i,-0.00069854-0.00021014i,-0.00076568-0.00054819i,-0.0012108-0.00068934i,-0.00075152-0.0012555i,0.00027943-0.00065409i,0.00012432+3.4158e-06i,-0.00020237-8.0405e-05i
0.0011344-0.00035127i,0.0018076-0.00024725i,0.0018448-0.00095328i,0.00043552-0.0020138i,-0.00098108-0.0017967i,-0.0022221-0.00090593i,-0.0017934-5.3408e-05i,-0.00028456+9.4951e-05i,0.00084716-0.0002764i,0.00042014-0.00031127i,-0.00063589-0.00063351i,-0.00031934-0.00098415i,-0.00039584-0.00058659i,-0.00097042-0.00043479i,-0.00084064+2.0797e-05i,-0.00055428-5.5103e-05i,-0.00010746-0.00031718i,0.00066229-0.00042598i,0.0011298-0.00042923i,0.00060833+0.00020913i,0.00010233+0.00054161i,-0.00019422+0.00012587i,-8.3547e-05-0.00051226i
-0.00058077-0.0014178i,-0.0014181-0.0019964i,-0.0017592-0.00016928i,-0.0014256+0.00078034i,-0.00031623+0.00054158i,0.00034296+0.0011161i,0.00021283+0.0014192i,0.00012141+0.00024523i,0.00044785-0.00059311i,0.00050819-1.8784e-05i,0.000516+0.00026298i,0.00018678-1.6951e-05i,0.00032152+0.00015193i,0.00019187+0.0008168i,0.00021415+0.00080195i,0.00039331+0.00045439i,0.00024508+0.00041425i,0.00049345+0.00038432i,0.00027234+0.00013656i,-0.00053703-0.00041486i,-0.0012571-0.00082847i,-0.0011764-0.00054485i,-0.0011545-0.00020041i
0.0018876+0.00030474i,0.0012107-0.0003623i,0.0016359-0.0013782i,0.0012339-0.0020284i,0.00026346-0.0018513i,0.0002187-0.00080839i,0.00048701+0.00013569i,0.0006438-0.00017937i,0.00032207-0.00073857i,0.00040378-0.00045927i,0.00058762-1.4991e-05i,-8.874e-05+0.00036413i,-0.00015683+0.0001994i,0.00079525+0.00092646i,0.00059597+0.0010229i,-0.00027804-0.00028307i,-0.0010588-0.00088982i,-0.0014041-0.00040678i,-0.00033784-0.00023337i,0.00044982-0.00039052i,0.00025185-0.00069133i,0.00056667-0.00037587i,-0.00021547+0.00045151i
