1.0585e-05-2.9973e-05i,0.0015116-0.0015899i,0.0025577-0.0022613i,0.0015984-0.0027495i,0.00070438-0.0029083i,0.00069294-0.0010242i,0.00080944+0.0010687i,0.0012115+0.0014602i,0.0016769+0.0008413i,0.0014246-0.00033318i,0.00055143-0.00063313i,-0.00045151-0.00054878i,-0.00036282-0.00069506i,0.00014541-0.0007608i,0.00036321-0.00053047i,0.00031143-0.00060826i,-0.00010396-0.00055304i,-0.00051343-0.0004034i,-0.0003312-2.7446e-05i,-0.0002639+0.00030829i,0.00024235-0.0001953i,0.00068978+1.3949e-05i,3.9546e-05+0.00017148i
-0.0014492-0.00098673i,-0.00096871-0.00084998i,0.00062054-0.0013705i,0.001208-0.0014552i,0.0008576-0.0011609i,0.0011421-0.00066843i,0.00049404+0.00034397i,0.00014727+0.00069555i,-0.00011642+0.00061906i,-0.00068714+0.00012978i,-0.00077724-9.7203e-05i,-0.000494+0.00080747i,-0.00047423+0.001248i,-0.00066099+0.00084161i,-0.00057059+0.00075719i,-0.00019653+0.00060559i,-0.00018253+0.00024465i,-0.00018883+0.00016526i,0.00019353+0.00078946i,0.0003606+0.00081796i,0.00010531+0.00036469i,-0.00043223+0.00051875i,-0.0003903-0.00031111i
0.00061947+0.0014524i,0.00067561+0.0022662i,0.0002932+0.0013218i,0.0014713-0.00012679i,0.0025715-0.0010781i,0.002679-0.0016586i,0.0011242-0.00064796i,-0.00032209-5.499e-05i,-0.00055325-0.00030566i,-0.00045284-2.1027e-05i,-0.00018078-0.0002827i,-0.00051946-0.00065403i,-0.00049532-0.00046719i,0.00018335-0.00017528i,0.00086313-3.8511e-05i,0.00070398+0.00022895i,0.00041895+0.00021778i,0.00071052-3.1984e-05i,0.0008538+0.00020104i,0.00045862+0.00089335i,-9.0477e-06+0.0012157i,-0.00021325+0.00028965i,6.1928e-05+0.00024853i
-0.0016856+0.00062655i,-0.0020401+0.00060231i,-0.0016934+0.0010235i,-0.0005484+0.00082587i,0.0010394+0.00044223i,0.0025282-1.4372e-05i,0.0014868-0.00034065i,-8.7472e-05+2.2117e-05i,-4.7805e-05+0.00044066i,-8.3238e-05+0.00044954i,-0.0007602+1.7496e-05i,-0.0009695-0.00076172i,-0.00024365-0.00092079i,0.00035681-0.0003297i,0.0010233-0.00020263i,0.00091236-0.00068961i,0.00050824-0.00082423i,0.00078532-0.00019567i,0.00019947+0.00043471i,-0.00062699+0.00029298i,-0.00048172+0.00011222i,-0.00027945+0.00026855i,0.00028606+0.00025861i
-0.0020379+0.0012374i,-0.0028365+0.0021793i,-0.0018705+0.00087888i,0.00044665-7.9347e-05i,0.0021815-0.00042878i,0.0031285-0.00036791i,0.0017045-0.00050258i,-8.536e-05+0.00012167i,-0.00039505+0.00044304i,-0.00015179-0.00054613i,0.00018755-0.00076302i,8.0362e-06-0.00049569i,7.0197e-05-0.00019708i,0.0011015+0.00022282i,0.00054317+0.0002578i,-0.00021997-0.0003132i,-1.9689e-05-0.00033565i,0.00017895-3.8317e-06i,2.7369e-05+0.00032077i,0.00014529+0.00079256i,0.00043743+0.00067301i,4.284e-05-0.00035042i,-0.0008997-0.00093091i
0.00046839-0.00037918i,0.0011377+0.00022426i,0.0015833+2.1482e-05i,0.0026822-0.00055182i,0.0024374-0.00057115i,0.0020561-0.00052478i,0.0011976-3.1953e-05i,0.00069678+0.00047741i,0.00020219+0.00042431i,-0.00066313+0.00010419i,-0.00048244+3.0968e-05i,0.00037318-7.4129e-05i,0.0001008-0.00028658i,-0.00070092+2.6513e-05i,-0.00029814+0.00048144i,-0.00049185-4.8526e-05i,-0.00068129-0.00015257i,-0.00025259+2.609e-05i,-0.00020572-9.1933e-05i,-0.00065641+0.00021986i,-0.00068645-0.00019554i,-0.00013856-0.00058455i,-0.00082223-0.00020576i
0.00026797-0.00021771i,0.0013482+0.00060137i,0.0019852+0.00018223i,0.0014149-0.001698i,0.0016272-0.0019025i,0.0012576-0.001709i,8.3316e-05-0.0016714i,-0.00063716-0.00085715i,-0.00052394-0.00061883i,-0.00015886-0.00032592i,1.9106e-05+0.00026516i,0.0002271+0.00015251i,0.0002181+0.00022997i,-0.00043483+0.00058453i,-0.00016296+0.00014878i,4.5012e-05-7.8101e-05i,0.00021348+0.00037615i,0.00021607+3.8399e-05i,0.00017178-0.0002219i,0.00048789-2.8326e-06i,0.00065821+0.0005055i,0.00067664+0.00058799i,0.0001633+0.00064899i
0.0011263+0.0015078i,0.00048198+0.0011198i,0.0010306+0.0015399i,0.0021928+0.00133i,0.0033616+0.00065437i,0.0030145-0.00014385i,0.0009467-0.00010032i,-0.00038168+0.00088686i,-0.00077837+0.0010069i,-0.00053599+0.0010359i,0.00080025+0.00075739i,0.00093848+0.00010361i,0.00019075+0.00045285i,0.00038563+0.00036846i,0.00025908+8.6487e-05i,-0.00067367+2.674e-05i,-0.00068423+0.00017122i,-0.00034311+0.00023382i,3.1626e-05-5.385e-05i,0.00027858-0.00025054i,-5.9349e-05-2.9949e-06i,-0.00057227+0.000441i,-0.00040911+0.00024715i
8.5738e-05+0.0012302i,-9.8846e-06+0.0012992i,0.001528+0.00062514i,0.002527+0.00032286i,0.0017967-0.00055032i,0.00033211-0.001439i,-0.0007976-0.0012532i,-2.8205e-05-0.00071145i,0.00055167+0.00021125i,1.0339e-05+0.00031983i,-7.5969e-06-0.0003342i,0.00066007-0.00061837i,0.00089675-0.00051536i,0.00082884-0.00027238i,0.00061067-3.6262e-05i,0.00041148-0.00035167i,1.5031e-05-0.00030225i,6.8783e-05-0.00090499i,-0.00028683-0.0014326i,-0.00024642-0.00068702i,0.00046804-0.000103i,0.00029055+0.00063163i,-8.0838e-05+0.00035445i
0.0002103+9.2688e-06i,0.00022756+0.00020654i,0.0016853+0.00045257i,0.0033824-0.00054936i,0.0035145-0.0012084i,0.0024184-0.001711i,0.0007753-0.0014444i,-0.00043897-0.00049027i,-0.0011486+0.00053385i,-0.00077681+0.0010721i,-0.00022313+0.00051859i,-0.00015402+5.1771e-05i,-2.0826e-05-0.00051969i,-0.00097738-0.00039428i,-0.0011483+0.00040106i,8.4629e-05+0.000129i,0.00074835+8.8337e-05i,0.00029458+0.00043082i,-0.00051219+0.00064109i,-0.00017063+0.00015911i,0.00036793-0.00041009i,-0.0002895-0.00053676i,-0.00083765-0.00066453i
-0.00029519+0.0018921i,0.0010786+0.001091i,0.0017699+0.0012905i,0.0023263+0.00059765i,0.0023829-0.00065903i,0.0013422-0.0016136i,0.00023951-0.0012914i,-0.00050887+7.0106e-05i,-0.00051811+0.00082642i,4.5082e-05+0.0005316i,-0.00021284-0.00038689i,-0.00042567-0.00097474i,-7.0944e-05-0.00038226i,0.0002293-5.6374e-05i,0.00052669-0.00041808i,-0.00060907-0.00068199i,-0.0011115-0.0012402i,-0.00070693-0.0012226i,-0.00063293-0.00088518i,-0.00038552-0.0003668i,0.00026113+0.00063528i,0.00081363+0.00037645i,0.00079821-0.00041068i
-0.00021289+0.00059726i,9.5526e-05-0.00011369i,0.0011105-0.0005046i,0.0012178-0.0014801i,0.00072163-0.0019021i,-0.00014861-0.0016066i,-0.00077919-0.0007158i,-0.00047317-9.4051e-05i,-0.00050898-0.00049558i,-7.7128e-05-0.00040676i,0.00062045+0.00046634i,0.0009785+0.00027096i,0.0010079+0.00010219i,0.00055476+0.00072753i,-5.0836e-05+0.0005458i,-8.0516e-05-2.4866e-05i,0.00013656-1.7379e-05i,-0.00022141-0.00021867i,-0.0010368-0.00068886i,-0.00046613+0.00016894i,0.00054171+0.00090811i,0.00040618+0.00095923i,0.00011456+0.00034249i
-2.0725e-05-0.0015993i,4.8871e-05-0.0010432i,-0.00034076-0.00034369i,0.00035409+4.2271e-05i,0.0021205+0.00054087i,0.0023369+0.00076095i,0.0016843-0.00012949i,0.00047639-9.9169e-05i,0.00014776-0.00055987i,0.00049182-0.0010676i,0.00024269-0.00046049i,0.00036066+0.00041796i,0.00036675+0.00077615i,0.00027631+0.00033153i,-0.0002013-0.00033151i,-0.00040733-0.00035767i,-0.00012029-0.00033344i,-0.00020098-0.00074759i,-0.00057227+0.00034978i,-0.00024334+0.00070505i,0.0002925-0.0003038i,0.00037389-0.00057277i,-4.7956e-05+0.00042972i
0.0001702-0.0014744i,-6.9324e-05-0.00093245i,0.00085768-0.0012664i,0.0014693-0.0013763i,0.0016461-0.0013138i,0.0013737-0.00093237i,0.00063618-0.00091771i,0.00051466-0.00062419i,0.00089923+0.00019159i,0.00049152+0.00095896i,0.00019778+0.00083118i,0.00027809-7.7601e-07i,0.00032306-6.1006e-05i,-0.00070763+0.00088156i,-0.00087915+0.00089739i,0.00010036+0.00075095i,0.00038783+0.00058121i,-2.3322e-05-9.6482e-05i,-0.00095154+0.00034615i,-0.00058322+0.00094523i,0.00020956+0.00011738i,0.00015058-0.00032241i,-0.00025141+0.00074188i
-0.0003715+0.0011731i,-0.00050401+0.00045379i,-0.00068295+0.00035408i,-0.00077754-0.00027286i,0.0001308-0.00079292i,0.00064434-0.00085291i,-9.076e-05-0.00063903i,-0.00055666+4.9475e-05i,-0.00025131+0.0003861i,0.0002411+0.00049277i,0.00062461+0.00048287i,0.00035904+0.0004315i,-0.00018+0.00044915i,-8.9475e-05+0.00029761i,0.00026176-0.00012763i,0.00071262+0.0003717i,0.00047798+0.0010551i,-0.00035993+0.00048447i,-0.00085754-0.00067881i,-0.00074754-0.00092165i,-0.00092053-0.00035284i,-0.00073365+0.00024132i,-0.00013979+0.00076463i
0.0011281-0.00076758i,0.0014028+0.00025469i,0.0012356+6.09e-05i,0.0012052-0.00028232i,0.002094+0.00026795i,0.0021811+0.00049777i,0.0012427-0.00025872i,0.00078585-0.00035859i,3.8864e-05-0.00023802i,-0.0004115+5.9755e-05i,-0.00050831+0.00082294i,-0.00069942+0.00052418i,-0.00026279-8.1313e-05i,0.00058463-0.00027219i,0.00040729-0.0001345i,-8.9381e-05-0.00043783i,-0.00044834-0.00014946i,-0.00058919+0.00025047i,-0.00029067+0.00023694i,9.3478e-05+0.00019712i,0.0001913-1.5922e-05i,-0.00015024-0.00025964i,0.00030482-0.00044394i
0.00017512+0.002988i,0.00034683+0.0026825i,0.0014023+0.0035821i,0.0024526+0.001818i,0.0031349-0.00090266i,0.0032869-0.0029096i,0.0019731-0.002489i,0.0004394-0.00089126i,0.00028087-7.1658e-06i,0.00030435-8.8695e-05i,-4.1964e-05-0.00048327i,8.4289e-05-0.00012405i,0.00022374-4.4486e-05i,0.0002931-0.0004438i,0.0012758-0.001194i,0.0011509-0.0012073i,-0.00021674-0.00032544i,-0.00045559+0.00053113i,-0.00022085+0.00091477i,-0.00015615+0.00031271i,0.00030392+3.073e-05i,0.00042537+0.00048521i,-0.00011897+0.00063803i
-0.0018233+3.3055e-05i,-0.0022018+0.0005567i,-0.0020699+0.001051i,-0.00089154+0.00066828i,0.0010548-0.00059679i,0.0020436-0.0005728i,0.00095495+0.00016688i,-0.00011343+0.00074534i,-0.0004565+0.0013547i,-0.00059125+0.0013703i,-0.00094737+0.00046581i,-0.00072068-0.00015193i,-0.00011918-5.4514e-05i,0.0001668-4.8869e-05i,0.00028602-0.00023253i,0.00084707+0.00035381i,0.00087909+0.00036315i,0.00037872-0.00075485i,0.00046403-0.00084637i,0.00044814-0.00017825i,-0.00039556-0.00019109i,-0.00024557-0.00047283i,-0.00020367-0.00018849i
-0.00073242+0.00056648i,-8.098e-05+0.00035204i,0.0002998+0.00025477i,0.0013101+0.00044784i,0.0031261+0.00047785i,0.0034574+0.00051671i,0.0022207+0.00024944i,0.00075737-0.00055384i,6.202e-06-0.00044565i,-0.00044093-2.9476e-05i,-0.00010941-0.00045298i,0.00064284-0.00046685i,0.00034627-0.0002236i,-2.2674e-05+0.00027329i,-6.5296e-05+9.913e-05i,0.0001645-0.00017443i,-0.00019306+0.00047404i,-9.0138e-05+0.00059983i,0.00051104+0.00014764i,0.00018383-3.0273e-05i,3.2947e-05+0.00019016i,0.00046248-0.00024725i,0.00061954-0.00047049i
-0.002676-0.0009124i,-0.002707-0.0013113i,-0.0019229-0.0010357i,-8.9489e-06-0.0011366i,0.0012017-0.0010421i,0.0014178-0.00078937i,0.00075114-0.00086274i,0.00033516-1.9515e-05i,0.00042093-0.00011974i,0.0002027-0.00080705i,0.00016289-0.0003157i,0.00035978+0.00048584i,0.00031487+1.6778e-05i,0.00039574-3.4633e-05i,0.00073681+0.00025957i,0.00038674-0.00039975i,-0.00040548-0.00095465i,-0.00080074-0.00077652i,-0.00051003+0.00028865i,-6.9474e-05+0.00089077i,-0.00049442+0.00056972i,-0.00075761+0.00025634i,-0.00036118+0.00024931i
-0.00096169+0.00071519i,-0.00087888-0.00053813i,0.00012355-0.0014833i,0.001063-0.0015497i,0.0016852-0.0020429i,0.0017177-0.0025242i,0.0006957-0.0018461i,0.00039758-0.00095632i,0.00042082-0.00067321i,1.7635e-05-0.00082919i,-0.00060323-0.00081195i,-0.0010973-0.00071003i,-0.00052631-0.00051508i,0.00021425+0.00038182i,-2.9853e-05+0.00069351i,-0.00038737+8.2265e-05i,0.0001311-0.00044208i,0.00047477+0.00012887i,0.00010937+0.00087133i,0.00015327+0.00039194i,1.5286e-05+0.00028435i,0.00027432+0.00015213i,0.001135-0.00041637i
0.00066482-9.0461e-05i,0.002115+0.00067852i,0.0026101+0.00191i,0.0033897+0.0022426i,0.0040955+0.0016849i,0.0029011+0.00014657i,0.0010472-0.00091125i,-0.00011031-1.8653e-05i,-0.00019091+0.00069028i,0.00013956+0.00052018i,-7.9089e-06-3.2467e-05i,-0.0002752-8.2599e-05i,-0.00050471+0.00020151i,-0.00092531+0.00038507i,-0.00035912-0.0003945i,0.00017888-0.00089321i,0.00066094-0.00073286i,0.0017036-0.00037734i,0.00058484-3.3605e-05i,-0.00057731+4.2093e-05i,-0.00031871-0.0003917i,-0.00042862-0.00044888i,0.00011984-0.00014293i
-0.0026618+0.0026289i,-0.0030749+0.002838i,-0.0024953+0.0037225i,-0.00023953+0.0016743i,0.0022564-0.00011369i,0.0029457-0.0013289i,0.0011332-0.0016807i,-0.00057078-4.6623e-05i,-0.00070849+0.00069956i,-0.00023759+4.4671e-05i,0.00071133+0.00015842i,0.00082337+0.00084947i,0.00089838+0.00091965i,0.0011744+0.0011069i,0.0006232+0.00092981i,0.00061203-2.9284e-05i,0.00065574-0.00011143i,-5.9221e-05+0.00085083i,0.00028024+0.00044006i,0.0011055+0.0001229i,0.0010803+0.00043204i,0.00039585-1.8761e-05i,-0.00054734-0.00016484i
-0.0014781+0.0042219i,-0.00088096+0.0020857i,-0.00034976+0.0023024i,0.0010282+0.00083592i,0.0022192-0.0013314i,0.0020694-0.0024806i,0.00088899-0.0016755i,-0.00047431-5.6103e-05i,-0.0010095+0.00084918i,-0.0013562+0.00063628i,-0.00046624+0.00052535i,-0.00012255+0.00055465i,-2.3966e-05+0.00035918i,4.3444e-05+0.00086323i,0.00072029+0.0012841i,0.0011893+0.00072544i,-0.00040807-0.00045133i,-0.00055407-0.00092986i,-0.00021298-0.00033418i,-0.00019673+0.00019055i,7.2712e-05+0.00041038i,-0.00014737+0.00011288i,2.4015e-05-0.00035411i
0.0031987-0.00033677i,0.0024593+0.00023501i,0.0037432-0.00045868i,0.0040447-0.00051643i,0.0030839-0.0013335i,0.0015179-0.0023853i,0.00045372-0.0016464i,0.00027414-0.00048521i,-0.00017813-0.00023445i,-0.00022633-0.00054496i,-0.00036702-0.00027948i,-0.00034563+0.00013023i,-0.00017363-0.00011551i,-0.00017469+5.9661e-05i,-0.00032359-0.00019096i,-9.4478e-05-0.00030456i,-0.00046378-0.00019408i,-0.00057136+5.428e-05i,-0.00064094+0.00034477i,-0.00078655+0.00015709i,-0.00013988+5.9718e-05i,0.0004332-0.00014402i,0.00042813-0.00054858i
0.0021972+7.3924e-05i,0.0024256+2.7546e-05i,0.0023225+0.00025602i,0.0024001-4.052e-05i,0.0021485-0.00075476i,0.0010955-0.0010669i,0.00034672-0.00060003i,-4.2732e-05+0.00059025i,-0.00012777+0.0014506i,0.00011457+0.0010481i,3.6921e-05+0.00063808i,-0.00039482+0.00038513i,-0.00049354+0.00028966i,-0.000376+0.00015149i,0.00013815-0.00035528i,0.00024527-0.00073944i,0.00024285-0.00063209i,0.00039902+0.00011801i,0.00052234-4.9323e-05i,0.00086069+0.0001675i,0.00036013+0.00054611i,0.00025474-0.00018127i,-2.8864e-07-0.00037424i
0.00010901-0.00030524i,0.00046931+0.00029035i,0.00051774+0.00087753i,0.0014648+0.0003193i,0.0030843-0.00028273i,0.0031405-0.000953i,0.0012884-0.0013273i,0.00012842-0.00036098i,-0.00010988+0.00016224i,-8.9223e-05+0.00032216i,0.00022818+9.05e-05i,0.0002737-0.00023851i,0.00059689+0.00021074i,0.00055056+0.000777i,0.00037061+0.00081429i,0.00010787+0.0001209i,-0.00030783-0.00017849i,-0.00067936-9.1137e-05i,-0.00087171-0.00039973i,-0.00031753-0.00090923i,0.00032199-0.00080679i,0.00011805-0.00044919i,-0.0010038-9.8368e-05i
0.0013621-0.00069648i,0.0011701-0.00076078i,0.0011797-0.0002063i,0.0011776+0.00056892i,0.00099169-0.00028347i,0.00022025-0.0015538i,0.00033566-0.0015317i,0.00014976-0.00081155i,-0.00057714-0.00045804i,-0.00090769-6.9809e-05i,-0.00062576+6.5738e-05i,-9.3116e-05+4.8787e-05i,9.9277e-05+0.00037055i,0.00010588-0.00032872i,0.00015299-0.00097215i,0.00019207-0.0011354i,-9.5262e-05-0.0014065i,-0.00097126-0.001284i,-0.00062284-0.0003935i,0.00045589-4.4583e-05i,0.00057455-0.00057253i,0.00053659-0.00046779i,0.00046687-4.3659e-05i
-0.0019433-0.0016943i,-0.0020789-0.0012181i,-0.001996-0.00096898i,-0.00070901-0.0005978i,0.001253-0.0003451i,0.0018133-0.00093784i,0.00094502-0.0015022i,0.00074145-0.00093255i,0.00068613-0.00040068i,0.00010126-0.00036334i,-0.00033183+0.00023175i,-0.00057303+0.0011944i,-7.0799e-05+0.0010595i,7.8896e-06+0.00098562i,-0.00042089+0.00072453i,-0.00022979-0.00012836i,-0.00019658-0.00042629i,-0.0008212-1.3662e-05i,-0.00048236+0.00014303i,0.00071211-0.00068515i,0.00055346-0.0010118i,0.00025953+8.9549e-05i,0.00011394+0.00086016i
-0.00056495+0.0010777i,-0.00011851+0.002519i,0.0016726+0.0023252i,0.0028625+0.0014404i,0.0036754+0.00013675i,0.0028884-0.0010769i,0.0012645-0.0010918i,0.00039099-0.00014439i,5.348e-05+0.00068989i,-0.00038175+0.00035661i,-0.00018169-9.9876e-05i,0.00032435-0.0002205i,0.00085163-0.00019954i,0.0011068-0.00022795i,0.00012722+0.00022775i,-0.00020645+0.00076989i,0.00032306-3.4561e-06i,-1.7822e-05-0.0010718i,-0.00073448-0.00084138i,-0.00079234-0.00044261i,-0.00073757-0.00084804i,-0.00090252-0.00080804i,-0.0013881-0.00059699i
0.0010704+0.00020249i,-0.00018032+0.00046146i,8.9954e-05+0.00060808i,0.0019346-0.00041424i,0.0023682-0.0011515i,0.0017486-0.00096484i,0.0010325-7.8647e-05i,-8.4797e-05+0.00053442i,-0.00056546+0.00053555i,8.2025e-06+0.0004494i,0.00044085+9.4105e-05i,0.00058459-0.00016533i,0.00056023+0.00026261i,0.00010702+0.00051004i,0.00039299-0.00014169i,0.00011606-0.0010098i,-0.00032596-0.00058772i,-0.00019612-0.00018756i,-0.00038781-0.00017717i,-0.00043431-0.0001669i,-0.00041017-0.00012134i,0.00014183+8.8412e-06i,0.00057828+2.4595e-05i
0.00045596-0.00075666i,0.0016492-0.0017929i,0.0027172-0.00091047i,0.0026145+6.8617e-05i,0.0027816-0.00034377i,0.0021915-0.00073905i,0.0013193-0.00055902i,0.00063707-0.00013679i,-0.00037903-0.00034212i,-0.00044961-0.0004078i,0.00042133+0.00012624i,0.000713+0.00014186i,0.000663-0.00020633i,9.8835e-05-0.00028533i,-0.00068991-9.991e-05i,-0.0018702-0.00044021i,-0.0020038-0.00085262i,-0.00062739-0.00072585i,-2.8273e-05+2.9702e-05i,4.5044e-05+0.00030071i,-0.00062667-0.00023088i,-0.00070132-0.0006307i,0.00049175-0.00079465i
0.0014562+0.00030812i,0.0002343-0.00059428i,0.00061458-0.00019113i,0.0013316-0.00064319i,0.0017898-0.0017235i,0.00093651-0.0013668i,-0.00010015-0.00075469i,-0.00015016-0.00044427i,-0.00043387+8.9304e-05i,-0.00045085-0.00031198i,-0.00027373-9.4921e-05i,-0.00061192+0.00019213i,-0.0011308-0.0001774i,-0.00070297-0.00070281i,0.00027686-0.00042452i,-0.00011991-0.0001697i,-0.00048993-0.0013254i,-0.0003823-0.00083661i,-0.00064142+0.00060307i,-0.0011967+0.00062305i,-0.00081321+8.4993e-06i,0.00015702+3.6661e-05i,0.00011282+0.0001487i
-0.00026994+3.2642e-05i,-0.00072146-0.00029432i,-0.0002133-0.00064487i,0.00051553-0.00068543i,0.0013456-0.00061012i,0.0017656-0.0013742i,0.00049061-0.0010958i,-0.00058572-0.00048512i,-0.00016289-0.00021786i,-9.9016e-05-0.00023121i,-0.0004548-0.00043105i,-0.00034496-0.00039715i,-0.00013527-0.0002599i,-1.3399e-05-0.00025834i,-0.00050735-0.00021629i,-0.00076407-0.00059532i,-0.0011888-0.00042487i,-0.001175-0.00014523i,-0.00068917+4.4557e-05i,-0.00034461+0.00034777i,-0.0004566-1.6344e-05i,-0.00017834-0.00072269i,-7.1582e-05-0.00069161i
-0.00088372+0.0013133i,0.00045858+0.00035858i,0.0013333+0.0001072i,0.0019376-1.8121e-05i,0.0028797-0.00039893i,0.0028375-0.00064172i,0.00095097-0.00075927i,-0.00046784-0.00027238i,-0.00054982+0.00027072i,-0.00043625-4.1134e-05i,-0.00034984+6.6368e-05i,0.00027353+0.00076111i,0.00070097+0.00025875i,0.00074902+1.9749e-05i,0.0014796+0.0005527i,0.00090489+0.00029626i,-0.00041918+3.782e-05i,-0.00036472-4.309e-05i,0.00039797+0.00018705i,0.00037732+0.0006322i,9.1587e-06+0.00014349i,-3.2468e-05-0.000462i,-0.0004851-0.00095786i
0.00013085-0.0016364i,-0.00045161-0.0020244i,-0.00028384-0.0019402i,0.0015086-0.0011058i,0.0026488-0.00092386i,0.001901-0.00075752i,0.00057174-0.00072133i,-0.00044913-0.00097453i,-9.2813e-05-0.00061144i,0.00055008-0.00018575i,0.00089111-0.00042535i,0.00054485-0.00029105i,-0.00025664-0.0004247i,-0.00021759-0.00012791i,0.00016831+0.00031647i,0.00010713+0.00041542i,-0.00032166+0.0002243i,-0.00032025-0.000186i,-0.00029459-0.00032474i,0.00016477+1.2988e-05i,0.00040825+0.00024327i,0.00014645-0.00042643i,0.00015357-0.00092235i
-0.00062699+0.00051976i,-0.00031505+0.00023664i,-0.00017785-0.00044963i,0.00076766-0.0010731i,0.0015489-0.00085233i,0.0018936-0.00031115i,0.0013383-0.00054064i,-0.00043718-0.00010536i,-0.00093693+0.00067479i,-0.00042437+0.00095717i,0.00036915+0.0007165i,0.00058009+0.00030922i,0.00037583+0.00074379i,7.3981e-05+0.00063972i,-0.00028479-0.00014953i,0.00017826-0.0006793i,0.00086758-0.00076187i,0.00029845-0.00033828i,-0.00052956-1.6501e-05i,-0.000954+0.00061175i,-0.00077738+0.00042114i,0.00019146-0.00032654i,0.00052394-3.1566e-05i
0.0027819-0.00058855i,0.0025988-0.00018909i,0.0028607-0.00025175i,0.003265-0.00047037i,0.0023655-0.0009482i,0.0018151-0.00092426i,0.0010877-0.00071525i,0.00050201-0.00019792i,0.00077872+0.00065562i,0.00065931+0.00048122i,0.0005177+0.00037575i,0.00016123+0.00044771i,-0.00078082-3.6501e-05i,-0.00064073-0.00060249i,-0.00026505-0.00096607i,-0.00046199-0.0011067i,-0.00062977-0.00065523i,-8.89e-06-0.00033549i,0.00033724+0.00012459i,8.7313e-05+0.00030088i,-7.4375e-05-0.00014782i,0.00031445+0.00040585i,0.00039062+0.00086323i
0.0003832-0.00084104i,0.00021912-0.00021418i,0.00018997+0.00031092i,0.0011288-6.4463e-06i,0.0016972-0.00072635i,0.0016004-0.00068761i,0.0013446+0.00016947i,1.8375e-05+0.0003146i,-0.00039031-0.00043547i,0.00023973-0.00030836i,3.0226e-05+0.00011401i,0.00015723+2.529e-05i,0.0010964+0.00065348i,0.0011623+0.0013746i,-4.7256e-05+0.0014415i,-0.00070356+0.00098237i,-0.00054705+0.00033283i,-0.00037308-0.00034009i,-0.00036773-7.735e-05i,0.00042849+0.0003459i,0.00082816-0.00049932i,0.00036445-0.0012304i,0.00049658-0.00052594i
0.00046635+0.00025275i,0.00091723+0.0011423i,0.0014165+0.00068488i,0.0011224+7.6158e-05i,0.00077437-0.00046858i,-2.1307e-05-0.00079925i,-0.0012301-0.00051451i,-0.00047015-0.00050287i,0.00060634-0.00063271i,0.00014563+8.7648e-05i,-0.00059672+0.00015385i,0.00031631+0.00045182i,0.0017938+0.0014335i,0.0010417+0.0011435i,0.00028612+0.00043283i,0.00050227-1.7004e-05i,0.00088617-0.00055463i,0.000899-0.00031374i,0.00074628+0.00018105i,0.00019793+8.3964e-05i,-0.0003811+5.8364e-05i,-0.00051727-8.0552e-06i,-0.00056259+0.00023612i
0.00097231-0.00028188i,0.0005591-0.00083348i,0.0017487-0.00052035i,0.0029283+0.00067222i,0.0029657+0.00085791i,0.0021224+0.00026728i,0.00054353-0.00022724i,0.00031516-2.2316e-05i,0.00040936+0.00020524i,-0.00015715-8.4464e-05i,9.4231e-05+0.00022219i,-0.00017859-0.00016323i,-0.00063237-0.00090612i,-0.00017666-0.00050653i,-0.00025915+0.00013563i,-0.00066107-5.6564e-06i,-0.00080899+0.00038317i,-0.00027666+0.00083059i,2.8414e-05+0.00053958i,-0.00050231+0.00025635i,-0.00055122+0.00068083i,0.00025791+0.00086865i,0.00046086+0.00097837i
0.00059491-0.0010135i,-0.00013453-0.00078777i,0.00014811-0.0012188i,0.00089102-0.0013271i,0.0014471-0.001022i,0.0012608-0.000692i,0.00012578-0.0010351i,-0.00077369-0.001227i,-0.00044647-0.00084744i,0.0002604-0.00076027i,0.0001187-0.00041314i,0.00010688-7.5881e-05i,8.8885e-05-8.983e-05i,-0.00053767+0.00025334i,-0.00039328+1.5141e-05i,0.00026339+0.00022896i,0.00026939+0.0010065i,-0.00034969+0.0011718i,-0.0010433-0.00026426i,-8.2396e-05-0.0012709i,0.00081616-0.00058358i,0.00010659-0.0002589i,-0.00048812-0.00015593i
0.00093327-0.00053878i,0.00089872-0.0014974i,0.00069459-0.0021542i,0.00083387-0.0011178i,0.00042305-0.00036196i,-0.00017119-0.00031887i,-0.00028618-0.00059632i,-0.00031487-0.0004007i,-0.00048717+0.00029418i,-0.00088915+0.0010092i,-0.00082308+0.00039219i,-0.0006904+0.00023345i,-0.00026238+0.00053706i,0.000585-0.00022425i,0.00064254-0.000468i,0.0003151-0.00026979i,0.0007491-0.00040973i,0.00071122-0.00013548i,6.9914e-05+0.00011766i,-0.00022045+0.00014192i,-0.00010275+9.9094e-06i,-0.00028957-0.0001727i,-0.00043949-0.00040884i
-0.0012571-0.0017545i,-0.0014173-0.0019199i,-0.0017102-0.001461i,-0.00025358-0.00078246i,0.00091572-0.00043051i,0.001469+3.3147e-05i,0.00089113-0.00014408i,-0.0002554+5.8671e-05i,-0.00032557+0.0014905i,2.554e-05+0.0017572i,0.00031201+0.0010081i,0.00022283+0.00026239i,0.00026763-0.00018996i,0.00025608-0.00023367i,-0.00028563+0.00048085i,-0.00021297+0.00059309i,7.7e-05-0.00022649i,-0.00040149-0.0009881i,-0.0007271-0.0007087i,-0.00023418-0.00023181i,0.00016374-0.00013122i,0.00049251+0.00011624i,0.00076843+0.00028747i
