-0.00080722-0.00088551i,0.00028662-0.001975i,1.7436e-05-0.00067822i,0.00039815+0.0004742i,0.0012168+0.0010335i,0.00098366+0.0010372i,0.00045054+0.00054339i,0.00093227+0.00041578i,0.0015604+0.00068879i,0.0017956+0.0010042i,0.0015633+0.00090259i,0.00056999-0.00021993i,-0.00025437-0.00055863i,-0.00059297-0.0004104i,-0.00064531-0.00014376i,-0.00016888+0.00010509i,-0.00026023-0.00057295i,-0.00041312-0.00027387i,9.9212e-05+0.00016198i,0.00031616+0.00021499i,-0.00013501-0.00033927i,-0.00040286-0.0010217i,-0.00030152-0.00082376i
-0.0015142-0.00037353i,-4.3351e-05-0.00014716i,-0.00023059+0.00030533i,-6.6539e-05+0.00071565i,0.00081804+0.0007579i,0.0010063+0.00033224i,0.00052618+3.8971e-06i,0.00061084+1.579e-05i,0.0011929-0.00024823i,0.001344-0.00022228i,0.00072302-0.00019052i,-0.00010786+0.0002554i,-0.00023652+0.00081605i,-0.00024756+0.0004913i,0.00025402-0.00023738i,0.00077219-0.0006699i,0.00069212-4.1552e-05i,0.00025023+0.00034778i,0.00018803+0.00033645i,0.00052113+0.00044282i,0.00046041+0.00037898i,0.00020623+0.001074i,0.00036853+0.0011108i
0.0009617-0.00075314i,0.00038356-0.00054478i,0.0010446-0.00021709i,0.00027084-0.0004832i,-0.0012225-0.00027802i,-0.0011588+0.00016828i,8.4045e-05+0.00079836i,0.00079734+0.00096927i,0.00021346+0.0003355i,-6.3697e-05+0.00018888i,0.00063491+0.00034786i,0.0009662+0.00020231i,0.00062775+0.00021528i,-1.6091e-05-3.153e-05i,0.00012908-0.00031119i,0.00048859+0.00032697i,0.00038504+0.00038768i,0.0010226+0.00017856i,0.0014413+0.00038664i,0.00097475+1.2837e-05i,0.00056328-0.00042571i,0.00049832-0.00021297i,0.00068486+0.00053299i
0.00039185+0.00041304i,0.00091594+0.00052718i,0.0014317+0.0005287i,0.0010016+0.00077322i,-0.00013571+0.00047354i,-0.00047529+0.00013736i,-6.1826e-05-0.00019808i,0.00066905-0.00062704i,0.00054611+0.00012667i,-0.00012947+9.9288e-05i,4.8463e-05-0.00027724i,0.0002602-8.9849e-05i,0.00046003+0.00032708i,-0.00019572+1.8073e-05i,0.00011454-0.00018805i,0.0011508+0.00066096i,0.000582+0.0015401i,-0.00018472+0.0019134i,-0.0011801+0.0010071i,-0.0010358+9.371e-05i,-0.00017814-1.0552e-06i,-0.0001679-0.00021991i,-0.00021859-0.00022703i
0.00012394+0.0015918i,0.00014893+0.00097481i,0.0010148+0.00019385i,0.0011464-0.00075938i,0.0003022-0.00072971i,-0.0011202-0.00054869i,-0.0010097-0.00074136i,-9.1234e-06-0.00082782i,0.00025842-0.00087743i,0.00029982-0.0011316i,0.00068388-0.0013748i,0.00033811-0.0011209i,8.5888e-05-0.001032i,0.0012091-3.8284e-05i,0.00049184+0.00081698i,-0.00023034+0.00018217i,0.00014097-0.00083114i,0.00037411-0.0011893i,0.00086196-0.0005461i,0.00078601+0.00019244i,0.00045273+0.00065551i,-0.00032713+0.00044301i,-0.00048377+0.00020189i
0.0030205+0.000282i,0.0025143+0.0002187i,0.0024274-0.00036659i,0.0013392-0.00092874i,-7.0728e-05-0.00083464i,-0.0011337-0.00031274i,-0.0015186+0.00037773i,-0.00078488+0.00067289i,0.00045003+8.9394e-05i,0.00052497-0.00046234i,0.00011463-0.00045415i,-0.00010977-0.00044368i,-0.00046132-0.00074162i,0.00032754-0.00026642i,0.00095704+0.00089586i,0.00029625+0.0010365i,-0.00011864+0.00015068i,6.341e-05-0.00041163i,0.00044668-7.3375e-05i,0.00012663+0.0004239i,-0.00030397+0.0006156i,-0.00062509-0.00015305i,-0.00039691-0.00046615i
-0.0014384+0.0012411i,-0.00034588+0.0012629i,-0.00010138+0.0011756i,0.00042178-0.00020534i,0.00087916-0.0013913i,0.00053342-0.0012564i,-2.0603e-05-0.00062405i,-0.00022334-0.00012446i,0.00044587+0.00021476i,0.00088993+0.00078748i,0.00043087+0.0011314i,0.00023814+0.00076324i,0.00022293+0.00087808i,0.00070432+0.0012122i,0.0010562+0.0004334i,0.00067877-0.00013846i,-0.00024786+0.00067194i,-0.00057106+0.0005784i,-5.9614e-05+0.00084136i,-0.00017004+0.0012299i,-0.00024491+0.00030408i,-0.00026257+0.00039175i,-0.00068566-7.8474e-05i
0.00060648-0.00036703i,0.00040553-0.0016848i,0.00087811-0.001501i,0.00042171-0.0012704i,-0.00022727-0.0009427i,-0.0010364+8.713e-05i,-0.0011732+0.00065773i,-0.00010792+0.00084842i,0.00081713+0.0004794i,0.00052613+7.0425e-05i,0.00022975-9.2345e-05i,0.00019238-0.00018377i,-5.0143e-05-0.00042081i,-0.00022986-0.00050652i,4.9675e-05-0.00011559i,0.00066406-2.2282e-05i,0.00055634-0.00037232i,0.00039927+8.0723e-05i,0.00019573+0.00082139i,-0.00024538+0.00093277i,-0.00010553+0.00077845i,-0.00061987-0.00015951i,-0.00019493-0.0003374i
0.00083573-0.00058944i,0.0013069+0.00017903i,0.00069124-0.00016014i,0.00070878-0.00034217i,0.00063529+0.00056814i,0.00048973+0.00016875i,0.00083099-0.00088101i,0.0010509-0.0010524i,0.0007824-0.0015434i,-0.00042704-0.0009508i,-0.00054055-0.00011462i,-0.00030165-0.00013861i,-3.2638e-05+9.7649e-05i,0.00080721-9.475e-05i,0.000492-0.00036741i,0.00016047-0.00028233i,0.000633+7.2942e-05i,0.00010942+0.00031022i,-0.00014024-0.00019859i,0.00073917+0.00030133i,0.00075532+0.0012297i,-0.00043242+0.00064974i,-0.00047083-3.1717e-05i
0.00041436+5.4468e-05i,-0.00065935+8.8251e-05i,0.0013511-0.00052831i,0.0023568-0.0010496i,0.0009354-0.001662i,-0.00071833-0.0014629i,-0.00040623+3.0361e-05i,0.00075596+0.00063528i,0.001341+0.00040231i,0.0004798-0.00031196i,-0.00043441-0.00078211i,-0.0005734-0.00060508i,-2.573e-06+0.00053098i,0.00049884+0.0016644i,-0.00041328+0.0012511i,-0.00062707+0.00065321i,0.00029275+0.00023727i,0.00036321+0.00014122i,-0.00031154+0.00016959i,-0.00040139+0.00080139i,-0.00028086+0.0011222i,-0.00046309+0.00048941i,-0.00028585+0.00048065i
0.0010849+0.00070259i,0.0013655+0.00015419i,0.0013369-4.4083e-05i,0.0015348-0.00010612i,0.0010245+0.00033697i,0.0005699-7.8607e-05i,-0.00029989-0.00094207i,-0.00039007-0.00058148i,0.00026652+8.7497e-05i,0.0005031+0.00025911i,0.00071172-9.4992e-05i,0.00012286-0.00029591i,-0.00053077-0.00029139i,-9.4465e-06-0.00029561i,0.00014629-3.4133e-06i,-0.00026557+0.0002861i,0.00037585+2.6751e-05i,0.0012366+0.00015153i,0.00051252+0.00019i,-0.00037235+0.0002838i,-0.00051843+0.00044843i,-0.00087008-0.00019459i,-0.00041027-4.5294e-05i
-0.0010714+0.00081216i,-0.00086409+0.0017678i,-0.00012795+0.0010979i,0.00018468-0.00055418i,8.9283e-05-0.001712i,-0.00018282-0.0015598i,-0.00052591-0.00041237i,0.00016385+0.00055175i,0.0011279+0.00097845i,0.0013577+0.00010779i,0.0013982-0.0003997i,0.00056713-0.00046449i,-5.3112e-05-0.00023777i,-0.00018523-0.00037694i,0.00032996-0.0010838i,0.00087428-0.00049146i,0.0001348+0.00058985i,-0.00051556+0.0010442i,-8.79e-05+0.00076117i,0.00014821+9.7903e-05i,-9.0867e-05-0.0002996i,-0.00080341-0.00026644i,-0.0011326-0.00023924i
0.00090977+0.00059552i,0.0006524-0.00038843i,0.00070755-0.0011547i,0.00086306-0.00022046i,0.0010671+0.00066435i,0.001744+0.00030413i,0.0013043-2.3694e-05i,0.00048444+0.00041573i,0.00085177+0.00033956i,0.0011823-0.00060894i,0.0014496-0.0014611i,0.00096866-0.0012001i,0.00018174-0.00018084i,0.00033767+8.2004e-05i,0.0002239+0.00028145i,-0.00022629+0.00069488i,-0.0004+3.0992e-05i,-0.00013272+1.0699e-06i,0.0010003+0.00014258i,0.0022408-0.00026903i,0.0015886+1.3121e-05i,0.0002108+1.4556e-05i,0.00032991-3.0069e-06i
-0.00076043+0.002361i,-0.00081068+0.0031582i,-0.00012782+0.0021067i,0.0004921+0.0010771i,0.00026358+0.00031458i,5.459e-05-0.00060544i,0.00013332-0.00066983i,0.00090122+0.00012204i,0.00083454+0.00062678i,0.00020063+0.00049076i,-0.00028681-0.00041814i,0.00061748-0.0010464i,0.0011125-0.0006603i,0.00034527-0.00018997i,0.00010307-0.00069821i,0.00019604-0.00031814i,-2.6802e-05-4.7424e-05i,8.2455e-05-4.5973e-05i,3.5395e-05-0.0002114i,-0.00010702-0.00053463i,0.00018453-0.00059107i,0.00080971-0.0001106i,0.0010173+0.00031938i
-0.0003123-0.00090059i,0.0010962-0.0011777i,0.0012902-0.00037863i,0.0011175+9.3802e-05i,0.0015394+0.00016048i,0.0010977+0.00025145i,-0.00046409-0.00027505i,-0.0010936-0.00081072i,-0.00067826-0.00021602i,-3.9637e-06-1.8953e-05i,0.00052528+0.00018874i,-0.00023875+8.6359e-05i,-0.0001387-0.00027203i,0.00034879+1.6131e-05i,0.00011613+5.7339e-05i,-4.9572e-06-0.00026147i,0.00034938-9.6752e-05i,0.00083132+0.00020087i,0.00047256+7.2133e-05i,0.00021275-0.00081429i,0.00071418-0.00060321i,0.0009256+0.00013932i,0.00065265-0.00023543i
0.0015475+0.00041041i,0.0027077+0.0017258i,0.0023039+0.00075945i,0.00062386-0.00083635i,-0.00052372-0.00094161i,-0.00049096-0.00046033i,-0.00012551-0.00082997i,0.00027344-0.00086319i,0.0004558-0.0011181i,0.00019779-0.0011005i,-0.00022338-0.00017344i,-0.00043923+8.576e-05i,0.00056524+8.3388e-05i,0.0008402+0.00065932i,0.00027547+0.00030396i,0.00044539-0.00034987i,0.00030381-0.00016291i,-0.00015886+9.9953e-05i,0.00013491-0.0001972i,0.00072705-0.00064466i,0.00069581-0.0007872i,0.0004566-0.00083003i,-0.00012732-0.00015395i
-0.001711-0.00088283i,-0.0010815-0.00040983i,-0.00029505-0.0010922i,-0.00072063-0.0010775i,-0.0012319+0.0001026i,-0.00065136+0.00025905i,9.4502e-05-0.0001173i,4.2698e-05+0.00015857i,-0.00010843-0.00021244i,-8.0449e-05-0.00077858i,0.00014826-0.0010521i,0.00026224-0.0009163i,0.00020397-0.00070759i,0.00050132-0.00084677i,0.00028788-0.00037802i,0.00027832-0.00044605i,0.0006536-0.00078369i,0.00066291-0.00059647i,0.00065397-0.00051909i,0.00046796-0.00035554i,0.0008606+0.00015551i,0.00093084+0.00078626i,0.00046859+0.00090029i
0.0001765-0.00014237i,0.00058076-0.00020639i,0.00085954-0.00088146i,0.00045353-0.00038559i,-0.00036787-0.00075641i,-0.00035908-0.0014336i,8.1125e-05-0.00081877i,0.00019855-9.6764e-05i,-0.00016816-0.00011051i,-0.00040979-0.00052914i,4.8926e-05-0.00040789i,1.407e-05+6.8817e-05i,4.8707e-05+4.344e-05i,3.2276e-05+4.5923e-05i,-0.00029625+0.00015714i,-0.00083167-0.00019203i,-0.0006782-0.00026462i,-7.8802e-05+0.00028539i,1.2586e-05-0.00016564i,9.2125e-05-0.00033074i,-2.6872e-05-9.4733e-05i,-0.00031832-0.00017176i,-0.00059069+0.00012227i
0.00043025+0.0024799i,0.00043176+0.0012532i,0.00065653-0.00030689i,0.00030049-0.00031415i,-0.00074542+1.9721e-05i,-0.0016057-4.5539e-05i,-0.00084013-0.00074914i,0.00045625-0.0011263i,0.00044849-0.00076722i,0.0006615-4.6138e-05i,0.0012327+0.00011405i,0.0013176-0.00030083i,0.0011595+0.00045418i,0.00045398+0.0011054i,-0.00023611+0.00085358i,1.317e-05+0.00011753i,-3.6178e-05+9.575e-05i,-0.00048737+0.00036379i,-0.00048215+8.459e-06i,0.00011206+0.00038933i,0.00079537+0.0008764i,0.00088695+0.00076903i,0.00081087+0.00030159i
-0.00013964-0.0019512i,0.00050283-0.0013864i,0.0010334+6.1456e-05i,0.00090367+0.001013i,0.00027084+0.00033899i,-0.00017091-0.00019764i,-0.0002853-0.00017659i,-9.7198e-05+0.00010229i,-3.8049e-05-6.5021e-05i,-0.00013487+3.3361e-05i,-0.00032375-0.00015701i,-7.0932e-05-0.00029375i,-0.0001724-0.00035573i,-0.00024868-0.00059726i,0.00018013-0.00020553i,0.00049338+0.00027777i,-0.0001234+5.6328e-05i,-0.00081086+6.4778e-05i,-0.00087684+0.0014206i,-0.00055216+0.0013697i,-4.3506e-05+0.00048888i,-0.00051034+0.00043859i,-0.00075956+0.00044503i
0.0015173+0.00053259i,0.00059015+0.0014938i,0.00071338+0.0011149i,0.00060241-0.00039676i,-1.1564e-05-0.0014638i,3.3261e-05-0.0005484i,0.00024038+0.0012421i,0.00034387+0.0018203i,0.00056409+0.00077893i,0.00077452-0.00067548i,0.00041547-0.0015811i,0.00020819-0.0011153i,0.00079912-0.00045528i,0.0012272-0.00017904i,0.0010227+0.0002443i,0.00087823+0.00036521i,0.00074605-5.245e-05i,0.00058058-8.5214e-05i,0.00027979-0.00037145i,0.00020297-0.00017578i,0.0006493+0.00039488i,0.00012426+0.00077268i,-0.0005287+0.0011384i
0.0016849-0.00052142i,0.0020716-0.00067503i,0.0023965-0.00023076i,0.0016901-0.0011975i,0.00057248-0.0014512i,-0.00030979-0.00034458i,-0.00081323-2.1032e-05i,-0.00018864-7.0751e-06i,0.00056364-0.00032767i,0.00059679-0.0011242i,0.00014433-0.00092314i,-0.00027605+0.00039091i,-0.00058401+0.00069979i,-0.00072363+0.00017897i,-0.00023656+0.00016765i,-0.00024905+0.0001857i,-0.00016287-0.00027158i,0.00024267-0.00068516i,0.00028339-0.00013022i,0.00041824+0.00025204i,7.7828e-05-0.00027031i,0.00018128-0.00088103i,0.000753-0.00073675i
0.0013005-0.00026988i,0.0018408+0.0007392i,0.0019433+0.00028886i,0.00155-0.00058313i,-0.00023223-0.00090053i,-0.0016453-0.00046868i,-0.0013443+1.0773e-05i,-0.0001412+1.7824e-06i,0.00030615-0.00038466i,-0.00015417-0.00024397i,-0.0003104+0.00022043i,0.00072183+0.00035855i,0.00045032+9.6668e-05i,-0.00017557-0.00023009i,0.00036278-0.00073487i,0.00032845-0.00052541i,0.0002753-0.00087716i,-7.4061e-05-0.00092434i,-9.2011e-05-0.00033929i,0.0002536-0.00017568i,0.00053109+0.0004697i,0.0010317+0.0010336i,0.0013717+1.3531e-05i
-0.00091754+0.00052197i,2.1345e-05+0.00030629i,-0.00020557-7.9961e-05i,-0.0010558-7.088e-05i,-0.0012072-0.00049159i,-0.00029271-0.00094712i,0.00032421-0.00085597i,0.0007265-0.00033285i,0.0012822-0.00039607i,0.00062848-0.0001341i,0.00031091+0.00059861i,0.00078666+1.3843e-05i,0.00044423-0.00028046i,0.00047164+8.5526e-05i,0.00051845-0.00025222i,8.7574e-05-1.3989e-05i,0.00083366-0.00023554i,0.0011265-5.5652e-05i,0.00029442+0.00065738i,5.5767e-05+0.00018855i,0.00040714+0.00017083i,0.00078072+0.00040448i,0.00031154+0.00010268i
0.0026347+0.00012096i,0.0032582-0.00010685i,0.0029364-0.00032553i,0.0015247-0.00068641i,0.00034726-0.00074225i,-0.0010382-0.00052934i,-0.0015048-0.0004082i,-0.000773-0.00027149i,-0.00019215-0.00023425i,-7.6288e-05+0.00073978i,4.702e-05+0.0012464i,-0.00041518+0.00054792i,-2.0765e-05+0.00061972i,0.0007864+0.0003276i,0.0005384+1.5281e-06i,3.2282e-05+1.7094e-05i,0.00010047+7.5222e-05i,0.00035236-0.00032024i,0.0006247-0.0005885i,0.00042774-0.00049714i,-9.1643e-05-5.6484e-05i,0.00035987+0.00010789i,0.0004294-0.0001217i
-0.0012834+0.0010778i,-0.00099457+0.0010286i,0.0007544+0.00066607i,0.0014421+0.00050577i,0.00033113-0.00030938i,-0.0003826-0.00022332i,-0.00057817+0.0010071i,0.00029385+0.00056911i,0.00086584-0.00029259i,0.00014102-0.00059733i,-0.00027085-8.8407e-05i,-0.00092711+0.00022235i,-0.0012772-0.00028314i,-0.00058978-0.00030493i,0.00038843+0.00029048i,0.00031826+0.00037413i,-2.995e-05+0.00016533i,0.00010713+0.00020667i,0.00052446+5.7992e-05i,0.00056174+0.00031275i,0.00064004-0.00012156i,0.00062917+0.00022555i,-0.00012169+0.00079256i
2.1394e-06-0.00065372i,0.0006387-0.0002594i,0.00058488+2.6751e-05i,0.0010231+0.0006521i,0.0010695+0.00080069i,0.00044321-7.1438e-05i,-0.00010441-0.00048787i,-0.00028614+0.00038937i,0.00055891+0.0014124i,0.00075053+0.00069473i,0.00044102+0.00010816i,5.8506e-05+9.6595e-05i,-0.00077911-0.00068228i,-0.00045999-0.00029462i,8.9285e-05+0.00027685i,-0.00028432+7.8309e-05i,-0.00041788+0.00057625i,-6.2302e-06+0.001129i,0.00051688+0.00036044i,0.00050992-0.00037035i,0.00037225-3.9822e-05i,0.00053037-0.0001865i,0.0003242-0.00010865i
0.0024317+0.0034632i,0.0019408+0.0027096i,0.001684+0.0012774i,0.00096017-0.00023777i,-0.0006497-0.0014042i,-0.0017506-0.0015154i,-0.0016742-0.00065602i,-0.00035971-0.00043257i,0.00024886-0.0011594i,9.1623e-05-0.0012786i,0.00019045-0.00036969i,0.00014758-0.00035525i,0.00019008+4.2907e-05i,0.00055157+0.0005603i,0.0013292-0.00022167i,0.00098466-0.00046316i,0.00010816-0.00021136i,4.0555e-05-1.7149e-08i,0.00048461-0.00010292i,0.00032902-0.00044719i,-0.00021819-0.00020292i,-0.0002324-4.414e-05i,-0.00013307-0.00060096i
0.00037357-0.001527i,0.00034631-0.0013662i,0.00027129-0.0009777i,0.00079886-0.00049876i,0.0015751-0.00076841i,0.00092692-0.00086678i,0.00024639-1.307e-05i,-2.5657e-05+0.00055973i,8.182e-06+0.00025789i,-2.1058e-05-7.5255e-05i,-0.00050512-0.00059998i,-0.0010064-0.0011165i,-0.0010888-0.0013055i,-0.00055593-0.0012794i,0.00011839-0.0011669i,0.00044417-0.0007467i,0.00080321+0.00056345i,0.00041662+0.001111i,0.00082491+0.00082568i,0.0010517+0.00056902i,-0.00023496+9.5228e-05i,-0.000787-5.8983e-05i,-0.00029428-3.3782e-05i
-0.00022392+9.1856e-05i,0.00013248+0.00018201i,0.00041431-0.00017095i,0.00088116+0.0001565i,0.0016202+0.00051118i,0.0010525+0.00010804i,2.6553e-06-0.00078712i,0.00032391-0.0010038i,0.00018326-0.00089529i,-0.00053823-0.00080195i,-0.00034452-0.00058567i,0.00032965+0.00020686i,0.00072156+0.00065233i,0.00070878+0.00015955i,0.00044913-0.00016173i,0.00016408+7.7225e-05i,-0.00038927-5.6594e-05i,3.0411e-05-0.00033256i,0.00036019-1.9077e-05i,-0.0006169+0.00043544i,-0.00050887+5.2607e-05i,-9.1448e-05-0.00053369i,0.00051361-0.00034136i
-0.00056407+0.0010815i,0.00044005+0.00093899i,0.0013072+0.00055252i,0.0012671+3.9751e-05i,0.00052755-0.00019853i,-0.00024281+3.8292e-05i,-8.1617e-05-0.00032567i,0.0009217-0.00063485i,0.00082105-7.2415e-05i,-8.0009e-05-1.9439e-05i,-8.0394e-05+0.00055666i,0.000348+0.00075966i,0.00043025-2.636e-05i,0.00032181-0.00012255i,0.00025442+0.00069347i,0.00034265+0.0014104i,0.00021911+0.00058045i,-0.00014606-0.0003328i,-0.00057038+2.587e-05i,-1.0611e-05+0.00087281i,0.00055308+0.0011682i,9.1418e-06+0.00084914i,-0.00012932-0.00036555i
0.00075042-0.0011719i,0.0016174+0.00019346i,0.0011166+0.00024926i,0.0012495-0.00092078i,0.0010242-0.00037066i,0.00014206+0.00058301i,0.00029416+0.00073431i,0.00016751+0.00067765i,0.00012874+0.00040177i,0.00011453+0.00054687i,-0.00049704-0.00018238i,-0.00024433-0.0011979i,0.00028791-0.0010325i,0.00042402-0.00091647i,-0.00034385-0.00083172i,-0.00039904-0.0012864i,0.00043622-0.00097373i,-0.0001398+0.00021327i,-0.0013228+0.00018497i,-0.00075382-4.4119e-05i,-0.00039265-0.00016887i,-0.00096053-0.0007174i,-0.00084981-0.00051832i
-0.0012628+0.0017891i,-0.00036762+0.0016606i,0.00086283+0.0014419i,0.0015793+0.00087317i,0.000611+0.00022747i,-0.00080663+2.8407e-05i,-0.00066815+0.00028294i,5.8492e-05+0.00053612i,0.00046032-0.00020563i,0.00019102-0.0010462i,-8.7752e-05-0.00075037i,-0.00042995-0.000398i,-0.00047473+0.00034306i,0.00014628+0.00057595i,0.00056767+0.00058679i,-0.00025588+0.0010303i,-0.000346+0.00064607i,0.00025991-0.00035239i,0.00024797-0.00031527i,-0.00031648+0.00022194i,-0.00065987-0.0002215i,-0.00038896-0.00072629i,-0.00030067-0.00057504i
-0.00018609-0.0015277i,-0.00028412-0.0016523i,0.00047304-0.002156i,0.00042093-0.001795i,-0.00042034-0.00022686i,-0.0002457+0.00058671i,0.00036105-0.00018099i,0.00080148-0.0013345i,0.00070623-0.0016608i,0.00060591-0.0013213i,-0.00014966-0.0004769i,-0.00031184-6.5074e-05i,-2.0743e-05-0.00022369i,8.3414e-05-0.00055224i,0.00010971-0.00010025i,-0.00048042+0.00020071i,-0.00060358+0.00015742i,-5.6585e-06+0.00013133i,0.00041511-0.0001628i,0.00037775-0.00038288i,0.00068281+0.00025284i,0.00071047+0.00056344i,9.7195e-05-0.00014304i
0.001533+0.001274i,0.00065454+0.0015923i,0.00090452+0.00033976i,0.0007307-0.0010252i,0.00022957-0.0013077i,-0.00059747+0.00019228i,-0.00030675+0.0010844i,0.0012396+0.0003378i,0.001576-0.00080807i,0.00065483-0.0013266i,0.00021669-0.00023644i,-0.00020967+0.0003426i,-7.9145e-05+0.00012877i,0.00050198+0.00050041i,0.00074332+0.00041187i,0.0010019-0.00034653i,0.0012026-0.0008273i,0.0012578-0.00085907i,0.00078996-0.00029889i,0.00013338+0.00016397i,-3.8851e-05-0.00024964i,-0.00024528-0.00047447i,-0.00023093-0.00027034i
0.00011531-0.00054885i,0.001096+0.0006318i,0.00064041+0.00081136i,-0.00069257+0.00061665i,-0.00091407+0.00086421i,-0.00074419+0.0014963i,-0.00073184+0.0010119i,-0.00092133+0.00034783i,-0.00044447-0.00068063i,0.00044092-0.0011197i,0.00073077-0.00053446i,0.00060328-6.9973e-05i,0.00045311+0.00012789i,0.00028948+0.00053188i,0.00048627+0.00054736i,0.0010001-0.00082492i,0.0012009-0.0003127i,0.00048699+0.0013016i,0.00026602+0.001029i,0.00076535+0.00035613i,0.0013721-0.00033753i,0.00086053-8.9717e-05i,0.00069773+0.00010268i
0.00022872+0.0011379i,0.00056893+0.0009346i,0.0017652+0.0010297i,0.0021068+0.0010977i,0.0011532+0.0008829i,0.00023728+0.0010324i,-1.4676e-05+9.404e-05i,-0.00013797-0.00040162i,-0.00090255+0.00015407i,-0.00064966+0.00030789i,0.00015764+5.3249e-06i,0.00049015-1.2614e-05i,0.0012871+0.00043918i,0.00079504+0.00034573i,-0.00035077-0.00037282i,-0.00063844-0.00054824i,-0.00065313-0.00013798i,-0.00041687-2.7208e-05i,-0.00038935-0.0002809i,-0.00041901-0.00061478i,-0.00030252-0.00069553i,-0.00049109+1.8863e-05i,-0.00040884-0.00031729i
0.00065287-0.00014293i,-0.00013617-0.00041013i,-0.00027314-0.00065978i,-0.00010347-0.0015798i,-6.9679e-05-0.0014865i,-0.00050928-0.00083349i,-0.00068947-0.00071803i,-0.00047308-0.00071997i,0.00064119-0.0002087i,0.0015277+0.00034171i,0.0015086+0.00014637i,0.0010497-0.0001054i,0.00058731+9.0671e-05i,0.00059247+0.00021591i,0.00023288+2.8377e-05i,0.00047942-0.00065283i,0.00088297-0.00085439i,0.00028529-0.00023567i,-0.00018847+0.00014962i,0.00021787+0.00059808i,0.00057157+0.00050474i,0.00010529-0.00044516i,-0.000154-0.00078209i
0.00039755+0.00029758i,0.00089576+0.00032997i,0.001289+2.9264e-05i,0.0010196-0.00024753i,0.0004262-4.9481e-05i,0.00038897-0.00028171i,9.0313e-05-0.00098701i,-0.00012344-0.00092721i,0.0001271-0.00040215i,0.00047237-8.41e-05i,0.00089381+2.9968e-06i,0.00079705-0.00057377i,-2.4783e-05-0.00092395i,-0.00050017-9.6217e-05i,-0.00031221+0.00056119i,0.0002529+0.00032253i,-1.6862e-05+0.00019631i,-0.00012921-0.0005682i,0.0004771-0.00062207i,8.9823e-05+0.00051777i,-0.00024007+0.000444i,-0.00021969+0.00049552i,0.00019319+0.00054788i
-0.0013385-0.00019154i,-0.00079652+0.00056262i,-0.00016286+0.00041432i,1.2091e-05+0.00019434i,-0.00033613+5.281e-05i,-0.00083216-0.00051012i,-0.00089696-0.00086302i,-0.00073481-0.00086438i,-0.00034052-0.00068362i,0.00039138-0.00052345i,0.00083015-0.0010895i,0.0010587-0.0010237i,0.00078424+1.2935e-05i,0.00092943+0.00063493i,0.00060746+4.95e-05i,0.00026803+0.00029248i,0.00058441+0.00087997i,0.00047699+0.0010011i,0.00017836+0.0010768i,0.00031941+0.001075i,1.4569e-05+0.00094204i,-0.00052772+0.00061827i,-0.0010107+8.4856e-05i
0.0015027-0.0040481i,0.0022104-0.0024637i,0.0010392-0.0017494i,-0.00016837-0.0011262i,-0.00015676-0.00068866i,0.00061531-0.00030483i,0.0013984+0.00037496i,0.0013004+0.0004502i,0.00041829-2.5989e-05i,-0.00018689-0.00017188i,6.9512e-05-0.00047543i,0.00031764-0.00036218i,0.00035749-0.00014231i,-4.9668e-05-0.00052379i,-0.00034724-0.00074652i,-0.00053662-0.00037033i,-0.001157+0.00043793i,-0.00082845+0.00066321i,5.3295e-05+0.00048704i,-0.00017837+0.00024734i,-0.00030761+0.00039676i,-9.2154e-05+0.00047898i,0.0001169+0.00034647i
-6.2052e-05+0.0036902i,0.0011256+0.0032359i,0.0017171+0.0020816i,0.0015588+0.00086724i,0.00092731-5.5179e-05i,-5.0701e-05-0.00073451i,9.7144e-05-0.00050658i,0.00089131-0.00026375i,0.0013528-0.00027385i,0.00092164-0.00017701i,-5.1816e-06-0.00035453i,-0.00031859-0.0011021i,0.00010684-0.00074488i,0.0005327-4.0074e-05i,0.00018208-2.1896e-05i,-5.4425e-05+0.00019393i,0.00011514+0.00060287i,-0.00012615+0.00060127i,-0.0007203+0.0004251i,-4.9572e-05+6.917e-05i,0.00056757+1.0937e-05i,0.00033543-5.7109e-05i,0.00086-0.00034431i
-0.00076844-0.00082095i,0.00020813-0.00019481i,0.0009619-0.00034624i,0.00050509-0.00026505i,-0.0004291+8.6332e-05i,-0.00082798+0.00066375i,-0.00062064+0.00047175i,0.00041941-0.00062816i,0.0012959-0.00053384i,0.00043887+0.00031801i,-0.00015296+0.00016486i,0.00011944-2.1072e-05i,0.00033662+0.00011389i,-0.00017005+4.4489e-05i,-0.00023668-0.00049977i,-0.00052688-0.00080715i,-0.0011699-0.001043i,-0.00054879-0.0011808i,6.6482e-05-0.00061083i,-0.00021319-0.00040094i,-0.00028732-0.00018553i,-0.0005159-0.00025351i,-0.00034059-0.00071578i
0.0023511-0.00022539i,0.001677-0.00019368i,0.0014819-0.00027351i,0.0022663-0.00093198i,0.0021304-0.0017904i,0.00040087-0.001241i,-0.00055046-0.00068475i,-8.2116e-05-0.00055625i,-2.0287e-05-0.00018665i,-0.00019993-0.00016225i,-0.00058211+0.00039942i,-0.00095419+0.00059088i,-0.00094709-0.0003343i,-0.0005694-0.00045503i,-0.00011795-5.8811e-05i,5.5817e-05+0.00012516i,-0.00066564+0.00052587i,-0.0006039+0.00054033i,0.0001817+0.00036394i,0.00040742+0.00035413i,0.0002817+0.00054515i,0.00033878+0.00066945i,0.00040915-5.5086e-05i
